CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	GETMOMBIRTH	GETCHILDBIRTH	THSVILR5	BURBRLR5	BRNREGR5	BRNZONR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
101024	1	 	1	 	55	59	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	8	0	 	 	 	 	 	 
101024	2	 	1	 	51	54	 	2	1	0	0	 	 	 	 	0	1	0	98	98	1	5	0	 	 	 	 	 	 
101024	3	 	4	 	33	36	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	4	 	4	 	31	34	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	5	 	1	 	24	27	 	1	7	0	0	 	 	 	 	23	0	0	15	1	1	45	0	 	 	 	 	 	 
101024	6	 	4	 	21	24	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	15	 	1	 	13	17	 	2	7	0	0	 	 	 	 	23	0	0	98	98	 	 	 	1	8	1	4	 	 
101024	16	 	2	 	8	11	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	0	 	2	 	18	21	 	2	0	0	0	 	 	 	 	3	0	0	99	99	 	 	 	 	 	 	 	 	 
101025	1	 	 	 	32	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	2	 	4	 	33	36	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	3	 	1	 	42	45	 	2	13	0	0	 	 	 	 	 	4	1	99	99	1	8	0	 	 	 	 	 	 
101025	4	 	4	 	26	29	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	5	 	4	 	23	26	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	6	 	4	 	30	33	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	7	 	4	 	12	15	 	2	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	8	 	1	 	24	27	 	2	20	0	0	 	 	 	 	20	0	0	98	98	0	 	 	 	 	 	 	 	 
101025	9	 	4	 	1	4	 	1	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	1	5	0	2	1	1	10	0	 	 	 	 	 	 
101027	1	 	1	 	55	58	 	1	1	0	0	 	 	 	 	 	1	0	98	98	1	8	0	 	 	 	 	 	 
101027	2	 	1	 	51	54	 	2	1	0	0	 	 	 	 	0	1	0	98	99	0	 	 	 	 	 	 	 	 
101027	3	 	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	4	 	1	 	26	29	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
101027	5	 	2	 	25	28	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	6	 	2	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	15	 	3	2008	15	18	 	1	16	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	16	 	1	 	13	17	 	2	14	0	0	 	 	 	 	19	0	0	98	98	 	 	 	1	6	1	4	 	 
101027	17	 	1	 	8	11	 	2	14	0	0	 	 	 	 	19	 	0	98	98	 	 	 	1	5	1	4	 	 
101027	18	 	1	 	 	1	 	2	27	 	 	 	 	 	 	5	 	0	0	98	 	 	 	 	 	 	 	 	 
101028	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	 	1	0	98	98	1	9	1	 	 	 	 	 	 
101028	1	 	3	2007	79	-88	 	2	17	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	2	 	4	 	59	-77	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	3	 	4	 	61	-77	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	4	 	4	 	30	-77	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	5	 	4	 	27	30	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	6	 	4	 	26	-77	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	7	 	4	 	25	-77	 	1	16	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	8	 	4	 	21	-77	 	1	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	9	 	5	 	42	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	10	 	4	 	26	-77	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	11	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	12	 	4	 	21	-77	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	13	 	4	 	19	-77	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	14	 	4	 	11	-77	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	15	 	2	 	22	25	 	1	25	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	16	 	1	 	0	3	 	2	27	0	0	 	 	 	 	23	 	0	0	98	 	 	 	 	 	 	 	 	 
101029	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	6	99	1	4	0	 	 	 	 	 	 
101029	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	2	 	1	 	45	48	 	2	1	0	0	 	 	 	 	 	3	1	99	99	1	5	0	 	 	 	 	 	 
101029	3	 	4	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	4	 	4	 	20	23	 	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	5	 	1	 	19	22	 	1	7	0	0	 	 	 	 	23	0	0	2	99	1	10	0	 	 	 	 	 	 
101029	6	 	1	 	10	13	 	2	7	0	0	 	 	 	 	23	0	0	6	99	 	 	 	1	4	1	4	 	 
101029	7	 	4	 	23	26	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	8	 	4	 	22	25	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	0	1	1	 	19	22	 	1	0	0	0	 	 	 	 	 	0	0	98	98	1	22	0	 	 	 	 	 	 
101030	1	0	4	 	41	45	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	2	0	4	 	39	42	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	3	0	4	 	22	25	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	4	0	4	 	16	19	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	5	0	4	 	10	14	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	23	0	0	98	1	1	21	0	 	 	 	 	 	 
101031	1	 	1	 	46	49	 	1	1	0	0	 	 	 	 	 	4	0	99	98	1	26	0	 	 	 	 	 	 
101031	2	 	4	 	36	39	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	15	 	1	 	15	18	 	2	7	0	0	 	 	 	 	23	0	0	98	1	1	11	1	 	 	 	 	 	 
101031	16	 	1	 	9	12	 	2	7	0	0	 	 	 	 	23	 	0	98	1	 	 	 	1	5	1	4	 	 
101032	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	99	1	1	6	0	 	 	 	 	 	 
101032	1	 	1	 	63	66	 	1	1	0	0	 	 	 	 	 	3	1	99	99	1	5	0	 	 	 	 	 	 
101032	2	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	3	 	4	 	27	30	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	4	 	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	5	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	6	 	1	 	16	19	 	1	7	0	0	 	 	 	 	23	0	0	99	1	1	7	0	 	 	 	 	 	 
101032	15	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	1	0	99	1	 	 	 	1	6	1	4	 	 
101032	16	 	4	 	10	13	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	17	 	4	 	7	10	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
101035	1	 	1	 	60	63	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	44	0	 	 	 	 	 	 
101035	2	 	1	 	48	51	 	2	1	0	0	 	 	 	 	0	1	0	98	99	1	8	0	 	 	 	 	 	 
101035	3	 	4	 	26	29	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	4	 	4	 	25	28	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	5	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	6	 	1	 	15	18	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	8	1	 	 	 	 	 	 
101035	7	 	1	 	13	16	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	9	1	4	 	 
101035	8	 	1	 	5	8	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	2	1	4	 	 
101035	9	 	4	 	16	19	 	2	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	10	 	1	 	 	17	 	2	13	 	 	 	 	 	 	15	0	0	98	98	 	 	 	1	9	1	4	 	 
101036	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	 	0	0	98	98	1	32	3	 	 	 	 	 	 
101036	1	0	4	 	46	49	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	2	0	4	 	42	45	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	3	0	4	 	27	30	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	4	0	4	 	14	17	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	5	0	4	 	13	16	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	6	0	4	 	23	-77	 	2	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	7	0	4	 	15	18	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	3	0	0	99	99	1	7	1	 	 	 	 	 	 
101037	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	2	 	77	 	23	-77	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	3	 	4	 	15	18	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	4	 	5	 	7	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	5	 	1	 	46	49	 	2	3	0	0	 	 	 	 	 	1	0	98	99	1	13	0	 	 	 	 	 	 
101037	6	 	4	 	51	54	 	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	7	 	4	 	17	20	 	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	8	 	4	 	16	19	 	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	9	 	4	 	11	14	 	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	10	 	4	 	9	12	 	2	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	11	 	4	 	21	24	 	2	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	12	 	4	 	15	18	 	2	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	13	 	4	 	52	-77	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	14	 	4	 	12	15	 	1	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	15	 	1	 	5	8	 	2	22	0	0	 	 	 	 	3	 	0	98	98	 	 	 	1	0	1	4	 	 
101037	16	 	1	 	 	8	 	1	21	 	 	 	 	 	 	3	 	0	99	99	 	 	 	1	0	1	4	 	 
101037	17	 	1	 	 	85	 	2	21	 	 	 	 	 	 	17	3	0	99	99	0	 	 	 	 	 	 	 	 
101037	18	 	1	 	 	24	 	1	21	 	 	 	 	 	 	19	0	0	99	99	1	7	1	 	 	 	 	 	 
101040	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	 	0	0	99	99	1	8	1	 	 	 	 	 	 
101040	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	2	0	4	 	29	32	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	3	0	4	 	27	30	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	4	0	4	 	25	28	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	5	0	4	 	39	44	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	1	99	1	12	0	 	 	 	 	 	 
101041	1	 	1	 	53	56	 	2	1	0	0	 	 	 	 	 	3	0	99	99	1	5	0	 	 	 	 	 	 
101041	2	 	1	 	31	35	 	2	7	0	0	 	 	 	 	23	0	0	1	99	1	8	0	 	 	 	 	 	 
101041	3	 	4	 	30	33	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	4	 	4	 	27	30	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	5	 	1	 	26	29	 	2	7	0	0	 	 	 	 	23	1	0	1	99	1	10	0	 	 	 	 	 	 
101041	6	 	2	 	23	26	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	7	 	1	 	14	17	 	2	14	0	0	 	 	 	 	26	0	0	98	9	 	 	 	1	9	1	4	 	 
101041	8	 	4	 	18	21	 	2	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	9	 	1	 	33	37	 	1	7	0	0	 	 	 	 	23	4	0	1	99	1	12	0	 	 	 	 	 	 
101041	10	 	1	 	2	5	 	1	13	0	0	 	 	 	 	26	 	0	98	98	 	 	 	1	0	1	1	 	 
101041	11	 	1	 	 	30	 	1	16	 	 	 	 	 	 	17	1	0	98	98	1	40	0	 	 	 	 	 	 
101044	0	 	2	 	18	22	 	2	0	0	0	 	 	 	 	23	0	0	2	1	 	 	 	 	 	 	 	 	 
101044	1	 	1	 	49	52	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	45	0	 	 	 	 	 	 
101044	2	 	1	 	47	50	 	2	1	0	0	 	 	 	 	0	1	0	99	99	1	26	0	 	 	 	 	 	 
101044	15	 	2	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	16	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	1	0	2	1	 	 	 	1	8	1	4	 	 
101044	17	 	2	 	26	29	 	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	18	 	1	 	5	8	 	2	12	0	0	 	 	 	 	18	 	0	99	99	 	 	 	1	0	1	4	 	 
101044	19	 	1	 	 	10	 	1	12	 	 	 	 	 	 	18	 	0	99	99	 	 	 	1	4	1	4	 	 
101045	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	11	1	 	 	 	 	 	 
101045	1	 	1	 	51	54	 	1	1	0	0	 	 	 	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
101045	2	 	1	 	49	52	 	2	1	0	0	 	 	 	 	0	1	0	98	99	1	3	0	 	 	 	 	 	 
101045	3	 	1	 	20	23	 	1	7	0	0	 	 	 	 	23	0	0	2	3	1	6	0	 	 	 	 	 	 
101046	0	 	2	 	18	21	 	1	0	0	0	 	 	 	 	7	0	0	99	99	 	 	 	 	 	 	 	 	 
101046	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	2	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	3	 	5	 	30	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	4	 	4	 	25	29	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	5	 	1	 	23	27	 	1	7	0	0	 	 	 	 	 	0	0	99	99	1	26	0	 	 	 	 	 	 
101046	6	 	4	 	21	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	7	 	5	 	19	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	8	 	4	 	27	30	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	9	 	1	 	19	22	 	1	19	0	0	 	 	 	 	4	0	0	98	98	1	26	0	 	 	 	 	 	 
101046	10	 	5	 	20	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	11	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	12	 	4	 	23	27	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	13	 	1	 	14	17	 	2	16	0	0	 	 	 	 	13	0	0	98	99	 	 	 	1	7	1	4	 	 
101046	14	 	1	 	 	16	 	1	21	 	 	 	 	 	 	12	0	0	98	98	 	 	 	1	1	1	4	 	 
101048	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	44	2	 	 	 	 	 	 
101048	1	 	1	 	47	50	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	35	0	 	 	 	 	 	 
101048	2	 	1	 	36	39	 	2	1	0	0	 	 	 	 	0	1	0	98	98	1	34	0	 	 	 	 	 	 
101048	15	 	1	 	14	17	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	9	1	4	 	 
101048	16	 	1	 	7	10	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	3	1	1	 	 
101048	17	 	1	 	24	27	 	2	13	0	0	 	 	 	 	10	0	0	98	98	1	10	0	 	 	 	 	 	 
111002	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	22	0	 	 	 	 	 	 
111002	1	0	4	 	54	58	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	2	0	4	 	36	39	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	3	0	4	 	34	37	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	4	0	4	 	32	35	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	5	0	4	 	30	33	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	6	0	4	 	24	27	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	8	0	4	 	17	20	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	15	0	4	 	14	17	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	16	1	1	 	 	38	 	1	25	 	 	 	 	 	 	 	1	0	99	99	1	34	0	 	 	 	 	 	 
111003	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	2	0	2	1	1	6	0	 	 	 	 	 	 
111003	1	 	1	 	53	56	 	1	1	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
111003	2	 	1	 	50	53	 	2	1	0	0	 	 	 	 	0	1	0	98	99	1	28	0	 	 	 	 	 	 
111003	3	 	2	 	34	37	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	4	 	2	 	25	28	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	5	 	2	 	24	27	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	6	 	1	 	22	25	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	6	0	 	 	 	 	 	 
111003	7	 	1	 	20	23	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	8	0	 	 	 	 	 	 
111003	8	 	1	 	16	19	 	1	7	0	0	 	 	 	 	23	0	0	2	0	1	5	0	 	 	 	 	 	 
111003	15	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	4	0	 	17	14
111003	16	 	1	 	5	8	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	1	1	4	 	 
111004	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	26	0	0	98	98	1	22	1	 	 	 	 	 	 
111004	1	 	4	 	43	46	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	2	 	4	 	38	41	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	3	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	15	 	4	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	16	 	4	 	10	13	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	17	 	1	 	 	67	 	1	5	 	 	 	 	 	 	 	2	0	98	99	1	28	0	 	 	 	 	 	 
111004	18	 	1	 	 	57	 	2	5	 	 	 	 	 	 	0	1	0	99	99	1	28	0	 	 	 	 	 	 
111004	19	 	1	 	 	26	 	2	13	 	 	 	 	 	 	23	0	0	18	20	1	7	0	 	 	 	 	 	 
111004	20	 	1	 	 	17	 	1	13	 	 	 	 	 	 	23	0	0	18	17	 	 	 	1	9	1	4	 	 
111004	21	 	1	 	 	70	 	1	20	 	 	 	 	 	 	20	4	0	99	99	1	2	0	 	 	 	 	 	 
111005	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	7	0	 	 	 	 	 	 
111005	1	 	1	 	47	50	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	2	0	 	 	 	 	 	 
111005	2	 	1	 	47	50	 	2	1	0	0	 	 	 	 	0	1	0	98	99	0	 	 	 	 	 	 	 	 
111005	3	 	4	 	24	27	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	4	 	1	 	21	24	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	7	0	 	 	 	 	 	 
111005	15	 	1	 	15	18	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	6	0	 	 	 	 	 	 
111005	16	 	1	 	8	11	 	2	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	2	1	4	 	 
111006	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	0	1	0	99	99	1	3	0	 	 	 	 	 	 
111006	1	 	4	 	64	67	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	2	 	4	 	41	44	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	3	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	4	 	4	 	65	68	 	2	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	5	 	4	 	77	80	 	1	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	6	 	4	 	31	34	 	2	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	7	 	4	 	29	32	 	2	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	8	 	4	 	12	15	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	9	 	4	 	9	12	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	10	 	4	 	5	8	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	11	 	3	2007	42	45	 	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	12	 	1	 	1	4	 	1	27	0	0	 	 	 	 	23	 	0	0	13	 	 	 	 	 	 	 	 	 
111006	13	 	1	 	32	35	 	1	25	0	0	 	 	 	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
111008	0	 	1	 	18	22	 	2	0	0	0	 	 	 	 	23	2	0	2	1	1	3	0	 	 	 	 	 	 
111008	1	 	1	 	39	42	 	1	1	0	0	 	 	 	 	 	1	0	98	98	0	 	 	 	 	 	 	 	 
111008	2	 	1	 	35	38	 	2	1	0	0	 	 	 	 	0	1	0	98	98	1	22	0	 	 	 	 	 	 
111008	3	 	4	 	15	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111008	15	 	1	 	12	15	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	6	1	4	 	 
111008	16	 	1	 	9	12	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	4	1	4	 	 
111008	17	 	1	 	8	12	 	2	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	3	1	4	 	 
