CHILDCODE	IMEVIDR5	RKEVR5	LOSS06R5	LOSS07R5	LOSS08R5	LOSS09R5	RESEVR51	RESEVR52	RESEVR53
61016	3	25	 	 	2	 	7	 	 
61018	1	 	 	 	 	 	 	 	 
61018	2	 	 	 	 	 	 	 	 
61018	3	 	 	 	 	 	 	 	 
61019	1	 	 	 	 	 	 	 	 
61019	2	 	 	 	 	 	 	 	 
61019	3	 	 	 	 	 	 	 	 
61020	1	28	 	 	4	 	7	 	 
61020	2	88	 	 	 	 	 	 	 
61020	3	88	 	 	 	 	 	 	 
61021	1	 	 	 	 	 	 	 	 
61021	2	 	 	 	 	 	 	 	 
61021	3	 	 	 	 	 	 	 	 
61022	1	45	 	 	3	 	17	88	 
61022	2	14	 	 	3	 	3	2	88
61022	3	88	 	 	 	 	 	 	 
61023	1	25	 	 	 	4	7	 	 
61023	2	88	 	 	 	 	 	 	 
61023	3	88	 	 	 	 	 	 	 
61024	1	27	 	 	 	3	7	 	 
61024	2	88	 	 	 	 	 	 	 
61024	3	88	 	 	 	 	 	 	 
61025	1	 	 	 	 	 	 	 	 
61025	2	 	 	 	 	 	 	 	 
61025	3	 	 	 	 	 	 	 	 
61026	1	28	 	 	3	3	2	1	88
61026	2	27	 	 	 	2	2	1	88
61026	3	14	 	 	2	2	2	88	 
61027	1	 	 	 	 	 	 	 	 
61027	2	 	 	 	 	 	 	 	 
61027	3	 	 	 	 	 	 	 	 
61029	1	27	 	 	3	3	2	1	88
61029	2	28	 	 	3	3	1	2	88
61029	3	88	 	 	 	 	 	 	 
61031	1	 	 	 	 	 	 	 	 
61031	2	 	 	 	 	 	 	 	 
61031	3	 	 	 	 	 	 	 	 
61033	1	27	 	 	 	3	2	1	88
61033	2	28	 	 	3	 	1	2	88
61033	3	38	 	 	2	 	9	17	88
61034	1	 	 	 	 	 	 	 	 
61034	2	 	 	 	 	 	 	 	 
61034	3	 	 	 	 	 	 	 	 
61036	1	 	 	 	 	 	 	 	 
61036	2	 	 	 	 	 	 	 	 
61036	3	 	 	 	 	 	 	 	 
61037	1	 	 	 	 	 	 	 	 
61037	2	 	 	 	 	 	 	 	 
61037	3	 	 	 	 	 	 	 	 
61038	1	39	4	 	 	 	7	 	 
61038	2	27	 	4	 	 	7	 	 
61038	3	88	 	 	 	 	 	 	 
61039	1	1	 	 	2	2	7	 	 
61039	2	88	 	 	 	 	 	 	 
61039	3	88	 	 	 	 	 	 	 
61043	1	 	 	 	 	 	 	 	 
61043	2	 	 	 	 	 	 	 	 
61043	3	 	 	 	 	 	 	 	 
61044	1	 	 	 	 	 	 	 	 
61044	2	 	 	 	 	 	 	 	 
61044	3	 	 	 	 	 	 	 	 
61046	1	24	 	4	 	 	2	1	20
61046	2	88	 	 	 	 	 	 	 
61046	3	88	 	 	 	 	 	 	 
61049	1	 	 	 	 	 	 	 	 
61049	2	 	 	 	 	 	 	 	 
61049	3	 	 	 	 	 	 	 	 
61050	1	 	 	 	 	 	 	 	 
61050	2	 	 	 	 	 	 	 	 
61050	3	 	 	 	 	 	 	 	 
61051	1	1	4	 	 	 	7	 	 
61051	2	45	 	 	3	 	9	17	88
61051	3	88	 	 	 	 	 	 	 
61052	1	14	4	4	4	4	27	7	 
61052	2	88	 	 	 	 	 	 	 
61052	3	88	 	 	 	 	 	 	 
61054	1	 	 	 	 	 	 	 	 
61054	2	 	 	 	 	 	 	 	 
61054	3	 	 	 	 	 	 	 	 
61056	1	 	 	 	 	 	 	 	 
61056	2	 	 	 	 	 	 	 	 
61056	3	 	 	 	 	 	 	 	 
61057	1	 	 	 	 	 	 	 	 
61057	2	 	 	 	 	 	 	 	 
61057	3	 	 	 	 	 	 	 	 
61058	1	 	 	 	 	 	 	 	 
61058	2	 	 	 	 	 	 	 	 
61058	3	 	 	 	 	 	 	 	 
61059	1	12	4	4	4	 	19	88	 
61059	2	38	 	 	2	 	7	 	 
61059	3	14	 	 	2	 	7	 	 
71001	1	 	 	 	 	 	 	 	 
71001	2	 	 	 	 	 	 	 	 
71001	3	 	 	 	 	 	 	 	 
71002	1	39	 	4	 	 	7	 	 
71002	2	88	 	 	 	 	 	 	 
71002	3	88	 	 	 	 	 	 	 
71003	1	28	4	4	4	 	2	1	20
71003	2	47	3	3	3	3	20	1	88
71003	3	14	 	3	 	 	3	2	88
71004	1	 	 	 	 	 	 	 	 
71004	2	 	 	 	 	 	 	 	 
71004	3	 	 	 	 	 	 	 	 
71006	1	 	 	 	 	 	 	 	 
71006	2	 	 	 	 	 	 	 	 
71006	3	 	 	 	 	 	 	 	 
71007	1	35	 	4	 	 	7	 	 
71007	2	29	 	 	3	4	2	23	88
71007	3	88	 	 	 	 	 	 	 
71008	1	39	 	 	4	3	27	7	 
71008	2	88	 	 	 	 	 	 	 
71008	3	88	 	 	 	 	 	 	 
71009	1	1	 	 	4	 	7	 	 
71009	2	28	 	 	4	77	7	 	 
71009	3	27	2	4	 	 	7	 	 
71010	1	 	 	 	 	 	 	 	 
71010	2	 	 	 	 	 	 	 	 
71010	3	 	 	 	 	 	 	 	 
71012	1	 	 	 	 	 	 	 	 
71012	2	 	 	 	 	 	 	 	 
71012	3	 	 	 	 	 	 	 	 
71013	1	 	 	 	 	 	 	 	 
71013	2	 	 	 	 	 	 	 	 
71013	3	 	 	 	 	 	 	 	 
71014	1	47	 	 	2	2	2	88	 
71014	2	88	 	 	 	 	 	 	 
71014	3	88	 	 	 	 	 	 	 
71015	1	 	 	 	 	 	 	 	 
71015	2	 	 	 	 	 	 	 	 
71015	3	 	 	 	 	 	 	 	 
71016	1	 	 	 	 	 	 	 	 
71016	2	 	 	 	 	 	 	 	 
71016	3	 	 	 	 	 	 	 	 
71017	1	 	 	 	 	 	 	 	 
71017	2	 	 	 	 	 	 	 	 
71017	3	 	 	 	 	 	 	 	 
71018	1	 	 	 	 	 	 	 	 
71018	2	 	 	 	 	 	 	 	 
71018	3	 	 	 	 	 	 	 	 
71019	1	 	 	 	 	 	 	 	 
71019	2	 	 	 	 	 	 	 	 
71019	3	 	 	 	 	 	 	 	 
71020	1	 	 	 	 	 	 	 	 
71020	2	 	 	 	 	 	 	 	 
71020	3	 	 	 	 	 	 	 	 
71021	1	 	 	 	 	 	 	 	 
71021	2	 	 	 	 	 	 	 	 
71021	3	 	 	 	 	 	 	 	 
71022	1	28	 	 	 	3	7	 	 
71022	2	14	 	 	2	 	2	88	 
71022	3	1	 	2	2	 	1	16	88
71024	1	45	 	 	 	4	2	1	9
71024	2	28	 	 	3	 	2	1	9
71024	3	39	 	 	2	 	9	88	 
71025	1	 	 	 	 	 	 	 	 
71025	2	 	 	 	 	 	 	 	 
71025	3	 	 	 	 	 	 	 	 
71026	1	14	 	 	3	 	2	88	 
71026	2	27	3	 	 	 	1	2	10
71026	3	39	 	 	2	 	2	1	16
71028	1	1	 	3	 	 	1	9	88
71028	2	29	 	 	2	 	7	 	 
71028	3	47	 	 	2	2	2	88	 
71029	1	39	4	3	3	 	20	2	1
71029	2	40	 	4	 	 	2	1	88
71029	3	25	 	 	4	 	2	1	88
71030	1	28	 	 	4	 	2	1	18
71030	2	47	 	 	2	 	2	1	88
71030	3	88	 	 	 	 	 	 	 
71031	1	 	 	 	 	 	 	 	 
71031	2	 	 	 	 	 	 	 	 
71031	3	 	 	 	 	 	 	 	 
71032	1	47	 	 	3	3	9	2	88
71032	2	88	 	 	 	 	 	 	 
71032	3	88	 	 	 	 	 	 	 
71033	1	42	 	 	4	2	18	88	 
71033	2	14	 	 	 	4	7	 	 
71033	3	1	 	 	2	 	7	 	 
71034	1	 	 	 	 	 	 	 	 
71034	2	 	 	 	 	 	 	 	 
71034	3	 	 	 	 	 	 	 	 
71035	1	 	 	 	 	 	 	 	 
71035	2	 	 	 	 	 	 	 	 
71035	3	 	 	 	 	 	 	 	 
71037	1	28	 	 	4	77	18	88	 
71037	2	88	 	 	 	 	 	 	 
71037	3	88	 	 	 	 	 	 	 
71038	1	 	 	 	 	 	 	 	 
71038	2	 	 	 	 	 	 	 	 
71038	3	 	 	 	 	 	 	 	 
71039	1	 	 	 	 	 	 	 	 
71039	2	 	 	 	 	 	 	 	 
71039	3	 	 	 	 	 	 	 	 
71040	1	 	 	 	 	 	 	 	 
71040	2	 	 	 	 	 	 	 	 
71040	3	 	 	 	 	 	 	 	 
71042	1	1	 	 	2	 	12	88	 
71042	2	88	 	 	 	 	 	 	 
71042	3	88	 	 	 	 	 	 	 
71043	1	28	 	4	 	 	6	88	 
71043	2	88	 	 	 	 	 	 	 
71043	3	88	 	 	 	 	 	 	 
71044	1	28	 	4	3	 	7	 	 
71044	2	25	 	4	 	 	7	 	 
71044	3	88	 	 	 	 	 	 	 
71045	1	29	 	 	 	3	7	 	 
71045	2	47	 	 	 	2	7	 	 
71045	3	61	 	 	2	 	18	7	 
71047	1	37	2	 	 	 	7	 	 
71047	2	88	 	 	 	 	 	 	 
71047	3	88	 	 	 	 	 	 	 
71049	1	29	 	 	4	 	7	 	 
71049	2	38	 	 	3	 	7	 	 
71049	3	61	 	 	2	 	7	 	 
81001	1	 	 	 	 	 	 	 	 
81001	2	 	 	 	 	 	 	 	 
81001	3	 	 	 	 	 	 	 	 
81002	1	29	 	 	4	 	18	88	 
81002	2	24	 	 	4	 	18	88	 
81002	3	88	 	 	 	 	 	 	 
81003	1	29	 	 	4	4	10	18	88
81003	2	24	 	 	4	4	10	18	88
81003	3	14	 	 	 	2	7	 	 
81004	1	24	 	4	 	 	10	88	 
81004	2	29	 	4	 	 	10	88	 
81004	3	88	 	 	 	 	 	 	 
81005	1	29	 	 	4	 	10	18	88
81005	2	24	 	 	4	 	10	88	 
81005	3	88	 	 	 	 	 	 	 
81006	1	 	 	 	 	 	 	 	 
81006	2	 	 	 	 	 	 	 	 
81006	3	 	 	 	 	 	 	 	 
81007	1	14	 	 	 	2	7	 	 
81007	2	88	 	 	 	 	 	 	 
81007	3	88	 	 	 	 	 	 	 
81008	1	14	 	3	 	 	23	88	 
81008	2	37	 	3	 	 	20	88	 
81008	3	88	 	 	 	 	 	 	 
81009	1	29	 	 	4	 	10	20	88
81009	2	24	 	 	4	 	10	20	88
81009	3	39	 	 	3	 	20	88	 
81010	1	29	 	 	4	 	10	20	88
81010	2	14	 	4	3	 	7	 	 
81010	3	35	 	4	 	 	7	 	 
81011	1	14	 	3	 	 	88	 	 
81011	2	88	 	 	 	 	 	 	 
81011	3	88	 	 	 	 	 	 	 
81012	1	1	 	2	 	 	8	88	 
81012	2	88	 	 	 	 	 	 	 
81012	3	88	 	 	 	 	 	 	 
81013	1	 	 	 	 	 	 	 	 
81013	2	 	 	 	 	 	 	 	 
81013	3	 	 	 	 	 	 	 	 
81014	1	29	 	 	4	4	10	18	88
81014	2	24	 	 	4	4	10	18	88
81014	3	23	 	 	2	 	16	88	 
81015	1	24	 	4	 	 	9	88	 
81015	2	29	 	4	 	 	10	88	 
81015	3	88	 	 	 	 	 	 	 
81016	1	29	 	 	3	 	10	88	 
81016	2	24	 	 	3	 	10	88	 
81016	3	88	 	 	 	 	 	 	 
81017	1	29	 	 	4	4	10	20	18
81017	2	24	 	 	4	4	10	18	20
81017	3	14	 	 	2	 	7	 	 
81018	1	24	 	4	 	 	10	88	 
81018	2	29	 	4	 	 	10	88	 
81018	3	88	 	 	 	 	 	 	 
81019	1	29	 	 	3	 	10	16	20
81019	2	24	 	 	3	 	10	16	20
81019	3	88	 	 	 	 	 	 	 
81020	1	29	 	3	3	 	10	18	88
81020	2	24	 	3	3	 	10	18	88
81020	3	88	 	 	 	 	 	 	 
81021	1	24	 	4	 	 	10	88	 
81021	2	29	 	4	 	 	10	88	 
81021	3	88	 	 	 	 	 	 	 
81022	1	29	 	 	3	 	7	 	 
81022	2	88	 	 	 	 	 	 	 
81022	3	88	 	 	 	 	 	 	 
81023	1	13	 	 	3	 	7	 	 
81023	2	29	 	 	3	3	10	18	88
81023	3	88	 	 	 	 	 	 	 
81024	1	29	 	 	4	3	10	6	88
81024	2	24	 	 	4	3	6	10	88
81024	3	88	 	 	 	 	 	 	 
81025	1	 	 	 	 	 	 	 	 
81025	2	 	 	 	 	 	 	 	 
81025	3	 	 	 	 	 	 	 	 
81026	1	24	 	4	 	 	10	88	 
81026	2	29	 	4	 	 	10	88	 
81026	3	38	 	 	3	 	20	17	88
81027	1	29	 	 	4	4	10	6	88
81027	2	24	 	 	4	4	10	20	88
81027	3	14	 	3	 	 	7	 	 
81028	1	24	 	4	 	 	10	88	 
81028	2	29	 	4	 	 	10	88	 
81028	3	88	 	 	 	 	 	 	 
81029	1	29	 	 	4	 	10	20	88
81029	2	24	 	 	4	 	10	88	 
81029	3	88	 	 	 	 	 	 	 
81030	1	24	 	4	 	 	10	88	 
81030	2	29	 	4	 	 	10	88	 
81030	3	88	 	 	 	 	 	 	 
81031	1	29	 	 	4	4	10	18	88
81031	2	24	 	 	4	4	10	18	88
81031	3	88	 	 	 	 	 	 	 
81032	1	29	 	 	3	 	10	17	16
81032	2	24	 	 	3	 	10	17	16
81032	3	88	 	 	 	 	 	 	 
81033	1	29	 	3	3	 	10	18	20
81033	2	24	 	3	3	 	10	18	20
81033	3	40	4	 	 	 	20	23	19
81034	1	24	 	4	 	 	10	88	 
81034	2	29	 	4	 	 	10	88	 
81034	3	88	 	 	 	 	 	 	 
81035	1	29	 	 	4	4	10	18	88
81035	2	24	 	 	4	4	10	18	88
81035	3	88	 	 	 	 	 	 	 
81036	1	29	 	 	 	4	10	6	88
81036	2	24	 	 	 	4	10	88	 
81036	3	88	 	 	 	 	 	 	 
81037	1	29	 	 	 	4	10	6	20
81037	2	24	 	 	 	4	10	6	88
81037	3	37	 	 	4	 	20	9	88
81038	1	29	 	 	4	3	10	18	88
81038	2	24	 	 	4	3	10	18	88
81038	3	88	 	 	 	 	 	 	 
81039	1	29	 	 	4	 	10	88	 
81039	2	24	 	 	 	4	10	88	 
81039	3	38	 	 	3	 	16	88	 
81040	1	24	 	4	 	 	10	88	 
81040	2	29	 	4	 	 	10	88	 
81040	3	88	 	 	 	 	 	 	 
81041	1	24	 	4	 	 	10	88	 
81041	2	29	 	4	 	 	10	88	 
81041	3	88	 	 	 	 	 	 	 
81043	1	29	 	 	4	4	10	18	88
81043	2	24	 	 	4	4	10	18	88
81043	3	88	 	 	 	 	 	 	 
81044	1	29	 	 	4	 	10	18	88
81044	2	24	 	 	4	 	10	18	88
81044	3	14	 	 	2	 	7	 	 
81045	1	29	 	 	4	4	10	88	 
81045	2	24	 	 	4	4	10	88	 
81045	3	88	 	 	 	 	 	 	 
81046	1	 	 	 	 	 	 	 	 
81046	2	 	 	 	 	 	 	 	 
81046	3	 	 	 	 	 	 	 	 
81047	1	24	 	4	 	 	10	88	 
81047	2	29	 	4	 	 	10	88	 
81047	3	88	 	 	 	 	 	 	 
81048	1	29	 	3	3	 	10	18	88
81048	2	24	 	3	3	 	10	18	88
81048	3	37	 	 	3	 	9	20	88
81049	1	29	 	 	4	4	10	18	88
81049	2	24	 	 	4	4	10	18	88
81049	3	88	 	 	 	 	 	 	 
91001	1	 	 	 	 	 	 	 	 
91001	2	 	 	 	 	 	 	 	 
91001	3	 	 	 	 	 	 	 	 
91002	1	14	 	3	3	 	7	 	 
91002	2	88	 	 	 	 	 	 	 
91002	3	88	 	 	 	 	 	 	 
91003	1	 	 	 	 	 	 	 	 
91003	2	 	 	 	 	 	 	 	 
91003	3	 	 	 	 	 	 	 	 
91004	1	 	 	 	 	 	 	 	 
91004	2	 	 	 	 	 	 	 	 
91004	3	 	 	 	 	 	 	 	 
91005	1	 	 	 	 	 	 	 	 
91005	2	 	 	 	 	 	 	 	 
91005	3	 	 	 	 	 	 	 	 
91006	1	 	 	 	 	 	 	 	 
91006	2	 	 	 	 	 	 	 	 
91006	3	 	 	 	 	 	 	 	 
91007	1	24	 	 	4	2	10	88	 
91007	2	29	 	 	4	2	10	16	88
91007	3	14	 	 	2	 	7	 	 
91008	1	24	 	 	4	 	10	88	 
91008	2	29	 	 	3	 	10	88	 
91008	3	88	 	 	 	 	 	 	 
91010	1	24	 	 	4	2	10	88	 
91010	2	29	 	 	4	2	10	88	 
91010	3	14	 	2	 	 	19	88	 
91011	1	 	 	 	 	 	 	 	 
91011	2	 	 	 	 	 	 	 	 
91011	3	 	 	 	 	 	 	 	 
91012	1	24	 	 	4	2	10	18	88
91012	2	29	 	 	4	2	10	18	88
91012	3	88	 	 	 	 	 	 	 
91013	1	24	 	 	4	2	10	18	16
91013	2	29	 	 	4	2	10	18	16
91013	3	39	 	2	 	 	16	19	88
91014	1	24	 	 	4	 	10	88	 
91014	2	29	 	 	4	 	10	88	 
91014	3	88	 	 	 	 	 	 	 
91015	1	29	 	 	4	4	10	2	16
91015	2	24	 	 	4	 	10	2	16
91015	3	34	 	3	 	 	7	 	 
91016	1	29	 	 	4	4	10	12	88
91016	2	24	 	 	4	3	10	6	88
91016	3	88	 	 	 	 	 	 	 
91017	1	 	 	 	 	 	 	 	 
91017	2	 	 	 	 	 	 	 	 
91017	3	 	 	 	 	 	 	 	 
91018	1	29	 	 	3	4	10	12	88
91018	2	24	 	 	4	3	11	88	 
91018	3	38	 	 	 	3	7	 	 
91019	1	 	 	 	 	 	 	 	 
91019	2	 	 	 	 	 	 	 	 
91019	3	 	 	 	 	 	 	 	 
91020	1	 	 	 	 	 	 	 	 
91020	2	 	 	 	 	 	 	 	 
91020	3	 	 	 	 	 	 	 	 
91021	1	29	 	 	4	3	10	16	88
91021	2	24	 	 	4	 	10	16	88
91021	3	88	 	 	 	 	 	 	 
91022	1	24	 	 	4	 	10	20	88
91022	2	29	 	 	3	 	10	23	88
91022	3	88	 	 	 	 	 	 	 
91023	1	29	 	 	4	 	18	88	 
91023	2	88	 	 	 	 	 	 	 
91023	3	88	 	 	 	 	 	 	 
91024	1	24	 	 	4	2	10	88	 
91024	2	29	 	 	4	2	10	88	 
91024	3	14	 	 	 	2	7	 	 
91025	1	24	 	 	4	2	10	20	88
91025	2	29	 	 	4	2	10	20	88
91025	3	88	 	 	 	 	 	 	 
91026	1	24	 	 	4	 	10	88	 
91026	2	29	 	 	4	 	10	88	 
91026	3	88	 	 	 	 	 	 	 
91027	1	29	 	 	4	 	10	2	88
91027	2	24	 	 	4	 	10	2	88
91027	3	88	 	 	 	 	 	 	 
91028	1	24	 	 	4	 	10	88	 
91028	2	29	 	 	4	 	10	20	88
91028	3	88	 	 	 	 	 	 	 
91029	1	29	 	 	4	 	10	20	16
91029	2	24	 	 	4	 	10	20	16
91029	3	14	 	 	2	 	7	 	 
91030	1	29	 	 	4	 	10	88	 
91030	2	24	 	 	4	 	10	88	 
91030	3	88	 	 	 	 	 	 	 
91031	1	29	 	 	4	 	10	88	 
91031	2	24	 	 	4	 	10	88	 
91031	3	88	 	 	 	 	 	 	 
91032	1	24	 	 	3	 	10	88	 
91032	2	29	 	 	4	 	10	88	 
91032	3	88	 	 	 	 	 	 	 
91033	1	24	 	 	3	 	10	88	 
91033	2	29	 	 	4	 	10	88	 
91033	3	88	 	 	 	 	 	 	 
91034	1	29	 	 	3	 	2	16	88
91034	2	39	 	 	3	3	16	17	88
91034	3	88	 	 	 	 	 	 	 
91035	1	29	 	 	4	3	10	7	 
91035	2	24	 	 	4	4	10	23	7
91035	3	88	 	 	 	 	 	 	 
91036	1	14	 	 	4	 	10	88	 
91036	2	29	 	 	4	3	10	12	88
91036	3	38	 	 	3	 	20	88	 
91037	1	24	 	 	4	 	10	88	 
91037	2	29	 	 	4	 	10	88	 
91037	3	88	 	 	 	 	 	 	 
91038	1	29	 	 	4	4	10	20	88
91038	2	24	 	 	4	 	10	20	88
91038	3	88	 	 	 	 	 	 	 
91040	1	24	 	 	3	 	10	88	 
91040	2	29	 	 	4	 	10	88	 
91040	3	88	 	 	 	 	 	 	 
91041	1	24	 	 	 	4	4	10	20
91041	2	29	 	 	4	3	10	20	88
91041	3	88	 	 	 	 	 	 	 
91042	1	29	 	 	4	 	18	88	 
91042	2	24	 	 	4	 	18	88	 
91042	3	88	 	 	 	 	 	 	 
91043	1	24	 	 	3	 	10	88	 
91043	2	29	 	 	3	 	10	88	 
91043	3	88	 	 	 	 	 	 	 
91044	1	24	 	 	4	2	10	18	88
91044	2	29	 	 	4	2	10	18	88
91044	3	88	 	 	 	 	 	 	 
91045	1	 	 	 	 	 	 	 	 
91045	2	 	 	 	 	 	 	 	 
91045	3	 	 	 	 	 	 	 	 
91046	1	29	 	 	4	 	10	20	88
91046	2	24	 	 	4	 	10	20	88
91046	3	38	2	2	2	2	7	 	 
91047	1	24	 	 	4	3	10	20	88
91047	2	29	 	 	4	3	10	88	 
91047	3	14	 	 	4	 	7	 	 
91048	1	29	 	 	4	3	10	6	88
91048	2	24	 	 	4	3	10	88	 
91048	3	88	 	 	 	 	 	 	 
91049	1	24	 	 	4	2	10	88	 
91049	2	29	 	 	4	2	10	88	 
91049	3	88	 	 	 	 	 	 	 
91050	1	24	 	 	4	2	10	20	88
91050	2	29	 	 	4	2	10	20	88
91050	3	14	 	 	2	 	7	 	 
101001	1	 	 	 	 	 	 	 	 
101001	2	 	 	 	 	 	 	 	 
101001	3	 	 	 	 	 	 	 	 
101003	1	 	 	 	 	 	 	 	 
101003	2	 	 	 	 	 	 	 	 
101003	3	 	 	 	 	 	 	 	 
101004	1	 	 	 	 	 	 	 	 
101004	2	 	 	 	 	 	 	 	 
101004	3	 	 	 	 	 	 	 	 
101006	1	 	 	 	 	 	 	 	 
101006	2	 	 	 	 	 	 	 	 
101006	3	 	 	 	 	 	 	 	 
101009	1	 	 	 	 	 	 	 	 
101009	2	 	 	 	 	 	 	 	 
101009	3	 	 	 	 	 	 	 	 
101011	1	42	 	2	3	2	3	7	 
101011	2	88	 	 	 	 	 	 	 
101011	3	88	 	 	 	 	 	 	 
101012	1	 	 	 	 	 	 	 	 
101012	2	 	 	 	 	 	 	 	 
101012	3	 	 	 	 	 	 	 	 
101013	1	 	 	 	 	 	 	 	 
101013	2	 	 	 	 	 	 	 	 
101013	3	 	 	 	 	 	 	 	 
101014	1	29	 	2	 	 	7	 	 
101014	2	88	 	 	 	 	 	 	 
101014	3	88	 	 	 	 	 	 	 
101016	1	36	 	2	 	2	7	 	 
101016	2	10	 	 	2	 	16	7	 
101016	3	88	 	 	 	 	 	 	 
101017	1	 	 	 	 	 	 	 	 
101017	2	 	 	 	 	 	 	 	 
101017	3	 	 	 	 	 	 	 	 
101018	1	39	 	4	 	 	3	7	 
101018	2	88	 	 	 	 	 	 	 
101018	3	88	 	 	 	 	 	 	 
101019	1	 	 	 	 	 	 	 	 
101019	2	 	 	 	 	 	 	 	 
101019	3	 	 	 	 	 	 	 	 
101020	1	23	 	 	4	 	9	88	 
101020	2	47	 	 	 	3	2	1	88
101020	3	88	 	 	 	 	 	 	 
101021	1	14	4	 	 	 	7	 	 
101021	2	45	 	 	2	 	7	 	 
101021	3	88	 	 	 	 	 	 	 
101022	1	39	 	 	4	 	18	7	 
101022	2	88	 	 	 	 	 	 	 
101022	3	88	 	 	 	 	 	 	 
101024	1	 	 	 	 	 	 	 	 
101024	2	 	 	 	 	 	 	 	 
101024	3	 	 	 	 	 	 	 	 
101025	1	14	 	 	3	 	7	 	 
101025	2	88	 	 	 	 	 	 	 
101025	3	88	 	 	 	 	 	 	 
101027	1	 	 	 	 	 	 	 	 
101027	2	 	 	 	 	 	 	 	 
101027	3	 	 	 	 	 	 	 	 
101028	1	 	 	 	 	 	 	 	 
101028	2	 	 	 	 	 	 	 	 
101028	3	 	 	 	 	 	 	 	 
101029	1	38	 	 	3	4	8	1	9
101029	2	88	 	 	 	 	 	 	 
101029	3	88	 	 	 	 	 	 	 
101030	1	 	 	 	 	 	 	 	 
101030	2	 	 	 	 	 	 	 	 
101030	3	 	 	 	 	 	 	 	 
101031	1	16	 	 	4	 	18	19	8
101031	2	29	 	 	3	 	17	18	7
101031	3	88	 	 	 	 	 	 	 
101032	1	37	4	4	4	4	1	12	7
101032	2	88	 	 	 	 	 	 	 
101032	3	88	 	 	 	 	 	 	 
101035	1	45	 	3	2	 	5	17	28
101035	2	88	 	 	 	 	 	 	 
101035	3	88	 	 	 	 	 	 	 
101036	1	 	 	 	 	 	 	 	 
101036	2	 	 	 	 	 	 	 	 
101036	3	 	 	 	 	 	 	 	 
101037	1	16	 	4	4	4	3	7	 
101037	2	45	 	2	 	 	16	7	 
101037	3	88	 	 	 	 	 	 	 
101040	1	 	 	 	 	 	 	 	 
101040	2	 	 	 	 	 	 	 	 
101040	3	 	 	 	 	 	 	 	 
101041	1	 	 	 	 	 	 	 	 
101041	2	 	 	 	 	 	 	 	 
101041	3	 	 	 	 	 	 	 	 
101044	1	 	 	 	 	 	 	 	 
101044	2	 	 	 	 	 	 	 	 
101044	3	 	 	 	 	 	 	 	 
101045	1	 	 	 	 	 	 	 	 
101045	2	 	 	 	 	 	 	 	 
101045	3	 	 	 	 	 	 	 	 
101046	1	 	 	 	 	 	 	 	 
101046	2	 	 	 	 	 	 	 	 
101046	3	 	 	 	 	 	 	 	 
101048	1	 	 	 	 	 	 	 	 
101048	2	 	 	 	 	 	 	 	 
101048	3	 	 	 	 	 	 	 	 
111002	1	 	 	 	 	 	 	 	 
111002	2	 	 	 	 	 	 	 	 
111002	3	 	 	 	 	 	 	 	 
111003	1	14	 	2	3	 	7	 	 
111003	2	88	 	 	 	 	 	 	 
111003	3	88	 	 	 	 	 	 	 
111004	1	29	 	 	3	 	18	20	7
111004	2	88	 	 	 	 	 	 	 
111004	3	88	 	 	 	 	 	 	 
111005	1	23	 	 	2	 	16	7	 
111005	2	88	 	 	 	 	 	 	 
111005	3	88	 	 	 	 	 	 	 
111006	1	29	 	 	3	 	18	6	7
111006	2	88	 	 	 	 	 	 	 
111006	3	88	 	 	 	 	 	 	 
111008	1	 	 	 	 	 	 	 	 
111008	2	 	 	 	 	 	 	 	 
111008	3	 	 	 	 	 	 	 	 
111009	1	28	 	 	4	 	17	7	 
111009	2	88	 	 	 	 	 	 	 
111009	3	88	 	 	 	 	 	 	 
111011	1	 	 	 	 	 	 	 	 
111011	2	 	 	 	 	 	 	 	 
111011	3	 	 	 	 	 	 	 	 
111012	1	 	 	 	 	 	 	 	 
111012	2	 	 	 	 	 	 	 	 
111012	3	 	 	 	 	 	 	 	 
111013	1	14	 	3	 	 	7	 	 
111013	2	36	 	 	 	2	20	7	 
111013	3	88	 	 	 	 	 	 	 
111015	1	 	 	 	 	 	 	 	 
111015	2	 	 	 	 	 	 	 	 
111015	3	 	 	 	 	 	 	 	 
111016	1	 	 	 	 	 	 	 	 
111016	2	 	 	 	 	 	 	 	 
111016	3	 	 	 	 	 	 	 	 
111017	1	40	4	 	 	 	20	16	7
111017	2	29	 	 	3	 	20	7	 
111017	3	88	 	 	 	 	 	 	 
111018	1	38	 	 	4	 	19	7	 
111018	2	14	 	3	 	 	7	 	 
111018	3	88	 	 	 	 	 	 	 
111019	1	 	 	 	 	 	 	 	 
111019	2	 	 	 	 	 	 	 	 
111019	3	 	 	 	 	 	 	 	 
111020	1	14	 	 	2	 	7	 	 
111020	2	88	 	 	 	 	 	 	 
111020	3	88	 	 	 	 	 	 	 
111021	1	29	 	 	4	 	20	7	 
111021	2	88	 	 	 	 	 	 	 
111021	3	88	 	 	 	 	 	 	 
111022	1	 	 	 	 	 	 	 	 
111022	2	 	 	 	 	 	 	 	 
111022	3	 	 	 	 	 	 	 	 
111023	1	 	 	 	 	 	 	 	 
111023	2	 	 	 	 	 	 	 	 
111023	3	 	 	 	 	 	 	 	 
111024	1	 	 	 	 	 	 	 	 
111024	2	 	 	 	 	 	 	 	 
111024	3	 	 	 	 	 	 	 	 
111025	1	14	 	 	 	4	7	 	 
111025	2	88	 	 	 	 	 	 	 
