CHILDCODE	SPPGIDR5	SUPKNDR5	SUPWHOR5	SUPSRTR5	SUPENDR5	SUPFRQR5	SUPRIDR5
131028	2	8	6	2002	9999	5	0
131028	3	17	6	2003	9999	7	70
131029	1	17	6	2004	9999	6	80
131029	2	5	13	2007	9999	1	2
131030	1	17	6	2003	9999	6	70
131030	2	5	13	2004	9999	6	70
131031	1	5	13	2004	9999	6	70
131031	2	1	5	2001	9999	7	70
131031	3	17	6	2003	9999	6	70
131032	1	17	6	2005	9999	5	70
131032	2	8	6	2005	9999	5	13
131033	1	5	13	2002	9999	5	70
131033	2	17	6	2001	9999	5	70
131033	3	7	6	2002	9999	5	70
131034	1	18	6	2006	9999	5	70
131035	1	17	6	2000	9999	5	70
131035	2	5	15	2006	9999	5	1
131036	1	5	58	2001	9999	9	2
131036	2	17	6	2005	9999	7	80
131036	3	5	13	2005	9999	4	1
131037	1	5	58	1991	9999	9	2
131037	2	17	6	2006	9999	7	2
131038	1	1	5	1998	9999	2	2
131038	2	8	6	2000	9999	5	2
131039	1	17	6	2005	9999	5	70
131039	2	1	5	2003	9999	6	70
131041	1	1	5	2007	9999	2	2
131041	2	5	13	2006	9999	7	2
131041	3	5	58	2006	9999	9	2
131041	4	17	6	2003	9999	7	2
131042	1	8	6	2000	9999	4	70
131043	1	5	13	2007	9999	1	2
131044	1	8	6	2001	9999	6	70
131044	2	5	13	2003	9999	5	70
131044	3	17	6	2002	9999	7	70
131045	1	17	6	1999	9999	5	70
131046	1	17	6	2000	9999	2	70
131047	1	5	13	2003	9999	5	70
131047	2	17	6	2002	9999	6	70
131047	3	7	6	2002	9999	5	70
131048	1	5	13	1999	9999	7	1
131048	2	5	58	2006	9999	9	2
131048	3	17	6	2000	9999	7	80
131048	4	8	6	1991	9999	5	80
131049	1	17	6	2000	9999	5	70
131050	1	17	6	2004	9999	7	80
141004	1	5	13	2007	9999	1	80
141004	2	5	12	2006	9999	5	2
141004	3	8	6	2004	9999	7	2
141006	1	17	36	2006	9999	7	80
141006	2	7	36	2006	9999	7	80
141007	1	7	55	2005	9999	2	70
141007	2	8	55	2005	9999	2	70
141010	1	5	36	2007	2008	8	80
141010	2	14	48	2008	2008	8	0
141012	1	17	36	2007	2009	2	70
141013	1	17	40	2005	9999	2	70
141016	1	17	36	2006	9999	6	70
141017	1	7	56	2006	2008	4	70
141018	1	17	36	2003	9999	2	80
141020	1	22	36	2006	2006	7	15
141020	2	17	55	2006	9999	1	80
141022	1	16	45	2006	9999	1	15
141022	2	7	36	2006	9999	4	70
141022	3	30	58	2005	2008	1	70
141024	1	2	36	2006	2008	2	80
141024	2	26	55	2007	2009	1	70
141024	3	26	45	2006	9999	2	70
141025	1	7	55	2002	9999	1	70
141025	2	11	55	2002	9999	1	70
141025	3	8	55	2002	9999	1	70
141026	1	8	15	2007	2008	7	0
141026	2	7	15	2007	2008	7	0
141029	1	7	48	1997	9999	9	2
141029	2	11	48	1997	9999	9	2
141029	3	17	55	2002	9999	4	70
141031	1	31	51	2007	2007	5	70
141031	2	12	57	2006	2008	3	70
141033	1	17	36	2006	9999	4	70
141033	2	7	40	2007	9999	2	70
141033	3	30	38	2006	2008	1	70
141034	1	19	23	2006	2007	1	70
141036	1	7	42	2007	2008	2	8
141040	1	17	36	2002	9999	2	80
141040	2	7	36	1997	9999	2	4
141044	1	1	5	2006	9999	2	10
141044	2	5	13	2004	9999	1	10
141044	3	17	6	1998	9999	5	70
141047	1	5	15	2006	9999	1	70
141047	2	7	15	2006	2008	3	70
141049	1	12	15	1997	9999	1	0
151001	1	1	5	2000	2007	1	1
151001	2	8	6	1998	9999	5	70
151008	1	1	40	2007	9999	2	70
151008	2	2	15	2007	2008	3	70
151009	1	13	36	2007	2008	1	70
151010	1	1	5	1990	9999	1	70
151010	2	8	6	1995	2006	4	2
151012	1	1	5	2000	9999	1	70
151012	2	17	55	2005	9999	1	70
151012	3	28	55	2005	9999	2	70
151014	1	1	5	1998	9999	2	70
151015	1	1	5	2005	9999	7	1
151016	1	17	6	2007	9999	8	70
151016	2	8	6	2007	9999	8	0
151016	3	1	5	2008	9999	8	70
151016	4	26	6	2007	9999	8	70
151016	5	2	6	2007	9999	8	21
151020	1	1	36	2006	9999	2	70
151020	2	5	58	2006	2008	3	70
151021	1	17	6	2000	9999	2	70
151021	2	1	5	1998	9999	2	1
151023	1	1	5	1998	9999	2	70
151023	2	28	6	2006	9999	5	70
151024	1	1	36	2006	2008	2	70
151024	2	26	59	2007	2008	1	70
151025	1	17	6	2004	2007	2	70
151026	1	1	5	1999	9999	1	70
151026	2	17	6	1995	9999	1	80
151026	3	5	13	2001	9999	1	70
151027	1	5	13	2007	9999	2	4
151027	2	1	36	2006	9999	2	70
151027	3	29	31	2008	9999	2	4
151028	1	1	5	1998	9999	7	70
151028	2	17	6	2003	9999	4	70
151028	3	26	6	2003	9999	4	70
151028	4	5	36	2003	9999	7	70
151028	5	13	5	1998	9999	1	70
151029	1	1	36	2006	9999	7	80
151029	2	5	7	2007	2007	1	80
151029	3	31	58	2008	2008	1	0
151030	1	1	5	2008	9999	5	70
151031	1	3	5	2008	9999	7	70
151032	1	1	36	2006	9999	2	70
151032	2	7	36	2006	9999	1	1
151032	3	17	55	2006	2008	3	70
151033	1	1	5	2005	9999	8	70
151033	2	17	6	2005	9999	2	70
151035	1	1	5	2004	9999	5	70
151039	1	27	40	2006	2008	1	70
151039	2	21	41	2007	2008	1	19
151041	1	1	36	2008	2008	1	70
151041	2	27	55	2006	2008	2	0
151042	1	17	55	2003	2006	1	70
151043	1	8	48	2006	2008	1	70
151043	2	7	57	2007	2009	1	80
151044	1	1	36	2007	9999	1	70
151044	2	15	1	2007	2007	1	70
151051	1	1	5	2004	9999	1	70
151051	2	17	55	2005	9999	2	70
151052	1	5	13	2006	9999	1	70
151053	1	17	6	2005	2007	2	70
151053	2	1	5	1995	9999	1	70
151054	1	5	7	2006	2007	1	2
151056	1	1	36	2006	9999	2	70
151056	2	13	40	2006	2009	1	70
151058	1	1	5	2008	9999	2	70
151058	2	17	6	2008	9999	5	70
151058	3	27	6	2008	9999	5	70
151058	4	8	6	2008	9999	5	70
151059	1	1	15	2006	9999	1	70
151059	2	30	13	2007	2009	1	70
151066	1	1	5	2005	9999	2	10
151068	1	1	40	2006	9999	1	70
151068	2	5	13	2007	2009	2	70
151069	1	1	5	1997	9999	1	70
151069	2	17	55	2005	2009	1	70
161006	1	1	5	1999	9999	1	1
161006	2	17	6	2003	9999	6	80
161007	1	1	5	1998	9999	4	1
161007	2	17	6	2000	9999	5	70
161008	1	1	5	1998	9999	2	2
161008	2	17	6	2000	9999	7	70
161009	1	1	5	2006	9999	1	6
161009	2	5	13	2004	9999	5	80
161009	3	17	6	2006	9999	1	80
161010	1	1	5	1999	9999	2	1
161010	2	17	6	2000	9999	6	80
161010	3	25	39	2000	9999	6	1
161011	1	1	5	1998	9999	2	1
161011	2	17	6	2000	9999	3	80
161013	1	1	5	2000	9999	7	1
161013	2	17	6	2003	9999	6	80
161013	3	5	13	2005	9999	5	80
161013	4	30	5	2003	9999	6	1
161016	1	1	5	2001	9999	2	80
161017	1	1	5	2006	9999	1	1
161017	2	3	39	1999	9999	6	80
161017	3	17	6	2006	9999	1	80
161018	1	1	5	2001	9999	2	1
161019	1	1	5	1997	9999	2	1
161019	2	17	6	2000	9999	2	80
161020	1	1	5	2006	9999	1	80
161020	2	17	6	2006	9999	1	80
161021	1	1	5	2006	9999	1	1
161021	2	17	6	2002	9999	3	70
161021	3	3	39	2004	9999	6	80
161021	4	5	13	2007	9999	1	1
161021	5	8	6	2006	9999	1	2
161022	1	1	5	1999	9999	2	2
161022	2	17	6	2000	9999	4	80
161022	3	25	39	2008	9999	6	2
161023	1	1	5	2006	9999	7	1
161023	2	8	6	2006	9999	5	80
161023	3	30	6	2007	9999	5	80
161024	1	1	5	1998	9999	5	1
161024	2	17	6	2000	9999	7	80
161025	1	1	5	2006	9999	6	1
161025	2	17	6	2006	9999	6	80
161025	3	25	39	2008	9999	6	80
161026	1	1	5	2006	9999	6	1
161026	2	17	6	2006	9999	7	80
161026	3	25	39	2008	9999	7	80
161029	1	1	5	2001	9999	2	1
161029	2	17	6	2003	9999	6	80
161030	1	1	5	2002	9999	6	80
161030	2	17	6	2001	9999	7	80
161030	3	5	13	2005	9999	5	80
161031	1	1	5	2006	9999	7	80
161031	2	5	13	2008	9999	1	22
161031	3	17	6	2006	9999	7	80
161032	1	1	5	2000	9999	2	1
161032	2	5	13	2003	9999	1	1
161032	3	17	6	2004	9999	3	80
161032	4	20	22	2008	2008	8	80
161033	1	3	39	1998	9999	6	80
161033	2	17	6	2003	9999	7	80
161034	1	1	5	2003	9999	2	1
161034	2	17	6	2003	9999	6	80
161035	1	1	5	2000	9999	2	18
161035	2	5	13	2005	9999	1	18
161035	3	17	6	2004	9999	5	80
161035	4	3	39	1999	2007	6	80
161035	5	20	22	2008	9999	5	80
161037	1	30	6	2002	9999	7	80
161037	2	1	5	2003	9999	6	1
161037	3	8	6	2001	9999	5	2
161038	1	5	13	2004	9999	7	10
161038	2	17	6	2006	9999	7	70
161038	3	8	6	2006	9999	5	0
161039	1	1	5	2006	9999	1	80
161039	2	17	6	2004	9999	1	80
161039	3	5	13	1980	9999	1	1
161041	1	1	5	1997	9999	2	1
161041	2	17	6	2000	9999	5	70
161041	3	20	22	2008	9999	6	80
161042	1	1	5	2006	9999	7	1
161042	2	8	6	2003	9999	5	80
161042	3	30	6	2004	9999	6	80
161042	4	5	13	2002	9999	1	80
161043	1	1	5	2003	9999	2	1
161043	2	5	13	2004	9999	1	1
161044	1	5	13	2001	9999	1	2
161044	2	1	5	1998	9999	2	2
161044	3	17	6	2002	9999	6	80
161045	1	1	5	2002	9999	7	70
161045	2	17	6	2001	9999	6	70
161045	3	5	13	2004	9999	7	70
161046	1	1	5	2006	9999	1	80
161046	2	17	6	2006	9999	1	80
161046	3	5	13	2005	9999	1	1
161047	1	20	22	2008	2008	5	80
161047	2	1	5	2000	9999	2	1
161047	3	17	6	2002	9999	7	80
161048	1	1	5	2006	9999	1	80
161048	2	17	6	2006	9999	1	80
161049	1	1	5	2006	9999	1	1
161049	2	5	13	2002	9999	1	80
161050	1	1	5	1998	9999	2	12
161050	2	17	6	2000	9999	5	70
161050	3	20	22	2008	9999	5	80
171001	1	22	33	2008	9999	6	80
171001	2	8	6	2008	9999	5	0
171002	1	1	5	2006	9999	1	70
171002	2	8	6	2007	9999	7	0
171008	1	25	39	1997	9999	7	80
171008	2	1	5	2000	9999	1	1
171008	3	19	10	2008	2008	9	80
171008	4	5	13	1998	9999	8	1
171010	1	1	5	2006	9999	2	80
171010	2	3	39	2002	9999	6	70
171010	3	4	39	2002	9999	6	70
171010	4	19	6	2008	2008	9	6
171012	1	20	8	2008	9999	2	80
171012	2	19	10	2008	2008	9	80
171012	3	1	5	1996	9999	1	1
171012	4	8	6	1998	9999	2	2
171012	5	5	13	2008	2008	9	1
171013	1	28	6	2009	9999	7	0
171014	1	8	6	2005	9999	6	4
171016	1	1	5	2005	9999	1	80
171016	2	22	33	2008	9999	6	70
171016	3	8	6	2005	9999	5	0
171016	4	5	13	2004	9999	1	17
171017	1	1	5	2000	9999	2	1
171017	2	22	33	2008	2009	6	70
171017	3	8	6	2004	2007	5	2
171019	1	1	5	2002	9999	2	80
171019	2	22	33	2006	9999	6	70
171019	3	5	13	2008	9999	1	9
171019	4	8	6	2007	9999	5	0
171020	1	 	 	 	 	 	 
171021	1	1	5	1996	9999	1	1
171021	2	5	13	1990	9999	2	1
171021	3	17	6	1998	9999	5	2
171021	4	19	36	2008	2008	9	80
171021	5	4	33	1998	9999	7	80
171022	1	20	8	2008	2008	4	80
171022	2	1	5	2000	9999	1	1
171023	1	22	36	2003	9999	7	70
171023	2	19	10	2008	2008	8	80
171023	3	5	58	2007	9999	1	3
171025	1	20	36	1998	9999	7	80
171025	2	17	6	1998	9999	6	3
171025	3	5	1	1996	9999	1	3
171026	1	1	5	1996	9999	1	80
171026	2	5	5	1996	9999	1	1
171026	3	17	6	1999	9999	5	2
171026	4	3	8	2008	2009	8	80
171028	1	4	39	2004	9999	6	80
171028	2	1	5	2006	9999	2	2
171028	3	19	22	2008	2008	9	80
171028	4	5	13	2004	9999	1	2
171029	1	4	36	2001	9999	7	70
171029	2	1	5	1996	9999	1	1
171029	3	17	6	2000	9999	5	2
171029	4	19	36	2008	2008	9	80
171029	5	5	15	1994	9999	2	1
171030	1	25	39	2008	9999	7	70
171030	2	19	22	2008	2008	8	80
171030	3	22	33	2004	9999	7	70
171031	1	8	6	2008	9999	5	0
171031	2	22	6	2008	2008	5	0
171032	1	25	39	2003	9999	6	80
171032	2	20	33	2008	9999	7	80
171032	3	1	5	1996	9999	1	1
171032	4	19	10	2008	2008	9	7
171033	1	25	39	1999	9999	6	1
171034	1	22	33	1995	9999	6	70
171034	2	8	6	2004	9999	5	4
171035	1	1	5	2006	9999	1	19
171038	1	1	5	1985	9999	2	2
171038	2	4	39	2003	2006	7	80
171038	3	19	22	2008	2009	9	6
171039	1	1	5	1994	9999	2	1
171039	2	3	39	1999	2008	5	80
171039	3	19	22	2008	2008	9	80
171039	4	5	13	1998	9999	1	1
171040	1	1	4	1994	9999	1	2
171040	2	5	13	1994	9999	2	2
171040	3	17	6	1999	9999	4	1
171043	1	8	6	2009	9999	5	0
171044	1	25	39	2008	9999	7	70
171044	2	19	10	2008	2008	8	80
171044	3	22	36	2004	9999	7	70
171046	1	4	36	2000	9999	7	80
171046	2	1	5	1994	9999	1	0
171046	3	17	6	2000	9999	5	1
171046	4	5	15	1994	9999	1	1
171047	1	1	5	2005	9999	2	80
171047	2	8	6	1999	9999	5	0
171048	1	1	5	2000	9999	1	70
171048	2	20	8	2008	2009	7	70
171048	3	19	10	2008	2008	9	16
171048	4	8	6	2002	9999	1	2
171049	1	22	33	2007	9999	6	70
171049	2	1	5	1996	9999	3	80
171050	1	22	33	1999	9999	6	80
171050	2	1	5	1990	9999	3	80
171050	3	7	6	2007	9999	5	80
171050	4	8	6	2008	9999	3	0
181001	1	1	5	1999	9999	1	2
181001	2	20	5	2007	9999	6	80
181001	3	17	6	2000	9999	6	70
181001	4	3	39	2002	2006	6	80
181001	5	4	39	2002	2006	6	80
181002	1	20	5	2008	9999	6	2
181002	2	1	5	1982	9999	1	1
181002	3	17	6	2000	9999	1	70
181002	4	5	13	2006	2008	1	2
181003	1	3	39	2008	9999	6	70
181003	2	4	39	2008	9999	6	70
181003	3	1	5	1985	9999	2	70
181003	4	8	6	1996	9999	7	70
181003	5	17	6	1996	9999	7	70
181003	6	20	5	2008	9999	6	70
181004	1	25	39	2008	9999	7	80
181004	2	1	5	1984	9999	1	1
181004	3	8	6	1997	9999	2	2
181004	4	17	6	1997	9999	7	70
181009	1	1	5	1981	9999	1	2
181009	2	20	5	2009	9999	6	80
181009	3	17	6	1999	9999	5	70
181010	1	1	5	1982	9999	1	1
181010	2	17	6	2002	9999	1	70
181010	3	20	5	2008	9999	6	80
181010	4	3	39	2002	2007	6	80
181010	5	4	39	2002	9999	6	80
181010	6	5	13	2007	9999	1	1
181012	1	25	39	2008	9999	7	80
181012	2	1	5	1995	9999	1	1
181012	3	8	6	1994	9999	5	2
181012	4	17	6	1995	9999	5	70
181013	1	20	5	2008	9999	5	70
181013	2	1	5	1975	9999	1	70
181013	3	8	6	1995	9999	3	70
181013	4	17	6	1995	9999	3	70
181013	5	19	15	2005	2008	9	6
181014	1	8	6	2001	9999	5	70
181014	2	17	6	2001	9999	5	70
181016	1	20	5	2008	9999	6	80
181016	2	1	5	1983	9999	1	70
181016	3	17	6	2004	9999	1	70
181016	4	19	15	2003	9999	9	80
181016	5	28	15	2004	9999	1	80
181016	6	28	15	2004	9999	1	80
181017	1	1	5	1983	9999	1	3
181017	2	20	5	2008	9999	6	80
181017	3	17	6	2000	9999	7	70
181017	4	3	39	2000	2007	6	80
181017	5	4	39	2000	2007	6	80
181017	6	25	39	2008	9999	6	1
181017	7	5	1	2008	9999	1	70
181018	1	8	6	1998	9999	7	2
181018	2	17	6	1998	9999	7	70
181018	3	1	5	1993	9999	2	1
181020	1	3	39	2002	9999	6	70
181020	2	4	39	2002	9999	6	70
181020	3	1	5	1995	9999	1	70
181020	4	8	6	1997	9999	6	70
181020	5	17	6	1997	9999	6	70
181021	1	25	39	2008	9999	7	80
181021	2	1	5	1986	9999	2	1
181021	3	8	6	1999	9999	5	2
181021	4	17	6	1998	9999	5	70
181022	1	20	5	2008	9999	6	18
181022	2	17	6	2004	9999	1	70
181022	3	19	15	2008	9999	9	20
181022	4	28	15	2008	9999	1	20
181022	5	28	15	2008	9999	1	20
181023	1	1	5	1989	9999	1	70
181023	2	17	6	1998	9999	1	70
181023	3	20	5	2001	9999	6	80
181023	4	13	5	2007	2007	1	4
181023	5	14	6	2007	2007	1	4
181024	1	8	6	2005	9999	3	0
181024	2	17	6	2005	9999	3	0
181025	1	1	5	1986	9999	2	1
181025	2	8	6	1993	9999	3	2
181025	3	17	6	1993	9999	3	70
181026	1	1	5	1985	9999	1	70
181026	2	8	6	1999	9999	6	70
181026	3	17	6	1999	9999	6	70
181026	4	20	5	2008	9999	6	70
181027	1	3	39	2000	2007	6	80
181027	2	4	39	2000	2007	6	80
181027	3	20	5	2008	9999	6	1
181027	4	1	5	1989	9999	1	1
181027	5	17	6	2001	9999	7	70
181028	1	3	39	2008	9999	7	70
181028	2	4	39	2008	9999	7	70
181028	3	1	5	1999	9999	2	1
181028	4	8	6	1999	9999	7	2
181028	5	17	6	2002	9999	7	70
181028	6	20	5	2008	2008	1	80
181029	1	8	6	2007	9999	7	0
181029	2	17	6	2007	9999	7	0
181031	1	20	39	2008	9999	7	80
181031	2	8	6	1991	9999	7	2
181031	3	17	6	1991	9999	7	2
181031	4	1	5	1990	9999	2	70
181033	1	1	5	1997	9999	1	1
181033	2	3	39	2002	2006	6	80
181033	3	4	39	2002	2006	6	80
181033	4	17	6	2002	9999	1	70
181033	5	20	5	2007	9999	6	80
181034	1	25	39	2008	9999	7	80
181034	2	8	6	1993	9999	7	2
181034	3	17	6	1993	9999	7	70
181034	4	1	5	1991	9999	2	1
181034	5	20	5	2006	2006	1	70
181034	6	1	41	2008	9999	1	1
181034	7	5	13	2007	2008	1	70
181036	1	17	6	2008	9999	5	70
181037	1	20	5	2007	9999	6	80
181037	2	17	6	1999	9999	5	70
181037	3	1	5	1992	9999	1	1
181037	4	25	39	2004	2006	6	1
181037	5	19	15	2004	2008	9	17
181038	1	17	6	2008	9999	7	70
181040	1	25	39	2008	9999	7	80
181040	2	3	39	2003	2007	7	80
181040	3	4	39	2003	2007	7	80
181040	4	8	6	2000	9999	7	1
181040	5	17	6	2000	9999	7	70
181040	6	1	5	1995	9999	2	70
181040	7	1	41	2008	9999	1	1
181041	1	20	5	2008	9999	7	80
181041	2	1	5	1986	9999	2	1
181041	3	8	6	1993	9999	5	2
181041	4	17	6	1993	9999	5	70
181043	1	8	6	2009	9999	7	0
181043	2	17	6	2009	9999	7	0
181045	1	3	39	2003	9999	7	70
181045	2	4	39	2003	9999	7	70
181045	3	8	6	1992	9999	5	2
181045	4	17	6	1996	9999	3	70
181045	5	1	5	1997	9999	2	1
181046	1	1	5	1985	9999	1	1
181046	2	17	6	2002	9999	1	70
181046	3	19	15	2007	9999	9	80
181046	4	28	15	2008	9999	1	80
181047	1	25	39	2008	9999	6	80
181047	2	3	39	2008	9999	6	0
181047	3	4	39	2008	9999	6	0
181047	4	17	6	2003	9999	6	70
181047	5	1	5	1985	9999	1	1
181048	1	20	5	2008	9999	6	1
181048	2	1	5	1989	9999	1	1
181048	3	17	6	1999	9999	1	70
181048	4	19	15	2008	9999	9	9
181048	5	28	15	2008	9999	1	9
181049	1	17	6	2007	9999	7	70
181050	1	17	6	2007	9999	6	70
191001	1	20	5	2000	9999	6	1
191001	2	17	6	2004	9999	7	70
191001	3	1	5	1981	9999	1	1
191001	4	3	39	1999	9999	6	80
191001	5	4	39	1999	9999	6	80
191002	1	8	6	2006	9999	1	0
191002	2	7	6	2006	9999	2	0
191002	3	17	6	2006	9999	2	0
191002	4	20	5	2007	2007	7	80
191004	1	17	6	2007	9999	7	70
191004	2	5	13	2008	9999	1	0
191005	1	3	39	1994	9999	7	70
191005	2	4	39	1994	9999	7	70
191005	3	8	6	1993	9999	7	1
191005	4	17	6	1993	9999	7	70
191005	5	11	6	1994	9999	2	70
191006	1	17	6	1994	9999	5	70
191006	2	7	6	1994	9999	5	70
191006	3	3	39	2002	9999	7	80
191006	4	4	39	2002	9999	7	80
191007	1	20	5	2005	9999	6	70
191007	2	5	13	2008	9999	1	70
191007	3	8	6	2000	9999	7	70
191007	4	17	6	2000	9999	7	70
191009	1	20	5	2003	9999	6	70
191009	2	8	6	2000	9999	5	70
191009	3	17	6	2000	9999	5	70
191010	1	8	6	1994	9999	2	2
191010	2	17	6	1994	9999	2	70
191010	3	7	6	1999	9999	1	70
191010	4	20	5	2009	9999	7	80
191011	1	17	6	2002	9999	7	70
191011	2	8	6	2002	9999	2	70
191011	3	7	6	2002	9999	2	70
191012	1	3	39	2003	9999	6	80
191012	2	4	39	2003	9999	6	80
191012	3	17	6	2004	9999	9	70
191012	4	28	23	2008	9999	1	17
191012	5	7	58	2007	2008	7	3
191014	1	3	39	2004	9999	6	80
191014	2	4	39	2004	9999	6	80
191014	3	5	13	2007	9999	1	1
191014	4	17	6	2003	9999	7	70
191014	5	1	5	2004	9999	1	1
191015	1	3	5	2003	9999	6	70
191015	2	4	5	2003	9999	6	70
191015	3	5	13	2009	9999	7	70
191015	4	8	6	1998	9999	2	70
191015	5	17	6	1998	9999	2	70
191016	1	5	13	2006	9999	2	70
191016	2	8	6	1998	9999	5	70
191016	3	17	6	1998	9999	5	70
191017	1	1	5	2000	9999	1	1
191017	2	20	5	2007	9999	6	80
191017	3	5	13	2006	9999	1	1
191017	4	17	6	2004	9999	9	70
191018	1	1	5	1988	9999	1	70
191018	2	17	6	1995	9999	5	70
191018	3	17	6	1995	9999	5	70
191021	1	17	6	2004	9999	7	70
191021	2	8	6	2005	9999	7	2
191021	3	7	6	2005	9999	1	70
191023	1	5	13	2007	2007	8	70
191024	1	20	5	2006	9999	6	80
191024	2	5	13	2006	9999	1	2
191024	3	1	5	2004	9999	1	2
191024	4	17	6	2003	9999	1	70
191025	1	3	5	1994	9999	6	70
191025	2	4	5	1994	9999	6	70
191025	3	5	13	2009	9999	7	70
191025	4	8	6	1996	9999	2	70
191025	5	17	6	1996	9999	2	70
191025	6	12	23	2007	9999	2	18
191026	1	3	39	1999	9999	6	80
191026	2	4	39	1999	9999	6	80
191026	3	17	6	2001	9999	7	70
191026	4	5	13	2007	9999	1	1
191027	1	17	6	2005	9999	7	70
191029	1	20	5	2009	9999	6	80
191029	2	17	6	2004	9999	1	70
191029	3	1	5	2004	9999	1	1
191029	4	5	13	2007	9999	1	2
191030	1	3	39	2000	9999	6	80
191030	2	4	39	2000	9999	6	80
191030	3	17	6	2004	9999	9	70
191030	4	28	23	2005	9999	1	16
191032	1	3	39	2000	2007	6	80
191032	2	4	39	2000	2007	6	80
191032	3	20	5	2008	9999	6	80
191032	4	17	6	2001	9999	9	70
191033	1	1	5	1994	9999	1	70
191033	2	20	5	2006	9999	6	70
191033	3	8	6	1997	9999	5	70
191033	4	17	6	1997	9999	5	70
191034	1	8	6	2008	9999	7	3
191034	2	17	6	2008	9999	7	70
191034	3	11	6	2008	9999	7	70
191036	1	3	39	2004	9999	6	80
191036	2	4	39	2004	9999	6	80
191036	3	14	1	2008	2008	1	0
191036	4	17	6	2005	9999	9	70
191036	5	7	6	2000	9999	9	1
191036	6	5	13	2006	9999	1	1
191037	1	8	6	2000	9999	7	70
191037	2	17	6	2000	9999	7	70
191037	3	7	6	2000	9999	7	70
191038	1	17	6	2004	9999	3	70
191038	2	28	15	2007	2008	1	4
191038	3	28	15	2007	9999	1	4
191038	4	28	15	2007	9999	1	4
191039	1	17	6	2005	9999	2	70
191039	2	8	6	2005	9999	2	1
191040	1	1	5	1985	9999	1	70
191040	2	8	6	1996	9999	5	70
191040	3	17	6	1996	9999	5	70
191042	1	3	39	1999	9999	6	70
191042	2	4	39	1999	9999	6	70
191042	3	1	5	1986	9999	1	70
191042	4	8	6	1998	9999	6	70
191042	5	17	6	1998	9999	6	70
191043	1	17	6	1998	9999	3	70
191043	2	8	6	1998	9999	3	70
191044	1	8	6	2000	9999	5	70
191044	2	17	6	2000	9999	5	70
191045	1	20	5	2005	9999	5	70
191045	2	1	5	1985	9999	1	70
191045	3	5	13	2007	9999	5	70
191045	4	8	6	2000	9999	2	70
191045	5	17	6	2000	9999	2	70
191046	1	20	5	2007	9999	7	70
191046	2	17	6	2006	9999	5	70
191046	3	8	6	1999	9999	5	70
191046	4	7	6	2000	9999	2	70
191047	1	17	6	2009	9999	7	70
191047	2	7	6	2009	9999	2	70
191048	1	8	6	2005	9999	5	70
191048	2	17	6	2005	9999	5	70
191049	1	20	5	2008	9999	7	80
191049	2	17	6	2000	9999	5	70
191049	3	8	6	2000	9999	5	2
191049	4	7	6	2000	9999	5	70
191049	5	5	13	2007	9999	1	1
191050	1	8	6	1997	9999	7	2
191050	2	17	6	1997	9999	7	70
191050	3	11	6	1997	9999	7	70
191051	1	3	39	2008	9999	6	80
191051	2	4	39	2008	9999	6	80
191051	3	20	5	2007	2008	6	80
191051	4	1	5	2002	9999	1	19
191051	5	17	6	2004	9999	5	70
201003	1	3	39	1997	9999	7	70
201003	2	4	39	1997	9999	7	70
201003	3	19	22	2000	2007	9	80
201003	4	17	6	2000	9999	7	1
201003	5	5	13	2006	9999	1	1
201005	1	17	6	2005	9999	7	0
201005	2	7	6	2005	9999	7	0
201006	1	1	5	1999	9999	1	70
201006	2	19	22	2005	2008	9	80
201006	3	27	6	2002	9999	5	80
201011	1	1	5	1999	9999	1	80
201011	2	7	6	1998	9999	7	80
201011	3	31	36	2007	9999	7	80
201011	4	8	6	2002	9999	1	2
201011	5	19	22	2000	2007	9	80
201011	6	1	51	2007	2008	1	1
201012	1	22	33	2004	9999	7	70
201012	2	19	23	1999	2007	7	80
201012	3	1	5	1996	9999	2	1
201012	4	8	6	1999	9999	6	70
201012	5	5	5	2008	2008	1	1
201015	1	4	33	2009	9999	6	80
201015	2	5	13	1998	9999	1	0
201018	1	2	39	1998	2007	7	70
201018	2	4	39	1998	2007	7	70
201018	3	22	33	2001	9999	7	70
201018	4	17	6	2000	9999	5	80
201018	5	1	5	1996	9999	5	80
201019	1	7	6	2008	9999	7	70
201020	1	17	6	2007	9999	7	70
201022	1	17	6	1999	9999	7	7
201023	1	2	6	2008	9999	7	0
201029	1	22	33	2008	9999	7	70
201029	2	17	6	1998	9999	6	3
201029	3	1	5	1996	9999	1	80
201032	1	1	5	1998	9999	2	1
201032	2	4	33	2007	9999	6	80
201032	3	4	39	1998	2006	6	80
201032	4	5	13	1999	2008	1	80
201032	5	19	22	2000	2007	9	80
201035	1	1	5	1998	9999	2	1
201035	2	3	33	2008	9999	6	70
201035	3	19	22	2000	2007	9	70
201035	4	5	2	1999	2007	1	1
201036	1	3	39	1998	9999	7	80
201036	2	4	39	1998	9999	7	80
201036	3	19	22	2000	2007	9	80
201036	4	17	6	2000	9999	6	1
201036	5	1	5	1998	9999	1	1
201036	6	5	15	1996	9999	1	1
201037	1	25	39	1997	9999	7	80
201037	2	17	6	1997	9999	1	70
201037	3	19	23	1995	2007	9	80
201038	1	4	33	2008	9999	6	80
201038	2	19	22	1999	2007	9	80
201039	1	17	6	2008	9999	7	70
201042	1	22	33	2008	9999	7	70
201042	2	17	6	1999	9999	7	2
201042	3	19	22	2001	2007	9	80
