FORMNO	CHILDID	SASSID	SASSET	NUMSASS	VALSASS	DECSASS
R2INDX	IN050048	2	88	88	-88	88
R2INDX	IN050048	3	88	88	-88	88
R2INDX	IN050051	1	1	8	500	6
R2INDX	IN050051	2	88	88	-88	88
R2INDX	IN050051	3	88	88	-88	88
R2INDX	IN050053	1	88	88	-88	88
R2INDX	IN050053	2	88	88	-88	88
R2INDX	IN050053	3	88	88	-88	88
R2INDX	IN050054	1	1	4	100	80
R2INDX	IN050054	2	88	88	-88	88
R2INDX	IN050054	3	88	88	-88	88
R2INDX	IN050056	1	88	88	-88	88
R2INDX	IN050056	2	88	88	-88	88
R2INDX	IN050056	3	88	88	-88	88
R2INDX	IN050057	1	88	88	-88	88
R2INDX	IN050057	2	88	88	-88	88
R2INDX	IN050057	3	88	88	-88	88
R2INDX	IN050058	1	88	88	-88	88
R2INDX	IN050058	2	88	88	-88	88
R2INDX	IN050058	3	88	88	-88	88
R2INDX	IN050059	1	88	88	-88	88
R2INDX	IN050059	2	88	88	-88	88
R2INDX	IN050059	3	88	88	-88	88
R2INDX	IN050061	1	1	1	30	80
R2INDX	IN050061	2	88	88	-88	88
R2INDX	IN050061	3	88	88	-88	88
R2INDX	IN050066	1	11	1	600	2
R2INDX	IN050066	2	88	88	-88	88
R2INDX	IN050066	3	88	88	-88	88
R2INDX	IN050067	1	1	2	80	2
R2INDX	IN050067	2	88	88	-88	88
R2INDX	IN050067	3	88	88	-88	88
R2INDX	IN050068	1	88	88	-88	88
R2INDX	IN050068	2	88	88	-88	88
R2INDX	IN050068	3	88	88	-88	88
R2INDX	IN050072	1	88	88	-88	88
R2INDX	IN050072	2	88	88	-88	88
R2INDX	IN050072	3	88	88	-88	88
R2INDX	IN050073	1	88	88	-88	88
R2INDX	IN050073	2	88	88	-88	88
R2INDX	IN050073	3	88	88	-88	88
R2INDX	IN050075	1	88	88	-88	88
R2INDX	IN050075	2	88	88	-88	88
R2INDX	IN050075	3	88	88	-88	88
R2INDX	IN050077	1	1	3	150	1
R2INDX	IN050077	2	88	88	-88	88
R2INDX	IN050077	3	88	88	-88	88
R2INDX	IN050078	1	1	2	100	1
R2INDX	IN050078	2	88	88	-88	88
R2INDX	IN050078	3	88	88	-88	88
R2INDX	IN050079	1	1	2	30	1
R2INDX	IN050079	2	88	88	-88	88
R2INDX	IN050079	3	88	88	-88	88
R2INDX	IN050080	1	88	88	-88	88
R2INDX	IN050080	2	88	88	-88	88
R2INDX	IN050080	3	88	88	-88	88
R2INDX	IN050082	1	88	88	-88	88
R2INDX	IN050082	2	88	88	-88	88
R2INDX	IN050082	3	88	88	-88	88
R2INDX	IN050083	1	88	88	-88	88
R2INDX	IN050083	2	88	88	-88	88
R2INDX	IN050083	3	88	88	-88	88
R2INDX	IN050084	1	88	88	-88	88
R2INDX	IN050084	2	88	88	-88	88
R2INDX	IN050084	3	 	 	 	 
R2INDX	IN050087	1	88	88	-88	88
R2INDX	IN050087	2	88	88	-88	88
R2INDX	IN050087	3	88	88	-88	88
R2INDX	IN050089	1	88	88	-88	88
R2INDX	IN050089	2	88	88	-88	88
R2INDX	IN050089	3	88	88	-88	88
R2INDX	IN050091	1	30	4	5000	1
R2INDX	IN050091	2	88	88	-88	88
R2INDX	IN050091	3	88	88	-88	88
R2INDX	IN050092	1	25	1	15000	80
R2INDX	IN050092	2	88	88	-88	88
R2INDX	IN050092	3	88	88	-88	88
R2INDX	IN050095	1	1	3	120	88
R2INDX	IN050095	2	88	88	-88	88
R2INDX	IN050095	3	88	88	-88	88
R2INDX	IN060002	1	30	1	300	4
R2INDX	IN060002	2	88	88	-88	88
R2INDX	IN060002	3	88	88	-88	88
R2INDX	IN060004	1	1	4	200	2
R2INDX	IN060004	2	88	88	-88	88
R2INDX	IN060004	3	88	88	-88	88
R2INDX	IN060006	1	30	2	200	6
R2INDX	IN060006	2	88	88	-88	88
R2INDX	IN060006	3	88	88	-88	88
R2INDX	IN060007	1	1	4	500	1
R2INDX	IN060007	2	88	88	-88	88
R2INDX	IN060007	3	88	88	-88	88
R2INDX	IN060008	1	88	88	-88	88
R2INDX	IN060008	2	88	88	-88	88
R2INDX	IN060008	3	88	88	-88	88
R2INDX	IN060009	1	4	1	150	80
R2INDX	IN060009	2	1	8	800	80
R2INDX	IN060009	3	88	88	-88	88
R2INDX	IN060014	1	1	2	70	1
R2INDX	IN060014	2	88	88	-88	88
R2INDX	IN060014	3	88	88	-88	88
R2INDX	IN060015	1	1	4	200	1
R2INDX	IN060015	2	4	1	200	1
R2INDX	IN060015	3	88	88	-88	88
R2INDX	IN060016	1	88	88	-88	88
R2INDX	IN060016	2	88	88	-88	88
R2INDX	IN060016	3	88	88	-88	88
R2INDX	IN060017	1	1	3	400	1
R2INDX	IN060017	2	88	88	-88	88
R2INDX	IN060017	3	88	88	-88	88
R2INDX	IN060018	1	1	3	60	80
R2INDX	IN060018	2	88	88	-88	88
R2INDX	IN060018	3	88	88	-88	88
R2INDX	IN060021	1	1	4	250	80
R2INDX	IN060021	2	88	88	-88	88
R2INDX	IN060021	3	88	88	-88	88
R2INDX	IN060022	1	1	4	250	1
R2INDX	IN060022	2	4	1	200	1
R2INDX	IN060022	3	88	88	-88	88
R2INDX	IN060023	1	1	6	350	3
R2INDX	IN060023	2	4	1	200	3
R2INDX	IN060023	3	88	88	-88	88
R2INDX	IN060024	1	5	1	5000	1
R2INDX	IN060024	2	1	5	300	1
R2INDX	IN060024	3	88	88	-88	88
R2INDX	IN060025	1	1	4	400	1
R2INDX	IN060025	2	2	1	250	1
R2INDX	IN060025	3	5	5	5000	1
R2INDX	IN060026	1	1	4	250	3
R2INDX	IN060026	2	88	88	-88	88
R2INDX	IN060026	3	88	88	-88	88
R2INDX	IN060027	1	11	4	300	2
R2INDX	IN060027	2	88	88	-88	88
R2INDX	IN060027	3	88	88	-88	88
R2INDX	IN060028	1	26	2	200	1
R2INDX	IN060028	2	88	88	-88	88
R2INDX	IN060028	3	88	88	-88	88
R2INDX	IN060029	1	88	88	-88	88
R2INDX	IN060029	2	88	88	-88	88
R2INDX	IN060029	3	88	88	-88	88
R2INDX	IN060030	1	88	88	-88	88
R2INDX	IN060030	2	88	88	-88	88
R2INDX	IN060030	3	88	88	-88	88
R2INDX	IN060031	1	88	88	-88	88
R2INDX	IN060031	2	88	88	-88	88
R2INDX	IN060031	3	88	88	-88	88
R2INDX	IN060032	1	1	4	150	80
R2INDX	IN060032	2	88	88	-88	88
R2INDX	IN060032	3	88	88	-88	88
R2INDX	IN060033	1	1	3	60	2
R2INDX	IN060033	2	88	88	-88	88
R2INDX	IN060033	3	88	88	-88	88
R2INDX	IN060035	1	1	5	150	80
R2INDX	IN060035	2	88	88	-88	88
R2INDX	IN060035	3	88	88	-88	88
R2INDX	IN060037	1	88	88	-88	88
R2INDX	IN060037	2	88	88	-88	88
R2INDX	IN060037	3	88	88	-88	88
R2INDX	IN060038	1	88	88	-88	88
R2INDX	IN060038	2	88	88	-88	88
R2INDX	IN060038	3	88	88	-88	88
R2INDX	IN060040	1	12	3	200	80
R2INDX	IN060040	2	88	88	-88	88
R2INDX	IN060040	3	88	88	-88	88
R2INDX	IN060043	1	4	-88	100	7
R2INDX	IN060043	2	1	4	100	7
R2INDX	IN060043	3	88	88	-88	88
R2INDX	IN060046	1	1	5	100	2
R2INDX	IN060046	2	88	88	-88	88
R2INDX	IN060046	3	88	88	-88	88
R2INDX	IN060047	1	88	88	-88	88
R2INDX	IN060047	2	88	88	-88	88
R2INDX	IN060047	3	88	88	-88	88
R2INDX	IN060049	1	1	7	200	3
R2INDX	IN060049	2	88	88	-88	88
R2INDX	IN060049	3	88	88	-88	88
R2INDX	IN060050	1	14	1	2000	1
R2INDX	IN060050	2	88	88	-88	88
R2INDX	IN060050	3	88	88	-88	88
R2INDX	IN060051	1	1	6	160	80
R2INDX	IN060051	2	12	3	1600	80
R2INDX	IN060051	3	88	88	-88	88
R2INDX	IN060052	1	12	1	2000	4
R2INDX	IN060052	2	88	88	-88	88
R2INDX	IN060052	3	88	88	-88	88
R2INDX	IN060053	1	88	88	-88	88
R2INDX	IN060053	2	88	88	-88	88
R2INDX	IN060053	3	88	88	-88	88
R2INDX	IN060054	1	1	6	250	2
R2INDX	IN060054	2	88	88	-88	88
R2INDX	IN060054	3	88	88	-88	88
R2INDX	IN060055	1	88	88	-88	88
R2INDX	IN060055	2	88	88	-88	88
R2INDX	IN060055	3	88	88	-88	88
R2INDX	IN060059	1	88	88	-88	88
R2INDX	IN060059	2	88	88	-88	88
R2INDX	IN060059	3	88	88	-88	88
R2INDX	IN060060	1	88	88	-88	88
R2INDX	IN060060	2	88	88	-88	88
R2INDX	IN060060	3	88	88	-88	88
R2INDX	IN060062	1	88	88	-88	88
R2INDX	IN060062	2	88	88	-88	88
R2INDX	IN060062	3	88	88	-88	88
R2INDX	IN060064	1	88	88	-88	88
R2INDX	IN060064	2	88	88	-88	88
R2INDX	IN060064	3	88	88	-88	88
R2INDX	IN060068	1	4	1	200	1
R2INDX	IN060068	2	1	4	250	1
R2INDX	IN060068	3	88	88	-88	88
R2INDX	IN060069	1	88	88	-88	88
R2INDX	IN060069	2	88	88	-88	88
R2INDX	IN060069	3	88	88	-88	88
R2INDX	IN060070	1	13	6	500	4
R2INDX	IN060070	2	88	88	-88	88
R2INDX	IN060070	3	88	88	-88	88
R2INDX	IN060071	1	88	88	-88	88
R2INDX	IN060071	2	88	88	-88	88
R2INDX	IN060071	3	88	88	-88	88
R2INDX	IN060074	1	1	3	150	1
R2INDX	IN060074	2	88	88	-88	88
R2INDX	IN060074	3	88	88	-88	88
R2INDX	IN060075	1	30	5	350	3
R2INDX	IN060075	2	88	88	-88	88
R2INDX	IN060075	3	88	88	-88	88
R2INDX	IN060076	1	13	4	200	3
R2INDX	IN060076	2	88	88	-88	88
R2INDX	IN060076	3	88	88	-88	88
R2INDX	IN060077	1	24	1	50000	3
R2INDX	IN060077	2	88	88	-88	88
R2INDX	IN060077	3	88	88	-88	88
R2INDX	IN060078	1	1	3	150	80
R2INDX	IN060078	2	88	88	-88	88
R2INDX	IN060078	3	88	88	-88	88
R2INDX	IN060079	1	13	6	500	3
R2INDX	IN060079	2	88	88	-88	88
R2INDX	IN060079	3	88	88	-88	88
R2INDX	IN060081	1	1	4	300	1
R2INDX	IN060081	2	88	88	-88	88
R2INDX	IN060081	3	88	88	-88	88
R2INDX	IN060082	1	88	88	-88	88
R2INDX	IN060082	2	88	88	-88	88
R2INDX	IN060082	3	88	88	-88	88
R2INDX	IN060083	1	1	4	150	80
R2INDX	IN060083	2	88	88	-88	88
R2INDX	IN060083	3	88	88	-88	88
R2INDX	IN060084	1	1	2	100	1
R2INDX	IN060084	2	88	88	-88	88
R2INDX	IN060084	3	88	88	-88	88
R2INDX	IN060086	1	1	2	20	80
R2INDX	IN060086	2	88	88	-88	88
R2INDX	IN060086	3	88	88	-88	88
R2INDX	IN060089	1	23	3	2000	1
R2INDX	IN060089	2	88	88	-88	88
R2INDX	IN060089	3	88	88	-88	88
R2INDX	IN060090	1	1	3	200	3
R2INDX	IN060090	2	88	88	-88	88
R2INDX	IN060090	3	88	88	-88	88
R2INDX	IN070001	1	88	88	-88	88
R2INDX	IN070001	2	88	88	-88	88
R2INDX	IN070001	3	88	88	-88	88
R2INDX	IN070003	1	21	1	3000	3
R2INDX	IN070003	2	88	88	-88	88
R2INDX	IN070003	3	88	88	-88	88
R2INDX	IN070004	1	21	1	3000	3
R2INDX	IN070004	2	88	88	-88	88
R2INDX	IN070004	3	88	88	-88	88
R2INDX	IN070005	1	1	2	40	1
R2INDX	IN070005	2	88	88	-88	88
R2INDX	IN070005	3	88	88	-88	88
R2INDX	IN070006	1	88	88	-88	88
R2INDX	IN070006	2	88	88	-88	88
R2INDX	IN070006	3	88	88	-88	88
R2INDX	IN070009	1	23	1	200	2
R2INDX	IN070009	2	88	88	-88	88
R2INDX	IN070009	3	88	88	-88	88
R2INDX	IN070010	1	1	3	100	80
R2INDX	IN070010	2	88	88	-88	88
R2INDX	IN070010	3	88	88	-88	88
R2INDX	IN070011	1	88	88	-88	88
R2INDX	IN070011	2	88	88	-88	88
R2INDX	IN070011	3	88	88	-88	88
R2INDX	IN070012	1	88	88	-88	88
R2INDX	IN070012	2	88	88	-88	88
R2INDX	IN070012	3	88	88	-88	88
R2INDX	IN070013	1	88	88	-88	88
R2INDX	IN070013	2	88	88	-88	88
R2INDX	IN070013	3	88	88	-88	88
R2INDX	IN070014	1	88	88	-88	88
R2INDX	IN070014	2	88	88	-88	88
R2INDX	IN070014	3	88	88	-88	88
R2INDX	IN070017	1	88	88	-88	88
R2INDX	IN070017	2	88	88	-88	88
R2INDX	IN070017	3	88	88	-88	88
R2INDX	IN070018	1	88	88	-88	88
R2INDX	IN070018	2	88	88	-88	88
R2INDX	IN070018	3	88	88	-88	88
R2INDX	IN070020	1	88	88	-88	88
R2INDX	IN070020	2	88	88	-88	88
R2INDX	IN070020	3	88	88	-88	88
R2INDX	IN070022	1	1	3	150	80
R2INDX	IN070022	2	88	88	-88	88
R2INDX	IN070022	3	88	88	-88	88
R2INDX	IN070023	1	14	5	5000	80
R2INDX	IN070023	2	88	88	-88	88
R2INDX	IN070023	3	88	88	-88	88
R2INDX	IN070024	1	88	88	-88	88
R2INDX	IN070024	2	88	88	-88	88
R2INDX	IN070024	3	88	88	-88	88
R2INDX	IN070025	1	1	8	600	1
R2INDX	IN070025	2	88	88	-88	88
R2INDX	IN070025	3	88	88	-88	88
R2INDX	IN070026	1	88	88	-88	88
R2INDX	IN070026	2	88	88	-88	88
R2INDX	IN070026	3	88	88	-88	88
R2INDX	IN070027	1	88	88	-88	88
R2INDX	IN070027	2	88	88	-88	88
R2INDX	IN070027	3	88	88	-88	88
R2INDX	IN070028	1	88	88	-88	88
R2INDX	IN070028	2	88	88	-88	88
R2INDX	IN070028	3	88	88	-88	88
R2INDX	IN070029	1	88	88	-88	88
R2INDX	IN070029	2	88	88	-88	88
R2INDX	IN070029	3	88	88	-88	88
R2INDX	IN070030	1	88	88	-88	88
R2INDX	IN070030	2	88	88	-88	88
R2INDX	IN070030	3	88	88	-88	88
R2INDX	IN070031	1	88	88	-88	88
R2INDX	IN070031	2	88	88	-88	88
R2INDX	IN070031	3	88	88	-88	88
R2INDX	IN070034	1	1	2	50	80
R2INDX	IN070034	2	88	88	-88	88
R2INDX	IN070034	3	88	88	-88	88
R2INDX	IN070038	1	1	2	70	2
R2INDX	IN070038	2	88	88	-88	88
R2INDX	IN070038	3	88	88	-88	88
R2INDX	IN070041	1	88	88	-88	88
R2INDX	IN070043	1	1	6	250	80
R2INDX	IN070043	2	88	88	-88	88
R2INDX	IN070043	3	88	88	-88	88
R2INDX	IN070045	1	1	4	200	88
R2INDX	IN070045	2	88	88	-88	88
R2INDX	IN070045	3	88	88	-88	88
R2INDX	IN070046	1	88	88	-88	88
R2INDX	IN070046	2	88	88	-88	88
R2INDX	IN070046	3	88	88	-88	88
R2INDX	IN070048	1	1	2	30	2
R2INDX	IN070048	2	88	88	-88	88
R2INDX	IN070048	3	88	88	-88	88
R2INDX	IN070051	1	88	88	-88	88
R2INDX	IN070051	2	88	88	-88	88
R2INDX	IN070051	3	88	88	-88	88
R2INDX	IN070052	1	23	2	200	80
R2INDX	IN070052	2	88	88	-88	88
R2INDX	IN070052	3	88	88	-88	88
R2INDX	IN070055	1	23	3	8000	1
R2INDX	IN070055	2	88	88	-88	88
R2INDX	IN070055	3	88	88	-88	88
R2INDX	IN070056	1	88	88	-88	88
R2INDX	IN070056	2	88	88	-88	88
R2INDX	IN070056	3	88	88	-88	88
R2INDX	IN070057	1	88	88	-88	88
R2INDX	IN070057	2	88	88	-88	88
R2INDX	IN070057	3	88	88	-88	88
R2INDX	IN070058	1	88	88	-88	88
R2INDX	IN070058	2	88	88	-88	88
R2INDX	IN070058	3	88	88	-88	88
R2INDX	IN070061	1	88	88	-88	88
R2INDX	IN070061	2	88	88	-88	88
R2INDX	IN070061	3	88	88	-88	88
R2INDX	IN070065	1	88	88	-88	88
R2INDX	IN070065	2	88	88	-88	88
R2INDX	IN070065	3	88	88	-88	88
R2INDX	IN070066	1	88	88	-88	88
R2INDX	IN070066	2	88	88	-88	88
R2INDX	IN070066	3	88	88	-88	88
R2INDX	IN070067	1	1	2	100	1
R2INDX	IN070067	2	88	88	-88	88
R2INDX	IN070067	3	88	88	-88	88
R2INDX	IN070068	1	88	88	-88	88
R2INDX	IN070068	2	88	88	-88	88
R2INDX	IN070068	3	88	88	-88	88
R2INDX	IN070070	1	88	88	-88	88
R2INDX	IN070070	2	88	88	-88	88
R2INDX	IN070070	3	88	88	-88	88
R2INDX	IN070072	1	88	88	-88	88
R2INDX	IN070072	2	88	88	-88	88
R2INDX	IN070072	3	88	88	-88	88
R2INDX	IN070075	1	88	88	-88	88
R2INDX	IN070075	2	88	88	-88	88
R2INDX	IN070075	3	88	88	-88	88
R2INDX	IN070077	1	88	88	-88	88
R2INDX	IN070077	2	88	88	-88	88
R2INDX	IN070077	3	88	88	-88	88
R2INDX	IN070078	1	1	5	200	2
R2INDX	IN070078	2	88	88	-88	88
R2INDX	IN070078	3	88	88	-88	88
R2INDX	IN070084	1	88	88	-88	88
R2INDX	IN070084	2	88	88	-88	88
R2INDX	IN070084	3	88	88	-88	88
R2INDX	IN070086	1	12	3	2000	3
R2INDX	IN070086	2	88	88	-88	88
R2INDX	IN070086	3	88	88	-88	88
R2INDX	IN070087	1	88	88	-88	88
R2INDX	IN070087	2	88	88	-88	88
R2INDX	IN070087	3	88	88	-88	88
R2INDX	IN070089	1	15	1	2000	1
R2INDX	IN070089	2	88	88	-88	88
R2INDX	IN070089	3	88	88	-88	88
R2INDX	IN070092	1	88	88	-88	88
R2INDX	IN070092	2	88	88	-88	88
R2INDX	IN070092	3	88	88	-88	88
R2INDX	IN070093	1	88	88	-88	88
R2INDX	IN070093	2	88	88	-88	88
R2INDX	IN070093	3	88	88	-88	88
R2INDX	IN070094	1	1	4	150	1
R2INDX	IN070094	2	88	88	-88	88
R2INDX	IN070094	3	88	88	-88	88
R2INDX	IN070095	1	1	3	100	80
R2INDX	IN070095	2	88	88	-88	88
R2INDX	IN070095	3	88	88	-88	88
R2INDX	IN070096	1	1	10	3000	88
R2INDX	IN070096	2	4	2	500	1
R2INDX	IN070096	3	88	88	-88	88
R2INDX	IN070100	1	1	2	30	1
R2INDX	IN070100	2	88	88	-88	88
R2INDX	IN070100	3	88	88	-88	88
R2INDX	IN080002	1	88	88	-88	88
R2INDX	IN080002	2	88	88	-88	88
R2INDX	IN080002	3	88	88	-88	88
R2INDX	IN080004	1	1	4	200	3
R2INDX	IN080004	2	88	88	-88	88
R2INDX	IN080004	3	88	88	-88	88
R2INDX	IN080005	1	88	88	-88	88
R2INDX	IN080005	2	88	88	-88	88
R2INDX	IN080005	3	88	88	-88	88
R2INDX	IN080006	1	88	88	-88	88
R2INDX	IN080006	2	88	88	-88	88
R2INDX	IN080006	3	88	88	-88	88
R2INDX	IN080007	1	30	-77	2000	2
R2INDX	IN080007	2	88	88	-88	88
R2INDX	IN080007	3	88	88	-88	88
R2INDX	IN080008	1	88	88	-88	88
R2INDX	IN080008	2	88	88	-88	88
R2INDX	IN080008	3	88	88	-88	88
R2INDX	IN080009	1	88	88	-88	88
R2INDX	IN080009	2	88	88	-88	88
R2INDX	IN080009	3	88	88	-88	88
R2INDX	IN080013	1	88	88	-88	88
R2INDX	IN080013	2	88	88	-88	88
R2INDX	IN080013	3	88	88	-88	88
R2INDX	IN080014	1	88	88	-88	88
R2INDX	IN080014	2	88	88	-88	88
R2INDX	IN080014	3	88	88	-88	88
R2INDX	IN080015	1	1	2	80	80
R2INDX	IN080015	2	88	88	-88	88
R2INDX	IN080015	3	88	88	-88	88
R2INDX	IN080016	1	88	88	-88	88
R2INDX	IN080016	2	88	88	-88	88
R2INDX	IN080016	3	88	88	-88	88
R2INDX	IN080017	1	1	2	10	1
R2INDX	IN080017	2	88	88	-88	88
R2INDX	IN080017	3	88	88	-88	88
R2INDX	IN080019	1	88	88	-88	88
R2INDX	IN080019	2	88	88	-88	88
R2INDX	IN080019	3	88	88	-88	88
R2INDX	IN080020	1	2	1	2000	1
R2INDX	IN080020	2	88	88	-88	88
R2INDX	IN080020	3	88	88	-88	88
R2INDX	IN080021	1	88	88	-88	88
R2INDX	IN080021	2	88	88	-88	88
R2INDX	IN080021	3	88	88	-88	88
R2INDX	IN080023	1	88	88	-88	88
R2INDX	IN080023	2	88	88	-88	88
R2INDX	IN080023	3	88	88	-88	88
R2INDX	IN080025	1	1	4	40	3
R2INDX	IN080025	2	88	88	-88	88
R2INDX	IN080025	3	88	88	-88	88
R2INDX	IN080028	1	1	3	200	80
R2INDX	IN080028	2	88	88	-88	88
R2INDX	IN080028	3	88	88	-88	88
R2INDX	IN080029	1	88	88	-88	88
R2INDX	IN080029	2	88	88	-88	88
R2INDX	IN080029	3	88	88	-88	88
R2INDX	IN080030	1	30	2	400	1
R2INDX	IN080030	2	88	88	-88	88
R2INDX	IN080030	3	88	88	-88	88
R2INDX	IN080031	1	88	88	-88	88
R2INDX	IN080031	2	88	88	-88	88
R2INDX	IN080031	3	88	88	-88	88
R2INDX	IN080033	1	88	88	-88	88
R2INDX	IN080033	2	88	88	-88	88
R2INDX	IN080033	3	88	88	-88	88
R2INDX	IN080035	1	88	88	-88	88
R2INDX	IN080035	2	88	88	-88	88
R2INDX	IN080035	3	88	88	-88	88
R2INDX	IN080036	1	88	88	-88	88
R2INDX	IN080036	2	88	88	-88	88
R2INDX	IN080036	3	88	88	-88	88
R2INDX	IN080039	1	88	88	-88	88
R2INDX	IN080039	2	88	88	-88	88
R2INDX	IN080039	3	88	88	-88	88
R2INDX	IN080040	1	88	88	-88	88
R2INDX	IN080040	2	88	88	-88	88
R2INDX	IN080040	3	88	88	-88	88
R2INDX	IN080042	1	88	88	-88	88
R2INDX	IN080042	2	88	88	-88	88
R2INDX	IN080042	3	88	88	-88	88
R2INDX	IN080043	1	30	3	10	1
R2INDX	IN080043	2	88	88	-88	88
R2INDX	IN080043	3	88	88	-88	88
R2INDX	IN080044	1	88	88	-88	88
R2INDX	IN080044	2	88	88	-88	88
R2INDX	IN080044	3	88	88	-88	88
R2INDX	IN080045	1	1	5	250	1
R2INDX	IN080045	2	88	88	-88	88
R2INDX	IN080045	3	88	88	-88	88
R2INDX	IN080046	1	1	3	100	1
R2INDX	IN080046	2	88	88	-88	88
R2INDX	IN080046	3	88	88	-88	88
R2INDX	IN080048	1	1	2	200	80
R2INDX	IN080048	2	88	88	-88	88
R2INDX	IN080048	3	88	88	-88	88
R2INDX	IN080050	1	88	88	-88	88
R2INDX	IN080050	2	88	88	-88	88
R2INDX	IN080050	3	88	88	-88	88
R2INDX	IN080051	1	1	2	160	80
R2INDX	IN080051	2	88	88	-88	88
R2INDX	IN080051	3	88	88	-88	88
R2INDX	IN080052	1	88	88	-88	88
R2INDX	IN080052	2	88	88	-88	88
R2INDX	IN080052	3	88	88	-88	88
R2INDX	IN080053	1	1	8	100	1
R2INDX	IN080053	2	88	88	-88	88
R2INDX	IN080053	3	88	88	-88	88
R2INDX	IN080054	1	88	88	-88	88
R2INDX	IN080054	2	88	88	-88	88
R2INDX	IN080054	3	88	88	-88	88
R2INDX	IN080055	1	88	88	-88	88
R2INDX	IN080055	2	88	88	-88	88
R2INDX	IN080055	3	88	88	-88	88
R2INDX	IN080056	1	1	2	10	1
R2INDX	IN080056	2	88	88	-88	88
R2INDX	IN080056	3	88	88	-88	88
R2INDX	IN080058	1	1	4	30	1
R2INDX	IN080058	2	88	88	-88	88
R2INDX	IN080058	3	88	88	-88	88
R2INDX	IN080059	1	88	88	-88	88
R2INDX	IN080059	2	88	88	-88	88
R2INDX	IN080059	3	88	88	-88	88
R2INDX	IN080061	1	1	6	150	3
R2INDX	IN080061	2	88	88	-88	88
R2INDX	IN080061	3	88	88	-88	88
R2INDX	IN080063	1	1	2	-77	1
R2INDX	IN080063	2	88	88	-88	88
R2INDX	IN080063	3	88	88	-88	88
R2INDX	IN080064	1	88	88	-88	88
R2INDX	IN080064	2	88	88	-88	88
R2INDX	IN080064	3	88	88	-88	88
R2INDX	IN080066	1	1	3	100	80
R2INDX	IN080068	1	88	88	-88	88
R2INDX	IN080068	2	88	88	-88	88
R2INDX	IN080068	3	88	88	-88	88
R2INDX	IN080070	1	88	88	-88	88
R2INDX	IN080071	1	1	2	20	3
R2INDX	IN080072	1	1	2	60	1
R2INDX	IN080074	1	1	5	250	1
R2INDX	IN080074	2	88	88	-88	88
R2INDX	IN080074	3	88	88	-88	88
R2INDX	IN080075	1	88	88	-88	88
R2INDX	IN080075	2	88	88	-88	88
R2INDX	IN080075	3	88	88	-88	88
R2INDX	IN080076	1	88	88	-88	88
R2INDX	IN080076	2	88	88	-88	88
R2INDX	IN080076	3	88	88	-88	88
R2INDX	IN080077	1	88	88	-88	88
R2INDX	IN080077	2	88	88	-88	88
R2INDX	IN080077	3	88	88	-88	88
R2INDX	IN080078	1	26	2	350	3
R2INDX	IN080078	2	88	88	-88	88
R2INDX	IN080078	3	88	88	-88	88
R2INDX	IN080080	1	88	88	-88	88
R2INDX	IN080080	2	88	88	-88	88
R2INDX	IN080080	3	88	88	-88	88
R2INDX	IN080081	1	88	88	-88	88
R2INDX	IN080081	2	88	88	-88	88
R2INDX	IN080081	3	88	88	-88	88
R2INDX	IN080082	1	1	10	200	1
R2INDX	IN080082	2	88	88	-88	88
R2INDX	IN080082	3	88	88	-88	88
R2INDX	IN080083	1	88	88	-88	88
R2INDX	IN080083	2	88	88	-88	88
R2INDX	IN080083	3	88	88	-88	88
R2INDX	IN080085	1	88	88	-88	88
R2INDX	IN080085	2	88	88	-88	88
R2INDX	IN080085	3	88	88	-88	88
R2INDX	IN080086	1	88	88	-88	88
R2INDX	IN080086	2	88	88	-88	88
R2INDX	IN080086	3	88	88	-88	88
R2INDX	IN080088	1	88	88	-88	88
R2INDX	IN080088	2	88	88	-88	88
R2INDX	IN080088	3	88	88	-88	88
R2INDX	IN080091	1	88	88	-88	88
R2INDX	IN080091	2	88	88	-88	88
R2INDX	IN080091	3	88	88	-88	88
R2INDX	IN080093	1	88	88	-88	88
R2INDX	IN080093	2	88	88	-88	88
R2INDX	IN080093	3	88	88	-88	88
R2INDX	IN080094	1	88	88	-88	88
R2INDX	IN080094	2	88	88	-88	88
R2INDX	IN080094	3	88	88	-88	88
R2INDX	IN080095	1	88	88	-88	88
R2INDX	IN080095	2	88	88	-88	88
R2INDX	IN080095	3	88	88	-88	88
R2INDX	IN080096	1	88	88	-88	88
R2INDX	IN080096	2	88	88	-88	88
R2INDX	IN080096	3	88	88	-88	88
R2INDX	IN080097	1	88	88	-88	88
R2INDX	IN080097	2	88	88	-88	88
R2INDX	IN080097	3	88	88	-88	88
R2INDX	IN080099	1	30	10	20000	1
R2INDX	IN080099	2	88	88	-88	88
R2INDX	IN080099	3	88	88	-88	88
R2INDX	IN080100	1	88	88	-88	88
R2INDX	IN080100	2	88	88	-88	88
R2INDX	IN080100	3	88	88	-88	88
R2INDX	IN090003	1	1	5	9000	2
R2INDX	IN090003	2	5	1	25000	2
R2INDX	IN090003	3	88	88	-88	88
R2INDX	IN090005	1	1	4	250	2
R2INDX	IN090005	2	88	88	-88	88
R2INDX	IN090005	3	88	88	-88	88
R2INDX	IN090007	1	88	88	-88	88
R2INDX	IN090007	2	88	88	-88	88
R2INDX	IN090007	3	88	88	-88	88
R2INDX	IN090008	1	23	5	250	1
R2INDX	IN090008	2	88	88	-88	88
R2INDX	IN090008	3	88	88	-88	88
R2INDX	IN090010	1	1	6	900	3
