FORMNO	CHILDID	PREID	AGEPRESC	PRESCDUR	PRESCTYP	PAYPRESC	PRESCCRE	DAYSPRES	HRSPRESC	PRESCVIS
R2INDX	IN010045	1	36	3	3	0	2	5	4	0
R2INDX	IN010046	1	38	3	1	1	3	6	5	1
R2INDX	IN010047	1	48	4	1	1	3	6	5	1
R2INDX	IN010048	1	42	2	1	1	2	6	5	1
R2INDX	IN010049	1	38	1	3	0	2	6	4	1
R2INDX	IN010049	2	45	4	3	1	2	6	5	1
R2INDX	IN010050	1	36	3	3	1	2	6	3	1
R2INDX	IN010051	1	36	3	3	0	3	6	5	0
R2INDX	IN010052	1	36	3	1	1	2	6	5	1
R2INDX	IN010053	1	48	4	1	1	3	6	7	1
R2INDX	IN010054	1	48	4	1	1	2	6	5	1
R2INDX	IN010055	1	48	4	3	0	3	6	6	1
R2INDX	IN010056	1	48	4	2	1	3	6	7	1
R2INDX	IN010057	1	36	2	1	1	1	6	6	1
R2INDX	IN010058	1	48	3	3	0	2	5	4	0
R2INDX	IN010060	1	36	4	3	0	3	6	4	0
R2INDX	IN010062	1	36	2	3	0	3	6	2	1
R2INDX	IN010062	2	48	4	1	1	2	6	6	1
R2INDX	IN010063	1	38	4	1	1	2	6	5	1
R2INDX	IN010064	1	46	4	1	1	1	6	6	0
R2INDX	IN010065	1	36	1	3	0	3	4	2	1
R2INDX	IN010065	2	46	4	1	1	2	6	6	1
R2INDX	IN010066	1	48	4	3	0	3	6	5	0
R2INDX	IN010067	1	36	2	3	0	3	5	2	0
R2INDX	IN010068	1	48	2	3	0	3	6	5	1
R2INDX	IN010069	1	48	2	1	1	2	6	6	0
R2INDX	IN010070	1	48	4	1	1	2	6	4	1
R2INDX	IN010071	1	48	4	3	0	2	6	5	1
R2INDX	IN010072	1	40	2	3	0	2	6	4	1
R2INDX	IN010073	1	48	2	1	1	3	6	4	1
R2INDX	IN010074	1	42	4	2	1	2	6	4	1
R2INDX	IN010075	1	36	3	3	0	2	6	4	1
R2INDX	IN010076	1	48	4	1	1	3	6	5	1
R2INDX	IN010077	1	36	3	3	0	2	6	2	0
R2INDX	IN010079	1	37	2	3	0	3	5	3	1
R2INDX	IN010079	2	40	3	1	1	2	6	6	1
R2INDX	IN010080	1	36	4	1	1	2	6	7	1
R2INDX	IN010081	1	36	3	1	1	2	6	4	1
R2INDX	IN010082	1	36	3	3	1	2	6	2	0
R2INDX	IN010083	1	36	3	3	0	2	6	2	0
R2INDX	IN010084	1	36	3	3	0	2	6	2	1
R2INDX	IN010085	1	36	4	1	1	3	6	7	1
R2INDX	IN010086	1	50	4	1	1	2	6	6	1
R2INDX	IN010087	1	48	4	1	1	2	6	7	1
R2INDX	IN010089	1	48	2	1	1	1	6	5	1
R2INDX	IN010090	1	48	4	1	1	2	6	6	1
R2INDX	IN010091	1	48	4	1	1	2	6	7	1
R2INDX	IN010092	1	48	3	1	1	3	6	7	1
R2INDX	IN010093	1	48	4	1	1	2	6	6	1
R2INDX	IN010094	1	36	4	1	1	2	6	8	1
R2INDX	IN010096	1	48	4	1	1	2	6	6	1
R2INDX	IN010099	1	36	3	1	1	2	6	6	1
R2INDX	IN020001	1	37	4	3	0	2	6	6	0
R2INDX	IN020002	1	38	4	3	0	3	6	4	0
R2INDX	IN020003	1	38	4	3	0	2	6	3	0
R2INDX	IN020004	1	40	4	3	0	2	6	4	1
R2INDX	IN020005	1	38	3	3	0	3	6	6	0
R2INDX	IN020006	1	37	4	3	0	3	6	2	1
R2INDX	IN020007	1	37	4	3	0	3	5	3	0
R2INDX	IN020015	1	44	4	3	0	3	6	6	0
R2INDX	IN020016	1	38	3	3	0	2	6	3	0
R2INDX	IN020020	1	37	4	3	0	3	6	3	1
R2INDX	IN020021	1	48	2	3	0	2	6	3	1
R2INDX	IN020022	1	36	3	3	0	3	6	2	1
R2INDX	IN020023	1	36	3	3	1	2	6	3	0
R2INDX	IN020024	1	36	3	3	0	2	6	3	0
R2INDX	IN020025	1	36	3	3	0	2	6	4	0
R2INDX	IN020027	1	36	3	3	0	2	6	6	0
R2INDX	IN020028	1	36	1	3	0	2	6	6	0
R2INDX	IN020029	1	36	3	3	0	3	3	3	0
R2INDX	IN020030	1	36	4	3	0	3	5	5	1
R2INDX	IN020031	1	36	3	3	0	3	5	5	0
R2INDX	IN020032	1	48	3	3	0	4	6	3	0
R2INDX	IN020033	1	36	3	3	0	3	6	6	1
R2INDX	IN020034	1	36	4	3	0	3	6	5	1
R2INDX	IN020035	1	40	3	3	0	5	6	5	1
R2INDX	IN020036	1	37	3	1	1	3	6	7	1
R2INDX	IN020037	1	42	2	3	0	2	6	4	0
R2INDX	IN020038	1	36	3	3	0	2	6	3	1
R2INDX	IN020039	1	24	4	3	0	3	6	5	0
R2INDX	IN020040	1	24	3	3	0	5	6	4	1
R2INDX	IN020041	1	36	1	3	0	4	4	3	1
R2INDX	IN020042	1	36	3	3	0	3	5	4	1
R2INDX	IN020043	1	36	2	1	1	2	6	2	0
R2INDX	IN020044	1	36	3	3	0	2	6	5	0
R2INDX	IN020045	1	36	3	3	0	2	6	3	0
R2INDX	IN020046	1	38	3	3	0	2	6	3	1
R2INDX	IN020047	1	48	2	3	0	2	6	3	1
R2INDX	IN020048	1	36	3	3	1	3	5	2	1
R2INDX	IN020049	1	37	3	3	0	3	5	2	1
R2INDX	IN020050	1	36	2	3	0	3	6	4	0
R2INDX	IN020051	1	36	3	1	0	2	6	2	0
R2INDX	IN020053	1	36	3	3	0	2	6	6	1
R2INDX	IN020054	1	36	3	3	0	2	6	6	0
R2INDX	IN020055	1	42	4	3	0	2	6	4	0
R2INDX	IN020056	1	36	3	3	1	3	6	6	1
R2INDX	IN020057	1	36	3	3	0	2	6	2	1
R2INDX	IN020058	1	39	3	3	0	3	6	4	1
R2INDX	IN020059	1	36	3	3	1	2	6	3	0
R2INDX	IN020060	1	38	3	3	0	3	5	3	1
R2INDX	IN020061	1	36	3	3	0	3	6	5	0
R2INDX	IN020062	1	38	3	3	0	2	6	4	0
R2INDX	IN020063	1	38	3	3	0	3	6	4	0
R2INDX	IN020064	1	40	2	3	0	3	6	5	0
R2INDX	IN020065	1	38	4	1	1	2	6	9	1
R2INDX	IN020066	1	37	3	3	0	3	6	4	0
R2INDX	IN020067	1	40	3	3	0	2	6	4	1
R2INDX	IN020068	1	37	3	3	0	2	6	6	0
R2INDX	IN020069	1	37	3	3	0	3	6	2	0
R2INDX	IN020071	1	36	3	3	0	2	6	4	0
R2INDX	IN020072	1	36	3	1	1	1	6	6	1
R2INDX	IN020073	1	36	3	3	1	3	6	6	1
R2INDX	IN020074	1	36	3	3	0	2	5	2	1
R2INDX	IN020075	1	36	3	3	0	3	6	4	1
R2INDX	IN020076	1	36	4	3	0	2	6	4	1
R2INDX	IN020078	1	36	3	3	0	2	6	5	0
R2INDX	IN020079	1	36	4	3	0	2	6	7	1
R2INDX	IN020080	1	36	4	3	0	2	6	6	1
R2INDX	IN020081	1	30	3	3	0	3	6	6	0
R2INDX	IN020083	1	36	3	3	0	2	6	6	0
R2INDX	IN020084	1	36	4	3	0	3	6	5	0
R2INDX	IN020085	1	36	3	3	0	2	6	4	1
R2INDX	IN020086	1	36	3	3	0	2	6	4	1
R2INDX	IN020087	1	36	3	3	0	3	5	2	1
R2INDX	IN020088	1	36	3	3	0	2	6	4	0
R2INDX	IN020089	1	36	3	3	0	2	6	6	0
R2INDX	IN020090	1	24	3	3	0	2	6	6	1
R2INDX	IN020091	1	36	3	3	0	2	6	1	1
R2INDX	IN020092	1	36	4	3	0	3	5	5	1
R2INDX	IN020093	1	36	3	3	0	2	6	3	0
R2INDX	IN020095	1	36	2	3	0	2	6	6	1
R2INDX	IN020096	1	36	3	3	0	2	5	3	1
R2INDX	IN020096	2	52	4	1	1	2	6	8	1
R2INDX	IN020097	1	36	3	3	0	2	6	6	1
R2INDX	IN020098	1	36	3	3	0	3	6	6	0
R2INDX	IN020099	1	36	4	3	0	2	6	6	0
R2INDX	IN020100	1	37	4	1	1	2	6	6	1
R2INDX	IN030001	1	41	4	1	1	2	6	6	1
R2INDX	IN030002	1	48	4	3	0	3	6	3	1
R2INDX	IN030003	1	36	4	1	1	2	6	6	1
R2INDX	IN030004	1	58	4	1	1	3	6	6	1
R2INDX	IN030005	1	40	1	1	1	3	6	6	1
R2INDX	IN030005	2	50	4	1	1	3	6	6	1
R2INDX	IN030006	1	38	4	1	1	3	6	6	1
R2INDX	IN030007	1	56	4	3	0	3	6	4	1
R2INDX	IN030008	1	40	4	1	1	3	6	6	1
R2INDX	IN030009	1	36	4	1	1	2	6	6	1
R2INDX	IN030010	1	37	4	1	1	2	6	6	1
R2INDX	IN030011	1	48	4	1	1	2	6	7	1
R2INDX	IN030012	1	48	4	1	1	2	6	6	1
R2INDX	IN030013	1	42	4	1	1	3	6	6	1
R2INDX	IN030014	1	48	4	1	1	2	6	6	1
R2INDX	IN030015	1	36	4	1	1	2	6	6	1
R2INDX	IN030016	1	41	2	1	1	3	6	6	1
R2INDX	IN030016	2	55	4	1	1	3	6	6	1
R2INDX	IN030017	1	39	4	1	1	1	6	6	1
R2INDX	IN030018	1	42	4	1	1	2	6	7	1
R2INDX	IN030019	1	47	4	1	1	3	6	6	1
R2INDX	IN030020	1	43	4	1	1	2	6	6	1
R2INDX	IN030021	1	42	4	1	1	2	6	7	1
R2INDX	IN030022	1	48	2	1	1	2	6	7	1
R2INDX	IN030023	1	42	4	1	1	2	6	7	1
R2INDX	IN030024	1	48	2	1	1	2	6	6	1
R2INDX	IN030026	1	48	4	1	1	2	6	7	1
R2INDX	IN030028	1	37	4	1	1	3	6	4	1
R2INDX	IN030029	1	36	4	1	1	2	6	7	1
R2INDX	IN030030	1	60	4	3	1	2	6	4	1
R2INDX	IN030031	1	38	4	1	1	2	6	7	1
R2INDX	IN030033	1	48	4	1	1	3	6	6	1
R2INDX	IN030034	1	40	4	1	1	2	6	6	1
R2INDX	IN030035	1	60	4	1	1	2	6	6	1
R2INDX	IN030036	1	48	4	1	0	2	7	6	1
R2INDX	IN030037	1	30	4	1	1	2	6	7	0
R2INDX	IN030038	1	38	4	1	1	3	6	6	1
R2INDX	IN030039	1	36	4	1	1	2	6	6	1
R2INDX	IN030042	1	49	4	1	1	3	6	6	1
R2INDX	IN030043	1	40	4	1	0	2	6	7	1
R2INDX	IN030045	1	46	4	1	1	2	6	5	1
R2INDX	IN030047	1	39	1	1	1	3	6	6	1
R2INDX	IN030047	2	48	4	1	1	3	6	6	1
R2INDX	IN030048	1	42	4	1	1	2	6	6	1
R2INDX	IN030049	1	57	4	1	1	3	6	6	1
R2INDX	IN030050	1	36	4	1	1	2	6	8	1
R2INDX	IN030051	1	36	1	1	1	1	6	6	1
R2INDX	IN030052	1	36	4	1	1	2	6	6	1
R2INDX	IN030053	1	37	3	1	1	2	6	6	1
R2INDX	IN030054	1	48	4	1	1	2	6	6	1
R2INDX	IN030055	1	36	4	1	1	2	6	7	1
R2INDX	IN030056	1	48	4	1	1	3	6	6	1
R2INDX	IN030057	1	43	4	1	1	3	6	7	1
R2INDX	IN030058	1	48	4	1	1	2	6	6	1
R2INDX	IN030059	1	40	4	1	1	2	6	6	1
R2INDX	IN030060	1	36	4	1	1	2	7	9	1
R2INDX	IN030061	1	37	4	1	1	2	6	6	1
R2INDX	IN030063	1	36	4	1	1	2	6	6	1
R2INDX	IN030064	1	48	4	1	1	2	6	6	1
R2INDX	IN030065	1	38	4	1	1	3	6	6	1
R2INDX	IN030066	1	42	4	1	1	3	6	6	1
R2INDX	IN030067	1	36	4	1	1	2	6	6	1
R2INDX	IN030068	1	48	4	3	0	3	6	6	1
R2INDX	IN030069	1	36	4	3	0	3	5	6	1
R2INDX	IN030070	1	48	4	1	1	3	6	6	1
R2INDX	IN030071	1	40	2	3	0	2	6	2	1
R2INDX	IN030072	1	39	4	1	1	3	6	6	1
R2INDX	IN030073	1	48	4	1	1	2	6	6	1
R2INDX	IN030074	1	38	4	1	1	2	6	7	1
R2INDX	IN030075	1	39	3	1	1	2	6	6	1
R2INDX	IN030078	1	48	4	1	1	2	6	6	1
R2INDX	IN030079	1	48	4	1	1	3	6	6	1
R2INDX	IN030080	1	48	4	1	1	3	6	6	1
R2INDX	IN030081	1	37	4	1	1	3	6	8	1
R2INDX	IN030082	1	48	4	1	1	2	6	6	1
R2INDX	IN030083	1	46	4	1	1	3	6	7	1
R2INDX	IN030084	1	38	4	1	1	3	6	6	1
R2INDX	IN030085	1	50	4	3	0	2	6	3	1
R2INDX	IN030086	1	48	4	1	1	2	6	6	1
R2INDX	IN030087	1	37	4	1	1	2	6	6	1
R2INDX	IN030088	1	40	4	1	1	3	6	6	1
R2INDX	IN030089	1	42	4	1	1	3	6	6	1
R2INDX	IN030090	1	36	4	1	1	2	6	7	1
R2INDX	IN030091	1	36	4	1	1	2	6	7	1
R2INDX	IN030092	1	48	4	1	1	2	6	6	1
R2INDX	IN030093	1	49	4	1	1	3	6	6	1
R2INDX	IN030094	1	48	4	1	1	2	6	6	1
R2INDX	IN030095	1	48	3	3	0	3	6	4	1
R2INDX	IN030096	1	46	4	1	1	2	6	6	1
R2INDX	IN030097	1	48	4	1	1	2	6	6	1
R2INDX	IN030098	1	50	2	3	1	3	6	4	1
R2INDX	IN030099	1	38	4	1	1	2	6	5	1
R2INDX	IN030100	1	48	4	1	1	3	6	4	1
R2INDX	IN040001	1	36	3	3	0	3	5	6	0
R2INDX	IN040002	1	36	1	3	0	2	6	1	0
R2INDX	IN040003	1	48	4	3	0	2	6	4	1
R2INDX	IN040004	1	42	3	3	0	2	6	3	1
R2INDX	IN040005	1	48	3	3	0	3	4	4	1
R2INDX	IN040006	1	36	3	3	0	2	6	2	0
R2INDX	IN040008	1	36	2	3	0	3	3	3	1
R2INDX	IN040009	1	48	3	3	0	2	6	5	0
R2INDX	IN040010	1	36	3	3	0	2	6	1	0
R2INDX	IN040012	1	36	4	3	0	3	5	4	1
R2INDX	IN040013	1	36	3	3	0	3	5	2	1
R2INDX	IN040015	1	38	3	3	0	2	5	3	1
R2INDX	IN040016	1	48	2	3	0	3	6	3	1
R2INDX	IN040017	1	36	4	3	0	2	4	2	1
R2INDX	IN040018	1	36	3	3	0	3	5	5	1
R2INDX	IN040020	1	37	3	3	0	2	6	2	0
R2INDX	IN040021	1	37	3	3	0	2	6	2	1
R2INDX	IN040022	1	37	3	3	0	2	6	2	0
R2INDX	IN040023	1	48	4	3	0	2	6	3	1
R2INDX	IN040025	1	37	3	3	0	3	5	6	1
R2INDX	IN040027	1	38	3	3	0	4	4	1	1
R2INDX	IN040028	1	38	4	3	0	3	5	2	1
R2INDX	IN040031	1	40	3	3	0	3	5	3	1
R2INDX	IN040032	1	36	3	3	0	3	6	5	1
R2INDX	IN040033	1	48	3	1	1	1	6	7	0
R2INDX	IN040033	2	61	4	1	1	3	6	7	0
R2INDX	IN040034	1	36	3	3	0	3	6	3	1
R2INDX	IN040035	1	36	3	3	0	4	6	5	1
R2INDX	IN040036	1	36	3	3	1	2	6	2	0
R2INDX	IN040038	1	38	3	3	0	3	6	5	1
R2INDX	IN040039	1	38	3	3	0	2	6	2	0
R2INDX	IN040041	1	39	2	3	0	4	2	4	0
R2INDX	IN040042	1	38	3	3	0	3	5	5	0
R2INDX	IN040043	1	38	4	3	0	3	3	2	0
R2INDX	IN040044	1	37	3	3	0	4	2	4	1
R2INDX	IN040045	1	37	3	3	0	2	6	2	0
R2INDX	IN040046	1	38	4	3	0	3	3	2	0
R2INDX	IN040047	1	37	4	3	0	3	5	5	0
R2INDX	IN040048	1	36	4	3	0	3	4	3	1
R2INDX	IN040055	1	48	3	3	0	2	6	3	1
R2INDX	IN040056	1	36	3	3	0	4	2	4	0
R2INDX	IN040057	1	36	4	1	1	2	6	6	1
R2INDX	IN040058	1	48	4	3	0	3	6	3	1
R2INDX	IN040059	1	37	3	3	0	2	6	2	0
R2INDX	IN040060	1	48	4	1	1	2	6	5	1
R2INDX	IN040061	1	36	4	3	0	3	5	2	1
R2INDX	IN040062	1	36	4	1	1	2	6	8	1
R2INDX	IN040063	1	37	3	3	0	3	5	2	1
R2INDX	IN040063	2	48	4	1	1	3	6	5	1
R2INDX	IN040064	1	36	3	3	0	3	5	6	1
R2INDX	IN040065	1	48	4	1	1	1	6	5	1
R2INDX	IN040066	1	40	4	1	1	2	6	5	0
R2INDX	IN040067	1	37	3	3	0	3	6	5	0
R2INDX	IN040068	1	48	4	1	1	2	6	6	1
R2INDX	IN040069	1	37	3	3	0	2	6	2	1
R2INDX	IN040070	1	49	4	1	1	2	6	4	0
R2INDX	IN040071	1	37	2	3	0	3	5	2	1
R2INDX	IN040071	2	54	4	1	1	2	6	6	1
R2INDX	IN040073	1	37	1	3	0	2	6	5	1
R2INDX	IN040073	2	43	4	1	1	2	6	6	0
R2INDX	IN040074	1	36	3	3	0	3	5	2	0
R2INDX	IN040075	1	48	4	1	1	1	6	6	1
R2INDX	IN040076	1	37	3	3	0	3	5	5	1
R2INDX	IN040077	1	37	2	3	0	3	4	2	1
R2INDX	IN040077	2	48	4	1	1	2	6	5	1
R2INDX	IN040078	1	48	4	1	1	2	6	7	1
R2INDX	IN040079	1	36	4	1	1	2	6	6	1
R2INDX	IN040080	1	48	4	1	1	1	6	6	1
R2INDX	IN040081	1	36	4	3	0	3	5	5	1
R2INDX	IN040082	1	36	3	3	0	3	3	1	1
R2INDX	IN040083	1	36	1	1	1	2	6	5	1
R2INDX	IN040084	1	36	3	3	0	2	6	2	0
R2INDX	IN040085	1	48	4	1	1	2	6	7	1
R2INDX	IN040086	1	36	2	3	1	3	5	5	0
R2INDX	IN040087	1	36	3	3	0	2	6	2	1
R2INDX	IN040089	1	36	3	3	0	2	6	2	0
R2INDX	IN040091	1	36	3	3	0	3	4	3	0
R2INDX	IN040092	1	36	4	3	0	3	6	4	0
R2INDX	IN040093	1	42	3	3	0	2	6	5	1
R2INDX	IN040094	1	36	3	3	0	2	6	3	0
R2INDX	IN040095	1	36	1	3	0	3	5	3	1
R2INDX	IN040096	1	36	3	3	0	3	6	4	1
R2INDX	IN040096	2	48	4	1	1	2	6	5	1
R2INDX	IN040097	1	36	3	3	0	3	4	2	1
R2INDX	IN040097	2	54	4	1	1	2	6	5	1
R2INDX	IN040098	1	48	3	3	0	2	6	5	1
R2INDX	IN040100	1	54	4	3	0	3	6	4	1
R2INDX	IN050001	1	43	4	3	0	3	3	4	1
R2INDX	IN050002	1	41	4	3	0	1	4	4	0
R2INDX	IN050003	1	40	4	3	0	3	6	5	1
R2INDX	IN050004	1	43	4	1	1	2	6	5	1
R2INDX	IN050005	1	40	4	3	0	3	6	4	1
R2INDX	IN050006	1	50	4	3	0	3	7	1	1
R2INDX	IN050007	1	40	3	3	0	4	6	3	1
R2INDX	IN050008	1	40	4	3	0	3	5	3	1
R2INDX	IN050009	1	42	4	1	1	2	6	8	1
R2INDX	IN050010	1	46	4	1	1	2	6	5	1
R2INDX	IN050011	1	42	4	3	0	3	4	3	0
R2INDX	IN050012	1	46	4	1	1	3	6	6	0
R2INDX	IN050013	1	40	4	1	1	2	6	6	1
R2INDX	IN050014	1	45	4	3	0	3	3	2	0
R2INDX	IN050015	1	50	4	3	0	3	6	4	1
R2INDX	IN050016	1	50	3	3	0	2	6	4	1
R2INDX	IN050017	1	42	4	1	1	2	6	6	1
R2INDX	IN050018	1	36	4	1	1	2	6	5	1
R2INDX	IN050019	1	48	4	1	1	3	6	6	0
R2INDX	IN050020	1	48	4	1	1	2	6	6	0
R2INDX	IN050021	1	42	4	3	1	2	6	6	1
R2INDX	IN050022	1	42	4	3	0	3	5	2	1
R2INDX	IN050023	1	43	3	3	0	3	5	4	0
R2INDX	IN050024	1	44	4	3	0	2	3	4	1
R2INDX	IN050025	1	55	4	1	1	2	6	6	1
R2INDX	IN050026	1	42	3	3	0	3	4	3	0
R2INDX	IN050027	1	40	4	3	0	3	6	77	0
R2INDX	IN050028	1	44	4	3	0	2	4	4	1
R2INDX	IN050029	1	36	4	1	0	2	6	3	1
R2INDX	IN050030	1	48	3	3	0	2	6	4	1
R2INDX	IN050031	1	43	4	3	0	2	6	4	1
R2INDX	IN050032	1	38	4	3	0	3	4	3	0
R2INDX	IN050033	1	43	4	3	0	3	5	4	0
R2INDX	IN050034	1	50	2	3	0	3	6	3	0
R2INDX	IN050035	1	40	3	3	0	3	6	1	1
R2INDX	IN050036	1	42	4	3	0	2	6	1	1
R2INDX	IN050037	1	43	3	3	0	3	6	3	1
R2INDX	IN050038	1	52	2	3	0	3	6	3	0
R2INDX	IN050039	1	46	3	3	0	3	6	4	0
R2INDX	IN050040	1	43	3	3	0	3	3	4	0
R2INDX	IN050041	1	50	2	1	1	2	6	6	1
R2INDX	IN050042	1	42	3	3	1	3	4	5	0
R2INDX	IN050043	1	42	4	3	0	3	6	3	1
R2INDX	IN050044	1	38	3	3	0	3	6	2	1
R2INDX	IN050045	1	48	3	3	0	3	6	3	1
R2INDX	IN050046	1	42	4	3	0	3	6	3	1
R2INDX	IN050047	1	48	3	3	0	3	4	3	0
R2INDX	IN050048	1	44	4	3	0	3	6	4	1
R2INDX	IN050049	1	42	4	3	0	2	6	4	1
R2INDX	IN050050	1	50	2	3	0	3	6	3	1
R2INDX	IN050051	1	50	4	3	0	3	6	4	1
R2INDX	IN050052	1	48	3	3	0	3	3	2	1
R2INDX	IN050053	1	41	3	3	1	3	4	3	0
R2INDX	IN050054	1	50	2	3	0	3	6	3	1
R2INDX	IN050055	1	43	3	3	0	2	6	4	1
R2INDX	IN050056	1	37	3	3	0	3	3	4	1
R2INDX	IN050057	1	42	4	2	0	2	6	2	0
R2INDX	IN050058	1	42	4	3	0	3	6	4	0
R2INDX	IN050059	1	42	3	3	0	2	6	5	1
R2INDX	IN050060	1	40	2	1	1	2	6	3	1
R2INDX	IN050060	2	53	4	1	1	2	6	6	1
R2INDX	IN050061	1	44	3	3	0	3	4	4	1
R2INDX	IN050063	1	37	4	1	1	3	6	5	1
R2INDX	IN050064	1	44	3	3	0	3	6	6	1
R2INDX	IN050065	1	40	4	3	0	2	6	3	1
R2INDX	IN050066	1	42	3	3	0	3	4	4	1
R2INDX	IN050067	1	42	3	3	0	3	6	4	1
R2INDX	IN050068	1	40	4	3	0	2	6	4	1
R2INDX	IN050069	1	37	3	3	0	3	6	2	0
R2INDX	IN050070	1	42	4	3	0	4	6	5	1
R2INDX	IN050071	1	37	3	3	0	3	6	2	1
R2INDX	IN050072	1	40	3	3	0	3	6	2	1
R2INDX	IN050073	1	42	4	3	0	3	6	4	1
R2INDX	IN050074	1	36	3	3	0	3	6	3	1
R2INDX	IN050074	2	48	4	1	1	2	6	3	1
R2INDX	IN050075	1	42	4	3	0	3	6	5	1
R2INDX	IN050076	1	37	3	3	0	2	6	4	1
R2INDX	IN050077	1	42	4	3	0	3	6	3	1
R2INDX	IN050078	1	38	4	3	0	3	6	4	1
R2INDX	IN050079	1	36	3	3	0	3	6	2	1
R2INDX	IN050080	1	40	4	3	0	3	6	3	1
R2INDX	IN050081	1	50	2	3	0	3	6	4	0
R2INDX	IN050082	1	42	4	3	0	3	4	3	0
R2INDX	IN050083	1	48	2	3	0	3	6	3	1
R2INDX	IN050084	1	42	4	3	0	3	4	3	1
R2INDX	IN050085	1	45	3	3	0	3	3	4	0
R2INDX	IN050087	1	42	3	3	0	2	6	4	1
R2INDX	IN050088	1	42	4	3	0	3	5	4	0
R2INDX	IN050089	1	55	4	3	0	3	6	4	0
R2INDX	IN050090	1	40	4	3	0	3	6	6	1
R2INDX	IN050091	1	44	4	3	0	3	6	3	1
R2INDX	IN050091	2	46	4	3	0	3	6	3	1
R2INDX	IN050092	1	50	2	3	0	3	6	4	1
R2INDX	IN050093	1	44	4	3	0	2	5	4	1
R2INDX	IN050094	1	38	4	1	0	2	6	7	0
R2INDX	IN050096	1	48	4	3	0	2	6	6	0
R2INDX	IN050097	1	41	4	3	0	3	6	6	1
R2INDX	IN050098	1	36	3	3	0	3	6	3	1
R2INDX	IN050099	1	38	4	3	0	3	6	3	1
R2INDX	IN050100	1	40	4	3	0	3	6	3	1
R2INDX	IN060001	1	48	3	3	0	4	6	6	1
R2INDX	IN060002	1	40	4	1	1	2	6	7	1
R2INDX	IN060003	1	50	4	3	0	4	6	3	1
R2INDX	IN060004	1	48	4	3	0	4	6	3	1
R2INDX	IN060006	1	40	3	3	0	4	6	6	1
R2INDX	IN060007	1	36	3	3	1	3	5	6	1
R2INDX	IN060008	1	50	4	1	0	3	5	4	1
R2INDX	IN060009	1	44	1	3	0	3	4	5	1
R2INDX	IN060012	1	37	1	3	0	3	4	4	1
R2INDX	IN060013	1	42	2	3	0	2	5	3	1
R2INDX	IN060014	1	36	77	3	0	4	6	3	1
R2INDX	IN060015	1	36	3	3	0	3	4	4	1
R2INDX	IN060016	1	40	3	3	0	3	5	4	1
R2INDX	IN060017	1	36	2	3	0	3	5	4	1
R2INDX	IN060018	1	52	4	3	0	3	5	3	1
R2INDX	IN060019	1	48	4	3	0	2	6	3	1
R2INDX	IN060020	1	37	3	3	0	2	6	3	1
R2INDX	IN060029	1	52	1	3	0	3	3	1	1
R2INDX	IN060030	1	48	4	3	0	3	6	3	1
R2INDX	IN060032	1	53	1	3	0	4	3	2	0
R2INDX	IN060034	1	40	3	3	0	2	4	3	1
R2INDX	IN060035	1	50	2	3	0	3	5	4	1
R2INDX	IN060036	1	40	4	1	1	2	6	6	1
R2INDX	IN060037	1	52	3	3	0	3	5	4	1
R2INDX	IN060038	1	55	4	3	0	3	6	3	1
