formno	childid	id	age	memsex	relate	livhse	grade	still	chgrade	chstill	whynot	agegrade	agestsch	hhschtyp	perf	schoolen	disab	act1	months1	days1	hours1	act2	months2	days2	hours2	act3	months3	days3	hours3	sleep	chcare	hhchore	npaywork	paywork	school	study	play	inegsday	inegwage	inegchld	inegvill	inegcomp
R2INDX	IN070020	0	5	1	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	1	0	0	0	4	0	6	 	 	 	 	 
R2INDX	IN070020	1	32	1	1	1	10	0	 	 	 	 	 	 	 	 	0	11	6	4	7	12	6	4	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070020	2	25	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	6	1	6	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070020	3	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	5	1	4	 	 	 	 	 
R2INDX	IN070021	1	74	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	2	58	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	3	34	1	1	1	5	0	 	 	 	 	 	 	 	 	0	12	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	4	32	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	5	30	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	6	28	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	7	27	2	1	1	3	0	 	 	 	 	 	 	 	 	0	15	12	7	4	12	4	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	8	26	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	9	24	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	28	8	2	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070021	29	3	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070022	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	1	5	 	 	 	 	 
R2INDX	IN070022	1	75	1	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070022	2	64	2	6	1	0	0	 	 	 	 	 	 	 	 	0	11	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070022	3	27	1	1	1	7	0	 	 	 	 	 	 	 	 	0	2	12	7	3	12	5	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070022	4	22	2	1	1	6	0	 	 	 	 	 	 	 	 	0	15	12	7	5	11	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070022	5	3	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070023	0	5	2	0	1	 	 	1	1	 	 	5	3	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	0	4	 	 	 	 	 
R2INDX	IN070023	1	64	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070023	2	59	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070023	3	39	1	1	1	9	0	 	 	 	 	 	 	 	 	0	2	12	7	4	10	4	7	7	5	4	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070023	4	30	2	1	1	6	0	 	 	 	 	 	 	 	 	0	15	12	7	4	1	12	7	3	5	2	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070023	5	34	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070023	6	29	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070023	28	8	2	7	1	 	 	3	1	 	 	5	3	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	1	3	 	 	 	 	 
R2INDX	IN070023	29	7	2	7	1	 	 	1	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	2	2	 	 	 	 	 
R2INDX	IN070023	30	5	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070024	0	5	1	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	0	6	 	 	 	 	 
R2INDX	IN070024	1	60	2	6	1	0	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070024	2	36	1	1	1	7	0	 	 	 	 	 	 	 	 	0	5	6	3	8	1	6	3	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070024	3	27	2	1	1	7	0	 	 	 	 	 	 	 	 	0	15	12	7	7	1	6	3	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070024	28	7	1	7	1	 	 	1	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	2	5	 	 	 	 	 
R2INDX	IN070025	0	5	1	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	4	3	 	 	 	 	 
R2INDX	IN070025	1	31	1	1	1	5	0	 	 	 	 	 	 	 	 	0	12	12	6	8	1	5	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070025	2	24	2	1	1	2	0	 	 	 	 	 	 	 	 	0	15	12	7	4	1	5	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070025	28	8	1	7	1	 	 	2	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	3	1	7	 	 	 	 	 
R2INDX	IN070026	0	5	2	0	1	 	 	0	1	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	3	0	6	 	 	 	 	 
R2INDX	IN070026	1	39	1	1	1	0	0	 	 	 	 	 	 	 	 	0	5	5	4	8	4	12	7	4	1	6	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070026	2	32	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	6	4	12	7	4	1	4	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070026	28	7	2	7	1	 	 	1	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	1	5	 	 	 	 	 
R2INDX	IN070026	29	2	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070027	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	5	1	3	 	 	 	 	 
R2INDX	IN070027	1	32	1	1	1	9	0	 	 	 	 	 	 	 	 	0	9	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070027	2	29	2	1	1	9	0	 	 	 	 	 	 	 	 	0	15	12	7	4	13	12	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070027	28	6	2	7	1	 	 	1	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	2	3	 	 	 	 	 
R2INDX	IN070028	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	0	6	 	 	 	 	 
R2INDX	IN070028	1	37	1	1	1	0	0	 	 	 	 	 	 	 	 	0	1	12	7	3	5	4	7	7	4	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070028	2	26	2	1	1	3	0	 	 	 	 	 	 	 	 	0	15	12	7	5	1	3	7	7	5	2	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070028	28	8	1	7	1	 	 	3	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	2	4	 	 	 	 	 
R2INDX	IN070028	29	4	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070029	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	0	6	 	 	 	 	 
R2INDX	IN070029	1	44	1	1	1	0	0	 	 	 	 	 	 	 	 	0	1	12	7	3	5	4	7	7	4	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070029	2	34	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070029	3	16	2	7	1	 	 	0	0	21	 	 	 	 	 	0	15	12	7	2	5	4	7	7	 	 	 	 	10	0	3	0	0	0	0	1	 	 	 	 	 
R2INDX	IN070029	4	11	2	7	1	 	 	5	0	20	10	5	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	0	0	3	 	 	 	 	 
R2INDX	IN070030	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	1	6	 	 	 	 	 
R2INDX	IN070030	1	39	1	1	1	0	0	 	 	 	 	 	 	 	 	0	1	6	7	8	5	2	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070030	2	34	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	4	5	3	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070031	0	5	1	0	1	 	 	1	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	5	2	6	 	 	 	 	 
R2INDX	IN070031	1	39	1	1	1	0	0	 	 	 	 	 	 	 	 	0	5	6	4	8	12	6	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070031	2	34	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	3	5	4	4	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070031	3	13	2	7	1	 	 	6	0	8	11	5	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	9	0	3	0	0	0	0	8	 	 	 	 	 
R2INDX	IN070031	28	8	2	7	1	 	 	2	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	1	0	0	5	2	5	 	 	 	 	 
R2INDX	IN070032	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	2	0	7	 	 	 	 	 
R2INDX	IN070032	1	64	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070032	2	49	1	1	1	0	0	 	 	 	 	 	 	 	 	0	5	10	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070032	3	41	2	1	1	0	0	 	 	 	 	 	 	 	 	0	5	10	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070032	4	14	1	7	1	 	 	6	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	1	6	 	 	 	 	 
R2INDX	IN070032	5	10	2	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070032	28	7	1	7	1	 	 	2	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	0	6	 	 	 	 	 
R2INDX	IN070033	0	5	2	0	1	 	 	0	1	 	 	5	3	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	1	0	0	0	6	1	5	 	 	 	 	 
R2INDX	IN070033	1	49	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070033	2	31	1	1	1	10	0	 	 	 	 	 	 	 	 	0	1	10	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070033	3	27	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	5	5	2	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070033	4	2	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070034	0	5	1	0	1	 	 	0	1	 	 	5	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	11	0	0	0	0	4	0	6	 	 	 	 	 
R2INDX	IN070034	1	29	1	1	1	0	0	 	 	 	 	 	 	 	 	0	13	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070034	2	24	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	4	5	3	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070034	3	2	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	0	5	1	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	1	4	 	 	 	 	 
R2INDX	IN070035	1	49	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	2	39	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	3	30	1	1	1	0	0	 	 	 	 	 	 	 	 	0	13	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	4	23	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	5	18	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	6	15	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	7	2	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	8	50	2	6	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070035	9	18	2	13	1	9	0	 	 	 	 	 	 	 	 	0	10	12	7	8	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070036	0	5	1	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	3	1	6	 	 	 	 	 
R2INDX	IN070036	1	56	1	6	1	0	0	 	 	 	 	 	 	 	 	0	10	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070036	2	50	2	6	1	0	0	 	 	 	 	 	 	 	 	0	10	12	7	4	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070036	3	29	1	1	1	5	0	 	 	 	 	 	 	 	 	0	10	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070036	4	24	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070036	28	7	1	7	1	 	 	1	1	 	 	5	1	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	6	1	5	 	 	 	 	 
R2INDX	IN070038	0	5	1	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	1	0	0	0	6	3	4	 	 	 	 	 
R2INDX	IN070038	1	64	1	6	1	0	0	 	 	 	 	 	 	 	 	0	10	12	3	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070038	2	61	2	6	1	0	0	 	 	 	 	 	 	 	 	0	10	10	3	5	5	2	4	8	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070038	3	27	1	1	1	5	0	 	 	 	 	 	 	 	 	0	10	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070038	4	24	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070038	5	3	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070038	6	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070039	0	5	2	0	1	 	 	1	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	0	6	 	 	 	 	 
R2INDX	IN070039	1	74	2	18	1	0	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070039	2	54	1	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070039	3	39	1	1	1	7	0	 	 	 	 	 	 	 	 	0	12	6	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070039	4	27	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	8	5	3	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070039	28	6	1	18	1	 	 	2	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	6	1	6	 	 	 	 	 
R2INDX	IN070040	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	0	6	 	 	 	 	 
R2INDX	IN070040	1	36	1	1	1	0	0	 	 	 	 	 	 	 	 	0	12	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070040	2	32	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070040	3	25	2	2	1	7	0	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070041	0	5	2	0	1	 	 	0	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	5	4	3	 	 	 	 	 
R2INDX	IN070041	1	34	1	1	1	10	0	 	 	 	 	 	 	 	 	0	10	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070041	2	27	2	1	1	3	0	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070041	28	8	2	7	1	 	 	2	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	2	0	0	5	4	3	 	 	 	 	 
R2INDX	IN070041	29	80	2	6	1	0	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070042	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	4	0	6	 	 	 	 	 
R2INDX	IN070042	1	41	1	1	1	0	0	 	 	 	 	 	 	 	 	0	5	4	7	7	12	5	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070042	2	30	2	1	1	0	0	 	 	 	 	 	 	 	 	0	5	4	7	7	12	5	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070042	3	14	1	7	1	 	 	9	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	3	1	 	 	 	 	 
R2INDX	IN070042	4	12	2	7	1	 	 	3	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	2	0	0	6	2	3	 	 	 	 	 
R2INDX	IN070043	0	5	2	0	1	 	 	0	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	5	2	6	 	 	 	 	 
R2INDX	IN070043	1	29	1	1	1	10	0	 	 	 	 	 	 	 	 	0	13	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070043	2	26	2	1	1	10	0	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070043	3	18	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070043	4	17	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070043	28	7	1	7	1	 	 	1	1	 	 	5	3	3	3	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	5	2	5	 	 	 	 	 
R2INDX	IN070045	0	5	2	0	1	 	 	0	0	30	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	6	4	1	 	 	 	 	 
R2INDX	IN070045	1	32	1	1	1	10	0	 	 	 	 	 	 	 	 	0	12	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070045	2	28	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	7	5	12	3	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070046	0	5	2	0	1	 	 	0	1	 	 	5	3	2	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	1	4	 	 	 	 	 
R2INDX	IN070046	1	64	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070046	2	54	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070046	3	34	1	1	1	10	0	 	 	 	 	 	 	 	 	0	1	12	7	3	5	4	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070046	4	25	2	1	1	3	0	 	 	 	 	 	 	 	 	0	15	12	7	6	1	3	7	7	5	2	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070046	5	1	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070046	6	0	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070047	0	5	2	0	1	 	 	1	1	 	 	5	3	3	2	0	17	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	1	4	 	 	 	 	 
R2INDX	IN070047	1	34	1	1	1	0	0	 	 	 	 	 	 	 	 	0	12	6	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070047	2	25	2	1	1	0	0	 	 	 	 	 	 	 	 	0	15	12	7	4	12	3	7	7	12	4	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070047	3	3	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R2INDX	IN070047	4	55	2	5	1	0	0	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
