FORMNO	CHILDID	PLOTID	LAREA	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CRPRAIN1	CRPRAIN2	CROPDRY1	CROPDRY2	IRRIGAT	PERIRRIG
R2INDX	IN110028	1	.04	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110028	2	3	1	5	1	1	3	1	16800	13000	32	30	88	88	0	88
R2INDX	IN110028	3	2	1	5	1	1	1	1	5600	4300	32	30	88	88	0	88
R2INDX	IN110028	4	1	1	5	1	1	1	1	2400	2000	32	30	88	88	0	88
R2INDX	IN110028	5	1.5	1	5	1	1	1	1	4000	3600	32	30	88	88	0	88
R2INDX	IN110028	6	1.5	1	5	1	1	1	1	3200	3300	32	30	88	88	0	88
R2INDX	IN110028	7	3	2	5	0	0	88	1	12000	7500	88	88	23	88	0	88
R2INDX	IN110029	1	.03	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110029	2	3	6	5	0	0	88	1	14600	8800	32	30	88	88	0	88
R2INDX	IN110030	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110030	2	1	1	5	1	1	1	1	3650	3000	32	88	88	88	0	88
R2INDX	IN110030	3	2	2	5	0	0	88	1	7420	8200	32	30	88	88	0	88
R2INDX	IN110031	1	.01	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110031	2	2	2	5	0	0	88	1	9700	8000	32	30	88	88	0	88
R2INDX	IN110031	3	2	2	5	0	0	88	1	9700	8000	32	30	88	88	0	88
R2INDX	IN110031	4	3	1	5	1	1	90	1	14300	4000	32	30	88	88	0	88
R2INDX	IN110033	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110033	2	2	1	5	1	1	1	1	21250	7550	32	30	88	88	0	88
R2INDX	IN110033	3	3	2	5	0	0	88	1	10500	12050	88	88	68	88	0	88
R2INDX	IN110034	1	.02	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110034	2	5	1	5	1	1	1	1	24000	20000	32	30	88	88	0	88
R2INDX	IN110034	3	2	2	5	0	0	88	1	10000	7500	32	30	88	88	0	88
R2INDX	IN110035	1	.02	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN110035	2	1	1	5	0	0	88	1	4040	3300	32	88	37	88	0	88
R2INDX	IN110036	1	.01	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110037	1	.04	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110037	2	2	1	5	1	1	2	1	8400	4100	32	37	88	88	0	88
R2INDX	IN110038	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110039	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110039	2	3	1	5	1	1	1	1	8300	12000	32	37	88	88	0	88
R2INDX	IN110040	1	.05	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110040	2	.5	1	5	1	1	2	1	2600	1950	30	88	75	66	1	4
R2INDX	IN110041	1	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110042	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110042	2	5.5	1	5	1	1	1	1	18600	13140	32	30	88	88	0	88
R2INDX	IN110042	3	2.5	1	5	1	1	1	1	10200	6120	32	30	88	88	0	88
R2INDX	IN110042	4	2	1	5	1	1	1	1	7700	5120	32	30	88	88	0	88
R2INDX	IN110043	1	.04	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110043	2	14	1	5	1	1	2	1	73100	51200	32	88	37	30	0	88
R2INDX	IN110043	3	10	1	5	1	1	4	1	0	36000	68	88	88	88	0	88
R2INDX	IN110043	4	20	2	5	0	0	88	1	33000	60000	23	88	88	88	0	88
R2INDX	IN110044	1	.02	1	1	1	1	6	 	 	 	 	 	 	 	 	 
R2INDX	IN110044	2	5	1	6	1	1	6	1	35500	28000	32	30	88	88	0	88
R2INDX	IN110045	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110045	2	16	1	5	1	1	1	1	124500	72600	32	30	88	88	0	88
R2INDX	IN110046	1	.02	1	1	3	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110046	2	10	4	5	0	0	88	1	18750	20300	32	30	88	88	0	88
R2INDX	IN110047	1	.01	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN110047	2	2	1	5	3	1	3	1	7300	9150	32	30	88	88	0	88
R2INDX	IN110048	1	.03	1	1	1	1	4	 	 	 	 	 	 	 	 	 
R2INDX	IN110048	2	.2	1	2	1	1	4	 	 	 	 	 	 	 	 	 
R2INDX	IN110048	3	10	1	5	1	1	4	1	66800	40800	32	30	88	88	0	88
R2INDX	IN110050	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110050	2	12	1	5	1	1	1	1	59000	29740	32	30	88	88	0	88
R2INDX	IN110051	1	.04	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110051	2	10	1	5	1	1	1	1	8000	20000	32	51	88	88	1	3
R2INDX	IN110051	3	5	1	5	1	1	1	1	26000	20500	32	30	88	88	0	88
R2INDX	IN110052	1	.03	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110052	2	1	1	5	1	1	2	1	1700	1200	32	30	88	88	0	88
R2INDX	IN110053	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110053	2	1	1	5	1	1	1	1	4500	3475	32	30	88	88	0	88
R2INDX	IN110054	1	.01	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110054	2	1	1	5	1	1	1	1	4800	3000	32	30	88	88	0	88
R2INDX	IN110055	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110055	2	2	1	5	1	1	1	1	3400	10100	32	30	88	88	0	88
R2INDX	IN110056	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110056	2	5	1	5	1	1	2	1	5800	9000	32	88	88	88	0	88
R2INDX	IN110056	3	5	1	5	1	1	3	1	14000	10000	32	88	88	88	0	88
R2INDX	IN110057	1	.01	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110057	2	1.7	1	5	1	1	1	1	12400	8000	32	30	88	88	0	88
R2INDX	IN110058	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110058	2	5	4	5	0	0	88	1	10750	6700	32	30	88	88	0	88
R2INDX	IN110059	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110059	2	4	1	5	1	1	1	1	8820	7300	32	30	88	88	0	88
R2INDX	IN110060	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110061	1	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110061	2	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110061	3	4	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110061	4	1	1	5	1	1	1	1	225	3560	32	30	88	88	0	88
R2INDX	IN110063	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110063	2	5	4	5	0	0	88	1	11000	12150	32	30	2	88	0	88
R2INDX	IN110063	3	4	4	5	0	0	88	1	13000	10150	32	30	88	88	0	88
R2INDX	IN110064	1	.02	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN110064	2	2.5	1	5	1	1	3	1	11000	7250	32	30	88	88	0	88
R2INDX	IN110064	3	2.5	1	5	1	1	3	1	11000	7250	32	30	88	88	0	88
R2INDX	IN110065	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110065	2	2	1	5	1	1	1	1	8600	7500	32	88	88	88	0	88
R2INDX	IN110066	1	.02	1	1	1	1	2	 	 	 	32	30	88	88	0	88
R2INDX	IN110066	2	1	1	5	1	1	2	1	14500	5000	68	88	88	88	0	88
R2INDX	IN110066	3	12	4	5	0	0	88	1	32000	2000	 	 	 	 	 	 
R2INDX	IN110067	1	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110067	2	2	1	5	1	1	1	1	5200	15000	32	88	88	88	0	88
R2INDX	IN110067	3	2	2	5	0	0	88	1	6400	18000	32	88	88	88	0	88
R2INDX	IN110068	1	.01	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN110068	2	3	1	9	1	1	3	1	4000	0	32	88	88	88	0	88
R2INDX	IN110069	1	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110069	2	3	1	5	1	1	1	1	6390	8380	32	30	88	88	0	88
R2INDX	IN110070	1	.05	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110070	2	8	1	5	1	1	2	1	24400	10000	32	23	88	88	0	88
R2INDX	IN110070	3	2.5	1	5	1	1	2	1	8000	5000	32	30	88	88	0	88
R2INDX	IN110070	4	2.5	1	5	1	1	2	1	7000	5000	37	30	88	88	0	88
R2INDX	IN110071	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110071	2	2	1	5	1	1	2	1	2500	5000	32	30	88	88	0	88
R2INDX	IN110072	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110073	1	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110073	2	1	1	5	1	1	4	1	1600	5000	32	88	88	88	0	88
R2INDX	IN110073	3	3	2	5	0	0	88	1	52500	22000	88	88	53	32	1	4
R2INDX	IN110074	1	.01	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110074	2	2	1	5	1	1	3	1	7500	5000	32	88	88	88	0	88
R2INDX	IN110074	3	3	1	5	1	1	3	1	18000	7500	32	30	88	88	0	88
R2INDX	IN110075	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110075	2	10	1	5	1	1	2	1	30800	19000	32	53	88	88	1	0
R2INDX	IN110076	1	.01	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN110077	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110077	2	5	1	5	1	1	1	1	36000	8000	23	88	88	88	0	88
R2INDX	IN110077	3	2.5	1	5	1	1	1	1	9100	4000	32	88	88	88	0	88
R2INDX	IN110078	1	.03	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110078	2	.03	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN110078	3	3	1	5	1	1	3	1	12850	16000	32	30	88	88	0	88
R2INDX	IN110079	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110079	2	1	1	1	1	1	2	1	4130	3900	32	88	88	88	0	88
R2INDX	IN110080	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110080	2	2	1	5	1	1	1	1	18000	7000	23	88	88	88	0	88
R2INDX	IN110081	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110081	2	1	1	5	1	1	1	1	2480	2000	32	88	88	88	0	88
R2INDX	IN110081	3	8	4	5	0	0	88	1	14440	9800	68	88	88	88	0	88
R2INDX	IN110082	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110083	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110083	2	1.5	1	5	1	1	2	1	6240	9720	32	30	88	88	0	88
R2INDX	IN110083	3	3	1	5	1	1	2	1	4970	10000	32	88	88	88	0	88
R2INDX	IN110083	4	5	2	5	0	0	88	1	15260	42980	32	30	88	88	0	88
R2INDX	IN110084	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110085	1	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110085	2	4	1	5	1	1	3	1	1800	7000	32	88	88	88	0	88
R2INDX	IN110086	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110086	2	.01	1	3	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110086	3	15	1	5	1	1	1	1	28600	25300	32	30	88	88	0	88
R2INDX	IN110086	4	3	1	5	1	1	1	1	6850	8500	32	30	88	88	0	88
R2INDX	IN110086	5	5	2	5	0	0	88	1	20550	24800	32	30	88	88	0	88
R2INDX	IN110087	1	.02	1	1	1	1	3	77	-88	-88	 	 	 	 	 	 
R2INDX	IN110088	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110088	2	2	5	9	0	0	88	1	3500	0	 	 	 	 	 	 
R2INDX	IN110089	1	.04	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110089	2	2	1	5	1	1	1	1	6500	6000	32	88	88	88	0	88
R2INDX	IN110090	1	.01	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110091	1	.04	1	1	1	1	5	 	 	 	 	 	 	 	 	 
R2INDX	IN110091	2	.1	1	13	1	1	5	 	 	 	 	 	 	 	 	 
R2INDX	IN110091	3	3	1	5	1	1	5	1	25000	9700	32	30	88	88	0	88
R2INDX	IN110092	1	.1	1	3	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN110093	1	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110093	2	2	1	5	1	1	1	1	2400	4750	32	88	88	88	0	88
R2INDX	IN110094	1	.02	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110094	2	2	1	5	0	0	88	1	22230	10690	32	30	23	88	0	88
R2INDX	IN110095	1	.06	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110095	2	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110095	3	12.5	1	5	1	1	1	1	68800	37683	32	23	88	88	0	88
R2INDX	IN110095	4	4.5	1	5	1	1	1	1	38400	23083	23	88	88	88	0	88
R2INDX	IN110096	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110096	2	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110097	1	.04	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110097	2	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN110097	3	5	1	5	1	1	2	1	7800	12550	32	30	88	88	0	88
R2INDX	IN110097	4	8	4	5	0	0	88	1	9625	15000	32	30	88	88	0	88
R2INDX	IN110098	1	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN110098	2	3	1	9	1	1	1	1	2000	0	 	 	 	 	 	 
R2INDX	IN110099	1	.02	2	1	0	0	88	0	-88	3000	 	 	 	 	 	 
R2INDX	IN110099	2	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN110099	3	5	1	9	1	1	80	1	5000	0	 	 	 	 	 	 
R2INDX	IN110100	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN110100	2	3	1	5	1	1	1	1	12200	8800	32	88	88	88	0	88
R2INDX	IN110100	3	3	2	5	0	0	88	1	6990	9850	32	30	88	88	0	88
R2INDX	IN110102	1	.04	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN110103	1	.01	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN110104	1	.01	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN110104	2	3	1	5	1	1	3	1	13200	10000	32	88	88	88	0	88
R2INDX	IN110104	3	1	1	5	1	1	3	1	17000	10000	53	88	32	88	1	4
R2INDX	IN120001	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120002	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120003	1	.02	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120003	2	1	1	1	0	0	88	1	22000	11000	68	88	53	88	1	4
R2INDX	IN120004	1	.03	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120004	2	2.5	1	5	1	1	1	1	6050	6800	32	30	88	88	0	88
R2INDX	IN120005	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120005	2	1.5	4	5	0	0	88	1	7500	4750	53	88	88	88	0	88
R2INDX	IN120006	1	.01	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120006	2	2.5	1	5	1	1	3	1	5200	5000	32	30	88	88	0	88
R2INDX	IN120007	1	.01	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120007	2	1	4	5	0	0	88	1	12000	6000	53	88	53	88	1	4
R2INDX	IN120008	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120008	2	2	1	5	1	1	1	1	56000	21000	53	88	68	88	1	4
R2INDX	IN120009	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120009	2	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120010	1	.01	1	1	1	1	1	1	11500	7300	 	 	 	 	 	 
R2INDX	IN120010	2	3	1	5	1	1	1	 	 	 	32	30	88	88	0	88
R2INDX	IN120011	1	.01	1	1	1	1	90	 	 	 	 	 	 	 	 	 
R2INDX	IN120011	2	2.5	1	5	1	1	90	1	4200	6600	32	30	88	88	0	88
R2INDX	IN120012	1	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120012	2	4	2	5	0	0	88	1	11000	9400	32	30	88	88	77	88
R2INDX	IN120013	1	.03	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120013	2	3	1	5	1	1	2	1	12540	10500	32	30	88	88	0	88
R2INDX	IN120014	1	.04	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120014	2	1	1	5	1	1	2	1	7000	2900	68	88	88	88	0	88
R2INDX	IN120014	3	8	1	5	1	1	2	1	30000	26500	32	30	32	88	1	1
R2INDX	IN120014	4	7	1	5	1	1	4	1	18000	12500	32	30	88	88	0	88
R2INDX	IN120014	5	2	1	5	1	1	2	1	18000	4900	25	32	88	88	0	88
R2INDX	IN120015	1	.01	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN120016	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120016	2	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120017	1	.04	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN120018	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120018	2	9.23	1	5	1	1	1	1	16000	50000	51	32	88	88	1	1
R2INDX	IN120019	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN120020	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120020	2	12	1	5	1	1	1	1	42400	30000	32	30	88	88	0	88
R2INDX	IN120020	3	.5	2	5	1	1	1	1	12000	5000	68	88	68	88	1	4
R2INDX	IN120021	1	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120022	1	.01	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120022	2	5	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120023	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120023	2	5	1	5	1	1	1	1	17400	16000	32	30	88	88	0	88
R2INDX	IN120023	3	1.5	4	5	0	0	88	1	2400	1700	 	 	 	 	 	 
R2INDX	IN120024	1	.02	1	1	1	1	4	 	 	 	 	 	 	 	 	 
R2INDX	IN120024	2	1.5	1	11	1	1	4	 	 	 	 	 	 	 	 	 
R2INDX	IN120025	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120025	2	2	1	5	1	1	1	1	3200	5000	32	88	88	88	0	88
R2INDX	IN120026	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120026	2	5	1	5	1	1	1	1	12000	14000	32	88	88	88	0	88
R2INDX	IN120027	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120027	2	3	1	5	1	1	1	1	34000	11800	68	88	53	88	1	4
R2INDX	IN120027	3	5	1	5	1	1	1	1	10400	14000	32	30	88	88	0	88
R2INDX	IN120028	1	.02	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120028	2	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120028	3	2.5	1	5	1	1	3	1	4800	4200	32	88	88	88	0	88
R2INDX	IN120029	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120029	2	.5	1	11	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN120030	1	.02	1	1	1	1	90	 	 	 	 	 	 	 	 	 
R2INDX	IN120030	2	1	1	5	1	1	1	1	2450	3000	32	30	88	88	0	88
R2INDX	IN120031	1	.01	1	9	1	1	2	1	250	0	 	 	 	 	 	 
R2INDX	IN120031	2	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120031	3	5	1	9	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN120032	1	.01	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120032	2	2.4	1	5	1	1	1	1	6000	12000	32	30	88	88	0	88
R2INDX	IN120033	1	.06	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120033	2	3	1	5	1	1	1	1	4900	6000	32	88	88	88	1	0
R2INDX	IN120033	3	4	4	5	0	0	88	1	7500	4000	53	88	88	88	1	0
R2INDX	IN120034	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120034	2	2	1	5	1	1	1	1	4800	8400	32	30	88	88	77	88
R2INDX	IN120035	1	.04	1	1	1	1	7	 	 	 	 	 	 	 	 	 
R2INDX	IN120035	2	11	1	5	1	1	7	1	21600	28000	32	30	88	88	0	0
R2INDX	IN120036	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120036	2	.02	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120036	3	5	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120037	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120037	2	3.5	1	5	1	1	1	1	7600	5000	32	30	88	88	0	88
R2INDX	IN120037	3	1.5	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120038	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120038	2	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120039	1	.04	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120039	2	.01	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120039	3	10	1	5	0	0	88	1	20300	9000	32	88	53	88	1	1
R2INDX	IN120040	1	.02	1	1	1	1	1	 	 	 	32	30	88	88	0	88
R2INDX	IN120040	2	2	2	5	0	0	88	1	5325	10520	 	 	 	 	 	 
R2INDX	IN120041	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120041	2	3	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120042	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120042	2	5.9	1	9	1	1	1	1	3500	0	 	 	 	 	 	 
R2INDX	IN120042	3	5	1	9	1	1	1	1	3500	0	 	 	 	 	 	 
R2INDX	IN120043	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120044	1	.02	1	1	1	1	5	 	 	 	 	 	 	 	 	 
R2INDX	IN120044	2	.75	1	5	1	1	5	1	3900	3950	53	88	88	88	1	4
R2INDX	IN120045	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120045	2	2	1	5	1	1	1	1	4400	5000	32	88	88	88	1	4
R2INDX	IN120046	1	.03	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120046	2	1	1	5	1	1	1	1	800	1380	32	88	88	88	0	88
R2INDX	IN120047	1	.01	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120047	2	1	1	5	1	1	2	1	8000	3000	46	88	46	88	1	4
R2INDX	IN120047	3	2	4	10	0	0	88	1	62400	19400	53	88	53	88	1	4
R2INDX	IN120048	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120048	2	.5	1	5	1	1	1	1	4200	4900	53	88	88	88	1	4
R2INDX	IN120049	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120049	2	.5	1	5	1	1	1	1	12000	4000	46	88	46	88	1	4
R2INDX	IN120050	1	.03	1	5	1	1	4	 	 	 	 	 	 	 	 	 
R2INDX	IN120051	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120051	2	1.5	1	5	1	1	1	1	15000	11000	46	88	46	88	1	2
R2INDX	IN120052	1	.06	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120052	2	.04	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120052	3	.02	1	1	3	1	1	1	94950	27000	32	88	68	53	1	1
R2INDX	IN120052	4	13	1	5	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120053	1	.02	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	IN120054	1	.06	1	1	1	1	1	1	8000	5000	 	 	 	 	 	 
R2INDX	IN120054	2	2	1	5	1	1	1	1	10000	4500	53	88	68	88	1	4
R2INDX	IN120054	3	3	1	5	1	1	1	1	9000	6000	30	32	88	88	0	88
R2INDX	IN120055	1	.02	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN120055	2	2	2	5	0	0	88	1	5400	4500	32	30	88	88	0	88
R2INDX	IN120056	1	.04	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120056	2	2	1	5	1	1	2	1	23000	15000	88	88	57	88	1	2
R2INDX	IN120056	3	3	1	5	1	1	2	 	 	 	53	88	88	88	1	88
R2INDX	IN120056	4	5	1	5	1	1	2	 	 	 	32	30	88	88	1	88
R2INDX	IN120057	1	.02	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN120057	2	2	1	11	1	1	3	 	 	 	 	 	 	 	 	 
R2INDX	IN120058	1	.04	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN120058	2	3	1	5	1	1	1	1	3000	4000	32	88	88	88	1	0
R2INDX	IN120059	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120059	2	2	1	11	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120060	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN120060	2	2	1	5	1	1	2	1	2000	4000	32	30	88	88	1	0
R2INDX	IN120061	1	.05	1	1	1	1	5	 	 	 	 	 	 	 	 	 
R2INDX	IN120061	2	2	1	5	1	1	2	1	10000	9000	32	30	88	88	0	88
R2INDX	IN120061	3	2	1	5	1	1	2	1	19500	8700	53	88	88	88	0	88
R2INDX	IN120062	1	.03	1	1	1	1	1	 	 	 	 	 	 	 	 	 
