FORMNO	CHILDID	PASSID	PASSET	NUMPASS	VALPASS	DECPASS
R2INDX	IN110001	2	88	88	-88	88
R2INDX	IN110001	3	88	88	-88	88
R2INDX	IN110002	1	1	1	30	1
R2INDX	IN110002	2	1	4	200	1
R2INDX	IN110002	3	88	88	-88	88
R2INDX	IN110003	1	1	5	230	2
R2INDX	IN110003	2	8	4	60	2
R2INDX	IN110003	3	8	2	40	2
R2INDX	IN110004	1	88	88	-88	88
R2INDX	IN110004	2	88	88	-88	88
R2INDX	IN110004	3	88	88	-88	88
R2INDX	IN110005	1	1	6	1000	5
R2INDX	IN110005	2	4	1	500	5
R2INDX	IN110005	3	2	1	6000	5
R2INDX	IN110005	4	8	10	500	5
R2INDX	IN110007	1	1	5	2000	2
R2INDX	IN110007	2	4	2	2600	2
R2INDX	IN110007	3	2	1	10000	2
R2INDX	IN110007	4	3	1	2000	2
R2INDX	IN110007	5	8	10	500	2
R2INDX	IN110008	1	88	88	-88	88
R2INDX	IN110008	2	88	88	-88	88
R2INDX	IN110008	3	88	88	-88	88
R2INDX	IN110009	1	1	30	4500	1
R2INDX	IN110009	2	2	1	18000	1
R2INDX	IN110009	3	4	4	3700	1
R2INDX	IN110009	4	3	1	4000	1
R2INDX	IN110009	5	8	20	1000	1
R2INDX	IN110010	1	88	88	-88	88
R2INDX	IN110010	2	88	88	-88	88
R2INDX	IN110010	3	88	88	-88	88
R2INDX	IN110011	1	1	4	300	1
R2INDX	IN110011	2	8	2	70	1
R2INDX	IN110011	3	88	88	-88	88
R2INDX	IN110012	1	1	3	300	3
R2INDX	IN110012	2	8	7	500	3
R2INDX	IN110012	3	2	1	15000	3
R2INDX	IN110013	1	1	4	800	2
R2INDX	IN110013	2	2	1	10000	2
R2INDX	IN110013	3	4	2	600	2
R2INDX	IN110014	1	1	7	4500	0
R2INDX	IN110014	2	4	2	1000	2
R2INDX	IN110014	3	2	1	24000	2
R2INDX	IN110015	1	1	16	1890	1
R2INDX	IN110015	2	4	1	500	1
R2INDX	IN110015	3	2	1	7000	1
R2INDX	IN110016	1	88	88	-88	88
R2INDX	IN110016	2	88	88	-88	88
R2INDX	IN110016	3	88	88	-88	88
R2INDX	IN110017	1	88	88	-88	88
R2INDX	IN110017	2	88	88	-88	88
R2INDX	IN110017	3	88	88	-88	88
R2INDX	IN110018	1	4	1	600	3
R2INDX	IN110018	2	1	10	400	3
R2INDX	IN110018	3	88	88	-88	88
R2INDX	IN110019	1	30	1	30	2
R2INDX	IN110019	2	88	88	-88	88
R2INDX	IN110019	3	88	88	-88	88
R2INDX	IN110020	1	1	5	200	1
R2INDX	IN110020	2	88	88	-88	88
R2INDX	IN110020	3	88	88	-88	88
R2INDX	IN110021	1	1	4	400	2
R2INDX	IN110021	2	8	4	300	2
R2INDX	IN110021	3	88	88	-88	88
R2INDX	IN110022	1	1	2	50	1
R2INDX	IN110022	2	88	88	-88	88
R2INDX	IN110022	3	88	88	-88	88
R2INDX	IN110023	1	1	4	100	5
R2INDX	IN110023	2	88	88	-88	88
R2INDX	IN110023	3	88	88	-88	88
R2INDX	IN110024	1	88	88	-88	88
R2INDX	IN110024	2	88	88	-88	88
R2INDX	IN110024	3	88	88	-88	88
R2INDX	IN110025	1	1	4	200	1
R2INDX	IN110025	2	4	1	500	1
R2INDX	IN110025	3	2	1	10000	1
R2INDX	IN110025	4	8	9	270	1
R2INDX	IN110027	1	1	6	200	5
R2INDX	IN110027	2	88	88	-88	88
R2INDX	IN110027	3	88	88	-88	88
R2INDX	IN110028	1	1	3	300	1
R2INDX	IN110028	2	2	1	8000	1
R2INDX	IN110028	3	88	88	-88	88
R2INDX	IN110029	1	1	0	-88	88
R2INDX	IN110029	2	1	1	50	2
R2INDX	IN110029	3	1	1	30	2
R2INDX	IN110030	1	88	88	-88	88
R2INDX	IN110030	2	88	88	-88	88
R2INDX	IN110030	3	88	88	-88	88
R2INDX	IN110031	1	4	1	500	3
R2INDX	IN110031	2	8	1	500	3
R2INDX	IN110031	3	1	3	100	3
R2INDX	IN110033	1	1	4	450	1
R2INDX	IN110033	2	88	88	-88	88
R2INDX	IN110033	3	88	88	-88	88
R2INDX	IN110034	1	25	1	40000	90
R2INDX	IN110034	2	88	88	-88	88
R2INDX	IN110034	3	88	88	-88	88
R2INDX	IN110035	1	30	10	250	4
R2INDX	IN110035	2	88	88	-88	88
R2INDX	IN110035	3	88	88	-88	88
R2INDX	IN110036	1	88	88	-88	88
R2INDX	IN110036	2	88	88	-88	88
R2INDX	IN110036	3	88	88	-88	88
R2INDX	IN110037	1	1	4	1000	2
R2INDX	IN110037	2	8	7	300	2
R2INDX	IN110037	3	88	88	-88	88
R2INDX	IN110038	1	88	88	-88	88
R2INDX	IN110038	2	88	88	-88	88
R2INDX	IN110038	3	88	88	-88	88
R2INDX	IN110039	1	1	12	2000	1
R2INDX	IN110039	2	2	1	10000	1
R2INDX	IN110039	3	88	88	-88	88
R2INDX	IN110040	1	1	7	580	2
R2INDX	IN110040	2	8	4	80	2
R2INDX	IN110040	3	88	88	-88	88
R2INDX	IN110041	1	8	1	20	5
R2INDX	IN110041	2	88	88	-88	88
R2INDX	IN110041	3	88	88	-88	88
R2INDX	IN110042	1	1	7	2380	1
R2INDX	IN110042	2	2	1	10000	1
R2INDX	IN110042	3	4	1	500	1
R2INDX	IN110043	1	1	4	800	2
R2INDX	IN110043	2	4	1	300	2
R2INDX	IN110043	3	3	1	1000	2
R2INDX	IN110043	4	2	1	20000	2
R2INDX	IN110043	5	8	15	600	2
R2INDX	IN110044	1	1	0	-88	88
R2INDX	IN110044	2	88	88	-88	88
R2INDX	IN110044	3	88	88	-88	88
R2INDX	IN110045	1	1	12	700	1
R2INDX	IN110045	2	2	1	12000	1
R2INDX	IN110045	3	4	2	2300	1
R2INDX	IN110045	4	8	2	1400	1
R2INDX	IN110045	5	8	4	1000	1
R2INDX	IN110045	6	8	8	200	1
R2INDX	IN110046	1	88	88	-88	88
R2INDX	IN110046	2	88	88	-88	88
R2INDX	IN110046	3	88	88	-88	88
R2INDX	IN110047	1	88	88	-88	88
R2INDX	IN110047	2	88	88	-88	88
R2INDX	IN110047	3	88	88	-88	88
R2INDX	IN110048	1	1	18	5250	4
R2INDX	IN110048	2	4	1	300	4
R2INDX	IN110048	3	2	1	20000	4
R2INDX	IN110050	1	2	1	10000	4
R2INDX	IN110050	2	1	3	400	4
R2INDX	IN110050	3	8	5	250	4
R2INDX	IN110051	1	1	7	350	1
R2INDX	IN110051	2	4	1	1000	1
R2INDX	IN110051	3	8	3	250	1
R2INDX	IN110052	1	88	88	-88	88
R2INDX	IN110052	2	88	88	-88	88
R2INDX	IN110052	3	88	88	-88	88
R2INDX	IN110053	1	1	0	-88	88
R2INDX	IN110053	2	4	0	-88	88
R2INDX	IN110053	3	3	0	-88	88
R2INDX	IN110054	1	88	88	-88	88
R2INDX	IN110054	2	88	88	-88	88
R2INDX	IN110054	3	88	88	-88	88
R2INDX	IN110055	1	88	88	-88	88
R2INDX	IN110055	2	88	88	-88	88
R2INDX	IN110055	3	88	88	-88	88
R2INDX	IN110056	1	88	88	-88	88
R2INDX	IN110056	2	88	88	-88	88
R2INDX	IN110056	3	88	88	-88	88
R2INDX	IN110057	1	88	88	-88	88
R2INDX	IN110057	2	88	88	-88	88
R2INDX	IN110057	3	88	88	-88	88
R2INDX	IN110058	1	1	2	250	1
R2INDX	IN110058	2	8	2	80	1
R2INDX	IN110058	3	88	88	-88	88
R2INDX	IN110059	1	30	8	2200	1
R2INDX	IN110059	2	1	3	400	1
R2INDX	IN110059	3	4	1	200	1
R2INDX	IN110059	4	8	4	250	1
R2INDX	IN110059	5	2	1	15000	1
R2INDX	IN110060	1	88	88	-88	88
R2INDX	IN110060	2	88	88	-88	88
R2INDX	IN110060	3	88	88	-88	88
R2INDX	IN110061	1	88	88	-88	88
R2INDX	IN110061	2	88	88	-88	88
R2INDX	IN110061	3	88	88	-88	88
R2INDX	IN110063	1	1	11	810	1
R2INDX	IN110063	2	4	1	200	1
R2INDX	IN110063	3	88	88	-88	88
R2INDX	IN110064	1	88	88	-88	88
R2INDX	IN110064	2	88	88	-88	88
R2INDX	IN110064	3	88	88	-88	88
R2INDX	IN110065	1	88	88	-88	88
R2INDX	IN110065	2	88	88	-88	88
R2INDX	IN110065	3	88	88	-88	88
R2INDX	IN110066	1	8	1	700	2
R2INDX	IN110066	2	4	1	500	2
R2INDX	IN110066	3	1	8	400	2
R2INDX	IN110067	1	15	50	15000	3
R2INDX	IN110067	2	88	88	-88	88
R2INDX	IN110067	3	88	88	-88	88
R2INDX	IN110068	1	88	88	-88	88
R2INDX	IN110068	2	88	88	-88	88
R2INDX	IN110068	3	88	88	-88	88
R2INDX	IN110069	1	30	8	700	2
R2INDX	IN110069	2	88	88	-88	88
R2INDX	IN110069	3	88	88	-88	88
R2INDX	IN110070	1	1	4	250	2
R2INDX	IN110070	2	4	2	2000	2
R2INDX	IN110070	3	8	8	2500	2
R2INDX	IN110070	4	2	1	20000	2
R2INDX	IN110071	1	88	88	-88	88
R2INDX	IN110071	2	88	88	-88	88
R2INDX	IN110071	3	88	88	-88	88
R2INDX	IN110072	1	30	5	400	1
R2INDX	IN110072	2	88	88	-88	88
R2INDX	IN110072	3	88	88	-88	88
R2INDX	IN110073	1	23	1	100000	4
R2INDX	IN110073	2	88	88	-88	88
R2INDX	IN110073	3	88	88	-88	88
R2INDX	IN110074	1	2	1	12000	3
R2INDX	IN110074	2	8	2	1500	3
R2INDX	IN110074	3	4	1	500	3
R2INDX	IN110074	4	1	6	300	3
R2INDX	IN110075	1	88	88	-88	88
R2INDX	IN110075	2	88	88	-88	88
R2INDX	IN110075	3	88	88	-88	88
R2INDX	IN110076	1	88	88	-88	88
R2INDX	IN110076	2	88	88	-88	88
R2INDX	IN110076	3	88	88	-88	88
R2INDX	IN110077	1	1	4	250	1
R2INDX	IN110077	2	8	3	250	1
R2INDX	IN110077	3	88	88	-88	88
R2INDX	IN110078	1	23	9	17000	3
R2INDX	IN110078	2	88	88	-88	88
R2INDX	IN110078	3	88	88	-88	88
R2INDX	IN110079	1	1	5	240	2
R2INDX	IN110079	2	2	1	2250	1
R2INDX	IN110079	3	4	1	400	2
R2INDX	IN110080	1	88	88	-88	88
R2INDX	IN110080	2	88	88	-88	88
R2INDX	IN110080	3	88	88	-88	88
R2INDX	IN110081	1	1	4	300	2
R2INDX	IN110081	2	8	3	150	2
R2INDX	IN110081	3	88	88	-88	88
R2INDX	IN110082	1	88	88	-88	88
R2INDX	IN110082	2	88	88	-88	88
R2INDX	IN110082	3	88	88	-88	88
R2INDX	IN110083	1	1	4	260	2
R2INDX	IN110083	2	4	1	500	2
R2INDX	IN110083	3	8	5	140	2
R2INDX	IN110084	1	88	88	-88	88
R2INDX	IN110084	2	88	88	-88	88
R2INDX	IN110084	3	88	88	-88	88
R2INDX	IN110085	1	23	7	5000	3
R2INDX	IN110085	2	88	88	-88	88
R2INDX	IN110085	3	88	88	-88	88
R2INDX	IN110086	1	1	22	1750	1
R2INDX	IN110086	2	4	1	500	1
R2INDX	IN110086	3	2	1	8000	1
R2INDX	IN110087	1	3	3	750	3
R2INDX	IN110087	2	3	2	60	3
R2INDX	IN110087	3	88	88	-88	88
R2INDX	IN110088	1	30	4	820	2
R2INDX	IN110088	2	88	88	-88	88
R2INDX	IN110088	3	88	88	-88	88
R2INDX	IN110089	1	18	0	-88	88
R2INDX	IN110089	2	88	88	-88	88
R2INDX	IN110089	3	88	88	-88	88
R2INDX	IN110090	1	1	1	300	1
R2INDX	IN110090	2	88	88	-88	88
R2INDX	IN110090	3	88	88	-88	88
R2INDX	IN110091	1	1	3	250	1
R2INDX	IN110091	2	8	2	100	1
R2INDX	IN110091	3	88	88	-88	88
R2INDX	IN110092	1	13	7	1150	90
R2INDX	IN110092	2	30	1	100000	90
R2INDX	IN110092	3	88	88	-88	88
R2INDX	IN110093	1	1	2	150	1
R2INDX	IN110093	2	8	3	38	1
R2INDX	IN110093	3	88	88	-88	88
R2INDX	IN110094	1	7	1	500000	1
R2INDX	IN110094	2	1	2	300	1
R2INDX	IN110094	3	2	1	20000	1
R2INDX	IN110094	4	4	1	500	1
R2INDX	IN110094	5	8	5	300	1
R2INDX	IN110095	1	88	88	-88	88
R2INDX	IN110095	2	88	88	-88	88
R2INDX	IN110095	3	88	88	-88	88
R2INDX	IN110096	1	88	88	-88	88
R2INDX	IN110096	2	88	88	-88	88
R2INDX	IN110096	3	88	88	-88	88
R2INDX	IN110097	1	1	22	1460	2
R2INDX	IN110097	2	2	1	10000	2
R2INDX	IN110097	3	4	1	400	2
R2INDX	IN110098	1	2	1	1200	2
R2INDX	IN110098	2	88	88	-88	88
R2INDX	IN110098	3	88	88	-88	88
R2INDX	IN110099	1	25	1	1200	1
R2INDX	IN110099	2	88	88	-88	88
R2INDX	IN110099	3	88	88	-88	88
R2INDX	IN110100	1	1	11	970	2
R2INDX	IN110100	2	2	1	6000	2
R2INDX	IN110100	3	4	1	300	2
R2INDX	IN110102	1	1	2	130	1
R2INDX	IN110102	2	1	2	30	1
R2INDX	IN110102	3	88	88	-88	88
R2INDX	IN110103	1	88	88	-88	88
R2INDX	IN110103	2	88	88	-88	88
R2INDX	IN110103	3	88	88	-88	88
R2INDX	IN110104	1	88	88	-88	88
R2INDX	IN110104	2	88	88	-88	88
R2INDX	IN110104	3	88	88	-88	88
R2INDX	IN120001	1	1	2	25	1
R2INDX	IN120001	2	88	88	-88	88
R2INDX	IN120001	3	88	88	-88	88
R2INDX	IN120002	1	13	4	285	1
R2INDX	IN120002	2	8	3	70	1
R2INDX	IN120002	3	88	88	-88	88
R2INDX	IN120003	1	1	4	350	1
R2INDX	IN120003	2	88	88	-88	88
R2INDX	IN120003	3	88	88	-88	88
R2INDX	IN120004	1	88	88	-88	88
R2INDX	IN120004	2	88	88	-88	88
R2INDX	IN120004	3	88	88	-88	88
R2INDX	IN120005	1	88	88	-88	88
R2INDX	IN120005	2	88	88	-88	88
R2INDX	IN120005	3	88	88	-88	88
R2INDX	IN120006	1	30	3	300	3
R2INDX	IN120006	2	88	88	-88	88
R2INDX	IN120006	3	88	88	-88	88
R2INDX	IN120007	1	88	88	-88	88
R2INDX	IN120007	2	88	88	-88	88
R2INDX	IN120007	3	88	88	-88	88
R2INDX	IN120008	1	1	8	3000	1
R2INDX	IN120008	2	88	88	-88	88
R2INDX	IN120008	3	88	88	-88	88
R2INDX	IN120009	1	88	88	-88	88
R2INDX	IN120009	2	88	88	-88	88
R2INDX	IN120009	3	88	88	-88	88
R2INDX	IN120010	1	21	2	5500	2
R2INDX	IN120010	2	30	7	200	2
R2INDX	IN120010	3	88	88	-88	88
R2INDX	IN120011	1	88	88	-88	88
R2INDX	IN120011	2	88	88	-88	88
R2INDX	IN120011	3	88	88	-88	88
R2INDX	IN120012	1	88	88	-88	88
R2INDX	IN120012	2	88	88	-88	88
R2INDX	IN120012	3	88	88	-88	88
R2INDX	IN120013	1	1	7	5000	2
R2INDX	IN120013	2	8	6	1200	2
R2INDX	IN120013	3	88	88	-88	88
R2INDX	IN120014	1	1	12	500	4
R2INDX	IN120014	2	2	1	15000	4
R2INDX	IN120014	3	3	1	4500	4
R2INDX	IN120014	4	4	6	2800	4
R2INDX	IN120014	5	5	2	30000	4
R2INDX	IN120014	6	8	17	400	4
R2INDX	IN120015	1	1	2	300	5
R2INDX	IN120015	2	88	88	-88	88
R2INDX	IN120015	3	88	88	-88	88
R2INDX	IN120016	1	1	4	60	1
R2INDX	IN120016	2	8	0	-88	88
R2INDX	IN120016	3	88	88	-88	88
R2INDX	IN120017	1	23	1	200	1
R2INDX	IN120017	2	30	100	100	1
R2INDX	IN120017	3	88	88	-88	88
R2INDX	IN120018	1	1	3	60	1
R2INDX	IN120018	2	88	88	-88	88
R2INDX	IN120018	3	88	88	-88	88
R2INDX	IN120019	1	1	1	50	1
R2INDX	IN120019	2	88	88	-88	88
R2INDX	IN120019	3	88	88	-88	88
R2INDX	IN120020	1	1	20	3500	1
R2INDX	IN120020	2	88	88	-88	88
R2INDX	IN120020	3	88	88	-88	88
R2INDX	IN120021	1	88	88	-88	88
R2INDX	IN120021	2	88	88	-88	88
R2INDX	IN120021	3	88	88	-88	88
R2INDX	IN120022	1	21	1	2500	1
R2INDX	IN120022	2	30	1	50	1
R2INDX	IN120022	3	88	88	-88	88
R2INDX	IN120023	1	1	2	100	1
R2INDX	IN120023	2	2	1	10000	1
R2INDX	IN120023	3	8	5	150	1
R2INDX	IN120024	1	88	88	-88	88
R2INDX	IN120024	2	88	88	-88	88
R2INDX	IN120024	3	88	88	-88	88
R2INDX	IN120025	1	88	88	-88	88
R2INDX	IN120025	2	88	88	-88	88
R2INDX	IN120025	3	88	88	-88	88
R2INDX	IN120026	1	23	5	1500	3
R2INDX	IN120026	2	88	88	-88	88
R2INDX	IN120026	3	88	88	-88	88
R2INDX	IN120027	1	1	3	500	1
R2INDX	IN120027	2	5	1	50000	1
R2INDX	IN120027	3	4	1	400	1
R2INDX	IN120027	4	8	19	10000	1
R2INDX	IN120028	1	23	1	4000	3
R2INDX	IN120028	2	30	3	4000	3
R2INDX	IN120028	3	30	1	5000	3
R2INDX	IN120029	1	23	2	260	3
R2INDX	IN120029	2	23	1	1500	3
R2INDX	IN120029	3	88	88	-88	88
R2INDX	IN120030	1	88	88	-88	88
R2INDX	IN120030	2	88	88	-88	88
R2INDX	IN120030	3	88	88	-88	88
R2INDX	IN120031	1	23	1	4000	2
R2INDX	IN120031	2	88	88	-88	88
R2INDX	IN120031	3	88	88	-88	88
R2INDX	IN120032	1	30	1	8000	1
R2INDX	IN120032	2	88	88	-88	88
R2INDX	IN120032	3	88	88	-88	88
R2INDX	IN120033	1	1	4	80	1
R2INDX	IN120033	2	88	88	-88	88
R2INDX	IN120033	3	88	88	-88	88
R2INDX	IN120034	1	13	20	1275	1
R2INDX	IN120034	2	88	88	-88	88
R2INDX	IN120034	3	88	88	-88	88
R2INDX	IN120035	1	1	12	300	7
R2INDX	IN120035	2	4	1	500	7
R2INDX	IN120035	3	88	88	-88	88
R2INDX	IN120036	1	15	15	1000	1
R2INDX	IN120036	2	23	1	400	1
R2INDX	IN120036	3	88	88	-88	88
R2INDX	IN120037	1	88	88	-88	88
R2INDX	IN120037	2	88	88	-88	88
R2INDX	IN120037	3	88	88	-88	88
R2INDX	IN120038	1	88	88	-88	88
R2INDX	IN120038	2	88	88	-88	88
R2INDX	IN120038	3	88	88	-88	88
R2INDX	IN120039	1	9	9	200	4
R2INDX	IN120039	2	88	88	-88	88
R2INDX	IN120039	3	88	88	-88	88
R2INDX	IN120040	1	9	0	-88	88
R2INDX	IN120040	2	88	88	-88	88
R2INDX	IN120040	3	88	88	-88	88
R2INDX	IN120041	1	88	88	-88	88
R2INDX	IN120041	2	88	88	-88	88
R2INDX	IN120041	3	88	88	-88	88
R2INDX	IN120042	1	30	9	670	1
R2INDX	IN120042	2	88	88	-88	88
R2INDX	IN120042	3	88	88	-88	88
R2INDX	IN120043	1	88	88	-88	88
R2INDX	IN120043	2	88	88	-88	88
R2INDX	IN120043	3	88	88	-88	88
R2INDX	IN120044	1	13	16	1330	1
R2INDX	IN120044	2	88	88	-88	88
R2INDX	IN120044	3	88	88	-88	88
R2INDX	IN120045	1	13	6	400	1
R2INDX	IN120045	2	88	88	-88	88
R2INDX	IN120045	3	88	88	-88	88
R2INDX	IN120046	1	88	88	-88	88
R2INDX	IN120046	2	88	88	-88	88
R2INDX	IN120046	3	88	88	-88	88
R2INDX	IN120047	1	1	4	150	1
R2INDX	IN120047	2	88	88	-88	88
R2INDX	IN120047	3	88	88	-88	88
R2INDX	IN120048	1	1	1	60	1
R2INDX	IN120048	2	8	3	30	1
R2INDX	IN120048	3	8	2	60	1
R2INDX	IN120049	1	8	50	350	1
R2INDX	IN120049	2	88	88	-88	88
R2INDX	IN120049	3	88	88	-88	88
R2INDX	IN120050	1	8	19	1400	1
R2INDX	IN120050	2	88	88	-88	88
R2INDX	IN120050	3	88	88	-88	88
R2INDX	IN120051	1	8	50	1000	88
R2INDX	IN120051	2	8	0	-88	88
R2INDX	IN120051	3	8	5	25	3
R2INDX	IN120052	1	88	88	-88	88
R2INDX	IN120052	2	88	88	-88	88
R2INDX	IN120052	3	88	88	-88	88
R2INDX	IN120053	1	1	4	200	1
R2INDX	IN120053	2	88	88	-88	88
R2INDX	IN120053	3	88	88	-88	88
R2INDX	IN120054	1	1	4	400	1
R2INDX	IN120054	2	4	2	100	1
R2INDX	IN120054	3	8	9	3750	1
R2INDX	IN120054	4	5	1	25000	1
R2INDX	IN120055	1	4	1	200	1
R2INDX	IN120055	2	8	3	150	1
R2INDX	IN120055	3	88	88	-88	88
R2INDX	IN120056	1	1	14	600	2
R2INDX	IN120056	2	2	1	10000	2
R2INDX	IN120056	3	4	1	1000	2
R2INDX	IN120057	1	1	5	150	3
R2INDX	IN120057	2	88	88	-88	88
R2INDX	IN120057	3	88	88	-88	88
R2INDX	IN120058	1	1	6	400	1
R2INDX	IN120058	2	88	88	-88	88
R2INDX	IN120058	3	88	88	-88	88
R2INDX	IN120059	1	1	6	300	2
R2INDX	IN120059	2	88	88	-88	88
R2INDX	IN120059	3	88	88	-88	88
R2INDX	IN120060	1	1	1	50	2
R2INDX	IN120060	2	8	5	100	2
R2INDX	IN120060	3	88	88	-88	88
R2INDX	IN120061	1	1	1	200	2
R2INDX	IN120061	2	8	9	2000	2
R2INDX	IN120061	3	88	88	-88	88
R2INDX	IN120062	1	1	6	100	1
R2INDX	IN120062	2	88	88	-88	88
R2INDX	IN120062	3	88	88	-88	88
R2INDX	IN120063	1	8	3	15	2
R2INDX	IN120063	2	8	3	90	2
R2INDX	IN120063	3	88	88	-88	88
R2INDX	IN120064	1	1	0	0	88
R2INDX	IN120064	2	88	88	-88	88
R2INDX	IN120064	3	88	88	-88	88
R2INDX	IN120065	1	1	15	280	2
R2INDX	IN120065	2	88	88	-88	88
R2INDX	IN120065	3	88	88	-88	88
R2INDX	IN120066	1	1	1	120	3
R2INDX	IN120066	2	8	1	50	3
R2INDX	IN120066	3	88	88	-88	88
R2INDX	IN120067	1	88	88	-88	88
R2INDX	IN120067	2	88	88	-88	88
R2INDX	IN120067	3	88	88	-88	88
R2INDX	IN120068	1	88	88	-88	88
R2INDX	IN120068	2	88	88	-88	88
R2INDX	IN120068	3	88	88	-88	88
R2INDX	IN120069	1	1	15	700	1
R2INDX	IN120069	2	4	2	400	1
R2INDX	IN120069	3	88	88	-88	88
R2INDX	IN120070	1	1	14	180	3
R2INDX	IN120070	2	88	88	-88	88
R2INDX	IN120070	3	88	88	-88	88
R2INDX	IN120071	1	1	1	1600	1
R2INDX	IN120071	2	88	88	-88	88
R2INDX	IN120071	3	88	88	-88	88
R2INDX	IN120072	1	1	1	70	1
R2INDX	IN120072	2	8	7	230	1
R2INDX	IN120072	3	8	90	4500	1
R2INDX	IN120073	1	1	17	10000	1
R2INDX	IN120073	2	88	88	-88	88
R2INDX	IN120073	3	88	88	-88	88
R2INDX	IN120074	1	88	88	-88	88
R2INDX	IN120074	2	88	88	-88	88
R2INDX	IN120074	3	88	88	-88	88
R2INDX	IN120075	1	1	6	55	1
R2INDX	IN120075	2	88	88	-88	88
R2INDX	IN120075	3	88	88	-88	88
R2INDX	IN120076	1	88	88	-88	88
R2INDX	IN120076	2	88	88	-88	88
R2INDX	IN120076	3	88	88	-88	88
R2INDX	IN120077	1	1	4	150	1
R2INDX	IN120077	2	8	100	1500	1
R2INDX	IN120077	3	88	88	-88	88
R2INDX	IN120078	1	12	0	-88	88
R2INDX	IN120078	2	8	1	10	1
R2INDX	IN120078	3	88	88	-88	88
R2INDX	IN120079	1	23	20	10000	1
R2INDX	IN120079	2	88	88	-88	88
R2INDX	IN120079	3	88	88	-88	88
R2INDX	IN120080	1	88	88	-88	88
R2INDX	IN120080	2	88	88	-88	88
R2INDX	IN120080	3	88	88	-88	88
R2INDX	IN120081	1	88	88	-88	88
R2INDX	IN120081	2	88	88	-88	88
R2INDX	IN120081	3	88	88	-88	88
R2INDX	IN120082	1	88	88	-88	88
R2INDX	IN120082	2	88	88	-88	88
R2INDX	IN120082	3	88	88	-88	88
R2INDX	IN120083	1	1	1	10	1
R2INDX	IN120083	2	88	88	-88	88
R2INDX	IN120083	3	88	88	-88	88
R2INDX	IN120084	1	1	4	650	2
R2INDX	IN120084	2	8	6	100	2
R2INDX	IN120084	3	4	1	100	2
R2INDX	IN120085	1	88	88	-88	88
R2INDX	IN120085	2	88	88	-88	88
R2INDX	IN120085	3	88	88	-88	88
R2INDX	IN120086	1	30	13	3000	3
R2INDX	IN120086	2	8	4	100	3
R2INDX	IN120086	3	88	88	-88	88
R2INDX	IN120087	1	1	3	230	2
R2INDX	IN120087	2	88	88	-88	88
R2INDX	IN120087	3	88	88	-88	88
R2INDX	IN120088	1	2	1	30	1
R2INDX	IN120088	2	8	5	25	1
R2INDX	IN120088	3	8	4	120	1
R2INDX	IN120089	1	1	1	70	1
R2INDX	IN120089	2	8	2	20	1
R2INDX	IN120089	3	88	88	-88	88
R2INDX	IN120090	1	1	4	200	3
R2INDX	IN120090	2	7	1	400000	3
R2INDX	IN120090	3	5	1	10000	3
R2INDX	IN120091	1	8	6	60	3
R2INDX	IN120091	2	88	88	-88	88
R2INDX	IN120091	3	88	88	-88	88
R2INDX	IN120092	1	88	88	-88	88
R2INDX	IN120092	2	88	88	-88	88
R2INDX	IN120092	3	88	88	-88	88
R2INDX	IN120093	1	88	88	-88	88
R2INDX	IN120093	2	88	88	-88	88
R2INDX	IN120093	3	88	88	-88	88
R2INDX	IN120094	1	88	88	-88	88
R2INDX	IN120094	2	88	88	-88	88
R2INDX	IN120094	3	88	88	-88	88
R2INDX	IN120095	1	1	4	200	3
R2INDX	IN120095	2	4	3	2200	3
R2INDX	IN120095	3	88	88	-88	88
R2INDX	IN120096	1	8	4	60	1
R2INDX	IN120096	2	88	88	-88	88
R2INDX	IN120096	3	88	88	-88	88
R2INDX	IN120097	1	1	4	50	2
R2INDX	IN120097	2	88	88	-88	88
R2INDX	IN120097	3	88	88	-88	88
R2INDX	IN120098	1	1	7	250	5
R2INDX	IN120098	2	88	88	-88	88
R2INDX	IN120098	3	88	88	-88	88
R2INDX	IN120099	1	9	8	200	1
R2INDX	IN120099	2	88	88	-88	88
R2INDX	IN120099	3	88	88	-88	88
R2INDX	IN120100	1	2	5	100	1
R2INDX	IN120100	2	8	5	50	1
R2INDX	IN120100	3	8	2	70	1
R2INDX	IN120101	1	88	88	-88	88
R2INDX	IN120101	2	88	88	-88	88
R2INDX	IN120101	3	88	88	-88	88
R2INDX	IN120102	1	88	88	-88	88
R2INDX	IN120102	2	88	88	-88	88
R2INDX	IN120102	3	88	88	-88	88
R2INDX	IN130002	1	1	6	330	1
R2INDX	IN130002	2	4	1	1000	1
R2INDX	IN130002	3	8	11	300	1
R2INDX	IN130003	1	1	4	60	3
R2INDX	IN130003	2	8	2	60	3
R2INDX	IN130003	3	88	88	-88	88
R2INDX	IN130004	1	1	3	200	1
R2INDX	IN130004	2	4	1	1000	1
R2INDX	IN130004	3	1	4	300	1
R2INDX	IN130005	1	88	88	-88	88
R2INDX	IN130005	2	88	88	-88	88
R2INDX	IN130005	3	88	88	-88	88
R2INDX	IN130006	1	1	3	300	1
R2INDX	IN130006	2	8	3	60	1
R2INDX	IN130006	3	88	88	-88	88
R2INDX	IN130007	1	23	4	1500	1
R2INDX	IN130007	2	88	88	-88	88
R2INDX	IN130007	3	88	88	-88	88
R2INDX	IN130008	1	88	88	-88	88
R2INDX	IN130008	2	88	88	-88	88
R2INDX	IN130008	3	88	88	-88	88
