FORMNO	CHILDID	PASSID	PASSET	NUMPASS	VALPASS	DECPASS
R2INDX	IN010024	1	88	88	-88	88
R2INDX	IN010024	2	88	88	-88	88
R2INDX	IN010024	3	88	88	-88	88
R2INDX	IN010025	1	24	1	500000	2
R2INDX	IN010025	2	23	4	500	2
R2INDX	IN010025	3	88	88	-88	88
R2INDX	IN010026	1	24	-77	-77	77
R2INDX	IN010026	2	88	88	-88	88
R2INDX	IN010026	3	88	88	-88	88
R2INDX	IN010027	1	24	0	-88	88
R2INDX	IN010027	2	88	88	-88	88
R2INDX	IN010027	3	88	88	-88	88
R2INDX	IN010028	1	25	1	20000	3
R2INDX	IN010028	2	88	88	-88	88
R2INDX	IN010028	3	88	88	-88	88
R2INDX	IN010029	1	88	88	-88	88
R2INDX	IN010029	2	88	88	-88	88
R2INDX	IN010029	3	88	88	-88	88
R2INDX	IN010030	1	15	5	600	2
R2INDX	IN010030	2	88	88	-88	88
R2INDX	IN010030	3	88	88	-88	88
R2INDX	IN010031	1	25	1	15000	1
R2INDX	IN010031	2	88	88	-88	88
R2INDX	IN010031	3	88	88	-88	88
R2INDX	IN010032	1	88	88	-88	88
R2INDX	IN010032	2	88	88	-88	88
R2INDX	IN010032	3	88	88	-88	88
R2INDX	IN010033	1	88	88	-88	88
R2INDX	IN010033	2	88	88	-88	88
R2INDX	IN010033	3	88	88	-88	88
R2INDX	IN010034	1	88	88	-88	88
R2INDX	IN010034	2	88	88	-88	88
R2INDX	IN010034	3	88	88	-88	88
R2INDX	IN010035	1	88	88	-88	88
R2INDX	IN010035	2	88	88	-88	88
R2INDX	IN010035	3	88	88	-88	88
R2INDX	IN010036	1	88	88	-88	88
R2INDX	IN010036	2	88	88	-88	88
R2INDX	IN010036	3	88	88	-88	88
R2INDX	IN010037	1	88	88	-88	88
R2INDX	IN010037	2	88	88	-88	88
R2INDX	IN010037	3	88	88	-88	88
R2INDX	IN010038	1	15	7	2000	3
R2INDX	IN010038	2	88	88	-88	88
R2INDX	IN010038	3	88	88	-88	88
R2INDX	IN010039	1	88	88	-88	88
R2INDX	IN010039	2	88	88	-88	88
R2INDX	IN010039	3	88	88	-88	88
R2INDX	IN010040	1	88	88	-88	88
R2INDX	IN010040	2	88	88	-88	88
R2INDX	IN010040	3	88	88	-88	88
R2INDX	IN010041	1	13	8	500	1
R2INDX	IN010041	2	88	88	-88	88
R2INDX	IN010041	3	88	88	-88	88
R2INDX	IN010042	1	1	5	300	1
R2INDX	IN010042	2	88	88	-88	88
R2INDX	IN010042	3	88	88	-88	88
R2INDX	IN010043	1	88	88	-88	88
R2INDX	IN010043	2	88	88	-88	88
R2INDX	IN010043	3	88	88	-88	88
R2INDX	IN010044	1	13	5	500	1
R2INDX	IN010044	2	88	88	-88	88
R2INDX	IN010044	3	88	88	-88	88
R2INDX	IN010045	1	25	0	-77	90
R2INDX	IN010045	2	88	88	-88	88
R2INDX	IN010045	3	88	88	-88	88
R2INDX	IN010046	1	88	88	-88	88
R2INDX	IN010046	2	88	88	-88	88
R2INDX	IN010046	3	88	88	-88	88
R2INDX	IN010047	1	88	88	-88	88
R2INDX	IN010047	2	88	88	-88	88
R2INDX	IN010047	3	88	88	-88	88
R2INDX	IN010048	1	23	1	200	4
R2INDX	IN010048	2	30	1	4000	4
R2INDX	IN010048	3	88	88	-88	88
R2INDX	IN010049	1	88	88	-88	88
R2INDX	IN010049	2	88	88	-88	88
R2INDX	IN010049	3	88	88	-88	88
R2INDX	IN010050	1	25	1	40000	1
R2INDX	IN010050	2	88	88	-88	88
R2INDX	IN010050	3	88	88	-88	88
R2INDX	IN010051	1	5	1	15000	1
R2INDX	IN010051	2	4	1	200	1
R2INDX	IN010051	3	1	5	200	1
R2INDX	IN010052	1	23	5	5000	1
R2INDX	IN010052	2	88	88	-88	88
R2INDX	IN010052	3	88	88	-88	88
R2INDX	IN010053	1	88	88	-88	88
R2INDX	IN010053	2	88	88	-88	88
R2INDX	IN010053	3	88	88	-88	88
R2INDX	IN010054	1	88	88	-88	88
R2INDX	IN010054	2	88	88	-88	88
R2INDX	IN010054	3	88	88	-88	88
R2INDX	IN010055	1	88	88	-88	88
R2INDX	IN010055	2	88	88	-88	88
R2INDX	IN010055	3	88	88	-88	88
R2INDX	IN010056	1	88	88	-88	88
R2INDX	IN010056	2	88	88	-88	88
R2INDX	IN010056	3	88	88	-88	88
R2INDX	IN010057	1	24	1	77	1
R2INDX	IN010057	2	88	88	-88	88
R2INDX	IN010057	3	88	88	-88	88
R2INDX	IN010058	1	88	88	-88	88
R2INDX	IN010058	2	88	88	-88	88
R2INDX	IN010058	3	88	88	-88	88
R2INDX	IN010059	1	88	88	-88	88
R2INDX	IN010059	2	88	88	-88	88
R2INDX	IN010059	3	88	88	-88	88
R2INDX	IN010060	1	1	2	100	1
R2INDX	IN010060	2	88	88	-88	88
R2INDX	IN010060	3	88	88	-88	88
R2INDX	IN010062	1	25	1	60000	1
R2INDX	IN010062	2	88	88	-88	88
R2INDX	IN010062	3	88	88	-88	88
R2INDX	IN010063	1	25	1	40000	3
R2INDX	IN010063	2	88	88	-88	88
R2INDX	IN010063	3	88	88	-88	88
R2INDX	IN010064	1	88	88	-88	88
R2INDX	IN010064	2	88	88	-88	88
R2INDX	IN010064	3	88	88	-88	88
R2INDX	IN010065	1	88	88	-88	88
R2INDX	IN010065	2	88	88	-88	88
R2INDX	IN010065	3	88	88	-88	88
R2INDX	IN010066	1	88	88	-88	88
R2INDX	IN010066	2	88	88	-88	88
R2INDX	IN010066	3	88	88	-88	88
R2INDX	IN010067	1	88	88	-88	88
R2INDX	IN010067	2	88	88	-88	88
R2INDX	IN010067	3	88	88	-88	88
R2INDX	IN010068	1	88	88	-88	88
R2INDX	IN010068	2	88	88	-88	88
R2INDX	IN010068	3	88	88	-88	88
R2INDX	IN010069	1	88	88	-88	88
R2INDX	IN010069	2	88	88	-88	88
R2INDX	IN010069	3	88	88	-88	88
R2INDX	IN010070	1	88	88	-88	88
R2INDX	IN010070	2	88	88	-88	88
R2INDX	IN010070	3	88	88	-88	88
R2INDX	IN010071	1	88	88	-88	88
R2INDX	IN010071	2	88	88	-88	88
R2INDX	IN010071	3	88	88	-88	88
R2INDX	IN010072	1	30	2	2000	1
R2INDX	IN010072	2	88	88	-88	88
R2INDX	IN010072	3	88	88	-88	88
R2INDX	IN010073	1	88	88	-88	88
R2INDX	IN010073	2	88	88	-88	88
R2INDX	IN010073	3	88	88	-88	88
R2INDX	IN010074	1	25	1	500	1
R2INDX	IN010074	2	88	88	-88	88
R2INDX	IN010074	3	88	88	-88	88
R2INDX	IN010075	1	88	88	-88	88
R2INDX	IN010075	2	88	88	-88	88
R2INDX	IN010075	3	88	88	-88	88
R2INDX	IN010076	1	88	88	-88	88
R2INDX	IN010076	2	88	88	-88	88
R2INDX	IN010076	3	88	88	-88	88
R2INDX	IN010077	1	88	88	-88	88
R2INDX	IN010077	2	88	88	-88	88
R2INDX	IN010077	3	88	88	-88	88
R2INDX	IN010078	1	88	88	-88	88
R2INDX	IN010078	2	88	88	-88	88
R2INDX	IN010078	3	88	88	-88	88
R2INDX	IN010079	1	1	5	150	80
R2INDX	IN010079	2	88	88	-88	88
R2INDX	IN010079	3	88	88	-88	88
R2INDX	IN010080	1	88	88	-88	88
R2INDX	IN010080	2	88	88	-88	88
R2INDX	IN010080	3	88	88	-88	88
R2INDX	IN010081	1	88	88	-88	88
R2INDX	IN010081	2	88	88	-88	88
R2INDX	IN010081	3	88	88	-88	88
R2INDX	IN010082	1	25	1	30000	1
R2INDX	IN010082	2	88	88	-88	88
R2INDX	IN010082	3	88	88	-88	88
R2INDX	IN010083	1	88	88	-88	88
R2INDX	IN010083	2	88	88	-88	88
R2INDX	IN010083	3	88	88	-88	88
R2INDX	IN010084	1	88	88	-88	88
R2INDX	IN010084	2	88	88	-88	88
R2INDX	IN010084	3	88	88	-88	88
R2INDX	IN010085	1	30	1	15000	1
R2INDX	IN010085	2	88	88	-88	88
R2INDX	IN010085	3	88	88	-88	88
R2INDX	IN010086	1	88	88	-88	88
R2INDX	IN010086	2	88	88	-88	88
R2INDX	IN010086	3	88	88	-88	88
R2INDX	IN010087	1	23	1	700	7
R2INDX	IN010087	2	88	88	-88	88
R2INDX	IN010087	3	88	88	-88	88
R2INDX	IN010088	1	88	88	-88	88
R2INDX	IN010088	2	88	88	-88	88
R2INDX	IN010088	3	88	88	-88	88
R2INDX	IN010089	1	88	88	-88	88
R2INDX	IN010089	2	88	88	-88	88
R2INDX	IN010089	3	88	88	-88	88
R2INDX	IN010090	1	88	88	-88	88
R2INDX	IN010090	2	88	88	-88	88
R2INDX	IN010090	3	88	88	-88	88
R2INDX	IN010091	1	23	4	300	2
R2INDX	IN010091	2	88	88	-88	88
R2INDX	IN010091	3	88	88	-88	88
R2INDX	IN010092	1	23	2	1000	1
R2INDX	IN010092	2	24	1	50000	1
R2INDX	IN010092	3	88	88	-88	88
R2INDX	IN010093	1	88	88	-88	88
R2INDX	IN010093	2	88	88	-88	88
R2INDX	IN010093	3	88	88	-88	88
R2INDX	IN010094	1	88	88	-88	88
R2INDX	IN010094	2	88	88	-88	88
R2INDX	IN010094	3	88	88	-88	88
R2INDX	IN010095	1	88	88	-88	88
R2INDX	IN010095	2	88	88	-88	88
R2INDX	IN010095	3	88	88	-88	88
R2INDX	IN010096	1	88	88	-88	88
R2INDX	IN010096	2	88	88	-88	88
R2INDX	IN010096	3	88	88	-88	88
R2INDX	IN010097	1	88	88	-88	88
R2INDX	IN010097	2	88	88	-88	88
R2INDX	IN010097	3	88	88	-88	88
R2INDX	IN010098	1	88	88	-88	88
R2INDX	IN010098	2	88	88	-88	88
R2INDX	IN010098	3	88	88	-88	88
R2INDX	IN010099	1	24	1	2000	4
R2INDX	IN010099	2	88	88	-88	88
R2INDX	IN010099	3	88	88	-88	88
R2INDX	IN010100	1	13	10	500	3
R2INDX	IN010100	2	88	88	-88	88
R2INDX	IN010100	3	88	88	-88	88
R2INDX	IN020001	1	1	4	100	1
R2INDX	IN020001	2	88	88	-88	88
R2INDX	IN020001	3	88	88	-88	88
R2INDX	IN020002	1	1	4	220	1
R2INDX	IN020002	2	4	1	30	1
R2INDX	IN020002	3	88	88	-88	88
R2INDX	IN020003	1	88	88	-88	88
R2INDX	IN020003	2	88	88	-88	88
R2INDX	IN020003	3	88	88	-88	88
R2INDX	IN020004	1	1	4	160	1
R2INDX	IN020004	2	88	88	-88	88
R2INDX	IN020004	3	88	88	-88	88
R2INDX	IN020005	1	8	4	40	1
R2INDX	IN020005	2	88	88	-88	88
R2INDX	IN020005	3	88	88	-88	88
R2INDX	IN020006	1	1	2	100	1
R2INDX	IN020006	2	88	88	-88	88
R2INDX	IN020006	3	88	88	-88	88
R2INDX	IN020007	1	4	1	250	1
R2INDX	IN020007	2	1	2	100	1
R2INDX	IN020007	3	88	88	-88	88
R2INDX	IN020008	1	4	1	300	2
R2INDX	IN020008	2	1	3	200	2
R2INDX	IN020008	3	88	88	-88	88
R2INDX	IN020009	1	1	3	150	2
R2INDX	IN020009	2	88	88	-88	88
R2INDX	IN020009	3	88	88	-88	88
R2INDX	IN020010	1	1	10	500	88
R2INDX	IN020010	2	88	88	-88	88
R2INDX	IN020010	3	88	88	-88	88
R2INDX	IN020011	1	1	6	800	2
R2INDX	IN020011	2	88	88	-88	88
R2INDX	IN020011	3	88	88	-88	88
R2INDX	IN020012	1	1	2	300	2
R2INDX	IN020012	2	88	88	-88	88
R2INDX	IN020012	3	88	88	-88	88
R2INDX	IN020014	1	1	6	250	80
R2INDX	IN020014	2	88	88	-88	88
R2INDX	IN020014	3	88	88	-88	88
R2INDX	IN020015	1	8	6	100	3
R2INDX	IN020015	2	4	1	50	3
R2INDX	IN020016	1	1	2	360	1
R2INDX	IN020016	2	4	1	90	1
R2INDX	IN020017	1	1	4	200	2
R2INDX	IN020017	2	88	88	-88	88
R2INDX	IN020017	3	88	88	-88	88
R2INDX	IN020018	1	1	5	400	1
R2INDX	IN020018	2	4	1	300	1
R2INDX	IN020018	3	88	88	-88	88
R2INDX	IN020019	1	1	2	40	1
R2INDX	IN020019	2	88	88	-88	88
R2INDX	IN020019	3	88	88	-88	88
R2INDX	IN020020	1	1	2	100	1
R2INDX	IN020020	2	88	88	-88	88
R2INDX	IN020020	3	88	88	-88	88
R2INDX	IN020021	1	1	3	200	2
R2INDX	IN020021	2	88	88	-88	88
R2INDX	IN020021	3	88	88	-88	88
R2INDX	IN020022	1	4	1	250	1
R2INDX	IN020022	2	1	6	300	1
R2INDX	IN020022	3	88	88	-88	88
R2INDX	IN020023	1	88	88	-88	88
R2INDX	IN020023	2	88	88	-88	88
R2INDX	IN020023	3	88	88	-88	88
R2INDX	IN020024	1	88	88	-88	88
R2INDX	IN020024	2	88	88	-88	88
R2INDX	IN020024	3	88	88	-88	88
R2INDX	IN020025	1	1	3	500	1
R2INDX	IN020025	2	4	1	400	1
R2INDX	IN020025	3	88	88	-88	88
R2INDX	IN020027	1	1	1	20	1
R2INDX	IN020027	2	88	88	-88	88
R2INDX	IN020027	3	88	88	-88	88
R2INDX	IN020028	1	1	3	100	3
R2INDX	IN020028	2	88	88	-88	88
R2INDX	IN020028	3	88	88	-88	88
R2INDX	IN020029	1	88	88	-88	88
R2INDX	IN020029	2	88	88	-88	88
R2INDX	IN020029	3	88	88	-88	88
R2INDX	IN020030	1	88	88	-88	88
R2INDX	IN020030	2	88	88	-88	88
R2INDX	IN020030	3	88	88	-88	88
R2INDX	IN020031	1	4	2	200	2
R2INDX	IN020031	2	7	1	300000	2
R2INDX	IN020031	3	5	2	14000	2
R2INDX	IN020032	1	1	4	250	1
R2INDX	IN020032	2	88	88	-88	88
R2INDX	IN020032	3	88	88	-88	88
R2INDX	IN020033	1	1	2	250	2
R2INDX	IN020033	2	88	88	-88	88
R2INDX	IN020033	3	88	88	-88	88
R2INDX	IN020034	1	13	15	3000	1
R2INDX	IN020034	2	88	88	-88	88
R2INDX	IN020034	3	88	88	-88	88
R2INDX	IN020035	1	1	4	100	80
R2INDX	IN020035	2	88	88	-88	88
R2INDX	IN020035	3	88	88	-88	88
R2INDX	IN020036	1	21	4	20000	1
R2INDX	IN020036	2	88	88	-88	88
R2INDX	IN020036	3	88	88	-88	88
R2INDX	IN020037	1	88	88	-88	88
R2INDX	IN020037	2	88	88	-88	88
R2INDX	IN020037	3	88	88	-88	88
R2INDX	IN020038	1	15	4	300	2
R2INDX	IN020038	2	88	88	-88	88
R2INDX	IN020038	3	88	88	-88	88
R2INDX	IN020039	1	8	1	70	2
R2INDX	IN020039	2	88	88	-88	88
R2INDX	IN020039	3	88	88	-88	88
R2INDX	IN020040	1	1	4	300	1
R2INDX	IN020040	2	88	88	-88	88
R2INDX	IN020040	3	88	88	-88	88
R2INDX	IN020041	1	1	5	200	80
R2INDX	IN020041	2	88	88	-88	88
R2INDX	IN020041	3	88	88	-88	88
R2INDX	IN020042	1	88	88	-88	88
R2INDX	IN020042	2	88	88	-88	88
R2INDX	IN020042	3	88	88	-88	88
R2INDX	IN020043	1	7	1	150000	3
R2INDX	IN020043	2	3	4	500	3
R2INDX	IN020043	3	4	4	88	88
R2INDX	IN020044	1	1	5	150	1
R2INDX	IN020044	2	88	88	-88	88
R2INDX	IN020044	3	88	88	-88	88
R2INDX	IN020045	1	1	3	200	1
R2INDX	IN020045	2	88	88	-88	88
R2INDX	IN020045	3	88	88	-88	88
R2INDX	IN020046	1	1	3	50	80
R2INDX	IN020046	2	88	88	-88	88
R2INDX	IN020046	3	88	88	-88	88
R2INDX	IN020047	1	88	88	-88	88
R2INDX	IN020047	2	88	88	-88	88
R2INDX	IN020047	3	88	88	-88	88
R2INDX	IN020048	1	1	4	100	80
R2INDX	IN020048	2	88	88	-88	88
R2INDX	IN020048	3	88	88	-88	88
R2INDX	IN020049	1	1	4	500	80
R2INDX	IN020049	2	3	1	1500	1
R2INDX	IN020049	3	88	88	-88	88
R2INDX	IN020050	1	88	88	-88	88
R2INDX	IN020050	2	88	88	-88	88
R2INDX	IN020050	3	88	88	-88	88
R2INDX	IN020051	1	2	3	300	2
R2INDX	IN020051	3	88	88	-88	88
R2INDX	IN020051	20	88	88	-88	88
R2INDX	IN020052	1	88	88	-88	88
R2INDX	IN020052	2	88	88	-88	88
R2INDX	IN020052	3	88	88	-88	88
R2INDX	IN020053	1	1	3	300	1
R2INDX	IN020053	2	88	88	-88	88
R2INDX	IN020053	3	88	88	-88	88
R2INDX	IN020054	1	1	4	300	1
R2INDX	IN020054	2	88	88	-88	88
R2INDX	IN020054	3	88	88	-88	88
R2INDX	IN020055	1	1	5	200	3
R2INDX	IN020055	2	88	88	-88	88
R2INDX	IN020055	3	88	88	-88	88
R2INDX	IN020056	1	7	1	250000	1
R2INDX	IN020056	2	4	3	3800	1
R2INDX	IN020056	3	5	4	28000	1
R2INDX	IN020056	4	3	2	2000	1
R2INDX	IN020057	1	1	4	400	3
R2INDX	IN020057	2	88	88	-88	88
R2INDX	IN020057	3	88	88	-88	88
R2INDX	IN020058	1	1	4	200	1
R2INDX	IN020058	2	88	88	-88	88
R2INDX	IN020058	3	88	88	-88	88
R2INDX	IN020059	1	1	2	150	1
R2INDX	IN020059	2	88	88	-88	88
R2INDX	IN020059	3	88	88	-88	88
R2INDX	IN020060	1	88	88	-88	88
R2INDX	IN020060	2	88	88	-88	88
R2INDX	IN020060	3	88	88	-88	88
R2INDX	IN020061	1	1	4	200	3
R2INDX	IN020061	2	88	88	-88	88
R2INDX	IN020061	3	88	88	-88	88
R2INDX	IN020062	1	1	4	310	1
R2INDX	IN020062	2	88	88	-88	88
R2INDX	IN020062	3	88	88	-88	88
R2INDX	IN020063	1	1	2	200	1
R2INDX	IN020063	2	88	88	-88	88
R2INDX	IN020063	3	88	88	-88	88
R2INDX	IN020064	1	88	88	-88	88
R2INDX	IN020064	2	88	88	-88	88
R2INDX	IN020064	3	88	88	-88	88
R2INDX	IN020065	1	5	1	25000	1
R2INDX	IN020065	2	3	1	750	1
R2INDX	IN020065	3	1	4	200	1
R2INDX	IN020066	1	25	1	40000	1
R2INDX	IN020066	2	88	88	-88	88
R2INDX	IN020066	3	88	88	-88	88
R2INDX	IN020067	1	88	88	-88	88
R2INDX	IN020067	2	88	88	-88	88
R2INDX	IN020067	3	88	88	-88	88
R2INDX	IN020068	1	1	4	300	1
R2INDX	IN020069	1	1	3	100	2
R2INDX	IN020070	1	1	6	800	1
R2INDX	IN020071	1	1	3	200	1
R2INDX	IN020071	2	4	1	300	1
R2INDX	IN020073	1	25	2	100000	3
R2INDX	IN020075	1	1	6	400	2
R2INDX	IN020076	1	1	5	200	80
R2INDX	IN020076	2	88	88	-88	88
R2INDX	IN020076	3	88	88	-88	88
R2INDX	IN020078	1	1	4	350	1
R2INDX	IN020078	2	88	88	-88	88
R2INDX	IN020078	3	88	88	-88	88
R2INDX	IN020079	1	1	6	400	2
R2INDX	IN020079	2	88	88	-88	88
R2INDX	IN020079	3	88	88	-88	88
R2INDX	IN020080	1	4	1	100	3
R2INDX	IN020080	2	8	4	80	3
R2INDX	IN020080	3	1	2	90	3
R2INDX	IN020081	1	1	3	250	1
R2INDX	IN020081	2	88	88	-88	88
R2INDX	IN020081	3	88	88	-88	88
R2INDX	IN020082	1	5	2	100	80
R2INDX	IN020082	2	88	88	-88	88
R2INDX	IN020082	3	88	88	-88	88
R2INDX	IN020083	1	1	4	320	1
R2INDX	IN020083	2	88	88	-88	88
R2INDX	IN020083	3	88	88	-88	88
R2INDX	IN020084	1	8	3	200	1
R2INDX	IN020084	2	88	88	-88	88
R2INDX	IN020084	3	88	88	-88	88
R2INDX	IN020085	1	1	4	300	1
R2INDX	IN020085	2	88	88	-88	88
R2INDX	IN020085	3	88	88	-88	88
R2INDX	IN020086	1	1	3	250	1
R2INDX	IN020086	2	4	4	200	1
R2INDX	IN020086	3	88	88	-88	88
R2INDX	IN020087	1	1	4	150	80
R2INDX	IN020087	2	88	88	-88	88
R2INDX	IN020087	3	88	88	-88	88
R2INDX	IN020088	1	1	3	125	1
R2INDX	IN020088	2	88	88	-88	88
R2INDX	IN020088	3	88	88	-88	88
R2INDX	IN020089	1	1	5	200	1
R2INDX	IN020089	2	88	88	-88	88
R2INDX	IN020089	3	88	88	-88	88
R2INDX	IN020090	1	1	5	270	2
R2INDX	IN020090	2	88	88	-88	88
R2INDX	IN020090	3	88	88	-88	88
R2INDX	IN020091	1	88	88	-88	88
R2INDX	IN020091	2	88	88	-88	88
R2INDX	IN020091	3	88	88	-88	88
R2INDX	IN020092	1	88	88	-88	88
R2INDX	IN020092	2	88	88	-88	88
R2INDX	IN020092	3	88	88	-88	88
R2INDX	IN020093	1	88	88	-88	88
R2INDX	IN020093	2	88	88	-88	88
R2INDX	IN020093	3	88	88	-88	88
R2INDX	IN020094	1	1	7	300	1
R2INDX	IN020094	2	88	88	-88	88
R2INDX	IN020094	3	88	88	-88	88
R2INDX	IN020095	1	88	88	-88	88
R2INDX	IN020095	2	88	88	-88	88
R2INDX	IN020095	3	88	88	-88	88
R2INDX	IN020096	1	88	88	-88	88
R2INDX	IN020096	2	88	88	-88	88
R2INDX	IN020096	3	88	88	-88	88
R2INDX	IN020097	1	1	6	300	3
R2INDX	IN020097	2	88	88	-88	88
R2INDX	IN020097	3	88	88	-88	88
R2INDX	IN020098	1	1	3	80	1
R2INDX	IN020098	2	8	4	100	1
R2INDX	IN020098	3	88	88	-88	88
R2INDX	IN020099	1	13	3	800	1
R2INDX	IN020099	2	88	88	-88	88
R2INDX	IN020099	3	88	88	-88	88
R2INDX	IN020100	1	88	88	-88	88
R2INDX	IN020100	2	88	88	-88	88
R2INDX	IN020100	3	88	88	-88	88
R2INDX	IN030001	1	13	20	2000	80
R2INDX	IN030001	2	21	1	1500	80
R2INDX	IN030001	3	88	88	-88	88
R2INDX	IN030002	1	88	88	-88	88
R2INDX	IN030002	2	88	88	-88	88
R2INDX	IN030002	3	88	88	-88	88
R2INDX	IN030003	1	88	88	-88	88
R2INDX	IN030003	2	88	88	-88	88
R2INDX	IN030003	3	88	88	-88	88
R2INDX	IN030004	1	88	88	-88	88
R2INDX	IN030004	2	88	88	-88	88
R2INDX	IN030004	3	88	88	-88	88
R2INDX	IN030005	1	1	4	200	6
R2INDX	IN030005	2	88	88	-88	88
R2INDX	IN030005	3	88	88	-88	88
R2INDX	IN030006	1	88	88	-88	88
R2INDX	IN030006	2	88	88	-88	88
R2INDX	IN030006	3	88	88	-88	88
R2INDX	IN030007	1	88	88	-88	88
R2INDX	IN030007	2	88	88	-88	88
R2INDX	IN030007	3	88	88	-88	88
R2INDX	IN030008	1	21	10	35000	2
R2INDX	IN030008	2	88	88	-88	88
R2INDX	IN030008	3	88	88	-88	88
R2INDX	IN030009	1	23	5	3000	3
R2INDX	IN030009	2	88	88	-88	88
R2INDX	IN030009	3	88	88	-88	88
R2INDX	IN030010	1	30	1	100000	80
R2INDX	IN030010	2	88	88	-88	88
R2INDX	IN030010	3	88	88	-88	88
R2INDX	IN030011	1	88	88	-88	88
R2INDX	IN030011	2	88	88	-88	88
R2INDX	IN030011	3	88	88	-88	88
R2INDX	IN030012	1	23	2	600	1
R2INDX	IN030012	2	88	88	-88	88
R2INDX	IN030012	3	88	88	-88	88
R2INDX	IN030013	1	14	0	-88	88
R2INDX	IN030013	2	88	88	-88	88
R2INDX	IN030013	3	88	88	-88	88
R2INDX	IN030014	1	21	1	2000	2
R2INDX	IN030014	2	88	88	-88	88
R2INDX	IN030014	3	88	88	-88	88
R2INDX	IN030015	1	88	88	-88	88
R2INDX	IN030015	2	88	88	-88	88
R2INDX	IN030015	3	88	88	-88	88
R2INDX	IN030016	1	30	-77	8000	3
R2INDX	IN030016	2	30	-77	4000	3
R2INDX	IN030016	3	88	88	-88	88
R2INDX	IN030017	1	88	88	-88	88
R2INDX	IN030017	2	88	88	-88	88
R2INDX	IN030017	3	88	88	-88	88
R2INDX	IN030018	1	88	88	-88	88
R2INDX	IN030018	2	88	88	-88	88
R2INDX	IN030018	3	88	88	-88	88
R2INDX	IN030019	1	21	0	-88	88
R2INDX	IN030019	2	88	88	-88	88
R2INDX	IN030019	3	88	88	-88	88
R2INDX	IN030020	1	30	30	5000	3
R2INDX	IN030020	2	88	88	-88	88
R2INDX	IN030020	3	88	88	-88	88
R2INDX	IN030021	1	25	0	-88	88
R2INDX	IN030021	2	88	88	-88	88
R2INDX	IN030021	3	88	88	-88	88
R2INDX	IN030022	1	30	10	3000	1
R2INDX	IN030022	2	88	88	-88	88
R2INDX	IN030022	3	88	88	-88	88
R2INDX	IN030023	1	88	88	-88	88
R2INDX	IN030023	2	88	88	-88	88
R2INDX	IN030023	3	88	88	-88	88
R2INDX	IN030024	1	88	88	-88	88
