CHILDCODE	ACTIDR5	ACTR5	ACTMTHR5	ACTDYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	HWPAIDR5	PDPCPRR5	ERNKNDR5	HWKINDR5	PDPCKNR5	PRFACTR5	MTHPRFR5	ACTOWNR5
111054	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111054	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111055	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111055	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111055	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111056	1	7	12	15	 	 	3	1	3000	4	 	 	 	 	1	1	3
111056	2	19	12	26	 	 	4	0	 	 	 	 	 	 	1	12	2
111056	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111057	1	19	7	20	 	 	2	0	 	 	 	 	 	 	1	12	2
111057	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111057	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121001	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121002	1	12	3	25	 	 	6	1	2	6	100	 	 	 	1	4	3
121002	2	19	3	20	 	 	3	6	0	88	 	 	 	 	1	6	3
121002	3	20	10	20	 	 	4	0	 	 	 	 	 	 	1	7	88
121003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121004	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121004	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121005	1	13	8	29	 	 	12	1	11000	4	 	 	 	 	1	12	3
121005	2	19	12	27	 	 	2	0	 	 	 	 	 	 	1	12	2
121005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121007	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121007	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121009	1	13	10	26	 	 	15	1	5000	4	 	 	 	 	1	10	7
121009	2	19	9	20	 	 	1	0	 	 	 	 	 	 	1	2	2
121009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121012	1	19	12	25	 	 	1	0	 	 	 	 	 	 	1	12	2
121012	2	1	2	5	 	 	4	0	 	 	 	 	 	 	1	2	2
121012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121013	1	9	10	15	 	 	9	0	 	 	 	 	 	 	0	 	3
121013	2	19	12	28	 	 	2	0	 	 	 	 	 	 	1	12	2
121013	3	5	1	10	 	 	2	1	100	2	 	 	 	 	0	 	88
121014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121016	1	1	6	10	 	 	9	0	 	 	 	 	 	 	1	6	2
121016	2	19	12	19	 	 	1	0	 	 	 	 	 	 	1	6	3
121016	3	5	6	5	 	 	9	1	200	2	 	 	 	 	1	6	3
121017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	1	13	12	25	 	 	10	1	13000	4	 	 	 	 	1	12	3
121019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121023	1	13	3	29	 	 	14	1	7000	4	 	 	 	 	0	 	1
121023	2	19	3	21	 	 	6	0	 	 	 	 	 	 	1	6	2
121023	3	5	4	10	 	 	9	1	200	2	 	 	 	 	0	 	3
121025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121027	1	1	6	14	 	 	8	0	 	 	 	 	 	 	1	6	2
121027	2	19	10	17	 	 	2	0	 	 	 	 	 	 	1	10	2
121027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	1	19	12	24	 	 	2	0	 	 	 	 	 	 	1	12	2
121028	2	1	9	4	 	 	6	0	 	 	 	 	 	 	1	8	2
121028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121029	1	13	12	26	 	 	12	1	15000	4	 	 	 	 	1	12	3
121029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	1	19	12	28	 	 	8	0	 	 	 	 	 	 	1	12	6
121030	2	5	3	15	 	 	6	0	 	 	 	 	 	 	1	4	2
121030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121031	1	19	12	28	 	 	6	0	 	 	 	 	 	 	1	12	2
121031	2	5	3	7	 	 	6	0	 	 	 	 	 	 	0	 	6
121031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121032	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121032	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121032	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121033	1	19	3	20	 	 	11	1	120	2	 	 	 	 	1	6	3
121033	2	21	12	26	 	 	3	0	 	 	 	 	 	 	1	12	2
121033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121034	1	13	12	26	 	 	8	1	9000	4	 	 	 	 	1	12	3
121034	2	19	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
121034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121035	1	19	12	25	 	 	2	0	 	 	 	 	 	 	0	 	88
121035	2	12	1	5	 	 	7	1	100	2	 	 	 	 	0	 	88
121035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121036	1	13	12	26	 	 	8	1	10000	4	 	 	 	 	1	12	3
121036	2	19	12	6	 	 	1	0	 	 	 	 	 	 	1	10	2
121036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121037	1	13	10	22	 	 	10	1	8000	4	 	 	 	 	1	10	1
121037	2	19	12	20	 	 	2	0	 	 	 	 	 	 	1	12	2
121037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121038	1	5	8	18	 	 	8	1	100	2	 	 	 	 	1	6	3
121038	2	19	12	25	 	 	3	0	 	 	 	 	 	 	1	12	2
121038	3	1	2	6	 	 	10	0	 	 	 	 	 	 	1	2	2
121039	1	13	12	23	 	 	8	1	7500	4	 	 	 	 	1	12	1
121039	2	19	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
121039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121040	1	19	12	25	 	 	4	0	 	 	 	 	 	 	1	12	2
121040	2	5	2	3	 	 	7	1	75	2	 	 	 	 	1	2	3
121040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121041	1	12	12	19	 	 	8	1	300	2	 	 	 	 	0	 	3
121041	2	19	12	18	 	 	1	0	 	 	 	 	 	 	1	11	2
121041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121042	1	12	12	23	 	 	9	1	300	2	 	 	 	 	1	12	3
121042	2	19	12	18	 	 	1	0	 	 	 	 	 	 	1	12	2
121042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	1	12	12	20	 	 	10	1	300	2	 	 	 	 	1	12	3
121043	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121044	1	19	3	9	 	 	6	1	250	2	 	 	 	 	0	 	3
121044	2	5	10	25	 	 	2	0	 	 	 	 	 	 	1	10	2
121044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121045	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121045	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121045	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121046	1	11	12	25	 	 	6	1	100	3	 	 	 	 	1	12	2
121046	2	19	12	24	 	 	4	0	 	 	 	 	 	 	1	12	2
121046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121047	1	19	9	20	 	 	3	0	 	 	 	 	 	 	1	12	2
121047	2	5	2	5	 	 	8	1	100	2	 	 	 	 	0	 	3
121047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121050	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121050	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121050	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131001	1	13	9	25	 	 	8	1	2500	4	 	 	 	 	1	10	4
131001	2	13	3	30	 	 	10	1	3000	4	 	 	 	 	0	 	3
131001	3	19	12	28	 	 	2	0	 	 	 	 	 	 	1	12	2
131002	1	13	12	24	 	 	8	1	10500	4	 	 	 	 	1	12	3
131002	2	19	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
131002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131003	1	13	12	25	 	 	8	1	11000	4	 	 	 	 	1	12	1
131003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131004	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131004	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131005	1	7	5	17	 	 	8	1	250	2	 	 	 	 	1	5	3
131005	2	1	4	15	 	 	4	0	 	 	 	 	 	 	1	4	2
131005	3	19	12	6	 	 	1	0	 	 	 	 	 	 	1	12	2
131006	1	19	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
131006	2	1	4	5	 	 	7	0	 	 	 	 	 	 	0	 	2
131006	3	1	1	3	 	 	6	1	80	2	 	 	 	 	0	 	3
131008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131009	1	13	8	26	 	 	9	1	9000	4	 	 	 	 	1	12	1
131009	2	21	12	28	 	 	3	0	 	 	 	 	 	 	1	12	2
131009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131011	1	2	10	20	 	 	4	0	 	 	 	 	 	 	1	10	2
131011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131012	1	13	3	20	 	 	9	1	20000	4	 	 	 	 	1	12	3
131012	2	19	12	28	 	 	1	0	 	 	 	 	 	 	1	12	2
131012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131013	1	2	6	20	 	 	6	0	 	 	 	 	 	 	0	 	2
131013	2	13	2	26	 	 	8	1	12000	4	 	 	 	 	0	 	1
131013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131016	1	10	5	26	 	 	6	0	 	 	 	 	 	 	1	3	2
131016	2	19	5	25	 	 	2	0	 	 	 	 	 	 	1	3	2
131016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131017	1	13	12	26	 	 	8	1	8150	4	 	 	 	 	1	12	3
131017	2	19	12	19	 	 	2	0	 	 	 	 	 	 	1	12	2
131017	3	1	6	2	 	 	5	0	 	 	 	 	 	 	1	6	2
131018	1	13	12	25	 	 	9	1	9000	4	 	 	 	 	1	12	3
131018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131019	1	13	12	26	 	 	8	1	11000	4	 	 	 	 	1	12	1
131019	2	19	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
131019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131020	1	6	12	25	 	 	10	2	 	 	 	20000	5	 	1	12	3
131020	2	4	12	25	 	 	2	0	 	 	 	 	 	 	1	12	2
131020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131021	1	19	12	25	 	 	6	0	 	 	 	 	 	 	1	12	2
131021	2	11	12	20	 	 	4	1	60	2	 	 	 	 	1	10	3
131021	3	1	4	5	 	 	6	0	 	 	 	 	 	 	1	3	2
131022	1	13	12	26	 	 	12	1	9900	4	 	 	 	 	1	12	1
131022	2	19	12	28	 	 	2	0	 	 	 	 	 	 	1	12	2
131022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131023	1	13	10	26	 	 	9	1	6000	4	 	 	 	 	1	12	1
131023	2	11	12	20	 	 	1	0	 	 	 	 	 	 	1	12	2
131023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131025	1	13	12	25	 	 	12	1	8000	4	 	 	 	 	1	12	3
131025	2	19	12	25	 	 	2	0	 	 	 	 	 	 	1	12	2
131025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131026	1	1	10	25	 	 	9	0	 	 	 	 	 	 	1	10	2
131026	2	19	12	24	 	 	4	0	 	 	 	 	 	 	1	10	2
131026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131027	1	10	12	28	 	 	10	0	 	 	 	 	 	 	1	12	2
131027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	1	13	12	26	 	 	13	1	10000	4	 	 	 	 	1	12	3
131028	2	1	4	2	 	 	5	0	 	 	 	 	 	 	1	5	2
131028	3	19	5	3	 	 	2	0	 	 	 	 	 	 	1	4	2
131029	1	19	12	23	 	 	10	0	 	 	 	 	 	 	1	12	2
131029	2	1	5	3	 	 	5	0	 	 	 	 	 	 	1	5	2
131029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131030	1	13	6	28	 	 	8	1	7000	4	 	 	 	 	1	12	1
131030	2	1	4	20	 	 	7	0	 	 	 	 	 	 	0	 	2
131030	3	5	3	5	 	 	8	1	300	2	 	 	 	 	0	 	3
131031	1	13	12	25	 	 	10	1	6000	4	 	 	 	 	1	12	3
131031	2	2	6	4	 	 	5	0	 	 	 	 	 	 	1	12	2
131031	3	10	8	10	 	 	1	0	 	 	 	 	 	 	1	6	2
131032	1	13	12	25	 	 	8	1	8000	4	 	 	 	 	1	12	7
131032	2	5	12	3	 	 	4	0	 	 	 	 	 	 	1	12	2
131032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131034	1	19	12	23	 	 	9	0	 	 	 	 	 	 	1	12	2
131034	2	1	5	2	 	 	6	0	 	 	 	 	 	 	1	5	2
131034	3	5	4	2	 	 	7	1	200	2	 	 	 	 	1	4	3
131035	1	1	5	6	 	 	8	0	 	 	 	 	 	 	1	5	6
131035	2	4	10	20	 	 	1	0	 	 	 	 	 	 	1	10	6
131035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131036	1	13	12	26	 	 	8	1	8000	4	 	 	 	 	1	12	3
131036	2	19	12	20	 	 	1	0	 	 	 	 	 	 	1	12	2
131036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131037	1	13	2	25	 	 	9	1	8000	4	 	 	 	 	1	6	3
131037	2	1	6	12	 	 	5	0	 	 	 	 	 	 	1	6	2
131037	3	19	12	11	 	 	1	0	 	 	 	 	 	 	1	12	2
131038	1	12	4	11	 	 	6	1	120	2	 	 	 	 	1	5	5
131038	2	1	4	5	 	 	6	0	 	 	 	 	 	 	1	5	2
131038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	1	13	12	25	 	 	10	1	18000	4	 	 	 	 	1	12	4
131039	2	19	12	22	 	 	2	0	 	 	 	 	 	 	1	12	2
131039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131040	1	19	12	18	 	 	2	0	 	 	 	 	 	 	1	12	2
131040	2	1	5	2	 	 	5	0	 	 	 	 	 	 	1	5	2
131040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131041	1	19	12	25	 	 	6	0	 	 	 	 	 	 	1	12	2
131041	2	1	3	6	 	 	7	0	 	 	 	 	 	 	1	3	2
131041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131043	1	13	12	24	 	 	8	1	15000	4	 	 	 	 	1	12	3
131043	2	1	4	2	 	 	2	0	 	 	 	 	 	 	1	6	2
131043	3	19	12	20	 	 	1	0	 	 	 	 	 	 	1	12	2
131044	1	19	12	26	 	 	1	0	 	 	 	 	 	 	1	12	2
131044	2	1	5	4	 	 	3	0	 	 	 	 	 	 	1	4	2
131044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131045	1	13	12	24	 	 	8	1	7000	4	 	 	 	 	1	12	3
131045	2	19	12	18	 	 	2	0	 	 	 	 	 	 	1	12	2
131045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131046	1	12	5	18	 	 	6	1	100	2	 	 	 	 	1	4	5
131046	2	1	4	10	 	 	5	0	 	 	 	 	 	 	1	3	2
131046	3	10	8	10	 	 	2	0	 	 	 	 	 	 	1	8	2
131047	1	1	6	25	 	 	8	0	 	 	 	 	 	 	0	 	2
131047	2	9	4	24	 	 	7	0	 	 	 	 	 	 	1	6	2
131047	3	21	12	26	 	 	2	0	 	 	 	 	 	 	1	12	2
131048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131049	1	4	12	25	 	 	10	0	 	 	 	 	 	 	1	12	6
131049	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131050	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131050	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131050	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141001	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141002	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141002	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141004	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141004	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141005	1	19	4	10	 	 	3	1	300	2	 	 	 	 	1	4	2
141005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141007	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141007	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141008	1	12	12	20	 	 	12	1	500	2	 	 	 	 	1	12	1
141008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141009	1	9	9	15	 	 	12	1	10000	4	 	 	 	 	0	 	6
141009	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141012	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141012	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141013	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141013	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141014	1	19	1	15	 	 	12	5	50	2	 	 	 	 	0	 	3
141014	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141017	1	19	5	12	 	 	12	1	5000	4	 	 	 	 	1	6	3
141017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141018	1	13	5	30	 	 	8	1	3000	4	 	 	 	 	0	 	3
141018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141023	1	13	4	30	 	 	8	1	9500	4	 	 	 	 	0	 	1
141023	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141024	1	13	6	28	 	 	9	1	7000	4	 	 	 	 	0	 	4
141024	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
