CHILDCODE	ACTIDR5	ACTR5	ACTMTHR5	ACTDYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	HWPAIDR5	PDPCPRR5	ERNKNDR5	HWKINDR5	PDPCKNR5	PRFACTR5	MTHPRFR5	ACTOWNR5
61013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	1	13	12	30	 	 	12	1	9500	4	 	 	 	 	1	12	1
61014	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	1	1	3	15	 	 	3	0	 	 	 	 	 	 	1	3	6
61015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	1	13	12	30	 	 	12	1	15000	4	 	 	 	 	1	12	4
61016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61019	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61022	1	12	4	20	 	 	8	1	100	2	 	 	 	 	0	 	3
61022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61024	1	13	12	26	 	 	8	1	400	2	 	 	 	 	1	12	3
61024	2	1	3	2	 	 	6	0	 	 	 	 	 	 	1	3	6
61024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61025	1	12	12	25	 	 	8	1	300	2	 	 	 	 	1	12	3
61025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61026	1	12	6	26	 	 	11	1	600	3	 	 	 	 	0	 	1
61026	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61027	1	13	12	30	 	 	8	1	12000	4	 	 	 	 	1	12	3
61027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	1	13	9	26	 	 	9	1	5000	4	 	 	 	 	1	12	3
61031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61032	1	1	10	20	 	 	6	0	 	 	 	 	 	 	1	10	2
61032	2	5	2	10	 	 	8	1	100	2	 	 	 	 	1	2	3
61032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61035	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61035	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61035	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	1	12	10	26	 	 	8	1	2100	3	 	 	 	 	1	12	3
61036	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61037	1	12	12	30	 	 	11	1	14500	4	 	 	 	 	1	12	1
61037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	1	1	12	25	 	 	5	0	 	 	 	 	 	 	1	4	6
61038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61040	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61040	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	1	1	12	10	 	 	2	0	 	 	 	 	 	 	1	1	6
61041	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61043	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61043	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61043	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61045	1	12	8	28	 	 	8	1	550	2	 	 	 	 	1	12	3
61045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	1	12	6	28	 	 	8	1	3000	3	 	 	 	 	1	12	3
61047	2	5	3	7	 	 	10	0	 	 	 	 	 	 	1	3	6
61047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61048	1	13	9	26	 	 	6	1	6000	4	 	 	 	 	1	10	3
61048	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61049	1	11	2	30	 	 	8	0	 	 	 	 	 	 	1	2	2
61049	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61050	1	13	12	30	 	 	9	1	5000	4	 	 	 	 	1	6	4
61050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71001	1	13	4	30	 	 	9	1	9000	4	 	 	 	 	0	 	1
71001	2	1	2	5	 	 	5	0	 	 	 	 	 	 	1	3	6
71001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71002	1	9	5	30	 	 	0	0	 	 	 	 	 	 	1	6	7
71002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71003	1	10	12	30	 	 	6	0	 	 	 	 	 	 	1	12	2
71003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71004	1	13	8	15	 	 	11	1	8000	4	 	 	 	 	1	8	3
71004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71005	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71005	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71005	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71006	1	9	1	30	 	 	4	0	 	 	 	 	 	 	0	4	6
71006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71007	1	12	4	26	 	 	6	0	 	 	 	 	 	 	1	12	1
71007	2	11	5	15	 	 	9	1	150	2	 	 	 	 	0	 	3
71007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71009	1	19	2	3	 	 	4	1	300	2	 	 	 	 	0	9	3
71009	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71012	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71012	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71013	1	19	10	28	 	 	6	0	 	 	 	 	 	 	0	2	2
71013	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71014	1	12	2	23	 	 	10	1	9000	4	 	 	 	 	0	0	3
71014	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71016	1	5	9	15	 	 	6	1	250	2	 	 	 	 	1	9	3
71016	2	1	8	10	 	 	5	0	 	 	 	 	 	 	1	7	2
71016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71019	1	1	3	20	 	 	8	0	 	 	 	 	 	 	1	3	6
71019	2	5	3	10	 	 	8	1	150	2	 	 	 	 	1	3	3
71019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71020	1	1	3	15	 	 	5	0	 	 	 	 	 	 	1	2	2
71020	2	13	2	30	 	 	8	1	7000	4	 	 	 	 	0	0	3
71020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71021	1	13	7	25	 	 	7	1	12000	4	 	 	 	 	1	12	1
71021	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71023	1	10	2	20	 	 	3	0	 	 	 	 	 	 	0	2	2
71023	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71024	1	1	5	20	 	 	5	0	 	 	 	 	 	 	0	 	6
71024	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71025	1	1	1	10	 	 	2	0	 	 	 	 	 	 	0	1	2
71025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71027	1	13	2	27	 	 	4	1	1800	4	 	 	 	 	0	0	3
71027	2	1	2	5	 	 	7	0	 	 	 	 	 	 	0	0	6
71027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71028	1	12	10	23	 	 	8	1	2700	3	 	 	 	 	1	12	3
71028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71030	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71030	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71031	1	1	3	5	 	 	6	0	 	 	 	 	 	 	1	4	6
71031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	1	1	6	20	 	 	4	0	 	 	 	 	 	 	1	8	2
71032	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	1	11	1	15	 	 	3	5	500	2	 	 	 	 	1	0	6
71033	2	1	1	2	 	 	2	0	 	 	 	 	 	 	1	0	6
71033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71034	1	12	3	20	 	 	10	1	8000	4	 	 	 	 	0	 	3
71034	2	1	2	10	 	 	4	0	 	 	 	 	 	 	1	3	2
71034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71035	1	1	4	15	 	 	5	0	 	 	 	 	 	 	1	3	2
71035	2	5	1	20	 	 	6	1	300	2	 	 	 	 	0	 	3
71035	3	19	2	16	 	 	4	1	400	3	 	 	 	 	1	2	3
71036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71036	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71039	1	13	3	4	 	 	9	1	150	2	 	 	 	 	0	0	7
71039	2	12	1	24	 	 	4	3	600	3	 	 	 	 	0	2	5
71039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71040	1	19	12	30	 	 	4	0	 	 	 	 	 	 	1	12	6
71040	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71041	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71041	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	1	10	3	30	 	 	6	0	 	 	 	 	 	 	1	4	2
71044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	1	13	12	30	 	 	10	1	6000	4	 	 	 	 	1	12	3
71045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71046	1	13	3	26	 	 	8	1	8000	4	 	 	 	 	0	12	1
71046	2	13	2	26	 	 	12	1	10000	4	 	 	 	 	1	12	1
71046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	1	10	6	30	 	 	6	0	 	 	 	 	 	 	1	0	6
71047	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71050	1	13	9	30	 	 	8	1	4000	4	 	 	 	 	1	10	3
71050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	1	12	12	8	 	 	9	1	250	2	 	 	 	 	1	12	3
81001	2	5	3	10	 	 	8	1	250	2	 	 	 	 	1	6	3
81001	3	1	4	4	 	 	4	0	 	 	 	 	 	 	1	3	6
81002	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	1	1	4	10	 	 	3	0	 	 	 	 	 	 	1	5	6
81003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	1	12	12	20	 	 	9	1	450	2	 	 	 	 	1	12	3
81004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	1	1	6	10	 	 	2	0	 	 	 	 	 	 	1	6	6
81006	2	5	1	5	 	 	6	1	200	2	 	 	 	 	1	2	3
81006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81010	1	11	12	26	 	 	3	1	280	2	 	 	 	 	1	12	7
81010	2	10	12	25	 	 	4	0	 	 	 	 	 	 	1	12	6
81010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81012	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81012	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81015	1	19	12	20	 	 	9	3	2000	5	 	 	 	 	1	12	2
81015	2	5	1	15	 	 	5	1	100	2	 	 	 	 	0	 	3
81015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81017	1	1	5	15	 	 	7	0	 	 	 	 	 	 	1	6	6
81017	2	5	4	10	 	 	7	1	100	2	 	 	 	 	1	6	3
81017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81018	1	5	10	20	 	 	9	1	150	2	 	 	 	 	1	12	3
81018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81019	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81022	1	19	12	15	 	 	7	3	2500	4	 	 	 	 	1	12	7
81022	2	5	4	15	 	 	6	1	200	2	 	 	 	 	1	4	3
81022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81023	1	5	8	23	 	 	8	5	150	3	 	 	 	 	0	 	3
81023	2	1	5	17	 	 	3	0	 	 	 	 	 	 	1	6	6
81023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81027	1	1	1	10	 	 	6	0	 	 	 	 	 	 	1	1	6
81027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81030	1	12	2	28	 	 	3	1	1000	4	 	 	 	 	1	6	3
81030	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81032	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81032	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81032	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81033	1	5	9	3	 	 	7	0	 	 	 	 	 	 	1	6	6
81033	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81034	1	1	10	20	 	 	5	0	 	 	 	 	 	 	1	10	6
81034	2	5	12	10	 	 	6	1	200	2	 	 	 	 	1	12	3
81034	3	10	12	4	 	 	8	0	 	 	 	 	 	 	1	12	6
81036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81036	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81037	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81037	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81037	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81040	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81040	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81044	1	5	1	7	 	 	2	1	300	3	 	 	 	 	1	1	2
81044	2	11	12	28	 	 	12	0	 	 	 	 	 	 	1	4	2
81044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81045	1	9	12	30	 	 	12	1	25000	4	 	 	 	 	1	12	6
81045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81046	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81046	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81046	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81047	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81047	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81048	1	13	12	27	 	 	12	3	8000	4	 	 	 	 	1	12	3
81048	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81050	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81050	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81050	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91001	1	13	10	25	 	 	8	1	15000	4	 	 	 	 	1	10	3
91001	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
