CHILDCODE	MOVEIDR5	YRMOVER5	MTHSTYR5	WHMOVER5	TYPKEBR5	MVALNER5	MVFTHRR5	MVMTHRR5	MVSIBLR5	MVSPSER5	MVSPPTR5	MVSPSBR5	MVCHCHR5	MVOTRLR5	MVNONHR5	MVSPRLR5	RSNMVR51	RSNMVR52	KNWANYR5	KNWBSTR5
181045	2	2015	10	3	6	N	N	N	N	Y	N	N	N	N	N	N	1	10	1	4
181045	3	2014	12	3	6	N	N	N	N	Y	N	N	N	N	N	N	1	11	1	4
181047	1	2015	0	2	1	Y	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181048	1	2015	3	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	2
181049	1	2016	3	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
181049	2	2015	10	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
181049	3	2014	10	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
181049	4	2013	1	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
181050	1	2014	33	3	1	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	5
191001	1	2013	1	2	1	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	1
191001	2	2014	5	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	37	1	1
191006	1	2015	4	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
191011	1	2016	6	4	6	N	N	N	Y	N	N	N	N	N	N	N	1	10	1	5
191011	2	2015	12	4	6	N	N	N	Y	N	N	N	N	N	N	N	1	11	1	5
191012	1	2016	0	1	1	Y	 	 	 	 	 	 	 	 	 	 	21	88	1	3
191013	1	2015	8	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
191013	2	2014	7	3	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
191014	1	2016	0	2	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	5
191015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191016	1	2015	6	3	6	Y	 	 	 	 	 	 	 	 	 	 	38	2	1	5
191016	2	2014	9	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
191016	3	2013	1	3	6	Y	 	 	 	 	 	 	 	 	 	 	1	11	1	5
191018	1	2016	9	4	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
191018	2	2015	7	4	2	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
191018	3	2014	8	4	1	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	6
191020	1	2016	10	4	6	N	Y	N	N	N	N	N	N	N	N	N	1	11	1	5
191020	2	2015	9	4	6	N	Y	N	N	N	N	N	N	N	N	N	1	11	1	5
191020	3	2014	7	4	6	N	Y	N	N	N	N	N	N	N	N	N	1	11	1	5
191022	1	2014	5	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	1	1
191024	1	2014	3	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	37	1	1
191024	2	2016	3	2	1	Y	 	 	 	 	 	 	 	 	 	 	25	88	0	 
191025	1	2014	12	4	1	N	N	N	N	Y	N	N	N	N	N	N	21	88	1	3
191025	2	2015	6	4	1	N	N	N	N	Y	N	N	N	N	N	N	21	88	1	4
191026	1	2015	0	3	3	Y	 	 	 	 	 	 	 	 	 	 	12	88	0	 
191027	1	2016	6	3	6	N	N	N	N	N	N	N	N	Y	N	N	5	10	1	5
191032	1	2016	11	3	6	Y	 	 	 	 	 	 	 	 	 	 	2	11	0	 
191032	2	2015	12	3	6	Y	 	 	 	 	 	 	 	 	 	 	5	10	1	5
191032	3	2014	12	3	6	Y	 	 	 	 	 	 	 	 	 	 	5	10	1	5
191034	1	2016	6	3	4	Y	 	 	 	 	 	 	 	 	 	 	6	88	0	 
191034	2	2015	11	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	1	5
191034	3	2014	11	2	4	Y	 	 	 	 	 	 	 	 	 	 	5	6	1	5
191039	1	2016	5	3	3	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
191039	2	2015	10	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
191039	3	2014	10	3	4	Y	 	 	 	 	 	 	 	 	 	 	5	88	0	 
191042	1	2016	5	4	4	N	N	N	N	Y	N	N	Y	N	N	N	21	23	1	5
191042	2	2014	18	3	4	N	N	N	N	Y	N	N	Y	N	N	N	21	26	1	5
191045	1	2016	8	3	6	Y	 	 	 	 	 	 	 	 	 	 	5	10	1	4
191045	2	2015	10	3	6	Y	 	 	 	 	 	 	 	 	 	 	5	11	1	4
191045	3	2015	10	3	6	Y	 	 	 	 	 	 	 	 	 	 	5	10	1	4
191046	1	2014	5	1	1	Y	 	 	 	 	 	 	 	 	 	 	25	29	1	1
191048	1	2016	0	4	1	Y	 	 	 	 	 	 	 	 	 	 	12	88	0	 
191050	1	2014	7	1	1	Y	 	 	 	 	 	 	 	 	 	 	25	37	1	1
201003	1	2016	3	3	1	Y	 	 	 	 	 	 	 	 	 	 	38	88	1	4
201013	1	2015	6	5	7	N	N	N	N	N	N	N	N	N	Y	N	1	88	1	5
201027	1	2014	5	4	6	Y	 	 	 	 	 	 	 	 	 	 	1	88	1	4
201038	1	2016	9	4	4	Y	 	 	 	 	 	 	 	 	 	 	1	88	0	 
201040	1	2016	9	3	2	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	3
