childid	id	age	sex	relate	still	yrschool	disabled	care	support	edinicial	grado	anhos
PE021006	1	29	1	1	2	0	2	2	1	 	88	88
PE021006	2	27	2	1	2	34	2	1	1	 	88	4
PE021006	3	6	1	5	1	32	2	2	2	 	88	88
PE021006	4	5	1	5	2	0	2	2	2	 	88	88
PE021006	15	3	1	5	88	88	2	88	88	2	88	88
PE021007	1	30	1	1	2	33	2	2	1	 	6	88
PE021007	2	18	2	1	2	34	2	1	2	 	88	2
PE021008	1	26	1	1	2	33	2	1	1	 	6	88
PE021008	2	21	2	1	2	33	2	1	2	 	2	88
PE021008	15	3	2	5	88	88	2	88	88	2	88	88
PE021009	1	26	1	1	2	33	2	2	1	 	6	88
PE021009	2	22	2	1	2	33	1	1	2	 	6	88
PE021010	1	26	2	1	2	33	2	1	2	 	6	88
PE021010	2	7	1	5	1	32	1	2	2	 	88	88
PE021010	3	5	1	5	2	0	2	2	2	 	88	88
PE021010	4	49	1	3	2	33	1	2	1	 	88	3
PE021010	5	43	2	3	2	33	2	2	1	 	88	3
PE021010	6	25	2	4	2	33	2	2	2	 	4	88
PE021010	7	18	1	4	2	34	2	2	1	 	4	88
PE021010	8	17	1	4	2	34	2	2	1	 	5	88
PE021010	9	16	1	4	1	34	2	2	2	 	4	88
PE021011	1	30	1	1	2	34	2	1	1	 	88	3
PE021011	2	23	2	1	2	34	2	1	1	 	88	5
PE021011	3	70	1	3	2	33	1	1	2	 	88	99
PE021011	4	61	2	3	2	33	1	1	2	 	88	4
PE021011	15	4	1	5	88	88	2	88	88	1	88	88
PE021012	1	22	1	1	2	33	2	1	1	 	5	88
PE021012	2	19	2	1	2	33	2	1	1	 	5	88
PE021013	1	23	1	1	2	33	2	2	1	 	5	88
PE021013	2	20	2	1	2	0	2	1	2	 	88	88
PE021014	1	23	1	1	2	34	2	2	1	 	88	2
PE021014	2	19	2	1	2	33	2	1	2	 	5	88
PE021014	3	53	2	3	2	33	2	2	2	 	88	2
PE021014	4	31	1	4	2	33	2	2	1	 	3	88
PE021014	5	27	1	4	2	33	2	2	1	 	3	88
PE021014	6	21	2	4	2	34	2	2	2	 	88	2
PE021014	7	15	1	4	2	33	2	2	2	 	6	88
PE021014	8	13	1	4	1	33	2	2	2	 	4	88
PE021014	9	8	2	4	1	33	2	2	2	 	2	88
PE021014	10	35	1	4	2	34	2	2	2	 	88	2
PE021014	15	3	1	5	88	88	2	88	88	1	88	88
PE021014	16	3	2	6	88	88	2	88	88	1	88	88
PE021015	1	29	1	1	2	33	2	1	1	 	6	88
PE021015	2	28	2	1	2	33	2	1	2	 	6	88
PE021015	3	7	1	5	1	32	2	2	2	 	88	88
PE021016	1	33	1	1	2	34	2	2	1	 	88	5
PE021016	2	30	2	1	2	33	2	1	1	 	5	88
PE021016	3	10	1	5	1	33	2	2	2	 	4	88
PE021017	1	24	1	1	2	33	2	1	1	 	6	88
PE021017	2	22	2	1	2	33	2	1	1	 	3	88
PE021018	1	27	1	1	2	34	1	1	1	 	88	1
PE021018	2	22	2	1	2	34	1	1	1	 	88	4
PE021019	1	29	1	1	2	33	2	1	1	 	6	88
PE021019	2	28	2	1	2	33	2	1	1	 	6	88
PE021019	3	10	2	5	1	33	2	1	2	 	4	88
PE021020	1	22	1	1	2	33	2	1	1	 	6	88
PE021020	2	18	2	1	2	33	2	1	2	 	6	88
PE021021	1	17	2	1	2	33	2	1	1	 	6	88
PE021021	2	55	1	3	2	33	1	1	1	 	88	3
PE021021	3	65	2	3	2	0	2	1	2	 	88	88
PE021021	4	23	1	4	2	33	1	2	2	 	6	88
PE021021	5	19	1	4	2	33	2	2	2	 	6	88
PE021022	1	33	1	1	2	34	2	1	1	 	88	1
PE021022	2	28	2	1	2	34	2	1	2	 	88	3
PE021022	3	10	1	5	1	33	2	1	2	 	2	88
PE021022	4	9	2	5	1	33	2	1	2	 	3	88
PE021022	15	2	2	5	88	88	2	88	88	2	88	88
PE021023	1	27	1	1	2	33	2	2	1	 	6	88
PE021023	2	24	2	1	2	34	2	1	2	 	88	5
PE021024	1	31	1	1	2	33	2	2	1	 	5	88
PE021024	2	30	2	1	2	33	2	1	2	 	4	88
PE021024	3	9	1	5	1	33	2	2	2	 	1	88
PE021024	4	7	2	5	1	32	2	2	2	 	88	88
PE021024	15	2	1	5	88	88	2	88	88	2	88	88
PE021025	1	30	1	1	2	34	2	2	1	 	88	5
PE021025	2	28	2	1	2	33	2	1	2	 	6	88
PE021025	3	8	1	5	1	33	2	1	2	 	2	88
PE021025	4	6	1	5	1	32	2	2	2	 	88	88
PE021026	1	23	1	1	2	33	2	1	1	 	6	88
PE021026	2	21	2	1	2	33	2	1	1	 	2	88
PE021026	3	5	2	5	2	0	2	2	2	 	88	88
PE021027	1	24	2	1	2	33	2	1	1	 	6	88
PE021027	2	52	1	3	2	33	2	2	1	 	88	3
PE021027	3	48	2	3	2	33	2	1	1	 	88	2
PE021027	4	28	2	4	2	34	2	2	2	 	88	5
PE021027	5	26	1	4	2	34	2	2	2	 	88	2
PE021027	6	18	2	4	2	33	2	2	2	 	5	88
PE021027	7	11	2	4	1	33	2	2	2	 	4	88
PE021027	8	9	2	6	1	33	2	2	2	 	2	88
PE021028	1	36	1	1	2	33	2	1	1	 	88	2
PE021028	2	28	2	1	2	33	2	1	2	 	3	88
PE021028	3	10	1	5	1	33	2	2	2	 	4	88
PE021028	4	7	1	5	1	33	2	2	2	 	1	88
PE021028	15	4	2	5	88	88	2	88	88	1	88	88
PE021029	1	34	1	1	2	33	1	1	1	 	6	88
PE021029	2	29	2	1	2	33	1	1	2	 	3	88
PE021029	3	9	2	5	1	33	2	2	2	 	2	88
PE021029	15	4	2	5	88	88	1	88	88	2	88	88
PE021030	1	47	1	1	2	36	1	2	1	 	88	3
PE021030	2	31	2	1	2	34	2	1	1	 	88	2
PE021030	3	70	2	3	2	33	2	1	1	 	88	2
PE021030	4	22	1	6	2	34	2	1	2	 	88	5
PE021030	5	5	1	6	2	0	2	2	2	 	88	88
PE021030	15	4	1	5	88	88	2	88	88	1	88	88
PE021030	16	2	1	5	88	88	1	88	88	2	88	88
PE021031	1	33	1	1	2	34	2	2	1	 	88	5
PE021031	2	31	2	1	2	0	1	1	2	 	88	88
PE021031	15	4	2	5	88	88	2	88	88	1	88	88
PE021032	1	33	1	1	2	34	2	1	1	 	88	2
PE021032	2	28	2	1	2	34	2	1	2	 	88	3
PE021032	3	10	2	5	1	33	2	1	2	 	4	88
PE021032	4	7	1	5	1	33	2	2	2	 	1	88
PE021032	5	6	1	6	1	32	2	2	2	 	88	88
PE021032	6	29	1	4	2	34	2	2	1	 	88	5
PE021032	7	23	2	4	2	34	2	2	2	 	88	2
PE021032	15	4	1	6	88	88	2	88	88	2	88	88
PE021033	1	32	1	1	2	36	2	2	1	 	88	3
PE021033	2	23	2	1	2	33	2	1	2	 	3	88
PE021033	3	5	1	5	2	0	2	2	2	 	88	88
PE021034	1	32	1	1	2	34	2	1	1	 	88	2
PE021034	2	27	2	1	2	34	2	1	1	 	88	2
PE021034	3	8	2	5	1	33	2	2	2	 	2	88
PE021035	1	24	1	1	2	33	2	2	1	 	6	88
PE021035	2	19	2	1	2	34	2	1	2	 	88	5
PE021036	1	39	1	1	2	34	1	1	1	 	88	4
PE021036	2	30	2	1	2	33	2	1	2	 	6	88
PE021036	3	74	2	3	2	0	1	1	2	 	88	88
PE021036	4	41	1	4	2	0	2	2	2	 	88	88
PE021036	5	80	1	13	2	0	1	1	2	 	88	88
PE021036	15	3	2	5	88	88	2	88	88	2	88	88
PE021037	1	30	1	1	2	33	2	2	1	 	6	88
PE021037	2	32	2	1	2	33	2	1	2	 	6	88
PE021037	3	12	1	5	1	33	2	2	2	 	6	88
PE021037	4	9	2	5	1	33	2	2	2	 	2	88
PE021037	5	8	1	5	1	32	2	2	2	 	88	88
PE021038	1	30	1	1	2	34	2	1	1	 	88	5
PE021038	2	21	2	1	2	33	2	1	1	 	6	88
PE021038	15	4	2	5	88	88	2	88	88	1	88	88
PE021039	1	26	1	1	2	34	2	1	1	 	88	5
PE021039	2	26	2	1	2	33	2	1	2	 	6	88
PE021040	1	17	2	1	2	34	2	1	2	 	88	3
PE021040	2	47	2	3	2	0	1	1	1	 	88	88
PE021040	3	19	1	4	1	34	2	2	2	 	88	5
PE021041	1	26	1	1	2	33	2	1	1	 	4	88
PE021041	2	21	2	1	2	34	2	1	2	 	88	5
PE021042	1	37	1	1	2	34	2	1	1	 	88	3
PE021042	2	31	2	1	2	34	2	1	2	 	88	5
PE021042	3	28	1	4	2	34	2	2	2	 	88	3
PE021042	15	2	1	5	88	88	2	88	88	2	88	88
PE021043	1	23	2	1	2	36	2	1	1	 	88	3
PE021043	2	46	1	4	2	33	2	2	1	 	88	4
PE021043	3	54	2	3	2	33	2	1	2	 	88	1
PE021044	1	33	1	1	2	34	2	2	1	 	88	5
PE021044	2	29	2	1	2	34	2	1	2	 	88	5
PE021044	3	72	2	3	2	33	1	2	1	 	88	3
PE021044	4	18	1	6	1	34	2	2	2	 	88	5
PE021044	5	17	1	6	1	34	2	2	2	 	88	4
PE021045	1	28	1	1	2	33	1	1	1	 	6	88
PE021045	2	25	2	1	2	34	1	1	2	 	88	5
PE021045	3	56	2	3	2	33	1	1	1	 	88	2
PE021045	4	35	1	4	2	34	2	1	1	 	88	5
PE021046	1	26	1	1	2	0	2	1	1	 	88	88
PE021046	2	18	2	1	2	34	2	1	2	 	88	3
PE021046	3	52	1	3	2	33	1	2	1	 	88	2
PE021046	4	56	2	3	2	31	1	1	2	 	88	88
PE021046	5	24	2	4	2	33	2	1	2	 	6	88
PE021046	6	16	1	4	2	33	2	2	1	 	6	88
PE021046	7	13	2	4	1	34	1	1	2	 	88	1
PE021046	8	5	2	6	2	0	2	2	2	 	88	88
PE021046	15	2	2	5	88	88	2	88	88	2	88	88
PE021047	1	31	1	1	2	33	2	2	1	 	6	88
PE021047	2	26	2	1	2	34	2	1	2	 	88	1
PE021047	3	8	2	5	1	33	2	2	2	 	2	88
PE021047	4	5	2	5	2	0	2	2	2	 	88	88
PE021047	5	73	1	3	2	33	2	2	2	 	88	1
PE021048	1	35	1	1	2	34	1	2	1	 	88	5
PE021048	2	30	2	1	2	33	2	1	1	 	5	88
PE021048	3	9	1	5	1	33	2	2	2	 	3	88
PE021048	4	12	2	4	1	33	2	1	2	 	4	88
PE021048	15	4	2	5	88	88	2	88	88	1	88	88
PE021049	1	33	1	1	2	33	2	2	1	 	6	88
PE021049	2	27	2	1	2	34	2	1	2	 	88	5
PE021049	3	6	2	5	1	32	2	2	2	 	88	88
PE021049	15	2	1	5	88	88	2	88	88	2	88	88
PE021050	1	25	1	1	2	34	2	1	1	 	88	3
PE021050	2	30	2	1	2	35	2	1	2	 	88	3
PE021050	15	0	2	5	88	88	2	88	88	2	88	88
PE021051	1	30	1	1	2	34	2	2	1	 	88	5
PE021051	2	27	2	1	2	33	2	1	2	 	6	88
PE021051	3	5	2	5	2	0	2	2	2	 	88	88
PE021052	1	46	1	1	2	33	2	2	1	 	88	3
PE021052	2	44	2	1	2	0	2	1	2	 	88	88
PE021052	3	21	1	5	2	33	2	2	1	 	5	88
PE021052	4	18	1	5	2	34	2	2	1	 	88	2
PE021052	5	16	2	5	2	34	2	1	2	 	88	2
PE021052	6	14	1	5	2	34	2	2	2	 	88	1
PE021052	7	11	2	5	2	33	2	1	2	 	3	88
PE021052	8	8	1	5	1	32	2	2	2	 	88	88
PE021053	1	27	1	1	2	33	2	1	1	 	2	88
PE021053	2	32	2	1	2	33	1	1	2	 	4	88
PE021053	3	54	2	3	2	0	2	1	2	 	88	88
PE021053	4	28	1	4	2	33	2	1	1	 	1	88
PE021053	5	17	1	4	2	33	2	1	1	 	2	88
PE021053	6	18	2	4	2	33	2	1	1	 	3	88
PE021053	15	2	2	5	88	88	2	88	88	2	88	88
PE021054	1	28	1	1	2	34	2	2	1	 	88	5
PE021054	2	25	2	1	2	34	2	1	2	 	88	5
PE021054	15	4	2	5	88	88	2	88	88	1	88	88
PE021055	1	32	1	1	2	33	2	1	1	 	5	88
PE021055	2	26	2	1	2	34	2	1	1	 	88	3
PE021055	3	6	1	5	2	0	2	1	2	 	88	88
PE021056	1	26	1	1	2	34	1	1	1	 	88	1
PE021056	2	21	2	1	2	33	2	1	2	 	2	88
PE021056	3	43	1	3	2	33	2	2	1	 	88	4
PE021056	15	4	1	5	88	88	2	88	88	1	88	88
PE021057	1	33	1	1	2	33	1	1	1	 	5	88
PE021057	2	24	2	1	2	33	1	1	1	 	1	88
PE021057	3	7	2	5	1	33	1	1	2	 	1	88
PE021057	4	5	2	5	2	0	1	2	2	 	88	88
PE021058	1	24	1	1	2	34	2	1	1	 	88	3
PE021058	2	24	2	1	2	34	2	1	2	 	88	5
PE021059	1	23	1	1	2	34	1	2	1	 	88	5
PE021059	2	22	2	1	2	34	2	1	2	 	88	5
PE021059	3	57	1	3	2	33	1	2	1	 	88	2
PE021059	4	54	2	3	2	33	1	2	2	 	88	1
PE021059	5	25	2	4	2	34	2	2	2	 	88	5
PE021059	15	4	1	6	88	88	2	88	88	1	88	88
PE021059	16	2	1	6	88	88	2	88	88	2	88	88
PE021060	1	21	1	1	2	33	2	1	1	 	6	88
PE021060	2	19	2	1	2	33	2	1	2	 	4	88
PE021060	3	55	1	3	2	33	2	2	2	 	88	5
PE021060	4	41	2	3	2	33	1	1	2	 	88	3
PE021060	5	23	1	4	2	34	2	2	2	 	88	5
PE021060	6	16	1	4	1	34	2	2	2	 	88	2
PE021060	7	11	2	4	1	33	2	2	2	 	2	88
PE021061	1	42	1	1	2	34	1	1	1	 	88	5
PE021061	2	33	2	1	2	33	2	1	2	 	5	88
PE021061	3	13	2	5	1	33	2	1	2	 	6	88
PE021061	4	7	1	5	1	32	2	1	2	 	88	88
PE021062	1	27	1	1	2	34	2	2	1	 	88	5
PE021062	2	26	2	1	2	33	2	1	2	 	6	88
PE021062	3	62	1	3	2	33	2	2	1	 	88	3
PE021062	4	61	2	3	2	0	2	2	1	 	88	88
PE021062	5	22	1	4	2	34	2	2	1	 	88	5
PE021062	6	13	2	4	1	34	2	2	2	 	88	1
PE021063	1	24	1	1	2	34	2	1	1	 	88	1
PE021063	2	23	2	1	2	34	2	1	2	 	88	5
PE021063	3	55	1	3	2	33	2	1	1	 	88	3
PE021063	4	40	2	3	2	33	1	1	1	 	88	3
PE021063	5	21	2	4	2	34	2	1	2	 	88	5
PE021063	6	10	1	6	1	33	1	1	2	 	6	88
PE021064	1	32	1	1	2	34	2	2	1	 	88	1
PE021064	2	28	2	1	2	33	2	1	2	 	6	88
PE021064	3	11	1	5	1	33	2	2	2	 	3	88
PE021064	4	8	2	5	1	33	2	2	2	 	1	88
PE021064	5	7	1	5	1	33	2	2	2	 	1	88
PE021065	1	29	2	1	2	35	2	1	2	 	88	2
PE021065	2	58	1	3	2	33	2	2	1	 	88	3
PE021065	3	59	1	3	2	33	2	1	2	 	88	2
PE021065	4	22	1	4	2	34	2	2	1	 	88	5
PE021065	5	15	2	4	2	34	2	2	2	 	88	2
PE021066	1	30	1	1	2	34	2	1	1	 	88	5
PE021066	2	26	2	1	2	33	2	1	2	 	6	88
PE021066	15	4	2	5	88	88	1	88	88	1	88	88
PE021067	1	18	1	1	2	34	2	2	1	 	88	5
PE021067	2	18	2	1	2	34	2	1	2	 	88	3
PE021067	3	50	1	3	2	33	2	2	1	 	88	5
PE021067	4	42	2	3	2	34	1	2	2	 	88	1
PE021067	5	23	2	4	2	36	2	2	2	 	88	3
PE021067	6	38	1	4	2	34	2	2	2	 	88	3
PE021067	7	37	2	4	2	36	2	2	2	 	88	3
PE021067	8	5	1	4	2	0	2	2	2	 	88	88
PE021068	1	30	1	1	2	34	2	2	1	 	88	1
PE021068	2	30	2	1	2	33	2	1	2	 	5	88
PE021068	3	9	1	5	1	33	2	2	2	 	3	88
PE021068	4	5	2	5	2	0	2	2	2	 	88	88
PE021069	1	40	1	1	2	34	2	2	1	 	88	2
PE021069	2	24	2	1	2	33	2	1	2	 	5	88
PE021069	3	6	1	5	1	32	2	2	2	 	88	88
PE021069	15	4	1	5	88	88	2	88	88	2	88	88
PE021070	1	20	1	1	2	33	2	2	1	 	6	88
PE021070	2	23	2	1	2	33	2	1	2	 	6	88
PE021070	3	73	1	3	2	33	1	1	1	 	88	3
PE021070	4	63	2	3	2	33	1	1	2	 	88	5
PE021071	1	32	1	1	2	34	2	2	1	 	88	5
PE021071	2	26	2	1	2	33	2	1	2	 	6	88
PE021071	3	5	2	5	2	0	2	2	2	 	88	88
PE021072	1	24	1	1	2	36	2	1	1	 	88	2
PE021072	2	25	2	1	2	36	2	1	2	 	88	2
PE021072	3	47	1	3	2	36	2	2	1	 	88	2
PE021072	4	43	2	3	2	34	2	2	1	 	88	4
PE021072	5	13	2	4	1	34	2	2	2	 	88	1
PE021072	6	8	2	4	2	33	2	2	2	 	2	88
PE021072	7	5	2	4	2	0	2	2	2	 	88	88
PE021073	1	26	1	1	2	34	2	1	1	 	88	5
PE021073	2	25	2	1	2	34	2	1	1	 	88	5
PE021073	3	50	1	3	2	34	2	1	1	 	88	2
PE021073	4	45	2	3	2	34	2	1	1	 	88	5
PE021073	5	22	1	4	2	34	2	1	2	 	88	5
PE021073	6	17	2	4	2	34	2	1	2	 	88	5
PE021074	1	24	1	1	2	34	2	1	1	 	88	5
PE021074	2	22	2	1	2	34	2	1	2	 	88	5
PE021075	1	26	2	1	2	33	2	1	2	 	6	88
PE021075	2	61	1	3	2	33	2	2	1	 	88	3
PE021075	3	37	1	4	2	34	2	2	1	 	88	2
PE021075	4	36	1	4	2	34	2	2	1	 	88	2
PE021075	5	29	1	4	2	34	2	2	1	 	88	2
PE021075	6	25	2	4	2	33	2	2	2	 	4	88
PE021075	15	4	2	5	88	88	2	88	88	1	88	88
PE021076	1	36	1	1	2	34	2	2	1	 	88	1
PE021076	2	25	2	1	2	33	2	1	2	 	6	88
PE021076	3	10	2	5	1	33	2	1	2	 	4	88
PE021077	1	34	1	1	2	33	2	2	1	 	6	88
PE021077	2	38	2	1	2	33	2	1	2	 	88	3
PE021078	1	41	1	1	2	34	2	1	1	 	88	5
PE021078	2	30	2	1	2	34	2	1	2	 	88	5
PE021078	3	6	2	5	1	32	1	1	2	 	88	88
PE021078	4	9	2	10	1	33	2	1	2	 	2	88
PE021078	5	60	1	3	2	33	2	1	1	 	88	3
PE021078	6	53	2	3	2	33	2	1	2	 	88	3
PE021078	7	24	1	4	2	34	2	2	1	 	88	5
PE021078	8	26	1	4	2	33	2	2	1	 	2	88
PE021079	1	26	1	1	2	34	1	2	1	 	88	5
PE021079	2	19	2	1	2	34	2	1	2	 	88	3
PE021079	3	55	1	3	2	33	2	2	1	 	88	2
PE021079	4	49	2	3	2	33	2	2	1	 	88	2
PE021079	5	80	2	13	2	0	2	2	2	 	88	88
PE021079	6	22	2	4	1	36	2	2	2	 	88	3
PE021079	7	29	2	4	2	36	2	2	2	 	88	3
PE021079	8	28	1	4	2	34	2	2	2	 	88	5
PE021079	15	2	1	6	88	88	2	88	88	2	88	88
PE021080	1	23	1	1	2	34	2	1	1	 	88	2
PE021080	2	21	2	1	2	34	2	1	2	 	88	5
PE021081	1	30	2	1	2	33	2	1	2	 	5	88
PE021081	2	68	2	3	2	0	2	2	1	 	88	88
PE021081	3	29	1	4	2	33	2	2	1	 	3	88
PE021081	4	28	1	4	2	33	2	2	1	 	5	88
PE021081	5	17	2	4	1	34	2	2	2	 	88	2
PE021082	1	34	1	1	2	34	1	2	1	 	88	5
PE021082	2	26	2	1	2	34	2	1	2	 	88	5
PE021082	15	4	2	5	88	88	1	88	88	1	88	88
PE021083	1	36	1	1	2	36	2	2	1	 	88	3
PE021083	2	19	2	1	2	33	2	1	2	 	6	88
PE021084	1	40	1	1	2	34	2	2	1	 	88	5
PE021084	2	28	2	1	2	34	2	1	1	 	88	5
PE021084	3	6	2	5	2	0	2	2	2	 	88	88
PE021085	1	30	1	1	2	33	2	1	1	 	1	88
PE021085	2	18	2	1	2	33	2	1	2	 	5	88
PE021086	1	23	1	1	2	34	2	2	1	 	88	5
PE021086	2	21	2	1	2	33	2	1	1	 	6	88
PE021086	15	2	1	5	88	88	2	88	88	2	88	88
PE021087	1	27	1	1	2	34	2	2	1	 	88	5
PE021087	2	27	2	1	2	36	2	1	2	 	88	3
PE021087	3	52	1	3	2	33	2	2	1	 	88	5
PE021087	4	44	2	3	2	33	1	2	2	 	88	4
PE021087	5	25	1	4	2	34	2	2	1	 	88	5
PE021087	6	22	2	4	1	35	2	2	2	 	88	2
PE021087	7	20	1	4	2	34	2	2	1	 	88	5
PE021087	8	16	1	4	1	34	2	2	2	 	88	4
PE021087	15	4	1	4	88	88	2	88	88	1	88	88
PE021088	1	20	1	1	2	34	2	1	1	 	88	5
PE021088	2	22	2	1	2	35	2	1	2	 	88	1
PE021089	1	32	1	1	2	34	1	1	1	 	88	3
PE021089	2	27	2	1	2	33	2	2	2	 	6	88
PE021089	3	7	2	5	1	33	2	2	2	 	1	88
PE021090	1	37	1	1	2	34	2	2	1	 	88	5
PE021090	2	28	2	1	2	34	2	1	2	 	88	3
PE021090	3	13	2	5	1	34	2	1	2	 	88	1
PE021090	4	11	2	5	1	33	2	1	2	 	4	88
PE021091	1	38	1	1	2	0	2	1	1	 	88	88
PE021091	2	17	2	1	2	33	2	1	2	 	2	88
PE021091	3	42	1	3	2	34	1	2	1	 	88	3
PE021091	4	39	2	3	2	0	2	1	1	 	88	88
PE021091	5	15	1	4	2	33	2	2	1	 	1	88
PE021091	6	13	1	4	1	33	2	2	2	 	3	88
PE021091	7	12	1	4	1	33	2	2	2	 	3	88
PE021091	8	9	2	4	1	33	2	2	2	 	2	88
PE021091	15	3	2	4	88	88	2	88	88	1	88	88
PE021091	16	2	1	4	88	88	2	88	88	2	88	88
PE021092	1	38	1	1	2	33	2	2	1	 	88	3
PE021092	2	37	2	1	2	0	2	1	2	 	88	88
PE021092	3	15	2	5	1	34	2	2	2	 	88	3
PE021092	4	13	1	5	1	34	2	2	2	 	88	2
PE021092	5	11	1	5	1	33	2	2	2	 	4	88
PE021092	6	13	1	6	1	33	2	2	2	 	6	88
PE021093	1	25	2	1	2	34	2	1	2	 	88	5
PE021093	2	53	1	3	2	33	1	1	1	 	88	3
PE021093	3	50	2	3	2	33	1	1	2	 	88	3
PE021093	4	27	2	4	2	34	2	2	2	 	88	5
PE021093	5	14	2	4	1	34	2	1	2	 	88	1
PE021093	6	19	1	4	2	34	2	2	1	 	88	5
PE021093	7	17	1	4	1	34	2	1	1	 	88	4
PE021093	8	7	1	4	1	32	2	2	2	 	88	88
PE021094	1	31	1	1	2	34	2	2	1	 	88	5
PE021094	2	24	2	1	2	36	2	1	2	 	88	3
PE021095	1	33	1	1	2	34	2	2	1	 	88	5
PE021095	2	30	2	1	2	34	2	1	2	 	88	5
PE021095	3	9	2	5	1	33	1	1	2	 	4	88
PE021095	4	7	2	5	1	33	2	1	2	 	1	88
PE021095	15	4	1	5	88	88	2	88	88	2	88	88
PE021096	1	35	1	1	2	34	2	2	1	 	88	3
PE021096	2	28	2	1	2	34	2	1	2	 	88	1
PE021096	3	5	2	5	2	0	2	2	2	 	88	88
PE021097	1	32	1	1	2	33	2	2	1	 	88	5
PE021097	2	28	2	1	2	33	2	1	1	 	3	88
PE021097	3	8	1	5	1	33	2	2	2	 	2	88
PE021097	4	5	1	5	2	0	2	2	2	 	88	88
PE021098	1	22	1	1	2	33	2	2	1	 	3	88
PE021098	2	19	2	1	2	33	2	1	2	 	6	88
PE021098	3	62	1	3	2	0	2	2	1	 	88	88
PE021098	4	58	2	3	2	0	2	1	2	 	88	88
PE021098	5	21	1	4	2	33	2	2	1	 	2	88
PE021099	1	27	1	1	2	34	2	2	1	 	88	5
PE021099	2	23	2	1	2	34	1	1	2	 	88	2
PE021100	1	36	1	1	2	34	2	2	1	 	88	4
PE021100	2	31	2	1	2	34	2	1	2	 	88	5
PE021100	3	10	2	5	1	33	2	1	2	 	4	88
PE021100	4	8	2	5	1	33	2	2	2	 	1	88
PE031001	1	26	1	1	2	0	2	1	1	 	88	88
PE031001	2	27	2	1	2	34	1	1	1	 	88	4
PE031001	3	60	1	3	2	33	1	2	1	 	88	5
PE031001	4	55	2	3	2	0	1	1	1	 	88	88
PE031001	5	7	1	5	1	32	2	2	2	 	88	88
PE031001	15	4	1	6	88	88	1	88	88	2	88	88
PE031001	16	3	1	5	88	88	2	88	88	2	88	88
PE031002	1	42	1	1	2	33	2	2	1	 	88	5
PE031002	2	41	2	1	2	0	1	1	2	 	88	88
PE031002	3	19	2	5	2	33	2	1	2	 	6	88
PE031002	4	17	1	5	2	33	2	2	2	 	6	88
PE031002	5	15	2	5	2	33	2	2	2	 	6	88
PE031002	6	13	2	5	1	33	2	2	2	 	5	88
PE031002	7	10	2	5	1	33	2	2	2	 	5	88
PE031002	8	8	2	5	1	33	2	2	2	 	1	88
PE031002	9	6	1	5	1	32	2	2	2	 	88	88
PE031002	15	4	2	5	88	88	2	88	88	1	88	88
PE031002	16	3	1	5	88	88	2	88	88	2	88	88
PE031003	1	35	2	1	2	33	2	1	1	 	3	88
PE031003	2	13	2	5	2	33	2	1	2	 	2	88
PE031003	3	6	1	5	2	0	2	2	2	 	88	88
PE031003	15	3	2	5	88	88	2	88	88	2	88	88
PE031004	1	35	1	1	2	33	2	2	1	 	88	3
PE031004	2	23	2	1	2	33	1	1	2	 	5	88
PE031004	3	5	1	5	2	0	2	2	2	 	88	88
PE031004	15	3	2	5	88	88	2	88	88	1	88	88
PE031005	1	25	2	1	2	0	2	1	1	 	88	88
PE031005	2	64	1	3	2	0	2	2	1	 	88	88
PE031005	3	58	2	3	2	0	2	1	2	 	88	88
PE031005	4	14	2	4	2	33	2	2	2	 	2	88
PE031005	5	5	2	6	2	0	2	2	2	 	88	88
PE031005	15	3	2	10	88	88	2	88	88	2	88	88
PE031006	1	29	1	1	2	33	2	2	1	 	5	88
PE031006	2	26	2	1	2	33	2	1	2	 	2	88
PE031006	3	9	1	5	1	33	2	2	2	 	1	88
PE031006	4	6	1	5	2	0	2	2	2	 	88	88
PE031006	15	3	1	5	88	88	2	88	88	2	88	88
PE031007	1	42	1	1	2	33	1	1	1	 	88	3
PE031007	2	33	2	1	2	0	1	1	1	 	88	88
PE031007	3	8	2	5	1	33	1	1	2	 	1	88
PE031007	4	6	1	5	1	32	2	1	2	 	88	88
PE031007	15	3	2	5	88	88	2	88	88	2	88	88
PE031008	1	27	1	1	2	33	1	1	1	 	2	88
PE031008	2	24	2	1	2	33	2	1	1	 	3	88
PE031008	3	6	1	5	2	0	2	2	2	 	88	88
PE031008	4	44	2	3	2	33	2	2	2	 	88	3
PE031008	5	50	1	3	2	33	1	2	2	 	88	3
PE031008	6	13	1	6	2	33	2	2	2	 	3	88
PE031008	7	100	2	13	2	0	2	2	2	 	88	88
PE031008	15	3	2	5	88	88	2	88	88	2	88	88
PE031009	1	25	1	1	2	33	2	2	1	 	6	88
PE031009	2	24	2	1	2	33	2	1	2	 	4	88
PE031009	15	4	2	5	88	88	2	88	88	1	88	88
PE031009	16	2	2	5	88	88	2	88	88	2	88	88
PE031010	1	38	1	1	2	33	2	2	1	 	88	5
PE031010	2	34	2	1	2	33	2	1	2	 	6	88
PE031010	3	15	1	5	2	33	2	2	2	 	6	88
PE031010	4	14	1	5	2	33	2	2	2	 	6	88
PE031010	5	9	1	5	1	33	2	2	2	 	3	88
PE031010	6	6	1	5	1	32	2	2	2	 	88	88
PE031010	15	3	1	5	88	88	2	88	88	2	88	88
PE031011	1	25	1	1	2	33	2	2	1	 	2	88
PE031011	2	28	2	1	2	33	2	1	2	 	4	88
