childid	linecode	id	paymt	months	days	importa	actcode
PE031066	2	1	2	12	2	2	1
PE031066	3	2	2	12	3	1	1
PE031067	1	1	2	12	1	1	1
PE031067	2	3	2	12	2	1	15
PE031067	3	3	2	4	1	2	1
PE031067	4	5	2	12	1	1	15
PE031067	5	5	2	5	1	2	1
PE031068	1	1	2	12	2	1	1
PE031068	2	3	2	12	2	1	1
PE031068	3	7	2	12	1	1	1
PE031069	1	1	2	12	1	2	1
PE031069	2	1	2	2	3	1	52
PE031069	3	3	2	12	1	1	1
PE031069	4	2	2	2	3	1	52
PE031070	1	1	2	7	2	1	1
PE031070	2	1	1	3	1	2	1
PE031070	3	3	1	12	2	1	1
PE031070	4	3	2	3	2	2	36
PE031070	5	5	2	6	2	1	36
PE031070	6	5	2	5	1	2	51
PE031070	7	5	2	12	3	3	51
PE031071	1	1	2	12	2	1	1
PE031072	1	1	2	12	1	1	1
PE031072	2	2	2	2	1	1	55
PE031073	1	1	2	12	1	1	1
PE031073	2	2	2	12	3	1	1
PE031074	1	1	1	9	1	1	15
PE031074	2	2	2	12	2	1	1
PE031075	1	1	2	12	2	1	1
PE031076	1	1	2	12	1	1	1
PE031077	1	1	2	12	2	1	1
PE031077	2	1	2	2	3	2	15
PE031077	3	3	2	12	2	1	1
PE031077	4	4	2	12	2	1	1
PE031077	5	4	2	1	2	2	15
PE031078	1	1	2	12	1	1	17
PE031078	2	3	2	9	2	1	1
PE031079	1	1	2	12	1	1	1
PE031079	2	1	2	12	2	2	26
PE031079	3	2	2	12	2	1	1
PE031080	1	1	2	12	2	1	1
PE031080	2	2	2	12	1	1	52
PE031081	1	1	2	12	3	1	1
PE031081	2	1	2	12	3	2	1
PE031081	3	1	2	12	1	3	1
PE031081	4	4	2	12	3	1	1
PE031082	1	1	2	3	1	1	45
PE031082	2	1	2	1	1	2	36
PE031082	3	1	2	6	2	3	1
PE031082	4	2	2	8	1	1	1
PE031083	1	1	2	10	1	1	1
PE031083	2	1	2	1	3	2	15
PE031084	1	1	2	12	1	1	1
PE031084	2	1	2	1	3	2	52
PE031085	1	1	2	12	1	1	1
PE031085	2	3	2	5	2	1	1
PE031085	3	4	2	5	2	1	1
PE031086	1	1	2	12	1	1	1
PE031086	2	1	2	12	3	2	52
PE031087	1	2	2	12	1	1	1
PE031087	2	4	2	12	1	1	1
PE031087	3	5	2	12	1	1	1
PE031088	1	1	2	12	1	1	52
PE031088	2	1	2	12	3	2	1
PE031089	1	1	2	12	2	1	1
PE031089	2	1	2	12	2	2	1
PE031089	3	2	2	1	1	1	1
PE031089	4	4	2	6	2	1	1
PE031090	1	1	2	12	1	1	1
PE031090	2	2	2	2	1	1	52
PE031090	3	2	2	10	3	2	52
PE031091	1	1	2	12	2	1	1
PE031091	2	1	2	2	3	2	52
PE031092	1	1	2	7	1	1	1
PE031092	2	1	2	1	1	2	 
PE031092	3	2	2	12	2	1	1
PE031093	1	1	2	12	2	1	1
PE031093	2	3	2	12	2	1	1
PE031093	3	4	2	12	2	1	52
PE031094	1	3	2	12	1	1	1
PE031094	2	2	2	12	2	1	17
PE031095	1	1	2	12	2	1	1
PE031095	2	1	2	3	3	2	15
PE031096	1	1	2	12	2	1	1
PE031096	2	1	2	12	3	2	52
PE031097	1	1	2	12	2	1	1
PE031097	2	1	1	1	3	2	75
PE031098	1	1	2	12	1	1	52
PE031098	2	2	2	9	1	1	1
PE031098	3	4	2	4	3	1	92
PE031098	4	4	2	12	2	2	1
PE031099	1	1	2	6	1	1	1
PE031099	2	1	1	6	1	2	1
PE031099	3	2	2	6	1	1	1
PE031100	1	1	2	12	3	1	1
PE031100	2	1	2	12	3	2	93
PE031100	3	2	1	11	2	1	80
PE031101	1	1	2	12	2	1	1
PE031101	2	2	2	12	1	1	52
PE031101	3	3	2	12	1	1	52
PE041001	1	1	2	10	1	1	1
PE041001	2	1	2	1	1	2	45
PE041001	3	1	1	1	1	3	1
PE041001	4	2	2	12	3	1	1
PE041001	5	2	2	12	1	2	1
PE041002	1	1	2	8	1	1	1
PE041002	2	1	1	4	1	2	1
PE041002	3	2	2	12	1	1	17
PE041003	1	1	2	12	1	1	1
PE041003	2	1	2	1	3	2	1
PE041004	1	1	2	12	1	1	1
PE041004	2	1	1	1	1	2	45
PE041004	3	1	2	12	1	3	1
PE041005	1	1	1	4	3	1	1
PE041005	2	2	2	12	1	1	1
PE041005	3	2	2	12	3	2	1
PE041006	1	1	1	12	2	1	1
PE041006	2	1	2	1	3	2	1
PE041006	3	2	2	6	3	1	1
PE041006	4	2	2	12	1	2	1
PE041007	1	3	2	12	1	1	1
PE041007	2	3	1	2	1	2	1
PE041007	3	5	1	12	1	1	1
PE041007	4	9	1	5	1	1	95
PE041007	5	6	1	12	3	1	1
PE041007	6	6	2	12	3	2	1
PE041007	7	1	1	8	2	1	80
PE041008	1	1	2	3	1	1	1
PE041008	2	1	2	12	1	3	1
PE041008	3	1	1	7	2	2	1
PE041009	1	1	2	12	1	1	1
PE041009	2	1	1	1	4	2	75
PE041009	3	2	1	6	2	1	85
PE041010	1	1	1	12	2	1	80
PE041010	2	1	2	12	3	2	1
PE041010	3	2	2	3	1	1	52
PE041011	1	1	1	12	2	2	95
PE041011	2	1	2	3	1	1	52
PE041012	1	1	2	12	1	1	1
PE041012	2	3	2	12	1	1	1
PE041012	3	5	2	12	1	1	1
PE041012	4	6	1	12	3	1	52
PE041012	5	7	1	12	3	1	95
PE041012	6	3	2	1	3	2	1
PE041013	1	1	2	4	2	1	1
PE041013	2	2	2	12	2	1	1
PE041013	3	2	2	12	2	2	1
PE041013	4	3	2	12	2	1	1
PE041013	5	3	2	12	1	2	1
PE041014	1	1	2	12	2	1	60
PE041015	1	1	2	12	3	1	1
PE041015	2	1	1	12	1	2	85
PE041015	3	2	2	12	1	1	52
PE041015	4	2	2	12	1	3	1
PE041015	5	2	2	12	2	2	1
PE041016	1	1	2	3	1	1	51
PE041016	2	1	1	12	2	2	15
PE041016	3	1	2	12	3	3	52
PE041016	4	2	2	12	1	1	52
PE041016	5	2	2	12	3	2	1
PE041017	1	1	2	12	3	1	52
PE041017	2	2	2	12	3	1	52
PE041017	3	3	2	12	3	1	52
PE041017	4	4	2	12	3	1	60
PE041017	5	5	2	12	3	1	60
PE041018	1	1	2	12	1	1	1
PE041018	2	2	2	12	1	1	1
PE041018	3	2	2	12	1	2	1
PE041018	4	3	2	12	2	1	1
PE041018	5	3	2	12	1	2	1
PE041018	6	4	2	12	3	1	1
PE041018	7	5	2	12	1	1	1
PE041019	1	1	1	12	3	1	45
PE041019	2	1	2	12	2	2	1
PE041019	3	2	2	12	2	1	1
PE041019	4	3	2	12	1	1	1
PE041020	1	1	2	12	1	1	1
PE041020	2	1	1	12	1	2	15
PE041020	3	2	2	12	2	1	1
PE041021	1	1	1	10	2	1	80
PE041021	2	1	2	12	3	2	1
PE041022	1	1	2	12	2	1	1
PE041022	2	2	2	12	2	1	1
PE041022	3	3	2	12	2	1	1
PE041022	4	4	2	12	2	1	1
PE041023	1	1	2	12	1	1	1
PE041023	2	1	2	12	1	2	1
PE041023	3	2	2	12	1	1	1
PE041023	4	3	2	12	1	1	1
PE041023	5	3	2	12	3	2	1
PE041023	6	4	2	12	3	1	1
PE041023	7	4	2	12	1	2	1
PE041024	1	1	2	12	2	1	1
PE041024	2	1	2	12	2	2	1
PE041024	3	2	2	12	3	1	1
PE041025	1	1	2	12	2	1	1
PE041025	2	2	2	12	2	1	1
PE041026	1	1	2	1	3	1	20
PE041026	2	2	1	12	2	1	80
PE041027	1	1	2	6	1	1	60
PE041027	2	1	2	6	1	2	74
PE041028	1	1	1	10	2	1	80
PE041029	1	1	2	12	1	1	1
PE041029	2	1	2	12	3	2	1
PE041029	3	2	2	12	1	1	1
PE041029	4	3	2	12	1	1	1
PE041029	5	4	2	12	3	1	1
PE041030	1	1	2	12	1	1	1
PE041030	2	2	2	12	1	1	1
PE041030	3	3	2	12	3	1	1
PE041031	1	1	2	11	1	1	1
PE041031	2	2	2	12	1	1	1
PE041031	3	3	2	12	1	1	1
PE041031	4	4	1	2	1	1	95
PE041031	5	4	2	8	1	2	1
PE041031	6	5	2	12	1	1	1
PE041032	1	1	2	12	1	1	1
PE041032	2	1	2	3	2	2	36
PE041032	3	2	2	12	1	1	1
PE041033	1	1	2	12	2	1	1
PE041033	2	2	2	12	1	1	1
PE041033	3	2	2	2	3	2	36
PE041033	4	3	2	12	2	1	1
PE041033	5	4	2	12	1	1	1
PE041033	6	5	2	12	2	1	1
PE041033	7	6	2	12	2	1	1
PE041034	1	1	2	12	1	1	1
PE041034	2	2	2	12	1	1	1
PE041034	3	3	2	10	3	1	95
PE041035	1	1	2	12	1	1	1
PE041035	2	6	2	12	1	1	1
PE041035	3	8	2	12	1	1	1
PE041035	4	9	1	12	1	1	1
PE041035	5	10	2	12	1	1	1
PE041035	6	11	2	12	2	1	1
PE041036	1	1	2	12	1	1	1
PE041036	2	2	2	12	1	1	1
PE041036	3	3	2	12	1	1	1
PE041036	4	4	2	12	3	1	1
PE041036	5	5	2	12	3	1	1
PE041037	1	1	1	12	2	1	1
PE041037	2	1	2	3	2	2	60
PE041037	3	2	2	12	2	1	1
PE041038	1	1	2	12	2	1	1
PE041038	2	2	2	12	3	1	1
PE041039	1	1	2	12	1	1	1
PE041039	2	2	2	12	1	1	1
PE041040	1	1	2	12	1	1	1
PE041040	2	1	2	12	3	2	36
PE041040	3	2	2	12	1	1	52
PE041040	4	3	2	3	3	1	1
PE041041	1	1	2	12	1	1	1
PE041041	2	2	2	12	2	1	1
PE041041	3	3	2	12	3	1	1
PE041041	4	4	2	12	3	1	1
PE041042	1	1	2	12	1	1	1
PE041042	2	2	2	12	1	1	1
PE041043	1	1	2	12	1	1	1
PE041043	2	2	2	12	1	1	1
PE041044	1	1	2	12	1	1	1
PE041044	2	2	2	12	2	1	1
PE041044	3	3	2	12	3	1	1
PE041044	4	4	2	12	3	1	1
PE041045	1	1	2	12	2	1	1
PE041045	2	1	2	12	3	3	1
PE041045	3	1	2	12	3	2	52
PE041046	1	1	1	9	1	2	85
PE041046	2	1	1	12	1	3	85
PE041046	3	1	2	12	2	1	1
PE041046	4	2	2	12	1	1	1
PE041047	1	1	2	12	2	1	1
PE041047	2	2	2	12	2	1	1
PE041048	1	1	2	12	1	1	1
PE041048	2	1	2	2	1	2	36
PE041048	3	2	2	8	2	1	1
PE041048	4	3	2	12	1	1	1
PE041048	5	4	2	12	1	1	1
PE041048	6	5	2	12	3	1	1
PE041049	1	1	2	6	1	1	1
PE041049	2	1	2	6	1	2	1
PE041049	3	2	2	6	3	1	1
PE041049	4	3	2	6	2	1	1
PE041049	5	5	2	6	3	1	1
PE041050	1	1	2	12	1	1	1
PE041050	2	1	2	3	1	2	36
PE041051	1	1	2	12	1	1	1
PE041051	2	1	2	12	1	2	1
PE041051	3	2	2	12	1	1	1
PE041052	1	1	2	12	2	1	1
PE041052	2	1	1	2	1	2	75
PE041052	3	2	2	12	2	1	1
PE041052	4	3	2	12	1	1	1
PE041053	1	1	2	12	2	1	1
PE041053	2	2	2	12	2	1	1
PE041054	1	1	2	12	1	1	1
PE041054	2	2	2	12	3	1	1
PE041054	3	3	2	12	2	1	1
PE041054	4	1	2	2	3	2	1
PE041055	1	1	2	12	2	1	1
PE041055	2	2	2	12	1	1	1
PE041055	3	3	2	12	1	1	1
PE041055	4	4	2	12	1	1	1
PE041056	1	1	2	12	1	1	1
PE041056	2	1	1	5	2	2	45
PE041056	3	2	2	12	1	1	1
PE041057	1	1	2	12	2	1	1
PE041057	2	2	2	12	2	1	1
PE041057	3	3	2	12	3	1	1
PE041057	4	8	2	12	1	1	1
PE041058	1	1	1	10	2	1	80
PE041059	1	1	2	12	2	1	1
PE041059	2	1	1	5	3	2	1
PE041059	3	2	2	12	3	1	1
PE041060	1	1	2	12	2	1	1
PE041060	2	2	2	12	2	1	1
PE041061	1	1	2	12	1	1	1
PE041061	2	1	1	1	1	2	75
PE041061	3	2	2	12	1	1	1
PE041062	1	1	2	12	2	1	1
PE041062	2	2	2	12	2	1	1
PE041062	3	3	2	12	2	1	1
PE041062	4	4	2	12	2	1	1
PE041063	1	1	2	12	2	1	1
PE041063	2	1	2	12	3	2	1
PE041063	3	2	2	12	2	1	1
PE041064	1	1	2	12	1	1	1
PE041064	2	1	2	12	2	2	60
PE041064	3	2	2	12	1	1	1
PE041065	1	1	2	12	1	1	1
PE041065	2	2	2	12	3	1	1
PE041065	3	3	2	12	3	1	1
PE041065	4	4	2	12	3	1	1
PE041065	5	5	2	12	3	1	1
PE041065	6	6	2	12	3	1	1
PE041066	1	1	2	12	1	1	1
PE041066	2	2	2	12	1	1	1
PE041066	3	2	2	12	2	2	1
PE041067	1	2	1	8	2	1	80
PE041068	1	1	2	12	2	1	1
PE041068	2	2	2	12	3	1	1
PE041069	1	1	2	11	1	1	1
PE041069	2	1	1	1	2	2	1
PE041069	3	3	2	10	1	1	1
PE041069	4	3	2	10	1	2	1
PE041069	5	3	1	2	1	3	1
PE041069	6	4	2	12	1	1	1
PE041069	7	5	2	12	3	1	1
PE041070	1	1	2	12	2	1	1
PE041070	2	2	2	12	1	1	1
PE041070	3	3	2	12	2	1	1
PE041071	1	1	2	11	1	1	1
PE041071	2	2	2	1	1	1	1
PE041071	3	3	2	12	1	1	1
PE041071	4	3	2	1	1	2	1
PE041071	5	1	2	1	1	2	36
PE041072	1	1	2	12	2	1	1
PE041072	2	2	2	3	2	1	52
PE041073	1	1	2	12	1	1	1
PE041073	2	2	2	12	1	1	1
PE041073	3	3	2	12	1	1	1
PE041073	4	1	2	12	3	2	52
PE041073	5	2	2	12	1	2	1
PE041074	1	1	2	12	1	1	1
PE041074	2	1	2	12	1	2	1
PE041074	3	2	2	12	3	1	1
PE041074	4	3	2	12	2	1	1
PE041075	1	1	2	12	2	1	1
PE041075	2	2	2	12	2	1	1
PE041075	3	3	2	12	2	1	1
PE041075	4	4	2	12	2	1	1
PE041075	5	5	2	12	2	1	1
PE041076	1	1	2	12	2	1	1
PE041076	2	1	2	12	1	2	1
PE041076	3	3	2	12	3	1	1
PE041076	4	4	2	12	1	1	1
PE041077	1	1	2	12	1	1	1
PE041077	2	2	2	12	1	1	1
PE041077	3	4	2	12	1	1	1
PE041078	1	1	2	12	1	1	1
PE041078	2	2	2	12	3	1	1
PE041079	1	1	2	12	2	1	1
PE041079	2	2	2	12	1	1	1
PE041079	3	3	2	12	2	1	11
PE041079	4	4	2	12	2	1	1
PE041079	5	5	2	12	3	1	1
PE041080	1	1	2	12	1	1	1
PE041080	2	2	2	12	1	1	1
PE041080	3	3	2	12	1	1	1
PE041080	4	4	2	12	1	1	1
PE041080	5	5	2	12	1	1	1
PE041081	1	1	2	12	1	1	1
PE041081	2	2	2	12	3	1	1
PE041082	1	1	2	12	1	1	1
PE041082	2	2	2	12	1	1	1
PE041083	1	1	2	12	1	1	1
PE041083	2	1	1	1	2	2	 
PE041083	3	2	2	12	3	1	1
PE041084	1	1	1	7	2	1	80
PE041084	2	1	2	12	3	2	1
PE041084	3	2	2	12	1	1	1
PE041085	1	1	2	12	1	1	1
PE041085	2	1	2	12	1	2	1
PE041085	3	2	2	12	1	1	52
PE041086	1	1	2	12	2	1	1
PE041086	2	1	2	12	1	2	36
PE041086	3	2	2	12	2	1	1
PE041086	4	3	2	12	2	1	1
PE041086	5	4	2	12	3	1	1
PE041086	6	5	2	12	3	1	1
PE041086	7	6	2	12	3	1	1
PE041087	1	1	2	12	2	1	1
PE041087	2	2	2	12	2	1	1
PE041087	3	4	2	12	3	1	1
PE041088	1	1	2	12	2	1	1
PE041088	2	2	2	12	1	1	1
PE041088	3	2	2	12	3	2	1
PE041088	4	3	2	12	1	1	1
PE041088	5	4	2	12	1	1	1
PE041088	6	7	2	12	1	1	1
PE041089	1	1	2	12	2	1	1
PE041089	2	2	2	3	2	1	1
PE041090	1	1	2	12	1	1	1
PE041090	2	1	2	12	1	2	1
PE041090	3	2	2	12	1	1	1
PE041090	4	2	2	12	1	2	1
PE041091	1	2	2	12	1	1	1
PE041091	2	3	2	12	1	1	1
PE041091	3	4	2	6	1	1	52
PE041092	1	1	2	12	1	1	1
PE041092	2	2	2	12	1	1	1
PE041093	1	1	2	12	1	1	1
PE041093	2	1	2	12	1	2	1
PE041093	3	2	2	12	1	1	1
PE041093	4	3	2	12	1	1	1
PE041093	5	4	2	12	1	1	1
PE041093	6	5	2	11	1	1	1
PE041093	7	5	1	1	1	2	95
PE041093	8	6	2	12	3	1	1
PE041094	1	1	1	1	1	1	1
PE041094	2	1	2	10	2	2	1
PE041095	1	1	2	12	1	1	1
PE041095	2	1	1	2	1	2	1
PE041095	3	2	2	12	1	1	1
PE041096	1	1	2	12	2	1	1
PE041096	2	1	2	1	2	2	1
PE041096	3	2	2	6	1	1	52
PE041096	4	2	2	12	2	2	1
PE041097	1	1	2	6	1	1	1
PE041097	2	1	2	5	1	2	17
PE041098	1	1	2	12	1	1	1
PE041098	2	2	2	6	1	1	52
PE041099	1	2	2	12	1	1	1
PE041099	2	2	2	2	3	2	1
PE041099	3	1	2	12	2	1	1
PE041099	4	3	2	12	2	1	1
PE041099	5	5	2	12	1	1	1
PE041100	1	1	2	12	1	1	1
PE041100	2	1	1	1	1	2	45
PE041100	3	3	2	12	1	1	1
PE041100	4	5	2	12	2	1	1
PE041101	1	1	2	12	1	2	1
PE041101	2	1	2	1	1	1	1
PE051001	1	1	1	12	2	1	1
PE051001	2	2	1	1	2	1	1
PE051001	3	3	1	1	1	1	95
PE051002	1	1	2	12	1	1	1
PE051003	1	2	2	12	2	1	1
PE051003	2	2	1	12	2	2	1
PE051004	1	3	2	12	1	1	1
PE051004	2	3	2	12	1	2	1
PE051004	3	4	2	1	2	1	1
PE051004	4	4	1	3	2	2	1
PE051005	1	1	1	12	3	1	1
PE051005	2	3	1	12	1	1	1
PE051005	3	3	2	12	2	2	1
PE051006	1	1	1	12	2	1	1
PE051006	2	2	2	1	3	1	1
PE051006	3	3	2	12	2	1	1
PE051006	4	3	1	12	2	2	1
PE051006	5	4	1	12	2	1	1
PE051006	6	5	1	12	2	1	1
PE051007	1	1	1	12	2	1	1
PE051007	2	1	2	12	1	2	1
PE051007	3	2	1	12	2	1	1
PE051008	1	1	2	12	1	1	1
PE051008	2	1	2	12	1	2	1
PE051009	1	1	2	7	2	2	1
PE051009	2	1	1	2	1	3	1
PE051009	3	1	1	1	2	1	1
PE051009	4	2	2	12	1	1	52
PE051010	1	1	1	8	2	1	1
PE051010	2	1	2	12	3	2	18
PE051010	3	2	1	12	2	1	1
PE051010	4	4	1	2	2	1	1
PE051011	1	1	2	12	2	1	1
PE051011	2	1	1	3	2	2	1
PE051011	3	3	1	5	2	1	 
PE051011	4	4	1	12	2	1	1
PE051011	5	5	1	12	2	1	1
PE051012	1	1	2	12	2	1	1
PE051012	2	1	1	12	2	2	1
PE051012	3	2	2	6	2	1	1
PE051012	4	3	2	12	3	1	1
PE051012	5	4	2	12	3	1	1
PE051013	1	1	2	12	2	1	1
PE051013	2	1	1	12	3	3	1
PE051013	3	2	2	12	2	1	1
PE051013	4	3	2	12	3	2	1
PE051013	5	3	1	3	3	1	1
PE051013	6	4	2	12	2	2	1
PE051013	7	4	1	3	3	1	1
PE051014	1	1	1	12	2	1	1
PE051014	2	2	2	12	2	1	1
PE051014	3	4	2	12	2	1	1
PE051015	1	1	2	12	1	1	1
PE051015	2	3	2	12	1	1	1
PE051016	1	1	2	12	1	1	1
PE051016	2	1	1	5	3	2	1
PE051016	3	6	2	12	1	1	1
PE051016	4	7	2	12	3	1	1
PE051017	1	1	2	12	3	1	1
PE051017	2	2	2	3	3	1	1
PE051018	1	1	2	12	2	1	1
PE051018	2	1	1	12	2	2	1
PE051018	3	3	2	12	2	1	1
PE051018	4	4	2	12	2	1	1
PE051019	1	1	2	12	2	1	1
PE051019	2	2	2	3	2	1	1
PE051020	1	1	1	12	3	2	1
PE051020	2	1	2	12	2	1	1
PE051020	3	1	2	12	1	1	1
PE051020	4	5	1	12	3	1	1
PE051020	5	5	2	12	2	2	1
PE051020	6	6	2	12	1	1	1
PE051020	7	7	1	12	3	1	1
PE051020	8	7	2	12	2	2	1
PE051021	1	1	2	12	1	1	1
PE051021	2	1	1	12	3	2	99
PE051021	3	2	2	12	2	1	1
PE051022	1	1	2	12	2	1	1
PE051022	2	2	2	9	2	1	1
PE051022	3	6	1	2	2	1	1
PE051023	1	1	2	12	2	1	1
PE051023	2	1	1	12	2	2	1
PE051023	3	3	2	12	3	1	1
PE051024	1	1	2	12	1	1	1
PE051024	2	1	1	2	3	2	1
PE051024	3	2	2	4	2	1	1
PE051025	1	2	2	12	2	2	1
PE051025	2	2	1	3	1	1	15
PE051025	3	4	2	4	2	2	1
PE051025	4	4	2	12	3	1	92
PE051025	5	5	2	3	2	1	1
PE051026	1	1	2	12	2	1	1
PE051026	2	1	2	12	2	2	60
PE051027	1	1	2	12	2	1	60
PE051027	2	1	2	12	3	2	1
PE051027	3	1	1	2	3	3	45
PE051028	1	1	2	12	1	1	1
PE051028	2	1	1	2	2	2	1
PE051029	1	1	2	4	2	1	1
PE051029	2	1	2	2	3	2	1
PE051029	3	1	1	9	2	3	1
PE051030	1	2	2	1	1	1	1
PE051030	2	3	2	12	2	1	1
PE051030	3	3	1	12	3	2	1
PE051031	1	2	2	4	1	1	1
PE051031	2	2	2	3	2	2	45
PE051031	3	2	1	7	1	3	45
PE051032	1	1	2	12	2	1	18
PE051032	2	1	2	3	2	2	1
PE051033	1	1	1	12	2	1	1
PE051033	2	1	2	1	2	2	1
PE051033	3	2	1	4	2	1	1
PE051034	1	1	2	12	1	1	1
PE051035	1	1	2	3	1	1	1
PE051035	2	1	2	4	1	2	1
PE051036	1	2	2	12	1	1	1
PE051036	2	2	1	3	1	2	1
PE051036	3	3	2	3	1	1	1
PE051037	1	1	1	12	2	1	20
PE051037	2	1	2	12	2	2	1
PE051037	3	2	2	12	1	1	52
PE051037	4	4	2	12	1	1	1
PE051038	1	1	2	12	2	1	1
PE051038	2	1	2	12	2	2	60
PE051039	1	1	2	1	1	1	60
PE051039	2	1	2	5	2	2	1
PE051039	3	1	2	1	2	3	1
PE051040	1	1	2	12	1	1	1
PE051041	1	1	2	12	2	1	1
PE051041	2	1	1	12	2	2	1
PE051042	1	1	1	9	2	1	80
PE051042	2	1	2	12	1	2	60
PE051043	1	1	2	12	2	2	1
PE051043	2	1	1	3	2	1	1
PE051043	3	3	2	12	2	1	1
PE051044	1	1	2	12	2	1	1
PE051044	2	1	1	12	3	2	1
PE051045	1	1	2	10	2	1	1
PE051045	2	1	1	2	1	2	 
PE051045	3	2	2	2	3	1	95
PE051046	1	1	2	12	2	1	1
PE051046	2	1	1	12	3	2	1
PE051046	3	2	1	1	1	1	1
PE051046	4	2	2	6	1	2	1
PE051046	5	3	2	12	3	1	1
PE051046	6	4	2	12	3	1	1
PE051047	1	1	2	3	1	1	1
PE051047	2	1	1	12	1	2	45
PE051048	1	1	1	7	1	1	1
PE051048	2	1	2	4	1	2	1
PE051048	3	2	1	2	1	1	1
PE051049	1	1	2	12	1	1	1
PE051049	2	1	2	3	1	2	1
PE051049	3	1	2	8	1	3	1
PE051050	1	1	1	5	1	1	1
PE051050	2	1	2	2	1	2	1
PE051050	3	1	2	2	1	3	1
PE051051	1	1	2	7	2	2	1
PE051051	2	1	1	5	1	1	1
PE051051	3	3	2	5	1	1	1
PE051051	4	3	1	2	1	2	1
PE051052	1	1	2	3	2	2	1
PE051052	2	1	1	12	1	1	1
PE051052	3	2	1	6	2	1	1
PE051052	4	2	2	3	3	2	1
PE051056	1	1	1	12	2	1	1
PE051057	1	4	2	12	1	1	1
PE051057	2	4	1	3	2	2	1
PE051057	3	12	2	12	1	1	1
PE051057	4	12	1	3	2	2	1
PE051058	1	1	2	12	1	1	1
PE051058	2	1	2	4	2	2	1
PE051058	3	1	2	6	1	3	1
PE051058	4	1	2	6	3	4	1
PE051058	5	3	2	12	1	1	1
PE051059	1	1	2	10	1	1	1
PE051059	2	1	1	2	2	2	1
PE051060	1	1	2	9	1	1	1
PE051060	2	1	1	2	2	2	1
PE051061	1	1	2	12	1	1	1
PE051061	2	3	2	12	3	1	52
PE051061	3	4	2	12	2	1	1
PE051061	4	5	2	12	2	1	1
PE051062	1	1	2	12	2	1	1
PE051062	2	1	2	1	2	2	2
PE051063	1	1	1	1	3	1	1
PE051063	2	2	1	10	2	1	80
PE051064	1	1	1	1	1	1	1
PE051064	2	1	1	12	1	2	1
PE051064	3	1	2	12	1	3	1
PE051064	4	3	1	3	1	1	1
PE051064	5	4	1	3	1	1	1
PE051064	6	5	2	2	1	1	1
PE051064	7	6	2	10	1	1	1
PE051064	8	6	1	2	1	2	1
PE051065	1	1	1	12	1	1	75
PE051066	1	1	2	12	2	1	36
PE051066	2	1	1	2	3	2	28
PE051067	1	1	1	12	1	1	45
PE051068	1	1	2	12	1	1	1
PE051068	2	1	1	1	2	2	1
PE051068	3	1	2	1	3	3	 
PE051068	4	2	2	9	2	1	1
PE051069	1	1	1	6	2	1	1
PE051069	2	3	2	12	2	1	1
PE051069	3	3	1	12	2	2	1
PE051069	4	5	1	1	2	1	1
PE051069	5	5	2	12	3	2	1
PE051070	1	1	1	12	1	1	91
PE051071	1	1	2	12	2	1	1
PE051071	2	1	2	1	2	2	1
PE051071	3	1	2	1	2	3	1
PE051072	1	1	2	3	1	1	1
PE051072	2	1	1	12	1	2	1
PE051072	3	3	1	12	1	1	1
PE051072	4	9	2	12	2	1	52
PE051073	1	1	2	10	1	1	1
PE051073	2	1	1	1	2	2	1
PE051073	3	2	2	4	1	1	1
PE051074	1	1	1	10	2	1	80
PE051074	2	1	2	12	3	2	1
PE051074	3	2	1	10	2	1	80
PE051075	1	1	2	12	1	1	1
PE051075	2	1	1	1	3	2	2
PE051076	1	1	2	12	1	1	1
PE051076	2	1	1	12	3	2	1
PE051076	3	2	2	12	3	1	1
PE051076	4	3	2	12	1	1	1
PE051077	1	1	2	7	2	1	1
PE051077	2	1	2	4	3	2	1
PE051077	3	1	1	3	3	3	1
PE051078	1	1	2	6	1	1	1
PE051078	2	1	2	6	2	2	45
PE051078	3	2	2	12	1	1	52
PE051078	4	7	2	12	1	1	1
PE051078	5	7	2	12	2	2	1
PE051079	1	1	1	12	1	1	1
PE051079	2	1	2	2	2	2	1
PE051080	1	1	2	12	2	1	1
PE051080	2	1	2	1	3	2	1
PE051081	1	1	2	9	1	1	1
PE051081	2	1	1	3	1	2	1
PE051081	3	2	2	1	3	1	1
PE051082	1	1	2	12	2	1	1
PE051082	2	1	1	12	3	2	1
PE051083	1	1	2	11	2	1	1
PE051083	2	1	1	1	1	2	1
PE051084	1	1	2	12	1	1	1
PE051084	2	1	1	1	3	2	2
PE051085	1	1	2	12	1	1	52
PE051085	2	2	2	12	1	1	52
PE051085	3	8	1	3	1	1	95
PE051086	1	1	2	12	2	1	1
PE051086	2	1	1	12	2	2	1
PE051087	1	1	2	12	1	1	1
PE051087	2	2	2	12	3	1	1
PE051088	1	1	1	12	2	1	1
PE051089	1	1	2	9	1	1	1
PE051089	2	2	1	3	1	2	1
PE051089	3	3	1	3	2	1	1
PE051089	4	3	2	9	3	2	1
PE051089	5	4	1	3	2	1	1
PE051089	6	4	2	9	3	2	1
PE051089	7	5	2	9	3	1	1
PE051089	8	6	2	9	3	1	1
PE051090	1	1	2	12	2	1	1
PE051090	2	1	1	12	3	2	2
PE051091	1	1	2	1	1	2	1
PE051091	2	1	1	4	3	1	60
PE051091	3	2	2	12	1	1	52
PE051092	1	1	1	6	1	1	45
PE051092	2	1	1	1	3	2	60
PE051092	3	1	2	2	1	3	1
