PLACEID	RSID	MODULE	SECTION	SECTION2	SECTION3	AGERES	SEXRES	INFCASTE	CAPAC	LIVRES
IN064	1	1	1	2	3	35	2	4	4	35
IN064	2	1	5	2	 	34	1	3	8	34
IN064	3	1	5	2	 	42	1	3	8	42
IN064	4	1	5	3	 	46	1	3	8	46
IN064	5	2	2	 	 	38	1	3	3	12
IN064	6	2	1	 	 	36	1	4	4	7
IN064	7	2	2	 	 	28	1	2	3	2
IN064	8	1	1	2	4	46	1	1	1	46
IN064	9	2	1	2	 	46	1	1	1	46
IN064	10	1	2	1	 	34	2	3	4	34
IN064	11	1	1	3	 	30	2	3	4	10
IN064	12	1	5	 	 	36	1	3	8	36
IN064	13	1	5	 	 	40	1	3	8	40
IN064	14	1	5	 	 	23	1	4	8	23
IN064	15	1	5	 	 	26	1	3	8	26
IN064	16	1	4	 	 	40	1	3	8	40
IN064	17	1	4	 	 	60	1	3	8	60
IN064	18	1	2	 	 	46	1	1	1	46
IN064	19	2	1	 	 	30	2	3	4	10
IN064	20	1	5	 	 	34	1	3	8	34
IN065	1	1	1	4	3	42	1	1	1	42
IN065	2	2	1	 	 	42	1	1	1	42
IN065	3	1	4	2	 	35	2	1	8	35
IN065	4	1	1	2	 	28	2	3	4	28
IN065	5	2	2	4	 	28	2	3	8	14
IN065	6	1	5	1	 	30	1	3	8	30
IN065	7	1	4	3	 	50	1	2	8	50
IN065	8	2	1	2	 	28	2	3	4	28
IN065	9	1	5	3	 	50	1	1	8	50
IN065	10	1	5	2	 	32	1	3	8	32
IN065	11	2	1	 	 	53	1	3	4	1
IN065	12	1	5	 	 	34	1	3	8	34
IN065	13	1	5	 	 	46	1	3	8	46
IN065	14	1	5	 	 	36	1	3	8	36
IN065	15	1	5	 	 	40	1	3	8	40
IN065	16	1	5	 	 	23	1	4	8	23
IN065	17	1	5	 	 	26	1	3	8	26
IN065	18	2	2	 	 	28	1	2	3	2
IN065	19	1	5	 	 	35	1	4	8	10
IN066	1	1	1	3	4	35	1	3	8	35
IN066	2	2	1	2	 	35	1	3	8	35
IN066	3	1	1	 	 	23	2	3	4	7
IN066	4	1	5	 	 	29	1	3	8	29
IN066	5	1	5	 	 	40	2	3	8	25
IN066	6	1	3	1	2	24	1	2	8	24
IN066	7	1	4	2	3	50	1	3	8	30
IN066	8	1	5	3	4	40	1	3	8	30
IN066	9	1	5	 	 	20	1	4	8	26
IN066	10	1	1	3	4	50	1	3	1	50
IN066	11	1	5	 	 	30	1	4	8	30
IN066	12	1	5	 	 	31	1	3	8	5
IN066	13	1	5	 	 	23	1	4	8	4
IN066	14	1	5	 	 	26	1	1	8	1
IN066	15	1	5	 	 	21	1	3	8	21
IN066	16	1	5	 	 	27	1	4	8	27
IN066	17	2	2	 	 	47	1	4	3	27
IN066	18	2	2	1	 	24	1	2	8	24
IN067	1	1	2	3	4	50	2	3	1	30
IN067	2	1	3	4	5	60	1	3	8	60
IN067	3	2	1	 	 	50	2	3	1	30
IN067	4	1	1	2	3	62	1	3	8	40
IN067	5	2	1	 	 	19	1	3	8	19
IN067	6	2	1	2	 	62	1	3	8	40
IN067	7	1	4	5	 	60	1	3	8	60
IN067	8	2	1	 	 	52	1	4	4	3
IN067	9	1	1	3	2	27	2	3	8	16
IN067	10	1	5	3	 	37	1	4	8	37
IN067	11	1	5	 	 	62	1	4	8	50
IN067	12	1	4	 	 	50	1	1	8	50
IN067	13	1	5	 	 	35	1	1	8	35
IN067	14	2	2	 	 	35	1	4	3	1
IN067	15	1	5	 	 	30	1	4	8	30
IN067	16	1	5	 	 	31	1	3	8	5
IN067	17	1	5	 	 	23	1	4	8	4
IN067	18	1	5	 	 	26	1	1	8	1
IN067	19	1	5	 	 	21	1	3	8	21
IN067	20	1	5	 	 	27	1	4	8	27
IN068	1	1	1	2	3	24	2	3	8	8
IN068	2	2	1	2	 	24	2	3	8	8
IN068	3	1	5	4	 	38	1	3	8	38
IN068	4	1	5	2	 	43	1	4	8	21
IN068	5	1	5	 	 	42	1	3	8	42
IN068	6	1	1	3	2	43	1	3	1	43
IN068	7	2	1	2	 	43	1	3	1	43
IN068	8	1	5	3	4	40	1	3	8	40
IN068	9	1	4	2	 	45	2	3	8	45
IN068	10	1	5	 	 	30	1	4	8	30
IN068	11	1	5	 	 	31	1	3	8	5
IN068	12	1	5	 	 	23	1	4	8	4
IN068	13	1	5	 	 	26	1	1	8	1
IN068	14	1	5	 	 	21	1	3	8	21
IN068	15	1	5	 	 	27	1	4	8	27
IN068	16	2	2	 	 	47	1	4	3	47
IN069	1	1	1	4	2	42	2	4	4	7
IN069	2	2	1	2	 	42	2	4	4	7
IN069	3	2	1	 	 	33	1	3	4	33
IN069	4	1	4	3	 	65	1	3	8	65
IN069	5	1	1	2	4	55	1	3	8	55
IN069	6	2	2	1	 	55	1	3	8	55
IN069	7	1	1	2	3	50	1	3	1	50
IN069	8	2	1	 	 	50	1	3	1	50
IN069	9	1	4	3	 	45	1	3	8	45
IN069	10	1	5	 	 	62	1	4	8	30
IN069	11	1	5	 	 	60	1	4	8	15
IN069	12	1	5	 	 	40	2	3	8	20
IN069	13	2	2	 	 	35	1	4	3	1
IN069	14	1	5	 	 	30	1	4	8	30
IN069	15	1	5	 	 	31	1	3	8	5
IN069	16	1	5	 	 	23	1	4	8	4
IN069	17	1	5	 	 	26	1	1	8	1
IN069	18	1	5	 	 	21	1	3	8	21
IN069	19	1	5	 	 	27	1	4	8	21
IN070	1	1	1	2	3	60	1	3	8	60
IN070	2	1	2	 	 	60	1	3	8	60
IN070	3	1	2	3	4	53	1	3	8	40
IN070	4	1	1	2	3	36	2	3	1	25
IN070	5	2	1	2	 	36	2	3	1	25
IN070	6	1	1	3	2	33	2	3	8	19
IN070	7	2	1	2	 	26	2	3	8	26
IN070	8	1	4	2	 	50	1	3	8	50
IN070	9	1	5	4	3	38	1	4	8	38
IN070	10	1	5	3	4	44	1	4	8	44
IN070	11	1	5	 	 	27	1	4	8	27
IN070	12	1	5	3	 	35	2	3	8	15
IN070	13	1	5	 	 	23	1	4	8	4
IN070	14	1	5	 	 	26	1	1	8	1
IN070	15	1	5	 	 	21	1	3	8	21
IN070	16	1	5	 	 	27	1	4	8	27
IN070	17	1	5	 	 	35	1	4	3	1
IN070	18	1	5	 	 	30	1	4	8	30
IN070	19	1	5	 	 	31	1	3	8	5
IN071	1	1	1	2	3	51	1	2	1	51
IN071	2	1	1	2	3	30	1	1	1	30
IN071	3	1	2	3	 	35	2	3	8	35
IN071	4	2	1	 	 	45	1	4	4	8
IN071	5	1	4	5	 	40	1	3	9	3
IN071	6	2	2	 	 	50	1	4	8	3
IN071	7	2	2	 	 	30	2	3	3	1
IN071	8	2	2	 	 	35	1	3	3	5
IN071	9	1	5	 	 	27	1	1	8	27
IN071	10	2	1	2	 	30	1	1	1	30
IN071	11	1	4	5	 	51	1	2	1	51
IN071	12	1	5	 	 	50	1	1	8	50
IN071	13	1	5	 	 	70	1	4	8	30
IN071	14	1	5	 	 	70	1	3	8	35
IN071	15	1	5	 	 	31	1	4	8	15
IN072	1	1	1	2	3	57	1	2	1	57
IN072	2	1	1	2	3	44	2	2	1	30
IN072	3	1	1	2	4	32	1	2	7	30
IN072	4	2	1	 	 	38	1	3	4	7
IN072	5	1	5	 	 	45	2	4	8	20
IN072	6	1	4	5	 	57	1	2	1	57
IN072	7	2	2	 	 	53	1	3	8	3
IN072	8	2	2	 	 	45	1	3	8	1
IN072	9	2	1	 	 	57	1	2	1	57
IN072	10	1	5	 	 	35	1	4	8	35
IN072	11	1	5	 	 	35	2	4	8	35
IN072	12	1	4	5	 	36	1	4	8	36
IN072	13	1	5	 	 	70	1	4	8	30
IN072	14	1	5	 	 	70	1	3	8	30
IN073	1	1	1	2	4	55	1	2	1	55
IN073	2	1	1	2	3	35	1	3	7	35
IN073	3	1	2	3	4	32	1	4	7	32
IN073	4	1	1	4	 	32	1	1	7	32
IN073	5	2	1	2	 	34	1	1	8	34
IN073	6	2	1	2	 	29	1	1	8	29
IN073	7	2	1	2	 	35	2	4	8	35
IN073	8	2	2	 	 	53	1	3	8	3
IN073	9	2	2	 	 	45	1	3	8	1
IN073	10	1	2	3	 	35	1	3	7	35
IN073	11	2	2	 	 	32	1	1	7	32
IN073	12	1	5	 	 	45	1	4	8	20
IN073	13	1	5	 	 	35	1	4	8	20
IN073	14	1	5	 	 	55	2	1	8	25
IN073	15	1	5	 	 	50	1	1	8	20
IN073	16	1	5	 	 	70	1	3	8	35
IN073	17	1	5	 	 	50	1	4	8	50
IN074	1	1	1	2	3	35	2	2	1	20
IN074	2	1	1	2	4	30	1	2	9	2
IN074	3	1	1	2	5	55	1	4	8	55
IN074	4	1	3	 	 	32	2	4	8	6
IN074	5	2	1	2	 	40	2	3	8	20
IN074	6	1	3	 	 	27	1	4	8	27
IN074	7	1	3	4	 	40	1	1	7	40
IN074	8	1	4	 	 	48	1	1	8	48
IN074	9	1	5	 	 	70	1	3	8	35
IN074	10	2	2	 	 	30	2	3	3	3
IN074	11	2	2	 	 	35	1	2	3	4
IN074	12	1	5	 	 	35	1	4	8	15
IN074	13	1	5	 	 	45	1	4	8	45
IN074	14	1	5	 	 	46	1	4	8	46
IN074	15	2	2	 	 	32	2	4	8	6
IN074	16	1	5	 	 	27	1	4	8	27
IN074	17	1	5	 	 	22	1	3	8	6
IN074	18	1	5	 	 	50	1	4	8	50
IN075	1	1	1	2	4	52	1	2	1	52
IN075	2	1	1	2	3	38	1	2	2	38
IN075	3	1	1	2	4	25	1	3	8	25
IN075	4	1	2	3	4	38	1	1	1	38
IN075	5	1	4	5	 	36	2	1	8	36
IN075	6	1	1	2	3	39	1	2	9	7
IN075	7	1	1	2	 	36	1	2	7	18
IN075	8	1	1	2	 	26	1	1	1	26
IN075	9	2	2	 	 	25	1	2	8	1
IN075	10	1	5	 	 	27	1	3	8	27
IN075	11	1	5	 	 	46	1	4	8	46
IN075	12	1	5	 	 	35	1	4	8	15
IN075	13	1	5	 	 	38	1	2	8	38
IN075	14	2	1	 	 	25	1	3	8	25
IN075	15	2	1	 	 	38	1	2	2	38
IN075	16	1	5	 	 	27	1	4	8	27
IN075	17	1	5	 	 	70	1	3	8	35
IN075	18	1	5	 	 	50	1	4	8	50
IN076	1	1	1	2	 	30	2	4	4	11
IN076	2	2	1	 	 	28	2	1	4	1
IN076	3	2	1	 	 	22	1	3	4	22
IN076	4	1	5	 	 	55	2	3	8	50
IN076	5	1	1	2	3	40	1	3	1	40
IN076	6	1	1	 	 	65	1	3	8	65
IN076	7	1	2	 	 	50	1	3	8	50
IN076	8	1	3	 	 	30	1	3	8	30
IN076	9	1	3	 	 	45	1	3	8	45
IN076	10	1	4	 	 	35	1	3	8	35
IN076	11	1	4	 	 	26	1	3	8	26
IN076	12	1	4	 	 	60	1	3	8	60
IN076	13	1	5	 	 	47	1	4	8	16
IN076	14	1	5	 	 	30	1	4	8	30
IN076	15	1	5	 	 	36	1	4	8	24
IN076	16	1	5	 	 	48	1	4	8	35
IN076	17	1	5	 	 	48	1	4	8	25
IN076	18	1	5	 	 	38	1	4	8	16
IN076	19	1	5	 	 	45	1	4	8	45
IN076	20	1	5	 	 	40	2	3	8	20
IN076	21	2	2	 	 	55	1	3	3	29
IN077	1	1	1	2	3	48	1	1	1	48
IN077	2	2	1	2	 	48	1	1	1	48
IN077	3	1	4	2	3	60	1	1	8	60
IN077	4	1	1	3	2	30	1	3	8	30
IN077	5	1	1	2	3	29	2	3	4	13
IN077	6	2	2	1	 	29	2	3	4	13
IN077	7	2	1	 	 	50	1	1	4	1
IN077	8	1	5	2	4	48	1	3	8	48
IN077	9	1	5	3	 	64	1	3	8	64
IN077	10	1	5	3	 	50	1	3	8	50
IN077	11	1	5	 	 	30	1	3	8	5
IN077	12	1	1	4	5	45	1	3	8	45
IN077	13	2	2	 	 	25	1	3	3	5
IN077	14	2	2	 	 	55	1	3	3	29
IN077	15	1	5	 	 	48	1	4	8	25
IN077	16	1	5	 	 	38	1	4	8	16
IN077	17	1	5	 	 	47	1	4	8	16
IN077	18	1	5	 	 	30	1	4	8	30
IN077	19	1	5	 	 	36	1	4	8	24
IN077	20	1	5	 	 	48	1	4	8	35
IN078	1	1	1	2	3	40	2	3	1	25
IN078	2	2	1	2	 	40	2	3	1	25
IN078	3	1	1	4	5	50	1	3	8	50
IN078	4	1	1	2	3	30	1	3	4	3
IN078	5	2	1	2	 	30	1	3	4	30
IN078	6	1	5	2	 	45	1	3	8	45
IN078	7	1	5	 	 	48	1	3	8	48
IN078	8	1	5	4	 	45	2	3	8	45
IN078	9	2	2	 	 	55	1	3	3	29
IN078	10	1	5	 	 	48	1	4	8	25
IN078	11	1	5	 	 	38	1	4	8	16
IN078	12	1	5	 	 	47	1	4	8	16
IN078	13	1	5	 	 	30	1	4	8	30
IN078	14	1	5	 	 	36	1	4	8	24
IN078	15	1	5	 	 	48	1	4	8	35
IN078	16	1	1	3	4	35	1	1	8	40
IN079	1	1	3	1	2	20	1	3	8	20
IN079	2	1	5	3	1	45	1	3	8	45
IN079	3	1	1	3	2	32	2	1	4	10
IN079	4	2	1	2	 	32	2	1	4	10
IN079	5	2	1	2	 	35	1	1	8	35
IN079	6	1	5	2	3	35	1	4	8	35
IN079	7	2	2	1	 	25	1	3	3	5
IN079	8	1	5	4	3	45	1	3	8	45
IN079	9	1	5	4	2	36	2	4	8	5
IN079	10	1	3	2	4	30	1	4	8	30
IN079	11	1	1	4	2	32	2	3	1	10
IN079	12	2	1	2	 	32	2	3	1	10
IN079	13	2	1	 	 	32	1	3	4	7
IN079	14	1	4	3	2	30	2	3	8	10
IN079	15	2	2	 	 	35	2	3	3	5
IN079	16	1	5	 	 	48	1	4	8	25
IN079	17	1	5	 	 	38	1	4	8	16
IN079	18	1	5	 	 	47	1	4	8	16
IN079	19	1	5	 	 	30	1	4	8	30
IN079	20	1	5	 	 	36	1	4	8	24
IN079	21	1	5	 	 	48	1	4	8	35
IN080	1	1	1	2	3	40	2	3	4	18
IN080	2	2	1	2	 	40	2	3	4	18
IN080	3	1	2	3	4	60	1	3	8	60
IN080	4	1	1	4	 	52	1	4	8	52
IN080	5	1	5	2	 	42	1	4	8	42
IN080	6	1	5	1	 	60	1	1	8	60
IN080	7	1	5	 	 	42	1	4	8	20
IN080	8	1	5	 	 	25	1	4	8	25
IN080	9	1	1	2	3	60	2	1	1	60
IN080	10	2	1	2	 	60	2	1	1	60
IN080	11	1	4	3	 	40	1	1	8	40
IN080	12	2	2	 	 	62	1	4	3	30
IN080	13	1	5	 	 	38	1	4	8	16
IN080	14	1	5	 	 	47	1	4	8	16
IN080	15	1	5	 	 	30	1	4	8	30
IN080	16	1	5	 	 	36	1	4	8	24
IN080	17	1	5	 	 	48	1	4	8	35
IN080	18	1	5	 	 	48	1	4	8	25
IN081	1	1	1	2	 	62	1	2	1	62
IN081	2	1	1	2	3	40	1	3	1	40
IN081	3	1	1	3	4	45	1	1	9	3
IN081	4	2	1	2	 	36	1	3	8	20
IN081	5	1	5	 	 	56	1	4	8	35
IN081	6	1	4	 	 	40	1	3	1	40
IN081	7	1	2	3	4	35	2	1	6	17
IN081	8	1	5	 	 	32	1	3	8	3
IN081	9	1	5	 	 	25	1	4	8	25
IN081	10	1	5	 	 	32	1	3	8	8
IN081	11	1	3	4	 	36	1	1	2	36
IN081	12	2	1	 	 	40	1	3	4	4
IN081	13	1	5	 	 	25	1	3	8	4
IN081	14	1	5	 	 	30	1	3	8	30
IN081	15	1	5	 	 	30	1	3	8	30
IN081	16	2	2	 	 	30	2	3	8	10
IN081	17	2	2	 	 	35	1	1	8	12
IN081	18	1	5	 	 	40	1	3	8	40
IN082	1	1	1	2	3	52	1	4	1	52
IN082	2	1	1	2	3	64	1	4	8	64
IN082	3	2	1	 	 	45	2	3	4	1
IN082	4	1	2	3	4	35	1	4	8	35
IN082	5	1	4	 	 	30	1	3	1	37
IN082	6	1	4	 	 	52	1	4	1	52
IN082	7	1	4	 	 	30	2	3	8	10
IN082	8	2	2	 	 	35	1	1	8	12
IN082	9	1	5	 	 	32	1	3	8	3
IN082	10	1	1	2	 	39	2	3	8	39
IN082	11	2	1	 	 	35	1	4	8	35
IN082	12	1	5	 	 	39	1	3	8	39
IN082	13	1	5	 	 	26	1	4	8	39
IN082	14	1	5	 	 	44	1	3	8	44
IN082	15	1	5	 	 	39	1	3	8	20
IN082	16	1	5	 	 	25	1	4	8	25
IN082	17	1	5	 	 	24	1	3	8	24
IN082	18	1	5	 	 	40	1	3	8	40
IN083	1	1	1	2	3	47	1	3	2	47
IN083	2	1	1	2	3	30	1	3	1	30
IN083	3	1	2	3	4	55	1	4	2	55
IN083	4	2	1	 	 	46	2	4	8	28
IN083	5	1	5	 	 	25	1	3	8	25
IN083	6	1	5	 	 	35	1	3	8	35
IN083	7	1	5	 	 	45	1	3	8	45
IN083	8	2	1	 	 	55	1	4	8	55
IN083	9	2	1	2	 	46	2	4	8	28
IN083	10	1	5	 	 	32	1	3	8	3
IN083	11	1	5	 	 	40	1	3	8	40
IN083	12	1	4	 	 	47	1	3	2	47
IN083	13	1	5	 	 	27	1	4	8	10
IN083	14	1	5	 	 	32	1	3	8	8
IN083	15	1	1	2	3	23	1	3	9	2
IN083	16	2	2	 	 	30	2	3	8	10
IN083	17	2	2	 	 	35	1	1	8	12
IN083	18	1	5	 	 	24	1	3	8	0
IN084	1	1	1	2	3	32	2	2	1	5
IN084	2	1	2	3	4	45	2	2	1	45
IN084	3	1	1	3	4	30	1	3	1	30
IN084	4	1	2	3	4	40	2	3	8	40
IN084	5	1	2	3	 	30	1	3	9	2
IN084	6	2	1	2	 	35	2	3	8	5
IN084	7	2	1	2	 	30	2	1	8	4
IN084	8	1	2	3	4	40	1	4	7	40
IN084	9	1	5	 	 	40	1	3	8	40
IN084	10	1	5	 	 	65	1	3	8	65
IN084	11	1	5	 	 	35	1	3	8	35
IN084	12	2	2	 	 	30	2	3	8	10
IN084	13	2	2	 	 	35	1	1	8	12
IN084	14	1	5	 	 	32	1	3	8	8
IN084	15	1	5	 	 	25	1	3	8	4
IN084	16	1	5	 	 	32	1	3	8	3
IN084	17	1	5	 	 	24	1	3	8	24
IN084	18	1	5	 	 	25	1	3	8	4
IN085	1	1	1	2	3	45	2	1	1	10
IN085	2	1	1	2	 	43	1	2	9	0
IN085	3	1	2	3	 	41	2	4	6	25
IN085	4	1	1	3	4	45	2	3	8	20
IN085	5	1	5	 	 	32	1	3	8	8
IN085	6	1	1	2	 	28	2	4	1	10
IN085	7	1	5	 	 	25	1	4	8	25
IN085	8	1	1	2	3	62	1	4	2	62
IN085	9	1	1	4	 	27	1	4	8	27
IN085	10	1	5	 	 	31	1	4	8	31
IN085	11	1	5	 	 	40	1	3	8	40
IN085	12	1	5	 	 	29	1	4	8	29
IN085	13	2	1	2	 	24	1	4	8	24
IN085	14	1	5	 	 	56	1	4	8	35
IN085	15	1	5	 	 	32	1	3	8	3
IN085	16	1	5	 	 	25	1	1	8	4
IN085	17	2	2	 	 	30	2	3	8	10
IN085	18	2	2	 	 	35	1	1	8	12
IN086	1	1	1	2	3	34	1	3	1	34
IN086	2	1	1	2	3	33	1	1	8	33
IN086	3	1	1	2	4	25	1	3	8	25
IN086	4	2	1	 	 	25	2	3	8	25
IN086	5	1	4	 	 	34	1	3	1	34
IN086	6	1	3	4	 	60	1	4	8	42
IN086	7	2	1	 	 	33	1	3	8	25
IN086	8	2	2	 	 	27	2	4	8	4
IN086	9	2	2	 	 	40	1	4	8	4
IN086	10	1	5	 	 	26	1	4	8	26
IN086	11	1	5	 	 	29	1	4	8	29
IN086	12	1	5	 	 	41	1	3	8	10
IN086	13	1	5	 	 	38	1	3	8	11
IN086	14	1	5	 	 	27	1	3	8	27
IN086	15	1	5	 	 	60	1	4	8	42
IN086	16	1	5	 	 	20	1	4	8	20
IN086	17	1	5	 	 	42	1	4	8	42
IN086	18	1	5	 	 	48	1	4	8	48
IN087	1	1	1	2	3	36	1	3	1	36
IN087	2	1	1	2	3	24	1	3	8	24
IN087	3	1	1	2	3	35	2	3	8	35
IN087	4	1	4	 	 	36	1	3	1	36
IN087	5	1	4	 	 	24	1	3	8	24
IN087	6	2	1	 	 	35	2	3	8	35
IN087	7	2	1	 	 	24	1	3	8	24
IN087	8	2	2	 	 	63	1	3	8	25
IN087	9	2	2	 	 	50	2	3	8	25
IN087	10	1	5	 	 	56	1	3	8	35
IN087	11	1	5	 	 	32	1	3	8	14
IN087	12	1	5	 	 	42	1	4	8	42
IN087	13	1	5	 	 	32	1	4	8	32
IN087	14	1	5	 	 	30	1	4	8	30
IN087	15	1	5	 	 	45	1	4	8	45
IN087	16	1	5	 	 	22	1	4	8	22
IN087	17	1	5	 	 	35	1	4	8	35
IN087	18	1	5	 	 	46	1	3	8	46
IN088	1	1	1	2	3	33	2	3	1	33
IN088	2	1	1	2	3	30	1	3	7	10
IN088	3	1	1	2	3	37	1	3	2	37
IN088	4	1	5	 	 	30	1	4	8	30
IN088	5	1	5	 	 	58	1	3	8	58
IN088	6	1	5	 	 	33	1	4	8	33
IN088	7	1	5	 	 	38	1	3	8	38
IN088	8	1	5	 	 	34	1	4	8	20
IN088	9	1	4	 	 	37	1	3	8	37
IN088	10	1	5	 	 	30	1	3	8	30
IN088	11	1	5	 	 	37	1	4	8	37
IN088	12	1	4	 	 	33	2	3	1	33
IN088	13	1	5	 	 	40	1	3	8	40
IN088	14	2	1	 	 	37	1	3	2	37
IN088	15	2	1	 	 	30	1	3	7	10
IN088	16	2	2	 	 	56	1	3	8	56
IN088	17	2	2	 	 	34	1	3	8	34
IN089	1	1	1	2	3	48	1	3	7	20
IN089	2	1	1	2	3	37	1	1	8	18
IN089	3	1	3	4	5	29	1	3	8	5
IN089	4	1	3	4	5	35	1	3	8	5
IN089	5	1	1	2	3	35	1	3	8	15
IN089	6	2	1	2	 	40	1	3	8	5
IN089	7	2	1	2	 	35	2	4	8	12
IN089	8	1	1	3	5	37	2	3	8	37
IN089	9	1	1	5	 	31	1	3	8	31
IN089	10	1	1	4	5	41	1	3	8	10
IN089	11	2	1	 	 	30	1	3	4	6
IN089	12	1	3	4	5	39	2	3	6	20
IN089	13	2	1	2	 	23	2	3	6	5
IN089	14	1	4	5	 	20	1	4	8	8
IN089	15	1	5	 	 	28	2	3	8	28
IN089	16	2	1	 	 	42	2	3	4	4
IN089	17	1	5	 	 	33	1	3	8	33
IN089	18	1	5	 	 	28	2	4	8	28
IN089	19	1	5	 	 	33	1	4	8	33
IN089	20	1	5	 	 	42	1	1	8	20
IN089	21	1	5	 	 	37	1	3	8	13
IN089	22	1	5	 	 	50	1	4	8	10
IN089	23	1	5	 	 	39	2	3	6	15
IN089	24	2	1	2	 	46	1	4	3	20
IN090	1	2	1	2	 	55	1	4	4	20
IN090	2	2	1	2	 	50	2	3	4	1
IN090	3	1	2	3	4	49	2	4	8	28
IN090	4	2	1	2	 	31	2	3	4	4
IN090	5	2	1	2	 	50	2	4	4	25
IN090	6	1	2	3	4	35	2	4	8	5
IN090	7	1	2	 	 	35	2	3	8	4
IN090	8	1	2	3	 	75	1	3	8	25
IN090	9	1	5	 	 	30	1	4	8	6
IN090	10	1	1	2	5	40	1	3	8	15
IN090	11	1	2	3	4	26	1	4	8	10
IN090	12	1	4	 	 	31	1	4	2	10
IN090	13	1	1	2	3	25	2	3	8	8
IN090	14	2	1	2	 	33	2	3	6	10
IN090	15	1	5	 	 	28	2	4	8	6
IN090	16	1	5	 	 	34	1	3	8	12
IN090	17	1	5	 	 	35	1	3	8	15
IN090	18	1	5	 	 	45	1	4	8	24
IN090	19	1	5	 	 	33	1	3	8	33
IN090	20	1	5	 	 	39	1	3	8	16
IN090	21	1	3	4	 	42	1	3	8	10
IN090	22	1	3	4	5	39	1	3	8	10
IN090	23	1	4	5	 	28	2	3	6	10
IN090	24	2	1	2	 	50	2	2	3	10
IN090	25	2	1	2	 	43	2	1	6	23
IN090	26	1	5	 	 	50	2	4	6	20
IN090	27	1	5	 	 	46	2	4	6	20
IN091	1	1	1	2	3	35	1	4	8	35
IN091	2	1	1	2	3	35	1	4	8	35
IN091	3	1	2	3	4	78	1	4	8	78
IN091	4	1	2	3	4	40	1	4	5	40
IN091	5	1	2	3	 	30	2	4	6	10
IN091	6	2	2	 	 	40	1	4	8	10
IN091	7	1	5	 	 	43	1	3	8	43
IN091	8	1	5	 	 	39	1	3	8	39
IN091	9	1	5	 	 	46	2	3	8	30
IN091	10	1	5	 	 	40	1	4	8	40
IN091	11	1	5	 	 	51	1	4	8	51
IN091	12	1	5	 	 	29	1	4	8	29
IN091	13	1	3	4	5	32	1	4	8	32
IN091	14	2	1	2	 	35	2	4	2	35
IN091	15	2	1	2	 	74	2	4	2	59
IN091	16	2	1	2	 	59	1	4	8	59
IN091	17	1	5	 	 	46	1	4	8	46
IN091	18	1	5	 	 	39	1	4	8	20
IN091	19	1	5	 	 	38	1	4	8	25
IN091	20	2	1	2	4	33	1	4	7	33
IN091	21	2	1	2	4	31	2	3	6	12
IN091	22	1	1	2	4	30	2	3	8	6
IN091	23	2	1	2	 	30	2	3	8	6
IN091	24	1	2	3	4	31	1	4	8	31
IN091	25	1	5	 	 	45	1	4	8	45
IN091	26	1	3	4	5	36	1	4	8	36
IN092	1	1	1	2	3	35	1	1	1	35
IN092	2	1	1	2	3	32	1	1	2	32
IN092	3	1	1	2	3	30	1	1	7	30
IN092	4	1	5	 	 	33	1	1	3	33
IN092	5	2	1	 	 	26	2	1	3	9
IN092	6	2	1	2	 	29	2	1	3	1
IN092	7	1	5	 	 	32	2	3	4	10
IN092	8	1	5	 	 	41	1	4	8	41
IN092	9	2	1	 	 	43	2	4	4	6
IN092	10	2	1	 	 	50	1	1	4	1
IN092	11	1	4	 	 	35	1	1	1	35
IN092	12	1	4	 	 	32	1	1	2	32
IN092	13	1	4	 	 	30	1	1	7	30
IN092	14	2	2	 	 	40	1	3	3	2
IN092	15	2	2	 	 	27	1	3	3	1
IN092	16	1	4	5	 	36	1	3	8	8
IN092	17	1	4	5	 	39	1	4	8	17
IN092	18	1	5	 	 	24	1	4	8	6
IN093	1	1	1	2	3	36	1	2	1	36
IN093	2	2	2	 	 	34	2	2	3	10
IN093	3	2	2	 	 	45	1	3	3	0
IN093	4	1	1	2	3	48	1	1	2	45
IN093	5	1	5	 	 	34	2	3	8	7
IN093	6	1	5	 	 	35	1	4	8	9
IN093	7	1	5	 	 	36	1	4	8	8
IN093	8	1	5	 	 	38	1	4	8	9
IN093	9	1	5	 	 	42	1	4	8	12
IN093	10	1	5	 	 	50	1	4	8	30
IN093	11	1	5	 	 	30	1	4	8	20
IN093	12	1	5	 	 	46	1	4	8	20
IN093	13	1	1	3	4	35	2	2	4	20
IN093	14	1	2	 	 	35	2	2	4	35
IN093	15	1	4	 	 	36	1	2	1	36
IN093	16	1	4	 	 	48	1	1	2	45
IN093	17	2	1	 	 	36	1	2	1	36
IN093	18	2	1	 	 	35	2	2	4	35
IN094	1	1	1	2	3	45	1	1	1	45
IN094	2	1	1	2	3	40	2	3	4	40
IN094	3	1	1	2	3	45	2	3	6	45
IN094	4	1	5	 	 	38	1	4	8	20
IN094	5	1	5	 	 	42	1	4	8	42
IN094	6	1	5	 	 	34	1	3	8	5
IN094	7	1	5	 	 	40	1	3	8	15
IN094	8	1	5	 	 	35	1	3	8	10
IN094	9	1	5	 	 	42	1	4	7	42
IN094	10	1	5	 	 	38	1	4	8	20
IN094	11	1	5	 	 	42	1	4	8	42
IN094	12	1	5	 	 	35	1	3	8	10
IN094	13	1	5	 	 	41	1	4	8	12
IN094	14	2	2	 	 	35	1	4	3	3
IN094	15	2	2	 	 	45	2	1	3	10
