CHILDID	PLOTID	LAREA	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CROP1	CROP2	CROP3	IRRIGAT	PERIRRIG
VN010001	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010001	2	1140	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010002	1	300	3	4	0	0	88	0	-88	80	 	 	 	 	 
VN010002	2	2000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010002	3	200	3	1	0	0	88	 	 	 	45	109	88	1	1
VN010003	1	60	1	4	2	0	88	0	-88	34	 	 	 	 	 
VN010003	2	500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010004	1	280	1	4	1	1	80	0	-88	100	 	 	 	 	 
VN010004	2	3500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010004	3	90	1	1	1	1	80	 	 	 	93	25	88	1	1
VN010005	1	300	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN010005	2	500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010006	1	80	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010006	2	2200	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010007	1	156	1	4	1	1	1	0	-88	50000	 	 	 	 	 
VN010007	2	1300	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010008	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010008	2	1300	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010009	1	130	1	4	1	1	1	0	-88	25000	 	 	 	 	 
VN010009	2	1250	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010010	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010010	2	1320	2	1	0	0	88	 	 	 	1	88	88	1	4
VN010010	3	2500	2	1	0	0	88	 	 	 	44	25	88	1	4
VN010011	1	70	2	4	0	0	88	0	-88	0	 	 	 	 	 
VN010012	1	200	3	4	0	0	88	0	-88	23	 	 	 	 	 
VN010012	2	1500	3	1	0	0	88	 	 	 	1	88	88	1	4
VN010012	3	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010012	4	200	1	8	1	1	80	 	 	 	 	 	 	 	 
VN010013	1	500	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN010013	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010014	1	280	3	4	0	0	88	0	-88	10050	 	 	 	 	 
VN010014	2	1500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010014	3	220	3	1	0	0	88	 	 	 	51	25	88	1	1
VN010015	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010015	2	1750	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010015	3	250	1	2	1	1	1	 	 	 	 	 	 	 	 
VN010016	1	40	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN010016	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010017	1	120	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010017	2	450	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010018	1	130	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010018	2	1200	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010019	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010019	2	940	5	1	3	0	88	 	 	 	1	88	88	1	4
VN010020	1	240	1	4	2	0	88	0	-88	0	 	 	 	 	 
VN010020	2	2500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010021	1	190	1	4	1	1	80	0	-88	25	 	 	 	 	 
VN010021	2	900	5	1	0	0	88	 	 	 	1	88	80	1	4
VN010021	3	164	1	7	1	1	80	0	-88	20	 	 	 	 	 
VN010022	1	42	1	4	2	0	88	0	-88	20	 	 	 	 	 
VN010022	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010024	1	270	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010024	2	200	1	2	1	1	1	 	 	 	 	 	 	 	 
VN010024	3	1750	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010025	1	200	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN010025	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010025	3	300	1	3	1	1	80	 	 	 	31	88	88	1	4
VN010026	1	80	1	4	1	1	4	0	-88	0	 	 	 	 	 
VN010026	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010026	3	230	1	3	1	1	4	 	 	 	4	88	88	1	4
VN010027	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010027	2	1500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010029	1	100	1	4	1	1	80	0	-88	25	 	 	 	 	 
VN010029	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010029	3	1000	2	1	0	0	88	 	 	 	1	88	88	1	4
VN010029	4	100	1	1	1	1	80	 	 	 	45	25	88	1	1
VN010030	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010030	2	1500	2	1	0	0	88	 	 	 	1	88	88	1	4
VN010030	3	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010031	1	600	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN010031	2	400	1	1	1	1	2	 	 	 	1	88	88	1	4
VN010031	3	2500	5	1	3	0	88	 	 	 	1	88	88	1	4
VN010031	4	500	5	1	3	0	88	 	 	 	31	88	88	1	4
VN010032	1	110	1	4	1	1	80	0	-88	34	 	 	 	 	 
VN010032	2	1500	1	6	3	0	88	1	300	0	 	 	 	 	 
VN010032	3	90	1	1	1	1	80	 	 	 	116	88	88	1	1
VN010033	1	150	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010033	2	940	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010034	1	250	1	4	1	1	80	0	-88	55	 	 	 	 	 
VN010034	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	1
VN010035	1	140	1	4	2	0	88	0	-88	25	 	 	 	 	 
VN010035	2	1500	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010036	1	300	1	4	2	1	1	0	-88	45	 	 	 	 	 
VN010036	2	1500	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010037	1	400	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010037	2	2500	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010038	1	400	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010038	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010039	1	80	1	4	2	0	88	0	-88	35	 	 	 	 	 
VN010039	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010040	1	160	1	4	1	1	1	0	-88	60000	 	 	 	 	 
VN010040	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010041	1	120	1	4	1	1	1	0	-88	25	 	 	 	 	 
VN010041	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010042	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010042	2	1250	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010042	3	120	1	3	1	1	1	 	 	 	4	74	88	1	2
VN010043	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010043	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010044	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010044	2	1500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010044	3	200	1	3	1	1	1	 	 	 	4	88	88	1	4
VN010045	1	500	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010045	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010046	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010046	2	200	1	3	1	1	1	 	 	 	116	72	126	1	4
VN010046	3	4700	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010047	1	40	3	4	0	0	88	0	-88	6000	 	 	 	 	 
VN010048	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010048	2	500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010049	1	550	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010049	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010050	1	130	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010050	2	920	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010051	1	200	1	4	0	1	1	0	-88	0	 	 	 	 	 
VN010051	2	1410	1	1	1	1	2	 	 	 	1	88	88	1	4
VN010052	1	90	1	4	1	1	1	1	300	50	 	 	 	 	 
VN010052	2	1200	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010052	3	110	1	3	1	1	1	 	 	 	31	88	88	1	4
VN010053	1	60	1	4	0	0	88	0	-88	10	 	 	 	 	 
VN010053	2	500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010054	1	45	1	4	0	0	88	0	-88	3300	 	 	 	 	 
VN010054	2	500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010055	1	500	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN010055	2	2000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010056	1	120	1	4	1	1	1	0	-88	10000	 	 	 	 	 
VN010056	2	500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010057	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010057	2	470	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010058	1	70	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN010058	2	470	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010059	1	400	1	4	1	1	1	0	-88	4000	 	 	 	 	 
VN010059	2	900	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010060	1	96	1	4	1	1	80	0	-88	35	 	 	 	 	 
VN010060	2	1500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010061	1	130	1	4	1	1	1	0	-88	50	 	 	 	 	 
VN010061	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010062	1	300	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN010062	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010063	1	100	1	4	1	1	1	0	-88	2000	 	 	 	 	 
VN010063	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010064	1	150	1	4	1	1	1	0	-88	400	 	 	 	 	 
VN010064	2	1900	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010065	1	50	1	4	1	1	80	0	-88	2000	 	 	 	 	 
VN010065	2	600	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010065	3	500	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010067	1	370	1	4	1	1	1	0	-88	3050	 	 	 	 	 
VN010067	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010068	1	85	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010068	2	1100	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010069	1	100	1	4	2	0	88	0	-88	15	 	 	 	 	 
VN010069	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010070	1	90	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010070	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010071	1	500	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010072	1	100	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010072	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010073	1	120	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010073	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010073	3	1000	2	2	0	0	88	 	 	 	 	 	 	 	 
VN010073	4	160	1	3	1	1	1	 	 	 	31	88	88	1	4
VN010074	1	250	1	4	1	1	80	0	-88	20	 	 	 	 	 
VN010074	2	3300	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010074	3	7	31	4	0	0	88	0	-88	0	 	 	 	 	 
VN010075	1	430	1	4	2	1	16	0	-88	80	 	 	 	 	 
VN010075	2	1500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010076	1	200	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN010076	2	200	1	1	0	99	99	 	 	 	1	88	88	1	4
VN010077	1	150	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010077	2	1250	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010078	1	200	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN010078	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010079	1	120	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010079	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010080	1	150	1	4	0	0	88	0	-88	3020	 	 	 	 	 
VN010080	2	1500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010080	3	110	1	1	0	0	88	 	 	 	4	88	88	0	88
VN010080	4	100	1	8	0	0	88	 	 	 	 	 	 	 	 
VN010081	1	110	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010081	2	2500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010081	3	150	1	3	1	1	1	 	 	 	4	88	88	1	4
VN010082	1	250	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN010082	2	500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010083	1	250	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN010083	2	1500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010084	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010084	2	500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010086	1	120	3	4	0	0	88	0	-88	10	 	 	 	 	 
VN010086	2	2000	5	1	0	0	88	 	 	 	1	1	1	1	4
VN010086	3	130	1	4	2	0	88	0	-88	12	 	 	 	 	 
VN010086	4	100	3	1	0	0	88	 	 	 	109	69	110	1	1
VN010087	1	130	77	4	0	0	88	0	-88	17	 	 	 	 	 
VN010087	2	1000	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010087	3	300	6	1	0	0	88	 	 	 	31	88	88	1	4
VN010088	1	50	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010088	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010089	1	20	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010089	2	500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010089	3	30	1	1	0	0	88	 	 	 	31	88	88	1	3
VN010091	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010091	2	1750	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010092	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010092	2	947	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010093	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010093	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010094	1	212	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010094	2	500	1	2	0	0	88	 	 	 	 	 	 	 	 
VN010094	3	1500	1	1	3	0	88	 	 	 	31	88	88	1	4
VN010095	1	250	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN010095	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010096	1	200	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN010096	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010097	1	240	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN010097	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010097	3	260	1	3	1	1	80	 	 	 	4	88	88	1	4
VN010100	1	300	1	4	1	1	1	0	-88	140000	 	 	 	 	 
VN010100	2	2000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010104	1	150	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010104	2	450	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010104	3	500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010109	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN010109	2	470	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010109	3	470	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010118	1	120	1	4	1	1	1	0	-88	3500	 	 	 	 	 
VN010118	2	1400	1	1	0	0	88	 	 	 	1	88	88	1	4
VN010118	3	300	1	2	0	0	88	 	 	 	 	 	 	 	 
VN010121	1	150	1	4	1	1	1	0	-88	1035	 	 	 	 	 
VN010121	2	200	1	1	1	1	1	 	 	 	109	110	88	1	1
VN010121	3	2500	5	1	0	0	88	 	 	 	1	88	88	1	4
VN010122	1	200	1	4	1	1	2	0	-88	23	 	 	 	 	 
VN010122	2	2000	1	6	0	0	88	 	 	 	 	 	 	 	 
VN010124	1	95	1	4	2	0	88	0	-88	18	 	 	 	 	 
VN010124	2	1000	1	1	3	0	88	 	 	 	1	88	88	1	4
VN010140	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN010140	2	1500	1	1	3	0	88	 	 	 	1	88	88	1	4
VN020001	1	700	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN020001	2	2000	6	1	0	0	88	 	 	 	80	88	88	0	88
VN020001	3	1500	1	1	0	0	88	 	 	 	80	88	88	0	88
VN020002	1	500	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020002	2	1500	1	1	0	0	88	 	 	 	85	88	88	0	88
VN020002	3	500	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020003	1	30	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN020003	2	2000	3	1	3	0	88	 	 	 	25	88	88	1	4
VN020003	3	1500	5	1	0	0	88	 	 	 	1	88	88	0	88
VN020003	4	500	1	12	1	1	80	0	-88	300	 	 	 	 	 
VN020004	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020005	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020005	2	1000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020007	1	200	1	1	1	1	1	 	 	 	88	88	88	0	88
VN020008	1	90	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN020008	2	150	1	8	1	1	2	0	-88	0	 	 	 	 	 
VN020009	1	100	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN020010	1	600	1	4	1	1	1	0	-88	5500	 	 	 	 	 
VN020010	2	1000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020011	1	60	1	4	1	1	1	0	-88	40000	 	 	 	 	 
VN020012	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020013	1	210	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN020016	1	240	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020016	2	2000	1	10	1	1	1	0	-88	15000	 	 	 	 	 
VN020016	3	2000	1	1	1	0	88	 	 	 	1	88	88	1	4
VN020017	1	160	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020017	2	500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020018	1	260	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020019	1	180	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020019	2	3500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020020	1	300	1	4	1	1	1	0	-88	3000	 	 	 	 	 
VN020021	1	32	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020022	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020023	1	140	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN020024	1	20	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020025	1	100	1	1	1	1	80	 	 	 	 	 	 	 	 
VN020025	2	150	1	3	1	1	80	 	 	 	45	33	88	1	4
VN020026	1	200	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020027	1	210	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020028	1	120	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN020029	1	5000	1	4	1	1	3	0	-88	20000	 	 	 	 	 
VN020029	2	4000	1	4	1	1	3	0	-88	5000	 	 	 	 	 
VN020029	3	1500	1	6	0	0	88	1	360	0	 	 	 	 	 
VN020029	4	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020032	1	114	1	4	1	0	88	0	-88	310	 	 	 	 	 
VN020033	1	54	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020034	1	500	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN020034	2	1000	1	12	0	0	88	0	-88	0	 	 	 	 	 
VN020035	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020036	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020036	2	120	1	8	1	1	1	0	-88	0	 	 	 	 	 
VN020037	1	15	2	4	0	0	88	0	-88	1500	 	 	 	 	 
VN020038	1	20	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020039	1	420	1	4	1	1	80	0	-88	28000	 	 	 	 	 
VN020041	1	280	1	4	0	1	80	0	-88	0	 	 	 	 	 
VN020041	2	3300	3	1	0	0	88	 	 	 	1	88	88	0	88
VN020041	3	1600	1	1	0	0	88	 	 	 	15	88	88	0	88
VN020043	1	50	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020043	2	1000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020043	3	500	2	1	0	0	88	 	 	 	50	74	88	1	2
VN020044	1	100	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020044	2	1500	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020044	3	1500	1	1	0	0	88	 	 	 	80	88	88	0	88
VN020046	1	100	1	4	0	1	80	0	-88	6000	 	 	 	 	 
VN020046	2	1500	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020046	3	1500	1	1	0	0	88	 	 	 	80	88	88	0	88
VN020047	1	150	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020047	2	2000	1	1	1	0	88	 	 	 	80	88	88	0	88
VN020047	3	1000	1	1	1	0	88	 	 	 	1	18	88	1	4
VN020048	1	68	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020050	1	45	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020052	1	40	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020052	2	1000	1	1	0	0	88	 	 	 	1	88	88	0	0
VN020053	1	50	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN020053	2	2500	2	1	0	0	88	 	 	 	1	88	88	0	88
VN020053	3	2000	1	1	0	0	88	 	 	 	1	80	88	0	88
VN020054	1	100	1	4	0	0	88	0	-88	24000	 	 	 	 	 
VN020054	2	1000	1	1	1	0	88	 	 	 	1	88	88	0	88
VN020055	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020056	1	95	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020057	1	40	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020060	1	140	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020061	1	112	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020062	1	300	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020063	1	420	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020063	2	4000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020064	1	50	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020064	2	500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020065	1	60	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN020065	2	2500	1	1	0	0	88	 	 	 	1	88	88	99	99
VN020066	1	60	1	4	1	1	2	0	-88	7000	 	 	 	 	 
VN020066	2	5500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020067	1	200	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN020067	2	2500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020068	1	450	1	4	1	1	1	0	-88	3800	 	 	 	 	 
VN020068	2	3000	1	1	0	0	88	 	 	 	1	88	88	1	3
VN020069	1	40	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020069	2	800	1	1	1	0	88	 	 	 	1	88	88	0	88
VN020070	1	500	1	4	1	1	1	0	-88	12000	 	 	 	 	 
VN020070	2	3500	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020070	3	400	1	10	0	0	88	0	-88	0	 	 	 	 	 
VN020073	1	50	1	4	1	1	1	0	-88	34000	 	 	 	 	 
VN020073	2	2000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020075	1	200	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN020075	2	3500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020077	1	32	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN020077	2	1500	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020078	1	150	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN020078	2	700	1	1	1	0	88	 	 	 	1	88	88	0	88
VN020078	3	350	1	3	1	1	80	 	 	 	116	72	10	1	3
VN020079	1	70	1	4	1	0	88	0	-88	0	 	 	 	 	 
VN020079	2	1000	1	1	1	0	88	 	 	 	1	88	88	0	88
VN020080	1	100	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020080	2	1000	1	1	0	0	88	 	 	 	80	88	88	0	88
VN020081	1	150	1	4	1	1	4	0	-88	0	 	 	 	 	 
VN020081	2	2500	2	1	0	0	88	 	 	 	1	88	88	0	88
VN020081	3	1800	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020081	4	1000	1	1	0	0	88	 	 	 	15	88	88	0	88
VN020081	5	100	1	4	0	0	88	0	-88	26000	 	 	 	 	 
VN020083	1	80	1	4	0	0	88	0	-88	15000	 	 	 	 	 
VN020083	2	1000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020084	1	40	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020084	2	1000	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020084	3	1000	2	1	0	0	88	 	 	 	1	88	88	0	88
VN020086	1	20	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020086	2	2500	2	1	0	0	88	 	 	 	1	88	88	0	88
VN020086	3	2200	1	1	0	0	88	 	 	 	1	88	88	1	4
VN020087	1	600	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020087	2	1000	1	1	1	1	1	 	 	 	1	88	88	1	4
VN020088	1	300	1	4	1	1	1	1	350	0	 	 	 	 	 
VN020088	2	2500	1	1	0	0	88	 	 	 	1	18	15	1	4
VN020088	3	1500	1	11	0	0	88	1	65000	21000	 	 	 	 	 
VN020088	4	400	2	11	0	0	88	1	61000	39000	 	 	 	 	 
VN020088	5	150	1	8	0	0	88	0	-88	0	 	 	 	 	 
VN020089	1	100	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN020089	2	2500	1	1	1	1	80	 	 	 	1	88	88	0	88
VN020090	1	120	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN020090	2	1500	1	7	0	0	88	1	200	0	 	 	 	 	 
VN020091	1	40	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN020091	2	1000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020091	3	1000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020092	1	36	1	4	1	1	2	0	-88	40000	 	 	 	 	 
VN020092	2	500	1	7	0	0	88	1	125	0	 	 	 	 	 
VN020094	1	240	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020094	2	2000	1	1	0	0	88	 	 	 	1	15	88	0	88
VN020095	1	54	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN020095	2	3250	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020096	1	72	1	4	1	0	88	0	-88	2000	 	 	 	 	 
VN020096	2	1000	1	1	0	0	88	 	 	 	1	88	88	0	88
VN020097	1	150	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN020097	2	3500	1	1	1	0	88	 	 	 	1	44	15	0	88
