CHILDID	PLOTID	LAREA	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CROP1	CROP2	CROP3	IRRIGAT	PERIRRIG
VN070004	1	40	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070005	1	24	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070006	1	200	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070006	2	3800	3	1	0	0	88	 	 	 	111	74	4	1	4
VN070007	1	45	1	4	1	1	2	1	0	2000	 	 	 	 	 
VN070007	2	9	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070007	3	6	1	4	1	1	4	0	-88	0	 	 	 	 	 
VN070007	4	2000	1	1	1	1	2	 	 	 	111	109	88	1	4
VN070008	1	99	1	4	0	1	1	0	-88	0	 	 	 	 	 
VN070008	2	1200	1	1	0	1	1	 	 	 	109	4	88	1	2
VN070009	1	200	1	4	1	1	1	0	-88	3000	 	 	 	 	 
VN070009	2	1000	1	4	1	1	1	1	20000	3000	 	 	 	 	 
VN070009	3	1400	1	1	1	1	1	 	 	 	111	88	88	0	88
VN070010	1	150	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070010	2	4000	1	1	1	1	1	 	 	 	109	4	51	1	4
VN070011	1	145	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070012	1	16	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070013	1	100	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070015	1	200	3	4	0	0	88	 	 	 	 	 	 	 	 
VN070016	1	13	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070017	1	50	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070018	1	100	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070019	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070019	2	220	1	6	1	1	1	1	6600	0	 	 	 	 	 
VN070019	3	68	1	6	1	1	1	1	3600	0	 	 	 	 	 
VN070019	4	1835	1	6	1	1	2	1	1462	0	 	 	 	 	 
VN070019	5	1680	1	6	1	1	2	1	1392	0	 	 	 	 	 
VN070021	1	40	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070021	2	40	1	8	1	1	2	0	-88	0	 	 	 	 	 
VN070022	1	300	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070023	1	50	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070024	1	50	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070025	1	72	3	4	0	0	88	0	-88	350	 	 	 	 	 
VN070026	1	40	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN070026	2	960	1	1	1	1	3	 	 	 	25	88	88	1	4
VN070026	3	1700	2	1	0	0	88	 	 	 	1	88	88	1	4
VN070027	1	95	1	4	1	1	4	0	-88	0	 	 	 	 	 
VN070028	1	28	3	4	0	0	88	0	-88	2000	 	 	 	 	 
VN070029	1	15	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070030	1	70	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070030	2	130	1	3	1	1	2	 	 	 	109	88	88	0	88
VN070030	3	400	1	8	1	1	2	0	-88	0	 	 	 	 	 
VN070031	1	80	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070031	2	3398	1	1	1	1	1	 	 	 	1	88	88	1	4
VN070031	3	2430	1	1	1	1	1	 	 	 	111	25	88	1	4
VN070031	4	620	1	1	1	1	1	 	 	 	111	31	88	1	4
VN070032	1	80	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070032	2	2500	1	1	1	1	1	 	 	 	111	118	88	1	4
VN070032	3	2300	3	1	0	0	88	 	 	 	111	1	88	1	4
VN070034	1	80	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070034	2	40	3	10	0	0	88	0	-88	0	 	 	 	 	 
VN070034	3	2880	3	1	0	0	88	 	 	 	111	109	88	1	4
VN070034	4	2000	3	1	0	0	88	 	 	 	1	88	88	1	4
VN070036	1	100	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN070037	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070037	2	8900	1	1	1	1	1	 	 	 	111	88	88	1	4
VN070038	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070038	2	12000	1	1	1	1	1	 	 	 	111	25	74	1	4
VN070039	1	60	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070039	2	780	1	1	1	1	2	 	 	 	111	51	4	1	4
VN070040	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070040	2	5000	1	1	1	1	1	 	 	 	111	25	74	1	4
VN070040	3	3000	1	1	1	1	1	 	 	 	25	51	88	1	4
VN070040	4	2000	1	1	1	1	1	 	 	 	111	25	88	1	4
VN070041	1	72	1	4	1	1	1	0	-88	200	 	 	 	 	 
VN070041	2	2928	1	1	1	1	1	 	 	 	111	25	51	1	4
VN070042	1	120	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070042	2	5200	1	1	1	1	1	 	 	 	111	4	25	1	4
VN070043	1	65	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070043	2	1935	3	1	0	0	88	 	 	 	111	4	25	1	4
VN070044	1	60	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070044	2	940	1	1	1	1	2	 	 	 	111	25	74	1	4
VN070045	1	48	6	4	0	0	88	0	-88	300	 	 	 	 	 
VN070045	2	3875	1	1	1	1	2	 	 	 	111	4	25	1	4
VN070045	3	1848	1	1	1	1	2	 	 	 	25	111	88	1	4
VN070046	1	60	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN070046	2	1940	1	1	1	1	3	 	 	 	111	25	51	1	4
VN070046	3	2000	2	8	0	0	88	 	 	 	 	 	 	 	 
VN070049	1	101	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070049	2	15000	1	3	1	1	1	 	 	 	25	111	51	1	4
VN070049	3	900	1	3	1	1	1	 	 	 	93	111	4	1	4
VN070050	1	100	1	4	1	1	3	0	-88	20000	 	 	 	 	 
VN070050	2	5700	1	1	1	1	3	 	 	 	111	51	25	1	4
VN070051	1	100	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070051	2	2900	3	1	0	0	88	 	 	 	25	51	74	1	4
VN070051	3	2500	3	1	0	0	88	 	 	 	111	51	88	1	4
VN070052	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070052	2	3800	1	1	1	1	1	 	 	 	25	126	74	1	3
VN070053	1	75	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070053	2	1800	1	1	1	1	1	 	 	 	111	74	88	1	4
VN070053	3	800	1	1	1	1	2	 	 	 	111	25	88	1	4
VN070054	1	60	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070054	2	15	2	4	0	0	88	0	-88	0	 	 	 	 	 
VN070054	3	1000	1	3	1	1	1	 	 	 	51	25	88	1	4
VN070054	4	5000	2	3	0	0	88	 	 	 	111	4	88	1	4
VN070055	1	48	1	4	0	1	5	0	-88	0	 	 	 	 	 
VN070055	2	6600	1	8	0	1	5	0	-88	0	 	 	 	 	 
VN070055	3	3000	1	1	0	1	5	 	 	 	109	4	25	1	4
VN070055	4	2000	2	1	0	0	88	 	 	 	1	88	88	1	4
VN070057	1	60	1	4	1	1	5	0	-88	60	 	 	 	 	 
VN070057	2	15000	1	1	1	1	5	 	 	 	25	88	88	1	4
VN070058	1	120	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070058	2	4000	1	1	1	1	1	 	 	 	111	88	88	1	4
VN070058	3	3500	1	1	1	1	1	 	 	 	111	51	4	1	4
VN070059	1	70	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070059	2	13000	1	1	1	1	1	 	 	 	111	88	88	1	4
VN070059	3	3000	1	1	1	1	1	 	 	 	111	88	88	1	4
VN070060	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070060	2	4800	1	1	1	1	1	 	 	 	111	25	118	1	4
VN070060	3	3800	1	1	1	1	1	 	 	 	111	88	88	1	2
VN070060	4	1500	1	1	1	1	6	 	 	 	111	88	88	1	2
VN070063	1	102	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070063	2	1200	1	1	1	1	1	 	 	 	111	72	51	1	4
VN070064	1	66	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070064	2	5000	1	1	1	1	2	 	 	 	74	51	88	1	4
VN070065	1	36	1	4	0	1	1	0	-88	500	 	 	 	 	 
VN070065	2	5000	2	1	0	0	88	 	 	 	111	88	88	1	4
VN070065	3	1464	1	1	0	1	1	 	 	 	111	88	88	1	4
VN070066	1	70	1	4	1	1	1	 	 	 	 	 	 	 	 
VN070066	2	230	1	8	1	1	1	 	 	 	 	 	 	 	 
VN070067	1	200	1	4	1	1	1	0	-88	200	 	 	 	 	 
VN070067	2	3800	1	1	1	1	1	 	 	 	109	111	51	1	4
VN070068	1	110	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070068	2	4390	1	1	1	1	2	 	 	 	4	25	111	1	4
VN070068	3	2000	1	1	0	0	88	 	 	 	51	88	88	1	4
VN070069	1	200	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070069	2	3000	1	1	3	0	88	 	 	 	111	25	88	1	4
VN070070	1	64	1	4	0	0	88	 	 	 	 	 	 	 	 
VN070071	1	24	1	4	1	1	1	0	-88	350	 	 	 	 	 
VN070071	2	976	1	1	1	1	1	 	 	 	109	4	111	1	4
VN070072	1	90	1	4	1	1	4	0	-88	0	 	 	 	 	 
VN070072	2	1410	1	1	1	1	4	 	 	 	4	51	111	1	3
VN070073	1	50	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070073	2	950	3	1	0	0	88	 	 	 	51	31	74	1	4
VN070074	1	100	1	4	1	1	1	0	-88	4000	 	 	 	 	 
VN070074	2	3700	1	1	1	1	1	 	 	 	111	109	4	1	4
VN070075	1	200	1	1	1	1	1	 	 	 	111	74	51	1	4
VN070075	2	10800	1	4	1	1	1	0	-88	13000	 	 	 	 	 
VN070076	1	70	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070076	2	1930	1	1	1	1	1	 	 	 	25	51	25	1	4
VN070077	1	80	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070077	2	2500	3	1	0	0	88	 	 	 	111	4	25	1	4
VN070077	3	2420	1	1	1	1	1	 	 	 	111	51	4	1	4
VN070078	1	50	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070078	2	1000	2	1	0	0	88	 	 	 	111	88	88	1	4
VN070078	3	850	1	1	1	1	1	 	 	 	111	4	25	1	4
VN070079	1	300	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070079	2	1000	1	1	1	1	1	 	 	 	25	4	74	1	4
VN070080	1	30	2	4	0	0	88	0	-88	5500	 	 	 	 	 
VN070080	2	50	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN070080	3	950	1	8	1	1	80	0	-88	0	 	 	 	 	 
VN070081	1	50	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070082	1	70	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070083	1	60	2	4	0	0	88	0	-88	0	 	 	 	 	 
VN070084	1	65	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN070084	2	3335	1	1	1	1	2	 	 	 	111	51	4	1	4
VN070085	1	97	1	4	1	1	1	0	-88	8000	 	 	 	 	 
VN070086	1	75	1	4	1	1	5	0	-88	0	 	 	 	 	 
VN070086	2	5000	1	8	1	1	5	0	-88	0	 	 	 	 	 
VN070086	3	180	1	3	1	1	5	 	 	 	93	25	88	0	88
VN070087	1	90	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070087	2	2500	3	1	0	0	88	 	 	 	111	25	88	1	4
VN070088	1	60	1	4	0	0	88	0	-88	900	 	 	 	 	 
VN070090	1	40	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070090	2	960	3	1	0	0	88	 	 	 	25	111	51	1	4
VN070091	1	80	1	4	1	1	3	0	-88	200	 	 	 	 	 
VN070091	2	3910	1	1	1	1	3	 	 	 	74	51	111	1	4
VN070091	3	1000	1	1	1	1	2	 	 	 	111	74	74	1	4
VN070092	1	60	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070092	2	1500	1	3	1	1	3	 	 	 	111	88	88	1	4
VN070092	3	500	3	3	0	0	88	 	 	 	111	51	88	1	4
VN070093	1	80	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN070093	2	1900	1	1	1	1	3	 	 	 	111	25	4	1	4
VN070094	1	110	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070094	2	1800	3	1	0	0	88	 	 	 	111	88	88	1	2
VN070094	3	1800	3	1	0	0	88	 	 	 	111	88	88	0	88
VN070094	4	1000	3	1	0	0	88	 	 	 	111	25	88	1	4
VN070095	1	200	1	4	2	1	1	0	-88	0	 	 	 	 	 
VN070095	2	1500	1	1	3	1	1	 	 	 	111	74	126	0	88
VN070095	3	1300	1	1	2	1	1	 	 	 	109	111	25	0	88
VN070097	1	48	1	4	1	1	1	0	-88	8000	 	 	 	 	 
VN070097	2	1340	1	1	1	1	1	 	 	 	111	88	88	1	4
VN070097	3	1060	1	1	1	1	1	 	 	 	51	88	88	1	4
VN070098	1	60	1	4	1	1	2	0	-88	150	 	 	 	 	 
VN070098	2	3940	1	1	1	1	2	 	 	 	111	74	4	1	4
VN070098	3	1000	1	1	0	0	88	 	 	 	111	4	88	1	3
VN070099	1	150	3	4	0	0	88	0	0	2800	 	 	 	 	 
VN070099	2	1500	1	1	1	1	1	 	 	 	25	51	111	1	4
VN070099	3	350	1	1	1	1	1	 	 	 	111	88	88	1	4
VN070100	1	100	1	4	1	1	1	0	-88	150	 	 	 	 	 
VN070100	2	3000	1	1	1	1	3	 	 	 	25	51	111	1	4
VN070100	3	1700	1	1	1	1	1	 	 	 	111	4	25	1	4
VN070101	1	70	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070101	2	1000	3	1	0	0	88	 	 	 	111	25	74	0	88
VN070102	1	400	1	4	1	1	1	0	-88	100	 	 	 	 	 
VN070102	2	1100	1	1	1	1	1	 	 	 	111	88	88	1	2
VN070102	3	1000	3	1	0	0	88	 	 	 	111	88	88	1	2
VN070105	1	60	3	4	0	0	88	0	-88	40	 	 	 	 	 
VN070107	1	120	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070107	2	2500	3	3	0	0	88	 	 	 	111	4	51	1	4
VN070107	3	1500	3	3	0	0	88	 	 	 	25	4	51	1	4
VN070116	1	100	1	4	1	1	1	0	-88	8000	 	 	 	 	 
VN070116	2	4500	1	1	1	1	1	 	 	 	111	25	74	1	4
VN070116	3	2500	1	1	1	1	1	 	 	 	25	111	88	1	4
VN070118	1	60	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN070118	2	5500	3	1	0	0	88	 	 	 	111	25	51	1	4
VN070118	3	4500	1	1	1	1	80	 	 	 	111	51	25	1	4
VN070118	4	1040	1	1	1	1	80	 	 	 	111	25	109	1	4
VN070118	5	2700	1	1	1	1	80	 	 	 	111	51	25	1	4
VN070123	1	60	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN070123	2	940	3	1	0	0	88	 	 	 	111	88	88	1	4
VN070124	1	150	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN070124	2	5850	1	1	1	1	1	 	 	 	4	111	74	1	4
VN070125	1	36	1	4	1	1	1	1	0	7000	 	 	 	 	 
VN070126	1	35	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080001	1	42	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080001	2	2000	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080002	1	35	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080002	2	2000	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080003	1	54	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080003	2	3300	1	1	1	1	1	 	 	 	109	25	88	1	4
VN080004	1	80	1	4	1	1	1	0	-88	50000	 	 	 	 	 
VN080004	2	2000	1	1	1	1	1	 	 	 	109	111	88	1	4
VN080005	1	400	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080006	1	48	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080008	1	24	1	4	0	0	88	0	-88	1400	 	 	 	 	 
VN080009	1	100	1	4	1	1	80	0	-88	2000	 	 	 	 	 
VN080009	2	4400	1	1	1	1	80	 	 	 	111	109	88	1	4
VN080009	3	2700	1	1	1	1	80	 	 	 	1	88	88	1	4
VN080011	1	60	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080012	1	58	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080012	2	2800	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080013	1	68	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080013	2	3000	1	3	1	1	1	 	 	 	109	111	88	1	2
VN080014	1	120	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080015	1	56	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080015	2	3400	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080016	1	61	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080017	1	49	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080018	1	144	1	4	1	1	1	0	-88	8000	 	 	 	 	 
VN080018	2	582	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080019	1	58	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080019	2	1400	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080020	1	32	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080021	1	46	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080021	2	1500	2	1	0	0	88	 	 	 	1	88	88	1	4
VN080022	1	54	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080022	2	4000	31	1	0	0	88	 	 	 	1	88	88	1	4
VN080022	3	3146	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080024	1	35	1	4	0	0	88	0	-88	1000	 	 	 	 	 
VN080024	2	900	2	1	0	0	88	 	 	 	1	88	88	1	4
VN080025	1	45	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080026	1	50	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN080026	2	1500	1	6	1	1	3	1	6500	0	 	 	 	 	 
VN080027	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080027	2	5000	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080029	1	30	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080029	2	1000	1	1	0	0	88	 	 	 	111	25	88	1	4
VN080030	1	150	1	4	1	1	3	0	-88	3000	 	 	 	 	 
VN080030	2	5000	1	1	1	1	3	 	 	 	111	88	88	1	4
VN080030	3	5000	1	1	0	0	88	 	 	 	111	88	88	1	4
VN080031	1	68	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080031	2	4000	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080032	1	80	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080032	2	21910	1	3	1	1	1	 	 	 	111	88	88	1	3
VN080033	1	48	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080034	1	84	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080034	2	7700	1	3	1	1	2	 	 	 	111	88	88	1	3
VN080035	1	30	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080036	1	100	1	4	1	1	1	0	-88	47000	 	 	 	 	 
VN080036	2	3000	1	1	1	1	1	 	 	 	111	25	88	1	4
VN080037	1	68	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080037	2	15000	1	3	1	1	1	 	 	 	111	88	88	1	3
VN080038	1	125	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080038	2	4700	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080039	1	292	1	4	0	0	88	0	-88	2000	 	 	 	 	 
VN080039	2	1500	1	1	0	0	88	 	 	 	111	51	88	1	4
VN080040	1	400	1	4	0	0	88	0	-88	5000	 	 	 	 	 
VN080041	1	56	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080041	2	2000	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080042	1	45	1	4	0	0	88	0	-88	150	 	 	 	 	 
VN080042	2	2000	1	1	1	1	1	 	 	 	111	51	88	1	4
VN080045	1	48	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080046	1	40	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080046	2	1500	3	1	0	0	88	 	 	 	111	88	88	1	4
VN080047	1	52	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080047	2	1450	1	3	1	1	1	 	 	 	111	88	88	1	3
VN080048	1	140	1	4	1	1	1	0	-88	100000	 	 	 	 	 
VN080048	2	2500	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080048	3	1800	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080048	4	1500	1	1	1	1	1	 	 	 	25	44	88	1	4
VN080048	5	1400	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080048	6	600	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080049	1	83	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080049	2	1100	1	1	1	1	1	 	 	 	111	25	88	1	4
VN080049	3	2000	1	7	1	1	1	1	500	0	 	 	 	 	 
VN080050	1	85	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080050	2	100	1	6	1	1	80	1	6000	50	 	 	 	 	 
VN080051	1	32	31	4	0	0	88	0	-88	0	 	 	 	 	 
VN080052	1	130	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080052	2	2000	1	1	1	1	2	 	 	 	111	25	88	1	4
VN080053	1	58	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080053	2	1000	1	3	1	1	1	 	 	 	111	88	88	1	3
VN080055	1	70	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080056	1	100	3	4	0	0	88	0	-88	10000	 	 	 	 	 
VN080056	2	3000	1	1	1	1	1	 	 	 	1	88	88	1	4
VN080058	1	900	1	4	0	99	99	0	-88	0	 	 	 	 	 
VN080058	2	1700	1	1	0	99	99	 	 	 	1	88	88	1	4
VN080059	1	90	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080059	2	2300	1	1	1	1	1	 	 	 	111	51	25	1	4
VN080060	1	150	1	4	1	1	3	0	-88	0	 	 	 	 	 
VN080060	2	5900	1	1	1	1	3	 	 	 	109	88	88	1	4
VN080061	1	500	1	4	1	1	2	0	-88	352	 	 	 	 	 
VN080061	2	1000	1	1	1	1	2	 	 	 	111	88	88	1	4
VN080062	1	70	31	4	0	0	88	0	-88	20000	 	 	 	 	 
VN080064	1	60	3	4	0	0	88	0	-88	1500	 	 	 	 	 
VN080065	1	46	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080066	1	32	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080066	2	1000	1	1	0	0	88	 	 	 	111	88	88	1	4
VN080067	1	128	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080067	2	5000	1	3	1	1	1	 	 	 	111	88	88	1	4
VN080068	1	80	1	4	1	1	1	0	-88	200	 	 	 	 	 
VN080068	2	1920	1	1	1	1	1	 	 	 	111	25	88	1	4
VN080069	1	90	1	4	3	1	3	0	-88	0	 	 	 	 	 
VN080069	2	3600	1	1	3	1	3	 	 	 	109	4	88	0	88
VN080070	1	72	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080070	2	1000	1	3	1	1	1	 	 	 	109	88	88	0	88
VN080071	1	38	3	4	0	0	88	0	-88	6600	 	 	 	 	 
VN080072	1	80	1	4	3	1	1	0	-88	3000	 	 	 	 	 
VN080072	2	2800	1	3	3	1	1	 	 	 	111	4	88	1	4
VN080073	1	300	1	4	1	1	1	0	-88	7073	 	 	 	 	 
VN080073	2	700	1	3	1	1	1	 	 	 	77	88	88	99	99
VN080075	1	46	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080075	2	1300	1	3	1	1	2	 	 	 	111	88	88	1	2
VN080076	1	150	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080076	2	3750	1	1	1	1	2	 	 	 	109	88	88	1	4
VN080078	1	36	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080079	1	64	1	4	1	1	5	0	-88	0	 	 	 	 	 
VN080080	1	46	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080080	2	990	1	3	1	1	1	 	 	 	109	88	88	0	88
VN080081	1	100	1	4	3	1	1	0	-88	0	 	 	 	 	 
VN080081	2	2000	1	1	3	1	1	 	 	 	109	4	25	1	4
VN080082	1	300	1	4	0	0	88	0	-88	200	 	 	 	 	 
VN080082	2	1500	1	1	0	0	88	 	 	 	109	4	111	0	88
VN080083	1	80	1	4	0	1	1	0	-88	100000	 	 	 	 	 
VN080083	2	137	1	8	0	1	1	0	-88	0	 	 	 	 	 
VN080084	1	150	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080084	2	1000	1	3	1	1	3	 	 	 	109	88	88	0	88
VN080085	1	100	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080086	1	120	1	4	0	0	88	0	-88	3000	 	 	 	 	 
VN080086	2	1000	1	6	0	0	88	0	-88	0	 	 	 	 	 
VN080087	1	84	1	4	3	1	1	0	-88	0	 	 	 	 	 
VN080087	2	2300	1	1	3	1	1	 	 	 	109	4	88	1	4
VN080088	1	100	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080088	2	1900	1	3	0	0	88	 	 	 	4	93	109	1	4
VN080090	1	35	3	4	0	0	88	0	-88	300	 	 	 	 	 
VN080091	1	200	1	4	1	1	80	0	-88	150000	 	 	 	 	 
VN080091	2	6700	1	1	1	1	80	 	 	 	109	111	88	0	88
VN080092	1	1000	1	4	1	1	1	0	-88	10000	 	 	 	 	 
VN080092	2	5000	1	1	1	1	1	 	 	 	109	4	88	1	4
VN080093	1	168	1	4	0	0	88	0	-88	4000	 	 	 	 	 
VN080094	1	96	2	4	0	0	88	0	-88	5400	 	 	 	 	 
VN080095	1	20	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN080096	1	68	1	4	1	1	2	0	-88	80000	 	 	 	 	 
VN080096	2	7600	1	3	1	1	2	 	 	 	109	111	99	1	2
VN080097	1	100	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080097	2	4500	1	3	1	1	2	 	 	 	109	88	88	0	88
VN080098	1	61	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080099	1	45	3	4	0	0	88	0	-88	0	 	 	 	 	 
VN080100	1	20	1	4	3	1	1	0	-88	5000	 	 	 	 	 
VN080104	1	36	1	4	0	0	88	0	-88	0	 	 	 	 	 
VN080107	1	60	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN080107	2	1500	1	3	1	1	80	 	 	 	111	88	88	1	3
VN080115	1	100	1	4	1	1	1	0	-88	0	 	 	 	 	 
VN080115	2	4000	1	1	1	1	1	 	 	 	111	25	88	1	4
VN080115	3	1300	31	1	0	0	88	 	 	 	1	88	88	1	4
VN080119	1	49	1	4	0	0	88	0	-88	12000	 	 	 	 	 
VN080119	2	957	1	3	0	0	88	 	 	 	111	88	88	1	4
VN080120	1	100	1	4	1	1	1	0	-88	1400	 	 	 	 	 
VN080120	2	1091	1	1	1	1	1	 	 	 	111	88	88	1	4
VN080124	1	45	1	4	1	1	2	0	-88	0	 	 	 	 	 
VN080132	1	200	1	4	1	1	80	0	-88	0	 	 	 	 	 
VN080132	2	7000	1	1	1	1	80	 	 	 	111	88	88	1	4
VN080132	3	2300	1	1	1	1	80	 	 	 	111	88	88	1	4
VN080132	4	2000	1	10	1	1	80	0	-88	0	 	 	 	 	 
