CHILDID	GRPID	GROUP	IDGRP	YEARMEM	BENGRP1	BENGRP2	FRQATTEN	LEADMEM	YEARLEAD	PAREPOST	WHYJOIN	INFLNCE
VN090021	1	23	2	1992	7	99	4	0	-88	88	88	88
VN090021	2	24	1	1990	7	99	4	0	-88	88	88	88
VN090024	1	6	80	2000	4	5	4	0	-88	88	88	88
VN090025	1	23	3	2003	5	88	4	0	-88	88	88	88
VN090026	1	23	1	2002	5	88	4	0	-88	88	88	88
VN090026	2	24	2	2003	5	88	6	0	-88	88	88	88
VN090027	1	23	3	1996	7	88	5	0	-88	88	88	88
VN090027	2	24	5	1997	7	88	5	0	-88	88	88	88
VN090028	1	23	1	2003	5	88	4	0	-88	88	88	88
VN090032	1	23	4	1997	7	88	5	0	-88	88	88	88
VN090032	2	24	3	1996	7	88	5	0	-88	88	88	88
VN090034	1	5	3	1999	5	4	4	0	-88	88	88	88
VN090036	1	5	2	2001	4	5	4	0	-88	88	88	88
VN090037	1	5	2	2001	4	88	4	0	-88	88	88	88
VN090043	1	5	1	1996	4	5	3	0	-88	88	88	88
VN090057	1	23	3	1997	7	88	5	0	-88	88	88	88
VN090057	2	24	2	1996	3	4	5	0	-88	88	88	88
VN090058	1	5	3	1996	5	99	4	0	-88	88	88	88
VN090059	1	5	1	2000	4	88	3	0	-88	88	88	88
VN090060	1	5	1	1991	4	5	4	0	-88	88	88	88
VN090066	1	23	2	1999	7	88	4	0	-88	88	88	88
VN090066	2	24	1	1998	7	88	4	0	-88	88	88	88
VN090067	1	23	2	1994	7	88	4	0	-88	88	88	88
VN090067	2	24	1	1993	7	88	4	0	-88	88	88	88
VN090069	1	28	3	2004	4	8	3	1	2002	0	12	2
VN090070	1	5	1	2006	4	88	4	0	-88	88	88	88
VN090075	1	5	3	2001	5	88	5	0	-88	88	88	88
VN090079	1	5	1	2000	4	5	4	0	-88	88	88	88
VN090080	1	16	1	2004	1	8	2	0	-88	88	88	88
VN090085	1	24	3	1992	7	88	5	0	-88	88	88	88
VN090087	1	10	1	2000	8	1	3	0	-88	88	88	88
VN090091	1	5	2	2000	4	5	2	0	-88	88	88	88
VN090093	1	24	1	1995	3	4	1	1	2000	0	8	3
VN090094	1	5	2	2000	4	5	4	0	-88	88	88	88
VN090097	1	28	2	1991	4	5	2	1	2001	0	2	3
VN090098	1	23	2	2000	2	6	4	0	-88	88	88	88
VN090098	2	24	1	2002	2	5	4	0	-88	88	88	88
VN090101	1	23	1	2000	5	88	4	0	-88	88	88	88
VN090121	1	5	2	2000	4	88	5	0	-88	88	88	88
VN090125	1	5	1	1998	4	5	4	0	-88	88	88	88
VN100002	1	23	1	2000	5	88	4	0	-88	88	88	88
VN100003	1	23	2	2000	4	88	4	0	-88	88	88	88
VN100004	1	23	2	1991	5	88	4	0	-88	88	88	88
VN100004	2	28	1	1992	5	88	4	0	-88	88	88	88
VN100007	1	28	1	2004	1	8	3	0	-88	88	88	88
VN100007	2	23	2	2002	6	88	4	0	-88	88	88	88
VN100008	1	18	80	1991	8	88	2	0	-88	88	88	88
VN100010	1	23	2	2000	4	88	4	0	-88	88	88	88
VN100010	2	24	1	2000	4	88	4	0	-88	88	88	88
VN100011	1	23	1	2003	4	88	4	0	-88	88	88	88
VN100012	1	23	2	2006	5	88	4	0	-88	88	88	88
VN100013	1	23	2	2002	5	88	4	0	-88	88	88	88
VN100013	2	24	1	2000	5	88	4	0	-88	88	88	88
VN100014	1	23	2	2001	4	88	4	0	-88	88	88	88
VN100015	1	22	1	2006	6	8	4	0	-88	88	88	88
VN100015	2	22	2	2006	6	8	4	0	-88	88	88	88
VN100015	3	23	2	2006	6	88	3	0	-88	88	88	88
VN100016	1	23	2	2003	4	88	4	0	-88	88	88	88
VN100017	1	23	2	1993	6	88	4	0	-88	88	88	88
VN100017	2	15	1	2006	1	8	3	1	2006	0	8	3
VN100018	1	23	2	2002	4	88	4	0	-88	88	88	88
VN100020	1	23	1	2001	5	88	4	0	-88	88	88	88
VN100020	2	24	2	2001	5	88	4	0	-88	88	88	88
VN100020	3	28	3	2002	7	88	3	0	-88	88	88	88
VN100020	4	28	4	2003	7	88	3	0	-88	88	88	88
VN100022	1	22	2	1994	6	8	3	0	-88	88	88	88
VN100022	2	22	1	1993	6	8	3	0	-88	88	88	88
VN100022	3	23	2	1994	6	8	3	0	-88	88	88	88
VN100024	1	23	2	2000	5	88	4	0	-88	88	88	88
VN100024	2	24	1	2001	5	88	4	0	-88	88	88	88
VN100025	1	23	1	2000	3	4	4	0	-88	88	88	88
VN100026	1	23	2	1996	6	88	4	0	-88	88	88	88
VN100027	1	23	2	2000	4	88	4	0	-88	88	88	88
VN100029	1	23	4	2004	4	88	4	0	-88	88	88	88
VN100030	1	23	4	1997	4	5	4	0	-88	88	88	88
VN100031	1	24	2	2001	3	4	4	0	-88	88	88	88
VN100031	2	23	2	1996	4	5	4	0	-88	88	88	88
VN100032	1	23	2	2005	5	4	3	0	-88	88	88	88
VN100033	1	23	3	2000	4	88	4	0	-88	88	88	88
VN100033	2	24	2	2000	4	88	5	0	-88	88	88	88
VN100035	1	23	2	2003	4	88	4	0	-88	88	88	88
VN100036	1	23	4	2002	6	88	4	0	-88	88	88	88
VN100038	1	23	4	2003	4	88	4	0	-88	88	88	88
VN100039	1	23	2	2000	5	7	4	0	-88	88	88	88
VN100041	1	5	1	2000	6	88	4	0	-88	88	88	88
VN100042	1	23	2	2000	4	88	4	0	-88	88	88	88
VN100045	1	23	3	2003	4	88	4	0	-88	88	88	88
VN100046	1	23	2	1996	5	88	4	0	-88	88	88	88
VN100046	2	24	1	1994	5	88	4	0	-88	88	88	88
VN100047	1	23	3	2003	6	88	4	0	-88	88	88	88
VN100048	1	28	1	1998	4	5	3	0	-88	88	88	88
VN100048	2	28	2	1994	4	5	4	0	-88	88	88	88
VN100050	1	23	5	2002	6	88	3	0	-88	88	88	88
VN100051	1	23	4	2002	4	5	4	0	-88	88	88	88
VN100054	1	23	2	2003	3	4	5	0	-88	88	88	88
VN100055	1	23	4	2003	4	88	4	0	-88	88	88	88
VN100056	1	23	2	2000	4	88	4	0	-88	88	88	88
VN100057	1	28	1	1994	4	88	4	0	-88	88	88	88
VN100057	2	23	2	1990	6	88	4	0	-88	88	88	88
VN100057	3	23	4	2001	6	88	4	0	-88	88	88	88
VN100057	4	23	5	2004	6	88	4	0	-88	88	88	88
VN100058	1	24	1	2003	3	4	4	0	-88	88	88	88
VN100058	2	23	2	1998	4	5	4	0	-88	88	88	88
VN100059	1	23	2	1992	5	88	4	0	-88	88	88	88
VN100059	2	24	1	1992	5	88	4	0	-88	88	88	88
VN100060	1	23	2	2002	6	88	4	0	-88	88	88	88
VN100061	1	28	3	2005	5	4	4	0	-88	88	88	88
VN100061	2	23	4	2003	4	5	4	0	-88	88	88	88
VN100062	1	24	1	2001	3	4	4	0	-88	88	88	88
VN100062	2	23	2	2001	4	5	4	0	-88	88	88	88
VN100064	1	23	2	1993	6	5	4	0	-88	88	88	88
VN100064	2	11	1	2004	8	6	4	1	2006	0	10	3
VN100066	1	23	2	2003	6	88	4	0	-88	88	88	88
VN100067	1	23	3	2001	4	6	3	0	-88	88	88	88
VN100067	2	28	2	2003	6	8	4	0	-88	88	88	88
VN100068	1	23	2	2004	6	88	4	0	-88	88	88	88
VN100069	1	23	3	2003	5	88	4	0	-88	88	88	88
VN100069	2	28	1	1994	7	88	4	0	-88	88	88	88
VN100069	3	28	2	1994	7	88	4	0	-88	88	88	88
VN100071	1	23	4	1996	6	88	3	0	-88	88	88	88
VN100072	1	24	1	2001	3	4	4	0	-88	88	88	88
VN100072	2	23	2	2004	4	5	4	0	-88	88	88	88
VN100073	1	23	3	1992	5	88	4	0	-88	88	88	88
VN100073	2	24	2	1990	5	88	4	0	-88	88	88	88
VN100076	1	23	4	2000	6	88	3	0	-88	88	88	88
VN100077	1	22	4	1997	5	88	3	0	-88	88	88	88
VN100077	2	23	4	1997	5	88	3	0	-88	88	88	88
VN100077	3	16	4	1997	5	88	3	0	-88	88	88	88
VN100077	4	22	3	1996	5	88	4	0	-88	88	88	88
VN100077	5	16	3	1996	5	88	4	0	-88	88	88	88
VN100078	1	23	4	2003	4	5	3	0	-88	88	88	88
VN100079	1	23	2	1998	5	7	4	0	-88	88	88	88
VN100080	1	28	1	2004	4	5	4	0	-88	88	88	88
VN100081	1	23	1	1991	4	5	4	0	-88	88	88	88
VN100082	1	99	2	2002	4	5	3	0	-88	88	88	88
VN100083	1	23	3	2004	5	88	4	0	-88	88	88	88
VN100084	1	23	4	2000	3	4	4	0	-88	88	88	88
VN100085	1	24	1	2003	5	4	4	0	-88	88	88	88
VN100085	2	28	1	2001	6	88	4	0	-88	88	88	88
VN100085	3	16	4	2001	4	5	4	0	-88	88	88	88
VN100086	1	23	2	2000	6	88	4	0	-88	88	88	88
VN100087	1	22	4	2001	4	88	3	0	-88	88	88	88
VN100088	1	23	4	2002	4	5	3	0	-88	88	88	88
VN100088	2	28	3	2002	6	88	4	0	-88	88	88	88
VN100089	1	23	2	2000	4	88	4	0	-88	88	88	88
VN100090	1	23	1	1991	3	5	3	0	-88	88	88	88
VN100091	1	23	2	2001	3	88	4	0	-88	88	88	88
VN100091	2	24	1	2005	4	88	4	0	-88	88	88	88
VN100092	1	23	2	2000	5	88	4	0	-88	88	88	88
VN100092	2	24	1	1998	5	88	4	0	-88	88	88	88
VN100093	1	23	4	2001	3	4	3	0	-88	88	88	88
VN100094	1	23	2	1994	8	88	3	0	-88	88	88	88
VN100094	2	28	1	2004	1	8	2	0	-88	88	88	88
VN100095	1	23	4	2000	6	88	4	0	-88	88	88	88
VN100096	1	23	2	1999	8	88	4	0	-88	88	88	88
VN100097	1	28	2	2002	5	88	3	0	-88	88	88	88
VN100098	1	23	4	2000	4	88	4	0	-88	88	88	88
VN100099	1	23	2	2001	6	88	4	0	-88	88	88	88
VN100101	1	23	3	2000	6	88	5	0	-88	88	88	88
VN100103	1	28	1	2000	7	88	3	0	-88	88	88	88
VN100103	2	28	2	2000	7	88	3	0	-88	88	88	88
VN100103	3	23	4	2001	5	88	4	0	-88	88	88	88
VN100103	4	16	5	2006	8	5	3	0	-88	88	88	88
VN100103	5	22	5	2006	5	8	3	0	-88	88	88	88
VN100103	6	16	6	2003	5	8	3	0	-88	88	88	88
VN100104	1	24	4	-77	5	7	4	0	-88	88	88	88
VN100104	2	24	5	-77	5	88	4	0	-88	88	88	88
VN100106	1	7	2	1993	1	4	1	0	-88	88	88	88
VN100107	1	15	1	2001	1	88	1	0	-88	88	88	88
VN100107	2	22	2	2000	8	6	4	0	-88	88	88	88
VN100108	1	23	2	1980	4	88	4	0	-88	88	88	88
VN100109	1	23	2	2000	4	88	4	0	-88	88	88	88
VN100111	1	23	2	2000	6	4	3	0	-88	88	88	88
VN100113	1	23	2	2001	4	5	4	0	-88	88	88	88
VN100118	1	23	4	2003	5	88	4	0	-88	88	88	88
VN100118	2	99	1	2006	5	88	3	0	-88	88	88	88
VN100118	3	20	2	2006	5	88	3	0	-88	88	88	88
VN110001	1	23	3	1996	6	5	4	0	-88	88	88	88
VN110001	2	28	3	1995	6	5	5	0	-88	88	88	88
VN110002	1	23	1	1996	7	8	5	0	-88	88	88	88
VN110003	1	24	3	1990	4	2	4	0	-88	88	88	88
VN110003	2	28	3	1990	4	8	3	0	-88	88	88	88
VN110003	3	23	4	1998	4	3	5	0	-88	88	88	88
VN110007	1	23	2	2005	4	3	4	0	-88	88	88	88
VN110008	1	23	2	2002	6	88	4	0	-88	88	88	88
VN110008	2	24	1	2001	4	2	4	0	-88	88	88	88
VN110012	1	23	2	1999	3	4	4	0	-88	88	88	88
VN110012	2	24	1	2001	4	6	4	0	-88	88	88	88
VN110013	1	23	4	2001	3	4	4	0	-88	88	88	88
VN110013	2	24	1	1998	7	8	4	0	-88	88	88	88
VN110014	1	23	3	2004	8	88	5	0	-88	88	88	88
VN110014	2	24	2	2004	8	88	5	0	-88	88	88	88
VN110014	3	28	1	2004	8	88	5	0	-88	88	88	88
VN110015	1	23	2	2004	6	88	4	0	-88	88	88	88
VN110015	2	24	1	2003	6	88	4	0	-88	88	88	88
VN110017	1	28	1	2003	6	88	3	0	-88	88	88	88
VN110017	2	28	2	2003	6	88	3	0	-88	88	88	88
VN110017	3	22	3	1998	6	88	3	0	-88	88	88	88
VN110017	4	23	4	1995	6	88	3	0	-88	88	88	88
VN110019	1	23	4	2003	8	88	3	0	-88	88	88	88
VN110019	2	28	1	2004	8	88	5	0	-88	88	88	88
VN110024	1	24	2	2006	3	88	4	0	-88	88	88	88
VN110028	1	23	2	1990	7	6	1	0	-88	88	88	88
VN110029	1	23	2	2001	5	88	3	1	2005	0	10	3
VN110029	2	24	1	2003	5	2	5	0	-88	88	88	88
VN110030	1	23	2	2003	3	8	3	0	-88	88	88	88
VN110031	1	23	3	2000	4	6	2	0	-88	88	88	88
VN110031	2	24	2	2004	4	6	1	0	-88	88	88	88
VN110033	1	23	2	2005	7	5	4	0	-88	88	88	88
VN110036	1	23	2	2000	8	88	4	0	-88	88	88	88
VN110037	1	23	2	2002	2	8	3	0	-88	88	88	88
VN110038	1	24	1	2004	3	8	5	0	-88	88	88	88
VN110040	1	23	3	1995	3	8	2	0	-88	88	88	88
VN110040	2	24	2	2000	3	8	5	0	-88	88	88	88
VN110041	1	24	1	2003	6	7	4	0	-88	88	88	88
VN110042	1	23	2	2002	3	8	3	0	-88	88	88	88
VN110042	2	24	1	2004	3	8	5	0	-88	88	88	88
VN110043	1	24	1	2000	2	8	4	0	-88	88	88	88
VN110043	2	23	2	1992	2	8	4	0	-88	88	88	88
VN110044	1	2	3	-99	88	88	88	99	-99	88	88	88
VN110045	1	22	2	1999	8	88	3	0	-88	88	88	88
VN110047	1	28	1	2000	6	5	4	1	2000	0	10	2
VN110048	1	24	1	2005	3	5	4	0	-88	88	88	88
VN110048	2	23	2	2003	2	8	4	0	-88	88	88	88
VN110049	1	24	3	2002	2	8	4	0	-88	88	88	88
VN110049	2	23	2	2004	2	8	4	0	-88	88	88	88
VN110050	1	23	2	1993	3	4	3	0	-88	88	88	88
VN110050	2	24	80	2006	3	88	5	0	-88	88	88	88
VN110051	1	23	2	2001	3	6	4	0	-88	88	88	88
VN110052	1	23	2	1999	6	88	4	0	-88	88	88	88
VN110052	2	24	1	2006	6	88	5	0	-88	88	88	88
VN110053	1	23	2	2000	3	8	3	0	-88	88	88	88
VN110053	2	24	80	1997	8	88	4	0	-88	88	88	88
VN110054	1	23	2	2001	6	88	4	0	-88	88	88	88
VN110054	2	24	1	2001	6	88	5	0	-88	88	88	88
VN110056	1	23	4	2006	2	8	4	0	-88	88	88	88
VN110057	1	23	5	2003	3	4	3	0	-88	88	88	88
VN110058	1	23	1	2004	6	88	4	0	-88	88	88	88
VN110060	1	24	1	1996	8	5	4	0	-88	88	88	88
VN110060	2	23	2	1998	5	88	4	0	-88	88	88	88
VN110062	1	24	1	1993	8	3	5	0	-88	88	88	88
VN110062	2	28	1	1996	5	1	5	0	-88	88	88	88
VN110063	1	23	2	2004	7	88	4	0	-88	88	88	88
VN110064	1	23	2	2003	8	3	3	0	-88	88	88	88
VN110064	2	24	1	2003	3	88	5	0	-88	88	88	88
VN110066	1	16	3	2002	7	88	4	0	-88	88	88	88
VN110066	2	22	1	1996	7	6	4	0	-88	88	88	88
VN110066	3	23	4	2003	7	88	4	0	-88	88	88	88
VN110067	1	23	4	2004	6	5	4	0	-88	88	88	88
VN110067	2	24	4	2000	3	6	4	0	-88	88	88	88
VN110068	1	23	4	2005	4	88	4	0	-88	88	88	88
VN110068	2	16	3	1996	4	88	3	0	-88	88	88	88
VN110072	1	23	2	1976	6	88	4	0	-88	88	88	88
VN110072	2	24	1	2001	6	88	4	0	-88	88	88	88
VN110072	3	16	3	1990	6	88	5	0	-88	88	88	88
VN110073	1	23	4	2002	3	88	4	0	-88	88	88	88
VN110074	1	23	2	2001	8	88	4	0	-88	88	88	88
VN110076	1	23	4	1996	6	2	4	0	-88	88	88	88
VN110077	1	23	3	2002	3	5	4	0	-88	88	88	88
VN110078	1	24	1	1991	5	7	5	0	-88	88	88	88
VN110078	2	28	1	1996	5	7	4	0	-88	88	88	88
VN110081	1	24	1	2004	6	88	5	0	-88	88	88	88
VN110082	1	23	2	2001	6	3	4	0	-88	88	88	88
VN110083	1	23	2	1997	8	88	4	0	-88	88	88	88
VN110084	1	28	1	1993	8	5	4	0	-88	88	88	88
VN110084	2	23	3	2004	1	6	4	0	-88	88	88	88
VN110085	1	28	1	1996	7	88	1	1	1996	0	6	3
VN110086	1	23	2	2004	8	3	3	0	-88	88	88	88
VN110086	2	24	1	2000	3	8	5	0	-88	88	88	88
VN110087	1	22	1	1984	6	88	4	0	-88	88	88	88
VN110087	2	23	2	1998	6	88	4	0	-88	88	88	88
VN110088	1	23	2	2001	8	88	4	0	-88	88	88	88
VN110089	1	23	2	2003	7	3	4	0	-88	88	88	88
VN110091	1	23	2	1997	8	88	3	0	-88	88	88	88
VN110091	2	24	1	1997	8	88	5	0	-88	88	88	88
VN110092	1	23	2	1996	8	88	3	0	-88	88	88	88
VN110092	2	24	1	2001	8	88	4	0	-88	88	88	88
VN110093	1	24	3	2005	3	8	5	0	-88	88	88	88
VN110094	1	23	2	2006	3	7	4	0	-88	88	88	88
VN110096	1	23	2	2000	6	7	4	0	-88	88	88	88
VN110097	1	23	3	2000	7	6	4	0	-88	88	88	88
VN110097	2	24	4	1998	6	4	4	0	-88	88	88	88
VN110097	3	28	1	1996	6	4	4	0	-88	88	88	88
VN110098	1	24	1	2004	3	2	4	0	-88	88	88	88
VN110098	2	23	2	2004	3	8	4	0	-88	88	88	88
VN110099	1	23	1	2000	4	6	4	0	-88	88	88	88
VN110099	2	23	3	2003	4	6	4	0	-88	88	88	88
VN110100	1	23	2	2004	7	88	3	0	-88	88	88	88
VN110101	1	23	2	1993	6	88	5	0	-88	88	88	88
VN110101	2	28	2	1993	8	88	5	0	-88	88	88	88
VN110108	1	23	2	2000	8	88	4	0	-88	88	88	88
VN110115	1	24	1	2002	8	88	3	0	-88	88	88	88
VN110115	2	23	2	2006	8	88	3	0	-88	88	88	88
VN110119	1	23	2	2003	5	7	4	0	-88	88	88	88
VN110121	1	24	2	2004	6	3	4	0	-88	88	88	88
VN110123	1	23	4	2004	3	8	3	1	2004	0	6	2
VN110123	2	24	3	2002	3	8	5	0	-88	88	88	88
VN110123	3	28	1	1996	8	88	5	0	-88	88	88	88
VN110123	4	16	3	2005	8	88	3	1	2005	0	6	3
VN110125	1	22	4	2002	6	5	3	0	-88	88	88	88
VN110126	1	23	2	1996	5	88	4	0	-88	88	88	88
VN120001	1	23	8	2000	7	5	4	0	-88	88	88	88
VN120001	2	28	1	2001	7	6	3	0	-88	88	88	88
VN120003	1	23	3	1999	8	88	4	0	-88	88	88	88
VN120003	2	24	2	2000	8	88	5	0	-88	88	88	88
VN120004	1	24	16	1990	3	4	4	0	-88	88	88	88
VN120004	2	23	17	1985	3	2	3	0	-88	88	88	88
VN120004	3	16	18	2001	8	88	3	0	-88	88	88	88
VN120004	4	22	18	2002	6	8	3	0	-88	88	88	88
VN120006	1	23	2	2000	8	88	3	0	-88	88	88	88
VN120006	2	24	1	2000	8	88	5	0	-88	88	88	88
VN120007	1	23	4	2004	3	6	4	0	-88	88	88	88
VN120007	2	16	3	1997	7	6	3	0	-88	88	88	88
VN120009	1	24	2	2006	4	6	5	0	-88	88	88	88
VN120010	1	24	1	1999	2	8	4	0	-88	88	88	88
VN120010	2	24	2	1999	2	88	4	0	-88	88	88	88
VN120011	1	23	2	2000	7	5	4	0	-88	88	88	88
VN120012	1	23	2	2003	7	5	4	0	-88	88	88	88
VN120013	1	23	3	2003	3	8	3	0	-88	88	88	88
VN120013	2	24	2	1999	3	8	5	0	-88	88	88	88
VN120014	1	24	2	2001	3	8	4	0	-88	88	88	88
VN120014	2	23	3	2005	3	8	4	0	-88	88	88	88
VN120015	1	23	2	2005	3	8	3	0	-88	88	88	88
VN120015	2	24	1	2005	8	88	5	0	-88	88	88	88
VN120015	3	28	1	2004	8	88	5	0	-88	88	88	88
VN120016	1	23	2	1990	8	88	3	0	-88	88	88	88
VN120016	2	23	4	2006	8	88	3	0	-88	88	88	88
VN120016	3	24	2	1995	8	88	5	0	-88	88	88	88
VN120016	4	22	3	1995	8	88	3	0	-88	88	88	88
VN120017	1	23	2	2004	8	88	3	0	-88	88	88	88
VN120017	2	24	1	2001	8	88	5	0	-88	88	88	88
VN120020	1	16	3	2002	8	88	3	0	-88	88	88	88
VN120022	1	23	2	2006	8	88	3	1	2006	0	7	3
VN120022	2	28	1	2003	6	8	1	0	-88	88	88	88
VN120024	1	23	2	2003	7	5	4	0	-88	88	88	88
VN120024	2	16	1	2004	7	3	4	0	-88	88	88	88
VN120026	1	23	4	2003	5	88	4	0	-88	88	88	88
VN120027	1	24	1	-77	3	88	4	0	-88	88	88	88
VN120027	2	23	2	-77	3	88	4	0	-88	88	88	88
VN120030	1	24	1	2005	8	88	5	0	-88	88	88	88
VN120032	1	23	6	2002	8	88	3	0	-88	88	88	88
VN120032	2	24	5	2005	8	88	5	0	-88	88	88	88
VN120032	3	28	1	2001	8	88	5	0	-88	88	88	88
VN120033	1	24	1	2003	7	6	4	0	-88	88	88	88
VN120035	1	24	1	2000	3	4	4	1	2000	0	2	3
VN120035	2	28	1	1998	3	8	4	0	-88	88	88	88
VN120035	3	23	4	2000	3	8	4	0	-88	88	88	88
VN120035	4	23	16	2005	3	4	4	0	-88	88	88	88
VN120036	1	24	1	2003	3	4	4	1	2003	0	3	3
VN120036	2	23	2	2000	3	4	4	0	-88	88	88	88
VN120037	1	24	1	2004	2	88	4	0	-88	88	88	88
VN120038	1	24	1	2003	3	88	4	0	-88	88	88	88
VN120040	1	23	4	1990	4	8	5	0	-88	88	88	88
VN120042	1	24	1	2004	7	5	4	0	-88	88	88	88
VN120045	1	24	1	2005	3	88	5	0	-88	88	88	88
VN120046	1	24	1	2000	3	4	4	0	-88	88	88	88
VN120046	2	23	2	2000	3	4	4	0	-88	88	88	88
VN120048	1	23	1	2001	3	8	3	0	-88	88	88	88
VN120048	2	24	2	1998	3	8	5	0	-88	88	88	88
VN120049	1	24	3	2003	5	6	4	0	-88	88	88	88
VN120049	2	23	4	2002	4	7	4	0	-88	88	88	88
VN120050	1	23	3	2002	7	5	4	0	-88	88	88	88
VN120053	1	24	1	2004	3	8	4	0	-88	88	88	88
VN120053	2	23	2	2000	3	2	4	0	-88	88	88	88
VN120054	1	28	1	1996	5	7	4	0	-88	88	88	88
VN120054	2	24	2	2003	6	7	4	0	-88	88	88	88
VN120054	3	23	5	2002	5	7	4	0	-88	88	88	88
VN120054	4	16	4	2000	6	7	4	0	-88	88	88	88
VN120055	1	23	5	2003	8	3	4	0	-88	88	88	88
VN120058	1	24	1	2005	3	8	4	0	-88	88	88	88
VN120059	1	24	3	2004	4	5	4	0	-88	88	88	88
VN120059	2	28	1	1996	7	5	4	0	-88	88	88	88
VN120060	1	23	4	2003	8	88	3	0	-88	88	88	88
VN120061	1	28	1	1998	8	88	3	0	-88	88	88	88
VN120061	2	24	1	2003	8	88	3	0	-88	88	88	88
VN120062	1	24	2	2004	4	8	4	0	-88	88	88	88
VN120062	2	28	1	1998	8	88	4	0	-88	88	88	88
VN120063	1	28	1	1983	3	8	5	0	-88	88	88	88
VN120066	1	23	2	2005	8	88	3	0	-88	88	88	88
VN120069	1	24	3	2003	8	88	5	0	-88	88	88	88
VN120070	1	23	5	2003	5	6	4	0	-88	88	88	88
VN120071	1	24	2	2005	2	8	4	0	-88	88	88	88
VN120071	2	23	4	2005	2	8	4	0	-88	88	88	88
VN120072	1	24	1	2006	8	88	4	0	-88	88	88	88
VN120072	2	23	2	2000	8	88	4	0	-88	88	88	88
VN120076	1	23	2	1994	8	88	3	0	-88	88	88	88
VN120076	2	24	1	2003	8	88	5	0	-88	88	88	88
VN120077	1	23	2	2006	3	6	4	0	-88	88	88	88
VN120077	2	24	2	2005	3	8	3	0	-88	88	88	88
VN120078	1	24	1	2000	2	3	4	0	-88	88	88	88
VN120078	2	23	2	1986	2	3	4	0	-88	88	88	88
VN120078	3	16	4	2000	4	8	4	0	-88	88	88	88
VN120078	4	16	6	2005	4	8	4	0	-88	88	88	88
VN120079	1	23	2	2003	6	7	4	0	-88	88	88	88
VN120079	2	24	1	2003	6	5	4	0	-88	88	88	88
VN120080	1	24	1	2004	7	6	4	0	-88	88	88	88
VN120080	2	23	2	2002	5	6	4	0	-88	88	88	88
VN120081	1	23	2	2003	8	99	3	0	-88	88	88	88
VN120081	2	24	1	2004	3	99	5	0	-88	88	88	88
VN120083	1	23	2	1991	3	8	3	0	-88	88	88	88
VN120083	2	24	1	2002	3	8	5	0	-88	88	88	88
VN120084	1	24	1	2003	8	3	4	0	-88	88	88	88
VN120084	2	23	2	2004	8	3	4	0	-88	88	88	88
VN120086	1	24	1	2002	8	3	4	0	-88	88	88	88
VN120087	1	24	2	2002	8	88	3	0	-88	88	88	88
VN120087	2	23	3	2002	8	88	3	0	-88	88	88	88
VN120088	1	23	1	2004	2	3	4	0	-88	88	88	88
VN120089	1	23	2	2005	3	8	3	0	-88	88	88	88
VN120089	2	24	3	2004	3	8	5	0	-88	88	88	88
VN120090	1	24	2	2002	2	3	4	0	-88	88	88	88
VN120092	1	23	1	2003	5	6	4	0	-88	88	88	88
VN120092	2	24	2	1998	5	6	4	0	-88	88	88	88
VN120093	1	23	3	2002	3	88	3	0	-88	88	88	88
VN120093	2	24	4	2002	3	88	5	0	-88	88	88	88
VN120094	1	24	1	2003	2	3	4	0	-88	88	88	88
VN120094	2	23	2	1993	2	3	4	0	-88	88	88	88
VN120095	1	23	2	2000	8	88	4	0	-88	88	88	88
VN120096	1	24	1	2003	2	3	4	0	-88	88	88	88
VN120096	2	23	2	2000	2	3	4	0	-88	88	88	88
VN120098	1	23	2	1998	3	88	4	0	-88	88	88	88
VN120098	2	24	1	2002	3	88	5	0	-88	88	88	88
VN120099	1	28	1	2000	7	5	3	0	-88	88	88	88
VN120099	2	23	5	2004	4	6	4	0	-88	88	88	88
VN120100	1	24	1	2003	2	88	3	0	-88	88	88	88
VN120100	2	23	2	1992	5	88	3	0	-88	88	88	88
VN120114	1	24	1	2002	8	4	4	0	-88	88	88	88
VN120114	2	28	2	1999	8	4	4	0	-88	88	88	88
VN120125	1	16	4	2002	6	7	4	0	-88	88	88	88
VN120125	2	23	5	2003	7	5	4	0	-88	88	88	88
VN120126	1	24	3	2005	8	88	3	1	2005	0	15	3
VN120133	1	24	3	2003	8	88	5	0	-88	88	88	88
VN120133	2	23	4	-77	8	88	3	0	-88	88	88	88
VN120133	3	28	1	-77	8	88	5	0	-88	88	88	88
VN120134	1	23	3	2004	8	88	3	0	-88	88	88	88
VN120134	2	28	2	2002	8	88	5	0	-88	88	88	88
VN120135	1	24	1	2004	8	88	5	0	-88	88	88	88
VN120139	1	23	2	2006	5	7	4	0	-88	88	88	88
VN120140	1	23	2	2000	3	8	3	0	-88	88	88	88
VN120140	2	28	1	2004	8	88	5	0	-88	88	88	88
VN120141	1	28	3	2000	8	88	3	0	-88	88	88	88
VN120141	2	23	2	2003	8	88	5	0	-88	88	88	88
VN120142	1	22	2	1998	6	8	3	0	-88	88	88	88
VN120142	2	22	1	1991	6	8	3	0	-88	88	88	88
VN120146	1	24	1	1999	8	4	4	1	1999	0	3	3
VN120146	2	23	2	2000	8	4	4	0	-88	88	88	88
VN120148	1	23	3	2003	8	3	3	0	-88	88	88	88
VN120148	2	24	2	2003	8	3	5	0	-88	88	88	88
VN120148	3	28	1	2001	8	88	5	0	-88	88	88	88
