CHILDID	SASSID	SASSET	NUMSASS	VALSASS	DECSASS
VN140088	2	3	1	100	1
VN140088	3	5	1	300	1
VN140089	1	30	1	500	1
VN140089	2	5	1	500	1
VN140089	3	3	1	300	1
VN140090	1	30	5	5000	1
VN140092	1	1	3	30	4
VN140092	2	3	1	100	4
VN140092	3	5	1	200	4
VN140095	1	25	1	7000	1
VN140096	1	5	1	500	4
VN140096	2	3	1	100	4
VN140096	3	1	3	50	4
VN140098	1	5	1	200	1
VN140098	2	3	1	0	1
VN140098	3	1	3	10	1
VN140100	1	20	3	20	1
VN140101	1	25	1	15000	2
VN140102	1	22	4	30	2
VN140103	1	30	1	2000	4
VN140103	2	23	6	1600	4
VN140107	1	1	1	15	1
VN150001	1	13	3	30	1
VN150002	1	23	1	250	4
VN150006	1	4	1	-77	1
VN150006	2	6	1	-77	1
VN150006	3	3	1	25	2
VN150007	1	21	0	-77	88
VN150008	1	4	1	-77	1
VN150008	2	6	1	-77	1
VN150008	3	3	1	10	2
VN150009	1	30	3	15	18
VN150009	2	2	1	200	18
VN150010	1	1	4	100	80
VN150011	1	4	0	-77	88
VN150011	2	6	0	-77	88
VN150011	3	3	2	40	2
VN150012	1	1	1	400	1
VN150012	2	30	2	40	2
VN150012	3	6	0	-77	88
VN150013	1	4	0	-77	88
VN150013	2	6	0	-77	88
VN150013	3	2	1	300	2
VN150014	1	6	1	-77	1
VN150014	2	25	1	50	2
VN150014	3	1	4	20	2
VN150015	1	30	2	4	2
VN150015	2	30	0	-77	88
VN150016	1	30	2	-77	2
VN150023	1	4	1	-77	1
VN150023	2	6	1	-77	1
VN150023	3	2	1	30	2
VN150024	1	30	0	0	88
VN150025	1	1	3	50	2
VN150027	1	1	3	15	4
VN150027	2	6	1	-77	3
VN150027	3	2	1	-77	3
VN150029	1	4	1	-77	2
VN150029	2	6	1	-77	2
VN150029	3	3	1	10	1
VN150030	1	1	1	600	3
VN150030	2	6	1	-77	2
VN150030	3	4	1	-77	2
VN150031	1	4	1	-77	1
VN150031	2	6	1	-77	1
VN150031	3	5	1	-77	1
VN150032	1	13	3	40	1
VN150033	1	4	1	-77	1
VN150033	2	6	1	-77	1
VN150033	3	7	1	-77	1
VN150034	1	25	1	7000	1
VN150035	1	9	2	120	3
VN150036	1	2	1	1000	1
VN150036	2	1	3	18	1
VN150036	3	4	1	-77	1
VN150038	1	1	4	100	2
VN150039	1	13	-77	-77	5
VN150040	1	19	1	5000	1
VN150042	1	30	0	-77	88
VN150043	1	4	0	-77	88
VN150043	2	6	0	-77	88
VN150043	3	2	1	300	1
VN150051	1	1	2	10	1
VN150051	2	25	1	50	1
VN150051	3	4	0	-77	88
VN150054	1	1	3	15	2
VN150054	2	25	1	80	1
VN150054	3	4	0	-77	88
VN150055	1	1	4	30	2
VN150055	2	3	0	-77	88
VN150055	3	25	1	120	2
VN150057	1	1	4	30	2
VN150057	2	25	1	70	1
VN150057	3	3	1	50	2
VN150058	1	13	0	-77	88
VN150060	1	25	1	180	3
VN150060	2	1	4	20	3
VN150061	1	25	1	5000	1
VN150061	2	23	1	150	1
VN150062	1	8	1	1500	2
VN150062	2	1	3	80	2
VN150065	1	1	6	10	2
VN150065	2	3	1	15	2
VN150065	3	25	1	100	2
VN150071	1	30	1	15	1
VN150071	2	30	1	100	1
VN150071	3	30	2	50	1
VN150073	1	25	1	200	1
VN150073	2	30	30	60	1
VN150074	1	5	1	1000	3
VN150075	1	2	1	300	1
VN150075	2	1	-77	-77	1
VN150078	1	30	1	300	1
VN150078	2	30	3	30	1
VN150079	1	1	4	15	2
VN150079	2	3	1	20	2
VN150079	3	3	1	20	2
VN150081	1	4	1	5000	1
VN150081	2	6	1	5000	1
VN150081	3	1	1	100	2
VN150083	1	8	10	150	2
VN150086	1	13	0	-77	88
VN150087	1	8	1	1000	1
VN150087	2	8	2	100	1
VN150089	1	30	1	1500	1
VN150089	2	30	1	500	1
VN150089	3	30	1	1000	1
VN150090	1	21	3	800	2
VN150091	1	25	1	60	3
VN150091	2	1	3	15	4
VN150091	3	3	1	50	4
VN150092	1	25	1	370	1
VN150092	2	30	1	10	1
VN150094	1	15	2	1600	2
VN150095	1	23	1	600	1
VN150096	1	1	3	50	2
VN150098	1	30	1	1000	1
VN150098	2	30	1	250	1
VN150098	3	17	1	180	1
VN150099	1	21	1	200	2
VN150103	1	4	1	80	1
VN150103	2	6	1	100	1
VN150103	3	1	4	20	2
VN150104	1	2	1	500	1
VN150104	2	6	1	-77	1
VN150104	3	1	4	100	2
VN150107	1	22	0	-77	2
VN150126	1	1	4	50	2
VN150126	2	2	1	200	2
VN150126	3	3	1	70	2
VN150129	1	3	1	60	2
VN150129	2	1	3	30	2
VN150133	1	3	1	80	2
VN150133	2	1	3	70	2
VN150137	1	25	1	300	2
VN150137	2	4	0	-77	88
VN150137	3	6	0	-77	88
VN150138	1	4	1	70000	1
VN150138	2	3	1	20	2
VN150138	3	25	1	100	2
VN150141	1	3	1	50	1
VN150141	2	25	1	50	1
VN150141	3	1	3	45	1
VN150142	1	3	1	20	2
VN150142	2	1	4	10	2
VN150142	3	25	1	100	2
VN160003	1	1	2	200	2
VN160005	1	25	1	50	2
VN160005	2	23	1	5	2
VN160005	3	30	2	1	2
VN160006	1	1	4	6	2
VN160006	2	3	1	20	2
VN160006	3	30	1	3	2
VN160008	1	2	1	300	3
VN160008	2	3	1	55	3
VN160008	3	1	3	50	3
VN160009	1	25	1	220	3
VN160009	2	30	40	80	3
VN160012	1	2	1	300	2
VN160012	2	3	1	60	2
VN160012	3	1	2	40	2
VN160013	1	23	-77	-77	2
VN160014	1	13	2	110	1
VN160017	1	30	1	10	4
VN160017	2	8	1	1000	3
VN160017	3	25	1	50	3
VN160018	1	30	1	5000	1
VN160020	1	2	1	300	2
VN160020	2	3	1	67	2
VN160020	3	1	3	32	2
VN160021	1	25	1	200	2
VN160021	2	30	1	25	2
VN160021	3	30	3	3	2
VN160023	1	4	0	-77	88
VN160023	2	6	0	-77	88
VN160023	3	25	1	150	2
VN160024	1	3	1	60	2
VN160024	2	25	1	100	2
VN160024	3	1	4	30	2
VN160025	1	25	1	200	2
VN160025	2	3	1	50	2
VN160025	3	1	4	50	2
VN160026	1	1	4	40	80
VN160026	2	3	1	70	80
VN160026	3	25	1	300	1
VN160029	1	25	1	150	1
VN160029	2	3	1	50	1
VN160029	3	1	4	50	2
VN160030	1	30	1	100	2
VN160030	2	3	1	60	2
VN160030	3	1	4	50	2
VN160033	1	1	4	50	2
VN160033	2	3	1	20	2
VN160033	3	30	1	15	2
VN160035	1	1	3	10	1
VN160035	2	30	2	15	2
VN160036	1	3	1	50	1
VN160036	2	1	2	10	1
VN160038	1	1	4	5	16
VN160038	2	30	1	10	16
VN160039	1	1	2	10	1
VN160040	1	1	10	50	2
VN160041	1	1	4	25	2
VN160041	2	3	1	66	2
VN160043	1	25	1	300	2
VN160043	2	3	1	70	2
VN160043	3	1	2	75	2
VN160044	1	1	3	18	3
VN160045	1	1	3	20	1
VN160049	1	25	2	200	1
VN160049	2	30	4	40	1
VN160050	1	3	1	55	1
VN160050	2	1	4	30	1
VN160051	1	25	1	300	1
VN160051	2	3	1	60	2
VN160051	3	1	-77	-77	2
VN160053	1	25	1	200	1
VN160053	2	1	3	10	2
VN160053	3	30	2	5	2
VN160056	1	21	1	200	3
VN160056	2	30	3	151	3
VN160056	3	30	3	10	3
VN160058	1	8	1	2000	1
VN160060	1	25	1	300	1
VN160060	2	3	1	200	1
VN160060	3	1	2	62	2
VN160062	1	23	1	300	4
VN160063	1	25	1	200	1
VN160063	2	3	1	50	1
VN160063	3	1	3	16	1
VN160066	1	1	3	40	4
VN160067	1	6	1	2000	1
VN160067	2	25	1	80	1
VN160067	3	1	1	6	1
VN160070	1	25	1	300	1
VN160070	2	3	1	50	1
VN160070	3	1	3	78	2
VN160071	1	3	1	300	88
VN160071	2	1	4	50	2
VN160073	1	25	1	100	1
VN160073	2	30	1	50	1
VN160073	3	8	1	1500	1
VN160074	1	25	1	200	2
VN160074	2	3	1	70	2
VN160074	3	1	4	40	2
VN160075	1	25	1	100	2
VN160075	2	1	3	3	2
VN160075	3	30	1	5	2
VN160078	1	25	1	100	2
VN160078	2	1	4	5	2
VN160078	3	30	1	3	2
VN160085	1	1	9	0	3
VN160088	1	1	3	20	1
VN160090	1	21	1	500	2
VN160090	2	30	3	300	2
VN160091	1	25	1	4000	5
VN160092	1	8	1	1500	4
VN160092	2	1	4	5	3
VN160092	3	30	1	5	3
VN160094	1	8	2	2000	2
VN160094	2	30	2	10	2
VN160094	3	3	1	10	2
VN160095	1	25	1	4000	5
VN160095	2	30	1	200	5
VN160096	1	30	1	10	2
VN160096	2	1	3	10	2
VN160097	1	30	1	10000	1
VN160097	2	31	1	700	1
VN160098	1	23	2	200	2
VN160102	1	1	2	15	2
VN160102	2	3	1	38	2
VN160104	1	1	4	25	2
VN160104	2	3	1	15	2
VN160104	3	25	1	200	1
VN160107	1	3	1	65	2
VN160107	2	1	2	85	2
VN170003	1	14	3	2500	5
VN170003	2	15	10	1000	5
VN170005	1	13	1	500	2
VN170005	2	30	1	600	2
VN170005	3	25	1	5500	2
VN170006	1	23	4	660	2
VN170006	2	15	3	100	2
VN170009	1	9	-77	2000	6
VN170010	1	15	1	0	90
VN170015	1	23	5	-77	2
VN170016	1	25	1	60	2
VN170017	1	23	-77	50	2
VN170022	1	30	3	200	2
VN170024	1	15	3	150	2
VN170024	2	15	60	360	2
VN170024	3	15	4	450	2
VN170026	1	30	70	2100	80
VN170030	1	23	-77	1000	2
VN170033	1	23	2	300	1
VN170034	1	21	1	1000	2
VN170034	2	30	1	200	2
VN170034	3	30	1	200	2
VN170038	1	9	10	2000	2
VN170038	2	10	10	10000	2
VN170038	3	9	2	1500	2
VN170041	1	25	1	100	7
VN170043	1	23	-77	700	1
VN170047	1	25	1	6000	1
VN170052	1	15	3	200	2
VN170053	1	23	-77	5000	2
VN170056	1	21	2	3000	2
VN170057	1	25	1	4000	3
VN170063	1	23	2	3000	4
VN170069	1	23	-77	100	2
VN170072	1	15	3	250	2
VN170074	1	15	30	30	2
VN170077	1	25	1	100	3
VN170083	1	23	10	300	2
VN170086	1	9	3	1000	3
VN170086	2	9	2	2400	3
VN170086	3	9	9	5000	3
VN170087	1	21	2	1500	7
VN170088	1	23	1	0	90
VN170088	2	15	50	500	1
VN170088	3	15	12	720	1
VN170090	1	13	2	50	1
VN170090	2	25	1	10000	1
VN170091	1	23	1	200	4
VN170092	1	25	1	4000	1
VN170097	1	23	2	-77	3
VN170101	1	30	1	900	1
VN170114	1	23	2	1000	2
VN170126	1	25	1	6000	80
VN170132	1	25	1	2000	5
VN170141	1	23	-77	50	3
VN170144	1	23	1	-77	5
VN180002	1	9	1	1500	6
VN180004	1	30	1	500	2
VN180005	1	9	1	1000	3
VN180015	1	23	1	1500	2
VN180016	1	15	50	2000	80
VN180033	1	21	1	1500	3
VN180036	1	23	20	500	2
VN180037	1	23	4	1200	80
VN180050	1	30	1	2000	2
VN180054	1	9	3	3000	4
VN180056	1	23	1	2000	3
VN180057	1	30	1	2000	1
VN180062	1	8	1	2000	2
VN180063	1	23	3	100	4
VN180065	1	21	1	300	2
VN180073	1	23	2	1500	3
VN180074	1	23	7	2000	5
VN180081	1	21	3	1300	5
VN180088	1	9	10	4000	5
VN180105	1	17	6	2400	1
VN190001	1	5	1	300	80
VN190001	2	3	1	100	80
VN190001	3	1	5	50	80
VN190003	1	30	1	0	3
VN190004	1	30	1	5	4
VN190006	1	23	1	2000	2
VN190007	1	13	1	10	1
VN190016	1	23	1	1500	80
VN190018	1	30	5	0	80
VN190019	1	23	-77	-77	2
VN190020	1	30	2	10	2
VN190021	1	23	1	1000	4
VN190023	1	9	2	2000	2
VN190024	1	25	1	50	2
VN190028	1	30	-99	100	1
VN190031	1	30	-77	-77	80
VN190033	1	30	1	10000	90
VN190034	1	23	2	1000	2
VN190038	1	8	1	10	2
VN190040	1	30	1	300	3
VN190042	1	30	1	0	3
VN190050	1	30	1	0	4
VN190054	1	3	1	50	3
VN190057	1	31	3	10000	80
VN190058	1	21	1	200	2
VN190063	1	31	2	1500	1
VN190064	1	8	-77	-77	80
VN190067	1	31	3	5000	1
VN190068	1	30	1	0	2
VN190071	1	23	2	500	2
VN190077	1	30	2	15000	80
VN190084	1	23	1	500	2
VN190091	1	21	3	1000	2
VN190094	1	15	1	1000	3
VN190095	1	25	2	50	3
VN190098	1	13	4	20	1
VN190139	1	23	1	50	2
VN200001	1	15	4	400	2
VN200001	2	23	3	25	2
VN200004	1	23	2	150	1
VN200005	1	25	2	3100	80
VN200006	1	14	1	1000	2
VN200006	2	14	6	1500	2
VN200009	1	13	-77	50	1
VN200011	1	30	20	700	3
VN200012	1	2	2	1000	2
VN200013	1	13	3	50	1
VN200019	1	23	-77	1000	3
VN200020	1	1	1	-77	2
VN200024	1	23	3	20000	3
VN200027	1	17	-77	4000	1
VN200030	1	23	2	200	2
VN200033	1	23	3	400	3
VN200040	1	23	2	200	2
VN200046	1	25	1	100	2
VN200046	2	23	3	150	2
VN200049	1	30	3	4000	3
VN200054	1	21	2	-77	3
VN200054	2	30	-77	-77	3
VN200057	1	23	5	-77	4
VN200059	1	23	-77	400	2
VN200061	1	13	-77	-77	4
VN200063	1	23	-77	700	2
VN200067	1	23	-77	200	4
VN200068	1	9	4	3000	4
VN200071	1	9	-77	1000	2
VN200072	1	30	5	15	2
VN200076	1	23	5	40	2
VN200079	1	30	2	5000	1
VN200081	1	23	-77	1300	2
VN200083	1	25	1	100	2
VN200094	1	25	1	5000	1
VN200095	1	23	5	500	2
VN200099	1	23	-77	200	2
VN200115	1	15	9	300	1
VN200119	1	13	-77	30000	80
VN200148	1	25	1	2000	80
