CHILDID	ID	AGE	MEMSEX	RELATE	LIVHSE	GRADE	STILL	CHGRADE	CHSTILL	WHYNOT	AGEGRADE	AGESTSCH	HHSCHTYP	PERF	SCHOOLEN	DISAB	ACT1	MONTHS1	DAYS1	HOURS1	ACT2	MONTHS2	DAYS2	HOURS2	ACT3	MONTHS3	DAYS3	HOURS3	SLEEP	CHCARE	HHCHORE	NPAYWORK	PAYWORK	SCHOOL	STUDY	PLAY
VN080049	2	43	1	1	1	0	0	 	 	 	 	 	 	 	 	0	12	11	27	8	2	12	20	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080049	3	19	1	7	1	12	0	 	 	 	 	 	 	 	 	0	16	12	25	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080049	4	15	1	7	1	 	 	9	0	31	14	6	 	 	 	0	15	10	15	1	16	6	15	1	17	88	88	88	9	1	1	0	0	0	0	13
VN080050	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	9	0	5
VN080050	1	36	1	1	1	9	0	 	 	 	 	 	 	 	 	0	13	12	20	9	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080050	2	24	2	1	1	6	0	 	 	 	 	 	 	 	 	0	10	12	30	12	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080051	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	2	8
VN080051	1	42	1	1	1	3	0	 	 	 	 	 	 	 	 	0	10	12	25	4	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN080051	2	40	2	1	1	3	0	 	 	 	 	 	 	 	 	0	10	12	25	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080051	3	14	1	7	1	 	 	7	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	8	0	0	0	0	5	4	7
VN080052	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	2	8
VN080052	1	55	1	1	1	12	0	 	 	 	 	 	 	 	 	0	10	12	30	8	2	8	15	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080052	2	36	2	1	1	12	0	 	 	 	 	 	 	 	 	0	10	12	30	6	15	12	20	3	2	8	10	2	 	 	 	 	 	 	 	 
VN080053	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	5	0	9
VN080053	1	36	1	1	1	9	0	 	 	 	 	 	 	 	 	0	2	10	15	4	13	12	24	4	88	88	88	88	 	 	 	 	 	 	 	 
VN080053	2	31	2	1	1	6	0	 	 	 	 	 	 	 	 	0	10	12	28	6	15	12	29	4	4	12	30	1	 	 	 	 	 	 	 	 
VN080053	3	11	1	7	1	 	 	5	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	5	2	8
VN080055	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	10	1	2
VN080055	1	30	1	1	1	9	0	 	 	 	 	 	 	 	 	0	11	6	25	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080055	2	26	2	1	1	7	0	 	 	 	 	 	 	 	 	0	12	12	25	8	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080056	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	3	1	9
VN080056	1	34	1	1	1	10	0	 	 	 	 	 	 	 	 	0	11	10	28	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080056	2	33	2	1	1	10	0	 	 	 	 	 	 	 	 	0	15	12	30	5	1	9	15	6	88	88	88	88	 	 	 	 	 	 	 	 
VN080056	3	11	2	7	1	 	 	5	1	88	88	6	3	2	2	0	15	10	15	1	16	8	15	1	17	88	88	88	10	1	1	0	0	5	2	5
VN080058	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	2	9
VN080058	1	33	1	1	1	10	0	 	 	 	 	 	 	 	 	0	12	8	25	8	4	12	30	3	1	9	10	2	 	 	 	 	 	 	 	 
VN080058	2	30	2	1	1	8	0	 	 	 	 	 	 	 	 	0	12	10	28	10	15	12	30	2	1	9	10	2	 	 	 	 	 	 	 	 
VN080058	3	10	1	7	1	 	 	4	1	88	88	6	3	2	3	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	2	9
VN080059	0	5	2	0	1	 	 	1	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	5	1	7
VN080059	1	65	2	6	1	6	0	 	 	 	 	 	 	 	 	0	2	12	15	6	4	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080059	2	34	1	13	1	6	0	 	 	 	 	 	 	 	 	0	12	9	27	9	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080059	3	36	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080059	4	30	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080059	5	30	1	1	1	5	0	 	 	 	 	 	 	 	 	0	12	9	27	9	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080059	6	24	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	29	5	2	9	20	2	4	8	25	1	 	 	 	 	 	 	 	 
VN080059	7	24	2	13	1	9	0	 	 	 	 	 	 	 	 	0	12	9	27	8	15	12	25	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080059	8	31	2	13	1	5	0	 	 	 	 	 	 	 	 	0	12	2	10	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080060	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	3	1	9
VN080060	1	83	1	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080060	2	80	2	6	1	3	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080060	3	34	1	1	1	12	0	 	 	 	 	 	 	 	 	0	2	12	28	5	4	12	28	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080060	4	35	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	6	10	9	28	5	88	88	88	88	 	 	 	 	 	 	 	 
VN080060	5	22	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080060	6	12	1	7	1	 	 	6	1	88	88	6	3	2	3	0	15	6	20	2	17	88	88	88	88	88	88	88	10	0	2	0	0	5	2	5
VN080061	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	1	10
VN080061	1	58	1	6	1	4	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080061	2	55	2	6	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	1	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080061	3	26	1	1	1	4	0	 	 	 	 	 	 	 	 	0	4	12	30	1	10	7	20	6	2	3	15	3	 	 	 	 	 	 	 	 
VN080061	4	25	2	1	1	2	0	 	 	 	 	 	 	 	 	0	4	12	30	2	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080062	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	3	0	11
VN080062	1	36	1	1	1	6	0	 	 	 	 	 	 	 	 	0	11	10	20	7	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080062	2	36	2	1	1	6	0	 	 	 	 	 	 	 	 	0	15	12	30	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080062	3	12	2	7	1	 	 	6	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	5	3	7
VN080064	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	0	0	12
VN080064	1	34	1	1	1	11	0	 	 	 	 	 	 	 	 	0	12	4	21	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080064	2	30	2	1	1	4	0	 	 	 	 	 	 	 	 	0	10	12	30	3	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080064	3	10	1	7	1	 	 	4	1	88	88	6	3	2	2	0	15	3	10	1	17	88	88	88	88	88	88	88	10	0	1	0	0	5	4	4
VN080065	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	5	1	9
VN080065	1	35	1	1	1	1	0	 	 	 	 	 	 	 	 	0	12	12	20	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080065	2	38	2	1	1	1	0	 	 	 	 	 	 	 	 	0	12	10	20	8	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080065	3	10	1	7	1	 	 	3	1	88	88	6	3	4	3	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	2	9
VN080065	4	37	2	13	1	0	0	 	 	 	 	 	 	 	 	0	15	12	28	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080066	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	0	10
VN080066	1	35	1	1	1	5	0	 	 	 	 	 	 	 	 	0	9	12	10	12	2	2	10	4	88	88	88	88	 	 	 	 	 	 	 	 
VN080066	2	35	2	1	1	8	0	 	 	 	 	 	 	 	 	0	15	12	30	4	4	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080066	3	13	1	7	1	 	 	7	1	88	88	6	3	2	3	0	15	3	20	1	17	88	88	88	88	88	88	88	9	0	1	0	0	5	1	8
VN080067	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	5	2	6
VN080067	1	35	1	1	1	9	0	 	 	 	 	 	 	 	 	0	3	8	28	7	10	4	20	5	2	8	15	2	 	 	 	 	 	 	 	 
VN080067	2	33	2	1	1	9	0	 	 	 	 	 	 	 	 	0	2	8	19	5	10	4	20	5	15	12	28	3	 	 	 	 	 	 	 	 
VN080067	3	14	1	7	1	 	 	8	1	88	88	7	3	2	1	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	5	4	6
VN080068	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080068	1	62	1	6	1	5	0	 	 	 	 	 	 	 	 	0	2	12	20	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080068	2	58	2	6	1	3	0	 	 	 	 	 	 	 	 	0	10	12	5	5	15	12	25	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080068	3	37	1	1	1	5	0	 	 	 	 	 	 	 	 	0	2	12	20	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080068	4	35	2	1	1	9	0	 	 	 	 	 	 	 	 	0	9	3	10	2	15	12	20	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080068	5	31	2	13	1	6	0	 	 	 	 	 	 	 	 	0	10	12	3	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080068	6	29	1	13	1	5	0	 	 	 	 	 	 	 	 	0	12	12	25	2	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080068	7	10	2	7	1	 	 	4	1	88	88	6	3	2	3	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	2	8
VN080069	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	9	0	3
VN080069	1	30	1	1	1	12	0	 	 	 	 	 	 	 	 	0	2	12	20	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080069	2	28	2	1	1	7	0	 	 	 	 	 	 	 	 	0	15	12	30	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080069	3	67	1	6	1	28	0	 	 	 	 	 	 	 	 	0	2	12	20	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080069	4	70	2	6	1	28	0	 	 	 	 	 	 	 	 	0	10	12	30	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080070	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	5	1	8
VN080070	1	70	2	6	1	4	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080070	2	43	1	1	1	7	0	 	 	 	 	 	 	 	 	0	2	12	20	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080070	3	39	1	13	1	5	0	 	 	 	 	 	 	 	 	0	12	12	26	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080070	4	35	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	29	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080070	5	31	2	13	1	7	0	 	 	 	 	 	 	 	 	0	13	12	26	8	15	12	8	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080071	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	5	1	7
VN080071	1	65	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080071	2	54	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080071	3	28	1	1	1	6	0	 	 	 	 	 	 	 	 	0	12	12	26	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080071	4	22	2	1	1	6	0	 	 	 	 	 	 	 	 	0	15	12	20	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080071	5	25	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080071	6	1	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080072	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	3	0	10
VN080072	1	65	1	6	1	11	0	 	 	 	 	 	 	 	 	0	2	12	30	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080072	2	64	2	6	1	11	0	 	 	 	 	 	 	 	 	0	15	12	30	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080072	3	39	1	1	1	12	0	 	 	 	 	 	 	 	 	0	2	12	30	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080072	4	36	2	1	1	10	0	 	 	 	 	 	 	 	 	0	12	12	26	4	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN080073	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	8	1	4
VN080073	1	72	2	5	1	3	0	 	 	 	 	 	 	 	 	0	15	12	30	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080073	2	51	1	1	1	14	0	 	 	 	 	 	 	 	 	0	13	12	25	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080073	3	42	1	13	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080073	4	29	2	1	1	12	0	 	 	 	 	 	 	 	 	0	13	12	30	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080075	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	5	1	7
VN080075	1	42	1	1	1	12	0	 	 	 	 	 	 	 	 	0	88	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080075	2	40	2	1	1	6	0	 	 	 	 	 	 	 	 	0	13	12	26	8	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN080075	3	15	1	7	1	 	 	9	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	3	8
VN080076	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	3	3	7
VN080076	1	96	1	6	1	5	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080076	2	43	1	1	1	14	0	 	 	 	 	 	 	 	 	0	13	12	22	8	9	8	20	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080076	3	41	2	1	1	12	0	 	 	 	 	 	 	 	 	0	2	12	10	3	15	12	30	6	88	88	88	88	 	 	 	 	 	 	 	 
VN080076	4	17	1	7	1	 	 	11	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	7	0	0	0	0	5	5	7
VN080078	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	4	1	8
VN080078	1	32	1	1	1	5	0	 	 	 	 	 	 	 	 	0	12	11	25	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080078	2	29	2	1	1	4	0	 	 	 	 	 	 	 	 	0	12	8	30	8	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080079	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	8	1	4
VN080079	1	57	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080079	2	56	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080079	3	35	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080079	4	34	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080079	5	32	1	1	1	6	0	 	 	 	 	 	 	 	 	0	12	12	24	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080079	6	29	2	1	1	8	0	 	 	 	 	 	 	 	 	0	15	12	30	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080079	7	10	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080079	8	0	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080080	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	0	1	13
VN080080	1	49	2	5	1	0	0	 	 	 	 	 	 	 	 	0	2	12	10	5	4	12	30	1	88	88	88	88	 	 	 	 	 	 	 	 
VN080080	2	27	1	1	1	3	0	 	 	 	 	 	 	 	 	0	10	12	26	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080080	3	25	2	1	1	3	0	 	 	 	 	 	 	 	 	0	15	12	29	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080080	4	18	2	13	1	5	0	 	 	 	 	 	 	 	 	0	12	12	28	8	15	12	25	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080080	5	15	1	13	1	 	 	5	0	8	14	6	 	 	 	0	15	12	20	2	17	88	88	88	88	88	88	88	10	0	2	0	0	0	0	12
VN080080	6	12	2	13	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080081	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	14	0	0	0	0	3	3	4
VN080081	1	58	1	5	1	9	0	 	 	 	 	 	 	 	 	0	2	12	20	5	4	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	2	56	2	5	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	9	4	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	3	34	1	1	1	9	0	 	 	 	 	 	 	 	 	0	12	12	30	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	4	34	2	1	1	9	0	 	 	 	 	 	 	 	 	0	12	12	25	6	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	5	30	2	13	1	8	0	 	 	 	 	 	 	 	 	0	13	12	28	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	6	25	1	13	1	9	0	 	 	 	 	 	 	 	 	0	13	12	27	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	7	23	2	13	1	9	0	 	 	 	 	 	 	 	 	0	13	12	28	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	8	21	2	13	1	12	0	 	 	 	 	 	 	 	 	0	13	12	27	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	9	3	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	10	0	1	11	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080081	11	6	1	11	1	 	 	0	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	5	2	6
VN080082	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	4	2	7
VN080082	1	81	1	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080082	2	35	1	1	1	10	0	 	 	 	 	 	 	 	 	0	12	12	20	8	2	12	10	4	4	12	30	2	 	 	 	 	 	 	 	 
VN080082	3	33	2	1	1	12	0	 	 	 	 	 	 	 	 	0	2	6	18	4	15	12	30	3	4	12	30	1	 	 	 	 	 	 	 	 
VN080082	4	1	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080083	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	8	1	4
VN080083	1	59	2	6	1	2	0	 	 	 	 	 	 	 	 	0	15	12	30	2	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080083	2	30	1	1	1	6	0	 	 	 	 	 	 	 	 	0	12	12	28	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080083	3	32	2	1	1	10	0	 	 	 	 	 	 	 	 	0	9	12	30	5	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN080083	15	7	1	7	1	 	 	1	1	88	88	6	3	2	1	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	4	2	7
VN080084	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	5	1	9
VN080084	1	78	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080084	2	39	2	13	1	9	0	 	 	 	 	 	 	 	 	0	15	12	28	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080084	3	37	2	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	28	8	15	12	14	2	88	88	88	88	 	 	 	 	 	 	 	 
VN080084	4	34	1	1	1	8	0	 	 	 	 	 	 	 	 	0	11	12	25	9	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080084	5	19	2	19	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080085	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	3	0	10
VN080085	1	86	2	19	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080085	2	52	1	6	1	9	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080085	3	52	2	6	1	4	0	 	 	 	 	 	 	 	 	0	15	12	20	2	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080085	4	29	1	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	28	9	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080085	5	27	2	1	1	8	0	 	 	 	 	 	 	 	 	0	13	12	26	8	15	12	28	3	88	88	88	88	 	 	 	 	 	 	 	 
VN080086	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	0	1	12
VN080086	1	37	1	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	20	4	15	12	15	1	88	88	88	88	 	 	 	 	 	 	 	 
VN080086	2	36	2	1	1	12	0	 	 	 	 	 	 	 	 	0	15	12	30	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080086	3	11	1	7	1	 	 	5	1	88	88	6	3	2	1	0	17	88	88	88	88	88	88	88	88	88	88	88	8	0	0	0	0	5	2	9
VN080087	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN080087	1	42	1	1	1	10	0	 	 	 	 	 	 	 	 	0	11	12	15	10	2	12	15	6	88	88	88	88	 	 	 	 	 	 	 	 
VN080087	2	34	2	1	1	8	0	 	 	 	 	 	 	 	 	0	10	12	30	6	15	12	30	6	88	88	88	88	 	 	 	 	 	 	 	 
VN080087	3	16	2	7	1	 	 	9	1	88	88	6	3	2	2	0	15	6	24	2	16	4	10	1	17	88	88	88	8	1	2	0	0	8	3	2
VN080087	4	71	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN080088	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	3	0	11
