CHILDID	ACTID	ACTYEST	WHOACT	CHOICE
VN150142	3	10	11	1
VN150145	1	1	5	0
VN150145	2	2	2	0
VN150145	3	12	2	1
VN160001	1	1	11	0
VN160001	2	10	10	1
VN160001	3	12	2	1
VN160002	1	1	11	1
VN160002	2	10	2	0
VN160002	3	18	2	0
VN160003	1	1	11	1
VN160003	2	10	2	0
VN160003	3	12	12	0
VN160004	1	1	11	0
VN160004	2	17	7	1
VN160005	1	1	11	0
VN160005	2	17	6	1
VN160005	3	12	2	1
VN160006	1	1	11	0
VN160006	2	17	7	1
VN160006	3	12	1	1
VN160008	1	1	11	1
VN160008	2	10	6	0
VN160009	1	1	11	0
VN160009	2	17	7	1
VN160010	1	1	11	0
VN160010	2	23	9	1
VN160010	3	12	2	1
VN160011	1	1	11	0
VN160011	2	10	11	1
VN160012	1	1	11	1
VN160012	2	10	6	1
VN160012	3	12	2	2
VN160013	1	1	11	1
VN160013	2	10	8	0
VN160014	1	1	11	1
VN160014	2	10	6	0
VN160014	3	12	12	0
VN160015	1	1	11	0
VN160015	2	17	7	1
VN160016	1	1	11	0
VN160016	2	10	10	1
VN160016	3	12	1	1
VN160017	1	1	11	0
VN160017	2	17	7	1
VN160017	3	12	2	1
VN160018	1	1	11	0
VN160018	2	23	3	1
VN160018	3	17	7	1
VN160018	4	12	1	1
VN160019	1	1	11	0
VN160019	2	10	11	1
VN160020	1	10	9	0
VN160020	2	12	3	2
VN160021	1	1	11	0
VN160021	2	17	7	1
VN160021	3	12	2	1
VN160022	1	1	11	0
VN160022	2	10	11	1
VN160023	1	1	11	0
VN160023	2	10	10	1
VN160023	3	12	2	1
VN160024	1	1	11	0
VN160024	2	10	11	1
VN160025	1	1	11	0
VN160025	2	10	11	1
VN160026	1	1	11	0
VN160026	2	17	7	1
VN160028	1	1	11	0
VN160028	2	12	1	1
VN160029	1	1	11	0
VN160029	2	10	11	1
VN160030	1	1	9	1
VN160030	2	10	12	0
VN160030	3	12	6	1
VN160032	1	1	9	1
VN160032	2	10	12	1
VN160033	1	1	11	0
VN160033	2	23	9	1
VN160033	3	23	1	1
VN160033	4	12	1	1
VN160033	5	23	6	1
VN160034	1	1	11	0
VN160034	2	10	11	1
VN160035	1	1	11	0
VN160035	2	17	7	1
VN160035	3	12	1	1
VN160035	4	23	1	1
VN160035	5	10	10	1
VN160036	1	1	11	0
VN160036	2	10	11	1
VN160037	1	1	11	0
VN160037	2	10	11	1
VN160038	1	1	11	0
VN160038	2	23	6	1
VN160038	3	23	12	1
VN160038	4	12	1	1
VN160039	1	1	11	0
VN160039	2	17	7	1
VN160040	1	1	5	0
VN160040	2	2	6	0
VN160040	3	10	10	1
VN160041	1	1	10	1
VN160041	2	10	12	1
VN160042	1	1	10	1
VN160042	2	10	12	1
VN160042	3	12	12	0
VN160043	1	10	1	1
VN160043	2	12	12	1
VN160044	1	1	11	0
VN160044	2	17	7	1
VN160045	1	1	11	0
VN160045	2	17	7	1
VN160046	1	1	5	0
VN160046	2	2	2	1
VN160046	3	12	2	1
VN160047	1	10	2	1
VN160047	2	18	1	2
VN160047	3	12	5	0
VN160048	1	1	11	0
VN160048	2	23	6	1
VN160048	3	23	1	1
VN160048	4	12	1	1
VN160049	1	1	11	0
VN160049	2	17	6	1
VN160049	3	12	2	1
VN160049	4	10	9	1
VN160050	1	1	11	0
VN160050	2	10	11	1
VN160051	1	1	11	1
VN160051	2	10	6	0
VN160051	3	18	2	0
VN160052	1	1	11	0
VN160052	2	17	7	1
VN160052	3	10	9	1
VN160053	1	1	11	0
VN160053	2	23	6	1
VN160053	3	12	2	1
VN160054	1	1	10	1
VN160054	2	10	2	0
VN160055	1	1	11	0
VN160055	2	10	11	1
VN160056	1	1	11	0
VN160056	2	23	6	1
VN160056	3	12	1	1
VN160057	1	1	11	0
VN160057	2	17	7	1
VN160058	1	1	11	0
VN160058	2	23	6	1
VN160058	3	12	6	1
VN160059	1	1	11	0
VN160059	2	10	11	1
VN160060	1	1	9	1
VN160060	2	10	12	0
VN160062	1	1	11	1
VN160062	2	10	2	1
VN160063	1	1	11	0
VN160063	2	10	11	1
VN160064	1	1	11	0
VN160064	2	23	9	1
VN160065	1	1	11	1
VN160065	2	12	6	1
VN160065	3	10	12	1
VN160066	1	1	9	1
VN160066	2	10	12	1
VN160066	3	12	2	1
VN160067	1	1	11	0
VN160067	2	17	7	1
VN160068	1	1	9	1
VN160068	2	10	12	1
VN160069	1	1	11	0
VN160069	2	10	11	1
VN160070	1	1	9	1
VN160070	2	10	6	1
VN160071	1	1	9	1
VN160071	2	10	2	1
VN160072	1	1	11	0
VN160072	2	10	11	1
VN160073	1	1	9	1
VN160073	2	10	12	1
VN160073	3	12	2	1
VN160074	1	1	9	1
VN160074	2	10	12	1
VN160074	3	12	2	1
VN160075	1	1	11	0
VN160075	2	17	7	1
VN160075	3	23	9	1
VN160075	4	23	3	1
VN160075	5	12	9	1
VN160076	1	1	11	0
VN160076	2	10	11	1
VN160077	1	1	11	0
VN160077	2	17	7	1
VN160077	3	23	10	1
VN160077	4	12	1	1
VN160078	1	1	11	0
VN160078	2	17	7	1
VN160078	3	23	3	1
VN160078	4	23	9	1
VN160080	1	1	11	0
VN160080	2	10	11	1
VN160081	1	1	11	0
VN160081	2	10	11	1
VN160082	1	1	11	0
VN160082	2	23	6	1
VN160082	3	23	3	1
VN160083	1	1	11	1
VN160083	2	10	12	1
VN160084	1	1	9	1
VN160084	2	10	12	1
VN160084	3	12	12	1
VN160085	1	1	11	0
VN160085	2	17	7	1
VN160085	3	12	7	1
VN160085	4	10	9	1
VN160086	1	1	11	0
VN160086	2	10	11	1
VN160088	1	1	11	1
VN160088	2	10	2	1
VN160088	3	12	12	1
VN160089	1	1	9	1
VN160089	2	10	12	1
VN160090	1	1	11	0
VN160090	2	17	7	1
VN160091	1	1	11	0
VN160091	2	2	12	0
VN160091	3	10	11	1
VN160091	4	12	1	1
VN160092	1	1	11	0
VN160092	2	23	9	1
VN160092	3	12	1	1
VN160093	1	1	9	1
VN160093	2	10	6	1
VN160093	3	12	12	1
VN160094	1	1	11	0
VN160094	2	23	6	1
VN160094	3	12	2	1
VN160094	4	23	9	1
VN160095	1	1	5	0
VN160095	2	2	2	1
VN160095	3	12	2	1
VN160096	1	1	11	0
VN160096	2	17	7	1
VN160096	3	23	9	1
VN160096	4	12	1	1
VN160097	1	1	11	0
VN160097	2	23	4	1
VN160097	3	23	10	1
VN160097	4	12	9	1
VN160098	1	1	11	0
VN160098	2	10	10	1
VN160098	3	10	9	1
VN160098	4	23	6	1
VN160098	5	12	1	1
VN160099	1	1	11	0
VN160099	2	10	11	1
VN160100	1	1	11	0
VN160100	2	10	11	1
VN160102	1	1	11	0
VN160102	2	10	11	1
VN160104	1	1	11	0
VN160104	2	17	6	1
VN160104	3	12	1	1
VN160104	4	23	10	1
VN160107	1	1	9	1
VN160107	2	10	6	0
VN160114	1	1	11	0
VN160114	2	10	11	1
VN170001	1	1	10	0
VN170001	2	2	6	0
VN170001	3	12	2	1
VN170001	4	17	6	1
VN170002	1	1	11	0
VN170002	2	2	12	0
VN170002	3	12	6	1
VN170002	4	18	1	0
VN170003	1	1	11	0
VN170003	2	2	12	1
VN170003	3	12	12	1
VN170004	1	1	10	0
VN170004	2	2	1	0
VN170004	3	12	1	1
VN170004	4	17	6	1
VN170005	1	1	11	0
VN170005	2	2	12	0
VN170005	3	12	6	1
VN170006	1	17	6	1
VN170006	2	12	1	1
VN170007	1	1	11	0
VN170007	2	2	12	0
VN170007	3	12	6	1
VN170007	4	18	1	0
VN170008	1	1	11	0
VN170008	2	12	2	1
VN170008	3	2	1	0
VN170008	4	17	6	1
VN170009	1	1	10	0
VN170009	2	2	2	0
VN170009	3	17	8	1
VN170009	4	12	2	1
VN170010	1	1	11	0
VN170010	2	2	12	1
VN170010	3	12	12	1
VN170011	1	1	11	0
VN170011	2	17	6	1
VN170011	3	2	1	1
VN170011	4	12	2	1
VN170013	1	1	11	0
VN170013	2	23	1	1
VN170013	3	12	6	1
VN170015	1	1	11	0
VN170015	2	2	1	0
VN170015	3	12	1	1
VN170015	4	17	7	1
VN170016	1	1	11	0
VN170016	2	2	12	0
VN170016	3	12	1	1
VN170017	1	1	10	0
VN170017	2	2	1	0
VN170017	3	12	2	1
VN170017	4	17	7	1
VN170018	1	1	11	0
VN170018	2	2	12	0
VN170018	3	12	6	1
VN170019	1	1	11	0
VN170019	2	2	1	1
VN170019	3	12	1	1
VN170019	4	23	12	1
VN170020	1	1	11	0
VN170020	2	23	9	1
VN170020	3	2	88	1
VN170020	4	12	2	1
VN170021	1	1	11	0
VN170021	2	12	1	1
VN170021	3	2	1	1
VN170021	4	17	7	1
VN170022	1	1	11	0
VN170022	2	23	12	1
VN170022	3	12	1	1
VN170022	4	2	12	1
VN170024	1	1	11	0
VN170024	2	2	12	0
VN170024	3	12	6	1
VN170025	1	12	1	1
VN170025	2	18	1	0
VN170025	3	10	11	1
VN170026	1	1	11	0
VN170026	2	2	12	1
VN170026	3	12	12	1
VN170027	1	1	11	0
VN170027	2	23	1	1
VN170027	3	2	1	0
VN170027	4	12	1	1
VN170028	1	1	11	0
VN170028	2	23	9	1
VN170028	3	12	9	1
VN170028	4	2	88	1
VN170029	1	1	11	0
VN170029	2	12	6	1
VN170029	3	17	6	1
VN170030	1	1	10	0
VN170030	2	2	6	1
VN170030	3	12	2	1
VN170030	4	17	6	1
VN170032	1	1	10	0
VN170032	2	12	1	1
VN170032	3	2	6	1
VN170033	1	1	10	0
VN170033	2	2	1	0
VN170033	3	12	2	1
VN170034	1	1	11	0
VN170034	2	2	12	0
VN170034	3	12	1	1
VN170035	1	1	10	0
VN170035	2	2	2	0
VN170035	3	11	12	1
VN170035	4	12	2	1
VN170035	5	17	7	1
VN170036	1	1	11	0
VN170036	2	12	8	1
VN170036	3	2	1	0
VN170036	4	17	8	1
VN170037	1	1	11	0
VN170037	2	2	12	0
VN170037	3	12	1	1
VN170037	4	17	1	1
VN170038	1	1	11	0
VN170038	2	2	12	0
VN170038	3	12	1	1
VN170038	4	18	1	1
VN170039	1	1	10	0
VN170039	2	12	2	1
VN170039	3	18	2	1
VN170040	1	1	10	0
VN170040	2	2	1	0
VN170040	3	12	1	1
VN170041	1	1	11	0
VN170041	2	17	2	1
VN170041	3	12	2	1
VN170043	1	1	3	0
VN170043	2	12	2	1
VN170044	1	1	11	0
VN170044	2	18	1	0
VN170044	3	12	3	1
VN170045	1	1	11	0
VN170045	2	2	12	0
VN170045	3	12	1	1
VN170045	4	17	1	1
VN170046	1	1	11	0
VN170046	2	2	12	1
VN170046	3	12	2	1
VN170046	4	17	7	1
VN170047	1	1	11	0
VN170047	2	10	11	1
VN170047	3	2	12	1
VN170047	4	12	6	1
VN170048	1	1	11	0
VN170048	2	2	12	0
VN170048	3	12	6	1
VN170048	4	10	11	1
VN170050	1	1	10	0
VN170050	2	2	1	1
VN170050	3	12	2	1
VN170050	4	10	10	1
VN170052	1	1	11	0
VN170052	2	17	6	1
VN170052	3	12	6	1
VN170053	1	1	10	0
VN170053	2	2	1	1
VN170053	3	12	1	1
VN170054	1	1	11	0
VN170054	2	2	12	0
VN170054	3	12	1	1
VN170055	1	10	11	1
VN170055	2	12	6	1
VN170055	3	17	7	1
VN170056	1	1	10	0
VN170056	2	2	1	0
VN170056	3	12	2	1
VN170057	1	1	10	0
VN170057	2	2	1	0
VN170057	3	12	2	1
VN170057	4	17	7	1
VN170058	1	2	1	1
VN170058	2	12	12	1
VN170058	3	10	11	1
VN170059	1	1	11	0
VN170059	2	17	6	1
VN170059	3	12	6	1
VN170059	4	2	12	1
VN170061	1	23	12	1
VN170061	2	1	11	0
VN170061	3	12	12	1
VN170061	4	2	12	1
VN170062	1	1	10	0
VN170062	2	2	1	0
VN170062	3	12	2	1
VN170062	4	10	10	1
VN170063	1	17	11	1
VN170063	2	2	1	0
VN170063	3	12	11	1
VN170064	1	1	10	0
VN170064	2	2	1	0
VN170064	3	12	1	1
VN170064	4	23	12	1
VN170066	1	1	11	0
VN170066	2	17	6	1
VN170066	3	2	12	1
VN170066	4	12	2	1
VN170068	1	1	11	0
VN170068	2	10	11	0
VN170068	3	12	2	1
VN170069	1	1	4	0
VN170069	2	2	1	0
VN170069	3	12	1	1
VN170070	1	1	11	0
VN170070	2	12	1	1
VN170070	3	17	7	1
VN170071	1	1	10	0
VN170071	2	2	6	0
VN170071	3	12	99	1
VN170071	4	17	6	1
VN170072	1	1	11	0
VN170072	2	2	12	1
VN170072	3	12	7	1
VN170073	1	1	11	0
VN170073	2	2	2	1
VN170073	3	12	2	1
VN170074	1	10	11	1
VN170074	2	18	1	0
VN170076	1	1	11	0
VN170076	2	17	7	1
VN170076	3	12	2	1
VN170076	4	2	1	1
VN170077	1	1	10	0
VN170077	2	2	1	1
VN170077	3	12	2	1
VN170079	1	1	10	0
VN170079	2	2	2	0
VN170079	3	12	1	1
VN170079	4	10	10	1
VN170080	1	1	11	0
VN170080	2	12	1	1
VN170080	3	17	8	1
VN170082	1	1	10	0
VN170082	2	2	1	0
VN170082	3	12	2	1
VN170082	4	10	10	1
VN170083	1	1	11	0
VN170083	2	10	11	1
VN170083	3	12	6	1
VN170084	1	1	11	0
VN170084	2	17	6	1
VN170084	3	2	1	1
VN170084	4	12	1	1
VN170085	1	1	10	0
VN170085	2	2	1	0
VN170085	3	12	1	1
VN170085	4	17	7	1
VN170086	1	1	11	0
VN170086	2	2	12	0
VN170086	3	12	1	1
VN170087	1	1	11	0
VN170087	2	2	12	1
VN170087	3	12	2	1
VN170087	4	17	8	1
VN170088	1	1	11	0
VN170088	2	2	12	0
VN170088	3	12	8	1
VN170088	4	17	8	1
VN170089	1	1	11	0
VN170089	2	2	2	1
VN170089	3	12	2	1
VN170089	4	23	2	1
VN170090	1	1	11	0
VN170090	2	2	12	0
VN170090	3	17	6	1
VN170090	4	12	6	1
VN170091	1	1	10	0
VN170091	2	2	1	0
VN170091	3	12	2	1
VN170092	1	1	10	0
VN170092	2	2	2	0
VN170092	3	10	10	1
VN170093	1	1	10	0
VN170093	2	2	2	0
VN170093	3	10	10	1
VN170093	4	12	2	1
VN170094	2	12	6	1
VN170094	3	17	6	1
VN170095	1	1	11	0
VN170095	2	12	2	1
VN170095	3	17	6	1
VN170096	1	1	11	0
VN170096	2	12	6	1
VN170096	3	10	11	1
VN170097	1	1	11	0
VN170097	2	2	1	0
VN170097	3	12	6	1
VN170097	4	17	6	1
VN170099	1	1	11	0
VN170099	2	2	12	1
VN170099	3	12	12	1
VN170099	4	17	8	1
VN170100	1	1	10	0
VN170100	2	12	1	1
VN170100	3	11	12	1
VN170101	1	1	10	0
VN170101	2	12	1	1
VN170101	3	17	7	1
VN170103	1	1	11	0
VN170103	2	2	12	0
VN170103	3	12	1	1
VN170103	4	18	1	0
VN170104	1	1	11	0
VN170104	2	12	8	1
VN170104	3	17	6	1
VN170104	4	2	12	0
VN170109	1	1	10	0
VN170109	2	2	2	0
VN170109	3	12	1	1
VN170112	1	1	11	0
VN170112	2	2	12	0
VN170112	3	17	1	1
VN170112	4	12	6	1
VN170112	5	18	1	0
VN170114	1	1	11	0
VN170114	2	2	12	1
VN170114	3	12	1	1
VN170114	4	17	6	0
VN170118	1	1	11	0
VN170118	2	2	12	1
VN170118	3	12	1	1
VN170118	4	23	12	1
VN170119	1	1	11	0
VN170119	2	10	11	1
VN170119	3	12	11	1
VN170126	1	1	11	0
VN170126	2	2	12	1
VN170126	3	12	6	1
VN170132	1	1	11	0
VN170132	2	12	1	1
VN170132	3	10	11	1
VN170141	1	1	10	0
VN170141	2	2	1	0
VN170141	3	12	1	1
VN170141	4	10	10	1
VN170144	1	1	11	0
VN170144	2	2	1	1
VN170144	3	12	1	1
VN170144	4	23	3	1
VN180001	1	1	12	1
VN180001	2	12	2	1
VN180001	3	2	1	0
VN180002	1	1	12	1
VN180002	2	2	1	1
VN180002	3	12	1	1
VN180003	1	1	5	0
VN180003	2	10	1	1
VN180003	3	2	1	0
VN180003	4	12	6	1
VN180004	1	2	8	1
VN180004	2	12	6	1
VN180004	3	10	9	1
VN180005	1	12	3	1
VN180005	2	10	2	1
VN180005	3	2	12	1
VN180006	1	1	5	0
VN180006	2	10	10	1
VN180006	3	2	6	1
VN180006	4	12	6	1
VN180007	1	1	11	0
VN180007	2	3	1	1
VN180007	3	10	9	1
VN180008	1	1	5	0
VN180008	2	12	1	1
VN180008	3	17	7	1
VN180008	4	2	1	0
VN180015	1	1	11	1
VN180015	2	12	8	1
VN180015	3	2	12	1
VN180016	1	1	10	0
VN180016	2	17	6	1
VN180016	3	12	6	1
VN180017	1	1	5	0
VN180017	2	10	11	1
VN180017	3	12	6	1
VN180018	1	1	5	0
VN180018	2	2	1	1
VN180018	3	12	1	1
VN180018	4	10	11	1
VN180019	1	1	5	0
VN180019	2	12	1	1
VN180019	3	2	1	1
VN180020	1	1	11	0
VN180020	2	2	6	0
VN180020	3	12	12	1
VN180020	4	10	11	1
VN180021	1	1	11	0
VN180021	2	12	1	1
VN180021	3	17	7	1
VN180021	4	2	1	1
VN180023	1	2	1	0
VN180023	2	23	1	1
VN180024	1	1	11	0
VN180024	2	18	1	1
VN180024	3	12	4	1
VN180025	1	1	11	0
VN180025	2	10	11	1
VN180025	3	12	1	1
VN180025	4	2	6	0
VN180026	1	1	11	0
VN180026	2	12	12	1
VN180026	3	10	11	1
VN180027	1	1	5	0
VN180027	2	12	2	1
VN180027	3	10	10	1
VN180027	4	2	12	1
VN180028	1	1	5	0
VN180028	2	17	6	1
VN180028	3	12	6	1
VN180028	4	2	6	1
VN180029	1	1	11	0
VN180029	2	12	1	1
VN180029	3	2	1	1
VN180030	1	1	5	0
VN180030	2	2	2	0
VN180030	3	12	2	1
VN180030	4	10	2	1
VN180031	1	1	11	0
VN180031	2	12	1	1
VN180031	3	18	1	0
VN180032	1	19	1	0
VN180033	1	1	5	1
VN180033	2	12	2	1
VN180033	3	10	2	1
VN180033	4	2	2	1
VN180034	1	1	5	0
VN180034	2	2	1	0
VN180034	3	12	1	1
VN180034	4	23	99	1
VN180035	1	1	2	0
VN180035	2	10	11	1
VN180035	3	12	2	1
VN180035	4	2	1	1
VN180036	1	12	2	1
VN180036	2	2	6	1
VN180036	3	17	7	1
VN180037	1	1	11	0
VN180037	2	2	1	1
VN180037	3	12	2	1
VN180037	4	23	11	1
VN180039	1	1	5	0
VN180039	2	12	6	1
VN180039	3	23	12	1
VN180040	1	1	5	0
VN180040	2	23	5	0
VN180040	3	12	2	1
VN180040	4	2	2	1
VN180042	1	1	5	0
VN180042	2	2	2	0
VN180042	3	12	6	1
VN180042	4	23	6	1
VN180043	1	1	11	0
VN180043	2	12	2	1
VN180043	3	2	1	0
VN180044	1	1	5	0
VN180044	2	2	1	1
VN180044	3	17	7	1
VN180044	4	12	1	1
VN180045	1	1	1	0
VN180045	2	10	1	1
VN180045	3	12	1	1
VN180045	4	2	1	1
VN180046	1	1	1	0
VN180046	2	12	1	1
VN180046	3	3	1	1
VN180047	1	1	11	0
VN180047	2	2	1	0
VN180047	3	12	3	1
VN180047	4	18	1	1
VN180048	1	1	11	0
VN180048	2	12	1	1
VN180048	3	10	9	1
VN180048	4	2	1	1
VN180050	1	1	5	0
VN180050	2	2	2	1
VN180050	3	12	3	1
VN180051	1	1	5	0
VN180051	2	10	1	1
VN180051	3	12	1	0
VN180054	1	1	11	0
VN180054	2	12	1	1
VN180054	3	2	1	0
VN180055	1	2	1	1
VN180055	2	10	1	1
VN180055	3	12	3	1
VN180055	4	18	3	1
VN180056	1	1	5	0
VN180056	2	10	1	1
VN180056	3	12	6	1
VN180056	4	2	6	1
VN180057	1	23	2	1
VN180057	2	12	2	1
VN180057	3	10	10	1
VN180057	4	23	1	1
VN180058	1	1	5	0
VN180058	2	12	1	1
VN180058	3	2	1	0
VN180060	1	1	11	0
VN180060	2	2	1	0
VN180060	3	12	10	1
VN180061	1	1	11	0
VN180061	2	10	11	1
VN180061	3	12	1	1
VN180062	1	1	12	1
VN180062	2	12	1	1
VN180062	3	17	6	1
VN180063	1	1	5	0
VN180063	2	2	1	1
VN180063	3	12	2	1
VN180063	4	10	99	1
VN180064	1	1	5	0
VN180064	2	2	1	1
VN180064	3	12	2	1
VN180065	1	1	11	0
VN180065	2	12	1	1
VN180065	3	10	10	1
VN180066	1	1	5	0
VN180066	2	12	1	1
VN180066	3	2	1	1
VN180067	1	1	5	0
VN180067	2	2	1	0
VN180067	3	10	10	1
VN180067	4	12	2	1
VN180068	1	19	1	0
VN180068	2	12	1	1
VN180068	3	2	1	1
VN180069	1	1	11	0
VN180069	2	2	1	1
VN180069	3	12	2	1
VN180071	1	1	11	0
VN180071	2	12	2	1
VN180071	3	10	6	1
VN180073	1	1	5	0
VN180073	2	2	1	0
VN180073	3	12	1	1
VN180073	4	23	1	1
VN180074	1	1	1	0
VN180074	2	12	1	1
VN180074	3	23	1	1
VN180075	1	1	11	0
VN180075	2	12	1	1
VN180075	3	2	1	0
VN180076	1	1	5	0
VN180076	2	2	1	1
VN180076	3	10	11	1
VN180076	4	12	1	1
VN180077	1	1	5	0
VN180077	2	23	1	1
VN180077	3	12	1	1
VN180077	4	2	1	1
VN180078	1	10	11	1
VN180078	2	23	3	1
VN180078	3	12	1	1
VN180078	4	2	1	0
VN180079	1	1	11	0
VN180079	2	2	1	1
VN180079	3	12	1	1
VN180080	1	1	11	0
VN180080	2	2	1	0
VN180080	3	12	1	1
VN180080	4	10	10	1
VN180081	1	10	11	1
VN180081	2	12	12	1
VN180081	3	2	6	1
VN180082	1	1	11	0
VN180082	2	17	8	1
VN180082	3	2	2	1
VN180083	1	1	5	0
VN180083	2	23	6	1
VN180083	3	12	6	1
VN180083	4	2	2	1
VN180084	1	10	9	1
VN180084	2	12	8	1
VN180084	3	17	8	1
VN180084	4	2	6	1
VN180085	1	1	5	0
VN180085	2	2	1	1
VN180085	3	12	1	1
VN180085	4	10	11	1
VN180087	1	1	5	0
VN180087	2	2	1	1
VN180087	3	12	1	1
VN180087	4	23	1	1
VN180088	1	2	2	0
VN180088	2	10	10	1
VN180088	3	12	12	1
VN180088	4	1	11	0
VN180089	1	1	5	0
VN180089	2	12	1	1
VN180089	3	2	1	1
VN180090	1	1	5	0
VN180090	2	2	1	1
VN180090	3	12	1	1
VN180091	1	1	5	0
VN180091	2	23	1	1
VN180091	3	12	1	1
VN180091	4	2	1	1
VN180095	1	1	5	0
VN180095	2	2	1	1
VN180095	3	12	1	1
VN180096	1	1	5	0
VN180096	2	17	7	1
VN180096	3	12	1	1
VN180096	4	2	1	0
VN180098	1	1	5	0
VN180098	2	23	1	0
VN180098	3	12	1	1
VN180099	1	1	11	0
VN180099	2	12	2	1
VN180099	3	10	9	1
VN180100	1	1	4	0
VN180100	2	17	7	1
VN180100	3	10	11	1
VN180100	4	12	1	1
VN180104	1	1	5	0
VN180104	2	2	6	1
VN180104	3	3	2	1
VN180104	4	23	6	1
VN180105	1	1	5	0
VN180105	2	2	1	1
VN180105	3	12	1	1
VN180105	4	10	1	1
VN180106	1	2	6	1
VN180106	2	10	2	1
VN180106	3	12	6	1
VN180107	1	1	11	0
VN180107	2	12	6	1
VN180107	3	10	10	1
VN180107	4	2	1	0
VN180107	5	17	7	1
VN180110	1	1	4	0
VN180110	2	2	1	1
VN180110	3	12	1	1
VN180110	4	23	1	1
VN180112	1	1	11	0
VN180112	2	12	3	1
VN180112	3	2	1	0
VN180113	1	1	5	0
VN180113	2	2	1	1
VN180113	3	12	2	1
VN180117	1	12	2	1
VN180117	2	23	12	1
VN180118	1	19	2	0
VN180121	1	2	1	1
VN180121	2	10	11	1
VN180121	3	12	1	1
VN180123	1	1	5	0
VN180123	2	12	1	1
VN180123	3	10	10	1
VN180123	4	2	1	0
VN180128	1	17	6	1
VN180128	2	12	6	1
VN190001	1	1	11	0
VN190001	2	12	6	1
VN190001	3	2	6	1
VN190002	1	1	5	0
VN190002	2	10	10	1
VN190002	3	2	10	1
VN190003	1	1	11	0
VN190003	2	2	1	1
VN190003	3	12	1	1
VN190004	1	1	5	0
VN190004	2	2	1	1
VN190004	3	12	1	1
VN190004	4	10	11	1
VN190005	1	1	5	0
VN190005	2	17	8	1
VN190005	3	12	8	1
VN190005	4	2	1	1
VN190006	1	1	11	0
VN190006	2	18	1	1
VN190006	3	12	1	1
VN190007	1	1	5	0
VN190007	2	17	8	1
VN190007	3	12	8	1
VN190007	4	2	1	1
VN190008	1	1	5	0
VN190008	2	10	10	1
VN190008	3	17	6	1
VN190008	4	12	6	1
VN190008	5	2	6	1
VN190009	1	1	11	0
VN190009	2	12	6	1
VN190009	3	2	1	1
VN190009	4	10	6	1
VN190010	1	1	11	0
VN190010	2	2	1	1
VN190010	3	12	12	1
VN190010	4	10	11	1
VN190011	1	1	5	0
VN190011	2	2	6	1
VN190011	3	12	2	1
VN190011	4	10	10	1
VN190012	1	1	5	0
VN190012	2	10	11	1
VN190012	3	12	6	1
VN190012	4	2	6	1
VN190013	1	1	5	0
VN190013	2	2	1	0
VN190013	3	10	10	1
VN190013	4	12	1	1
VN190014	1	1	11	0
VN190014	2	12	6	1
VN190014	3	10	10	1
VN190014	4	2	6	1
VN190015	1	1	5	0
VN190015	2	17	6	1
VN190015	3	12	6	1
VN190016	1	1	5	0
VN190016	2	10	10	1
VN190016	3	12	10	1
VN190016	4	2	1	1
VN190017	1	10	3	1
VN190017	2	17	9	1
VN190017	3	12	2	1
VN190018	1	1	11	0
VN190018	2	12	6	1
VN190018	3	2	12	1
VN190018	4	10	11	1
VN190019	1	2	6	1
VN190019	2	12	6	1
VN190019	3	10	10	1
VN190020	1	17	7	1
VN190020	2	2	6	1
VN190020	3	12	2	1
VN190021	1	1	5	0
VN190021	2	10	11	1
VN190021	3	12	2	1
VN190021	4	2	1	1
VN190022	1	19	1	0
VN190022	2	12	1	1
VN190023	1	1	5	0
VN190023	2	23	1	1
VN190023	3	12	1	1
VN190023	4	2	1	1
VN190024	1	23	1	1
VN190024	2	12	6	1
VN190024	3	10	10	1
VN190024	4	17	10	1
VN190025	1	1	5	0
VN190025	2	10	9	1
VN190025	3	23	1	1
VN190026	1	1	11	0
VN190026	2	12	6	1
VN190026	3	10	10	1
VN190026	4	2	6	1
VN190027	1	1	5	0
VN190027	2	10	11	1
VN190027	3	12	6	1
VN190027	4	2	6	1
VN190028	1	10	10	1
VN190028	2	12	6	1
VN190029	1	1	5	0
VN190029	2	10	11	1
VN190029	3	12	1	1
VN190029	4	2	6	1
VN190030	1	1	5	0
VN190030	2	23	1	1
VN190030	3	12	1	1
VN190030	4	2	1	1
VN190031	1	1	5	0
VN190031	2	10	11	1
VN190031	3	12	6	1
VN190031	4	2	6	1
VN190033	1	23	3	1
VN190033	2	17	6	1
VN190033	3	12	7	1
VN190033	4	2	7	1
VN190034	1	10	10	1
VN190034	2	12	1	1
VN190035	1	1	6	0
VN190035	2	10	11	1
VN190035	3	12	2	1
VN190036	1	10	10	1
VN190036	2	17	6	1
VN190036	3	12	6	1
VN190037	1	2	1	1
VN190037	2	11	11	1
VN190037	3	12	9	1
VN190038	1	10	11	1
VN190038	2	12	6	1
VN190039	1	17	7	1
VN190039	2	12	9	1
VN190039	3	10	10	1
VN190040	1	1	5	0
VN190040	2	12	1	1
VN190040	3	2	1	1
VN190040	4	10	11	1
VN190042	1	1	5	0
VN190042	2	17	6	1
VN190042	3	12	6	1
VN190042	4	2	6	1
VN190043	1	23	1	1
VN190043	2	17	7	1
VN190043	3	12	1	1
VN190044	1	1	5	0
VN190044	2	12	2	1
VN190044	3	23	2	1
VN190044	4	2	1	1
VN190047	1	10	10	1
VN190047	2	12	2	1
VN190048	1	1	5	0
