CHILDID	OUTID	REMREL	REMEST	REMGOOD
VN120020	2	6	50	50
VN120020	3	21	200	200
VN120022	1	5	0	100
VN120022	2	6	0	100
VN120022	3	21	100	100
VN120023	1	19	300	0
VN120023	2	21	50	0
VN120024	1	13	100	100
VN120024	2	19	200	0
VN120026	1	19	70	0
VN120026	2	21	150	0
VN120027	1	19	700	0
VN120027	2	21	100	0
VN120028	1	19	200	100
VN120029	1	5	100	100
VN120029	2	6	100	100
VN120029	3	21	100	100
VN120030	1	21	1000	0
VN120032	1	19	500	0
VN120032	2	21	1000	0
VN120033	1	19	300	0
VN120033	2	21	100	0
VN120034	1	19	400	0
VN120034	2	21	20	0
VN120035	1	19	1200	0
VN120035	2	21	200	0
VN120036	1	19	700	0
VN120036	2	21	50	0
VN120037	1	19	2000	0
VN120037	2	21	20	0
VN120038	1	21	1000	0
VN120039	1	17	200	0
VN120039	2	18	200	0
VN120039	3	21	100	0
VN120040	1	1	3500	0
VN120041	1	19	200	100
VN120041	2	21	500	0
VN120042	1	13	200	300
VN120042	2	19	600	0
VN120042	3	21	400	0
VN120043	1	19	1800	0
VN120043	2	21	500	0
VN120045	1	21	200	1500
VN120046	1	19	800	0
VN120046	2	21	300	0
VN120048	1	21	1000	0
VN120049	1	19	300	0
VN120049	2	13	200	400
VN120049	3	21	300	0
VN120050	1	19	300	100
VN120050	2	21	400	0
VN120053	1	7	300	0
VN120053	2	19	500	0
VN120053	3	21	30	0
VN120054	1	13	500	0
VN120054	2	19	1000	0
VN120054	3	21	2000	0
VN120055	1	19	200	0
VN120055	2	21	800	0
VN120058	1	14	10000	0
VN120058	2	19	600	0
VN120058	3	21	700	0
VN120059	1	13	200	0
VN120059	2	19	500	0
VN120059	3	21	700	0
VN120060	1	21	300	0
VN120061	1	19	500	0
VN120061	2	21	500	100
VN120062	1	19	300	200
VN120062	2	21	500	100
VN120063	1	21	1000	0
VN120064	1	21	1500	0
VN120065	1	19	200	0
VN120065	2	21	400	0
VN120066	1	21	500	0
VN120067	1	19	1000	0
VN120067	2	21	300	0
VN120068	1	19	2000	0
VN120068	2	21	400	0
VN120069	1	21	1000	0
VN120069	2	5	50	10
VN120070	1	13	200	100
VN120070	2	19	700	0
VN120070	3	21	1000	0
VN120071	1	7	1000	0
VN120071	2	19	3000	0
VN120071	3	21	2000	0
VN120072	1	5	100	100
VN120072	2	6	100	100
VN120072	3	21	1000	0
VN120076	1	7	1000	0
VN120076	2	14	500	0
VN120076	3	21	500	0
VN120077	1	5	100	50
VN120077	2	6	50	50
VN120077	3	21	500	0
VN120078	1	19	300	0
VN120078	2	21	1000	0
VN120079	1	19	300	0
VN120079	2	21	300	0
VN120080	1	13	500	0
VN120080	2	19	700	0
VN120080	3	21	1200	0
VN120081	1	19	400	0
VN120081	2	21	600	0
VN120083	1	21	1500	0
VN120084	1	19	1000	0
VN120084	2	21	500	0
VN120085	1	19	500	0
VN120085	2	21	500	0
VN120086	1	19	500	0
VN120086	2	21	100	0
VN120087	1	5	100	100
VN120087	2	6	100	100
VN120087	3	21	400	0
VN120088	1	19	1500	0
VN120088	2	21	500	0
VN120089	1	21	500	0
VN120090	1	7	300	100
VN120090	2	19	500	0
VN120090	3	21	100	0
VN120092	1	13	100	0
VN120092	2	19	150	0
VN120092	3	21	100	0
VN120093	1	19	1000	0
VN120094	1	19	1000	0
VN120094	2	21	120	0
VN120095	1	6	50	50
VN120095	2	21	100	50
VN120096	1	19	800	0
VN120096	2	21	30	0
VN120097	1	6	50	20
VN120097	2	5	50	20
VN120097	3	21	100	100
VN120098	1	21	300	0
VN120099	1	13	200	100
VN120099	2	19	500	0
VN120099	3	21	300	0
VN120100	1	19	200	0
VN120100	2	21	100	0
VN120114	1	19	1000	0
VN120114	2	21	300	0
VN120115	1	19	400	0
VN120115	2	13	200	100
VN120121	1	19	100	0
VN120121	2	21	400	0
VN120124	1	19	200	0
VN120124	2	21	20	0
VN120125	1	13	500	100
VN120125	2	19	600	0
VN120125	3	21	300	0
VN120126	1	5	100	50
VN120126	2	6	50	100
VN120126	3	21	300	100
VN120133	1	19	500	0
VN120133	2	21	1500	0
VN120134	1	21	2000	0
VN120135	1	21	600	0
VN120139	1	13	200	0
VN120139	2	19	200	0
VN120139	3	21	100	0
VN120140	1	5	200	100
VN120140	2	6	200	100
VN120140	3	21	1000	0
VN120141	1	19	0	30
VN120141	2	21	500	0
VN120142	1	5	500	500
VN120142	2	6	500	500
VN120142	3	21	1000	200
VN120146	1	7	500	0
VN120146	2	19	800	0
VN120146	3	21	100	0
VN120148	1	15	400	200
VN120148	2	21	1000	0
VN120150	1	21	2000	100
VN130001	1	6	100	100
VN130001	2	5	100	100
VN130001	3	13	100	0
VN130001	4	21	150	0
VN130002	1	13	200	0
VN130002	2	21	30	0
VN130003	1	13	300	100
VN130003	2	6	50	0
VN130003	3	21	50	0
VN130003	4	19	50	0
VN130004	1	6	1000	300
VN130004	2	5	500	300
VN130004	3	13	300	100
VN130004	4	18	100	0
VN130004	5	21	1000	0
VN130005	1	13	400	100
VN130005	2	21	50	0
VN130006	1	21	20	0
VN130007	1	5	120	30
VN130007	2	19	0	160
VN130007	3	21	50	0
VN130008	1	13	30	0
VN130008	2	17	30	30
VN130009	1	18	1000	500
VN130009	2	17	300	0
VN130009	3	6	0	500
VN130009	4	5	0	200
VN130009	5	13	1000	0
VN130010	1	6	200	100
VN130010	2	5	200	100
VN130010	3	13	400	0
VN130010	4	21	200	100
VN130011	1	5	200	100
VN130011	2	6	200	100
VN130011	3	13	500	100
VN130011	4	21	100	0
VN130012	1	5	0	10
VN130012	2	6	1500	0
VN130012	3	13	0	50
VN130012	4	21	6	0
VN130013	1	13	200	0
VN130013	2	21	200	0
VN130014	1	18	200	100
VN130014	2	5	200	100
VN130014	3	13	150	100
VN130014	4	21	3000	0
VN130015	1	19	300	0
VN130016	1	19	300	0
VN130016	2	21	300	0
VN130017	1	6	1000	200
VN130017	2	15	200	0
VN130017	3	14	200	0
VN130017	4	21	200	0
VN130019	1	5	200	0
VN130019	2	6	200	0
VN130019	3	13	200	0
VN130021	1	21	15	0
VN130022	1	19	2000	0
VN130022	2	21	1500	0
VN130023	1	13	100	150
VN130023	2	5	100	0
VN130023	6	6	100	0
VN130024	1	5	500	0
VN130024	2	6	500	0
VN130024	3	13	700	300
VN130025	1	6	0	100
VN130025	2	14	400	0
VN130025	3	15	100	0
VN130027	1	6	200	0
VN130027	2	15	50	0
VN130027	3	21	50	0
VN130028	1	13	300	0
VN130028	2	17	100	0
VN130028	3	18	100	0
VN130029	1	13	200	50
VN130029	2	5	100	0
VN130029	3	6	100	0
VN130030	1	13	200	50
VN130030	2	14	100	0
VN130032	1	6	1000	0
VN130032	2	14	500	0
VN130033	1	14	50	0
VN130033	2	21	30	0
VN130033	3	15	0	15
VN130034	1	13	300	0
VN130034	2	21	30	0
VN130035	1	6	500	30
VN130035	2	13	30	0
VN130035	3	19	20	0
VN130036	1	13	50	150
VN130036	2	21	40	0
VN130037	1	13	200	0
VN130037	2	15	500	0
VN130038	1	13	100	100
VN130038	2	21	20	0
VN130039	1	5	100	0
VN130039	2	6	100	0
VN130039	3	13	200	50
VN130040	1	6	200	0
VN130040	2	15	200	0
VN130040	3	21	100	0
VN130040	4	16	100	0
VN130041	1	13	200	0
VN130042	1	13	700	0
VN130042	2	5	200	200
VN130043	1	5	100	0
VN130043	2	6	100	0
VN130043	3	13	50	0
VN130043	4	21	20	0
VN130044	1	13	200	0
VN130044	2	5	250	0
VN130044	3	6	250	0
VN130045	1	13	100	0
VN130045	2	6	100	0
VN130046	1	5	100	0
VN130046	2	19	100	0
VN130047	0	 	 	 
VN130047	1	5	300	100
VN130047	2	13	400	100
VN130048	1	13	100	0
VN130048	2	19	50	120
VN130049	1	21	30	0
VN130050	1	13	200	0
VN130051	1	6	500	100
VN130051	2	21	1000	0
VN130052	1	6	100	0
VN130052	2	5	100	0
VN130052	3	21	5	0
VN130053	1	6	500	100
VN130053	2	5	200	100
VN130053	3	19	100	0
VN130054	1	13	100	100
VN130054	2	5	100	50
VN130054	3	6	150	0
VN130054	4	21	30	0
VN130055	1	13	300	100
VN130055	2	5	300	0
VN130056	1	13	400	100
VN130056	2	5	1000	0
VN130056	3	6	1000	0
VN130056	4	21	80	0
VN130057	1	5	50	0
VN130057	2	6	50	0
VN130057	3	13	200	0
VN130057	4	19	400	0
VN130058	1	6	300	100
VN130058	2	13	1000	0
VN130058	3	21	200	0
VN130059	1	6	100	0
VN130059	2	5	100	0
VN130059	3	19	0	150
VN130059	4	21	5	0
VN130060	1	21	10	0
VN130063	1	13	200	50
VN130063	2	5	100	50
VN130063	4	21	50	0
VN130063	6	6	100	0
VN130064	1	13	400	0
VN130064	2	21	500	0
VN130064	3	14	0	80
VN130065	1	13	100	50
VN130065	2	19	50	150
VN130065	3	21	150	0
VN130066	1	5	650	100
VN130066	2	21	20	0
VN130067	1	13	400	0
VN130067	2	5	100	50
VN130067	3	21	200	0
VN130068	1	19	200	0
VN130068	2	21	200	0
VN130068	3	5	100	0
VN130068	4	6	100	0
VN130069	1	13	500	0
VN130069	2	5	200	50
VN130069	3	6	100	50
VN130070	1	13	200	100
VN130070	2	5	200	50
VN130070	3	6	200	50
VN130071	1	5	100	0
VN130071	2	6	100	0
VN130071	3	13	30	0
VN130071	4	21	20	0
VN130072	1	21	3000	1000
VN130073	1	13	200	50
VN130074	1	19	200	0
VN130074	2	5	50	0
VN130074	3	6	50	0
VN130075	1	13	600	0
VN130076	1	13	300	0
VN130076	2	5	2000	0
VN130076	3	21	500	0
VN130076	4	6	300	0
VN130076	5	18	200	0
VN130076	6	17	200	0
VN130077	1	5	600	200
VN130077	2	6	600	200
VN130077	3	13	3000	0
VN130077	4	21	0	200
VN130078	1	5	200	0
VN130078	2	6	200	0
VN130078	3	13	100	0
VN130078	4	21	200	0
VN130079	1	13	300	0
VN130079	2	5	100	0
VN130079	3	6	100	0
VN130080	1	17	100	50
VN130080	2	13	500	0
VN130080	3	21	100	0
VN130081	1	13	200	0
VN130081	2	5	300	50
VN130081	3	6	300	50
VN130082	1	1	3000	300
VN130083	1	5	200	100
VN130083	2	6	300	100
VN130083	3	13	300	200
VN130083	4	21	100	0
VN130085	1	17	20	0
VN130085	2	18	20	0
VN130085	3	5	20	0
VN130085	4	21	15	0
VN130086	1	5	50	50
VN130086	2	6	50	50
VN130087	1	13	100	50
VN130088	1	6	0	300
VN130088	2	5	0	200
VN130088	3	13	0	300
VN130088	4	21	100	0
VN130089	1	21	20	0
VN130090	1	21	20	0
VN130091	1	5	0	50
VN130092	1	13	100	200
VN130092	2	5	200	0
VN130092	3	19	200	0
VN130094	1	13	400	200
VN130094	2	5	200	100
VN130094	3	6	200	100
VN130095	1	13	400	100
VN130095	2	21	100	0
VN130096	1	13	200	100
VN130096	2	19	0	100
VN130097	1	18	100	0
VN130098	1	13	1000	200
VN130098	2	5	100	100
VN130099	1	13	100	50
VN130099	2	5	200	0
VN130099	3	6	200	0
VN130101	1	19	700	300
VN130101	2	21	30	0
VN130102	1	13	200	0
VN130103	1	13	200	0
VN130103	2	5	1500	0
VN130104	1	6	500	100
VN130104	2	5	500	100
VN130104	3	13	0	50
VN130104	4	21	300	0
VN140001	1	13	300	100
VN140001	2	5	200	100
VN140001	3	21	500	0
VN140002	1	6	100	40
VN140002	2	5	0	50
VN140003	1	5	100	0
VN140003	2	13	200	50
VN140003	3	21	50	0
VN140004	1	13	500	100
VN140004	2	19	400	0
VN140004	3	21	500	0
VN140006	1	19	300	100
VN140006	2	5	100	50
VN140007	1	6	2000	0
VN140007	2	13	0	500
VN140008	1	19	100	50
VN140008	2	21	20	0
VN140009	1	13	100	0
VN140010	1	19	150	0
VN140010	2	21	10	0
VN140011	1	17	100	0
VN140011	2	13	200	100
VN140012	1	21	30	0
VN140013	1	19	100	0
VN140013	2	21	15	0
VN140015	1	13	100	0
VN140015	2	17	150	0
VN140016	1	19	150	50
VN140016	2	21	15	0
VN140017	1	13	500	0
VN140017	2	21	15	0
VN140018	1	19	200	0
VN140020	1	13	100	100
VN140021	1	13	300	0
VN140022	1	5	50	0
VN140022	2	13	500	0
VN140023	1	6	50	0
VN140023	2	5	50	0
VN140024	1	5	300	200
VN140024	2	19	500	0
VN140024	3	21	1000	0
VN140025	1	6	100	50
VN140025	2	5	100	50
VN140025	3	19	300	0
VN140026	1	5	40	20
VN140026	2	6	0	60
VN140026	3	9	40	0
VN140027	1	13	200	0
VN140027	2	19	0	100
VN140028	1	5	50	0
VN140028	2	6	50	0
VN140029	1	14	100	0
VN140029	2	19	200	0
VN140029	3	5	200	100
VN140029	4	6	200	100
VN140030	1	13	150	50
VN140031	1	21	20	0
VN140031	2	13	130	20
VN140032	1	5	100	100
VN140032	2	19	150	0
VN140033	1	14	200	0
VN140033	2	19	100	50
VN140034	1	6	100	20
VN140034	2	5	50	50
VN140034	3	21	10	0
VN140036	1	6	500	0
VN140037	1	13	200	50
VN140037	2	21	50	0
VN140038	1	19	150	30
VN140038	2	21	10	0
VN140039	1	19	230	50
VN140039	2	21	10	0
VN140040	1	12	550	0
VN140040	2	21	200	0
VN140042	1	13	300	0
VN140042	2	5	100	100
VN140042	3	6	100	100
VN140043	1	5	200	0
VN140045	1	19	50	0
VN140045	2	21	50	0
VN140046	1	13	200	0
VN140046	2	21	30	0
VN140047	1	13	100	50
VN140048	1	13	200	0
VN140049	1	14	200	0
VN140049	2	21	50	0
VN140050	1	13	200	0
VN140050	2	5	100	200
VN140050	3	6	100	200
VN140051	1	13	100	0
VN140051	2	21	30	0
VN140053	1	13	200	0
VN140054	1	18	100	0
VN140054	2	13	100	0
VN140055	1	13	200	0
VN140056	1	21	50	0
VN140057	1	13	500	0
VN140057	2	5	100	500
VN140057	3	6	100	500
VN140058	1	19	50	0
VN140059	1	5	100	0
VN140059	2	6	100	0
VN140059	3	13	200	0
VN140059	4	18	100	0
VN140061	1	6	400	0
VN140061	2	19	200	0
VN140062	1	21	300	0
VN140062	2	6	600	0
VN140063	1	6	700	0
VN140063	2	21	15	0
VN140064	1	5	100	0
VN140064	2	6	100	0
VN140064	3	19	200	0
VN140067	1	13	700	0
VN140067	2	5	500	0
VN140067	3	5	500	0
VN140068	1	13	200	0
VN140068	2	5	100	0
VN140068	3	6	100	0
VN140069	1	18	200	0
VN140069	2	21	15	0
VN140070	1	13	200	0
VN140070	2	17	200	0
VN140070	3	18	200	0
VN140071	1	13	100	0
VN140071	2	21	200	0
VN140073	1	13	500	0
VN140073	2	21	15	0
VN140074	1	13	400	0
VN140074	2	21	10	0
VN140077	1	13	300	0
VN140077	2	21	20	0
VN140078	1	19	200	0
VN140078	2	21	15	0
VN140079	1	13	300	50
VN140079	2	5	200	0
VN140080	1	13	50	0
VN140080	2	5	50	0
VN140080	3	6	50	0
VN140081	1	21	50	0
VN140081	2	19	200	0
VN140081	3	6	0	50
VN140081	4	5	0	50
VN140083	1	13	300	0
VN140083	2	21	20	0
VN140084	1	5	100	200
VN140084	2	6	100	200
VN140085	1	13	100	0
VN140087	1	13	200	50
VN140088	1	18	200	0
VN140088	2	13	0	100
VN140090	1	13	200	70
VN140090	2	5	100	0
VN140091	1	19	100	30
VN140091	2	21	15	0
VN140092	1	13	200	50
VN140093	1	5	1000	0
VN140093	2	13	100	0
VN140095	1	13	300	100
VN140095	2	5	100	0
VN140096	1	13	200	100
VN140096	2	5	200	50
VN140096	3	19	300	0
VN140097	1	6	0	500
VN140097	2	19	200	0
VN140097	3	21	10	0
VN140098	1	5	100	50
VN140098	2	6	100	50
VN140098	3	19	200	0
VN140100	1	13	150	100
VN140100	2	19	100	0
VN140101	1	13	500	200
VN140101	2	19	100	50
VN140102	1	21	1500	0
VN140103	1	6	3600	500
VN140107	1	13	2000	0
VN140107	2	19	300	0
VN150002	1	21	50	0
VN150005	1	21	12	0
VN150009	1	21	30	0
VN150010	1	1	220	0
VN150011	1	21	50	0
VN150013	1	21	50	0
VN150015	1	21	150	0
VN150018	1	21	50	0
VN150020	1	5	2400	-77
VN150023	1	21	50	0
VN150029	1	21	20	0
VN150030	1	5	400	0
VN150031	1	21	50	0
VN150033	1	21	30	0
VN150039	1	21	10	0
VN150051	1	14	50	40
VN150051	2	21	20	0
VN150055	1	21	10	0
VN150056	1	21	50	0
VN150057	1	21	10	0
VN150060	1	21	60	0
VN150061	1	21	20	0
VN150063	1	21	300	0
VN150063	2	1	500	0
VN150065	1	21	20	0
VN150068	1	5	50	0
VN150068	2	6	0	50
VN150068	3	13	200	300
VN150068	4	21	30	0
VN150070	1	21	50	0
VN150070	2	5	0	300
VN150070	3	6	0	300
VN150070	4	7	0	300
VN150071	1	21	20	0
VN150072	1	21	30	0
VN150073	1	5	70	0
VN150073	2	6	150	0
VN150078	1	21	50	0
VN150079	1	21	20	0
VN150081	1	21	60	0
VN150083	1	21	12	0
VN150087	1	21	200	0
VN150087	2	1	2000	0
VN150089	1	21	100	0
VN150089	2	1	300	0
VN150090	1	14	0	98
VN150090	2	13	500	0
VN150091	1	21	20	0
VN150092	1	21	50	0
VN150092	2	1	200	0
VN150099	1	21	50	0
VN150101	1	6	-77	1000
VN150105	1	21	5	0
VN150107	1	21	100	0
VN150130	1	21	50	0
VN150134	1	21	50	0
VN150137	1	5	0	40
VN150137	2	6	0	40
VN150138	1	21	100	0
VN150138	2	1	500	0
VN150140	1	21	30	0
VN150142	1	21	10	0
VN160001	1	21	20	0
VN160004	1	21	50	0
VN160004	2	13	100	200
VN160005	1	21	50	0
VN160006	1	21	20	0
VN160009	1	13	300	0
VN160009	2	6	200	0
VN160009	3	5	200	0
VN160009	4	21	30	0
VN160010	1	21	40	0
VN160011	1	21	120	0
VN160011	2	13	300	0
VN160011	3	5	200	0
VN160015	1	21	50	0
VN160015	2	13	400	0
VN160015	3	5	200	50
VN160016	1	21	50	0
VN160016	2	1	600	0
VN160017	1	21	30	0
VN160017	2	1	100	50
VN160018	1	21	50	0
VN160019	1	21	30	0
VN160020	1	1	100	100
VN160021	1	21	10	0
VN160021	2	1	200	0
VN160022	1	21	20	0
VN160023	1	21	20	0
VN160024	1	21	53	0
VN160024	2	5	0	100
VN160024	3	6	0	100
VN160025	1	21	40	0
VN160025	2	5	100	0
VN160025	3	6	100	0
VN160025	4	19	300	0
VN160026	1	21	100	40
VN160026	2	13	200	36
VN160026	3	5	100	0
VN160026	4	6	100	0
VN160028	1	5	200	0
VN160029	1	21	10	10
VN160029	2	13	300	0
VN160029	3	6	100	80
VN160029	4	5	100	0
VN160033	1	21	50	0
VN160033	2	1	500	0
VN160034	1	21	10	0
VN160034	2	6	100	50
VN160034	3	5	100	45
VN160035	1	21	20	0
VN160035	2	1	300	0
VN160037	1	21	50	0
VN160037	2	13	180	0
VN160037	3	5	300	50
VN160037	4	6	250	60
VN160038	1	21	20	0
VN160038	2	1	50	0
VN160039	1	21	20	0
VN160044	1	21	20	0
VN160045	1	21	30	0
VN160045	2	13	400	300
VN160045	3	5	100	0
VN160045	4	6	100	0
VN160046	1	21	500	0
VN160048	1	21	100	0
VN160048	2	1	2000	400
VN160049	1	21	30	0
VN160050	1	5	20	60
VN160050	2	6	100	80
VN160050	3	13	500	0
VN160052	1	21	20	0
VN160053	1	10	400	0
VN160053	2	21	30	0
VN160054	1	1	50	0
VN160055	1	13	200	0
VN160055	2	21	20	0
VN160056	1	21	20	0
VN160057	1	21	13	0
VN160058	1	21	20	0
VN160059	1	21	30	200
VN160059	2	13	300	80
VN160059	3	5	0	60
VN160060	1	1	400	0
VN160062	1	1	400	100
VN160063	1	21	10	0
VN160063	2	13	0	100
VN160065	1	5	100	50
VN160065	2	6	100	80
VN160067	1	21	13	24
VN160067	2	6	80	40
VN160067	3	5	80	0
VN160067	4	13	0	140
VN160069	1	21	30	20
VN160069	2	13	200	0
VN160070	1	5	200	50
VN160070	2	6	200	0
VN160072	1	21	13	0
VN160072	2	5	0	30
VN160072	3	6	0	50
VN160072	4	13	20	60
VN160073	1	21	50	0
VN160075	1	21	20	0
VN160075	2	1	50	0
VN160076	1	21	40	0
VN160076	2	13	180	0
VN160077	1	21	10	0
VN160078	1	21	15	0
VN160078	2	1	150	0
VN160080	1	21	30	0
VN160080	2	13	0	60
VN160081	1	21	20	0
VN160081	2	13	200	150
VN160082	1	21	50	0
VN160085	1	21	50	0
VN160085	2	1	3000	0
VN160085	3	7	2000	0
VN160086	1	21	0	20
VN160086	2	13	120	160
VN160089	1	7	1000	0
VN160090	1	21	20	0
VN160091	1	6	100	100
VN160091	2	5	100	100
VN160092	1	1	200	0
VN160094	1	21	10	0
VN160096	1	21	20	0
VN160097	1	21	20	0
VN160097	2	19	500	0
VN160098	1	21	30	0
VN160099	1	21	10	8
VN160100	1	21	20	0
VN160104	1	1	100	0
VN160114	1	21	35	0
VN160114	2	5	0	50
VN160114	3	6	0	50
VN160114	4	13	200	70
VN170001	1	14	300	0
VN170002	1	21	50	0
VN170005	1	21	70	0
VN170009	1	14	500	0
VN170009	2	19	900	0
VN170009	3	21	600	0
VN170013	1	21	10	0
VN170015	1	21	50	0
VN170016	1	21	20	0
VN170017	1	14	100	0
VN170018	1	21	1500	0
VN170018	2	13	5000	0
VN170020	1	21	-77	0
VN170021	1	21	-77	0
VN170024	1	21	10	0
VN170025	1	21	250	0
VN170026	1	21	50	0
VN170028	1	21	60	0
VN170030	1	14	300	0
VN170030	2	19	1000	200
VN170030	3	21	500	0
VN170032	1	5	6000	500
VN170032	2	6	6000	700
VN170032	3	13	1000	0
VN170032	4	14	500	0
VN170032	5	21	1000	0
VN170033	1	14	200	0
VN170033	2	19	400	100
VN170033	3	21	600	0
VN170034	1	21	100	0
VN170035	1	6	5000	0
VN170035	2	14	200	0
VN170035	3	21	1000	0
VN170036	1	21	-77	0
VN170037	1	21	300	0
VN170038	1	21	500	0
VN170039	1	14	250	0
VN170040	1	14	200	0
VN170040	2	19	700	100
VN170043	1	14	300	0
VN170043	2	21	800	0
VN170047	1	21	500	0
VN170048	1	21	80	0
VN170050	1	14	250	0
VN170050	2	21	800	0
VN170052	1	21	20	0
VN170053	1	13	400	0
VN170053	2	14	300	0
VN170054	1	21	60	0
VN170056	1	14	200	0
VN170056	2	21	400	100
VN170062	1	14	500	0
VN170063	1	17	500	500
VN170064	1	21	300	0
VN170064	2	19	400	100
VN170066	1	21	-77	0
VN170068	1	21	100	0
VN170069	1	14	200	0
VN170069	2	5	500	100
VN170069	3	21	400	0
VN170070	1	21	-77	0
VN170077	1	14	300	0
VN170079	1	14	100	0
VN170080	1	21	-77	0
VN170085	1	14	400	0
VN170085	2	5	1000	0
VN170085	3	6	1000	200
VN170085	4	21	500	0
VN170086	1	21	100	0
VN170087	1	21	-77	0
VN170088	1	21	120	0
VN170091	1	14	500	0
VN170091	2	19	1000	200
VN170091	3	21	1400	0
VN170092	1	14	200	0
VN170092	2	19	2000	0
VN170092	3	21	400	0
VN170093	1	5	600	200
VN170093	2	19	300	0
VN170093	3	14	200	0
VN170094	1	14	300	0
VN170094	2	19	500	100
VN170095	1	21	-77	0
VN170096	1	21	100	0
VN170097	1	21	-77	0
VN170100	1	19	3000	0
VN170100	2	21	1000	0
VN170100	3	6	6000	100
VN170101	1	14	80	0
VN170104	1	21	-77	0
VN170109	1	14	200	0
VN170112	1	21	500	0
VN170114	1	21	-77	0
VN170118	1	21	-77	0
VN170126	1	21	50	0
VN170144	1	21	-77	0
VN180001	1	21	100	0
VN180002	1	21	78	0
VN180003	1	13	500	0
VN180003	2	21	300	0
VN180005	1	21	100	0
VN180006	1	21	60	0
VN180006	2	6	3600	0
VN180007	1	13	50	0
VN180007	2	14	50	0
VN180008	1	21	40	0
VN180016	1	21	150	0
VN180017	1	21	100	0
VN180018	1	21	80	0
VN180019	1	8	5400	0
VN180019	2	21	50	0
VN180020	1	21	300	0
VN180021	1	13	5000	0
VN180021	2	21	500	0
VN180023	1	21	500	0
VN180024	1	5	6000	0
VN180024	2	6	6000	0
VN180024	3	21	200	0
VN180025	1	21	200	0
VN180026	1	6	500	0
VN180026	2	5	200	0
VN180026	3	21	200	0
VN180027	1	21	500	0
VN180028	1	21	53	0
VN180029	1	6	15000	0
VN180029	2	13	5000	0
VN180029	3	21	2000	0
VN180030	1	21	1100	0
VN180031	1	21	200	0
VN180032	1	21	200	0
VN180033	1	21	300	500
VN180034	1	21	200	0
VN180035	1	21	16000	0
VN180035	2	21	70	0
VN180036	1	21	500	0
VN180037	1	21	-77	0
VN180039	1	21	200	0
VN180040	1	21	150	0
VN180040	2	1	1800	0
VN180042	1	21	12200	0
VN180043	1	21	1500	0
VN180044	1	21	300	0
VN180044	2	1	0	500
VN180045	1	21	30	0
VN180046	1	7	5000	0
VN180046	2	14	1000	0
VN180046	3	21	2000	0
VN180047	1	21	300	0
VN180047	2	6	3600	0
VN180048	1	21	350	0
VN180050	1	21	30	0
VN180051	1	5	1500	0
VN180051	2	21	500	0
VN180054	1	5	500	0
VN180054	2	19	300	0
VN180054	3	21	300	0
VN180055	1	6	16000	0
VN180055	2	5	8000	0
VN180055	3	21	1000	0
VN180055	4	14	3000	0
VN180056	1	21	50	0
VN180057	1	21	500	0
VN180057	2	5	7000	0
VN180058	1	21	46	0
VN180060	1	21	50	0
VN180061	1	21	100	0
VN180064	1	21	500	0
VN180064	2	7	3000	0
VN180065	1	13	1000	0
VN180065	2	21	100	0
VN180066	1	21	200	0
VN180067	1	21	550	0
VN180068	1	21	250	0
VN180069	1	5	1000	0
VN180069	2	14	0	200
VN180069	3	21	200	0
VN180071	1	21	200	0
VN180073	1	21	600	0
VN180074	1	21	1000	0
VN180075	1	21	150	50
VN180075	2	5	600	0
VN180076	1	14	5000	0
VN180076	2	21	1000	0
VN180077	1	21	1000	0
VN180078	1	21	300	0
VN180078	2	5	500	0
VN180078	3	6	500	0
VN180079	1	6	5000	0
VN180079	2	21	400	0
VN180080	1	13	400	50
VN180080	2	21	500	0
VN180081	1	6	1000	0
VN180081	2	21	200	0
VN180082	1	21	60	0
VN180083	1	21	40	0
VN180084	1	21	62	0
VN180085	1	21	50	0
VN180087	1	1	2000	0
VN180087	2	21	134	0
VN180088	1	21	250	0
VN180089	1	21	160	0
VN180090	1	21	64	-77
VN180091	1	21	700	0
VN180095	1	7	600	0
VN180095	2	21	200	0
VN180096	1	21	100	0
VN180098	1	21	150	0
VN180099	1	13	2000	0
VN180099	2	21	300	0
VN180100	1	21	50	0
VN180104	1	21	10	0
VN180105	1	21	50	0
VN180106	1	21	500	0
VN180107	1	21	200	0
VN180107	2	6	1500	0
VN180107	3	5	0	200
VN180110	1	21	120	0
VN180110	2	1	200	0
VN180112	1	21	50	0
VN180113	1	21	500	0
VN180117	1	13	2000	0
VN180117	2	21	300	0
VN180118	1	21	300	0
VN180121	1	7	400	0
VN180121	2	21	100	0
VN180123	1	21	60	0
VN190001	1	21	50	0
VN190002	1	21	20	0
VN190002	2	7	1200	200
VN190003	1	21	200	0
VN190004	1	21	10	0
VN190005	1	21	125	0
VN190006	1	21	140	0
VN190007	1	21	60	0
VN190008	1	21	20	0
VN190009	1	21	200	0
VN190010	1	21	350	0
VN190010	2	13	200	100
VN190011	1	21	50	0
VN190012	1	21	20	0
VN190013	1	21	50	0
VN190014	1	21	428	0
VN190015	1	13	1000	0
VN190015	2	5	1000	0
VN190016	1	21	90	0
VN190017	1	21	66	0
VN190018	1	21	60	0
VN190019	1	21	80	0
VN190020	1	21	45	0
VN190021	1	21	200	0
VN190022	1	21	80	0
VN190023	1	21	130	0
VN190024	1	21	10	0
VN190026	1	21	60	0
VN190027	1	21	150	0
VN190027	2	1	1200	0
VN190028	1	21	30	0
VN190029	1	21	100	0
VN190029	2	1	100	0
VN190030	1	21	120	0
