CHILDID	PASSID	PASSET	NUMPASS	VALPASS	DECPASS
VN070045	2	3	1	2700	1
VN070045	3	5	1	2500	1
VN070046	1	1	3	50	3
VN070046	2	3	0	-99	99
VN070049	1	3	1	2000	3
VN070049	2	5	3	600	3
VN070049	3	1	8	100	3
VN070050	1	8	2	3500	3
VN070050	2	5	1	2000	3
VN070050	3	1	25	342	3
VN070051	1	3	1	1000	1
VN070051	2	5	1	300	1
VN070051	3	1	6	180	1
VN070052	1	1	6	240	1
VN070052	2	3	1	300	1
VN070052	3	5	1	1000	1
VN070053	1	8	0	-99	99
VN070053	2	5	2	2000	2
VN070053	3	1	9	90	2
VN070054	1	1	11	500	80
VN070054	2	2	1	300	80
VN070054	3	25	2	500	80
VN070055	1	1	3	35	5
VN070055	2	5	1	150	5
VN070057	1	5	2	3000	5
VN070058	1	3	1	500	80
VN070058	2	5	1	300	80
VN070058	3	1	9	300	80
VN070059	1	1	4	50	1
VN070059	2	3	1	1000	1
VN070059	3	5	2	6000	1
VN070060	1	1	8	300	1
VN070060	2	3	1	2000	1
VN070060	3	5	1	1000	1
VN070063	1	23	-77	150	2
VN070064	1	8	1	1000	3
VN070064	2	5	1	400	3
VN070064	3	1	6	50	3
VN070065	1	1	4	40	2
VN070065	2	5	1	600	2
VN070067	1	23	3	60	2
VN070068	1	23	5	380	2
VN070068	2	25	1	3700	2
VN070069	1	1	4	80	1
VN070069	2	3	1	2000	1
VN070070	1	25	1	7000	5
VN070070	2	23	5	150	5
VN070071	1	1	2	50	1
VN070072	1	1	3	9	4
VN070073	1	8	1	200	1
VN070073	2	30	3	150	1
VN070074	1	5	2	300	1
VN070074	2	3	1	50	1
VN070074	3	1	5	30	1
VN070075	1	5	2	2000	2
VN070075	2	3	1	3000	2
VN070075	3	1	7	100	2
VN070076	1	3	1	100	1
VN070076	2	1	5	100	1
VN070077	1	25	1	6000	2
VN070077	2	23	5	70	2
VN070078	1	1	3	35	1
VN070078	2	3	1	20	1
VN070078	3	5	1	750	1
VN070079	1	5	1	1000	2
VN070079	2	1	5	100	2
VN070082	1	25	1	10000	1
VN070082	2	30	1	100	1
VN070083	1	8	1	600	3
VN070084	1	1	3	35	2
VN070084	2	5	1	500	2
VN070085	1	25	1	30000	1
VN070087	1	1	3	100	1
VN070087	2	3	1	60	1
VN070087	3	5	1	200	1
VN070088	1	25	1	100	2
VN070088	2	23	1	40	2
VN070088	3	30	2	10	2
VN070090	1	1	1	-77	1
VN070090	2	5	1	-77	1
VN070090	3	3	1	-77	1
VN070091	1	31	1	500	2
VN070091	2	3	1	500	2
VN070091	3	5	1	200	2
VN070092	1	5	1	500	80
VN070092	2	3	1	400	80
VN070092	3	1	5	60	80
VN070093	1	1	2	50	3
VN070093	2	3	1	1000	3
VN070093	3	5	1	1500	3
VN070094	1	1	3	70	2
VN070094	2	5	1	1200	2
VN070095	1	31	1	20000	2
VN070095	2	30	4	140	2
VN070097	1	5	2	1000	1
VN070097	2	8	1	2000	1
VN070098	1	8	0	-99	99
VN070098	2	5	1	300	2
VN070098	3	1	7	50	2
VN070099	1	3	1	100	1
VN070099	2	5	1	100	1
VN070099	3	1	4	300	1
VN070100	1	5	1	100	1
VN070100	2	3	1	150	1
VN070100	3	1	9	100	1
VN070101	1	3	1	50	4
VN070101	2	1	4	60	4
VN070102	1	1	4	80	3
VN070102	2	3	1	150	3
VN070107	1	5	1	300	3
VN070107	2	3	1	200	3
VN070107	3	1	3	60	3
VN070116	1	5	1	700	2
VN070116	2	3	1	3300	2
VN070116	3	1	4	100	2
VN070118	1	5	2	2800	3
VN070118	2	3	1	800	3
VN070118	3	1	7	200	3
VN070123	1	25	1	50	1
VN070124	1	5	1	450	3
VN070124	2	3	1	50	3
VN070124	3	1	4	70	3
VN070125	1	25	2	300	1
VN080002	1	23	2	800	1
VN080005	1	25	1	4000	1
VN080008	1	25	1	120	2
VN080009	1	1	2	0	1
VN080011	1	8	20	180	1
VN080012	1	13	2	60	3
VN080013	1	25	1	70000	3
VN080014	1	30	20	1000	3
VN080015	1	23	10	3600	3
VN080018	1	22	-77	-77	1
VN080019	1	6	1	13000	1
VN080019	2	7	1	3400	1
VN080021	1	8	1	600	2
VN080021	2	1	3	85	1
VN080022	1	23	3	200	2
VN080024	1	1	3	19	1
VN080027	1	1	4	30	1
VN080029	1	1	3	25	80
VN080030	1	2	1	300	1
VN080030	2	3	1	0	1
VN080030	3	5	1	300	1
VN080031	1	1	4	180	3
VN080032	1	1	3	245	4
VN080033	1	8	2	1600	1
VN080034	1	1	4	400	2
VN080036	1	1	2	15	3
VN080036	2	3	1	40	3
VN080037	1	1	6	400	80
VN080038	1	1	2	180	2
VN080039	1	23	2	300	2
VN080041	1	1	4	200	3
VN080047	1	13	2	65	1
VN080048	1	25	1	6000	1
VN080048	2	31	3	100	80
VN080051	1	23	5	0	80
VN080052	1	23	5	7000	80
VN080053	1	23	1	800	2
VN080056	1	13	12	24000	1
VN080060	1	1	3	15	3
VN080060	2	8	4	150	3
VN080061	1	8	2	0	3
VN080061	2	5	1	100	3
VN080062	1	17	9	7000	1
VN080064	1	13	5	30	1
VN080066	1	31	1	4000	1
VN080067	1	23	1	400	1
VN080068	1	1	-77	-77	80
VN080069	1	25	1	1000	4
VN080069	2	31	1	8000	4
VN080070	1	25	1	12000	5
VN080071	1	25	1	400	3
VN080071	2	13	2	80	3
VN080072	1	1	9	-77	80
VN080075	1	25	1	480	2
VN080076	1	25	1	10000	2
VN080078	1	1	5	0	1
VN080080	1	25	1	180	2
VN080082	1	13	2	0	2
VN080084	1	25	1	5000	4
VN080085	1	30	1	16000	4
VN080086	1	1	1	0	1
VN080087	1	23	3	180	2
VN080088	1	23	2	500	2
VN080091	1	13	5	3000	2
VN080093	1	23	3	200	1
VN080094	1	23	3	10000	1
VN080096	1	25	1	16000	3
VN080097	1	15	1	800	3
VN080098	1	24	1	0	88
VN080115	1	5	1	150	1
VN080115	2	15	3	80	1
VN080115	3	1	3	20	1
VN080124	1	13	1	25	1
VN080132	1	2	10	20000	1
VN080132	2	25	1	3000	1
VN080132	3	1	2	-77	1
VN080142	1	23	10	0	3
VN080150	1	25	2	320	3
VN080154	1	23	1	3000	4
VN080162	1	23	2	70	4
VN090001	1	1	6	280	3
VN090002	1	1	2	100	80
VN090002	2	1	5	50	80
VN090003	1	25	1	4000	2
VN090003	2	23	1	500	2
VN090004	1	1	2	100	3
VN090005	1	1	10	300	1
VN090006	1	1	8	300	1
VN090007	1	1	9	40	80
VN090008	1	1	4	110	1
VN090009	1	1	9	418	80
VN090010	1	13	3	25	2
VN090011	1	1	14	306	2
VN090012	1	1	2	100	2
VN090013	1	13	3	30	1
VN090014	1	1	2	100	1
VN090015	1	30	1	5	1
VN090016	1	1	15	200	2
VN090017	1	1	11	350	2
VN090018	1	1	5	100	1
VN090018	2	5	1	150	1
VN090019	1	1	12	300	1
VN090019	2	3	1	50	1
VN090020	1	1	4	200	1
VN090020	2	1	5	100	1
VN090021	1	1	16	400	1
VN090023	1	1	14	100	1
VN090023	2	3	1	20	1
VN090024	1	1	6	170	3
VN090025	1	1	2	100	80
VN090025	2	1	6	50	80
VN090026	1	1	5	150	2
VN090027	1	1	7	200	3
VN090028	1	1	8	200	2
VN090029	1	1	8	400	3
VN090031	1	23	12	400	2
VN090032	1	1	7	200	3
VN090032	2	3	1	40	3
VN090033	1	23	19	900	2
VN090034	1	15	14	600	3
VN090036	1	1	7	350	1
VN090037	1	1	5	450	1
VN090038	1	1	9	100	1
VN090039	1	1	7	70	1
VN090042	1	1	6	200	2
VN090043	1	1	8	350	1
VN090043	2	6	1	8000	1
VN090044	1	1	4	40	1
VN090045	1	1	10	100	1
VN090046	1	1	4	150	2
VN090047	1	1	4	20	2
VN090048	1	1	6	80	2
VN090049	1	1	9	400	1
VN090050	1	1	3	30	1
VN090051	1	1	5	250	4
VN090052	1	1	5	50	1
VN090053	1	1	9	300	1
VN090054	1	1	6	300	3
VN090056	1	1	2	50	1
VN090057	1	1	6	250	2
VN090058	1	1	5	350	3
VN090059	1	1	6	210	1
VN090060	1	1	9	650	1
VN090061	1	1	9	100	1
VN090061	2	6	1	150	1
VN090061	3	8	3	20	1
VN090062	1	1	6	100	3
VN090062	2	3	1	40	3
VN090066	1	1	6	150	1
VN090067	1	1	6	150	1
VN090068	1	1	9	250	1
VN090069	1	1	6	160	1
VN090070	1	1	8	280	1
VN090071	1	1	5	150	2
VN090072	1	1	5	150	1
VN090073	1	1	10	200	1
VN090074	1	1	5	100	3
VN090074	2	8	1	20	3
VN090075	1	1	4	200	3
VN090076	1	1	4	100	1
VN090078	1	1	4	30	3
VN090079	1	1	7	340	1
VN090080	1	1	5	100	1
VN090081	1	1	10	250	3
VN090082	1	1	14	400	1
VN090082	2	6	1	300	1
VN090084	1	1	10	400	1
VN090085	1	11	10	200	4
VN090086	1	1	5	50	1
VN090087	1	1	5	150	1
VN090088	1	1	14	200	1
VN090090	1	1	4	30	3
VN090091	1	1	8	180	1
VN090092	1	1	13	400	2
VN090094	1	1	10	450	1
VN090095	1	1	7	200	2
VN090097	1	1	6	150	2
VN090098	1	1	7	200	1
VN090098	2	3	1	60	1
VN090099	1	1	12	170	3
VN090100	1	1	9	400	1
VN090101	1	1	2	50	1
VN090102	1	23	1	30	4
VN090102	2	30	2	30	3
VN090105	1	1	7	400	1
VN090106	1	1	10	200	2
VN090120	1	1	10	200	1
VN090121	1	1	4	60	2
VN090125	1	1	4	90	1
VN100002	1	1	10	150	1
VN100002	2	3	1	40	1
VN100003	1	13	4	100	90
VN100004	1	1	10	200	1
VN100004	2	8	1	400	1
VN100006	1	1	7	200	1
VN100007	1	1	5	150	1
VN100007	2	6	1	200	1
VN100008	1	1	77	70	2
VN100009	1	1	8	50	1
VN100010	1	1	3	100	1
VN100010	2	3	1	50	1
VN100010	3	6	1	100	1
VN100011	1	1	4	100	2
VN100011	2	8	1	200	80
VN100012	1	1	3	10	1
VN100012	2	3	1	85	1
VN100013	1	1	4	15	1
VN100013	2	8	1	120	80
VN100014	1	1	4	150	1
VN100014	2	5	1	400	1
VN100014	3	6	1	100	1
VN100016	1	1	2	10	2
VN100016	2	3	1	50	2
VN100016	3	6	1	100	2
VN100017	1	31	6	18000	1
VN100018	1	13	3	15	1
VN100020	1	30	3	9000	1
VN100024	1	1	4	20	1
VN100025	1	1	10	300	1
VN100026	1	1	4	150	1
VN100026	2	5	1	250	1
VN100026	3	6	1	150	1
VN100027	1	30	8	15000	1
VN100029	1	13	2	50	90
VN100030	1	1	9	400	3
VN100031	1	1	4	150	1
VN100031	2	5	1	350	1
VN100032	1	25	1	2000	1
VN100033	1	1	4	150	2
VN100033	2	3	1	60	2
VN100033	3	5	1	1000	2
VN100036	1	13	3	50	3
VN100038	1	1	8	200	1
VN100038	2	3	1	50	1
VN100038	3	6	1	400	1
VN100039	1	1	8	120	1
VN100040	1	31	1	12000	4
VN100041	1	1	5	150	1
VN100041	2	8	1	250	80
VN100042	1	1	4	150	1
VN100042	2	3	1	50	1
VN100042	3	8	1	400	80
VN100043	1	23	3	500	1
VN100044	1	13	5	100	1
VN100045	1	13	3	150	2
VN100046	1	1	8	170	1
VN100046	2	3	1	40	1
VN100050	1	1	4	500	3
VN100051	1	1	9	400	3
VN100052	1	1	6	100	1
VN100052	2	3	1	40	1
VN100053	1	1	14	180	1
VN100053	2	8	1	250	80
VN100054	1	1	2	10	2
VN100054	2	3	1	40	2
VN100055	1	1	4	180	3
VN100055	2	6	1	100	3
VN100056	1	1	3	100	3
VN100056	2	3	1	50	3
VN100057	1	1	6	150	1
VN100057	2	3	1	100	1
VN100057	3	6	6	200	1
VN100058	1	1	8	400	1
VN100059	1	13	3	20000	1
VN100060	1	1	3	100	1
VN100061	1	1	8	300	3
VN100061	2	3	1	50	3
VN100061	3	5	1	400	3
VN100062	1	25	1	7000	1
VN100062	2	23	1	400	1
VN100064	1	1	6	150	1
VN100064	2	3	1	80	1
VN100064	3	6	1	200	1
VN100066	1	1	6	150	1
VN100067	1	15	6	600	2
VN100069	1	1	11	100	1
VN100069	2	8	1	400	80
VN100070	1	1	9	400	1
VN100070	2	3	1	50	1
VN100070	3	6	1	200	1
VN100071	1	1	4	150	3
VN100071	2	3	1	80	3
VN100073	1	1	10	50	2
VN100073	2	3	1	20	2
VN100074	1	1	8	300	1
VN100074	2	6	1	180	1
VN100076	1	30	45	60000	3
VN100078	1	1	3	1500	2
VN100079	1	1	6	50	1
VN100079	2	3	1	40	1
VN100080	1	1	6	50	2
VN100081	1	1	3	60	2
VN100082	1	1	10	450	2
VN100082	2	3	1	60	2
VN100083	1	1	2	10	3
VN100084	1	1	15	700	2
VN100084	2	3	1	50	2
VN100086	1	1	2	20	1
VN100087	1	1	5	150	1
VN100088	1	1	7	120	3
VN100089	1	1	4	50	1
VN100090	1	13	7	50	2
VN100091	1	1	4	100	2
VN100092	1	1	6	50	1
VN100093	1	1	7	150	5
VN100093	2	3	1	30	5
VN100093	3	5	2	500	5
VN100094	1	1	2	50	1
VN100095	1	1	7	400	3
VN100096	1	1	5	150	1
VN100097	1	23	1	100	1
VN100097	2	25	1	300	1
VN100098	1	1	3	30	3
VN100098	2	3	1	40	3
VN100100	1	1	2	15	2
VN100101	1	1	4	130	2
VN100101	2	8	1	200	80
VN100103	1	1	5	20	1
VN100109	1	13	4	100	1
VN100111	1	1	3	50	80
VN100111	2	8	1	150	80
VN100113	1	1	6	200	1
VN100113	2	2	1	300	1
VN100113	3	5	1	250	1
VN100115	1	1	9	350	1
VN100118	1	1	4	20	1
VN110002	1	30	3	5000	2
VN110003	1	1	6	60	3
VN110003	2	3	1	50	3
VN110005	1	25	2	20000	80
VN110005	2	30	5	300	80
VN110006	1	25	1	3000	1
VN110006	2	23	2	100	1
VN110007	1	15	10	2000	2
VN110008	1	1	20	100	1
VN110008	2	5	1	300	1
VN110008	3	88	-88	-88	88
VN110010	1	1	10	120	3
VN110010	2	8	2	1600	3
VN110012	1	1	12	140	80
VN110013	1	8	8	50	4
VN110013	2	8	2	1000	3
VN110014	1	1	3	50	80
VN110014	2	8	2	500	80
VN110015	1	1	10	40	2
VN110015	2	8	1	100	2
VN110017	1	6	1	100	1
VN110017	2	1	16	40	1
VN110017	3	3	1	10	1
VN110018	1	1	15	200	80
VN110018	2	8	2	200	2
VN110019	1	1	5	50	80
VN110019	2	8	1	100	80
VN110021	1	1	1	300	80
VN110021	2	8	2	2000	80
VN110024	1	1	3	20	80
VN110024	2	8	1	1000	80
VN110025	1	1	5	70	80
VN110025	2	8	1	400	80
VN110026	1	1	1	250	1
VN110026	2	2	1	150	1
VN110026	3	3	1	120	1
VN110027	1	1	7	10	3
VN110029	1	1	4	120	80
VN110029	2	8	1	3000	80
VN110030	1	1	10	100	80
VN110030	2	8	3	2000	80
VN110031	1	1	4	20	80
VN110031	2	8	1	200	80
VN110032	1	1	3	10	80
VN110032	2	8	1	200	80
VN110033	1	1	10	100	80
VN110033	2	8	4	50	80
VN110034	1	13	3	50	1
VN110035	1	23	1	2500	80
VN110036	1	25	1	35000	1
VN110038	1	8	3	500	80
VN110038	2	1	6	50	80
VN110040	1	8	3	300	80
VN110040	2	1	9	50	80
VN110042	1	8	2	2000	80
VN110042	2	1	7	40	80
VN110043	1	25	1	2000	80
VN110043	2	30	4	140	80
VN110044	1	1	6	30	80
VN110044	2	5	1	100	80
VN110046	1	1	5	60	80
VN110046	2	8	1	100	80
VN110048	1	1	6	100	80
VN110049	1	1	4	30	80
VN110050	1	8	4	10000	80
VN110050	2	1	3	30	80
VN110051	1	1	7	100	80
VN110051	2	8	4	400	80
VN110052	1	1	3	20	2
VN110052	2	3	1	50	2
VN110052	3	8	1	100	2
VN110053	1	1	5	50	80
VN110054	1	1	6	20	80
VN110054	2	8	1	100	1
VN110055	1	1	10	60	2
VN110055	2	8	1	200	2
VN110056	1	1	6	40	4
VN110056	2	8	1	100	4
VN110057	1	1	3	70	4
VN110057	2	8	1	200	4
VN110058	1	1	6	30	80
VN110059	1	1	3	20	2
VN110059	2	8	1	100	2
VN110060	1	1	6	600	1
VN110060	2	8	1	300	1
VN110061	1	1	10	200	1
VN110063	1	1	15	400	80
VN110064	1	1	4	30	80
VN110064	2	8	1	500	80
VN110066	1	1	15	250	80
VN110067	1	1	15	300	80
VN110068	1	2	1	100	3
VN110068	2	1	5	20	80
VN110069	1	1	15	400	80
VN110069	2	8	2	3200	80
VN110072	1	1	18	20	80
VN110072	2	6	1	100	1
VN110073	1	8	2	500	80
VN110073	2	1	4	50	80
VN110074	1	1	5	200	80
VN110074	2	8	1	200	80
VN110075	1	4	1	100	1
VN110075	2	8	1	150	1
VN110075	3	1	5	70	1
VN110076	1	1	6	300	3
VN110076	2	8	1	500	3
VN110077	1	1	17	300	80
VN110077	2	8	3	450	80
VN110078	1	25	1	3000	80
VN110079	1	8	1	2000	80
VN110079	2	1	5	100	80
VN110080	1	1	4	10	2
VN110081	1	1	5	80	80
VN110081	2	3	1	50	80
VN110082	1	1	15	500	80
VN110082	2	8	7	700	80
VN110083	1	8	3	2000	2
VN110084	1	1	4	80	3
VN110084	2	8	1	1000	3
VN110085	1	1	6	400	80
VN110085	2	8	4	500	80
VN110086	1	1	3	20	80
VN110086	2	8	1	100	80
VN110087	1	23	2	3000	2
VN110088	1	1	6	20	2
VN110089	1	1	7	200	80
VN110090	1	25	1	2000	1
VN110091	1	25	1	30000	1
VN110091	2	7	1	10000	1
VN110092	1	8	4	5000	80
VN110092	2	1	5	50	80
VN110093	1	1	5	50	80
VN110093	2	8	1	190	80
VN110094	1	1	14	300	80
VN110094	2	8	6	250	80
VN110095	1	8	4	3000	1
VN110095	2	1	5	30	80
VN110096	1	1	8	200	80
VN110096	2	8	3	400	80
VN110097	1	1	25	400	80
VN110097	2	8	4	300	80
VN110098	1	1	5	100	80
VN110098	2	8	1	0	99
VN110099	1	1	6	300	2
VN110099	2	8	1	520	80
VN110100	1	1	3	5	2
VN110100	2	8	1	800	80
VN110101	1	13	1	10000	1
VN110104	1	8	4	5000	1
VN110104	2	1	5	50	1
VN110108	1	1	5	80	80
VN110108	2	8	1	700	80
VN110115	1	1	4	20	80
VN110115	2	8	1	150	80
VN110126	1	1	5	20	2
VN120001	1	1	10	250	0
VN120001	2	8	3	400	80
VN120003	1	6	1	1500	3
VN120003	2	1	6	80	3
VN120004	1	1	10	500	16
VN120004	2	3	1	70	16
VN120006	1	8	3	3000	80
VN120006	2	1	10	50	80
VN120007	1	1	20	400	80
VN120007	2	8	5	1000	80
VN120009	1	8	1	3000	4
VN120009	2	1	10	50	4
VN120010	1	1	10	150	80
VN120010	2	8	1	200	80
VN120011	1	1	7	100	80
VN120011	2	8	4	2000	80
VN120013	1	8	26	6000	80
VN120013	2	1	10	50	80
VN120014	1	1	10	150	80
VN120014	2	8	1	100	80
VN120015	1	8	3	500	80
VN120015	2	1	5	20	80
VN120016	1	1	10	30	80
VN120017	1	1	10	20	80
VN120017	2	8	1	1500	80
VN120018	1	1	10	50	80
VN120020	1	1	7	30	80
VN120022	1	1	6	20	80
VN120023	1	1	4	20	80
VN120024	1	1	10	100	80
VN120024	2	8	4	300	80
VN120026	1	1	4	180	80
VN120026	2	8	1	320	80
VN120027	1	1	6	100	80
VN120027	2	8	1	200	80
VN120028	1	1	9	100	80
VN120028	2	8	1	180	80
VN120029	1	1	20	100	80
VN120029	2	8	1	250	2
VN120030	1	8	3	3000	80
VN120030	2	1	10	50	80
VN120032	1	8	4	3000	80
VN120032	2	1	10	50	80
VN120033	1	1	7	100	80
VN120034	1	1	10	200	80
VN120034	2	8	1	100	80
VN120035	1	1	20	600	88
VN120035	2	8	6	2000	88
VN120036	1	1	10	200	80
VN120036	2	8	1	200	80
VN120037	1	1	6	100	80
VN120037	2	8	2	200	80
VN120038	1	8	2	200	80
VN120038	2	1	5	20	80
VN120039	1	1	6	60	80
VN120039	2	8	1	300	80
VN120040	1	1	7	105	3
VN120040	2	3	1	30	3
VN120040	3	5	1	300	3
VN120042	1	1	8	100	1
VN120043	1	1	10	300	80
VN120043	2	8	1	100	80
VN120045	1	8	1	100	1
VN120045	2	1	5	20	1
VN120046	1	1	7	140	80
VN120048	1	8	3	200	80
VN120048	2	1	9	40	80
VN120049	1	1	8	100	80
VN120049	2	8	6	400	80
VN120050	1	1	9	200	80
VN120050	2	8	4	500	80
VN120053	1	1	8	160	80
VN120053	2	8	2	200	80
VN120054	1	1	9	200	80
VN120054	2	8	5	1000	80
VN120055	1	24	1	13000	3
VN120058	1	23	2	50	80
VN120059	1	30	6	100	80
VN120060	1	8	1	2000	3
VN120060	2	1	5	50	4
VN120061	1	1	4	20	80
VN120061	2	8	1	100	80
VN120062	1	1	10	30	80
VN120062	2	8	1	300	80
VN120063	1	8	2	100	80
VN120063	2	1	10	50	80
VN120064	1	30	3	30	80
VN120065	1	1	7	100	80
VN120065	2	8	6	500	80
VN120066	1	1	5	20	80
VN120066	2	8	2	1000	80
VN120067	1	1	7	100	80
VN120067	2	8	1	50	80
VN120068	1	25	3	2000	80
VN120069	1	8	4	2000	80
VN120069	2	1	5	50	80
VN120070	1	1	9	150	80
VN120070	2	8	7	1000	80
VN120071	1	1	16	300	80
VN120072	1	1	5	40	80
VN120072	2	8	1	1000	80
VN120077	1	1	5	20	80
VN120077	2	8	1	700	1
VN120078	1	1	10	200	80
VN120078	2	8	2	300	80
VN120080	1	8	6	3000	80
VN120081	1	8	3	2000	80
VN120081	2	1	5	20	80
VN120083	1	30	30	7000	1
VN120084	1	1	7	200	80
VN120084	2	8	1	300	80
VN120085	1	25	1	150	80
VN120085	2	23	4	100	80
VN120086	1	31	1	3000	80
VN120087	1	8	1	300	80
VN120087	2	1	4	40	80
VN120088	1	1	7	140	80
VN120088	2	8	1	200	80
VN120089	1	8	3	500	80
VN120089	2	1	5	50	80
VN120090	1	1	4	80	80
VN120090	2	8	1	200	88
VN120092	1	1	9	200	80
VN120092	2	8	3	500	80
VN120093	1	8	1	100	80
VN120093	2	1	10	50	80
VN120094	1	1	6	120	80
VN120094	2	8	2	200	80
VN120095	1	1	5	20	80
VN120096	1	1	5	100	80
VN120096	2	8	1	100	80
VN120097	1	1	20	100	80
VN120098	1	8	2	100	80
VN120098	2	1	5	20	80
VN120099	1	1	9	300	80
VN120099	2	8	4	200	80
VN120100	1	1	4	120	80
VN120100	2	8	1	300	80
VN120114	1	1	10	150	80
VN120114	2	8	1	100	80
VN120115	1	1	10	100	80
VN120115	2	8	4	500	80
VN120121	1	8	6	1000	4
VN120121	2	1	8	50	4
VN120124	1	1	10	200	80
VN120124	2	8	1	100	80
VN120125	1	1	15	1000	80
VN120125	2	8	8	1000	80
VN120126	1	1	10	20	80
VN120126	2	8	1	200	80
VN120133	1	8	4	200	80
VN120133	2	1	10	50	80
VN120134	1	8	5	2500	80
VN120134	2	1	10	50	80
VN120135	1	1	10	50	80
VN120139	1	1	12	300	80
VN120139	2	8	6	400	80
VN120141	1	1	3	30	80
VN120146	1	1	6	120	80
VN120146	2	8	2	200	80
VN120148	1	8	4	2000	80
VN120148	2	1	10	50	80
VN120150	1	1	7	1000	80
VN120150	2	8	1	3000	80
VN130003	1	21	2	3500	1
VN130005	1	30	10	4000	1
VN130006	1	3	1	-77	3
VN130006	2	25	1	200	3
VN130006	3	1	7	100	3
VN130007	1	5	3	1000	2
VN130007	2	2	1	1000	2
VN130007	3	25	1	200	2
VN130010	1	25	1	200	2
VN130011	1	25	2	5000	1
VN130011	2	23	5	1000	6
VN130012	1	25	1	2000	1
VN130015	1	1	7	200	1
VN130015	2	5	1	200	1
VN130015	3	3	1	700	1
VN130016	1	30	2	2000	4
VN130020	1	30	10	20	1
VN130024	1	20	2	40	1
VN130026	1	1	3	10	1
VN130027	1	13	3	0	1
VN130035	1	30	20	50	2
VN130036	1	13	10	200	3
VN130037	1	21	2	2500	2
VN130038	1	30	40	100	1
VN130039	1	13	10	20000	1
VN130042	1	25	1	12000	1
VN130043	1	25	1	7000	1
VN130044	1	25	1	250000	1
VN130047	1	25	1	3000	1
VN130050	1	23	5	2000	1
VN130051	1	22	20	-77	4
VN130052	1	13	3	-77	3
VN130053	0	1	0	0	0
VN130056	1	17	1	1000	3
VN130056	2	30	100	10000	3
VN130057	1	25	1	5000	1
VN130058	1	23	4	400	1
VN130058	2	25	1	10000	1
VN130059	1	1	5	25	3
VN130060	1	13	3	-77	1
VN130065	1	1	5	70	2
VN130066	1	21	1	1800	2
VN130067	1	13	40	20000	1
VN130068	1	13	3	20	1
VN130069	1	25	1	10000	1
VN130069	2	23	3	250	2
VN130073	1	3	1	10	1
VN130073	2	1	5	20	3
VN130075	1	25	1	10000	4
VN130077	1	13	7	8000	1
VN130078	1	13	5	10000	1
VN130079	1	30	1	300	1
VN130079	2	3	1	2500	1
VN130079	3	30	1	700	1
VN130081	1	25	1	8000	1
VN130083	1	30	50	10800	3
VN130083	2	23	1	100	3
VN130086	1	5	1	500	1
VN130086	2	3	1	500	1
VN130086	3	1	6	20	1
VN130087	1	3	1	400	1
VN130087	2	1	5	100	1
VN130088	1	20	5	-77	88
VN130090	1	21	1	2000	2
VN130094	1	25	2	25000	1
VN130097	1	30	1	12000	3
VN130098	1	30	5	2000	2
VN130099	1	14	5	4000	1
VN130100	1	21	1	2000	2
VN130101	1	30	7	600	3
VN130103	1	30	3	50	1
VN130104	1	22	20	300	2
VN140001	1	25	1	5000	1
VN140002	1	5	1	200	2
VN140002	2	3	1	100	2
VN140002	3	1	3	20	2
VN140003	1	5	1	1000	2
VN140003	2	3	1	120	2
VN140003	3	1	5	70	2
VN140004	1	25	2	10000	1
VN140004	2	24	1	15000	1
VN140005	1	5	1	500	4
VN140005	2	3	1	500	4
VN140005	3	1	2	100	4
VN140006	1	5	2	1000	2
VN140006	2	3	2	400	2
VN140006	3	1	7	100	2
VN140007	1	4	1	10000	1
VN140007	2	5	1	1000	1
VN140007	3	3	1	500	1
VN140008	1	5	1	300	4
VN140008	2	3	1	50	4
VN140008	3	1	1	50	4
VN140009	1	13	1	2	5
VN140010	1	22	15	30	2
VN140011	1	13	2	5	2
VN140013	1	5	1	100	2
VN140013	2	3	1	500	2
VN140013	3	1	4	5	2
VN140015	1	23	2	400	1
VN140016	1	5	1	1000	1
VN140016	2	3	1	50	1
VN140016	3	1	1	15	1
VN140017	1	5	1	100	1
VN140017	2	3	1	15	1
VN140017	3	1	1	10	1
VN140018	1	5	2	500	1
VN140018	2	3	2	500	1
VN140019	1	14	1	14000	1
VN140019	2	30	5	10000	1
VN140019	3	30	3	2500	1
VN140020	1	13	4	15000	1
VN140021	1	23	1	200	2
VN140021	2	25	1	3000	2
VN140022	1	30	2	200	2
VN140023	1	23	2	150	1
VN140023	2	23	1	20	1
VN140023	3	30	4	30	1
VN140024	1	31	1	350000	2
VN140025	1	25	1	6000	1
VN140025	2	23	1	50	2
VN140026	1	3	2	1500	1
VN140026	2	1	4	100	1
VN140026	3	30	10	7000	1
VN140027	1	31	3	10000	2
VN140028	1	1	1	300	1
VN140028	2	3	1	500	1
VN140028	3	1	4	10	1
VN140029	1	13	3	10	1
VN140030	1	1	4	100	1
VN140030	2	5	1	200	1
VN140030	3	3	1	50	1
VN140031	1	23	1	10	2
VN140031	2	25	1	1500	1
VN140032	1	5	1	200	2
VN140032	2	3	1	10	2
VN140032	3	1	6	100	2
VN140033	1	1	7	30	1
VN140033	2	3	1	50	1
VN140033	3	5	1	150	1
VN140034	1	5	1	400	1
VN140034	2	30	1	400	1
VN140034	3	3	1	60	1
VN140036	1	23	25	5000	2
VN140037	1	1	4	100	1
VN140038	1	23	1	200	1
VN140038	2	25	1	4000	1
VN140039	1	5	2	1200	2
VN140039	2	4	0	0	88
