PLACEID	LCPRIDR5	LCLUNIT	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
22	9	1 TABLET	3.5	9	18	3.5	9	25	2.40000009536743
22	10	1 TAB	15	9	18	16	9	25	14.6000003814697
22	11	1PACKET	34	3	14	35	1	19	31.5
22	12	100 GRAMS	10	3	14	10	1	19	9.30000019073486
22	13	1 LITRE	32	3	14	35	1	19	30
22	14	KG	30	1	14	31	1	19	29
22	15	1KG	25	1	14	25	1	29	24
22	16	1KG	110	1	14	105	1	29	100
22	17	1KG	90	1	14	85	1	29	83
22	18	1KG	24	1	14	22	1	29	21
22	19	1KG	160	1	14	150	1	29	148
22	20	1KG	120	1	14	115	1	29	110
22	21	1KG	145	1	14	146	1	29	140
22	22	1KG	50	1	14	48	1	29	46
22	23	1 PIECE	11	1	28	10	1	30	9
22	24	1KG	35	1	14	36	1	29	33
22	25	1LITRE	50	1	15	50	1	21	48
22	26	1KG	200	1	15	200	1	21	190
22	27	1KG	380	1	28	375	1	30	370
22	28	1KG	300	1	28	310	1	30	290
22	29	1LITRE	52	1	28	50	1	30	46
22	30	1 PIECE	5	3	14	5	1	29	4.5
22	31	1KG	230	1	28	230	1	30	220
22	32	1KG	190	6	28	180	6	30	175
22	33	1KG	490	6	6	500	6	33	480
22	34	1KG	175	6	31	180	6	31	165
22	35	1KG	470	6	31	480	6	33	460
22	36	1KG	130	6	32	135	6	34	120
22	37	1KG	340	6	32	350	6	34	300
22	39	1KG	24	5	14	22	5	19	20
22	40	1KG	26	5	22	26	5	27	24
22	41	KG	20	5	22	18	5	27	17
22	42	1KG	22	5	14	21	5	19	19
22	43	1KG	30	5	22	28	5	27	27
22	44	1KG	250	1	14	25	1	19	23
22	45	KG	450	1	14	420	1	19	400
22	46	1KG	43	1	14	42	1	19	40
22	47	1KG	83	1	14	81	1	19	80
22	48	1KG	11	1	14	12	1	19	9
22	49	1KG	420	1	14	410	1	19	400
22	50	100 GRAMS	27	1	14	28	1	19	25
22	51	1KG	200	1	28	210	1	30	195
22	52	1KG	190	1	28	200	1	30	185
22	53	1 DOZEN	36	1	22	36	1	27	30
22	54	1 PIECE	17	1	22	15	1	27	14
22	55	1 KG	100	1	22	110	1	27	85
22	56	200 ML	14	1	28	14	1	30	13
22	57	1 LITRE	500	1	35	490	1	36	450
22	59	-	0	88	1	0	88	1	0
23	1	100 PAGES	10	15	18	11	15	33	9
23	2	1 PAIRE	290	1	27	300	1	28	280
23	3	2 MTS	190	1	17	185	1	20	170
23	4	1 2/2 MTS	145	1	17	150	1	20	135
23	5	1.10 MTS	200	1	17	210	1	20	185
23	6	1.20 MTS	140	1	17	130	1	20	120
23	7	1 PACK	21	9	22	18	9	29	18.8999996185303
23	8	1 TABLET	1	9	22	1	9	29	.899999976158142
23	9	1 TABLET	3	9	22	13.5	9	29	2.40000009536743
23	10	1 TABLET	16	9	22	15	9	29	13.8999996185303
23	11	1 PACK	35	3	18	36	3	23	32
23	12	1	10	3	18	11	3	23	9
23	13	0	0	3	18	0	3	33	0
23	14	1 KG	35	1	18	34	1	33	32
23	15	1 KG	30	1	18	32	1	33	29
23	16	1 KG	100	1	18	105	1	33	96
23	17	1 KG	25	1	18	26	1	33	24
23	18	1 KG	21	1	18	20	1	33	19
23	19	1 KG	160	1	18	155	1	33	145
23	20	1 KG	125	1	18	124	1	33	120
23	21	1 KG	95	1	18	94	1	33	90
23	22	1 KG	45	1	18	46	1	33	43
23	23	1 PIECE	10	1	32	11	1	34	9
23	24	1 KG	32	1	18	32	1	23	30
23	25	1 LITRE	56	1	25	55	1	19	52
23	26	1 KG	360	1	25	358	1	19	350
23	27	1 KG	380	1	25	385	1	19	375
23	28	1 KG	300	1	25	310	1	19	290
23	29	1 LITRE	50	1	25	55	1	19	48
23	30	1 PIECE	5	1	23	5	1	18	4.5
23	31	1 KG	30	1	34	30	1	32	28
23	32	1 KG	160	6	35	150	6	37	145
23	33	1 KG	500	6	35	510	6	37	490
23	34	1 KG	175	6	24	180	6	37	165
23	35	1 KG	520	6	35	520	6	37	500
23	36	1 KG	130	6	36	125	6	36	120
23	37	1 KG	300	6	36	320	6	38	290
23	39	1 KG	26	5	23	25	1	18	24
23	40	1 KG	24	5	26	25	5	31	20
23	41	1 KG	35	5	26	35	5	31	30
23	42	1 KG	20	5	26	21	5	31	18
23	43	1 KG	30	5	26	32	5	31	28
23	44	1 KG	210	1	18	205	1	23	200
23	45	1 KG	450	1	23	455	1	33	440
23	46	1 KG	44	1	18	43	1	23	40
23	47	1 LITRE	80	1	18	80	1	23	75
23	48	1 KG	10	1	18	11	1	23	9
23	49	1 KG	550	1	18	550	1	33	535
23	50	100 GRAMS	21	1	33	21	1	23	18
23	51	1 KG	210	1	33	210	1	23	200
23	52	1 KG	200	1	32	195	1	34	190
23	53	12 PIECES	36	3	39	37	3	31	34
23	54	1 PIECE	25	1	39	26	1	39	22
23	55	1 KG	100	1	39	100	1	39	85
23	56	200 ML	14	1	23	14	1	33	13
23	57	1 LITRE	500	1	40	500	1	40	470
23	59	0	0	88	34	0	88	36	0
24	1	100 PAGES	12	15	12	10	15	13	9
24	2	1 PAIRE	400	1	10	420	1	19	390
24	3	1	180	1	15	190	1	16	160
24	4	1	250	1	15	245	1	16	210
24	5	1	450	1	15	460	1	16	410
24	6	1	220	1	15	200	1	16	180
24	7	1	4.19999980926514	9	9	4	9	11	3.90000009536743
24	8	1	2	9	9	1.89999997615814	9	11	1.60000002384186
24	9	1	3.5	9	9	4	9	11	3.09999990463257
24	10	1	12	9	9	13	9	11	11.1999998092651
24	11	1 PACKET	35	3	12	35	3	13	33
24	12	1	10	1	12	10	3	13	9
24	13	1 LITRE	45	3	12	45	3	13	40
24	14	1 KG	45	1	12	44	1	13	40
24	15	1	25	1	12	26	1	13	24
24	16	1 KG	48	1	12	50	1	13	42
24	17	1 KG	50	1	12	55	1	13	45
24	18	1 KG	45	1	12	50	1	13	40
24	19	1 KG	120	3	12	125	3	13	110
24	20	1 KG	110	3	12	112	3	13	105
24	21	1 KG	100	1	12	95	1	13	90
24	22	1 KG	53	1	12	55	1	13	50
24	23	1	20	1	23	25	3	24	18
24	24	1 KG	32	1	12	33	1	13	30
24	25	1 LITRE	52	1	14	51	1	20	50
24	26	1 KG	380	1	9	385	1	11	370
24	27	1KG	360	1	14	350	1	20	340
24	28	1 KG	410	1	14	400	1	20	380
24	29	1 LITRE	54	1	14	52	1	20	50
24	30	1	5	1	12	5	1	13	4.5
24	31	1KG	150	1	14	155	1	20	130
24	32	1 KG	230	6	27	220	6	29	210
24	33	1 KG	600	6	27	580	6	29	560
24	34	1 KG	130	6	25	135	6	26	110
24	35	1 KG	550	6	27	550	6	29	500
24	36	1 KG	220	6	28	230	6	30	200
24	37	1 KG	400	6	28	390	6	30	370
24	39	1 KG	24	3	17	22	5	18	20
24	40	1 KG	35	5	17	32	5	18	30
24	41	1 KG	32	5	17	32	5	18	30
24	42	1 KG	13	5	17	14	5	18	11
24	43	1 KG	24	5	17	25	5	18	21
24	44	100 GRAMS	48	1	12	50	1	13	47
24	45	1 KG	650	1	12	665	1	13	640
24	46	1 KG	40	1	12	40	3	13	38
24	47	1 KG	78	1	12	80	1	13	75
24	48	1 KG	16	3	12	15	1	13	14
24	49	1 KG	500	1	12	510	1	13	480
24	50	100 GRAMS	30	1	12	35	1	13	28
24	51	1 KG	120	3	23	125	3	24	110
24	52	1 KG	240	1	23	230	1	24	220
24	53	1 DOZEN	40	3	7	45	3	8	35
24	54	1 KG	120	3	7	120	3	8	100
24	55	1 KG	110	3	7	105	3	8	95
24	56	300 ML	16	1	12	16	1	13	14
24	57	1 LITRE	780	1	21	800	1	22	730
24	59	00	0	88	15	0	88	12	0
25	1	01	11	15	13	11	15	14	9
25	2	01	360	17	11	350	17	20	300
25	3	01	200	1	16	210	1	17	180
25	4	01	240	1	16	245	1	17	210
25	5	01	400	1	16	430	1	17	380
25	6	01	210	1	16	200	1	17	90
25	7	01	4.5	9	10	4	9	12	3.79999995231628
25	8	01	2	9	10	2.5	9	12	1.79999995231628
25	9	01	3.59999990463257	9	10	3.5	9	12	3
25	10	01	13.1999998092651	9	10	13.5	9	12	12.3000001907349
25	11	01	40	3	13	42	3	13	38
25	12	01	10	3	13	42	3	14	38
25	13	01	50	3	13	48	3	14	40
25	14	kg	40	1	13	42	1	14	25
25	15	kg	28	1	13	27	1	14	25
25	16	kg	55	1	13	52	1	14	50
25	17	kg	45	1	13	48	1	14	42
25	18	kg	48	1	13	50	1	13	40
25	19	kg	110	3	13	115	1	13	100
25	20	kg	100	3	13	105	3	13	90
25	21	kg	85	1	13	84	1	14	80
25	22	kg	45	1	13	46	1	13	40
25	23	kg	60	3	24	60	1	25	50
25	24	kg	31	1	24	30	1	25	28
25	25	1leater	55	1	15	56	1	21	50
25	26	kg	360	1	15	56	1	21	350
25	27	kg	380	1	15	390	1	21	350
25	28	kg	410	1	15	420	1	21	400
25	29	1 leater	56	1	15	56	1	21	51
25	30	1	5	3	15	5	1	21	4.5
25	31	kg	150	1	24	160	1	25	140
25	32	kg	210	6	28	200	6	30	190
25	33	kg	560	6	28	570	6	30	540
25	34	kg	140	6	26	135	6	27	120
25	35	kg	540	6	28	530	6	30	500
25	36	kg	200	6	29	190	6	30	170
25	37	kg	400	6	29	380	6	31	350
25	39	kg	21	3	18	20	5	19	18
25	40	kg	28	5	10	27	5	19	25
25	41	kg	40	5	18	45	5	19	35
25	42	kg	13	3	18	12	5	19	10
25	43	kg	20	3	18	21	5	19	18
25	44	100grams	45	1	13	46	1	14	45
25	45	kg	650	1	13	660	1	14	640
25	46	kg	42	3	13	41	3	14	40
25	47	kg	80	1	13	78	1	14	40
25	48	kg	15	3	13	15	3	14	13
25	49	kg	480	1	13	490	1	14	30
25	50	100grams	35	1	13	40	1	14	30
25	51	kg	96	3	24	95	3	25	90
25	52	kg	245	1	24	250	1	25	210
25	53	DAJANU	45	1	8	45	1	9	40
25	54	KG	110	1	8	100	1	9	100
25	55	KG	120	1	8	125	1	9	100
25	56	300ML	16	1	13	16	1	22	14
25	57	1 LEATER	850	1	23	860	1	22	840
25	59	-	0	1	1	0	1	1	0
26	1	01	10	15	7	10	15	21	8
26	2	1PAIR	350	17	9	340	17	20	300
26	3	1 SHIRT	300	1	10	310	1	11	290
26	4	1 BLOUSE	400	1	10	390	1	11	380
26	5	1PANT	500	1	10	280	1	11	450
26	6	1SKIRT	200	1	10	150	1	11	200
26	7	1PEKET	19	9	12	18	9	13	18
26	8	1 TABLET	1.89999997615814	9	12	1.60000002384186	9	13	1.5
26	9	1TABLET	32	9	12	31	9	13	30
26	10	1TABLET	10.25	9	12	10	9	13	10
26	11	1PEACKE	30	3	8	30	3	15	29
26	12	1	10	3	8	10	3	15	9
26	13	1LEATER	30	3	8	30	3	15	29
26	14	1	40	1	8	40	1	15	38
26	15	1	30	1	8	30	1	15	29
26	16	1	40	1	8	39	1	15	38
26	17	1	40	1	8	40	1	15	39
26	18	1	40	1	8	40	1	15	39
26	19	1	120	3	8	110	1	15	110
26	20	1	120	3	8	90	3	15	110
26	21	1	80	1	8	80	1	15	75
26	22	1	40	1	8	38	1	15	38
26	23	1	100	3	16	110	1	24	95
26	24	1	45	1	8	40	1	15	40
26	25	1	40	1	14	45	1	18	39
26	26	1	400	1	14	390	1	18	390
26	27	1	440	1	14	450	1	18	430
26	28	1	400	1	14	390	1	18	400
26	29	1	50	1	14	50	1	18	49
26	30	1	5	3	8	5	1	15	4.5
26	31	1	300	1	16	299	1	24	280
26	32	1	210	6	22	200	6	25	190
26	33	1	550	6	22	520	6	25	500
26	34	1	130	6	22	120	6	25	100
26	35	1	600	6	22	590	6	25	580
26	36	1	200	6	23	200	6	23	190
26	37	1	380	6	23	370	6	23	360
26	39	1	15	3	8	16	5	15	15
26	40	1	20	5	8	19	5	15	18
26	41	1	20	5	8	19	5	15	18
26	42	1	15	3	8	16	5	15	14
26	43	1	15	5	8	20	5	15	18
26	44	1	300	1	8	290	1	15	280
26	45	1	700	1	8	680	1	15	690
26	46	1	40	3	8	42	3	15	39
26	47	1	80	1	8	85	1	15	80
26	48	1	10	3	8	9	3	15	8
26	49	1	750	1	8	730	1	15	740
26	50	1	150	1	8	140	1	15	130
26	51	1	95	3	8	93	2	15	90
26	52	1	220	1	16	240	1	24	200
26	53	1DAJANU	40	1	19	45	1	20	40
26	54	1KG	120	1	19	110	1	20	100
26	55	1	150	1	19	160	1	20	140
26	56	1 LEATER	65	1	8	70	1	15	60
26	57	1LEATER	600	1	26	590	1	26	580
26	59	0	0	88	7	0	88	13	0
27	1	100 pages	40	1	3	40	1	4	40
27	2	1 pair	400	1	9	450	1	10	400
27	3	1 shirt	350	1	9	400	1	10	350
27	4	1	500	1	9	450	1	10	450
27	5	1 black pant	300	1	9	350	1	10	300
27	6	1	400	1	9	400	1	10	400
27	7	27.5g	5	9	5	5	9	6	5
27	8	500mg	1	9	5	1	9	6	1
27	9	250	5	9	5	6	9	6	5
27	10	500mg	2	9	5	2	9	6	2
27	11	1 packet	30	1	3	35	1	4	40
27	12	1 cake	10	1	3	10	1	4	10
27	13	1 ltr	40	1	3	40	1	4	40
27	14	1 kg	30	1	3	30	1	4	30
27	15	1 kg	60	1	3	60	1	4	60
27	16	1 kg	40	1	3	40	1	4	40
27	17	1 kg	30	1	3	35	1	4	30
27	18	1 kg	40	1	3	40	1	4	40
27	19	1 kg	160	1	3	160	1	4	160
27	20	1 kg	120	1	3	120	1	4	120
27	21	1 kg	100	1	3	100	1	4	100
27	22	1 kg	60	1	3	60	1	4	60
27	23	100mg	40	1	3	40	1	4	40
27	24	1 kg	90	1	3	90	1	4	90
27	25	1 ltr	40	1	3	40	1	4	40
27	26	1 kg	250	1	3	260	1	4	250
27	27	1 kg	450	1	3	500	1	4	450
27	28	1 kg	280	1	3	300	1	4	280
27	29	1 ltr	100	1	3	100	1	4	100
27	30	1 piece	5	1	3	5	1	4	5
27	31	1 kg	300	1	3	250	1	4	300
27	32	1 kg	180	6	11	180	6	12	180
27	33	1 kg	400	6	11	400	6	12	400
27	34	1 kg	120	6	11	120	6	12	120
27	35	1 kg	450	6	11	450	6	12	450
27	36	1 kg	120	6	11	120	6	12	120
27	37	1 kg	150	6	11	150	6	12	150
27	39	1 kg	30	5	7	30	5	8	30
27	40	1 kg	25	5	7	30	5	8	30
27	41	1 kg	15	5	7	15	5	8	15
27	42	1 kg	30	5	7	30	5	8	30
27	43	1 kg	10	5	7	10	5	8	10
27	44	1 kg	300	1	3	300	1	4	300
27	45	1 kg	1350	1	3	1350	1	4	1350
27	46	1 kg	30	1	3	30	1	4	30
27	47	1 kg	90	1	3	90	1	4	90
27	48	1 kg	15	1	3	15	1	4	15
27	49	1 kg	300	1	3	300	1	4	300
27	50	100mg	15	1	3	10	1	4	15
27	51	1 kg	150	1	3	150	1	4	150
27	52	1 kg	300	1	3	250	1	4	250
27	53	12 pieces	40	1	3	40	1	4	40
27	54	1piece	25	1	3	25	1	4	25
27	55	1 kg	80	1	3	80	1	4	80
27	56	200ml	40	1	3	40	1	4	40
27	57	ltr	500	1	3	500	1	4	500
27	59	1 Kg	80	1	3	75	1	4	75
28	1	100pages	40	1	10	40	1	11	40
28	2	shippers	200	1	10	220	1	11	200
28	3	shirts	450	1	12	500	1	13	450
28	4	white	400	1	12	450	1	13	400
28	5	pants	450	1	12	500	1	13	450
28	6	black	350	1	12	320	1	13	320
28	7	o.r.s	10	9	14	12	9	15	10
28	8	500mg	1	9	14	1	9	15	1
28	9	250mg	10	9	14	10	9	15	10
28	10	500mg	3	9	14	2	9	15	2
28	11	cigerettes	25	1	10	30	1	11	25
28	12	1cake	10	1	10	10	1	11	10
28	13	kirosine	25	1	10	30	1	11	25
28	14	1kg	25	1	10	30	1	11	25
28	15	1kg	30	1	10	35	1	11	30
28	16	1kg	40	8	10	35	8	11	35
28	17	1kg	30	1	10	35	1	11	30
28	18	1kg	25	1	10	30	1	11	25
28	19	1kg	160	1	10	150	1	11	150
28	20	1kg	180	1	10	170	1	11	170
28	21	1kg	140	1	10	150	1	11	140
28	22	1kg	80	1	10	90	1	11	80
28	23	1piece	20	1	10	25	1	11	20
28	24	1kg	40	1	10	40	1	11	40
28	25	1litree	50	1	10	45	1	11	45
28	26	1kg	300	1	10	250	1	11	250
28	27	1kg	450	1	6	400	1	7	400
28	28	1kg	180	8	6	200	8	7	180
28	29	1litree	100	1	6	120	1	7	100
28	30	1	5	1	10	5	1	11	5
28	31	1kg	200	7	6	220	7	7	200
28	32	1kg	180	6	18	200	6	19	180
28	33	1KG	500	6	18	550	6	19	500
28	34	1KG	160	6	18	170	6	19	160
28	35	1KG	500	6	18	450	6	19	450
28	36	1KG	160	6	18	150	6	19	150
28	37	1KG	120	6	18	140	6	19	120
28	39	1KG	40	5	6	45	5	7	40
28	40	1KG	40	5	6	45	5	7	40
28	41	1KG	40	5	6	40	5	7	40
28	42	1KG	30	5	6	25	5	7	25
28	43	1KG	30	5	6	25	5	7	25
28	44	1KG	60	1	10	50	1	11	50
28	45	1KG	1300	7	6	1300	6	7	1300
28	46	1KG	40	1	10	40	1	11	40
28	47	1litree	90	1	6	85	1	7	85
28	48	1 kg	15	1	10	16	1	11	15
28	49	1kg	180	7	6	200	7	7	180
28	50	100grames	25	1	10	30	1	11	25
28	51	1kg	100	1	10	120	1	11	100
28	52	1kg	150	7	6	160	7	7	150
28	53	12pieces	30	5	8	25	5	9	25
28	54	1	25	5	8	25	5	9	25
28	55	1	120	5	8	100	5	9	100
28	56	200mg	30	1	10	28	1	11	28
28	57	1litree	700	17	10	650	17	11	650
28	59	1 Kg	77	1	10	75	1	11	75
29	1	100 PAGES NOTE BOOK	40	1	4	40	1	5	40
29	2	0	250	1	13	300	1	14	250
29	3	0	300	1	13	350	1	14	300
29	4	0	350	1	13	350	1	14	350
29	5	0	350	1	13	400	1	14	400
29	6	0	500	1	13	450	1	14	450
29	7	27.5 sachet	5	9	9	5	9	10	5
29	8	500 mg	1	9	9	1	9	10	1
29	9	250 mg tablet	5	9	9	5	9	10	5
29	10	500mg	21	9	9	21	9	10	21
29	11	1 packet	30	1	4	40	1	5	30
29	12	1 cake	15	1	4	20	1	5	15
29	13	1 ltr	35	1	4	40	1	5	35
29	14	1 kg	30	1	4	32	1	5	30
29	15	1 kg	60	1	4	60	1	5	60
29	16	1 kg	80	1	4	80	1	5	80
29	17	1 kg	30	1	4	35	1	5	30
29	18	1 kg	40	1	4	40	1	5	40
29	19	1 kg	160	1	4	160	1	5	160
29	20	1 kg	90	1	4	90	1	5	90
29	21	1 kg	100	1	4	100	1	5	100
29	22	1 kg	60	1	4	60	1	5	60
29	23	100 g	40	1	4	40	1	5	40
29	24	1 kg	92	1	4	92	1	5	92
29	25	1 ltr	40	1	4	40	1	5	40
29	26	1 kg	250	1	4	270	1	5	250
29	27	1 kg	450	1	4	500	1	5	450
29	28	1 kg	280	1	4	300	1	5	300
29	29	1 ltr	15	1	4	15	1	5	15
29	30	1 piece	5	1	4	5	1	5	5
29	31	1 kg	500	1	4	500	1	5	500
29	32	1 kg	250	6	15	250	6	16	250
29	33	1 kg	400	6	15	400	6	16	400
29	34	1 kg	120	6	15	120	6	16	120
29	35	1 kg	450	6	15	450	6	16	450
29	36	1 kg	100	6	15	120	6	16	120
29	37	1 kg	150	6	15	150	6	16	150
29	39	1 kg	30	5	11	30	5	12	30
29	40	1 kg	30	5	11	25	5	12	25
29	41	1 kg	15	5	11	10	5	12	10
29	42	1 kg	30	5	11	35	5	12	30
29	43	1 kg	20	5	11	25	5	12	20
29	44	1 kg	300	1	4	350	1	5	350
29	45	1 kg	1200	1	4	1250	1	5	1250
29	46	1 kg	40	1	4	40	1	5	40
29	47	1 kg	90	1	4	80	1	5	90
29	48	1 kg	10	1	4	15	1	5	10
29	49	1 kg	300	1	4	300	1	5	300
29	50	100 g	30	1	4	35	1	5	30
29	51	1 kg	150	1	4	150	1	5	150
29	52	1 kg	300	1	4	350	1	5	300
29	53	12 pieces	40	1	4	40	1	5	40
29	54	1 piece	25	1	4	25	1	5	35
29	55	1 kg	120	1	4	120	1	5	120
29	56	200ml	40	1	4	40	1	5	40
29	57	1 ltr	450	1	4	500	1	5	500
29	59	1 kg	75	1	3	79	1	3	75
30	1	100 PAGES	40	1	5	35	1	6	40
30	2	1 PAIRE	550	1	15	600	1	16	600
30	3	1SHIRT	250	1	13	225	1	14	250
30	4	1SHORT SLEEVE	350	1	13	300	1	14	300
30	5	1PANT	450	1	13	500	1	14	500
30	6	1BLACK	400	1	13	400	1	14	400
30	7	ORS PACKET-1	5	9	9	5	9	10	5
30	8	1PARACETMOL	1	9	9	1	9	10	1
30	9	1 TABLET	5	9	9	6	9	10	5
30	10	1TABLET	2	9	9	3	9	10	2
30	11	1PACKET	50	1	5	40	1	6	40
30	12	1CAKE	10	1	5	10	1	6	10
30	13	1ltr KEROSIN	25	1	5	30	1	6	25
30	14	1Kg RICE	31	1	5	35	1	6	31
30	15	1Kg WHEAT	30	1	5	35	1	6	35
30	16	1Kg	60	1	5	65	1	6	62
30	17	1Kg	40	1	5	45	1	6	40
30	18	1Kg	40	1	5	40	1	6	40
30	19	1Kg DAAL	135	1	5	140	1	6	135
30	20	1Kg	140	1	5	145	1	6	140
30	21	1Kg	175	1	5	180	1	6	180
30	22	1Kg	60	1	5	61	1	6	60
30	23	1BRED	40	1	5	40	1	6	40
30	24	1Kg WHEAT	40	1	5	45	1	6	45
30	25	1Ltr MILK	55	1	5	60	1	6	60
30	26	1Kg	250	1	5	255	1	6	250
30	27	1Kg	360	1	5	365	1	6	360
30	28	1Kg	240	1	6	242	1	6	240
30	29	1Litre	120	1	5	125	1	6	120
30	30	1EGG	5	1	5	6	1	6	5
30	31	1Kg	180	1	5	190	1	6	180
30	32	1Kg	200	6	15	220	6	16	200
30	33	1Kg	400	6	15	400	6	16	400
30	34	1CHIKEN	140	6	15	140	6	16	140
30	35	1Kg	440	6	15	450	1	16	450
30	36	1Kg FISH	120	6	15	130	6	16	120
30	37	1Kg FISH	140	6	15	140	6	16	140
30	39	1Kg 1POTATO	30	5	11	30	5	12	30
30	40	1Kg	40	5	11	40	5	12	40
30	41	1Kg	15	5	11	15	5	12	15
30	42	1Kg ONIONS	30	5	11	30	5	12	30
30	43	1Kg TAMOTO	20	5	11	25	5	12	20
30	44	1Kg TEA POWDER	450	1	5	450	1	6	450
30	45	1Kg	460	1	5	460	1	6	460
30	46	1Kg SUGAR	40	1	5	40	1	6	40
30	47	1Ltr COOKING OIL	90	1	5	90	1	6	90
30	48	1Kg SALT	16	1	5	17	1	6	16
30	49	1Kg	300	1	5	310	1	6	300
30	50	100g	25	1	5	30	1	6	30
30	51	1Kg	100	1	5	100	1	6	100
30	52	1Kg CAKE	180	1	5	200	1	6	180
30	53	1DOZEN BANANAS	25	5	11	25	5	12	25
30	54	1 APPLE	20	5	11	20	1	12	20
30	55	1Kg GRAPSE	120	5	11	120	5	12	120
30	56	1 COOL DRINK-200ML	12	1	5	12	1	6	12
30	57	1Ltr	450	1	5	450	1	6	450
30	59	50g	90	1	5	90	1	6	90
31	1	NOTE BOOK-1	35	1	5	40	1	8	40
31	2	1-PAIR	550	1	11	600	1	11	600
31	3	1-SHIRT	280	1	11	300	1	12	300
31	4	1	225	1	11	230	1	12	230
31	5	1-PANT	400	1	11	450	1	12	400
31	6	1	250	1	11	300	1	12	300
31	7	PACKET-1	5	9	15	5	9	16	5
31	8	1-PARACETMOL	2	9	15	3	9	16	2
31	9	AMOXYLIN-1	5	9	15	6	9	16	5
31	10	1-TABLET	2	9	15	3	9	16	2
31	11	1-PACKET	45	1	5	40	1	8	40
31	12	1-CAKE	10	1	5	11	1	8	10
31	13	1Ltr	25	1	5	28	1	8	25
31	14	1Kg	31	1	5	33	1	8	31
31	15	1Kg	35	1	5	40	1	8	40
31	16	1Kg	40	1	5	42	1	8	42
31	17	1Kg	43	1	5	45	1	8	45
31	18	1Kg	45	1	5	48	1	8	48
31	19	1Kg	135	1	5	140	1	8	140
31	20	1Kg	160	1	5	170	1	8	160
31	21	1Kg	185	1	5	190	1	8	190
31	22	1Kg	45	1	5	50	1	8	50
31	23	1-PIECE	15	1	5	16	1	8	15
31	24	1Kg	90	1	5	90	1	8	90
31	25	1Ltr	62	1	5	68	1	8	68
31	26	1Kg	250	1	5	255	1	8	250
31	27	1Kg	360	1	5	370	1	8	360
31	28	1Kg	180	1	5	185	1	8	185
31	29	1Ltr	120	1	5	130	1	8	130
31	30	1-PIECE	5	1	5	5	1	8	5
31	31	1Kg	200	1	5	220	1	8	200
31	32	1Kg	200	6	13	220	6	14	200
31	33	1Kg	450	6	13	480	6	14	450
31	34	1Kg	140	6	13	160	6	14	160
31	35	1Kg	470	6	13	480	6	14	480
31	36	1Kg	120	6	13	130	6	14	120
31	37	1Kg	140	6	13	150	6	14	140
31	39	1Kg	30	5	9	35	5	10	30
31	40	1Kg	30	5	9	40	5	10	40
31	41	1Kg	25	5	9	30	5	10	25
31	42	1Kg	20	5	9	25	5	10	20
31	43	1Kg	20	5	9	25	5	10	20
31	44	1Kg	450	1	5	455	1	8	450
31	45	1Kg	1250	1	5	1300	1	8	1250
31	46	1Kg	40	1	5	42	1	8	40
31	47	1Kg	85	1	5	92	1	8	85
31	48	1Kg	16	1	5	17	1	8	16
31	49	1Kg	300	1	5	330	1	8	300
31	50	100g	25	1	5	30	1	8	25
31	51	1Kg	100	1	5	110	1	8	100
31	52	1Kg	200	1	5	220	1	8	200
31	53	12PIECES	25	5	9	30	5	10	25
31	54	1PIECE	30	5	9	35	5	10	30
31	55	1kg	120	5	9	130	5	10	120
31	56	200ml-1	12	1	5	13	1	8	12
31	57	1Ltr	450	1	5	455	1	8	450
31	59	500g	90	1	5	93	1	8	90
32	1	100pages	35	1	5	40	1	4	35
32	2	shoes/shippers	350	1	5	400	1	4	350
32	3	sirt	350	1	11	340	1	12	340
32	4	shave	300	1	11	300	1	12	300
32	5	pant	450	1	11	500	1	12	450
32	6	black	400	1	11	350	1	12	350
32	7	0.r.s packet	5	9	8	5	9	9	5
32	8	500gms	1	9	8	1	9	9	1
32	9	250MG	5	9	8	5	9	9	5
32	10	500MG	2	9	8	2	9	9	2
32	11	1packet	30	1	4	40	1	5	30
32	12	cake	10	1	4	10	1	5	10
32	13	kirosin	25	1	4	30	1	5	25
32	14	1kg	30	1	4	35	1	5	30
32	15	1kg	60	1	4	60	1	5	60
32	16	1k	50	1	4	60	1	5	50
32	17	1kg	40	1	4	50	1	5	40
32	18	1kg	40	1	4	50	1	5	40
32	19	1kg	90	1	4	90	1	5	90
32	20	1kg	160	1	4	150	1	5	150
32	21	1kg	170	1	4	180	1	5	170
32	22	1kg	60	1	4	50	1	5	50
32	23	1piece	10	1	4	15	1	5	10
32	24	1kg	40	1	4	50	1	5	40
32	25	1 ltr	40	1	4	40	1	5	40
32	26	1kg	250	1	4	250	1	5	250
32	27	1kg	450	1	4	400	1	5	400
32	28	1kg	300	1	4	310	1	5	300
32	29	1kg	100	1	4	120	1	5	100
32	30	1piece	5	1	4	5	1	5	5
32	31	1kg	70	1	4	80	1	5	70
32	32	1kg	150	6	15	180	6	14	150
32	33	1kg	500	6	14	550	6	15	500
32	34	1kg	160	6	14	150	6	15	150
32	35	1kg	450	6	14	400	6	15	400
32	36	1kg	120	6	14	140	6	15	120
32	37	1kg	120	6	14	130	6	15	120
32	39	1kg	40	5	10	40	5	13	40
32	40	1kg	40	5	10	40	5	13	40
32	41	1kg	40	5	10	40	5	13	40
32	42	1kg	25	5	10	30	5	13	25
32	43	1kg	20	5	10	25	5	13	20
32	44	1kg	60	1	4	50	1	5	50
