PLACEID	RSID	AGERES	SEXRES	CASTE	CAPAC	LIVRES
98	19	32	1	4	8	41
98	20	50	2	4	8	40
98	21	55	2	4	8	30
99	1	47	2	3	1	29
99	2	45	2	4	4	27
99	3	55	1	4	1	55
99	4	45	1	3	8	35
99	5	55	1	4	8	45
99	6	38	1	3	8	38
99	7	54	1	3	8	35
99	8	32	1	3	8	32
99	9	47	1	3	8	47
99	10	36	1	3	8	36
99	11	40	1	3	8	40
99	12	46	1	3	8	20
99	13	29	1	3	8	29
99	14	30	2	3	3	10
99	15	36	2	3	3	18
101	1	65	2	4	1	50
101	2	40	2	3	6	35
101	3	34	1	3	7	34
101	4	40	1	3	3	40
101	5	69	2	3	8	52
101	6	40	2	3	4	40
101	7	53	2	3	2	53
101	8	38	1	3	8	38
101	9	45	1	3	8	45
101	10	35	1	4	8	33
101	11	53	1	3	8	53
101	12	32	1	4	8	25
101	13	56	1	3	8	56
101	14	36	1	1	8	36
101	15	35	2	1	8	25
101	16	65	2	3	8	65
101	17	42	1	3	8	35
101	18	35	1	3	8	30
101	19	40	1	3	8	36
101	20	50	2	3	8	40
101	21	45	2	3	8	45
101	22	38	1	4	8	36
101	23	39	1	3	8	39
101	24	43	1	3	8	43
101	25	40	1	3	8	40
101	26	47	1	4	8	47
101	27	34	1	3	8	30
101	28	56	1	4	8	56
101	29	35	1	3	8	22
101	30	45	1	3	8	45
101	31	29	1	3	8	29
102	1	46	1	4	1	46
102	2	40	2	3	3	40
102	3	30	2	3	8	30
102	4	36	2	4	6	36
102	5	28	2	1	3	28
102	6	35	2	3	6	35
102	7	42	1	4	8	42
102	8	38	1	3	8	12
102	9	39	1	3	8	18
102	10	48	1	4	8	48
102	11	45	1	4	8	30
102	12	60	1	4	8	60
102	13	42	1	4	8	42
102	14	48	1	3	8	48
102	15	67	1	4	8	22
102	16	55	1	4	8	55
102	17	55	1	4	8	55
102	18	46	1	3	8	10
102	19	47	1	3	8	47
102	20	42	1	4	8	42
102	21	60	1	4	8	60
102	22	48	1	4	8	15
102	23	50	1	4	8	50
102	24	45	1	4	8	45
102	25	30	1	3	8	30
102	26	47	1	3	8	18
102	27	52	1	3	8	52
102	28	48	1	3	8	12
102	29	55	1	3	8	55
