FORMNO	CHILDID	GRPID	GROUP	IDGRP	YEARMEM	BENGRP1	BENGRP2	FRQATTEN	LEADMEM	YEARLEAD	PAREPOST	WHYJOIN	INFLNCE
R28YRS	ET011001	1	26	3	1979	5	88	3	0	-88	88	88	88
R28YRS	ET011002	1	26	2	1993	6	8	3	1	1993	0	15	3
R28YRS	ET011003	1	26	1	1982	5	88	3	1	1993	0	4	2
R28YRS	ET011003	2	26	2	1984	5	88	3	0	-88	88	88	88
R28YRS	ET011003	3	7	1	1999	4	8	2	1	1999	0	7	2
R28YRS	ET011004	1	26	1	1969	5	88	3	0	-88	88	88	88
R28YRS	ET011004	2	26	2	1994	5	88	3	1	1994	0	13	2
R28YRS	ET011005	1	26	1	1993	5	88	4	0	-88	88	88	88
R28YRS	ET011006	1	26	1	1984	5	6	3	0	-88	88	88	88
R28YRS	ET011006	2	23	1	1994	3	8	3	0	-88	88	88	88
R28YRS	ET011007	1	26	2	1998	6	7	3	1	1998	0	10	0
R28YRS	ET011008	1	26	1	1980	5	88	3	0	-88	88	88	88
R28YRS	ET011008	2	26	2	1985	5	88	3	0	-88	88	88	88
R28YRS	ET011009	1	26	1	1969	5	88	3	0	-88	88	88	88
R28YRS	ET011009	2	26	2	1979	5	88	3	0	-88	88	88	88
R28YRS	ET011010	1	26	1	-77	5	88	3	0	-88	88	88	88
R28YRS	ET011010	2	26	2	-77	5	88	3	0	-88	88	88	88
R28YRS	ET011012	1	26	1	1972	5	88	3	0	-88	88	88	88
R28YRS	ET011012	2	23	2	1996	8	3	3	0	-88	88	88	88
R28YRS	ET011013	1	26	2	1995	5	88	3	0	-88	88	88	88
R28YRS	ET011013	2	26	2	1991	5	88	3	0	-88	88	88	88
R28YRS	ET011013	3	23	2	1994	3	88	4	0	-88	88	88	88
R28YRS	ET011014	1	18	2	1998	5	88	6	0	-88	88	88	88
R28YRS	ET011015	1	16	4	1998	5	3	4	1	1998	0	10	0
R28YRS	ET011016	1	26	1	1970	5	88	3	0	-88	88	88	88
R28YRS	ET011017	1	26	1	1987	5	88	3	0	-88	88	88	88
R28YRS	ET011017	2	26	16	1991	5	88	3	0	-88	88	88	88
R28YRS	ET011018	1	26	2	1993	5	88	3	0	-88	88	88	88
R28YRS	ET011019	1	26	1	1980	5	88	3	1	1980	0	10	3
R28YRS	ET011020	1	26	1	1970	5	6	3	0	-88	88	88	88
R28YRS	ET011021	1	26	1	1977	5	88	3	0	-88	88	88	88
R28YRS	ET011021	2	26	2	1989	5	88	3	0	-88	88	88	88
R28YRS	ET011022	1	26	2	1996	5	88	3	0	-88	88	88	88
R28YRS	ET011023	1	26	80	1996	5	88	2	0	-88	88	88	88
R28YRS	ET011024	1	26	1	1976	5	88	3	0	-88	88	88	88
R28YRS	ET011025	1	26	1	1980	5	88	3	1	1986	0	2	0
R28YRS	ET011026	1	26	1	1967	5	88	3	0	-88	88	88	88
R28YRS	ET011026	2	26	2	1997	5	88	3	0	-88	88	88	88
R28YRS	ET011026	3	23	2	1997	3	88	3	0	-88	88	88	88
R28YRS	ET011026	4	23	2	1998	8	88	3	0	-88	88	88	88
R28YRS	ET011027	1	26	1	1993	5	88	3	0	-88	88	88	88
R28YRS	ET011027	2	26	1	1987	5	88	3	0	-88	88	88	88
R28YRS	ET011028	1	26	2	1994	5	88	3	0	-88	88	88	88
R28YRS	ET011030	1	26	1	1979	5	88	3	0	-88	88	88	88
R28YRS	ET011030	2	31	1	1999	1	8	2	0	-88	88	88	88
R28YRS	ET011030	3	33	1	1997	3	5	2	0	-88	88	88	88
R28YRS	ET011032	1	26	1	1987	5	88	3	0	-88	88	88	88
R28YRS	ET011032	2	31	1	1984	1	88	1	0	-88	88	88	88
R28YRS	ET011032	3	26	2	1991	5	88	3	0	-88	88	88	88
R28YRS	ET011032	4	23	2	1999	3	88	3	0	-88	88	88	88
R28YRS	ET011033	1	26	1	1979	5	88	3	0	-88	88	88	88
R28YRS	ET011033	2	26	2	1985	5	88	3	0	-88	88	88	88
R28YRS	ET011034	1	26	2	1989	5	88	3	0	-88	88	88	88
R28YRS	ET011034	2	26	3	1992	5	88	3	0	-88	88	88	88
R28YRS	ET011034	3	33	3	1995	2	88	5	0	-88	88	88	88
R28YRS	ET011036	1	26	1	1998	6	88	3	0	-88	88	88	88
R28YRS	ET011036	2	26	2	1998	6	88	3	0	-88	88	88	88
R28YRS	ET011037	1	26	1	1984	8	88	3	0	-88	88	88	88
R28YRS	ET011037	2	23	1	1991	3	8	3	0	-88	88	88	88
R28YRS	ET011038	1	26	2	1980	5	88	3	0	-88	88	88	88
R28YRS	ET011040	1	26	1	1992	5	88	3	0	-88	88	88	88
R28YRS	ET011042	1	26	2	1980	5	8	3	0	-88	88	88	88
R28YRS	ET011044	1	26	1	1987	5	88	3	0	-88	88	88	88
R28YRS	ET011044	2	26	3	1967	5	88	3	0	-88	88	88	88
R28YRS	ET011045	1	26	1	1987	5	8	3	0	-88	88	88	88
R28YRS	ET011045	2	23	1	1997	3	88	5	0	-88	88	88	88
R28YRS	ET011046	1	26	2	1995	5	88	3	0	-88	88	88	88
R28YRS	ET011048	1	26	1	1993	5	88	3	0	-88	88	88	88
R28YRS	ET011049	1	26	1	1995	5	6	3	0	-88	88	88	88
R28YRS	ET011050	1	26	1	1992	3	88	5	0	-88	88	88	88
R28YRS	ET011050	2	26	2	1993	3	88	5	0	-88	88	88	88
R28YRS	ET021001	1	26	1	1983	5	88	3	1	1999	0	16	0
R28YRS	ET021001	2	26	2	1995	5	3	3	1	1998	0	16	0
R28YRS	ET021002	1	26	2	1997	5	8	3	0	-88	88	88	88
R28YRS	ET021002	2	26	3	1999	5	8	3	0	-88	88	88	88
R28YRS	ET021003	1	26	1	1982	5	8	3	0	-88	88	88	88
R28YRS	ET021003	2	33	2	-77	8	5	3	0	-88	88	88	88
R28YRS	ET021004	1	26	1	1975	5	8	3	0	-88	88	88	88
R28YRS	ET021005	1	26	5	1998	5	8	3	0	-88	88	88	88
R28YRS	ET021005	2	26	5	1998	5	8	3	0	-88	88	88	88
R28YRS	ET021006	1	26	2	1991	5	8	3	0	-88	88	88	88
R28YRS	ET021007	1	26	1	1982	5	6	3	1	1997	0	2	3
R28YRS	ET021007	2	26	2	1984	5	6	3	0	-88	88	88	88
R28YRS	ET021008	1	26	1	1986	5	8	3	0	-88	88	88	88
R28YRS	ET021008	2	26	2	1999	5	8	3	0	-88	88	88	88
R28YRS	ET021009	1	26	1	1999	5	2	3	0	-88	88	88	88
R28YRS	ET021010	1	26	1	1993	1	3	3	1	1994	0	7	0
R28YRS	ET021011	1	26	1	1955	5	88	3	0	-88	88	88	88
R28YRS	ET021012	1	26	1	1986	5	88	3	0	-88	88	88	88
R28YRS	ET021013	1	26	1	1979	5	88	3	0	-88	88	88	88
R28YRS	ET021014	1	26	1	1994	5	6	3	0	-88	88	88	88
R28YRS	ET021015	1	26	1	1979	5	6	3	0	-88	88	88	88
R28YRS	ET021015	2	26	2	1984	5	8	3	0	-88	88	88	88
R28YRS	ET021016	1	26	1	1979	5	8	3	0	-88	88	88	88
R28YRS	ET021016	2	26	2	1982	5	8	3	0	-88	88	88	88
R28YRS	ET021017	1	26	1	1973	3	88	3	0	-88	88	88	88
R28YRS	ET021018	1	26	1	1982	5	6	3	0	-88	88	88	88
R28YRS	ET021019	1	26	2	1977	5	88	3	0	-88	88	88	88
R28YRS	ET021020	1	26	2	1970	8	88	3	1	1991	0	9	3
R28YRS	ET021020	2	11	1	1997	3	88	3	1	1997	0	8	3
R28YRS	ET021021	1	26	1	1970	5	8	3	0	-88	88	88	88
R28YRS	ET021021	2	33	2	1979	5	8	3	0	-88	88	88	88
R28YRS	ET021022	1	26	1	1996	5	8	3	0	-88	88	88	88
R28YRS	ET021023	1	26	1	1974	5	3	3	0	-88	88	88	88
R28YRS	ET021023	2	26	2	1982	5	88	3	0	-88	88	88	88
R28YRS	ET021024	1	26	1	1980	5	2	3	0	-88	88	88	88
R28YRS	ET021025	1	26	1	1979	5	8	3	0	-88	88	88	88
R28YRS	ET021025	2	26	2	1979	5	8	3	0	-88	88	88	88
R28YRS	ET021025	3	31	3	1997	5	8	2	0	-88	88	88	88
R28YRS	ET021026	1	26	1	-77	8	2	3	0	-88	88	88	88
R28YRS	ET021026	2	33	1	1988	2	8	3	0	-88	88	88	88
R28YRS	ET021027	1	26	1	1979	5	8	3	0	-88	88	88	88
R28YRS	ET021027	2	26	1	1979	5	8	3	0	-88	88	88	88
R28YRS	ET021027	3	26	1	1986	5	8	3	0	-88	88	88	88
R28YRS	ET021028	1	26	1	1984	5	88	3	0	-88	88	88	88
R28YRS	ET021029	1	26	80	1991	6	8	3	0	-88	88	88	88
R28YRS	ET021030	1	26	2	1977	5	88	3	0	-88	88	88	88
R28YRS	ET021031	1	26	1	1998	8	88	3	0	-88	88	88	88
R28YRS	ET021032	1	26	1	1970	5	8	3	0	-88	88	88	88
R28YRS	ET021032	2	26	1	1983	5	8	3	0	-88	88	88	88
R28YRS	ET021032	3	26	2	1980	5	8	3	0	-88	88	88	88
R28YRS	ET021032	4	31	2	1994	3	1	2	0	-88	88	88	88
R28YRS	ET021032	5	33	2	1994	4	11	3	0	-88	88	88	88
R28YRS	ET021033	1	26	2	1985	5	8	3	1	1990	0	9	2
R28YRS	ET021034	1	26	1	1990	5	88	3	0	-88	88	88	88
R28YRS	ET021034	2	33	2	1990	5	88	3	0	-88	88	88	88
R28YRS	ET021035	1	26	1	1984	5	8	3	0	-88	88	88	88
R28YRS	ET021035	2	26	2	1998	2	5	3	0	-88	88	88	88
R28YRS	ET021037	1	26	2	1977	6	8	3	0	-88	88	88	88
R28YRS	ET021038	1	26	1	1981	5	88	3	0	-88	88	88	88
R28YRS	ET021039	1	26	1	1990	5	6	3	0	-88	88	88	88
R28YRS	ET021039	2	26	1	1990	5	6	3	0	-88	88	88	88
R28YRS	ET021039	3	26	2	1991	5	6	3	0	-88	88	88	88
R28YRS	ET021040	1	26	2	1985	5	88	3	0	-88	88	88	88
R28YRS	ET021041	1	26	1	-77	5	8	3	0	-88	88	88	88
R28YRS	ET021041	2	26	1	-77	5	8	3	0	-88	88	88	88
R28YRS	ET021041	3	31	1	1998	1	8	1	0	-88	88	88	88
R28YRS	ET021042	1	26	1	1979	8	5	3	0	-88	88	88	88
R28YRS	ET021042	2	26	1	1979	8	5	3	0	-88	88	88	88
R28YRS	ET021043	1	26	2	1974	5	8	3	0	-88	88	88	88
R28YRS	ET021044	1	26	2	1969	5	8	4	0	-88	88	88	88
R28YRS	ET021045	1	26	1	1978	5	8	3	0	-88	88	88	88
R28YRS	ET021045	2	26	2	1978	5	8	2	0	-88	88	88	88
R28YRS	ET021045	3	26	2	1990	5	8	2	0	-88	88	88	88
R28YRS	ET021046	1	26	1	1989	8	5	3	0	-88	88	88	88
R28YRS	ET021046	2	26	2	1987	8	5	3	0	-88	88	88	88
R28YRS	ET021047	1	26	1	1988	5	88	3	0	-88	88	88	88
R28YRS	ET021047	2	26	2	1988	5	88	3	0	-88	88	88	88
R28YRS	ET021048	1	26	1	1986	5	8	3	0	-88	88	88	88
R28YRS	ET021049	1	26	1	1986	5	88	3	0	-88	88	88	88
R28YRS	ET021050	1	26	1	1977	6	5	3	0	-88	88	88	88
R28YRS	ET021050	2	26	2	1977	6	5	3	0	-88	88	88	88
R28YRS	ET021050	3	26	1	1994	6	5	3	0	-88	88	88	88
R28YRS	ET031001	1	26	80	1979	6	8	3	0	-88	88	88	88
R28YRS	ET031002	1	26	1	1989	5	88	3	0	-88	88	88	88
R28YRS	ET031002	2	33	2	1992	8	88	3	0	-88	88	88	88
R28YRS	ET031003	1	26	1	1968	5	88	1	0	-88	88	88	88
R28YRS	ET031004	1	26	1	1985	5	8	3	0	-88	88	88	88
R28YRS	ET031004	2	26	1	1983	5	8	3	0	-88	88	88	88
R28YRS	ET031004	3	26	2	1982	5	2	3	0	-88	88	88	88
R28YRS	ET031006	1	26	1	1978	5	88	3	0	-88	88	88	88
R28YRS	ET031006	2	31	2	1993	8	1	3	0	-88	88	88	88
R28YRS	ET031006	3	33	2	1995	8	88	3	0	-88	88	88	88
R28YRS	ET031007	1	26	2	1985	5	8	3	0	-88	88	88	88
R28YRS	ET031008	1	26	1	1974	5	2	3	0	-88	88	88	88
R28YRS	ET031009	1	26	1	1994	5	8	3	0	-88	88	88	88
R28YRS	ET031011	1	26	1	1983	5	6	3	1	1999	0	2	0
