FORMNO	CHILDID	LOANID	LOANYEAR	LOANWHO	LOANAMNT	LOANWHY	LOANPAID	LOANYNOP	LOANRSID
R28YRS	ET011001	1	1998	8	200	3	1	88	3
R28YRS	ET011001	2	1999	8	300	2	0	11	3
R28YRS	ET011003	1	1999	5	2000	2	0	11	1
R28YRS	ET011004	1	1997	5	1000	19	0	11	2
R28YRS	ET011007	1	1998	8	200	10	1	88	1
R28YRS	ET011009	1	1997	7	2000	3	0	6	2
R28YRS	ET011010	1	1995	5	300	19	1	88	1
R28YRS	ET011013	1	1998	7	100	4	0	12	2
R28YRS	ET011014	1	1998	6	100	6	1	88	2
R28YRS	ET011015	1	1998	6	1200	10	1	88	4
R28YRS	ET011017	1	1996	4	2000	15	0	11	16
R28YRS	ET011019	1	1997	7	2000	17	1	88	1
R28YRS	ET011021	1	1997	8	9000	10	0	11	2
R28YRS	ET011022	1	1996	5	300	3	0	9	2
R28YRS	ET011023	1	1999	8	500	8	0	11	2
R28YRS	ET011026	1	1997	7	2000	3	0	11	2
R28YRS	ET011027	1	1997	7	2000	19	0	6	1
R28YRS	ET011028	1	1997	6	50	2	1	88	2
R28YRS	ET011028	2	1998	6	100	2	1	88	2
R28YRS	ET011030	1	1998	8	600	2	0	11	1
R28YRS	ET011031	1	1996	6	500	10	1	88	1
R28YRS	ET011031	2	1998	6	200	10	0	11	2
R28YRS	ET011033	1	1995	5	500	3	1	88	2
R28YRS	ET011033	2	1999	4	500	2	0	11	2
R28YRS	ET011034	1	1999	8	200	2	0	11	3
R28YRS	ET011035	1	1994	8	260	7	0	11	1
R28YRS	ET011035	2	1996	5	350	2	0	11	1
R28YRS	ET011036	1	1998	5	2182	8	0	11	1
R28YRS	ET011037	1	1999	7	1000	2	0	11	1
R28YRS	ET011038	1	1997	7	2000	19	1	88	2
R28YRS	ET011038	2	1998	8	300	4	1	88	2
R28YRS	ET011040	1	1999	8	2000	4	0	11	1
R28YRS	ET011042	1	1998	7	2000	3	1	88	2
R28YRS	ET011043	1	1999	8	300	2	0	11	4
R28YRS	ET011044	1	1999	4	50	19	1	88	88
R28YRS	ET011046	1	1996	5	250	8	1	88	1
R28YRS	ET011048	1	1996	5	1000	10	1	88	2
R28YRS	ET021001	1	1999	6	320	19	0	6	2
R28YRS	ET021002	1	1995	4	100	17	1	88	2
R28YRS	ET021002	2	1998	4	200	13	1	88	2
R28YRS	ET021003	1	1996	2	1000	3	1	88	1
R28YRS	ET021006	1	1998	5	3000	10	0	11	2
R28YRS	ET021007	1	1996	7	640	15	1	88	1
R28YRS	ET021007	2	1997	7	560	15	1	88	1
R28YRS	ET021007	3	1998	7	1000	15	0	8	1
R28YRS	ET021010	1	1994	5	4000	13	1	88	1
R28YRS	ET021013	1	1997	7	1000	12	0	12	1
R28YRS	ET021013	2	1999	8	300	8	0	12	1
R28YRS	ET021014	1	1998	5	12000	5	0	9	2
R28YRS	ET021015	1	1998	2	1000	2	0	12	1
R28YRS	ET021015	2	1999	8	500	15	0	12	2
R28YRS	ET021016	1	1998	2	300	2	1	88	1
R28YRS	ET021019	1	1995	6	50	7	1	88	1
R28YRS	ET021019	2	1998	6	80	4	0	12	1
R28YRS	ET021020	1	1998	4	3000	15	0	12	1
R28YRS	ET021021	1	1998	7	1000	4	0	8	2
R28YRS	ET021022	1	1996	7	1000	3	1	88	2
R28YRS	ET021022	2	1997	7	3000	3	1	88	2
R28YRS	ET021025	1	1998	4	300	7	0	11	1
R28YRS	ET021027	1	1998	4	1000	19	0	6	1
R28YRS	ET021029	1	1998	8	500	7	0	12	2
R28YRS	ET021033	1	1998	8	1500	2	1	88	2
R28YRS	ET021037	1	1996	7	950	4	1	88	2
R28YRS	ET021040	1	1997	5	2000	3	0	6	2
R28YRS	ET021041	1	1998	2	4000	19	0	8	1
R28YRS	ET021042	1	1998	8	100	2	0	3	1
R28YRS	ET021044	1	1998	8	3000	10	0	3	2
R28YRS	ET021046	1	1999	8	300	15	0	11	2
R28YRS	ET031002	1	1998	8	3500	19	0	6	1
R28YRS	ET031004	1	1999	8	3500	10	0	11	2
R28YRS	ET031004	2	1999	2	850	15	0	8	1
R28YRS	ET031008	1	1995	8	2000	2	0	12	1
R28YRS	ET031009	1	1999	4	100	2	0	12	1
R28YRS	ET031011	1	1997	4	500	19	1	88	2
R28YRS	ET031012	1	1994	7	800	19	1	88	2
R28YRS	ET031014	1	1997	4	3000	19	0	1	1
R28YRS	ET031016	1	1998	7	1000	19	0	11	2
R28YRS	ET031022	1	1997	5	2000	2	1	88	1
R28YRS	ET031022	2	1999	5	5000	2	0	8	1
R28YRS	ET031025	1	1999	8	50	2	1	88	2
R28YRS	ET031027	1	1997	5	2000	13	0	12	1
R28YRS	ET031029	1	1998	5	500	19	0	11	2
R28YRS	ET031030	1	1997	4	2000	4	0	11	3
R28YRS	ET031033	1	1998	8	800	2	0	77	1
R28YRS	ET031035	1	1995	6	500	7	1	88	1
R28YRS	ET031036	1	1997	4	20	17	1	88	2
R28YRS	ET031039	1	1996	7	500	3	1	88	2
R28YRS	ET031039	2	1997	7	2000	3	0	6	2
R28YRS	ET031042	1	1997	4	2000	19	0	6	2
R28YRS	ET031046	1	1998	7	1000	4	1	88	2
R28YRS	ET031048	1	1999	6	300	13	0	8	1
R28YRS	ET041001	1	1995	7	500	19	1	88	2
R28YRS	ET041001	2	1997	7	500	19	1	88	2
R28YRS	ET041002	1	1996	7	3000	8	1	88	1
R28YRS	ET041003	1	1995	6	400	7	1	88	1
R28YRS	ET041003	2	1998	6	250	7	1	88	1
R28YRS	ET041003	3	1999	6	200	7	1	88	1
R28YRS	ET041004	1	1997	8	50	19	1	88	1
R28YRS	ET041005	1	1998	4	500	2	0	6	1
R28YRS	ET041007	1	1997	6	100	4	1	88	1
R28YRS	ET041008	1	1995	8	80	6	1	88	1
R28YRS	ET041009	1	1996	7	1000	19	1	88	1
R28YRS	ET041009	2	1998	4	500	2	1	88	1
R28YRS	ET041010	1	1998	4	1000	19	1	88	2
R28YRS	ET041011	1	1994	7	4000	8	1	88	2
R28YRS	ET041011	2	1997	7	2000	15	1	88	2
R28YRS	ET041011	3	1998	4	2000	15	0	11	2
R28YRS	ET041012	1	1998	7	1000	19	1	88	2
R28YRS	ET041014	1	1998	7	2500	19	0	6	2
R28YRS	ET041014	2	1997	4	3000	19	0	9	1
R28YRS	ET041015	1	1996	6	1000	15	1	88	1
R28YRS	ET041015	2	1997	7	1500	6	0	8	1
R28YRS	ET041015	3	1998	8	500	10	1	88	1
R28YRS	ET041015	4	1998	6	500	6	1	88	1
R28YRS	ET041018	1	1996	7	1000	2	1	88	1
R28YRS	ET041018	2	1999	4	1500	7	0	11	1
R28YRS	ET041020	1	1996	7	1000	8	1	88	2
R28YRS	ET041021	1	1998	8	200	7	0	6	3
R28YRS	ET041023	1	1997	4	150	2	0	8	1
R28YRS	ET041026	1	1998	4	30	7	1	88	1
R28YRS	ET041028	1	1998	8	40	6	0	11	1
R28YRS	ET041029	1	1998	4	1000	19	0	8	1
R28YRS	ET041030	1	1998	7	700	19	1	88	1
R28YRS	ET041030	2	1999	7	500	19	0	8	1
R28YRS	ET041033	1	1995	7	2000	19	1	88	1
R28YRS	ET041033	2	1997	7	4000	19	1	88	1
R28YRS	ET041033	3	1998	7	4500	19	1	88	1
R28YRS	ET041033	4	1999	7	5000	19	0	8	1
R28YRS	ET041034	1	1998	7	1050	1	0	8	1
R28YRS	ET041037	1	1996	7	750	19	1	88	1
R28YRS	ET041039	1	1999	4	40	2	0	11	3
R28YRS	ET041040	1	1998	7	600	19	1	88	1
R28YRS	ET041041	1	1998	6	300	6	1	88	1
R28YRS	ET041041	2	1999	4	300	6	0	11	2
R28YRS	ET041042	1	1999	4	500	17	0	8	1
R28YRS	ET041043	1	1993	7	1000	4	1	88	1
R28YRS	ET041043	2	1994	7	2000	4	1	88	1
R28YRS	ET041043	3	1995	7	3000	4	1	88	1
R28YRS	ET041043	4	1996	7	4000	4	1	88	1
R28YRS	ET041043	5	1997	7	5000	4	1	88	1
R28YRS	ET041044	1	1995	4	200	2	0	11	2
R28YRS	ET041044	2	1999	4	507.5	16	0	11	2
R28YRS	ET041045	1	1998	5	300	10	0	8	1
R28YRS	ET041047	1	1998	4	2000	19	0	11	1
R28YRS	ET041047	2	1998	6	1500	19	0	11	1
R28YRS	ET051001	1	1998	7	1000	1	0	8	2
R28YRS	ET051002	1	1996	7	700	1	0	11	1
R28YRS	ET051003	1	1999	8	2000	4	0	11	1
R28YRS	ET051005	1	1998	7	810	1	0	8	1
R28YRS	ET051006	1	1994	7	300	1	1	88	1
R28YRS	ET051007	1	1998	6	1500	1	0	8	1
R28YRS	ET051009	1	1998	7	900	1	0	8	3
R28YRS	ET051011	1	1998	7	900	1	0	11	1
R28YRS	ET051012	1	1995	7	1000	19	1	88	1
R28YRS	ET051012	2	1996	7	1500	2	1	88	1
R28YRS	ET051012	3	1997	7	1500	2	1	88	1
R28YRS	ET051012	4	1998	7	1500	7	1	88	1
R28YRS	ET051014	1	1997	4	200	4	1	88	1
R28YRS	ET051014	2	1998	4	200	4	0	11	1
R28YRS	ET051016	1	1997	7	800	1	0	8	1
R28YRS	ET051017	1	1995	7	700	8	1	88	1
R28YRS	ET051017	2	1998	6	900	1	0	11	1
R28YRS	ET051018	1	1998	7	900	1	1	88	1
R28YRS	ET051019	1	1997	6	900	1	0	8	1
R28YRS	ET051020	1	1997	8	50	2	1	88	1
R28YRS	ET051020	2	1998	8	50	2	1	88	1
R28YRS	ET051024	1	1995	7	400	4	1	88	1
R28YRS	ET051024	2	1996	7	400	4	1	88	1
R28YRS	ET051024	3	1997	7	300	4	1	88	1
R28YRS	ET051024	4	1998	7	900	4	0	8	1
R28YRS	ET051025	1	1997	77	1000	1	0	8	1
R28YRS	ET051026	1	1998	4	500	7	0	11	1
R28YRS	ET051027	1	1998	7	800	1	0	11	1
R28YRS	ET051028	1	1998	5	1500	1	0	8	1
R28YRS	ET051029	1	1995	7	1000	19	1	88	4
R28YRS	ET051029	2	1996	7	1500	2	1	88	4
R28YRS	ET051029	3	1997	7	1500	2	1	88	4
R28YRS	ET051029	4	1998	7	1500	7	1	88	4
R28YRS	ET051031	1	1998	7	1000	1	0	8	3
R28YRS	ET051032	1	1998	7	540	1	0	8	1
R28YRS	ET051035	1	1997	7	900	8	0	11	1
R28YRS	ET051036	1	1998	3	900	1	0	11	1
R28YRS	ET051037	1	1997	77	600	1	0	8	1
R28YRS	ET051039	1	1997	7	500	1	1	88	1
R28YRS	ET051039	2	1998	7	600	1	0	11	1
R28YRS	ET051039	3	1999	4	5000	3	0	11	1
R28YRS	ET051042	1	1998	4	370	4	1	88	1
R28YRS	ET051044	1	1998	6	600	1	0	8	2
R28YRS	ET051045	1	1996	7	300	6	1	88	1
R28YRS	ET051045	2	1997	7	600	4	1	88	1
R28YRS	ET051045	3	1998	7	1000	8	1	88	1
R28YRS	ET051045	4	1999	7	900	8	0	8	3
R28YRS	ET051046	1	1998	4	200	2	0	11	1
R28YRS	ET051046	2	1999	4	100	4	0	11	1
R28YRS	ET051047	1	1998	4	500	2	0	8	3
R28YRS	ET051048	1	1998	6	1500	1	0	8	1
R28YRS	ET051048	2	1998	8	300	2	1	88	1
R28YRS	ET051049	1	1998	7	900	1	0	8	1
R28YRS	ET061002	1	1997	1	1000	1	0	11	1
R28YRS	ET061003	1	1998	7	1000	14	0	11	1
R28YRS	ET061003	2	1998	2	800	1	0	11	1
R28YRS	ET061004	1	1998	4	50	6	1	88	1
R28YRS	ET061005	1	1998	7	800	1	0	11	1
R28YRS	ET061005	2	1997	7	800	1	0	11	1
R28YRS	ET061007	1	1998	7	1000	14	0	8	1
R28YRS	ET061008	1	1998	7	1000	2	0	11	1
R28YRS	ET061008	2	1998	4	50	2	0	11	1
R28YRS	ET061009	1	1998	7	1000	1	0	11	80
R28YRS	ET061009	2	1997	1	220	1	1	88	1
R28YRS	ET061009	3	1998	1	220	1	0	11	1
R28YRS	ET061010	1	1998	7	1000	10	0	11	2
R28YRS	ET061011	1	1998	1	1000	10	0	11	1
R28YRS	ET061012	1	1994	7	400	14	0	88	1
R28YRS	ET061012	2	1995	7	400	14	0	88	1
R28YRS	ET061012	3	1996	7	500	14	0	88	1
R28YRS	ET061012	4	1997	7	800	14	0	88	1
R28YRS	ET061012	5	1998	7	1200	14	0	11	1
R28YRS	ET061012	6	1998	1	1000	10	0	11	1
R28YRS	ET061012	7	1998	1	200	1	0	11	1
R28YRS	ET061014	1	1998	1	180	1	0	2	1
R28YRS	ET061015	1	1997	1	1380	1	0	11	1
R28YRS	ET061015	2	1998	7	1500	1	0	11	1
R28YRS	ET061016	1	1998	1	190	1	0	11	1
R28YRS	ET061016	2	1997	1	190	1	1	88	1
R28YRS	ET061016	3	1996	1	190	1	1	88	1
R28YRS	ET061018	1	1998	7	1000	1	0	8	1
R28YRS	ET061019	1	1993	7	380	1	1	88	1
R28YRS	ET061019	2	1998	7	1000	1	0	8	1
R28YRS	ET061020	1	1994	1	180	1	1	88	1
R28YRS	ET061020	2	1995	1	180	1	1	88	1
R28YRS	ET061020	3	1996	1	190	1	1	88	1
R28YRS	ET061020	4	1997	1	190	1	1	88	1
R28YRS	ET061020	5	1998	1	280	1	0	11	1
R28YRS	ET061022	1	1994	1	190	1	1	88	1
R28YRS	ET061022	2	1995	1	190	1	1	88	1
R28YRS	ET061022	3	1996	1	190	1	1	88	1
R28YRS	ET061022	4	1997	1	450	1	1	88	1
R28YRS	ET061022	5	1998	1	380	1	0	11	1
R28YRS	ET061022	6	1998	1	1500	10	0	11	1
R28YRS	ET061025	1	1998	7	500	1	1	88	1
R28YRS	ET061026	1	1997	7	800	1	0	11	80
R28YRS	ET061028	1	1997	7	700	1	1	88	1
R28YRS	ET061028	2	1998	7	1000	1	0	11	1
R28YRS	ET061029	1	1994	7	300	1	1	88	1
R28YRS	ET061029	2	1995	7	300	1	1	88	1
R28YRS	ET061029	3	1996	7	500	1	1	88	1
R28YRS	ET061029	4	1997	7	600	1	1	88	1
R28YRS	ET061029	5	1998	7	1000	1	0	11	1
R28YRS	ET061029	6	1996	1	400	1	1	88	1
R28YRS	ET061029	7	1997	1	400	1	1	88	1
R28YRS	ET061031	1	1998	5	115	19	0	11	2
R28YRS	ET061033	1	1998	1	100	1	0	11	1
R28YRS	ET061036	1	1997	7	1500	1	1	88	1
R28YRS	ET061036	2	1998	7	700	1	0	11	1
R28YRS	ET061037	1	1998	4	20	2	1	88	1
R28YRS	ET061037	2	1999	4	20	2	0	11	1
R28YRS	ET061038	1	1995	7	400	1	1	88	1
R28YRS	ET061038	2	1996	7	600	1	1	88	1
R28YRS	ET061038	3	1997	7	800	1	1	88	80
R28YRS	ET061038	4	1998	7	1000	1	1	88	80
R28YRS	ET061039	1	1998	7	600	14	1	88	1
R28YRS	ET061039	2	1999	7	1100	14	0	8	1
R28YRS	ET061040	1	1997	7	600	14	1	88	7
R28YRS	ET061040	2	1998	7	1200	14	0	8	7
R28YRS	ET061041	1	1997	8	30	16	1	88	17
R28YRS	ET061044	1	1995	7	600	1	1	88	1
R28YRS	ET061044	2	1996	7	1600	1	0	11	1
R28YRS	ET061044	3	1997	7	600	1	1	88	1
R28YRS	ET061044	4	1998	7	700	1	0	11	1
R28YRS	ET061047	1	1995	2	380	1	1	88	1
R28YRS	ET061047	2	1996	2	400	1	1	88	1
R28YRS	ET061047	3	1997	2	400	1	1	88	1
R28YRS	ET061047	4	1998	2	300	1	0	11	1
R28YRS	ET061049	1	1998	7	1000	1	0	11	80
R28YRS	ET061050	1	1997	7	1500	1	1	88	1
R28YRS	ET061050	2	1998	7	1500	1	0	11	1
R28YRS	ET061051	1	1998	2	1200	1	0	11	1
R28YRS	ET061051	2	1998	2	190	1	0	11	1
R28YRS	ET061052	1	1995	7	1000	1	0	11	1
R28YRS	ET061052	2	1998	7	350	1	0	11	0
R28YRS	ET061056	1	1998	5	1500	4	0	11	1
R28YRS	ET061057	1	1997	7	750	1	1	88	1
R28YRS	ET061057	2	1998	7	1300	1	0	11	1
R28YRS	ET061059	1	1998	7	500	1	0	12	2
R28YRS	ET071001	1	1997	7	1500	99	1	88	80
R28YRS	ET071003	1	1995	7	600	1	1	88	2
R28YRS	ET071004	1	1994	1	300	2	1	88	1
R28YRS	ET071004	2	1995	1	600	2	1	88	1
R28YRS	ET071004	3	1996	1	400	2	1	88	1
R28YRS	ET071004	4	1997	1	1500	10	0	11	1
R28YRS	ET071005	1	1996	7	1500	2	0	8	1
R28YRS	ET071006	1	1997	7	2000	8	0	12	1
R28YRS	ET071006	2	1996	3	100	1	1	88	1
R28YRS	ET071008	1	1996	2	150	12	1	88	1
R28YRS	ET071010	1	1994	7	2300	1	1	88	1
R28YRS	ET071010	2	1993	7	1500	1	1	88	1
R28YRS	ET071010	3	1996	7	2000	1	1	88	1
R28YRS	ET071010	4	1997	7	3500	1	1	88	1
R28YRS	ET071010	5	1998	7	2000	1	0	5	1
R28YRS	ET071012	1	1996	6	1500	8	0	11	1
R28YRS	ET071017	1	1994	7	800	1	1	88	1
R28YRS	ET071017	2	1997	7	700	1	0	11	1
R28YRS	ET071018	1	1998	2	100	1	1	88	1
R28YRS	ET071018	2	1998	5	100	1	0	11	1
R28YRS	ET071020	1	1997	6	1500	1	0	11	1
R28YRS	ET071022	1	1994	2	360	1	1	88	1
R28YRS	ET071024	1	1994	7	500	2	1	88	80
R28YRS	ET071024	2	1995	7	700	2	1	88	80
R28YRS	ET071024	3	1996	7	800	2	1	88	80
R28YRS	ET071024	4	1997	7	1000	2	1	88	80
R28YRS	ET071024	5	1998	7	1000	2	0	1	80
R28YRS	ET071025	1	1998	7	3000	14	1	88	1
R28YRS	ET071025	2	1997	7	1000	15	1	88	1
R28YRS	ET071026	1	1997	1	800	1	1	88	1
R28YRS	ET071027	1	1997	6	1000	8	0	11	1
R28YRS	ET071028	1	1996	7	600	14	1	88	1
R28YRS	ET071028	2	1998	4	700	14	0	11	2
R28YRS	ET071030	1	1998	4	200	12	0	11	2
R28YRS	ET071030	2	1997	3	1000	8	1	88	2
R28YRS	ET071031	1	1998	7	1000	1	0	11	80
R28YRS	ET071031	2	1996	7	1500	1	0	11	1
R28YRS	ET071032	1	1997	4	50	2	1	88	2
R28YRS	ET071033	1	1995	2	1000	1	0	11	1
R28YRS	ET071034	1	1997	2	200	2	1	88	1
R28YRS	ET071034	2	1998	4	450	6	0	11	1
R28YRS	ET071035	1	1997	7	400	1	1	88	1
R28YRS	ET071036	1	1997	7	600	1	1	88	2
R28YRS	ET071038	1	1994	4	360	1	1	88	1
R28YRS	ET071039	1	1998	6	1000	14	0	11	1
R28YRS	ET071040	1	1998	4	100	10	1	88	1
R28YRS	ET071041	1	1997	4	120	2	0	6	1
R28YRS	ET071043	1	1998	7	1000	12	0	11	1
R28YRS	ET071043	2	1998	4	200	2	0	3	1
R28YRS	ET071044	1	1993	4	300	1	1	88	1
R28YRS	ET071047	1	1994	7	500	1	1	88	80
R28YRS	ET071047	2	1995	7	600	1	1	88	80
R28YRS	ET071047	3	1996	7	600	1	1	88	80
R28YRS	ET071047	4	1997	7	1000	16	1	88	80
R28YRS	ET071048	1	1996	7	500	7	1	88	1
R28YRS	ET071049	1	1996	1	300	1	1	88	1
R28YRS	ET071050	1	1996	6	1000	1	0	12	1
R28YRS	ET071050	2	1994	4	400	2	1	88	2
R28YRS	ET081002	1	1998	5	1800	10	0	8	1
R28YRS	ET081002	2	1998	5	1500	19	0	8	1
R28YRS	ET081003	1	1997	1	1500	1	1	88	1
R28YRS	ET081003	2	1997	6	11200	1	0	4	1
R28YRS	ET081006	1	1998	4	50	19	1	88	2
R28YRS	ET081007	1	1998	6	500	6	1	88	3
R28YRS	ET081007	2	1999	8	50	1	1	88	2
R28YRS	ET081014	1	1997	1	770	1	0	2	1
R28YRS	ET081016	1	1998	5	1500	1	0	8	1
R28YRS	ET081017	1	1998	5	400	1	0	8	1
R28YRS	ET081018	1	1999	6	400	16	0	8	2
R28YRS	ET081019	1	1996	1	900	1	0	8	1
R28YRS	ET081020	1	1998	7	2500	14	0	6	2
R28YRS	ET081020	2	1999	5	1550	10	1	88	2
R28YRS	ET081020	3	1999	6	150	7	1	88	2
R28YRS	ET081022	1	1997	1	950	1	1	88	1
R28YRS	ET081023	1	1998	77	2500	1	0	8	1
R28YRS	ET081026	1	1998	6	2500	1	0	8	1
R28YRS	ET081027	1	1998	6	1000	1	0	8	1
R28YRS	ET081029	1	1997	8	1000	2	1	88	1
R28YRS	ET081031	1	1997	8	200	6	0	4	1
R28YRS	ET081031	2	1998	8	120	6	0	4	1
R28YRS	ET081031	3	1998	2	320	1	0	8	1
R28YRS	ET081031	4	1999	8	200	7	0	8	1
R28YRS	ET081031	5	1999	8	150	6	0	8	1
R28YRS	ET081031	6	1998	5	2500	1	0	4	1
R28YRS	ET081032	1	1998	5	520	10	0	8	1
R28YRS	ET081033	1	1996	5	3000	1	0	8	2
R28YRS	ET081035	1	1998	77	1000	1	0	8	16
R28YRS	ET081035	2	1999	6	45	7	0	8	1
R28YRS	ET081040	1	1996	4	160	2	1	88	1
R28YRS	ET081040	2	1998	4	100	2	1	88	1
R28YRS	ET081041	1	1994	7	1150	14	1	88	2
R28YRS	ET081041	2	1997	7	1150	14	1	88	2
R28YRS	ET081041	3	1998	1	90	1	1	88	2
R28YRS	ET081041	4	1997	8	40	1	1	88	1
R28YRS	ET081041	5	1998	7	2500	1	0	4	2
R28YRS	ET081043	1	1998	5	2500	1	0	4	1
R28YRS	ET081048	1	1998	7	2500	14	0	2	1
R28YRS	ET081048	2	1994	6	250	17	1	88	1
R28YRS	ET081049	1	1998	1	2000	1	0	8	1
R28YRS	ET081050	1	1997	4	100	7	1	88	2
R28YRS	ET081050	2	1998	4	100	2	1	88	2
R28YRS	ET091001	1	1995	1	250	1	0	2	1
R28YRS	ET091001	2	1996	1	179.300003051758	1	1	88	1
R28YRS	ET091001	3	1997	1	175	1	1	88	1
R28YRS	ET091001	4	1998	1	225	1	1	88	1
R28YRS	ET091002	1	1994	1	150	1	1	88	1
R28YRS	ET091002	2	1995	1	260	1	1	88	1
R28YRS	ET091002	3	1999	7	300	1	0	8	2
R28YRS	ET091003	1	1999	1	250	1	0	8	2
R28YRS	ET091004	1	1995	1	360	1	0	2	1
R28YRS	ET091005	1	1998	7	800	1	0	8	3
R28YRS	ET091005	2	1998	1	114	1	0	8	3
R28YRS	ET091006	1	1995	7	2000	2	0	2	1
R28YRS	ET091006	2	1996	7	600	2	0	2	2
R28YRS	ET091006	3	1997	7	500	2	0	2	1
R28YRS	ET091007	1	1995	4	400	12	1	88	2
R28YRS	ET091007	2	1996	4	374	14	1	88	2
R28YRS	ET091007	3	1997	4	500	8	1	88	2
R28YRS	ET091007	4	1998	4	800	8	1	88	2
R28YRS	ET091010	1	1995	1	232	1	0	2	1
R28YRS	ET091010	2	1996	1	380	1	1	88	1
R28YRS	ET091010	3	1997	1	387	1	1	88	1
R28YRS	ET091010	4	1998	1	390	1	1	88	1
R28YRS	ET091011	1	1994	1	150	1	1	88	1
R28YRS	ET091011	2	1995	1	250	1	1	88	1
R28YRS	ET091011	3	1996	1	193	1	1	88	1
R28YRS	ET091011	4	1997	1	193	1	1	88	1
R28YRS	ET091012	1	1995	7	800	2	0	2	1
R28YRS	ET091012	2	1996	7	200	2	0	2	2
R28YRS	ET091012	3	1997	7	180	2	0	2	2
R28YRS	ET091013	1	1995	1	77	1	0	2	1
R28YRS	ET091013	2	1995	7	400	19	1	88	2
R28YRS	ET091013	3	1997	1	152.350006103516	1	1	88	1
R28YRS	ET091013	4	1996	7	500	19	1	88	2
R28YRS	ET091013	5	1997	7	665	19	1	88	2
R28YRS	ET091013	6	1998	7	800	19	0	8	2
R28YRS	ET091015	1	1994	2	250	1	0	2	2
R28YRS	ET091015	2	1995	2	125	1	1	88	2
R28YRS	ET091015	3	1997	2	125	1	0	9	2
R28YRS	ET091015	4	1998	8	500	1	0	8	2
R28YRS	ET091016	1	1995	3	1000	4	0	2	1
R28YRS	ET091016	2	1996	3	500	4	0	2	2
R28YRS	ET091016	3	1997	3	500	4	0	2	1
R28YRS	ET091017	1	1999	6	500	1	0	2	1
R28YRS	ET091018	1	1995	4	600	1	1	88	2
R28YRS	ET091018	2	1996	1	577.900024414063	1	1	88	1
R28YRS	ET091018	3	1997	1	570	1	1	88	1
R28YRS	ET091018	4	1998	1	975	1	1	88	1
R28YRS	ET091018	5	1995	1	621	1	0	2	1
R28YRS	ET091019	1	1996	7	400	1	1	88	2
R28YRS	ET091019	2	1997	7	310	1	1	88	2
R28YRS	ET091019	3	1998	7	800	1	0	8	2
R28YRS	ET091020	1	1993	7	900	1	0	8	2
R28YRS	ET091020	2	1995	1	360	1	0	2	1
R28YRS	ET091021	1	1994	2	540	1	1	88	1
R28YRS	ET091021	2	1995	2	420	1	1	88	1
R28YRS	ET091021	3	1996	2	470	1	1	88	1
R28YRS	ET091021	4	1997	2	620	1	1	88	1
R28YRS	ET091021	5	1998	2	160	1	0	8	1
R28YRS	ET091022	1	1996	1	760	1	1	88	1
R28YRS	ET091022	2	1997	1	765	1	1	88	1
R28YRS	ET091022	3	1998	1	780	1	0	6	1
R28YRS	ET091023	1	1996	1	500	1	1	88	1
R28YRS	ET091024	1	1995	2	236	1	0	2	1
R28YRS	ET091025	1	1995	1	415	1	0	2	1
R28YRS	ET091025	2	1996	1	300	1	1	88	1
R28YRS	ET091025	3	1997	1	473	1	1	88	1
R28YRS	ET091026	1	1994	7	440	1	1	88	2
R28YRS	ET091026	2	1995	7	330	1	1	88	2
R28YRS	ET091026	3	1996	7	420	1	1	88	2
R28YRS	ET091026	4	1997	7	580	1	1	88	2
R28YRS	ET091026	5	1998	7	880	8	1	88	2
R28YRS	ET091026	6	1995	2	250	1	0	8	1
R28YRS	ET091026	7	1996	2	370	1	1	88	1
R28YRS	ET091026	8	1997	2	250	1	1	88	1
R28YRS	ET091026	9	1998	2	370	1	0	8	1
R28YRS	ET091027	1	1995	2	400	1	1	88	2
R28YRS	ET091027	2	1996	2	300	1	1	88	2
R28YRS	ET091027	3	1997	2	600	1	1	88	2
R28YRS	ET091027	4	1998	2	800	1	1	88	2
R28YRS	ET091028	1	1995	1	450	1	0	2	1
R28YRS	ET091029	1	1994	1	440	1	0	8	1
R28YRS	ET091029	2	1995	1	440	1	1	88	1
R28YRS	ET091029	3	1996	1	440	1	1	88	1
R28YRS	ET091029	4	1997	1	440	1	1	88	1
R28YRS	ET091029	5	1998	1	440	1	1	88	1
R28YRS	ET091031	1	1998	7	400	1	0	11	2
R28YRS	ET091031	2	1994	2	190	1	1	88	1
R28YRS	ET091031	3	1995	2	210	1	0	8	1
R28YRS	ET091031	4	1996	2	260	1	1	88	1
R28YRS	ET091031	5	1997	2	260	1	1	88	1
R28YRS	ET091031	6	1998	2	410	1	1	88	1
R28YRS	ET091032	1	1994	7	400	1	1	88	2
R28YRS	ET091032	2	1994	1	1510	1	1	88	1
R28YRS	ET091032	3	1995	7	700	1	0	2	2
R28YRS	ET091032	4	1996	1	1526	1	1	88	1
R28YRS	ET091032	5	1997	1	1568	1	1	88	1
R28YRS	ET091032	6	1998	7	800	1	1	88	2
R28YRS	ET091032	7	1998	1	1000	1	0	8	1
R28YRS	ET091034	1	1994	1	176.5	1	1	88	1
R28YRS	ET091034	2	1995	1	353	1	1	88	1
R28YRS	ET091034	3	1996	1	529.5	1	1	88	1
R28YRS	ET091034	4	1997	1	529.5	1	1	88	1
R28YRS	ET091034	5	1998	1	353	1	1	88	1
R28YRS	ET091034	6	1999	1	353	1	0	8	1
R28YRS	ET091036	1	1994	2	95	1	1	88	1
