FORMNO	CHILDID	LOANID	LOANYEAR	LOANWHO	LOANAMNT	LOANWHY	LOANPAID	LOANYNOP	LOANRSID
R28YRS	ET201036	1	1996	7	1300	1	0	11	1
R28YRS	ET201036	2	1993	1	1200	1	0	11	1
R28YRS	ET201036	3	1997	1	300	1	0	2	1
R28YRS	ET201036	4	1997	77	150	1	0	2	1
R28YRS	ET201037	1	1996	5	1000	1	0	4	2
R28YRS	ET201038	1	1996	7	2000	1	0	8	1
R28YRS	ET201039	1	1997	7	1600	1	0	8	1
R28YRS	ET201040	1	1996	7	3000	1	0	12	1
R28YRS	ET201042	1	1997	7	1200	1	0	8	1
R28YRS	ET201044	1	1997	7	1260	1	0	8	1
R28YRS	ET201045	1	1997	7	3000	1	0	8	1
R28YRS	ET201046	1	1995	7	1500	1	0	8	1
R28YRS	ET201047	1	1993	7	600	1	1	88	1
R28YRS	ET201047	2	1998	7	1200	1	0	8	1
R28YRS	ET201048	1	1994	7	500	1	1	88	1
R28YRS	ET201049	1	1997	3	2400	1	0	8	2
R28YRS	ET201050	1	1997	7	1000	1	0	8	1
