FORMNO	CHILDID	CROPID	CROP	QNTHARV	QNTUNIT	VLCRSLD	CROPCOST
R28YRS	ET121020	4	75	6	2	800	20
R28YRS	ET121020	5	76	5	2	1600	400
R28YRS	ET121021	1	41	0	88	0	0
R28YRS	ET121021	2	14	2	47	50	20
R28YRS	ET121021	3	10	40	10	0	0
R28YRS	ET121022	1	41	20	60	0	50
R28YRS	ET121022	2	44	3	2	0	200
R28YRS	ET121022	3	76	1	2	350	100
R28YRS	ET121022	4	35	.5	2	0	30
R28YRS	ET121023	1	76	.5	2	1.5	30
R28YRS	ET121023	2	44	1	2	0	10
R28YRS	ET121023	3	41	10	60	0	20
R28YRS	ET121023	4	79	1	2	0	2
R28YRS	ET121023	5	75	1	2	1.85000002384186	65
R28YRS	ET121024	1	14	5	47	75	20
R28YRS	ET121024	2	41	5	60	0	20
R28YRS	ET121024	3	44	2	2	0	20
R28YRS	ET121024	4	75	2	2	0	0
R28YRS	ET121025	1	14	20	47	700	100
R28YRS	ET121025	2	41	50	49	0	50
R28YRS	ET121025	3	44	6	2	0	100
R28YRS	ET121025	4	79	.5	2	0	10
R28YRS	ET121026	1	14	150	60	200	0
R28YRS	ET121026	2	41	30	60	0	0
R28YRS	ET121026	3	5	1.5	2	0	25
R28YRS	ET121026	4	19	.5	2	150	80
R28YRS	ET121026	5	8	1	2	0	90
R28YRS	ET121027	1	41	15	60	0	0
R28YRS	ET121027	2	14	20	47	500	70
R28YRS	ET121027	3	76	35	1	0	30.5
R28YRS	ET121027	4	51	2	40	100	0
R28YRS	ET121028	1	14	14	47	130	30
R28YRS	ET121028	2	41	15	60	0	160
R28YRS	ET121028	3	51	2	41	40	10
R28YRS	ET121028	4	76	2	2	650	232
R28YRS	ET121028	5	44	4	2	0	160
R28YRS	ET121028	6	35	1	2	60	15
R28YRS	ET121029	1	14	5	47	50	10
R28YRS	ET121029	2	41	12	60	0	20
R28YRS	ET121029	3	44	3	2	0	50
R28YRS	ET121029	4	76	3	2	900	40
R28YRS	ET121029	5	10	250	10	0	5
R28YRS	ET121030	1	41	12	60	0	0
R28YRS	ET121030	2	14	0	88	0	70
R28YRS	ET121030	3	75	2	2	200	50
R28YRS	ET121030	4	7	50	1	100	0
R28YRS	ET121030	5	8	1	2	125	50
R28YRS	ET121030	6	79	3	2	0	15
R28YRS	ET121030	7	35	1.5	2	125	25
R28YRS	ET121030	8	44	4	2	300	180
R28YRS	ET121031	1	14	6	55	600	100
R28YRS	ET121031	2	41	20	60	0	100
R28YRS	ET121031	3	8	1	2	170	20
R28YRS	ET121031	4	44	2	2	0	31.5
R28YRS	ET121031	5	51	.5	2	20	0
R28YRS	ET121032	1	14	20	47	400	100
R28YRS	ET121032	2	41	15	60	0	20
R28YRS	ET121032	3	44	4	2	0	100
R28YRS	ET121032	4	79	3	2	0	10
R28YRS	ET121032	5	76	3	2	900	150
R28YRS	ET121033	1	14	20	47	600	100
R28YRS	ET121033	2	41	15	60	0	30
R28YRS	ET121033	3	75	3	2	1200	200
R28YRS	ET121033	4	44	3	2	0	50
R28YRS	ET121033	5	79	2	2	0	0
R28YRS	ET121033	6	35	1	2	100	0
R28YRS	ET121034	1	44	3	2	0	75
R28YRS	ET121034	2	79	3	2	0	150
R28YRS	ET121034	3	76	1	2	300	50
R28YRS	ET121034	4	14	20	47	400	150
R28YRS	ET121034	5	41	10	60	0	0
R28YRS	ET121034	6	10	60	10	0	0
R28YRS	ET121034	7	35	1	2	0	0
R28YRS	ET121036	1	44	2	2	0	50
R28YRS	ET121036	2	79	1	2	0	0
R28YRS	ET121036	3	75	2	2	0	30
R28YRS	ET121036	4	41	5	60	0	20
R28YRS	ET121036	5	14	15	47	400	70
R28YRS	ET121037	1	14	7	47	140	20
R28YRS	ET121037	2	41	10	60	0	50
R28YRS	ET121037	3	79	1.5	2	0	0
R28YRS	ET121037	4	76	75	24	200	45
R28YRS	ET121038	1	14	30	47	500	130
R28YRS	ET121038	2	41	35	60	0	30
R28YRS	ET121038	3	75	5	2	750	300
R28YRS	ET121038	4	76	3	2	800	200
R28YRS	ET121039	1	41	6	60	0	20
R28YRS	ET121039	2	35	1	2	180	40
R28YRS	ET121039	3	79	1	2	0	5
R28YRS	ET121039	4	21	50	60	400	0
R28YRS	ET121040	1	14	15	47	300	50
R28YRS	ET121040	2	41	20	60	0	50
R28YRS	ET121040	3	44	2	2	0	30
R28YRS	ET121040	4	79	1	2	0	50
R28YRS	ET121040	5	76	2	2	0	100
R28YRS	ET121041	1	41	15	60	0	0
R28YRS	ET121041	2	44	2	2	0	0
R28YRS	ET121041	3	14	10	47	100	50
R28YRS	ET121041	4	79	4	2	0	0
R28YRS	ET121041	5	8	1	2	300	0
R28YRS	ET121041	6	10	40	10	0	0
R28YRS	ET121043	1	41	2	60	0	10
R28YRS	ET121043	2	14	2	55	200	90
R28YRS	ET121043	3	8	1	2	300	100
R28YRS	ET121043	4	10	200	10	0	0
R28YRS	ET121043	5	7	1	2	0	54
R28YRS	ET121046	1	14	150	47	4500	1000
R28YRS	ET121046	2	41	60	60	1200	100
R28YRS	ET121046	3	44	15	2	0	285
R28YRS	ET121046	4	79	10	2	1500	50
R28YRS	ET121046	5	76	5	2	2500	250
R28YRS	ET121046	6	19	2	2	900	60
R28YRS	ET121046	7	21	0	56	0	0
R28YRS	ET121047	1	41	15	60	0	20
R28YRS	ET121047	2	14	50	47	1000	30
R28YRS	ET121047	3	8	2	2	800	20
R28YRS	ET121047	4	35	1	2	0	30
R28YRS	ET121048	1	44	2	2	0	100
R28YRS	ET121048	2	8	2	2	300	550
R28YRS	ET121048	3	10	4	10	0	50
R28YRS	ET121048	4	64	.5	2	0	0
R28YRS	ET121048	5	14	100	47	150	50
R28YRS	ET121048	6	41	100	60	0	100
R28YRS	ET121049	1	14	0	47	0	38
R28YRS	ET121049	2	41	18	60	0	40
R28YRS	ET121049	3	79	2	2	0	0
R28YRS	ET121049	4	44	3	2	0	0
R28YRS	ET121049	5	76	1	2	320	35
R28YRS	ET121050	1	14	35	47	1000	400
R28YRS	ET121050	2	41	9	60	0	70
R28YRS	ET121050	3	76	5	2	0	300
R28YRS	ET121050	4	44	3	2	0	120
R28YRS	ET121050	5	79	2	2	0	15
R28YRS	ET121054	1	41	15	60	0	100
R28YRS	ET121054	2	51	2	50	100	0
R28YRS	ET121054	3	44	1.5	2	0	80
R28YRS	ET121055	1	79	35	24	0	2
R28YRS	ET121056	1	8	3	2	800	280
R28YRS	ET121056	2	44	10	2	0	620
R28YRS	ET121056	3	14	700	47	1200	300
R28YRS	ET121056	4	51	50	60	0	0
R28YRS	ET121056	5	17	20	60	0	0
R28YRS	ET121056	6	41	20	60	0	0
R28YRS	ET121057	1	14	4	47	200	50
R28YRS	ET121057	2	41	0	88	0	0
R28YRS	ET121057	3	79	1.5	2	0	20
R28YRS	ET121057	4	44	1	2	0	50
R28YRS	ET131012	1	5	1	2	0	135
R28YRS	ET131012	2	35	50	1	0	0
R28YRS	ET131012	3	44	2	41	0	0
R28YRS	ET131012	4	64	15	10	30	0
R28YRS	ET131012	5	41	300	10	0	0
R28YRS	ET131013	1	44	1	41	60	14
R28YRS	ET131013	2	76	42	24	130	50
R28YRS	ET131013	3	125	80	24	120	20
R28YRS	ET131014	1	41	3	55	0	10
R28YRS	ET131029	1	44	2	2	260	130
R28YRS	ET131029	2	69	1	2	60	10
R28YRS	ET131029	3	41	3	10	15	0
R28YRS	ET131035	1	41	3	10	60	15
R28YRS	ET131036	1	35	.5	2	0	94
R28YRS	ET131036	2	44	.5	2	0	47
R28YRS	ET131038	1	44	50	1	0	0
R28YRS	ET131038	2	41	1	3	0	0
R28YRS	ET131038	3	35	1	2	200	45
R28YRS	ET131041	1	41	3	10	60	3
R28YRS	ET131041	2	44	80	1	155	30
R28YRS	ET131041	3	76	20	1	170	13
R28YRS	ET131041	4	17	20	1	240	18
R28YRS	ET131041	5	69	2	13	30	5
R28YRS	ET131049	1	44	4	2	0	55
R28YRS	ET131049	2	76	0	88	-88	60
R28YRS	ET131049	3	35	1	2	200	30
R28YRS	ET131049	4	69	10	40	0	0
R28YRS	ET131049	5	55	3	40	0	15
R28YRS	ET131049	6	41	60	10	0	0
R28YRS	ET131049	7	50	.5	41	40	15
R28YRS	ET131049	8	17	0	88	-88	0
R28YRS	ET131049	9	10	20	10	0	0
R28YRS	ET141001	1	5	100	1	250	60
R28YRS	ET141001	2	75	50	1	187	50
R28YRS	ET141001	3	124	40	1	160	35
R28YRS	ET141001	4	55	-77	88	0	30
R28YRS	ET141001	5	41	2	10	300	40
R28YRS	ET151001	1	17	2	2	500	0
R28YRS	ET151001	2	44	2	2	0	100
R28YRS	ET151001	3	41	18	3	0	0
R28YRS	ET151001	4	14	89	10	89	0
R28YRS	ET151001	5	4	4	60	16	0
R28YRS	ET151001	6	69	1	2	0	0
R28YRS	ET151001	7	80	2	3	0	0
R28YRS	ET151002	1	44	4	2	310	70
R28YRS	ET151002	2	17	8.5	2	6500	300
R28YRS	ET151002	3	80	15	3	300	0
R28YRS	ET151002	4	41	4	95	0	0
R28YRS	ET151004	1	17	5	2	1125	175
R28YRS	ET151004	2	41	6	3	720	0
R28YRS	ET151004	3	3	6	2	300	0
R28YRS	ET151004	4	44	1.5	2	260	80
R28YRS	ET151004	5	35	.5	2	50	15
R28YRS	ET151005	1	17	4.5	2	1200	80
R28YRS	ET151005	2	41	8	3	180	0
R28YRS	ET151005	3	44	1.5	2	80	30
R28YRS	ET151005	4	14	3	46	120	0
R28YRS	ET151008	1	41	4	3	300	0
R28YRS	ET151008	2	44	1	2	150	52
R28YRS	ET151008	3	35	30	1	50	6
R28YRS	ET151008	4	69	4	2	200	0
R28YRS	ET151008	5	80	5	55	50	0
R28YRS	ET151008	6	17	130	1	830	0
R28YRS	ET151009	1	10	25	10	150	10
R28YRS	ET151009	2	41	20	95	900	60
R28YRS	ET151009	3	44	17	2	1400	400
R28YRS	ET151009	4	17	300	1	4000	500
R28YRS	ET151010	1	17	1	41	100	40
R28YRS	ET151010	2	69	10	2	300	70
R28YRS	ET151010	3	44	0	88	0	500
R28YRS	ET151010	4	76	20	1	60	80
R28YRS	ET151010	5	125	1	2	200	50
R28YRS	ET151011	1	41	3	95	40	10
R28YRS	ET151011	2	17	1	2	250	30
R28YRS	ET151011	3	44	1	2	30	30
R28YRS	ET151011	4	96	10	1	0	0
R28YRS	ET151012	1	17	2	41	1000	100
R28YRS	ET151012	2	41	2	3	200	100
R28YRS	ET151012	3	44	3	41	510	40
R28YRS	ET151014	1	17	2	2	1000	50
R28YRS	ET151014	2	41	10	3	0	100
R28YRS	ET151014	3	44	1	2	0	150
R28YRS	ET151014	4	69	6	40	100	0
R28YRS	ET151015	1	44	2	2	0	200
R28YRS	ET151015	2	17	3	2	1400	0
R28YRS	ET151015	3	69	5	2	80	20
R28YRS	ET151015	4	76	.25	2	0	10
R28YRS	ET151015	5	41	3	3	0	0
R28YRS	ET151016	1	41	2	2	400	0
R28YRS	ET151016	2	17	2	2	300	40
R28YRS	ET151016	3	69	3	2	70	0
R28YRS	ET151016	4	3	1	2	20	0
R28YRS	ET151016	5	80	5	3	60	0
R28YRS	ET151016	6	4	3	50	15	0
R28YRS	ET151018	1	17	3	2	1300	300
R28YRS	ET151018	2	80	1	3	0	0
R28YRS	ET151018	3	41	5	95	0	0
R28YRS	ET151018	4	4	5	50	20	5
R28YRS	ET151018	5	44	15	1	0	0
R28YRS	ET151019	1	41	6	3	0	0
R28YRS	ET151019	2	17	2	2	700	0
R28YRS	ET151019	3	44	1	2	0	48
R28YRS	ET151019	4	35	25	1	0	0
R28YRS	ET151019	5	80	14	3	130	0
R28YRS	ET151020	1	17	4	2	800	300
R28YRS	ET151020	2	35	15	1	0	30
R28YRS	ET151020	3	41	6	3	0	100
R28YRS	ET151020	4	69	6	2	240	100
R28YRS	ET151020	5	80	5	3	0	0
R28YRS	ET151021	1	41	3	3	0	60
R28YRS	ET151021	2	17	4.5	2	2500	27
R28YRS	ET151021	3	69	3	2	40	0
R28YRS	ET151023	1	41	1.5	3	0	0
R28YRS	ET151023	2	44	1	2	0	0
R28YRS	ET151023	3	69	3	2	150	12
R28YRS	ET151023	4	17	.5	2	62.5	15
R28YRS	ET151024	1	41	3	3	0	170
R28YRS	ET151024	2	17	2	2	300	137
R28YRS	ET151024	3	69	2	2	60	15
R28YRS	ET151024	4	35	20	1	0	0
R28YRS	ET151024	5	44	3	2	200	60
R28YRS	ET151025	1	44	1	2	0	50
R28YRS	ET151025	2	41	2	3	0	30
R28YRS	ET151025	3	17	2	2	250	70
R28YRS	ET151025	4	76	.5	2	0	30
R28YRS	ET151026	1	41	6	3	0	50
R28YRS	ET151026	2	17	3	2	500	30
R28YRS	ET151027	1	17	10	2	1000	0
R28YRS	ET151027	2	41	5	3	0	0
R28YRS	ET151027	3	76	1	2	0	60
R28YRS	ET151027	4	69	6	2	180	0
R28YRS	ET151027	5	80	10	3	120	0
R28YRS	ET151028	1	17	4	2	700	50
R28YRS	ET151028	2	41	2	3	0	0
R28YRS	ET151028	3	70	2	2	150	0
R28YRS	ET151028	4	12	1	2	100	0
R28YRS	ET151028	5	76	2	2	0	0
R28YRS	ET151029	1	17	15	2	600	50
R28YRS	ET151029	2	41	4	3	400	30
R28YRS	ET151029	3	44	4	2	130	20
R28YRS	ET151029	4	4	10	1	0	0
R28YRS	ET151030	1	41	20	95	1000	20
R28YRS	ET151030	2	44	4	2	600	30
R28YRS	ET151031	1	17	5	2	2500	400
R28YRS	ET151031	2	44	2.5	2	0	300
R28YRS	ET151031	3	41	10	95	0	100
R28YRS	ET151031	4	35	1	2	0	50
R28YRS	ET151031	5	10	10	10	0	0
R28YRS	ET151032	1	80	14	3	220	10
R28YRS	ET151032	2	69	16	41	300	30
R28YRS	ET151032	3	17	10	2	3000	200
R28YRS	ET151032	4	41	15	95	275	45
R28YRS	ET151032	5	44	10	2	850	240
R28YRS	ET151032	6	4	8	50	45	0
R28YRS	ET151033	1	17	10	41	1000	200
R28YRS	ET151033	2	44	2	41	400	100
R28YRS	ET151034	1	17	15	2	2400	42
R28YRS	ET151034	2	41	6	3	0	0
R28YRS	ET151034	3	44	5	2	0	0
R28YRS	ET151035	1	41	15	95	400	100
R28YRS	ET151035	2	17	10	41	1500	400
R28YRS	ET151035	3	44	3	2	350	80
R28YRS	ET151039	1	41	15	3	0	50
R28YRS	ET151039	2	17	3	2	750	200
R28YRS	ET151039	3	69	5	2	60	0
R28YRS	ET151041	1	14	600	46	2000	60
R28YRS	ET151041	2	41	280	10	0	0
R28YRS	ET151041	3	50	60	3	5000	0
R28YRS	ET151041	4	44	4	2	300	120
R28YRS	ET151041	5	21	60	56	500	0
R28YRS	ET151041	6	3	3	41	80	0
R28YRS	ET151041	7	4	4	17	40	0
R28YRS	ET151042	1	69	8	2	240	60
R28YRS	ET151042	2	17	6	2	600	100
R28YRS	ET151043	1	17	8	2	4000	1000
R28YRS	ET151043	2	41	30	95	300	100
R28YRS	ET151043	3	80	3	3	80	30
R28YRS	ET151044	1	41	7	3	840	0
R28YRS	ET151044	2	17	8	2	1720	310
R28YRS	ET151044	3	44	2	2	420	130
R28YRS	ET151044	4	35	1.75	2	175	25
R28YRS	ET151044	5	69	2	2	300	40
R28YRS	ET151045	1	41	10	3	480	0
R28YRS	ET151045	2	17	4.5	2	1200	50
R28YRS	ET151045	3	8	1	2	400	100
R28YRS	ET151045	4	44	2	2	320	100
R28YRS	ET151045	5	69	10	2	400	0
R28YRS	ET151045	6	35	.5	2	75	0
R28YRS	ET151045	7	80	6	3	100	0
R28YRS	ET151045	8	6	1	2	100	0
R28YRS	ET151049	1	8	2	2	800	130
R28YRS	ET151049	2	41	2	3	300	30
R28YRS	ET151049	3	44	2	2	260	60
R28YRS	ET151049	4	69	4	40	300	80
R28YRS	ET151049	5	80	10	55	200	40
R28YRS	ET151049	6	64	2	1	320	50
R28YRS	ET151051	1	44	2	2	200	170
R28YRS	ET151051	2	41	15	10	0	30
R28YRS	ET151051	3	80	20	3	200	0
R28YRS	ET151052	1	17	4	2	2500	400
R28YRS	ET151052	2	80	10	3	400	125
R28YRS	ET151052	3	41	7	95	0	0
R28YRS	ET151053	1	44	1	2	200	125
R28YRS	ET151053	2	69	8	2	360	25
R28YRS	ET151053	3	17	1	2	300	0
R28YRS	ET151053	4	41	2	3	200	0
R28YRS	ET151054	1	41	4	3	480	0
R28YRS	ET151054	2	17	2.5	2	537	80
R28YRS	ET151054	3	80	6	10	90	0
R28YRS	ET151054	4	44	.5	2	100	60
R28YRS	ET151054	5	35	.5	2	50	20
R28YRS	ET151054	6	69	1	2	150	30
R28YRS	ET151054	7	76	.25	2	62.5	50
R28YRS	ET151056	1	41	5	3	300	0
R28YRS	ET151056	2	44	8	2	600	50
R28YRS	ET151056	3	8	2	2	600	70
R28YRS	ET151056	4	76	1	2	400	70
R28YRS	ET151056	5	69	6	40	200	40
R28YRS	ET151056	6	35	1	2	200	50
R28YRS	ET151056	7	80	30	55	300	40
R28YRS	ET151057	1	41	3	3	360	0
R28YRS	ET151057	2	17	.5	2	90	0
R28YRS	ET151057	3	44	.25	2	150	40
R28YRS	ET151057	4	35	1	2	100	30
R28YRS	ET151057	5	69	2	2	300	50
R28YRS	ET151057	6	80	12	10	180	0
R28YRS	ET151058	1	44	100	1	170	5
R28YRS	ET151058	2	41	13	95	900	50
R28YRS	ET151058	3	69	2	40	250	15
R28YRS	ET151058	4	80	20	10	150	10
R28YRS	ET151058	5	8	50	1	200	0
R28YRS	ET151059	1	44	4	2	320	75
R28YRS	ET151059	2	80	22	3	400	0
R28YRS	ET151059	3	69	10	2	500	75
R28YRS	ET151059	4	41	4	3	0	0
R28YRS	ET151064	1	10	10	10	100	5
R28YRS	ET151064	2	41	10	95	600	50
R28YRS	ET151064	3	44	13	2	800	300
R28YRS	ET151064	4	17	300	1	4000	500
R28YRS	ET151066	1	41	5.5	3	0	0
R28YRS	ET151066	2	17	8	2	1500	303
R28YRS	ET151066	3	69	10	2	80	36
R28YRS	ET151066	4	96	1	2	60	6
R28YRS	ET151067	1	41	10	3	0	100
R28YRS	ET151067	2	44	3	2	0	200
R28YRS	ET151067	3	17	2	2	1200	0
R28YRS	ET151068	1	17	2.5	2	1000	0
R28YRS	ET151068	2	41	2	3	0	150
R28YRS	ET151068	3	44	3	2	150	0
R28YRS	ET151068	4	69	5	2	60	20
R28YRS	ET151069	1	44	6	2	700	125
R28YRS	ET151069	2	17	4	2	1200	100
R28YRS	ET151069	3	41	2	3	70	50
R28YRS	ET151070	1	44	3	2	300	200
R28YRS	ET151070	2	35	1	2	0	150
R28YRS	ET151070	3	41	10	10	0	0
R28YRS	ET151070	4	17	2.5	2	1800	0
R28YRS	ET161001	1	41	14	3	0	0
R28YRS	ET161001	2	75	150	1	75	0
R28YRS	ET161001	3	10	10	10	0	0
R28YRS	ET161002	1	41	13	3	0	50
R28YRS	ET161002	2	14	1	10	50	0
R28YRS	ET161002	3	75	1	2	0	35
R28YRS	ET161003	1	14	2	3	100	20
R28YRS	ET161003	2	10	20	10	40	0
R28YRS	ET161003	3	41	10	3	50	100
R28YRS	ET161003	4	75	4	2	200	270
R28YRS	ET161004	1	41	240	55	0	-88
R28YRS	ET161004	2	14	20	46	100	12
R28YRS	ET161004	3	10	80	10	0	4
R28YRS	ET161004	4	75	2.5	2	200	150
R28YRS	ET161005	1	41	50	56	0	0
R28YRS	ET161005	2	10	180	10	3	0
R28YRS	ET161005	3	76	50	1	200	0
R28YRS	ET161005	4	75	2	2	300	0
R28YRS	ET161005	5	125	50	1	50	0
R28YRS	ET161006	1	5	1	2	70.5	30
R28YRS	ET161006	2	75	2.5	2	280	25
R28YRS	ET161006	3	41	240	55	0	-77
R28YRS	ET161006	4	17	48	24	0	-77
R28YRS	ET161007	1	41	60	56	700	100
R28YRS	ET161007	2	17	70	1	0	0
R28YRS	ET161007	3	124	0	88	-77	0
R28YRS	ET161007	4	5	1	2	0	0
R28YRS	ET161007	5	75	3	2	300	35
R28YRS	ET161008	1	75	1	2	40	50
R28YRS	ET161008	2	76	1	41	0	30
R28YRS	ET161009	1	125	50	1	0	30
R28YRS	ET161009	2	41	80	3	0	55
R28YRS	ET161009	3	8	50	1	0	70
R28YRS	ET161009	4	75	4	2	200	200
R28YRS	ET161010	1	75	2	2	0	28
R28YRS	ET161010	2	75	1	2	0	80
R28YRS	ET161010	3	8	1	2	340	50
R28YRS	ET161010	4	41	5	3	0	25
R28YRS	ET161011	1	41	240	55	0	50
R28YRS	ET161011	2	10	120	95	0	20
R28YRS	ET161011	3	14	25	46	80	30
R28YRS	ET161011	4	21	0	88	0	0
R28YRS	ET161011	5	50	5	49	0	0
R28YRS	ET161011	6	17	5	1	0	0
R28YRS	ET161011	7	75	8.5	2	480	500
R28YRS	ET161012	1	41	10	3	0	50
R28YRS	ET161012	2	75	3.5	2	120	300
R28YRS	ET161012	3	44	2	2	0	120
R28YRS	ET161012	4	5	4	2	0	235
R28YRS	ET161013	1	75	3	2	200	330
R28YRS	ET161013	2	124	2	2	300	350
R28YRS	ET161013	3	10	5	3	100	5
R28YRS	ET161014	1	75	2	2	200	150
R28YRS	ET161014	2	41	5	3	30	100
R28YRS	ET161014	3	124	50	1	120	40
R28YRS	ET161014	4	55	3	2	120	60
R28YRS	ET161015	1	75	2	2	0	288
R28YRS	ET161015	2	8	1	2	0	90
R28YRS	ET161015	3	41	24	3	0	50
R28YRS	ET161016	1	41	80	3	80	40
R28YRS	ET161016	2	17	0	88	88	0
R28YRS	ET161016	3	14	60	46	300	20
R28YRS	ET161016	4	44	2	41	110	30
R28YRS	ET161016	5	70	30	10	5	8
R28YRS	ET161016	6	5	5	2	140	25
R28YRS	ET161016	7	75	7	2	180	40
R28YRS	ET161017	1	31	10	55	100	0
R28YRS	ET161018	1	41	-77	88	0	167
R28YRS	ET161018	2	10	-77	88	0	50
R28YRS	ET161018	3	44	-77	88	0	79
R28YRS	ET161018	4	75	1.5	2	0	561
R28YRS	ET161019	1	41	15	3	0	0
R28YRS	ET161019	2	75	150	1	0	50
R28YRS	ET161019	3	10	10	10	0	0
R28YRS	ET161020	1	41	-77	88	-77	40
R28YRS	ET161020	2	14	150	46	420	30
R28YRS	ET161020	3	44	3	40	85	25
R28YRS	ET161020	4	4	-77	88	-77	-77
R28YRS	ET161020	5	26	2	10	17.5	14
R28YRS	ET161020	6	75	7	2	300	210
R28YRS	ET161021	1	75	2	2	400	350
R28YRS	ET161021	2	14	30	46	150	30
R28YRS	ET161021	3	21	15	56	30	10
R28YRS	ET161021	4	41	4	3	280	30
R28YRS	ET161022	1	41	150	77	0	0
R28YRS	ET161022	2	44	1	2	0	15
R28YRS	ET161022	3	10	360	95	0	2
R28YRS	ET161022	4	75	4	2	270	195
R28YRS	ET161022	5	17	3	2	0	0
R28YRS	ET161022	6	5	120	1	240	0
R28YRS	ET161022	7	76	.5	2	155	0
R28YRS	ET161022	8	21	4	56	12	0
R28YRS	ET161023	1	44	80	1	0	36
R28YRS	ET161023	2	55	100	1	0	80
R28YRS	ET161023	3	41	12	3	0	20
R28YRS	ET161023	4	125	3	2	180	130
R28YRS	ET161024	1	41	180	49	0	0
R28YRS	ET161024	2	10	56	49	0	3
R28YRS	ET161024	3	14	1	40	200	30
R28YRS	ET161024	4	80	2	55	0	0
R28YRS	ET161024	5	17	1	1	0	10
R28YRS	ET161024	6	55	2	2	50	50
R28YRS	ET161024	7	5	2	2	100	160
R28YRS	ET161024	8	75	2	2	200	120
R28YRS	ET161025	1	41	220	55	0	0
R28YRS	ET161025	2	10	60	95	0	0
R28YRS	ET161025	3	14	30	46	0	0
R28YRS	ET161025	4	17	6	1	0	5
R28YRS	ET161025	5	50	20	10	0	40
R28YRS	ET161025	6	26	15	10	0	15
R28YRS	ET161025	7	44	1.5	2	160	95
R28YRS	ET161025	8	75	2.5	2	200	140
R28YRS	ET161026	1	41	140	55	0	0
R28YRS	ET161026	2	75	1	2	270	100
R28YRS	ET161026	3	10	120	6	40	4
R28YRS	ET161026	4	14	15	46	0	10
R28YRS	ET161026	5	7	4	1	0	3
R28YRS	ET161027	1	75	1.5	2	50	330
R28YRS	ET161027	2	44	1	40	0	50
R28YRS	ET161028	1	41	72	56	0	0
R28YRS	ET161028	2	14	2	55	100	0
R28YRS	ET161028	3	75	40	1	0	16
R28YRS	ET161028	4	75	30	1	0	10
R28YRS	ET161029	1	41	-77	88	0	60
R28YRS	ET161029	2	75	75	1	0	80
R28YRS	ET161029	3	55	1.5	2	0	50
R28YRS	ET161029	4	44	-77	88	0	34
R28YRS	ET161030	1	44	7	2	0	780
R28YRS	ET161030	2	64	3	2	0	220
R28YRS	ET161030	3	35	2	2	0	30
R28YRS	ET161032	1	75	1	2	60	160
R28YRS	ET161032	2	10	-77	88	-77	-77
R28YRS	ET161032	3	14	1	40	70	5
R28YRS	ET161032	4	55	1	2	-77	-77
R28YRS	ET161033	1	41	-77	88	200	0
R28YRS	ET161033	2	44	2	2	140	25
R28YRS	ET161033	3	10	3	3	40	30
R28YRS	ET161034	1	14	400	46	2000	200
R28YRS	ET161034	2	41	6	3	0	110
R28YRS	ET161034	3	10	30	10	0	0
R28YRS	ET161034	4	125	3	2	510	241
R28YRS	ET161034	5	75	9	2	540	241
R28YRS	ET161034	6	55	2	2	-77	100
R28YRS	ET161035	1	44	70	1	130	10
R28YRS	ET161035	2	10	100	10	-77	5
R28YRS	ET161035	3	41	7	3	0	30
R28YRS	ET161035	4	124	1	2	240	100
R28YRS	ET161035	5	75	50	1	100	50
R28YRS	ET161036	1	41	2	2	0	70
R28YRS	ET161036	2	14	8	47	20	60
R28YRS	ET161036	3	75	2	2	0	260
R28YRS	ET161037	1	41	15	3	0	50
R28YRS	ET161037	2	75	3	2	0	40
R28YRS	ET161037	3	10	4	3	0	0
R28YRS	ET161037	4	14	5	10	100	0
R28YRS	ET161038	1	41	48	3	0	300
R28YRS	ET161038	2	10	1	3	0	0
R28YRS	ET161038	3	75	3	2	0	420
R28YRS	ET161039	1	41	12	3	0	300
R28YRS	ET161039	2	44	-77	88	0	110
R28YRS	ET161039	3	75	7	2	420	1075
R28YRS	ET161039	4	76	2	2	0	135
R28YRS	ET161039	5	64	2	2	0	180
R28YRS	ET161040	1	41	10	3	0	20
R28YRS	ET161040	2	76	1	40	0	40
R28YRS	ET161040	3	75	3	2	400	200
R28YRS	ET161040	4	44	1	2	0	27
R28YRS	ET161040	5	55	4	41	0	120
R28YRS	ET161040	6	10	4	3	0	0
R28YRS	ET161042	1	44	1	2	0	45
R28YRS	ET161042	2	55	2	2	0	110
R28YRS	ET161042	3	75	1	2	0	125
R28YRS	ET161042	4	41	6	3	0	30
R28YRS	ET161042	5	124	2	5	0	30
R28YRS	ET161042	6	10	3	3	0	1
R28YRS	ET161043	1	124	2	2	70	120
R28YRS	ET161043	2	41	48	56	0	150
R28YRS	ET161043	3	14	-77	88	130	0
R28YRS	ET161043	4	10	360	10	0	6.5
R28YRS	ET161043	5	17	20	1	0	0
R28YRS	ET161044	1	41	14	3	0	20
R28YRS	ET161044	2	75	2	2	0	70
R28YRS	ET161044	3	5	1	2	60	30
R28YRS	ET161044	4	10	10	10	0	0
R28YRS	ET161044	5	14	10	10	200	0
R28YRS	ET161045	1	41	2	3	0	50
R28YRS	ET161045	2	75	2	2	100	381
R28YRS	ET161045	3	44	1	41	0	30
R28YRS	ET161045	4	10	7	3	0	20
R28YRS	ET161045	5	55	1	2	0	140
R28YRS	ET161045	6	14	10	46	0	110
R28YRS	ET161046	1	41	18	3	0	150
R28YRS	ET161046	2	10	-77	88	0	50
R28YRS	ET161046	3	39	-77	88	0	30
R28YRS	ET161046	4	75	8	2	500	770
