FORMNO	CHILDID	SUPPRGID	SUPKIND	SUPWHO	SUPSTRT	SUPEND	SUPFREQ	SUPRID	SUPEXP	SUPIMP1	SUPIMP2
R28YRS	ET161007	4	8	6	1995	99	77	80	4	3	77
R28YRS	ET161009	1	3	77	1997	1998	5	80	2	2	77
R28YRS	ET161009	2	6	15	1997	1998	6	1	4	5	77
R28YRS	ET161010	1	4	22	1993	1997	6	1	2	2	77
R28YRS	ET161010	2	3	22	1997	1998	6	1	2	4	77
R28YRS	ET161010	3	7	5	1993	99	5	1	4	3	77
R28YRS	ET161011	1	5	1	1994	99	77	80	4	2	77
R28YRS	ET161011	2	15	5	1997	1998	77	80	4	1	8
R28YRS	ET161012	1	3	77	1997	99	6	80	4	1	77
R28YRS	ET161012	2	14	77	1998	99	1	17	4	1	5
R28YRS	ET161013	1	14	11	1999	1999	1	80	5	1	3
R28YRS	ET161017	1	1	5	1994	99	77	80	4	2	1
R28YRS	ET161017	2	4	5	1997	1998	77	80	4	2	77
R28YRS	ET161017	3	5	1	1994	1997	77	80	4	2	77
R28YRS	ET161017	4	8	6	1994	99	77	80	4	5	77
R28YRS	ET161017	5	9	6	1994	99	77	80	4	5	77
R28YRS	ET161018	1	4	15	1995	1995	1	80	1	1	77
R28YRS	ET161019	1	7	9	1996	99	4	80	5	5	3
R28YRS	ET161021	1	3	5	1997	1997	6	1	2	4	3
R28YRS	ET161021	2	14	10	1999	99	4	6	4	2	1
R28YRS	ET161022	1	1	5	1996	99	77	80	4	2	77
R28YRS	ET161022	2	5	1	1994	99	77	80	4	2	77
R28YRS	ET161022	3	8	6	1994	99	77	80	4	5	3
R28YRS	ET161022	4	14	6	1998	1998	77	17	4	2	77
R28YRS	ET161022	5	15	5	1995	1997	77	80	4	7	8
R28YRS	ET161023	1	14	15	1998	99	4	2	4	1	2
R28YRS	ET161024	1	1	5	1993	1998	77	80	4	2	77
R28YRS	ET161024	2	8	6	1994	99	77	80	4	3	77
R28YRS	ET161024	3	5	2	1994	99	77	80	4	2	77
R28YRS	ET161025	1	1	1	1993	99	77	80	3	9	77
R28YRS	ET161025	2	4	5	1993	99	4	80	4	2	77
R28YRS	ET161025	3	5	1	1993	99	4	80	3	2	77
R28YRS	ET161025	4	8	6	1993	99	5	80	3	3	77
R28YRS	ET161025	5	7	6	1993	99	5	80	3	3	77
R28YRS	ET161026	1	1	1	1997	1997	4	80	4	2	77
R28YRS	ET161026	2	4	1	1997	1997	4	80	4	2	77
R28YRS	ET161026	3	8	6	1997	99	77	80	4	3	77
R28YRS	ET161027	1	1	5	1998	1998	4	1	4	1	2
R28YRS	ET161027	2	3	22	1998	1998	6	80	2	2	4
R28YRS	ET161027	3	14	28	1997	1997	5	16	2	2	5
R28YRS	ET161028	1	7	6	1996	1997	77	80	4	3	77
R28YRS	ET161028	2	1	5	1993	99	77	80	4	2	77
R28YRS	ET161028	3	5	1	1995	1997	77	80	4	2	77
R28YRS	ET161028	4	15	5	1996	1997	77	80	4	1	8
R28YRS	ET161028	5	14	77	1994	1994	77	80	4	2	77
R28YRS	ET161030	1	8	6	1996	99	6	80	4	1	3
R28YRS	ET161031	1	12	12	1993	99	1	18	2	4	5
R28YRS	ET161032	1	3	22	1998	1998	6	80	4	3	4
R28YRS	ET161032	2	4	22	1997	1997	4	80	2	2	1
R28YRS	ET161032	3	14	28	1998	99	5	15	2	3	2
R28YRS	ET161034	1	3	22	1997	1997	6	1	1	1	3
R28YRS	ET161034	2	4	22	1995	1995	6	1	2	2	4
R28YRS	ET161034	3	8	6	1996	1999	5	80	4	3	5
R28YRS	ET161035	1	14	77	1998	1999	5	1	2	7	8
R28YRS	ET161037	1	8	6	1993	99	77	80	4	3	77
R28YRS	ET161037	2	1	5	1993	99	77	80	3	2	77
R28YRS	ET161037	3	7	6	1993	99	77	80	4	3	77
R28YRS	ET161043	1	1	5	1997	99	6	1	4	2	1
R28YRS	ET161043	2	7	6	1994	99	5	80	5	3	77
R28YRS	ET161043	3	8	6	1996	99	5	2	4	5	3
R28YRS	ET161049	1	8	6	-77	99	6	80	3	5	77
R28YRS	ET161049	2	1	5	-77	99	6	80	3	2	77
R28YRS	ET161049	3	7	6	-77	99	6	80	3	5	77
R28YRS	ET171001	1	1	5	1993	99	6	80	4	4	77
R28YRS	ET171001	2	3	5	1995	99	4	2	4	4	77
R28YRS	ET171001	3	8	6	1993	99	4	2	4	5	77
R28YRS	ET171002	1	1	5	1993	99	5	1	1	2	77
R28YRS	ET171002	2	3	5	1993	99	5	1	1	2	77
R28YRS	ET171002	3	5	13	1998	99	3	1	4	2	77
R28YRS	ET171002	4	8	6	1993	99	5	1	4	5	77
R28YRS	ET171003	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET171003	2	4	5	1997	99	4	80	4	2	77
R28YRS	ET171003	3	9	6	1993	99	6	80	4	5	77
R28YRS	ET171003	4	10	6	1993	99	6	80	4	5	77
R28YRS	ET171005	1	1	5	1993	99	6	80	4	2	77
R28YRS	ET171005	2	5	13	1994	99	4	80	4	2	77
R28YRS	ET171005	3	9	1	1993	99	6	80	4	5	77
R28YRS	ET171005	4	10	6	1993	99	6	80	4	6	77
R28YRS	ET171006	1	1	5	1993	99	5	80	1	1	77
R28YRS	ET171006	2	5	13	1997	99	3	1	4	2	77
R28YRS	ET171006	3	3	5	1997	99	5	80	4	2	77
R28YRS	ET171006	4	8	6	1993	99	5	2	4	5	77
R28YRS	ET171007	1	3	5	1997	99	4	80	4	1	2
R28YRS	ET171007	2	5	13	1997	99	4	80	4	1	2
R28YRS	ET171008	1	1	5	1993	99	4	80	3	2	3
R28YRS	ET171008	2	4	22	1993	99	6	80	5	1	2
R28YRS	ET171008	3	5	13	1997	99	2	80	4	4	2
R28YRS	ET171008	4	7	6	1993	99	4	80	5	3	77
R28YRS	ET171008	5	8	6	1993	99	6	2	5	3	5
R28YRS	ET171009	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET171009	2	5	13	1994	99	4	80	4	2	77
R28YRS	ET171009	3	9	6	1993	99	4	80	4	5	77
R28YRS	ET171009	4	7	6	1993	99	6	80	4	5	77
R28YRS	ET171009	5	8	6	1993	99	6	80	4	5	77
R28YRS	ET171010	1	3	5	1995	99	4	80	4	2	77
R28YRS	ET171010	2	7	6	1993	99	6	80	4	5	77
R28YRS	ET171010	3	5	5	1996	99	4	80	4	4	77
R28YRS	ET171010	4	9	6	1995	99	6	80	4	5	77
R28YRS	ET171011	1	1	5	1996	99	5	80	1	3	77
R28YRS	ET171011	2	3	5	1998	99	5	80	4	2	77
R28YRS	ET171011	3	5	13	1997	99	3	80	4	1	77
R28YRS	ET171011	4	8	6	1993	99	5	2	4	5	77
R28YRS	ET171012	1	3	22	1998	99	6	2	4	8	1
R28YRS	ET171012	2	5	13	1997	99	2	80	3	2	4
R28YRS	ET171012	3	7	6	1993	99	4	80	3	3	77
R28YRS	ET171012	4	9	6	1993	99	6	80	5	3	5
R28YRS	ET171013	1	3	5	1997	99	4	1	4	1	2
R28YRS	ET171014	1	1	5	1993	99	5	80	4	2	77
R28YRS	ET171014	2	3	5	1993	99	5	80	4	2	77
R28YRS	ET171014	3	5	13	1997	99	3	80	4	2	77
R28YRS	ET171014	4	8	6	1993	99	5	6	1	5	77
R28YRS	ET171015	1	1	5	1993	99	5	80	4	2	77
R28YRS	ET171015	2	3	6	1997	99	6	80	4	2	77
R28YRS	ET171015	3	5	13	1993	99	6	80	4	2	77
R28YRS	ET171015	4	9	6	1993	99	6	80	4	1	5
R28YRS	ET171016	1	1	5	1993	99	5	80	4	2	77
R28YRS	ET171016	2	3	5	1993	99	5	80	4	2	77
R28YRS	ET171016	3	5	13	1998	99	3	1	4	2	77
R28YRS	ET171016	4	8	6	1993	99	5	80	4	5	77
R28YRS	ET171017	1	1	5	1993	99	5	80	4	2	77
R28YRS	ET171017	2	3	5	1998	99	3	80	4	2	77
R28YRS	ET171017	3	5	13	1995	99	4	80	4	2	77
R28YRS	ET171017	4	9	6	1993	99	6	80	4	5	77
R28YRS	ET171018	1	1	5	1993	99	6	80	4	1	2
R28YRS	ET171018	2	3	5	1993	99	6	80	4	1	2
R28YRS	ET171018	3	5	13	1997	99	6	80	3	1	2
R28YRS	ET171018	4	7	6	1993	99	6	80	3	5	77
R28YRS	ET171018	5	9	6	1993	99	6	80	3	5	77
R28YRS	ET171019	1	1	5	1993	99	6	80	4	2	77
R28YRS	ET171019	2	3	5	1997	99	6	80	4	2	77
R28YRS	ET171019	3	5	13	1993	99	4	80	4	2	77
R28YRS	ET171020	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET171020	2	3	5	1993	99	4	80	4	2	77
R28YRS	ET171020	3	5	13	1993	99	4	80	4	2	77
R28YRS	ET171020	4	8	6	1993	99	6	80	4	5	77
R28YRS	ET171020	5	9	6	1993	99	6	80	4	5	77
R28YRS	ET171021	1	1	5	1993	99	4	80	3	2	77
R28YRS	ET171021	2	5	13	1998	99	77	80	4	4	2
R28YRS	ET171021	3	7	6	1993	99	4	80	4	3	77
R28YRS	ET171021	4	8	6	1993	99	6	2	3	3	5
R28YRS	ET171021	5	9	6	1993	99	6	80	5	3	5
R28YRS	ET171022	1	1	5	1993	99	6	80	5	1	2
R28YRS	ET171022	2	5	13	1993	99	6	80	5	1	2
R28YRS	ET171022	3	9	6	1993	99	6	80	5	5	77
R28YRS	ET171023	1	1	5	1993	99	6	80	5	1	2
R28YRS	ET171023	2	9	6	1993	99	6	80	5	5	77
R28YRS	ET171023	3	5	13	1993	99	6	80	5	1	2
R28YRS	ET171024	1	1	5	1993	99	5	80	4	1	2
R28YRS	ET171024	2	5	13	1997	99	6	80	4	1	2
R28YRS	ET171024	3	7	6	1993	99	6	80	4	5	77
R28YRS	ET171024	4	8	6	1993	99	6	80	4	5	77
R28YRS	ET171024	5	9	6	1993	99	6	80	4	5	77
R28YRS	ET171025	1	5	13	1997	99	3	80	4	1	2
R28YRS	ET171026	1	1	5	1993	99	6	1	1	2	77
R28YRS	ET171026	2	3	5	1998	99	6	80	1	2	77
R28YRS	ET171026	3	5	13	1993	99	4	1	1	2	77
R28YRS	ET171026	4	7	6	1993	99	6	80	1	5	77
R28YRS	ET171026	5	9	6	1993	99	6	80	1	5	77
R28YRS	ET171027	1	1	5	1993	99	4	80	4	3	77
R28YRS	ET171027	2	5	13	1993	99	4	80	4	3	77
R28YRS	ET171027	3	3	5	1993	99	4	1	4	2	77
R28YRS	ET171027	4	8	6	1995	99	4	2	4	5	77
R28YRS	ET171028	1	3	5	1997	99	4	80	4	1	2
R28YRS	ET171028	2	5	13	1997	99	4	80	4	1	2
R28YRS	ET171029	1	1	5	1996	99	6	80	5	1	2
R28YRS	ET171029	2	9	6	1993	99	6	80	5	5	77
R28YRS	ET171029	3	5	13	1997	99	6	80	5	1	2
R28YRS	ET171030	1	3	5	1997	99	4	80	4	1	2
R28YRS	ET171030	2	5	13	1997	99	4	80	4	1	2
R28YRS	ET171031	1	1	5	1993	99	5	80	4	2	77
R28YRS	ET171031	2	5	13	1997	99	2	80	4	2	4
R28YRS	ET171031	3	7	6	1993	99	4	80	5	3	77
R28YRS	ET171031	4	8	6	1993	99	6	2	3	3	5
R28YRS	ET171031	5	9	6	1993	99	6	8	4	3	5
R28YRS	ET171032	1	5	13	1997	99	4	80	4	1	2
R28YRS	ET171033	1	5	13	1993	99	4	1	4	2	77
R28YRS	ET171033	2	9	6	1993	99	6	1	4	5	77
R28YRS	ET171033	3	1	5	1993	99	6	1	4	2	77
R28YRS	ET171033	4	3	5	1997	99	4	80	4	1	2
R28YRS	ET171034	1	1	5	1993	99	4	1	4	2	77
R28YRS	ET171034	2	5	13	1993	99	4	1	5	2	77
R28YRS	ET171034	3	3	5	1993	99	4	1	4	3	77
R28YRS	ET171034	4	8	6	1993	99	4	1	4	5	77
R28YRS	ET171035	1	1	5	1993	99	5	80	1	1	77
R28YRS	ET171035	2	3	5	1993	99	5	80	4	2	77
R28YRS	ET171035	3	5	13	1997	99	3	1	4	2	77
R28YRS	ET171035	4	8	6	1993	99	5	2	4	3	77
R28YRS	ET171036	1	9	6	1993	99	6	80	3	5	77
R28YRS	ET171037	1	1	5	1993	99	5	80	4	1	77
R28YRS	ET171037	2	3	5	1997	99	3	80	4	2	77
R28YRS	ET171037	3	5	13	1993	99	5	80	4	2	77
R28YRS	ET171037	4	8	6	1993	99	5	2	4	5	77
R28YRS	ET171038	1	3	5	1998	99	4	1	4	2	77
R28YRS	ET171039	1	5	13	1997	99	2	4	4	1	2
R28YRS	ET171039	2	3	5	1997	99	6	5	4	1	2
R28YRS	ET171039	3	8	6	1993	99	6	5	4	3	5
R28YRS	ET171039	4	9	6	1993	99	6	4	4	3	5
R28YRS	ET171040	1	1	5	1993	99	6	1	4	2	77
R28YRS	ET171040	2	3	5	1998	99	6	80	4	2	77
R28YRS	ET171040	3	5	13	1995	99	4	80	4	2	77
R28YRS	ET171040	4	8	6	1993	99	6	1	4	5	77
R28YRS	ET171040	5	9	6	1993	99	6	80	4	5	77
R28YRS	ET171041	1	3	5	1995	99	5	80	4	2	77
R28YRS	ET171041	2	1	5	1993	99	5	80	4	2	77
R28YRS	ET171041	3	5	13	1993	99	4	80	4	2	77
R28YRS	ET171041	4	9	6	1993	99	5	80	4	5	77
R28YRS	ET171042	1	1	5	1993	99	5	80	4	2	77
R28YRS	ET171042	2	3	5	1997	99	5	80	4	2	77
R28YRS	ET171042	3	5	13	1993	99	4	80	4	2	77
R28YRS	ET171042	4	9	6	1993	99	6	80	4	1	77
R28YRS	ET171043	1	1	5	1993	99	5	80	1	2	77
R28YRS	ET171043	2	3	5	1993	99	5	80	4	2	77
R28YRS	ET171043	3	5	13	1998	99	3	80	4	2	77
R28YRS	ET171043	4	8	6	1995	99	5	2	4	5	77
R28YRS	ET171044	1	3	5	1997	99	4	80	4	1	2
R28YRS	ET171044	2	5	13	1997	99	4	80	4	1	2
R28YRS	ET171045	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET171045	2	3	5	1997	99	4	80	4	2	77
R28YRS	ET171045	3	7	6	1993	99	6	80	4	5	77
R28YRS	ET171045	4	9	6	1993	99	6	80	4	5	77
R28YRS	ET171045	5	8	6	1993	99	6	80	4	5	77
R28YRS	ET171046	1	3	22	1993	99	6	1	4	1	2
R28YRS	ET171046	2	5	13	1997	99	2	80	3	2	4
R28YRS	ET171046	3	7	6	1993	99	3	1	4	3	77
R28YRS	ET171046	4	8	6	1993	99	4	1	3	7	8
R28YRS	ET171046	5	9	6	1993	99	3	80	4	3	5
R28YRS	ET171047	1	1	5	1993	99	6	80	4	1	77
R28YRS	ET171047	2	5	13	1997	99	3	80	4	2	77
R28YRS	ET171047	3	8	6	1993	99	5	2	4	5	77
R28YRS	ET171048	1	9	6	1996	99	5	80	4	3	77
R28YRS	ET171048	2	7	6	1997	99	5	80	4	3	77
R28YRS	ET171048	3	6	6	1997	99	5	80	4	3	77
R28YRS	ET171048	4	1	5	1993	99	6	80	4	2	3
R28YRS	ET171049	1	1	5	1993	99	6	80	4	2	77
R28YRS	ET171049	2	3	5	1993	99	6	80	4	2	77
R28YRS	ET171049	3	5	13	1993	99	5	80	4	2	77
R28YRS	ET171049	4	8	6	1993	99	6	80	4	5	77
R28YRS	ET171049	5	9	6	1993	99	6	80	4	5	77
R28YRS	ET171050	1	3	5	1993	99	6	80	4	2	77
R28YRS	ET171050	2	5	13	1993	99	4	80	4	2	77
R28YRS	ET171050	3	9	6	1993	99	6	80	4	5	77
R28YRS	ET181001	1	1	5	1993	99	3	80	4	2	77
R28YRS	ET181001	2	3	19	1998	99	6	80	4	1	2
R28YRS	ET181001	3	4	5	1998	1998	4	80	5	2	1
R28YRS	ET181001	4	7	6	1997	99	6	2	4	5	3
R28YRS	ET181001	5	6	77	1998	99	4	1	4	2	1
R28YRS	ET181002	1	1	5	1993	99	4	80	3	2	77
R28YRS	ET181002	2	3	77	1998	99	6	80	4	2	1
R28YRS	ET181002	3	4	77	1993	1997	6	80	4	1	2
R28YRS	ET181002	4	7	6	1993	99	6	80	5	3	77
R28YRS	ET181002	5	8	6	1993	99	6	80	5	3	77
R28YRS	ET181003	1	1	5	1993	99	6	80	4	2	77
R28YRS	ET181003	2	3	19	1998	99	6	80	4	2	77
R28YRS	ET181003	3	9	6	1994	99	6	80	5	3	77
R28YRS	ET181004	1	1	5	1993	99	5	80	3	3	77
R28YRS	ET181004	2	3	77	1998	99	6	80	4	1	2
R28YRS	ET181004	3	4	77	1993	99	6	80	4	1	2
R28YRS	ET181004	4	5	77	1996	99	4	80	3	5	2
R28YRS	ET181004	5	8	6	1993	99	5	80	3	5	77
R28YRS	ET181005	1	5	13	1995	1996	4	80	3	1	77
R28YRS	ET181005	2	8	6	1996	99	6	80	5	5	77
R28YRS	ET181005	3	1	5	1994	99	6	80	5	2	77
R28YRS	ET181005	4	4	5	1996	1997	6	80	4	2	77
R28YRS	ET181005	5	5	15	1996	99	1	80	4	1	77
R28YRS	ET181006	1	3	19	1998	1999	5	2	4	4	77
R28YRS	ET181006	2	8	6	1998	99	6	2	5	1	2
R28YRS	ET181006	3	5	13	1993	1997	4	2	3	1	77
R28YRS	ET181007	1	1	5	1993	99	4	1	4	1	2
R28YRS	ET181007	2	3	15	1998	99	6	80	4	1	2
R28YRS	ET181007	3	7	6	1997	1997	5	1	4	3	5
R28YRS	ET181007	4	5	15	1998	99	4	1	4	1	77
R28YRS	ET181008	1	5	19	1993	99	3	80	2	9	77
R28YRS	ET181008	2	3	77	1998	99	6	80	4	2	1
R28YRS	ET181008	3	4	77	1997	1998	5	80	4	2	1
R28YRS	ET181008	4	7	6	1994	99	6	80	2	9	77
R28YRS	ET181008	5	8	6	1993	99	6	80	4	9	77
R28YRS	ET181009	1	5	13	1995	1996	4	80	4	2	77
R28YRS	ET181009	2	1	5	1994	99	6	80	5	2	77
R28YRS	ET181009	3	5	15	1997	99	1	80	4	1	77
R28YRS	ET181009	4	8	6	1996	99	6	80	5	5	77
R28YRS	ET181009	5	4	5	1996	1997	5	80	3	2	77
R28YRS	ET181010	1	1	5	1994	99	6	1	5	2	77
R28YRS	ET181010	2	5	13	1994	99	6	1	2	2	77
R28YRS	ET181010	3	3	5	1998	99	6	80	4	2	77
R28YRS	ET181010	4	4	5	1994	1998	3	80	4	2	77
R28YRS	ET181010	5	8	6	1995	99	6	80	4	2	77
R28YRS	ET181011	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET181011	2	3	5	1998	99	6	80	5	1	2
R28YRS	ET181011	3	4	5	1993	1997	6	80	5	2	1
R28YRS	ET181011	4	8	6	1993	99	6	80	5	3	77
R28YRS	ET181011	5	7	6	1993	99	6	80	5	3	77
R28YRS	ET181012	1	1	5	1993	99	6	80	4	2	77
R28YRS	ET181012	2	8	6	1995	1998	6	80	5	5	77
R28YRS	ET181012	3	3	5	1997	1998	6	80	3	2	77
R28YRS	ET181012	4	4	5	1995	1996	6	80	3	1	77
R28YRS	ET181013	1	3	5	1998	99	6	80	3	2	77
R28YRS	ET181013	2	5	13	1998	1998	1	80	4	4	2
R28YRS	ET181014	1	5	13	1995	1996	4	80	4	2	77
R28YRS	ET181014	2	1	5	1994	99	6	80	4	2	77
R28YRS	ET181014	3	8	6	1996	99	6	80	5	5	77
R28YRS	ET181014	4	4	5	1996	1997	6	80	3	2	77
R28YRS	ET181015	1	1	5	1994	99	4	80	4	2	77
R28YRS	ET181015	2	3	77	1998	99	6	80	4	2	1
R28YRS	ET181015	3	4	77	1993	1997	6	80	5	2	77
R28YRS	ET181015	4	8	6	1993	99	6	80	5	3	77
R28YRS	ET181015	5	7	6	1993	99	6	80	5	3	77
R28YRS	ET181016	1	1	5	1993	99	4	80	4	1	2
R28YRS	ET181016	2	5	15	1997	99	1	80	4	2	77
R28YRS	ET181016	3	3	19	1998	99	6	80	4	1	2
R28YRS	ET181016	4	8	6	1997	1998	6	3	4	1	77
R28YRS	ET181016	5	7	6	1998	1998	6	3	4	3	4
R28YRS	ET181017	1	1	5	1994	99	4	80	4	2	77
R28YRS	ET181017	2	3	5	1997	99	6	80	4	2	77
R28YRS	ET181017	3	8	6	1994	99	6	80	5	3	77
R28YRS	ET181017	4	7	6	1996	99	6	80	4	5	77
R28YRS	ET181017	5	9	6	1995	99	4	80	4	1	3
R28YRS	ET181018	1	3	15	1998	99	6	80	4	1	2
R28YRS	ET181018	2	7	6	1996	99	5	80	4	3	5
R28YRS	ET181019	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET181019	2	7	6	1993	99	6	80	5	3	77
R28YRS	ET181019	3	8	6	1993	99	6	80	5	5	3
R28YRS	ET181019	4	3	6	1998	99	6	80	5	2	77
R28YRS	ET181019	5	4	6	1993	1997	6	80	5	2	77
R28YRS	ET181020	1	4	77	1997	99	6	80	4	2	1
R28YRS	ET181020	2	5	13	1994	99	2	80	5	2	77
R28YRS	ET181020	3	7	6	1993	99	6	80	5	5	77
R28YRS	ET181020	4	8	6	1993	99	6	80	4	5	77
R28YRS	ET181020	5	9	6	1998	99	5	80	5	5	77
R28YRS	ET181021	1	13	5	1997	1997	77	80	5	1	2
R28YRS	ET181021	2	1	5	1993	99	4	80	5	2	77
R28YRS	ET181021	3	5	19	1997	99	1	80	5	2	4
R28YRS	ET181021	4	3	5	1997	99	6	80	5	2	1
R28YRS	ET181021	5	8	6	1993	99	6	80	5	3	77
R28YRS	ET181022	1	1	5	1993	99	4	80	4	1	2
R28YRS	ET181023	1	1	5	1993	99	4	80	5	2	77
R28YRS	ET181023	2	3	5	1998	99	6	80	5	1	4
R28YRS	ET181023	3	4	5	1993	1997	6	80	4	4	2
R28YRS	ET181023	4	5	15	1998	99	4	80	5	2	1
R28YRS	ET181023	5	7	6	1993	99	6	80	5	3	5
R28YRS	ET181024	1	1	5	1994	99	1	80	3	1	2
R28YRS	ET181024	2	5	13	1997	99	4	80	5	4	77
R28YRS	ET181024	3	7	7	1995	99	4	80	5	5	3
R28YRS	ET181024	4	4	19	1997	99	4	80	5	2	77
R28YRS	ET181024	5	9	6	1995	99	4	80	5	5	1
R28YRS	ET181025	1	3	5	1998	99	6	80	3	2	1
R28YRS	ET181025	2	1	5	1998	99	4	80	4	1	2
R28YRS	ET181026	1	5	13	1998	99	3	1	4	2	77
R28YRS	ET181026	2	8	6	1998	99	4	1	4	5	77
R28YRS	ET181026	3	1	5	1998	99	4	1	4	2	77
R28YRS	ET181026	4	3	5	1998	99	5	80	4	2	77
R28YRS	ET181027	1	5	13	1993	99	4	1	4	2	77
R28YRS	ET181027	2	3	5	1998	99	5	80	4	2	77
R28YRS	ET181027	3	8	6	1996	99	4	1	4	3	77
R28YRS	ET181027	4	11	6	1995	99	4	1	4	5	77
R28YRS	ET181028	1	3	11	1997	99	4	80	5	2	77
R28YRS	ET181028	2	5	13	1996	99	4	80	5	2	77
R28YRS	ET181028	3	7	6	1994	99	6	80	5	5	77
R28YRS	ET181028	4	8	6	1994	99	6	80	5	4	5
R28YRS	ET181028	5	9	6	1994	99	2	80	5	4	5
R28YRS	ET181029	1	1	5	1993	99	4	1	1	1	2
R28YRS	ET181029	2	5	15	1994	99	7	80	1	7	1
R28YRS	ET181029	3	15	19	1993	99	4	80	1	1	2
R28YRS	ET181029	4	13	5	1994	1998	6	1	1	1	2
R28YRS	ET181029	5	4	15	1998	99	6	1	1	1	2
R28YRS	ET181030	1	8	6	1995	99	4	1	4	3	77
R28YRS	ET181030	2	1	5	1996	99	4	1	4	2	77
R28YRS	ET181030	3	5	13	1993	99	4	1	4	2	77
R28YRS	ET181030	4	5	15	1997	99	4	1	4	2	77
R28YRS	ET181031	1	1	5	1994	99	6	80	4	2	77
R28YRS	ET181031	2	3	5	1998	99	6	80	4	2	77
R28YRS	ET181031	3	4	5	1994	1998	6	80	4	2	77
R28YRS	ET181031	4	5	13	1994	99	2	1	4	2	77
R28YRS	ET181031	5	8	6	1994	99	6	80	4	2	77
R28YRS	ET181032	1	3	77	1997	99	6	80	4	2	77
R28YRS	ET181032	2	9	6	1994	99	6	80	3	3	77
R28YRS	ET181032	3	7	6	1996	99	6	80	4	3	77
R28YRS	ET181033	1	12	23	1997	99	7	80	1	6	8
R28YRS	ET181033	2	1	5	1993	99	3	80	1	1	2
R28YRS	ET181033	3	5	15	1997	99	1	80	4	2	1
R28YRS	ET181033	4	13	5	1996	1997	3	80	3	2	77
R28YRS	ET181033	5	3	77	1998	99	6	80	1	5	1
R28YRS	ET181034	1	5	13	1998	99	1	80	4	1	2
R28YRS	ET181034	2	1	5	1993	99	4	80	5	2	77
R28YRS	ET181034	3	3	5	1998	99	6	80	5	2	77
R28YRS	ET181034	4	8	6	1993	99	6	80	5	3	77
R28YRS	ET181034	5	7	6	1993	99	6	80	5	3	77
R28YRS	ET181035	1	1	5	1993	99	6	80	4	2	77
R28YRS	ET181035	2	3	23	1997	99	6	80	5	2	77
R28YRS	ET181035	3	5	13	1997	99	1	80	4	2	77
R28YRS	ET181035	4	8	6	1996	99	6	80	4	2	77
R28YRS	ET181035	5	9	6	1995	99	6	80	4	3	77
R28YRS	ET181036	1	1	5	1993	99	4	80	4	2	1
R28YRS	ET181036	2	3	5	1998	99	6	80	4	2	77
R28YRS	ET181036	3	4	5	1993	1997	6	80	4	2	77
R28YRS	ET181036	4	8	6	1993	99	6	80	5	3	77
R28YRS	ET181036	5	7	6	1993	99	6	80	5	3	77
R28YRS	ET181037	1	1	5	1993	99	4	4	3	2	77
R28YRS	ET181037	2	5	15	1998	99	1	80	4	1	2
R28YRS	ET181037	3	7	6	1999	99	6	1	4	3	4
R28YRS	ET181038	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET181038	2	3	15	1998	99	6	80	5	1	77
R28YRS	ET181039	1	1	5	1995	99	4	1	4	2	77
R28YRS	ET181039	2	5	13	1994	99	1	1	3	2	77
R28YRS	ET181039	3	8	6	1995	99	6	80	3	5	77
R28YRS	ET181039	4	9	6	1997	99	6	80	5	5	77
R28YRS	ET181039	5	7	6	1994	99	6	80	5	5	77
R28YRS	ET181040	1	1	5	1993	99	4	80	5	2	4
R28YRS	ET181040	2	3	77	1998	99	6	80	5	2	4
R28YRS	ET181040	3	4	5	1993	1997	6	80	4	1	2
R28YRS	ET181040	4	5	13	1993	99	1	80	4	1	2
R28YRS	ET181040	5	7	6	1993	99	6	80	5	3	77
R28YRS	ET181041	1	1	5	1993	99	4	80	4	2	77
R28YRS	ET181041	2	5	19	-77	99	77	80	5	1	2
R28YRS	ET181041	3	3	5	1998	99	6	80	5	2	1
R28YRS	ET181041	4	4	5	1993	1997	6	80	5	2	77
R28YRS	ET181041	5	7	6	1993	99	6	80	5	3	77
R28YRS	ET181042	1	3	5	1998	99	4	80	4	2	1
R28YRS	ET181043	1	14	77	1999	99	4	80	3	1	77
R28YRS	ET181044	1	1	5	1994	99	4	80	5	4	77
R28YRS	ET181044	2	3	6	1997	99	6	80	4	3	77
R28YRS	ET181044	3	4	6	1997	99	6	80	4	3	77
R28YRS	ET181044	4	7	6	1994	99	6	80	5	3	5
R28YRS	ET181044	5	9	6	1995	99	6	80	5	3	77
R28YRS	ET181045	1	8	6	1996	99	4	80	5	3	5
R28YRS	ET181045	2	3	77	1998	99	6	80	2	77	3
R28YRS	ET181045	3	5	13	1998	99	6	80	5	1	4
R28YRS	ET181045	4	7	6	1994	99	6	80	5	5	77
R28YRS	ET181045	5	9	6	1994	99	5	80	5	5	4
R28YRS	ET181046	1	1	5	1994	99	6	80	4	1	2
R28YRS	ET181046	2	3	77	1997	99	6	80	5	2	77
R28YRS	ET181046	3	5	13	1998	99	1	80	4	2	77
R28YRS	ET181046	4	8	6	1994	99	6	80	4	2	77
R28YRS	ET181046	5	9	6	1993	99	6	80	5	3	77
