FORMNO	CHILDID	CDINT	EVERSCH	ENRSCH	SINGLSEX	SCTYPE	GRADNOW	TMSCHMIN	TRANSSCH	DANGSCH	SCHRISK1	SCHRISK2	SCHRISK3	MISSCH	WMISSC1	WMISSC2	WMISSC3	SEAMIS01	SEAMIS02	SEAMIS03	DAYMISS	BESTSCH1	BESTSCH2	BESTSCH3	WORSTSC1	WORSTSC2	WORSTSC3	GRADCOMP	AGESTOP	XSINGLSX	XSCTYPE	XTMSCHMN	XTRNSSCH	XDANGSCH	XSCHRISK	SCHWHY1	SCHWHY2	SCHWHY3	CSLEEP	CCHCARE	CHHCHORE	CNPAYWRK	CPAYWORK	CSCHOOL	CSTUDY	CPLAY	CHLDWORK	PAYLIKE1	PAYLIKE2	PAYLIKE3	PYNOLIK1	PYNOLIK2	PYNOLIK3	SCHWRK	SCHMISS	WRKINJ	WRKINJ1	WRKINJ2	WRKINJ3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	language1	language2	source	score_ppvt	rscorelang_ppvt	CONDPP	YNOADQ01	YNOADQ02	PPFWLANG	PPCDLANG	STRTHRWM	STRTMRWM	LEVLREAD	LEVLWRIT	MATH01	MATH02	MATH03	MATH04	MATH05	MATH06	MATH07	MATH08	MATH09	MATH10	FINHRRWM	FINMNRWM	score_math	rscorelang_math	CONDRWAQ	YNORWM01	YNORWM02	CHEALTHY	CFODFRQ1	CFODFRQ2	CFODFRQ3	CFODFRQ4	CFODFRQ5	CFODFRQ6	CFODFRQ7	CFOODTOT	CFDDIV00	CFDDIV01	CFDDIV02	CFDDIV03	CFDDIV04	CFDDIV05	CFDDIV06	CFDDIV07	CFDDIV08	CFDDIV09	CFDDIV10	CFDDIV11	CFDDIV12	CFDDIV13	CFDIVTOT	MENARCHE	VOICE	HAIRCHIN	CANYHELP	WHOHELP	CHELP01	CHELP02	CHELP03	CHELP04	CHELP05	CHELP06	FRIEND	LEAD	INCGAME	HARDTALK	HELPCHLD	UNDERFIF	WORKWITH	WOTALK	WOHELP	PAYTALK	GRPMEM01	GRPMEM02	GRPMEM03	GRPMEM04	GRPMEM05	GRPMEM06	GRPMEM07	GRPMEM08	GRPATT01	GRPATT02	GRPATT03	GRPATT04	GRPATT05	GRPATT06	GRPATT07	GRPATT08	CFAMSON	CLADDER	CFARLAD	CHLPMV1	CHLPMV2	CHLPMV3	CHLPDWN1	CHLPDWN2	CHLPDWN3	CFAMDTR	CSCUSEFL	CNSCUSE	CHFUTURE	CGRDLIKE	CEXPGRAD	CYDRPOT1	CYDRPOT2	CYDRPOT3	TR1	TR2	TR3	SV1	SV2	TR4	SV5	SV6	AG1	AG2	AG3	PS1	PS2	PS7	PS3	SD1	SD2	WHYBAD1	WHYBAD2	WHYBAD3	PS4	PS8	SD3	AG4	SD4	PS5	SD5	TEABAD1	TEABAD2	TEABAD3	PS6	AG5	PS9	OBEY	NOTALK	LOVED	NOSUPP	SPEAK	FAIRPUN	SISLESS	TIMATT	BROLESS	BROFREE	SISFREE	PARWOR	DECISION	PARDEC	WHATDEC	MINDS	AMBITION	CCIRCUM1	CCIRCUM2	CREAS1	CREAS2	CRELCIRC	ETTMSTUD	ETYNOTIM	ETWISH	ETHMCNST
R28YRS	ET101010	12/25/2006	1	1	0	4	5	20	1	1	1	88	88	0	88	88	88	88	88	88	13	5	13	6	28	16	24	88	88	88	88	-88	88	88	88	88	88	88	8	0	1	1	0	6	1	7	0	88	88	88	88	88	88	3	0	0	88	88	88	49	96	4	5	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	1	1	2	4	2	1	4	2	3	3	4	1	4	1	2	3	3	2	2	1	4	2	3	1	2	2	4	4	2	1	3	2	3	1	4	3	4	4	77	4	3	77	4	3	2	3	3	2	3	77	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	58	96	15	2	2	3	47	 	1	88	88	11	11	5	28	4	2	419	45	8	2	2	1	2	3	7	26	6	1	7	354.662841796875	1	88	88	1	0	1	1	1	1	1	0	5	 	1	1	1	1	1	0	0	1	1	1	1	0	1	10	88	0	0	1	1	1	1	1	1	0	1	30	1	1	3	2	88	88	88	88	88	0	1	0	0	1	0	0	0	88	3	88	88	2	88	88	88	2	6	7	15	11	3	15	7	17	2	1	88	22	14	1	88	88	88	1	2	3	2	2	1	1	77	1	2	3	1	4	4	1	1	4	88	88	88	4	4	2	1	3	3	4	88	88	88	3	2	2	2	4	1	4	1	2	1	2	88	88	4	4	0	88	88	88	14	2	3	18	20	3	1	88	88	1
R28YRS	ET101011	12/4/2006	1	1	0	4	6	15	1	0	88	88	88	0	88	88	88	88	88	88	2	5	10	4	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	3	0	0	5	4	3	0	88	88	88	88	88	88	3	0	0	88	88	88	85	204	3	55	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	3	3	1	4	2	3	2	3	1	1	3	2	4	3	4	4	3	4	1	2	1	3	2	4	1	3	3	3	1	4	2	1	2	4	4	3	2	4	3	2	3	1	2	1	4	1	3	3	1	3	2	1	4	1	1	4	4	2	3	2	3	0	4	3	2	3	1	3	4	1	4	4	1	4	2	2	1	2	3	1	1	2	1	4	2	3	3	2	4	2	2	1	1	2	3	2	4	3	4	3	5	1	1	4	2	4	3	2	1	2	3	1	2	5	3	1	4	1	1	4	3	1	4	3	3	2	4	4	25	204	25	1	1	3	115	360.538421630859	1	88	88	2	2	4	55	4	3	419	59	8	2	2	4	2	4	7	26	5	12	6	304.540954589844	1	88	88	1	0	1	1	1	1	1	0	5	 	1	0	1	1	0	1	0	1	1	0	1	0	0	7	0	88	88	1	1	1	1	0	1	0	1	6	3	2	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	1	6	9	4	6	12	14	5	16	1	1	88	4	14	1	88	88	88	1	2	1	2	2	2	1	2	1	2	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	3	2	2	1	1	1	4	1	1	4	1	88	88	4	4	0	88	88	88	11	2	3	9	4	4	1	88	88	1
R28YRS	ET101012	12/7/2006	1	1	0	4	5	30	1	1	1	88	88	1	23	88	88	6	88	88	7	5	10	13	25	15	16	88	88	88	88	-88	88	88	88	88	88	88	9.5	1	2	3	0	6	0	2.5	0	88	88	88	88	88	88	1	0	0	88	88	88	49	204	11	14	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	1	1	2	4	2	1	4	2	2	3	4	1	4	1	2	3	3	1	2	1	4	2	3	1	2	2	4	3	2	1	1	2	4	1	4	3	4	4	2	4	4	4	4	1	1	2	3	2	2	2	5	2	2	3	3	4	4	3	3	1	3	1	3	4	4	3	2	3	4	1	4	2	3	2	4	2	5	2	4	3	4	2	3	2	3	2	4	3	3	7	2	4	1	4	1	1	3	3	2	3	2	3	4	2	1	2	3	1	2	1	1	1	1	1	4	6	2	4	3	4	4	4	1	1	4	2	3	1	6	4	2	3	3	4	2	3	2	2	1	2	4	5	4	3	3	2	1	3	3	4	2	3	1	2	3	3	1	3	2	1	4	2	4	2	3	4	3	9	11	49	204	61	2	2	3	98	 	0	2	88	11	11	11	4	4	3	419	45	8	2	2	1	1	1	7	60	12	13	6	332.491546630859	1	88	88	1	0	1	1	1	0	1	0	4	 	1	1	1	0	0	0	0	1	1	1	1	0	0	8	88	0	0	1	1	1	1	1	1	0	1	13	2	1	3	2	88	88	88	88	88	0	0	0	0	1	0	0	0	88	88	88	88	1	88	88	88	2	4	6	2	12	8	7	15	12	2	1	88	34	14	1	88	88	88	2	2	77	3	1	1	2	4	1	2	1	1	2	2	1	1	4	88	88	88	2	4	2	1	4	2	4	88	88	88	3	2	2	2	4	1	4	1	2	4	2	88	88	4	4	1	3	11	1	34	3	2	66	58	4	1	88	88	1
R28YRS	ET101013	1/1/2007	1	1	0	4	5	10	1	0	88	88	88	0	88	88	88	88	88	88	2	5	6	10	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	1	3	2	0	5	2	2	0	88	88	88	88	88	88	1	0	0	88	88	88	97	168	1	55	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	2	4	3	4	4	3	4	1	2	1	3	1	4	3	3	3	1	2	4	2	2	2	4	3	3	2	4	3	2	3	4	2	1	2	1	4	3	2	2	2	3	2	1	4	4	4	3	1	2	3	6	4	3	2	1	1	3	4	1	1	4	1	4	3	2	2	2	3	1	4	3	2	4	2	4	4	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	10	168	23	2	2	3	83	 	1	88	88	11	11	2	20	4	2	419	45	8	2	4	1	1	2	6	20	3	0	5	315.800811767578	1	88	88	1	0	1	0	1	0	1	0	3	 	1	1	1	0	0	0	0	1	1	0	1	0	0	6	0	88	88	1	3	1	1	1	1	0	0	5	3	3	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	4	4	4	88	88	15	88	88	2	1	88	4	13	0	26	88	88	1	1	1	1	1	1	1	2	1	1	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	4	1	1	1	4	1	4	1	1	4	1	88	88	1	4	0	88	88	88	11	3	3	88	88	4	1	88	88	1
R28YRS	ET101014	12/17/2006	1	1	0	4	5	10	1	0	88	88	88	0	88	88	88	88	88	88	6	3	14	9	27	18	9	88	88	88	88	-88	88	88	88	88	88	88	8	0	1	0	0	5	2	8	0	88	88	88	88	88	88	1	0	0	88	88	88	85	144	10	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	3	3	1	4	2	3	2	3	1	1	1	2	3	2	4	1	3	4	1	2	1	3	3	3	2	3	3	4	4	4	2	3	4	4	3	5	1	3	2	1	3	1	2	4	4	2	4	3	6	2	3	4	4	2	4	4	3	1	2	1	2	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	20	144	25	1	1	3	62	264.923736572266	1	88	88	2	2	10	25	3	2	419	45	8	2	2	1	2	4	7	30	10	35	8	363.300170898438	1	88	88	1	0	1	1	1	1	1	0	5	 	1	1	1	0	0	0	0	1	1	0	1	0	0	6	88	0	0	1	2	1	1	1	1	1	1	3	3	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	5	7	1	14	18	1	20	5	2	1	88	11	14	1	88	88	88	1	1	2	2	2	1	2	77	1	4	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	2	4	88	88	88	4	1	2	1	3	1	3	3	3	3	3	3	3	3	4	0	88	88	88	11	3	4	21	9	4	1	88	88	1
R28YRS	ET101015	12/10/2006	1	1	0	4	5	15	1	0	88	88	88	0	88	88	88	88	88	88	1	5	10	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	2	2	0	5	3	3	0	88	88	88	88	88	88	1	0	0	88	88	88	85	132	10	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	3	3	1	4	2	3	2	3	1	1	1	2	4	3	4	4	3	4	1	3	4	4	5	4	4	2	3	1	4	4	2	1	4	4	4	5	3	4	4	1	3	1	2	3	3	2	3	2	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	30	132	19	2	1	3	63	 	1	88	88	11	11	10	33	4	2	419	59	6	4	4	1	3	1	7	60	11	45	2	238.853775024414	1	88	88	3	0	1	0	1	0	1	0	3	 	1	0	1	1	0	0	0	1	1	0	1	0	0	6	0	88	88	1	1	1	1	1	1	0	0	4	3	2	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	1	5	9	7	2	4	7	5	88	2	1	88	11	14	1	88	88	88	1	1	1	1	1	2	1	3	1	1	1	1	4	4	1	1	4	88	88	88	3	4	1	1	4	1	4	88	88	88	4	1	1	1	4	1	4	1	1	4	1	4	4	4	4	0	88	88	88	11	3	3	88	88	3	1	88	88	1
R28YRS	ET101016	12/2/2006	1	1	0	4	7	15	1	0	88	88	88	0	88	88	88	88	88	88	3	6	9	10	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	3	0	0	5	3	3	0	88	88	88	88	88	88	3	0	0	88	88	88	85	204	2	5	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	4	2	3	2	3	1	0	2	2	4	3	4	2	3	4	2	2	1	3	2	4	2	3	3	1	1	4	2	1	4	3	3	2	2	4	3	2	3	1	2	2	4	2	3	3	3	3	2	1	3	2	1	3	4	2	3	2	3	3	3	3	2	3	1	4	4	1	2	2	1	4	2	3	1	4	3	4	1	3	2	3	2	3	3	4	3	3	2	3	4	2	3	2	2	3	4	1	4	3	2	3	4	1	3	2	4	2	4	2	1	5	4	2	3	2	2	4	2	1	4	2	3	2	3	3	0	204	28	2	2	3	111	 	1	88	88	11	11	3	20	4	3	419	45	8	2	2	1	1	4	7	40	3	32	7	354.662841796875	1	88	88	2	0	1	0	1	1	1	1	5	 	1	1	1	0	0	1	0	1	1	1	1	0	0	8	0	88	88	1	1	1	1	1	1	1	1	3	3	2	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	8	9	15	1	8	14	5	16	2	1	88	4	14	1	88	88	88	2	2	1	2	2	2	2	4	1	4	1	1	4	4	1	2	4	88	88	88	4	4	1	1	4	1	4	88	88	88	3	3	2	1	1	1	4	1	1	4	1	4	4	4	4	0	88	88	88	11	1	2	9	4	2	1	88	88	1
R28YRS	ET101017	12/1/2006	1	1	0	4	7	30	1	0	88	88	88	0	88	88	88	88	88	88	13	10	11	88	1	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	2.25	0	0	4.25	2.5	5.5	0	88	88	88	88	88	88	1	0	1	12	88	88	73	204	7	5	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	1	4	3	4	1	2	2	1	1	3	1	2	2	3	2	3	4	4	2	2	4	3	4	4	3	4	4	4	1	3	3	4	4	3	4	3	1	4	2	1	2	4	3	3	2	4	3	1	2	1	2	3	4	1	3	3	4	2	1	1	4	1	1	3	3	2	3	2	3	4	1	1	2	3	1	3	1	1	2	3	2	4	5	2	4	3	2	4	4	3	1	4	2	3	3	5	4	2	1	1	1	2	3	1	1	3	4	1	3	4	2	3	4	3	3	2	1	4	3	1	1	5	4	2	3	1	1	4	3	1	4	1	3	2	1	8	20	204	38	2	1	3	107	 	1	88	88	11	11	9	5	4	3	419	59	8	3	2	1	2	4	9	286	9	40	6	304.540954589844	1	88	88	1	0	1	1	1	0	1	0	4	 	1	0	1	0	0	0	0	1	1	0	1	0	0	5	88	0	0	1	1	0	1	1	1	0	1	12	2	1	2	3	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	4	18	88	88	16	88	88	2	1	88	7	14	0	26	88	88	2	3	2	1	2	3	2	3	1	2	2	2	3	3	2	1	4	88	88	88	3	3	3	1	3	2	4	88	88	88	2	2	3	1	3	1	3	3	3	3	2	3	3	3	3	0	88	88	88	14	5	3	55	88	5	1	88	88	0
R28YRS	ET101018	12/5/2006	1	1	0	4	5	20	1	0	88	88	88	1	16	88	88	10	88	88	20	10	88	88	16	88	88	88	88	88	88	-88	88	88	88	88	88	88	8	1.5	1.5	1	0	5	1.5	5.5	0	88	88	88	88	88	88	3	0	0	88	88	88	85	204	3	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	4	2	3	2	3	1	0	2	2	4	3	4	4	3	4	2	2	1	3	2	4	4	2	2	1	1	4	2	2	2	4	4	5	2	4	3	2	3	1	2	1	4	1	3	3	1	2	2	1	4	1	3	3	3	2	3	2	3	4	2	1	2	3	2	2	1	1	1	2	1	1	7	2	4	2	1	4	3	2	4	3	2	3	3	6	3	2	1	2	3	2	3	1	3	3	4	1	5	4	2	3	4	4	3	2	4	1	3	1	2	3	2	2	3	1	2	4	3	1	4	1	3	2	3	4	0	204	36	2	2	3	105	 	1	88	88	11	11	4	15	3	2	3119	25	48	1	1	3	4	3	0	14	4	55	0	209.428497314453	1	88	88	1	1	1	0	1	1	1	0	5	 	1	0	1	0	0	0	0	1	1	1	1	0	0	6	88	0	0	1	2	1	1	1	1	1	1	15	2	1	2	2	88	88	88	88	88	0	1	0	1	0	0	0	0	88	1	88	2	88	88	88	88	2	3	5	11	12	88	17	88	88	2	1	88	13	12	0	26	88	88	1	2	3	2	1	2	1	4	1	2	2	1	3	2	2	2	3	88	88	88	2	2	3	1	3	1	4	88	88	88	3	3	2	1	3	1	4	1	2	2	2	2	2	3	3	0	88	88	88	13	4	3	49	99	4	1	88	88	1
R28YRS	ET101019	12/16/2006	1	1	0	4	7	15	1	0	88	88	88	0	88	88	88	88	88	88	5	6	5	10	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	2	0	0	5	4	4	0	88	88	88	88	88	88	1	0	0	88	88	88	109	204	11	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	1	2	4	3	0	2	4	1	2	1	1	2	1	4	1	4	3	2	4	2	3	4	1	1	4	2	2	1	2	3	4	4	1	3	3	3	3	4	2	3	4	1	4	6	2	3	2	3	1	1	2	4	1	2	3	3	5	4	1	1	1	1	3	3	1	4	3	4	3	7	4	1	4	4	4	3	2	4	2	3	1	2	2	2	2	2	1	3	4	3	1	1	3	3	1	6	11	38	204	32	1	1	3	104	339.742797851563	1	88	88	2	2	11	40	4	3	419	45	8	4	2	2	1	4	7	26	12	0	5	287.862579345703	1	88	88	1	0	1	0	1	1	1	0	4	 	1	0	1	0	0	0	0	1	1	0	1	0	0	5	0	88	88	1	1	1	1	0	0	0	1	4	3	2	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	5	9	15	17	1	1	2	18	2	1	88	4	14	1	88	88	88	1	1	1	1	2	2	2	2	1	3	2	1	4	4	1	2	3	88	88	88	4	4	2	1	4	1	4	88	88	88	3	2	2	1	4	1	4	4	1	1	1	88	88	2	4	0	88	88	88	11	4	3	66	67	4	1	88	88	1
R28YRS	ET101020	12/18/2006	1	1	0	4	7	30	1	0	88	88	88	0	88	88	88	88	88	88	1	5	10	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	2	1	0	5	3	4	0	88	88	88	88	88	88	1	0	0	88	88	88	73	168	9	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	4	2	1	2	4	3	4	1	2	4	1	2	3	1	2	3	3	2	3	1	3	4	4	3	3	4	4	3	4	1	2	1	2	5	4	4	3	4	3	1	4	2	1	2	4	3	3	2	4	3	3	3	1	2	1	1	4	4	3	3	3	2	3	4	1	1	4	3	2	3	2	3	2	4	3	2	3	1	3	4	1	1	3	1	1	3	2	4	2	3	1	1	3	4	1	2	4	2	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	30	168	28	2	2	3	85	 	1	88	88	11	11	9	35	4	2	439	45	8	2	2	4	2	4	2	40	10	0	6	332.491546630859	1	88	88	1	0	1	0	1	1	1	0	4	 	1	0	0	0	0	0	0	1	1	0	1	0	0	4	88	0	0	1	1	1	1	1	1	0	1	6	3	2	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	5	9	4	6	12	14	5	16	2	1	88	4	14	1	88	88	88	1	1	1	1	1	2	4	88	1	1	1	1	4	4	1	2	4	88	88	88	4	4	1	4	4	1	4	88	88	88	4	2	2	1	4	1	4	1	1	88	1	4	4	88	88	0	88	88	88	4	3	3	88	88	4	1	88	88	1
