FORMNO	CHILDID	CDINT	EVERSCH	ENRSCH	SINGLSEX	SCTYPE	GRADNOW	TMSCHMIN	TRANSSCH	DANGSCH	SCHRISK1	SCHRISK2	SCHRISK3	MISSCH	WMISSC1	WMISSC2	WMISSC3	SEAMIS01	SEAMIS02	SEAMIS03	DAYMISS	BESTSCH1	BESTSCH2	BESTSCH3	WORSTSC1	WORSTSC2	WORSTSC3	GRADCOMP	AGESTOP	XSINGLSX	XSCTYPE	XTMSCHMN	XTRNSSCH	XDANGSCH	XSCHRISK	SCHWHY1	SCHWHY2	SCHWHY3	CSLEEP	CCHCARE	CHHCHORE	CNPAYWRK	CPAYWORK	CSCHOOL	CSTUDY	CPLAY	CHLDWORK	PAYLIKE1	PAYLIKE2	PAYLIKE3	PYNOLIK1	PYNOLIK2	PYNOLIK3	SCHWRK	SCHMISS	WRKINJ	WRKINJ1	WRKINJ2	WRKINJ3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	language1	language2	source	score_ppvt	rscorelang_ppvt	CONDPP	YNOADQ01	YNOADQ02	PPFWLANG	PPCDLANG	STRTHRWM	STRTMRWM	LEVLREAD	LEVLWRIT	MATH01	MATH02	MATH03	MATH04	MATH05	MATH06	MATH07	MATH08	MATH09	MATH10	FINHRRWM	FINMNRWM	score_math	rscorelang_math	CONDRWAQ	YNORWM01	YNORWM02	CHEALTHY	CFODFRQ1	CFODFRQ2	CFODFRQ3	CFODFRQ4	CFODFRQ5	CFODFRQ6	CFODFRQ7	CFOODTOT	CFDDIV00	CFDDIV01	CFDDIV02	CFDDIV03	CFDDIV04	CFDDIV05	CFDDIV06	CFDDIV07	CFDDIV08	CFDDIV09	CFDDIV10	CFDDIV11	CFDDIV12	CFDDIV13	CFDIVTOT	MENARCHE	VOICE	HAIRCHIN	CANYHELP	WHOHELP	CHELP01	CHELP02	CHELP03	CHELP04	CHELP05	CHELP06	FRIEND	LEAD	INCGAME	HARDTALK	HELPCHLD	UNDERFIF	WORKWITH	WOTALK	WOHELP	PAYTALK	GRPMEM01	GRPMEM02	GRPMEM03	GRPMEM04	GRPMEM05	GRPMEM06	GRPMEM07	GRPMEM08	GRPATT01	GRPATT02	GRPATT03	GRPATT04	GRPATT05	GRPATT06	GRPATT07	GRPATT08	CFAMSON	CLADDER	CFARLAD	CHLPMV1	CHLPMV2	CHLPMV3	CHLPDWN1	CHLPDWN2	CHLPDWN3	CFAMDTR	CSCUSEFL	CNSCUSE	CHFUTURE	CGRDLIKE	CEXPGRAD	CYDRPOT1	CYDRPOT2	CYDRPOT3	TR1	TR2	TR3	SV1	SV2	TR4	SV5	SV6	AG1	AG2	AG3	PS1	PS2	PS7	PS3	SD1	SD2	WHYBAD1	WHYBAD2	WHYBAD3	PS4	PS8	SD3	AG4	SD4	PS5	SD5	TEABAD1	TEABAD2	TEABAD3	PS6	AG5	PS9	OBEY	NOTALK	LOVED	NOSUPP	SPEAK	FAIRPUN	SISLESS	TIMATT	BROLESS	BROFREE	SISFREE	PARWOR	DECISION	PARDEC	WHATDEC	MINDS	AMBITION	CCIRCUM1	CCIRCUM2	CREAS1	CREAS2	CRELCIRC	ETTMSTUD	ETYNOTIM	ETWISH	ETHMCNST
R28YRS	ET041008	12/9/2006	1	1	0	4	4	10	1	0	88	88	88	0	88	88	88	88	88	88	3	10	6	11	7	15	9	88	88	88	88	-88	88	88	88	88	88	88	9	1	3	0	0	5	4	2	0	88	88	88	88	88	88	1	0	0	88	88	88	25	132	9	45	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	1	1	2	3	2	2	1	4	3	1	4	4	3	1	2	1	1	1	2	2	3	1	4	4	1	1	2	4	2	2	3	2	2	3	4	4	4	1	2	3	3	2	1	1	4	2	1	4	5	2	2	3	3	1	1	2	1	4	4	3	1	5	2	4	2	2	4	1	3	4	2	2	3	4	7	2	4	2	3	4	1	3	4	1	3	1	3	3	4	4	1	3	3	1	4	3	1	2	4	3	4	4	2	3	3	2	2	2	1	2	4	1	3	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	5	132	40	1	1	3	58	256.334228515625	1	88	88	2	2	10	30	3	2	3009	46	8	1	1	2	3	4	0	-77	10	45	2	238.853775024414	1	88	88	2	0	1	0	1	1	1	0	4	 	1	1	1	0	0	0	0	1	1	0	0	0	0	5	0	88	88	1	1	1	1	1	1	1	1	3	1	2	2	2	88	88	88	88	88	0	0	0	0	1	0	0	0	88	88	88	88	1	88	88	88	2	2	3	18	15	16	8	17	10	2	1	88	40	14	1	88	88	88	3	3	4	1	2	4	1	2	1	2	1	3	4	4	1	1	4	88	88	88	4	4	2	1	4	1	4	88	88	88	4	4	1	1	2	1	1	1	2	4	1	4	4	3	4	0	88	88	88	25	4	5	41	67	5	1	88	88	1
R28YRS	ET041009	12/24/2006	1	1	0	4	6	5	1	0	88	88	88	1	23	88	88	3	4	88	30	7	13	88	18	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	0	0	6	4	4	0	88	88	88	88	88	88	3	0	0	88	88	88	73	204	4	15	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	1	4	1	2	1	1	3	3	1	1	2	3	2	3	4	4	2	2	3	3	4	4	3	4	1	2	1	3	2	4	3	3	3	1	1	4	2	2	2	4	3	2	2	4	2	2	3	1	2	1	4	1	4	3	1	3	2	1	4	1	1	4	2	2	1	2	3	2	4	1	2	3	1	3	4	1	2	3	1	4	2	2	2	2	4	1	1	2	1	4	2	3	3	4	4	2	1	1	1	2	3	2	1	3	4	3	3	4	1	3	4	4	3	2	2	4	3	1	2	3	4	1	3	1	1	4	3	1	1	1	3	1	4	4	30	204	28	1	1	3	112	354.209320068359	1	88	88	2	2	4	35	4	3	419	45	8	2	2	1	1	4	4	120	4	45	7	326.094543457031	1	88	88	2	1	1	1	1	1	1	1	7	 	1	1	1	0	0	0	0	1	1	1	1	0	0	7	88	0	0	1	1	1	1	1	1	1	1	3	1	1	1	1	88	88	88	88	88	0	0	0	1	1	0	0	0	88	88	88	1	1	88	88	88	2	6	7	2	15	18	21	21	7	2	1	88	3	14	1	88	88	88	1	1	2	2	2	2	4	2	1	2	1	4	4	4	1	2	4	88	88	88	2	4	1	1	4	2	4	88	88	88	4	2	2	1	2	1	3	2	2	3	2	2	2	3	3	0	88	88	88	3	3	4	9	88	4	1	88	88	1
R28YRS	ET041010	11/30/2006	1	1	0	4	5	25	1	0	88	88	88	0	88	88	88	88	88	88	10	1	12	5	24	27	17	88	88	88	88	-88	88	88	88	88	88	88	10	0	4	0	0	5	2	3	1	1	2	88	5	1	88	3	0	1	2	88	88	85	180	3	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	4	2	3	2	3	1	0	4	2	4	3	4	1	3	4	1	2	1	3	1	4	3	2	3	1	1	4	2	2	2	4	3	3	2	4	3	2	3	1	2	1	4	1	1	3	1	3	2	1	4	1	2	4	3	2	1	2	3	3	4	2	2	3	3	1	4	2	2	4	1	4	5	3	4	2	3	4	4	4	1	4	2	3	4	6	3	2	2	1	4	2	3	4	4	2	2	3	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	40	180	27	1	1	3	89	313.974273681641	1	88	88	2	2	4	50	4	3	419	45	8	2	2	77	1	4	3	46	5	10	6	304.540954589844	1	88	88	1	0	1	1	1	1	1	0	5	 	1	0	1	0	0	0	0	1	1	1	0	0	0	5	88	0	0	1	5	1	1	1	1	1	1	8	3	2	3	77	77	88	88	88	2	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	77	4	7	2	17	8	5	14	15	77	1	88	25	14	1	88	88	88	77	77	2	1	1	2	77	77	1	3	1	1	3	3	1	2	4	88	88	88	4	77	2	1	3	1	4	88	88	88	4	4	1	2	3	1	4	3	2	4	2	77	77	4	4	0	88	88	88	25	3	4	10	9	77	1	88	88	1
R28YRS	ET041011	12/6/2006	1	1	0	4	7	5	1	0	88	88	88	0	88	88	88	88	88	88	2	6	5	13	2	16	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1.29999995231628	.300000011920929	0	0	3	8	1	1	2	88	2	88	88	3	0	0	88	88	88	109	204	4	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	3	1	4	2	1	2	4	3	1	2	4	3	2	3	1	2	1	3	1	4	3	1	4	2	1	4	1	1	4	3	2	3	2	3	2	4	3	2	3	1	3	4	1	2	2	1	4	0	2	3	3	3	1	1	2	1	4	2	3	3	3	4	2	1	3	1	4	3	2	3	3	4	1	3	4	1	3	4	3	3	2	4	1	3	1	2	2	4	2	4	1	1	4	3	1	1	2	3	2	2	4	50	204	14	1	1	3	118	367.545623779297	1	88	88	2	2	3	5	4	3	419	59	8	4	2	3	3	1	9	46	3	14	3	257.071716308594	1	88	88	2	0	1	1	1	1	1	1	6	 	1	0	1	1	0	1	0	1	1	1	1	0	0	8	88	0	0	1	1	1	0	1	1	1	0	6	3	1	3	2	88	88	88	88	88	0	1	0	1	1	0	0	0	88	4	88	1	1	88	88	88	2	6	7	24	8	2	9	14	21	2	1	88	11	14	1	88	88	88	4	4	2	2	1	2	2	2	1	3	1	1	3	3	1	2	3	88	88	88	3	88	2	1	4	2	4	88	88	88	4	2	1	1	2	1	4	2	2	3	2	88	88	2	3	1	2	1	0	11	3	3	88	88	2	1	88	88	1
R28YRS	ET041012	12/5/2006	1	1	0	4	7	5	1	0	88	88	88	0	88	88	88	88	88	88	1	5	7	9	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	7	0	3	0	0	5	4	5	0	88	88	88	88	88	88	3	0	0	88	88	88	49	132	4	20	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	1	1	2	4	2	1	4	2	3	3	4	1	2	1	2	3	2	3	2	1	2	2	3	1	3	2	4	3	1	1	2	2	1	2	2	3	2	3	2	4	1	2	3	1	2	3	4	2	4	1	5	2	1	2	3	4	2	4	2	1	2	1	2	6	4	2	3	3	1	2	2	2	1	3	4	2	4	1	1	2	4	3	2	3	1	4	2	2	1	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	55	132	30	1	1	3	58	256.334228515625	1	88	88	2	2	3	30	4	3	419	45	8	2	2	1	1	4	7	520	3	45	7	326.094543457031	1	88	88	2	0	1	1	1	0	1	0	4	 	1	0	1	0	0	0	0	1	0	0	1	0	0	4	88	0	0	1	19	1	1	1	1	1	1	2	3	2	3	2	88	88	88	88	88	0	0	0	0	1	0	0	0	88	88	88	88	1	88	88	88	2	4	5	1	2	88	14	1	8	2	1	88	40	14	1	88	88	88	1	1	1	1	1	2	1	77	1	2	1	2	3	3	3	2	3	88	88	88	3	3	1	1	3	1	3	88	88	88	4	2	3	1	1	1	3	1	2	3	2	3	3	3	3	0	88	88	88	11	3	3	88	88	4	1	88	88	1
R28YRS	ET041013	12/6/2006	1	1	0	4	6	15	1	0	88	88	88	0	88	88	88	88	88	88	3	5	6	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	4	0	0	4	3	3	0	88	88	88	88	88	88	3	0	1	4	88	88	13	132	4	16	88	88	88	88	88	88	88	88	88	88	88	88	88	2	1	3	1	3	2	1	4	3	1	2	4	1	1	3	2	4	1	2	2	2	2	2	4	3	3	2	4	3	3	1	4	1	1	4	2	3	1	5	3	1	1	2	4	3	2	3	2	3	3	4	3	4	1	2	3	4	4	2	2	2	1	4	1	5	2	4	2	3	1	4	2	1	1	4	3	4	4	1	4	1	2	4	3	2	3	3	2	3	4	7	2	1	4	3	4	4	3	4	1	2	1	2	3	4	4	2	3	1	1	4	4	4	2	4	2	5	2	2	4	3	2	2	2	1	2	4	1	3	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	50	132	44	1	1	3	55	249.779083251953	1	88	88	2	2	8	28	4	3	3110	44	8	2	4	4	1	3	7	26	8	42	2	238.853775024414	1	88	88	1	0	1	0	1	1	1	0	4	 	1	0	1	0	0	0	0	1	0	0	1	0	0	4	0	88	88	1	1	1	1	1	1	0	1	3	2	2	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	4	2	1	88	1	4	88	2	1	88	37	14	1	88	88	88	2	2	1	1	1	2	1	3	1	2	1	2	3	3	1	1	3	88	88	88	3	3	2	1	3	2	3	88	88	88	3	2	1	1	2	1	3	2	2	88	2	88	88	88	3	0	88	88	88	37	4	3	50	70	5	1	88	88	1
R28YRS	ET041014	12/14/2006	1	1	0	4	4	45	1	0	88	88	88	0	88	88	88	88	88	88	4	5	9	6	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	1	2	0	0	6	1	4	0	88	88	88	88	88	88	3	0	0	88	88	88	49	156	7	38	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	1	1	2	1	2	1	4	2	3	3	4	1	4	1	2	3	4	1	1	2	4	2	3	4	4	2	4	3	2	1	3	2	3	1	4	2	1	5	2	4	1	2	2	1	2	1	3	3	2	4	7	3	4	4	3	4	4	3	4	1	2	1	3	3	4	4	1	2	2	2	4	2	3	2	4	2	7	2	3	4	1	3	1	2	3	4	1	4	3	4	2	2	1	2	1	2	1	3	2	1	1	3	7	2	4	2	3	2	1	2	2	1	1	1	1	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	16	156	47	1	1	3	67	275.095489501953	1	88	88	2	2	8	20	4	3	319	45	8	2	2	1	1	2	7	26	8	36	5	287.862579345703	1	88	88	2	0	1	0	1	1	1	0	4	 	1	1	0	0	0	0	1	1	0	0	1	0	0	5	0	88	88	1	2	1	1	1	1	1	1	2	2	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	1	6	1	2	17	88	88	88	2	1	88	40	14	1	88	88	88	1	1	1	1	1	1	2	3	1	1	1	1	1	3	1	1	3	88	88	88	2	3	1	1	3	1	3	88	88	88	4	3	1	1	1	1	3	1	3	1	2	1	3	3	1	0	88	88	88	11	5	3	71	48	5	1	88	88	1
R28YRS	ET041015	12/6/2006	1	1	1	4	5	15	1	0	88	88	88	1	12	88	88	6	7	8	68	18	10	5	28	24	7	88	88	88	88	-88	88	88	88	88	88	88	9	0	2	0	0	6	3	4	0	88	88	88	88	88	88	1	0	0	88	88	88	61	144	9	20	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	1	2	3	4	2	2	1	4	2	3	1	1	2	4	3	1	2	3	2	1	4	2	3	2	4	2	4	1	2	3	1	4	2	2	2	3	1	2	2	2	4	3	4	2	1	4	1	2	1	3	2	4	2	3	3	2	3	2	1	1	1	2	2	7	2	3	2	1	2	2	2	1	3	2	4	3	7	1	2	2	1	2	2	4	4	3	2	3	4	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	45	144	32	1	1	3	61	262.889373779297	1	88	88	2	2	9	50	4	3	419	45	6	2	2	2	2	1	7	32	10	10	5	287.862579345703	1	88	88	3	0	1	0	1	1	1	0	4	 	1	0	1	0	0	0	0	1	1	0	0	0	0	4	88	0	0	1	3	0	1	1	1	0	1	6	3	2	2	2	88	88	88	88	88	0	0	0	1	0	0	0	0	88	88	88	1	88	88	88	88	2	1	7	24	6	15	88	88	88	2	1	88	38	10	1	88	88	88	2	1	2	3	1	1	1	1	1	3	1	1	4	4	1	4	4	88	88	88	1	88	1	1	2	1	4	88	88	88	4	3	2	1	4	1	4	1	1	88	1	4	1	88	4	1	1	10	1	38	4	2	69	54	5	1	88	88	0
R28YRS	ET041016	6/9/2007	1	1	0	4	2	5	1	0	88	88	88	0	88	88	88	88	88	88	4	5	88	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	2	0	0	5	2	5	0	88	88	88	88	88	88	3	0	0	88	88	88	109	168	11	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	1	2	4	1	1	2	4	1	1	3	2	1	1	1	1	4	3	5	1	2	1	4	4	3	4	3	2	1	2	3	5	4	1	2	3	1	1	4	1	2	1	1	4	3	77	4	2	4	1	1	3	4	3	4	3	3	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	11	15	168	23	1	1	3	82	302.672302246094	1	88	88	2	2	11	19	3	2	3119	45	8	3	2	1	1	2	8	46	11	33	4	272.723724365234	1	88	88	1	0	1	0	1	1	1	0	4	 	1	1	0	0	0	0	0	1	1	1	0	0	0	5	88	0	0	1	16	1	1	1	0	1	0	10	3	1	2	2	88	88	88	88	88	0	1	0	0	0	0	0	0	88	2	88	88	88	88	88	88	2	5	9	7	6	4	9	5	88	2	1	88	11	12	1	88	88	88	1	1	1	1	1	3	1	4	1	3	1	2	4	4	1	1	4	88	88	88	4	4	2	1	4	1	4	88	88	88	4	1	1	1	2	1	2	2	3	4	4	4	4	4	4	0	88	88	88	11	3	3	88	88	4	1	88	88	1
R28YRS	ET041017	12/9/2006	1	1	0	4	6	5	1	1	2	88	88	0	88	88	88	88	88	88	2	12	14	5	19	15	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	2	0	0	5	4	4	0	88	88	88	88	88	88	3	0	0	88	88	88	109	204	8	5	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	1	2	4	4	1	2	4	2	2	3	1	2	1	4	1	4	3	1	3	2	1	4	1	2	4	3	2	3	2	3	2	4	3	2	3	1	3	4	1	4	1	1	4	2	2	2	4	3	4	1	2	1	4	2	3	3	1	4	2	4	1	1	2	3	4	1	3	4	3	5	4	1	3	4	1	3	2	4	2	3	1	2	0	4	2	3	1	1	4	3	1	2	3	3	2	2	8	25	204	14	1	1	3	121	375.909088134766	1	88	88	2	2	8	34	4	3	419	45	8	2	2	1	2	4	7	400	8	45	9	412.565551757813	0	1	2	1	0	1	1	1	1	1	0	5	 	1	0	1	1	0	0	0	1	1	0	1	0	0	6	88	0	0	1	2	1	1	1	1	1	1	6	3	1	3	2	88	88	88	88	88	0	0	0	1	1	0	0	0	88	88	88	2	1	88	88	88	2	5	7	18	2	1	1	7	14	2	1	88	14	14	1	88	88	88	1	1	2	2	3	3	3	2	1	3	1	1	4	4	1	1	3	88	88	88	2	88	2	1	2	1	3	88	88	88	4	2	1	1	2	1	3	2	2	2	1	2	2	2	3	1	3	7	0	14	3	3	88	88	4	1	88	88	0
R28YRS	ET041018	11/25/2006	1	1	0	4	6	10	1	0	88	88	88	0	88	88	88	88	88	88	0	1	3	5	24	22	2	88	88	88	88	-88	88	88	88	88	88	88	11	1	2	0	0	5	2	3	0	88	88	88	88	88	88	1	0	0	88	88	88	85	204	4	15	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	4	2	3	2	3	4	1	2	2	4	3	4	4	3	4	1	2	1	3	1	4	2	3	3	3	1	4	2	2	2	4	3	2	2	4	2	2	1	2	2	3	3	1	4	3	5	2	2	3	3	1	1	4	3	2	1	2	3	5	4	3	2	3	1	3	4	1	1	2	1	4	1	2	1	1	3	4	1	2	1	4	2	3	3	1	4	1	1	1	1	2	3	1	3	3	4	1	5	4	1	3	2	3	3	2	3	1	3	1	2	4	1	2	3	4	1	4	3	1	2	3	3	2	4	4	50	204	29	1	1	3	111	352.401000976563	1	88	88	2	2	4	55	4	3	419	45	8	2	2	1	1	2	9	40	5	15	6	304.540954589844	1	88	88	2	0	1	0	1	0	1	0	3	 	1	0	1	0	1	0	0	1	0	0	1	0	0	5	88	0	0	1	2	1	1	1	1	1	1	5	2	2	3	2	88	88	88	88	88	0	0	0	1	1	0	0	0	88	88	88	3	1	88	88	88	2	4	6	15	18	1	7	15	14	2	1	88	40	14	1	88	88	88	2	2	3	2	2	1	1	3	1	3	2	1	3	3	1	2	3	88	88	88	2	3	1	1	3	1	3	88	88	88	4	1	2	1	2	1	2	2	1	3	2	2	4	4	3	0	88	88	88	27	3	4	9	16	3	1	88	88	1
