FORMNO	CHILDID	ACTID	ACTYEST	ACTSUPER	ACTCARE	CHOICE
R28YRS	ET041033	1	7	0	0	0
R28YRS	ET041033	2	1	1	0	0
R28YRS	ET041033	3	6	1	0	0
R28YRS	ET041033	4	5	0	0	0
R28YRS	ET041033	5	10	0	0	1
R28YRS	ET041034	1	5	0	0	1
R28YRS	ET041034	2	1	0	0	1
R28YRS	ET041035	1	5	1	0	0
R28YRS	ET041035	2	10	0	0	1
R28YRS	ET041035	3	23	1	0	1
R28YRS	ET041035	4	1	1	0	1
R28YRS	ET041035	5	2	0	0	1
R28YRS	ET041036	1	1	1	0	1
R28YRS	ET041036	2	10	0	0	1
R28YRS	ET041036	3	5	1	0	1
R28YRS	ET041037	1	10	0	0	1
R28YRS	ET041037	2	2	0	1	0
R28YRS	ET041037	3	1	1	0	0
R28YRS	ET041037	4	5	0	0	0
R28YRS	ET041037	5	17	0	0	1
R28YRS	ET041038	1	1	1	0	0
R28YRS	ET041038	2	2	0	0	1
R28YRS	ET041038	3	5	0	0	0
R28YRS	ET041038	4	3	0	1	0
R28YRS	ET041039	1	2	0	0	1
R28YRS	ET041039	2	10	0	0	1
R28YRS	ET041039	3	1	1	0	1
R28YRS	ET041039	4	5	1	0	1
R28YRS	ET041039	5	2	1	0	1
R28YRS	ET041040	1	1	1	0	1
R28YRS	ET041040	2	2	0	0	1
R28YRS	ET041040	3	3	1	1	2
R28YRS	ET041040	4	5	1	0	2
R28YRS	ET041041	1	3	0	0	0
R28YRS	ET041041	2	1	1	0	1
R28YRS	ET041041	3	10	0	0	1
R28YRS	ET041041	4	2	0	0	2
R28YRS	ET041041	5	5	1	0	0
R28YRS	ET041042	1	5	0	0	1
R28YRS	ET041042	2	7	1	0	1
R28YRS	ET041042	3	1	1	0	1
R28YRS	ET041042	4	21	1	0	1
R28YRS	ET041043	1	1	1	0	0
R28YRS	ET041043	2	10	0	0	1
R28YRS	ET041043	3	2	1	0	0
R28YRS	ET041044	1	1	0	0	0
R28YRS	ET041044	2	5	0	0	0
R28YRS	ET041044	3	2	1	0	0
R28YRS	ET041044	4	10	0	0	1
R28YRS	ET041045	1	2	0	0	1
R28YRS	ET041045	2	1	1	0	1
R28YRS	ET041045	3	10	0	1	1
R28YRS	ET041045	4	5	1	0	1
R28YRS	ET041046	1	3	1	1	0
R28YRS	ET041046	2	1	1	0	1
R28YRS	ET041046	3	10	1	0	1
R28YRS	ET041046	4	5	1	0	2
R28YRS	ET041047	1	2	0	0	0
R28YRS	ET041047	2	5	1	0	0
R28YRS	ET041047	3	1	1	0	0
R28YRS	ET041047	4	10	0	1	1
R28YRS	ET041048	1	5	1	0	1
R28YRS	ET041048	2	10	1	1	1
R28YRS	ET041048	3	1	1	0	1
R28YRS	ET041048	4	2	0	0	1
R28YRS	ET041049	1	1	1	0	1
R28YRS	ET041049	2	23	1	1	0
R28YRS	ET041049	3	2	0	0	1
R28YRS	ET041049	4	10	0	0	1
R28YRS	ET041050	1	10	0	0	1
R28YRS	ET041050	2	1	0	0	0
R28YRS	ET041050	3	2	0	0	1
R28YRS	ET041050	4	5	0	0	2
R28YRS	ET041050	5	3	0	1	2
R28YRS	ET051001	1	7	1	0	2
R28YRS	ET051001	2	10	0	0	1
R28YRS	ET051001	3	1	1	0	1
R28YRS	ET051002	1	1	1	0	0
R28YRS	ET051002	2	5	1	1	2
R28YRS	ET051002	3	3	1	1	2
R28YRS	ET051002	4	10	0	1	2
R28YRS	ET051002	5	2	0	0	1
R28YRS	ET051003	1	5	1	1	1
R28YRS	ET051003	2	1	1	0	2
R28YRS	ET051003	3	10	0	1	1
R28YRS	ET051004	1	1	1	1	1
R28YRS	ET051004	2	7	0	0	1
R28YRS	ET051004	3	5	0	0	2
R28YRS	ET051004	4	10	0	0	1
R28YRS	ET051005	1	1	1	1	1
R28YRS	ET051005	2	6	1	1	1
R28YRS	ET051005	3	3	1	1	1
R28YRS	ET051005	4	22	1	1	1
R28YRS	ET051006	1	1	1	1	1
R28YRS	ET051006	2	5	0	1	1
R28YRS	ET051006	3	10	0	0	1
R28YRS	ET051006	4	2	1	0	2
R28YRS	ET051007	1	2	0	0	0
R28YRS	ET051007	2	1	1	0	0
R28YRS	ET051007	3	5	1	0	0
R28YRS	ET051007	4	10	0	0	1
R28YRS	ET051008	1	1	1	0	1
R28YRS	ET051008	2	5	1	0	2
R28YRS	ET051008	3	2	1	0	1
R28YRS	ET051008	4	10	0	1	2
R28YRS	ET051009	1	5	1	0	1
R28YRS	ET051009	2	1	1	0	1
R28YRS	ET051009	3	2	0	0	1
R28YRS	ET051009	4	10	0	0	1
R28YRS	ET051010	1	6	0	0	1
R28YRS	ET051010	2	1	1	0	0
R28YRS	ET051010	3	2	1	0	0
R28YRS	ET051010	4	10	0	0	1
R28YRS	ET051011	1	5	1	0	2
R28YRS	ET051011	2	1	1	0	2
R28YRS	ET051011	3	10	0	0	1
R28YRS	ET051011	4	2	0	0	1
R28YRS	ET051012	1	1	1	0	0
R28YRS	ET051012	2	2	0	1	1
R28YRS	ET051012	3	10	0	0	1
R28YRS	ET051013	1	1	1	0	1
R28YRS	ET051013	2	5	1	0	0
R28YRS	ET051013	3	10	1	0	1
R28YRS	ET051014	1	1	1	0	0
R28YRS	ET051014	2	5	1	1	2
R28YRS	ET051014	3	10	0	1	1
R28YRS	ET051014	4	3	1	1	2
R28YRS	ET051015	1	1	1	1	0
R28YRS	ET051015	2	5	1	1	0
R28YRS	ET051015	3	22	1	1	0
R28YRS	ET051015	4	10	0	0	1
R28YRS	ET051016	1	7	0	0	0
R28YRS	ET051016	2	5	0	0	0
R28YRS	ET051016	3	10	0	0	1
R28YRS	ET051017	1	5	1	0	2
R28YRS	ET051017	2	1	0	0	0
R28YRS	ET051017	3	10	0	0	1
R28YRS	ET051017	4	2	0	0	1
R28YRS	ET051018	1	1	1	0	1
R28YRS	ET051018	2	7	1	0	2
R28YRS	ET051018	3	10	1	0	1
R28YRS	ET051019	1	6	0	0	0
R28YRS	ET051019	2	1	1	0	0
R28YRS	ET051019	3	2	0	0	1
R28YRS	ET051019	4	10	0	1	1
R28YRS	ET051020	1	1	1	1	1
R28YRS	ET051020	2	5	0	0	1
R28YRS	ET051020	3	10	0	0	1
R28YRS	ET051020	4	2	0	0	2
R28YRS	ET051021	1	5	0	0	2
R28YRS	ET051021	2	4	1	0	2
R28YRS	ET051021	3	10	0	0	2
R28YRS	ET051022	1	5	1	1	0
R28YRS	ET051022	2	6	0	1	0
R28YRS	ET051022	3	2	0	1	1
R28YRS	ET051022	4	1	1	0	1
R28YRS	ET051022	5	10	0	1	1
R28YRS	ET051023	1	1	1	0	0
R28YRS	ET051023	2	5	1	0	0
R28YRS	ET051023	3	10	0	1	1
R28YRS	ET051023	4	2	0	0	1
R28YRS	ET051024	1	1	1	0	1
R28YRS	ET051024	2	6	1	0	1
R28YRS	ET051024	3	10	1	0	1
R28YRS	ET051024	4	5	0	0	1
R28YRS	ET051025	1	1	1	0	1
R28YRS	ET051025	2	5	1	0	2
R28YRS	ET051025	3	6	0	0	2
R28YRS	ET051026	1	1	1	0	1
R28YRS	ET051026	2	5	1	0	2
R28YRS	ET051026	3	10	0	0	1
R28YRS	ET051026	4	2	0	0	1
R28YRS	ET051027	1	1	1	0	1
R28YRS	ET051027	2	2	1	0	1
R28YRS	ET051027	3	5	0	0	1
R28YRS	ET051028	1	5	0	0	1
R28YRS	ET051028	2	1	0	0	1
R28YRS	ET051028	3	10	0	0	1
R28YRS	ET051029	1	5	1	0	0
R28YRS	ET051029	2	1	1	0	0
R28YRS	ET051029	3	10	0	0	1
R28YRS	ET051030	1	5	0	0	0
R28YRS	ET051030	2	2	0	0	1
R28YRS	ET051030	3	1	1	0	0
R28YRS	ET051030	4	10	0	0	1
R28YRS	ET051031	1	1	1	0	0
R28YRS	ET051031	2	5	1	0	1
R28YRS	ET051031	3	2	1	0	0
R28YRS	ET051031	4	6	1	0	1
R28YRS	ET051031	5	10	0	0	1
R28YRS	ET051032	1	6	0	0	0
R28YRS	ET051032	2	5	1	0	0
R28YRS	ET051032	3	10	0	0	1
R28YRS	ET051033	1	1	1	0	0
R28YRS	ET051033	2	23	1	0	0
R28YRS	ET051033	3	10	0	0	1
R28YRS	ET051034	1	5	1	0	2
R28YRS	ET051034	2	6	0	0	2
R28YRS	ET051034	3	1	1	0	2
R28YRS	ET051034	4	2	0	0	1
R28YRS	ET051034	5	10	0	1	1
R28YRS	ET051035	1	1	1	0	0
R28YRS	ET051035	2	5	1	0	2
R28YRS	ET051035	3	2	0	1	0
R28YRS	ET051035	4	10	0	0	1
R28YRS	ET051036	1	5	0	0	2
R28YRS	ET051036	2	10	0	0	1
R28YRS	ET051036	3	3	0	1	1
R28YRS	ET051037	1	1	1	0	1
R28YRS	ET051037	2	5	1	0	2
R28YRS	ET051037	3	6	0	0	2
R28YRS	ET051037	4	10	0	1	1
R28YRS	ET051038	1	6	1	0	0
R28YRS	ET051038	2	5	1	0	0
R28YRS	ET051038	3	2	1	0	1
R28YRS	ET051038	4	1	1	0	1
R28YRS	ET051038	5	10	0	0	1
R28YRS	ET051039	1	5	1	1	1
R28YRS	ET051039	2	7	0	1	2
R28YRS	ET051039	3	1	1	1	1
R28YRS	ET051039	4	17	0	0	1
R28YRS	ET051039	5	10	0	1	1
R28YRS	ET051040	1	1	1	0	1
R28YRS	ET051040	2	2	0	0	1
R28YRS	ET051040	3	5	1	0	2
R28YRS	ET051040	4	10	0	1	1
R28YRS	ET051041	1	1	1	0	0
R28YRS	ET051041	2	2	0	0	2
R28YRS	ET051041	3	5	1	0	2
R28YRS	ET051041	4	10	0	1	1
R28YRS	ET051042	1	1	1	0	1
R28YRS	ET051042	2	5	1	0	1
R28YRS	ET051042	3	10	0	0	1
R28YRS	ET051043	1	1	1	0	0
R28YRS	ET051043	2	5	1	1	2
R28YRS	ET051043	3	3	0	1	2
R28YRS	ET051043	4	10	0	1	1
R28YRS	ET051043	5	4	1	1	0
R28YRS	ET051044	1	1	1	0	1
R28YRS	ET051044	2	5	1	1	0
R28YRS	ET051044	3	2	0	1	0
R28YRS	ET051044	4	10	1	1	2
R28YRS	ET051045	1	1	0	0	1
R28YRS	ET051045	2	5	0	0	1
R28YRS	ET051045	3	10	0	0	1
R28YRS	ET051046	1	1	1	0	1
R28YRS	ET051046	2	2	0	0	1
R28YRS	ET051046	3	5	0	0	1
R28YRS	ET051046	4	10	0	0	1
R28YRS	ET051047	1	5	0	0	1
R28YRS	ET051047	2	3	0	1	2
R28YRS	ET051047	3	10	0	1	2
R28YRS	ET051048	1	5	1	1	2
R28YRS	ET051048	2	1	1	1	2
R28YRS	ET051048	3	10	0	1	2
R28YRS	ET051049	1	1	0	0	1
R28YRS	ET051049	2	5	0	0	2
R28YRS	ET051049	3	2	0	0	1
R28YRS	ET051050	1	1	1	0	0
R28YRS	ET051050	2	2	0	0	1
R28YRS	ET051050	3	5	1	0	1
R28YRS	ET051050	4	10	0	0	1
R28YRS	ET061002	1	1	0	0	1
R28YRS	ET061002	2	5	1	1	0
R28YRS	ET061003	1	1	1	0	0
R28YRS	ET061003	2	7	1	0	0
R28YRS	ET061003	3	6	1	0	0
R28YRS	ET061004	1	5	0	1	1
R28YRS	ET061004	2	1	0	0	1
R28YRS	ET061005	1	1	0	0	1
R28YRS	ET061005	2	6	1	0	1
R28YRS	ET061007	1	1	1	1	0
R28YRS	ET061007	2	6	1	1	0
R28YRS	ET061008	1	7	1	1	0
R28YRS	ET061008	2	10	1	1	0
R28YRS	ET061009	1	1	1	0	0
R28YRS	ET061009	2	3	0	1	0
R28YRS	ET061009	3	5	1	0	0
R28YRS	ET061010	1	7	1	0	0
R28YRS	ET061010	2	1	0	0	0
R28YRS	ET061011	1	7	0	0	2
R28YRS	ET061012	1	7	1	1	0
R28YRS	ET061012	2	10	1	1	0
R28YRS	ET061014	1	7	0	0	0
R28YRS	ET061015	1	1	0	0	0
R28YRS	ET061015	2	7	0	0	0
R28YRS	ET061015	3	2	0	0	0
R28YRS	ET061016	1	7	1	0	1
R28YRS	ET061016	2	6	0	1	1
R28YRS	ET061016	3	10	0	1	1
R28YRS	ET061018	1	14	0	0	0
R28YRS	ET061019	1	1	1	0	1
R28YRS	ET061019	2	6	0	0	0
R28YRS	ET061020	1	10	1	1	0
R28YRS	ET061020	2	8	1	1	0
R28YRS	ET061021	1	1	0	0	0
R28YRS	ET061021	2	6	1	0	2
R28YRS	ET061022	1	7	1	1	0
R28YRS	ET061023	1	1	0	0	1
R28YRS	ET061023	2	7	1	1	0
R28YRS	ET061024	1	1	1	0	0
R28YRS	ET061024	2	7	0	0	0
R28YRS	ET061024	3	6	0	0	0
R28YRS	ET061024	4	5	1	0	0
R28YRS	ET061025	1	1	1	0	0
R28YRS	ET061025	2	10	0	0	1
R28YRS	ET061026	1	8	1	0	0
R28YRS	ET061026	2	10	0	0	0
R28YRS	ET061028	1	7	0	1	0
R28YRS	ET061029	1	1	1	0	0
R28YRS	ET061029	2	8	1	0	0
R28YRS	ET061029	3	10	0	0	0
R28YRS	ET061031	1	1	0	0	0
R28YRS	ET061031	2	2	1	0	2
R28YRS	ET061033	1	7	0	1	0
R28YRS	ET061034	1	7	0	1	0
R28YRS	ET061036	1	7	0	1	0
R28YRS	ET061036	2	6	0	1	0
R28YRS	ET061036	3	10	0	0	1
R28YRS	ET061036	4	2	0	0	1
R28YRS	ET061037	1	1	0	1	0
R28YRS	ET061038	1	10	1	1	1
R28YRS	ET061039	1	6	0	0	0
R28YRS	ET061040	1	1	1	1	0
R28YRS	ET061040	2	6	1	1	0
R28YRS	ET061041	1	6	1	1	2
R28YRS	ET061041	2	14	1	1	2
R28YRS	ET061044	1	5	0	1	2
R28YRS	ET061046	1	1	1	1	1
R28YRS	ET061047	1	1	1	0	0
R28YRS	ET061047	2	7	1	0	0
R28YRS	ET061047	3	6	1	0	0
R28YRS	ET061049	1	6	1	0	0
R28YRS	ET061049	2	7	1	0	0
R28YRS	ET061049	3	1	0	0	0
R28YRS	ET061049	4	2	0	0	1
R28YRS	ET061050	1	6	1	0	1
R28YRS	ET061050	2	1	0	0	1
R28YRS	ET061050	3	5	1	0	1
R28YRS	ET061050	4	17	0	1	1
R28YRS	ET061050	5	2	0	0	1
R28YRS	ET061050	6	10	0	0	1
R28YRS	ET061051	1	1	1	0	0
R28YRS	ET061051	2	8	1	0	0
R28YRS	ET061051	3	7	1	0	0
R28YRS	ET061051	4	10	0	0	0
R28YRS	ET061052	1	1	1	1	0
R28YRS	ET061053	1	1	0	1	0
R28YRS	ET061054	1	1	0	0	0
R28YRS	ET061054	2	6	1	0	0
R28YRS	ET061056	1	1	0	0	1
R28YRS	ET061056	2	7	1	1	0
R28YRS	ET061057	1	7	0	1	0
R28YRS	ET061058	1	18	0	0	1
R28YRS	ET061059	1	1	0	1	0
R28YRS	ET061059	2	6	0	0	0
R28YRS	ET061059	3	7	0	0	0
R28YRS	ET061059	4	2	0	0	1
R28YRS	ET061059	5	10	0	1	1
R28YRS	ET071001	1	1	0	0	0
R28YRS	ET071001	2	7	0	0	0
R28YRS	ET071002	1	1	0	0	1
R28YRS	ET071002	2	3	0	1	1
R28YRS	ET071003	1	1	1	0	0
R28YRS	ET071003	2	2	0	0	0
R28YRS	ET071003	3	7	1	0	0
R28YRS	ET071004	1	8	1	0	2
R28YRS	ET071005	1	7	0	1	0
R28YRS	ET071005	2	1	1	0	0
R28YRS	ET071006	1	8	1	1	0
R28YRS	ET071006	2	1	0	0	1
R28YRS	ET071006	3	10	0	1	1
R28YRS	ET071006	4	2	0	0	1
R28YRS	ET071007	1	1	1	0	0
R28YRS	ET071007	2	7	0	0	0
R28YRS	ET071008	1	7	0	0	0
R28YRS	ET071008	2	3	0	0	0
R28YRS	ET071008	3	1	0	0	0
R28YRS	ET071009	1	7	0	0	0
R28YRS	ET071010	1	1	0	1	0
R28YRS	ET071010	2	3	1	1	0
R28YRS	ET071010	3	8	0	1	2
R28YRS	ET071011	1	7	0	0	0
R28YRS	ET071011	2	1	0	0	0
R28YRS	ET071011	3	10	0	1	1
R28YRS	ET071012	1	1	0	0	1
R28YRS	ET071012	2	7	0	0	1
R28YRS	ET071013	1	6	1	0	0
R28YRS	ET071013	2	17	0	0	1
R28YRS	ET071013	3	10	0	0	1
R28YRS	ET071014	1	21	1	0	0
R28YRS	ET071014	2	5	1	0	0
R28YRS	ET071014	3	6	1	0	1
R28YRS	ET071015	1	1	1	0	0
R28YRS	ET071015	2	5	1	0	0
R28YRS	ET071016	1	6	1	0	0
R28YRS	ET071016	2	1	1	0	0
R28YRS	ET071017	1	1	1	0	1
R28YRS	ET071017	2	7	0	0	1
R28YRS	ET071018	1	2	0	1	0
R28YRS	ET071018	2	5	1	1	0
R28YRS	ET071018	3	1	0	0	1
R28YRS	ET071019	1	5	1	0	0
R28YRS	ET071019	2	6	1	0	0
R28YRS	ET071019	3	10	0	0	0
R28YRS	ET071020	1	7	1	0	0
R28YRS	ET071020	2	6	1	0	0
R28YRS	ET071020	3	2	0	0	0
R28YRS	ET071021	1	1	1	0	0
R28YRS	ET071021	2	7	0	0	0
R28YRS	ET071022	1	6	1	1	0
R28YRS	ET071022	2	2	1	1	0
R28YRS	ET071022	3	7	1	1	0
R28YRS	ET071024	1	7	1	0	0
R28YRS	ET071024	2	2	0	0	0
R28YRS	ET071024	3	1	1	0	0
R28YRS	ET071025	1	6	0	0	0
R28YRS	ET071025	2	1	0	0	0
R28YRS	ET071025	3	7	1	1	0
R28YRS	ET071025	4	2	1	0	1
R28YRS	ET071026	1	1	0	0	0
R28YRS	ET071026	2	7	0	0	0
R28YRS	ET071027	1	7	1	0	0
R28YRS	ET071028	1	1	0	0	0
R28YRS	ET071028	2	5	1	0	1
R28YRS	ET071029	1	7	0	1	1
R28YRS	ET071030	1	1	0	0	1
R28YRS	ET071030	2	5	0	0	1
R28YRS	ET071031	1	3	0	0	1
R28YRS	ET071031	2	1	1	0	1
R28YRS	ET071032	1	1	0	0	0
R28YRS	ET071032	2	4	0	0	0
R28YRS	ET071032	3	6	0	0	0
R28YRS	ET071033	1	1	0	0	0
R28YRS	ET071033	2	2	0	0	0
R28YRS	ET071033	3	3	0	1	0
R28YRS	ET071033	4	17	0	0	0
R28YRS	ET071034	1	1	1	0	0
R28YRS	ET071034	2	23	1	0	1
R28YRS	ET071034	3	10	0	1	1
R28YRS	ET071035	1	18	0	0	0
R28YRS	ET071036	1	7	0	0	0
R28YRS	ET071037	1	1	1	0	0
R28YRS	ET071037	2	7	1	0	0
R28YRS	ET071038	1	6	1	1	1
R28YRS	ET071038	2	7	1	1	1
R28YRS	ET071038	3	3	1	1	1
R28YRS	ET071039	1	6	0	0	0
R28YRS	ET071039	2	5	0	0	0
R28YRS	ET071040	1	14	1	0	0
R28YRS	ET071040	2	6	0	0	0
R28YRS	ET071041	1	3	0	1	0
R28YRS	ET071042	1	1	1	1	1
R28YRS	ET071043	1	1	1	0	0
R28YRS	ET071043	2	4	1	0	0
R28YRS	ET071044	1	5	0	0	1
R28YRS	ET071045	1	1	1	0	0
R28YRS	ET071045	2	6	0	0	0
R28YRS	ET071045	3	8	1	0	0
R28YRS	ET071046	1	7	0	0	0
R28YRS	ET071046	2	10	0	0	1
R28YRS	ET071047	1	1	0	0	1
R28YRS	ET071047	2	7	1	0	1
R28YRS	ET071048	1	1	1	0	0
R28YRS	ET071048	2	2	0	0	0
R28YRS	ET071048	3	10	0	0	1
R28YRS	ET071048	4	5	1	0	0
R28YRS	ET071049	1	6	1	0	2
R28YRS	ET071050	1	7	1	1	0
R28YRS	ET071050	2	5	1	1	0
R28YRS	ET071050	3	10	0	1	1
R28YRS	ET071050	4	2	0	1	0
R28YRS	ET071050	5	21	1	0	0
R28YRS	ET081001	1	5	0	1	0
R28YRS	ET081001	2	1	0	0	0
R28YRS	ET081002	1	5	1	0	0
R28YRS	ET081002	2	1	0	0	1
R28YRS	ET081002	3	6	0	0	0
R28YRS	ET081003	1	1	0	1	0
R28YRS	ET081003	2	2	0	1	0
R28YRS	ET081003	3	3	1	1	0
R28YRS	ET081003	4	6	1	1	0
R28YRS	ET081003	5	7	1	1	0
R28YRS	ET081004	1	1	0	0	1
R28YRS	ET081004	2	5	0	0	0
R28YRS	ET081004	3	6	0	0	0
R28YRS	ET081005	1	1	0	0	1
R28YRS	ET081005	2	6	0	0	0
R28YRS	ET081005	3	5	0	0	0
R28YRS	ET081006	1	1	1	0	0
R28YRS	ET081006	2	6	1	0	0
R28YRS	ET081006	3	17	1	0	0
R28YRS	ET081007	1	1	0	0	0
R28YRS	ET081007	2	6	0	0	0
R28YRS	ET081007	3	7	0	0	0
R28YRS	ET081007	4	10	0	0	1
R28YRS	ET081007	5	23	0	0	1
R28YRS	ET081008	1	5	1	0	0
R28YRS	ET081008	2	1	0	0	0
R28YRS	ET081009	1	5	0	1	0
R28YRS	ET081009	2	6	0	0	0
R28YRS	ET081010	1	5	0	0	0
R28YRS	ET081010	2	1	0	0	0
R28YRS	ET081010	3	6	0	0	0
R28YRS	ET081011	1	5	1	0	0
R28YRS	ET081011	2	6	0	0	0
R28YRS	ET081012	1	5	1	0	0
R28YRS	ET081012	2	6	1	0	0
R28YRS	ET081012	3	1	0	0	0
R28YRS	ET081013	1	1	0	0	1
R28YRS	ET081013	2	6	0	0	0
R28YRS	ET081013	3	14	0	0	0
R28YRS	ET081014	1	1	1	0	1
R28YRS	ET081014	2	2	1	0	1
R28YRS	ET081015	1	1	1	0	1
R28YRS	ET081015	2	23	1	0	0
R28YRS	ET081016	1	1	0	0	1
R28YRS	ET081016	2	6	0	0	0
R28YRS	ET081017	1	1	1	0	2
R28YRS	ET081017	2	6	1	0	2
R28YRS	ET081017	3	17	1	0	2
R28YRS	ET081017	4	7	1	0	2
R28YRS	ET081018	1	5	0	0	0
R28YRS	ET081018	2	6	0	0	0
R28YRS	ET081018	3	1	0	0	0
R28YRS	ET081019	1	1	1	1	0
R28YRS	ET081019	2	2	1	1	0
R28YRS	ET081019	3	7	1	1	0
R28YRS	ET081020	1	1	1	1	1
R28YRS	ET081020	2	7	1	1	1
R28YRS	ET081020	3	2	1	1	1
R28YRS	ET081021	1	1	1	0	0
R28YRS	ET081021	2	14	1	0	0
R28YRS	ET081021	3	5	0	0	0
R28YRS	ET081022	1	1	0	0	0
R28YRS	ET081022	2	5	1	0	0
R28YRS	ET081022	3	2	0	0	0
R28YRS	ET081023	1	1	1	1	0
R28YRS	ET081023	2	6	1	1	0
R28YRS	ET081024	1	1	1	1	0
R28YRS	ET081024	2	5	1	1	0
R28YRS	ET081024	3	6	1	1	0
R28YRS	ET081024	4	17	0	1	1
R28YRS	ET081025	1	1	1	0	2
R28YRS	ET081025	2	5	1	0	2
R28YRS	ET081025	3	23	0	0	2
R28YRS	ET081026	1	1	1	1	2
R28YRS	ET081026	2	3	1	1	2
R28YRS	ET081026	3	6	1	1	2
R28YRS	ET081026	4	7	1	1	2
R28YRS	ET081026	5	17	1	1	2
R28YRS	ET081027	1	1	1	1	1
R28YRS	ET081027	2	6	1	1	2
R28YRS	ET081027	3	7	1	1	2
R28YRS	ET081028	1	19	1	0	1
R28YRS	ET081029	1	1	1	1	0
R28YRS	ET081029	2	6	1	0	0
R28YRS	ET081029	3	7	1	0	0
R28YRS	ET081029	4	10	0	1	1
R28YRS	ET081030	1	1	0	0	0
R28YRS	ET081030	2	2	0	0	0
R28YRS	ET081030	3	6	1	1	0
R28YRS	ET081030	4	3	1	1	0
R28YRS	ET081030	5	7	1	1	0
R28YRS	ET081031	1	1	0	0	0
R28YRS	ET081031	2	5	0	0	0
R28YRS	ET081031	3	6	0	0	0
R28YRS	ET081031	4	7	0	0	0
R28YRS	ET081031	5	10	0	0	2
R28YRS	ET081031	6	23	1	0	1
R28YRS	ET081032	1	5	0	0	0
R28YRS	ET081032	2	1	0	0	1
R28YRS	ET081032	3	6	0	0	0
R28YRS	ET081033	1	1	0	1	1
R28YRS	ET081033	2	7	1	1	0
R28YRS	ET081034	1	1	0	0	0
R28YRS	ET081034	2	5	0	0	0
R28YRS	ET081034	3	2	1	0	0
R28YRS	ET081035	1	1	0	0	0
R28YRS	ET081035	2	5	0	0	0
R28YRS	ET081036	1	1	0	0	1
R28YRS	ET081036	2	3	0	0	2
R28YRS	ET081036	3	7	1	0	2
R28YRS	ET081036	4	6	1	0	2
R28YRS	ET081036	5	23	1	0	2
R28YRS	ET081037	1	1	1	0	0
R28YRS	ET081037	2	5	1	0	0
R28YRS	ET081037	3	7	1	0	0
R28YRS	ET081037	4	10	1	0	0
R28YRS	ET081037	5	12	1	0	0
R28YRS	ET081038	1	1	0	1	0
R28YRS	ET081038	2	2	0	1	0
R28YRS	ET081038	3	10	0	1	1
R28YRS	ET081039	1	1	0	0	1
R28YRS	ET081039	2	8	1	1	1
R28YRS	ET081040	1	1	0	0	0
R28YRS	ET081040	2	7	0	0	0
R28YRS	ET081040	3	22	0	0	2
R28YRS	ET081041	1	1	0	0	1
R28YRS	ET081041	2	6	0	1	0
R28YRS	ET081041	3	10	0	0	1
R28YRS	ET081041	4	15	0	0	1
R28YRS	ET081042	1	1	1	1	0
R28YRS	ET081042	2	15	1	1	0
R28YRS	ET081042	3	2	1	1	0
R28YRS	ET081042	4	6	1	1	0
R28YRS	ET081043	1	1	0	0	1
R28YRS	ET081043	2	6	0	0	1
R28YRS	ET081043	3	7	0	0	1
R28YRS	ET081043	4	23	0	0	1
R28YRS	ET081044	1	1	0	0	0
R28YRS	ET081044	2	5	0	0	0
R28YRS	ET081045	1	1	1	1	0
R28YRS	ET081045	2	2	1	1	0
R28YRS	ET081045	3	6	1	1	0
R28YRS	ET081046	1	1	0	0	0
R28YRS	ET081046	2	5	0	0	0
R28YRS	ET081047	1	1	0	0	0
R28YRS	ET081047	2	5	0	0	0
R28YRS	ET081047	3	6	0	0	0
R28YRS	ET081048	1	19	1	0	0
R28YRS	ET081049	1	5	1	0	0
R28YRS	ET081049	2	6	1	0	0
R28YRS	ET081050	1	1	1	0	0
R28YRS	ET081050	2	6	1	0	0
R28YRS	ET081050	3	23	0	0	1
R28YRS	ET091001	1	7	0	1	0
R28YRS	ET091001	2	1	0	0	0
R28YRS	ET091001	3	2	0	1	0
R28YRS	ET091001	4	3	0	1	0
R28YRS	ET091001	5	10	0	0	0
R28YRS	ET091002	1	1	0	0	0
R28YRS	ET091002	2	5	0	0	0
R28YRS	ET091002	3	2	1	0	0
R28YRS	ET091003	1	1	0	0	0
R28YRS	ET091003	2	5	1	0	0
R28YRS	ET091003	3	6	1	0	0
R28YRS	ET091004	1	1	0	0	1
R28YRS	ET091004	2	6	1	0	0
R28YRS	ET091004	3	5	0	1	0
R28YRS	ET091005	1	1	0	0	0
R28YRS	ET091005	2	2	0	0	0
R28YRS	ET091005	3	5	0	0	0
R28YRS	ET091006	1	5	1	1	0
R28YRS	ET091006	2	6	0	0	0
R28YRS	ET091006	3	1	0	0	1
R28YRS	ET091007	1	2	1	1	0
R28YRS	ET091007	2	7	1	1	0
R28YRS	ET091007	3	1	1	1	0
R28YRS	ET091008	1	5	0	0	0
R28YRS	ET091008	2	6	0	0	0
R28YRS	ET091008	3	7	0	0	0
R28YRS	ET091010	1	1	0	1	0
R28YRS	ET091010	2	2	1	1	0
R28YRS	ET091010	3	5	1	1	0
R28YRS	ET091010	4	6	1	1	1
R28YRS	ET091010	5	7	1	1	0
R28YRS	ET091011	1	1	0	0	0
R28YRS	ET091011	2	5	0	0	0
R28YRS	ET091012	1	5	0	0	1
R28YRS	ET091012	2	2	0	0	1
R28YRS	ET091012	3	1	0	0	1
R28YRS	ET091013	1	6	1	0	0
R28YRS	ET091013	2	2	1	0	0
