FORMNO	CHILDID	ACTID	ACTYEST	ACTSUPER	ACTCARE	CHOICE
R28YRS	ET091013	3	1	1	0	0
R28YRS	ET091013	4	22	0	0	0
R28YRS	ET091014	1	8	0	0	2
R28YRS	ET091014	2	6	0	0	2
R28YRS	ET091014	3	7	0	0	2
R28YRS	ET091014	4	10	0	0	1
R28YRS	ET091015	1	1	0	1	1
R28YRS	ET091015	2	2	0	1	1
R28YRS	ET091015	3	7	1	1	0
R28YRS	ET091015	4	8	1	1	1
R28YRS	ET091016	1	5	0	1	0
R28YRS	ET091016	2	6	1	0	0
R28YRS	ET091016	3	3	1	0	1
R28YRS	ET091016	4	7	0	0	1
R28YRS	ET091016	5	20	1	0	0
R28YRS	ET091016	6	1	0	1	0
R28YRS	ET091016	7	2	0	1	0
R28YRS	ET091017	1	6	1	0	0
R28YRS	ET091017	2	5	0	0	0
R28YRS	ET091017	3	1	0	0	1
R28YRS	ET091017	4	2	1	0	1
R28YRS	ET091017	5	17	1	0	0
R28YRS	ET091018	1	7	0	1	1
R28YRS	ET091018	2	6	1	1	1
R28YRS	ET091019	1	5	1	1	0
R28YRS	ET091019	2	6	1	1	0
R28YRS	ET091019	3	1	1	0	0
R28YRS	ET091020	1	5	1	0	0
R28YRS	ET091020	2	6	1	0	0
R28YRS	ET091020	3	1	0	0	1
R28YRS	ET091020	4	10	0	0	1
R28YRS	ET091021	1	8	1	1	0
R28YRS	ET091022	1	1	0	0	0
R28YRS	ET091022	2	2	1	0	0
R28YRS	ET091022	3	5	1	0	0
R28YRS	ET091022	4	7	1	0	0
R28YRS	ET091022	5	17	0	0	0
R28YRS	ET091023	1	1	0	0	0
R28YRS	ET091023	2	5	0	0	0
R28YRS	ET091024	1	7	0	0	0
R28YRS	ET091024	2	6	0	0	0
R28YRS	ET091024	3	1	0	0	1
R28YRS	ET091025	1	1	0	0	1
R28YRS	ET091025	2	3	1	0	1
R28YRS	ET091025	3	7	1	0	1
R28YRS	ET091026	1	1	0	1	0
R28YRS	ET091026	2	7	0	1	0
R28YRS	ET091026	3	8	0	1	0
R28YRS	ET091026	4	2	1	1	0
R28YRS	ET091027	1	6	1	1	0
R28YRS	ET091027	2	1	1	1	0
R28YRS	ET091027	3	2	1	1	0
R28YRS	ET091028	1	5	1	1	0
R28YRS	ET091028	2	6	0	0	0
R28YRS	ET091028	3	1	0	0	1
R28YRS	ET091029	1	5	0	0	0
R28YRS	ET091029	2	1	0	0	0
R28YRS	ET091030	1	1	0	0	1
R28YRS	ET091030	2	6	0	0	0
R28YRS	ET091030	3	5	0	0	0
R28YRS	ET091030	4	2	0	0	1
R28YRS	ET091031	1	1	0	0	0
R28YRS	ET091031	2	2	0	0	2
R28YRS	ET091031	3	5	0	0	0
R28YRS	ET091031	4	6	1	0	0
R28YRS	ET091031	5	7	1	0	0
R28YRS	ET091031	6	8	1	0	0
R28YRS	ET091032	1	7	1	0	0
R28YRS	ET091032	2	1	1	0	0
R28YRS	ET091032	3	3	1	0	0
R28YRS	ET091032	4	2	1	0	0
R28YRS	ET091033	1	1	1	0	0
R28YRS	ET091033	2	8	1	0	0
R28YRS	ET091033	3	6	1	0	0
R28YRS	ET091034	1	6	0	0	0
R28YRS	ET091034	2	5	0	0	0
R28YRS	ET091034	3	1	0	0	0
R28YRS	ET091035	1	8	1	0	0
R28YRS	ET091036	1	1	0	0	0
R28YRS	ET091036	2	2	1	0	0
R28YRS	ET091036	3	5	1	0	0
R28YRS	ET091036	4	6	1	0	0
R28YRS	ET091036	5	7	1	0	0
R28YRS	ET091036	6	8	1	0	0
R28YRS	ET091037	1	7	1	1	1
R28YRS	ET091037	2	1	1	0	1
R28YRS	ET091037	3	2	1	0	1
R28YRS	ET091038	1	1	1	0	0
R28YRS	ET091038	2	2	1	0	0
R28YRS	ET091038	3	6	1	0	0
R28YRS	ET091039	1	1	0	0	0
R28YRS	ET091039	2	6	0	0	0
R28YRS	ET091039	3	7	0	1	0
R28YRS	ET091040	1	6	1	0	0
R28YRS	ET091040	2	2	1	0	0
R28YRS	ET091040	3	1	1	0	0
R28YRS	ET091040	4	22	0	0	0
R28YRS	ET091041	1	2	0	0	0
R28YRS	ET091041	2	5	0	0	0
R28YRS	ET091041	3	6	0	0	0
R28YRS	ET091041	4	7	0	0	0
R28YRS	ET091041	5	1	0	0	0
R28YRS	ET091042	1	1	0	0	0
R28YRS	ET091042	2	6	1	0	1
R28YRS	ET091042	3	5	0	1	1
R28YRS	ET091043	1	1	1	1	0
R28YRS	ET091043	2	2	1	1	0
R28YRS	ET091043	3	3	1	1	0
R28YRS	ET091043	4	6	1	1	0
R28YRS	ET091043	5	7	1	1	1
R28YRS	ET091044	1	1	0	0	1
R28YRS	ET091044	2	7	0	0	1
R28YRS	ET091044	3	5	0	0	1
R28YRS	ET091045	1	1	1	0	0
R28YRS	ET091045	2	5	1	0	0
R28YRS	ET091046	1	1	1	1	0
R28YRS	ET091046	2	2	1	1	0
R28YRS	ET091046	3	6	1	1	0
R28YRS	ET091047	1	7	0	0	0
R28YRS	ET091047	2	1	0	0	0
R28YRS	ET091048	1	6	0	0	1
R28YRS	ET091048	2	5	0	0	0
R28YRS	ET091049	1	5	0	0	1
R28YRS	ET091049	2	6	0	0	1
R28YRS	ET091049	3	1	0	0	0
R28YRS	ET091050	1	1	0	0	0
R28YRS	ET091050	2	5	1	0	0
R28YRS	ET091050	3	2	0	0	0
R28YRS	ET101001	1	1	1	1	1
R28YRS	ET101001	2	5	1	1	1
R28YRS	ET101001	3	7	1	0	1
R28YRS	ET101001	4	10	0	1	1
R28YRS	ET101002	1	5	0	0	0
R28YRS	ET101002	2	17	0	1	1
R28YRS	ET101002	3	12	0	1	1
R28YRS	ET101003	1	1	1	0	0
R28YRS	ET101003	2	2	0	0	0
R28YRS	ET101003	3	7	1	0	0
R28YRS	ET101003	4	5	1	0	0
R28YRS	ET101003	5	10	0	0	1
R28YRS	ET101004	1	1	1	0	0
R28YRS	ET101004	2	5	1	0	0
R28YRS	ET101004	3	7	1	0	0
R28YRS	ET101005	1	1	0	0	1
R28YRS	ET101005	2	5	1	0	1
R28YRS	ET101005	3	2	1	0	1
R28YRS	ET101006	1	5	1	0	1
R28YRS	ET101006	2	3	1	1	1
R28YRS	ET101006	3	17	0	1	1
R28YRS	ET101007	1	6	0	0	0
R28YRS	ET101007	2	7	0	1	0
R28YRS	ET101007	4	17	0	0	0
R28YRS	ET101007	5	1	1	0	0
R28YRS	ET101008	1	1	0	0	0
R28YRS	ET101008	2	2	0	0	1
R28YRS	ET101008	3	5	1	0	0
R28YRS	ET101009	1	1	1	0	0
R28YRS	ET101009	2	2	1	0	1
R28YRS	ET101009	3	5	1	0	1
R28YRS	ET101010	1	5	0	0	0
R28YRS	ET101010	2	7	0	0	0
R28YRS	ET101010	3	12	0	0	1
R28YRS	ET101010	4	10	0	0	1
R28YRS	ET101010	5	1	0	0	0
R28YRS	ET101011	1	1	1	0	0
R28YRS	ET101011	2	2	1	0	0
R28YRS	ET101011	3	5	1	0	0
R28YRS	ET101011	4	7	1	0	0
R28YRS	ET101012	1	1	1	0	0
R28YRS	ET101012	2	5	1	0	0
R28YRS	ET101012	3	7	0	1	0
R28YRS	ET101012	4	10	0	0	1
R28YRS	ET101013	1	1	1	0	0
R28YRS	ET101013	2	3	1	0	0
R28YRS	ET101013	3	4	1	0	0
R28YRS	ET101013	4	5	1	0	0
R28YRS	ET101013	5	7	1	0	0
R28YRS	ET101014	1	1	1	0	0
R28YRS	ET101014	2	5	0	0	2
R28YRS	ET101015	1	1	1	0	0
R28YRS	ET101015	2	5	1	0	0
R28YRS	ET101015	3	7	1	0	0
R28YRS	ET101016	1	1	0	0	0
R28YRS	ET101016	2	5	1	0	0
R28YRS	ET101016	3	9	1	0	0
R28YRS	ET101016	4	12	1	0	0
R28YRS	ET101017	1	1	0	0	0
R28YRS	ET101017	2	2	0	0	1
R28YRS	ET101017	3	6	0	0	0
R28YRS	ET101017	4	10	0	0	1
R28YRS	ET101018	1	5	0	0	1
R28YRS	ET101018	2	1	0	0	0
R28YRS	ET101018	3	2	0	0	0
R28YRS	ET101019	1	1	1	0	0
R28YRS	ET101019	2	2	1	1	1
R28YRS	ET101019	3	5	1	0	1
R28YRS	ET101020	1	1	1	0	0
R28YRS	ET101020	2	5	1	0	0
R28YRS	ET101020	3	7	1	0	0
R28YRS	ET101021	1	1	1	0	0
R28YRS	ET101021	2	7	1	0	1
R28YRS	ET101022	1	5	1	0	0
R28YRS	ET101022	2	17	0	1	1
R28YRS	ET101022	3	3	1	1	0
R28YRS	ET101023	1	1	1	0	0
R28YRS	ET101023	2	2	0	0	1
R28YRS	ET101023	3	5	0	0	1
R28YRS	ET101024	1	1	1	0	0
R28YRS	ET101024	2	5	1	0	0
R28YRS	ET101024	3	17	0	1	0
R28YRS	ET101024	4	3	1	0	0
R28YRS	ET101024	5	2	0	0	1
R28YRS	ET101025	1	1	1	0	0
R28YRS	ET101025	2	5	0	0	1
R28YRS	ET101025	3	2	0	0	1
R28YRS	ET101027	1	5	1	0	0
R28YRS	ET101027	2	12	1	0	1
R28YRS	ET101027	3	1	1	0	0
R28YRS	ET101027	4	3	0	1	1
R28YRS	ET101028	1	1	0	0	0
R28YRS	ET101028	2	5	0	0	0
R28YRS	ET101028	3	12	0	0	0
R28YRS	ET101029	1	1	0	0	1
R28YRS	ET101029	2	17	0	0	1
R28YRS	ET101029	3	6	1	0	1
R28YRS	ET101030	1	1	0	0	0
R28YRS	ET101030	2	5	1	1	1
R28YRS	ET101030	3	17	0	0	1
R28YRS	ET101030	4	16	0	0	0
R28YRS	ET101031	1	1	1	0	0
R28YRS	ET101031	2	3	0	0	0
R28YRS	ET101031	3	6	0	0	0
R28YRS	ET101032	1	1	1	0	0
R28YRS	ET101032	2	5	1	1	0
R28YRS	ET101032	3	6	0	1	0
R28YRS	ET101032	4	3	1	1	0
R28YRS	ET101033	1	1	1	0	0
R28YRS	ET101033	2	2	1	1	0
R28YRS	ET101033	3	9	0	0	1
R28YRS	ET101033	4	12	0	1	1
R28YRS	ET101033	5	17	0	1	1
R28YRS	ET101034	1	1	0	0	0
R28YRS	ET101034	2	5	1	0	0
R28YRS	ET101034	3	7	1	1	1
R28YRS	ET101035	1	1	1	0	0
R28YRS	ET101035	2	3	1	1	0
R28YRS	ET101035	3	7	1	1	0
R28YRS	ET101035	4	2	1	0	0
R28YRS	ET101035	5	17	0	0	1
R28YRS	ET101036	1	1	1	0	0
R28YRS	ET101036	2	5	0	0	0
R28YRS	ET101036	3	12	0	0	1
R28YRS	ET101036	4	2	0	0	1
R28YRS	ET101037	1	1	1	0	1
R28YRS	ET101037	2	3	0	1	1
R28YRS	ET101037	3	4	1	0	1
R28YRS	ET101037	4	10	0	0	1
R28YRS	ET101037	5	17	0	1	1
R28YRS	ET101038	1	1	0	0	0
R28YRS	ET101038	2	2	0	0	0
R28YRS	ET101038	3	5	0	0	0
R28YRS	ET101039	1	7	0	0	1
R28YRS	ET101039	2	2	0	0	1
R28YRS	ET101039	3	1	0	0	1
R28YRS	ET101039	4	5	0	0	1
R28YRS	ET101039	5	12	0	0	1
R28YRS	ET101039	6	17	0	0	1
R28YRS	ET101040	1	5	1	0	1
R28YRS	ET101040	2	1	1	0	0
R28YRS	ET101041	1	1	1	0	0
R28YRS	ET101041	2	2	1	0	0
R28YRS	ET101041	3	5	1	0	1
R28YRS	ET101041	4	10	0	0	1
R28YRS	ET101041	5	12	0	0	1
R28YRS	ET101042	1	1	0	0	0
R28YRS	ET101042	2	5	1	0	0
R28YRS	ET101042	3	2	0	0	1
R28YRS	ET101043	1	5	0	1	1
R28YRS	ET101043	2	2	0	1	1
R28YRS	ET101043	3	1	0	0	0
R28YRS	ET101044	1	1	0	0	0
R28YRS	ET101044	2	6	0	0	2
R28YRS	ET101044	3	5	0	1	2
R28YRS	ET101044	4	12	0	0	2
R28YRS	ET101044	5	3	1	0	0
R28YRS	ET101045	1	1	1	0	1
R28YRS	ET101045	2	7	1	0	1
R28YRS	ET101045	3	5	0	0	1
R28YRS	ET101045	4	10	1	0	1
R28YRS	ET101045	5	2	1	0	1
R28YRS	ET101046	1	7	1	0	0
R28YRS	ET101046	2	1	1	0	0
R28YRS	ET101046	3	2	0	0	1
R28YRS	ET101047	1	1	0	0	0
R28YRS	ET101047	2	5	1	0	0
R28YRS	ET101047	3	6	1	0	0
R28YRS	ET101047	4	7	1	0	0
R28YRS	ET101048	1	3	1	1	0
R28YRS	ET101048	2	1	1	0	0
R28YRS	ET101048	3	2	1	0	0
R28YRS	ET101048	4	17	0	1	1
R28YRS	ET101048	5	12	0	1	1
R28YRS	ET101049	1	1	1	0	0
R28YRS	ET101049	2	5	1	0	1
R28YRS	ET101049	3	9	1	0	0
R28YRS	ET101050	1	1	1	0	0
R28YRS	ET101050	2	5	0	0	1
R28YRS	ET111001	1	5	1	0	0
R28YRS	ET111001	2	6	1	0	0
R28YRS	ET111001	3	1	1	0	0
R28YRS	ET111002	1	1	1	0	0
R28YRS	ET111002	2	2	1	0	0
R28YRS	ET111002	3	5	1	0	0
R28YRS	ET111003	1	1	1	0	0
R28YRS	ET111003	2	7	1	1	0
R28YRS	ET111003	3	2	1	0	0
R28YRS	ET111003	4	17	0	0	1
R28YRS	ET111004	1	1	1	0	0
R28YRS	ET111004	2	5	1	0	0
R28YRS	ET111004	3	2	1	0	0
R28YRS	ET111004	4	9	1	0	0
R28YRS	ET111005	1	1	1	0	2
R28YRS	ET111005	2	7	1	0	0
R28YRS	ET111006	1	5	1	0	0
R28YRS	ET111006	2	1	1	0	0
R28YRS	ET111006	3	2	0	0	0
R28YRS	ET111007	1	1	1	0	0
R28YRS	ET111007	2	5	1	0	0
R28YRS	ET111007	3	2	1	0	0
R28YRS	ET111007	4	7	1	0	0
R28YRS	ET111008	1	1	1	0	0
R28YRS	ET111008	2	5	1	0	0
R28YRS	ET111008	3	2	1	0	0
R28YRS	ET111008	4	7	1	0	0
R28YRS	ET111009	1	5	1	1	0
R28YRS	ET111009	2	7	1	1	0
R28YRS	ET111009	3	17	1	1	0
R28YRS	ET111010	1	1	1	0	0
R28YRS	ET111010	2	5	1	1	0
R28YRS	ET111010	3	2	1	0	0
R28YRS	ET111010	4	10	0	1	1
R28YRS	ET111010	5	7	1	0	0
R28YRS	ET111011	1	1	1	0	0
R28YRS	ET111011	2	5	1	0	1
R28YRS	ET111011	3	10	0	0	1
R28YRS	ET111011	4	7	1	0	0
R28YRS	ET111012	1	1	1	0	0
R28YRS	ET111012	2	5	1	0	0
R28YRS	ET111012	3	2	1	0	0
R28YRS	ET111012	4	7	1	0	0
R28YRS	ET111013	1	7	1	0	1
R28YRS	ET111013	2	5	1	0	1
R28YRS	ET111013	3	18	1	0	1
R28YRS	ET111015	1	1	1	0	0
R28YRS	ET111015	2	5	1	1	0
R28YRS	ET111015	3	10	1	1	1
R28YRS	ET111016	1	1	1	0	0
R28YRS	ET111016	2	5	1	1	0
R28YRS	ET111016	3	10	0	0	1
R28YRS	ET111017	1	1	1	0	0
R28YRS	ET111017	2	2	1	0	0
R28YRS	ET111017	3	5	1	0	0
R28YRS	ET111017	4	9	1	0	0
R28YRS	ET111017	5	3	1	0	0
R28YRS	ET111018	1	6	1	0	0
R28YRS	ET111018	2	7	1	0	0
R28YRS	ET111018	3	9	1	0	1
R28YRS	ET111019	1	1	1	0	0
R28YRS	ET111019	2	5	1	0	0
R28YRS	ET111019	3	6	1	0	0
R28YRS	ET111019	4	7	0	0	0
R28YRS	ET111020	1	1	1	0	0
R28YRS	ET111020	2	5	1	0	0
R28YRS	ET111020	3	2	1	0	0
R28YRS	ET111020	4	9	1	0	0
R28YRS	ET111021	1	5	1	1	0
R28YRS	ET111021	2	1	1	0	0
R28YRS	ET111021	3	2	1	1	0
R28YRS	ET111022	1	1	1	0	1
R28YRS	ET111022	2	2	1	1	1
R28YRS	ET111022	3	5	1	1	1
R28YRS	ET111023	1	1	1	0	1
R28YRS	ET111023	2	5	1	0	1
R28YRS	ET111023	3	8	1	0	1
R28YRS	ET111024	1	1	1	0	0
R28YRS	ET111024	2	7	1	0	0
R28YRS	ET111024	3	10	0	0	1
R28YRS	ET111025	1	1	1	0	0
R28YRS	ET111025	2	2	1	0	0
R28YRS	ET111025	3	5	1	0	0
R28YRS	ET111025	4	7	1	0	0
R28YRS	ET111027	1	1	1	0	0
R28YRS	ET111027	2	5	1	0	0
R28YRS	ET111027	3	3	1	0	0
R28YRS	ET111027	4	2	1	0	0
R28YRS	ET111028	1	1	1	0	0
R28YRS	ET111028	2	10	0	0	1
R28YRS	ET111029	1	1	1	0	1
R28YRS	ET111029	2	7	1	1	1
R28YRS	ET111030	1	1	1	0	0
R28YRS	ET111030	2	2	1	0	0
R28YRS	ET111030	3	5	1	0	0
R28YRS	ET111030	4	3	1	0	0
R28YRS	ET111031	1	1	1	0	2
R28YRS	ET111031	2	8	1	1	0
R28YRS	ET111031	3	5	1	0	1
R28YRS	ET111031	4	7	1	1	0
R28YRS	ET111032	1	1	1	0	0
R28YRS	ET111032	2	5	1	0	0
R28YRS	ET111033	1	1	1	0	0
R28YRS	ET111033	2	2	1	0	0
R28YRS	ET111033	3	5	1	0	0
R28YRS	ET111034	1	1	1	0	0
R28YRS	ET111034	2	5	1	0	0
R28YRS	ET111034	3	2	1	0	0
R28YRS	ET111034	4	7	1	0	0
R28YRS	ET111035	1	1	1	0	0
R28YRS	ET111035	2	10	0	0	1
R28YRS	ET111035	3	5	1	0	0
R28YRS	ET111036	1	1	1	0	0
R28YRS	ET111036	2	3	1	1	1
R28YRS	ET111036	3	6	0	0	1
R28YRS	ET111036	4	7	0	0	1
R28YRS	ET111037	1	1	1	0	0
R28YRS	ET111037	2	5	1	0	2
R28YRS	ET111037	3	2	1	0	0
R28YRS	ET111037	4	6	1	0	2
R28YRS	ET111038	1	1	1	0	0
R28YRS	ET111038	2	5	1	0	0
R28YRS	ET111038	3	7	1	0	0
R28YRS	ET111038	4	17	1	1	1
R28YRS	ET111039	1	5	1	0	0
R28YRS	ET111039	2	6	1	1	0
R28YRS	ET111039	3	10	1	1	1
R28YRS	ET111040	1	1	1	0	0
R28YRS	ET111040	2	2	1	0	0
R28YRS	ET111040	3	5	1	0	0
R28YRS	ET111040	4	8	1	0	0
R28YRS	ET111041	1	3	1	0	0
R28YRS	ET111041	2	5	1	0	0
R28YRS	ET111042	1	1	1	0	0
R28YRS	ET111042	2	5	1	0	0
R28YRS	ET111042	3	10	0	0	1
R28YRS	ET111043	1	7	0	0	0
R28YRS	ET111043	2	17	0	1	1
R28YRS	ET111043	3	1	1	0	0
R28YRS	ET111044	1	1	1	0	0
R28YRS	ET111044	2	5	1	1	0
R28YRS	ET111044	3	10	1	1	1
R28YRS	ET111045	1	5	0	0	0
R28YRS	ET111045	2	1	1	0	0
R28YRS	ET111045	3	17	0	0	1
R28YRS	ET111046	1	1	1	0	0
R28YRS	ET111046	2	5	1	0	0
R28YRS	ET111047	1	1	1	0	0
R28YRS	ET111047	2	5	1	1	0
R28YRS	ET111047	3	7	0	0	0
R28YRS	ET111047	4	17	0	1	1
R28YRS	ET111048	1	1	1	0	0
R28YRS	ET111048	2	5	1	0	0
R28YRS	ET111048	3	10	1	0	1
R28YRS	ET121001	1	1	0	0	1
R28YRS	ET121001	2	8	0	0	1
R28YRS	ET121001	3	17	0	0	1
R28YRS	ET121002	1	1	1	0	0
R28YRS	ET121002	2	7	1	0	0
R28YRS	ET121002	3	22	1	0	0
R28YRS	ET121003	1	6	1	1	0
R28YRS	ET121003	2	5	1	1	0
R28YRS	ET121003	3	17	1	1	0
R28YRS	ET121004	1	1	0	0	0
R28YRS	ET121004	2	8	1	0	0
R28YRS	ET121004	3	2	0	0	0
R28YRS	ET121005	1	5	1	1	0
R28YRS	ET121005	2	1	1	0	0
R28YRS	ET121005	3	5	1	1	0
R28YRS	ET121005	4	7	1	1	0
R28YRS	ET121007	1	1	1	0	0
R28YRS	ET121007	2	10	1	0	0
R28YRS	ET121007	3	7	1	0	0
R28YRS	ET121007	4	2	1	0	0
R28YRS	ET121008	1	5	0	0	1
R28YRS	ET121008	2	6	0	0	1
R28YRS	ET121009	1	1	0	0	0
R28YRS	ET121009	2	7	1	0	2
R28YRS	ET121009	3	14	1	0	1
R28YRS	ET121010	1	1	1	0	0
R28YRS	ET121010	2	2	1	0	0
R28YRS	ET121010	3	7	1	0	0
R28YRS	ET121010	4	6	1	0	0
R28YRS	ET121010	5	5	1	0	0
R28YRS	ET121011	1	5	1	0	0
R28YRS	ET121011	2	21	1	0	0
R28YRS	ET121012	1	1	1	0	0
R28YRS	ET121012	2	7	0	1	2
R28YRS	ET121012	3	5	1	0	0
R28YRS	ET121013	1	1	1	0	0
R28YRS	ET121013	2	8	1	0	0
R28YRS	ET121014	1	1	0	0	1
R28YRS	ET121014	2	7	0	0	1
R28YRS	ET121014	3	5	0	0	1
R28YRS	ET121015	1	1	1	0	0
R28YRS	ET121015	2	5	1	1	0
R28YRS	ET121015	3	7	1	1	0
R28YRS	ET121017	1	1	1	0	1
R28YRS	ET121017	2	3	1	0	1
R28YRS	ET121017	3	6	1	0	1
R28YRS	ET121017	4	5	1	0	1
R28YRS	ET121018	1	1	1	0	1
R28YRS	ET121018	2	6	1	0	1
R28YRS	ET121018	3	7	1	0	1
R28YRS	ET121020	1	5	1	0	1
R28YRS	ET121020	2	4	1	0	2
R28YRS	ET121020	3	7	1	0	0
R28YRS	ET121020	4	6	1	0	0
R28YRS	ET121021	1	7	0	0	1
R28YRS	ET121021	2	5	0	0	1
R28YRS	ET121022	1	1	1	0	0
R28YRS	ET121022	2	5	1	0	0
R28YRS	ET121022	3	6	1	0	0
R28YRS	ET121022	4	7	1	0	0
R28YRS	ET121023	1	5	0	0	0
R28YRS	ET121023	2	1	1	0	0
R28YRS	ET121023	3	5	1	0	0
R28YRS	ET121023	4	7	1	0	0
R28YRS	ET121023	5	2	1	0	0
R28YRS	ET121024	1	1	1	0	1
R28YRS	ET121024	2	7	1	0	1
R28YRS	ET121024	3	6	1	0	1
R28YRS	ET121024	4	5	1	0	1
R28YRS	ET121025	1	1	1	0	0
R28YRS	ET121025	2	3	1	1	0
R28YRS	ET121025	3	5	1	1	0
R28YRS	ET121025	4	6	1	0	0
R28YRS	ET121026	1	7	1	0	0
R28YRS	ET121026	2	1	1	0	0
R28YRS	ET121027	1	1	1	0	0
R28YRS	ET121027	2	7	1	0	0
R28YRS	ET121027	3	6	1	0	0
R28YRS	ET121028	1	1	1	0	0
R28YRS	ET121028	2	7	1	0	0
R28YRS	ET121028	3	2	1	1	0
R28YRS	ET121029	1	1	1	0	1
R28YRS	ET121029	2	7	1	0	1
R28YRS	ET121030	1	1	0	0	1
R28YRS	ET121030	2	8	1	0	1
R28YRS	ET121030	3	2	0	0	1
R28YRS	ET121031	1	1	1	0	1
R28YRS	ET121031	2	10	1	0	1
R28YRS	ET121031	3	5	1	1	0
R28YRS	ET121031	4	2	1	1	0
R28YRS	ET121032	1	5	1	0	0
R28YRS	ET121032	2	6	1	0	0
R28YRS	ET121032	3	17	1	0	0
R28YRS	ET121033	1	5	1	0	0
R28YRS	ET121033	2	6	1	0	0
R28YRS	ET121033	3	3	1	0	0
R28YRS	ET121033	4	7	1	0	0
R28YRS	ET121034	1	5	1	77	1
R28YRS	ET121034	2	6	1	77	1
R28YRS	ET121034	3	17	1	77	1
R28YRS	ET121036	1	1	1	0	1
R28YRS	ET121036	2	3	1	0	1
R28YRS	ET121036	3	5	1	0	1
R28YRS	ET121036	4	6	1	0	1
R28YRS	ET121036	5	7	1	0	1
R28YRS	ET121037	1	1	1	0	0
R28YRS	ET121037	2	5	1	0	0
R28YRS	ET121037	3	6	1	0	0
R28YRS	ET121037	4	7	1	0	0
R28YRS	ET121038	1	1	1	0	0
R28YRS	ET121038	2	17	1	1	1
R28YRS	ET121038	3	8	1	0	0
R28YRS	ET121038	4	2	1	1	1
R28YRS	ET121039	1	1	0	0	0
R28YRS	ET121039	2	7	0	1	0
R28YRS	ET121039	3	6	0	0	0
R28YRS	ET121039	4	5	0	1	0
R28YRS	ET121040	1	1	1	0	0
R28YRS	ET121040	2	5	1	0	0
R28YRS	ET121040	3	6	1	0	0
R28YRS	ET121040	4	7	1	0	0
R28YRS	ET121041	1	7	0	0	1
R28YRS	ET121041	2	5	0	0	1
R28YRS	ET121043	1	7	0	1	0
R28YRS	ET121044	1	23	0	0	1
R28YRS	ET121044	2	5	0	0	1
R28YRS	ET121046	1	1	1	0	0
R28YRS	ET121046	2	3	1	1	0
R28YRS	ET121046	3	5	1	1	0
R28YRS	ET121046	4	6	1	0	0
R28YRS	ET121047	1	1	0	0	2
R28YRS	ET121047	2	7	1	1	1
R28YRS	ET121048	1	1	1	0	0
R28YRS	ET121048	2	7	1	0	0
R28YRS	ET121049	1	1	1	0	0
R28YRS	ET121049	2	5	1	0	0
R28YRS	ET121049	3	6	1	0	0
R28YRS	ET121050	1	1	1	0	0
R28YRS	ET121050	2	3	1	1	0
R28YRS	ET121050	3	6	1	0	0
R28YRS	ET121050	4	7	1	0	0
R28YRS	ET121053	1	23	0	0	0
R28YRS	ET121053	2	5	0	0	2
R28YRS	ET121054	1	8	1	1	1
R28YRS	ET121055	1	1	1	0	1
R28YRS	ET121055	2	6	1	0	0
R28YRS	ET121056	1	1	0	0	0
R28YRS	ET121056	2	2	0	0	0
R28YRS	ET121056	3	7	0	0	0
R28YRS	ET121057	1	1	1	0	0
R28YRS	ET121057	2	5	1	0	0
R28YRS	ET121057	3	6	1	0	0
R28YRS	ET131001	1	1	0	0	1
R28YRS	ET131001	2	7	0	0	0
R28YRS	ET131002	1	7	0	1	1
R28YRS	ET131002	2	14	1	0	0
R28YRS	ET131003	1	23	0	1	0
R28YRS	ET131003	2	10	0	0	1
R28YRS	ET131004	1	5	1	0	1
R28YRS	ET131004	2	6	1	0	1
R28YRS	ET131004	3	17	0	0	1
R28YRS	ET131004	4	1	0	0	1
R28YRS	ET131004	5	2	1	1	1
R28YRS	ET131005	1	1	1	0	0
R28YRS	ET131005	2	5	1	0	0
R28YRS	ET131005	3	6	1	0	0
R28YRS	ET131005	4	22	0	0	1
R28YRS	ET131005	5	2	0	0	1
R28YRS	ET131006	1	1	0	0	0
R28YRS	ET131006	2	14	0	0	1
R28YRS	ET131006	3	17	0	0	1
R28YRS	ET131007	1	1	0	1	1
R28YRS	ET131007	2	6	0	1	0
R28YRS	ET131007	3	17	0	1	1
R28YRS	ET131008	1	1	0	0	1
R28YRS	ET131008	2	5	1	0	1
R28YRS	ET131008	3	2	0	0	1
R28YRS	ET131009	1	1	0	0	2
R28YRS	ET131009	2	5	0	0	1
R28YRS	ET131010	1	5	0	0	1
R28YRS	ET131010	2	6	0	0	1
R28YRS	ET131010	3	23	0	0	1
R28YRS	ET131010	4	17	0	0	1
R28YRS	ET131010	5	21	0	0	1
R28YRS	ET131011	1	17	0	1	0
R28YRS	ET131011	2	23	0	0	1
R28YRS	ET131011	3	1	0	1	0
R28YRS	ET131011	4	20	0	0	1
R28YRS	ET131012	1	1	0	0	2
R28YRS	ET131012	2	5	0	0	2
R28YRS	ET131012	3	17	0	0	2
R28YRS	ET131013	1	5	0	0	0
R28YRS	ET131013	2	1	0	0	1
R28YRS	ET131013	3	6	1	1	1
R28YRS	ET131014	1	1	0	0	1
R28YRS	ET131014	2	17	0	0	0
R28YRS	ET131015	1	7	1	0	1
R28YRS	ET131015	2	5	1	0	1
R28YRS	ET131015	3	23	1	0	1
R28YRS	ET131015	4	11	0	0	1
R28YRS	ET131016	1	6	1	0	1
R28YRS	ET131016	2	18	0	0	1
R28YRS	ET131016	3	5	1	0	1
