CHILDCODE	GRPIDR4	HHMEMR4	GROUPR4	LEADMR4	BENFTR41	BENFTR42	BENFTR43
40001	1	1	35	0	4	12	88
40001	2	88	 	 	 	 	 
40001	3	88	 	 	 	 	 
40002	1	2	26	0	5	12	88
40002	2	88	 	 	 	 	 
40002	3	88	 	 	 	 	 
40003	1	 	 	 	 	 	 
40003	2	 	 	 	 	 	 
40003	3	 	 	 	 	 	 
40004	1	3	26	0	5	12	88
40004	2	88	 	 	 	 	 
40004	3	88	 	 	 	 	 
40005	1	1	26	0	5	88	88
40005	2	88	 	 	 	 	 
40005	3	88	 	 	 	 	 
40006	1	2	35	0	4	1	88
40006	2	2	26	0	5	12	88
40006	3	88	 	 	 	 	 
40008	1	8	26	1	5	12	88
40008	2	9	33	0	12	88	88
40008	3	88	 	 	 	 	 
40009	1	1	26	0	6	5	4
40009	2	88	 	 	 	 	 
40009	3	88	 	 	 	 	 
40010	1	1	26	0	5	12	88
40010	2	88	 	 	 	 	 
40010	3	88	 	 	 	 	 
40011	1	1	36	0	3	88	88
40011	2	88	 	 	 	 	 
40011	3	88	 	 	 	 	 
40012	1	2	26	0	5	6	4
40012	2	88	 	 	 	 	 
40012	3	88	 	 	 	 	 
40013	1	1	26	0	5	88	88
40013	2	2	36	0	3	88	88
40013	3	88	 	 	 	 	 
40014	1	4	28	0	14	6	88
40014	2	88	 	 	 	 	 
40014	3	88	 	 	 	 	 
40015	1	1	26	0	5	12	88
40015	2	88	 	 	 	 	 
40015	3	88	 	 	 	 	 
40016	1	2	26	0	5	6	4
40016	2	1	35	0	6	4	12
40016	3	88	 	 	 	 	 
40017	1	2	26	0	5	88	88
40017	2	2	23	0	6	88	88
40017	3	88	 	 	 	 	 
40018	1	1	35	0	12	6	4
40018	2	1	26	0	5	12	4
40018	3	88	 	 	 	 	 
40019	1	4	18	1	14	6	12
40019	2	5	18	0	14	6	12
40019	3	2	18	1	14	6	12
40020	1	 	 	 	 	 	 
40020	2	 	 	 	 	 	 
40020	3	 	 	 	 	 	 
40021	1	1	35	0	6	4	12
40021	2	1	26	0	5	6	4
40021	3	88	 	 	 	 	 
40022	1	1	26	0	5	12	88
40022	2	88	 	 	 	 	 
40022	3	88	 	 	 	 	 
40023	1	1	35	0	6	4	13
40023	2	1	26	1	5	4	12
40023	3	88	 	 	 	 	 
40024	1	1	26	0	5	88	88
40024	2	2	26	0	5	88	88
40024	3	88	 	 	 	 	 
40025	1	2	26	0	5	12	88
40025	2	2	28	0	3	5	88
40025	3	88	 	 	 	 	 
40026	1	3	26	0	5	12	88
40026	2	88	 	 	 	 	 
40026	3	88	 	 	 	 	 
40027	1	 	 	 	 	 	 
40027	2	 	 	 	 	 	 
40027	3	 	 	 	 	 	 
40028	1	2	26	0	5	12	88
40028	2	88	 	 	 	 	 
40028	3	88	 	 	 	 	 
40029	1	1	26	0	5	13	88
40029	2	3	18	1	12	13	88
40029	3	88	 	 	 	 	 
40030	1	2	26	0	5	12	88
40030	2	2	35	1	11	88	88
40030	3	88	 	 	 	 	 
40031	1	1	26	0	5	12	88
40031	2	1	31	0	1	3	88
40031	3	88	 	 	 	 	 
40032	1	2	26	1	5	4	6
40032	2	88	 	 	 	 	 
40032	3	88	 	 	 	 	 
40034	1	1	26	0	5	3	88
40034	2	88	 	 	 	 	 
40034	3	88	 	 	 	 	 
40035	1	1	26	0	5	12	88
40035	2	88	 	 	 	 	 
40035	3	88	 	 	 	 	 
40036	1	1	26	1	5	88	88
40036	2	88	 	 	 	 	 
40036	3	88	 	 	 	 	 
40037	1	1	26	0	5	12	88
40037	2	1	18	1	14	12	88
40037	3	88	 	 	 	 	 
40038	1	1	26	0	5	12	88
40038	2	88	 	 	 	 	 
40038	3	88	 	 	 	 	 
40039	1	1	26	0	5	88	88
40039	2	88	 	 	 	 	 
40039	3	88	 	 	 	 	 
40040	1	2	26	1	5	6	12
40040	2	2	28	1	5	9	2
40040	3	0	37	1	3	88	88
40041	1	2	26	0	5	12	88
40041	2	88	 	 	 	 	 
40041	3	88	 	 	 	 	 
40042	1	1	26	1	6	3	5
40042	2	88	 	 	 	 	 
40042	3	88	 	 	 	 	 
40043	1	1	35	1	4	6	12
40043	2	6	26	0	5	4	12
40043	3	88	 	 	 	 	 
40044	1	7	26	0	5	12	88
40044	2	88	 	 	 	 	 
40044	3	88	 	 	 	 	 
40045	1	1	26	0	5	12	88
40045	2	88	 	 	 	 	 
40045	3	88	 	 	 	 	 
40046	1	1	28	1	4	11	88
40046	2	2	33	0	1	3	88
40046	3	1	26	1	5	11	88
40047	1	1	26	0	5	12	88
40047	2	88	 	 	 	 	 
40047	3	88	 	 	 	 	 
40048	1	3	26	0	5	12	88
40048	2	4	26	0	5	12	88
40048	3	88	 	 	 	 	 
40049	1	1	26	0	5	12	88
40049	2	1	18	0	14	12	88
40049	3	88	 	 	 	 	 
40050	1	80	18	0	14	13	88
40050	2	88	 	 	 	 	 
40050	3	88	 	 	 	 	 
40051	1	2	26	0	5	4	6
40051	2	88	 	 	 	 	 
40051	3	88	 	 	 	 	 
40052	1	1	26	0	5	12	3
40052	2	88	 	 	 	 	 
40052	3	88	 	 	 	 	 
40053	1	1	26	0	12	5	88
40053	2	1	18	0	14	5	12
40053	3	88	 	 	 	 	 
40054	1	1	35	0	11	88	88
40054	2	1	26	0	5	88	88
40054	3	88	 	 	 	 	 
40055	1	1	26	0	5	12	88
40055	2	88	 	 	 	 	 
40055	3	88	 	 	 	 	 
40056	1	2	26	0	5	12	88
40056	2	2	18	0	14	12	88
40056	3	88	 	 	 	 	 
40057	1	18	26	0	5	6	4
40057	2	88	 	 	 	 	 
40057	3	88	 	 	 	 	 
40058	1	 	 	 	 	 	 
40058	2	 	 	 	 	 	 
40058	3	 	 	 	 	 	 
40059	1	2	26	0	5	10	88
40059	2	0	31	0	1	3	88
40059	3	88	 	 	 	 	 
40060	1	 	 	 	 	 	 
40060	2	 	 	 	 	 	 
40060	3	 	 	 	 	 	 
40061	1	 	 	 	 	 	 
40061	2	 	 	 	 	 	 
40061	3	 	 	 	 	 	 
40064	1	1	26	1	5	12	88
40064	2	1	18	0	14	12	88
40064	3	88	 	 	 	 	 
40065	1	2	23	0	5	4	12
40065	2	2	26	0	5	4	6
40065	3	88	 	 	 	 	 
40067	1	 	 	 	 	 	 
40067	2	 	 	 	 	 	 
40067	3	 	 	 	 	 	 
40068	1	1	26	0	5	12	88
40068	2	88	 	 	 	 	 
40068	3	88	 	 	 	 	 
40070	1	1	26	0	5	12	88
40070	2	88	 	 	 	 	 
40070	3	88	 	 	 	 	 
40071	1	5	26	0	5	12	13
40071	2	6	26	0	5	13	12
40071	3	5	18	0	14	13	88
40072	1	1	26	0	12	5	88
40072	2	1	18	0	14	12	88
40072	3	1	31	0	1	5	88
40073	1	1	11	0	3	6	12
40073	2	1	26	0	5	12	4
40073	3	88	 	 	 	 	 
40074	1	2	26	0	11	12	88
40074	2	88	 	 	 	 	 
40074	3	88	 	 	 	 	 
40075	1	1	26	0	12	5	88
40075	2	1	18	0	14	12	88
40075	3	88	 	 	 	 	 
40076	1	1	26	0	5	12	88
40076	2	88	 	 	 	 	 
40076	3	88	 	 	 	 	 
40077	1	1	26	0	5	12	88
40077	2	2	18	0	14	12	88
40077	3	1	18	0	14	12	88
40078	1	1	26	0	5	88	88
40078	2	2	23	1	3	1	88
40078	3	2	35	0	14	88	88
40079	1	1	26	0	5	12	13
40079	2	88	 	 	 	 	 
40079	3	88	 	 	 	 	 
40080	1	2	26	0	5	2	12
40080	2	4	26	0	2	5	12
40080	3	4	23	0	4	88	88
40081	1	1	26	0	5	88	88
40081	2	88	 	 	 	 	 
40081	3	88	 	 	 	 	 
40082	1	 	 	 	 	 	 
40082	2	 	 	 	 	 	 
40082	3	 	 	 	 	 	 
40083	1	1	26	0	11	12	88
40083	2	88	 	 	 	 	 
40083	3	88	 	 	 	 	 
40084	1	1	26	0	5	12	88
40084	2	2	35	1	4	6	88
40084	3	88	 	 	 	 	 
40085	1	1	26	0	5	12	88
40085	2	88	 	 	 	 	 
40085	3	88	 	 	 	 	 
40086	1	5	26	1	5	7	4
40086	2	5	35	1	4	2	13
40086	3	88	 	 	 	 	 
40087	1	1	26	0	5	12	88
40087	2	88	 	 	 	 	 
40087	3	88	 	 	 	 	 
40089	1	1	26	0	5	12	88
40089	2	88	 	 	 	 	 
40089	3	88	 	 	 	 	 
40090	1	1	26	0	5	14	88
40090	2	88	 	 	 	 	 
40090	3	88	 	 	 	 	 
40091	1	1	28	0	1	3	11
40091	2	1	26	0	5	88	88
40091	3	1	31	1	3	1	88
40092	1	2	26	0	5	88	88
40092	2	3	35	0	11	88	88
40092	3	2	35	0	11	88	88
40093	1	 	 	 	 	 	 
40093	2	 	 	 	 	 	 
40093	3	 	 	 	 	 	 
40094	1	2	26	0	5	12	88
40094	2	88	 	 	 	 	 
40094	3	88	 	 	 	 	 
40095	1	4	26	1	5	12	88
40095	2	88	 	 	 	 	 
40095	3	88	 	 	 	 	 
40096	1	1	26	0	5	12	88
40096	2	2	28	1	12	5	88
40096	3	1	18	0	14	12	88
40097	1	1	26	0	5	6	4
40097	2	88	 	 	 	 	 
40097	3	88	 	 	 	 	 
40098	1	1	26	0	5	88	88
40098	2	88	 	 	 	 	 
40098	3	88	 	 	 	 	 
40100	1	3	35	0	2	4	6
40100	2	3	26	0	5	14	12
40100	3	88	 	 	 	 	 
50001	1	2	26	0	5	12	88
50001	2	88	 	 	 	 	 
50001	3	88	 	 	 	 	 
50002	1	2	35	0	6	4	12
50002	2	1	26	0	5	6	4
50002	3	88	 	 	 	 	 
50003	1	19	33	1	3	4	5
50003	2	18	18	0	14	13	88
50003	3	80	26	0	5	13	4
50004	1	 	 	 	 	 	 
50004	2	 	 	 	 	 	 
50004	3	 	 	 	 	 	 
50006	1	1	26	0	5	12	88
50006	2	88	 	 	 	 	 
50006	3	88	 	 	 	 	 
50007	1	1	35	0	4	6	12
50007	2	1	26	0	6	4	12
50007	3	88	 	 	 	 	 
50008	1	 	 	 	 	 	 
50008	2	 	 	 	 	 	 
50008	3	 	 	 	 	 	 
50009	1	1	26	0	5	6	4
50009	2	88	 	 	 	 	 
50009	3	88	 	 	 	 	 
50010	1	1	26	1	5	12	88
50010	2	2	23	0	4	14	88
50010	3	88	 	 	 	 	 
50011	1	1	35	0	6	4	12
50011	2	88	 	 	 	 	 
50011	3	88	 	 	 	 	 
50012	1	2	26	0	5	12	88
50012	2	88	 	 	 	 	 
50012	3	88	 	 	 	 	 
50014	1	1	26	0	5	12	88
50014	2	88	 	 	 	 	 
50014	3	88	 	 	 	 	 
50016	1	1	26	0	5	6	3
50016	2	88	 	 	 	 	 
50016	3	88	 	 	 	 	 
50017	1	1	26	0	5	12	88
50017	2	2	18	0	14	5	88
50017	3	88	 	 	 	 	 
50018	1	2	26	0	5	12	88
50018	2	88	 	 	 	 	 
50018	3	88	 	 	 	 	 
50019	1	1	35	0	6	4	12
50019	2	88	 	 	 	 	 
50019	3	88	 	 	 	 	 
50020	1	 	 	 	 	 	 
50020	2	 	 	 	 	 	 
50020	3	 	 	 	 	 	 
50021	1	1	26	1	5	12	88
50021	2	88	 	 	 	 	 
50021	3	88	 	 	 	 	 
50022	1	2	35	1	4	6	12
50022	2	88	 	 	 	 	 
50022	3	88	 	 	 	 	 
50023	1	1	26	0	5	12	88
50023	2	1	18	0	14	12	88
50023	3	2	18	0	14	12	88
50024	1	 	 	 	 	 	 
50024	2	 	 	 	 	 	 
50024	3	 	 	 	 	 	 
50025	1	1	35	0	4	12	6
50025	2	3	26	0	5	6	4
50025	3	88	 	 	 	 	 
50026	1	1	26	0	12	5	88
50026	2	1	18	0	14	12	88
50026	3	2	18	0	14	12	88
50027	1	 	 	 	 	 	 
50027	2	 	 	 	 	 	 
50027	3	 	 	 	 	 	 
50028	1	2	11	0	3	5	6
50028	2	88	 	 	 	 	 
50028	3	88	 	 	 	 	 
50030	1	2	26	0	5	12	88
50030	2	2	18	0	14	12	88
50030	3	3	18	0	14	12	88
50031	1	2	26	0	5	12	88
50031	2	88	 	 	 	 	 
50031	3	88	 	 	 	 	 
50032	1	1	35	0	6	4	12
50032	2	2	14	0	2	3	88
50032	3	88	 	 	 	 	 
50033	1	1	26	0	5	12	88
50033	2	88	 	 	 	 	 
50033	3	88	 	 	 	 	 
50034	1	1	26	0	5	12	88
50034	2	1	31	0	1	3	88
50034	3	88	 	 	 	 	 
50035	1	1	35	1	6	4	12
50035	2	1	18	0	14	12	4
50035	3	1	26	0	5	6	4
50036	1	2	26	1	5	12	88
50036	2	2	18	0	14	12	88
50036	3	88	 	 	 	 	 
50037	1	1	26	0	5	12	88
50037	2	88	 	 	 	 	 
50037	3	88	 	 	 	 	 
50038	1	2	26	0	5	12	88
50038	2	88	 	 	 	 	 
50038	3	88	 	 	 	 	 
50039	1	16	26	0	5	12	88
50039	2	16	18	0	14	12	88
50039	3	88	 	 	 	 	 
50040	1	1	26	0	5	12	88
50040	2	88	 	 	 	 	 
50040	3	88	 	 	 	 	 
50041	1	2	26	1	5	6	4
50041	2	88	 	 	 	 	 
50041	3	88	 	 	 	 	 
50042	1	1	26	0	5	12	88
50042	2	1	35	1	6	12	88
50042	3	2	18	0	14	12	88
50043	1	1	26	0	5	12	88
50043	2	88	 	 	 	 	 
50043	3	88	 	 	 	 	 
50045	1	1	35	1	4	6	12
50045	2	1	26	0	5	6	4
50045	3	88	 	 	 	 	 
50046	1	1	26	1	5	12	88
50046	2	1	18	1	14	12	88
50046	3	2	18	0	14	12	88
50047	1	1	26	0	5	12	88
50047	2	88	 	 	 	 	 
50047	3	88	 	 	 	 	 
50048	1	1	18	1	14	6	5
50048	2	88	 	 	 	 	 
50048	3	88	 	 	 	 	 
50049	1	1	26	0	5	12	88
50049	2	1	18	0	14	12	88
50049	3	2	18	0	14	12	88
50050	1	 	 	 	 	 	 
50050	2	 	 	 	 	 	 
50050	3	 	 	 	 	 	 
50051	1	5	35	0	4	6	12
50051	2	88	 	 	 	 	 
50051	3	88	 	 	 	 	 
50052	1	1	26	1	5	12	88
50052	2	1	18	0	14	12	88
50052	3	5	18	0	14	12	88
50053	1	1	26	0	5	12	88
50053	2	88	 	 	 	 	 
50053	3	88	 	 	 	 	 
50054	1	 	 	 	 	 	 
50054	2	 	 	 	 	 	 
50054	3	 	 	 	 	 	 
50055	1	5	18	0	14	12	88
50055	2	88	 	 	 	 	 
50055	3	88	 	 	 	 	 
50056	1	20	26	0	5	13	88
50056	2	20	31	0	3	1	13
50056	3	88	 	 	 	 	 
50057	1	2	26	0	5	6	4
50057	2	88	 	 	 	 	 
50057	3	88	 	 	 	 	 
50058	1	1	26	0	5	12	88
50058	2	1	18	0	14	12	88
50058	3	88	 	 	 	 	 
50059	1	1	26	0	5	12	88
50059	2	88	 	 	 	 	 
50059	3	88	 	 	 	 	 
50060	1	2	26	0	5	6	4
50060	2	88	 	 	 	 	 
50060	3	88	 	 	 	 	 
50061	1	1	26	0	5	12	88
50061	2	3	18	0	14	12	88
50061	3	88	 	 	 	 	 
50062	1	 	 	 	 	 	 
50062	2	 	 	 	 	 	 
50062	3	 	 	 	 	 	 
50063	1	1	26	0	5	12	88
50063	2	88	 	 	 	 	 
50063	3	88	 	 	 	 	 
50064	1	2	26	0	5	12	88
50064	2	2	18	0	14	12	88
50064	3	88	 	 	 	 	 
50065	1	1	31	0	6	1	12
50065	2	1	26	0	5	6	4
50065	3	88	 	 	 	 	 
50066	1	1	26	0	5	12	88
50066	2	88	 	 	 	 	 
50066	3	88	 	 	 	 	 
50068	1	1	26	0	5	12	88
50068	2	1	18	0	14	12	88
50068	3	2	18	0	14	12	88
50070	1	1	35	0	4	6	12
50070	2	1	26	0	5	6	4
50070	3	88	 	 	 	 	 
50072	1	5	26	0	5	6	4
50072	2	88	 	 	 	 	 
50072	3	88	 	 	 	 	 
50073	1	1	26	0	5	12	88
50073	2	88	 	 	 	 	 
50073	3	88	 	 	 	 	 
50074	1	2	26	0	5	12	88
50074	2	2	18	0	14	12	88
50074	3	88	 	 	 	 	 
50075	1	1	26	0	5	12	88
50075	2	88	 	 	 	 	 
50075	3	88	 	 	 	 	 
50076	1	1	26	0	5	12	88
50076	2	1	35	0	4	88	88
50076	3	88	 	 	 	 	 
50077	1	1	26	0	5	12	88
50077	2	2	18	0	14	12	88
50077	3	88	 	 	 	 	 
50078	1	1	35	0	4	6	88
50078	2	1	18	0	14	6	88
50078	3	88	 	 	 	 	 
50079	1	 	 	 	 	 	 
50079	2	 	 	 	 	 	 
50079	3	 	 	 	 	 	 
50081	1	3	26	0	5	12	88
50081	2	3	18	0	14	12	88
50081	3	1	18	0	5	12	88
50082	1	1	35	0	2	4	88
50082	2	2	35	1	4	12	2
50082	3	1	26	0	5	12	88
50083	1	 	 	 	 	 	 
50083	2	 	 	 	 	 	 
50083	3	 	 	 	 	 	 
50084	1	 	 	 	 	 	 
50084	2	 	 	 	 	 	 
50084	3	 	 	 	 	 	 
50085	1	 	 	 	 	 	 
50085	2	 	 	 	 	 	 
50085	3	 	 	 	 	 	 
50086	1	1	26	0	5	6	4
50086	2	88	 	 	 	 	 
50086	3	88	 	 	 	 	 
50087	1	1	26	0	12	5	88
50087	2	2	18	0	14	12	88
50087	3	88	 	 	 	 	 
50088	1	1	26	0	5	12	88
50088	2	88	 	 	 	 	 
50088	3	88	 	 	 	 	 
50089	1	1	18	0	14	12	88
50089	2	88	 	 	 	 	 
50089	3	88	 	 	 	 	 
50090	1	1	35	1	6	4	12
50090	2	88	 	 	 	 	 
50090	3	88	 	 	 	 	 
50091	1	0	26	0	5	12	88
50091	2	88	 	 	 	 	 
50091	3	88	 	 	 	 	 
50092	1	2	26	0	5	12	88
50092	2	2	33	0	2	9	88
50092	3	88	 	 	 	 	 
50093	1	1	26	0	5	12	88
50093	2	88	 	 	 	 	 
50093	3	88	 	 	 	 	 
50094	1	 	 	 	 	 	 
50094	2	 	 	 	 	 	 
50094	3	 	 	 	 	 	 
50095	1	5	26	0	12	5	88
50095	2	5	18	0	14	12	88
50095	3	88	 	 	 	 	 
50096	1	 	 	 	 	 	 
50096	2	 	 	 	 	 	 
50096	3	 	 	 	 	 	 
50097	1	1	26	0	5	12	88
50097	2	88	 	 	 	 	 
50097	3	88	 	 	 	 	 
50098	1	1	18	1	14	5	12
50098	2	1	26	0	12	5	88
50098	3	88	 	 	 	 	 
50099	1	 	 	 	 	 	 
50099	2	 	 	 	 	 	 
50099	3	 	 	 	 	 	 
50100	1	1	26	0	5	12	88
50100	2	1	18	0	14	12	88
50100	3	88	 	 	 	 	 
60002	1	1	18	0	14	5	7
60002	2	88	 	 	 	 	 
60002	3	88	 	 	 	 	 
60003	1	16	18	1	5	14	13
60003	2	16	2	0	3	2	88
60003	3	88	 	 	 	 	 
60004	1	1	26	0	5	2	88
60004	2	1	2	0	3	1	4
60004	3	88	 	 	 	 	 
60005	1	1	18	1	14	5	13
60005	2	1	35	1	2	3	88
60005	3	1	26	0	5	12	13
60006	1	1	18	0	7	5	12
60006	2	1	26	0	5	12	13
60006	3	88	 	 	 	 	 
60007	1	1	2	0	3	4	1
60007	2	1	26	0	5	13	3
60007	3	88	 	 	 	 	 
60008	1	1	18	0	14	5	88
60008	2	1	26	0	5	2	88
60008	3	88	 	 	 	 	 
60009	1	1	18	1	7	12	5
60009	2	88	 	 	 	 	 
60009	3	88	 	 	 	 	 
60010	1	16	26	1	5	3	2
60010	2	16	2	0	3	2	1
60010	3	88	 	 	 	 	 
60011	1	1	26	1	5	1	3
60011	2	1	2	0	4	88	88
60011	3	88	 	 	 	 	 
60012	1	1	26	0	5	1	3
60012	2	1	35	1	4	12	88
60012	3	1	2	0	1	2	3
60013	1	5	18	0	14	7	12
60013	2	5	26	0	5	12	14
60013	3	88	 	 	 	 	 
60014	1	1	18	0	14	7	12
60014	2	88	 	 	 	 	 
60014	3	88	 	 	 	 	 
60016	1	1	2	0	3	2	12
60016	2	15	32	0	4	12	88
60016	3	1	35	0	4	12	88
60017	1	4	2	0	4	2	3
60017	2	4	26	0	5	13	1
60017	3	4	35	0	4	12	88
60018	1	1	18	1	5	14	13
60018	2	1	26	0	5	13	88
60018	3	1	35	0	11	88	88
60019	1	1	26	0	5	3	1
60019	2	1	2	0	1	2	4
60019	3	88	 	 	 	 	 
60020	1	1	26	0	5	3	1
60020	2	88	 	 	 	 	 
60020	3	88	 	 	 	 	 
60021	1	1	2	0	3	2	12
60021	2	1	26	0	12	13	88
60021	3	88	 	 	 	 	 
60022	1	1	26	0	5	2	88
60022	2	88	 	 	 	 	 
60022	3	88	 	 	 	 	 
60023	1	4	18	1	14	13	88
60023	2	4	26	0	5	13	88
60023	3	88	 	 	 	 	 
60024	1	1	26	0	5	12	13
60024	2	1	2	0	3	4	12
60024	3	2	33	0	3	4	88
60025	1	 	 	 	 	 	 
60025	2	 	 	 	 	 	 
60025	3	 	 	 	 	 	 
60026	1	1	26	0	5	2	3
60026	2	1	2	0	4	13	88
60026	3	88	 	 	 	 	 
60027	1	1	26	0	5	2	3
60027	2	1	15	0	1	5	3
60027	3	2	23	0	4	3	5
60028	1	1	2	0	2	3	88
60028	2	1	26	0	5	13	88
60028	3	1	18	0	5	14	13
60029	1	2	23	0	12	88	88
60029	2	88	 	 	 	 	 
60029	3	88	 	 	 	 	 
60030	1	 	 	 	 	 	 
60030	2	 	 	 	 	 	 
60030	3	 	 	 	 	 	 
60031	1	1	2	0	3	2	12
60031	2	88	 	 	 	 	 
60031	3	88	 	 	 	 	 
60032	1	1	18	0	7	5	14
60032	2	1	35	0	4	88	88
60032	3	1	2	0	2	3	88
60033	1	1	18	0	14	5	88
60033	2	1	35	0	2	13	88
60033	3	88	 	 	 	 	 
60034	1	1	18	0	14	13	5
60034	2	88	 	 	 	 	 
60034	3	88	 	 	 	 	 
60035	1	1	2	0	2	3	88
60035	2	1	35	0	4	12	88
60035	3	1	26	0	5	1	3
60036	1	 	 	 	 	 	 
60036	2	 	 	 	 	 	 
60036	3	 	 	 	 	 	 
60037	1	1	2	0	1	3	2
60037	2	1	18	0	14	3	5
60037	3	88	 	 	 	 	 
60038	1	1	18	0	5	7	12
60038	2	1	2	0	2	3	88
60038	3	88	 	 	 	 	 
60039	1	1	18	0	5	14	88
60039	2	1	26	0	14	5	13
60039	3	1	2	0	2	3	88
60040	1	1	18	0	5	7	12
60040	2	88	 	 	 	 	 
60040	3	88	 	 	 	 	 
60041	1	2	26	1	5	1	13
60041	2	1	2	1	2	4	3
60041	3	2	23	0	4	5	88
60042	1	24	18	0	14	13	3
60042	2	24	26	0	5	1	13
60042	3	88	 	 	 	 	 
60043	1	1	26	0	12	5	3
60043	2	1	18	0	5	14	88
60043	3	88	 	 	 	 	 
60045	1	1	26	0	5	3	1
60045	2	88	 	 	 	 	 
60045	3	88	 	 	 	 	 
60046	1	1	18	0	14	7	12
60046	2	1	26	0	5	6	14
60046	3	2	23	0	4	12	6
60047	1	1	26	0	5	13	2
60047	2	88	 	 	 	 	 
60047	3	88	 	 	 	 	 
60048	1	1	26	0	5	1	3
60048	2	88	 	 	 	 	 
60048	3	88	 	 	 	 	 
60049	1	1	18	0	5	13	88
60049	2	1	18	1	14	13	88
60049	3	88	 	 	 	 	 
60050	1	1	2	0	2	4	88
60050	2	1	26	0	5	13	88
60050	3	1	35	0	4	88	88
60051	1	1	18	0	14	7	12
60051	2	1	26	0	5	6	14
60051	3	88	 	 	 	 	 
60052	1	1	2	0	2	3	88
60052	2	1	26	0	5	13	12
60052	3	1	18	0	7	14	12
60053	1	1	2	0	2	4	88
60053	2	1	26	0	5	1	13
60053	3	88	 	 	 	 	 
60054	1	1	18	0	14	13	88
60054	2	1	26	0	5	13	12
60054	3	88	 	 	 	 	 
60055	1	1	18	1	7	5	13
60055	2	1	35	1	4	12	88
60055	3	1	26	0	5	12	13
60056	1	1	18	0	14	5	13
60056	2	1	2	0	5	2	88
60056	3	88	 	 	 	 	 
60058	1	 	 	 	 	 	 
60058	2	 	 	 	 	 	 
60058	3	 	 	 	 	 	 
60059	1	1	18	0	14	13	88
60059	2	88	 	 	 	 	 
60059	3	88	 	 	 	 	 
60060	1	1	18	0	7	14	5
60060	2	3	16	1	6	4	12
60060	3	3	35	1	6	4	13
60061	1	1	26	1	5	12	88
60061	2	88	 	 	 	 	 
60061	3	88	 	 	 	 	 
60062	1	1	27	0	1	4	12
60062	2	1	26	0	5	3	1
60062	3	1	35	0	4	13	88
60063	1	1	18	0	7	5	12
60063	2	88	 	 	 	 	 
60063	3	88	 	 	 	 	 
60064	1	1	18	1	14	12	88
60064	2	1	2	0	2	5	88
60064	3	88	 	 	 	 	 
60065	1	1	26	1	5	12	13
60065	2	1	35	0	4	88	88
60065	3	1	18	1	7	5	13
60066	1	1	26	0	5	3	6
60066	2	88	 	 	 	 	 
60066	3	88	 	 	 	 	 
60067	1	1	26	0	5	12	13
60067	2	1	2	0	2	3	12
60067	3	1	18	0	7	5	13
60068	1	1	18	1	14	7	12
60068	2	1	26	0	5	6	88
60068	3	88	 	 	 	 	 
60071	1	1	26	0	5	13	12
60071	2	1	18	0	7	5	14
60071	3	88	 	 	 	 	 
60072	1	1	18	1	14	7	12
60072	2	1	26	0	5	14	6
60072	3	88	 	 	 	 	 
60073	1	2	18	0	14	7	12
60073	2	2	23	0	4	12	6
60073	3	2	26	0	5	6	14
60074	1	16	26	0	5	3	1
60074	2	16	2	0	1	3	4
60074	3	1	4	0	10	2	1
60075	1	1	2	0	2	12	88
60075	2	1	26	0	5	12	13
60075	3	1	18	0	7	14	5
60076	1	2	18	0	14	7	12
60076	2	2	26	0	5	6	12
60076	3	88	 	 	 	 	 
60077	1	1	35	0	4	12	88
60077	2	1	18	0	14	7	12
60077	3	1	26	0	5	12	6
60078	1	17	26	0	5	1	3
60078	2	17	2	1	1	2	3
60078	3	17	35	0	4	12	88
60080	1	1	26	1	5	13	2
60080	2	1	35	0	4	88	88
60080	3	2	33	0	2	4	88
60081	1	1	26	0	5	12	13
60081	2	2	33	0	4	12	88
60081	3	88	 	 	 	 	 
60082	1	8	18	0	14	13	7
60082	2	88	 	 	 	 	 
60082	3	88	 	 	 	 	 
60083	1	1	26	0	5	3	1
60083	2	1	2	0	4	2	3
60083	3	1	35	0	4	88	88
60084	1	1	26	0	5	88	88
60084	2	1	18	0	5	14	88
60084	3	88	 	 	 	 	 
60085	1	1	18	0	14	7	12
60085	2	1	35	0	3	12	6
60085	3	1	26	0	5	6	12
60086	1	1	18	0	14	5	88
60086	2	88	 	 	 	 	 
60086	3	88	 	 	 	 	 
60087	1	1	18	1	7	14	12
60087	2	1	26	0	5	12	13
60087	3	1	2	1	3	2	12
60088	1	1	26	0	5	12	13
60088	2	1	2	1	2	3	12
60088	3	1	18	0	5	13	14
60089	1	1	18	0	7	5	13
60089	2	1	35	0	4	12	88
60089	3	1	26	0	5	13	12
60091	1	1	26	0	5	1	88
60091	2	2	23	0	2	4	1
60091	3	1	35	0	4	88	88
60092	1	1	18	0	14	5	13
60092	2	1	26	0	5	13	88
60092	3	88	 	 	 	 	 
60093	1	 	 	 	 	 	 
60093	2	 	 	 	 	 	 
60093	3	 	 	 	 	 	 
60094	1	1	18	0	5	14	88
60094	2	2	21	1	4	88	88
60094	3	88	 	 	 	 	 
60095	1	1	18	0	7	5	13
60095	2	80	26	1	5	12	13
60095	3	88	 	 	 	 	 
60096	1	5	18	1	14	7	5
60096	2	5	35	1	4	12	6
60096	3	5	28	0	6	88	88
60097	1	1	18	0	14	2	88
60097	2	1	26	0	5	13	88
60097	3	1	25	0	5	88	88
60098	1	1	18	0	14	13	12
60098	2	1	26	0	5	12	13
60098	3	88	 	 	 	 	 
60100	1	1	26	0	5	12	6
