CHILDCODE	PLOTIDR4	PLTUSER4	SZPLTR4	LUPLTR4	PLTDSCR4	PLTTRNR4	PLTCLLR4	PLTCRTR4	SEENCTR4	PLTINCR4	PLTVINR4	PLTSPTR4	CRPRN1R4	CRPRN2R4	CRPDR1R4	CRPDR2R4	PLTIRRR4	PLTPRIR4
30040	1	1	400	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30040	2	7	8	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
30041	1	1	16	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30041	2	8	20	17	2	0	88	0	 	1	0	800	 	 	 	 	 	 
30043	1	1	45	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30043	3	8	24	17	2	0	88	0	 	0	 	1300	 	 	 	 	 	 
30044	1	1	20	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
30045	1	1	18	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30046	1	1	20	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30046	2	7	6	17	2	0	88	0	 	 	 	0	 	 	 	 	 	 
30047	1	1	9	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30048	1	1	35	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30048	2	7	6	17	2	0	88	0	 	 	 	1000	 	 	 	 	 	 
30051	1	1	17	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30052	1	1	44.5	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
30053	1	1	8.75	17	2	88	88	0	 	 	 	 	 	 	 	 	 	 
30053	2	8	2	17	2	0	88	0	 	0	 	0	 	 	 	 	 	 
30054	1	1	90	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30054	2	7	18	17	1	1	1	1	N	 	 	3000	 	 	 	 	 	 
30054	3	8	100	17	2	0	88	0	 	0	 	14400	 	 	 	 	 	 
30055	1	1	20	17	3	88	88	0	 	 	 	 	 	 	 	 	 	 
30056	1	1	16	17	2	88	88	0	 	 	 	 	 	 	 	 	 	 
30056	2	7	20	17	2	88	88	0	 	 	 	0	 	 	 	 	 	 
30057	1	1	5	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
30058	1	1	8	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30059	1	1	20	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30060	1	4	170	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30060	2	7	12	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
30061	1	1	32	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30061	2	7	300	17	2	0	88	0	 	 	 	0	 	 	 	 	 	 
30062	1	1	86	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30062	2	7	150	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
30062	3	5	.75	4	1	1	1	1	N	 	 	 	41	88	41	88	0	 
30062	4	5	2	4	1	1	1	1	N	 	 	 	55	88	88	88	0	 
30064	1	1	32	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30065	1	1	30	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30066	1	1	6	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30067	1	1	60	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30068	1	4	28	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
30068	2	9	68	17	1	1	1	1	N	1	24000	5760	 	 	 	 	 	 
30069	1	1	65	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30070	1	1	155	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
30070	2	7	40	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
30070	3	8	55	17	1	1	1	1	N	0	 	1500	 	 	 	 	 	 
30071	1	1	34	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30071	2	7	10	17	2	0	88	0	 	 	 	0	 	 	 	 	 	 
30071	3	8	12	17	2	0	88	0	 	0	 	2000	 	 	 	 	 	 
30071	4	9	9	17	1	1	1	0	 	1	18000	500	 	 	 	 	 	 
30072	1	1	120	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30073	1	1	20	17	2	88	88	0	 	 	 	 	 	 	 	 	 	 
30074	1	1	18	17	2	88	88	0	 	 	 	 	 	 	 	 	 	 
30075	1	1	16	17	2	88	88	0	 	 	 	 	 	 	 	 	 	 
30077	1	1	38	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30078	1	1	100	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30078	2	7	47	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
30079	1	1	97	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
30079	2	8	21	17	1	1	1	0	 	0	 	60000	 	 	 	 	 	 
30080	1	1	90	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
30081	1	1	12	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30082	1	1	6	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30082	2	8	9	17	2	0	88	0	 	0	 	0	 	 	 	 	 	 
30083	1	1	34	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30083	2	7	4	17	2	0	88	0	 	 	 	0	 	 	 	 	 	 
30084	1	1	30	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30085	1	1	8	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
30086	1	1	32	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30087	1	1	20	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
30088	1	1	177	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
30088	2	9	28	17	1	1	1	1	Y	1	20400	0	 	 	 	 	 	 
30088	3	7	45	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
30088	4	9	120	17	1	1	1	1	N	1	30000	0	 	 	 	 	 	 
30088	5	7	40	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
30089	1	4	24	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30089	2	7	6	17	2	0	88	0	 	 	 	0	 	 	 	 	 	 
30090	1	1	22	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30091	1	1	24	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
30093	1	1	100	17	2	88	88	0	 	 	 	 	 	 	 	 	 	 
30093	2	7	60	17	2	88	88	0	 	 	 	0	 	 	 	 	 	 
30094	1	1	27	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
30095	1	1	16	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30096	1	1	.25	5	1	1	1	1	N	 	 	 	 	 	 	 	 	 
30096	2	5	2.75	5	1	1	1	1	N	 	 	 	75	76	88	88	0	 
30097	1	1	15	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
30098	1	1	12	17	2	88	88	0	 	 	 	 	 	 	 	 	 	 
30100	1	1	110	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
30100	2	7	50	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
30100	3	8	350	17	2	0	88	0	 	0	 	0	 	 	 	 	 	 
40001	1	1	20	17	1	77	77	0	 	 	 	 	 	 	 	 	 	 
40001	2	5	1	4	1	0	1	1	N	 	 	 	5	88	88	88	0	 
40002	1	10	.25	2	1	1	1	1	N	1	400	0	 	 	 	 	 	 
40002	2	1	16	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40003	1	1	200	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40003	2	20	12	17	2	0	0	0	 	0	 	1000	 	 	 	 	 	 
40004	1	1	500	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40005	1	4	100	17	1	1	0	1	N	 	 	 	 	 	 	 	 	 
40006	1	1	30	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40006	2	10	2	4	1	1	1	1	N	1	1440	36	 	 	 	 	 	 
40008	1	1	94	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
40008	2	7	398	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
40008	3	8	12	17	2	0	0	0	 	0	 	26000	 	 	 	 	 	 
40009	1	1	100	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
40009	2	5	3	4	4	0	0	0	 	 	 	 	75	64	88	88	0	 
40010	1	4	25	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
40011	1	1	16	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40011	2	5	1	4	1	1	0	1	Y	 	 	 	5	88	88	88	0	 
40012	1	4	25	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40013	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40013	2	5	.5	4	1	1	0	1	Y	 	 	 	64	88	88	88	0	 
40013	3	5	1	4	1	0	0	1	Y	 	 	 	5	88	88	88	0	 
40014	1	1	70	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40015	1	1	30	17	1	1	0	1	N	 	 	 	 	 	 	 	 	 
40015	2	5	2	4	1	0	1	1	N	 	 	 	75	88	88	88	0	 
40015	3	5	1	4	1	1	0	1	N	 	 	 	5	88	88	88	0	 
40016	1	1	150	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40016	2	9	500	17	1	1	1	1	N	1	120	0	 	 	 	 	 	 
40016	3	5	6	4	1	88	88	1	N	 	 	 	5	88	88	88	0	 
40017	1	1	12	20	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40017	2	5	10	3	1	1	1	1	N	 	 	 	5	88	88	88	0	 
40018	1	1	220	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40019	1	1	624	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40020	1	1	6	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40021	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40022	1	1	35	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40023	1	1	225	17	1	0	1	1	N	 	 	 	 	 	 	 	 	 
40023	2	8	225	17	1	1	1	1	N	1	14400	4000	 	 	 	 	 	 
40024	1	1	48	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40024	2	10	2	4	1	1	0	1	N	1	1000	100	 	 	 	 	 	 
40025	1	10	.5	2	1	1	1	1	N	1	200	0	 	 	 	 	 	 
40025	2	1	12	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40026	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40026	2	5	.5	4	1	1	1	0	 	 	 	 	75	88	88	88	0	 
40027	1	1	250	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40028	1	1	68	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40028	2	10	2	4	1	1	1	1	N	1	2125	200	 	 	 	 	 	 
40029	1	5	2	4	1	0	0	1	Y	 	 	 	5	88	88	88	0	 
40029	2	1	150	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40030	1	1	30	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
40031	1	1	170	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40031	2	5	6	4	1	0	0	1	N	 	 	 	5	88	88	88	0	 
40032	1	1	165	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40032	2	5	1.5	4	1	1	88	1	N	 	 	 	76	88	88	88	0	 
40034	1	1	300	17	3	0	1	1	N	 	 	 	 	 	 	 	 	 
40035	1	4	80	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40035	2	5	2	4	1	0	0	1	Y	 	 	 	15	88	88	88	0	 
40036	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40036	2	5	2	4	1	1	0	1	Y	 	 	 	64	88	88	88	0	 
40036	3	5	1	4	1	1	0	1	Y	 	 	 	75	88	88	88	0	 
40036	4	5	.5	4	1	1	0	1	Y	 	 	 	42	88	88	88	0	 
40037	1	1	50	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40037	2	5	.25	2	1	1	1	1	Y	 	 	 	5	75	88	88	0	 
40038	1	1	850	17	1	1	0	1	N	 	 	 	 	 	 	 	 	 
40039	1	1	36	17	1	1	0	1	N	 	 	 	 	 	 	 	 	 
40040	1	1	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40040	2	8	36	17	1	1	1	0	 	1	3600	63	 	 	 	 	 	 
40041	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40042	1	5	4	4	1	1	1	1	Y	 	 	 	76	64	88	88	0	 
40043	1	1	191	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40043	2	8	191	17	1	1	1	1	N	1	3600	1140	 	 	 	 	 	 
40043	3	5	500	17	1	1	0	1	N	 	 	 	5	88	88	88	0	 
40044	1	1	100	17	1	1	0	1	N	 	 	 	 	 	 	 	 	 
40045	1	1	16	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
40046	1	1	150	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40046	2	10	1.5	4	1	1	1	1	N	1	424	40	 	 	 	 	 	 
40047	1	5	.5	2	1	1	1	1	Y	 	 	 	75	8	88	88	0	 
40047	2	1	450	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40048	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40048	2	11	.5	2	1	1	1	1	N	0	 	0	 	 	 	 	 	 
40048	3	9	48	17	1	1	1	1	N	1	180000	5000	 	 	 	 	 	 
40049	1	5	.25	2	1	1	1	1	N	 	 	 	35	130	88	88	0	 
40049	2	1	150	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40050	1	1	45	17	2	0	0	1	N	 	 	 	 	 	 	 	 	 
40051	1	4	340	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40051	2	5	2	4	1	0	1	1	N	 	 	 	5	88	88	88	0	 
40052	1	1	300	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40052	2	8	2000	17	5	0	0	1	N	1	870000	30000	 	 	 	 	 	 
40052	3	8	72	17	1	1	1	1	N	1	29000	5000	 	 	 	 	 	 
40052	4	20	1000	17	1	1	1	1	N	0	 	300	 	 	 	 	 	 
40053	1	1	300	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40054	1	1	500	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40054	2	10	2	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
40054	3	4	528	17	2	0	0	1	N	 	 	 	 	 	 	 	 	 
40055	1	1	28	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40055	2	5	3	4	1	0	0	1	Y	 	 	 	5	8	125	88	0	 
40056	1	1	100	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40057	1	1	200	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40057	2	7	193	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
40058	1	1	400	17	1	1	0	1	N	 	 	 	 	 	 	 	 	 
40058	2	5	3	4	1	0	0	1	N	 	 	 	5	75	44	125	0	 
40058	3	5	2	4	4	0	0	1	N	 	 	 	5	75	88	88	0	 
40059	1	1	30	15	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40059	2	5	2	4	1	0	0	1	N	 	 	 	5	88	88	88	0	 
40060	1	1	9	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40060	2	5	2	4	1	0	0	0	 	 	 	 	5	88	88	88	0	 
40061	1	1	56	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40061	2	7	194	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
40064	1	1	500	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40065	1	1	28	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40065	2	5	.5	4	1	0	0	0	 	 	 	 	5	88	88	88	0	 
40067	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40068	1	1	20	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40068	2	5	1	4	1	0	0	1	Y	 	 	 	8	88	88	88	0	 
40070	1	1	16	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40070	2	5	1	4	1	0	0	1	Y	 	 	 	5	88	88	88	0	 
40071	1	8	500	17	1	1	1	0	 	0	 	7500	 	 	 	 	 	 
40071	2	1	100	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
40071	3	7	100	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
40072	1	1	120	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40072	2	10	.5	2	1	1	1	1	Y	1	420	0	 	 	 	 	 	 
40073	1	1	49	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40073	2	5	2	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
40074	1	1	12	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
40075	1	1	300	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40075	2	5	.25	2	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
40076	1	1	16	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40077	1	1	350	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40078	1	4	315	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40079	1	1	54	17	3	0	88	0	 	 	 	 	 	 	 	 	 	 
40079	2	7	246	17	3	0	88	0	 	 	 	0	 	 	 	 	 	 
40079	3	8	300	17	1	1	1	1	N	1	36000	0	 	 	 	 	 	 
40080	1	1	300	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40081	1	1	400	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40081	2	5	1	4	1	1	0	1	Y	 	 	 	96	88	88	88	0	 
40082	1	1	6	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40082	2	5	2	4	1	3	1	1	N	 	 	 	75	5	88	88	0	 
40083	1	1	150	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40084	1	1	350	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40084	2	5	2	4	1	0	0	1	Y	 	 	 	5	15	88	88	0	 
40084	3	5	1	4	4	0	0	1	N	 	 	 	75	96	88	88	0	 
40085	1	1	77	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40086	1	1	400	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40086	2	5	2	4	1	88	1	1	N	 	 	 	75	5	88	88	1	1
40087	1	4	577	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40087	2	5	2	4	1	0	0	1	N	 	 	 	75	88	88	88	0	 
40089	1	1	126	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40089	2	5	3	4	1	0	0	1	Y	 	 	 	8	88	88	88	0	 
40090	1	1	150	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40090	2	5	1	4	1	0	0	1	N	 	 	 	75	88	88	88	0	 
40091	1	1	150	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40092	1	1	200	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
40093	1	1	20	17	2	0	88	0	 	 	 	 	 	 	 	 	 	 
40094	1	1	150	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40095	1	1	150	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40096	1	4	400	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
40096	2	10	.5	2	1	1	1	1	Y	1	750	0	 	 	 	 	 	 
40097	1	1	8	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40097	2	20	400	17	1	0	0	0	 	0	 	700	 	 	 	 	 	 
40098	1	4	50	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40100	1	1	49	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
40100	2	8	4	17	1	0	0	0	 	1	-77	1000	 	 	 	 	 	 
50001	1	1	35	17	1	1	0	1	Y	 	 	 	 	 	 	 	 	 
50001	2	5	1	4	1	0	0	1	Y	 	 	 	8	125	88	88	0	 
50002	1	1	168	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50002	2	7	39034	17	1	2	1	1	N	 	 	0	 	 	 	 	 	 
50002	3	5	14	4	1	2	1	1	N	 	 	 	130	5	88	88	0	 
50002	4	5	2	4	4	0	0	0	 	 	 	 	75	88	88	88	0	 
50002	5	9	38	17	1	1	1	1	N	1	360	200	 	 	 	 	 	 
50003	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50004	1	1	30	17	1	1	0	1	Y	 	 	 	 	 	 	 	 	 
50004	2	5	3.5	4	1	2	0	1	Y	 	 	 	8	43	125	130	0	 
50006	1	1	42	17	1	2	0	1	Y	 	 	 	 	 	 	 	 	 
50006	2	11	120	17	1	2	0	1	Y	0	 	0	 	 	 	 	 	 
50006	3	5	2	4	1	0	0	1	Y	 	 	 	8	130	88	88	0	 
50007	1	1	37	17	2	1	1	0	 	 	 	 	 	 	 	 	 	 
50007	2	7	163	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
50007	3	5	4	4	1	1	1	1	N	 	 	 	130	125	88	88	0	 
50008	1	1	15	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50008	2	10	1	4	1	2	0	0	 	1	500	0	 	 	 	 	 	 
50009	1	1	93	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50009	2	7	200	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
50009	3	5	2	4	1	2	1	1	N	 	 	 	125	75	88	88	0	 
50009	4	5	2	4	4	0	0	0	 	 	 	 	130	88	88	88	0	 
50009	5	5	1	4	4	0	0	0	 	 	 	 	8	88	88	88	0	 
50009	6	9	8	17	1	1	1	1	N	1	360	0	 	 	 	 	 	 
50010	1	1	36	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
50010	3	10	2.5	4	3	0	0	0	 	1	3060	0	 	 	 	 	 	 
50010	4	5	1	4	1	1	1	0	 	 	 	 	8	20	50	88	1	4
50010	5	5	2	4	4	0	0	0	 	 	 	 	125	88	88	88	0	 
50011	1	1	156	17	1	0	1	0	 	 	 	 	 	 	 	 	 	 
50011	2	7	700	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
50011	3	5	5	4	1	2	1	1	N	 	 	 	130	125	88	88	0	 
50012	1	1	25	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
50012	2	10	.5	2	1	1	1	1	Y	1	2400	750	 	 	 	 	 	 
50014	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50014	2	5	1	4	1	0	0	1	Y	 	 	 	125	130	88	88	0	 
50016	1	1	27	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
50016	2	7	213	17	2	2	1	1	Y	 	 	0	 	 	 	 	 	 
50016	3	10	3	4	1	2	1	1	Y	1	1900	0	 	 	 	 	 	 
50017	1	1	42	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
50017	2	8	24	17	1	1	1	0	 	1	12000	240	 	 	 	 	 	 
50017	3	7	108	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
50018	1	1	24	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50019	1	1	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50019	2	7	960	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
50019	3	5	2	4	1	2	1	0	 	 	 	 	8	125	88	88	0	 
50019	4	5	1	4	4	0	0	0	 	 	 	 	125	88	88	88	0	 
50020	1	1	42	17	1	2	1	1	Y	 	 	 	 	 	 	 	 	 
50020	2	5	4	4	1	2	1	1	Y	 	 	 	8	64	125	88	0	 
50020	3	5	3	4	4	0	0	0	 	 	 	 	15	75	130	88	0	 
50021	1	1	48	17	1	0	0	1	Y	 	 	 	 	 	 	 	 	 
50021	2	5	2	4	1	0	0	1	Y	 	 	 	8	125	88	88	0	 
50021	3	7	352	17	1	2	0	1	Y	 	 	0	 	 	 	 	 	 
50022	1	1	30	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
50022	2	5	5	4	1	2	0	1	Y	 	 	 	125	8	88	88	0	 
50023	1	1	45	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
50023	2	5	.25	2	1	1	1	1	Y	 	 	 	125	130	88	88	0	 
50023	3	5	.5	2	2	0	0	0	 	 	 	 	8	88	88	88	0	 
50023	4	5	.25	2	4	0	0	0	 	 	 	 	125	88	88	88	0	 
50023	5	8	64	17	1	1	1	0	 	1	420	150	 	 	 	 	 	 
50024	1	1	28	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
50024	2	5	2	4	1	2	0	1	Y	 	 	 	8	75	125	88	0	 
50024	3	5	1	4	4	0	0	0	 	 	 	 	130	88	88	88	0	 
50025	1	4	28	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50025	2	5	1	4	1	2	1	1	N	 	 	 	8	125	88	88	0	 
50026	1	1	20	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50026	2	5	.5	2	1	1	1	1	N	 	 	 	125	130	88	88	0	 
50027	1	1	30	17	2	1	0	1	Y	 	 	 	 	 	 	 	 	 
50027	2	5	2	4	1	2	0	1	Y	 	 	 	8	15	125	130	0	 
50027	3	5	2	4	4	0	0	0	 	 	 	 	75	125	88	88	0	 
50028	1	1	77	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50028	2	1	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50028	3	7	83	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
50028	4	5	2.5	4	1	2	1	1	N	 	 	 	130	75	88	88	0	 
50030	1	1	48	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50030	2	8	42	17	1	1	1	0	 	1	60	0	 	 	 	 	 	 
50030	3	8	30	17	1	1	1	1	N	1	380	0	 	 	 	 	 	 
50030	4	10	1	2	1	1	1	1	N	1	5600	400	 	 	 	 	 	 
50030	5	5	.5	2	4	0	0	0	 	 	 	 	15	88	88	88	0	 
50031	1	1	28	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
50031	2	5	1	4	1	2	0	1	Y	 	 	 	75	64	88	88	0	 
50031	3	5	2	4	4	0	0	0	 	 	 	 	8	75	125	130	0	 
50032	1	1	18	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50032	2	8	18	17	2	0	0	0	 	1	18000	300	 	 	 	 	 	 
50033	1	1	16	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50034	1	1	50	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
50034	2	7	322	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
50034	3	9	28	17	1	1	1	1	Y	1	3000	0	 	 	 	 	 	 
50035	1	1	24	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
50035	2	7	24	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
50035	3	5	2	4	1	2	1	1	N	 	 	 	130	8	88	88	0	 
50036	1	1	40	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
50037	1	1	30	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
50037	2	5	1	4	1	0	0	1	Y	 	 	 	125	8	88	88	0	 
50038	1	1	50	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
50038	2	5	10	4	4	0	0	0	 	 	 	 	8	43	125	130	0	 
50039	1	1	16	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
50039	2	11	.25	2	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
50040	1	1	24	17	1	1	77	0	 	 	 	 	 	 	 	 	 	 
50040	2	5	2	4	1	0	77	0	 	 	 	 	75	130	88	88	0	 
50040	3	5	1	4	4	0	0	0	 	 	 	 	125	88	88	88	0	 
50041	1	1	48	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
