CHILDCODE	IMEVIDR4	RKEVR4	LOSS09R4	LOSS10R4	LOSS11R4	LOSS12R4	LOSS13R4	RESEVR41	RESEVR42	RESEVR43
50043	1	23	 	 	 	 	4	13	7	88
50043	2	39	 	 	 	3	 	23	7	88
50043	3	88	 	 	 	 	 	 	 	 
50045	1	14	 	 	4	 	 	9	7	88
50045	2	36	 	 	 	 	4	9	7	88
50045	3	29	 	 	 	 	4	18	7	88
50046	1	47	 	3	3	3	 	2	1	88
50046	2	29	 	 	 	 	3	7	88	88
50046	3	12	 	 	3	 	 	2	7	88
50047	1	88	 	 	 	 	 	 	 	 
50047	2	88	 	 	 	 	 	 	 	 
50047	3	88	 	 	 	 	 	 	 	 
50048	1	23	 	4	4	 	 	24	19	88
50048	2	88	 	 	 	 	 	 	 	 
50048	3	88	 	 	 	 	 	 	 	 
50049	1	29	 	 	 	4	4	1	16	7
50049	2	47	3	3	3	3	3	2	1	7
50049	3	88	 	 	 	 	 	 	 	 
50050	1	25	 	 	 	2	 	7	88	88
50050	2	88	 	 	 	 	 	 	 	 
50050	3	88	 	 	 	 	 	 	 	 
50051	1	14	 	 	 	4	 	20	1	2
50051	2	88	 	 	 	 	 	 	 	 
50051	3	88	 	 	 	 	 	 	 	 
50052	1	47	3	3	3	3	 	2	1	88
50052	2	28	 	3	 	 	 	1	7	88
50052	3	16	 	 	3	 	 	18	7	88
50053	1	27	 	 	 	2	 	1	7	88
50053	2	88	 	 	 	 	 	 	 	 
50053	3	88	 	 	 	 	 	 	 	 
50054	1	35	 	 	 	1	 	15	88	88
50054	2	39	 	 	 	4	 	9	16	88
50054	3	1	 	 	 	3	 	8	16	88
50055	1	14	 	 	 	3	 	9	7	88
50055	2	39	 	 	 	 	2	17	7	88
50055	3	88	 	 	 	 	 	 	 	 
50056	1	88	 	 	 	 	 	 	 	 
50056	2	88	 	 	 	 	 	 	 	 
50056	3	88	 	 	 	 	 	 	 	 
50057	1	47	4	4	4	4	4	18	7	88
50057	2	88	 	 	 	 	 	 	 	 
50057	3	88	 	 	 	 	 	 	 	 
50058	1	47	4	4	4	4	4	2	1	20
50058	2	28	 	 	 	 	3	20	7	88
50058	3	12	3	3	3	3	 	2	7	88
50059	1	88	 	 	 	 	 	 	 	 
50059	2	88	 	 	 	 	 	 	 	 
50059	3	88	 	 	 	 	 	 	 	 
50060	1	40	 	 	 	4	4	18	7	88
50060	2	47	 	 	 	4	4	18	7	88
50060	3	88	 	 	 	 	 	 	 	 
50061	1	38	 	 	 	3	 	17	7	88
50061	2	47	 	3	3	3	 	2	7	88
50061	3	39	 	 	 	2	 	17	7	88
50062	1	47	4	4	4	4	4	2	7	28
50062	2	88	 	 	 	 	 	 	 	 
50062	3	88	 	 	 	 	 	 	 	 
50063	1	88	 	 	 	 	 	 	 	 
50063	2	88	 	 	 	 	 	 	 	 
50063	3	88	 	 	 	 	 	 	 	 
50064	1	47	4	4	4	4	4	2	1	88
50064	2	88	 	 	 	 	 	 	 	 
50064	3	88	 	 	 	 	 	 	 	 
50065	1	88	 	 	 	 	 	 	 	 
50065	2	88	 	 	 	 	 	 	 	 
50065	3	88	 	 	 	 	 	 	 	 
50066	1	88	 	 	 	 	 	 	 	 
50066	2	88	 	 	 	 	 	 	 	 
50066	3	88	 	 	 	 	 	 	 	 
50068	1	37	 	4	 	 	 	20	7	88
50068	2	29	 	 	 	 	3	1	7	88
50068	3	88	 	 	 	 	 	 	 	 
50070	1	88	 	 	 	 	 	 	 	 
50070	2	88	 	 	 	 	 	 	 	 
50070	3	88	 	 	 	 	 	 	 	 
50072	1	29	 	 	 	 	4	18	2	7
50072	2	88	 	 	 	 	 	 	 	 
50072	3	88	 	 	 	 	 	 	 	 
50073	1	88	 	 	 	 	 	 	 	 
50073	2	88	 	 	 	 	 	 	 	 
50073	3	88	 	 	 	 	 	 	 	 
50074	1	34	 	 	 	4	 	16	7	88
50074	2	1	 	 	 	3	 	7	88	88
50074	3	47	 	3	3	3	3	7	88	88
50075	1	41	4	 	 	 	 	1	7	88
50075	2	88	 	 	 	 	 	 	 	 
50075	3	88	 	 	 	 	 	 	 	 
50076	1	29	 	 	 	 	4	18	2	1
50076	2	32	 	 	4	 	 	8	9	16
50076	3	47	 	 	 	 	3	2	1	7
50077	1	12	 	 	 	3	 	2	1	88
50077	2	13	 	 	3	 	 	16	7	88
50077	3	39	 	 	2	 	 	19	88	88
50078	1	14	 	 	 	3	 	7	88	88
50078	2	38	 	 	 	 	2	17	7	88
50078	3	88	 	 	 	 	 	 	 	 
50079	1	14	4	 	 	3	 	9	20	2
50079	2	88	 	 	 	 	 	 	 	 
50079	3	88	 	 	 	 	 	 	 	 
50081	1	29	 	 	 	3	 	20	7	88
50081	2	25	 	 	 	3	 	7	88	88
50081	3	88	 	 	 	 	 	 	 	 
50082	1	29	 	 	 	 	4	20	2	1
50082	2	25	 	 	 	3	 	16	7	88
50082	3	23	 	 	 	 	3	16	7	88
50083	1	47	2	3	3	3	4	2	1	7
50083	2	14	 	 	 	 	4	7	88	88
50083	3	88	 	 	 	 	 	 	 	 
50084	1	14	 	 	 	3	 	1	7	88
50084	2	88	 	 	 	 	 	 	 	 
50084	3	88	 	 	 	 	 	 	 	 
50085	1	14	 	 	 	 	4	19	7	88
50085	2	88	 	 	 	 	 	 	 	 
50085	3	88	 	 	 	 	 	 	 	 
50086	1	14	 	 	 	3	 	7	88	88
50086	2	88	 	 	 	 	 	 	 	 
50086	3	88	 	 	 	 	 	 	 	 
50087	1	1	 	 	 	 	4	9	7	88
50087	2	14	 	 	 	 	3	9	7	88
50087	3	29	 	 	 	3	3	1	7	88
50088	1	27	 	 	 	 	3	1	7	88
50088	2	88	 	 	 	 	 	 	 	 
50088	3	88	 	 	 	 	 	 	 	 
50089	1	45	 	 	 	4	 	20	7	88
50089	2	14	 	3	 	 	 	7	88	88
50089	3	37	 	 	 	3	 	20	7	88
50090	1	29	 	 	 	 	4	20	2	7
50090	2	24	 	 	 	3	 	7	88	28
50090	3	14	 	 	 	3	 	7	88	28
50091	1	14	 	 	3	 	 	8	7	88
50091	2	38	 	 	 	2	 	20	7	88
50091	3	88	 	 	 	 	 	 	 	 
50092	1	27	 	 	 	3	4	2	1	7
50092	2	28	 	 	 	3	 	1	7	88
50092	3	88	 	 	 	 	 	 	 	 
50093	1	29	 	 	3	 	 	20	7	88
50093	2	39	 	 	 	2	 	20	7	88
50093	3	88	 	 	 	 	 	 	 	 
50094	1	88	 	 	 	 	 	 	 	 
50094	2	88	 	 	 	 	 	 	 	 
50094	3	88	 	 	 	 	 	 	 	 
50095	1	28	 	 	 	4	 	20	9	88
50095	2	14	 	 	 	 	3	7	88	88
50095	3	39	 	 	 	 	2	17	7	88
50096	1	88	 	 	 	 	 	 	 	 
50096	2	88	 	 	 	 	 	 	 	 
50096	3	88	 	 	 	 	 	 	 	 
50097	1	88	 	 	 	 	 	 	 	 
50097	2	88	 	 	 	 	 	 	 	 
50097	3	88	 	 	 	 	 	 	 	 
50098	1	47	3	3	3	3	 	2	1	88
50098	2	29	 	 	 	3	 	20	7	88
50098	3	39	 	 	 	 	2	17	7	88
50099	1	38	 	 	 	 	2	20	7	88
50099	2	14	 	 	 	2	 	9	7	88
50099	3	88	 	 	 	 	 	 	 	 
50100	1	29	 	 	 	3	 	1	7	88
50100	2	27	 	 	 	3	 	7	88	88
50100	3	12	 	 	 	3	 	2	7	88
60002	1	12	 	3	3	2	 	16	1	20
60002	2	29	3	3	3	3	 	2	16	20
60002	3	28	 	 	3	3	 	1	2	18
60003	1	24	 	 	4	3	 	6	2	20
60003	2	12	 	 	 	3	 	2	16	88
60003	3	47	 	 	3	3	 	2	1	18
60004	1	23	 	4	 	 	 	1	2	8
60004	2	16	 	 	3	 	 	12	6	88
60004	3	36	 	2	 	 	 	1	2	88
60005	1	47	 	 	 	3	 	20	2	18
60005	2	28	 	 	 	3	 	2	20	88
60005	3	14	 	3	 	 	 	2	1	88
60006	1	26	 	 	 	4	 	1	20	19
60006	2	12	 	4	4	4	4	1	20	2
60006	3	24	 	 	4	4	 	1	20	2
60007	1	27	 	 	 	4	 	1	2	22
60007	2	29	 	 	 	 	3	1	2	18
60007	3	47	 	 	 	 	2	12	22	88
60008	1	12	2	4	4	4	 	2	20	88
60008	2	14	 	 	 	3	 	7	88	88
60008	3	25	 	 	 	2	 	2	88	88
60009	1	14	 	 	 	4	 	2	16	1
60009	2	29	 	3	3	3	3	1	2	20
60009	3	24	 	 	 	3	 	1	20	2
60010	1	14	 	 	 	4	 	18	27	88
60010	2	29	 	 	 	3	 	1	2	88
60010	3	28	 	 	 	2	 	1	2	18
60011	1	14	 	 	 	4	 	6	22	18
60011	2	12	 	 	 	3	 	27	1	2
60011	3	24	 	2	 	 	 	6	18	22
60012	1	23	 	4	 	 	 	24	9	88
60012	2	14	 	 	 	3	 	1	2	88
60012	3	29	 	 	 	2	 	1	2	6
60013	1	39	4	4	4	4	4	20	13	2
60013	2	29	3	3	3	3	 	20	13	1
60013	3	12	 	2	2	2	 	20	13	2
60014	1	12	4	4	4	4	 	2	1	18
60014	2	29	2	3	4	4	 	2	20	18
60014	3	25	 	 	2	 	 	1	2	20
60016	1	29	3	3	3	3	3	2	1	20
60016	2	24	 	 	 	3	 	2	1	20
60016	3	12	 	2	2	2	2	2	1	20
60017	1	13	 	 	 	 	4	18	7	88
60017	2	24	 	 	 	3	 	1	2	18
60017	3	14	 	 	 	2	 	18	1	2
60018	1	27	 	 	 	4	 	20	2	16
60018	2	28	 	 	 	3	3	20	2	1
60018	3	14	 	 	3	 	 	7	88	88
60019	1	29	 	 	4	 	 	1	2	88
60019	2	39	 	 	 	3	 	25	13	88
60019	3	47	 	 	 	3	 	1	2	18
60020	1	29	 	 	 	4	 	18	27	88
60020	2	47	 	 	 	3	 	18	13	88
60020	3	25	 	 	 	2	 	13	18	88
60021	1	24	 	 	3	3	 	2	20	1
60021	2	12	2	2	2	3	3	20	16	88
60021	3	27	 	 	 	3	 	1	2	20
60022	1	26	 	 	 	4	 	19	1	2
60022	2	13	 	 	 	3	 	27	1	2
60022	3	28	 	 	2	 	 	1	2	88
60023	1	28	 	 	2	3	4	2	1	88
60023	2	14	 	 	 	 	3	2	88	88
60023	3	88	 	 	 	 	 	 	 	 
60024	1	29	 	3	3	3	3	2	1	20
60024	2	27	 	 	 	3	 	2	1	20
60024	3	14	 	 	 	 	3	2	1	88
60025	1	47	 	 	3	4	 	2	18	88
60025	2	24	 	 	3	3	 	2	18	88
60025	3	39	 	 	 	2	 	2	13	88
60026	1	38	 	 	 	4	 	25	1	2
60026	2	29	 	 	 	 	3	1	2	22
60026	3	12	 	 	 	2	 	1	2	18
60027	1	29	 	 	 	4	 	1	2	88
60027	2	42	 	 	 	 	3	16	18	23
60027	3	41	 	 	 	2	 	1	2	18
60028	1	27	 	 	 	4	 	2	1	12
60028	2	14	 	 	 	3	 	12	88	88
60028	3	12	 	3	3	3	 	18	2	88
60029	1	14	 	 	4	 	 	1	12	2
60029	2	47	 	 	2	3	3	1	12	2
60029	3	27	 	 	 	3	 	2	1	12
60030	1	29	 	 	 	4	 	1	2	18
60030	2	26	 	 	 	2	 	18	19	88
60030	3	27	 	 	 	2	 	1	2	88
60031	1	14	 	 	3	4	 	2	1	88
60031	2	27	 	 	 	2	 	1	2	20
60031	3	13	 	 	 	2	 	1	2	20
60032	1	28	 	 	 	4	 	1	2	20
60032	2	27	 	 	 	4	 	1	2	20
60032	3	14	 	 	3	 	 	2	1	88
60033	1	12	 	 	4	4	 	2	16	18
60033	2	27	 	 	 	3	 	1	2	20
60033	3	47	 	 	 	3	2	20	2	16
60034	1	24	 	 	4	4	 	20	2	1
60034	2	47	 	3	3	4	 	2	16	20
60034	3	12	 	3	3	3	 	1	20	88
60035	1	29	 	 	 	 	4	1	2	6
60035	2	1	 	 	 	3	 	8	7	88
60035	3	24	 	 	 	2	 	1	2	6
60036	1	14	 	 	4	 	 	2	1	22
60036	2	25	 	 	3	3	 	1	2	18
60036	3	37	 	 	2	2	 	2	23	17
60037	1	27	 	 	 	4	 	16	20	2
60037	2	14	 	4	4	 	 	1	7	88
60037	3	38	 	 	 	3	 	20	2	88
60038	1	27	 	 	 	4	 	1	2	88
60038	2	24	 	 	3	3	 	2	1	88
60038	3	29	2	2	3	3	3	2	1	88
60039	1	27	 	 	 	4	 	20	2	1
60039	2	28	 	 	2	3	 	1	20	88
60039	3	12	 	 	3	2	 	2	1	88
60040	1	14	4	 	 	 	 	1	2	88
60040	2	27	 	 	 	3	 	2	1	20
60040	3	29	 	 	 	2	2	2	1	20
60041	1	26	 	 	 	4	 	1	2	88
60041	2	14	3	 	 	 	 	1	2	18
60041	3	27	 	 	 	2	 	1	2	6
60042	1	27	 	 	3	4	 	2	20	88
60042	2	14	 	 	 	4	 	2	88	88
60042	3	24	 	3	3	 	 	20	2	1
60043	1	27	 	 	 	4	 	2	1	18
60043	2	47	 	 	3	2	3	1	2	18
60043	3	12	 	3	4	3	 	1	2	4
60045	1	1	 	 	 	 	4	1	2	88
60045	2	37	 	 	 	 	3	25	20	88
60045	3	29	 	 	 	2	 	1	2	88
60046	1	29	 	4	4	4	 	20	2	88
60046	2	1	 	 	2	3	 	20	2	88
60046	3	12	 	2	2	2	 	20	2	7
60047	1	12	 	 	 	4	 	1	2	6
60047	2	28	 	 	 	3	 	1	2	88
60047	3	27	 	 	 	2	 	1	2	88
60048	1	27	 	 	 	4	 	1	2	18
60048	2	47	 	 	 	3	 	1	2	18
60048	3	12	 	 	 	2	 	1	2	88
60049	1	39	 	 	4	 	 	20	16	2
60049	2	27	 	 	 	4	 	1	2	88
60049	3	47	 	 	 	3	 	1	2	88
60050	1	45	 	 	3	 	 	25	2	1
60050	2	1	 	 	3	 	 	1	2	88
60050	3	27	 	 	 	2	 	1	2	88
60051	1	24	 	4	4	4	 	2	17	20
60051	2	29	 	3	 	3	 	16	2	20
60051	3	12	 	 	2	2	 	16	18	20
60052	1	29	 	 	4	4	4	1	2	9
60052	2	39	 	2	2	2	 	23	16	88
60052	3	27	 	 	 	4	 	9	1	2
60053	1	14	 	 	 	4	 	1	2	88
60053	2	42	 	 	 	 	3	16	20	9
60053	3	12	 	 	 	2	 	27	1	2
60054	1	32	 	 	 	3	 	2	9	88
60054	2	23	 	 	 	3	 	24	88	88
60054	3	47	3	3	2	3	2	20	2	1
60055	1	12	3	3	3	3	 	2	1	16
60055	2	28	 	4	4	4	4	1	2	20
60055	3	29	2	2	2	2	2	19	2	20
60056	1	28	 	 	4	4	 	2	1	88
60056	2	24	 	 	4	3	 	20	2	88
60056	3	38	 	3	 	 	 	16	17	88
60058	1	47	 	 	 	3	2	1	2	88
60058	2	45	 	 	 	3	 	2	18	17
60058	3	88	 	 	 	 	 	 	 	 
60059	1	45	 	 	4	3	 	1	2	18
60059	2	12	 	 	3	2	 	2	17	88
60059	3	28	 	 	 	2	 	1	2	88
60060	1	29	3	4	4	4	 	16	20	23
60060	2	24	 	3	3	3	 	2	16	23
60060	3	12	 	4	4	4	 	20	23	16
60061	1	29	 	 	 	4	4	1	20	2
60061	2	26	 	 	 	 	3	1	18	2
60061	3	24	 	2	2	2	3	1	18	2
60062	1	25	 	 	 	 	4	19	18	88
60062	2	28	 	 	 	 	3	18	88	88
60062	3	26	 	 	 	 	2	19	88	88
60063	1	13	 	 	 	4	 	2	1	88
60063	2	26	 	 	 	3	 	7	88	88
60063	3	29	2	2	3	3	3	1	2	20
60064	1	24	 	4	3	3	 	20	18	88
60064	2	27	 	 	4	 	 	1	2	18
60064	3	47	 	 	3	3	 	1	2	20
60065	1	35	1	 	 	 	 	7	88	88
60065	2	29	2	2	3	4	4	1	20	2
60065	3	24	 	 	4	4	 	1	2	20
60066	1	47	 	 	 	4	 	18	22	88
60066	2	28	 	 	3	 	 	10	88	88
60066	3	12	 	 	 	2	 	18	88	88
60067	1	37	 	 	4	 	 	20	23	2
60067	2	24	 	 	2	2	2	2	1	20
60067	3	29	2	2	2	3	3	1	2	12
60068	1	24	3	3	3	3	3	20	18	2
60068	2	29	2	2	2	2	2	20	2	1
60068	3	88	 	 	 	 	 	 	 	 
60071	1	26	 	 	 	4	 	2	1	88
60071	2	14	 	 	3	3	3	1	2	88
60071	3	24	 	 	2	2	2	2	1	20
60072	1	26	 	 	4	4	 	20	2	7
60072	2	12	 	 	2	2	 	20	2	88
60072	3	24	 	3	3	4	 	20	2	7
60073	1	24	4	4	4	4	 	18	12	1
60073	2	27	 	 	 	2	2	2	18	12
60073	3	47	2	2	2	3	 	1	2	18
60074	1	24	 	 	 	4	 	20	23	88
60074	2	47	 	 	3	 	 	20	23	18
60074	3	41	 	 	2	 	 	7	88	88
60075	1	24	 	 	4	4	 	1	2	20
60075	2	29	 	2	2	3	3	1	2	20
60075	3	26	2	2	2	2	2	1	2	20
60076	1	29	2	2	2	3	 	2	13	20
60076	2	24	 	2	2	3	 	2	13	20
60076	3	27	 	2	2	2	 	2	20	16
60077	1	24	 	3	3	3	 	18	2	16
60077	2	28	 	 	4	4	 	2	18	16
60077	3	26	 	2	2	3	 	18	2	7
60078	1	16	 	4	 	 	 	22	18	88
60078	2	88	 	 	 	 	 	 	 	 
60078	3	88	 	 	 	 	 	 	 	 
60080	1	12	 	 	 	4	 	27	1	2
60080	2	47	 	 	 	3	 	1	2	88
60080	3	28	 	 	 	 	2	1	2	88
60081	1	29	 	 	3	3	3	9	2	1
60081	2	24	 	3	3	4	 	1	2	12
60081	3	39	 	2	2	2	 	23	2	88
60082	1	88	 	 	 	 	 	 	 	 
60082	2	88	 	 	 	 	 	 	 	 
60082	3	88	 	 	 	 	 	 	 	 
60083	1	12	 	 	 	 	4	27	18	88
60083	2	38	 	 	 	3	 	25	1	88
60083	3	14	 	 	3	 	 	1	2	88
60084	1	39	 	 	 	 	4	16	88	88
60084	2	24	 	3	4	3	 	2	20	88
60084	3	26	 	 	 	3	 	2	88	88
60085	1	24	 	4	4	4	 	2	20	22
60085	2	1	2	2	2	2	 	1	20	22
60085	3	12	2	2	2	2	 	1	2	20
60086	1	37	 	 	 	4	4	1	16	2
60086	2	29	 	2	3	 	 	2	18	88
60086	3	47	 	 	2	3	2	1	2	88
60087	1	29	 	2	2	3	3	20	16	19
60087	2	47	2	2	2	3	3	20	16	23
60087	3	42	 	 	 	3	3	20	23	88
60088	1	29	 	 	3	3	3	1	2	20
60088	2	12	 	 	 	3	3	20	16	88
60088	3	26	2	2	3	4	 	18	88	88
60089	1	38	4	 	 	 	 	20	23	88
60089	2	13	 	 	 	4	 	1	2	20
60089	3	28	 	 	2	2	2	2	1	20
60091	1	47	 	 	 	4	 	1	2	88
60091	2	14	 	 	3	 	 	18	22	88
60091	3	1	 	 	 	2	 	24	1	2
60092	1	1	 	4	 	 	 	2	20	16
60092	2	24	 	3	 	2	 	20	1	2
60092	3	25	 	 	 	2	 	2	18	88
60093	1	14	 	 	 	4	 	16	6	22
60093	2	26	 	 	 	3	 	1	2	88
60093	3	12	 	 	 	2	 	27	1	2
60094	1	14	 	4	3	 	 	18	88	88
60094	2	1	 	 	2	3	 	2	13	88
60094	3	24	 	 	3	3	 	2	1	88
60095	1	39	3	3	3	3	 	17	88	88
60095	2	38	 	 	 	3	 	17	88	88
60095	3	29	2	2	2	2	2	17	88	88
60096	1	14	 	 	4	 	 	18	2	13
60096	2	28	 	 	2	3	4	7	4	1
60096	3	47	 	 	2	3	4	1	2	7
60097	1	24	 	3	3	3	 	20	13	2
60097	2	28	 	3	2	 	 	2	1	88
60097	3	47	 	 	 	2	3	2	20	88
60098	1	37	 	 	3	3	 	23	88	88
60098	2	24	 	 	4	4	4	1	2	88
60098	3	28	 	3	3	3	3	1	2	88
60100	1	29	 	4	4	4	4	18	20	2
60100	2	24	2	2	2	2	 	2	1	18
60100	3	12	 	 	2	2	 	2	1	18
70001	1	37	 	 	4	3	 	1	7	88
70001	2	47	 	 	 	3	2	2	1	7
70001	3	26	 	 	 	2	 	1	7	88
70002	1	14	 	 	 	3	 	7	88	88
70002	2	47	3	2	3	3	3	2	7	88
70002	3	1	 	 	 	2	 	7	88	88
70003	1	37	4	4	3	3	3	1	2	12
70003	2	47	 	 	3	3	 	1	2	12
70003	3	88	 	 	 	 	 	 	 	 
70004	1	27	 	 	 	 	4	18	20	88
70004	2	25	 	 	 	3	 	20	23	88
70004	3	16	 	 	2	 	 	12	22	88
70005	1	29	2	2	3	3	3	1	2	88
70005	2	14	 	 	4	 	 	7	88	88
70005	3	27	 	 	 	 	3	7	88	88
70006	1	26	 	 	 	4	 	1	2	88
70006	2	28	 	 	 	3	 	1	2	88
70006	3	47	 	 	 	2	 	2	18	88
70007	1	24	 	 	 	3	 	1	2	7
70007	2	47	 	 	3	3	 	2	16	88
70007	3	14	 	 	3	 	 	7	88	88
70008	1	47	 	 	 	4	2	16	2	1
70008	2	24	 	3	2	 	 	1	16	7
70008	3	27	 	 	 	3	 	1	2	16
70009	1	14	 	3	4	2	 	1	2	88
70009	2	29	 	3	3	4	4	2	1	20
70009	3	24	 	 	4	4	 	1	20	18
70010	1	16	 	 	4	 	 	18	1	2
70010	2	47	 	 	 	3	 	1	2	88
70010	3	26	 	 	 	2	 	1	2	88
70011	1	40	4	 	 	 	 	1	2	6
70011	2	38	 	 	 	3	 	1	2	88
70011	3	47	 	 	 	 	2	1	2	22
70012	1	28	 	 	 	4	 	1	2	88
70012	2	47	 	 	 	3	 	1	2	88
70012	3	27	 	 	 	2	 	1	2	88
70013	1	29	 	4	4	4	 	20	1	2
70013	2	14	 	 	 	3	 	1	20	7
70013	3	88	 	 	 	 	 	 	 	 
70014	1	45	 	 	4	4	 	16	9	20
70014	2	47	 	 	 	3	 	1	2	88
70014	3	30	 	 	 	2	 	2	88	88
70015	1	27	 	 	 	4	 	1	18	88
70015	2	24	 	 	 	4	4	1	20	18
70015	3	47	 	 	 	4	4	2	20	18
70016	1	29	4	4	4	4	4	1	16	18
70016	2	88	 	 	 	 	 	 	 	 
70016	3	88	 	 	 	 	 	 	 	 
70017	1	27	 	 	 	4	 	18	20	88
70017	2	14	 	 	 	3	 	18	88	88
70017	3	30	 	 	 	2	 	10	88	88
70018	1	36	 	 	4	 	 	2	20	1
70018	2	29	 	2	2	2	 	1	2	20
70018	3	1	 	 	4	 	 	2	20	88
70019	1	24	 	 	 	4	 	16	1	2
70019	2	27	 	 	 	2	 	1	16	88
70019	3	10	 	 	2	 	 	20	2	88
70020	1	29	 	 	 	4	 	20	18	7
70020	2	1	 	4	 	 	 	20	18	88
70020	3	37	 	 	 	 	2	7	88	88
70021	1	29	 	 	4	4	4	1	20	9
70021	2	28	 	 	2	4	4	1	20	9
70021	3	27	 	 	 	4	 	1	20	9
70022	1	29	 	4	4	4	 	1	20	2
70022	2	24	 	 	 	 	4	1	2	7
70022	3	27	 	 	 	 	3	7	88	88
70023	1	38	 	 	4	 	 	23	1	2
70023	2	27	 	 	 	 	3	1	2	88
70023	3	88	 	 	 	 	 	 	 	 
70024	1	24	 	 	 	3	 	1	2	16
70024	2	27	 	 	 	4	 	1	2	88
70024	3	47	 	 	 	2	2	1	2	88
70025	1	29	 	 	4	3	4	18	2	6
70025	2	24	 	 	 	 	3	7	88	88
70025	3	88	 	 	 	 	 	 	 	 
70026	1	24	 	 	 	 	4	1	18	20
70026	2	27	 	 	 	 	2	1	18	88
70026	3	1	 	 	 	2	 	24	88	88
70027	1	47	 	 	 	2	2	18	2	88
70027	2	1	 	 	 	2	 	18	2	88
70027	3	88	 	 	 	 	 	 	 	 
70028	1	14	 	 	 	3	 	2	1	7
70028	2	47	 	 	 	3	3	1	2	7
70028	3	1	3	 	 	 	 	7	88	88
70029	1	47	 	 	 	3	2	1	2	7
70029	2	88	 	 	 	 	 	 	 	 
70029	3	88	 	 	 	 	 	 	 	 
70030	1	14	4	 	 	 	 	18	1	88
70030	2	47	3	3	3	4	2	2	1	18
70030	3	41	 	2	 	 	 	18	1	7
70031	1	14	 	 	4	 	 	18	1	2
70031	2	27	 	 	 	4	 	18	20	7
70031	3	29	3	3	3	4	4	20	18	7
70032	1	24	 	 	 	4	 	1	2	88
70032	2	47	 	 	3	 	 	1	2	19
70032	3	14	 	 	2	 	 	1	2	88
70033	1	24	 	 	 	3	 	2	1	88
70033	2	47	 	 	3	3	 	2	16	1
70033	3	39	 	 	 	2	 	7	88	88
70034	1	29	4	4	4	4	4	20	1	2
70034	2	27	 	 	 	 	3	1	20	2
70034	3	24	 	 	 	3	 	1	2	20
70035	1	27	 	 	 	 	3	1	18	20
70035	2	25	 	 	 	 	2	18	23	20
70035	3	39	 	 	 	2	 	20	88	88
70036	1	29	 	4	 	3	 	2	20	88
70036	2	38	 	 	2	 	 	2	20	16
70036	3	24	 	 	 	3	 	1	2	16
70037	1	47	 	3	3	4	4	2	1	88
70037	2	38	4	4	 	 	 	25	6	88
70037	3	88	 	 	 	 	 	 	 	 
70038	1	30	 	4	 	 	 	23	1	2
70038	2	1	 	 	 	3	 	18	22	88
70038	3	16	 	 	 	 	2	18	22	88
70039	1	47	 	 	 	 	3	2	23	7
70039	2	1	 	 	 	2	 	7	88	88
70039	3	24	 	 	 	3	 	23	7	88
70040	1	47	 	 	3	3	 	2	1	88
70040	2	25	 	 	 	2	 	2	7	88
70040	3	14	 	 	2	2	 	7	88	88
70041	1	29	 	 	 	4	3	16	1	88
70041	2	14	 	 	4	3	 	2	1	88
70041	3	24	 	 	 	 	4	1	88	88
70042	1	39	 	 	 	4	 	16	1	7
70042	2	36	 	 	 	4	 	16	7	88
70042	3	29	 	 	3	3	 	16	1	7
70043	1	47	 	3	3	4	4	2	20	1
70043	2	39	 	 	 	3	 	23	88	88
70043	3	24	 	 	 	4	 	1	2	18
70044	1	34	 	4	 	 	 	1	2	88
70044	2	26	 	 	 	3	 	10	88	88
70044	3	23	 	 	2	 	 	24	8	88
70045	1	28	 	 	4	 	 	1	20	19
70045	2	27	4	4	 	 	 	20	19	88
70045	3	23	 	 	 	4	 	20	19	88
70046	1	29	 	 	 	 	4	1	20	88
70046	2	42	 	 	 	3	3	20	23	1
70046	3	24	 	 	 	4	 	1	2	20
70047	1	24	 	 	 	3	 	2	7	88
70047	2	14	 	 	 	3	 	7	88	88
70047	3	47	 	 	 	3	2	2	1	7
70048	1	34	 	4	 	 	 	1	2	88
70048	2	27	 	 	 	3	 	18	22	88
70048	3	25	 	 	 	2	 	18	22	88
70049	1	25	 	 	3	 	 	1	7	88
70049	2	29	 	 	 	2	 	18	2	88
70049	3	28	 	 	 	2	 	18	1	88
70050	1	29	4	4	4	4	4	16	1	20
70050	2	24	 	 	 	3	 	1	16	20
70050	3	30	 	 	2	 	 	1	2	20
70051	1	29	4	4	4	4	3	20	16	7
70051	2	27	 	 	 	4	 	16	7	88
70051	3	24	 	 	 	3	 	16	7	88
70052	1	40	 	4	 	 	 	18	6	2
70052	2	26	 	 	 	4	 	2	18	1
70052	3	29	 	 	4	 	 	1	2	17
70053	1	29	3	3	4	4	4	1	2	20
70053	2	14	 	3	3	3	 	2	1	88
70053	3	37	 	 	 	4	 	9	17	88
70054	1	47	 	 	 	 	4	18	2	88
70054	2	27	 	 	 	 	3	7	88	88
70054	3	28	 	 	 	2	 	1	18	2
70055	1	47	 	 	 	4	 	1	2	18
70055	2	12	 	 	 	3	 	27	18	88
70055	3	27	 	 	 	2	 	1	2	88
70056	1	27	 	 	 	3	 	1	20	88
70056	2	14	 	 	 	3	 	7	88	88
70056	3	29	 	 	3	 	 	2	18	20
70057	1	27	 	 	 	 	4	1	23	2
70057	2	28	 	 	 	4	 	1	2	20
70057	3	24	 	 	 	4	 	1	2	20
70058	1	24	 	 	 	2	2	20	2	88
70058	2	1	 	 	 	2	 	2	88	88
