CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	PRMCRER4	THSVILR4	BURBRLR4	BRNREGR4	BRNZONR4	CHLBRNR4	LIVHSER4	YRDIEDR4	RWHLIVR4	RSEECHR4	RCHLVER4	RLNLIVR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	STRYRR4	STRMNR4	AGEGRDR4	TYPLSTR4	PERFR4	TYPATDR4	FEESR4	EXTTUTR4	WHSCHR4	BRDSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	EMPAN1R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	EMPAN2R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	EMPAN3R4	OFPEN3R4	IMINC3R4	MEMCNSR4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMSMKR4	MEMTOBR4
100042	4	14	-88	 	1	7	7	0	 	 	 	 	 	3	2002	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100042	15	9	12	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	98	 	 	 	 	1	5	1	 	1999	1	 	 	3	4	0	0	 	 	7	1	4	2	0	5	3	2	15	1	12	30	4	1	1	1	1	0	 	0	19	1	10	22	5	1	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100042	16	4	8	 	2	9	9	0	 	 	 	 	 	1	 	 	 	 	 	24	 	2	98	 	 	 	 	1	1	1	 	2005	1	 	 	3	4	0	0	 	 	10	0	3	0	0	5	2	4	19	1	10	22	5	1	1	1	0	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100042	17	74	-88	 	2	5	5	0	 	 	 	 	 	3	2001	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100042	18	19	22	 	1	9	9	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	98	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	12	22	5	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100042	19	 	3	 	1	 	9	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100043	0	8	12	 	2	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	0	 	 	 	 	 	 	1	3	1	 	2001	1	 	 	3	4	0	0	1	0	10	1	2	0	0	5	1	5	15	1	12	30	4	1	1	1	1	0	 	0	19	1	10	22	5	1	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100043	1	42	46	 	1	1	1	0	 	 	 	 	 	4	 	0	6	1	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100043	2	37	40	 	2	1	1	1	 	 	 	 	2	1	 	 	 	 	 	 	5	98	98	1	28	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	5	1	1	1	1	0	 	0	5	1	12	30	1	1	1	1	1	0	 	1	13	1	1	12	10	1	0	0	0	0	 	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1
100043	3	18	22	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	5	2	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	5	1	1	1	1	0	 	0	12	1	1	18	10	1	0	0	0	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1
100043	4	10	14	 	2	7	7	0	 	 	 	 	 	4	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100043	5	6	10	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	98	 	 	 	 	1	0	1	 	2004	1	 	 	3	4	0	0	 	 	10	1	1	0	0	5	1	6	19	1	10	22	5	1	1	1	0	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100043	6	4	7	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	98	 	 	 	 	1	0	1	 	2006	1	 	 	3	4	0	0	 	 	12	0	0	0	0	5	1	6	19	1	10	22	5	1	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100043	7	 	2	 	1	 	13	0	 	 	 	 	 	1	 	 	 	 	 	26	 	3	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100044	0	7	11	 	1	0	0	 	1	 	 	 	 	1	 	 	 	 	 	24	 	 	 	 	 	 	 	1	3	1	 	2003	1	 	 	1	4	0	0	1	0	10	0	0	2	0	6	2	4	19	1	10	20	6	1	1	1	0	 	 	 	15	1	12	30	1	1	1	1	1	0	 	0	4	1	10	30	1	1	1	1	0	0	 	0	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100044	1	37	41	 	1	1	1	0	 	 	 	 	 	1	 	 	 	 	 	 	1	5	98	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	8	1	1	1	1	1	1	1	1	1	3	4	2	1	1	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	1	17	88	88	3	 	 	4	1	0	0
100044	2	29	32	 	2	1	1	1	 	 	 	 	1	1	 	 	 	 	 	0	1	99	99	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	10	1	1	1	1	0	 	0	4	1	12	30	6	1	1	1	1	0	 	1	10	1	12	3	12	1	1	1	1	0	 	0	N	0	 	1	9	88	88	6	 	 	2	2	0	0
100044	3	3	7	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	30	 	 	 	 	 	 	 	 	 	 	11	0	0	0	0	7	0	6	17	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100044	4	10	14	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	24	0	2	1	 	 	 	 	1	6	1	 	2000	1	 	 	2	4	0	500	 	 	10	0	0	2	0	6	3	3	19	1	10	20	6	1	1	1	0	 	 	 	4	1	10	30	3	1	1	1	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100044	5	68	72	 	2	5	6	0	 	 	 	 	 	1	 	 	 	 	 	1	4	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	19	88	88	15	 	 	0	 	0	0
100044	6	25	29	 	2	13	13	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100044	7	8	11	 	2	14	14	0	 	 	 	 	 	1	 	 	 	 	 	13	 	98	98	 	 	 	 	1	0	1	 	2006	1	 	 	3	4	0	0	 	 	11	0	3	0	0	6	2	2	15	1	12	30	6	1	1	1	1	0	 	0	19	1	3	20	6	1	0	0	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100044	8	18	22	 	1	22	13	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100046	0	7	11	 	1	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	 	 	 	 	 	 	 	1	1	1	 	2002	1	 	 	2	4	0	0	1	0	10	0	1	0	0	5	2	6	19	1	10	20	5	1	1	1	0	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100046	1	37	41	 	1	1	1	0	 	 	 	 	 	2	 	0	5	1	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100046	2	36	40	 	2	1	1	1	 	 	 	 	2	1	 	 	 	 	 	 	4	99	99	1	28	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	24	4	1	1	1	1	0	 	1	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100046	3	18	22	 	2	9	9	0	 	 	 	 	 	2	 	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100046	4	14	18	 	1	9	9	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	98	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	30	6	1	1	1	1	0	 	1	19	1	10	20	5	1	1	0	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	 	 	 	 	0	0
100046	5	12	15	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	98	 	 	 	 	1	5	1	 	1998	1	 	 	2	4	0	0	 	 	10	0	0	0	4	5	2	3	19	1	10	20	5	1	1	1	0	 	 	 	12	1	4	20	8	0	0	1	1	1	1	1	15	1	12	30	1	1	1	1	1	0	 	0	Y	0	 	0	 	 	 	 	 	 	 	 	0	0
100046	15	9	13	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	98	 	 	 	 	1	4	1	 	2000	1	 	 	2	4	0	0	 	 	10	0	0	0	4	5	3	2	19	1	10	20	5	1	1	1	0	 	 	 	12	1	4	22	4	0	0	1	1	1	1	1	15	1	12	30	2	1	1	1	1	0	 	0	Y	0	 	0	 	 	 	 	 	 	 	 	0	0
100046	16	4	8	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	98	 	 	 	 	1	1	1	 	2005	1	 	 	3	4	0	0	 	 	10	0	4	0	0	5	1	4	19	1	10	20	5	1	1	1	0	 	 	 	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100046	17	 	3	 	2	 	15	0	 	 	 	 	 	1	 	 	 	 	 	26	 	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100046	18	 	3	 	1	 	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100047	0	7	12	 	2	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	0	 	 	 	 	 	 	1	2	1	 	2002	1	 	 	4	4	0	0	1	0	9	1	3	0	0	5	1	5	15	1	12	30	4	1	1	1	1	0	 	0	19	1	10	22	5	1	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100047	1	35	38	 	2	1	1	1	 	 	 	 	1	1	 	 	 	 	 	 	4	98	98	1	28	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	26	8	1	1	1	1	0	 	0	15	1	12	30	6	1	1	1	1	0	 	0	10	1	12	8	3	1	1	1	1	0	 	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1
100047	15	13	16	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	1	98	 	 	 	 	1	3	1	 	1998	1	 	 	3	4	0	0	 	 	9	1	2	0	0	5	2	5	15	1	12	30	3	1	1	1	1	0	 	0	19	1	10	22	5	1	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100047	16	62	65	 	1	2	2	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100047	17	57	60	 	2	22	22	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100047	18	27	30	 	1	10	10	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100047	19	25	28	 	1	10	10	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100047	20	22	-88	 	1	10	10	0	 	 	 	 	 	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100047	21	9	12	 	1	10	10	0	 	 	 	 	 	4	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100047	22	3	7	 	2	9	9	0	 	 	 	 	 	1	 	 	 	 	 	23	 	1	98	 	 	 	 	0	 	 	29	 	 	 	 	 	 	 	 	 	 	12	0	2	0	0	0	0	10	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100047	23	13	16	 	1	9	9	0	 	 	 	 	 	1	 	 	 	 	 	23	0	1	98	 	 	 	 	1	2	1	 	2000	1	 	 	3	4	0	0	 	 	10	0	2	0	2	5	2	3	19	1	10	22	5	1	1	1	0	 	 	 	12	1	12	30	2	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1
100047	24	18	21	 	2	9	9	0	 	 	 	 	 	1	 	 	 	 	 	23	2	1	99	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	16	6	1	1	1	1	0	 	0	15	1	12	30	5	1	1	1	1	0	 	0	11	1	12	10	5	1	1	1	1	0	 	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1
100047	25	1	5	 	2	15	15	0	 	 	 	 	 	1	 	 	 	 	 	26	 	24	98	 	 	 	 	0	 	 	29	 	 	 	 	 	 	 	 	 	 	12	0	2	0	0	0	0	10	17	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100047	27	 	1	 	1	 	13	0	 	 	 	 	 	1	 	 	 	 	 	26	 	1	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100048	0	7	11	 	1	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	 	 	 	 	 	 	 	1	3	1	 	2002	1	 	 	3	4	0	0	1	0	10	0	1	3	0	5	0	5	19	1	10	20	5	1	1	1	0	 	 	 	4	1	12	30	3	1	1	1	1	0	 	0	15	1	12	30	2	1	1	1	1	0	 	0	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100048	1	44	49	 	1	1	1	0	 	 	 	 	 	1	 	 	 	 	 	 	1	98	99	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	30	10	1	1	1	1	0	 	1	12	1	6	10	4	1	1	0	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	1	2	0	 	 	 	 	 	 	 	 	0	0
100048	2	41	45	 	2	1	1	1	 	 	 	 	0	1	 	 	 	 	 	0	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	20	4	1	1	1	1	0	 	1	15	1	12	30	7	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	Y	1	0	0	 	 	 	 	 	 	 	 	0	0
100048	3	21	25	 	2	7	7	0	 	 	 	 	 	4	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100048	4	18	21	 	1	7	8	0	 	 	 	 	 	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100049	0	7	11	 	1	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	 	 	 	 	 	 	 	1	3	1	 	2000	1	 	 	4	4	0	0	2	0	10	0	0	0	0	6	2	6	19	1	10	22	6	1	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100049	1	66	70	 	1	6	6	0	 	 	 	 	 	4	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100049	2	-77	-88	 	2	77	77	0	 	 	 	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100049	3	38	42	 	2	1	1	1	 	 	 	 	0	1	 	 	 	 	 	 	3	98	99	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	30	6	1	1	1	1	0	 	0	10	0	12	30	4	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100049	4	19	23	 	2	13	14	0	 	 	 	 	 	2	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100049	5	18	22	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	1	0	3	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	26	12	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100049	6	58	62	 	2	5	5	0	 	 	 	 	 	4	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100049	7	20	24	 	2	22	22	0	 	 	 	 	 	4	 	77	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100049	8	22	26	 	1	22	22	0	 	 	 	 	 	1	 	 	 	 	 	20	0	98	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	30	12	1	1	1	1	1	0	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
100050	0	8	12	 	2	0	0	 	0	1	4	406	 	1	 	 	 	 	 	26	0	 	 	 	 	 	 	1	0	1	 	2006	1	 	 	2	4	0	8	6	0	10	0	1	3	0	7	2	1	19	1	10	22	7	1	1	1	0	 	 	 	15	0	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100050	1	45	49	 	1	1	1	0	 	 	 	 	 	4	 	1	6	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100050	2	29	-88	 	2	1	1	0	 	 	 	 	0	3	1997	 	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
100050	3	48	52	 	1	5	5	0	 	 	 	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	20	10	1	1	1	0	0	 	1	12	0	12	30	3	1	1	1	1	0	 	0	4	0	12	30	2	1	1	1	1	0	 	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1
