CHILDCODE	ASSTIDR4	ASSETR4	TOTASSR4	ASACTR4	NMOWNR4	VLASTR4
50072	2	15	2	12	2	300
50072	3	15	2	12	2	120
50072	4	15	2	12	2	40
50072	5	15	10	12	10	60
50072	6	88	 	 	 	 
50073	1	8	2	11	2	250
50073	2	4	1	11	1	150
50073	3	1	5	11	5	120
50073	4	88	 	 	 	 
50073	5	88	 	 	 	 
50073	6	88	 	 	 	 
50074	1	30	1	26	1	-88
50074	2	88	 	 	 	 
50074	3	88	 	 	 	 
50074	4	88	 	 	 	 
50074	5	88	 	 	 	 
50074	6	88	 	 	 	 
50075	1	 	 	 	 	 
50075	2	 	 	 	 	 
50075	3	 	 	 	 	 
50075	4	 	 	 	 	 
50075	5	 	 	 	 	 
50075	6	 	 	 	 	 
50076	1	13	7	7	7	460
50076	2	88	 	 	 	 
50076	3	88	 	 	 	 
50076	4	88	 	 	 	 
50076	5	88	 	 	 	 
50076	6	88	 	 	 	 
50077	1	30	3	26	3	-88
50077	2	88	 	 	 	 
50077	3	1	3	11	3	95
50077	4	88	 	 	 	 
50077	5	88	 	 	 	 
50077	6	88	 	 	 	 
50078	1	1	2	11	2	120
50078	2	1	2	11	2	20
50078	3	1	1	11	1	180
50078	4	1	1	11	1	50
50078	5	1	1	11	1	100
50078	6	1	1	11	1	80
50079	1	1	1	11	1	300
50079	2	1	2	11	2	200
50079	3	1	2	11	2	200
50079	4	1	2	11	2	100
50079	5	1	2	11	2	30
50079	6	1	2	11	2	20
50081	1	30	1	26	1	560
50081	2	1	6	11	6	300
50081	3	88	 	 	 	 
50081	4	88	 	 	 	 
50081	5	88	 	 	 	 
50081	6	88	 	 	 	 
50082	1	1	19	11	19	1325
50082	2	88	 	 	 	 
50082	3	88	 	 	 	 
50082	4	88	 	 	 	 
50082	5	88	 	 	 	 
50082	6	88	 	 	 	 
50083	1	1	1	11	1	200
50083	2	1	1	11	1	90
50083	3	1	2	11	2	100
50083	4	1	2	11	2	60
50083	5	1	2	11	2	100
50083	6	1	4	11	4	40
50084	1	8	3	11	3	200
50084	2	4	1	11	1	100
50084	3	1	2	11	2	50
50084	4	88	 	 	 	 
50084	5	88	 	 	 	 
50084	6	88	 	 	 	 
50085	1	1	2	11	2	360
50085	2	1	2	11	2	100
50085	3	1	2	11	2	90
50085	4	1	2	11	2	60
50085	5	1	1	11	1	40
50085	6	1	2	11	2	30
50086	1	1	1	11	1	200
50086	2	1	1	11	1	120
50086	3	1	1	11	1	50
50086	4	1	1	11	1	40
50086	5	1	3	11	3	45
50086	6	1	1	11	1	20
50087	1	30	1	26	1	700
50087	2	1	6	11	6	360
50087	3	88	 	 	 	 
50087	4	88	 	 	 	 
50087	5	88	 	 	 	 
50087	6	88	 	 	 	 
50088	1	30	1	26	1	150
50088	2	88	 	 	 	 
50088	3	88	 	 	 	 
50088	4	88	 	 	 	 
50088	5	88	 	 	 	 
50088	6	88	 	 	 	 
50089	1	4	3	11	3	500
50089	2	1	4	11	4	160
50089	3	88	 	 	 	 
50089	4	88	 	 	 	 
50089	5	88	 	 	 	 
50089	6	88	 	 	 	 
50090	1	1	1	11	1	200
50090	2	1	1	11	1	100
50090	3	1	1	11	1	50
50090	4	1	1	11	1	60
50090	5	1	1	11	1	30
50090	6	1	1	11	1	70
50091	1	1	20	11	20	1585
50091	2	88	 	 	 	 
50091	3	88	 	 	 	 
50091	4	88	 	 	 	 
50091	5	88	 	 	 	 
50091	6	88	 	 	 	 
50092	1	1	9	11	9	490
50092	2	13	1	7	1	200
50092	3	88	 	 	 	 
50092	4	88	 	 	 	 
50092	5	88	 	 	 	 
50092	6	88	 	 	 	 
50093	1	1	40	11	40	2185
50093	2	88	 	 	 	 
50093	3	88	 	 	 	 
50093	4	88	 	 	 	 
50093	5	88	 	 	 	 
50093	6	88	 	 	 	 
50094	1	1	21	11	21	595
50094	2	88	 	 	 	 
50094	3	88	 	 	 	 
50094	4	88	 	 	 	 
50094	5	88	 	 	 	 
50094	6	88	 	 	 	 
50095	1	30	1	26	1	700
50095	2	1	4	11	4	300
50095	3	88	 	 	 	 
50095	4	88	 	 	 	 
50095	5	88	 	 	 	 
50095	6	88	 	 	 	 
50096	1	8	2	11	2	260
50096	2	4	2	11	2	240
50096	3	1	4	11	4	100
50096	4	88	 	 	 	 
50096	5	88	 	 	 	 
50096	6	88	 	 	 	 
50097	1	8	2	11	2	240
50097	2	4	2	11	2	200
50097	3	1	4	11	4	100
50097	4	88	 	 	 	 
50097	5	88	 	 	 	 
50097	6	88	 	 	 	 
50098	1	4	4	11	4	840
50098	2	1	6	11	6	400
50098	3	88	 	 	 	 
50098	4	88	 	 	 	 
50098	5	88	 	 	 	 
50098	6	88	 	 	 	 
50099	1	 	 	 	 	 
50099	2	 	 	 	 	 
50099	3	 	 	 	 	 
50099	4	 	 	 	 	 
50099	5	 	 	 	 	 
50099	6	 	 	 	 	 
50100	1	4	4	11	4	600
50100	2	1	5	11	5	300
50100	3	88	 	 	 	 
50100	4	88	 	 	 	 
50100	5	88	 	 	 	 
50100	6	88	 	 	 	 
60002	1	1	16	11	16	780
60002	2	4	12	11	12	412
60002	3	88	 	 	 	 
60002	4	88	 	 	 	 
60002	5	88	 	 	 	 
60002	6	88	 	 	 	 
60003	1	4	5	11	5	85
60003	2	1	11	11	9	120
60003	3	5	1	11	1	3000
60003	4	88	 	 	 	 
60003	5	88	 	 	 	 
60003	6	88	 	 	 	 
60004	1	1	14	11	14	342
60004	2	4	1	11	1	150
60004	3	21	3	21	3	14
60004	4	88	 	 	 	 
60004	5	88	 	 	 	 
60004	6	88	 	 	 	 
60005	1	4	11	11	11	270
60005	2	1	12	11	11	260
60005	3	88	 	 	 	 
60005	4	88	 	 	 	 
60005	5	88	 	 	 	 
60005	6	88	 	 	 	 
60006	1	5	1	11	1	8000
60006	2	4	1	11	1	320
60006	3	1	9	11	9	392
60006	4	88	 	 	 	 
60006	5	88	 	 	 	 
60006	6	88	 	 	 	 
60007	1	1	20	11	8	256
60007	2	4	3	11	1	50
60007	3	88	 	 	 	 
60007	4	88	 	 	 	 
60007	5	88	 	 	 	 
60007	6	88	 	 	 	 
60008	1	5	1	11	1	6000
60008	2	1	15	11	9	180
60008	3	4	7	11	7	370
60008	4	88	 	 	 	 
60008	5	88	 	 	 	 
60008	6	88	 	 	 	 
60009	1	1	16	11	16	575
60009	2	4	1	11	1	200
60009	3	88	 	 	 	 
60009	4	88	 	 	 	 
60009	5	88	 	 	 	 
60009	6	88	 	 	 	 
60010	1	1	15	11	15	65
60010	2	4	1	11	1	50
60010	3	5	1	11	1	6000
60010	4	21	1	21	1	1
60010	5	88	 	 	 	 
60010	6	88	 	 	 	 
60011	1	1	14	11	14	244
60011	2	4	2	11	2	100
60011	3	3	1	11	0	 
60011	4	8	2	5	2	75
60011	5	88	 	 	 	 
60011	6	88	 	 	 	 
60012	1	1	16	11	16	320
60012	2	4	2	11	2	100
60012	3	21	1	21	1	2
60012	4	88	 	 	 	 
60012	5	88	 	 	 	 
60012	6	88	 	 	 	 
60013	1	1	14	11	14	230
60013	2	4	13	11	13	195
60013	3	88	 	 	 	 
60013	4	88	 	 	 	 
60013	5	88	 	 	 	 
60013	6	88	 	 	 	 
60014	1	1	9	11	9	410
60014	2	4	9	11	9	345
60014	3	88	 	 	 	 
60014	4	88	 	 	 	 
60014	5	88	 	 	 	 
60014	6	88	 	 	 	 
60016	1	4	1	11	1	50
60016	2	1	10	11	10	260
60016	3	5	1	11	1	4000
60016	4	88	 	 	 	 
60016	5	88	 	 	 	 
60016	6	88	 	 	 	 
60017	1	1	19	11	19	653
60017	2	4	2	11	2	200
60017	3	21	3	21	3	3
60017	4	88	 	 	 	 
60017	5	88	 	 	 	 
60017	6	88	 	 	 	 
60018	1	1	11	11	11	350
60018	2	4	8	11	8	210
60018	3	88	 	 	 	 
60018	4	88	 	 	 	 
60018	5	88	 	 	 	 
60018	6	88	 	 	 	 
60019	1	1	11	11	11	300
60019	2	4	1	11	1	40
60019	3	5	1	11	0	 
60019	4	88	 	 	 	 
60019	5	88	 	 	 	 
60019	6	88	 	 	 	 
60020	1	1	17	11	17	500
60020	2	4	2	11	2	160
60020	3	88	 	 	 	 
60020	4	88	 	 	 	 
60020	5	88	 	 	 	 
60020	6	88	 	 	 	 
60021	1	4	1	11	1	80
60021	2	1	8	11	8	330
60021	3	88	 	 	 	 
60021	4	88	 	 	 	 
60021	5	88	 	 	 	 
60021	6	88	 	 	 	 
60022	1	1	18	11	18	440
60022	2	4	2	11	2	200
60022	3	88	 	 	 	 
60022	4	88	 	 	 	 
60022	5	88	 	 	 	 
60022	6	88	 	 	 	 
60023	1	1	9	11	6	190
60023	2	4	6	11	6	250
60023	3	88	 	 	 	 
60023	4	88	 	 	 	 
60023	5	88	 	 	 	 
60023	6	88	 	 	 	 
60024	1	4	1	11	1	100
60024	2	1	8	11	8	340
60024	3	88	 	 	 	 
60024	4	88	 	 	 	 
60024	5	88	 	 	 	 
60024	6	88	 	 	 	 
60025	1	15	5	12	1	340
60025	2	1	1	11	1	30
60025	3	88	 	 	 	 
60025	4	88	 	 	 	 
60025	5	88	 	 	 	 
60025	6	88	 	 	 	 
60026	1	1	11	11	11	360
60026	2	4	2	11	2	30
60026	3	88	 	 	 	 
60026	4	88	 	 	 	 
60026	5	88	 	 	 	 
60026	6	88	 	 	 	 
60027	1	1	6	11	6	215
60027	2	4	1	11	1	50
60027	3	23	1	23	0	 
60027	4	88	 	 	 	 
60027	5	88	 	 	 	 
60027	6	88	 	 	 	 
60028	1	1	6	11	6	180
60028	2	4	5	11	5	110
60028	3	88	 	 	 	 
60028	4	88	 	 	 	 
60028	5	88	 	 	 	 
60028	6	88	 	 	 	 
60029	1	1	2	26	0	 
60029	2	88	 	 	 	 
60029	3	88	 	 	 	 
60029	4	88	 	 	 	 
60029	5	88	 	 	 	 
60029	6	88	 	 	 	 
60030	1	1	12	11	12	225
60030	2	4	7	11	7	174
60030	3	88	 	 	 	 
60030	4	88	 	 	 	 
60030	5	88	 	 	 	 
60030	6	88	 	 	 	 
60031	1	1	9	11	9	106
60031	2	4	1	11	1	100
60031	3	5	1	11	1	4000
60031	4	88	 	 	 	 
60031	5	88	 	 	 	 
60031	6	88	 	 	 	 
60032	1	1	7	11	7	180
60032	2	4	2	11	2	80
60032	3	5	1	11	1	4000
60032	4	88	 	 	 	 
60032	5	88	 	 	 	 
60032	6	88	 	 	 	 
60033	1	1	13	11	13	200
60033	2	4	7	11	7	350
60033	3	16	1	20	0	 
60033	4	88	 	 	 	 
60033	5	88	 	 	 	 
60033	6	88	 	 	 	 
60034	1	1	8	11	8	195
60034	2	4	6	11	6	210
60034	3	88	 	 	 	 
60034	4	88	 	 	 	 
60034	5	88	 	 	 	 
60034	6	88	 	 	 	 
60035	1	1	13	11	13	167
60035	2	4	4	11	4	100
60035	3	3	1	11	1	5
60035	4	1	4	26	0	 
60035	5	88	 	 	 	 
60035	6	88	 	 	 	 
60036	1	1	7	11	7	225
60036	2	4	1	11	1	100
60036	3	88	 	 	 	 
60036	4	88	 	 	 	 
60036	5	88	 	 	 	 
60036	6	88	 	 	 	 
60037	1	1	11	11	11	256
60037	2	4	7	11	7	235
60037	3	88	 	 	 	 
60037	4	88	 	 	 	 
60037	5	88	 	 	 	 
60037	6	88	 	 	 	 
60038	1	4	1	11	1	100
60038	2	1	7	11	7	230
60038	3	88	 	 	 	 
60038	4	88	 	 	 	 
60038	5	88	 	 	 	 
60038	6	88	 	 	 	 
60039	1	1	14	11	14	355
60039	2	4	9	11	9	290
60039	3	88	 	 	 	 
60039	4	88	 	 	 	 
60039	5	88	 	 	 	 
60039	6	88	 	 	 	 
60040	1	4	1	11	1	70
60040	2	1	7	11	7	39
60040	3	88	 	 	 	 
60040	4	88	 	 	 	 
60040	5	88	 	 	 	 
60040	6	88	 	 	 	 
60041	1	16	1	20	1	3000
60041	2	4	7	11	7	200
60041	3	1	15	11	15	506
60041	4	88	 	 	 	 
60041	5	88	 	 	 	 
60041	6	88	 	 	 	 
60042	1	1	15	11	15	450
60042	2	4	8	11	8	395
60042	3	88	 	 	 	 
60042	4	88	 	 	 	 
60042	5	88	 	 	 	 
60042	6	88	 	 	 	 
60043	1	13	2	7	2	120
60043	2	4	7	11	7	204
60043	3	1	6	11	6	210
60043	4	88	 	 	 	 
60043	5	88	 	 	 	 
60043	6	88	 	 	 	 
60045	1	1	23	11	23	230
60045	2	4	2	11	2	70
60045	3	13	3	7	3	100
60045	4	88	 	 	 	 
60045	5	88	 	 	 	 
60045	6	88	 	 	 	 
60046	1	1	10	11	10	280
60046	2	4	8	11	8	270
60046	3	88	 	 	 	 
60046	4	88	 	 	 	 
60046	5	88	 	 	 	 
60046	6	88	 	 	 	 
60047	1	1	14	11	10	165
60047	2	13	2	7	0	 
60047	3	21	1	21	1	3
60047	4	4	4	11	4	140
60047	5	88	 	 	 	 
60047	6	88	 	 	 	 
60048	1	1	10	11	10	310
60048	2	4	2	11	2	30
60048	3	3	1	11	0	 
60048	4	15	44	12	44	210
60048	5	23	3	23	0	 
60048	6	88	 	 	 	 
60049	1	1	16	11	16	510
60049	2	4	9	11	9	600
60049	3	88	 	 	 	 
60049	4	88	 	 	 	 
60049	5	88	 	 	 	 
60049	6	88	 	 	 	 
60050	1	1	15	11	15	450
60050	2	4	2	11	2	50
60050	3	3	1	11	0	 
60050	4	88	 	 	 	 
60050	5	88	 	 	 	 
60050	6	88	 	 	 	 
60051	1	1	9	11	9	310
60051	2	4	9	11	9	270
60051	3	88	 	 	 	 
60051	4	88	 	 	 	 
60051	5	88	 	 	 	 
60051	6	88	 	 	 	 
60052	1	1	13	11	13	240
60052	2	4	1	11	1	50
60052	3	88	 	 	 	 
60052	4	88	 	 	 	 
60052	5	88	 	 	 	 
60052	6	88	 	 	 	 
60053	1	1	25	11	25	1000
60053	2	5	1	11	1	200
60053	3	3	1	11	1	70
60053	4	88	 	 	 	 
60053	5	88	 	 	 	 
60053	6	88	 	 	 	 
60054	1	4	7	11	7	227
60054	2	1	12	11	9	190
60054	3	88	 	 	 	 
60054	4	88	 	 	 	 
60054	5	88	 	 	 	 
60054	6	88	 	 	 	 
60055	1	1	14	11	14	390
60055	2	4	2	11	2	150
60055	3	88	 	 	 	 
60055	4	88	 	 	 	 
60055	5	88	 	 	 	 
60055	6	88	 	 	 	 
60056	1	4	8	11	7	245
60056	2	1	14	11	14	310
60056	3	88	 	 	 	 
60056	4	88	 	 	 	 
60056	5	88	 	 	 	 
60056	6	88	 	 	 	 
60058	1	15	3	12	3	510
60058	2	88	 	 	 	 
60058	3	88	 	 	 	 
60058	4	88	 	 	 	 
60058	5	88	 	 	 	 
60058	6	88	 	 	 	 
60059	1	1	7	11	2	275
60059	2	4	2	11	2	127
60059	3	88	 	 	 	 
60059	4	88	 	 	 	 
60059	5	88	 	 	 	 
60059	6	88	 	 	 	 
60060	1	1	19	11	19	540
60060	2	4	9	11	9	385
60060	3	88	 	 	 	 
60060	4	88	 	 	 	 
60060	5	88	 	 	 	 
60060	6	88	 	 	 	 
60061	1	1	6	11	6	330
60061	2	88	 	 	 	 
60061	3	88	 	 	 	 
60061	4	88	 	 	 	 
60061	5	88	 	 	 	 
60061	6	88	 	 	 	 
60062	1	1	32	11	32	854
60062	2	4	4	11	4	200
60062	3	5	1	11	1	7000
60062	4	3	1	11	1	40
60062	5	88	 	 	 	 
60062	6	88	 	 	 	 
60063	1	4	1	11	1	110
60063	2	1	8	11	8	170
60063	3	88	 	 	 	 
60063	4	88	 	 	 	 
60063	5	88	 	 	 	 
60063	6	88	 	 	 	 
60064	1	1	15	11	14	435
60064	2	4	7	11	7	416
60064	3	5	1	11	1	5000
60064	4	88	 	 	 	 
60064	5	88	 	 	 	 
60064	6	88	 	 	 	 
60065	1	4	1	11	1	30
60065	2	1	7	11	7	320
60065	3	88	 	 	 	 
60065	4	88	 	 	 	 
60065	5	88	 	 	 	 
60065	6	88	 	 	 	 
60066	1	1	5	11	5	115
60066	2	4	1	11	1	50
60066	3	88	 	 	 	 
60066	4	88	 	 	 	 
60066	5	88	 	 	 	 
60066	6	88	 	 	 	 
60067	1	4	1	11	1	150
60067	2	1	11	11	11	760
60067	3	88	 	 	 	 
60067	4	88	 	 	 	 
60067	5	88	 	 	 	 
60067	6	88	 	 	 	 
60068	1	1	14	11	14	170
60068	2	4	13	11	13	236
60068	3	88	 	 	 	 
60068	4	88	 	 	 	 
60068	5	88	 	 	 	 
60068	6	88	 	 	 	 
60071	1	1	9	11	9	110
60071	2	4	1	11	1	150
60071	3	88	 	 	 	 
60071	4	88	 	 	 	 
60071	5	88	 	 	 	 
60071	6	88	 	 	 	 
60072	1	1	12	11	12	311
60072	2	4	8	11	8	210
60072	3	88	 	 	 	 
60072	4	88	 	 	 	 
60072	5	88	 	 	 	 
60072	6	88	 	 	 	 
60073	1	1	2	11	2	65
60073	2	26	2	21	2	2
60073	3	88	 	 	 	 
60073	4	88	 	 	 	 
60073	5	88	 	 	 	 
60073	6	88	 	 	 	 
60074	1	1	17	11	17	520
60074	2	4	2	11	2	150
60074	3	3	1	11	1	20
60074	4	88	 	 	 	 
60074	5	88	 	 	 	 
60074	6	88	 	 	 	 
60075	1	1	12	11	12	190
60075	2	4	2	11	2	100
60075	3	88	 	 	 	 
60075	4	88	 	 	 	 
60075	5	88	 	 	 	 
60075	6	88	 	 	 	 
60076	1	1	14	11	14	285
60076	2	4	11	11	11	175
60076	3	30	2	26	2	20
60076	4	88	 	 	 	 
60076	5	88	 	 	 	 
60076	6	88	 	 	 	 
60077	1	4	9	11	9	119
60077	2	1	9	11	9	145
60077	3	88	 	 	 	 
60077	4	88	 	 	 	 
60077	5	88	 	 	 	 
60077	6	88	 	 	 	 
60078	1	1	13	11	13	215
60078	2	4	4	11	4	110
60078	3	3	1	11	0	 
60078	4	21	1	21	1	1
60078	5	23	9	23	9	283
60078	6	13	4	5	4	70
60080	1	1	10	11	10	263
60080	2	4	1	11	1	40
60080	3	13	4	7	4	125
60080	4	16	1	20	1	20000
60080	5	15	12	23	12	55
60080	6	88	 	 	 	 
60081	1	1	9	11	9	230
60081	2	4	1	11	1	80
60081	3	88	 	 	 	 
60081	4	88	 	 	 	 
60081	5	88	 	 	 	 
60081	6	88	 	 	 	 
60082	1	16	1	1	0	 
60082	2	88	 	 	 	 
60082	3	88	 	 	 	 
60082	4	88	 	 	 	 
60082	5	88	 	 	 	 
60082	6	88	 	 	 	 
60083	1	1	13	11	13	196
60083	2	4	1	11	1	60
60083	3	21	3	21	3	3
60083	4	88	 	 	 	 
60083	5	88	 	 	 	 
60083	6	88	 	 	 	 
60084	1	4	6	11	6	268
60084	2	1	8	11	8	120
60084	3	88	 	 	 	 
60084	4	88	 	 	 	 
60084	5	88	 	 	 	 
60084	6	88	 	 	 	 
60085	1	1	6	11	6	280
60085	2	4	6	11	6	380
60085	3	26	3	21	3	81
60085	4	88	 	 	 	 
60085	5	88	 	 	 	 
60085	6	88	 	 	 	 
60086	1	1	5	11	5	200
60086	2	4	4	11	4	150
60086	3	88	 	 	 	 
60086	4	88	 	 	 	 
60086	5	88	 	 	 	 
60086	6	88	 	 	 	 
60087	1	1	9	11	9	125
60087	2	4	1	11	1	70
60087	3	88	 	 	 	 
60087	4	88	 	 	 	 
60087	5	88	 	 	 	 
60087	6	88	 	 	 	 
60088	1	1	10	11	10	280
60088	2	4	1	11	1	110
60088	3	88	 	 	 	 
60088	4	88	 	 	 	 
60088	5	88	 	 	 	 
60088	6	88	 	 	 	 
60089	1	1	9	11	9	390
60089	2	4	1	11	1	120
60089	3	3	1	11	1	420
60089	4	88	 	 	 	 
60089	5	88	 	 	 	 
60089	6	88	 	 	 	 
60091	1	1	11	11	11	170
60091	2	4	1	11	1	50
60091	3	13	2	5	2	40
60091	4	21	1	21	1	1
60091	5	88	 	 	 	 
60091	6	88	 	 	 	 
60092	1	1	14	11	14	200
60092	2	4	8	11	8	330
60092	3	88	 	 	 	 
60092	4	88	 	 	 	 
60092	5	88	 	 	 	 
60092	6	88	 	 	 	 
60093	1	1	8	11	8	185
60093	2	4	1	11	1	70
60093	3	88	 	 	 	 
60093	4	88	 	 	 	 
60093	5	88	 	 	 	 
60093	6	88	 	 	 	 
60094	1	1	8	11	8	310
60094	2	4	4	11	4	290
60094	3	88	 	 	 	 
60094	4	88	 	 	 	 
60094	5	88	 	 	 	 
60094	6	88	 	 	 	 
60095	1	23	1	23	1	10000
60095	2	30	3	23	3	580
60095	3	88	 	 	 	 
60095	4	88	 	 	 	 
60095	5	88	 	 	 	 
60095	6	88	 	 	 	 
60096	1	1	3	11	3	130
60096	2	4	13	11	13	290
60096	3	88	 	 	 	 
60096	4	88	 	 	 	 
60096	5	88	 	 	 	 
60096	6	88	 	 	 	 
60097	1	1	11	11	11	210
60097	2	4	5	11	5	150
60097	3	88	 	 	 	 
60097	4	88	 	 	 	 
60097	5	88	 	 	 	 
60097	6	88	 	 	 	 
60098	1	1	12	11	12	288
60098	2	4	2	11	2	160
60098	3	88	 	 	 	 
60098	4	88	 	 	 	 
60098	5	88	 	 	 	 
60098	6	88	 	 	 	 
60100	1	1	16	11	16	370
60100	2	4	14	11	14	340
60100	3	88	 	 	 	 
60100	4	88	 	 	 	 
60100	5	88	 	 	 	 
60100	6	88	 	 	 	 
70001	1	1	6	11	6	189
70001	2	4	5	11	5	150
70001	3	88	 	 	 	 
70001	4	88	 	 	 	 
70001	5	88	 	 	 	 
70001	6	88	 	 	 	 
70002	1	16	1	20	0	 
70002	2	88	 	 	 	 
70002	3	88	 	 	 	 
70002	4	88	 	 	 	 
70002	5	88	 	 	 	 
70002	6	88	 	 	 	 
70003	1	30	2	5	2	15
70003	2	88	 	 	 	 
70003	3	88	 	 	 	 
70003	4	88	 	 	 	 
70003	5	88	 	 	 	 
70003	6	88	 	 	 	 
70004	1	1	10	11	10	390
70004	2	4	1	11	1	1
70004	3	88	 	 	 	 
70004	4	88	 	 	 	 
70004	5	88	 	 	 	 
70004	6	88	 	 	 	 
70005	1	1	5	11	3	140
70005	2	4	1	11	0	 
70005	3	3	1	11	1	400
70005	4	88	 	 	 	 
70005	5	88	 	 	 	 
70005	6	88	 	 	 	 
70006	1	1	6	11	6	61
70006	2	4	1	11	1	20
70006	3	8	1	29	1	10
70006	4	88	 	 	 	 
70006	5	88	 	 	 	 
70006	6	88	 	 	 	 
70007	1	1	6	11	6	160
70007	2	4	5	11	5	140
70007	3	2	1	24	1	5000
70007	4	88	 	 	 	 
70007	5	88	 	 	 	 
70007	6	88	 	 	 	 
70008	1	1	11	11	11	470
70008	2	4	8	11	8	440
70008	3	88	 	 	 	 
70008	4	88	 	 	 	 
70008	5	88	 	 	 	 
70008	6	88	 	 	 	 
70009	1	1	10	11	8	205
70009	2	4	1	11	1	40
70009	3	88	 	 	 	 
70009	4	88	 	 	 	 
70009	5	88	 	 	 	 
70009	6	88	 	 	 	 
70010	1	13	9	7	9	565
70010	2	1	11	11	11	350
70010	3	4	1	11	1	50
70010	4	88	 	 	 	 
70010	5	88	 	 	 	 
70010	6	88	 	 	 	 
70011	1	21	1	21	1	1
70011	2	23	3	23	3	11
70011	3	88	 	 	 	 
70011	4	88	 	 	 	 
70011	5	88	 	 	 	 
70011	6	88	 	 	 	 
70012	1	1	5	11	5	346
70012	2	4	1	11	1	100
70012	3	8	2	27	2	2
70012	4	88	 	 	 	 
70012	5	88	 	 	 	 
70012	6	88	 	 	 	 
70013	1	4	8	11	8	292
70013	2	1	9	11	9	330
70013	3	88	 	 	 	 
70013	4	88	 	 	 	 
70013	5	88	 	 	 	 
70013	6	88	 	 	 	 
70014	1	1	14	11	14	430
70014	2	4	1	11	1	50
70014	3	30	2	26	2	20
70014	4	13	2	7	2	90
70014	5	88	 	 	 	 
70014	6	88	 	 	 	 
70015	1	1	14	11	14	742
70015	2	4	1	11	1	150
70015	3	88	 	 	 	 
70015	4	88	 	 	 	 
70015	5	88	 	 	 	 
70015	6	88	 	 	 	 
70016	1	4	8	11	8	253
70016	2	1	7	11	7	370
70016	3	88	 	 	 	 
70016	4	88	 	 	 	 
70016	5	88	 	 	 	 
70016	6	88	 	 	 	 
70017	1	1	18	11	18	799
70017	2	4	2	11	2	200
70017	3	8	2	11	2	60
70017	4	88	 	 	 	 
70017	5	88	 	 	 	 
70017	6	88	 	 	 	 
70018	1	4	8	11	8	500
70018	2	1	4	11	4	330
70018	3	2	1	24	1	7000
70018	4	88	 	 	 	 
70018	5	88	 	 	 	 
70018	6	88	 	 	 	 
70019	1	1	11	11	11	300
70019	2	4	5	11	5	400
70019	3	88	 	 	 	 
70019	4	88	 	 	 	 
70019	5	88	 	 	 	 
70019	6	88	 	 	 	 
70020	1	4	14	11	14	318
70020	2	1	5	11	5	190
70020	3	88	 	 	 	 
70020	4	88	 	 	 	 
70020	5	88	 	 	 	 
70020	6	88	 	 	 	 
70021	1	1	9	11	9	225
70021	2	4	1	11	1	150
70021	3	88	 	 	 	 
70021	4	88	 	 	 	 
70021	5	88	 	 	 	 
70021	6	88	 	 	 	 
70022	1	4	12	11	12	301
70022	2	1	7	11	7	120
70022	3	88	 	 	 	 
70022	4	88	 	 	 	 
70022	5	88	 	 	 	 
70022	6	88	 	 	 	 
70023	1	1	8	11	8	260
70023	2	4	1	11	1	100
70023	3	88	 	 	 	 
70023	4	88	 	 	 	 
70023	5	88	 	 	 	 
70023	6	88	 	 	 	 
70024	1	1	7	11	6	232
70024	2	4	1	11	1	70
70024	3	88	 	 	 	 
70024	4	88	 	 	 	 
70024	5	88	 	 	 	 
70024	6	88	 	 	 	 
70025	1	4	13	11	13	288
70025	2	1	10	11	10	600
70025	3	13	9	7	9	620
70025	4	88	 	 	 	 
70025	5	88	 	 	 	 
70025	6	88	 	 	 	 
70026	1	1	10	11	9	240
70026	2	4	1	11	1	50
70026	3	13	8	7	8	325
70026	4	88	 	 	 	 
70026	5	88	 	 	 	 
70026	6	88	 	 	 	 
70027	1	13	16	7	16	1480
70027	2	1	1	11	1	30
70027	3	4	1	11	1	20
70027	4	15	15	12	15	660
70027	5	88	 	 	 	 
70027	6	88	 	 	 	 
70028	1	8	2	29	0	 
70028	2	88	 	 	 	 
70028	3	88	 	 	 	 
70028	4	88	 	 	 	 
70028	5	88	 	 	 	 
70028	6	88	 	 	 	 
70029	1	1	5	11	5	45
70029	2	8	1	11	1	15
70029	3	88	 	 	 	 
70029	4	88	 	 	 	 
70029	5	88	 	 	 	 
70029	6	88	 	 	 	 
70030	1	1	7	11	7	225
70030	2	4	6	11	6	335
70030	3	88	 	 	 	 
70030	4	88	 	 	 	 
70030	5	88	 	 	 	 
70030	6	88	 	 	 	 
70031	1	4	11	11	11	77
70031	2	1	6	11	6	150
70031	3	88	 	 	 	 
70031	4	88	 	 	 	 
70031	5	88	 	 	 	 
70031	6	88	 	 	 	 
70032	1	1	3	11	3	120
70032	2	4	1	11	1	100
70032	3	88	 	 	 	 
70032	4	88	 	 	 	 
70032	5	88	 	 	 	 
70032	6	88	 	 	 	 
70033	1	1	7	11	7	140
70033	2	4	4	11	4	90
70033	3	88	 	 	 	 
70033	4	88	 	 	 	 
70033	5	88	 	 	 	 
70033	6	88	 	 	 	 
70034	1	4	10	11	10	170
70034	2	1	10	11	10	145
70034	3	88	 	 	 	 
70034	4	88	 	 	 	 
70034	5	88	 	 	 	 
70034	6	88	 	 	 	 
70035	1	2	1	11	1	5000
70035	2	4	1	24	1	100
70035	3	1	13	11	13	610
70035	4	13	7	7	7	375
70035	5	88	 	 	 	 
70035	6	88	 	 	 	 
70036	1	4	6	11	6	197
70036	2	1	8	11	8	214
70036	3	88	 	 	 	 
70036	4	88	 	 	 	 
70036	5	88	 	 	 	 
