CHILDCODE	LIDR4	GAVCRDR4	WHORCVR4	TKEOUTR4	LOANMTR4	LOANYRR4	AMTCRDR4	INTRTR4	FINPAYR4	PYTIMER4	NOBACKR4
120042	2	10	16	2	3	2006	100	0	1	1	 
120042	3	10	16	7	1	2005	400	0	1	1	 
120043	1	5	2	19	2	2004	600	7	1	1	 
120043	2	5	1	1	2	2004	1000	7	1	1	 
120043	3	8	1	1	12	2005	700	0	0	 	 
120043	4	8	1	8	6	2002	5000	0	1	1	 
120044	1	10	2	17	1	2003	3000	0	0	 	 
120044	2	10	2	19	4	2005	500	0	1	1	 
120045	1	2	1	1	11	2004	1000	-77	1	1	 
120045	2	2	1	1	11	2005	765	-77	0	 	 
120045	3	10	1	1	11	2005	800	0	0	 	 
120045	4	10	1	2	2	2006	1000	0	0	 	 
120045	5	10	1	6	1	2006	200	0	1	1	 
120046	1	10	1	1	4	2005	1100	0	1	1	 
120046	2	8	1	7	7	2004	1000	0	1	1	 
120047	1	10	1	14	5	2005	10000	0	1	1	 
120049	1	10	8	19	4	2006	500	0	0	 	 
120050	1	8	1	1	11	2005	500	0	1	1	 
120051	1	10	1	17	11	2005	10000	0	0	 	 
120051	2	10	1	2	7	2004	800	0	1	1	 
120052	1	1	1	1	11	2005	750	7	0	 	 
120052	2	9	2	2	2	2006	300	0	0	 	 
120052	3	7	2	1	11	2003	600	10	1	1	 
120052	4	10	2	18	11	2004	1000	10	1	1	 
120052	5	7	2	18	11	2004	1000	15	1	1	 
120052	6	7	2	19	11	2005	1500	15	0	 	 
120053	1	8	1	10	3	2004	1800	0	1	1	 
120053	2	2	1	1	6	2004	700	7	1	1	 
120054	1	10	2	4	1	2006	500	0	0	 	 
120054	2	10	2	4	11	2005	600	0	1	1	 
120054	3	10	2	4	6	2005	300	0	1	1	 
120054	4	8	2	16	1	300	2006	0	1	1	 
120055	1	8	1	1	11	2005	500	0	1	1	 
120056	1	2	1	1	11	2004	1540	12	1	1	 
120056	2	2	1	1	11	2005	1800	12	0	 	 
120056	3	8	1	18	10	2005	500	0	1	1	 
120057	1	10	3	19	2	2006	2500	0	1	1	 
120057	2	10	3	19	6	2006	980	0	0	 	 
120058	1	2	2	2	8	2005	600	10	1	1	 
120058	2	2	1	1	11	2005	800	-77	0	 	 
120058	3	10	1	2	4	2005	500	0	1	1	 
120060	1	5	1	1	11	2004	600	100	1	1	 
120060	2	5	1	1	11	2005	1000	-77	0	 	 
120060	3	10	1	19	1	2005	300	0	0	 	 
120061	1	4	1	7	10	2005	7000	0	0	 	 
120061	2	10	1	2	10	2005	1000	0	0	 	 
120061	3	10	1	6	10	2005	300	0	1	1	 
120062	1	5	2	19	7	2006	1700	7	0	 	 
120062	2	5	2	19	7	2004	1500	7	1	1	 
120062	3	10	2	2	2	2006	100	0	0	 	 
120063	1	5	2	19	11	2004	600	7	1	1	 
120063	2	5	2	19	10	2004	1000	7	1	1	 
120063	3	5	2	19	11	2005	1500	7	0	 	 
120064	1	2	2	19	6	2003	3000	10	1	1	 
120064	2	5	2	19	7	2003	600	12	1	1	 
120064	3	5	2	19	8	2004	1000	15	1	1	 
120064	4	5	2	19	9	2005	1500	15	0	 	 
120065	1	10	1	2	1	2005	1000	0	1	1	 
120065	2	8	2	3	11	2004	300	0	1	1	 
120066	1	8	2	6	11	2005	200	0	1	1	 
120067	1	10	1	1	10	2004	1600	0	1	1	 
120067	2	10	2	4	1	2006	500	0	0	 	 
120067	3	10	1	14	6	2005	15000	0	0	 	 
120068	1	7	1	2	1	2006	2000	200	0	 	 
120068	2	10	1	2	12	2005	600	0	0	 	 
120069	1	8	1	10	11	2005	5500	0	0	 	 
120069	2	5	2	10	11	2005	1700	7	0	 	 
120069	3	8	2	2	11	2005	700	0	0	 	 
120070	1	10	2	19	3	2003	1300	0	1	1	 
120070	2	8	1	10	5	2004	2000	0	1	1	 
120070	3	1	1	1	10	2005	750	7	0	 	 
120070	4	8	0	1	10	2005	750	0	0	 	 
120070	5	8	2	19	9	2005	400	0	0	 	 
120071	1	10	9	3	6	2006	1500	0	0	 	 
120072	1	3	2	19	11	2005	600	200	0	 	 
120072	2	10	1	2	10	2004	300	0	0	 	 
120073	1	8	6	2	2	2005	500	0	1	1	 
120074	1	9	1	7	2	2005	3000	0	1	1	 
120074	2	8	1	10	2	2006	3000	0	0	 	 
120074	3	8	1	15	12	2004	300	0	1	1	 
120075	1	1	1	1	8	2005	1600	-77	0	 	 
120075	2	10	2	18	6	2003	1000	0	1	1	 
120076	1	10	2	2	2	2006	60	0	0	 	 
120076	2	8	1	7	4	2005	1000	0	0	 	 
120076	3	8	1	2	2	2006	1000	0	0	 	 
120076	4	1	1	2	8	2005	500	9	0	 	 
120076	5	8	1	2	3	2005	750	0	1	0	11
120076	6	8	1	2	12	2005	500	0	1	1	 
120077	1	8	6	3	10	2005	350	0	1	1	 
120077	2	10	2	3	11	2004	150	0	1	1	 
120078	1	2	6	1	10	2003	500	-77	1	1	 
120078	2	8	6	7	12	2005	1000	0	1	1	 
120079	1	2	1	2	10	2005	600	0	0	 	 
120080	1	8	2	7	11	2003	2000	0	1	1	 
120080	2	8	2	2	12	2003	1000	0	0	 	 
120080	3	8	2	7	2	2005	1200	0	1	1	 
120080	4	8	2	2	3	2005	200	0	0	 	 
120080	5	10	3	2	2	2006	500	0	0	 	 
120082	1	10	1	8	8	2005	720	0	1	1	 
120084	1	10	2	2	11	2005	200	0	1	1	 
120084	2	4	1	10	9	2005	10000	0	0	 	 
120084	3	8	1	6	11	400	0	0	1	1	 
120084	4	10	1	2	2	2006	225	0	0	 	 
120085	1	8	1	18	8	2003	16300	0	0	 	 
120086	1	10	6	2	2	2004	300	0	1	1	 
120086	2	10	6	2	2	2005	500	0	1	1	 
120086	3	10	6	6	11	2005	200	0	1	1	 
120086	4	10	6	2	2	2006	500	0	0	 	 
120088	1	8	1	2	2	2006	225	0	0	 	 
120090	1	8	2	19	6	2003	300	0	1	1	 
120090	2	8	1	8	10	2005	2000	0	0	 	 
120091	1	8	2	2	1	2006	1000	0	0	 	 
120091	2	8	3	2	1	2006	500	0	0	 	 
120091	3	8	2	1	8	2005	1000	0	1	1	 
120091	4	8	2	7	7	2005	800	0	0	 	 
120092	1	8	1	7	11	2005	200	0	1	1	 
120093	1	8	1	7	11	2005	200	0	1	1	 
120094	1	10	3	19	3	2005	150	0	1	1	 
120094	2	10	3	19	2	2006	110	0	0	 	 
120094	3	10	2	19	1	2006	500	0	0	 	 
120095	1	8	3	6	10	2005	150	0	1	1	 
120095	2	8	2	1	11	2004	200	0	1	1	 
120097	1	5	2	19	7	2003	600	15	1	1	 
120097	2	5	2	19	9	2004	1000	15	1	1	 
120097	3	8	1	2	1	2006	500	0	0	 	 
120097	4	8	1	2	4	2005	500	0	1	1	 
120098	1	8	1	8	2	2006	3000	0	0	 	 
120098	2	10	2	19	7	2005	2000	0	1	1	 
120099	1	7	2	41	1	2005	1500	250	0	 	 
120100	1	8	2	2	2	2005	100	0	1	1	 
120100	2	8	1	19	3	2005	1000	0	1	1	 
120100	3	8	1	19	5	2005	1000	0	1	1	 
120100	4	8	1	2	12	2005	600	0	1	1	 
130002	1	10	1	2	4	2003	400	0	1	1	 
130002	2	10	2	2	1	2006	650	0	0	 	 
130004	1	10	1	2	1	2006	1300	0	0	 	 
130005	1	5	2	4	2	2006	4000	0	0	 	 
130008	1	10	1	2	1	2006	250	0	0	 	 
130009	1	7	2	19	2	2002	1700	150	1	0	12
130009	2	7	2	19	1	2005	1500	0	0	 	 
130009	3	10	1	2	1	2006	500	0	0	 	 
130012	1	10	2	2	3	2005	700	0	0	 	 
130012	2	10	2	2	7	2004	400	0	1	1	 
130013	1	7	1	1	11	2005	850	0	1	1	 
130014	1	2	2	19	1	2003	500	5	0	 	 
130017	1	8	2	2	1	2005	500	0	0	 	 
130019	1	10	2	3	1	2006	600	0	1	1	 
130022	1	5	1	2	10	2005	2000	0	0	 	 
130023	1	10	2	2	1	2006	200	0	0	 	 
130024	1	2	2	3	5	2005	400	20	0	 	 
130025	1	7	2	19	11	2003	1000	130	1	1	 
130025	2	6	2	19	1	2002	100	5	1	1	 
130025	3	6	2	19	3	2003	800	80	1	1	 
130025	4	6	2	19	7	2005	1000	210	1	1	 
130028	1	6	1	10	1	2005	800000	80	0	 	 
130030	1	9	1	3	7	2005	200	0	1	1	 
130031	1	6	1	10	5	2005	800000	70	0	 	 
130032	1	2	2	19	6	2003	1000	600	1	1	 
130032	2	2	2	19	6	2005	600	90	0	 	 
130032	3	8	2	19	3	2005	800	0	0	 	 
130033	1	8	1	2	12	2005	1500	0	0	 	 
130035	1	8	1	8	4	2001	10000	0	0	 	 
130039	1	6	2	19	2	2006	200	0	0	 	 
130040	1	6	3	19	1	2005	200	24	0	 	 
130040	2	5	3	14	2	2006	450	30	0	 	 
130042	1	9	1	7	1	2003	1700	0	1	0	9
130042	2	8	1	7	2	2005	500	0	1	0	9
130044	1	7	1	5	3	2003	20000	10	1	1	 
130044	2	7	1	5	2	2005	40000	10	0	 	 
130045	1	4	1	3	5	2006	2500	0	0	 	 
130046	1	6	1	41	2	2006	1500	0	0	 	 
130047	1	1	1	1	11	2003	5000	0	0	 	 
130048	1	2	1	8	12	2005	5000	200	0	 	 
130048	2	4	1	2	1	2006	3650	0	0	 	 
130049	1	10	1	2	1	2003	800	0	1	1	 
130049	2	9	2	2	4	2004	200	0	1	1	 
130049	3	6	2	19	2	2003	2000	10	1	1	 
130050	1	9	2	7	2	2005	50	0	1	1	 
130050	2	9	2	6	6	2004	100	0	1	1	 
130050	3	6	2	19	3	2004	600	60	1	1	 
130050	4	6	2	19	7	2005	700	80	1	1	 
130050	5	6	2	19	4	2006	600	0	0	 	 
130053	1	9	2	6	1	2005	80	0	1	1	 
130055	1	7	1	19	5	2003	2000	15	1	1	 
130057	1	6	1	3	12	2005	1000	0	0	 	 
130058	1	6	1	8	8	2005	14500	500	0	 	 
130059	1	10	2	3	5	2005	1700	0	0	 	 
130060	1	9	2	7	4	2003	400	0	1	1	 
130060	2	10	2	19	1	2005	500	0	0	 	 
130062	1	8	1	3	2	2004	3355	0	0	 	 
130063	1	10	1	2	1	2006	300	0	1	1	 
130064	1	1	1	1	5	2003	600	0	0	 	 
130064	2	1	1	1	11	2003	600	0	0	 	 
130064	3	8	1	7	12	2005	1000	0	0	 	 
130066	1	10	3	2	4	2002	250	0	1	1	 
130066	2	6	3	19	2	2004	50	3	1	1	 
130066	3	10	3	19	1	2006	600	0	0	 	 
130066	4	10	3	10	3	2006	1500	0	0	 	 
130066	5	6	3	19	4	2006	200	0	0	 	 
130067	1	7	2	3	3	2004	3000	0	0	 	 
130068	1	1	21	1	10	2004	600	0	1	1	 
130068	2	1	21	1	10	2005	450	0	1	1	 
130070	1	7	2	19	6	2003	2000	15	1	1	 
130071	1	10	1	10	5	2005	6000	0	1	1	 
130071	2	6	1	18	2	2006	30000	0	0	 	 
130072	1	10	2	2	4	2006	100	0	1	1	 
130073	1	4	2	19	2	2005	500	60	0	 	 
130079	1	10	1	2	1	2006	1500	0	0	 	 
130079	2	10	1	3	3	2005	2000	0	1	1	 
130080	1	2	2	3	2	2003	12000	0	0	 	 
130081	1	7	2	3	9	2005	1000	0	0	 	 
130081	2	7	1	3	9	2005	1500	0	0	 	 
130086	1	10	1	8	1	2006	2000	0	0	 	 
130087	1	10	1	6	2	2005	2000	0	1	1	 
130087	2	10	1	2	1	2006	1500	0	0	 	 
130087	3	10	1	2	4	2004	800	0	1	1	 
130088	1	7	1	2	3	2005	2500	9999	0	 	 
130088	2	10	1	2	1	2006	500	0	1	1	 
130089	1	8	16	8	7	2004	5000	0	1	1	 
130093	1	9	1	2	3	2003	650	0	1	1	 
130093	2	8	2	19	2	2005	400	0	1	1	 
130093	3	10	1	2	1	2006	400	0	1	1	 
130093	4	9	1	2	4	2006	300	0	0	 	 
130095	1	8	1	2	1	2006	350	0	0	 	 
130100	1	8	1	19	2	2004	10000	0	1	1	 
140002	1	5	2	3	3	2005	500	50	1	1	 
140003	1	10	2	2	3	2006	200	0	1	1	 
140005	1	7	2	4	5	2004	1500	36	0	 	 
140009	1	8	2	15	12	2005	500	0	1	1	 
140010	1	5	2	4	8	2005	10000	3	0	 	 
140011	1	13	1	8	2	2006	20000	3	0	 	 
140016	1	6	1	2	1	2005	50000	7	0	 	 
140016	2	13	1	15	1	2006	7000	3	0	 	 
140023	1	10	3	7	2	2006	2000	0	0	 	 
140023	2	7	3	2	2	2003	600	3	1	1	 
140024	1	10	3	3	1	2006	200	0	1	1	 
140024	2	10	3	4	2	2006	100	0	1	1	 
140026	1	10	2	1	12	2005	3000	0	0	 	 
140027	1	10	27	15	6	2006	200	0	0	 	 
140027	2	10	27	2	5	2006	100	0	0	 	 
140027	3	10	27	2	4	2005	300	0	0	 	 
140028	1	10	2	7	3	2004	500	0	1	1	 
140034	1	10	1	7	1	2005	500	0	0	 	 
140034	2	10	1	8	8	2005	700	0	0	 	 
140035	1	7	1	10	7	2004	15000	3	1	1	 
140043	1	13	1	2	12	2005	500	5	1	0	6
140044	1	5	6	15	11	2005	3000	3	0	 	 
140045	1	8	3	40	7	2002	200	0	0	 	 
140046	1	10	6	41	2	2006	5000	0	1	1	 
140047	1	6	1	19	1	2006	1000	5	0	 	 
140047	2	6	1	19	4	2003	3000	5	1	1	 
140049	1	4	1	2	7	2003	20000	0	0	 	 
140051	1	13	1	15	1	2005	10000	7	0	 	 
140051	2	13	1	8	11	2004	5000	7	0	 	 
140051	3	13	16	8	1	2006	2300	2	0	 	 
140052	1	10	3	41	4	2005	500	0	1	1	 
140053	1	10	2	6	1	2005	200	0	1	0	11
140053	2	10	2	10	3	2005	170	0	1	1	 
140053	3	10	2	2	77	2005	150	0	0	 	 
140054	1	4	1	4	1	2006	210	0	1	1	 
140056	1	13	1	8	1	2004	17000	7	0	 	 
140057	1	11	2	3	2	2005	2000	396	0	 	 
140058	1	7	1	10	1	2006	35000	10	0	 	 
140058	2	8	1	10	3	2005	5000	0	1	1	 
140063	1	4	1	15	9	2003	500	0	1	1	 
140064	1	8	1	10	2	2005	3000	0	1	1	 
140065	1	13	1	15	1	2006	8000	5	0	 	 
140068	1	13	2	8	5	2002	40000	-77	0	 	 
140069	1	10	2	2	1	2006	600	0	0	 	 
140070	1	10	2	4	2	2005	500	0	0	 	 
140072	1	4	2	7	4	2002	1500	0	1	1	 
140073	1	10	2	5	3	2005	1000	60	0	 	 
140076	1	7	1	8	4	2004	12000	360	0	 	 
140077	1	10	3	7	2	2006	200	0	0	 	 
140077	2	10	3	2	9	2006	300	0	1	1	 
140077	3	10	3	10	3	2005	400	0	1	1	 
140079	1	6	2	15	1	2006	200	3	0	 	 
140079	2	6	2	15	1	2005	100	3	1	1	 
140081	1	8	2	2	3	2004	150	0	1	1	 
140081	2	8	2	19	5	2004	308	0	1	1	 
140083	1	8	2	8	3	2005	23000	15	0	 	 
140084	1	13	1	41	9	2005	15000	-77	0	 	 
140085	1	10	1	2	1	2006	300	0	0	 	 
140087	1	8	2	2	1	2006	400	0	1	1	 
140090	1	7	7	2	3	2005	4400	2	0	 	 
140094	1	7	2	8	4	2005	3000	600	0	 	 
140097	1	7	5	19	4	2004	5000	12	0	 	 
140098	1	10	2	4	2	2006	100	0	0	 	 
150001	1	10	1	3	3	2005	350	0	0	 	 
150006	1	8	2	1	8	2005	700	0	0	 	 
150010	1	10	1	7	3	2005	400	0	1	1	 
150014	1	10	1	19	8	2005	2000	10	0	 	 
150014	2	8	1	19	8	2004	2000	10	1	1	 
150022	1	4	0	1	7	2005	500	500	1	0	6
150023	1	10	2	2	11	2005	200	0	0	 	 
150026	1	10	1	6	11	2003	100	0	1	1	 
150028	1	8	2	7	2	2003	300	0	1	1	 
150029	1	10	1	15	1	2006	100	0	1	1	 
150034	1	11	11	10	6	2005	7000	18	0	 	 
150035	1	8	1	7	1	2006	150	0	1	1	 
150035	2	1	1	1	6	2005	600	-77	0	 	 
150038	1	10	1	1	4	2005	500	0	0	 	 
150042	1	7	1	8	10	2005	5000	12	0	 	 
150045	1	6	1	10	1	2006	200	0	0	 	 
150047	1	8	2	15	1	2006	2000	0	1	1	 
150050	1	10	1	1	11	2005	400	0	0	 	 
150054	1	10	1	6	8	2005	500	20	0	 	 
150057	1	10	4	16	8	2005	500	0	0	 	 
150060	1	8	1	10	4	2006	350	0	0	 	 
150060	2	7	1	1	6	2005	450	-77	1	1	 
150060	3	8	1	2	3	2006	200	0	1	1	 
150062	1	7	1	1	10	2004	6000	500	0	 	 
150063	1	8	3	19	5	2005	4000	0	0	 	 
150065	1	10	3	10	2	2006	50	100	0	 	 
150067	1	10	2	1	9	2005	500	100	1	1	 
150069	1	8	2	2	11	2005	300	0	1	0	12
150069	2	8	2	10	12	2005	150	0	1	1	 
150071	1	10	18	2	11	2005	100	0	1	1	 
150072	1	8	1	1	8	2005	200	100	1	1	 
150077	1	10	1	1	11	2005	1000	0	1	1	 
150080	1	4	2	4	10	20005	70	0	0	 	 
150082	1	8	2	7	5	2005	500	0	1	1	 
150082	2	8	1	7	8	2004	500	0	1	1	 
150084	1	4	1	19	9	2005	1000	0	0	 	 
150085	1	7	1	1	10	2005	560	270	0	 	 
150087	1	10	1	3	4	2004	7000	0	0	 	 
150090	1	6	2	19	1	2003	100	36	1	1	 
150091	1	1	1	1	7	2005	800	0	0	 	 
150092	1	10	1	2	10	2005	200	0	1	1	 
150094	1	7	1	10	1	2006	1024	400	1	1	 
150098	1	4	1	12	12	2005	1000	0	0	 	 
150099	1	10	1	8	1	2006	4000	0	0	 	 
150100	1	8	1	10	3	2002	500	0	1	1	 
160001	1	2	1	1	11	2003	1400	0	1	1	 
160001	2	7	1	1	11	2004	1600	0	1	1	 
160001	3	8	1	2	1	2004	1500	0	1	1	 
160001	4	7	1	1	11	2005	1400	0	0	 	 
160002	1	8	2	8	11	2005	10000	0	0	 	 
160002	2	1	2	1	10	2005	1400	0	0	 	 
160003	1	8	1	10	7	2004	1500	0	1	1	 
160003	2	8	1	10	6	2005	580	0	1	1	 
160003	3	8	1	10	8	2005	12000	0	1	0	9
160003	4	4	1	1	11	2005	800	250	0	 	 
160004	1	10	1	10	10	2004	6000	0	0	 	 
160004	2	10	1	6	77	2005	1000	0	0	 	 
160005	1	10	1	10	12	2002	1500	0	1	1	 
160005	2	10	1	2	1	2004	400	0	1	1	 
160005	3	8	1	2	1	2005	300	0	1	1	 
160006	1	2	1	1	11	2002	600	0	1	1	 
160006	2	4	1	2	1	2002	700	250	1	1	 
160006	3	4	15	2	1	2004	1000	500	1	1	 
160006	4	8	1	10	11	2005	10000	0	0	 	 
160007	1	4	6	2	7	2003	500	500	1	0	9
160007	2	4	6	2	6	2004	600	600	1	0	12
160007	3	1	6	1	11	2005	1600	0	0	 	 
160007	4	4	6	2	11	2005	2000	2000	0	 	 
160008	1	8	1	2	11	2004	1500	0	1	1	 
160009	1	4	1	10	5	2003	8000	1000	1	1	 
160009	2	1	1	1	11	2005	1800	0	0	 	 
160009	3	8	1	7	12	2005	1500	0	0	 	 
160011	1	1	1	1	10	2005	1300	0	0	 	 
160011	2	10	1	2	2	2006	1000	0	0	 	 
160012	1	1	2	1	10	2005	900	0	0	 	 
160012	2	8	2	6	10	2005	500	0	0	 	 
160013	1	4	1	2	2	2003	1300	0	1	1	 
160013	2	10	1	2	1	2004	800	0	1	1	 
160013	3	10	1	2	2	2006	1000	0	0	 	 
160014	1	2	1	1	10	2002	300	0	1	1	 
160014	2	2	1	1	10	2003	300	0	1	1	 
160014	3	2	1	1	10	2004	300	0	1	1	 
160014	4	1	1	1	11	2005	500	0	0	 	 
160014	5	4	2	2	1	2006	300	30	0	 	 
160015	1	2	1	1	10	2004	800	0	1	1	 
160015	2	1	1	1	11	2005	650	0	0	 	 
160015	3	10	1	2	2	2006	1000	0	0	 	 
160016	1	1	1	1	11	2005	2400	0	0	 	 
160017	1	7	1	1	10	2005	3500	475	1	1	 
160017	2	7	1	1	3	2004	3400	358	1	1	 
160018	1	2	1	1	10	2003	1200	0	1	1	 
160018	2	2	1	1	10	2004	1200	0	1	1	 
160018	3	2	1	1	10	2005	800	0	0	 	 
160018	4	8	1	2	2	2005	400	0	1	1	 
160018	5	8	1	2	2	2006	1500	0	0	 	 
160019	1	7	1	8	10	2005	5000	750	0	 	 
160019	2	8	1	8	11	2005	2000	600	0	 	 
160019	3	1	1	1	11	2005	1500	185	0	 	 
160020	1	10	2	1	12	2005	400	0	1	1	 
160021	1	8	2	6	4	2005	2000	0	0	 	 
160021	2	4	2	10	2	2005	3000	300	1	1	 
160021	3	1	2	1	11	2005	700	0	0	 	 
160023	1	7	2	3	10	2005	3080	750	0	 	 
160023	2	1	1	1	11	2004	480	80	1	1	 
160023	3	8	1	6	12	2005	200	0	0	 	 
160025	1	1	1	1	11	2004	1600	0	1	1	 
160025	2	1	1	1	11	2005	1400	0	0	 	 
160026	1	7	17	1	11	2005	1800	0	0	 	 
160026	2	10	17	2	2	2006	5500	0	0	 	 
160026	3	4	17	8	3	2004	4500	650	1	1	 
160027	1	1	2	1	11	2005	2400	0	0	 	 
160028	1	7	2	10	10	2005	3000	0	0	 	 
160029	1	2	1	1	10	2003	700	0	1	1	 
160029	2	2	1	1	10	2005	1700	0	0	 	 
160029	3	8	1	2	1	2003	1000	0	1	1	 
160029	4	8	1	2	1	2004	1500	0	1	1	 
160029	5	8	1	2	1	2005	1700	0	1	1	 
160029	6	8	1	2	1	2006	3000	0	0	 	 
160030	1	4	1	7	3	2005	3000	0	0	 	 
160030	2	1	1	1	10	2002	600	0	1	1	 
160030	3	1	1	1	10	2003	700	0	1	1	 
160030	4	1	1	1	10	2004	700	0	1	1	 
160030	5	1	1	1	10	2005	700	0	1	1	 
160031	1	2	1	1	10	2002	900	0	1	1	 
160031	2	2	1	1	10	2003	1200	0	1	1	 
160031	3	2	1	1	10	2004	1600	0	1	1	 
160031	4	1	1	1	10	2005	800	0	0	 	 
160031	5	4	1	2	10	2005	1200	0	0	 	 
160032	1	2	1	1	11	2003	600	0	1	1	 
160032	2	4	1	15	1	2005	150	0	1	1	 
160032	3	4	1	15	2	2006	200	0	1	1	 
160033	1	7	1	1	11	2005	2400	2400	0	 	 
160034	1	10	1	1	4	2003	1400	500	1	1	 
160034	2	1	1	1	11	2005	2400	0	0	 	 
160035	1	1	1	1	11	2005	600	0	0	 	 
160035	2	4	1	10	8	2005	6000	0	0	 	 
160036	1	1	1	1	11	2005	600	0	0	 	 
160036	2	4	1	3	2	2005	750	0	0	 	 
160036	3	4	1	4	11	2005	50	0	0	 	 
160036	4	4	1	1	5	2005	300	0	0	 	 
160037	1	8	1	3	1	2006	2000	0	0	 	 
160037	2	1	1	1	10	2005	600	92	0	 	 
160038	1	8	1	2	6	2004	1500	0	1	1	 
160038	2	1	1	1	11	2005	1300	0	0	 	 
160038	3	8	1	2	12	2005	1200	0	0	 	 
160039	1	1	1	1	10	2005	1820	0	0	 	 
160039	2	4	1	2	1	2006	1500	0	0	 	 
160040	1	10	2	7	2	2006	7000	0	0	 	 
160041	1	8	1	1	11	2005	3000	0	0	 	 
160042	1	10	1	2	6	2004	300	0	1	1	 
160042	2	10	1	8	8	2005	3000	0	1	1	 
160042	3	1	1	1	11	2005	1500	0	0	 	 
160043	1	1	1	1	11	2005	900	0	0	 	 
160043	2	4	1	2	1	2006	1500	0	0	 	 
160043	3	4	1	6	11	2005	500	0	0	 	 
160044	1	1	1	1	11	2005	9999	0	0	 	 
160045	1	10	1	2	1	2003	1600	0	1	1	 
160045	2	7	1	8	10	2004	4000	400	0	 	 
160046	1	10	17	2	1	2002	600	0	1	1	 
160046	2	8	17	2	4	2003	100	0	1	1	 
160046	3	1	17	1	11	2005	1400	0	0	 	 
160047	1	2	1	1	11	2004	650	0	1	1	 
160047	2	8	1	2	12	2004	1400	0	1	1	 
160047	3	8	1	2	12	2005	1500	0	0	 	 
160047	4	1	1	1	10	2005	700	0	0	 	 
160048	1	10	1	2	1	2002	1300	0	1	1	 
160048	2	8	1	1	3	2004	300	0	1	1	 
160049	1	1	2	1	11	2006	940	0	0	 	 
160050	1	8	1	7	2	2006	200	0	1	1	 
160051	1	1	1	1	11	2005	1000	0	0	 	 
160051	2	4	1	1	11	2005	300	0	0	 	 
160053	1	8	1	2	2	2005	1000	0	1	0	11
160053	2	2	1	1	10	2003	1400	185	1	77	 
160054	1	1	4	1	10	2005	1200	0	0	 	 
160055	1	10	1	1	11	2005	800	0	0	 	 
160057	1	8	2	7	2	2005	2500	350	0	 	 
160057	2	1	2	1	11	2005	1600	0	0	 	 
160057	3	10	2	10	2	2006	700	0	0	 	 
160058	1	1	1	1	11	2005	1200	0	0	 	 
160059	1	4	1	2	12	2003	1000	500	1	1	 
160059	2	4	1	2	12	2004	400	200	1	1	 
160059	3	4	1	2	12	2005	1000	500	0	 	 
160060	1	8	1	8	7	2005	2000	0	1	1	 
160061	1	1	1	1	11	2005	1000	0	0	 	 
160061	2	4	1	5	1	2006	150	0	0	 	 
160063	1	4	2	7	3	2003	500	50	1	1	 
160063	2	4	2	8	10	2005	1000	0	1	1	 
160065	1	7	2	19	10	2005	3400	0	0	 	 
160065	2	4	2	2	2	2005	1500	750	0	 	 
160065	3	1	2	1	10	2005	600	0	0	 	 
160066	1	1	1	1	10	2005	600	0	0	 	 
160066	2	7	1	2	2	2005	3000	0	0	 	 
160067	1	10	2	2	3	2005	700	0	1	77	 
160068	1	1	1	1	11	2005	800	0	0	 	 
160068	2	4	1	15	1	2005	500	0	0	 	 
160069	1	1	1	1	10	2005	1850	0	0	 	 
160070	1	4	0	10	9	2002	6500	0	1	1	 
160070	2	4	0	2	11	2003	600	0	1	1	 
160070	3	4	1	10	2	2004	8000	0	1	1	 
160070	4	1	0	1	10	2005	1600	0	0	 	 
160071	1	1	1	1	10	2005	1400	0	0	 	 
160072	1	8	1	19	3	2004	1000	0	1	1	 
160072	2	8	1	19	10	2005	1500	0	1	1	 
160073	1	1	1	1	10	2005	600	0	0	 	 
160074	1	1	1	1	10	2005	630	0	0	 	 
160076	1	2	1	1	10	2003	2100	185	1	1	 
160076	2	7	1	1	10	2005	5000	1600	0	 	 
160077	1	7	1	1	11	2005	600	0	0	 	 
160078	1	1	2	1	11	2005	800	0	0	 	 
160078	2	8	2	7	7	2005	1500	50	1	0	3
160078	3	8	2	10	10	2005	2500	500	0	 	 
160078	4	10	2	10	1	2006	3000	0	0	 	 
160079	1	2	1	1	10	2002	400	0	1	1	 
160079	2	2	1	1	10	2003	200	0	1	1	 
160079	3	2	1	1	10	2004	400	0	1	1	 
160079	4	1	1	1	11	2005	700	0	0	 	 
160079	5	4	1	1	11	2005	600	0	0	 	 
160080	1	2	1	1	11	2003	600	0	1	1	 
160080	2	1	1	1	10	2004	520	0	1	1	 
160080	3	7	1	14	10	2005	3200	0	0	 	 
160082	1	10	1	2	2	2006	1500	0	0	 	 
160082	2	8	1	2	1	2006	600	0	0	 	 
160083	1	2	1	1	11	2003	450	0	1	1	 
160083	2	8	1	2	12	2003	1000	500	1	1	 
160083	3	2	1	1	12	2004	1200	0	1	1	 
160083	4	2	1	1	11	2005	950	0	0	 	 
160083	5	8	1	2	12	2005	1000	500	0	 	 
160084	1	4	1	2	2	2003	1700	350	1	1	 
160084	2	7	1	1	5	2004	3500	325	1	1	 
160084	3	1	1	1	11	2005	2400	0	0	 	 
160086	1	1	1	1	10	2005	400	0	0	 	 
160087	1	1	1	1	10	2005	2400	0	0	 	 
160087	2	10	1	2	11	2005	2000	0	0	 	 
160088	1	1	1	1	11	2005	1200	0	0	 	 
160088	2	10	1	2	2	2003	1300	0	1	1	 
160089	1	2	1	1	11	2003	3200	0	1	1	 
