CHILDCODE	SPPGIDR4	SUPKNDR4	SUPWHOR4	SUPSRTR4	SUPENDR4	SUPFRQR4	SUPRIDR4
70082	3	10	5	2003	9999	1	7
70083	1	1	5	2003	9999	7	1
70083	3	5	13	2005	9999	1	2
70084	1	1	5	2000	9999	4	1
70085	1	1	5	2002	9999	8	3
70085	2	25	27	2005	9999	7	3
70085	3	7	6	2004	9999	8	3
70085	4	8	27	2003	9999	7	3
70085	5	11	6	2003	9999	7	3
70085	6	25	27	2003	9999	7	3
70085	7	18	6	1998	9999	1	3
70085	8	9	6	2003	9999	1	3
70086	1	1	5	1995	9999	1	1
70086	2	5	13	2002	9999	7	1
70086	3	7	6	1990	9999	7	2
70086	4	8	6	2000	9999	7	2
70086	6	10	5	1995	9999	7	1
70086	7	11	6	1990	9999	5	1
70087	1	1	5	2002	9999	1	1
70087	2	3	38	1989	9999	1	70
70087	3	4	38	1989	9999	2	70
70087	4	7	6	2004	9999	1	1
70087	5	9	6	2002	9999	1	70
70087	6	18	6	2002	9999	1	70
70088	1	1	5	2002	9999	1	80
70088	3	5	60	2003	9999	8	1
70089	1	3	38	2005	2005	2	70
70089	2	4	38	2005	2005	2	70
70089	3	1	5	2003	2003	1	2
70089	4	25	60	2002	2004	7	2
70089	5	7	55	2002	9999	7	70
70089	6	8	55	2002	9999	5	2
70089	7	9	55	2002	9999	7	70
70089	8	11	55	2002	9999	5	2
70089	9	18	55	2002	9999	1	70
70089	10	24	55	2002	9999	5	2
70090	1	1	5	1986	9999	8	1
70090	2	3	38	1997	2004	2	70
70090	3	4	38	1997	2004	2	70
70090	4	5	13	2002	9999	1	1
70090	5	7	6	2002	9999	1	80
70090	6	25	6	2005	9999	7	2
70090	7	8	6	2005	9999	7	2
70091	1	1	5	2002	9999	1	1
70091	2	7	6	2003	9999	6	70
70091	3	8	6	2002	9999	8	80
70091	4	9	6	2002	9999	1	1
70091	5	11	6	2003	9999	8	70
70091	6	16	6	2002	9999	1	1
70091	7	18	6	2002	9999	1	80
70092	1	3	38	1995	9999	1	70
70092	2	4	38	1995	9999	1	70
70092	6	1	5	2005	9999	1	2
70094	2	5	38	2003	2003	9	70
70094	3	1	5	2003	9999	1	1
70094	4	25	38	2001	2004	6	70
70096	1	1	5	1996	9999	4	1
70096	2	9	6	2000	9999	5	70
70096	3	15	38	2004	2005	6	70
70096	4	5	13	2000	9999	7	1
70097	1	1	5	1993	9999	7	1
70097	2	3	38	1998	9999	4	70
70097	3	4	38	1998	9999	4	70
70097	4	5	13	2006	9999	7	2
70098	1	4	38	2003	9999	4	70
70098	2	3	38	2002	9999	4	70
70098	3	1	5	2000	9999	6	1
70099	1	1	5	2003	9999	2	1
70099	2	5	13	2005	9999	1	2
70100	1	1	5	1998	9999	7	1
70100	2	5	13	2003	9999	1	2
70100	3	22	41	2005	2005	9	70
80001	1	3	38	2000	9999	1	80
80002	1	8	6	2001	9999	5	2
80003	1	8	6	1996	9999	7	2
80003	2	3	38	2001	9999	6	1
80003	4	1	5	1996	9999	2	1
80004	1	24	6	1999	9999	7	2
80004	2	1	5	2001	9999	2	80
80004	3	15	38	2000	9999	6	80
80004	4	22	77	1999	1999	9	1
80005	1	1	5	2002	9999	2	1
80005	3	15	38	2002	9999	1	80
80006	1	1	5	1998	9999	2	80
80006	3	3	38	2001	2002	6	80
80006	4	8	6	1992	9999	5	2
80006	5	5	13	2005	9999	9	1
80007	1	1	5	1998	9999	7	1
80007	2	3	38	1998	9999	6	80
80007	3	17	35	2000	9999	1	90
80007	4	7	6	2000	9999	2	2
80008	1	1	5	1989	9999	7	1
80008	4	14	60	2001	2005	7	2
80009	2	1	5	1990	9999	8	3
80009	3	21	40	1996	2002	6	80
80009	4	14	35	1995	9999	4	3
80010	1	1	5	1998	9999	6	0
80010	3	4	38	1996	9999	6	80
80011	1	1	5	1999	9999	2	1
80011	3	3	38	1998	9999	6	80
80012	1	1	5	1995	9999	7	80
80012	2	5	13	2002	9999	1	80
80012	3	22	35	2005	2005	9	80
80013	1	1	5	1996	9999	2	80
80013	3	21	38	2001	9999	6	80
80014	1	1	5	1998	9999	1	80
80014	3	15	38	1999	9999	1	80
80014	4	3	38	1999	9999	6	80
80015	1	1	5	2003	9999	6	80
80015	2	4	38	1999	9999	6	80
80015	3	5	13	1997	9999	7	80
80016	1	1	6	1985	9999	7	1
80016	3	4	38	2002	9999	6	80
80017	1	1	5	1988	9999	7	80
80017	2	5	39	2005	2006	7	1
80017	3	4	38	2002	2006	6	80
80018	1	1	5	1998	9999	7	80
80018	3	3	38	2002	9999	6	80
80019	1	1	5	1995	9999	9	1
80019	3	15	38	1999	2005	6	80
80020	1	1	5	2000	9999	6	80
80020	3	15	38	2005	9999	6	70
80021	1	1	5	1999	9999	7	80
80021	3	5	39	2003	9999	6	2
80022	1	1	5	2001	9999	2	2
80022	2	13	23	2004	9999	2	2
80022	3	3	38	2002	9999	6	80
80023	1	1	5	2000	9999	1	1
80023	3	4	38	2003	2006	6	80
80024	1	1	5	1996	9999	4	80
80024	3	5	39	2001	2006	6	80
80024	4	3	38	1999	9999	6	80
80025	1	3	38	1997	9999	6	80
80025	3	1	5	1997	9999	6	80
80027	1	1	5	1998	9999	6	1
80027	2	4	38	1999	9999	6	80
80028	1	1	5	2000	9999	6	80
80028	3	3	38	1997	9999	6	80
80029	1	1	5	1996	9999	6	1
80029	2	3	38	1996	9999	6	80
80029	3	22	23	2005	9999	1	80
80030	1	1	5	2000	9999	1	20
80031	1	1	5	1998	9999	5	1
80031	2	22	23	2003	2006	1	2
80032	1	1	5	1987	9999	6	80
80032	3	5	13	2001	9999	7	80
80033	1	1	5	1998	9999	6	80
80033	2	3	38	1998	9999	6	80
80033	3	8	6	2000	9999	5	2
80034	1	1	5	1998	9999	7	80
80034	2	3	38	1998	9999	6	80
80034	3	8	6	2000	9999	7	2
80036	1	1	5	2000	9999	1	80
80036	3	4	38	1989	9999	6	80
80037	1	1	5	2003	9999	2	80
80037	2	10	23	2004	9999	2	80
80038	1	1	5	2001	9999	6	1
80038	3	4	38	1996	9999	6	80
80040	1	1	5	2000	9999	5	80
80040	2	3	38	2001	9999	6	80
80040	3	18	6	2000	9999	5	80
80041	1	1	5	2003	9999	1	80
80041	2	3	38	2000	9999	6	80
80042	1	1	5	2004	9999	2	2
80042	2	3	38	2003	9999	6	80
80043	1	15	38	1998	2003	1	80
80043	2	1	5	1990	9999	6	80
80043	3	22	50	2000	9999	6	1
80045	2	18	6	1998	9999	3	80
80045	3	3	38	2001	9999	6	80
80046	1	3	38	2000	9999	6	80
80046	2	24	6	1998	9999	5	2
80046	3	1	5	1996	9999	1	80
80047	1	1	5	1989	9999	6	1
80047	2	22	23	2004	2004	9	2
80047	3	4	38	1996	9999	6	80
80048	1	1	5	1999	9999	2	80
80048	2	3	38	2001	9999	6	80
80048	3	11	27	2005	9999	1	1
80049	1	3	38	2000	9999	6	80
80049	2	8	6	2004	9999	5	2
80049	3	25	9	2004	9999	6	1
80050	1	1	5	1998	9999	2	80
80050	2	3	38	2001	9999	6	80
80051	1	1	5	2003	9999	2	2
80051	2	8	6	2002	9999	5	2
80051	3	13	23	2003	9999	2	2
80052	1	1	5	2002	9999	4	1
80052	3	4	43	1999	9999	6	80
80052	4	22	23	2005	9999	5	1
80052	5	5	13	2004	9999	7	1
80053	1	1	5	2000	9999	2	80
80053	2	3	38	2002	2002	6	80
80054	1	1	5	1990	9999	6	80
80054	2	8	6	2000	9999	5	2
80055	1	1	5	1990	9999	7	1
80055	2	3	38	2002	9999	6	80
80055	3	8	6	1994	9999	7	2
80056	1	1	5	1986	9999	7	80
80056	2	3	38	2001	9999	6	80
80056	3	8	6	2000	9999	5	2
80057	1	1	5	2003	9999	7	80
80057	2	3	38	1996	9999	6	80
80057	3	22	23	2003	2003	9	2
80058	1	1	5	1998	9999	2	80
80058	2	3	38	2000	9999	6	80
80059	1	3	38	1998	9999	6	80
80059	2	5	13	2004	9999	7	2
80059	3	1	5	1998	9999	7	80
80060	1	1	5	2000	9999	1	7
80060	2	3	38	1999	9999	6	80
80061	1	1	5	1998	9999	5	80
80061	2	8	6	2000	9999	5	2
80062	1	1	5	1998	9999	7	80
80062	2	3	38	1998	9999	6	80
80063	1	3	38	2001	9999	6	80
80063	2	1	5	1998	9999	2	80
80063	3	8	6	1999	9999	9	2
80065	1	1	5	1998	9999	5	1
80065	2	3	38	1996	9999	6	80
80065	3	22	23	2003	2003	9	2
80066	1	1	5	2005	9999	7	80
80066	2	3	38	1996	9999	6	80
80067	1	3	38	1999	9999	6	80
80067	2	13	5	1999	9999	1	1
80068	1	3	38	2000	9999	6	80
80068	2	8	6	1999	2005	5	1
80068	3	1	5	1996	9999	2	80
80069	1	1	6	2000	9999	2	80
80070	1	15	38	1997	9999	6	80
80070	2	8	6	2000	9999	7	80
80070	3	5	35	2004	9999	7	4
80071	2	3	38	1998	9999	6	80
80072	1	1	5	1998	9999	2	1
80072	2	3	38	2000	2001	6	80
80073	1	1	5	2000	9999	2	80
80073	2	3	38	2001	9999	6	80
80074	1	1	5	2000	9999	2	80
80075	1	1	5	1998	9999	2	80
80075	2	8	6	1998	9999	7	2
80076	1	3	38	1996	9999	6	80
80076	2	1	5	2001	9999	4	80
80076	3	8	6	2004	9999	5	2
80076	4	16	50	2001	9999	1	1
80078	1	1	5	2002	9999	2	80
80078	2	3	38	2001	9999	6	80
80079	1	1	5	1997	9999	7	80
80079	3	3	38	1998	9999	6	80
80080	1	1	5	2004	9999	1	1
80080	3	4	38	2003	9999	6	80
80080	4	10	50	2002	9999	1	1
80080	5	22	23	2004	9999	2	15
80081	1	1	5	2001	9999	2	2
80081	2	3	38	2003	9999	6	80
80082	1	1	5	1994	9999	5	1
80082	2	3	38	1996	9999	6	80
80083	1	1	5	1998	9999	2	80
80083	2	8	6	2003	2006	5	2
80083	3	3	38	2001	9999	6	80
80084	1	1	5	2001	9999	2	80
80084	2	8	6	1995	9999	5	2
80084	3	3	38	2001	9999	6	80
80085	1	1	5	2001	9999	2	1
80085	3	3	38	2000	9999	1	80
80085	4	5	13	2005	9999	1	1
80086	1	1	5	1989	9999	7	2
80086	3	4	38	2000	9999	6	80
80086	4	21	23	1997	9999	1	2
80087	1	15	38	2001	9999	1	80
80088	1	1	5	2003	9999	2	80
80088	2	3	38	2002	9999	6	80
80089	1	1	5	1999	9999	2	80
80089	2	8	6	1998	9999	5	80
80089	3	4	38	2001	9999	6	80
80091	1	1	5	1900	9999	5	1
80091	3	4	38	1996	9999	6	80
80091	4	22	23	1995	9999	1	2
80092	1	15	38	2001	9999	1	1
80092	2	1	5	1992	9999	1	1
80092	3	9	55	1998	9999	6	80
80093	1	1	5	1996	9999	2	80
80093	3	4	38	1998	9999	6	80
80094	1	1	5	1998	9999	4	2
80094	2	8	6	2000	9999	6	2
80095	1	1	5	1998	9999	5	1
80095	3	22	23	2005	2005	9	1
80096	1	1	5	1997	9999	6	1
80096	3	4	38	1999	9999	6	80
80097	1	3	38	2000	9999	6	80
80097	3	1	5	1999	9999	1	1
80097	4	14	50	1999	9999	2	2
80098	1	1	5	1998	9999	7	1
80098	2	3	38	1999	9999	6	80
80098	3	5	13	2003	2006	2	80
80099	2	1	5	2000	9999	7	1
80099	3	3	38	1997	9999	6	80
80100	1	1	5	2000	9999	5	80
80100	2	4	38	1998	9999	6	80
80100	3	8	5	1999	9999	7	2
80100	4	7	36	2000	9999	77	70
90001	1	3	38	1998	9999	6	80
90001	2	4	38	1998	9999	6	80
90001	3	5	39	1998	9999	7	2
90002	1	1	5	1999	9999	6	1
90003	1	1	5	1998	9999	1	80
90003	2	5	13	2005	9999	1	1
90003	3	8	6	1999	9999	5	2
90004	1	3	38	2002	9999	1	80
90005	1	1	5	2003	9999	1	80
90006	1	1	5	1998	9999	7	80
90006	2	5	13	2005	9999	1	2
90007	1	1	5	2003	9999	2	1
90007	2	3	38	2004	9999	6	80
90008	1	1	5	1989	9999	7	1
90008	2	4	38	2005	9999	2	80
90008	3	5	13	2004	9999	1	80
90009	1	1	5	1998	9999	7	80
90009	2	4	38	2000	9999	6	80
90010	1	1	5	2000	9999	5	1
90010	2	5	13	2003	9999	1	80
90011	1	1	5	2002	9999	5	80
90011	2	15	38	2004	9999	1	80
90011	3	8	6	1999	9999	9	2
90012	1	1	5	1997	9999	7	1
90013	1	1	5	1996	9999	1	7
90013	2	15	38	1996	9999	7	80
90014	1	1	5	1997	9999	8	1
90014	2	4	38	1997	9999	6	80
90015	1	1	5	2004	9999	1	1
90016	1	1	5	2000	9999	6	1
90017	1	1	5	1996	9999	5	1
90018	1	1	5	1998	9999	7	1
90018	2	5	14	2002	9999	7	2
90019	1	1	5	1996	9999	1	80
90020	1	1	5	1996	9999	7	1
90020	2	5	13	1995	2005	7	80
90021	1	1	5	2003	9999	5	80
90021	2	3	38	2004	9999	1	80
90022	1	1	5	1996	9999	5	1
90022	2	5	13	2002	9999	1	2
90023	1	1	5	2004	9999	2	1
90024	1	1	5	2000	9999	6	1
90025	1	1	5	1998	9999	1	80
90025	2	5	13	2004	9999	1	2
90026	1	1	5	1999	9999	6	1
90026	2	5	13	2005	9999	7	1
90027	1	1	5	1995	9999	5	1
90028	1	1	5	1994	9999	7	2
90030	1	1	5	2002	9999	6	80
90031	1	1	5	2003	9999	1	80
90033	1	1	5	1993	9999	7	1
90033	2	4	38	1995	2005	6	80
90033	3	5	13	2002	2003	1	2
90034	1	1	5	2002	9999	1	80
90034	2	4	38	2001	2004	7	80
90035	1	1	5	2000	9999	7	2
90036	1	1	5	1998	9999	1	80
90036	2	4	38	2002	2005	7	80
90036	3	5	39	2003	2005	1	1
90037	1	1	5	2003	9999	1	2
90037	2	3	38	2000	9999	6	80
90039	1	1	5	2003	9999	1	80
90039	2	5	13	2004	9999	1	1
90039	3	5	39	2001	9999	7	80
90040	1	1	5	1998	9999	7	80
90041	1	1	5	1998	9999	1	80
90042	1	1	5	1998	9999	1	80
90042	2	4	38	2002	2006	7	80
90042	3	5	13	2005	9999	1	1
90043	1	1	5	1996	9999	1	2
90043	3	5	39	2003	9999	1	2
90044	1	1	5	2004	9999	2	1
90045	1	1	5	1991	9999	7	1
90046	1	1	5	1998	9999	7	80
90046	2	3	38	1998	9999	6	80
90046	3	4	38	1998	9999	6	80
90048	1	1	5	2003	9999	2	80
90048	2	3	38	2001	9999	6	80
90049	1	1	5	1998	9999	7	5
90049	2	3	38	1998	9999	7	80
90049	3	4	38	1998	9999	6	80
90049	4	5	13	2002	9999	7	2
90050	1	1	5	2000	9999	6	80
90050	3	3	38	2000	9999	6	80
90050	4	4	38	2000	9999	6	80
90051	1	1	5	1995	9999	7	80
90051	3	5	39	1998	9999	7	2
90052	1	1	5	2002	9999	2	80
90053	1	1	5	2003	9999	7	1
90054	1	1	5	1996	9999	5	2
90055	1	1	5	2002	9999	2	1
90056	1	1	5	2003	9999	2	1
90057	1	1	5	1995	9999	7	1
90058	1	1	5	2002	9999	5	1
90059	1	1	5	2002	9999	7	80
90059	2	4	38	1996	2004	6	80
90060	1	1	5	1885	9999	6	2
90062	1	1	5	2001	9999	1	1
90062	2	8	6	2003	9999	5	2
90062	3	3	38	2002	9999	7	80
90062	4	5	58	2002	9999	1	2
90063	1	1	5	1999	9999	5	1
90064	1	1	5	1994	9999	7	1
90064	2	5	13	2003	2004	1	2
90065	1	1	5	1996	9999	5	1
90065	2	4	38	1996	9999	6	80
90066	1	1	5	2003	9999	1	80
90066	2	3	38	2000	9999	6	80
90067	1	1	5	2002	9999	1	80
90067	2	13	5	2004	9999	1	80
90067	3	5	13	2002	9999	1	2
90067	4	8	6	2004	9999	5	2
90068	1	1	5	2000	9999	6	80
90068	2	8	6	1999	9999	5	3
90070	1	1	5	2003	9999	1	80
90071	1	1	5	1982	9999	1	2
90072	1	1	5	1995	9999	1	80
90073	1	1	5	2002	9999	1	2
90073	2	3	38	1998	9999	6	80
90074	1	8	6	1997	2005	5	2
90074	2	13	5	1997	9999	1	1
90074	3	24	6	2006	9999	7	2
90075	1	1	5	1998	9999	1	80
90075	2	5	13	2003	9999	1	2
90076	1	3	38	2002	9999	7	80
90076	2	1	5	1995	9999	7	80
90077	1	1	5	1998	9999	5	1
90077	2	4	38	1996	9999	6	80
90079	1	1	5	2003	9999	2	1
90080	1	3	38	2001	9999	7	90
90081	1	1	5	2004	9999	2	80
90081	2	3	38	2001	9999	7	80
90082	1	1	5	1998	9999	7	1
90084	1	1	5	1998	9999	1	80
90084	2	4	38	2002	9999	5	80
90085	1	1	5	1998	9999	1	80
90085	2	5	13	1994	9999	1	8
90085	3	13	5	1994	9999	1	8
90086	1	1	5	2002	9999	2	80
90086	2	3	38	1997	9999	6	80
90087	1	1	5	1998	9999	7	1
90087	2	8	6	1999	9999	5	2
90088	1	1	5	2001	9999	1	80
90088	2	5	39	2003	9999	1	1
90088	3	13	5	2005	9999	1	1
90088	4	8	6	2001	9999	5	2
90089	1	1	5	2003	9999	1	1
90090	1	3	38	2001	9999	6	80
90090	2	4	38	2001	9999	6	80
90090	3	1	5	1998	9999	6	80
90092	1	1	5	1999	9999	9	2
90092	2	4	38	1999	9999	6	80
90093	1	1	5	1996	9999	7	3
90093	2	4	38	1995	9999	6	80
90093	3	5	13	1996	9999	1	4
90094	1	1	5	1985	9999	7	80
90095	1	3	38	1999	9999	6	80
90095	2	5	13	2001	9999	7	2
90095	3	1	5	1980	9999	7	80
90095	4	8	6	2002	9999	7	80
90096	1	1	5	2003	9999	1	80
100001	1	25	60	2004	2005	5	2
100001	2	8	6	1994	9999	9	2
100001	3	7	6	2005	2005	1	2
100001	4	2	6	2005	9999	7	9
100001	5	5	13	2004	9999	2	2
100001	6	25	6	1999	9999	7	80
100003	1	12	60	2002	9999	2	0
100003	2	11	6	2005	2006	2	2
100005	1	8	6	2006	9999	5	2
100005	2	24	6	1994	2005	8	2
100006	1	25	6	2005	9999	1	80
100007	1	25	6	2000	9999	5	80
100007	2	1	5	1996	9999	7	2
100008	1	5	13	2000	9999	1	1
100008	2	24	6	1997	9999	7	2
100008	3	25	60	2005	2005	5	2
100010	1	1	5	1996	9999	8	80
100010	2	8	6	1996	9999	5	1
100010	3	19	60	1999	2005	8	1
100011	1	25	6	2004	9999	1	80
100011	2	5	13	2003	2004	1	2
100013	1	14	35	2004	2004	1	1
100013	2	7	6	2005	2006	1	1
100013	3	5	13	2004	9999	1	1
100015	1	8	6	1998	9999	5	2
100015	2	24	6	2005	2005	5	2
100015	3	25	60	2006	9999	5	90
100016	1	25	6	2005	2005	1	80
100017	1	1	5	2002	9999	2	80
100018	1	25	6	2005	2005	1	80
100018	2	8	6	1996	9999	5	2
100019	1	5	13	2001	2004	8	2
100019	2	7	60	2004	2005	2	2
100019	3	8	6	2001	2003	5	2
100020	1	7	6	2000	9999	1	1
100020	2	25	35	2000	9999	2	1
100020	3	25	6	2004	9999	3	1
100020	5	8	6	2001	9999	9	2
100020	6	5	13	2002	9999	1	1
100021	1	8	6	1995	9999	5	2
100021	2	25	60	2005	2005	8	1
100022	1	7	6	2002	9999	1	2
100023	1	17	60	2003	9999	2	0
100023	2	5	13	1998	9999	1	1
100023	3	8	6	2003	2005	5	2
100024	1	25	6	2005	2005	7	80
100024	2	5	13	2002	9999	1	2
100024	3	8	6	1999	2002	5	2
100025	1	8	6	1996	9999	7	2
100025	2	16	60	1995	9999	8	80
100026	1	25	6	2004	2005	7	80
100027	1	14	35	1991	9999	2	1
100027	2	7	7	1991	1996	1	1
100027	3	25	35	1992	2005	1	1
100027	4	25	6	2002	9999	2	80
100027	5	8	6	2002	9999	5	2
100027	6	5	13	2004	2005	1	1
100028	1	5	13	2005	9999	1	2
100028	2	25	6	2005	2005	1	80
100028	3	8	6	2003	9999	5	2
100029	1	12	60	1999	9999	2	0
100029	2	7	60	2005	2005	8	2
100030	1	1	5	2003	9999	5	6
100030	2	24	6	2004	2005	8	8
100030	3	4	5	2006	9999	8	6
100031	1	19	60	2002	9999	2	0
100031	2	24	6	2005	2006	8	2
100032	1	5	13	2005	9999	1	80
100032	2	25	6	2005	9999	1	80
100032	3	17	60	2000	9999	7	0
100033	1	25	6	2002	9999	7	80
100033	2	8	6	2001	9999	5	1
100033	3	7	6	2000	2000	1	2
100033	4	5	13	1999	2005	1	1
100034	1	14	35	2005	9999	7	2
100034	2	25	6	2005	9999	7	80
100034	3	8	6	1998	2005	5	2
100034	4	5	13	2005	9999	1	1
100035	1	13	5	2006	9999	77	6
100035	2	25	6	2004	9999	7	80
100036	1	8	6	2005	2005	5	2
100037	1	25	6	2001	9999	1	80
100037	2	8	6	2005	9999	5	3
100037	3	5	13	2005	9999	1	3
100038	1	8	6	1999	9999	5	2
100038	2	1	5	2006	9999	2	1
100039	1	8	6	1996	9999	5	3
100040	1	19	60	2002	9999	2	0
100040	2	7	60	2005	9999	7	2
100040	3	7	6	2006	2006	8	2
100041	1	13	60	2005	2005	8	2
100041	2	8	6	2002	9999	5	3
100042	1	25	6	2004	9999	4	80
100043	1	25	6	2005	9999	7	80
100043	2	8	6	1999	9999	9	2
100043	3	12	60	1999	9999	2	0
100043	4	5	13	2005	2006	1	2
100044	1	1	5	1996	9999	5	80
100044	2	8	6	1997	9999	5	2
100044	3	13	8	2002	2002	2	2
100047	1	25	6	2005	9999	1	80
100047	2	5	13	2004	2005	1	1
100048	1	5	13	2004	9999	1	2
100048	2	7	6	2003	2003	8	1
100049	1	6	60	2005	9999	7	0
100049	2	13	5	2004	9999	2	3
100050	1	1	5	1994	9999	3	3
100050	2	5	60	2002	2003	1	3
100051	1	1	5	2005	9999	1	2
100052	1	14	14	2005	9999	1	2
100053	1	25	14	1999	1999	88	1
100054	1	17	14	2000	2004	1	1
100055	1	7	60	2003	2003	88	1
100055	2	25	57	1998	9999	1	1
100055	3	5	14	2003	2004	1	1
100056	1	13	5	2003	9999	77	2
100056	2	16	35	2003	2003	88	2
100056	3	7	60	2002	2002	88	2
100057	1	5	13	2002	9999	88	1
100057	2	7	60	2002	2002	2	90
100058	1	5	13	1995	9999	88	2
100058	2	7	6	2004	9999	8	2
100059	1	25	6	2005	9999	1	2
100060	1	5	13	1998	9999	1	2
100061	1	7	60	2002	9999	1	1
100062	1	24	6	1995	2004	6	2
100062	3	8	6	1995	2004	5	2
100062	4	5	13	2000	2004	1	1
100064	1	8	6	2000	9999	5	80
100065	1	8	6	1996	9999	5	2
100065	2	25	6	2000	9999	7	80
100066	1	25	60	2002	9999	6	1
100067	1	12	60	1998	9999	1	0
100067	2	8	6	1998	9999	1	80
100068	1	25	41	2004	9999	6	1
100068	2	7	6	2004	9999	8	1
100069	1	25	6	2000	9999	6	80
100070	1	19	60	1999	9999	2	4
100070	2	7	6	2002	9999	6	3
100071	1	18	6	2005	9999	3	80
100072	1	1	5	2005	9999	8	2
100072	2	19	42	2005	9999	8	2
100072	3	14	35	2004	9999	1	2
100073	1	17	60	2006	9999	4	8
100073	2	5	13	2000	9999	1	1
100073	3	7	6	2002	9999	7	80
100074	1	5	60	2004	9999	1	3
100074	2	25	6	2003	9999	6	4
100074	3	5	13	2003	9999	1	2
100075	1	7	6	1997	9999	3	80
100075	2	13	5	2003	9999	1	2
100075	3	8	6	2000	9999	1	2
100076	1	5	13	2004	9999	1	2
100077	1	15	5	2006	2006	8	3
100077	2	1	5	1977	9999	1	3
100077	3	5	13	2006	9999	1	4
100078	1	7	6	2000	9999	5	80
100079	1	16	35	2005	9999	1	2
100079	2	7	6	2000	2003	1	2
100079	3	25	6	2004	9999	77	80
100080	1	5	13	2001	9999	88	1
100080	2	7	6	2002	9999	8	80
100081	1	8	6	2000	9999	1	80
100081	3	25	60	2003	9999	1	80
100082	1	14	35	2006	9999	7	3
100082	2	8	6	2004	9999	1	2
100083	1	13	35	2002	9999	2	1
100083	2	25	35	2006	9999	77	1
100083	3	1	5	2006	9999	1	1
100084	1	25	42	2005	9999	8	2
100084	2	7	6	2003	9999	1	2
100084	3	25	41	2005	9999	8	2
100085	1	18	6	1996	9999	3	80
100086	1	25	35	1995	9999	88	80
100087	1	12	60	2005	9999	9	0
100088	1	17	60	2000	9999	1	0
100089	1	24	6	1995	9999	2	2
100090	1	25	6	1996	9999	6	80
100092	1	5	13	2005	9999	5	6
100092	2	8	6	2003	9999	5	3
100093	1	17	14	2000	9999	2	80
100094	1	8	6	2000	9999	5	3
100095	1	18	6	2000	9999	4	80
100096	1	7	6	2000	9999	7	2
100096	3	25	6	2003	9999	8	80
100097	1	1	5	2005	9999	1	80
100097	2	8	6	1996	9999	2	80
100097	3	5	60	2000	9999	7	2
100098	1	5	13	2001	9999	1	3
100098	2	24	6	2000	9999	2	80
100098	3	1	5	1996	9999	3	80
100099	1	1	5	2005	9999	2	80
100099	2	24	6	2000	9999	5	2
100100	1	8	6	1996	9999	1	80
100100	2	5	13	2003	9999	7	2
110001	1	13	5	2005	2005	2	1
110002	1	13	6	2003	9999	1	1
110003	1	1	5	2000	9999	2	1
110003	2	5	13	1997	2002	1	1
110003	3	7	6	2002	2005	2	80
110004	1	13	5	2002	9999	1	1
110004	2	7	60	2002	9999	1	1
110004	3	25	35	2003	9999	1	1
110004	4	5	13	2003	2004	9	1
110005	1	18	6	2005	9999	9	80
110005	2	7	6	2000	9999	5	2
110005	3	5	13	2004	9999	1	2
110006	1	13	5	2004	9999	1	80
110006	2	8	6	2001	2005	8	2
110006	3	24	6	2000	9999	1	2
110006	4	25	35	1999	9999	1	2
110006	5	12	77	2006	9999	9	17
110007	1	12	60	2006	9999	8	4
110007	2	13	5	2003	9999	2	1
110008	1	13	5	2002	9999	1	7
110009	1	13	5	2006	2006	1	1
110009	2	8	6	1994	9999	7	2
110009	3	5	13	2001	9999	1	1
110010	1	2	60	2005	2005	88	2
110010	2	12	60	2003	9999	1	0
110010	3	21	60	2005	2005	88	2
110011	1	13	35	2005	9999	2	1
110011	2	18	6	2002	9999	1	1
110011	3	16	48	2004	9999	1	1
110012	1	8	6	2003	9999	1	2
110012	2	24	6	1994	9999	7	80
110013	1	16	48	2002	9999	1	2
110013	2	18	6	2003	9999	1	2
110014	1	13	5	1997	9999	1	1
110014	2	8	6	1997	9999	5	2
110016	1	13	5	2002	9999	2	1
110016	2	10	5	2006	9999	4	1
110016	3	7	6	2003	9999	1	1
110016	4	25	35	2006	9999	1	1
110017	1	1	5	2004	2004	1	1
110017	2	8	6	1998	9999	5	2
110017	3	7	6	1997	2006	1	80
110019	1	13	5	2002	9999	1	1
110019	2	1	5	2002	9999	1	1
110019	3	7	6	2005	9999	3	1
110020	1	24	6	1997	9999	1	1
110020	2	8	6	1992	9999	5	2
110020	3	13	5	2002	9999	2	1
110021	1	12	60	2004	2005	2	80
110022	1	25	60	2004	2006	6	2
110022	2	1	5	1996	9999	1	1
110022	3	8	6	1990	9999	5	2
110023	1	1	5	2004	2004	8	1
110023	2	8	6	2000	9999	5	2
110023	3	5	13	2005	9999	1	1
110024	1	13	5	2002	9999	2	3
110025	1	13	5	2003	9999	1	1
110025	2	18	6	2004	9999	8	1
110026	1	24	6	2005	2005	1	2
110027	1	8	6	1995	9999	5	2
110027	2	7	6	2003	9999	7	80
110028	1	1	5	2003	9999	1	7
110028	2	8	6	1995	9999	5	8
110028	3	7	6	1995	9999	1	7
110028	4	22	5	2003	2004	1	7
110029	1	14	35	2003	9999	9	2
110029	2	7	6	2003	9999	3	2
110029	3	18	6	2003	9999	3	2
110029	4	16	60	2004	2004	77	2
110029	5	5	13	2004	9999	9	2
110030	1	8	6	1998	9999	5	3
110031	1	8	6	2000	2005	5	2
110032	1	13	5	2003	9999	1	3
110032	2	14	6	2003	9999	1	3
110033	1	18	6	2005	9999	1	1
110033	2	14	35	2003	9999	2	1
110033	3	5	13	2005	2006	1	1
