CHILDID	ID	AGE	SEX	RELATE	STILL	YRSCHOOL	DISABLED	CARE	SUPPORT	V1020511	V1020512
VN040171	8	9	1	4	1	42	2	2	2	0	0
VN040174	1	32	1	1	2	42	2	1	1	3	0
VN040174	2	23	2	1	2	0	2	1	1	0	0
VN050001	1	59	2	3	2	0	2	1	1	0	0
VN050001	2	38	1	1	2	45	2	2	1	0	0
VN050001	3	33	2	1	2	0	2	1	1	0	0
VN050001	4	11	2	5	1	43	2	1	2	0	0
VN050001	5	9	1	5	1	42	2	2	2	0	0
VN050002	1	53	1	3	2	42	2	1	1	0	0
VN050002	2	52	2	3	2	42	2	1	1	0	0
VN050002	3	22	1	1	2	42	2	1	1	2	0
VN050002	4	21	2	1	2	42	2	1	1	0	0
VN050002	5	15	2	4	1	44	2	1	2	0	0
VN050002	6	12	1	4	1	43	2	1	2	0	0
VN050003	1	68	1	3	2	42	2	1	1	10	0
VN050003	2	68	2	3	2	42	2	1	1	0	0
VN050003	3	32	1	1	2	42	2	1	1	15	0
VN050003	4	25	2	1	2	42	2	1	1	0	0
VN050003	15	3	1	5	88	88	2	88	88	88	88
VN050004	1	33	1	1	2	44	2	1	1	10	0
VN050004	2	33	2	1	2	0	2	1	1	0	0
VN050004	3	10	1	5	1	42	2	2	2	0	0
VN050005	1	38	1	1	2	43	2	1	1	3	0
VN050005	2	36	2	1	2	42	2	1	1	0	0
VN050006	1	38	1	1	2	45	2	1	1	0	0
VN050006	2	38	2	1	1	46	2	1	1	0	0
VN050007	1	74	2	3	2	0	2	1	1	0	0
VN050007	2	35	2	1	2	42	2	1	1	0	0
VN050008	1	66	2	3	2	0	2	1	1	0	0
VN050008	2	29	1	1	2	42	2	1	1	9	0
VN050008	3	22	2	1	2	0	2	1	2	0	0
VN050009	1	46	2	3	2	0	2	2	1	0	0
VN050009	2	23	1	1	2	0	2	2	1	10	0
VN050009	3	21	2	1	2	0	2	1	1	0	0
VN050010	1	38	2	1	2	43	2	1	1	0	0
VN050010	2	36	1	1	2	43	2	1	1	1	0
VN050010	3	10	2	5	1	42	2	2	2	0	0
VN050011	1	69	1	3	2	0	2	1	1	0	0
VN050011	2	28	1	1	2	42	2	1	1	20	0
VN050011	3	23	2	1	2	0	2	1	1	0	0
VN050012	1	30	1	1	2	44	2	1	1	10	0
VN050012	2	29	2	1	2	46	2	1	1	0	0
VN050013	1	28	1	1	2	42	2	2	1	0	0
VN050013	2	27	2	1	2	0	2	1	1	0	0
VN050013	3	6	1	5	1	42	2	2	2	0	0
VN050014	1	47	2	3	2	99	2	2	1	0	0
VN050014	2	46	1	3	2	99	2	2	1	20	0
VN050014	3	30	1	4	2	0	2	1	2	20	0
VN050014	4	20	1	1	2	0	2	1	1	20	0
VN050014	5	19	2	1	2	42	2	1	2	0	0
VN050014	6	18	1	4	2	0	2	2	2	20	0
VN050014	7	8	2	4	1	42	2	1	2	0	0
VN050015	1	25	1	1	2	42	2	1	1	15	0
VN050015	2	21	2	1	2	42	2	1	1	0	0
VN050015	15	2	1	5	88	88	2	88	88	88	88
VN050016	1	43	1	1	2	42	2	1	1	0	0
VN050016	2	42	2	1	2	0	2	1	1	0	0
VN050016	3	11	2	5	1	42	2	1	2	0	0
VN050017	1	32	2	1	2	42	2	1	1	0	0
VN050017	2	30	1	1	2	0	2	2	1	10	0
VN050018	1	21	1	1	2	42	2	1	1	5	0
VN050018	2	19	2	1	2	42	2	1	1	0	0
VN050019	1	68	2	3	2	0	2	1	1	10	0
VN050019	2	37	2	4	2	42	2	1	1	0	0
VN050019	3	32	2	4	2	42	2	1	1	0	0
VN050019	4	28	1	1	2	42	2	1	1	10	0
VN050019	5	23	2	1	2	42	2	1	1	0	0
VN050019	15	4	1	6	88	88	2	88	88	88	88
VN050021	1	33	1	1	2	44	2	1	1	20	0
VN050021	2	31	2	1	2	43	2	1	1	0	0
VN050021	3	10	1	5	1	42	2	1	2	0	0
VN050022	1	49	1	3	2	0	2	1	1	10	0
VN050022	2	49	2	3	2	0	2	1	1	0	0
VN050022	3	25	1	1	2	42	2	1	1	5	0
VN050022	4	22	2	1	2	44	2	1	1	0	0
VN050022	5	22	1	4	2	42	2	1	1	0	0
VN050022	15	0	2	5	88	88	2	88	88	88	88
VN050023	1	27	1	1	2	43	2	1	1	5	0
VN050023	2	23	2	1	2	44	2	1	1	0	0
VN050024	1	36	1	1	2	0	2	1	1	20	0
VN050024	2	33	2	1	2	43	2	1	1	0	0
VN050024	3	5	2	5	2	0	2	2	2	0	0
VN050025	1	55	1	3	2	0	2	1	1	0	0
VN050025	2	53	2	3	2	0	2	1	1	0	0
VN050025	3	24	1	1	2	42	2	1	1	3	0
VN050025	4	22	1	4	2	42	2	1	1	0	0
VN050025	5	21	2	1	2	42	2	1	1	0	0
VN050026	1	49	1	3	2	0	2	1	1	15	0
VN050026	2	50	2	3	2	0	2	1	1	0	0
VN050026	3	24	1	1	2	0	2	1	1	0	0
VN050026	4	22	1	4	2	42	2	1	1	5	0
VN050026	5	20	2	4	2	42	2	1	2	0	0
VN050026	6	19	2	1	2	42	2	1	1	0	0
VN050026	7	18	1	4	2	42	2	1	1	0	0
VN050026	8	13	2	4	1	43	2	2	2	0	0
VN050026	9	10	1	4	1	42	2	2	2	0	0
VN050027	1	28	1	1	2	43	2	1	1	6	0
VN050027	2	26	2	1	2	42	2	1	2	0	0
VN050028	1	33	1	1	2	42	2	1	1	4	0
VN050028	2	28	2	1	2	0	2	1	1	0	0
VN050029	1	47	1	3	2	0	2	1	1	20	0
VN050029	2	45	2	3	2	43	2	1	1	0	0
VN050029	3	22	2	1	2	0	2	1	1	0	0
VN050029	4	27	1	1	2	0	2	1	1	20	0
VN050029	5	19	2	4	2	44	2	1	2	0	0
VN050029	6	17	1	4	1	44	2	1	2	0	0
VN050029	7	13	2	4	1	43	2	1	2	0	0
VN050031	1	37	1	1	2	42	2	1	1	10	0
VN050031	2	37	2	1	2	0	2	1	1	0	0
VN050031	3	16	2	5	2	42	2	2	2	0	0
VN050032	1	43	1	1	2	0	2	2	1	20	0
VN050032	2	28	2	1	2	0	2	1	1	0	0
VN050032	15	3	2	5	88	88	2	88	88	88	88
VN050033	1	54	1	3	2	42	2	1	1	3	0
VN050033	2	54	2	3	2	42	2	1	1	0	0
VN050033	3	25	2	1	2	44	2	1	1	0	0
VN050033	4	23	2	4	2	0	2	1	1	0	0
VN050033	5	21	1	4	2	0	2	1	1	0	0
VN050033	6	19	1	4	2	42	2	1	1	0	0
VN050033	7	17	2	4	2	42	2	1	1	0	0
VN050033	8	15	1	4	1	44	2	1	2	0	0
VN050034	1	28	1	1	2	42	2	1	1	20	0
VN050034	2	25	2	1	2	0	2	1	1	0	0
VN050034	15	4	2	5	88	88	2	88	88	88	88
VN050035	1	35	2	1	2	45	2	1	2	0	0
VN050035	2	31	1	1	2	45	2	1	1	0	0
VN050035	15	0	1	5	88	88	2	88	88	88	88
VN050036	1	33	1	1	2	46	2	1	1	0	0
VN050036	2	32	2	1	2	46	2	1	1	0	0
VN050036	3	5	1	5	2	0	2	2	2	0	0
VN050037	1	36	1	1	2	43	2	1	1	10	0
VN050037	2	33	2	1	2	43	2	1	1	0	0
VN050037	3	13	2	5	1	43	2	1	2	0	0
VN050038	1	62	1	3	2	0	2	2	1	0	0
VN050038	2	60	2	3	2	0	2	2	1	0	0
VN050038	3	28	1	1	2	43	2	1	1	20	0
VN050038	4	20	2	1	2	42	2	1	1	0	0
VN050038	5	25	2	4	2	46	2	2	2	0	0
VN050038	6	22	1	4	2	42	2	2	2	20	0
VN050040	1	32	1	1	2	42	2	1	1	0	0
VN050040	2	31	2	1	2	0	2	1	1	0	0
VN050040	15	4	1	5	88	88	2	88	88	88	88
VN050041	1	78	2	13	2	0	2	1	2	0	0
VN050041	2	45	1	3	2	0	2	1	1	20	0
VN050041	3	44	2	3	2	0	2	1	1	0	0
VN050041	4	25	1	1	2	42	2	1	1	10	0
VN050041	5	20	2	1	2	42	2	1	1	0	0
VN050042	1	38	1	1	2	0	2	1	1	0	0
VN050042	2	32	2	1	2	0	2	1	1	0	0
VN050042	3	12	1	5	1	43	2	1	2	0	0
VN050042	4	10	1	5	1	42	2	1	2	0	0
VN050043	1	33	1	1	2	43	2	1	1	20	0
VN050043	2	21	2	1	2	0	2	1	1	0	0
VN050044	1	99	2	13	2	0	1	2	2	0	0
VN050044	2	68	2	3	2	0	2	1	2	0	0
VN050044	3	33	2	1	2	46	2	1	1	0	0
VN050044	4	31	1	1	2	43	2	1	1	0	0
VN050044	5	8	1	5	1	42	2	2	2	0	0
VN050045	1	50	1	3	2	42	2	1	1	10	0
VN050045	2	47	2	3	2	0	2	1	1	0	0
VN050045	3	23	1	1	2	42	2	1	1	0	0
VN050045	4	23	2	1	2	42	2	1	1	0	0
VN050045	5	18	1	4	2	42	2	1	2	0	0
VN050046	1	58	2	4	2	43	2	1	1	0	0
VN050046	2	36	1	1	2	45	2	1	1	0	0
VN050046	3	36	2	1	2	42	2	1	1	0	0
VN050046	15	2	2	5	88	88	2	88	88	88	88
VN050047	1	34	1	1	2	0	2	1	1	20	0
VN050047	2	31	2	1	2	42	2	1	1	0	0
VN050047	3	10	2	5	1	42	2	1	2	0	0
VN050048	1	30	1	1	1	46	2	1	1	0	0
VN050048	2	35	2	1	2	46	2	1	1	0	0
VN050049	1	33	1	1	2	43	2	1	1	2	0
VN050049	2	31	2	1	2	43	2	1	1	0	0
VN050050	1	80	2	13	2	99	2	2	2	0	0
VN050050	2	79	1	13	2	42	2	2	2	0	20
VN050050	3	46	1	3	2	44	2	2	1	0	20
VN050050	4	46	2	3	2	0	2	1	1	0	0
VN050050	5	22	1	1	2	42	2	2	1	3	0
VN050050	6	22	2	1	2	0	2	1	1	0	0
VN050050	7	18	1	4	2	43	2	2	2	10	0
VN050050	8	16	1	4	2	42	2	2	2	0	10
VN050050	9	12	1	4	1	42	2	2	2	0	0
VN050052	1	49	2	3	2	42	2	1	1	0	0
VN050052	2	25	1	1	2	0	2	1	1	0	0
VN050052	3	25	2	1	2	0	2	1	1	0	0
VN050052	4	6	2	5	1	42	2	2	2	0	0
VN050053	1	43	1	3	2	0	2	1	1	10	0
VN050053	2	43	2	3	2	0	2	1	1	0	0
VN050053	3	23	1	1	2	0	2	1	1	2	0
VN050053	4	22	2	1	2	42	2	1	1	0	0
VN050053	5	19	1	4	2	42	2	1	2	10	0
VN050053	6	16	1	4	2	42	2	1	2	10	0
VN050053	7	14	2	4	1	43	2	1	2	0	0
VN050054	1	29	1	1	2	0	2	1	1	6	0
VN050054	2	26	2	1	2	42	2	1	1	0	0
VN050054	3	5	2	5	2	0	2	2	2	0	0
VN050054	15	3	2	5	88	88	2	88	88	88	88
VN050055	1	28	1	1	2	42	2	1	1	5	0
VN050055	2	28	2	1	2	42	2	1	1	0	0
VN050056	1	33	1	1	2	99	2	2	1	10	0
VN050056	2	31	2	1	2	0	2	1	1	0	0
VN050056	3	6	2	5	1	42	2	2	2	0	0
VN050057	1	67	2	3	2	0	2	1	2	0	0
VN050057	2	35	1	4	2	42	2	2	1	20	0
VN050057	3	33	2	4	2	0	2	2	1	0	0
VN050057	4	27	2	1	2	42	2	1	2	0	0
VN050057	5	25	1	1	2	0	2	2	1	0	0
VN050057	6	9	2	6	1	42	2	2	2	0	0
VN050057	7	7	2	6	1	42	2	2	2	0	0
VN050057	15	3	1	6	88	88	2	88	88	88	88
VN050058	1	33	1	1	2	0	2	1	1	0	0
VN050058	2	29	2	1	2	0	2	1	1	0	0
VN050058	3	8	2	5	1	42	2	1	2	0	0
VN050058	4	6	2	5	1	42	2	2	2	0	0
VN050058	15	3	2	5	88	88	2	88	88	88	88
VN050059	1	50	1	3	2	44	2	1	1	20	0
VN050059	2	45	2	3	2	42	2	1	1	0	0
VN050059	3	23	1	1	2	42	2	1	1	0	0
VN050059	4	23	2	1	2	42	2	1	1	0	0
VN050059	5	19	1	4	2	42	2	2	2	0	0
VN050059	6	16	2	4	1	43	2	1	2	0	0
VN050059	7	13	2	4	1	43	2	1	2	0	0
VN050060	1	41	1	3	2	42	2	1	1	0	0
VN050060	2	41	2	3	2	0	2	1	1	0	0
VN050060	3	22	1	1	2	42	2	1	1	0	0
VN050060	4	21	2	1	2	42	2	1	1	0	0
VN050060	5	17	2	4	2	42	2	1	2	0	0
VN050061	1	82	1	3	2	0	2	1	1	0	0
VN050061	2	80	2	3	2	0	2	1	1	0	0
VN050061	3	39	1	1	2	42	2	1	1	5	0
VN050061	4	34	2	1	2	42	2	1	1	0	0
VN050061	5	7	2	5	1	42	2	2	2	0	0
VN050062	1	26	1	1	2	0	2	1	1	3	0
VN050062	2	25	2	1	2	0	2	1	1	0	0
VN050062	3	5	2	5	1	42	2	2	2	0	0
VN050065	1	72	2	3	2	0	2	1	2	0	0
VN050065	2	34	1	1	2	0	2	1	1	6	0
VN050065	3	34	2	1	2	0	2	1	1	0	0
VN050065	15	2	2	5	88	88	2	88	88	88	88
VN050066	1	44	1	1	2	43	2	1	1	10	0
VN050066	2	42	2	1	2	0	2	1	1	0	0
VN050066	3	17	1	5	1	44	2	1	2	0	0
VN050066	4	13	1	5	1	43	2	1	2	0	0
VN050066	5	7	1	5	1	42	2	1	2	0	0
VN050068	1	32	1	1	2	0	2	1	1	20	0
VN050068	2	26	2	1	2	42	2	1	1	0	0
VN050068	3	6	2	5	1	42	2	2	2	0	0
VN050069	1	71	1	3	2	0	2	1	1	10	0
VN050069	2	69	2	3	2	0	2	1	1	0	0
VN050069	3	44	2	4	2	43	2	1	1	0	0
VN050069	4	41	2	4	2	44	2	1	1	0	0
VN050069	5	31	1	1	2	43	2	1	1	10	0
VN050069	6	26	2	1	2	0	2	1	1	0	0
VN050069	7	18	2	6	1	44	2	1	2	0	0
VN050069	8	5	2	5	2	0	2	2	2	0	0
VN050070	1	49	1	3	2	0	2	1	1	0	0
VN050070	2	45	2	3	2	0	2	1	1	0	0
VN050070	3	27	1	1	2	0	2	1	1	10	0
VN050070	4	22	2	1	2	43	2	1	2	0	0
VN050070	5	11	2	4	1	42	2	2	2	0	0
VN050070	6	9	1	4	1	42	2	2	2	0	0
VN050070	7	8	2	4	1	42	2	2	2	0	0
VN050070	15	3	1	5	88	88	2	88	88	88	88
VN050072	1	50	2	3	2	0	2	1	1	0	0
VN050072	2	22	1	1	2	0	2	2	1	10	0
VN050072	3	20	2	1	2	42	2	1	2	0	0
VN050072	4	24	1	4	2	0	2	2	1	5	0
VN050072	5	20	1	4	2	0	2	2	1	0	0
VN050072	6	13	1	4	1	43	2	1	2	0	0
VN050073	1	57	1	3	2	45	2	2	1	0	0
VN050073	2	56	2	3	2	42	2	1	1	0	0
VN050073	3	32	1	1	2	42	2	1	1	0	0
VN050073	4	32	2	1	2	42	2	1	1	0	0
VN050073	5	20	1	4	2	42	2	2	2	0	0
VN050074	1	56	1	3	2	99	2	2	1	10	0
VN050074	2	52	2	3	2	99	2	1	1	10	0
VN050074	3	25	1	1	2	99	2	2	1	6	0
VN050074	4	22	2	1	2	42	2	1	2	0	0
VN050074	5	18	2	4	2	42	2	2	2	0	0
VN050075	1	63	2	3	2	0	2	1	2	20	0
VN050075	2	62	1	3	2	0	2	1	2	2	0
VN050075	3	36	2	4	2	0	2	1	2	0	0
VN050075	4	30	1	1	2	42	2	1	1	0	0
VN050075	5	29	2	1	2	0	2	1	1	0	0
VN050075	15	4	1	5	88	88	2	88	88	88	88
VN050076	1	35	1	1	2	42	2	1	1	20	0
VN050076	2	40	2	1	2	0	2	1	1	0	0
VN050076	3	18	2	5	2	0	2	2	1	0	0
VN050076	4	15	2	5	1	43	2	1	2	0	0
VN050076	5	7	2	5	1	42	2	2	2	0	0
VN050077	1	38	1	1	2	44	2	1	1	10	0
VN050077	2	36	2	1	2	44	2	1	1	0	0
VN050077	3	5	1	5	2	0	2	2	2	0	0
VN050078	1	53	1	3	2	42	2	2	1	10	0
VN050078	2	50	2	3	2	42	2	1	1	10	0
VN050078	3	28	1	1	2	0	2	1	1	15	0
VN050078	4	21	2	1	2	0	2	1	1	0	0
VN050078	15	3	1	5	88	88	2	88	88	88	88
VN050079	1	31	1	1	2	0	2	1	1	0	0
VN050079	2	30	2	1	2	42	2	1	1	0	0
VN050079	3	5	1	5	2	0	2	2	2	0	0
VN050080	1	60	1	3	2	42	2	1	1	20	0
VN050080	2	52	2	3	2	0	2	1	1	0	0
VN050080	3	32	1	4	2	0	2	2	2	20	0
VN050080	4	30	1	4	2	0	2	2	2	20	0
VN050080	5	22	2	1	2	0	2	1	1	0	0
VN050080	6	19	1	4	2	0	2	1	2	0	0
VN050080	7	19	2	13	2	42	2	2	2	0	0
VN050081	1	41	1	1	2	42	2	1	1	10	0
VN050081	2	40	2	1	2	42	2	1	1	0	0
VN050081	3	8	2	5	1	42	2	2	2	0	0
VN050082	1	51	2	3	2	0	2	1	1	1	0
VN050082	2	32	2	4	2	42	2	1	2	0	0
VN050082	3	32	2	4	2	0	2	2	1	0	0
VN050082	4	25	1	1	2	42	2	1	1	10	0
VN050082	5	24	2	1	2	0	2	1	1	0	0
VN050082	6	23	2	4	2	42	2	1	1	0	0
VN050082	7	12	1	6	1	43	2	1	2	0	0
VN050082	15	2	2	5	88	88	2	88	88	88	88
VN050083	1	51	1	3	2	43	2	2	2	0	0
VN050083	2	49	2	3	2	42	2	1	1	0	0
VN050083	3	23	1	4	2	42	2	2	2	0	0
VN050083	4	22	1	1	2	0	2	1	1	0	0
VN050083	5	21	2	1	2	42	2	1	1	0	0
VN050083	6	19	2	4	2	44	2	2	2	0	0
VN050083	7	5	1	5	2	0	2	2	2	0	0
VN050084	1	48	1	3	2	0	2	1	1	0	0
VN050084	2	49	2	3	2	0	2	1	1	0	0
VN050084	3	29	1	4	2	0	2	1	1	0	0
VN050084	4	24	1	1	2	0	2	2	1	10	0
VN050084	5	24	2	1	2	0	2	1	1	0	0
VN050084	6	21	1	4	2	0	2	1	1	0	0
VN050084	7	19	2	4	2	0	2	1	1	0	0
VN050084	8	5	1	5	2	0	2	2	2	0	0
VN050085	1	64	1	3	2	42	2	2	1	0	0
VN050085	2	62	2	3	2	42	2	2	1	0	0
VN050085	3	28	1	1	2	43	2	1	1	10	0
VN050085	4	27	2	1	2	43	2	1	1	0	0
VN050085	5	9	2	6	1	42	2	2	2	0	0
VN050086	1	29	1	1	2	42	2	1	1	0	0
VN050086	2	28	2	1	2	43	2	1	1	0	0
VN050086	3	8	2	5	1	42	2	1	2	0	0
VN050087	1	29	2	1	2	42	2	1	1	0	0
VN050087	2	28	1	1	2	0	2	1	1	10	0
VN050089	1	73	1	13	2	0	2	1	2	10	0
VN050089	2	42	1	3	2	0	2	1	1	0	0
VN050089	3	40	2	3	2	0	2	1	1	0	0
VN050089	4	20	1	1	2	42	2	1	1	0	0
VN050089	5	20	2	1	2	0	2	1	1	0	0
VN050089	6	15	2	4	2	0	2	2	1	0	0
VN050089	7	5	2	4	2	0	2	2	2	0	0
VN050091	1	71	1	3	2	0	2	1	1	20	0
VN050091	2	61	2	3	2	0	2	1	1	0	0
VN050091	3	25	1	1	2	0	2	1	1	15	0
VN050091	4	23	2	1	2	0	2	1	1	0	0
VN050092	1	49	1	3	2	99	2	2	1	20	0
VN050092	2	43	2	3	2	0	2	1	1	20	0
VN050092	3	21	2	1	2	0	2	1	1	0	0
VN050092	4	19	1	4	2	0	2	2	1	20	0
VN050092	5	15	2	4	2	0	2	1	1	0	0
VN050092	6	13	2	4	2	42	2	2	2	0	0
VN050093	1	71	2	13	2	0	2	2	1	0	0
VN050093	2	49	2	3	2	42	2	2	1	0	0
VN050093	3	23	1	1	2	0	2	1	1	1	0
VN050093	4	23	2	1	2	42	2	1	1	0	0
VN050094	1	49	1	3	2	42	2	1	1	20	0
VN050094	2	27	1	1	2	43	2	1	1	10	0
VN050094	3	25	1	4	2	42	2	2	1	10	0
VN050094	4	23	2	1	2	0	2	1	1	0	0
VN050094	5	21	1	4	2	42	2	2	1	0	0
VN050094	6	19	1	4	1	44	2	1	2	0	0
VN050095	1	24	1	1	2	0	2	1	1	4	0
VN050095	2	18	2	1	2	0	2	1	1	0	0
VN050096	1	24	1	1	2	99	2	1	1	0	0
VN050096	2	19	2	1	2	42	2	1	1	0	0
VN050097	1	28	1	1	2	42	2	1	1	0	0
VN050097	2	24	2	1	2	42	2	1	1	0	0
VN050097	3	6	2	5	1	42	2	1	2	0	0
VN050097	15	4	2	5	88	88	2	88	88	88	88
VN050098	1	41	1	3	2	0	2	1	1	10	0
VN050098	2	41	2	3	2	0	2	1	1	0	0
VN050098	3	23	1	1	2	42	2	1	1	10	0
VN050098	4	24	2	1	2	0	2	1	2	0	0
VN050098	5	19	1	4	2	42	2	2	2	15	0
VN050098	6	17	2	4	2	42	2	1	1	0	0
VN050098	7	15	1	4	1	43	2	1	2	0	0
VN050100	1	43	1	3	2	42	2	1	1	0	0
VN050100	2	41	2	3	2	42	2	1	1	0	0
VN050100	3	23	1	1	2	43	2	2	1	0	0
VN050100	4	22	2	1	2	42	2	1	1	0	0
VN050100	5	20	1	4	2	42	2	2	2	1	0
VN050100	15	2	2	5	88	88	2	88	88	88	88
VN050102	1	51	1	3	2	99	2	2	2	10	0
VN050102	2	44	2	3	2	99	2	2	1	0	0
VN050102	3	22	1	1	2	0	2	1	1	8	0
VN050102	4	20	2	1	2	0	2	1	2	0	0
VN050102	5	15	2	4	2	42	2	2	2	0	0
VN050103	1	41	1	1	2	42	2	1	1	0	0
VN050103	2	28	2	1	2	42	2	1	1	0	0
VN050104	1	47	1	3	2	44	2	1	1	0	0
VN050104	2	28	1	1	2	0	2	1	1	20	0
VN050104	3	22	2	1	2	42	2	1	1	0	0
VN050104	15	3	2	5	88	88	2	88	88	88	88
VN050105	1	63	1	3	2	0	2	1	1	5	0
VN050105	2	64	2	3	2	0	2	1	1	0	0
VN050105	3	23	1	1	2	0	2	1	1	6	0
VN050105	4	20	2	1	2	42	2	1	1	0	0
VN050105	5	15	2	4	1	43	2	1	2	0	0
VN050107	1	25	1	1	2	42	2	1	1	5	0
VN050107	2	24	2	1	2	0	2	1	1	0	0
VN050107	15	3	2	5	88	88	2	88	88	88	88
VN050108	1	75	1	3	2	0	1	2	2	10	0
VN050108	2	68	2	3	2	0	2	1	1	0	0
VN050108	3	40	1	1	2	43	2	1	1	0	0
VN050108	4	37	2	1	2	0	2	1	1	0	0
VN050108	5	10	2	5	1	42	2	1	2	0	0
VN050108	6	9	2	5	1	42	2	1	2	0	0
VN050108	7	7	1	5	1	42	2	2	2	0	0
VN050109	1	31	1	1	2	0	2	1	1	5	0
VN050109	2	19	2	1	2	0	2	1	1	0	0
VN050114	1	25	1	1	2	0	2	1	1	20	0
VN050114	2	23	2	1	2	42	2	1	1	0	0
VN050115	1	48	1	3	2	0	2	1	1	20	0
VN050115	2	46	2	3	2	42	2	1	1	0	0
VN050115	3	26	1	1	2	42	2	1	1	20	0
VN050115	4	24	2	1	2	44	2	1	1	0	0
VN050115	5	22	2	4	2	42	2	1	2	0	0
VN050115	6	21	2	4	2	44	2	2	2	0	0
VN050115	15	2	2	5	88	88	2	88	88	88	88
VN050117	1	32	2	1	2	43	2	1	1	0	0
VN050117	2	32	1	1	2	0	2	1	1	0	0
VN050117	3	6	2	5	1	42	2	2	2	0	0
VN050118	1	31	1	1	2	0	2	1	1	20	0
VN050118	2	27	2	1	2	0	2	1	1	0	0
VN050118	3	8	1	5	1	42	2	2	2	0	0
VN050118	15	4	2	5	88	88	2	88	88	88	88
VN060001	1	31	1	1	2	42	2	2	1	20	0
VN060001	2	30	2	1	2	42	2	1	1	0	0
VN060001	3	11	1	5	1	42	2	1	2	0	0
VN060002	1	57	1	3	2	42	2	2	1	10	0
VN060002	2	54	2	3	2	42	2	1	2	0	0
VN060002	3	29	2	4	2	42	2	1	1	0	0
VN060002	4	26	1	1	2	43	2	1	1	0	0
VN060002	5	20	2	1	2	42	2	1	1	0	0
VN060002	6	14	2	4	1	43	2	1	2	0	0
VN060003	1	51	2	3	2	44	2	2	1	0	0
VN060003	2	42	1	1	2	42	2	2	1	20	0
VN060003	3	29	2	1	2	42	2	1	2	0	0
VN060003	4	7	1	5	1	42	2	2	2	0	0
VN060004	1	46	1	1	2	0	2	1	1	0	0
VN060004	2	38	2	1	2	0	2	1	1	0	0
VN060004	3	18	1	5	2	0	2	2	2	0	0
VN060004	4	16	2	5	2	42	2	1	2	0	0
VN060004	5	15	2	5	2	0	2	1	2	0	0
VN060004	6	14	2	5	2	0	2	1	2	0	0
VN060004	7	13	2	5	2	0	2	1	2	0	0
VN060004	8	9	1	5	1	42	2	1	2	0	0
VN060005	1	25	1	1	2	42	2	1	1	20	0
VN060005	2	21	2	1	2	42	2	1	1	0	0
VN060006	1	63	2	3	2	44	2	1	1	0	0
VN060006	2	45	1	1	2	44	2	1	1	4	0
VN060006	3	30	2	1	2	43	2	1	1	0	0
VN060006	4	22	1	4	2	43	2	2	2	1	0
VN060006	5	8	2	5	1	42	2	2	2	0	0
VN060007	1	30	1	1	2	42	2	1	1	10	0
VN060007	2	25	2	1	2	42	2	1	1	0	0
VN060007	3	6	2	5	1	42	2	1	2	0	0
VN060008	1	31	1	1	2	0	2	2	1	10	0
VN060008	2	28	2	1	2	0	2	1	1	0	0
VN060008	3	6	1	5	1	42	2	2	2	0	0
VN060009	1	28	1	1	2	0	2	1	1	0	0
VN060009	2	23	2	1	2	0	2	1	1	0	0
VN060010	1	24	1	1	2	0	2	1	1	7	0
VN060010	2	20	2	1	2	42	2	1	2	0	0
VN060012	1	38	1	1	2	0	2	1	1	20	0
VN060012	2	34	2	1	2	0	2	1	1	0	0
VN060012	3	11	2	5	1	42	2	1	2	0	0
VN060013	1	47	2	13	2	0	2	1	2	0	0
VN060013	2	26	2	1	2	42	2	1	1	0	0
VN060013	3	6	2	5	1	42	2	2	2	0	0
VN060014	1	61	2	3	2	0	2	2	2	0	0
VN060014	2	37	1	1	2	42	2	1	1	10	0
VN060014	3	30	2	1	2	42	2	1	1	0	0
VN060014	4	10	2	5	1	42	2	2	2	0	0
VN060015	1	85	2	13	2	0	2	1	2	20	0
VN060015	2	60	1	3	2	99	2	2	1	0	0
VN060015	3	62	2	3	2	0	2	2	1	0	0
VN060015	4	32	1	1	2	42	2	2	1	20	0
VN060015	5	25	2	1	2	42	2	1	1	0	0
VN060015	6	28	1	4	2	42	2	2	2	0	0
VN060015	7	19	2	4	1	44	2	2	2	0	0
VN060015	8	18	2	6	2	42	2	2	2	0	0
VN060015	9	5	2	5	2	0	2	2	2	0	0
VN060016	1	38	1	1	2	0	2	1	1	20	0
VN060016	2	36	2	1	2	0	2	1	1	0	0
VN060016	3	15	1	5	2	42	2	2	2	0	0
VN060018	1	33	1	1	2	43	2	1	1	10	0
VN060018	2	26	2	1	2	44	2	1	1	0	0
VN060019	1	45	1	3	2	0	2	1	1	0	0
VN060019	2	43	2	3	2	0	2	1	1	0	0
VN060019	3	20	1	1	2	0	2	1	1	6	0
VN060019	4	21	2	1	2	0	2	1	1	0	0
VN060019	5	13	2	4	1	43	2	1	2	0	0
VN060020	1	72	1	3	2	46	2	1	1	10	0
VN060020	2	71	2	3	2	42	2	1	2	1	0
VN060020	3	34	1	1	2	46	2	1	1	0	0
VN060020	4	32	2	1	2	43	2	1	1	0	0
VN060020	5	7	1	5	1	42	2	1	2	0	0
VN060023	1	38	1	1	2	0	2	1	1	15	0
VN060023	2	30	2	1	2	0	2	1	1	0	0
VN060023	15	4	1	5	88	88	2	88	88	88	88
VN060023	16	3	2	5	88	88	2	88	88	88	88
VN060024	1	31	2	1	2	42	2	1	1	0	0
VN060024	2	27	1	1	2	42	2	1	1	1	0
VN060025	1	48	2	3	2	44	2	1	2	0	0
