CHILDID	ID	AGE	SEX	RELATE	STILL	YRSCHOOL	DISABLED	CARE	SUPPORT	V1020511	V1020512
VN010001	1	30	1	1	2	43	2	1	1	10	0
VN010001	2	30	2	1	2	43	2	1	1	0	0
VN010001	3	6	2	5	1	42	2	2	2	0	0
VN010002	1	57	1	3	2	42	2	1	1	10	0
VN010002	2	54	2	3	2	0	2	1	1	0	0
VN010002	3	35	1	1	2	44	2	1	1	0	0
VN010002	4	25	2	1	2	44	2	1	1	0	0
VN010002	5	23	1	4	2	43	2	2	2	10	0
VN010002	6	20	1	4	2	44	2	2	2	0	0
VN010002	7	15	2	4	1	43	2	2	2	0	0
VN010003	1	29	1	1	2	43	2	1	1	5	0
VN010003	2	30	2	1	2	43	2	1	1	0	0
VN010003	3	6	2	5	1	42	2	2	2	0	0
VN010004	1	35	1	1	2	42	2	1	1	0	0
VN010004	2	36	2	1	2	42	2	1	1	0	0
VN010004	3	14	1	5	1	43	2	1	2	0	0
VN010004	4	12	1	5	1	43	2	1	2	0	0
VN010005	1	43	1	1	2	43	2	1	1	0	0
VN010005	2	34	2	1	2	43	2	1	1	0	0
VN010005	3	14	1	5	1	43	2	1	2	0	0
VN010005	4	12	2	5	1	43	2	1	2	0	0
VN010005	5	9	1	5	1	42	2	1	2	0	0
VN010006	1	39	1	1	2	0	2	2	1	20	0
VN010006	2	36	2	1	2	0	2	1	1	5	0
VN010006	3	13	2	5	1	42	2	2	2	0	0
VN010006	4	11	2	5	2	0	2	2	1	0	0
VN010006	5	7	2	5	2	0	2	2	1	0	0
VN010007	1	28	1	1	2	43	2	1	1	5	0
VN010007	2	28	2	1	2	42	2	1	1	0	0
VN010007	15	3	2	5	88	88	2	88	88	88	88
VN010008	1	36	1	1	2	43	2	1	1	5	0
VN010008	2	34	2	1	2	44	2	1	1	0	0
VN010008	3	9	1	5	1	42	2	1	2	0	0
VN010009	1	61	2	3	2	0	2	1	1	0	0
VN010009	2	26	1	1	2	0	2	1	1	3	0
VN010009	3	27	2	1	2	42	2	1	1	0	0
VN010010	1	32	1	1	2	44	2	1	1	10	0
VN010010	2	31	2	1	2	43	2	1	1	0	0
VN010010	3	9	1	5	1	42	2	2	2	0	0
VN010011	1	36	1	1	2	45	2	1	1	10	0
VN010011	2	34	2	1	2	42	2	1	1	0	0
VN010011	3	9	2	5	1	42	2	1	2	0	0
VN010011	4	6	1	5	1	42	2	2	2	0	0
VN010012	1	30	1	1	2	42	2	1	1	2	0
VN010012	2	29	2	1	2	42	2	1	1	0	0
VN010012	3	7	2	5	1	42	2	1	2	0	0
VN010012	4	5	2	5	2	0	2	2	2	0	0
VN010013	1	52	1	3	2	45	2	1	1	0	0
VN010013	2	50	2	3	2	43	2	1	1	0	0
VN010013	3	32	1	1	2	46	2	1	1	0	0
VN010013	4	30	2	1	2	45	2	1	1	0	0
VN010013	5	5	2	5	2	0	2	2	2	0	0
VN010014	1	74	2	3	2	42	1	2	2	0	0
VN010014	2	36	2	1	2	43	2	1	1	0	0
VN010014	3	32	1	1	2	43	2	1	1	3	0
VN010015	1	38	1	1	2	43	2	1	1	0	0
VN010015	2	36	2	1	2	43	2	1	1	0	0
VN010015	3	17	2	5	1	44	2	1	2	0	0
VN010015	4	12	1	5	1	43	2	1	2	0	0
VN010016	1	24	1	1	2	42	2	1	1	0	0
VN010016	2	19	2	1	2	42	2	1	1	0	0
VN010017	1	29	1	1	2	0	2	1	1	10	0
VN010017	2	24	2	1	2	42	2	1	1	0	0
VN010018	1	32	1	1	2	45	2	1	1	0	0
VN010018	2	27	2	1	2	42	2	1	1	0	0
VN010018	3	8	1	5	1	42	2	1	2	0	0
VN010019	1	32	1	1	2	43	2	2	1	1	0
VN010019	2	29	2	1	2	43	2	1	1	0	0
VN010020	1	33	1	1	2	42	2	2	1	0	0
VN010020	2	27	2	1	2	42	2	1	1	0	0
VN010021	1	36	1	1	2	46	2	2	1	20	0
VN010021	2	29	2	1	2	46	2	1	1	0	0
VN010021	3	8	1	5	1	42	2	2	2	0	0
VN010022	1	26	1	1	2	43	2	2	1	3	0
VN010022	2	24	2	1	2	43	2	1	1	0	0
VN010024	1	34	1	1	2	43	2	1	1	10	0
VN010024	2	32	2	1	2	43	2	1	1	0	0
VN010024	3	11	2	5	1	43	2	1	2	0	0
VN010024	4	9	1	5	1	42	2	1	2	0	0
VN010025	1	28	1	1	2	42	2	1	1	10	0
VN010025	2	22	2	1	2	43	2	1	1	0	0
VN010025	15	3	1	5	88	88	2	88	88	88	88
VN010026	1	31	1	1	2	42	2	1	1	6	0
VN010026	2	25	2	1	2	42	2	1	1	0	0
VN010026	15	3	2	5	88	88	2	88	88	88	88
VN010027	1	58	1	3	2	44	2	1	1	10	0
VN010027	2	55	2	3	2	42	2	1	1	0	0
VN010027	3	26	1	1	2	46	2	1	1	6	0
VN010027	4	23	2	1	2	46	2	1	1	0	0
VN010029	1	26	1	1	2	43	2	1	1	0	0
VN010029	2	21	2	1	2	42	2	1	1	0	0
VN010030	1	24	2	1	2	42	2	1	1	0	0
VN010030	2	23	1	1	2	42	2	1	1	0	0
VN010031	1	70	2	3	2	0	1	2	2	20	0
VN010031	2	36	1	1	2	43	2	1	1	0	0
VN010031	3	32	2	1	2	43	2	1	1	0	0
VN010031	4	15	2	5	1	43	2	1	2	0	0
VN010031	5	12	2	5	1	43	2	1	2	0	0
VN010031	6	9	2	5	1	42	2	1	2	0	0
VN010032	1	31	1	1	2	42	2	1	1	10	0
VN010032	2	29	2	1	2	42	2	1	1	0	0
VN010032	3	9	1	5	1	42	2	1	2	0	0
VN010032	4	7	1	5	1	42	2	1	2	0	0
VN010033	1	30	1	1	2	43	2	1	1	2	0
VN010033	2	23	2	1	2	42	2	1	1	0	0
VN010033	15	4	2	5	88	88	2	88	88	88	88
VN010034	1	32	1	1	2	42	2	1	1	0	0
VN010034	2	30	2	1	2	42	2	1	1	0	0
VN010034	3	6	2	5	1	42	2	1	2	0	0
VN010035	1	29	1	1	2	42	2	2	1	0	0
VN010035	2	27	2	1	2	42	2	1	1	0	0
VN010035	3	6	2	5	2	0	2	2	2	0	0
VN010036	1	45	1	3	2	42	2	1	1	20	0
VN010036	2	43	2	3	2	0	2	1	1	0	0
VN010036	3	24	1	1	2	43	2	1	1	6	0
VN010036	4	22	2	1	2	43	2	1	1	0	0
VN010037	1	32	1	1	2	42	2	1	1	20	0
VN010037	2	30	2	1	2	0	2	1	1	0	0
VN010037	3	9	2	5	1	42	2	1	2	0	0
VN010037	4	8	1	5	1	42	2	2	2	0	0
VN010038	1	25	1	1	2	43	2	1	1	0	0
VN010038	2	23	2	1	2	43	2	1	1	0	0
VN010039	1	23	1	1	2	42	2	1	1	8	0
VN010039	2	23	2	1	2	42	2	1	1	0	0
VN010040	1	48	1	3	2	46	2	1	1	4	0
VN010040	2	45	2	3	2	45	2	1	2	0	0
VN010040	3	26	1	1	1	46	2	2	2	0	0
VN010040	4	25	2	1	2	43	2	1	1	0	0
VN010040	5	23	2	4	2	46	2	2	2	0	0
VN010040	6	21	1	4	2	45	2	2	2	7	0
VN010040	7	16	2	4	1	44	2	2	2	0	0
VN010040	8	14	2	4	1	43	2	2	2	0	0
VN010040	9	25	1	4	1	46	2	2	2	4	0
VN010041	1	30	1	1	2	43	2	2	1	10	0
VN010041	2	26	2	1	2	42	2	1	1	0	0
VN010041	3	5	2	5	2	0	2	2	2	0	0
VN010041	15	4	2	5	88	88	2	88	88	88	88
VN010042	1	36	1	1	2	44	2	1	1	3	0
VN010042	2	31	2	1	2	43	2	1	1	0	0
VN010042	3	9	1	5	1	42	2	1	2	0	0
VN010043	1	23	1	1	2	42	2	1	1	10	0
VN010043	2	22	2	1	2	42	2	1	1	0	0
VN010044	1	67	2	3	2	42	2	1	1	0	0
VN010044	2	39	2	4	2	44	2	1	1	0	0
VN010044	3	29	1	1	2	45	2	1	1	7	0
VN010044	4	27	2	1	2	46	2	1	1	0	0
VN010045	1	27	1	1	2	42	2	1	1	2	0
VN010045	2	25	2	1	2	43	2	1	1	0	0
VN010045	15	4	2	5	88	88	2	88	88	88	88
VN010046	1	53	1	3	2	0	2	2	2	4	0
VN010046	2	51	2	3	2	42	2	2	2	0	0
VN010046	3	25	2	1	2	42	2	1	1	0	0
VN010046	4	25	1	1	2	42	2	2	1	0	0
VN010046	5	24	1	4	2	44	2	2	2	0	0
VN010046	6	21	2	4	2	42	2	1	2	0	0
VN010046	7	15	2	4	1	43	2	1	2	0	0
VN010046	8	11	2	4	1	42	2	1	2	0	0
VN010046	9	11	2	4	1	42	2	1	2	0	0
VN010047	1	37	1	1	2	42	2	1	1	10	0
VN010047	2	37	2	1	2	45	2	1	1	0	0
VN010047	3	7	1	5	1	42	2	1	2	0	0
VN010048	1	28	1	1	2	43	2	1	1	0	0
VN010048	2	27	2	1	2	42	2	1	1	0	0
VN010048	3	6	2	5	1	42	2	2	2	0	0
VN010049	1	32	1	1	2	42	2	1	1	10	0
VN010049	2	28	2	1	2	43	2	1	1	0	0
VN010049	3	9	1	5	1	42	2	1	2	0	0
VN010049	4	6	1	5	1	42	2	2	2	0	0
VN010050	1	32	1	1	2	43	2	1	1	0	0
VN010050	2	32	2	1	2	44	2	1	1	0	0
VN010050	3	6	2	5	1	42	2	2	2	0	0
VN010051	1	61	2	3	2	0	2	1	1	0	0
VN010051	2	41	1	1	2	43	2	1	1	0	0
VN010051	3	36	2	1	2	43	2	1	1	0	0
VN010051	4	9	2	5	1	42	2	1	2	0	0
VN010051	5	7	2	5	1	42	2	1	2	0	0
VN010052	1	32	1	1	2	43	2	1	1	10	0
VN010052	2	30	2	1	2	43	2	1	1	0	0
VN010052	3	8	2	5	1	42	2	1	2	0	0
VN010053	1	28	2	1	2	42	2	1	1	0	0
VN010053	2	7	2	5	1	42	2	1	2	0	0
VN010053	3	5	2	5	2	0	2	2	2	0	0
VN010054	1	36	1	1	2	43	2	1	1	0	0
VN010054	2	26	2	1	2	42	2	1	1	0	0
VN010055	1	84	2	13	2	0	2	1	2	0	0
VN010055	2	51	1	3	2	42	2	1	1	0	0
VN010055	3	24	1	1	2	42	2	1	1	10	0
VN010055	4	23	2	1	2	42	2	1	1	0	0
VN010055	5	22	2	4	2	42	2	1	1	0	0
VN010055	15	4	1	5	88	88	2	88	88	88	88
VN010056	1	31	1	1	2	44	2	1	1	4	0
VN010056	2	24	2	1	2	42	2	1	1	0	0
VN010057	1	26	1	1	2	43	2	1	1	20	0
VN010057	2	25	2	1	2	42	2	1	1	0	0
VN010058	1	27	1	1	2	42	2	1	1	20	0
VN010058	2	26	2	1	2	43	2	1	1	0	0
VN010059	1	35	1	1	2	44	2	2	1	20	0
VN010059	2	33	2	1	2	43	2	1	1	0	0
VN010059	3	6	1	5	1	42	2	2	2	0	0
VN010060	1	35	1	1	2	46	2	1	1	0	0
VN010060	2	29	2	1	2	43	2	1	1	0	0
VN010060	3	7	2	5	1	42	2	1	2	0	0
VN010061	1	38	2	1	2	42	2	1	1	0	0
VN010061	2	34	1	1	2	43	2	1	1	1	0
VN010061	3	10	1	5	1	42	2	1	1	0	0
VN010061	4	9	1	5	1	42	2	1	1	0	0
VN010062	1	83	2	3	2	42	2	1	1	0	0
VN010062	2	28	1	1	2	42	2	1	1	30	0
VN010062	3	23	2	1	2	42	2	1	1	0	0
VN010062	15	2	2	5	88	88	2	88	88	88	88
VN010063	1	30	1	1	2	43	2	1	1	10	0
VN010063	2	21	2	1	2	43	2	1	1	0	0
VN010064	1	35	1	1	2	44	2	1	1	10	0
VN010064	2	34	2	1	2	42	2	1	1	0	0
VN010064	3	13	1	5	1	43	2	1	2	0	0
VN010064	4	9	1	5	1	42	2	1	2	0	0
VN010065	1	28	1	1	2	43	2	2	1	7	0
VN010065	2	24	2	1	2	42	2	1	1	0	0
VN010065	15	2	2	5	88	88	2	88	88	88	88
VN010067	1	29	1	1	2	42	2	2	1	0	0
VN010067	2	28	2	1	2	42	2	1	1	0	0
VN010067	3	6	2	5	1	42	2	2	2	0	0
VN010068	1	30	1	1	2	42	2	1	1	10	0
VN010068	2	28	2	1	2	42	2	1	1	0	0
VN010068	3	9	2	5	1	42	2	2	2	0	0
VN010069	1	25	1	1	2	42	2	2	1	5	0
VN010069	2	23	2	1	2	42	2	1	1	0	0
VN010070	1	30	1	1	2	43	2	1	1	5	0
VN010070	2	28	2	1	2	43	2	1	1	0	0
VN010070	3	7	1	5	1	42	2	2	2	0	0
VN010071	1	24	1	1	2	0	2	1	1	5	0
VN010071	2	24	2	1	2	42	2	1	1	0	0
VN010071	15	4	1	5	88	88	2	88	88	88	88
VN010072	1	29	1	1	2	43	2	1	1	8	0
VN010072	2	28	2	1	2	42	2	1	1	0	0
VN010073	1	41	1	1	2	42	2	1	1	10	0
VN010073	2	41	2	1	2	43	2	1	1	0	0
VN010074	1	77	2	3	2	0	2	1	2	6	0
VN010074	2	43	2	4	2	42	2	1	1	0	0
VN010074	3	37	1	1	2	43	2	1	1	0	0
VN010074	4	34	2	1	2	43	2	1	1	0	0
VN010074	5	10	1	5	1	42	2	1	2	0	0
VN010074	6	8	1	5	1	42	2	1	2	0	0
VN010075	1	34	1	1	2	42	2	1	1	0	0
VN010075	2	30	2	1	2	0	2	1	1	0	0
VN010075	3	12	1	5	1	43	2	1	2	0	0
VN010075	15	4	2	5	88	88	2	88	88	88	88
VN010076	1	84	2	3	2	99	2	1	2	0	0
VN010076	2	35	1	1	2	43	2	2	1	0	0
VN010076	3	34	2	1	2	44	2	1	1	0	0
VN010076	4	9	2	5	1	42	2	1	2	0	0
VN010076	5	8	2	5	1	42	2	1	2	0	0
VN010077	1	30	1	1	2	43	2	1	1	0	0
VN010077	2	32	2	1	2	42	2	1	1	0	0
VN010077	3	11	1	5	1	42	2	1	2	0	0
VN010078	1	68	1	3	2	42	2	1	1	0	0
VN010078	2	68	2	3	2	42	2	1	1	0	0
VN010078	3	31	1	1	2	42	2	1	1	5	0
VN010078	4	26	2	1	2	43	2	1	1	0	0
VN010078	15	4	2	5	88	88	2	88	88	88	88
VN010079	1	35	1	1	2	43	2	1	1	0	0
VN010079	2	26	2	1	2	42	2	1	1	0	0
VN010079	3	5	1	5	2	0	2	2	2	0	0
VN010080	1	32	1	1	2	43	2	1	1	10	0
VN010080	2	30	2	1	2	42	2	1	1	0	0
VN010080	3	6	1	5	1	42	2	2	2	0	0
VN010081	1	44	1	1	2	43	2	1	1	4	0
VN010081	2	35	2	1	2	42	2	1	1	0	0
VN010081	3	11	1	5	1	43	2	1	2	0	0
VN010081	4	9	1	5	1	42	2	1	2	0	0
VN010082	1	32	1	1	2	44	2	1	1	0	0
VN010082	2	29	2	1	2	43	2	1	1	0	0
VN010082	3	6	2	5	2	0	2	1	2	0	0
VN010083	1	33	1	1	2	43	2	2	1	3	0
VN010083	2	31	2	1	2	42	2	1	1	0	0
VN010083	3	10	1	5	1	42	2	2	2	0	0
VN010084	1	26	1	1	2	42	2	1	1	1	0
VN010084	2	25	2	1	2	42	2	1	1	0	0
VN010084	15	2	1	5	88	88	2	88	88	88	88
VN010086	1	29	1	1	2	43	2	1	1	0	0
VN010086	2	24	2	1	2	43	2	1	1	0	0
VN010087	1	30	1	1	2	42	2	2	1	0	0
VN010087	2	28	2	1	2	42	2	1	1	0	0
VN010087	15	3	2	5	88	88	2	88	88	88	88
VN010088	1	25	1	1	2	42	2	1	1	0	0
VN010088	2	23	2	1	2	42	2	1	1	0	0
VN010089	1	28	2	1	2	42	2	1	1	20	0
VN010089	2	24	1	1	2	0	2	1	1	0	0
VN010089	15	4	2	5	88	88	2	88	88	88	88
VN010091	1	28	1	1	2	42	2	1	1	5	0
VN010091	2	27	2	1	2	42	2	1	1	0	0
VN010091	3	9	1	5	1	42	2	1	2	0	0
VN010091	4	5	1	5	2	0	2	2	2	0	0
VN010092	1	31	1	1	2	42	2	1	1	2	0
VN010092	2	28	2	1	2	42	2	1	1	0	0
VN010092	3	5	1	5	2	0	2	2	2	0	0
VN010092	15	3	1	5	88	88	2	88	88	88	88
VN010093	1	25	1	1	2	42	2	1	1	10	0
VN010093	2	23	2	1	2	42	2	1	1	0	0
VN010093	15	3	1	5	88	88	2	88	88	88	88
VN010094	1	30	1	1	2	44	2	2	1	3	0
VN010094	2	29	2	1	2	44	2	1	1	0	0
VN010094	3	9	2	5	1	42	2	2	2	0	0
VN010094	4	6	1	5	2	0	2	2	2	0	0
VN010095	1	82	2	3	2	0	2	2	2	0	0
VN010095	2	27	1	1	2	42	2	2	1	7	0
VN010095	3	21	2	1	2	42	2	1	1	0	0
VN010096	1	30	1	1	2	42	2	1	1	3	0
VN010096	2	23	2	1	2	42	2	1	1	0	0
VN010097	1	32	1	1	2	42	2	1	1	5	0
VN010097	2	32	2	1	2	45	2	1	1	0	0
VN010097	3	7	2	5	1	42	2	1	2	0	0
VN010097	15	4	2	5	88	88	2	88	88	88	88
VN010100	1	47	1	3	2	42	2	1	1	0	0
VN010100	2	47	2	3	2	42	2	1	1	0	0
VN010100	3	27	1	1	2	43	2	1	1	0	0
VN010100	4	25	2	1	2	43	2	1	1	0	0
VN010100	15	4	2	5	88	88	2	88	88	88	88
VN010104	1	52	1	3	2	0	2	1	1	10	0
VN010104	2	48	2	3	2	0	2	1	1	0	0
VN010104	3	24	1	1	2	42	2	1	1	5	0
VN010104	4	24	2	1	2	43	2	1	1	0	0
VN010104	5	22	1	4	2	0	2	1	1	3	0
VN010104	6	18	2	4	2	43	2	1	2	0	0
VN010109	1	27	1	1	2	42	2	1	1	4	0
VN010109	2	27	2	1	2	42	2	1	1	0	0
VN010118	1	36	1	1	2	42	2	1	1	10	0
VN010118	2	34	2	1	2	43	2	1	1	0	0
VN010118	3	12	2	5	1	43	2	1	2	0	0
VN010118	4	10	2	5	1	42	2	2	2	0	0
VN010118	15	3	1	5	88	88	2	88	88	88	88
VN010121	1	22	1	1	2	44	2	1	1	0	0
VN010121	2	22	2	1	2	42	2	1	1	0	0
VN010122	1	32	1	1	2	43	2	2	1	0	0
VN010122	2	31	2	1	2	42	2	1	1	0	0
VN010122	3	13	1	5	1	43	2	1	2	0	0
VN010122	4	9	2	5	1	42	2	2	2	0	0
VN010124	1	28	1	1	2	43	2	1	1	0	0
VN010124	2	24	2	1	2	42	2	1	1	0	0
VN010140	1	29	1	1	2	43	2	1	1	5	0
VN010140	2	30	2	1	2	43	2	1	1	0	0
VN010140	3	7	2	5	1	42	2	2	2	0	0
VN010140	4	5	2	5	2	0	2	2	2	0	0
VN020001	1	25	1	1	2	43	2	1	1	0	0
VN020001	2	25	2	1	2	42	2	1	1	0	0
VN020002	1	29	1	1	2	42	2	1	1	15	0
VN020002	2	27	2	1	2	42	2	1	1	0	0
VN020002	3	5	1	5	2	0	2	2	2	0	0
VN020003	1	30	1	1	2	43	2	1	1	10	0
VN020003	2	29	2	1	2	42	2	1	1	0	0
VN020003	3	7	2	5	1	42	2	2	2	0	0
VN020003	4	5	2	5	2	0	2	2	2	0	0
VN020004	1	27	1	1	2	0	2	1	1	20	0
VN020004	2	27	2	1	2	0	2	1	1	0	0
VN020004	3	6	1	5	1	42	2	2	2	0	0
VN020005	1	24	1	1	2	42	2	1	1	10	0
VN020005	2	23	2	1	2	42	2	1	1	0	0
VN020007	1	29	1	1	2	0	2	1	1	20	0
VN020007	2	31	2	1	2	43	2	1	1	0	0
VN020007	3	6	1	5	1	42	2	2	2	0	0
VN020008	1	39	2	1	2	0	2	1	1	0	0
VN020008	2	38	1	1	2	42	2	1	1	20	0
VN020008	3	18	2	5	2	42	2	1	1	0	0
VN020008	4	16	1	5	2	42	2	1	2	0	0
VN020008	5	14	2	5	2	42	2	1	2	0	0
VN020008	6	11	1	5	1	42	2	1	2	0	0
VN020008	7	10	1	5	1	42	2	1	2	0	0
VN020008	8	8	2	5	2	42	2	2	2	0	0
VN020009	1	33	1	1	2	42	2	1	1	20	0
VN020009	2	29	2	1	2	0	2	1	1	0	0
VN020009	3	6	1	5	1	42	2	2	2	0	0
VN020010	1	30	1	1	2	43	2	1	1	1	0
VN020010	2	30	2	1	2	43	2	1	1	0	0
VN020010	3	5	2	5	2	0	2	2	2	0	0
VN020011	1	29	1	1	2	0	2	1	1	15	0
VN020011	2	29	2	1	2	0	2	1	1	0	0
VN020012	1	33	1	1	2	42	2	1	1	0	0
VN020012	2	31	2	1	2	42	2	1	1	0	0
VN020012	3	12	2	5	1	43	2	1	2	0	0
VN020012	4	11	1	5	1	43	2	2	2	0	0
VN020013	1	69	1	3	2	0	2	2	2	0	0
VN020013	2	58	2	3	2	0	2	1	1	0	0
VN020013	3	35	1	1	2	42	2	1	1	5	0
VN020013	4	32	2	1	2	44	2	1	1	0	0
VN020013	5	23	2	4	2	43	2	2	1	0	0
VN020013	6	18	1	4	2	44	2	2	2	0	0
VN020013	15	3	2	5	88	88	2	88	88	88	88
VN020015	1	33	1	1	2	43	2	2	1	0	0
VN020015	2	27	2	1	2	43	2	1	1	0	0
VN020015	3	7	1	5	1	42	2	2	2	0	0
VN020016	1	75	1	3	2	42	2	1	2	0	0
VN020016	2	63	2	3	2	0	2	1	2	0	0
VN020016	3	29	1	1	2	43	2	1	1	0	0
VN020016	4	26	2	1	2	42	2	1	1	0	0
VN020016	5	5	2	5	2	0	2	2	2	0	0
VN020016	15	3	2	5	88	88	2	88	88	88	88
VN020017	1	35	1	1	2	42	2	1	1	20	0
VN020017	2	25	2	1	2	0	2	1	1	0	0
VN020018	1	32	1	1	2	42	2	1	1	10	0
VN020018	2	27	2	1	2	0	2	1	1	0	0
VN020018	3	10	1	5	1	42	2	1	2	0	0
VN020018	4	6	1	5	1	42	2	1	2	0	0
VN020019	1	32	2	1	2	42	2	1	1	0	0
VN020019	2	30	1	1	2	0	2	1	1	2	0
VN020019	15	3	2	5	88	88	1	88	88	88	88
VN020020	1	36	1	1	2	43	2	1	1	0	0
VN020020	2	34	2	1	2	43	2	1	1	0	0
VN020020	3	8	1	5	1	42	2	2	2	0	0
VN020021	1	27	1	1	2	43	2	1	1	3	0
VN020021	2	21	2	1	2	44	2	1	1	0	0
VN020022	1	29	1	1	2	43	2	1	1	5	0
VN020022	2	24	2	1	2	42	2	1	1	0	0
VN020023	1	62	1	3	2	42	2	1	1	40	0
VN020023	2	59	2	3	2	42	2	1	1	0	0
VN020023	3	30	1	1	2	43	2	1	1	20	0
VN020023	4	24	1	4	2	43	2	2	2	20	0
VN020023	5	23	2	1	2	42	2	1	2	0	0
VN020023	6	22	1	4	2	42	2	2	2	20	0
VN020023	7	20	2	4	2	43	2	2	2	0	0
VN020023	8	13	1	4	1	43	2	2	2	0	0
VN020024	1	33	1	1	2	42	2	1	1	20	0
VN020024	2	27	2	1	2	42	2	1	1	0	0
VN020024	15	3	1	5	88	88	2	88	88	88	88
VN020025	1	28	1	1	2	42	2	2	1	2	0
VN020025	2	27	2	1	2	42	2	1	1	0	0
VN020025	15	4	1	5	88	88	2	88	88	88	88
VN020026	1	74	1	3	2	0	1	2	2	0	0
VN020026	2	30	1	1	2	0	2	2	1	20	0
VN020026	3	28	2	1	2	42	2	1	2	0	0
VN020026	4	20	2	4	2	42	2	2	2	0	0
VN020026	15	4	2	5	88	88	2	88	88	88	88
VN020027	1	31	1	1	2	42	2	1	1	4	0
VN020027	2	25	2	1	2	0	2	1	1	0	0
VN020028	1	25	1	1	2	44	2	1	1	3	0
VN020028	2	24	2	1	2	43	2	1	1	0	0
VN020029	1	78	2	3	2	0	2	2	2	0	0
VN020029	2	42	1	1	2	44	2	1	1	0	0
VN020029	3	38	2	1	2	45	2	1	1	0	0
VN020029	4	21	1	5	1	46	2	1	2	0	0
VN020029	5	17	2	5	1	44	2	1	2	0	0
VN020032	1	67	2	3	2	0	2	1	1	0	0
VN020032	2	38	2	4	2	0	2	1	1	0	0
VN020032	3	38	2	4	2	0	2	2	2	0	0
VN020032	4	35	2	1	2	0	2	1	1	0	0
VN020032	5	30	2	4	2	0	2	2	2	0	0
VN020032	6	16	2	6	2	42	2	1	2	0	0
VN020033	1	61	1	3	2	0	2	1	1	0	0
VN020033	2	64	2	3	2	0	2	1	1	0	0
VN020033	3	30	2	4	2	42	2	2	1	0	0
VN020033	4	26	1	1	2	0	2	1	1	2	0
VN020033	5	26	2	1	2	42	2	1	1	0	0
VN020033	6	10	2	6	1	42	2	2	2	0	0
VN020033	7	7	1	6	1	42	2	2	2	0	0
VN020033	15	3	1	5	88	88	2	88	88	88	88
VN020034	1	75	2	3	2	0	2	1	2	0	0
VN020034	2	31	2	1	2	42	2	1	2	0	0
VN020034	3	28	1	1	2	42	2	1	1	2	0
VN020034	4	9	1	5	1	42	2	2	2	0	0
VN020035	1	31	1	1	2	43	2	1	1	0	0
VN020035	2	27	2	1	2	42	2	1	1	0	0
VN020035	3	7	2	5	1	42	2	1	2	0	0
VN020035	4	5	2	5	2	0	2	2	2	0	0
VN020036	1	50	1	1	2	0	2	1	1	10	0
VN020036	2	46	2	1	2	0	2	1	1	0	0
VN020036	3	24	1	5	2	0	2	2	1	0	0
VN020036	4	22	1	5	2	42	2	2	1	0	0
VN020036	5	20	1	5	2	0	2	2	1	0	0
VN020036	6	18	2	5	2	42	2	2	2	0	0
VN020036	7	15	1	5	1	43	2	2	2	0	0
VN020036	8	12	2	5	1	42	2	1	2	0	0
VN020036	9	10	1	5	1	42	2	2	2	0	0
VN020037	1	30	1	1	2	42	2	1	1	4	0
VN020037	2	25	2	1	2	44	2	1	1	0	0
VN020037	3	22	1	4	2	42	2	1	2	0	0
VN020038	1	26	1	1	2	42	2	1	1	10	0
VN020038	2	18	2	1	2	42	2	1	1	0	0
VN020039	1	26	1	1	2	0	2	1	1	0	0
VN020039	2	25	2	1	2	0	2	1	1	0	0
VN020039	3	5	1	5	2	0	2	2	2	0	0
VN020041	1	25	1	1	2	42	2	1	1	10	0
VN020041	2	22	2	1	2	0	2	1	1	0	0
VN020043	1	27	1	1	2	42	2	1	1	0	0
VN020043	2	27	2	1	2	42	2	1	1	0	0
VN020044	1	34	1	1	2	42	2	1	1	6	0
VN020044	2	24	2	1	2	42	2	1	1	0	0
VN020044	15	2	2	5	88	88	2	88	88	88	88
VN020046	1	23	1	1	2	42	2	1	1	0	0
VN020046	2	19	2	1	2	0	2	1	1	0	0
VN020047	1	86	1	3	2	0	2	2	1	1	0
VN020047	2	63	2	3	2	0	2	1	1	0	0
VN020047	3	21	1	1	2	43	2	2	1	0	0
VN020047	4	19	2	1	2	42	2	1	1	0	0
VN020048	1	26	1	1	2	44	2	1	1	10	0
VN020048	2	25	2	1	2	46	2	1	1	0	0
VN020050	1	34	1	1	2	45	2	1	1	8	0
VN020050	2	35	2	1	2	46	2	1	1	0	0
VN020050	3	9	1	5	1	42	2	2	2	0	0
VN020052	1	32	1	1	2	45	2	1	1	0	0
VN020052	2	32	2	1	2	42	2	1	1	0	0
VN020052	3	7	1	5	1	42	2	2	2	0	0
VN020053	1	51	1	3	2	42	2	1	1	10	0
VN020053	2	48	2	3	2	0	2	1	1	0	0
VN020053	3	31	1	1	2	43	2	1	1	10	0
VN020053	4	28	2	1	2	42	2	1	1	0	0
VN020053	5	20	1	4	2	42	2	2	2	0	0
VN020053	6	17	1	4	2	42	2	2	2	0	0
VN020053	7	14	2	4	1	43	2	1	2	0	0
VN020053	8	11	2	4	1	43	2	1	2	0	0
VN020053	15	4	1	5	88	88	2	88	88	88	88
VN020054	1	29	1	1	2	0	2	1	1	20	0
VN020054	2	22	2	1	2	42	2	1	1	0	0
VN020055	1	59	1	3	2	0	2	1	1	40	0
VN020055	2	59	2	3	2	0	2	1	1	0	0
VN020055	3	29	2	4	2	42	1	2	2	0	0
VN020055	4	25	1	1	2	42	2	1	1	0	0
VN020055	5	26	2	1	2	0	2	1	1	0	0
