CHILDID	planid	plan
VN020083	2	4
VN020084	1	8
VN020086	1	4
VN020087	1	2
VN020088	1	8
VN020088	2	10
VN020089	1	7
VN020090	1	4
VN020091	1	2
VN020092	1	4
VN020092	2	3
VN020094	1	1
VN020095	1	3
VN020095	2	8
VN020096	1	2
VN020096	2	10
VN020097	1	1
VN020098	1	2
VN020098	2	4
VN020099	1	4
VN020100	1	7
VN020100	2	2
VN020105	1	4
VN020106	1	2
VN020108	1	2
VN020110	1	8
VN020112	1	4
VN020113	1	3
VN020114	1	8
VN020117	1	2
VN020117	2	4
VN020118	1	1
VN020119	1	7
VN020119	2	2
VN020122	1	4
VN020123	1	4
VN020125	1	4
VN020129	1	8
VN020131	1	2
VN020133	1	2
VN020133	2	4
VN020135	1	10
VN020136	1	4
VN020136	2	2
VN030001	1	4
VN030002	1	1
VN030003	1	1
VN030004	1	4
VN030004	2	2
VN030005	1	1
VN030006	1	4
VN030006	2	7
VN030007	1	10
VN030008	1	4
VN030009	1	4
VN030010	1	4
VN030011	1	4
VN030012	1	2
VN030012	2	4
VN030013	1	3
VN030013	2	4
VN030014	1	4
VN030015	1	4
VN030016	1	3
VN030016	2	10
VN030017	1	4
VN030018	1	4
VN030019	1	4
VN030019	2	2
VN030020	1	3
VN030020	2	8
VN030021	1	10
VN030022	1	2
VN030023	1	1
VN030024	1	4
VN030025	1	2
VN030025	2	8
VN030026	1	4
VN030027	1	2
VN030027	2	3
VN030028	1	10
VN030029	1	8
VN030030	1	4
VN030030	2	2
VN030031	1	8
VN030032	1	4
VN030032	2	2
VN030033	1	4
VN030033	2	10
VN030034	1	4
VN030034	2	8
VN030035	1	4
VN030036	1	3
VN030036	2	8
VN030037	1	4
VN030038	1	8
VN030038	2	10
VN030039	1	8
VN030040	1	2
VN030040	2	4
VN030041	1	4
VN030041	2	10
VN030042	1	4
VN030043	1	2
VN030044	1	1
VN030046	1	10
VN030047	1	4
VN030048	1	8
VN030049	1	2
VN030049	2	3
VN030050	1	2
VN030050	2	3
VN030051	1	4
VN030052	1	1
VN030053	1	10
VN030055	1	8
VN030056	1	8
VN030057	1	1
VN030058	1	4
VN030059	1	4
VN030059	2	10
VN030061	1	1
VN030062	1	1
VN030063	1	1
VN030064	1	1
VN030065	1	1
VN030066	1	4
VN030067	1	2
VN030067	2	8
VN030069	1	4
VN030070	1	8
VN030071	1	10
VN030071	2	7
VN030072	1	9
VN030073	1	2
VN030073	2	10
VN030074	1	3
VN030074	2	7
VN030075	1	10
VN030075	2	4
VN030077	1	7
VN030078	1	1
VN030079	1	4
VN030081	1	8
VN030081	2	4
VN030082	1	4
VN030083	1	8
VN030084	1	4
VN030086	1	1
VN030087	1	4
VN030088	1	7
VN030089	1	4
VN030090	1	2
VN030090	2	3
VN030092	1	8
VN030092	2	3
VN030093	1	2
VN030093	2	10
VN030094	1	2
VN030095	1	4
VN030096	1	4
VN030096	2	8
VN030097	1	4
VN030097	2	2
VN030098	1	3
VN030098	2	10
VN030099	1	4
VN030100	1	2
VN030120	1	7
VN030127	1	4
VN030129	1	4
VN030129	2	2
VN030130	1	4
VN030131	1	8
VN030131	2	4
VN030132	1	10
VN030138	1	2
VN030138	2	4
VN030139	1	4
VN040001	1	4
VN040002	1	8
VN040002	2	4
VN040003	1	4
VN040004	1	2
VN040005	1	4
VN040006	1	3
VN040006	2	4
VN040007	1	4
VN040008	1	4
VN040009	1	4
VN040009	2	2
VN040010	1	8
VN040012	1	1
VN040013	1	10
VN040013	2	4
VN040014	1	2
VN040014	2	4
VN040015	1	4
VN040016	1	4
VN040016	2	8
VN040017	1	2
VN040017	2	4
VN040018	1	8
VN040018	2	4
VN040020	1	1
VN040021	1	4
VN040022	1	1
VN040023	1	4
VN040024	1	4
VN040024	2	7
VN040025	1	4
VN040026	1	1
VN040028	1	10
VN040029	1	4
VN040030	1	4
VN040030	2	10
VN040031	1	2
VN040032	1	2
VN040033	1	4
VN040034	1	2
VN040035	1	1
VN040036	1	1
VN040037	1	2
VN040038	1	8
VN040038	2	4
VN040039	1	2
VN040039	2	4
VN040043	1	4
VN040043	2	2
VN040044	1	1
VN040045	1	1
VN040046	1	4
VN040047	1	2
VN040048	1	2
VN040049	1	4
VN040050	1	4
VN040051	1	4
VN040051	2	2
VN040052	1	1
VN040053	1	8
VN040053	2	3
VN040054	1	1
VN040055	1	2
VN040055	2	4
VN040056	1	8
VN040056	2	10
VN040058	1	10
VN040058	2	3
VN040059	1	4
VN040060	1	1
VN040061	1	4
VN040061	2	8
VN040062	1	8
VN040063	1	8
VN040063	2	4
VN040064	1	4
VN040065	1	2
VN040065	2	4
VN040066	1	4
VN040069	1	2
VN040069	2	3
VN040070	1	2
VN040070	2	10
VN040071	1	1
VN040073	1	1
VN040075	1	2
VN040075	2	4
VN040076	1	1
VN040077	1	8
VN040077	2	2
VN040078	1	2
VN040078	2	8
VN040079	1	8
VN040079	2	2
VN040080	1	4
VN040081	1	2
VN040081	2	4
VN040082	1	4
VN040083	1	2
VN040083	2	7
VN040084	1	4
VN040085	1	8
VN040085	2	4
VN040087	1	1
VN040088	1	4
VN040088	2	3
VN040089	1	2
VN040090	1	2
VN040091	1	4
VN040092	1	2
VN040093	1	7
VN040094	1	4
VN040094	2	7
VN040095	1	4
VN040096	1	4
VN040096	2	7
VN040097	1	2
VN040098	1	7
VN040100	1	2
VN040100	2	4
VN040106	1	8
VN040106	2	4
VN040108	1	10
VN040108	2	2
VN040113	1	4
VN040118	1	4
VN040118	2	2
VN040119	1	1
VN040122	1	4
VN040129	1	4
VN040143	1	10
VN040145	1	2
VN040151	1	7
VN040151	2	2
VN040164	1	8
VN040164	2	10
VN040171	1	1
VN040174	1	4
VN040174	2	10
VN050001	1	4
VN050002	1	4
VN050002	2	2
VN050003	1	1
VN050004	1	7
VN050005	1	2
VN050005	2	7
VN050006	1	2
VN050006	2	10
VN050007	1	4
VN050007	2	2
VN050008	1	3
VN050009	1	4
VN050009	2	2
VN050010	1	4
VN050011	1	1
VN050012	1	2
VN050012	2	4
VN050013	1	3
VN050014	1	7
VN050014	2	8
VN050015	1	4
VN050016	1	4
VN050017	1	1
VN050018	1	4
VN050018	2	2
VN050019	1	1
VN050021	1	4
VN050021	2	7
VN050022	1	2
VN050022	2	4
VN050023	1	7
VN050023	2	4
VN050024	1	4
VN050025	1	1
VN050026	1	8
VN050026	2	4
VN050027	1	2
VN050027	2	4
VN050028	1	4
VN050029	1	4
VN050031	1	7
VN050031	2	4
VN050032	1	2
VN050032	2	4
VN050033	1	4
VN050033	2	9
VN050034	1	8
VN050034	2	4
VN050035	1	2
VN050035	2	4
VN050036	1	2
VN050036	2	4
VN050037	1	4
VN050037	2	7
VN050038	1	4
VN050040	1	1
VN050041	1	2
VN050042	1	8
VN050043	1	1
VN050044	1	10
VN050045	1	1
VN050046	1	2
VN050047	1	4
VN050047	2	10
VN050048	1	1
VN050049	1	4
VN050050	1	1
VN050052	1	7
VN050053	1	2
VN050053	2	4
VN050054	1	2
VN050054	2	4
VN050055	1	4
VN050056	1	4
VN050057	1	7
VN050058	1	1
VN050059	1	4
VN050060	1	4
VN050061	1	4
VN050062	1	4
VN050065	1	8
VN050066	1	4
VN050068	1	4
VN050069	1	4
VN050070	1	1
VN050072	1	10
VN050073	1	4
VN050074	1	4
VN050075	1	7
VN050075	2	4
VN050076	1	4
VN050076	2	7
VN050077	1	2
VN050077	2	4
VN050078	1	4
VN050079	1	10
VN050080	1	8
VN050080	2	4
VN050081	1	4
VN050082	1	7
VN050082	2	4
VN050083	1	7
VN050084	1	4
VN050085	1	7
VN050086	1	2
VN050086	2	9
VN050087	1	4
VN050089	1	4
VN050091	1	3
VN050091	2	4
VN050092	1	8
VN050092	2	4
VN050093	1	1
VN050094	1	8
VN050094	2	4
VN050095	1	1
VN050096	1	4
VN050097	1	4
VN050098	1	1
VN050100	1	1
VN050102	1	4
VN050103	1	2
VN050103	2	4
VN050104	1	4
VN050105	1	2
VN050105	2	4
VN050107	1	4
VN050108	1	4
VN050109	1	1
VN050114	1	2
VN050114	2	4
VN050115	1	7
VN050117	1	4
VN050118	1	8
VN050118	2	2
VN060001	1	8
VN060002	1	7
VN060002	2	8
VN060003	1	1
VN060004	1	7
VN060004	2	4
VN060005	1	2
VN060006	1	5
VN060006	2	4
VN060007	1	2
VN060007	2	4
VN060008	1	1
VN060009	1	1
VN060010	1	1
VN060012	1	2
VN060012	2	4
VN060013	1	4
VN060014	1	1
VN060015	1	4
VN060015	2	10
VN060016	1	4
VN060018	1	4
VN060019	1	4
VN060019	2	7
VN060020	1	4
VN060023	1	8
VN060023	2	10
VN060024	1	8
VN060025	1	2
VN060025	2	4
VN060026	1	4
VN060027	1	4
VN060028	1	2
VN060028	2	3
VN060029	1	4
VN060029	2	8
VN060031	1	4
VN060032	1	4
VN060033	1	4
VN060034	1	4
VN060034	2	8
VN060035	1	4
VN060036	1	4
VN060037	1	2
VN060038	1	4
VN060039	1	4
VN060040	1	4
VN060041	1	4
VN060043	1	4
VN060043	2	2
VN060044	1	4
VN060045	1	8
VN060047	1	7
VN060047	2	4
VN060048	1	2
VN060048	2	4
VN060049	1	4
VN060050	1	2
VN060050	2	4
VN060051	1	4
VN060052	1	2
VN060052	2	4
VN060053	1	1
VN060054	1	4
VN060056	1	4
VN060057	1	7
VN060058	1	2
VN060059	1	7
VN060059	2	4
VN060060	1	2
VN060060	2	3
VN060061	1	1
VN060062	1	1
VN060063	1	8
VN060063	2	4
VN060064	1	1
VN060065	1	2
VN060065	2	4
VN060066	1	8
VN060066	2	7
VN060067	1	4
VN060068	1	2
VN060068	2	4
VN060069	1	8
VN060069	2	4
VN060070	1	4
VN060071	1	4
VN060073	1	4
VN060074	1	4
VN060075	1	4
VN060075	2	7
VN060076	1	8
VN060076	2	4
VN060077	1	7
VN060077	2	10
VN060078	1	4
VN060079	1	1
VN060080	1	4
VN060080	2	8
VN060081	1	2
VN060081	2	7
VN060082	1	4
VN060083	1	8
VN060084	1	1
VN060085	1	1
VN060086	1	4
VN060087	1	1
VN060088	1	4
VN060089	1	4
VN060091	1	2
VN060091	2	4
VN060092	1	2
VN060093	1	2
VN060093	2	4
VN060094	1	4
VN060095	1	4
VN060096	1	1
VN060097	1	8
VN060097	2	4
VN060098	1	1
VN060099	1	4
VN060100	1	1
VN060103	1	2
VN060104	1	7
VN060104	2	4
VN060105	1	1
VN060106	1	4
VN060106	2	10
VN060108	1	8
VN060109	1	2
VN060109	2	7
VN060111	1	1
VN060115	1	1
VN060119	1	10
VN060127	1	2
VN070001	1	4
VN070001	2	8
VN070002	1	1
VN070003	1	1
VN070004	1	4
VN070005	1	2
VN070006	1	4
VN070006	2	7
VN070007	1	9
VN070008	1	4
VN070009	1	4
VN070010	1	4
VN070011	1	4
VN070012	1	2
VN070013	1	1
VN070015	1	4
VN070015	2	10
VN070016	1	4
VN070017	1	8
VN070018	1	1
VN070019	1	2
VN070019	2	4
VN070021	1	4
VN070022	1	4
VN070023	1	4
VN070024	1	4
VN070025	1	1
VN070026	1	4
VN070027	1	8
VN070027	2	4
VN070028	1	4
VN070029	1	1
VN070030	1	4
VN070031	1	7
VN070032	1	2
VN070034	1	2
VN070036	1	4
VN070037	1	1
VN070038	1	4
VN070039	1	1
VN070040	1	4
VN070040	2	2
VN070041	1	4
VN070042	1	4
VN070043	1	1
VN070044	1	10
VN070045	1	4
VN070046	1	4
VN070049	1	8
VN070049	2	4
VN070050	1	1
VN070051	1	2
VN070051	2	4
VN070052	1	2
VN070053	1	2
VN070053	2	4
VN070054	1	2
VN070054	2	4
VN070055	1	1
VN070057	1	4
VN070058	1	2
VN070058	2	4
VN070059	1	1
VN070060	1	5
VN070060	2	4
VN070061	1	4
VN070061	2	2
VN070063	1	10
VN070064	1	10
VN070065	1	4
VN070066	1	1
VN070067	1	4
VN070067	2	7
VN070068	1	10
VN070069	1	2
VN070069	2	9
VN070070	1	1
VN070071	1	7
VN070071	2	4
VN070072	1	7
VN070072	2	4
VN070073	1	1
VN070074	1	4
VN070075	1	10
VN070076	1	4
VN070077	1	2
VN070078	1	4
VN070079	1	2
VN070079	2	4
VN070080	1	7
VN070080	2	4
VN070081	1	4
VN070082	1	2
VN070082	2	9
VN070083	1	10
VN070084	1	4
VN070085	1	3
VN070085	2	4
VN070086	1	4
VN070087	1	2
VN070088	1	4
VN070088	2	2
VN070090	1	1
VN070091	1	9
VN070091	2	4
VN070092	1	4
VN070093	1	4
VN070093	2	7
VN070094	1	7
VN070095	1	3
VN070095	2	7
VN070097	1	1
VN070098	1	2
VN070098	2	7
VN070099	1	2
VN070099	2	3
VN070100	1	2
VN070100	2	4
VN070101	1	1
VN070102	1	4
VN070105	1	10
VN070105	2	3
VN070107	1	4
VN070107	2	8
VN070116	1	1
VN070118	1	10
VN070123	1	2
VN070123	2	4
VN070124	1	3
VN070124	2	4
VN070125	1	8
VN070126	1	4
VN080001	1	4
VN080001	2	2
VN080002	1	4
VN080003	1	1
VN080004	1	4
VN080004	2	8
VN080005	1	8
VN080005	2	2
VN080006	1	4
VN080008	1	4
VN080009	1	1
VN080011	1	1
VN080012	1	3
VN080012	2	4
VN080013	1	1
VN080014	1	4
VN080014	2	2
VN080015	1	1
VN080016	1	1
VN080017	1	7
VN080018	1	2
VN080018	2	4
VN080019	1	8
VN080020	1	4
VN080021	1	4
VN080022	1	2
VN080022	2	4
VN080024	1	3
VN080025	1	2
VN080025	2	4
VN080026	1	2
VN080027	1	10
VN080029	1	4
VN080029	2	8
VN080030	1	10
VN080030	2	4
VN080031	1	4
VN080031	2	2
VN080032	1	1
VN080033	1	1
VN080034	1	1
VN080035	1	9
VN080035	2	4
VN080036	1	7
VN080036	2	4
VN080037	1	4
VN080038	1	2
VN080039	1	2
VN080039	2	4
VN080040	1	4
VN080041	1	4
VN080042	1	1
VN080045	1	4
VN080046	1	2
VN080046	2	4
VN080047	1	2
VN080048	1	4
VN080049	1	9
VN080050	1	3
VN080050	2	7
VN080051	1	4
VN080052	1	6
VN080053	1	2
VN080053	2	4
VN080055	1	1
VN080056	1	10
VN080056	2	4
VN080058	1	1
VN080059	1	10
VN080059	2	4
VN080060	1	5
VN080060	2	4
VN080061	1	4
VN080062	1	4
VN080064	1	9
VN080065	1	7
VN080065	2	4
VN080066	1	4
VN080067	1	2
VN080067	2	4
VN080068	1	4
VN080068	2	10
VN080069	1	2
VN080069	2	4
VN080070	1	4
VN080070	2	2
VN080071	1	4
VN080072	1	1
VN080073	1	10
VN080075	1	4
VN080076	1	10
VN080078	1	1
VN080079	1	1
VN080080	1	4
VN080081	1	10
VN080081	2	4
VN080082	1	2
VN080082	2	3
VN080083	1	4
VN080084	1	4
VN080084	2	10
VN080085	1	7
VN080086	1	2
VN080086	2	4
VN080087	1	2
VN080087	2	4
VN080088	1	1
VN080090	1	2
VN080090	2	4
VN080091	1	2
VN080091	2	4
VN080092	1	5
VN080093	1	4
VN080094	1	4
VN080095	1	2
VN080095	2	4
VN080096	1	1
VN080097	1	4
VN080098	1	1
VN080099	1	4
VN080100	1	4
VN080104	1	2
VN080104	2	3
VN080107	1	8
VN080107	2	4
VN080115	1	7
VN080115	2	4
VN080119	1	2
VN080119	2	10
VN080120	1	4
VN080124	1	1
VN080132	1	4
VN080132	2	2
VN080142	1	3
VN080142	2	4
VN080150	1	1
VN080154	1	4
VN080162	1	2
VN080162	2	4
VN080165	1	2
VN090001	1	10
VN090002	1	2
VN090002	2	3
VN090003	1	4
VN090004	1	10
VN090005	1	1
VN090006	1	4
VN090006	2	10
VN090007	1	4
VN090008	1	4
VN090009	1	10
VN090009	2	4
VN090010	1	3
VN090010	2	4
VN090011	1	4
VN090012	1	4
VN090013	1	2
VN090014	1	4
VN090015	1	4
VN090016	1	2
VN090016	2	3
VN090017	1	1
VN090018	1	2
VN090018	2	3
VN090019	1	1
VN090020	1	4
VN090021	1	4
VN090023	1	4
VN090024	1	1
VN090025	1	4
VN090026	1	1
VN090027	1	10
VN090028	1	7
VN090028	2	2
VN090029	1	10
VN090031	1	10
VN090032	1	1
VN090033	1	8
VN090034	1	7
VN090035	1	4
VN090036	1	10
VN090037	1	10
VN090038	1	10
VN090039	1	2
VN090039	2	10
VN090042	1	4
VN090043	1	1
VN090044	1	1
VN090045	1	4
VN090046	1	10
VN090047	1	8
VN090048	1	1
VN090049	1	1
VN090050	1	2
VN090050	2	10
VN090051	1	1
VN090052	1	4
VN090053	1	10
VN090053	2	4
VN090054	1	10
VN090056	1	4
VN090057	1	4
VN090058	1	1
VN090059	1	4
VN090060	1	10
VN090061	1	4
VN090062	1	1
VN090063	1	4
VN090065	1	4
VN090066	1	1
VN090067	1	2
VN090068	1	1
VN090069	1	4
VN090070	1	10
VN090070	2	10
VN090071	1	1
VN090072	1	10
VN090073	1	4
VN090074	1	7
VN090075	1	4
VN090076	1	10
VN090078	1	4
VN090079	1	10
VN090080	1	10
VN090081	1	1
VN090082	1	1
VN090083	1	1
VN090084	1	2
VN090085	1	4
VN090086	1	1
VN090087	1	7
VN090088	1	10
VN090088	2	10
VN090089	1	8
VN090089	2	4
VN090090	1	1
VN090091	1	4
VN090092	1	1
VN090093	1	1
VN090094	1	4
VN090095	1	10
VN090097	1	3
VN090098	1	10
VN090099	1	10
VN090100	1	4
VN090101	1	8
VN090101	2	4
VN090102	1	10
VN090103	1	2
VN090103	2	4
VN090105	1	4
VN090105	2	8
VN090106	1	4
VN090120	1	4
VN090121	1	4
VN090125	1	1
VN100002	1	4
VN100003	1	2
VN100003	2	4
VN100004	1	4
VN100006	1	4
VN100007	1	2
VN100008	1	4
VN100009	1	4
VN100009	2	10
VN100010	1	4
VN100011	1	4
VN100012	1	4
VN100013	1	4
VN100013	2	2
VN100014	1	8
VN100014	2	4
VN100015	1	10
VN100016	1	4
VN100017	1	2
VN100017	2	10
VN100018	1	4
VN100020	1	4
VN100022	1	7
VN100024	1	4
VN100024	2	7
VN100025	1	7
VN100025	2	2
VN100026	1	4
VN100027	1	4
VN100029	1	4
VN100030	1	4
VN100031	1	4
VN100032	1	4
VN100033	1	7
VN100033	2	10
VN100035	1	4
VN100036	1	4
VN100037	1	1
VN100038	1	1
VN100039	1	10
VN100040	1	10
VN100041	1	10
VN100041	2	4
VN100042	1	4
VN100043	1	4
VN100044	1	4
VN100045	1	4
VN100046	1	2
VN100047	1	8
VN100047	2	4
VN100048	1	4
VN100050	1	10
VN100050	2	10
VN100051	1	7
VN100052	1	4
VN100053	1	4
VN100054	1	10
VN100054	2	10
VN100055	1	4
VN100056	1	10
VN100056	2	4
VN100057	1	7
VN100058	1	4
VN100059	1	10
VN100059	2	10
VN100060	1	7
VN100061	1	4
VN100062	1	4
VN100064	1	4
VN100066	1	2
VN100066	2	4
VN100067	1	7
VN100068	1	4
VN100069	1	10
VN100070	1	4
VN100071	1	4
VN100072	1	4
VN100073	1	7
VN100073	2	10
VN100074	1	4
VN100074	2	10
VN100076	1	4
VN100077	1	4
VN100078	1	2
VN100079	1	4
VN100080	1	2
VN100080	2	10
VN100081	1	2
VN100082	1	7
VN100082	2	2
VN100083	1	10
VN100084	1	4
VN100085	1	4
VN100086	1	4
VN100087	1	10
VN100087	2	10
VN100088	1	4
VN100088	2	10
VN100089	1	10
VN100090	1	2
VN100090	2	4
VN100091	1	4
VN100092	1	4
VN100093	1	4
VN100094	1	4
VN100095	1	10
VN100096	1	1
VN100097	1	4
VN100098	1	7
VN100098	2	4
VN100099	1	4
VN100100	1	4
VN100101	1	4
VN100103	1	4
VN100104	1	7
VN100106	1	2
VN100106	2	7
VN100107	1	1
VN100108	1	4
VN100109	1	4
VN100111	1	4
VN100113	1	4
VN100115	1	4
VN100118	1	1
VN110001	1	4
VN110002	1	4
VN110002	2	10
VN110003	1	2
VN110004	1	4
VN110005	1	4
VN110005	2	10
VN110006	1	4
VN110006	2	10
VN110007	1	4
VN110008	1	4
VN110010	1	3
VN110010	2	10
VN110012	1	2
VN110013	1	10
VN110014	1	4
VN110015	1	4
VN110017	1	10
VN110017	2	10
VN110018	1	4
VN110019	1	10
VN110019	2	4
VN110021	1	2
VN110023	1	8
VN110024	1	4
VN110025	1	2
VN110025	2	4
VN110026	1	3
VN110026	2	4
VN110027	1	4
VN110028	1	10
VN110028	2	10
VN110029	1	4
VN110030	1	10
VN110030	2	4
VN110031	1	2
VN110031	2	10
VN110032	1	4
VN110033	1	4
VN110034	1	4
VN110035	1	2
VN110036	1	10
VN110037	1	4
VN110038	1	4
VN110040	1	2
VN110040	2	4
VN110041	1	4
VN110041	2	10
VN110042	1	4
VN110043	1	4
VN110044	1	10
VN110044	2	4
VN110045	1	4
VN110046	1	10
VN110047	1	4
VN110048	1	2
VN110048	2	3
VN110049	1	1
VN110050	1	10
VN110051	1	8
VN110051	2	4
VN110052	1	2
VN110053	1	4
VN110054	1	10
VN110055	1	4
VN110056	1	4
VN110057	1	4
VN110058	1	4
VN110059	1	4
VN110060	1	8
VN110061	1	4
VN110061	2	8
VN110062	1	4
VN110063	1	4
VN110064	1	1
VN110066	1	1
VN110067	1	1
VN110068	1	10
VN110069	1	1
VN110072	1	4
VN110073	1	4
VN110074	1	2
VN110074	2	3
VN110075	1	4
VN110075	2	8
VN110076	1	4
VN110077	1	2
VN110078	1	4
VN110079	1	10
VN110079	2	2
VN110080	1	8
VN110081	1	4
VN110081	2	10
VN110082	1	4
VN110083	1	4
VN110084	1	10
VN110085	1	2
VN110086	1	4
VN110087	1	4
VN110088	1	4
VN110089	1	8
VN110089	2	2
VN110090	1	2
VN110090	2	7
VN110091	1	4
VN110091	2	10
VN110092	1	4
VN110093	1	10
VN110093	2	10
VN110094	1	4
VN110095	1	4
VN110096	1	4
VN110097	1	3
VN110098	1	2
VN110098	2	4
VN110099	1	10
VN110100	1	10
VN110100	2	8
VN110101	1	7
VN110104	1	10
VN110104	2	4
VN110108	1	4
VN110115	1	1
VN110119	1	10
VN110121	1	4
VN110121	2	8
VN110123	1	4
VN110125	1	4
VN110126	1	4
VN120001	1	2
VN120001	2	7
VN120003	1	4
VN120003	2	7
VN120004	1	2
VN120004	2	7
VN120006	1	4
VN120006	2	2
VN120007	1	4
VN120009	1	4
VN120010	1	4
VN120010	2	10
VN120011	1	4
VN120011	2	2
VN120012	1	7
VN120013	1	4
VN120013	2	2
VN120014	1	7
VN120014	2	8
VN120015	1	4
VN120016	1	4
VN120017	1	10
VN120017	2	10
VN120018	1	1
VN120020	1	1
VN120022	1	1
VN120023	1	4
VN120024	1	2
VN120026	1	10
VN120027	1	8
VN120028	1	4
VN120029	1	10
VN120030	1	1
VN120032	1	10
VN120033	1	4
VN120034	1	3
VN120035	1	10
VN120035	2	10
VN120036	1	4
VN120037	1	8
VN120037	2	2
VN120038	1	7
VN120039	1	10
VN120040	1	4
VN120041	1	4
VN120041	2	3
VN120042	1	10
VN120043	1	10
VN120045	1	1
VN120046	1	10
VN120046	2	10
VN120048	1	10
VN120049	1	10
VN120050	1	2
VN120053	1	4
VN120054	1	10
VN120054	2	4
VN120055	1	8
VN120058	1	2
VN120059	1	10
VN120060	1	2
VN120060	2	8
VN120061	1	4
VN120062	1	10
VN120063	1	4
VN120064	1	4
VN120065	1	2
VN120065	2	8
VN120066	1	4
VN120066	2	10
VN120067	1	10
VN120067	2	10
VN120068	1	4
VN120069	1	2
VN120069	2	10
VN120070	1	4
VN120071	1	2
VN120072	1	2
VN120076	1	4
VN120076	2	2
VN120077	1	4
VN120077	2	2
VN120078	1	10
VN120078	2	10
