CHILDID	PLOT	LAREA	LOWN	LUSE
VN090079	1	5743	4	1
VN090079	2	2143	4	8
VN090080	1	20540	4	1
VN090080	2	3000	4	8
VN090081	1	9800	4	1
VN090081	2	3000	4	8
VN090082	1	8000	2	8
VN090082	2	1800	4	1
VN090082	3	4000	2	1
VN090083	1	12000	4	1
VN090083	2	30000	4	8
VN090084	1	11000	4	1
VN090084	2	6000	4	8
VN090084	3	5000	4	1
VN090085	1	15600	4	1
VN090085	2	6000	4	8
VN090086	1	10800	4	8
VN090086	2	2520	4	1
VN090087	1	40	4	4
VN090087	2	400	4	1
VN090087	3	200	4	8
VN090088	1	1000	4	8
VN090088	2	850	4	1
VN090089	1	1080	4	1
VN090089	2	3000	4	1
VN090089	3	3600	4	8
VN090090	1	5200	4	1
VN090090	2	12600	4	8
VN090091	1	6000	4	1
VN090091	2	9000	4	8
VN090092	1	20000	4	1
VN090092	2	30000	2	8
VN090092	3	800	2	1
VN090093	1	3000	2	8
VN090093	3	4140	4	1
VN090093	5	4800	2	1
VN090094	1	10000	4	8
VN090094	2	1280	4	1
VN090095	1	2520	4	1
VN090095	2	3200	4	1
VN090095	3	7500	4	8
VN090097	3	16000	4	1
VN090097	4	1000	4	8
VN090098	1	5400	4	1
VN090098	2	30000	4	8
VN090099	1	5400	4	1
VN090099	2	3000	4	1
VN090099	3	9000	4	8
VN090100	1	1800	4	1
VN090100	2	2880	4	8
VN090101	1	2160	4	1
VN090101	2	1170	4	8
VN090103	1	3880	4	1
VN090105	1	2160	4	1
VN090105	2	54580	4	8
VN090105	3	3000	4	1
VN090106	1	350	4	1
VN090106	2	150	4	8
VN090120	1	12720	4	1
VN090120	2	10000	4	8
VN090121	1	6000	4	1
VN090125	1	3000	4	1
VN100002	1	360	4	1
VN100002	2	540	2	1
VN100002	3	720	4	1
VN100003	1	1728	4	1
VN100003	2	1008	4	8
VN100003	3	1440	2	1
VN100004	1	1080	4	1
VN100004	2	4080	4	1
VN100006	1	3240	4	1
VN100007	1	5080	4	1
VN100008	1	720	4	1
VN100008	2	2160	4	1
VN100009	1	1900	4	1
VN100009	2	500	4	1
VN100010	1	1440	4	1
VN100010	2	20	4	4
VN100011	1	720	4	1
VN100011	2	5400	4	1
VN100012	1	4320	4	1
VN100013	1	1680	4	1
VN100014	1	2520	4	1
VN100014	2	4680	4	1
VN100016	1	1080	2	1
VN100017	1	3600	4	1
VN100017	2	1080	4	6
VN100018	1	1800	4	1
VN100018	2	1000	4	7
VN100020	1	3600	4	1
VN100020	2	1800	4	3
VN100024	1	2700	4	1
VN100025	1	3888	4	1
VN100025	2	468	1	1
VN100026	1	300	4	1
VN100026	2	2000	4	1
VN100027	1	1440	4	6
VN100027	2	180	4	1
VN100027	3	5000	4	3
VN100029	1	1260	4	1
VN100029	2	2000	4	1
VN100030	1	1440	4	1
VN100030	2	5400	4	1
VN100030	3	3000	4	3
VN100031	1	3600	4	7
VN100031	2	1080	4	1
VN100032	1	1400	1	1
VN100032	2	1620	4	1
VN100032	3	2160	4	7
VN100033	1	16840	4	1
VN100033	2	1000	4	3
VN100033	3	200	4	3
VN100033	4	2520	4	7
VN100035	1	540	4	1
VN100035	2	1080	2	1
VN100035	3	6000	4	1
VN100036	1	5400	4	1
VN100036	2	10200	4	1
VN100036	3	3000	4	3
VN100037	1	360	4	1
VN100037	2	3600	4	1
VN100038	1	16840	4	1
VN100038	2	24	4	9
VN100039	1	8120	4	1
VN100040	1	3520	4	1
VN100040	2	50	4	9
VN100041	1	1080	4	1
VN100042	1	1080	1	1
VN100042	2	4360	4	1
VN100043	1	360	4	1
VN100043	2	11000	4	1
VN100044	1	2160	4	1
VN100044	2	3000	4	1
VN100044	3	5000	4	8
VN100045	1	1080	4	1
VN100045	2	12520	4	1
VN100045	3	800	4	1
VN100046	1	1260	4	1
VN100046	2	1368	1	1
VN100047	1	720	4	1
VN100048	1	1560	4	1
VN100048	2	650	4	1
VN100048	3	15000	4	8
VN100048	4	15000	4	3
VN100050	1	21440	4	1
VN100051	1	1440	4	1
VN100051	2	10320	2	1
VN100051	3	15000	2	1
VN100052	1	700	4	1
VN100052	2	100	2	1
VN100052	3	500	4	1
VN100053	1	30000	4	1
VN100054	1	1440	4	1
VN100054	2	2880	2	1
VN100055	1	2520	4	1
VN100055	2	17480	4	1
VN100056	2	19080	4	1
VN100056	3	10000	4	3
VN100057	1	6110	4	1
VN100057	2	1200	4	3
VN100057	3	1000	4	7
VN100058	1	1440	4	1
VN100058	2	2880	4	1
VN100058	3	2880	2	1
VN100059	1	1080	4	1
VN100059	2	1000	4	1
VN100059	3	300	4	3
VN100060	1	612	4	1
VN100060	2	252	1	1
VN100060	3	540	2	1
VN100061	1	1800	4	1
VN100061	2	2000	4	1
VN100062	1	1260	4	1
VN100062	2	2300	4	1
VN100064	1	1150	4	1
VN100064	2	1080	4	3
VN100064	3	1080	4	9
VN100066	1	1440	4	3
VN100066	2	1900	4	1
VN100066	3	1900	4	1
VN100066	4	3600	4	1
VN100067	1	480	4	1
VN100067	2	240	4	1
VN100068	1	2000	4	1
VN100068	2	200	4	1
VN100069	1	5040	4	1
VN100070	1	1930	4	1
VN100071	1	2520	4	1
VN100071	2	4100	4	1
VN100071	3	360	4	9
VN100072	1	540	4	1
VN100072	2	360	2	1
VN100072	3	860	4	1
VN100073	1	2000	4	1
VN100073	2	7000	4	1
VN100073	3	7500	4	1
VN100073	4	360	4	1
VN100074	1	2664	4	1
VN100074	2	180	4	9
VN100076	1	400	4	1
VN100076	2	50	1	4
VN100076	3	2000	3	1
VN100076	4	400	3	1
VN100077	1	4000	4	1
VN100077	2	160	4	4
VN100078	1	3500	4	1
VN100078	2	4000	4	1
VN100078	3	1000	4	3
VN100078	4	750	4	1
VN100079	1	2450	4	1
VN100079	2	3150	4	1
VN100080	1	530	4	1
VN100080	2	1000	4	1
VN100080	3	1000	4	1
VN100081	1	1050	4	1
VN100081	2	1000	3	1
VN100081	3	200	4	1
VN100081	4	100	4	1
VN100082	1	1700	4	1
VN100082	2	10000	4	1
VN100082	3	3000	4	1
VN100083	1	1000	4	1
VN100083	2	1000	4	1
VN100083	3	1000	4	1
VN100084	1	5000	4	1
VN100084	2	3000	4	1
VN100085	1	1620	4	1
VN100085	2	500	4	1
VN100085	3	3000	2	1
VN100086	1	500	4	1
VN100086	2	1080	4	1
VN100087	1	1280	4	1
VN100087	2	5000	4	1
VN100088	1	2400	4	1
VN100088	2	1500	4	1
VN100089	1	1780	4	1
VN100089	2	540	4	1
VN100090	1	720	4	1
VN100090	2	1000	3	1
VN100091	1	950	4	1
VN100091	2	800	4	1
VN100092	1	1500	4	1
VN100092	2	250	4	1
VN100093	1	5800	4	1
VN100093	2	3000	4	1
VN100094	1	2360	4	1
VN100094	2	720	4	1
VN100095	1	1200	4	1
VN100095	2	4000	4	1
VN100095	3	4000	4	3
VN100095	4	4000	4	1
VN100096	1	720	4	1
VN100096	2	1000	4	1
VN100096	3	1000	4	1
VN100097	1	2700	4	1
VN100097	2	1500	4	1
VN100098	1	1200	4	1
VN100099	1	80	2	1
VN100100	1	4200	4	1
VN100101	1	5760	4	1
VN100103	1	1800	4	1
VN100103	2	10000	4	1
VN100104	1	1400	4	1
VN100104	2	100	4	3
VN100106	1	5000	4	1
VN100108	1	20000	4	3
VN100108	2	10000	4	1
VN100108	3	2160	4	1
VN100109	1	850	4	1
VN100109	2	6000	4	1
VN100111	1	500	4	1
VN100111	2	360	2	1
VN100111	3	5000	4	1
VN100113	1	450	4	1
VN100113	2	8000	4	1
VN100113	3	10000	4	7
VN100113	4	1400	4	8
VN100115	1	5400	4	1
VN100115	2	2520	4	1
VN100118	1	400	4	1
VN100118	2	300	4	1
VN100118	3	1500	4	1
VN110002	1	10000	4	8
VN110002	2	5000	4	1
VN110005	1	276	4	7
VN110008	1	1540	4	1
VN110008	2	1800	4	8
VN110010	1	6000	4	1
VN110012	1	500	4	3
VN110012	2	2750	4	1
VN110013	1	712.799987792969	4	1
VN110013	2	1080	4	1
VN110013	3	1800	4	8
VN110014	1	2000	4	8
VN110014	2	1000	4	3
VN110014	3	720	4	1
VN110014	4	2280	4	1
VN110015	1	200	4	1
VN110015	2	360	2	1
VN110017	1	30800	4	1
VN110017	2	196	4	9
VN110018	1	8720	4	1
VN110019	1	1080	4	1
VN110019	2	3000	4	8
VN110019	3	5000	4	1
VN110019	4	5000	4	7
VN110021	1	784	4	4
VN110021	2	1080	4	1
VN110021	3	12000	4	8
VN110023	1	2600	4	1
VN110023	2	2500	4	3
VN110024	1	720	4	1
VN110024	2	720	4	1
VN110024	3	720	4	8
VN110025	1	4428	4	1
VN110025	2	1800	4	8
VN110026	1	480	4	1
VN110026	2	2880	4	1
VN110026	3	4320	4	8
VN110027	1	2610	4	1
VN110028	1	720	4	1
VN110028	2	1440	2	1
VN110029	1	720	4	1
VN110029	2	3360	4	1
VN110030	1	1800	4	1
VN110030	2	4720	4	1
VN110030	3	1000	4	3
VN110030	4	2000	4	8
VN110031	1	400	4	1
VN110031	2	10000	4	3
VN110031	3	30000	2	1
VN110031	4	720	2	1
VN110032	1	600	4	1
VN110032	2	6000	4	1
VN110032	3	1000	4	8
VN110033	1	720	4	1
VN110033	2	1080	4	1
VN110033	3	4000	4	8
VN110034	1	250	4	1
VN110035	1	1080	4	1
VN110035	2	3000	4	3
VN110036	1	2440	4	1
VN110036	2	3000	4	3
VN110036	3	1400	4	8
VN110038	1	120	4	1
VN110038	2	5000	2	1
VN110038	3	360	1	9
VN110040	1	3360	4	1
VN110040	2	1600	4	8
VN110041	1	120	4	1
VN110041	2	4000	4	1
VN110041	3	2500	4	8
VN110042	1	1440	4	1
VN110042	2	6000	4	1
VN110042	3	5000	4	3
VN110042	4	1500	4	8
VN110043	1	1800	4	1
VN110043	2	3000	4	3
VN110044	1	792	4	1
VN110044	2	5000	4	1
VN110044	3	20000	4	1
VN110044	4	2000	4	1
VN110046	1	400	4	1
VN110046	2	5000	4	1
VN110047	1	600	4	1
VN110047	2	10720	4	1
VN110048	1	10070	4	1
VN110048	2	7000	4	8
VN110048	3	2000	4	8
VN110049	1	360	4	1
VN110049	2	1000	4	8
VN110049	3	2000	4	1
VN110050	1	2800	4	1
VN110050	2	500	4	7
VN110050	3	300	4	9
VN110050	4	360	4	8
VN110051	1	1200	4	1
VN110051	2	760	4	1
VN110051	3	100000	4	8
VN110051	4	100	4	1
VN110052	1	2760	4	1
VN110052	2	1000	4	3
VN110052	3	360	4	9
VN110052	4	2200	4	8
VN110053	1	720	4	1
VN110053	2	4280	4	1
VN110053	3	800	4	8
VN110054	1	720	4	1
VN110054	2	2000	4	1
VN110054	3	13000	4	8
VN110055	1	1100	4	1
VN110055	2	3500	4	8
VN110055	3	350	4	1
VN110056	1	1440	4	1
VN110056	2	400	4	1
VN110056	3	5000	4	8
VN110056	4	4000	4	8
VN110057	1	3000	4	8
VN110057	2	6800	4	1
VN110058	1	1800	4	1
VN110058	2	1800	4	1
VN110059	1	5648	4	1
VN110059	2	5000	4	8
VN110060	1	5000	4	8
VN110060	2	23000	4	1
VN110061	1	720	4	1
VN110061	2	10000	4	1
VN110061	3	1080	4	1
VN110061	4	1800	4	9
VN110062	1	660	4	1
VN110063	1	300	4	1
VN110063	2	1090	4	1
VN110063	3	2160	4	8
VN110063	4	350	4	3
VN110064	1	1000	4	1
VN110064	2	3000	4	8
VN110064	3	1500	4	3
VN110066	1	1440	4	1
VN110066	2	1500	4	1
VN110066	3	1500	4	8
VN110066	4	1000	4	3
VN110066	5	1000	99	8
VN110067	1	2140	4	1
VN110067	2	1400	4	1
VN110067	3	1400	4	8
VN110068	1	5140	4	1
VN110068	2	10000	4	3
VN110068	3	1000	4	6
VN110068	4	3000	4	8
VN110068	5	1440	4	9
VN110069	1	2160	4	1
VN110069	2	1360	4	1
VN110069	3	1000	4	8
VN110069	4	1000	4	8
VN110072	1	720	4	1
VN110072	2	1800	4	1
VN110073	2	1800	4	1
VN110073	3	1440	4	8
VN110074	1	3000	4	8
VN110074	2	100	4	1
VN110074	3	3000	2	1
VN110075	1	300	4	1
VN110075	2	4000	4	8
VN110075	3	2000	4	1
VN110076	1	250	4	1
VN110076	2	5500	4	1
VN110076	3	5000	4	8
VN110077	1	1080	4	1
VN110077	2	800	4	8
VN110077	3	100	4	3
VN110078	1	250	4	1
VN110078	2	3400	4	1
VN110078	3	10000	4	8
VN110079	1	6120	4	1
VN110079	2	1800	4	8
VN110080	1	1800	4	1
VN110080	2	1440	4	8
VN110081	1	500	4	1
VN110081	2	1620	4	1
VN110081	3	2000	4	8
VN110082	1	2000	4	8
VN110082	2	1000	4	1
VN110083	1	2500	4	1
VN110084	1	500	4	1
VN110084	2	360	4	8
VN110085	1	2160	4	1
VN110085	2	1000	4	3
VN110085	3	720	4	8
VN110086	1	1800	4	1
VN110086	2	1080	4	8
VN110087	1	200	4	7
VN110088	1	2000	4	8
VN110088	2	4320	2	1
VN110089	1	8000	4	8
VN110089	2	400	4	1
VN110089	3	12000	4	1
VN110089	4	1500	4	1
VN110089	5	2000	4	8
VN110090	1	2320	4	1
VN110090	2	540	2	1
VN110091	2	400	2	1
VN110091	3	360	2	1
VN110091	4	10000	4	8
VN110091	5	360	4	1
VN110092	1	720	4	1
VN110092	2	18000	4	1
VN110092	3	2000	4	3
VN110092	4	4000	4	8
VN110093	1	2573	4	1
VN110093	2	8000	4	8
VN110093	3	2000	4	1
VN110093	4	1300	4	8
VN110093	5	900	4	9
VN110094	1	900	4	1
VN110094	2	1000	4	1
VN110094	3	500	4	3
VN110094	4	1500	4	8
VN110094	5	2000	4	8
VN110095	1	2160	4	1
VN110095	2	1800	4	1
VN110095	3	540	4	9
VN110095	4	50000	4	8
VN110095	5	15000	4	8
VN110095	6	300	4	1
VN110095	7	10000	4	3
VN110096	1	720	4	1
VN110096	2	5000	4	3
VN110096	3	10000	4	8
VN110096	4	4440	4	1
VN110097	1	15520	4	1
VN110097	2	40000	4	3
VN110097	3	5000	4	8
VN110098	1	9800	4	1
VN110098	2	4000	4	8
VN110099	1	6280	4	1
VN110099	2	2000	4	3
VN110099	3	360	4	9
VN110099	4	10000	4	8
VN110100	1	3030	4	1
VN110100	2	300	4	7
VN110100	3	720	4	8
VN110104	1	3000	4	8
VN110104	2	720	4	1
VN110104	3	2000	2	1
VN110104	4	1080	4	1
VN110104	5	3000	4	8
VN110108	1	1080	4	1
VN110108	2	3650	4	1
VN110108	3	1000	4	8
VN110115	1	400	4	8
VN110115	2	10000	4	8
VN110115	3	360	4	1
VN110115	4	1000	2	1
VN110119	1	2940	4	1
VN110121	1	3080	4	1
VN110121	2	4000	4	8
VN110121	3	3000	4	3
VN110123	1	720	4	1
VN110123	2	360	4	9
VN110123	3	2580	4	1
VN110123	4	20000	4	3
VN110125	1	720	4	1
VN110126	1	200	4	1
VN110126	2	5000	2	1
VN120001	1	1620	4	1
VN120003	1	720	4	1
VN120003	2	5000	4	1
VN120003	3	6000	4	8
VN120003	4	2000	4	8
VN120004	1	2200	4	1
VN120004	2	720	1	1
VN120006	1	720	4	1
VN120006	2	5200	4	1
VN120006	3	200	4	1
VN120007	1	1080	4	9
VN120007	2	8000	4	8
VN120007	3	4520	4	1
VN120009	1	1800	4	1
VN120009	2	2160	4	1
VN120009	3	600	4	1
VN120010	1	2520	4	1
VN120010	2	720	4	1
VN120010	3	540	4	9
VN120010	4	1440	4	1
VN120011	1	4680	4	1
VN120011	2	3240	4	8
VN120012	1	4000	4	1
VN120013	1	720	4	1
VN120013	2	4000	4	8
VN120014	1	3050	4	1
VN120014	2	100	4	8
VN120014	3	500	4	8
VN120015	1	1600	4	1
VN120016	1	2000	4	8
VN120016	2	1260	4	1
VN120016	3	4000	4	8
VN120016	4	1000	4	1
VN120017	1	720	4	1
VN120017	2	3080	4	1
VN120018	1	2160	4	1
VN120018	2	10000	4	1
VN120018	3	1500	2	1
VN120020	1	5400	4	1
VN120020	2	1080	1	1
VN120022	1	1800	4	1
VN120022	2	720	4	1
VN120022	3	3600	4	3
VN120023	1	2880	4	1
VN120024	1	6300	4	1
VN120024	2	10000	4	3
VN120026	1	3600	4	1
VN120026	2	3800	4	1
VN120026	3	5400	4	1
VN120026	4	2000	4	3
VN120026	5	3600	4	9
VN120027	1	1080	4	1
VN120027	2	12000	4	1
VN120028	1	5000	4	1
VN120028	2	5010	4	1
VN120028	3	4000	4	1
VN120029	1	3600	4	1
VN120029	2	18000	4	1
VN120029	3	5000	4	1
VN120029	4	10000	4	3
VN120030	1	6000	4	8
VN120030	2	8440	4	1
VN120030	3	1440	4	9
VN120032	1	6080	2	1
VN120032	2	1440	4	1
VN120032	3	10000	4	8
VN120033	1	2000	4	8
VN120033	2	500	4	3
VN120033	3	400	4	1
VN120033	4	2000	4	1
VN120034	1	7800	4	1
VN120035	2	10000	4	3
VN120035	3	540	4	9
VN120035	4	2160	4	8
VN120035	5	60	4	4
VN120035	6	62160	4	1
VN120036	1	720	4	1
VN120036	2	12000	4	1
VN120037	1	620	4	1
VN120037	2	20000	4	1
VN120037	3	1000	4	8
VN120037	4	2520	4	8
VN120037	5	2000	4	3
VN120038	1	3600	4	1
VN120039	1	3084	4	1
VN120039	2	7500	4	3
VN120039	3	2160	4	7
VN120040	1	1800	4	1
VN120040	2	5000	4	8
VN120041	1	1440	4	1
VN120042	1	3000	4	8
VN120042	2	3000	4	1
VN120042	3	4000	4	3
VN120042	4	2620	4	1
VN120043	1	6760	4	1
VN120043	2	2000	4	8
VN120045	1	10000	4	3
VN120045	2	1800	4	1
VN120045	3	8200	4	1
VN120046	1	1080	4	1
VN120046	2	10000	4	3
VN120046	3	5000	4	1
VN120048	1	1080	4	1
VN120048	2	20000	4	1
VN120049	1	3600	4	1
VN120049	2	2000	4	1
VN120049	3	5000	4	8
VN120049	4	360	4	8
VN120049	5	5000	4	8
VN120049	6	1200	4	9
VN120050	1	2520	4	1
VN120053	1	3240	4	1
VN120053	2	4360	4	1
VN120053	3	6000	4	8
VN120053	4	10000	4	3
VN120053	5	600	4	9
VN120054	1	60000	4	3
VN120054	2	3600	4	1
VN120055	1	7520	4	1
VN120055	2	4000	4	3
VN120055	3	5000	4	8
VN120058	1	360	4	1
VN120059	1	1080	4	1
VN120059	2	3000	4	1
VN120059	3	360	4	1
VN120060	1	1080	4	1
VN120060	2	720	2	1
VN120060	3	1440	2	3
VN120060	4	360	4	1
VN120061	1	1800	4	8
VN120061	2	1440	4	1
VN120061	3	3000	4	8
VN120061	4	2000	4	1
VN120062	1	5000	4	3
VN120062	2	10000	4	1
VN120062	3	2160	4	1
VN120062	4	400	4	9
VN120063	1	1440	4	1
VN120063	2	10000	4	1
VN120063	3	200	4	1
VN120063	4	50000	4	3
VN120064	1	720	4	1
VN120064	2	720	4	1
VN120064	3	100	4	1
VN120064	4	40000	4	3
VN120064	5	720	4	9
VN120065	1	500	4	1
VN120065	2	360	3	1
VN120065	3	1800	4	1
VN120065	4	30000	4	3
VN120065	5	3000	4	8
VN120066	1	4100	4	1
VN120066	2	360	4	3
VN120066	3	10000	4	8
VN120066	4	500	4	9
VN120067	1	1620	4	1
VN120067	2	50000	4	3
VN120067	3	1080	4	7
VN120068	1	3200	4	1
VN120068	2	3000	4	8
VN120068	3	1000	4	3
VN120069	1	10800	4	1
VN120069	2	5760	4	1
VN120069	3	1800	4	8
VN120069	4	1440	2	8
VN120070	1	720	4	1
VN120070	2	7200	4	8
VN120070	3	7200	4	1
VN120071	1	6881	4	1
VN120071	2	8476	4	3
VN120071	3	5000	4	8
VN120071	4	3060	4	8
VN120071	5	618	4	9
VN120072	1	1080	4	1
VN120072	2	2520	4	1
VN120072	3	720	4	8
VN120076	1	1440	4	1
VN120076	2	5000	4	1
VN120076	3	10000	4	3
VN120077	1	5720	4	1
VN120077	2	5000	4	3
VN120078	1	2412	4	1
VN120078	2	5000	4	8
VN120078	3	11440	4	1
VN120078	4	720	4	9
VN120078	5	80000	4	3
VN120079	1	8040	4	1
VN120079	2	10000	4	3
VN120079	3	540	4	9
VN120080	1	540	4	1
VN120080	2	20000	2	1
VN120080	3	10000	4	3
VN120081	1	1260	4	1
VN120081	2	2520	4	1
VN120081	3	360	4	9
VN120081	4	10000	4	3
VN120081	5	400	4	1
VN120083	1	11080	4	1
VN120083	2	5000	4	3
VN120084	1	1800	4	1
VN120085	1	2160	4	1
VN120086	1	720	4	1
VN120086	2	5000	4	1
VN120086	3	1440	4	1
VN120087	1	1080	4	1
VN120087	2	50000	4	3
VN120087	3	720	4	8
VN120088	1	1260	4	1
VN120088	2	10000	4	1
VN120088	3	2160	4	8
VN120089	1	360	4	1
VN120089	2	1080	4	1
VN120090	1	11080	4	1
VN120090	2	2160	4	8
VN120092	1	1440	4	1
VN120092	2	1000	4	1
VN120092	3	5000	4	3
VN120092	4	10000	4	8
VN120093	1	3600	4	1
VN120093	2	500	4	1
VN120093	3	1000	4	3
VN120093	4	200	4	8
VN120094	1	698	4	1
VN120094	2	1000	4	3
VN120094	3	7980	4	7
VN120094	4	1000	4	8
VN120095	1	4320	4	1
VN120095	2	300	2	1
VN120096	1	720	4	1
VN120096	2	3000	4	8
VN120096	3	7000	4	1
VN120096	4	10000	4	3
VN120097	1	1080	4	1
VN120097	2	5000	4	3
VN120097	3	1000	4	1
VN120098	1	5000	4	3
VN120098	2	360	4	9
VN120098	3	6800	4	1
VN120099	1	100	4	9
VN120099	2	4800	4	1
VN120099	3	5000	4	1
VN120100	1	2500	4	8
VN120100	2	5720	4	1
VN120104	1	1360	4	1
VN120114	1	10140	4	1
VN120114	2	540	4	9
VN120114	3	4120	4	8
VN120115	1	5000	4	3
VN120115	2	29030	4	1
VN120115	3	5000	4	8
VN120121	1	240	4	1
VN120124	1	1380	4	1
VN120125	1	7200	4	8
VN120125	2	11360	4	1
VN120125	3	1810	4	9
VN120125	4	3300	4	8
VN120126	1	24800	4	1
VN120126	2	7200	4	3
VN120133	1	5210	4	1
VN120133	2	240	4	9
VN120133	3	20000	4	3
VN120134	1	1800	4	1
VN120134	2	20000	4	3
VN120135	1	1440	4	1
VN120135	2	1800	4	1
VN120135	3	1080	4	8
VN120136	1	1440	4	1
VN120136	2	10000	4	3
VN120139	1	2940	4	1
VN120139	2	5000	4	3
VN120139	3	225	4	7
VN120140	1	695	4	1
VN120140	2	1000	4	7
VN120141	1	540	4	8
VN120141	2	1440	4	1
VN120142	1	100	4	1
VN120146	1	2520	4	1
VN120146	2	2160	4	1
VN120146	3	10000	4	7
VN120146	4	300	4	1
VN120146	5	8000	4	8
VN120148	1	1440	4	1
VN120148	2	1440	4	8
VN120148	3	1080	4	8
VN120148	4	2520	4	1
VN120150	1	13600	4	1
VN120150	2	40000	4	3
VN120150	3	5000	4	8
VN130001	1	632	1	1
VN130001	2	1260	4	1
VN130002	1	2736	4	1
VN130003	1	240	2	1
VN130004	1	120	4	1
VN130005	1	1022	4	1
VN130006	1	1160	4	1
VN130007	1	2400	4	1
VN130008	1	2832	4	1
VN130008	2	144	4	7
VN130009	1	2160	4	1
VN130009	2	432	4	9
VN130010	1	1056	4	1
VN130010	2	456	1	1
VN130011	1	3320	4	1
VN130011	2	7200	1	9
VN130012	1	1464	4	1
VN130013	1	720	1	1
VN130013	2	1076	4	1
VN130014	1	1560	4	1
VN130015	1	1080	4	1
VN130016	1	3240	4	1
VN130017	1	900	4	1
VN130017	2	80	4	7
VN130019	1	900	4	1
VN130020	1	1500	4	1
VN130021	1	480	4	1
VN130022	1	840	4	6
VN130022	2	40	4	7
VN130023	1	828	4	1
VN130024	1	240	4	7
VN130025	1	960	4	1
VN130025	2	700	1	1
VN130026	1	1000	4	1
VN130027	1	1500	4	1
VN130028	1	1080	4	1
VN130029	1	1000	4	1
VN130030	1	1440	4	1
VN130032	1	2244	4	1
VN130032	2	360	4	8
VN130033	1	960	4	1
VN130034	1	1440	4	1
VN130035	1	1050	4	1
VN130036	1	2520	4	1
VN130036	2	1080	1	1
VN130037	1	840	4	1
VN130038	1	1000	4	1
VN130039	1	1300	4	1
VN130040	1	300	4	4
VN130040	2	3250	4	1
VN130041	1	216	4	7
VN130041	2	480	4	1
VN130041	3	360	1	1
VN130042	1	720	1	1
VN130042	2	960	4	6
VN130043	1	960	4	1
VN130044	1	768	4	1
VN130045	1	880	4	1
VN130045	2	288	4	8
VN130046	1	100	4	7
VN130047	1	1440	4	1
VN130048	1	960	4	1
VN130049	1	720	4	1
VN130049	2	600	1	1
VN130050	1	480	4	6
VN130051	1	1896	4	1
VN130052	1	1184	4	1
VN130052	2	816	2	1
VN130052	3	824	1	1
VN130053	1	2724	4	1
VN130054	1	2352	4	1
VN130054	2	384	3	1
VN130055	1	1560	4	1
VN130056	1	2160	4	1
VN130056	2	720	4	1
VN130057	1	1104	4	1
VN130057	2	192	2	1
VN130058	1	1080	4	1
VN130058	2	1800	1	1
VN130059	1	3864	4	1
VN130059	2	1008	1	1
VN130060	1	1080	4	1
VN130060	2	528	1	1
VN130061	1	480	4	1
VN130063	1	1104	4	1
VN130063	2	1800	1	1
VN130064	1	1464	4	1
VN130065	1	1104	4	1
VN130066	1	1728	4	1
VN130067	1	1672.5	4	1
VN130067	2	2352	1	1
VN130068	1	1648	4	1
VN130069	1	1944	4	1
VN130069	2	1176	1	1
VN130070	1	1268	4	1
VN130070	2	192	1	1
VN130071	1	1043	4	1
VN130071	2	936	1	1
VN130073	1	2880	4	1
VN130074	1	1440	4	1
VN130075	1	3600	4	1
VN130076	1	250	4	7
VN130076	2	1080	4	1
VN130077	1	1080	4	1
VN130078	1	500	4	1
VN130079	1	520	4	1
VN130079	2	540	4	1
VN130079	3	240	4	1
VN130080	1	1260	4	1
VN130081	1	360	1	1
VN130081	2	1080	4	1
VN130082	1	528	4	1
VN130082	2	720	1	1
VN130083	1	2736	4	1
VN130083	2	288	1	1
VN130085	1	1080	4	1
VN130085	2	720	1	1
VN130086	1	840	4	1
VN130086	2	240	4	1
VN130087	1	120	4	1
VN130087	2	1440	1	1
VN130088	1	720	4	1
VN130088	2	240	1	1
VN130089	1	1260	4	1
VN130090	1	1320	4	1
VN130091	1	1800	4	1
VN130092	1	1604	4	1
VN130092	2	120	3	1
VN130093	1	4320	4	1
VN130094	2	192	4	7
VN130094	3	1128	4	1
VN130094	4	720	4	6
VN130095	1	1080	4	1
VN130095	2	720	1	1
VN130095	3	180	4	4
VN130096	1	480	4	1
VN130097	2	1620	4	1
VN130097	3	80	4	4
VN130098	1	2160	4	1
VN130099	1	1278	1	1
VN130100	1	1440	4	1
VN130101	1	4680	4	1
VN130102	1	3288	4	1
VN130103	1	1080	4	1
VN130103	2	720	1	1
VN130104	1	180	4	8
VN140001	1	864	4	6
VN140002	1	576	4	1
VN140002	2	3600	1	1
VN140003	1	1512	4	1
VN140003	2	432	1	1
VN140004	1	648	4	1
VN140004	2	1260	1	1
VN140005	1	1440	4	1
VN140005	2	1440	1	1
VN140006	1	720	4	1
VN140006	2	1728	4	1
VN140007	1	576	4	1
VN140007	2	1800	1	1
VN140007	3	180	4	6
VN140008	1	1620	4	1
VN140008	2	1080	1	1
VN140008	3	1080	1	7
VN140009	1	1692	4	1
VN140010	2	612	4	1
VN140010	3	396	4	6
VN140011	1	864	4	1
VN140011	2	576	1	1
VN140012	1	648	4	1
VN140013	1	1224	4	1
VN140014	1	648	4	1
VN140015	1	560	4	1
VN140015	2	288	2	1
VN140016	1	1224	1	1
VN140016	2	576	4	1
VN140017	1	288	4	1
VN140017	2	108	4	1
VN140018	1	1800	4	1
VN140019	1	576	4	6
VN140020	1	252	4	1
VN140020	2	576	4	1
VN140021	1	1080	1	1
VN140021	2	864	4	1
VN140022	1	864	4	1
VN140023	1	648	4	6
VN140024	1	576	4	6
