CHILDID	REMID	REMREL	REMQNT	REMTYPE	V1070403
VN150063	2	2	10	3	1
VN150063	3	5	10	2	1
VN150064	1	3	10	3	1
VN150064	2	2	2	1	1
VN150065	1	2	8	3	1
VN150065	2	3	3	3	1
VN150065	3	5	5	2	1
VN150066	1	3	50	2	2
VN150067	1	2	12	1	1
VN150067	2	3	4	1	1
VN150068	1	2	2	1	2
VN150068	2	3	20	3	1
VN150068	3	5	20	2	1
VN150070	1	3	30	3	2
VN150070	2	2	10	3	1
VN150071	1	3	10	1	1
VN150073	1	2	18	1	1
VN150073	2	3	20	1	1
VN150074	1	3	4	3	1
VN150075	1	3	12	3	1
VN150075	2	2	8	3	1
VN150077	1	2	12	1	2
VN150077	2	3	3	2	1
VN150081	1	3	4	3	1
VN150081	2	2	3	3	1
VN150086	1	5	2	2	1
VN150086	2	2	3	2	1
VN150086	3	3	4	2	1
VN150087	1	3	4	2	1
VN150087	2	2	1	2	1
VN150087	3	6	1	2	1
VN150089	1	2	10	3	2
VN150090	1	3	6	3	1
VN150090	2	2	40	3	1
VN150092	1	3	8	3	1
VN150095	1	3	2	3	1
VN150096	1	3	5	3	2
VN150101	1	3	4	3	1
VN150101	2	2	4	3	1
VN150105	1	3	4	3	1
VN150105	2	2	6	3	1
VN150128	1	3	12	2	1
VN150129	1	3	2	2	1
VN150129	2	2	2	2	1
VN150133	1	3	1	1	1
VN150134	1	2	14	1	1
VN150134	2	3	11	3	1
VN150136	1	3	8	3	1
VN150136	2	2	5	3	1
VN150138	1	2	10	2	2
VN150140	1	3	5	3	1
VN150140	2	2	8	3	1
VN150145	1	3	9	3	1
VN160001	1	2	3	3	2
VN160003	1	3	3	1	2
VN160004	1	1	183	2	1
VN160004	2	2	50	2	1
VN160004	3	5	1	2	1
VN160010	1	3	1	1	1
VN160011	1	2	1	1	1
VN160011	2	1	1	1	1
VN160011	3	5	1	3	1
VN160011	4	6	1	2	1
VN160012	1	5	10	3	1
VN160015	1	2	3	3	1
VN160017	1	2	4	3	2
VN160019	1	2	5	3	2
VN160026	1	3	15	2	2
VN160026	2	2	2	2	1
VN160026	3	5	7	2	1
VN160032	1	3	3	2	1
VN160032	2	2	2	2	1
VN160034	1	2	2	3	1
VN160034	2	3	4	3	2
VN160035	1	3	5	3	2
VN160036	1	3	5	3	1
VN160036	2	3	4	3	1
VN160037	1	2	1	1	2
VN160037	2	2	3	1	2
VN160038	1	1	3	1	1
VN160048	1	3	1	3	2
VN160048	2	2	2	1	2
VN160050	1	2	2	3	1
VN160050	2	3	3	3	1
VN160053	1	3	4	1	2
VN160053	2	2	105	3	2
VN160053	3	5	15	3	2
VN160054	1	2	6	3	2
VN160054	2	3	14	3	1
VN160055	1	2	5	1	2
VN160060	1	2	5	3	1
VN160060	2	6	3	3	2
VN160062	1	2	2	2	2
VN160063	1	3	4	2	1
VN160066	1	3	12	2	2
VN160071	1	2	2	3	1
VN160071	2	3	12	2	2
VN160071	3	5	3	2	1
VN160072	1	3	2	2	1
VN160072	2	2	3	3	1
VN160073	1	3	15	2	1
VN160073	2	2	10	2	1
VN160075	1	3	4	3	1
VN160075	2	2	4	2	1
VN160080	1	4	6	3	2
VN160081	1	2	2	2	2
VN160088	1	2	10	1	2
VN160089	1	3	5	3	1
VN160092	1	2	2	2	2
VN160094	1	3	2	3	1
VN160094	2	2	3	3	1
VN160096	1	2	2	3	2
VN160098	1	2	1	2	2
VN160099	1	2	4	2	2
VN160100	1	3	5	1	1
VN160100	2	2	2	3	1
VN160102	1	3	3	2	1
VN160102	2	2	3	1	1
VN170002	1	2	2	3	2
VN170002	2	3	7	3	2
VN170002	3	5	45	2	2
VN170003	1	3	3	3	1
VN170003	2	2	5	3	1
VN170003	3	5	3	2	1
VN170004	1	3	3	3	2
VN170004	2	5	5	2	2
VN170004	3	1	1	2	2
VN170006	1	3	20	3	2
VN170006	2	2	5	2	1
VN170007	1	3	3	1	1
VN170007	2	2	4	1	1
VN170007	3	5	10	2	1
VN170009	1	3	12	3	1
VN170009	2	2	1	2	1
VN170009	3	5	1	2	1
VN170010	1	2	5	3	2
VN170011	1	3	12	3	2
VN170011	2	2	15	3	1
VN170012	1	1	1	1	2
VN170012	2	3	1	1	1
VN170015	1	3	120	3	2
VN170017	1	2	2	2	1
VN170017	2	3	3	3	1
VN170018	1	2	18	3	2
VN170018	2	3	7	3	2
VN170018	3	5	50	2	2
VN170020	1	3	8	3	1
VN170020	2	2	1	3	1
VN170020	3	5	1	2	1
VN170021	1	2	14	2	1
VN170021	2	3	10	3	1
VN170021	3	5	15	2	1
VN170021	4	6	2	2	1
VN170022	1	3	12	3	2
VN170024	1	2	5	3	2
VN170024	2	3	11	3	2
VN170024	3	5	20	2	2
VN170026	1	3	4	3	1
VN170026	2	2	30	3	1
VN170026	3	5	2	3	1
VN170027	1	3	15	3	1
VN170027	2	2	8	3	1
VN170027	3	4	9	2	1
VN170028	1	2	3	2	1
VN170028	2	5	5	2	2
VN170029	1	3	12	3	1
VN170030	1	3	4	3	2
VN170032	1	3	2	1	1
VN170032	2	2	10	2	1
VN170032	3	5	50	2	1
VN170033	1	3	30	3	1
VN170033	2	2	5	3	2
VN170033	3	5	20	3	2
VN170034	1	3	10	3	1
VN170034	2	2	20	3	1
VN170034	3	5	2	3	1
VN170035	1	2	22	3	2
VN170035	2	3	12	3	2
VN170035	3	5	25	2	2
VN170035	4	6	3	3	2
VN170036	1	3	370	3	2
VN170036	2	2	4	2	1
VN170036	3	5	7	2	1
VN170037	1	3	4	3	2
VN170037	2	2	3	3	2
VN170037	3	5	2	2	2
VN170038	1	2	4	3	1
VN170039	1	3	2	3	1
VN170039	2	2	8	3	1
VN170039	3	5	6	3	1
VN170040	1	2	16	3	1
VN170040	2	3	10	3	1
VN170041	1	2	16	3	1
VN170041	2	3	1	2	1
VN170041	3	5	2	2	1
VN170044	1	3	5	3	2
VN170045	1	3	10	2	1
VN170045	2	2	10	3	1
VN170046	1	3	4	3	1
VN170047	1	3	12	1	1
VN170048	1	3	3	2	2
VN170048	2	5	2	2	2
VN170048	3	2	5	2	2
VN170053	1	2	5	3	1
VN170053	2	3	6	3	1
VN170053	3	5	2	2	1
VN170054	1	5	5	3	1
VN170055	1	2	5	3	1
VN170055	2	5	1	2	1
VN170058	1	5	5	3	2
VN170059	1	2	5	1	1
VN170061	1	2	13	3	2
VN170062	1	3	2	3	1
VN170062	2	5	2	3	1
VN170062	3	2	2	3	1
VN170063	1	2	15	3	2
VN170063	2	3	363	3	1
VN170063	3	5	3	2	1
VN170064	1	2	30	3	1
VN170064	2	3	40	3	1
VN170064	3	5	7	3	1
VN170066	1	5	4	2	2
VN170068	1	3	50	2	1
VN170069	1	3	12	3	1
VN170070	1	5	10	3	1
VN170071	1	2	5	1	1
VN170071	2	3	3	2	2
VN170071	3	5	10	3	2
VN170072	1	3	3	2	1
VN170072	2	2	3	2	1
VN170073	1	5	2	3	2
VN170074	1	3	10	3	1
VN170074	2	2	3	3	1
VN170074	3	5	1	2	1
VN170076	1	2	12	3	2
VN170076	2	3	70	3	1
VN170077	1	3	10	2	1
VN170077	2	2	5	3	1
VN170080	1	3	12	3	1
VN170080	2	2	6	3	1
VN170080	3	5	2	3	1
VN170080	4	6	3	3	1
VN170082	1	3	12	3	2
VN170082	2	2	12	3	1
VN170082	3	1	6	1	2
VN170083	1	3	2	3	1
VN170083	2	2	2	3	1
VN170083	3	5	1	2	1
VN170084	1	2	3	2	1
VN170084	2	3	5	3	1
VN170084	3	5	2	2	1
VN170085	1	2	2	3	1
VN170085	2	3	2	3	1
VN170085	3	5	2	3	1
VN170086	1	3	10	3	1
VN170086	2	2	10	3	1
VN170087	1	3	2	2	1
VN170087	2	2	2	2	1
VN170087	3	5	1	2	1
VN170088	1	3	40	3	2
VN170089	1	3	120	3	1
VN170090	1	2	9	2	1
VN170090	2	3	5	2	1
VN170090	3	5	20	2	2
VN170093	1	5	10	2	1
VN170094	1	2	2	3	1
VN170094	2	5	4	3	1
VN170095	1	3	3	1	2
VN170095	2	4	4	3	2
VN170095	3	5	30	3	2
VN170100	1	3	2	1	1
VN170100	2	2	3	2	1
VN170100	3	5	2	2	1
VN170101	1	2	10	3	1
VN170101	2	3	1	1	1
VN170101	3	5	2	2	1
VN170103	1	2	7	3	2
VN170104	1	2	4	3	1
VN170104	2	3	2	2	1
VN170104	3	4	10	2	1
VN170104	4	5	15	2	1
VN170109	1	3	1	2	1
VN170109	2	2	1	2	1
VN170119	1	3	5	3	1
VN170119	2	2	15	3	1
VN170120	1	2	5	2	2
VN170120	2	3	10	2	2
VN170126	1	2	5	3	1
VN170126	2	3	3	3	1
VN170132	1	2	2	3	2
VN170132	2	3	1	1	2
VN170132	3	5	3	2	2
VN170141	1	6	12	2	2
VN170141	2	2	2	2	2
VN180001	1	5	6	1	1
VN180001	2	3	3	1	1
VN180001	3	2	5	1	1
VN180002	1	2	5	3	1
VN180002	2	3	3	1	1
VN180002	3	5	2	1	1
VN180003	1	2	2	3	2
VN180003	2	3	1	2	2
VN180003	3	5	5	3	2
VN180005	1	3	14	3	1
VN180005	2	5	9	2	2
VN180006	1	2	4	2	1
VN180006	2	3	2	2	1
VN180007	1	2	5	1	1
VN180007	2	3	5	1	1
VN180008	1	2	12	2	1
VN180008	2	3	13	2	1
VN180008	3	5	3	2	1
VN180009	1	1	12	1	1
VN180011	1	2	7	1	2
VN180011	2	5	10	3	2
VN180015	1	2	12	3	1
VN180015	2	3	12	2	1
VN180015	3	6	2	2	1
VN180016	1	6	36	1	2
VN180017	1	3	7	3	1
VN180017	2	2	10	2	1
VN180017	3	5	3	2	1
VN180018	1	2	5	1	1
VN180019	1	2	4	3	1
VN180019	2	5	4	3	1
VN180020	1	5	5	3	1
VN180020	2	3	1	1	1
VN180020	3	2	3	3	1
VN180021	1	3	6	2	1
VN180021	2	2	5	2	1
VN180023	1	2	12	1	2
VN180023	2	3	4	2	1
VN180024	1	3	12	2	1
VN180024	2	2	2	2	1
VN180024	3	5	4	1	1
VN180025	1	2	1	3	2
VN180026	1	2	10	3	1
VN180026	2	2	5	3	2
VN180026	3	3	5	2	1
VN180027	1	3	12	3	2
VN180027	2	2	3	3	2
VN180027	3	5	40	3	2
VN180028	1	2	14	1	2
VN180028	2	3	10	2	2
VN180028	3	5	2	3	1
VN180030	1	3	20	3	2
VN180030	2	2	3	2	1
VN180030	3	6	4	2	1
VN180031	1	2	2	2	1
VN180031	2	3	10	2	1
VN180031	3	5	2	2	1
VN180032	1	2	2	3	1
VN180032	2	3	4	3	1
VN180032	3	5	2	3	1
VN180033	1	2	4	3	1
VN180033	2	3	7	3	2
VN180034	1	2	4	3	1
VN180034	2	3	7	3	1
VN180034	3	5	5	2	1
VN180035	1	2	3	2	2
VN180035	2	5	4	2	2
VN180036	1	2	6	2	1
VN180036	2	3	10	2	1
VN180037	1	2	12	3	2
VN180037	2	3	12	3	2
VN180037	3	5	5	2	2
VN180039	1	2	6	3	2
VN180039	2	3	6	3	2
VN180040	1	2	10	2	1
VN180040	2	3	1	1	1
VN180040	3	6	6	3	1
VN180042	1	3	14	1	1
VN180043	1	3	4	3	1
VN180043	2	2	4	3	1
VN180043	3	5	5	2	1
VN180044	1	2	12	3	1
VN180044	2	3	6	3	1
VN180044	3	5	20	3	1
VN180044	4	6	8	3	1
VN180045	1	2	10	3	1
VN180046	1	2	6	3	1
VN180046	2	3	5	3	1
VN180047	1	2	20	3	1
VN180047	2	3	2	2	1
VN180047	3	5	10	3	1
VN180047	4	6	1	1	1
VN180048	1	2	8	1	1
VN180048	2	3	6	1	1
VN180048	3	5	10	3	1
VN180050	1	3	35	3	2
VN180051	1	2	12	2	2
VN180051	2	6	2	2	2
VN180054	1	3	5	3	1
VN180054	2	5	20	3	2
VN180055	1	3	16	3	1
VN180055	2	2	4	3	1
VN180055	3	5	100	3	1
VN180056	1	2	12	3	2
VN180056	2	3	2	3	2
VN180056	3	5	2	2	2
VN180058	1	5	12	3	1
VN180058	2	3	4	3	1
VN180058	3	2	3	1	1
VN180060	1	2	2	3	1
VN180060	2	3	2	2	1
VN180061	1	5	1	2	1
VN180062	1	3	300	2	1
VN180063	1	3	12	1	1
VN180063	2	2	4	1	1
VN180064	1	3	20	3	1
VN180064	2	2	5	2	1
VN180064	3	5	2	2	1
VN180065	1	2	2	3	2
VN180065	2	3	1	1	2
VN180065	3	5	10	3	2
VN180066	1	2	10	3	2
VN180066	2	5	20	3	2
VN180068	1	2	8	2	1
VN180068	2	3	3	2	1
VN180068	3	5	10	3	1
VN180071	1	3	6	3	1
VN180071	2	2	5	1	1
VN180071	3	5	6	3	1
VN180072	1	2	6	1	1
VN180073	1	3	4	3	2
VN180074	1	2	5	3	2
VN180074	2	3	3	2	1
VN180074	3	5	10	3	1
VN180075	1	3	300	2	1
VN180076	1	5	5	1	1
VN180076	2	3	2	1	1
VN180077	1	3	6	3	2
VN180077	2	2	2	1	1
VN180077	3	5	200	3	2
VN180078	1	2	10	3	1
VN180078	2	3	10	3	2
VN180078	3	5	30	2	1
VN180079	1	2	15	2	1
VN180079	2	3	30	3	2
VN180080	1	3	7	1	1
VN180080	2	2	3	1	1
VN180080	3	6	6	1	1
VN180081	1	3	2	2	1
VN180081	2	2	2	2	1
VN180082	1	3	5	1	1
VN180082	2	5	2	3	1
VN180083	1	2	5	1	1
VN180083	2	3	2	1	1
VN180084	1	3	6	3	1
VN180084	2	2	14	3	2
VN180084	3	5	5	3	1
VN180085	1	2	12	1	2
VN180088	1	2	2	3	1
VN180088	2	3	3	3	1
VN180088	3	5	4	2	1
VN180089	1	3	36	3	1
VN180089	2	2	36	3	2
VN180089	3	5	1	1	1
VN180090	1	2	3	3	2
VN180090	2	5	5	2	1
VN180091	1	3	6	3	1
VN180091	2	2	15	3	1
VN180092	1	3	2	1	1
VN180092	2	2	5	3	2
VN180092	3	5	4	3	2
VN180094	1	2	36	2	1
VN180094	2	3	2	1	1
VN180094	3	5	3	3	1
VN180095	1	2	3	3	1
VN180095	2	3	15	3	1
VN180095	3	5	3	3	1
VN180096	1	2	8	3	1
VN180096	2	3	5	3	1
VN180096	3	5	20	2	1
VN180098	1	2	3	3	1
VN180098	2	3	2	2	1
VN180098	3	5	7	3	1
VN180099	1	2	7	2	1
VN180099	2	3	3	2	1
VN180099	3	5	10	3	1
VN180100	1	2	3	1	2
VN180100	2	3	10	3	2
VN180100	3	5	11	3	1
VN180104	1	2	4	3	1
VN180104	2	5	5	2	1
VN180104	3	3	9	3	1
VN180105	1	3	12	3	1
VN180105	2	5	1	2	1
VN180106	1	3	2	3	1
VN180106	2	5	20	3	2
VN180109	1	3	2	1	1
VN180109	2	2	2	2	1
VN180110	1	3	8	3	1
VN180110	2	2	10	3	1
VN180110	3	5	6	3	1
VN180112	1	5	2	2	1
VN180113	1	3	2	1	1
VN180113	2	5	3	1	1
VN180118	1	3	2	1	1
VN180118	2	2	5	3	2
VN190001	1	3	60	3	1
VN190001	2	2	50	3	1
VN190002	1	1	3	1	1
VN190003	1	3	9	2	1
VN190003	2	2	36	1	1
VN190004	1	5	6	3	1
VN190005	1	3	2	2	2
VN190005	2	2	10	2	2
VN190005	3	5	2	2	2
VN190006	1	2	6	3	2
VN190006	2	3	3	2	2
VN190006	3	5	10	3	2
VN190009	1	3	360	3	2
VN190011	1	5	2	2	2
VN190012	1	2	2	1	1
VN190012	2	3	3	1	1
VN190014	1	2	2	3	1
VN190014	2	3	5	3	1
VN190015	1	3	10	3	2
VN190015	2	2	6	3	2
VN190015	3	5	4	3	2
VN190016	1	2	12	3	1
VN190016	2	3	20	3	1
VN190016	3	5	30	2	1
VN190017	1	6	1	2	2
VN190018	1	5	5	1	1
VN190018	2	3	8	3	1
VN190019	1	2	2	3	2
VN190019	2	3	3	3	2
VN190019	3	5	4	2	2
VN190020	1	2	12	3	1
VN190020	2	3	360	3	1
VN190021	1	2	12	3	1
VN190021	2	3	12	3	2
VN190021	3	5	12	2	1
VN190022	1	3	50	3	1
VN190022	2	2	2	2	1
VN190022	3	5	5	2	1
VN190023	1	3	4	3	2
VN190023	2	2	8	3	2
VN190023	3	5	2	3	2
VN190026	1	2	3	3	1
VN190027	1	2	13	3	2
VN190027	2	3	6	2	2
VN190027	3	5	1	1	1
VN190028	1	2	1	2	1
VN190029	1	2	5	3	2
VN190029	2	3	4	2	2
VN190030	1	3	15	3	2
VN190030	2	2	4	3	2
VN190030	3	5	20	2	2
VN190031	1	2	1	3	2
VN190031	2	3	12	3	2
VN190031	3	5	5	3	2
VN190034	1	2	5	2	1
VN190034	2	3	12	2	1
VN190034	3	5	2	2	1
VN190038	1	3	10	3	2
VN190039	1	3	124	3	2
VN190039	2	2	24	1	2
VN190040	1	2	3	3	1
VN190040	2	3	12	3	1
VN190040	3	5	4	3	1
VN190043	1	2	12	1	2
VN190043	2	3	12	1	2
VN190043	3	5	3	2	2
VN190044	1	2	5	1	2
VN190044	2	3	3	1	1
VN190046	1	2	2	2	1
VN190046	2	3	2	2	1
VN190047	1	2	2	2	2
VN190048	1	3	9	3	2
VN190048	2	2	6	1	2
VN190050	1	3	3	1	1
VN190050	2	2	4	1	1
VN190050	3	5	1	1	1
VN190051	1	2	20	3	1
VN190051	2	5	3	3	1
VN190052	1	3	12	3	1
VN190052	2	2	3	2	2
VN190052	3	5	10	2	2
VN190054	1	2	3	3	2
VN190054	2	3	3	3	2
VN190054	3	5	1	3	1
VN190055	1	3	1	2	1
VN190055	2	2	1	1	1
VN190056	1	3	3	2	1
VN190056	2	2	3	1	1
VN190056	3	4	3	1	1
VN190057	1	2	12	2	1
VN190057	2	3	12	3	2
VN190057	3	5	3	3	2
VN190059	1	2	10	3	2
VN190059	2	3	8	2	2
VN190059	3	5	4	3	2
VN190060	1	2	4	2	1
VN190061	1	2	3	2	2
VN190063	1	3	5	3	1
VN190064	1	2	2	3	1
VN190065	1	2	2	3	1
VN190065	2	3	2	3	1
VN190066	1	2	4	3	2
VN190066	2	3	3	3	1
VN190067	1	3	12	3	1
VN190067	2	2	12	3	1
VN190068	1	2	2	2	1
VN190068	2	3	5	3	2
VN190069	1	2	12	3	2
VN190069	2	3	5	1	2
VN190070	1	3	12	3	2
VN190070	2	2	3	3	2
VN190070	3	5	4	2	2
VN190071	1	3	10	3	1
VN190071	2	5	5	3	1
VN190071	3	2	2	1	1
VN190072	1	2	5	3	1
VN190072	2	3	2	2	1
VN190072	3	5	3	3	1
VN190074	1	2	20	1	1
VN190074	2	3	10	1	1
VN190074	3	5	10	1	1
VN190075	1	3	3	3	2
VN190075	2	2	2	2	1
VN190075	3	5	1	1	1
VN190077	1	3	10	2	1
VN190077	2	5	5	2	1
VN190079	1	2	4	3	1
VN190079	2	3	4	3	1
VN190079	3	5	3	3	1
VN190081	1	3	2	1	1
VN190081	2	2	5	3	1
VN190081	3	4	2	2	1
VN190081	4	6	10	1	1
VN190082	1	2	5	1	1
VN190082	2	3	3	1	1
VN190083	1	2	4	3	2
VN190083	2	3	2	1	1
VN190083	3	5	3	3	2
VN190084	1	2	2	3	1
VN190084	2	3	3	3	2
VN190084	3	5	5	3	2
VN190087	1	3	2	3	2
VN190088	1	2	30	1	1
VN190088	2	3	50	1	1
VN190088	3	5	20	1	1
VN190089	1	2	2	2	1
VN190089	2	3	9	2	1
VN190089	3	5	5	2	1
VN190090	1	3	6	3	2
VN190091	1	2	2	3	1
VN190092	1	2	5	3	2
VN190093	1	3	3	2	1
VN190093	2	5	6	3	2
VN190094	1	2	2	3	1
VN190095	1	2	3	3	1
VN190096	1	3	386	3	1
VN190096	2	2	11	3	1
VN190096	3	5	10	2	1
VN190099	1	2	2	2	1
VN190099	2	3	5	2	1
VN190099	3	5	10	2	1
VN190100	1	3	6	3	2
VN190100	2	2	8	1	2
VN190105	1	3	48	3	1
VN190105	2	2	48	3	1
VN190107	1	3	2	3	1
VN190107	2	2	1	2	2
VN190110	1	3	10	3	1
VN190110	2	2	20	2	2
VN190112	1	2	10	2	1
VN190112	2	3	5	2	1
VN190112	3	5	2	2	1
VN190113	1	3	12	3	2
VN190115	1	2	12	2	2
VN190115	2	3	60	2	2
VN190116	1	3	4	3	1
VN190118	1	2	8	3	1
VN190118	2	3	10	3	1
VN190118	3	5	2	3	1
VN190123	1	2	1	2	2
VN190123	2	5	2	2	1
VN190137	1	3	20	2	2
VN190139	1	2	5	3	2
VN190139	2	3	14	3	2
VN190139	3	6	2	3	1
VN200001	1	3	360	3	2
VN200001	2	2	10	3	2
VN200002	1	2	6	3	2
VN200002	2	3	3	3	2
VN200002	3	5	16	3	2
VN200003	1	3	13	2	2
VN200004	1	3	134	2	2
VN200005	2	3	11	3	1
VN200005	3	2	10	3	1
VN200005	4	5	4	2	1
VN200006	1	3	2	2	1
VN200006	2	2	1	3	1
VN200006	3	5	2	2	1
VN200007	1	3	5	1	2
VN200007	2	2	6	3	2
VN200007	3	5	30	3	2
VN200010	1	2	30	3	1
VN200010	2	3	40	3	1
VN200010	3	5	5	3	1
VN200011	1	2	4	3	2
VN200012	1	2	4	2	2
VN200012	2	3	2	1	2
VN200012	3	5	13	3	2
VN200013	1	5	1	2	1
VN200013	2	3	12	2	1
VN200013	3	2	12	2	1
VN200014	1	3	5	3	1
VN200014	2	2	3	2	1
VN200015	1	5	5	1	1
VN200015	2	3	6	1	1
VN200015	3	2	3	1	1
VN200016	1	3	2	1	2
VN200016	2	5	4	1	2
VN200017	1	2	3	3	1
VN200017	2	3	10	2	1
VN200017	3	5	4	3	1
VN200019	1	5	10	3	1
VN200020	1	3	20	3	1
VN200021	1	2	2	3	2
VN200021	2	3	8	3	2
VN200021	3	5	20	3	2
VN200022	1	2	7	3	2
VN200022	2	3	3	1	2
VN200022	3	5	4	2	2
VN200025	1	2	3	2	1
VN200025	2	3	5	3	1
VN200025	3	5	7	2	1
VN200027	1	3	72	3	1
VN200027	2	2	13	3	1
VN200027	3	5	5	2	1
VN200028	1	3	4	2	1
VN200028	2	2	2	2	1
VN200028	3	5	10	3	2
VN200029	1	3	6	1	2
VN200030	1	3	12	3	2
VN200030	2	2	1	2	1
VN200032	1	2	10	3	1
VN200032	2	3	30	2	1
VN200032	3	5	5	2	1
VN200033	1	3	3	3	1
VN200033	2	5	2	3	1
VN200034	1	3	6	3	1
VN200034	2	2	3	3	1
VN200034	3	5	2	3	1
VN200034	4	4	2	3	1
VN200035	1	3	9	2	2
VN200035	2	2	2	2	2
VN200039	1	3	2	2	1
VN200039	2	2	10	3	1
VN200039	3	5	5	2	1
VN200040	1	3	6	3	2
VN200040	2	2	8	1	2
VN200041	1	2	4	2	2
VN200041	2	5	4	2	1
VN200042	1	2	4	3	1
VN200042	2	3	8	3	2
VN200042	3	5	4	3	1
VN200043	1	3	8	2	1
VN200043	2	2	1	2	1
VN200043	3	5	1	2	1
VN200046	1	3	3	1	2
VN200048	1	2	7	2	2
VN200048	2	3	3	3	2
VN200049	1	3	30	3	2
VN200049	2	5	4	1	2
VN200050	1	3	144	3	1
VN200050	2	2	20	2	1
VN200050	3	5	10	2	1
VN200052	1	2	3	3	1
VN200053	1	3	1	1	1
VN200053	2	5	5	1	1
VN200053	3	2	2	1	1
VN200054	1	2	15	3	2
VN200054	2	3	7	3	2
VN200054	3	5	5	2	2
VN200056	1	2	2	1	2
VN200056	2	4	2	3	1
VN200057	1	2	20	3	1
VN200057	2	5	5	2	1
VN200059	2	2	2	1	2
VN200060	1	2	6	3	2
VN200060	2	2	1	1	1
VN200061	1	2	10	3	1
VN200061	2	3	12	3	1
VN200061	3	5	1	2	1
VN200062	1	2	2	1	2
VN200062	2	3	30	1	2
VN200063	1	3	10	3	1
VN200063	2	2	10	3	1
VN200063	3	5	1	2	1
VN200066	1	2	10	3	2
VN200066	2	3	1	1	1
VN200067	1	3	4	3	2
VN200067	2	2	3	2	1
VN200067	3	5	2	2	1
VN200068	1	2	20	3	2
VN200068	2	3	4	3	2
VN200069	1	2	10	3	2
VN200069	2	3	13	3	2
VN200069	3	5	5	3	2
VN200071	1	2	12	3	1
VN200071	2	3	15	3	1
VN200071	3	5	5	2	1
VN200072	1	3	3	2	1
VN200072	2	5	2	2	1
VN200072	3	2	2	1	1
VN200074	1	3	3	1	2
VN200074	2	5	5	1	1
VN200075	1	2	2	1	2
VN200075	2	5	5	1	1
VN200076	1	3	25	3	1
VN200077	1	2	2	2	2
VN200077	2	3	3	1	2
VN200077	3	5	10	2	2
VN200078	1	3	9	1	1
VN200080	1	2	10	3	2
VN200080	2	3	15	3	1
VN200083	1	3	2	3	1
VN200083	2	2	3	3	1
VN200085	1	2	2	3	1
VN200085	2	3	2	3	1
VN200085	3	5	2	3	1
VN200086	1	3	80	3	1
VN200086	2	2	20	3	1
VN200086	3	5	20	2	1
VN200087	1	3	6	3	1
VN200087	2	2	5	1	1
VN200087	3	5	1	3	1
VN200089	1	2	5	1	1
VN200089	2	3	20	2	1
VN200089	3	5	10	3	1
VN200090	1	6	20	3	1
VN200090	2	2	3	2	1
VN200091	1	3	4	3	2
VN200092	1	3	12	2	1
VN200092	2	5	10	2	1
VN200093	1	3	2	3	1
VN200094	1	2	3	3	1
VN200094	2	5	2	2	1
VN200095	1	2	15	1	2
VN200095	2	3	13	3	2
VN200095	3	5	3	2	1
VN200097	1	3	3	1	1
VN200097	2	2	2	1	1
VN200097	3	5	11	2	1
VN200098	1	2	2	1	1
VN200098	2	3	2	1	1
VN200098	3	5	9	2	1
VN200099	1	2	12	3	1
VN200099	2	3	13	3	1
VN200099	3	5	5	3	2
VN200100	1	2	2	2	1
VN200101	1	3	4	3	1
VN200101	2	2	2	2	1
VN200101	3	3	1	2	1
VN200103	1	2	150	3	1
VN200109	1	3	70	3	2
VN200113	1	3	5	3	2
VN200113	2	5	1	2	1
VN200119	1	3	3	3	1
VN200119	2	2	5	3	1
VN200119	3	5	4	1	1
VN200120	1	3	2	3	1
VN200120	2	2	3	2	1
VN200128	1	2	16	3	2
VN200128	2	3	3	2	1
VN200128	3	5	5	3	2
VN200129	1	3	2	1	1
VN200129	2	2	1	1	1
VN200135	1	3	2	1	1
VN200135	2	2	2	3	1
VN200142	1	2	5	3	1
VN200142	2	3	3	3	1
VN200142	3	5	1	2	1
VN200148	1	3	4	3	2
