CHILDID	REMID	REMREL	REMQNT	REMTYPE	V1070403
VN080079	1	2	3	2	1
VN080082	1	2	24	1	2
VN080083	1	3	2	1	2
VN080084	1	2	3	3	1
VN080085	1	2	7	3	1
VN080085	2	3	5	3	1
VN080085	3	5	9	2	1
VN080086	1	3	10	2	1
VN080087	1	3	5	3	2
VN080088	1	3	20	3	2
VN080088	2	2	20	3	2
VN080094	1	3	12	1	1
VN080094	2	5	5	3	1
VN080095	1	3	6	3	2
VN080095	2	2	5	3	1
VN080098	1	3	1	1	2
VN080099	1	3	8	3	2
VN080099	2	2	5	3	1
VN080104	1	2	12	3	2
VN080119	1	2	48	3	1
VN080119	2	3	30	3	1
VN080119	3	4	3	2	1
VN080124	1	3	12	3	2
VN080124	2	2	3	3	2
VN080132	1	3	5	3	2
VN080132	2	2	6	3	2
VN080154	1	2	20	3	1
VN080154	2	3	30	3	1
VN080154	3	4	4	3	1
VN080154	4	5	20	2	1
VN080165	1	2	2	3	1
VN080165	2	4	3	2	1
VN080165	3	3	40	2	1
VN090001	1	2	2	2	2
VN090001	2	3	5	3	2
VN090002	1	3	4	3	2
VN090002	2	2	5	3	2
VN090002	3	6	7	2	2
VN090003	1	3	1	2	2
VN090004	1	2	12	2	1
VN090004	2	3	12	2	1
VN090004	3	5	7	2	1
VN090005	1	3	10	1	1
VN090006	1	3	2	2	2
VN090006	2	2	3	2	2
VN090007	1	2	3	2	1
VN090007	2	3	4	2	1
VN090008	1	3	2	2	1
VN090009	1	3	8	3	1
VN090009	2	2	7	3	1
VN090010	1	2	2	2	2
VN090012	1	2	2	2	1
VN090012	2	3	1	2	2
VN090012	3	5	3	2	2
VN090013	1	2	25	3	2
VN090014	1	2	3	2	2
VN090014	2	3	2	2	2
VN090014	3	5	4	3	1
VN090015	1	2	2	1	1
VN090015	2	3	2	1	1
VN090017	1	2	2	2	1
VN090017	2	3	6	2	1
VN090017	3	5	3	2	1
VN090020	1	5	2	2	1
VN090021	1	2	9	3	1
VN090021	2	3	6	2	1
VN090021	3	5	3	2	1
VN090025	1	3	3	2	2
VN090026	1	3	1	2	2
VN090031	1	2	2	3	2
VN090035	1	3	3	2	2
VN090035	2	5	3	2	2
VN090037	1	2	2	2	1
VN090038	1	2	6	2	2
VN090038	2	3	8	2	2
VN090038	3	5	4	2	2
VN090039	1	2	3	2	2
VN090039	2	3	2	2	2
VN090039	3	5	5	2	2
VN090043	1	2	10	3	1
VN090043	2	3	8	3	1
VN090044	1	2	1	2	1
VN090045	1	3	1	2	2
VN090047	1	3	5	2	1
VN090048	1	3	1	1	2
VN090049	1	2	2	2	1
VN090049	2	3	5	2	1
VN090050	1	2	4	2	2
VN090050	2	3	3	2	2
VN090050	3	5	6	2	2
VN090051	1	2	3	2	2
VN090051	2	3	2	2	2
VN090051	3	5	5	2	2
VN090057	1	3	5	3	1
VN090062	1	3	8	2	2
VN090063	1	2	3	2	1
VN090063	2	5	3	2	1
VN090070	1	3	2	2	2
VN090071	1	2	5	2	2
VN090071	2	3	2	2	2
VN090071	3	5	6	2	2
VN090073	1	2	4	2	2
VN090073	2	5	2	2	2
VN090073	3	5	6	2	2
VN090074	1	2	8	2	1
VN090074	2	3	4	2	1
VN090075	1	2	4	2	1
VN090075	2	3	2	2	1
VN090080	1	3	7	3	1
VN090080	2	2	3	2	1
VN090081	1	3	2	2	1
VN090086	1	3	10	2	1
VN090087	1	2	2	2	2
VN090087	2	3	2	2	2
VN090087	3	5	2	2	2
VN090088	1	4	4	2	2
VN090089	1	2	4	2	2
VN090089	2	3	5	2	2
VN090089	3	5	2	2	2
VN090095	1	3	2	2	1
VN090095	2	2	2	2	1
VN090098	1	3	2	2	2
VN090100	1	2	3	2	2
VN090100	2	3	4	2	2
VN090100	3	5	5	2	2
VN090101	1	2	5	2	2
VN090101	2	3	2	2	2
VN090101	3	5	3	2	2
VN090102	1	3	7	3	1
VN090102	2	2	2	2	1
VN090103	1	3	12	3	1
VN090105	1	2	5	2	2
VN090105	2	3	1	2	2
VN090105	3	5	3	2	2
VN090106	1	5	2	2	2
VN090121	1	3	2	2	1
VN100002	1	2	3	3	1
VN100002	2	3	3	3	1
VN100003	1	3	6	2	1
VN100004	1	2	15	3	1
VN100004	2	3	10	3	1
VN100004	3	4	15	3	1
VN100004	4	5	10	3	1
VN100006	1	3	2	2	2
VN100006	2	2	3	2	2
VN100007	1	3	50	2	2
VN100008	1	2	2	2	2
VN100008	2	5	2	2	2
VN100009	1	2	2	2	1
VN100010	1	2	8	3	2
VN100010	2	3	3	2	2
VN100010	3	5	5	3	2
VN100011	1	3	10	2	1
VN100012	1	5	12	2	1
VN100013	1	3	13	2	1
VN100013	2	2	10	2	1
VN100014	1	2	3	2	1
VN100014	2	3	6	2	1
VN100014	3	5	2	2	1
VN100015	1	3	10	3	1
VN100015	2	2	6	3	1
VN100016	1	3	3	1	1
VN100017	1	3	4	3	2
VN100017	2	2	5	3	2
VN100018	1	3	7	3	1
VN100018	2	2	5	3	1
VN100020	1	3	12	2	1
VN100020	2	2	4	2	1
VN100022	1	3	5	3	1
VN100025	1	2	20	3	1
VN100025	2	3	24	3	1
VN100029	1	2	3	2	1
VN100029	2	3	3	2	1
VN100030	1	2	20	3	1
VN100030	2	3	5	3	1
VN100030	3	5	3	2	1
VN100031	1	3	5	3	1
VN100032	1	2	3	2	2
VN100032	2	3	4	3	2
VN100032	3	5	2	2	2
VN100033	1	2	4	3	2
VN100033	2	3	3	2	2
VN100035	1	3	3	3	1
VN100036	1	3	2	3	1
VN100036	2	2	4	3	1
VN100041	1	2	2	2	2
VN100041	2	3	1	2	1
VN100042	1	3	2	2	1
VN100043	1	2	4	3	1
VN100043	2	3	10	3	1
VN100044	1	2	5	2	1
VN100044	2	3	6	2	1
VN100045	1	2	2	2	1
VN100045	2	3	10	2	1
VN100045	3	5	2	1	1
VN100046	1	2	10	2	2
VN100047	1	2	2	2	1
VN100047	2	3	12	3	1
VN100048	1	2	12	3	1
VN100048	2	3	13	3	1
VN100050	1	2	45	3	2
VN100050	2	3	10	3	1
VN100051	1	3	12	2	1
VN100051	2	2	7	2	1
VN100053	1	2	2	2	1
VN100053	2	3	6	2	1
VN100054	1	3	5	3	2
VN100054	2	2	15	3	1
VN100055	1	3	5	2	1
VN100055	2	2	10	2	1
VN100056	1	3	10	2	1
VN100056	2	5	5	2	1
VN100057	1	2	4	2	2
VN100057	2	3	5	3	2
VN100057	3	5	2	2	2
VN100059	1	3	5	2	1
VN100059	2	2	5	2	1
VN100060	1	3	20	2	1
VN100061	1	2	9	3	1
VN100061	2	3	1	2	1
VN100061	3	5	3	2	1
VN100062	1	2	4	3	1
VN100062	2	3	3	3	1
VN100064	1	2	5	2	1
VN100064	2	3	2	2	1
VN100064	3	5	7	3	1
VN100066	1	3	18	3	2
VN100066	2	2	11	3	1
VN100068	1	3	3	3	2
VN100068	2	2	2	3	1
VN100071	1	3	20	3	1
VN100072	1	3	2	3	1
VN100073	1	3	4	2	1
VN100074	1	3	7	2	2
VN100076	1	3	2	2	1
VN100076	2	2	10	2	1
VN100077	1	2	16	3	1
VN100077	2	3	10	3	1
VN100077	3	5	20	3	1
VN100078	1	3	2	3	2
VN100078	2	2	2	3	2
VN100078	3	5	2	3	2
VN100079	1	2	2	3	1
VN100079	2	3	7	3	1
VN100081	1	3	7	3	2
VN100081	2	2	12	3	1
VN100081	3	4	2	2	2
VN100084	1	3	3	3	1
VN100084	2	2	2	3	1
VN100085	1	2	6	3	2
VN100085	2	5	5	3	2
VN100086	1	2	6	3	2
VN100086	2	3	2	2	1
VN100086	3	5	5	3	2
VN100087	1	2	3	2	2
VN100087	2	3	1	1	2
VN100088	1	3	5	3	2
VN100088	2	5	3	2	2
VN100089	1	2	4	3	2
VN100089	2	3	6	3	2
VN100089	3	5	2	2	1
VN100090	1	2	2	3	2
VN100091	1	3	6	3	2
VN100092	1	3	10	2	1
VN100093	1	2	2	3	1
VN100093	2	3	10	3	1
VN100093	3	5	2	3	1
VN100094	1	2	8	3	2
VN100094	2	3	4	2	1
VN100094	3	5	5	3	2
VN100097	1	3	10	3	2
VN100097	2	2	4	3	2
VN100097	3	5	4	1	1
VN100099	1	3	3	3	1
VN100103	1	3	5	3	1
VN100103	2	2	6	3	1
VN100104	1	2	5	3	2
VN100104	2	3	4	3	2
VN100104	3	5	2	2	2
VN100106	1	3	50	2	1
VN100107	1	3	6	3	2
VN100107	2	2	5	3	2
VN100107	3	5	15	3	2
VN100109	1	3	22	1	1
VN100111	1	2	3	3	1
VN100111	2	3	30	3	1
VN100113	1	3	7	3	1
VN100115	1	2	2	2	1
VN100115	2	3	2	2	1
VN110001	1	3	30	3	1
VN110002	1	3	30	3	1
VN110002	2	2	4	3	1
VN110003	1	3	12	2	1
VN110004	1	3	6	3	1
VN110004	2	2	2	3	1
VN110005	1	2	12	2	1
VN110005	2	3	14	2	1
VN110006	1	3	10	2	2
VN110007	1	3	12	2	1
VN110008	1	3	2	1	2
VN110008	2	2	2	2	2
VN110008	3	5	2	2	2
VN110012	1	3	1	3	2
VN110013	1	2	6	3	1
VN110013	2	5	5	3	1
VN110013	3	3	5	3	1
VN110014	1	2	4	3	1
VN110014	2	3	5	3	1
VN110015	1	3	18	1	2
VN110015	2	2	8	1	1
VN110017	1	2	2	2	2
VN110017	2	3	1	1	2
VN110017	3	5	2	2	2
VN110021	1	2	1	3	1
VN110021	2	3	2	1	1
VN110024	1	2	8	3	2
VN110024	2	3	2	2	2
VN110024	3	5	5	3	2
VN110025	1	3	2	2	1
VN110026	1	3	6	2	1
VN110026	2	2	3	1	1
VN110026	3	5	4	2	1
VN110029	1	2	2	1	1
VN110029	2	3	2	1	1
VN110031	1	3	12	3	1
VN110031	2	2	10	2	1
VN110032	1	2	10	3	1
VN110032	2	3	6	3	1
VN110033	1	2	5	3	1
VN110033	2	3	7	3	1
VN110033	3	5	8	3	1
VN110034	1	2	4	3	1
VN110034	2	3	30	3	1
VN110035	1	3	5	2	2
VN110035	2	2	3	2	2
VN110035	3	5	10	3	2
VN110036	1	2	2	1	1
VN110036	2	3	6	3	1
VN110037	1	2	5	3	2
VN110037	2	3	24	3	2
VN110037	3	5	6	3	2
VN110041	1	2	6	3	1
VN110041	2	3	2	2	2
VN110041	3	5	4	3	2
VN110042	1	2	2	1	1
VN110044	1	2	7	3	1
VN110044	2	3	5	3	1
VN110044	3	5	3	2	1
VN110045	1	3	3	2	1
VN110046	1	3	4	2	1
VN110047	1	2	5	3	1
VN110047	2	3	10	3	1
VN110048	1	2	4	3	2
VN110050	1	2	4	3	2
VN110050	2	3	5	3	2
VN110050	3	5	4	3	2
VN110051	1	2	4	1	1
VN110051	2	3	5	1	1
VN110052	1	2	5	3	2
VN110052	2	3	6	3	2
VN110053	1	3	5	3	1
VN110053	2	2	3	3	1
VN110055	1	2	5	2	1
VN110055	2	3	12	2	1
VN110056	1	2	10	3	1
VN110056	2	3	10	3	1
VN110058	1	2	1	3	1
VN110058	2	3	10	3	2
VN110059	1	3	2	3	2
VN110061	1	2	10	3	1
VN110061	2	3	15	3	1
VN110061	3	5	7	2	1
VN110063	1	3	4	2	1
VN110064	1	3	4	2	1
VN110066	1	3	2	3	1
VN110068	1	2	3	3	2
VN110068	2	3	4	3	2
VN110068	3	5	2	2	2
VN110069	1	2	7	2	1
VN110069	2	3	10	2	1
VN110072	1	2	10	3	1
VN110072	2	5	5	3	1
VN110072	3	3	10	3	1
VN110074	1	3	5	3	1
VN110075	1	2	16	3	2
VN110075	2	3	10	3	2
VN110075	3	5	5	3	1
VN110076	1	3	2	3	1
VN110077	1	3	1	1	2
VN110077	2	2	1	2	2
VN110078	1	2	4	2	1
VN110078	2	3	3	2	1
VN110078	3	5	2	2	1
VN110079	1	3	9	3	1
VN110081	1	2	12	2	1
VN110081	2	3	14	2	1
VN110082	1	3	80	2	1
VN110084	1	3	3	2	2
VN110087	1	3	5	3	1
VN110088	1	3	1	1	2
VN110088	2	2	7	3	2
VN110089	1	2	12	2	1
VN110089	2	3	15	2	1
VN110089	3	5	2	1	1
VN110091	1	3	19	3	1
VN110091	2	2	5	3	1
VN110091	3	6	10	2	1
VN110091	4	4	7	2	1
VN110092	1	2	30	3	1
VN110092	2	3	6	3	1
VN110094	1	2	3	3	1
VN110094	2	3	2	3	1
VN110095	1	2	3	2	1
VN110095	2	3	12	2	1
VN110099	1	2	2	2	2
VN110099	2	3	5	3	2
VN110099	3	5	2	2	2
VN110100	1	2	3	2	1
VN110100	2	3	22	3	2
VN110100	3	5	2	3	2
VN110101	1	2	2	3	1
VN110101	2	5	2	3	2
VN110104	1	3	12	2	1
VN110104	2	2	5	1	1
VN110108	1	2	6	2	1
VN110108	2	3	4	2	1
VN110108	3	5	8	2	1
VN110119	1	2	2	3	2
VN110119	2	3	24	3	2
VN110123	1	2	10	3	1
VN110123	2	3	15	3	1
VN110125	1	2	8	3	1
VN110125	2	5	10	3	1
VN110125	3	3	7	3	1
VN110126	1	3	5	2	1
VN120003	1	2	2	3	1
VN120003	2	3	10	3	1
VN120006	1	2	5	1	1
VN120006	2	3	10	3	1
VN120009	1	2	3	3	1
VN120009	2	3	10	3	1
VN120009	3	5	2	2	1
VN120010	1	2	8	3	1
VN120010	2	3	10	3	1
VN120010	3	5	10	3	1
VN120011	1	3	30	3	1
VN120012	1	2	3	2	2
VN120013	1	3	2	2	1
VN120016	1	3	2	3	1
VN120022	1	3	4	3	2
VN120023	1	3	8	3	2
VN120026	1	2	3	2	1
VN120026	2	5	1	2	1
VN120027	1	3	3	2	1
VN120028	1	3	2	2	1
VN120029	1	2	1	2	1
VN120029	2	5	1	2	1
VN120029	3	6	2	3	2
VN120033	1	3	6	2	1
VN120036	1	2	3	2	2
VN120036	2	5	4	2	2
VN120036	3	3	2	2	2
VN120037	1	2	3	3	1
VN120037	2	3	10	3	1
VN120039	1	2	3	3	2
VN120039	2	3	6	3	2
VN120040	1	2	6	3	1
VN120040	2	3	6	3	1
VN120040	3	5	2	3	1
VN120041	1	2	6	3	1
VN120042	1	3	96	3	2
VN120042	2	2	10	3	1
VN120045	1	3	10	2	1
VN120048	1	2	3	2	2
VN120048	2	3	5	3	2
VN120049	1	2	2	2	1
VN120049	2	3	4	3	1
VN120050	1	3	3	3	1
VN120053	1	2	2	2	1
VN120053	2	3	10	2	1
VN120054	1	2	20	3	1
VN120054	2	3	10	3	1
VN120055	1	2	3	3	2
VN120055	2	3	5	3	2
VN120055	3	5	2	2	1
VN120058	1	2	10	3	1
VN120058	2	3	12	3	1
VN120058	3	5	7	3	1
VN120059	1	2	8	3	1
VN120059	2	3	3	3	1
VN120059	3	5	2	2	1
VN120061	1	3	30	2	1
VN120061	2	2	10	2	1
VN120063	1	2	10	2	1
VN120063	2	3	15	2	1
VN120064	1	2	5	2	1
VN120064	2	3	10	2	1
VN120065	1	2	5	2	1
VN120065	2	5	3	2	1
VN120066	1	2	5	3	2
VN120066	2	3	24	3	2
VN120066	3	5	2	2	2
VN120067	1	2	6	3	2
VN120067	2	3	12	3	2
VN120067	3	5	2	3	2
VN120069	1	3	10	2	1
VN120072	1	2	3	2	1
VN120072	2	3	10	2	1
VN120076	1	2	14	3	1
VN120076	2	3	20	3	1
VN120076	3	5	31	3	1
VN120077	1	3	4	3	2
VN120079	1	2	3	3	2
VN120079	2	3	12	3	2
VN120079	3	5	2	2	2
VN120080	1	3	30	2	1
VN120080	2	2	7	2	1
VN120081	1	2	10	2	1
VN120081	2	3	20	2	1
VN120083	1	3	3	1	2
VN120083	2	2	3	3	2
VN120083	3	5	2	3	2
VN120085	1	2	2	3	1
VN120085	2	3	2	3	1
VN120085	3	5	20	3	1
VN120086	1	2	3	3	1
VN120086	2	3	20	3	1
VN120088	1	2	5	3	1
VN120088	2	5	2	2	1
VN120088	3	3	3	3	1
VN120092	1	2	5	2	1
VN120092	2	3	2	2	1
VN120093	1	2	3	2	1
VN120094	1	2	2	2	2
VN120094	2	3	2	2	2
VN120097	1	2	1	2	2
VN120097	2	5	1	2	2
VN120114	1	1	12	3	2
VN120114	2	2	4	3	2
VN120114	3	5	3	2	1
VN120115	1	3	12	2	2
VN120121	1	2	3	3	2
VN120121	2	3	20	3	2
VN120121	3	5	5	2	2
VN120126	1	3	2	2	2
VN120133	1	2	5	2	2
VN120133	2	3	12	3	2
VN120133	3	5	2	2	2
VN120135	1	3	5	3	1
VN120136	1	2	3	3	2
VN120139	1	2	4	3	2
VN120139	2	2	5	3	2
VN120139	3	5	6	2	1
VN120142	1	3	10	2	1
VN120142	2	5	4	3	1
VN120146	1	2	5	2	1
VN120146	2	3	10	2	1
VN120148	1	2	20	2	2
VN130003	1	3	30	3	1
VN130004	1	2	2	1	2
VN130006	1	3	5	1	1
VN130006	2	2	10	1	1
VN130008	1	3	2	1	1
VN130019	1	3	2	3	1
VN130021	1	3	120	3	2
VN130024	1	3	20	3	1
VN130024	2	5	50	3	1
VN130024	3	2	20	3	1
VN130024	4	4	10	3	1
VN130026	1	2	10	2	1
VN130032	1	3	3	1	1
VN130039	1	5	20	2	1
VN130041	1	3	3	1	1
VN130051	1	3	12	3	1
VN130051	2	2	5	3	1
VN130051	3	5	10	3	1
VN130052	1	3	5	2	1
VN130054	1	3	11	3	1
VN130054	2	2	2	3	1
VN130054	3	5	6	2	1
VN130055	1	2	35	3	2
VN130055	2	3	11	1	2
VN130055	3	4	10	2	1
VN130055	4	5	6	2	1
VN130056	1	3	240	3	1
VN130056	2	2	10	3	1
VN130057	1	3	240	2	1
VN130057	2	2	24	2	1
VN130058	1	3	12	2	1
VN130058	2	2	15	3	1
VN130059	1	3	80	2	1
VN130060	1	3	12	1	1
VN130061	1	2	2	2	1
VN130061	2	3	3	2	1
VN130064	1	3	15	3	1
VN130064	2	4	4	3	1
VN130064	3	5	4	3	1
VN130065	1	2	24	3	2
VN130066	1	2	2	1	1
VN130066	2	3	20	2	1
VN130066	3	4	8	2	1
VN130066	4	5	6	2	1
VN130067	1	2	2	3	1
VN130067	2	3	2	1	1
VN130067	3	6	2	2	2
VN130068	1	3	3	1	1
VN130068	2	2	6	3	1
VN130068	3	5	2	3	1
VN130069	1	3	12	2	1
VN130069	2	2	2	2	1
VN130070	1	2	3	3	2
VN130070	2	5	1	2	1
VN130072	1	2	6	3	2
VN130073	1	2	2	3	1
VN130073	2	5	2	3	2
VN130075	1	3	30	3	1
VN130075	2	2	20	3	1
VN130075	3	5	10	3	1
VN130076	1	3	50	3	1
VN130076	2	5	20	3	1
VN130076	3	2	10	3	1
VN130077	1	3	12	3	1
VN130078	1	3	3	3	1
VN130078	2	2	5	3	1
VN130079	1	3	20	2	1
VN130079	2	2	5	1	1
VN130080	1	3	6	1	1
VN130080	2	2	10	1	1
VN130080	3	5	10	3	1
VN130081	1	3	2	1	1
VN130081	2	2	20	1	1
VN130081	3	5	10	3	1
VN130082	1	2	8	3	1
VN130083	1	3	4	3	2
VN130083	2	2	1	2	1
VN130085	1	3	3	1	1
VN130086	1	3	104	3	1
VN130086	2	2	12	3	1
VN130087	1	3	134	2	2
VN130087	2	2	2	2	2
VN130087	3	5	1	1	2
VN130089	1	3	5	1	1
VN130089	2	2	3	2	1
VN130089	3	6	5	1	1
VN130089	4	4	8	2	1
VN130091	1	3	2	3	1
VN130092	1	2	8	3	2
VN130092	2	3	12	3	2
VN130093	1	2	4	2	1
VN130093	2	3	20	2	1
VN130096	1	3	5	1	1
VN130096	2	2	1	1	1
VN130097	1	3	12	1	1
VN130097	2	2	1	1	1
VN130100	1	2	5	3	1
VN130100	2	3	10	3	1
VN130100	3	5	2	1	1
VN130101	1	3	43	2	1
VN130101	2	2	12	3	1
VN130101	3	5	2	1	1
VN130102	1	3	5	3	1
VN130104	1	3	4	3	2
VN140001	1	3	30	2	1
VN140002	1	3	2	2	1
VN140003	1	3	7	3	1
VN140003	2	2	5	3	1
VN140003	3	5	36	3	1
VN140003	4	4	36	2	1
VN140004	1	3	20	3	1
VN140004	2	2	14	3	1
VN140004	3	5	6	1	1
VN140005	1	2	5	1	2
VN140005	2	5	2	1	2
VN140006	1	2	6	3	2
VN140006	2	3	2	1	1
VN140006	3	5	1	1	1
VN140006	4	6	2	2	1
VN140007	1	3	5	1	1
VN140007	2	2	3	3	1
VN140007	3	5	2	3	1
VN140008	1	2	30	3	1
VN140008	2	3	10	3	1
VN140008	3	5	10	3	1
VN140009	1	2	25	3	2
VN140009	2	3	5	3	1
VN140009	3	5	2	2	1
VN140010	1	2	1	1	1
VN140010	2	3	6	3	1
VN140010	3	4	7	2	1
VN140010	4	5	2	2	1
VN140011	1	2	5	2	1
VN140011	2	3	10	1	1
VN140011	3	5	4	1	1
VN140013	1	2	8	3	1
VN140013	2	3	4	3	1
VN140014	1	3	2	3	2
VN140014	2	2	3	3	2
VN140015	1	3	2	1	1
VN140016	1	2	15	3	1
VN140016	2	3	3	1	1
VN140017	1	2	4	2	1
VN140018	1	3	18	1	1
VN140018	2	5	10	1	1
VN140019	1	3	12	3	1
VN140019	2	2	5	3	1
VN140020	1	3	10	2	1
VN140020	2	2	1	1	1
VN140021	1	2	15	3	1
VN140021	2	3	6	3	1
VN140021	3	4	2	2	1
VN140021	4	5	2	1	1
VN140022	1	2	10	3	1
VN140022	2	3	15	3	1
VN140022	3	5	2	1	1
VN140023	1	2	15	3	1
VN140023	2	3	7	3	1
VN140023	3	5	10	3	1
VN140024	1	3	10	2	1
VN140025	1	2	5	3	2
VN140025	2	5	4	2	2
VN140025	3	3	240	3	2
VN140026	1	2	7	1	1
VN140026	2	3	20	3	1
VN140026	3	4	4	1	1
VN140026	4	5	10	1	1
VN140027	1	2	10	3	1
VN140027	2	3	4	3	1
VN140027	3	4	7	2	1
VN140027	4	5	4	2	1
VN140028	1	2	10	3	1
VN140028	2	3	10	2	1
VN140029	1	2	30	3	2
VN140029	2	3	50	3	2
VN140029	3	5	2	2	1
VN140030	1	2	10	2	1
VN140030	2	3	30	2	1
VN140030	3	5	5	2	1
VN140031	1	3	168	3	2
VN140031	2	2	36	3	2
VN140031	3	5	15	1	2
VN140032	1	3	24	2	1
VN140032	2	2	2	1	1
VN140032	3	5	5	2	1
VN140033	1	3	50	2	1
VN140033	2	2	15	2	1
VN140034	1	2	10	3	1
VN140034	2	3	10	3	1
VN140034	3	5	2	2	1
VN140036	1	2	3	3	1
VN140036	2	3	20	2	1
VN140036	3	5	5	2	1
VN140037	1	3	10	3	1
VN140037	2	2	23	1	2
VN140037	3	5	7	1	2
VN140038	1	3	12	3	1
VN140038	2	2	3	3	1
VN140038	3	5	5	3	1
VN140039	1	2	15	3	1
VN140039	2	3	10	3	1
VN140039	3	5	2	1	2
VN140040	1	3	5	3	1
VN140041	1	2	12	3	1
VN140041	2	3	17	3	1
VN140041	3	4	2	3	1
VN140042	1	3	10	3	1
VN140043	1	3	10	1	2
VN140043	2	2	30	2	1
VN140043	3	5	10	2	1
VN140044	1	3	120	3	2
VN140044	2	2	3	1	2
VN140045	1	2	6	3	1
VN140045	2	3	20	3	1
VN140045	3	5	7	2	1
VN140046	1	3	50	3	1
VN140046	2	5	3	1	1
VN140046	3	2	1	3	1
VN140047	1	3	10	3	2
VN140048	1	2	10	3	1
VN140048	2	3	15	3	1
VN140049	1	2	10	3	1
VN140049	2	3	7	3	1
VN140049	3	5	5	1	1
VN140050	1	2	3	3	1
VN140050	2	3	5	2	1
VN140050	3	5	50	1	1
VN140051	1	3	20	3	2
VN140051	2	2	6	3	1
VN140051	3	5	10	1	1
VN140052	1	3	2	1	1
VN140052	2	2	7	1	1
VN140052	3	5	6	1	1
VN140053	1	3	4	3	1
VN140053	2	2	20	1	1
VN140054	1	2	3	3	1
VN140055	1	3	220	3	2
VN140055	2	2	60	3	2
VN140055	3	5	10	1	2
VN140056	1	2	5	2	1
VN140056	2	3	50	3	2
VN140057	1	3	10	1	1
VN140057	2	2	1	3	1
VN140057	3	5	1	1	1
VN140058	1	2	20	3	2
VN140058	2	3	20	3	2
VN140058	3	4	30	2	1
VN140058	4	5	10	3	2
VN140059	1	3	2	1	1
VN140060	1	2	5	3	1
VN140060	2	3	60	3	1
VN140061	1	2	20	3	1
VN140061	2	3	10	3	1
VN140061	3	5	4	1	1
VN140062	1	2	70	3	1
VN140062	2	3	30	3	1
VN140062	3	5	7	1	1
VN140064	1	2	2	3	1
VN140064	2	1	2	1	1
VN140064	3	3	5	2	1
VN140064	4	5	2	3	1
VN140065	1	2	3	3	1
VN140066	1	2	20	3	2
VN140066	2	3	20	2	2
VN140066	3	5	2	1	2
VN140067	1	3	3	3	1
VN140067	2	2	5	3	1
VN140067	3	5	2	1	1
VN140068	1	3	10	2	2
VN140068	2	2	12	3	2
VN140069	1	3	4	2	2
VN140070	1	3	10	1	1
VN140070	2	5	1	1	1
VN140070	3	2	1	1	1
VN140071	1	3	4	1	1
VN140071	2	2	30	1	1
VN140072	1	3	15	3	1
VN140072	2	2	5	3	1
VN140072	3	5	5	3	1
VN140073	1	2	10	3	1
VN140073	2	3	10	3	1
VN140073	3	5	3	2	1
VN140073	4	4	5	2	1
VN140074	1	3	30	3	2
VN140074	2	2	10	3	2
VN140076	1	2	45	2	2
VN140077	1	3	120	2	1
VN140078	1	3	60	2	1
VN140080	1	2	4	1	1
VN140080	2	3	6	3	1
VN140081	1	2	10	3	1
VN140081	2	3	15	3	1
VN140081	3	5	10	3	1
VN140083	1	2	20	3	1
VN140083	2	2	2	1	1
VN140084	1	3	12	2	1
VN140084	2	5	2	2	1
VN140084	3	2	4	3	1
VN140085	1	2	20	3	1
VN140085	2	3	70	3	1
VN140085	3	5	10	3	1
VN140086	1	3	10	1	1
VN140086	2	2	2	1	1
VN140087	1	3	3	3	1
VN140087	2	2	3	3	1
VN140087	3	5	2	1	1
VN140089	1	3	4	3	1
VN140089	2	2	1	1	1
VN140089	3	5	1	1	1
VN140090	1	3	101	3	1
VN140091	1	2	20	3	1
VN140092	1	2	3	3	1
VN140092	2	3	7	3	1
VN140092	3	5	2	1	1
VN140093	1	3	6	3	1
VN140094	1	3	25	3	1
VN140094	2	2	4	3	1
VN140094	3	5	5	2	1
VN140095	1	2	2	1	1
VN140095	2	3	12	3	2
VN140096	1	3	5	3	1
VN140098	1	3	4	3	1
VN140098	2	2	5	3	1
VN140100	1	2	5	2	2
VN140100	2	3	2	2	2
VN140101	1	3	2	1	2
VN140102	1	2	30	3	2
VN140102	2	3	50	3	2
VN140102	3	4	20	3	2
VN140102	4	5	1	2	2
VN140103	1	3	5	2	1
VN140103	2	2	10	3	2
VN150003	1	3	6	3	2
VN150005	1	2	1	2	2
VN150005	2	3	1	1	2
VN150006	1	2	3	3	2
VN150006	2	3	2	3	2
VN150009	1	3	4	3	1
VN150009	2	2	3	3	1
VN150013	1	3	30	3	2
VN150013	2	2	10	2	1
VN150013	3	4	20	2	1
VN150016	1	2	4	3	2
VN150017	1	3	5	3	1
VN150017	2	2	6	3	1
VN150020	1	3	1	1	2
VN150023	1	3	2	2	1
VN150023	2	2	2	1	2
VN150024	1	3	3	2	1
VN150024	2	2	1	1	1
VN150030	1	3	120	3	1
VN150030	2	2	15	1	1
VN150034	1	3	5	3	1
VN150034	2	2	7	3	1
VN150036	1	3	20	3	2
VN150036	2	2	7	2	1
VN150038	1	2	3	3	2
VN150039	1	2	15	3	1
VN150039	2	3	13	3	1
VN150040	1	3	11	3	1
VN150040	2	2	3	3	1
VN150041	1	3	5	3	2
VN150043	1	3	3	3	1
VN150055	1	3	10	3	1
VN150055	2	2	20	3	1
VN150056	1	3	15	3	1
VN150056	2	2	20	3	2
VN150056	3	4	10	2	1
VN150059	1	3	2	3	1
VN150060	1	3	20	3	2
VN150062	1	3	4	3	1
VN150062	2	2	6	3	1
VN150063	1	3	5	3	2
