PLACEID	SERVIDR4	SERVAVLB	TIM2PLCE	CMNTRNSP
8192	24	1	 	 
8192	25	0	 	 
8192	27	0	10	6
8192	28	88	 	 
8192	29	1	 	 
8192	30	1	 	 
8192	31	1	 	 
8192	32	1	 	 
8192	33	1	 	 
8192	34	1	 	 
8192	35	1	 	 
8193	1	1	 	 
8193	2	1	 	 
8193	3	0	 	 
8193	4	0	 	 
8193	5	1	 	 
8193	6	1	 	 
8193	7	1	 	 
8193	8	1	 	 
8193	9	1	 	 
8193	10	1	 	 
8193	11	1	 	 
8193	12	1	 	 
8193	13	1	 	 
8193	14	1	 	 
8193	15	1	 	 
8193	16	1	 	 
8193	17	0	-77	88
8193	18	1	 	 
8193	19	1	 	 
8193	20	1	 	 
8193	21	0	20	7
8193	22	0	20	7
8193	23	1	 	 
8193	24	1	 	 
8193	25	0	 	 
8193	27	0	20	7
8193	28	88	 	 
8193	29	1	 	 
8193	30	1	 	 
8193	31	1	 	 
8193	32	1	 	 
8193	33	1	 	 
8193	34	1	 	 
8193	35	1	 	 
8198	1	1	 	 
8198	2	1	 	 
8198	3	0	 	 
8198	4	0	 	 
8198	5	0	 	 
8198	6	0	 	 
8198	7	0	 	 
8198	8	0	 	 
8198	9	1	 	 
8198	10	1	 	 
8198	11	1	 	 
8198	12	0	240	11
8198	13	1	 	 
8198	14	1	 	 
8198	15	0	 	 
8198	16	0	240	11
8198	17	1	 	 
8198	18	0	240	11
8198	19	0	240	11
8198	20	0	240	11
8198	21	0	240	11
8198	22	1	 	 
8198	23	1	 	 
8198	24	1	 	 
8198	25	0	 	 
8198	27	0	240	11
8198	28	88	 	 
8198	29	0	240	11
8198	30	1	 	 
8198	31	0	240	11
8198	32	1	 	 
8198	33	1	 	 
8198	34	1	 	 
8198	35	1	 	 
8199	1	0	 	 
8199	2	0	 	 
8199	3	0	 	 
8199	4	0	 	 
8199	5	0	 	 
8199	6	0	 	 
8199	7	0	 	 
8199	8	0	 	 
8199	9	1	 	 
8199	10	1	 	 
8199	11	1	 	 
8199	12	1	 	 
8199	13	1	 	 
8199	14	1	 	 
8199	15	0	 	 
8199	16	0	10	5
8199	17	0	10	5
8199	18	0	10	5
8199	19	0	15	5
8199	20	0	15	5
8199	21	0	15	5
8199	22	0	20	5
8199	23	0	20	5
8199	24	1	 	 
8199	25	0	 	 
8199	27	0	20	5
8199	28	88	 	 
8199	29	0	3	5
8199	30	0	10	1
8199	31	0	10	5
8199	32	1	 	 
8199	33	0	10	1
8199	34	0	10	1
8199	35	0	3	5
8201	1	1	 	 
8201	2	1	 	 
8201	3	0	 	 
8201	4	0	 	 
8201	5	0	 	 
8201	6	1	 	 
8201	7	0	 	 
8201	8	0	 	 
8201	9	1	 	 
8201	10	0	20	1
8201	11	0	 	 
8201	12	0	20	1
8201	13	1	 	 
8201	14	1	 	 
8201	15	0	 	 
8201	16	0	20	1
8201	17	0	20	1
8201	18	0	50	6
8201	19	0	50	6
8201	20	0	50	6
8201	21	0	50	6
8201	22	0	50	6
8201	23	0	20	1
8201	24	0	 	 
8201	25	0	 	 
8201	27	0	50	6
8201	28	88	 	 
8201	29	0	50	6
8201	30	1	 	 
8201	31	0	50	6
8201	32	1	 	 
8201	33	1	 	 
8201	34	1	 	 
8201	35	1	 	 
8202	1	0	 	 
8202	2	1	 	 
8202	3	1	 	 
8202	4	0	 	 
8202	5	0	 	 
8202	6	0	 	 
8202	7	1	 	 
8202	8	0	 	 
8202	9	1	 	 
8202	10	1	 	 
8202	11	0	 	 
8202	12	1	 	 
8202	13	1	 	 
8202	14	1	 	 
8202	15	1	 	 
8202	16	1	 	 
8202	17	1	 	 
8202	18	0	20	6
8202	19	0	20	6
8202	20	0	20	6
8202	21	0	20	6
8202	22	0	20	6
8202	23	0	10	6
8202	24	1	 	 
8202	25	0	 	 
8202	27	0	20	6
8202	28	88	 	 
8202	29	0	20	6
8202	30	1	 	 
8202	31	0	10	6
8202	32	1	 	 
8202	33	1	 	 
8202	34	1	 	 
8202	35	1	 	 
8203	1	1	 	 
8203	2	1	 	 
8203	3	1	 	 
8203	4	0	 	 
8203	5	1	 	 
8203	6	1	 	 
8203	7	1	 	 
8203	8	0	 	 
8203	9	1	 	 
8203	10	1	 	 
8203	11	1	 	 
8203	12	1	 	 
8203	13	1	 	 
8203	14	1	 	 
8203	15	1	 	 
8203	16	1	 	 
8203	17	1	 	 
8203	18	1	 	 
8203	19	1	 	 
8203	20	1	 	 
8203	21	0	660	7
8203	22	1	 	 
8203	23	1	 	 
8203	24	1	 	 
8203	25	0	 	 
8203	27	1	 	 
8203	28	88	 	 
8203	29	1	 	 
8203	30	1	 	 
8203	31	1	 	 
8203	32	1	 	 
8203	33	1	 	 
8203	34	1	 	 
8203	35	1	 	 
8204	1	0	 	 
8204	2	1	 	 
8204	3	0	 	 
8204	4	0	 	 
8204	5	0	 	 
8204	6	1	 	 
8204	7	0	 	 
8204	8	0	 	 
8204	9	1	 	 
8204	10	1	 	 
8204	11	0	 	 
8204	12	0	20	6
8204	13	1	 	 
8204	14	1	 	 
8204	15	1	 	 
8204	16	0	20	6
8204	17	1	 	 
8204	18	0	60	6
8204	19	0	120	6
8204	20	0	120	6
8204	21	0	120	6
8204	22	0	60	6
8204	23	0	60	6
8204	24	1	 	 
8204	25	0	 	 
8204	27	0	120	6
8204	28	88	 	 
8204	29	0	120	6
8204	30	1	 	 
8204	31	1	 	 
8204	32	1	 	 
8204	33	1	 	 
8204	34	1	 	 
8204	35	1	 	 
8205	1	0	 	 
8205	2	1	 	 
8205	3	0	 	 
8205	4	0	 	 
8205	5	0	 	 
8205	6	0	 	 
8205	7	1	 	 
8205	8	0	 	 
8205	9	1	 	 
8205	10	0	45	6
8205	11	0	 	 
8205	12	0	45	6
8205	13	1	 	 
8205	14	1	 	 
8205	15	1	 	 
8205	16	0	45	6
8205	17	1	 	 
8205	18	0	45	6
8205	19	0	45	6
8205	20	0	45	6
8205	21	0	45	6
8205	22	0	45	6
8205	23	0	45	6
8205	24	1	 	 
8205	25	0	 	 
8205	27	0	45	6
8205	28	88	 	 
8205	29	0	45	6
8205	30	1	 	 
8205	31	0	45	6
8205	32	1	 	 
8205	33	1	 	 
8205	34	1	 	 
8205	35	1	 	 
8206	1	0	 	 
8206	2	1	 	 
8206	3	0	 	 
8206	4	0	 	 
8206	5	0	 	 
8206	6	0	 	 
8206	7	1	 	 
8206	8	0	 	 
8206	9	1	 	 
8206	10	0	40	7
8206	11	0	 	 
8206	12	0	40	7
8206	13	1	 	 
8206	14	1	 	 
8206	15	1	 	 
8206	16	0	15	1
8206	17	1	 	 
8206	18	0	40	7
8206	19	0	40	7
8206	20	0	40	7
8206	21	0	40	7
8206	22	0	40	7
8206	23	0	40	7
8206	24	0	 	 
8206	25	0	 	 
8206	27	0	40	7
8206	28	88	 	 
8206	29	0	40	7
8206	30	1	 	 
8206	31	0	40	7
8206	32	1	 	 
8206	33	1	 	 
8206	34	1	 	 
8206	35	1	 	 
8207	1	1	 	 
8207	2	1	 	 
8207	3	0	 	 
8207	4	0	 	 
8207	5	0	 	 
8207	6	1	 	 
8207	7	0	 	 
8207	8	0	 	 
8207	9	0	5	1
8207	10	0	5	1
8207	11	0	 	 
8207	12	0	15	6
8207	13	1	 	 
8207	14	1	 	 
8207	15	1	 	 
8207	16	0	5	1
8207	17	0	5	1
8207	18	0	15	6
8207	19	0	15	6
8207	20	0	180	6
8207	21	0	15	6
8207	22	0	180	6
8207	23	0	5	1
8207	24	1	 	 
8207	25	0	 	 
8207	27	0	15	6
8207	28	88	 	 
8207	29	0	15	6
8207	30	0	5	1
8207	31	0	180	6
8207	32	1	 	 
8207	33	1	 	 
8207	34	0	5	1
8207	35	0	5	1
8209	1	0	 	 
8209	2	1	 	 
8209	3	0	 	 
8209	4	0	 	 
8209	5	0	 	 
8209	6	0	 	 
8209	7	0	 	 
8209	8	0	 	 
8209	9	1	 	 
8209	10	1	 	 
8209	11	0	 	 
8209	12	0	60	6
8209	13	1	 	 
8209	14	1	 	 
8209	15	0	 	 
8209	16	0	60	6
8209	17	0	60	6
8209	18	0	60	6
8209	19	0	60	6
8209	20	0	60	6
8209	21	0	60	6
8209	22	0	60	6
8209	23	0	60	6
8209	24	0	 	 
8209	25	1	 	 
8209	27	0	60	6
8209	28	88	 	 
8209	29	0	60	6
8209	30	1	 	 
8209	31	0	45	1
8209	32	1	 	 
8209	33	1	 	 
8209	34	0	45	1
8209	35	0	45	1
8210	1	0	 	 
8210	2	1	 	 
8210	3	1	 	 
8210	4	0	 	 
8210	5	0	 	 
8210	6	0	 	 
8210	7	0	 	 
8210	8	0	 	 
8210	9	1	 	 
8210	10	0	20	1
8210	11	0	 	 
8210	12	0	20	1
8210	13	0	 	 
8210	14	1	 	 
8210	15	0	 	 
8210	16	0	20	1
8210	17	0	45	1
8210	18	0	45	1
8210	19	0	45	1
8210	20	0	45	1
8210	21	0	45	1
8210	22	0	45	1
8210	23	0	45	1
8210	24	0	 	 
8210	25	0	 	 
8210	27	0	45	1
8210	28	88	 	 
8210	29	0	45	1
8210	30	1	 	 
8210	31	0	45	1
8210	32	1	 	 
8210	33	1	 	 
8210	34	0	20	1
8210	35	0	20	1
8211	1	0	 	 
8211	2	1	 	 
8211	3	0	 	 
8211	4	0	 	 
8211	5	0	 	 
8211	6	0	 	 
8211	7	0	 	 
8211	8	0	 	 
8211	9	1	 	 
8211	10	0	5	1
8211	11	0	 	 
8211	12	0	10	1
8211	13	1	 	 
8211	14	0	 	 
8211	15	1	 	 
8211	16	0	10	5
8211	17	0	10	5
8211	18	0	10	5
8211	19	0	10	5
8211	20	0	10	5
8211	21	0	10	5
8211	22	0	10	5
8211	23	0	10	5
8211	24	0	 	 
8211	25	0	 	 
8211	27	0	10	5
8211	28	88	 	 
8211	29	0	10	5
8211	30	1	 	 
8211	31	0	10	5
8211	32	1	 	 
8211	33	1	 	 
8211	34	0	10	5
8211	35	0	10	5
8212	1	0	 	 
8212	2	1	 	 
8212	3	0	 	 
8212	4	0	 	 
8212	5	0	 	 
8212	6	1	 	 
8212	7	1	 	 
8212	8	0	 	 
8212	9	1	 	 
8212	10	0	20	5
8212	11	0	 	 
8212	12	0	20	5
8212	13	1	 	 
8212	14	1	 	 
8212	15	1	 	 
8212	16	0	20	5
8212	17	0	20	5
8212	18	0	20	5
8212	19	0	20	5
8212	20	0	20	5
8212	21	0	20	5
8212	22	1	 	 
8212	23	0	20	5
8212	24	1	 	 
8212	25	0	 	 
8212	27	0	30	1
8212	28	88	 	 
8212	29	0	20	5
8212	30	1	 	 
8212	31	0	10	5
8212	32	1	 	 
8212	33	0	10	5
8212	34	0	10	5
8212	35	0	10	5
8213	1	0	 	 
8213	2	1	 	 
8213	3	0	 	 
8213	4	0	 	 
8213	5	0	 	 
8213	6	0	 	 
8213	7	0	 	 
8213	8	0	 	 
8213	9	0	60	1
8213	10	0	60	1
8213	11	0	 	 
8213	12	0	120	6
8213	13	1	 	 
8213	14	1	 	 
8213	15	1	 	 
8213	16	0	30	6
8213	17	0	30	6
8213	18	0	120	6
8213	19	0	120	6
8213	20	0	240	6
8213	21	0	120	6
8213	22	0	120	6
8213	23	0	120	6
8213	24	0	 	 
8213	25	0	 	 
8213	27	0	120	6
8213	28	88	 	 
8213	29	0	240	6
8213	30	0	60	1
8213	31	0	120	6
8213	32	0	 	 
8213	33	0	60	1
8213	34	0	30	6
8213	35	0	30	6
8215	1	0	 	 
8215	2	1	 	 
8215	3	1	 	 
8215	4	0	 	 
8215	5	0	 	 
8215	6	0	 	 
8215	7	0	 	 
8215	8	0	 	 
8215	9	1	 	 
8215	10	1	 	 
8215	11	0	 	 
8215	12	1	 	 
8215	13	1	 	 
8215	14	1	 	 
8215	15	1	 	 
8215	16	0	10	7
8215	17	1	 	 
8215	18	0	20	7
8215	19	0	20	7
8215	20	0	20	7
8215	21	0	20	7
8215	22	1	 	 
8215	23	1	 	 
8215	24	1	 	 
8215	25	0	 	 
8215	27	0	20	7
8215	28	88	 	 
8215	29	0	20	7
8215	30	1	 	 
8215	31	0	20	7
8215	32	1	 	 
8215	33	1	 	 
8215	34	1	 	 
8215	35	1	 	 
8216	1	0	 	 
8216	2	1	 	 
8216	3	0	 	 
8216	4	0	 	 
8216	5	0	 	 
8216	6	0	 	 
8216	7	0	 	 
8216	8	1	 	 
8216	9	1	 	 
8216	10	1	 	 
8216	11	1	 	 
8216	12	1	 	 
8216	13	1	 	 
8216	14	1	 	 
8216	15	1	 	 
8216	16	0	5	5
8216	17	1	 	 
8216	18	0	15	6
8216	19	0	15	6
8216	20	0	15	6
8216	21	0	15	6
8216	22	1	 	 
8216	23	0	15	6
8216	24	0	 	 
8216	25	1	 	 
8216	27	0	15	6
8216	28	88	 	 
8216	29	0	15	6
8216	30	1	 	 
8216	31	1	 	 
8216	32	1	 	 
8216	33	1	 	 
8216	34	1	 	 
8216	35	0	8	5
8217	1	1	 	 
8217	2	1	 	 
8217	3	0	 	 
8217	4	0	 	 
8217	5	1	 	 
8217	6	1	 	 
8217	7	0	 	 
8217	8	0	 	 
8217	9	1	 	 
8217	10	1	 	 
8217	11	1	 	 
8217	12	1	 	 
8217	13	1	 	 
8217	14	1	 	 
8217	15	1	 	 
8217	16	0	15	1
8217	17	0	15	1
8217	18	0	15	1
8217	19	0	15	1
8217	20	0	15	1
8217	21	1	 	 
8217	22	1	 	 
8217	23	0	15	1
8217	24	1	 	 
8217	25	0	 	 
8217	27	0	15	1
8217	28	1	 	 
8217	29	0	15	1
8217	30	1	 	 
8217	31	1	 	 
8217	32	1	 	 
8217	33	1	 	 
8217	34	1	 	 
8217	35	1	 	 
8219	1	0	 	 
8219	2	0	 	 
8219	3	1	 	 
8219	4	0	 	 
8219	5	1	 	 
8219	6	0	 	 
8219	7	0	 	 
8219	8	1	 	 
8219	9	0	5	7
8219	10	1	 	 
8219	11	1	 	 
8219	12	1	 	 
8219	13	1	 	 
8219	14	1	 	 
8219	15	1	 	 
8219	16	0	10	7
8219	17	1	 	 
8219	18	0	10	7
8219	19	0	5	7
8219	20	0	10	7
8219	21	0	10	7
8219	22	1	 	 
8219	23	0	5	7
8219	24	1	 	 
8219	25	0	 	 
8219	27	1	 	 
8219	28	88	 	 
8219	29	0	10	7
8219	30	0	5	1
8219	31	0	5	1
8219	32	1	 	 
8219	33	0	5	1
8219	34	0	5	7
8219	35	0	10	7
8220	1	0	 	 
8220	2	1	 	 
8220	3	1	 	 
8220	4	0	 	 
8220	5	1	 	 
8220	6	0	 	 
8220	7	1	 	 
8220	8	0	 	 
8220	9	1	 	 
8220	10	1	 	 
8220	11	1	 	 
8220	12	1	 	 
8220	13	1	 	 
8220	14	1	 	 
8220	15	1	 	 
8220	16	1	 	 
8220	17	1	 	 
8220	18	0	60	7
8220	19	1	 	 
8220	20	0	60	7
8220	21	0	60	7
8220	22	1	 	 
8220	23	1	 	 
8220	24	1	 	 
8220	25	1	 	 
8220	27	0	60	7
8220	28	1	 	 
8220	29	0	60	7
8220	30	0	60	7
8220	31	0	60	7
8220	32	1	 	 
8220	33	1	 	 
8220	34	1	 	 
8220	35	1	 	 
8223	1	1	 	 
8223	2	1	 	 
8223	3	0	 	 
8223	4	0	 	 
8223	5	0	 	 
8223	6	0	 	 
8223	7	0	 	 
8223	8	0	 	 
8223	9	1	 	 
8223	10	1	 	 
8223	11	1	 	 
8223	12	1	 	 
8223	13	1	 	 
8223	14	1	 	 
8223	15	0	 	 
8223	16	0	10	6
8223	17	0	5	6
8223	18	0	5	6
8223	19	0	15	6
8223	20	0	15	6
8223	21	0	15	6
8223	22	0	15	6
8223	23	0	30	6
8223	24	1	 	 
8223	25	0	 	 
8223	27	0	30	6
8223	28	88	 	 
8223	29	0	30	6
8223	30	0	15	6
8223	31	0	5	6
8223	32	1	 	 
8223	33	0	15	6
8223	34	0	15	6
8223	35	0	15	6
8226	1	1	 	 
8226	2	1	 	 
8226	3	0	 	 
8226	4	0	 	 
8226	5	0	 	 
8226	6	0	 	 
8226	7	0	 	 
8226	8	0	 	 
8226	9	1	 	 
8226	10	1	 	 
8226	11	1	 	 
8226	12	1	 	 
8226	13	1	 	 
8226	14	1	 	 
8226	15	1	 	 
8226	16	1	 	 
8226	17	1	 	 
8226	18	0	25	6
8226	19	0	15	6
8226	20	0	25	6
8226	21	0	25	6
8226	22	1	 	 
8226	23	0	25	6
8226	24	1	 	 
8226	25	0	 	 
8226	27	0	25	6
8226	28	88	 	 
8226	29	0	25	6
8226	30	1	 	 
8226	31	1	 	 
8226	32	1	 	 
8226	33	1	 	 
8226	34	0	10	6
8226	35	1	 	 
8227	1	0	 	 
8227	2	1	 	 
8227	3	0	 	 
8227	4	0	 	 
8227	5	0	 	 
8227	6	0	 	 
8227	7	0	 	 
8227	8	0	 	 
8227	9	1	 	 
8227	10	0	5	1
8227	11	0	 	 
8227	12	0	10	1
8227	13	0	 	 
8227	14	0	 	 
8227	15	0	 	 
8227	16	0	15	1
8227	17	0	15	6
8227	18	0	15	6
8227	19	0	30	6
8227	20	0	30	6
8227	21	0	30	6
8227	22	0	30	6
8227	23	0	30	6
8227	24	1	 	 
8227	25	0	 	 
8227	27	0	15	6
8227	28	88	 	 
8227	29	0	30	6
8227	30	1	 	 
8227	31	0	15	1
8227	32	88	 	 
8227	33	0	10	1
8227	34	0	10	1
8227	35	0	10	1
8228	1	1	 	 
8228	2	1	 	 
8228	3	1	 	 
8228	4	0	 	 
8228	5	0	 	 
8228	6	0	 	 
8228	7	0	 	 
8228	8	0	 	 
8228	9	1	 	 
8228	10	1	 	 
8228	11	0	 	 
8228	12	0	40	7
8228	13	1	 	 
8228	14	1	 	 
8228	15	0	 	 
8228	16	0	40	7
8228	17	0	40	7
8228	18	0	40	7
8228	19	0	40	7
8228	20	0	40	7
8228	21	0	40	7
8228	22	0	40	7
8228	23	0	40	7
8228	24	1	 	 
8228	25	0	 	 
8228	27	0	40	7
8228	28	88	 	 
8228	29	0	40	7
8228	30	1	 	 
8228	31	0	40	9
8228	32	1	 	 
8228	33	1	 	 
8228	34	0	40	7
8228	35	0	40	7
8232	1	0	 	 
8232	2	1	 	 
8232	3	1	 	 
8232	4	0	 	 
8232	5	1	 	 
8232	6	0	 	 
8232	7	1	 	 
8232	8	1	 	 
8232	9	1	 	 
8232	10	1	 	 
8232	11	1	 	 
8232	12	1	 	 
8232	13	1	 	 
8232	14	1	 	 
8232	15	1	 	 
8232	16	0	180	6
8232	17	1	 	 
8232	18	0	180	6
8232	19	0	180	6
8232	20	0	180	6
8232	21	1	 	 
8232	22	0	180	6
8232	23	0	180	6
8232	24	1	 	 
8232	25	0	 	 
8232	27	0	550	6
8232	28	88	 	 
8232	29	1	 	 
8232	30	1	 	 
8232	31	0	180	6
8232	32	1	 	 
8232	33	1	 	 
8232	34	1	 	 
8232	35	1	 	 
8236	1	1	 	 
8236	2	0	 	 
8236	3	0	 	 
8236	4	0	 	 
8236	5	0	 	 
8236	6	0	 	 
8236	7	0	 	 
8236	8	0	 	 
8236	9	1	 	 
8236	10	0	31	7
8236	11	0	 	 
8236	12	0	30	7
8236	13	1	 	 
8236	14	1	 	 
8236	15	0	 	 
8236	16	0	30	7
8236	17	1	 	 
8236	18	0	90	7
8236	19	0	90	7
8236	20	0	90	7
8236	21	0	90	7
8236	22	0	90	7
8236	23	0	30	7
8236	24	0	 	 
8236	25	0	 	 
8236	27	0	90	7
8236	28	88	 	 
8236	29	0	90	7
8236	30	0	30	7
8236	31	1	 	 
8236	32	1	 	 
8236	33	1	 	 
8236	34	1	 	 
8236	35	0	30	7
8237	1	0	 	 
8237	2	1	 	 
8237	3	0	 	 
8237	4	0	 	 
8237	5	0	 	 
8237	6	0	 	 
8237	7	0	 	 
8237	8	0	 	 
8237	9	1	 	 
8237	10	0	60	1
8237	11	0	 	 
8237	12	0	60	1
8237	13	1	 	 
8237	14	0	 	 
8237	15	0	 	 
8237	16	0	60	1
8237	17	0	60	1
8237	18	0	60	1
8237	19	0	60	1
8237	20	0	60	1
8237	21	0	60	1
8237	22	0	-88	88
8237	23	0	-88	88
8237	24	0	 	 
8237	25	0	 	 
8237	27	0	-88	88
8237	28	88	 	 
8237	29	0	60	1
8237	30	0	60	1
8237	31	0	60	1
8237	32	1	 	 
8237	33	0	60	1
8237	34	0	60	1
8237	35	0	60	1
8239	1	0	 	 
8239	2	0	 	 
8239	3	0	 	 
8239	4	0	 	 
8239	5	1	 	 
8239	6	0	 	 
8239	7	0	 	 
8239	8	0	 	 
8239	9	1	 	 
8239	10	1	 	 
8239	11	0	 	 
8239	12	0	120	6
8239	13	0	 	 
8239	14	1	 	 
8239	15	0	 	 
8239	16	0	90	6
8239	17	1	 	 
8239	18	0	90	6
8239	19	0	120	6
8239	20	0	120	6
8239	21	0	120	6
8239	22	0	120	6
8239	23	0	90	6
8239	24	1	 	 
8239	25	0	 	 
8239	27	0	120	6
8239	28	88	 	 
8239	29	0	120	6
8239	30	1	 	 
8239	31	0	120	6
8239	32	1	 	 
8239	33	1	 	 
8239	34	1	 	 
8239	35	1	 	 
8248	1	0	 	 
8248	2	1	 	 
8248	3	0	 	 
8248	4	0	 	 
8248	5	0	 	 
8248	6	0	 	 
8248	7	0	 	 
8248	8	0	 	 
8248	9	0	5	1
8248	10	0	5	1
8248	11	0	 	 
8248	12	0	5	1
8248	13	1	 	 
8248	14	1	 	 
8248	15	1	 	 
8248	16	0	5	1
8248	17	0	5	1
8248	18	0	5	1
8248	19	0	5	1
8248	20	0	240	6
8248	21	0	5	1
8248	22	0	5	1
8248	23	0	5	1
8248	24	0	 	 
8248	25	0	 	 
8248	27	0	5	1
8248	28	88	 	 
8248	29	0	240	6
8248	30	1	 	 
8248	31	0	5	1
8248	32	1	 	 
8248	33	0	5	1
8248	34	0	5	1
8248	35	0	5	1
8250	1	0	 	 
8250	2	1	 	 
8250	3	0	 	 
8250	4	0	 	 
8250	5	0	 	 
8250	6	0	 	 
8250	7	0	 	 
8250	8	0	 	 
8250	9	1	 	 
8250	10	0	60	6
8250	11	0	 	 
8250	12	0	60	6
8250	13	0	 	 
8250	14	0	 	 
8250	15	0	 	 
8250	16	0	60	6
8250	17	0	60	6
8250	18	0	60	6
8250	19	0	60	6
8250	20	0	60	6
8250	21	0	60	6
8250	22	0	60	6
8250	23	0	60	6
8250	24	0	 	 
8250	25	0	 	 
8250	27	0	60	6
8250	28	88	 	 
8250	29	0	60	6
8250	30	1	 	 
8250	31	1	 	 
8250	32	0	 	 
8250	33	1	 	 
8250	34	0	60	6
8250	35	0	60	88
8251	1	0	 	 
8251	2	0	 	 
8251	3	88	 	 
8251	4	88	 	 
8251	5	0	 	 
8251	6	0	 	 
8251	7	0	 	 
8251	8	0	 	 
8251	9	1	 	 
8251	10	1	 	 
8251	11	1	 	 
8251	12	0	40	6
8251	13	1	 	 
8251	14	1	 	 
8251	15	0	 	 
8251	16	0	40	6
8251	17	0	40	6
8251	18	0	40	6
8251	19	0	40	6
8251	20	0	40	6
8251	21	0	50	6
8251	22	0	40	6
8251	23	0	50	6
8251	24	1	 	 
8251	25	0	 	 
8251	27	0	50	6
8251	28	88	 	 
8251	29	0	40	6
8251	30	1	 	 
8251	31	1	 	 
8251	32	1	 	 
8251	33	1	 	 
8251	34	1	 	 
8251	35	1	 	 
8254	1	0	 	 
8254	2	1	 	 
8254	3	0	 	 
8254	4	0	 	 
8254	5	0	 	 
8254	6	0	 	 
8254	7	0	 	 
8254	8	0	 	 
8254	9	1	 	 
8254	10	1	 	 
8254	11	1	 	 
8254	12	1	 	 
8254	13	1	 	 
8254	14	1	 	 
8254	15	1	 	 
8254	16	0	5	1
8254	17	0	5	6
8254	18	0	5	6
8254	19	0	5	6
8254	20	0	5	6
8254	21	0	5	6
8254	22	0	5	6
8254	23	0	5	6
8254	24	1	 	 
8254	25	0	 	 
8254	27	0	5	6
8254	28	88	 	 
8254	29	1	 	 
8254	30	1	 	 
8254	31	1	 	 
8254	32	1	 	 
8254	33	0	5	1
8254	34	0	5	6
8254	35	0	5	6
8255	1	1	 	 
8255	2	1	 	 
8255	3	0	 	 
8255	4	0	 	 
8255	5	0	 	 
8255	6	0	 	 
8255	7	1	 	 
8255	8	0	 	 
8255	9	1	 	 
8255	10	1	 	 
8255	11	1	 	 
8255	12	1	 	 
8255	13	1	 	 
8255	14	1	 	 
8255	15	1	 	 
8255	16	1	 	 
8255	17	1	 	 
8255	18	1	 	 
8255	19	1	 	 
8255	20	1	 	 
8255	21	1	 	 
8255	22	1	 	 
8255	23	1	 	 
8255	24	1	 	 
8255	25	0	 	 
8255	27	0	15	6
8255	28	88	 	 
8255	29	1	 	 
8255	30	1	 	 
8255	31	1	 	 
8255	32	1	 	 
8255	33	1	 	 
8255	34	1	 	 
8255	35	1	 	 
8257	1	0	 	 
8257	2	1	 	 
8257	3	0	 	 
8257	4	0	 	 
8257	5	0	 	 
8257	6	0	 	 
8257	7	0	 	 
8257	8	0	 	 
8257	9	1	 	 
8257	10	1	 	 
8257	11	1	 	 
8257	12	1	 	 
8257	13	1	 	 
8257	14	1	 	 
8257	15	0	 	 
8257	16	0	25	6
8257	17	0	25	6
8257	18	0	25	6
8257	19	0	25	6
8257	20	0	25	6
8257	21	0	25	6
8257	22	1	 	 
8257	23	0	25	6
8257	24	1	 	 
8257	25	0	 	 
8257	27	0	25	6
8257	28	0	-88	88
8257	29	0	25	6
8257	30	1	 	 
8257	31	0	5	1
8257	32	1	 	 
8257	33	0	5	1
8257	34	0	5	1
8257	35	0	15	1
8258	1	0	 	 
8258	2	1	 	 
8258	3	0	 	 
8258	4	0	 	 
8258	5	0	 	 
8258	6	0	 	 
8258	7	0	 	 
8258	8	0	 	 
8258	9	0	10	1
8258	10	0	10	1
8258	11	0	 	 
8258	12	0	10	1
8258	13	1	 	 
8258	14	0	 	 
8258	15	0	 	 
8258	16	0	10	1
8258	17	0	10	1
8258	18	0	10	1
8258	19	0	10	1
8258	20	0	10	1
8258	21	0	10	1
8258	22	0	10	1
8258	23	0	10	1
8258	24	0	 	 
8258	25	0	 	 
8258	27	0	10	1
8258	28	88	 	 
8258	29	0	10	1
8258	30	0	10	1
8258	31	0	10	1
8258	32	0	 	 
8258	33	0	10	1
8258	34	0	10	1
8258	35	0	10	1
8259	1	0	 	 
8259	2	0	 	 
8259	3	0	 	 
8259	4	0	 	 
8259	5	0	 	 
8259	6	0	 	 
8259	7	0	 	 
8259	8	0	 	 
8259	9	0	10	6
8259	10	0	5	1
8259	11	0	 	 
8259	12	0	5	1
8259	13	1	 	 
8259	14	0	 	 
8259	15	1	 	 
8259	16	0	10	6
8259	17	0	10	6
8259	18	0	10	6
8259	19	0	10	6
8259	20	0	10	6
8259	21	0	10	6
8259	22	0	10	6
8259	23	0	10	6
8259	24	1	 	 
8259	25	0	 	 
8259	27	0	10	6
8259	28	88	 	 
8259	29	0	10	6
8259	30	0	10	6
8259	31	0	10	6
8259	32	1	 	 
8259	33	0	10	6
8259	34	0	10	6
8259	35	0	10	6
8260	1	0	 	 
8260	2	1	 	 
8260	3	0	 	 
8260	4	0	 	 
8260	5	1	 	 
8260	6	0	 	 
8260	7	0	 	 
8260	8	0	 	 
8260	9	1	 	 
8260	10	1	 	 
8260	11	1	 	 
8260	12	1	 	 
8260	13	1	 	 
8260	14	1	 	 
8260	15	1	 	 
8260	16	0	10	6
8260	17	0	10	6
8260	18	0	10	6
8260	19	0	10	6
8260	20	0	10	6
8260	21	0	10	6
8260	22	0	8	1
8260	23	0	15	6
8260	24	0	 	 
8260	25	0	 	 
8260	27	0	10	6
8260	28	88	 	 
8260	29	0	8	1
8260	30	1	 	 
8260	31	0	7	1
8260	32	1	 	 
8260	33	1	 	 
8260	34	0	7	1
