PLACEID	ANFDIDR4	ITEM	PRICE	ACCOUNT
8348	2	HUEVO	0,3	2
8348	3	LECHE	3,3	2
8349	1	POLLO	9	1
8349	2	PESCADO	8	1
8349	3	HUEVO	0,3	2
8350	1	PESCADO TILAPIA	10	1
8350	2	CARNE DE RES	8	1
8350	3	POLLO	10,5	1
8353	1	PESCADO	10	1
8353	2	POLLO	9,5	1
8353	3	CARNE	11	1
8357	1	POLLO	9	1
8357	2	PESCADO	10	1
8357	3	LECHE	3,2	2
8358	1	POLLO	9	1
8358	2	CARNE DE RES	10	1
8358	3	PESCADO	8	1
8360	1	PESCADO (PAICHE)	20	1
8360	2	POLLO	7	1
8360	3	LECHE	3	4
8362	1	POLLO	11	1
8362	2	PESCADO	8	1
8362	3	RES	10	1
8364	1	POLLO	7,6	1
8364	2	CARNE	18	1
8364	3	PESCADO	7	1
8365	1	POLLO	7,5	1
8365	2	ARROZ	2,4	1
8365	3	FIDEOS	3,6	1
8366	1	POLLO	8	1
8366	2	PESCADO	8	1
8366	3	LECHE	3	2
8367	1	POLLO	7,5	1
8367	2	HUEVOS	5,5	1
8367	3	PESCADO	6	1
8368	1	POLLO	7,5	1
8368	2	HUEVOS	5	1
8368	3	PESCADO	7	1
8369	1	POLLO	7,8	1
8369	2	LECHE	3	4
8369	3	HUEVO	5,5	1
8370	1	POLLO	7	1
8370	2	CARNE DE RES	15	1
8370	3	PESCADO	6	1
8371	1	POLLO	7,8	1
8371	2	PESCADO	7	1
8371	3	CARNE DE RES	16	1
8372	1	POLLO	9,5	1
8372	2	PESCADO	7	1
8372	3	CHANCHO	10	1
8373	1	POLLO	8,5	1
8373	2	PESCADO	7	1
8373	3	CARNE DE RES	14	1
8374	1	POLLO	8	1
8374	2	HUEVO	4,5	1
8374	3	CARNE	8	1
8375	1	POLLO	7,5	1
8375	2	HUEVO	5,5	1
8375	3	PESCADO	7	1
8376	1	POLLO	6,4	1
8376	2	HUEVO	5,3	1
8376	3	LECHE	2,9	4
8377	1	POLLO	7	1
8377	2	CARNE	16	1
8377	3	PESCADO	10	1
8378	1	POLLO	6,5	1
8378	2	LECHE	2,8	4
8378	3	PESCADO	6	1
8379	1	POLLO	7,8	1
8379	2	HUEVO	5	1
8379	3	LECHE	3	2
8380	1	POLLO	7	1
8380	2	PESCADO	10	1
8380	3	CARNE DE RES	12	1
8381	1	POLLO	7	1
8381	2	PESCADO	10	1
8381	3	HUEVO	6	1
8382	1	POLLO	7	1
8382	2	CARNE DE RES	14	1
8382	3	HUEVOS	5	1
8383	1	POLLO	7,5	1
8383	2	PESCADO	8	1
8383	3	LECHE	2,8	4
8384	1	POLLO	6,5	1
8384	2	HUEVOS	5	1
8384	3	LECHE	2,9	4
8385	1	POLLO	7	1
8385	2	CARNE	12	1
8385	3	HUEVOS	5	1
8386	1	POLLO	5,8	1
8386	2	PESCADO	7	1
8386	3	CARNE DE RES	12	1
8387	1	POLLO	7	1
8387	2	QUESO	14	1
8387	3	HUEVO	6	1
8388	1	POLLO	7,5	1
8388	2	PESCADO	25	1
8388	3	CARNE	27	1
8389	1	CARNE DE CUY	20	1
8389	2	POLLO	8	1
8389	3	PESCADO	4	1
8390	1	POLLO	7	1
8390	2	HUEVO	5	1
8390	3	PESCADO	10	1
8391	1	HUEVO	5,6	1
8391	2	POLLO	8,7	1
8391	3	PESCADO	8	1
8392	1	POLLO	7,5	1
8392	2	HUEVO	5	1
8392	3	LECHE	3	2
8393	1	POLLO	6,8	1
8393	2	HUEVO	4,5	1
8393	3	PESCADO	7	1
8394	1	POLLO	6	1
8394	2	PESCADO	6	1
8394	3	LECHE	2,9	4
8395	1	POLLO	5,7	1
8395	2	PESCADO	6	1
8395	3	RES	11	1
8396	1	POLLO	7	1
8396	2	LECHE	2,9	4
8396	3	CARNE DE RES	12	1
8397	1	POLLO	8	1
8397	2	MENUDENCIA DE POLLO	3,5	1
8397	3	HUEVOS	4,5	1
8398	1	POLLO	6,8	1
8398	2	PESCADO	7	1
8398	3	LECHE	3	4
8399	1	POLLO	7	1
8399	2	HUEVO	4,8	1
8399	3	PESCADO	6	1
8402	1	POLLO	8,6	1
8402	2	CARNE DE RES	9	1
8402	3	CARNE DE CHANCHO	7	1
8403	1	CARNE DE RES	14	1
8403	2	CARNE DE CHIVO	9	1
8403	3	POLLO	9	1
8404	1	HUEVO	7,5	1
8404	2	QUESO	12	1
8404	3	CARNE	10	1
8405	1	PESCADO	7	1
8405	2	POLLO	8	1
8405	3	QUESO	14	1
8406	1	POLLO	8	1
8406	2	CABRITO	12	1
8406	3	HUEVO	4,8	1
8407	1	HUEVOS	5	1
8407	2	QUESO	8	1
8407	3	GALLINA	12	1
8408	1	POLLO	10	1
8408	2	CARNE DE RES	14	1
8408	3	PESCADO	10	1
8409	1	POLLO	10	1
8409	2	HUEVO	5	1
8409	3	LECHE	1,5	3
8410	1	POLLO	7	1
8410	2	PESCADO	8	1
8410	3	HUEVO	5,6	1
8411	1	HUEVO	5	1
8411	2	MENUDENCIA POLLO	5	1
8411	3	CARNE	12	1
8412	1	PESCADO	10	1
8412	2	LECHE	3	2
8412	3	HUEVO	0,4	2
8413	1	POLLO	8	1
8413	2	HUEVOS	5	1
8413	3	LECHE	3,1	2
8414	1	POLLO	9	1
8414	2	CARNE DE RES	10	1
8414	3	HUEVOS	4,8	1
8415	1	CHANCHO	8	1
8415	2	POLLO	9	1
8415	3	HUEVOS	0,3	2
8416	1	POLLO	10	1
8416	2	GALLINA	15	1
8416	3	CHANCHO	10	1
8417	1	GALLINA	25	2
8417	2	CHANCHO	10	1
8417	3	CUY	15	2
8418	1	GALLINA DE CORRAL	35	2
8418	2	CUY	20	2
8418	3	HUEVO	0,5	2
8419	1	HUEVOS	0,3	2
8419	2	QUESO	12	1
8419	3	CARNE DE RES	8	1
8420	1	QUESO	2	2
8420	2	HUEVOS	0,5	2
8420	3	POLLO	9	1
8421	1	HUEVO	0,3	2
8421	2	POLLO	12	1
8422	1	POLLO	10	1
8422	2	CARNE DE RES	10	1
8422	3	QUESO	10	1
8423	1	CARNE DE MONTE	15	1
8423	2	GALLINA	30	2
8423	3	HUEVOS	0,3	2
8424	1	POLLO	9	1
8424	2	CARNE DE RES	10	1
8424	3	LECHE	1,5	3
8425	1	GALLINA	9	1
8425	2	CUY	10	2
8425	3	CARNE DE CHANCHO	12	1
8426	1	POLLO	6	1
8426	2	CHANCHO	12	1
8426	3	PESCADO	9	1
8427	1	POLLO	8	1
8427	2	HUEVO	0,25	2
8427	3	PESCADO BOQUICHICO	8	1
8428	1	POLLO	10	1
8428	2	PESCADO DONCELLA	10	1
8428	3	HUEVO	0,3	2
8429	1	GALLINA	15	1
8429	2	HUEVO	0,5	2
8429	3	CARNE  DE CHANCHO	8	1
8430	1	POLLO	9	1
8430	2	LECHE	1	3
8430	3	HUEVOS	5	1
8431	1	POLLO	7	1
8431	2	LECHE	3	2
8431	3	PLATANO	0,25	2
8432	1	POLLO	8	1
8432	2	CARNE	14	1
8432	3	PESCADO	6	1
8433	1	POLLO	9	1
8433	2	HUEVO	6	1
8433	3	QUESO	20	1
8434	1	POLLO	6,7	1
8434	2	HUEVO	5,5	1
8434	3	LECHE	2,7	2
8435	1	POLLO	7	1
8435	2	PESCADO	8	1
8435	3	CARNE	14	1
8436	1	POLLO	7	1
8436	2	PESCADO	7	1
8436	3	HUEVOS	5	1
8437	1	POLLO	7	1
8437	2	HUEVO	5	1
8437	3	PESCADO	6	1
8438	1	POLLO	7	1
8438	2	PESCADO	6	1
8438	3	HUEVO	4,5	1
8439	1	POLLO	6,5	1
8439	2	HUEVO	5,5	1
8439	3	PESCADO	5	1
8440	1	POLLO	5,8	1
8440	2	PESCADO	6	1
8440	3	HUEVO	4,8	1
8441	1	POLLO	6,3	1
8441	2	PESCADO	7	1
8441	3	LECHE	3,2	4
8442	1	POLLO	5,8	1
8442	2	RES	12	1
8442	3	PESCADO	7	1
8443	1	POLLO	6	1
8443	2	RES	11	1
8443	3	PESCADO	6	1
8444	1	POLLO	5,7	1
8444	2	RES	11	1
8444	3	LECHE	2,9	4
8445	1	POLLO	5,7	1
8445	2	PESCADO	5,5	1
8445	3	CARNE DE RES	11	1
8447	1	POLLO	5,7	1
8447	2	PESCADO	5,5	1
8447	3	HUEVOS	4,7	1
8448	1	POLLO	6,5	1
8448	2	PESCADO	8	1
8448	3	HUEVO	5	1
8449	1	POLLO	5,8	1
8449	2	PESCADO	6	1
8449	3	RES	10	1
8501	1	POLLO	8	1
8501	2	PESCADO	7	1
8501	3	HUEVOS	5,5	1
8502	1	POLLO	9	1
8502	2	HUEVO	5,2	1
8502	3	PESCADO	7	1
8503	1	POLLO	8	1
8503	2	LECHE	1,2	2
8503	3	HUEVO	8,5	1
8504	1	POLLO	8	1
8504	2	PESCADO	7	1
8504	3	CARNE DE	12	1
8505	1	POLLO	8	1
8505	2	CARNE DE RES	12	1
8505	3	LECHE	2,7	2
8506	1	PESCADO	6	1
8506	2	HUEVO	0,4	2
8506	3	POLLO	8	1
8507	1	LECHE	3,6	4
8507	2	CARNERO	12	1
8507	3	POLLO	9,5	1
8508	1	POLLO	10	1
8508	2	CARNERO	10	1
8508	3	PESCADO	8	1
8509	1	POLLO	8	1
8509	2	CHANCHO	7,5	1
8509	3	HUEVO	5	1
8510	1	POLLO	7	1
8510	2	HUEVO	3,8	1
8510	3	LECHE	2,5	2
8511	1	POLLO	9,5	1
8511	2	HUEVO	5,5	1
8511	3	LECHE	3	4
8512	1	POLLO	9	1
8512	2	HUEVO	5,6	1
8512	3	LECHE	3	2
8513	1	POLLO	7,5	1
8513	2	HUEVOS	5,5	1
8513	3	LECHE	3,5	4
8514	1	POLLO	8	1
8514	2	HUEVOS	5,5	1
8514	3	PESCADO	7	1
8515	1	POLLO	8	1
8515	2	HUEVOS	5,2	1
8515	3	PESCADO	6	1
8516	1	POLLO	5,5	1
8516	2	CARNERO	12	1
8516	3	RES	14	1
8517	1	POLLO	7	1
8517	2	PESCADO	8	1
8517	3	LECHE	3	2
8518	1	POLLO	8,5	1
8518	2	CERDO	12	1
8518	3	CARNE DE RES	8	1
8519	1	CARNE DE CARNERO	8	1
8519	2	CARNE DE RES	9	1
8519	3	GALLINA	30	2
8520	1	POLLO	9	1
8520	2	PESCADO	7	1
8520	3	HUEVO	6	1
8521	1	POLLO	8	1
8521	2	PESCADO	8	1
8521	3	CARNE DE RES	12	1
8522	1	CARNE	12	1
8522	2	POLLO	10	1
8522	3	PESCADO	8	1
8523	1	POLLO	8,5	1
8523	2	QUESO	12	1
8523	3	CARNE	13	1
8601	1	POLLO	8	1
8601	2	QUESO	12	1
8601	3	CARNE	10	1
8602	1	CORDERO	13	1
8602	2	GALLINA	20	2
8602	3	HISPE (PEZ)	4	1
8603	1	POLLO	10	1
8603	2	CARNE	-77	1
8603	3	QUESO	-77	1
8604	1	POLLO	9	1
8604	2	HUEVOS	15	1
8604	3	LECHE	3	2
8605	1	POLLO	20	2
8605	2	CARNE DE RES	12	1
8605	3	HUEVO	5,5	1
8606	1	CARNE DE ALPACA	8	1
8606	2	CARNE DE OVEJA	10	1
8606	3	LECHE FRESCA	1,5	3
8607	1	CARNE	9	1
8607	2	QUESO	12	1
8607	3	HUEVOS	4	1
8608	1	POLLO	8	1
8608	2	HUEVO	5	1
8608	3	LECHE8	3	4
8609	1	POLLO	8,5	1
8609	2	HUEVOS	5,4	1
8609	3	LECHE	3	4
8610	1	POLLO	9	1
8610	2	CARNE	11	1
8610	3	HUEVO	6	1
8611	1	POLLO	8	1
8611	2	CARNE	9	1
8611	3	QUESO	8	1
8612	1	POLLO	6,8	1
8612	2	HUEVOS	5	1
8612	3	CARNES	8,7	1
8613	1	POLLO	8,5	1
8613	2	CARNDE DE RES	10	1
8613	3	HUEVOS	5,4	1
8614	1	POLLO	8	1
8614	2	RES	10	1
8614	3	OVINOS	12	1
8615	1	CARNE DE RES	11	1
8615	2	POLLO	8,5	1
8615	3	HUEVO	4	1
8616	1	POLLO	8	1
8616	2	HUEVO	5	1
8616	3	CARNE DE RES	13	1
8617	1	HUEVO	5,5	1
8617	2	RES	10	1
8617	3	PESCADO	8	1
8618	1	POLLO	8,5	1
8618	2	CARNE DE RES	10	1
8618	3	HUEVOS	5,5	1
8619	1	QUESO	10	1
8619	2	POLLO	10,8	1
8619	3	CAMARONES	30	1
8620	1	POLLO	9	1
8620	2	CARNE	10,5	1
8620	3	HUEVO	4,8	1
8621	1	CARNE	10	1
8621	2	POLLO	7,2	1
8621	3	PESCADO	5	1
8622	1	CARNE	9,5	1
8622	2	LECHE	1,5	3
8622	3	HUEVO	6	1
8623	1	CARNE DE RES	7	1
8623	2	POLLO	12	1
8623	3	QUESO	13	1
8624	1	POLLO	9	1
8624	2	CARNE	14	1
8624	3	HUEVOS	5,5	1
8625	1	POLLO	8,5	1
8625	2	CARNE	12	1
8625	3	HUEVO	5	1
8626	1	POLLO	10	1
8626	2	HUEVOS	6	1
8626	3	PESCADOS	7	1
8627	1	HUEVO	4	1
8627	2	POLLO	8,5	1
8627	3	LECHE	3	2
8628	1	POLLO	9	1
8628	2	HUEVO	3,5	1
8628	3	CARNE DE RES	9,5	1
8629	1	POLLO	8	1
8629	2	PESCADO	8	1
8629	3	CARNE	12	1
8630	1	POLLO	8,5	1
8630	2	HUEVO	5,5	1
8630	3	CARNE	10,5	1
8631	1	POLLO	7,5	1
8631	2	HUEVOS	5,5	1
8631	3	LECHE	3	4
8632	1	POLLO	7,5	1
8632	2	HUEVO	5	1
8632	3	QUESO	10	1
8633	1	POLLO	8	1
8633	2	HUEVO	5	1
8633	3	LECHE	3	4
8634	1	CARNE DE RES	11	1
8634	2	QUESO	8	1
8634	3	POLLO	8	1
8635	1	POLLO	7,2	1
8635	2	CARNE	8,5	1
8635	3	QUESO	10	1
8636	1	LECHE	1,8	3
8636	2	HUEVO	6	1
8636	3	QUESO	8	1
8637	1	POLLO	9	1
8637	2	CARNE DE RES	10	1
8637	3	HUEVOS	5	1
8638	1	POLLO	9,5	1
8638	2	PESCADO	6,5	1
8638	3	HUEVO	5	1
8639	1	LECHE	2	3
8639	2	QUESO	18	1
8639	3	POLLO	11	1
8640	1	POLLO	10	1
8640	2	CARNE	10	1
8640	3	PESCADO	8	1
8641	1	POLLO	10	1
8641	2	CARNE	8	1
8641	3	PESCADO	8	1
8642	1	LECHE	3	4
8642	2	POLLO	9	1
8642	3	CARNE DE RES	14	1
8643	1	POLLO	8,5	1
8643	2	RES	14	1
8643	3	PESCADO	10	1
