PLACEID	PLPRIDR4	PRBAFCT
8040	1	0
8040	2	0
8040	3	0
8040	4	2
8040	5	0
8040	6	1
8040	7	0
8040	8	1
8040	9	0
8040	10	0
8040	11	0
8040	12	1
8040	13	0
8040	14	1
8040	15	88
8041	1	0
8041	2	0
8041	3	1
8041	4	2
8041	5	0
8041	6	0
8041	7	0
8041	8	2
8041	9	0
8041	10	0
8041	11	0
8041	12	0
8041	13	0
8041	14	2
8041	15	0
8046	1	0
8046	2	0
8046	3	0
8046	4	0
8046	5	0
8046	6	1
8046	7	0
8046	8	2
8046	9	2
8046	10	0
8046	11	2
8046	12	0
8046	13	0
8046	14	1
8046	15	0
8048	1	88
8048	2	88
8048	3	0
8048	4	1
8048	5	88
8048	6	1
8048	7	1
8048	8	0
8048	9	2
8048	10	88
8048	11	0
8048	12	0
8048	13	88
8048	14	0
8048	15	88
8059	1	88
8059	2	88
8059	3	2
8059	4	0
8059	5	88
8059	6	88
8059	7	88
8059	8	2
8059	9	88
8059	10	88
8059	11	1
8059	12	0
8059	13	2
8059	14	88
8059	15	88
8060	1	88
8060	2	88
8060	3	88
8060	4	88
8060	5	88
8060	6	88
8060	7	88
8060	8	0
8060	9	88
8060	10	88
8060	11	0
8060	12	88
8060	13	0
8060	14	88
8060	15	88
8062	1	0
8062	2	0
8062	3	0
8062	4	0
8062	5	0
8062	6	0
8062	7	0
8062	8	1
8062	9	1
8062	10	0
8062	11	0
8062	12	0
8062	13	0
8062	14	1
8062	15	0
8064	1	0
8064	2	0
8064	3	1
8064	4	1
8064	5	0
8064	6	0
8064	7	0
8064	8	1
8064	9	0
8064	10	0
8064	11	1
8064	12	1
8064	13	0
8064	14	1
8064	15	1
8066	1	0
8066	2	0
8066	3	0
8066	4	0
8066	5	0
8066	6	0
8066	7	0
8066	8	0
8066	9	0
8066	10	0
8066	11	0
8066	12	1
8066	13	0
8066	14	2
8066	15	88
8067	1	0
8067	2	0
8067	3	2
8067	4	2
8067	5	0
8067	6	0
8067	7	0
8067	8	2
8067	9	0
8067	10	0
8067	11	2
8067	12	0
8067	13	2
8067	14	2
8067	15	2
8069	1	2
8069	2	0
8069	3	1
8069	4	2
8069	5	2
8069	6	1
8069	7	2
8069	8	2
8069	9	2
8069	10	2
8069	11	2
8069	12	1
8069	13	1
8069	14	2
8069	15	88
8070	1	0
8070	2	0
8070	3	0
8070	4	0
8070	5	0
8070	6	0
8070	7	0
8070	8	0
8070	9	1
8070	10	0
8070	11	0
8070	12	1
8070	13	0
8070	14	1
8070	15	0
8071	1	0
8071	2	0
8071	3	2
8071	4	0
8071	5	0
8071	6	2
8071	7	0
8071	8	0
8071	9	0
8071	10	0
8071	11	0
8071	12	2
8071	13	0
8071	14	0
8071	15	0
8072	1	0
8072	2	0
8072	3	0
8072	4	0
8072	5	0
8072	6	0
8072	7	0
8072	8	0
8072	9	0
8072	10	1
8072	11	0
8072	12	0
8072	13	0
8072	14	0
8072	15	0
8083	1	0
8083	2	0
8083	3	0
8083	4	0
8083	5	2
8083	6	2
8083	7	2
8083	8	2
8083	9	0
8083	10	0
8083	11	1
8083	12	0
8083	13	1
8083	14	0
8083	15	2
8084	1	0
8084	2	0
8084	3	0
8084	4	0
8084	5	0
8084	6	0
8084	7	1
8084	8	2
8084	9	1
8084	10	0
8084	11	0
8084	12	0
8084	13	0
8084	14	1
8084	15	88
8085	1	0
8085	2	0
8085	3	0
8085	4	0
8085	5	0
8085	6	0
8085	7	0
8085	8	2
8085	9	0
8085	10	0
8085	11	0
8085	12	0
8085	13	0
8085	14	0
8085	15	2
8086	1	0
8086	2	0
8086	3	0
8086	4	0
8086	5	0
8086	6	1
8086	7	1
8086	8	2
8086	9	1
8086	10	0
8086	11	1
8086	12	0
8086	13	1
8086	14	1
8086	15	2
8088	1	0
8088	2	0
8088	3	0
8088	4	0
8088	5	0
8088	6	2
8088	7	0
8088	8	0
8088	9	0
8088	10	0
8088	11	0
8088	12	0
8088	13	0
8088	14	1
8088	15	88
8090	1	0
8090	2	0
8090	3	1
8090	4	1
8090	5	0
8090	6	0
8090	7	0
8090	8	2
8090	9	0
8090	10	2
8090	11	2
8090	12	0
8090	13	2
8090	14	0
8090	15	0
8091	1	88
8091	2	88
8091	3	88
8091	4	88
8091	5	0
8091	6	2
8091	7	0
8091	8	0
8091	9	2
8091	10	0
8091	11	1
8091	12	0
8091	13	0
8091	14	0
8091	15	0
8092	1	0
8092	2	0
8092	3	0
8092	4	0
8092	5	0
8092	6	1
8092	7	1
8092	8	1
8092	9	0
8092	10	0
8092	11	0
8092	12	0
8092	13	0
8092	14	0
8092	15	0
8094	1	88
8094	2	88
8094	3	88
8094	4	88
8094	5	88
8094	6	88
8094	7	88
8094	8	0
8094	9	2
8094	10	88
8094	11	1
8094	12	88
8094	13	1
8094	14	88
8094	15	88
8097	1	88
8097	2	88
8097	3	88
8097	4	88
8097	5	88
8097	6	88
8097	7	88
8097	8	0
8097	9	88
8097	10	88
8097	11	1
8097	12	88
8097	13	1
8097	14	88
8097	15	88
8098	1	0
8098	2	0
8098	3	0
8098	4	0
8098	5	0
8098	6	0
8098	7	0
8098	8	1
8098	9	1
8098	10	0
8098	11	1
8098	12	0
8098	13	1
8098	14	1
8098	15	88
8099	1	0
8099	2	0
8099	3	0
8099	4	0
8099	5	0
8099	6	1
8099	7	0
8099	8	1
8099	9	0
8099	10	0
8099	11	1
8099	12	0
8099	13	1
8099	14	1
8099	15	1
8107	1	0
8107	2	0
8107	3	0
8107	4	0
8107	5	0
8107	6	0
8107	7	2
8107	8	2
8107	9	0
8107	10	0
8107	11	0
8107	12	0
8107	13	0
8107	14	0
8107	15	0
8108	1	0
8108	2	0
8108	3	0
8108	4	0
8108	5	0
8108	6	0
8108	7	0
8108	8	2
8108	9	2
8108	10	0
8108	11	2
8108	12	0
8108	13	0
8108	14	0
8108	15	1
8109	1	0
8109	2	0
8109	3	1
8109	4	1
8109	5	0
8109	6	1
8109	7	0
8109	8	1
8109	9	2
8109	10	0
8109	11	2
8109	12	0
8109	13	1
8109	14	1
8109	15	88
8110	1	0
8110	2	0
8110	3	0
8110	4	0
8110	5	0
8110	6	0
8110	7	0
8110	8	0
8110	9	0
8110	10	0
8110	11	2
8110	12	0
8110	13	0
8110	14	0
8110	15	88
8111	1	0
8111	2	0
8111	3	0
8111	4	1
8111	5	0
8111	6	1
8111	7	1
8111	8	0
8111	9	2
8111	10	0
8111	11	0
8111	12	0
8111	13	0
8111	14	0
8111	15	0
8112	1	88
8112	2	88
8112	3	88
8112	4	88
8112	5	88
8112	6	88
8112	7	88
8112	8	2
8112	9	1
8112	10	88
8112	11	0
8112	12	88
8112	13	0
8112	14	1
8112	15	1
8114	1	0
8114	2	0
8114	3	0
8114	4	0
8114	5	0
8114	6	1
8114	7	1
8114	8	1
8114	9	0
8114	10	0
8114	11	1
8114	12	0
8114	13	1
8114	14	2
8114	15	88
8115	1	0
8115	2	0
8115	3	0
8115	4	0
8115	5	0
8115	6	2
8115	7	0
8115	8	1
8115	9	0
8115	10	0
8115	11	1
8115	12	0
8115	13	2
8115	14	0
8115	15	0
8123	1	88
8123	2	88
8123	3	88
8123	4	88
8123	5	88
8123	6	88
8123	7	88
8123	8	88
8123	9	88
8123	10	88
8123	11	88
8123	12	88
8123	13	88
8123	14	88
8123	15	88
8124	1	88
8124	2	88
8124	3	88
8124	4	88
8124	5	0
8124	6	0
8124	7	0
8124	8	0
8124	9	0
8124	10	0
8124	11	2
8124	12	0
8124	13	0
8124	14	0
8124	15	0
8125	1	88
8125	2	88
8125	3	88
8125	4	88
8125	5	88
8125	6	88
8125	7	2
8125	8	2
8125	9	0
8125	10	0
8125	11	0
8125	12	88
8125	13	0
8125	14	0
8125	15	0
8126	1	88
8126	2	88
8126	3	88
8126	4	88
8126	5	88
8126	6	88
8126	7	88
8126	8	2
8126	9	88
8126	10	88
8126	11	2
8126	12	88
8126	13	2
8126	14	88
8126	15	88
8127	1	88
8127	2	88
8127	3	88
8127	4	88
8127	5	0
8127	6	1
8127	7	1
8127	8	0
8127	9	2
8127	10	0
8127	11	0
8127	12	0
8127	13	0
8127	14	2
8127	15	88
8128	1	88
8128	2	88
8128	3	88
8128	4	88
8128	5	0
8128	6	0
8128	7	0
8128	8	2
8128	9	0
8128	10	0
8128	11	0
8128	12	88
8128	13	2
8128	14	0
8128	15	1
8129	1	0
8129	2	0
8129	3	0
8129	4	0
8129	5	0
8129	6	0
8129	7	0
8129	8	0
8129	9	1
8129	10	0
8129	11	0
8129	12	0
8129	13	0
8129	14	1
8129	15	88
8130	1	88
8130	2	88
8130	3	88
8130	4	88
8130	5	88
8130	6	1
8130	7	88
8130	8	1
8130	9	88
8130	10	88
8130	11	1
8130	12	88
8130	13	1
8130	14	1
8130	15	88
8135	1	2
8135	2	0
8135	3	1
8135	4	0
8135	5	0
8135	6	0
8135	7	0
8135	8	1
8135	9	2
8135	10	0
8135	11	2
8135	12	2
8135	13	0
8135	14	1
8135	15	88
8138	1	0
8138	2	0
8138	3	0
8138	4	0
8138	5	0
8138	6	0
8138	7	0
8138	8	0
8138	9	0
8138	10	0
8138	11	0
8138	12	0
8138	13	2
8138	14	0
8138	15	0
8140	1	0
8140	2	0
8140	3	2
8140	4	2
8140	5	0
8140	6	2
8140	7	0
8140	8	0
8140	9	0
8140	10	0
8140	11	0
8140	12	0
8140	13	0
8140	14	2
8140	15	88
8141	1	1
8141	2	1
8141	3	1
8141	4	1
8141	5	1
8141	6	1
8141	7	1
8141	8	2
8141	9	2
8141	10	2
8141	11	2
8141	12	2
8141	13	0
8141	14	1
8141	15	88
8142	1	0
8142	2	0
8142	3	1
8142	4	1
8142	5	0
8142	6	1
8142	7	1
8142	8	1
8142	9	1
8142	10	0
8142	11	0
8142	12	1
8142	13	0
8142	14	1
8142	15	88
8143	1	0
8143	2	0
8143	3	0
8143	4	0
8143	5	0
8143	6	0
8143	7	0
8143	8	2
8143	9	0
8143	10	0
8143	11	0
8143	12	0
8143	13	0
8143	14	2
8143	15	0
8144	1	0
8144	2	0
8144	3	0
8144	4	0
8144	5	0
8144	6	0
8144	7	2
8144	8	2
8144	9	0
8144	10	0
8144	11	0
8144	12	0
8144	13	0
8144	14	2
8144	15	88
8145	1	2
8145	2	0
8145	3	2
8145	4	2
8145	5	2
8145	6	0
8145	7	0
8145	8	2
8145	9	0
8145	10	2
8145	11	1
8145	12	0
8145	13	2
8145	14	1
8145	15	88
8146	1	0
8146	2	0
8146	3	0
8146	4	0
8146	5	0
8146	6	0
8146	7	0
8146	8	0
8146	9	0
8146	10	0
8146	11	1
8146	12	0
8146	13	0
8146	14	0
8146	15	88
8147	1	0
8147	2	0
8147	3	0
8147	4	0
8147	5	0
8147	6	0
8147	7	0
8147	8	0
8147	9	2
8147	10	0
8147	11	0
8147	12	0
8147	13	0
8147	14	0
8147	15	0
8148	1	1
8148	2	1
8148	3	1
8148	4	1
8148	5	88
8148	6	0
8148	7	0
8148	8	0
8148	9	1
8148	10	0
8148	11	1
8148	12	1
8148	13	1
8148	14	0
8148	15	0
8151	1	0
8151	2	0
8151	3	1
8151	4	0
8151	5	0
8151	6	0
8151	7	0
8151	8	1
8151	9	0
8151	10	0
8151	11	0
8151	12	2
8151	13	0
8151	14	0
8151	15	0
8152	1	0
8152	2	0
8152	3	0
8152	4	0
8152	5	0
8152	6	0
8152	7	0
8152	8	2
8152	9	2
8152	10	0
8152	11	0
8152	12	0
8152	13	0
8152	14	0
8152	15	88
8160	1	0
8160	2	0
8160	3	0
8160	4	1
8160	5	0
8160	6	0
8160	7	0
8160	8	1
8160	9	1
8160	10	0
8160	11	0
8160	12	0
8160	13	0
8160	14	0
8160	15	0
8161	1	0
8161	2	0
8161	3	0
8161	4	0
8161	5	0
8161	6	0
8161	7	0
8161	8	1
8161	9	1
8161	10	1
8161	11	2
8161	12	1
8161	13	0
8161	14	0
8161	15	0
8162	1	0
8162	2	0
8162	3	1
8162	4	1
8162	5	0
8162	6	1
8162	7	0
8162	8	0
8162	9	1
8162	10	0
8162	11	0
8162	12	0
8162	13	0
8162	14	0
8162	15	88
8163	1	0
8163	2	0
8163	3	0
8163	4	0
8163	5	0
8163	6	0
8163	7	0
8163	8	0
8163	9	2
8163	10	0
8163	11	0
8163	12	2
8163	13	0
8163	14	0
8163	15	88
8166	1	2
8166	2	2
8166	3	2
8166	4	2
8166	5	0
8166	6	0
8166	7	0
8166	8	2
8166	9	0
8166	10	2
8166	11	2
8166	12	1
8166	13	2
8166	14	2
8166	15	88
8168	1	0
8168	2	0
8168	3	2
8168	4	2
8168	5	0
8168	6	0
8168	7	0
8168	8	0
8168	9	2
8168	10	0
8168	11	0
8168	12	0
8168	13	0
8168	14	0
8168	15	88
8169	1	0
8169	2	0
8169	3	0
8169	4	0
8169	5	0
8169	6	0
8169	7	0
8169	8	0
8169	9	0
8169	10	0
8169	11	0
8169	12	0
8169	13	0
8169	14	0
8169	15	0
8170	1	0
8170	2	0
8170	3	0
8170	4	0
8170	5	0
8170	6	2
8170	7	0
8170	8	2
8170	9	2
8170	10	0
8170	11	0
8170	12	1
8170	13	0
8170	14	0
8170	15	88
8171	1	0
8171	2	0
8171	3	0
8171	4	2
8171	5	0
8171	6	0
8171	7	0
8171	8	2
8171	9	1
8171	10	0
8171	11	0
8171	12	0
8171	13	0
8171	14	2
8171	15	1
8172	1	0
8172	2	0
8172	3	2
8172	4	2
8172	5	0
8172	6	1
8172	7	0
8172	8	2
8172	9	0
8172	10	0
8172	11	0
8172	12	2
8172	13	0
8172	14	0
8172	15	1
8175	1	0
8175	2	0
8175	3	0
8175	4	0
8175	5	0
8175	6	0
8175	7	0
8175	8	0
8175	9	1
8175	10	0
8175	11	1
8175	12	0
8175	13	1
8175	14	1
8175	15	0
8177	1	0
8177	2	0
8177	3	1
8177	4	0
8177	5	0
8177	6	1
8177	7	0
8177	8	1
8177	9	0
8177	10	0
8177	11	0
8177	12	0
8177	13	0
8177	14	0
8177	15	0
8180	1	0
8180	2	0
8180	3	0
8180	4	0
8180	5	0
8180	6	0
8180	7	0
8180	8	2
8180	9	2
8180	10	1
8180	11	2
8180	12	1
8180	13	0
8180	14	2
8180	15	2
8181	1	0
8181	2	0
8181	3	0
8181	4	0
8181	5	0
8181	6	0
8181	7	0
8181	8	2
8181	9	2
8181	10	0
8181	11	0
8181	12	2
8181	13	0
8181	14	1
8181	15	88
8182	1	1
8182	2	0
8182	3	2
8182	4	2
8182	5	0
8182	6	1
8182	7	0
8182	8	1
8182	9	1
8182	10	1
8182	11	0
8182	12	2
8182	13	2
8182	14	2
8182	15	0
8184	1	0
8184	2	0
8184	3	0
8184	4	0
8184	5	1
8184	6	0
8184	7	0
8184	8	1
8184	9	2
8184	10	0
8184	11	2
8184	12	2
8184	13	0
8184	14	0
8184	15	0
8185	1	0
8185	2	0
8185	3	1
8185	4	0
8185	5	0
8185	6	0
8185	7	0
8185	8	0
8185	9	0
8185	10	0
8185	11	0
8185	12	2
8185	13	0
8185	14	0
8185	15	88
8186	1	0
8186	2	0
8186	3	2
8186	4	2
8186	5	0
8186	6	0
8186	7	0
8186	8	1
8186	9	2
8186	10	0
8186	11	0
8186	12	2
8186	13	0
8186	14	1
8186	15	0
8188	1	0
8188	2	0
8188	3	0
8188	4	0
8188	5	0
8188	6	0
8188	7	0
8188	8	1
8188	9	2
8188	10	0
8188	11	0
8188	12	0
8188	13	2
8188	14	2
8188	15	0
8189	1	0
8189	2	0
8189	3	0
8189	4	0
8189	5	0
8189	6	0
8189	7	0
8189	8	1
8189	9	0
8189	10	1
8189	11	0
8189	12	0
8189	13	1
8189	14	1
8189	15	1
8192	1	0
8192	2	0
8192	3	0
8192	4	0
8192	5	0
8192	6	1
8192	7	1
8192	8	1
8192	9	2
8192	10	0
8192	11	0
8192	12	0
8192	13	0
8192	14	0
8192	15	88
8193	1	2
8193	2	0
8193	3	2
8193	4	2
8193	5	2
8193	6	0
8193	7	0
8193	8	1
8193	9	2
8193	10	2
8193	11	1
8193	12	2
8193	13	1
8193	14	1
8193	15	0
8198	1	0
8198	2	0
8198	3	0
8198	4	1
8198	5	0
8198	6	1
8198	7	0
8198	8	2
8198	9	0
8198	10	0
8198	11	0
8198	12	0
8198	13	0
8198	14	2
8198	15	88
8199	1	0
8199	2	0
8199	3	0
8199	4	0
8199	5	0
8199	6	2
8199	7	2
8199	8	2
8199	9	2
8199	10	0
8199	11	0
8199	12	0
8199	13	0
8199	14	1
8199	15	88
8201	1	0
8201	2	0
8201	3	0
8201	4	2
8201	5	0
8201	6	2
8201	7	0
8201	8	2
8201	9	2
8201	10	0
8201	11	0
8201	12	2
8201	13	0
8201	14	0
8201	15	88
8202	1	1
8202	2	0
8202	3	0
8202	4	2
8202	5	0
8202	6	1
8202	7	0
8202	8	2
8202	9	1
8202	10	1
8202	11	0
8202	12	1
8202	13	0
8202	14	1
8202	15	88
8203	1	88
8203	2	88
8203	3	88
8203	4	88
8203	5	88
8203	6	1
8203	7	0
8203	8	0
8203	9	1
8203	10	88
8203	11	88
8203	12	0
8203	13	88
8203	14	1
8203	15	0
8204	1	0
8204	2	0
8204	3	1
8204	4	2
8204	5	0
8204	6	2
8204	7	0
8204	8	2
8204	9	2
8204	10	0
8204	11	2
8204	12	2
8204	13	2
8204	14	0
8204	15	88
8205	1	0
8205	2	0
8205	3	0
8205	4	0
8205	5	0
8205	6	1
8205	7	0
8205	8	1
8205	9	2
8205	10	0
8205	11	0
8205	12	2
8205	13	0
8205	14	0
8205	15	88
8206	1	0
8206	2	0
8206	3	0
8206	4	2
8206	5	0
8206	6	2
8206	7	0
8206	8	2
8206	9	0
8206	10	0
8206	11	0
8206	12	0
8206	13	0
8206	14	0
8206	15	88
8207	1	0
8207	2	0
8207	3	0
8207	4	0
8207	5	2
8207	6	0
8207	7	0
8207	8	1
8207	9	0
8207	10	0
8207	11	0
8207	12	0
8207	13	0
8207	14	2
8207	15	88
8209	1	0
8209	2	0
8209	3	0
8209	4	0
8209	5	0
8209	6	0
8209	7	0
8209	8	1
8209	9	0
8209	10	0
8209	11	0
8209	12	0
8209	13	0
8209	14	1
8209	15	88
8210	1	0
8210	2	0
8210	3	1
8210	4	2
8210	5	0
8210	6	1
8210	7	1
8210	8	1
8210	9	2
8210	10	0
8210	11	0
8210	12	0
8210	13	0
8210	14	1
8210	15	88
8211	1	0
8211	2	0
8211	3	0
8211	4	0
8211	5	0
8211	6	0
8211	7	0
8211	8	0
8211	9	1
8211	10	0
8211	11	2
8211	12	2
8211	13	0
8211	14	1
8211	15	88
8212	1	0
8212	2	0
8212	3	0
8212	4	2
8212	5	0
8212	6	2
8212	7	0
8212	8	0
8212	9	2
8212	10	0
8212	11	0
8212	12	0
8212	13	88
8212	14	2
8212	15	88
8213	1	0
8213	2	0
8213	3	0
8213	4	0
8213	5	0
8213	6	0
8213	7	0
8213	8	1
8213	9	0
8213	10	0
8213	11	0
8213	12	0
8213	13	0
8213	14	0
8213	15	0
8215	1	0
8215	2	2
8215	3	2
8215	4	1
8215	5	1
8215	6	0
8215	7	0
8215	8	2
8215	9	2
8215	10	0
8215	11	2
8215	12	2
8215	13	2
8215	14	2
8215	15	88
8216	1	0
8216	2	0
8216	3	0
8216	4	0
8216	5	0
8216	6	2
8216	7	1
8216	8	0
8216	9	1
8216	10	0
8216	11	0
8216	12	0
8216	13	0
8216	14	2
8216	15	0
8217	1	0
8217	2	0
8217	3	2
8217	4	2
8217	5	0
8217	6	0
8217	7	0
8217	8	2
8217	9	0
8217	10	0
8217	11	2
8217	12	0
8217	13	2
8217	14	2
8217	15	88
8219	1	0
8219	2	0
8219	3	2
8219	4	0
8219	5	0
8219	6	2
8219	7	2
8219	8	0
8219	9	0
8219	10	0
8219	11	0
8219	12	0
8219	13	1
8219	14	0
8219	15	88
8220	1	0
8220	2	0
8220	3	0
8220	4	0
8220	5	0
8220	6	1
8220	7	0
8220	8	2
8220	9	2
8220	10	0
8220	11	2
8220	12	0
8220	13	0
8220	14	0
8220	15	0
8223	1	88
8223	2	88
8223	3	88
8223	4	88
8223	5	88
8223	6	0
8223	7	0
8223	8	2
8223	9	2
8223	10	79
8223	11	2
8223	12	88
8223	13	2
8223	14	0
8223	15	88
8226	1	88
8226	2	88
8226	3	88
8226	4	88
8226	5	88
8226	6	88
8226	7	88
8226	8	0
8226	9	0
8226	10	0
8226	11	88
8226	12	0
8226	13	88
8226	14	88
8226	15	88
8227	1	88
8227	2	88
8227	3	2
8227	4	2
8227	5	88
8227	6	2
8227	7	2
8227	8	2
8227	9	2
8227	10	88
8227	11	88
8227	12	2
8227	13	0
8227	14	0
8227	15	88
8228	1	2
8228	2	2
8228	3	2
8228	4	2
8228	5	88
8228	6	2
8228	7	0
8228	8	0
8228	9	2
8228	10	0
8228	11	2
8228	12	2
8228	13	2
8228	14	0
8228	15	0
8232	1	88
8232	2	88
8232	3	1
8232	4	2
8232	5	88
8232	6	88
8232	7	88
8232	8	1
8232	9	1
8232	10	88
8232	11	88
8232	12	2
8232	13	88
8232	14	2
8232	15	88
8236	1	0
8236	2	1
8236	3	0
8236	4	1
8236	5	0
8236	6	0
8236	7	0
8236	8	1
8236	9	0
8236	10	0
8236	11	0
8236	12	0
8236	13	0
8236	14	1
8236	15	0
8237	1	0
8237	2	0
8237	3	1
8237	4	1
8237	5	0
8237	6	0
8237	7	0
8237	8	0
8237	9	1
8237	10	0
8237	11	0
8237	12	2
8237	13	0
8237	14	2
8237	15	88
8239	1	0
8239	2	0
8239	3	1
8239	4	0
8239	5	0
8239	6	2
8239	7	2
8239	8	2
8239	9	0
8239	10	0
8239	11	2
8239	12	2
8239	13	0
8239	14	0
8239	15	88
8248	1	88
8248	2	88
8248	3	1
8248	4	0
8248	5	88
8248	6	1
8248	7	88
8248	8	1
8248	9	1
8248	10	88
8248	11	0
8248	12	0
8248	13	0
8248	14	1
8248	15	88
8250	1	0
8250	2	0
8250	3	0
8250	4	0
8250	5	0
8250	6	1
8250	7	0
8250	8	0
8250	9	0
8250	10	0
8250	11	0
8250	12	0
8250	13	0
8250	14	0
8250	15	88
8251	1	0
8251	2	2
8251	3	1
8251	4	1
8251	5	2
8251	6	0
8251	7	0
8251	8	0
8251	9	2
8251	10	0
8251	11	0
8251	12	1
8251	13	0
8251	14	0
8251	15	88
8254	1	88
8254	2	88
8254	3	88
8254	4	88
8254	5	88
8254	6	88
8254	7	88
8254	8	2
8254	9	88
8254	10	88
8254	11	2
8254	12	88
8254	13	1
8254	14	88
8254	15	88
8255	1	88
8255	2	88
8255	3	2
8255	4	88
8255	5	88
8255	6	88
8255	7	88
8255	8	0
8255	9	2
8255	10	88
8255	11	2
8255	12	2
8255	13	2
8255	14	0
8255	15	88
8257	1	88
8257	2	88
8257	3	88
8257	4	88
8257	5	88
8257	6	88
8257	7	88
8257	8	2
8257	9	88
8257	10	88
8257	11	0
8257	12	88
8257	13	0
8257	14	88
8257	15	88
8258	1	88
8258	2	0
8258	3	2
8258	4	0
8258	5	0
8258	6	1
8258	7	1
8258	8	0
8258	9	0
8258	10	88
8258	11	0
8258	12	88
8258	13	0
8258	14	0
8258	15	0
8259	1	88
8259	2	88
8259	3	88
8259	4	88
8259	5	88
8259	6	1
8259	7	88
8259	8	1
8259	9	2
8259	10	88
8259	11	88
8259	12	88
8259	13	88
8259	14	88
8259	15	88
8260	1	88
8260	2	88
8260	3	88
8260	4	88
8260	5	88
8260	6	1
8260	7	2
8260	8	2
8260	9	2
8260	10	88
8260	11	2
8260	12	88
8260	13	2
8260	14	88
8260	15	88
8261	1	88
8261	2	88
8261	3	1
8261	4	88
8261	5	0
8261	6	2
8261	7	2
8261	8	0
8261	9	2
8261	10	1
8261	11	0
8261	12	0
8261	13	0
8261	14	0
8261	15	1
8264	1	0
8264	2	0
8264	3	0
8264	4	0
8264	5	1
8264	6	2
8264	7	2
8264	8	1
8264	9	2
8264	10	0
8264	11	0
8264	12	0
8264	13	0
8264	14	0
8264	15	0
8267	1	0
8267	2	0
8267	3	0
8267	4	0
8267	5	0
8267	6	1
8267	7	0
8267	8	1
8267	9	0
8267	10	0
8267	11	2
8267	12	0
8267	13	2
8267	14	2
8267	15	0
8269	1	88
8269	2	88
8269	3	0
8269	4	0
8269	5	0
8269	6	1
8269	7	0
8269	8	2
8269	9	2
8269	10	88
8269	11	2
8269	12	88
8269	13	0
8269	14	1
8269	15	1
8273	1	0
8273	2	0
8273	3	2
8273	4	2
8273	5	0
8273	6	2
8273	7	0
8273	8	0
8273	9	2
8273	10	0
8273	11	0
8273	12	2
8273	13	0
8273	14	2
8273	15	88
8274	1	0
8274	2	0
8274	3	1
8274	4	1
8274	5	0
8274	6	1
8274	7	1
8274	8	1
8274	9	1
8274	10	0
8274	11	1
8274	12	1
8274	13	2
8274	14	0
8274	15	88
8275	1	0
8275	2	0
8275	3	0
8275	4	0
8275	5	0
8275	6	1
8275	7	0
8275	8	2
8275	9	0
8275	10	0
8275	11	0
8275	12	0
8275	13	0
8275	14	0
8275	15	88
8276	1	0
8276	2	0
8276	3	2
8276	4	0
8276	5	1
8276	6	0
8276	7	0
8276	8	0
8276	9	0
8276	10	0
8276	11	0
8276	12	2
8276	13	0
8276	14	0
8276	15	88
8277	1	0
8277	2	0
8277	3	2
8277	4	2
8277	5	0
8277	6	2
8277	7	0
8277	8	2
8277	9	2
8277	10	0
8277	11	1
8277	12	2
8277	13	2
8277	14	1
8277	15	1
8279	1	0
8279	2	0
8279	3	0
8279	4	0
8279	5	0
8279	6	1
8279	7	1
8279	8	2
8279	9	1
8279	10	0
8279	11	1
8279	12	0
8279	13	0
8279	14	0
8279	15	88
8281	1	88
8281	2	88
8281	3	88
8281	4	88
8281	5	88
8281	6	88
8281	7	88
8281	8	2
8281	9	88
8281	10	88
8281	11	0
8281	12	88
8281	13	0
8281	14	88
8281	15	88
8285	1	0
8285	2	0
8285	3	0
8285	4	0
8285	5	0
8285	6	2
8285	7	0
8285	8	2
8285	9	0
8285	10	0
8285	11	0
8285	12	0
8285	13	0
8285	14	0
8285	15	0
8286	1	0
8286	2	0
8286	3	1
8286	4	1
8286	5	0
8286	6	1
8286	7	1
8286	8	1
8286	9	0
8286	10	1
8286	11	2
8286	12	0
8286	13	1
8286	14	0
8286	15	88
8287	1	88
8287	2	88
8287	3	0
8287	4	0
8287	5	1
8287	6	0
8287	7	0
8287	8	0
8287	9	0
8287	10	0
8287	11	2
8287	12	88
8287	13	2
8287	14	0
8287	15	2
8290	1	88
8290	2	88
8290	3	88
8290	4	88
8290	5	88
8290	6	88
8290	7	88
8290	8	88
8290	9	88
8290	10	88
8290	11	0
8290	12	88
8290	13	0
8290	14	88
8290	15	88
8297	1	0
8297	2	0
8297	3	0
8297	4	0
8297	5	0
8297	6	0
8297	7	0
8297	8	2
8297	9	0
8297	10	0
8297	11	1
8297	12	0
8297	13	2
8297	14	0
8297	15	0
8298	1	0
8298	2	0
8298	3	0
8298	4	0
8298	5	0
8298	6	0
8298	7	0
8298	8	1
8298	9	2
8298	10	0
8298	11	0
8298	12	0
8298	13	0
8298	14	1
8298	15	88
8302	1	0
8302	2	0
8302	3	0
8302	4	0
8302	5	0
8302	6	1
8302	7	1
8302	8	1
8302	9	0
8302	10	0
8302	11	0
8302	12	0
8302	13	0
8302	14	1
8302	15	88
8304	1	0
8304	2	0
8304	3	0
8304	4	0
8304	5	0
8304	6	1
8304	7	0
8304	8	1
8304	9	0
8304	10	0
8304	11	0
8304	12	0
8304	13	0
8304	14	0
8304	15	0
8305	1	88
8305	2	88
8305	3	88
8305	4	88
8305	5	88
8305	6	88
8305	7	88
8305	8	1
8305	9	88
8305	10	88
8305	11	0
8305	12	88
8305	13	88
8305	14	88
8305	15	88
8306	1	88
