PLACEID	LCPRIDR4	ITEMPRC1	ITEMVND1	ITEMINF1
1224	7	0,4	9	2
1224	8	0,2	9	2
1224	9	0,3	9	2
1224	10	0,2	9	2
1224	11	1,2	16	4
1224	12	2,6	16	6
1224	13	3,2	16	6
1224	15	0,8	1	3
1224	16	2,8	1	3
1224	17	2	1	3
1224	18	-88	16	6
1224	19	1	1	3
1224	20	7	1	3
1224	21	1	1	3
1224	23	0,2	1	3
1224	24	4,5	16	6
1224	25	1	1	3
1224	27	7,8	16	7
1224	28	15	16	8
1224	29	7	16	9
1224	30	3,5	1	3
1224	32	14	16	6
1224	33	6,5	1	3
1224	34	1	1	3
1224	35	1,5	1	3
1224	36	4	1	3
1224	37	-88	1	3
1224	38	1,2	1	2
1224	39	0,5	1	3
1224	40	1	16	4
1224	41	2,2	16	4
1224	42	3,5	16	4
1224	43	1,8	16	5
1224	44	2	16	5
1224	45	5	16	5
1224	46	35	16	1
1224	61	4,8	1	3
1224	70	4	1	3
1225	1	1	16	8
1225	2	35	16	8
1225	3	13	16	8
1225	4	26	16	8
1225	5	17	16	8
1225	6	28	16	8
1225	7	0,1	16	14
1225	8	0,1	16	14
1225	9	0,25	16	14
1225	10	0,2	16	14
1225	11	1,2	16	9
1225	12	2,5	16	11
1225	13	3,8	16	11
1225	15	0,8	16	11
1225	16	2,8	16	11
1225	17	1,8	16	11
1225	18	-88	88	88
1225	19	1	16	11
1225	20	5,6	16	11
1225	21	4,8	16	11
1225	23	0,2	16	11
1225	24	4	16	13
1225	25	1,9	16	11
1225	27	5,8	16	17
1225	28	18	16	16
1225	29	6	16	18
1225	30	2	16	11
1225	32	13	16	11
1225	33	5,5	16	11
1225	34	1,2	16	11
1225	35	1,5	16	11
1225	36	4	16	11
1225	37	-88	88	88
1225	38	1,2	16	19
1225	39	0,5	16	11
1225	40	0,8	16	9
1225	41	2	16	9
1225	42	6	16	9
1225	43	1,5	16	10
1225	44	2	16	10
1225	45	5	16	12
1225	46	28,5	16	15
1225	61	5	16	11
1225	70	3,5	16	13
1226	1	1,8	1	6
1226	2	40	16	6
1226	3	18	16	6
1226	4	18	16	6
1226	5	30	16	6
1226	6	28	16	6
1226	7	0,5	16	5
1226	8	0,03	16	5
1226	9	0,11	16	5
1226	10	0,04	16	5
1226	11	1	16	9
1226	12	2,4	1	9
1226	13	3	1	9
1226	15	0,8	1	6
1226	16	2,9	1	9
1226	17	2	1	9
1226	18	-88	16	88
1226	19	1	1	88
1226	20	6	1	8
1226	21	1	1	8
1226	23	0,3	1	8
1226	24	4,5	1	9
1226	25	1,1	1	9
1226	27	7,8	16	9
1226	28	12	16	9
1226	29	7	16	9
1226	30	1,8	1	9
1226	32	13	16	9
1226	33	6	1	9
1226	34	1,2	1	7
1226	35	1,7	1	7
1226	36	4	1	7
1226	37	1,2	1	8
1226	38	1,2	1	88
1226	39	0,5	1	8
1226	40	1	16	8
1226	41	1	16	8
1226	42	3	16	8
1226	43	1,4	16	8
1226	44	2,5	16	8
1226	45	5,5	16	9
1226	46	36	16	8
1226	61	5,5	1	9
1226	70	4	1	9
1227	1	1,6	14	7
1227	2	40	14	6
1227	3	17	14	5
1227	4	17	14	5
1227	5	30	14	5
1227	6	29	14	5
1227	7	0,5	10	3
1227	8	0,03	10	3
1227	9	0,11	10	3
1227	10	0,08	10	3
1227	11	1,3	14	13
1227	12	2,4	14	8
1227	13	2,9	14	8
1227	15	0,7	14	8
1227	16	2,9	14	8
1227	17	1,9	14	8
1227	18	1,9	14	8
1227	19	1,2	14	8
1227	20	6	14	8
1227	21	1	14	8
1227	23	0,2	14	8
1227	24	4,2	14	8
1227	25	1	14	8
1227	27	6,2	14	10
1227	28	11	14	11
1227	29	6	14	12
1227	30	1,5	14	8
1227	32	13	14	8
1227	33	6	14	8
1227	34	1,2	14	8
1227	35	1,8	14	8
1227	36	4	1	9
1227	37	1	14	8
1227	38	1	14	8
1227	39	0,3	14	8
1227	40	1,5	14	13
1227	41	1,4	14	13
1227	42	2,5	14	13
1227	43	1,6	14	14
1227	44	2,8	14	14
1227	45	5	14	15
1227	46	32	1	16
1227	61	4,8	14	8
1227	70	4,2	14	8
1228	1	1,7	1	3
1228	2	40	14	3
1228	3	18	14	3
1228	4	18	14	3
1228	5	27	14	3
1228	6	25	14	3
1228	7	0,5	10	2
1228	8	0,03	10	2
1228	9	0,11	10	2
1228	10	0,04	10	2
1228	11	1	14	9
1228	12	2,4	14	10
1228	13	2,9	14	10
1228	15	0,7	14	10
1228	16	3	14	10
1228	17	2	14	10
1228	18	-88	16	10
1228	19	1	14	10
1228	20	6	14	10
1228	21	1	13	10
1228	23	0,2	14	10
1228	24	4	14	10
1228	25	1	14	10
1228	27	8	14	7
1228	28	11	14	5
1228	29	7	14	6
1228	30	1,5	14	10
1228	32	12	14	10
1228	33	6,5	14	10
1228	34	1,2	1	10
1228	35	2	1	10
1228	36	4	1	10
1228	37	1,2	14	10
1228	38	1,2	14	10
1228	39	0,5	14	10
1228	40	1	14	9
1228	41	1	14	9
1228	42	2,5	14	9
1228	43	1,4	14	8
1228	44	2,5	14	8
1228	45	6	14	8
1228	46	34	1	10
1228	61	4,5	14	10
1228	70	4,2	14	10
1301	1	1,8	14	11
1301	2	35	14	12
1301	3	20	14	13
1301	4	15	14	13
1301	5	28	14	13
1301	6	25	14	13
1301	7	1	10	3
1301	8	0,03	10	3
1301	9	1,2	10	3
1301	10	0,04	10	3
1301	11	1,2	14	8
1301	12	2,4	1	7
1301	13	3,5	1	7
1301	15	1,1	1	7
1301	16	2,8	1	7
1301	17	2	1	7
1301	18	6	1	7
1301	19	1	1	7
1301	20	6	1	7
1301	21	1,5	1	7
1301	23	0,2	1	7
1301	24	4	1	7
1301	25	1,1	1	7
1301	27	8,5	14	10
1301	28	15	14	10
1301	29	6,5	14	10
1301	30	2,5	1	7
1301	32	13	14	5
1301	33	7	1	7
1301	34	1,5	1	7
1301	35	2	1	7
1301	36	4,5	1	7
1301	37	-88	16	5
1301	38	1,5	1	5
1301	39	0,5	1	7
1301	40	1,5	14	8
1301	41	2	14	8
1301	42	3	14	8
1301	43	1,5	14	8
1301	44	3	14	8
1301	45	5	14	8
1301	46	34	1	7
1301	61	5	1	7
1301	70	4	14	8
1303	1	1,5	16	5
1303	2	45	16	5
1303	3	17	16	5
1303	4	17,5	16	5
1303	5	25	16	5
1303	6	24	16	5
1303	7	0,85	10	2
1303	8	0,02	10	2
1303	9	0,12	10	2
1303	10	0,03	10	2
1303	11	1,5	16	7
1303	12	2	16	7
1303	13	3,5	16	7
1303	15	1	16	8
1303	16	3	16	7
1303	17	2	16	7
1303	18	5	16	7
1303	19	1	16	7
1303	20	5	16	8
1303	21	1,2	16	8
1303	23	0,2	16	8
1303	24	4	16	7
1303	25	1	16	7
1303	27	8	16	7
1303	28	10	16	7
1303	29	7	16	7
1303	30	2,5	16	7
1303	32	15	16	7
1303	33	-88	16	7
1303	34	1,2	16	8
1303	35	2	16	8
1303	36	4,5	16	8
1303	37	-88	16	8
1303	38	1	16	8
1303	39	0,3	16	8
1303	40	1,2	16	8
1303	41	2	16	8
1303	42	3	16	8
1303	43	1	16	8
1303	44	2,5	16	8
1303	45	5	16	8
1303	46	32	16	8
1303	61	5,6	16	7
1303	70	3,5	16	7
1304	1	1,8	14	5
1304	2	35	14	6
1304	3	20	14	7
1304	4	15	14	7
1304	5	28	14	7
1304	6	25	14	7
1304	7	1,2	9	11
1304	8	0,5	9	11
1304	9	1,5	9	11
1304	10	0,3	9	11
1304	11	1	14	4
1304	12	2,4	1	3
1304	13	3,5	1	3
1304	15	1,1	1	3
1304	16	2,8	1	3
1304	17	1,9	1	3
1304	18	6	1	3
1304	19	1	1	3
1304	20	6	1	3
1304	21	1,5	1	3
1304	23	0,2	1	3
1304	24	4	1	3
1304	25	1	1	3
1304	27	7,9	14	12
1304	28	15	14	13
1304	29	6	14	14
1304	30	2,5	1	3
1304	32	12	1	3
1304	33	7	1	3
1304	34	1,2	1	3
1304	35	1,8	1	3
1304	36	4	1	3
1304	37	-88	16	2
1304	38	1,5	1	2
1304	39	0,5	1	3
1304	40	1,5	14	4
1304	41	2	14	4
1304	42	2,5	14	4
1304	43	1,5	14	9
1304	44	3	14	9
1304	45	5	14	10
1304	46	32	1	8
1304	61	5	1	3
1304	70	4	1	3
1305	1	1,7	1	7
1305	2	50	16	4
1305	3	20	16	4
1305	4	20	16	4
1305	5	30	16	4
1305	6	20	16	4
1305	7	0,5	16	2
1305	8	0,02	16	2
1305	9	0,11	16	2
1305	10	0,04	16	2
1305	11	1,2	1	7
1305	12	2,4	1	7
1305	13	2,8	1	7
1305	15	0,7	1	7
1305	16	3	1	7
1305	17	2	1	7
1305	18	-88	16	7
1305	19	1	1	7
1305	20	6,5	1	7
1305	21	1	1	7
1305	23	0,3	1	7
1305	24	4	1	7
1305	25	1	1	7
1305	27	6	1	7
1305	28	11	16	4
1305	29	6,5	16	4
1305	30	1,5	1	7
1305	32	14	1	7
1305	33	6	1	7
1305	34	1,2	1	7
1305	35	2	1	7
1305	36	4	1	7
1305	37	1,2	1	7
1305	38	-88	16	7
1305	39	0,3	1	7
1305	40	1	16	8
1305	41	1,2	16	8
1305	42	3	16	8
1305	43	1,4	16	5
1305	44	3	16	6
1305	45	5	16	7
1305	46	31	1	7
1305	61	4,5	1	7
1305	70	4,9	1	7
1306	1	1,5	16	4
1306	2	50	16	6
1306	3	20	16	6
1306	4	35	16	6
1306	5	35	16	6
1306	6	30	16	6
1306	7	1	16	5
1306	8	0,2	16	5
1306	9	0,3	16	5
1306	10	0,2	16	5
1306	11	1	1	7
1306	12	2,5	1	7
1306	13	2,8	1	7
1306	15	0,7	1	7
1306	16	2,9	1	7
1306	17	1,9	1	7
1306	18	-88	16	7
1306	19	1	1	7
1306	20	6	1	7
1306	21	1	1	7
1306	23	0,2	1	7
1306	24	3,8	1	7
1306	25	1	1	7
1306	27	6,8	1	7
1306	28	12	1	7
1306	29	5,5	16	7
1306	30	1,6	1	7
1306	32	12	1	7
1306	33	6,8	1	7
1306	34	1,5	1	7
1306	35	1,5	1	7
1306	36	4	1	7
1306	37	1	1	7
1306	38	1	1	7
1306	39	0,5	1	7
1306	40	1,8	1	7
1306	41	1,6	1	7
1306	42	2,5	1	7
1306	43	1,6	1	7
1306	44	3	1	7
1306	45	5	16	7
1306	46	32	16	7
1306	61	5,2	1	7
1306	70	4	1	7
1307	1	1,8	14	13
1307	2	58	14	14
1307	3	25	14	12
1307	4	25	14	12
1307	5	38	14	12
1307	6	35	14	12
1307	7	0,5	10	3
1307	8	0,03	10	3
1307	9	0,11	10	3
1307	10	0,04	10	3
1307	11	1,5	14	10
1307	12	2,6	14	6
1307	13	2,8	14	6
1307	15	0,8	1	9
1307	16	2,9	14	6
1307	17	1,8	14	6
1307	18	-88	16	6
1307	19	1,1	14	6
1307	20	5,8	1	9
1307	21	1	14	6
1307	23	0,2	14	6
1307	24	4,5	14	6
1307	25	1,2	14	6
1307	27	6,5	14	11
1307	28	12	14	7
1307	29	6,5	14	8
1307	30	1,8	14	6
1307	32	14	14	6
1307	33	6	14	6
1307	34	1,2	1	9
1307	35	1,7	1	9
1307	36	4	1	9
1307	37	1,2	14	6
1307	38	1,2	14	6
1307	39	0,5	14	6
1307	40	1,6	14	10
1307	41	1,4	14	10
1307	42	3	14	10
1307	43	1,6	14	15
1307	44	2,5	14	15
1307	45	6	14	4
1307	46	36	1	5
1307	61	5	14	6
1307	70	4,5	14	6
1401	1	1,5	14	8
1401	2	35	14	8
1401	3	17	14	8
1401	4	17	14	8
1401	5	28	14	8
1401	6	25	14	8
1401	7	0,5	10	6
1401	8	0,2	10	6
1401	9	0,14	10	6
1401	10	0,11	10	6
1401	11	1,2	14	3
1401	12	2,4	14	3
1401	13	2,8	14	3
1401	15	0,8	14	3
1401	16	2,9	14	3
1401	17	1,8	14	3
1401	18	-88	16	3
1401	19	1	14	3
1401	20	5,5	14	10
1401	21	1	14	5
1401	23	0,2	14	3
1401	24	4,8	14	3
1401	25	1	14	3
1401	27	6,8	14	4
1401	28	13	14	9
1401	29	7	14	9
1401	30	2,8	14	3
1401	32	14	14	3
1401	33	6	14	3
1401	34	1	14	3
1401	35	1,5	14	3
1401	36	4	1	10
1401	37	-88	16	10
1401	38	1	1	10
1401	39	0,5	14	3
1401	40	1,5	14	5
1401	41	2,2	14	5
1401	42	3,6	14	5
1401	43	1,6	14	8
1401	44	2,7	14	8
1401	45	6	14	10
1401	46	35	17	9
1401	61	5	14	3
1401	70	4,6	14	3
1402	1	1,5	16	9
1402	2	35	16	9
1402	3	18	16	9
1402	4	18	16	9
1402	5	25	16	9
1402	6	20	16	9
1402	7	0,5	16	10
1402	8	0,2	16	10
1402	9	0,14	16	10
1402	10	0,11	16	10
1402	11	1,2	14	9
1402	12	2,6	14	5
1402	13	2,8	14	5
1402	15	0,7	14	5
1402	16	2,9	14	7
1402	17	1,8	14	5
1402	18	7,7	16	5
1402	19	1,1	14	5
1402	20	6	14	5
1402	21	1	14	5
1402	23	0,2	14	5
1402	24	4,2	14	5
1402	25	1	14	5
1402	27	7	14	5
1402	28	12	14	3
1402	29	7	14	7
1402	30	2,5	14	5
1402	32	14	14	5
1402	33	5,8	14	5
1402	34	1	14	5
1402	35	1,5	14	5
1402	36	4	14	5
1402	37	-88	16	5
1402	38	1,2	14	5
1402	39	0,5	14	5
1402	40	1,5	14	9
1402	41	2,5	14	9
1402	42	3,8	14	9
1402	43	1,3	14	9
1402	44	2,2	14	9
1402	45	5	14	6
1402	46	36	16	5
1402	61	5,4	14	4
1402	70	4,4	14	5
1403	1	1,5	16	6
1403	2	38	16	6
1403	3	12	16	6
1403	4	12	16	6
1403	5	28	16	6
1403	6	25	16	6
1403	7	0,06	10	12
1403	8	0,02	10	12
1403	9	0,14	10	12
1403	10	0,07	10	12
1403	11	1,3	1	4
1403	12	2,3	1	3
1403	13	4	1	3
1403	15	0,7	1	6
1403	16	2,9	1	3
1403	17	1,9	1	3
1403	18	-88	16	4
1403	19	1	1	4
1403	20	7	1	6
1403	21	1	1	4
1403	23	0,2	1	3
1403	24	-77	16	4
1403	25	1	1	3
1403	27	7,5	16	6
1403	28	14	16	6
1403	29	7	16	6
1403	30	2,5	1	4
1403	32	14	1	3
1403	33	6,8	1	4
1403	34	1	1	6
1403	35	1,5	1	6
1403	36	4	1	6
1403	37	-88	16	3
1403	38	1,2	1	3
1403	39	0,5	1	3
1403	40	1	1	3
1403	41	1,5	1	3
1403	42	4	16	6
1403	43	2,2	1	6
1403	44	3	16	6
1403	45	6	16	6
1403	46	36	1	6
1403	61	5	1	4
1403	70	4,8	1	3
1404	1	1,5	1	10
1404	2	40	14	10
1404	3	14	14	10
1404	4	14	14	10
1404	5	25	14	10
1404	6	25	14	10
1404	7	0,06	10	9
1404	8	0,02	10	9
1404	9	0,14	10	9
1404	10	0,07	10	9
1404	11	1,2	1	5
1404	12	2,8	1	5
1404	13	3,6	1	5
1404	15	0,8	1	5
1404	16	2,9	1	5
1404	17	2,2	1	5
1404	18	5	1	5
1404	19	1	1	5
1404	20	7	1	5
1404	21	1,2	1	5
1404	23	0,2	1	5
1404	24	4	16	5
1404	25	1	1	5
1404	27	7,5	1	5
1404	28	14	14	6
1404	29	7	14	14
1404	30	3	1	5
1404	32	14	1	5
1404	33	6,5	1	5
1404	34	1	1	5
1404	35	2	1	5
1404	36	4,5	1	5
1404	37	1,2	1	5
1404	38	1,2	1	5
1404	39	0,5	1	5
1404	40	1,2	1	5
1404	41	1,8	14	13
1404	42	4	14	13
1404	43	1,3	14	11
1404	44	2	14	11
1404	45	5	14	12
1404	46	38	1	5
1404	61	4,8	1	5
1404	70	4	1	5
1405	1	1,6	14	9
1405	2	40	14	8
1405	3	12	14	8
1405	4	12	14	8
1405	5	30	14	8
1405	6	18	14	8
1405	7	0,5	10	2
1405	8	0,02	10	2
1405	9	0,14	10	2
1405	10	0,11	10	2
1405	11	1,5	14	7
1405	12	2	14	6
1405	13	2,8	14	6
1405	15	0,84	14	6
1405	16	2,9	14	6
1405	17	1,8	14	6
1405	18	-88	16	6
1405	19	1	14	6
1405	20	6,5	16	10
1405	21	1,2	14	6
1405	23	0,2	14	6
1405	24	4	14	6
1405	25	1	14	6
1405	27	7,5	14	4
1405	28	11	14	4
1405	29	7	14	10
1405	30	2,8	14	6
1405	32	14	14	6
1405	33	5,6	14	6
1405	34	1,1	14	6
1405	35	1,6	14	6
1405	36	3,7	1	6
1405	37	-88	16	6
1405	38	1	14	6
1405	39	0,5	14	6
1405	40	1,5	14	7
1405	41	2,4	14	7
1405	42	3,5	14	7
1405	43	1,6	14	9
1405	44	2,8	14	9
1405	45	5	16	10
1405	46	36	16	10
1405	61	5,2	14	6
1405	70	4	14	6
1406	1	1,5	16	6
1406	2	40	16	6
1406	3	15	16	6
1406	4	15	16	6
1406	5	25	16	6
1406	6	22	16	6
1406	7	0,6	16	4
1406	8	0,08	16	4
1406	9	0,14	16	4
1406	10	0,11	16	4
1406	11	1,5	1	5
1406	12	2,7	1	5
1406	13	3	1	5
1406	15	0,7	1	5
1406	16	2,3	1	5
1406	17	2	1	5
1406	18	-88	16	5
1406	19	1	1	5
1406	20	7	1	5
1406	21	1,2	1	5
1406	23	0,2	1	5
1406	24	4,5	1	5
1406	25	1	1	5
1406	27	7	16	6
1406	28	14	16	6
1406	29	7	16	6
1406	30	2	1	5
1406	32	14	1	5
1406	33	6,8	1	5
1406	34	1,2	1	5
1406	35	2	1	5
1406	36	4	1	5
1406	37	-88	16	5
1406	38	1,2	1	5
1406	39	0,5	1	5
1406	40	1,6	1	5
1406	41	2,5	1	5
1406	42	3,5	1	5
1406	43	1,6	1	5
1406	44	2,5	1	5
1406	45	5	16	8
1406	46	36	16	9
1406	61	5,2	1	5
1406	70	4,3	1	5
1407	1	1,5	15	11
1407	2	35	16	13
1407	3	12	14	13
1407	4	12	14	13
1407	5	28	14	13
1407	6	25	14	13
1407	7	0,06	10	3
1407	8	0,02	10	3
1407	9	0,14	10	3
1407	10	0,07	10	3
1407	11	1,2	14	7
1407	12	2	14	8
1407	13	2,8	14	8
1407	15	0,7	14	8
1407	16	3	14	8
1407	17	1,8	14	8
1407	18	-88	16	8
1407	19	1	14	8
1407	20	7	14	8
1407	21	1	14	8
1407	23	0,3	14	8
1407	24	4,8	14	8
1407	25	1	14	8
1407	27	6,5	14	6
1407	28	12	14	4
1407	29	6	14	5
1407	30	2,2	14	8
1407	32	14	14	8
1407	33	5,5	14	8
1407	34	1	1	4
1407	35	2	1	4
1407	36	4,5	1	4
1407	37	-88	16	4
1407	38	1,2	1	4
1407	39	0,5	1	4
1407	40	1,5	14	7
1407	41	2	14	7
1407	42	3,5	14	7
1407	43	2,2	14	4
1407	44	2,4	14	4
1407	45	6	14	9
1407	46	38	1	4
1407	61	5	14	8
1407	70	3,5	14	8
1408	1	2,5	16	6
1408	2	30	16	6
1408	3	8	16	6
1408	4	8	16	6
1408	5	15	16	6
1408	6	14	16	6
1408	7	1	16	5
1408	8	0,1	16	5
1408	9	0,2	16	5
1408	10	0,15	16	5
1408	11	1	16	9
1408	12	2,4	16	9
1408	13	2,8	16	9
1408	15	0,7	16	9
1408	16	2,8	16	9
1408	17	1,8	16	9
1408	18	-88	16	9
1408	19	1	16	9
1408	20	6	16	6
1408	21	1,1	16	6
1408	23	0,2	16	6
1408	24	4,5	16	9
1408	25	1	16	9
1408	27	7	16	9
1408	28	10	16	9
1408	29	7	16	9
1408	30	2,5	16	9
1408	32	14	16	9
1408	33	7,5	16	9
1408	34	1	16	9
1408	35	1,5	16	9
1408	36	4	16	9
1408	37	-88	16	9
1408	38	1,2	16	9
1408	39	0,5	16	9
1408	40	2	16	6
1408	41	2,5	16	6
1408	42	4	16	6
1408	43	1,4	16	6
1408	44	2	16	6
1408	45	5	16	6
1408	46	37	16	9
1408	61	5,8	16	9
1408	70	4	16	9
1409	1	1,6	15	5
1409	2	38	16	5
1409	3	20	16	5
1409	4	20	16	5
1409	5	30	16	5
1409	6	20	16	5
1409	7	0,5	16	5
1409	8	0,04	16	5
1409	9	0,14	16	5
1409	10	0,11	16	5
1409	11	1	1	3
1409	12	2,6	1	4
1409	13	2,8	1	4
1409	15	0,79	1	4
1409	16	3	1	4
1409	17	2,5	1	4
1409	18	-88	16	4
1409	19	1,2	1	4
1409	20	6,5	1	4
1409	21	1,4	1	4
1409	23	0,2	1	4
1409	24	4,5	1	4
1409	25	1	1	4
1409	27	7,5	16	5
1409	28	14	16	5
1409	29	6	16	5
1409	30	2,5	1	4
1409	32	14	1	3
1409	33	7	1	4
1409	34	1	1	4
1409	35	2	1	4
1409	36	4,09	1	4
1409	37	-88	16	3
1409	38	1,29	1	3
1409	39	0,51	1	4
1409	40	1,2	1	3
1409	41	2,3	1	3
1409	42	3	1	3
1409	43	1,5	1	3
1409	44	2,79	1	3
1409	45	5,09	16	3
1409	46	34	16	5
1409	61	5	1	3
1409	70	4,6	1	4
1501	1	-88	16	2
1501	2	-88	16	2
1501	3	-88	16	2
1501	4	-88	16	2
1501	5	-88	16	2
1501	6	-88	16	2
1501	7	-88	16	2
1501	8	-88	16	2
1501	9	-88	16	2
1501	10	-88	16	2
1501	11	-88	16	2
1501	12	-88	16	2
1501	13	-88	16	2
1501	15	-88	16	2
1501	16	-88	16	2
1501	17	-88	16	2
1501	18	-88	16	2
1501	19	-88	16	2
1501	20	-88	16	2
1501	21	-88	16	2
1501	23	-88	16	2
1501	24	-88	16	2
1501	25	-88	16	2
1501	27	-88	16	2
1501	28	-88	16	2
1501	29	-88	16	2
1501	30	-88	16	2
1501	32	-88	16	2
1501	33	-88	16	2
1501	34	1,5	1	2
1501	35	-88	16	2
1501	36	5	1	2
1501	37	-88	16	2
1501	38	-88	16	2
1501	39	-88	16	2
1501	40	-88	16	2
1501	41	-88	16	2
1501	42	-88	16	2
1501	43	-88	16	2
1501	44	-88	16	2
1501	45	-88	16	2
1501	46	-88	16	2
1501	61	-88	16	2
1501	70	-88	16	2
1502	1	1,5	1	4
1502	2	-88	16	4
1502	3	-88	16	4
1502	4	-88	16	4
1502	5	-88	16	4
1502	6	-88	16	4
1502	7	0,5	10	6
1502	8	0,02	10	6
1502	9	0,11	10	6
1502	10	-88	16	6
1502	11	1	1	4
1502	12	2	1	4
1502	13	3	1	4
1502	15	-88	16	4
1502	16	3	1	4
1502	17	2,3	1	4
1502	18	-88	16	4
1502	19	1,2	1	4
1502	20	-88	16	4
1502	21	1	1	4
1502	23	0,3	1	4
1502	24	-88	16	4
1502	25	-88	16	4
1502	27	-88	16	4
1502	28	-88	16	4
1502	29	-88	16	4
1502	30	2	1	4
1502	32	-88	16	4
1502	33	7,5	1	4
1502	34	1,5	1	4
1502	35	2	1	4
1502	36	-88	16	4
1502	37	1	1	4
1502	38	-88	16	4
1502	39	0,3	1	4
1502	40	1,4	1	4
1502	41	-88	16	4
1502	42	-88	16	4
1502	43	-88	16	4
1502	44	-88	16	4
1502	45	-88	16	4
1502	46	-88	16	4
1502	61	5,7	1	4
1502	70	4	1	4
1503	1	-88	16	1
1503	2	-88	16	1
1503	3	-88	16	1
1503	4	-88	16	1
1503	5	-88	16	1
1503	6	-88	16	1
1503	7	-88	16	2
1503	8	-88	16	2
1503	9	-88	16	2
1503	10	-88	16	2
1503	11	1,5	1	1
1503	12	2,5	1	1
1503	13	3	1	1
1503	15	-88	16	1
1503	16	3	1	1
1503	17	2,5	1	1
1503	18	-88	15	1
1503	19	1	1	1
1503	20	-88	16	1
1503	21	1,2	1	1
1503	23	0,3	1	1
1503	24	-88	16	1
1503	25	-88	16	1
1503	27	-88	16	1
1503	28	-88	16	1
1503	29	-88	16	1
1503	30	2	1	1
1503	32	-88	15	1
1503	33	7	1	1
1503	34	1,2	1	1
1503	35	2	1	1
1503	36	-88	16	1
1503	37	-88	16	1
1503	38	-88	16	1
1503	39	0,3	1	1
1503	40	-88	16	1
1503	41	-88	16	1
1503	42	-88	16	1
1503	43	-88	16	1
1503	44	-88	16	1
1503	45	-88	16	1
1503	46	-88	16	1
1503	61	6	1	1
1503	70	3	1	1
1504	1	2	1	1
1504	2	45	14	1
1504	3	12	1	1
1504	4	12	1	1
1504	5	25	1	1
1504	6	25	1	1
1504	7	1	10	3
1504	8	0,1	10	3
1504	9	0,1	10	3
1504	10	0,2	10	3
1504	11	1	1	1
1504	12	2,5	1	1
1504	13	3	1	1
1504	15	0,7	1	2
1504	16	3,2	1	1
1504	17	2,4	1	1
1504	18	3	1	1
1504	19	1,2	1	1
1504	20	4,5	1	1
1504	21	1	1	1
1504	23	0,3	1	1
1504	24	4,5	1	1
1504	25	1,5	1	1
1504	27	8,5	1	1
1504	28	11	1	1
1504	29	9,5	1	1
1504	30	2	1	1
1504	32	14,5	14	1
1504	33	6	1	1
1504	34	1,2	1	1
1504	35	2	1	1
1504	36	5	1	1
1504	37	2	1	1
1504	38	2	1	1
1504	39	0,3	1	1
1504	40	1,5	1	1
1504	41	1,5	1	1
1504	42	3	1	1
1504	43	0,6	1	1
1504	44	1,5	1	1
1504	45	4	1	1
1504	46	40	1	1
1504	61	5,8	1	1
1504	70	4	1	1
1505	1	1,5	1	5
1505	2	-88	15	5
1505	3	-88	16	5
1505	4	-88	16	5
1505	5	-88	16	5
1505	6	-88	16	5
1505	7	0,3	10	4
1505	8	0,1	10	4
1505	9	0,2	10	4
1505	10	0,2	1	4
1505	11	1,3	1	5
1505	12	2,2	1	5
1505	13	3	1	5
1505	15	0,5	1	5
1505	16	3	1	5
1505	17	2,5	1	5
1505	18	-88	16	5
1505	19	1,3	1	5
1505	20	7	1	5
1505	21	1	1	5
1505	23	0,3	1	5
1505	24	4,5	1	5
1505	25	0,6	1	5
1505	27	-88	16	5
1505	28	12	1	5
1505	29	8,5	1	5
1505	30	2	1	5
1505	32	-88	16	5
1505	33	7	1	5
1505	34	1,5	1	5
1505	35	2	1	5
1505	36	5	1	5
1505	37	1	1	5
1505	38	-88	16	5
1505	39	0,5	1	5
1505	40	2	1	5
1505	41	1,8	1	5
1505	42	-88	16	5
1505	43	-88	16	5
1505	44	-88	16	5
1505	45	5,5	1	5
1505	46	36	1	5
1505	61	5,5	1	5
1505	70	4	1	5
1507	1	3	1	1
1507	2	40	1	1
1507	3	20	1	1
1507	4	20	1	1
1507	5	25	1	1
1507	6	25	1	1
1507	7	0,5	1	1
1507	8	0,4	1	1
1507	9	0,5	1	1
1507	10	0,6	1	1
1507	11	1,2	1	1
1507	12	2,5	1	1
1507	13	3	1	1
1507	15	1	1	1
1507	16	3	1	1
1507	17	2,5	1	1
1507	18	7	1	1
1507	19	1	1	1
1507	20	7	1	1
1507	21	1	1	1
1507	23	0,2	1	1
1507	24	3,5	1	1
1507	25	4	1	1
1507	27	8	1	1
1507	28	9	1	1
1507	29	8	1	1
1507	30	3,5	1	1
1507	32	4	1	1
1507	33	7	1	1
1507	34	1	1	1
1507	35	1,5	1	1
1507	36	4,5	1	1
1507	37	0,1	1	1
1507	38	0,1	1	1
1507	39	0,5	1	1
1507	40	2	1	1
1507	41	2	1	1
1507	42	1	1	1
1507	43	0,8	1	1
1507	44	2	1	1
1507	45	5	1	1
1507	46	32	1	1
1507	61	5	1	1
1507	70	4	1	1
1508	1	2	1	4
1508	2	-88	16	4
1508	3	-88	16	4
1508	4	-88	16	4
1508	5	-88	16	4
1508	6	-88	16	4
1508	7	1,5	9	2
1508	8	0,2	9	2
1508	9	0,5	9	2
1508	10	0,2	9	2
1508	11	1,5	1	4
1508	12	2,5	1	4
1508	13	3	1	4
1508	15	1	1	4
1508	16	2,8	1	4
1508	17	2,8	1	4
1508	18	-88	16	4
1508	19	1,2	1	4
1508	20	-88	16	4
