PLACEID	PRANIDR4	AVGPRCAN	MINPRCAN	MAXPRCAN
1502	14	10	 	 
1503	1	-88	 	 
1503	2	-88	 	 
1503	3	-88	 	 
1503	4	-88	 	 
1503	5	-88	 	 
1503	6	-88	 	 
1503	7	-88	 	 
1503	8	400	 	 
1503	9	40	 	 
1503	10	-88	 	 
1503	11	25	 	 
1503	12	-88	 	 
1503	13	-88	 	 
1503	14	-88	 	 
1504	1	2800	 	 
1504	2	800	 	 
1504	3	500	 	 
1504	4	-88	 	 
1504	5	-88	 	 
1504	6	-88	 	 
1504	7	-88	 	 
1504	8	200	 	 
1504	9	36	 	 
1504	10	-88	 	 
1504	11	20	 	 
1504	12	-88	 	 
1504	13	-88	 	 
1504	14	-88	 	 
1505	1	-77	2000	2500
1505	2	1000	 	 
1505	3	5000	 	 
1505	4	1000	 	 
1505	5	-88	 	 
1505	6	-88	 	 
1505	7	-88	 	 
1505	8	500	 	 
1505	9	60	 	 
1505	10	-88	 	 
1505	11	-88	 	 
1505	12	-88	 	 
1505	13	-88	 	 
1505	14	-88	 	 
1507	1	2000	 	 
1507	2	1500	 	 
1507	3	-88	 	 
1507	4	-88	 	 
1507	5	-88	 	 
1507	6	-88	 	 
1507	7	-88	 	 
1507	8	-88	 	 
1507	9	30	 	 
1507	10	-88	 	 
1507	11	-88	 	 
1507	12	-88	 	 
1507	13	-88	 	 
1507	14	-88	 	 
1508	1	-88	 	 
1508	2	-88	 	 
1508	3	-88	 	 
1508	4	-88	 	 
1508	5	-88	 	 
1508	6	-88	 	 
1508	7	-88	 	 
1508	8	-88	 	 
1508	9	-77	32	35
1508	10	-88	 	 
1508	11	-77	10	15
1508	12	-88	 	 
1508	13	-88	 	 
1508	14	-77	20	25
1509	1	2000	 	 
1509	2	1000	 	 
1509	3	3000	 	 
1509	4	-88	 	 
1509	5	-88	 	 
1509	6	100	 	 
1509	7	100	 	 
1509	8	1000	 	 
1509	9	30	 	 
1509	10	50	 	 
1509	11	20	 	 
1509	12	-88	 	 
1509	13	1000	 	 
1509	14	-88	 	 
1510	1	-88	 	 
1510	2	-88	 	 
1510	3	-88	 	 
1510	4	-88	 	 
1510	5	-88	 	 
1510	6	-88	 	 
1510	7	-88	 	 
1510	8	-88	 	 
1510	9	-77	15	20
1510	10	-88	 	 
1510	11	15	 	 
1510	12	-88	 	 
1510	13	-88	 	 
1510	14	-77	15	20
1601	1	2500	 	 
1601	2	1000	 	 
1601	3	2100	 	 
1601	4	300	 	 
1601	5	-88	 	 
1601	6	120	 	 
1601	7	-88	 	 
1601	8	500	 	 
1601	9	30	 	 
1601	10	-88	 	 
1601	11	15	 	 
1601	12	180	 	 
1601	13	1800	 	 
1601	14	600	 	 
1603	1	2000	 	 
1603	2	800	 	 
1603	3	2000	 	 
1603	4	300	 	 
1603	5	-88	 	 
1603	6	150	 	 
1603	7	-88	 	 
1603	8	400	 	 
1603	9	25	 	 
1603	10	-88	 	 
1603	11	15	 	 
1603	12	-88	 	 
1603	13	200	 	 
1603	14	-88	 	 
1604	1	2000	 	 
1604	2	700	 	 
1604	3	2000	 	 
1604	4	-88	 	 
1604	5	-88	 	 
1604	6	100	 	 
1604	7	-88	 	 
1604	8	500	 	 
1604	9	30	 	 
1604	10	-88	 	 
1604	11	15	 	 
1604	12	-88	 	 
1604	13	1800	 	 
1604	14	500	 	 
1701	1	30000	 	 
1701	2	-77	800	1000
1701	3	-77	1500	2000
1701	4	-77	150	200
1701	5	1000	 	 
1701	6	-77	100	250
1701	7	-88	 	 
1701	8	-77	250	300
1701	9	-77	25	30
1701	10	10	 	 
1701	11	-77	10	15
1701	12	-88	 	 
1701	13	-77	2000	3000
1701	14	-88	 	 
1702	1	1000	 	 
1702	2	400	 	 
1702	3	2500	 	 
1702	4	150	 	 
1702	5	-88	 	 
1702	6	100	 	 
1702	7	80	 	 
1702	8	500	 	 
1702	9	20	 	 
1702	10	10	 	 
1702	11	15	 	 
1702	12	-88	 	 
1702	13	2000	 	 
1702	14	300	 	 
1703	1	1000	 	 
1703	2	800	 	 
1703	3	-77	1500	2000
1703	4	100	 	 
1703	5	-88	 	 
1703	6	-77	80	100
1703	7	-88	 	 
1703	8	400	 	 
1703	9	25	 	 
1703	10	20	 	 
1703	11	20	 	 
1703	12	-88	 	 
1703	13	1000	 	 
1703	14	-88	 	 
1801	1	-77	1000	1400
1801	2	-77	600	800
1801	3	-77	2200	2800
1801	4	-77	160	220
1801	5	-88	 	 
1801	6	-77	160	220
1801	7	-7	 	 
1801	8	500	 	 
1801	9	25	 	 
1801	10	-77	-77	-77
1801	11	20	 	 
1801	12	-88	 	 
1801	13	2200	 	 
1801	14	-88	 	 
1802	1	5000	 	 
1802	2	1000	 	 
1802	3	2000	 	 
1802	4	-88	 	 
1802	5	-88	 	 
1802	6	80	 	 
1802	7	-88	 	 
1802	8	400	 	 
1802	9	25	 	 
1802	10	15	 	 
1802	11	20	 	 
1802	12	-88	 	 
1802	13	1500	 	 
1802	14	350	 	 
2002	1	-88	 	 
2002	2	-88	 	 
2002	3	-88	 	 
2002	4	-88	 	 
2002	5	-88	 	 
2002	6	-88	 	 
2002	7	-88	 	 
2002	8	-88	 	 
2002	9	-88	 	 
2002	10	-88	 	 
2002	11	-88	 	 
2002	12	-88	 	 
2002	13	-88	 	 
2002	14	-88	 	 
2004	1	-88	 	 
2004	2	-88	 	 
2004	3	-88	 	 
2004	4	-88	 	 
2004	5	-88	 	 
2004	6	-88	 	 
2004	7	-88	 	 
2004	8	-88	 	 
2004	9	-88	 	 
2004	10	-88	 	 
2004	11	-88	 	 
2004	12	-88	 	 
2004	13	-88	 	 
2004	14	-88	 	 
2005	1	-88	 	 
2005	2	-88	 	 
2005	3	-88	 	 
2005	4	-88	 	 
2005	5	-88	 	 
2005	6	-88	 	 
2005	7	-88	 	 
2005	8	-88	 	 
2005	9	-88	 	 
2005	10	-88	 	 
2005	11	-88	 	 
2005	12	-88	 	 
2005	13	-88	 	 
2005	14	-88	 	 
2006	1	-88	 	 
2006	2	-88	 	 
2006	3	-88	 	 
2006	4	-88	 	 
2006	5	-88	 	 
2006	6	-88	 	 
2006	7	-88	 	 
2006	8	-88	 	 
2006	9	-88	 	 
2006	10	-88	 	 
2006	11	-88	 	 
2006	12	-88	 	 
2006	13	-88	 	 
2006	14	-88	 	 
2007	1	-88	 	 
2007	2	-88	 	 
2007	3	-88	 	 
2007	4	-88	 	 
2007	5	-88	 	 
2007	6	-88	 	 
2007	7	-88	 	 
2007	8	-88	 	 
2007	9	-88	 	 
2007	10	-88	 	 
2007	11	-88	 	 
2007	12	-88	 	 
2007	13	-88	 	 
2007	14	-88	 	 
2008	1	-88	 	 
2008	2	-88	 	 
2008	3	-88	 	 
2008	4	-88	 	 
2008	5	-88	 	 
2008	6	-88	 	 
2008	7	-88	 	 
2008	8	-88	 	 
2008	9	-88	 	 
2008	10	-88	 	 
2008	11	-88	 	 
2008	12	-88	 	 
2008	13	-88	 	 
2008	14	-88	 	 
2009	1	-88	 	 
2009	2	-88	 	 
2009	3	-88	 	 
2009	4	-88	 	 
2009	5	-88	 	 
2009	6	-88	 	 
2009	7	-88	 	 
2009	8	-88	 	 
2009	9	-88	 	 
2009	10	-88	 	 
2009	11	-88	 	 
2009	12	-88	 	 
2009	13	-88	 	 
2009	14	-88	 	 
2010	1	-88	 	 
2010	2	-88	 	 
2010	3	-88	 	 
2010	4	-88	 	 
2010	5	-88	 	 
2010	6	-88	 	 
2010	7	-88	 	 
2010	8	-88	 	 
2010	9	-88	 	 
2010	10	-88	 	 
2010	11	-88	 	 
2010	12	-88	 	 
2010	13	-88	 	 
2010	14	-88	 	 
2011	1	-88	 	 
2011	2	-88	 	 
2011	3	-88	 	 
2011	4	-88	 	 
2011	5	-88	 	 
2011	6	-88	 	 
2011	7	-88	 	 
2011	8	-88	 	 
2011	9	-88	 	 
2011	10	-88	 	 
2011	11	-88	 	 
2011	12	-88	 	 
2011	13	-88	 	 
2011	14	-88	 	 
2012	1	-88	 	 
2012	2	-88	 	 
2012	3	-88	 	 
2012	4	-88	 	 
2012	5	-88	 	 
2012	6	-88	 	 
2012	7	-88	 	 
2012	8	-88	 	 
2012	9	-88	 	 
2012	10	-88	 	 
2012	11	-88	 	 
2012	12	-88	 	 
2012	13	-88	 	 
2012	14	-88	 	 
2014	1	-88	 	 
2014	2	-88	 	 
2014	3	-88	 	 
2014	4	-88	 	 
2014	5	-88	 	 
2014	6	-88	 	 
2014	7	-88	 	 
2014	8	-88	 	 
2014	9	-88	 	 
2014	10	-88	 	 
2014	11	-88	 	 
2014	12	-88	 	 
2014	13	-88	 	 
2014	14	-88	 	 
2015	1	-88	 	 
2015	2	-88	 	 
2015	3	-88	 	 
2015	4	-88	 	 
2015	5	-88	 	 
2015	6	-88	 	 
2015	7	-88	 	 
2015	8	-88	 	 
2015	9	-88	 	 
2015	10	-88	 	 
2015	11	-88	 	 
2015	12	-88	 	 
2015	13	-88	 	 
2015	14	-88	 	 
2016	1	-88	 	 
2016	2	-88	 	 
2016	3	-88	 	 
2016	4	-88	 	 
2016	5	-88	 	 
2016	6	-88	 	 
2016	7	-88	 	 
2016	8	-88	 	 
2016	9	-88	 	 
2016	10	-88	 	 
2016	11	-88	 	 
2016	12	-88	 	 
2016	13	-88	 	 
2016	14	-88	 	 
2017	1	-88	 	 
2017	2	-88	 	 
2017	3	-88	 	 
2017	4	-88	 	 
2017	5	-88	 	 
2017	6	-88	 	 
2017	7	-88	 	 
2017	8	-88	 	 
2017	9	-88	 	 
2017	10	-88	 	 
2017	11	-88	 	 
2017	12	-88	 	 
2017	13	-88	 	 
2017	14	-88	 	 
2018	1	-88	 	 
2018	2	-88	 	 
2018	3	-88	 	 
2018	4	-88	 	 
2018	5	-88	 	 
2018	6	-88	 	 
2018	7	-8	 	 
2018	8	-88	 	 
2018	9	-88	 	 
2018	10	-88	 	 
2018	11	-88	 	 
2018	12	-88	 	 
2018	13	-88	 	 
2018	14	-88	 	 
2019	1	2000	 	 
2019	2	900	 	 
2019	3	-88	 	 
2019	4	150	 	 
2019	5	-88	 	 
2019	6	200	 	 
2019	7	-88	 	 
2019	8	100	 	 
2019	9	35	 	 
2019	10	20	 	 
2019	11	10	 	 
2019	12	-88	 	 
2019	13	-88	 	 
2019	14	-88	 	 
2020	1	-88	 	 
2020	2	-88	 	 
2020	3	-88	 	 
2020	4	-88	 	 
2020	5	-88	 	 
2020	6	-88	 	 
2020	7	-88	 	 
2020	8	-88	 	 
2020	9	-88	 	 
2020	10	-88	 	 
2020	11	-88	 	 
2020	12	-88	 	 
2020	13	-88	 	 
2020	14	-88	 	 
2021	1	6000	 	 
2021	2	1000	 	 
2021	3	-88	 	 
2021	4	200	 	 
2021	5	200	 	 
2021	6	350	 	 
2021	7	-88	 	 
2021	8	300	 	 
2021	9	-88	 	 
2021	10	-88	 	 
2021	11	-88	 	 
2021	12	-88	 	 
2021	13	-88	 	 
2021	14	-88	 	 
8003	1	-88	 	 
8003	2	-88	 	 
8003	3	-88	 	 
8003	4	-88	 	 
8003	5	-88	 	 
8003	6	-88	 	 
8003	7	-88	 	 
8003	8	-88	 	 
8003	9	30	 	 
8003	10	-88	 	 
8003	11	20	 	 
8003	12	-88	 	 
8003	13	-88	 	 
8003	14	-88	 	 
8004	1	2000	 	 
8004	2	1200	 	 
8004	3	2500	 	 
8004	4	700	 	 
8004	5	1500	 	 
8004	6	250	 	 
8004	7	150	 	 
8004	8	500	 	 
8004	9	30	 	 
8004	10	-88	 	 
8004	11	15	 	 
8004	12	-88	 	 
8004	13	2000	 	 
8004	14	-88	 	 
8005	1	4000	 	 
8005	2	2000	 	 
8005	3	3000	 	 
8005	4	200	 	 
8005	5	1500	 	 
8005	6	-88	 	 
8005	7	-88	 	 
8005	8	200	 	 
8005	9	25	 	 
8005	10	-88	 	 
8005	11	15	 	 
8005	12	-88	 	 
8005	13	3000	 	 
8005	14	800	 	 
8007	1	-88	 	 
8007	2	-88	 	 
8007	3	-88	 	 
8007	4	-88	 	 
8007	5	-88	 	 
8007	6	-88	 	 
8007	7	-88	 	 
8007	8	-88	 	 
8007	9	20	 	 
8007	10	-88	 	 
8007	11	20	 	 
8007	12	-88	 	 
8007	13	-88	 	 
8007	14	-88	 	 
8008	1	-77	1800	1900
8008	2	-77	600	700
8008	3	-77	1000	1400
8008	4	-77	400	500
8008	5	-77	400	500
8008	6	-77	100	110
8008	7	50	 	 
8008	8	200	 	 
8008	9	25	 	 
8008	10	30	 	 
8008	11	20	 	 
8008	12	-88	 	 
8008	13	-77	1100	1500
8008	14	-88	 	 
8012	1	-88	 	 
8012	2	-88	 	 
8012	3	-88	 	 
8012	4	-88	 	 
8012	5	-88	 	 
8012	6	-88	 	 
8012	7	-88	 	 
8012	8	-88	 	 
8012	9	-88	 	 
8012	10	-88	 	 
8012	11	-88	 	 
8012	12	-88	 	 
8012	13	-88	 	 
8012	14	-88	 	 
8014	1	3000	 	 
8014	2	1600	 	 
8014	3	3500	 	 
8014	4	250	 	 
8014	5	-88	 	 
8014	6	300	 	 
8014	7	150	 	 
8014	8	300	 	 
8014	9	30	 	 
8014	10	30	 	 
8014	11	15	 	 
8014	12	-88	 	 
8014	13	-88	 	 
8014	14	200	 	 
8016	1	2600	 	 
8016	2	1000	 	 
8016	3	2800	 	 
8016	4	-88	 	 
8016	5	-88	 	 
8016	6	90	 	 
8016	7	-88	 	 
8016	8	600	 	 
8016	9	25	 	 
8016	10	-88	 	 
8016	11	15	 	 
8016	12	-88	 	 
8016	13	2000	 	 
8016	14	600	 	 
8018	1	2200	 	 
8018	2	800	 	 
8018	3	2000	 	 
8018	4	-88	 	 
8018	5	-88	 	 
8018	6	100	 	 
8018	7	-88	 	 
8018	8	600	 	 
8018	9	25	 	 
8018	10	-88	 	 
8018	11	15	 	 
8018	12	-88	 	 
8018	13	1600	 	 
8018	14	-88	 	 
8020	1	-88	 	 
8020	2	-88	 	 
8020	3	-88	 	 
8020	4	-88	 	 
8020	5	-88	 	 
8020	6	-88	 	 
8020	7	-88	 	 
8020	8	-88	 	 
8020	9	-88	 	 
8020	10	-88	 	 
8020	11	-88	 	 
8020	12	-88	 	 
8020	13	-88	 	 
8020	14	-88	 	 
8025	1	-88	 	 
8025	2	-88	 	 
8025	3	-88	 	 
8025	4	-88	 	 
8025	5	-88	 	 
8025	6	-88	 	 
8025	7	-88	 	 
8025	8	-88	 	 
8025	9	-88	 	 
8025	10	-88	 	 
8025	11	-88	 	 
8025	12	-88	 	 
8025	13	-88	 	 
8025	14	-88	 	 
8026	1	3000	 	 
8026	2	1500	 	 
8026	3	3000	 	 
8026	4	-88	 	 
8026	5	-88	 	 
8026	6	300	 	 
8026	7	-88	 	 
8026	8	900	 	 
8026	9	20	 	 
8026	10	10	 	 
8026	11	15	 	 
8026	12	-88	 	 
8026	13	300	 	 
8026	14	-88	 	 
8029	1	-77	800	1000
8029	2	400	 	 
8029	3	900	 	 
8029	4	40	 	 
8029	5	-88	 	 
8029	6	60	 	 
8029	7	60	 	 
8029	8	60	 	 
8029	9	20	 	 
8029	10	-88	 	 
8029	11	10	 	 
8029	12	150	 	 
8029	13	-77	1200	1500
8029	14	-88	 	 
8032	1	4000	 	 
8032	2	2000	 	 
8032	3	5000	 	 
8032	4	500	 	 
8032	5	500	 	 
8032	6	250	 	 
8032	7	-88	 	 
8032	8	200	 	 
8032	9	30	 	 
8032	10	25	 	 
8032	11	22	 	 
8032	12	-88	 	 
8032	13	2000	 	 
8032	14	-88	 	 
8034	1	-77	1000	1200
8034	2	-77	1000	1100
8034	3	-88	 	 
8034	4	-77	400	600
8034	5	-88	 	 
8034	6	-88	 	 
8034	7	-88	 	 
8034	8	-77	300	500
8034	9	-77	25	35
8034	10	-8	 	 
8034	11	-77	20	30
8034	12	-88	 	 
8034	13	-88	 	 
8034	14	-88	 	 
8037	1	2000	 	 
8037	2	1500	 	 
8037	3	300	 	 
8037	4	500	 	 
8037	5	1000	 	 
8037	6	150	 	 
8037	7	80	 	 
8037	8	400	 	 
8037	9	20	 	 
8037	10	20	 	 
8037	11	30	 	 
8037	12	-88	 	 
8037	13	2500	 	 
8037	14	-88	 	 
8038	1	800	 	 
8038	2	600	 	 
8038	3	1000	 	 
8038	4	400	 	 
8038	5	400	 	 
8038	6	200	 	 
8038	7	200	 	 
8038	8	150	 	 
8038	9	40	 	 
8038	10	50	 	 
8038	11	40	 	 
8038	12	-88	 	 
8038	13	800	 	 
8038	14	-88	 	 
8039	1	-88	 	 
8039	2	-88	 	 
8039	3	-88	 	 
8039	4	-88	 	 
8039	5	-88	 	 
8039	6	-88	 	 
8039	7	-88	 	 
8039	8	-88	 	 
8039	9	-88	 	 
8039	10	-88	 	 
8039	11	-88	 	 
8039	12	-88	 	 
8039	13	-88	 	 
8039	14	-88	 	 
8040	1	2300	 	 
8040	2	1200	 	 
8040	3	2500	 	 
8040	4	150	 	 
8040	5	-88	 	 
8040	6	-88	 	 
8040	7	-88	 	 
8040	8	600	 	 
8040	9	30	 	 
8040	10	-88	 	 
8040	11	20	 	 
8040	12	-88	 	 
8040	13	1200	 	 
8040	14	30	 	 
8041	1	2000	 	 
8041	2	1200	 	 
8041	3	3000	 	 
8041	4	500	 	 
8041	5	1500	 	 
8041	6	50	 	 
8041	7	-88	 	 
8041	8	800	 	 
8041	9	30	 	 
8041	10	-88	 	 
8041	11	30	 	 
8041	12	-88	 	 
8041	13	1200	 	 
8041	14	30	 	 
8046	1	1800	 	 
8046	2	1200	 	 
8046	3	1500	 	 
8046	4	400	 	 
8046	5	800	 	 
8046	6	150	 	 
8046	7	80	 	 
8046	8	500	 	 
8046	9	25	 	 
8046	10	20	 	 
8046	11	20	 	 
8046	12	700	 	 
8046	13	1500	 	 
8046	14	1000	 	 
8048	1	-88	 	 
8048	2	1000	 	 
8048	3	-88	 	 
8048	4	600	 	 
8048	5	1000	 	 
8048	6	150	 	 
8048	7	-88	 	 
8048	8	600	 	 
8048	9	40	 	 
8048	10	-88	 	 
8048	11	25	 	 
8048	12	-88	 	 
8048	13	-88	 	 
8048	14	-88	 	 
8059	1	-88	 	 
8059	2	2000	 	 
8059	3	3500	 	 
8059	4	-88	 	 
8059	5	-88	 	 
8059	6	-88	 	 
8059	7	100	 	 
8059	8	500	 	 
8059	9	20	 	 
8059	10	-88	 	 
8059	11	15	 	 
8059	12	-88	 	 
8059	13	3000	 	 
8059	14	-88	 	 
8060	1	-88	 	 
8060	2	-88	 	 
8060	3	-88	 	 
8060	4	-88	 	 
8060	5	-88	 	 
8060	6	-88	 	 
8060	7	-88	 	 
8060	8	-88	 	 
8060	9	-88	 	 
8060	10	-88	 	 
8060	11	-88	 	 
8060	12	-88	 	 
8060	13	-88	 	 
8060	14	-88	 	 
8062	1	-88	 	 
8062	2	700	 	 
8062	3	1000	 	 
8062	4	-88	 	 
8062	5	-88	 	 
8062	6	200	 	 
8062	7	-88	 	 
8062	8	-88	 	 
8062	9	30	 	 
8062	10	-88	 	 
8062	11	20	 	 
8062	12	-88	 	 
8062	13	-88	 	 
8062	14	-88	 	 
8064	1	3500	 	 
8064	2	1800	 	 
8064	3	2500	 	 
8064	4	500	 	 
8064	5	-88	 	 
8064	6	180	 	 
8064	7	-88	 	 
8064	8	1000	 	 
8064	9	50	 	 
8064	10	30	 	 
8064	11	20	 	 
8064	12	-88	 	 
8064	13	-88	 	 
8064	14	-88	 	 
8066	1	3000	 	 
8066	2	1500	 	 
8066	3	6000	 	 
8066	4	-88	 	 
8066	5	-88	 	 
8066	6	150	 	 
8066	7	-88	 	 
8066	8	-88	 	 
8066	9	30	 	 
8066	10	-88	 	 
8066	11	18	 	 
8066	12	-88	 	 
8066	13	700	 	 
8066	14	-88	 	 
8067	1	3000	 	 
8067	2	2000	 	 
8067	3	-88	 	 
8067	4	500	 	 
8067	5	800	 	 
8067	6	200	 	 
8067	7	-88	 	 
8067	8	500	 	 
8067	9	30	 	 
8067	10	-88	 	 
8067	11	15	 	 
8067	12	-88	 	 
8067	13	2000	 	 
8067	14	-88	 	 
8069	1	2000	 	 
8069	2	1200	 	 
8069	3	-88	 	 
8069	4	-88	 	 
8069	5	-88	 	 
8069	6	200	 	 
8069	7	-88	 	 
8069	8	400	 	 
8069	9	45	 	 
8069	10	-88	 	 
8069	11	18	 	 
8069	12	-88	 	 
8069	13	-88	 	 
8069	14	-88	 	 
8070	1	-88	 	 
8070	2	1800	 	 
8070	3	2000	 	 
8070	4	-88	 	 
8070	5	-88	 	 
8070	6	-88	 	 
8070	7	-88	 	 
8070	8	600	 	 
8070	9	30	 	 
8070	10	-88	 	 
8070	11	15	 	 
8070	12	-88	 	 
8070	13	-88	 	 
8070	14	-88	 	 
8071	1	-88	 	 
8071	2	2200	 	 
8071	3	1200	 	 
8071	4	500	 	 
8071	5	500	 	 
8071	6	180	 	 
8071	7	-88	 	 
8071	8	300	 	 
8071	9	30	 	 
8071	10	25	 	 
8071	11	10	 	 
8071	12	-88	 	 
8071	13	-88	 	 
8071	14	-88	 	 
8072	1	-88	 	 
8072	2	1000	 	 
8072	3	1800	 	 
8072	4	-88	 	 
8072	5	-88	 	 
8072	6	150	 	 
8072	7	-88	 	 
8072	8	200	 	 
8072	9	30	 	 
8072	10	-88	 	 
8072	11	-88	 	 
8072	12	-88	 	 
8072	13	-88	 	 
8072	14	-88	 	 
8083	1	-88	 	 
8083	2	-88	 	 
8083	3	-88	 	 
8083	4	-88	 	 
8083	5	-88	 	 
8083	6	-88	 	 
8083	7	-88	 	 
8083	8	-88	 	 
8083	9	-88	 	 
8083	10	-88	 	 
8083	11	-88	 	 
8083	12	-88	 	 
8083	13	-88	 	 
8083	14	-88	 	 
8084	1	-88	 	 
8084	2	-88	 	 
8084	3	-88	 	 
8084	4	-88	 	 
8084	5	-88	 	 
8084	6	-88	 	 
8084	7	-88	 	 
8084	8	-88	 	 
8084	9	-88	 	 
8084	10	-88	 	 
8084	11	-88	 	 
8084	12	-88	 	 
8084	13	-88	 	 
8084	14	-88	 	 
8085	1	3000	 	 
8085	2	1500	 	 
8085	3	-88	 	 
8085	4	400	 	 
8085	5	1000	 	 
8085	6	200	 	 
8085	7	120	 	 
8085	8	500	 	 
8085	9	25	 	 
8085	10	-88	 	 
8085	11	20	 	 
8085	12	-88	 	 
8085	13	1500	 	 
8085	14	50	 	 
8086	1	3000	 	 
8086	2	2000	 	 
8086	3	3000	 	 
8086	4	800	 	 
8086	5	800	 	 
8086	6	200	 	 
8086	7	150	 	 
8086	8	180	 	 
8086	9	20	 	 
8086	10	8	 	 
8086	11	8	 	 
8086	12	-88	 	 
8086	13	2000	 	 
8086	14	850	 	 
8088	1	-88	 	 
8088	2	-88	 	 
8088	3	-88	 	 
8088	4	-88	 	 
8088	5	-88	 	 
8088	6	-88	 	 
8088	7	-88	 	 
8088	8	-88	 	 
8088	9	-88	 	 
8088	10	-88	 	 
8088	11	-88	 	 
8088	12	-88	 	 
8088	13	-88	 	 
8088	14	-88	 	 
8090	1	-88	 	 
8090	2	-88	 	 
8090	3	-88	 	 
8090	4	-88	 	 
8090	5	-88	 	 
8090	6	-88	 	 
8090	7	-88	 	 
8090	8	-88	 	 
8090	9	-88	 	 
8090	10	-88	 	 
8090	11	-88	 	 
8090	12	-88	 	 
8090	13	-88	 	 
8090	14	-88	 	 
8091	1	-88	 	 
8091	2	-88	 	 
8091	3	-88	 	 
8091	4	-88	 	 
8091	5	-88	 	 
8091	6	-88	 	 
8091	7	-88	 	 
8091	8	-77	400	600
8091	9	-88	 	 
8091	10	-88	 	 
8091	11	-88	 	 
8091	12	-88	 	 
8091	13	-88	 	 
8091	14	-88	 	 
8092	1	-88	 	 
8092	2	-88	 	 
8092	3	-88	 	 
8092	4	-88	 	 
8092	5	-88	 	 
8092	6	-88	 	 
8092	7	-88	 	 
8092	8	-88	 	 
8092	9	-88	 	 
8092	10	-88	 	 
8092	11	-88	 	 
8092	12	-88	 	 
8092	13	-88	 	 
8092	14	-88	 	 
8094	1	-88	 	 
8094	2	-88	 	 
8094	3	-88	 	 
8094	4	-88	 	 
8094	5	-88	 	 
8094	6	-88	 	 
8094	7	-88	 	 
8094	8	-88	 	 
8094	9	-88	 	 
8094	10	-88	 	 
8094	11	-88	 	 
8094	12	-88	 	 
8094	13	-88	 	 
8094	14	-88	 	 
8097	1	-88	 	 
8097	2	-88	 	 
8097	3	-88	 	 
8097	4	-88	 	 
8097	5	-88	 	 
8097	6	-88	 	 
8097	7	-88	 	 
8097	8	-88	 	 
8097	9	-88	 	 
8097	10	-88	 	 
8097	11	-88	 	 
8097	12	-88	 	 
8097	13	-88	 	 
8097	14	-88	 	 
8098	1	-88	 	 
8098	2	-88	 	 
8098	3	-88	 	 
8098	4	-88	 	 
8098	5	-88	 	 
8098	6	-88	 	 
8098	7	-88	 	 
8098	8	-88	 	 
8098	9	-88	 	 
8098	10	-88	 	 
8098	11	-88	 	 
8098	12	-88	 	 
8098	13	-88	 	 
8098	14	-88	 	 
8099	1	-88	 	 
8099	2	-88	 	 
8099	3	-88	 	 
8099	4	-88	 	 
8099	5	-88	 	 
8099	6	-88	 	 
8099	7	-88	 	 
8099	8	-88	 	 
8099	9	-88	 	 
8099	10	-88	 	 
8099	11	-88	 	 
8099	12	-88	 	 
8099	13	-88	 	 
8099	14	-88	 	 
8107	1	-88	 	 
8107	2	-88	 	 
8107	3	-88	 	 
8107	4	-88	 	 
8107	5	-88	 	 
8107	6	-88	 	 
8107	7	-88	 	 
8107	8	-88	 	 
8107	9	-88	 	 
8107	10	-88	 	 
8107	11	-88	 	 
8107	12	-88	 	 
8107	13	-88	 	 
8107	14	-88	 	 
8108	1	4000	 	 
8108	2	2500	 	 
8108	3	4000	 	 
8108	4	500	 	 
8108	5	500	 	 
8108	6	200	 	 
8108	7	200	 	 
8108	8	400	 	 
8108	9	20	 	 
8108	10	20	 	 
8108	11	20	 	 
8108	12	800	 	 
8108	13	3000	 	 
8108	14	800	 	 
8109	1	-88	 	 
8109	2	-88	 	 
8109	3	-88	 	 
8109	4	-88	 	 
8109	5	-88	 	 
8109	6	-88	 	 
8109	7	-88	 	 
8109	8	-88	 	 
8109	9	-88	 	 
8109	10	-88	 	 
8109	11	-88	 	 
8109	12	-88	 	 
8109	13	-88	 	 
8109	14	-88	 	 
8110	1	-88	 	 
8110	2	-88	 	 
8110	3	-88	 	 
8110	4	-88	 	 
8110	5	-88	 	 
8110	6	-88	 	 
8110	7	-88	 	 
8110	8	-88	 	 
8110	9	-88	 	 
8110	10	-88	 	 
8110	11	-88	 	 
8110	12	-88	 	 
8110	13	-88	 	 
8110	14	-88	 	 
8111	1	-88	 	 
8111	2	-88	 	 
8111	3	-88	 	 
8111	4	-88	 	 
8111	5	-88	 	 
8111	6	-88	 	 
8111	7	-88	 	 
8111	8	-88	 	 
8111	9	-88	 	 
8111	10	-88	 	 
8111	11	-88	 	 
8111	12	-88	 	 
8111	13	-88	 	 
8111	14	-88	 	 
8112	1	-88	 	 
8112	2	-88	 	 
8112	3	-88	 	 
8112	4	-88	 	 
8112	5	-88	 	 
8112	6	-88	 	 
8112	7	-88	 	 
8112	8	-88	 	 
8112	9	-88	 	 
8112	10	-88	 	 
8112	11	-88	 	 
8112	12	-88	 	 
8112	13	-88	 	 
8112	14	-88	 	 
8114	1	-88	 	 
8114	2	-88	 	 
8114	3	-88	 	 
8114	4	-88	 	 
8114	5	-88	 	 
8114	6	-88	 	 
8114	7	-88	 	 
8114	8	-88	 	 
8114	9	-88	 	 
8114	10	-88	 	 
8114	11	-88	 	 
8114	12	-88	 	 
8114	13	-88	 	 
8114	14	-88	 	 
8115	1	1000	 	 
8115	2	800	 	 
8115	3	1000	 	 
8115	4	300	 	 
