PLACEID	WTSPIDR4	CONNTYPE	WATERTRT	TREATFRQ
1223	3	0	 	 
1224	1	1	 	 
1224	2	0	 	 
1224	3	0	 	 
1225	1	1	 	 
1225	2	0	 	 
1225	3	0	 	 
1226	1	 	 	 
1226	2	 	 	 
1226	3	 	 	 
1227	1	1	 	 
1227	2	0	 	 
1227	3	0	 	 
1228	1	1	 	 
1228	2	0	 	 
1228	3	0	 	 
1301	1	1	 	 
1301	2	0	 	 
1301	3	88	 	 
1303	1	 	 	 
1303	2	 	 	 
1303	3	 	 	 
1304	1	1	 	 
1304	2	0	 	 
1304	3	88	 	 
1305	1	1	 	 
1305	2	0	 	 
1305	3	0	 	 
1306	1	0	 	 
1306	2	0	 	 
1306	3	1	1	6
1307	1	1	 	 
1307	2	0	 	 
1307	3	0	 	 
1401	1	1	 	 
1401	2	0	 	 
1401	3	0	 	 
1402	1	 	 	 
1402	2	 	 	 
1402	3	 	 	 
1403	1	1	 	 
1403	2	0	 	 
1403	3	0	 	 
1404	1	1	 	 
1404	2	0	 	 
1404	3	0	 	 
1405	1	1	 	 
1405	2	0	 	 
1405	3	0	 	 
1406	1	1	 	 
1406	2	0	 	 
1406	3	0	 	 
1407	1	1	 	 
1407	2	0	 	 
1407	3	0	 	 
1408	1	1	 	 
1408	2	0	 	 
1408	3	0	 	 
1409	1	1	 	 
1409	2	0	 	 
1409	3	0	 	 
1501	1	 	 	 
1501	2	 	 	 
1501	3	 	 	 
1502	1	0	 	 
1502	2	0	 	 
1502	3	1	1	3
1503	1	 	 	 
1503	2	 	 	 
1503	3	 	 	 
1504	1	 	 	 
1504	2	 	 	 
1504	3	 	 	 
1505	1	 	 	 
1505	2	 	 	 
1505	3	 	 	 
1507	1	 	 	 
1507	2	 	 	 
1507	3	 	 	 
1508	1	 	 	 
1508	2	 	 	 
1508	3	 	 	 
1509	1	 	 	 
1509	2	 	 	 
1509	3	 	 	 
1510	1	0	 	 
1510	2	0	 	 
1510	3	1	1	9
1601	1	0	 	 
1601	2	1	1	2
1601	3	88	 	 
1603	1	0	 	 
1603	2	1	1	6
1603	3	0	 	 
1604	1	 	 	 
1604	2	 	 	 
1604	3	 	 	 
1701	1	0	 	 
1701	2	0	 	 
1701	3	1	88	88
1702	1	 	 	 
1702	2	 	 	 
1702	3	 	 	 
1703	1	0	 	 
1703	2	0	 	 
1703	3	1	1	4
1801	1	 	 	 
1801	2	 	 	 
1801	3	 	 	 
1802	1	 	 	 
1802	2	 	 	 
1802	3	 	 	 
2002	1	1	 	 
2002	2	0	 	 
2002	3	0	 	 
2004	1	1	 	 
2004	2	0	 	 
2004	3	0	 	 
2005	1	1	 	 
2005	2	0	 	 
2005	3	0	 	 
2006	1	1	 	 
2006	2	0	 	 
2006	3	0	 	 
2007	1	1	 	 
2007	2	0	 	 
2007	3	0	 	 
2008	1	 	 	 
2008	2	 	 	 
2008	3	 	 	 
2009	1	1	 	 
2009	2	0	 	 
2009	3	0	 	 
2010	1	 	 	 
2010	2	 	 	 
2010	3	 	 	 
2011	1	1	 	 
2011	2	0	 	 
2011	3	0	 	 
2012	1	1	 	 
2012	2	0	 	 
2012	3	0	 	 
2014	1	 	 	 
2014	2	 	 	 
2014	3	 	 	 
2015	1	 	 	 
2015	2	 	 	 
2015	3	 	 	 
2016	1	 	 	 
2016	2	 	 	 
2016	3	 	 	 
2017	1	1	 	 
2017	2	0	 	 
2017	3	0	 	 
2018	1	1	 	 
2018	2	0	 	 
2018	3	0	 	 
2019	1	 	 	 
2019	2	 	 	 
2019	3	 	 	 
2020	1	1	 	 
2020	2	0	 	 
2020	3	0	 	 
2021	1	1	 	 
2021	2	0	 	 
2021	3	0	 	 
8003	1	1	 	 
8003	2	0	 	 
8003	3	88	 	 
8004	1	0	 	 
8004	2	1	1	6
8004	3	88	 	 
8005	1	0	 	 
8005	2	0	 	 
8005	3	1	0	88
8007	1	1	 	 
8007	2	0	 	 
8007	3	0	 	 
8008	1	0	 	 
8008	2	1	1	4
8008	3	88	 	 
8012	1	1	 	 
8012	2	0	 	 
8012	3	0	 	 
8014	1	0	 	 
8014	2	0	 	 
8014	3	1	1	6
8016	1	1	 	 
8016	2	0	 	 
8016	3	0	 	 
8018	1	1	 	 
8018	2	0	 	 
8018	3	0	 	 
8020	1	1	 	 
8020	2	0	 	 
8020	3	0	 	 
8025	1	1	 	 
8025	2	0	 	 
8025	3	0	 	 
8026	1	0	 	 
8026	2	0	 	 
8026	3	1	1	1
8029	1	 	 	 
8029	2	 	 	 
8029	3	 	 	 
8032	1	1	 	 
8032	2	0	 	 
8032	3	1	1	4
8034	1	0	 	 
8034	2	88	 	 
8034	3	1	1	4
8037	1	0	 	 
8037	2	0	 	 
8037	3	1	1	4
8038	1	0	 	 
8038	2	0	 	 
8038	3	1	1	2
8039	1	1	 	 
8039	2	88	 	 
8039	3	88	 	 
8040	1	0	 	 
8040	2	0	 	 
8040	3	1	0	88
8041	1	0	 	 
8041	2	0	 	 
8041	3	1	1	4
8046	1	1	 	 
8046	2	0	 	 
8046	3	0	 	 
8048	1	 	 	 
8048	2	 	 	 
8048	3	 	 	 
8059	1	0	 	 
8059	2	1	1	7
8059	3	0	 	 
8060	1	1	 	 
8060	2	88	 	 
8060	3	88	 	 
8062	1	0	 	 
8062	2	1	1	4
8062	3	88	 	 
8064	1	0	 	 
8064	2	0	 	 
8064	3	1	1	4
8066	1	 	 	 
8066	2	 	 	 
8066	3	 	 	 
8067	1	1	 	 
8067	2	0	 	 
8067	3	0	 	 
8069	1	1	 	 
8069	2	0	 	 
8069	3	0	 	 
8070	1	0	 	 
8070	2	0	 	 
8070	3	1	1	3
8071	1	 	 	 
8071	2	 	 	 
8071	3	 	 	 
8072	1	 	 	 
8072	2	 	 	 
8072	3	 	 	 
8083	1	1	 	 
8083	2	0	 	 
8083	3	0	 	 
8084	1	1	 	 
8084	2	0	 	 
8084	3	88	 	 
8085	1	1	 	 
8085	2	0	 	 
8085	3	88	 	 
8086	1	1	 	 
8086	2	0	 	 
8086	3	0	 	 
8088	1	1	 	 
8088	2	0	 	 
8088	3	0	 	 
8090	1	1	 	 
8090	2	0	 	 
8090	3	1	1	4
8091	1	1	 	 
8091	2	0	 	 
8091	3	0	 	 
8092	1	1	 	 
8092	2	0	 	 
8092	3	0	 	 
8094	1	1	 	 
8094	2	0	 	 
8094	3	0	 	 
8097	1	1	 	 
8097	2	0	 	 
8097	3	0	 	 
8098	1	1	 	 
8098	2	0	 	 
8098	3	88	 	 
8099	1	1	 	 
8099	2	0	 	 
8099	3	0	 	 
8107	1	 	 	 
8107	2	 	 	 
8107	3	 	 	 
8108	1	1	 	 
8108	2	0	 	 
8108	3	0	 	 
8109	1	1	 	 
8109	2	0	 	 
8109	3	0	 	 
8110	1	1	 	 
8110	2	0	 	 
8110	3	88	 	 
8111	1	1	 	 
8111	2	0	 	 
8111	3	0	 	 
8112	1	 	 	 
8112	2	 	 	 
8112	3	 	 	 
8114	1	1	 	 
8114	2	0	 	 
8114	3	88	 	 
8115	1	0	 	 
8115	2	0	 	 
8115	3	0	 	 
8123	1	1	 	 
8123	2	0	 	 
8123	3	0	 	 
8124	1	1	 	 
8124	2	0	 	 
8124	3	0	 	 
8125	1	1	 	 
8125	2	0	 	 
8125	3	0	 	 
8126	1	1	 	 
8126	2	0	 	 
8126	3	0	 	 
8127	1	1	 	 
8127	2	0	 	 
8127	3	0	 	 
8128	1	1	 	 
8128	2	88	 	 
8128	3	88	 	 
8129	1	 	 	 
8129	2	 	 	 
8129	3	 	 	 
8130	1	1	 	 
8130	2	0	 	 
8130	3	0	 	 
8135	1	 	 	 
8135	2	 	 	 
8135	3	 	 	 
8138	1	0	 	 
8138	2	0	 	 
8138	3	1	1	5
8140	1	1	 	 
8140	2	88	 	 
8140	3	88	 	 
8141	1	0	 	 
8141	2	1	1	1
8141	3	88	 	 
8142	1	 	 	 
8142	2	 	 	 
8142	3	 	 	 
8143	1	0	 	 
8143	2	1	1	1
8143	3	88	 	 
8144	1	1	 	 
8144	2	0	 	 
8144	3	0	 	 
8145	1	1	 	 
8145	2	0	 	 
8145	3	88	 	 
8146	1	1	 	 
8146	2	0	 	 
8146	3	0	 	 
8147	1	1	 	 
8147	2	0	 	 
8147	3	0	 	 
8148	1	1	 	 
8148	2	0	 	 
8148	3	0	 	 
8151	1	1	 	 
8151	2	0	 	 
8151	3	0	 	 
8152	1	 	 	 
8152	2	 	 	 
8152	3	 	 	 
8160	1	0	 	 
8160	2	1	0	88
8160	3	88	 	 
8161	1	0	 	 
8161	2	1	1	1
8161	3	0	 	 
8162	1	0	 	 
8162	2	1	1	1
8162	3	88	 	 
8163	1	0	 	 
8163	2	0	 	 
8163	3	1	0	88
8166	1	1	 	 
8166	2	0	 	 
8166	3	88	 	 
8168	1	0	 	 
8168	2	1	1	1
8168	3	88	 	 
8169	1	0	 	 
8169	2	0	 	 
8169	3	1	0	88
8170	1	0	 	 
8170	2	0	 	 
8170	3	1	1	3
8171	1	 	 	 
8171	2	 	 	 
8171	3	 	 	 
8172	1	0	 	 
8172	2	1	0	88
8172	3	88	 	 
8175	1	 	 	 
8175	2	 	 	 
8175	3	 	 	 
8177	1	 	 	 
8177	2	 	 	 
8177	3	 	 	 
8180	1	0	 	 
8180	2	1	1	4
8180	3	88	 	 
8181	1	0	 	 
8181	2	0	 	 
8181	3	1	1	1
8182	1	1	 	 
8182	2	0	 	 
8182	3	0	 	 
8184	1	 	 	 
8184	2	 	 	 
8184	3	 	 	 
8185	1	0	 	 
8185	2	1	1	1
8185	3	88	 	 
8186	1	0	 	 
8186	2	0	 	 
8186	3	1	88	88
8188	1	 	 	 
8188	2	 	 	 
8188	3	 	 	 
8189	1	0	 	 
8189	2	1	0	88
8189	3	0	 	 
8192	1	1	 	 
8192	2	0	 	 
8192	3	88	 	 
8193	1	0	 	 
8193	2	1	1	4
8193	3	88	 	 
8198	1	0	 	 
8198	2	1	1	9
8198	3	88	 	 
8199	1	1	 	 
8199	2	0	 	 
8199	3	88	 	 
8201	1	0	 	 
8201	2	0	 	 
8201	3	1	0	88
8202	1	1	 	 
8202	2	0	 	 
8202	3	0	 	 
8203	1	0	 	 
8203	2	1	1	9
8203	3	0	 	 
8204	1	0	 	 
8204	2	1	0	88
8204	3	88	 	 
8205	1	0	 	 
8205	2	1	0	88
8205	3	0	 	 
8206	1	0	 	 
8206	2	1	1	4
8206	3	88	 	 
8207	1	0	 	 
8207	2	1	0	88
8207	3	88	 	 
8209	1	0	 	 
8209	2	0	 	 
8209	3	1	0	88
8210	1	0	 	 
8210	2	0	 	 
8210	3	1	88	88
8211	1	 	 	 
8211	2	 	 	 
8211	3	 	 	 
8212	1	1	 	 
8212	2	0	 	 
8212	3	88	 	 
8213	1	0	 	 
8213	2	1	0	88
8213	3	0	 	 
8215	1	0	 	 
8215	2	0	 	 
8215	3	1	88	88
8216	1	1	 	 
8216	2	0	 	 
8216	3	0	 	 
8217	1	1	 	 
8217	2	0	 	 
8217	3	0	 	 
8219	1	0	 	 
8219	2	0	 	 
8219	3	1	1	4
8220	1	 	 	 
8220	2	 	 	 
8220	3	 	 	 
8223	1	1	 	 
8223	2	0	 	 
8223	3	88	 	 
8226	1	0	 	 
8226	2	0	 	 
8226	3	1	0	88
8227	1	0	 	 
8227	2	0	 	 
8227	3	1	1	6
8228	1	0	 	 
8228	2	1	1	1
8228	3	0	 	 
8232	1	 	 	 
8232	2	 	 	 
8232	3	 	 	 
8236	1	0	 	 
8236	2	0	 	 
8236	3	1	1	6
8237	1	0	 	 
8237	2	1	1	1
8237	3	0	 	 
8239	1	0	 	 
8239	2	0	 	 
8239	3	1	0	88
8248	1	0	 	 
8248	2	0	 	 
8248	3	1	1	6
8250	1	 	 	 
8250	2	 	 	 
8250	3	 	 	 
8251	1	0	 	 
8251	2	1	1	4
8251	3	88	 	 
8254	1	1	 	 
8254	2	0	 	 
8254	3	0	 	 
8255	1	1	 	 
8255	2	0	 	 
8255	3	0	 	 
8257	1	 	 	 
8257	2	 	 	 
8257	3	 	 	 
8258	1	 	 	 
8258	2	 	 	 
8258	3	 	 	 
8259	1	 	 	 
8259	2	 	 	 
8259	3	 	 	 
8260	1	1	 	 
8260	2	0	 	 
8260	3	0	 	 
8261	1	1	 	 
8261	2	0	 	 
8261	3	0	 	 
8264	1	1	 	 
8264	2	0	 	 
8264	3	0	 	 
8267	1	1	 	 
8267	2	0	 	 
8267	3	0	 	 
8269	1	1	 	 
8269	2	0	 	 
8269	3	0	 	 
8273	1	0	 	 
8273	2	0	 	 
8273	3	1	1	4
8274	1	 	 	 
8274	2	 	 	 
8274	3	 	 	 
8275	1	1	 	 
8275	2	0	 	 
8275	3	0	 	 
8276	1	1	 	 
8276	2	0	 	 
8276	3	0	 	 
8277	1	1	 	 
8277	2	0	 	 
8277	3	0	 	 
8279	1	1	 	 
8279	2	0	 	 
8279	3	88	 	 
8281	1	0	 	 
8281	2	1	1	6
8281	3	0	 	 
8285	1	0	 	 
8285	2	0	 	 
8285	3	1	1	4
8286	1	1	 	 
8286	2	88	 	 
8286	3	88	 	 
8287	1	1	 	 
8287	2	0	 	 
8287	3	0	 	 
8290	1	1	 	 
8290	2	0	 	 
8290	3	0	 	 
8297	1	1	 	 
8297	2	0	 	 
8297	3	0	 	 
8298	1	1	 	 
8298	2	0	 	 
8298	3	0	 	 
8302	1	1	 	 
8302	2	0	 	 
8302	3	88	 	 
8304	1	1	 	 
8304	2	0	 	 
8304	3	0	 	 
8305	1	 	 	 
8305	2	 	 	 
8305	3	 	 	 
8306	1	1	 	 
8306	2	88	 	 
8306	3	88	 	 
8307	1	1	 	 
8307	2	0	 	 
8307	3	0	 	 
8310	1	1	 	 
8310	2	0	 	 
8310	3	88	 	 
8311	1	1	 	 
8311	2	0	 	 
8311	3	88	 	 
8316	1	1	 	 
8316	2	0	 	 
8316	3	88	 	 
8317	1	1	 	 
8317	2	0	 	 
8317	3	88	 	 
8318	1	1	 	 
8318	2	0	 	 
8318	3	0	 	 
8319	1	 	 	 
8319	2	 	 	 
8319	3	 	 	 
8320	1	1	 	 
8320	2	0	 	 
8320	3	0	 	 
8321	1	1	 	 
8321	2	0	 	 
8321	3	0	 	 
8322	1	1	 	 
8322	2	0	 	 
8322	3	88	 	 
8323	1	1	 	 
8323	2	0	 	 
8323	3	88	 	 
8325	1	1	 	 
8325	2	0	 	 
8325	3	0	 	 
8327	1	1	 	 
8327	2	0	 	 
8327	3	88	 	 
8328	1	 	 	 
8328	2	 	 	 
8328	3	 	 	 
8333	1	 	 	 
8333	2	 	 	 
8333	3	 	 	 
8334	1	0	 	 
8334	2	0	 	 
8334	3	1	0	88
8336	1	 	 	 
8336	2	 	 	 
8336	3	 	 	 
8337	1	0	 	 
8337	2	0	 	 
8337	3	1	0	88
8340	1	1	 	 
8340	2	0	 	 
8340	3	88	 	 
8341	1	0	 	 
8341	2	1	1	6
8341	3	88	 	 
8342	1	0	 	 
8342	2	0	 	 
8342	3	1	1	6
8343	1	0	 	 
8343	2	1	1	1
8343	3	88	 	 
8345	1	 	 	 
8345	2	 	 	 
8345	3	 	 	 
8348	1	88	 	 
8348	2	1	1	5
8348	3	88	 	 
8349	1	0	 	 
8349	2	0	 	 
8349	3	1	1	2
8350	1	0	 	 
8350	2	1	0	88
8350	3	88	 	 
8353	1	1	 	 
8353	2	0	 	 
8353	3	0	 	 
8357	1	0	 	 
8357	2	0	 	 
8357	3	1	1	1
8358	1	0	 	 
8358	2	0	 	 
8358	3	1	1	1
8360	1	1	 	 
8360	2	0	 	 
8360	3	88	 	 
8362	1	 	 	 
8362	2	 	 	 
8362	3	 	 	 
8364	1	1	 	 
8364	2	0	 	 
8364	3	0	 	 
8365	1	1	 	 
8365	2	0	 	 
8365	3	0	 	 
8366	1	1	 	 
8366	2	0	 	 
8366	3	0	 	 
8367	1	1	 	 
8367	2	0	 	 
8367	3	88	 	 
8368	1	1	 	 
8368	2	0	 	 
8368	3	88	 	 
8369	1	88	 	 
8369	2	0	 	 
8369	3	88	 	 
8370	1	1	 	 
8370	2	0	 	 
8370	3	0	 	 
8371	1	1	 	 
8371	2	0	 	 
8371	3	0	 	 
8372	1	 	 	 
8372	2	 	 	 
8372	3	 	 	 
8373	1	1	 	 
8373	2	0	 	 
8373	3	0	 	 
8374	1	1	 	 
8374	2	0	 	 
8374	3	0	 	 
8375	1	 	 	 
8375	2	 	 	 
8375	3	 	 	 
8376	1	1	 	 
8376	2	0	 	 
8376	3	0	 	 
8377	1	1	 	 
8377	2	0	 	 
8377	3	0	 	 
8378	1	1	 	 
8378	2	0	 	 
8378	3	0	 	 
8379	1	1	 	 
8379	2	0	 	 
8379	3	0	 	 
8380	1	0	 	 
8380	2	0	 	 
8380	3	88	 	 
8381	1	0	 	 
8381	2	0	 	 
8381	3	1	1	1
8382	1	0	 	 
8382	2	1	1	9
8382	3	0	 	 
8383	1	 	 	 
8383	2	 	 	 
8383	3	 	 	 
8384	1	1	 	 
8384	2	0	 	 
8384	3	0	 	 
8385	1	1	 	 
8385	2	0	 	 
8385	3	0	 	 
8386	1	1	 	 
8386	2	0	 	 
8386	3	0	 	 
8387	1	1	 	 
8387	2	0	 	 
8387	3	88	 	 
8388	1	1	 	 
8388	2	0	 	 
8388	3	88	 	 
8389	1	1	 	 
8389	2	0	 	 
8389	3	88	 	 
8390	1	1	 	 
8390	2	0	 	 
8390	3	88	 	 
8391	1	 	 	 
8391	2	 	 	 
8391	3	 	 	 
8392	1	1	 	 
8392	2	0	 	 
8392	3	88	 	 
8393	1	1	 	 
8393	2	0	 	 
8393	3	88	 	 
8394	1	1	 	 
8394	2	0	 	 
8394	3	0	 	 
8395	1	1	 	 
8395	2	0	 	 
8395	3	0	 	 
8396	1	1	 	 
8396	2	0	 	 
8396	3	0	 	 
8397	1	 	 	 
8397	2	 	 	 
8397	3	 	 	 
8398	1	 	 	 
8398	2	 	 	 
8398	3	 	 	 
8399	1	1	 	 
8399	2	0	 	 
8399	3	88	 	 
8402	1	1	 	 
8402	2	0	 	 
8402	3	88	 	 
8403	1	 	 	 
8403	2	 	 	 
8403	3	 	 	 
8404	1	 	 	 
8404	2	 	 	 
8404	3	 	 	 
8405	1	 	 	 
8405	2	 	 	 
8405	3	 	 	 
8406	1	 	 	 
8406	2	 	 	 
8406	3	 	 	 
8407	1	 	 	 
8407	2	 	 	 
8407	3	 	 	 
8408	1	1	 	 
8408	2	0	 	 
8408	3	88	 	 
8409	1	0	 	 
8409	2	1	1	1
8409	3	88	 	 
8410	1	1	 	 
8410	2	0	 	 
8410	3	88	 	 
8411	1	1	 	 
8411	2	0	 	 
8411	3	88	 	 
8412	1	1	 	 
8412	2	0	 	 
8412	3	0	 	 
8413	1	1	 	 
8413	2	0	 	 
8413	3	88	 	 
8414	1	1	 	 
8414	2	0	 	 
8414	3	88	 	 
8415	1	0	 	 
8415	2	1	1	4
8415	3	88	 	 
8416	1	0	 	 
8416	2	1	0	88
8416	3	88	 	 
8417	1	0	 	 
8417	2	0	 	 
8417	3	1	0	88
8418	1	0	 	 
8418	2	0	 	 
8418	3	1	0	88
8419	1	0	 	 
8419	2	1	1	3
8419	3	0	 	 
8420	1	0	 	 
8420	2	0	 	 
8420	3	1	0	88
8421	1	0	 	 
8421	2	1	1	1
8421	3	88	 	 
8422	1	0	 	 
8422	2	1	1	1
8422	3	88	 	 
8423	1	 	 	 
8423	2	 	 	 
8423	3	 	 	 
8424	1	1	 	 
8424	2	0	 	 
8424	3	88	 	 
8425	1	1	 	 
8425	2	0	 	 
8425	3	88	 	 
8426	1	1	 	 
8426	2	0	 	 
8426	3	0	 	 
8427	1	0	 	 
8427	2	0	 	 
8427	3	1	1	2
8428	1	0	 	 
8428	2	1	1	2
8428	3	88	 	 
8429	1	0	 	 
8429	2	0	 	 
8429	3	1	0	88
8430	1	88	 	 
8430	2	88	 	 
8430	3	88	 	 
8431	1	0	 	 
8431	2	0	 	 
8431	3	1	1	4
8432	1	1	 	 
8432	2	0	 	 
8432	3	88	 	 
8433	1	0	 	 
8433	2	1	1	1
8433	3	88	 	 
8434	1	1	 	 
8434	2	0	 	 
8434	3	88	 	 
8435	1	1	 	 
8435	2	0	 	 
8435	3	88	 	 
8436	1	1	 	 
8436	2	0	 	 
8436	3	88	 	 
8437	1	1	 	 
8437	2	0	 	 
8437	3	88	 	 
8438	1	1	 	 
8438	2	0	 	 
8438	3	88	 	 
8439	1	1	 	 
8439	2	0	 	 
8439	3	88	 	 
8440	1	 	 	 
8440	2	 	 	 
8440	3	 	 	 
8441	1	 	 	 
8441	2	 	 	 
8441	3	 	 	 
8442	1	1	 	 
8442	2	0	 	 
8442	3	0	 	 
8443	1	1	 	 
8443	2	0	 	 
8443	3	0	 	 
8444	1	1	 	 
8444	2	0	 	 
8444	3	0	 	 
8445	1	1	 	 
8445	2	0	 	 
8445	3	0	 	 
8447	1	1	 	 
8447	2	0	 	 
8447	3	0	 	 
8448	1	1	 	 
8448	2	0	 	 
8448	3	88	 	 
8449	1	1	 	 
8449	2	0	 	 
8449	3	0	 	 
8501	1	0	 	 
8501	2	0	 	 
8501	3	1	1	5
8502	1	1	 	 
8502	2	0	 	 
8502	3	1	0	88
8503	1	1	 	 
8503	2	0	 	 
8503	3	88	 	 
8504	1	88	 	 
8504	2	1	1	3
8504	3	1	1	3
8505	1	1	 	 
8505	2	0	 	 
8505	3	0	 	 
8506	1	1	 	 
8506	2	0	 	 
8506	3	1	1	2
8507	1	0	 	 
8507	2	1	1	4
8507	3	0	 	 
8508	1	0	 	 
8508	2	1	1	6
8508	3	88	 	 
8509	1	1	 	 
8509	2	0	 	 
8509	3	88	 	 
8510	1	1	 	 
8510	2	0	 	 
8510	3	88	 	 
8511	1	0	 	 
8511	2	0	 	 
8511	3	1	1	6
8512	1	0	 	 
8512	2	1	1	4
8512	3	88	 	 
8513	1	1	 	 
8513	2	0	 	 
8513	3	88	 	 
8514	1	1	 	 
8514	2	0	 	 
8514	3	0	 	 
8515	1	1	 	 
8515	2	0	 	 
8515	3	0	 	 
8516	1	0	 	 
8516	2	1	88	88
8516	3	88	 	 
8517	1	 	 	 
8517	2	 	 	 
8517	3	 	 	 
8518	1	0	 	 
8518	2	1	1	4
8518	3	0	 	 
8519	1	 	 	 
8519	2	 	 	 
8519	3	 	 	 
8520	1	1	 	 
8520	2	0	 	 
8520	3	0	 	 
8521	1	1	 	 
8521	2	0	 	 
8521	3	0	 	 
8522	1	0	 	 
8522	2	0	 	 
8522	3	1	0	88
8523	1	1	 	 
8523	2	0	 	 
8523	3	0	 	 
8601	1	1	 	 
8601	2	0	 	 
8601	3	0	 	 
8602	1	 	 	 
8602	2	 	 	 
8602	3	 	 	 
8603	1	0	 	 
8603	2	1	1	8
8603	3	0	 	 
8604	1	 	 	 
8604	2	 	 	 
8604	3	 	 	 
8605	1	0	 	 
8605	2	1	1	8
8605	3	0	 	 
8606	1	1	 	 
8606	2	0	 	 
8606	3	0	 	 
8607	1	 	 	 
8607	2	 	 	 
8607	3	 	 	 
8608	1	1	 	 
8608	2	0	 	 
8608	3	0	 	 
8609	1	1	 	 
8609	2	0	 	 
8609	3	0	 	 
8610	1	1	 	 
8610	2	0	 	 
8610	3	0	 	 
8611	1	1	 	 
8611	2	0	 	 
8611	3	0	 	 
8612	1	1	 	 
8612	2	0	 	 
8612	3	0	 	 
8613	1	1	 	 
8613	2	0	 	 
8613	3	0	 	 
8614	1	1	 	 
8614	2	88	 	 
8614	3	88	 	 
8615	1	1	 	 
8615	2	0	 	 
8615	3	0	 	 
8616	1	1	 	 
8616	2	1	1	77
