PLACEID	STRTDINT	MNDPTOID	MNSENSIT	GENCHRST	POPSIZE	HOUSING	ILLOCCUP	OTHRES	AGRIC	LIVEST	FISHING	MINING	INDUST	HANDICR	RETAIL	OTHUSE	CITY	POPCITY	TIMECAP	TRANS1	TRANS2	TRANS3	PVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	OTTRANN	MAINRTE	NTRLDIST	LBRUNION	COMMKITC	MTHRCLUB	APAFA	POLTGRP	RELGGRP	SVGSCOOP	HOUSCOOP	LENDCOOP	SPRTASSC	CRMASSC	PSNTASSC	NTVASSC	AGRIASSC	PRDCRS	OTHERS1	RLOTHR1	OTHERS2	RLOTHR2	OTHERS3	RLOTHR3	OTHERS4	RLOTHR4	OTHERS5	RLOTHR5	OTHERS6	RLOTHR6	OTHERS7	RLOTHR7	OTHERS8	RLOTHR8	GLSSMILK	COMMKITC2	FOODWORK	COMPFEED	OTHFOOD1	OTHFOOD2	OTHFOOD3	CUNAMAS	WAWAWASI	PRONOEI	SCHBKFST	SCHCLTH	SCHLTEXT	LITRCY	PROMLIBR	ALTBSCED	LAPTOPCH	EDUCTN1	EDUCTN2	EDUCTN3	HLTHINSR	CREDCTRL	TUBCNTRL	MALARIA	HIVSIDA	MENTLHTH	CNTRLSTD	HLTHOTH1	HLTHOTH2	HLTHOTH3	RPRSCHL	RPRHLTH	RPRWTR	RPRSWR	RPRPIT	RPRBRDG	RPRAND	REFOREST	IRRGTN	INFROTH1	INFROTH2	INFROTH3	AGRITECH	ANIMAL	AGRINPUT	TITLING	TECHNCAL	MICROCRD	LABORENR	RECYCPRG	JUNTOPRG	PENSIONS65	FONCODES	PROJOVEN	OTHOTHR1	OTHOTHR2	OTHOTHR3	IMPCROP	PRICCROP	MINCROP	MAXCROP	PRICEEN	ENDDINT
1409	18/06/2013	15	14	18/06/2013   HORA: 10:10	800	5	1	5	5	5	5	5	5	5	5	5	1	380000	-88	88	 	 	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	18/06/2013   HORA: 15:45	18/06/2013
1501	29/11/2013	12	15	29/11/2013   HORA: 07:00	200	88	1	88	2	5	5	5	5	5	5	88	1	41000	18	5	4	3	0	0	1	0	0	0	3	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	CACAO	2	 	 	29/11/2013   HORA: 09:30	29/11/2013
1502	15/12/2013	12	15	15/12/2013   HORA: 10:12	200	1	5	2	3	4	5	5	5	5	4	88	1	40000	30	5	4	1	0	0	1	1	0	0	3	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	CAFE	3	 	 	15/12/2013    HORA: 12:45	15/12/2013
1503	02/12/2013	12	15	02/12/2013   HORA: 06:20	500	2	5	5	1	5	5	5	5	5	3	5	1	40000	30	5	88	 	0	0	1	0	0	0	3	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	CAFE	4	 	 	02/12/2013   HORA: 13:00	02/12/2013
1504	02/12/2013	12	15	02/12/2013   HORA: 10:00	480	1	5	88	2	4	5	5	5	5	3	5	1	40000	45	6	4	88	0	1	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	15	1	15	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	CACAO	5	 	 	02/06/2013    HORA: 12:35	02/12/2013
1505	05/12/2013	12	15	05/12/2013    HORA: 07:53	1600	3	5	5	1	2	5	5	5	5	4	5	1	54000	60	6	88	 	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	CAFE	7	 	 	05/12/2013   HORA: 11:20	05/12/2013
1507	01/12/2013	12	15	01/12/2013   HORA: 16:40	335	2	3	5	1	4	5	5	5	5	4	5	1	40000	90	4	6	88	0	1	1	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	CAFE	60	 	 	01/12/2013  HORA: 17:50	01/12/2013
1508	10/12/2013	12	15	10/12/2013   HORA: 12:00	600	2	5	88	1	5	5	5	5	4	3	88	1	40000	120	6	4	9	0	1	1	1	0	0	2	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	CAFE	-77	10	15	10/12/2013   HORA: 15:00	10/12/2013
1509	08/12/2013	12	15	08/12/2013   HORA: 10:49	500	2	5	5	1	5	5	5	5	5	3	5	1	40000	10	6	88	 	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	YUCA	2	 	 	08/12/2013   HORA: 12:30	08/12/2013
1510	09/12/2013	12	15	09/12/2013  HORA: 10:00	1000	2	5	88	1	5	3	5	5	4	4	88	0	 	-88	88	 	 	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	YUCA	-77	5	10	09/12/2013    HORA: 14:00	09/12/2013
1601	17/11/2013	5	16	17/11/2013   HORA:18:00	200	5	5	1	1	2	3	88	88	88	4	5	1	1200	30	1	88	 	0	0	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	15	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	PAPA	3	 	 	17/11/2013   HORA: 19:30	17/11/2013
1603	16/11/2013	5	16	16/11/2013   HORA:09.07	90	5	5	1	1	2	3	4	4	4	4	5	1	1200	30	7	88	 	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	PAPA	5	 	 	16/11/2013   HORA:11:00	16/11/2013
1604	20/11/2013	5	16	20/11/2013    HORA: 08:00	70	5	5	1	1	2	3	5	5	5	4	4	1	400	60	7	88	 	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	PAPA	4	 	 	20/11/2013   HORA:15:10	03/12/2013
1701	13/10/2013	5	17	13/10/2013    HORA: 10:00	750	5	5	5	1	2	5	4	5	5	3	4	1	-77	60	7	88	 	0	0	1	1	0	0	3	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	PAPA	3	 	 	15/10/2013   HORA: 15:00	15/10/2013
1702	02/10/2013	5	17	02/10/2013   HORA: 06:50	150	5	5	1	1	2	5	5	5	5	3	5	1	-77	60	1	88	 	0	0	0	1	0	0	4	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	MAIZ BLANCO	-88	 	 	02/10/2013   HORA: 14:00	02/10/2013
1703	02/10/2013	5	17	02/10/2013  HORA: 14:00	130	5	5	1	1	2	5	4	5	5	5	3	1	-77	20	7	88	 	0	1	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	11	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	PAPA	5	 	 	02/10/2013    HORA: 16:30	02/10/2013
1801	04/11/2013	3	18	04/11/2013   HORA:16:00	750	5	5	1	1	2	5	5	5	5	4	5	1	-77	30	6	88	 	0	0	1	1	0	0	3	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	PAPA	3,5	 	 	05/11/2013    HORA:12:30	05/11/2013
1802	27/10/2013	3	18	27/11/2013   HORA:10:00	140	5	5	1	1	2	5	5	5	5	5	5	1	350	20	7	88	 	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	MAIZ	2	 	 	09/11/2013   HORA:13:00	27/10/2013
2002	10/08/2013	21	20	10/08/2013  HORA: 08:50	710	1	5	5	5	5	5	5	5	5	5	5	1	-77	-88	88	 	 	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	10/08/2013   HORA: 15:30	10/08/2013
2004	21/08/2013	21	20	21/08/2013   HORA: 09:05	4800	1	5	5	1	5	3	5	5	4	2	5	1	276352	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	11	1	11	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	-88	-88	 	 	21/08/2013  HORA: 11:55	21/08/2013
2005	14/08/2013	21	20	14/08/2013   HORA: 12:30	15000	1	88	3	5	5	5	5	5	4	2	3	1	-77	5	7	88	 	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	11	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	14/08/2013   HORA: 15:00	14/08/2013
2006	16/08/2013	21	20	16/08/2013   HORA: 14:30	1500	1	5	3	5	5	5	5	5	4	2	5	1	-77	20	7	88	 	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	16/08/2013    HORA:16:00	16/08/2013
2007	17/08/2013	21	20	17/08/2013   HORA: 09:40	2000	1	88	3	5	5	5	5	5	5	2	4	1	-77	40	7	88	 	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	17/08/2013    HORA: 11:30	17/08/2013
2008	11/08/2013	21	20	10/08/2013   HORA:17:10	450	1	5	5	5	5	5	5	5	2	3	4	1	-77	-77	88	 	 	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	11/08/2013   HORA: 12:00	11/08/2013
2009	14/08/2013	21	20	14/08/2013    HORA: 09:45	3000	1	5	5	5	5	5	5	5	5	2	5	1	-77	-11	88	 	 	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	14/08/2013    HORA: 16:40	14/08/2013
2010	13/08/2013	21	20	13/08/2013   HORA: 09:30	750	1	5	5	5	5	5	5	5	5	5	5	1	-77	-88	88	 	 	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	13/08/2013   HORA: 04:35	13/08/2013
2011	20/08/2013	21	20	10/08/2013    HORA: 12:50	20000	1	5	5	5	5	5	5	88	2	1	5	1	-77	88	88	 	 	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	-88	-88	 	 	20/08/2013    HORA: 17:50	20/08/2013
2012	20/08/2013	21	20	19/08/2013   HORA:10:50	2000	1	5	5	5	5	5	5	5	3	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	9	1	9	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	-88	 	 	19/08/2013   HORA: 12:05	20/08/2013
2014	18/08/2013	21	20	18/08/2013   HORA: 08:10	180	1	5	5	5	5	5	5	5	5	5	5	1	-77	-88	88	 	 	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	18/08/2013    HORA: 17:00	18/08/2013
2015	12/08/2013	21	20	12/08/2013   HORA:09:30	580	5	1	5	5	5	5	5	5	5	2	5	1	260000	-88	88	 	 	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	12/08/2013   HORA: 14:05	12/08/2013
2016	20/08/2013	21	20	20/08/2013   HORA: 11:15	750	1	5	5	5	5	5	5	5	5	4	5	1	-77	20	7	88	 	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	20/08/2013   HORA: 12:40	20/08/2013
2017	19/08/2013	21	20	20/08/2013   HORA: 09:02	276352	1	88	88	5	5	5	5	5	5	2	5	1	276352	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	11	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	-88	-88	 	 	20/08/2013   HORA: 12:30	20/08/2013
2018	21/08/2013	21	20	21/08/2013    HORA: 10:10	4000	1	5	5	5	5	5	5	4	3	2	5	1	270000	-88	88	 	 	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	21/08/2013    HORA: 16:40	21/08/2013
2019	21/08/2013	21	20	17/08/2013   HORA: 15:30	600	1	5	5	5	5	5	5	5	5	5	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PAPA	5	 	 	21/08/2013   HORA: 15:30	21/08/2013
2020	19/08/2013	21	20	19/08/2013    HORA: 10:00	2000	1	5	5	5	5	5	5	5	5	2	5	1	260000	15	7	8	5	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	20/08/2013    HORA: 14:30	21/08/2013
2021	19/02/2013	21	20	19/08/2013    HORA: 09:30	500	1	5	5	5	5	5	5	5	5	5	5	1	700	15	7	88	 	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	20/08/2013     HORA: 13:10	19/08/2013
8003	12/10/2013	1	80	12/10/2013  HORA: 9:00	1120	1	5	5	5	5	5	5	5	5	2	88	1	65000	15	1	88	 	1	1	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	-88	-88	 	 	12/10/2013  HORA: 12:30	12/10/2013
8004	12/10/2013	1	80	12/10/2013  HORA: 09:28	60000	1	5	88	2	3	5	5	5	4	4	88	1	-77	-88	88	 	 	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	4	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	ARROZ	3	 	 	12/10/2013  HORA: 12:49	12/10/2013
8005	11/10/2013	1	80	11/10/2013 HORA: 19:00	480	5	5	1	2	3	5	5	5	5	4	5	1	3000	60	7	88	 	0	0	1	1	0	0	3	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	CAFE NACIONAL	8	 	 	11/10/2013  HORA: 21:00	11/10/2013
8007	25/10/2013	2	80	25/10/2013   HORA: 08:03	300	1	5	5	5	5	5	5	5	5	2	88	1	45000	20	7	6	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	25/10/2013    HORA: 10:30	25/10/2013
8008	23/10/2013	2	80	23/10/2013    HORA: 17:00	640	2	5	5	1	3	5	5	5	5	1	5	1	2500	180	1	6	2	0	1	1	1	0	0	3	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	-88	 	 	24/10/2013   HORA: 08:16	24/10/2013
8012	26/10/2013	2	80	26/10/2013   HORA: 09:00	-77	1	5	5	5	5	5	5	5	3	2	5	1	-77	10	1	88	 	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	26/10/2013   HORA: 13:40	26/10/2013
8014	01/10/2013	2	80	01/10/2013   HORA: 10:30	1500	5	3	5	1	2	5	5	5	5	4	5	1	20075	10	7	1	88	0	0	1	1	0	0	3	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	PAPA	-88	 	 	01/10/2013   HORA: 17:41	01/10/2013
8016	06/11/2013	3	80	06/11/2013   HORA:10:20	50000	2	5	1	1	2	4	4	5	4	3	5	1	70000	-88	88	 	 	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	PAPA	2,5	 	 	06/11/2013   HORA:16:55	06/11/2013
