PLACEID	TYWKIDR4	TYPEMALE	TYPEFMLE	TYPECHLD
8257	7	 	 	-88
8257	8	 	 	-88
8257	9	-88	-88	-88
8257	10	-88	-88	-88
8257	11	 	 	-88
8257	12	 	 	-88
8258	1	-11	-11	-11
8258	2	-11	-11	-11
8258	3	60	-11	-11
8258	4	-11	-11	-11
8258	5	 	 	-11
8258	6	 	 	-11
8258	7	 	 	-11
8258	8	 	 	-11
8258	9	-88	-88	-88
8258	10	-88	-88	-88
8258	11	 	 	-88
8258	12	 	 	-88
8259	1	-11	25	-11
8259	2	-11	-11	-11
8259	3	50	-11	-11
8259	4	-11	-11	-11
8259	5	 	 	-11
8259	6	 	 	-11
8259	7	 	 	-11
8259	8	 	 	-11
8259	9	-11	-11	10
8259	10	-11	-11	15
8259	11	 	 	-11
8259	12	 	 	-11
8260	1	-11	25	-11
8260	2	-11	-11	-11
8260	3	40	-11	-11
8260	4	-11	-11	-11
8260	5	 	 	-11
8260	6	 	 	-11
8260	7	 	 	-11
8260	8	 	 	-11
8260	9	-88	-88	-88
8260	10	-88	-88	-88
8260	11	 	 	-88
8260	12	 	 	-88
8261	1	-11	20	-11
8261	2	25	-11	-11
8261	3	70	-11	-11
8261	4	-11	-11	-11
8261	5	 	 	-11
8261	6	 	 	-11
8261	7	 	 	-11
8261	8	 	 	-11
8261	9	-88	-88	-88
8261	10	-88	-88	-88
8261	11	 	 	-88
8261	12	 	 	-88
8264	1	-11	15	10
8264	2	30	20	-11
8264	3	40	-11	-11
8264	4	25	25	-11
8264	5	 	 	15
8264	6	 	 	15
8264	7	 	 	-11
8264	8	 	 	-11
8264	9	-88	-88	-88
8264	10	-88	-88	-88
8264	11	 	 	-88
8264	12	 	 	-88
8267	1	-11	20	-11
8267	2	25	-11	-11
8267	3	40	-11	-11
8267	4	30	25	-11
8267	5	 	 	-11
8267	6	 	 	-11
8267	7	 	 	-11
8267	8	 	 	-11
8267	9	-88	-88	-88
8267	10	-88	-88	-88
8267	11	 	 	-88
8267	12	 	 	-88
8269	1	-11	15	-11
8269	2	30	-11	-11
8269	3	40	-11	-11
8269	4	30	25	-11
8269	5	 	 	-11
8269	6	 	 	20
8269	7	 	 	-11
8269	8	 	 	10
8269	9	25	20	-11
8269	10	-88	-88	-88
8269	11	 	 	-88
8269	12	 	 	-88
8273	1	-11	18	-11
8273	2	25	-11	-11
8273	3	25	-11	-11
8273	4	25	-11	-11
8273	5	 	 	-11
8273	6	 	 	-11
8273	7	 	 	-11
8273	8	 	 	-11
8273	9	-88	-88	-88
8273	10	-88	-88	-88
8273	11	 	 	-88
8273	12	 	 	-88
8274	1	-11	-11	-11
8274	2	-11	-11	-11
8274	3	50	-11	-11
8274	4	-11	-11	-11
8274	5	 	 	-11
8274	6	 	 	-11
8274	7	 	 	-11
8274	8	 	 	-11
8274	9	-88	-88	-88
8274	10	-88	-88	-88
8274	11	 	 	-88
8274	12	 	 	-88
8275	1	-11	-11	-11
8275	2	25	-11	-11
8275	3	35	-11	-11
8275	4	-11	-11	-11
8275	5	 	 	-11
8275	6	 	 	-11
8275	7	 	 	-11
8275	8	 	 	-11
8275	9	-88	-88	-88
8275	10	-88	-88	-88
8275	11	 	 	-88
8275	12	 	 	-88
8276	1	-11	24	-11
8276	2	20	-11	-11
8276	3	25	-11	-11
8276	4	25	-11	-11
8276	5	 	 	-11
8276	6	 	 	-11
8276	7	 	 	-11
8276	8	 	 	-11
8276	9	30	-11	-11
8276	10	25	-11	-11
8276	11	 	 	-88
8276	12	 	 	-88
8277	1	-11	12	-11
8277	2	-11	-11	-11
8277	3	25	-11	-11
8277	4	-11	-11	-11
8277	5	 	 	-11
8277	6	 	 	-11
8277	7	 	 	-11
8277	8	 	 	-11
8277	9	30	30	-11
8277	10	-88	-88	-88
8277	11	 	 	-88
8277	12	 	 	-88
8279	1	-11	-11	-11
8279	2	-11	-11	-11
8279	3	-11	-11	-11
8279	4	-11	-11	-11
8279	5	 	 	-11
8279	6	 	 	-11
8279	7	 	 	-11
8279	8	 	 	-11
8279	9	-88	-88	-88
8279	10	-88	-88	-88
8279	11	 	 	-88
8279	12	 	 	-88
8281	1	-11	-11	-11
8281	2	-11	-11	-11
8281	3	50	-11	-11
8281	4	-11	-11	-11
8281	5	 	 	-11
8281	6	 	 	-11
8281	7	 	 	-11
8281	8	 	 	-11
8281	9	-88	-88	-88
8281	10	-88	-88	-88
8281	11	 	 	-88
8281	12	 	 	-88
8285	1	-11	20	-11
8285	2	30	-11	-11
8285	3	50	-11	-11
8285	4	-11	-11	-11
8285	5	 	 	-11
8285	6	 	 	-11
8285	7	 	 	-11
8285	8	 	 	-11
8285	9	-88	-88	-88
8285	10	-88	-88	-88
8285	11	 	 	-88
8285	12	 	 	-88
8286	1	-11	25	-11
8286	2	30	25	-11
8286	3	40	-11	-11
8286	4	40	30	-11
8286	5	 	 	-11
8286	6	 	 	-11
8286	7	 	 	-11
8286	8	 	 	-11
8286	9	-88	-88	-88
8286	10	-88	-88	-88
8286	11	 	 	-88
8286	12	 	 	-88
8287	1	-11	-77	-11
8287	2	40	-11	-11
8287	3	50	-11	-11
8287	4	-11	-11	-11
8287	5	 	 	-11
8287	6	 	 	-11
8287	7	 	 	-11
8287	8	 	 	-11
8287	9	25	-11	-11
8287	10	-88	-88	-88
8287	11	 	 	-88
8287	12	 	 	-88
8290	1	-11	-11	-11
8290	2	-11	-11	-11
8290	3	50	-11	-11
8290	4	-88	-88	-88
8290	5	 	 	-88
8290	6	 	 	-88
8290	7	 	 	-88
8290	8	 	 	-88
8290	9	-88	-88	-88
8290	10	-88	-88	-88
8290	11	 	 	-88
8290	12	 	 	-88
8297	1	-11	-11	-11
8297	2	60	-11	-11
8297	3	80	-11	-11
8297	4	-11	-11	-11
8297	5	 	 	-11
8297	6	 	 	20
8297	7	 	 	-11
8297	8	 	 	10
8297	9	25	25	-11
8297	10	25	25	-11
8297	11	 	 	-88
8297	12	 	 	-88
8298	1	-11	20	-11
8298	2	30	-11	-11
8298	3	30	-11	-11
8298	4	40	30	-11
8298	5	 	 	15
8298	6	 	 	20
8298	7	 	 	20
8298	8	 	 	15
8298	9	40	-11	-11
8298	10	-88	-88	-88
8298	11	 	 	-88
8298	12	 	 	-88
8302	1	-11	20	-11
8302	2	40	-11	-11
8302	3	50	-11	-11
8302	4	-11	-11	-11
8302	5	 	 	-11
8302	6	 	 	-11
8302	7	 	 	45
8302	8	 	 	-11
8302	9	20	20	-11
8302	10	-88	-88	-88
8302	11	 	 	-88
8302	12	 	 	-88
8304	1	-11	30	-11
8304	2	20	-11	-11
8304	3	-11	-11	-11
8304	4	25	25	-11
8304	5	 	 	-11
8304	6	 	 	-11
8304	7	 	 	-11
8304	8	 	 	-11
8304	9	-88	-88	-88
8304	10	-88	-88	-88
8304	11	 	 	-88
8304	12	 	 	-88
8305	1	-11	20	-11
8305	2	-11	-11	-11
8305	3	50	-11	-11
8305	4	-11	-11	-11
8305	5	 	 	-11
8305	6	 	 	-11
8305	7	 	 	-11
8305	8	 	 	-11
8305	9	-88	-88	-88
8305	10	-88	-88	-88
8305	11	 	 	-88
8305	12	 	 	-88
8306	1	-11	20	-11
8306	2	40	-11	-11
8306	3	50	-11	-11
8306	4	40	40	-11
8306	5	 	 	-11
8306	6	 	 	-11
8306	7	 	 	-11
8306	8	 	 	-11
8306	9	-88	-88	-88
8306	10	-88	-88	-88
8306	11	 	 	-88
8306	12	 	 	-88
8307	1	-11	-11	-11
8307	2	-11	-11	-11
8307	3	60	-11	-11
8307	4	-11	-11	-11
8307	5	 	 	-11
8307	6	 	 	-11
8307	7	 	 	-11
8307	8	 	 	-11
8307	9	-88	-88	-88
8307	10	-88	-88	-88
8307	11	 	 	-88
8307	12	 	 	-88
8310	1	-11	-11	-11
8310	2	50	-11	-11
8310	3	50	-11	-11
8310	4	-11	-11	-11
8310	5	 	 	-11
8310	6	 	 	-11
8310	7	 	 	30
8310	8	 	 	-11
8310	9	-88	-88	-88
8310	10	-88	-88	-88
8310	11	 	 	-88
8310	12	 	 	-88
8311	1	-11	-11	-11
8311	2	-11	-11	-11
8311	3	70	-11	-11
8311	4	-11	-11	-11
8311	5	 	 	-11
8311	6	 	 	-11
8311	7	 	 	-11
8311	8	 	 	-11
8311	9	-88	-88	-88
8311	10	-88	-88	-88
8311	11	 	 	-88
8311	12	 	 	-88
8316	1	-11	30	-11
8316	2	30	30	-11
8316	3	32	-11	-11
8316	4	35	35	-11
8316	5	 	 	10
8316	6	 	 	25
8316	7	 	 	20
8316	8	 	 	15
8316	9	50	50	-11
8316	10	28	28	-11
8316	11	 	 	-88
8316	12	 	 	-88
8317	1	-11	-11	-11
8317	2	-11	-11	-11
8317	3	70	-11	-11
8317	4	-11	-11	-11
8317	5	 	 	-11
8317	6	 	 	-11
8317	7	 	 	-11
8317	8	 	 	-11
8317	9	-88	-88	-88
8317	10	-88	-88	-88
8317	11	 	 	-88
8317	12	 	 	-88
8318	1	-11	20	-11
8318	2	20	-11	-11
8318	3	60	-11	-11
8318	4	-11	-11	-11
8318	5	 	 	-11
8318	6	 	 	-11
8318	7	 	 	-11
8318	8	 	 	-11
8318	9	-88	-88	-88
8318	10	-88	-88	-88
8318	11	 	 	-88
8318	12	 	 	-88
8319	1	-11	20	-11
8319	2	40	-11	-11
8319	3	80	-11	-11
8319	4	60	-11	-11
8319	5	 	 	-11
8319	6	 	 	-11
8319	7	 	 	-11
8319	8	 	 	-11
8319	9	-88	-88	-88
8319	10	-88	-88	-88
8319	11	 	 	-88
8319	12	 	 	-88
8320	1	-11	30	-11
8320	2	-11	-11	-11
8320	3	60	-11	-11
8320	4	-11	-11	-11
8320	5	 	 	-11
8320	6	 	 	-11
8320	7	 	 	-11
8320	8	 	 	-11
8320	9	-88	-88	-88
8320	10	-88	-88	-88
8320	11	 	 	-88
8320	12	 	 	-88
8321	1	-11	20	-11
8321	2	20	-11	-11
8321	3	60	-11	-11
8321	4	30	-11	-11
8321	5	 	 	-11
8321	6	 	 	-11
8321	7	 	 	20
8321	8	 	 	20
8321	9	20	-11	-11
8321	10	20	-11	-11
8321	11	 	 	-88
8321	12	 	 	-88
8322	1	-11	20	-11
8322	2	40	-11	-11
8322	3	45	-11	-11
8322	4	20	-11	-11
8322	5	 	 	8
8322	6	 	 	10
8322	7	 	 	10
8322	8	 	 	8
8322	9	-11	15	-11
8322	10	30	-11	-11
8322	11	 	 	-88
8322	12	 	 	-88
8323	1	-11	-11	-11
8323	2	30	-11	-11
8323	3	40	-11	-11
8323	4	-11	-11	-11
8323	5	 	 	-11
8323	6	 	 	-11
8323	7	 	 	-11
8323	8	 	 	-11
8323	9	60	-11	-11
8323	10	-88	-88	-88
8323	11	 	 	-88
8323	12	 	 	-88
8325	1	-11	10	-11
8325	2	40	-11	-11
8325	3	40	-11	-11
8325	4	-11	-11	-11
8325	5	 	 	-11
8325	6	 	 	-11
8325	7	 	 	-11
8325	8	 	 	-11
8325	9	-88	-88	-88
8325	10	-88	-88	-88
8325	11	 	 	-88
8325	12	 	 	-88
8327	1	-11	20	-11
8327	2	25	-11	10
8327	3	40	-11	-11
8327	4	25	25	-11
8327	5	 	 	-11
8327	6	 	 	-11
8327	7	 	 	-11
8327	8	 	 	10
8327	9	-88	-88	-88
8327	10	-88	-88	-88
8327	11	 	 	-88
8327	12	 	 	-88
8328	1	-11	-11	-11
8328	2	30	-11	-11
8328	3	30	20	-11
8328	4	-11	-11	-11
8328	5	 	 	-11
8328	6	 	 	-11
8328	7	 	 	-11
8328	8	 	 	-11
8328	9	50	-11	-11
8328	10	50	-11	-11
8328	11	 	 	-88
8328	12	 	 	-88
8333	1	-11	-11	-11
8333	2	-11	-11	-11
8333	3	-11	-11	-11
8333	4	-11	-11	-11
8333	5	 	 	-11
8333	6	 	 	-11
8333	7	 	 	-11
8333	8	 	 	-11
8333	9	-88	-88	-88
8333	10	-88	-88	-88
8333	11	 	 	-88
8333	12	 	 	-88
8334	1	-11	-11	-11
8334	2	-11	-11	-11
8334	3	20	-11	-11
8334	4	-11	-11	-11
8334	5	 	 	-11
8334	6	 	 	-11
8334	7	 	 	-11
8334	8	 	 	-11
8334	9	-88	-88	-88
8334	10	-88	-88	-88
8334	11	 	 	-88
8334	12	 	 	-88
8336	1	-11	-11	-11
8336	2	-11	-11	-11
8336	3	-11	-11	-11
8336	4	-11	-11	-11
8336	5	 	 	-11
8336	6	 	 	-11
8336	7	 	 	-11
8336	8	 	 	-11
8336	9	-88	-88	-88
8336	10	-88	-88	-88
8336	11	 	 	-88
8336	12	 	 	-88
8337	1	-11	-11	-11
8337	2	-11	-11	-11
8337	3	-11	-11	-11
8337	4	-11	-11	-11
8337	5	 	 	-11
8337	6	 	 	-11
8337	7	 	 	-11
8337	8	 	 	-11
8337	9	-88	-88	-88
8337	10	-88	-88	-88
8337	11	 	 	-88
8337	12	 	 	-88
8340	1	-11	-11	-11
8340	2	-11	-11	-11
8340	3	25	-11	-11
8340	4	-11	-11	-11
8340	5	 	 	-11
8340	6	 	 	-11
8340	7	 	 	-11
8340	8	 	 	-11
8340	9	-88	-88	-88
8340	10	-88	-88	-88
8340	11	 	 	-88
8340	12	 	 	-88
8341	1	-11	10	-11
8341	2	-11	-11	-11
8341	3	30	-11	-11
8341	4	-11	-11	-11
8341	5	 	 	-11
8341	6	 	 	-11
8341	7	 	 	-11
8341	8	 	 	-11
8341	9	40	-11	-11
8341	10	-88	-88	-88
8341	11	 	 	-88
8341	12	 	 	-88
8342	1	-11	-11	-11
8342	2	25	-11	-11
8342	3	30	-11	-11
8342	4	-11	-11	-11
8342	5	 	 	-11
8342	6	 	 	-11
8342	7	 	 	-11
8342	8	 	 	-11
8342	9	-88	-88	-88
8342	10	-88	-88	-88
8342	11	 	 	-88
8342	12	 	 	-88
8343	1	-11	20	-11
8343	2	30	-11	-11
8343	3	45	-11	-11
8343	4	40	40	-11
8343	5	 	 	-11
8343	6	 	 	-11
8343	7	 	 	-11
8343	8	 	 	-11
8343	9	-88	-88	-88
8343	10	-88	-88	-88
8343	11	 	 	-88
8343	12	 	 	-88
8345	1	-11	-11	-11
8345	2	-11	-11	-11
8345	3	-11	-11	-11
8345	4	-11	-11	-11
8345	5	 	 	-11
8345	6	 	 	-11
8345	7	 	 	-11
8345	8	 	 	-11
8345	9	-88	-88	-88
8345	10	-88	-88	-88
8345	11	 	 	-88
8345	12	 	 	-88
8348	1	-11	-11	-11
8348	2	30	-11	-11
8348	3	-11	-11	-11
8348	4	-11	-11	-11
8348	5	 	 	-11
8348	6	 	 	-11
8348	7	 	 	-11
8348	8	 	 	-11
8348	9	-88	-88	-88
8348	10	-88	-88	-88
8348	11	 	 	-88
8348	12	 	 	-88
8349	1	-11	30	-11
8349	2	30	-11	-11
8349	3	30	-11	-11
8349	4	-11	-11	-11
8349	5	 	 	-11
8349	6	 	 	-11
8349	7	 	 	-11
8349	8	 	 	-11
8349	9	-88	-88	-88
8349	10	-88	-88	-88
8349	11	 	 	-88
8349	12	 	 	-88
8350	1	-11	20	-11
8350	2	20	-11	-11
8350	3	30	-11	-11
8350	4	-11	-11	-11
8350	5	 	 	-11
8350	6	 	 	-11
8350	7	 	 	-11
8350	8	 	 	-11
8350	9	25	-11	-11
8350	10	-88	-88	-88
8350	11	 	 	-88
8350	12	 	 	-88
8353	1	-11	10	-11
8353	2	-11	-11	-11
8353	3	50	-11	-11
8353	4	40	-11	-11
8353	5	 	 	-11
8353	6	 	 	-11
8353	7	 	 	-11
8353	8	 	 	-11
8353	9	-88	-88	-88
8353	10	-88	-88	-88
8353	11	 	 	-88
8353	12	 	 	-88
8357	1	-11	30	-11
8357	2	-11	-11	-11
8357	3	50	-11	-11
8357	4	35	30	-11
8357	5	 	 	-11
8357	6	 	 	-11
8357	7	 	 	-11
8357	8	 	 	-11
8357	9	20	-11	-11
8357	10	-88	-88	-88
8357	11	 	 	-88
8357	12	 	 	-88
8358	1	-11	-11	-11
8358	2	-11	-11	-11
8358	3	70	-11	-11
8358	4	-11	-11	-11
8358	5	 	 	-11
8358	6	 	 	-11
8358	7	 	 	-11
8358	8	 	 	-11
8358	9	-88	-88	-88
8358	10	-88	-88	-88
8358	11	 	 	-88
8358	12	 	 	-88
8360	1	-11	25	-88
8360	2	25	25	-88
8360	3	60	60	-88
8360	4	-11	-11	-88
8360	5	 	 	25
8360	6	 	 	-11
8360	7	 	 	15
8360	8	 	 	15
8360	9	-88	-88	-88
8360	10	-88	-88	-88
8360	11	 	 	-88
8360	12	 	 	-88
8362	1	-11	5	-11
8362	2	-11	-11	-11
8362	3	-11	-11	-11
8362	4	-11	-11	-11
8362	5	 	 	-11
8362	6	 	 	-11
8362	7	 	 	-11
8362	8	 	 	-11
8362	9	-11	-11	5
8362	10	-11	-11	-11
8362	11	 	 	-88
8362	12	 	 	-88
8364	1	-11	20	-11
8364	2	50	-11	-11
8364	3	50	-11	-11
8364	4	-11	-11	-11
8364	5	 	 	-11
8364	6	 	 	-11
8364	7	 	 	-11
8364	8	 	 	-11
8364	9	-88	-88	-88
8364	10	-88	-88	-88
8364	11	 	 	-88
8364	12	 	 	-88
8365	1	-11	15	-11
8365	2	20	-11	-11
8365	3	30	-11	-11
8365	4	-11	-11	-11
8365	5	 	 	-11
8365	6	 	 	-11
8365	7	 	 	-11
8365	8	 	 	-11
8365	9	20	20	-11
8365	10	-88	-88	-88
8365	11	 	 	-88
8365	12	 	 	-88
8366	1	-11	10	-11
8366	2	40	-11	-11
8366	3	60	-11	-11
8366	4	-11	-11	-11
8366	5	 	 	-11
8366	6	 	 	-11
8366	7	 	 	-11
8366	8	 	 	-11
8366	9	35	35	-11
8366	10	35	-11	-88
8366	11	 	 	-88
8366	12	 	 	-88
8367	1	-11	-11	-11
8367	2	30	-11	-11
8367	3	60	-11	-11
8367	4	-11	-11	-11
8367	5	 	 	-11
8367	6	 	 	-11
8367	7	 	 	-11
8367	8	 	 	-11
8367	9	-88	-88	-88
8367	10	-88	-88	-88
8367	11	 	 	-88
8367	12	 	 	-88
8368	1	-11	24	-11
8368	2	30	-11	-11
8368	3	60	-11	-11
8368	4	-11	-11	-11
8368	5	 	 	-11
8368	6	 	 	-11
8368	7	 	 	-11
8368	8	 	 	-11
8368	9	30	30	-11
8368	10	-11	-11	30
8368	11	 	 	-88
8368	12	 	 	-88
8369	1	-11	20	-11
8369	2	30	-11	-11
8369	3	40	-11	-11
8369	4	-11	-11	-11
8369	5	 	 	-11
8369	6	 	 	-11
8369	7	 	 	-11
8369	8	 	 	-11
8369	9	-11	-11	15
8369	10	-88	-88	88
8369	11	 	 	-88
8369	12	 	 	-88
8370	1	-11	-11	-11
8370	2	50	-11	-11
8370	3	70	-11	-11
8370	4	40	40	-11
8370	5	 	 	10
8370	6	 	 	15
8370	7	 	 	-11
8370	8	 	 	10
8370	9	25	25	-11
8370	10	30	30	-11
8370	11	 	 	-88
8370	12	 	 	-88
8371	1	-11	30	-11
8371	2	30	-11	-11
8371	3	50	-11	-11
8371	4	40	30	-11
8371	5	 	 	-11
8371	6	 	 	-11
8371	7	 	 	-11
8371	8	 	 	-11
8371	9	-88	-88	-88
8371	10	-88	-88	-88
8371	11	 	 	-88
8371	12	 	 	-88
8372	1	-11	30	-11
8372	2	40	-11	-11
8372	3	50	-11	-11
8372	4	-11	-11	-11
8372	5	 	 	-11
8372	6	 	 	-11
8372	7	 	 	-11
8372	8	 	 	-11
8372	9	-88	-88	-88
8372	10	-88	-88	-88
8372	11	 	 	-88
8372	12	 	 	-88
8373	1	-11	-11	-11
8373	2	-11	-11	-11
8373	3	-11	-11	-11
8373	4	-11	-11	-11
8373	5	 	 	-11
8373	6	 	 	-11
8373	7	 	 	-11
8373	8	 	 	-11
8373	9	-11	40	-11
8373	10	-88	-88	-88
8373	11	 	 	-88
8373	12	 	 	-88
8374	1	-11	-11	-11
8374	2	-11	-11	-11
8374	3	-77	-77	-77
8374	4	-77	-77	-77
8374	5	 	 	-88
8374	6	 	 	-88
8374	7	 	 	-88
8374	8	 	 	-88
8374	9	-88	-88	-88
8374	10	-88	-88	-88
8374	11	 	 	-88
8374	12	 	 	-88
8375	1	-11	-11	-11
8375	2	-11	-11	-11
8375	3	30	-11	-11
8375	4	-11	-11	-11
8375	5	 	 	-11
8375	6	 	 	-11
8375	7	 	 	-11
8375	8	 	 	-11
8375	9	-11	-11	-11
8375	10	-11	-11	-11
8375	11	 	 	-11
8375	12	 	 	-11
8376	1	-11	-11	-11
8376	2	40	40	-11
8376	3	60	-11	-11
8376	4	-11	-11	-11
8376	5	 	 	-11
8376	6	 	 	-11
8376	7	 	 	-11
8376	8	 	 	20
8376	9	-88	-88	-88
8376	10	-88	-88	-88
8376	11	 	 	-88
8376	12	 	 	-88
8377	1	-11	20	-11
8377	2	20	20	-11
8377	3	35	30	-11
8377	4	30	30	-11
8377	5	 	 	-11
8377	6	 	 	-11
8377	7	 	 	-11
8377	8	 	 	-11
8377	9	-88	-88	-88
8377	10	-88	-88	-88
8377	11	 	 	-88
8377	12	 	 	-88
8378	1	-11	15	-11
8378	2	35	35	-11
8378	3	40	-11	-11
8378	4	-11	-11	-11
8378	5	 	 	-11
8378	6	 	 	-11
8378	7	 	 	-11
8378	8	 	 	-11
8378	9	-88	-88	-88
8378	10	-88	-88	-88
8378	11	 	 	-88
8378	12	 	 	-88
8379	1	-11	10	-11
8379	2	30	-11	-11
8379	3	40	-11	-11
8379	4	-11	-11	-11
8379	5	 	 	-11
8379	6	 	 	-11
8379	7	 	 	-11
8379	8	 	 	-11
8379	9	-88	-88	-88
8379	10	-88	-88	-88
8379	11	 	 	-88
8379	12	 	 	-88
8380	1	-11	-11	-11
8380	2	-11	-11	-11
8380	3	50	-11	-11
8380	4	50	-11	-11
8380	5	 	 	-11
8380	6	 	 	-11
8380	7	 	 	-11
8380	8	 	 	-11
8380	9	-88	-88	-88
8380	10	-88	-88	-88
8380	11	 	 	-88
8380	12	 	 	-88
8381	1	-11	30	-11
8381	2	40	-11	-11
8381	3	50	50	-11
8381	4	-11	-11	-11
8381	5	 	 	30
8381	6	 	 	-11
8381	7	 	 	50
8381	8	 	 	25
8381	9	50	-11	-11
8381	10	60	60	-11
8381	11	 	 	-88
8381	12	 	 	-88
8382	1	-11	30	-11
8382	2	-11	-11	-11
8382	3	50	-11	-11
8382	4	-11	-11	-11
8382	5	 	 	-11
8382	6	 	 	-11
8382	7	 	 	-11
8382	8	 	 	-11
8382	9	-88	-88	-88
8382	10	-88	-88	-88
8382	11	 	 	-88
8382	12	 	 	-88
8383	1	-11	25	-11
8383	2	-11	-11	-11
8383	3	-11	-11	-11
8383	4	-11	-11	-11
8383	5	 	 	-11
8383	6	 	 	-11
8383	7	 	 	-11
8383	8	 	 	-11
8383	9	-88	-88	-88
8383	10	-88	-88	-88
8383	11	 	 	-88
8383	12	 	 	-88
8384	1	-11	-11	-11
8384	2	-11	-11	-11
8384	3	60	-11	-11
8384	4	-11	-11	-11
8384	5	 	 	-11
8384	6	 	 	-11
8384	7	 	 	-11
8384	8	 	 	-11
8384	9	-88	-88	-88
8384	10	-88	-88	-88
8384	11	 	 	-88
8384	12	 	 	-88
8385	1	-11	-11	-11
8385	2	-11	-11	-11
8385	3	60	-11	-11
8385	4	-11	-11	-11
8385	5	 	 	-11
8385	6	 	 	-11
8385	7	 	 	-11
8385	8	 	 	-11
8385	9	-88	-88	-88
8385	10	-88	-88	-88
8385	11	 	 	-88
8385	12	 	 	-88
8386	1	-11	-11	-11
8386	2	35	35	-11
8386	3	50	-11	-11
8386	4	-11	-11	-11
8386	5	 	 	-11
8386	6	 	 	-11
8386	7	 	 	-11
8386	8	 	 	-11
8386	9	-88	-88	-88
8386	10	-88	-88	-88
8386	11	 	 	-88
8386	12	 	 	-88
8387	1	-11	-11	-11
8387	2	-11	-11	-11
8387	3	90	-11	-11
8387	4	-11	-11	-11
8387	5	 	 	-11
8387	6	 	 	60
8387	7	 	 	40
8387	8	 	 	-11
8387	9	40	-11	-11
8387	10	-88	-88	-88
8387	11	 	 	-88
8387	12	 	 	-88
8388	1	-11	40	-11
8388	2	-11	-11	-11
8388	3	50	-11	-11
8388	4	-11	-11	-11
8388	5	 	 	-11
8388	6	 	 	-11
8388	7	 	 	-11
8388	8	 	 	-11
8388	9	-88	-88	-88
8388	10	-88	-88	-88
8388	11	 	 	-88
8388	12	 	 	-88
8389	1	-11	30	-11
8389	2	40	-11	-11
8389	3	60	-11	-11
8389	4	-11	-11	-11
8389	5	 	 	-11
8389	6	 	 	-11
8389	7	 	 	-11
8389	8	 	 	-11
8389	9	-88	-88	-88
8389	10	-88	-88	-88
8389	11	 	 	-88
8389	12	 	 	-88
8390	1	-11	-11	-11
8390	2	40	-11	-11
8390	3	50	-11	-11
8390	4	-11	-11	-11
8390	5	 	 	-11
8390	6	 	 	-11
8390	7	 	 	-11
8390	8	 	 	-11
8390	9	30	30	-11
8390	10	-88	-88	-88
8390	11	 	 	-88
8390	12	 	 	-88
8391	1	-11	-11	-11
8391	2	-11	-11	-11
8391	3	-11	-11	-11
8391	4	-11	-11	-11
8391	5	 	 	-11
8391	6	 	 	-11
8391	7	 	 	-11
8391	8	 	 	-11
8391	9	-88	-88	-88
8391	10	-88	-88	-88
8391	11	 	 	-88
8391	12	 	 	-88
8392	1	-11	-11	-11
8392	2	-11	-11	-11
8392	3	60	-11	-11
8392	4	-11	-11	-11
8392	5	 	 	-11
8392	6	 	 	-11
8392	7	 	 	-11
8392	8	 	 	-11
8392	9	-88	-88	-88
8392	10	-88	-88	-88
8392	11	 	 	-88
8392	12	 	 	-88
8393	1	-11	-11	-11
8393	2	-11	-11	-11
8393	3	30	-11	-11
8393	4	-11	-11	-11
8393	5	 	 	-11
8393	6	 	 	-11
8393	7	 	 	-11
8393	8	 	 	-11
8393	9	-88	-88	-88
8393	10	-88	-88	-88
8393	11	 	 	-88
8393	12	 	 	-88
8394	1	-11	30	-11
8394	2	30	30	-11
8394	3	60	-11	-11
8394	4	-11	-11	-11
8394	5	 	 	-11
8394	6	 	 	-11
8394	7	 	 	-11
8394	8	 	 	-11
8394	9	-88	-88	-88
8394	10	-88	-88	-88
8394	11	 	 	-88
8394	12	 	 	-88
8395	1	-11	-11	-11
8395	2	-11	-11	-11
8395	3	60	-11	-11
8395	4	-11	-11	-11
8395	5	 	 	-11
8395	6	 	 	-11
8395	7	 	 	-11
8395	8	 	 	-11
8395	9	-88	-88	-88
8395	10	-88	-88	-88
8395	11	 	 	-88
8395	12	 	 	-88
8396	1	-11	-11	-11
8396	2	35	35	-11
8396	3	50	-11	-11
8396	4	35	-11	-11
8396	5	 	 	-11
8396	6	 	 	-11
8396	7	 	 	-11
8396	8	 	 	-11
8396	9	-88	-88	-88
8396	10	-88	-88	-88
8396	11	 	 	-88
8396	12	 	 	-88
8397	1	-11	-11	-11
8397	2	-11	-11	-11
8397	3	-11	-11	-11
8397	4	50	-11	-11
8397	5	 	 	-11
8397	6	 	 	-11
8397	7	 	 	-11
8397	8	 	 	-11
8397	9	-88	-88	-88
8397	10	-88	-88	-88
8397	11	 	 	-88
8397	12	 	 	-88
8398	1	-11	-11	-11
8398	2	-11	-11	-11
8398	3	50	-11	-11
8398	4	35	35	-11
8398	5	 	 	-11
8398	6	 	 	-11
8398	7	 	 	-11
8398	8	 	 	-11
8398	9	-88	-88	-88
8398	10	-88	-88	-88
8398	11	 	 	-88
8398	12	 	 	-88
8399	1	-11	-11	-11
8399	2	-11	-11	-11
8399	3	60	-11	-11
8399	4	-11	-11	-11
8399	5	 	 	-11
8399	6	 	 	-11
8399	7	 	 	-11
8399	8	 	 	-11
8399	9	-88	-88	-88
8399	10	-88	-88	-88
8399	11	 	 	-88
8399	12	 	 	-88
