PLACEID	TYWKIDR4	TYPEMALE	TYPEFMLE	TYPECHLD
8086	12	 	 	-88
8088	1	-11	20	-11
8088	2	-11	-11	-11
8088	3	25	-11	-11
8088	4	-11	-11	-11
8088	5	 	 	-11
8088	6	 	 	-11
8088	7	 	 	-11
8088	8	 	 	-11
8088	9	-11	-11	-11
8088	10	-11	-11	-11
8088	11	 	 	-88
8088	12	 	 	-88
8090	1	-11	30	-11
8090	2	30	30	-11
8090	3	60	-11	-11
8090	4	40	30	-11
8090	5	 	 	10
8090	6	 	 	15
8090	7	 	 	30
8090	8	 	 	15
8090	9	-88	-88	-88
8090	10	-88	-88	-88
8090	11	 	 	-88
8090	12	 	 	-88
8091	1	-11	25	-11
8091	2	30	25	-11
8091	3	40	-11	-11
8091	4	-11	-11	-11
8091	5	 	 	-11
8091	6	 	 	-11
8091	7	 	 	15
8091	8	 	 	10
8091	9	-88	-88	-88
8091	10	-88	-88	-88
8091	11	 	 	-88
8091	12	 	 	-88
8092	1	-11	-11	-11
8092	2	30	-11	-11
8092	3	60	-11	-11
8092	4	-11	-11	-11
8092	5	 	 	15
8092	6	 	 	-11
8092	7	 	 	-11
8092	8	 	 	-11
8092	9	-88	-88	-88
8092	10	-88	-88	-88
8092	11	 	 	-88
8092	12	 	 	-88
8094	1	-11	-11	-11
8094	2	40	40	-11
8094	3	50	-11	-11
8094	4	-11	-11	-11
8094	5	 	 	-11
8094	6	 	 	-11
8094	7	 	 	-11
8094	8	 	 	-11
8094	9	-88	-88	-88
8094	10	-88	-88	-88
8094	11	 	 	-88
8094	12	 	 	-88
8097	1	-11	-11	-11
8097	2	35	35	-11
8097	3	50	-11	-11
8097	4	-11	-11	-11
8097	5	 	 	-11
8097	6	 	 	-11
8097	7	 	 	-11
8097	8	 	 	-11
8097	9	-88	-88	-88
8097	10	-88	-88	-88
8097	11	 	 	-88
8097	12	 	 	-88
8098	1	-11	-11	-11
8098	2	40	-11	-11
8098	3	50	-11	-11
8098	4	40	40	-11
8098	5	 	 	20
8098	6	 	 	25
8098	7	 	 	25
8098	8	 	 	-11
8098	9	40	40	-11
8098	10	40	40	-11
8098	11	 	 	-88
8098	12	 	 	-88
8099	1	-11	25	-11
8099	2	40	30	-11
8099	3	60	-11	-11
8099	4	40	40	-11
8099	5	 	 	-11
8099	6	 	 	-11
8099	7	 	 	-11
8099	8	 	 	-11
8099	9	-11	30	-11
8099	10	-30	30	-11
8099	11	 	 	-88
8099	12	 	 	-88
8107	1	-11	-11	-11
8107	2	-11	-11	-11
8107	3	50	-11	-11
8107	4	-11	-11	-11
8107	5	 	 	-11
8107	6	 	 	-11
8107	7	 	 	-11
8107	8	 	 	-11
8107	9	-88	-88	-88
8107	10	-88	-88	-88
8107	11	 	 	-88
8107	12	 	 	-88
8108	1	-11	30	-11
8108	2	-40	-11	-11
8108	3	40	-11	-11
8108	4	-11	-11	-11
8108	5	 	 	11
8108	6	 	 	-11
8108	7	 	 	-11
8108	8	 	 	-11
8108	9	60	50	-11
8108	10	-88	-88	-88
8108	11	 	 	-88
8108	12	 	 	-88
8109	1	-11	30	-11
8109	2	30	-11	-11
8109	3	45	-11	-11
8109	4	35	30	-11
8109	5	 	 	-11
8109	6	 	 	-11
8109	7	 	 	-11
8109	8	 	 	-11
8109	9	-88	-88	-88
8109	10	-88	-88	-88
8109	11	 	 	-88
8109	12	 	 	-88
8110	1	-11	-11	-11
8110	2	30	-11	-11
8110	3	70	-11	-11
8110	4	-11	-11	-11
8110	5	 	 	-11
8110	6	 	 	25
8110	7	 	 	-11
8110	8	 	 	-11
8110	9	-88	-88	-88
8110	10	-88	-88	-88
8110	11	 	 	-88
8110	12	 	 	-88
8111	1	-11	30	-11
8111	2	40	-11	-11
8111	3	-50	50	-11
8111	4	60	60	-11
8111	5	 	 	-11
8111	6	 	 	-11
8111	7	 	 	-11
8111	8	 	 	10
8111	9	-88	-88	-88
8111	10	-88	-88	-88
8111	11	 	 	-88
8111	12	 	 	-88
8112	1	-11	30	-11
8112	2	-11	-11	-11
8112	3	40	-11	-11
8112	4	-11	-11	-11
8112	5	 	 	-11
8112	6	 	 	-11
8112	7	 	 	-11
8112	8	 	 	-11
8112	9	-88	-88	-88
8112	10	-88	-88	-88
8112	11	 	 	-88
8112	12	 	 	-88
8114	1	-11	20	-11
8114	2	30	-11	-11
8114	3	35	-11	-11
8114	4	-11	-11	-11
8114	5	 	 	-11
8114	6	 	 	-11
8114	7	 	 	-11
8114	8	 	 	-11
8114	9	30	40	-11
8114	10	30	-11	-11
8114	11	 	 	-88
8114	12	 	 	-88
8115	1	-11	-11	-11
8115	2	30	-11	-11
8115	3	35	-11	-11
8115	4	-11	-11	-11
8115	5	 	 	-11
8115	6	 	 	-11
8115	7	 	 	-11
8115	8	 	 	-11
8115	9	-88	-88	-88
8115	10	-88	-88	-88
8115	11	 	 	-88
8115	12	 	 	-88
8123	1	-11	20	-11
8123	2	20	20	-11
8123	3	35	30	-11
8123	4	30	30	-11
8123	5	 	 	-11
8123	6	 	 	-11
8123	7	 	 	-11
8123	8	 	 	-11
8123	9	-88	-88	-88
8123	10	-88	-88	-88
8123	11	 	 	-88
8123	12	 	 	-88
8124	1	-77	-77	-77
8124	2	-11	-11	-11
8124	3	45	-11	-11
8124	4	-11	-11	-11
8124	5	 	 	-11
8124	6	 	 	-11
8124	7	 	 	-11
8124	8	 	 	-11
8124	9	30	26	-11
8124	10	-88	-88	-88
8124	11	 	 	-88
8124	12	 	 	-88
8125	1	-11	-11	-11
8125	2	-11	-11	-11
8125	3	60	-11	-11
8125	4	-11	-11	-11
8125	5	 	 	-11
8125	6	 	 	-11
8125	7	 	 	-11
8125	8	 	 	-11
8125	9	-88	-88	-88
8125	10	-88	-88	-88
8125	11	 	 	-88
8125	12	 	 	-88
8126	1	-11	-11	-11
8126	2	35	30	-11
8126	3	50	-11	-11
8126	4	-11	-11	-11
8126	5	 	 	-11
8126	6	 	 	-11
8126	7	 	 	-11
8126	8	 	 	-11
8126	9	-88	-88	-88
8126	10	-88	-88	-88
8126	11	 	 	-88
8126	12	 	 	-88
8127	1	-11	25	-11
8127	2	30	-11	-11
8127	3	50	-11	-11
8127	4	-77	-11	-11
8127	5	 	 	-11
8127	6	 	 	-11
8127	7	 	 	-11
8127	8	 	 	-11
8127	9	-88	-88	-88
8127	10	-88	-88	-88
8127	11	 	 	-88
8127	12	 	 	-88
8128	1	-11	-11	-11
8128	2	-11	-11	-11
8128	3	-11	-11	-11
8128	4	-11	-11	-11
8128	5	 	 	-11
8128	6	 	 	-11
8128	7	 	 	-11
8128	8	 	 	-11
8128	9	-88	-88	-88
8128	10	-88	-88	-88
8128	11	 	 	-88
8128	12	 	 	-88
8129	1	-11	-11	-11
8129	2	-11	-11	-11
8129	3	60	-11	-11
8129	4	-11	-11	-11
8129	5	 	 	-11
8129	6	 	 	-11
8129	7	 	 	-11
8129	8	 	 	-11
8129	9	-88	-88	-88
8129	10	-88	-88	-88
8129	11	 	 	-88
8129	12	 	 	-88
8130	1	10	10	-11
8130	2	-11	-11	-11
8130	3	45	-11	-11
8130	4	-11	-11	-11
8130	5	 	 	-11
8130	6	 	 	-11
8130	7	 	 	-11
8130	8	 	 	-11
8130	9	-88	-88	-88
8130	10	-88	-88	-88
8130	11	 	 	-88
8130	12	 	 	-88
8135	1	-11	-11	-11
8135	2	-11	-11	-11
8135	3	-11	-11	-11
8135	4	-11	-11	-11
8135	5	 	 	-11
8135	6	 	 	-11
8135	7	 	 	-11
8135	8	 	 	-11
8135	9	-88	-88	-88
8135	10	-88	-88	-88
8135	11	 	 	-88
8135	12	 	 	-88
8138	1	-11	-11	-11
8138	2	45	-11	-11
8138	3	45	-11	-11
8138	4	35	20	25
8138	5	 	 	-11
8138	6	 	 	-11
8138	7	 	 	-11
8138	8	 	 	-11
8138	9	-88	-88	-88
8138	10	-88	-88	-88
8138	11	 	 	-88
8138	12	 	 	-88
8140	1	-11	25	-11
8140	2	50	-11	-11
8140	3	40	40	40
8140	4	50	50	-11
8140	5	 	 	-11
8140	6	 	 	-11
8140	7	 	 	-11
8140	8	 	 	-11
8140	9	-88	-88	-88
8140	10	-88	-88	-88
8140	11	 	 	-88
8140	12	 	 	-88
8141	1	-11	20	-11
8141	2	40	40	-11
8141	3	40	-11	-11
8141	4	40	40	-11
8141	5	 	 	-11
8141	6	 	 	10
8141	7	 	 	-11
8141	8	 	 	10
8141	9	50	-11	-11
8141	10	-88	-88	-88
8141	11	 	 	-88
8141	12	 	 	-88
8142	1	-11	-11	-11
8142	2	-11	-11	-11
8142	3	30	-11	-11
8142	4	-11	-11	-11
8142	5	 	 	-11
8142	6	 	 	-11
8142	7	 	 	-11
8142	8	 	 	-11
8142	9	-88	-88	-88
8142	10	-88	-88	-88
8142	11	 	 	-88
8142	12	 	 	-88
8143	1	-11	20	-11
8143	2	30	-11	-11
8143	3	25	-11	-11
8143	4	-11	-11	-11
8143	5	 	 	-11
8143	6	 	 	-11
8143	7	 	 	-11
8143	8	 	 	-11
8143	9	30	-11	-11
8143	10	-88	-88	-88
8143	11	 	 	-88
8143	12	 	 	-88
8144	1	-11	20	-11
8144	2	25	-11	-11
8144	3	55	-11	-11
8144	4	-11	-11	-11
8144	5	 	 	-11
8144	6	 	 	-11
8144	7	 	 	-11
8144	8	 	 	-11
8144	9	60	-11	-11
8144	10	-88	-88	-88
8144	11	 	 	-88
8144	12	 	 	-88
8145	1	-11	20	-11
8145	2	25	-11	-11
8145	3	50	50	-11
8145	4	30	30	-11
8145	5	 	 	-11
8145	6	 	 	-11
8145	7	 	 	-11
8145	8	 	 	-11
8145	9	40	-11	-11
8145	10	-88	-88	-88
8145	11	 	 	-88
8145	12	 	 	-88
8146	1	10	10	-11
8146	2	20	20	-11
8146	3	40	-11	-11
8146	4	-11	-11	-11
8146	5	 	 	5
8146	6	 	 	5
8146	7	 	 	10
8146	8	 	 	5
8146	9	-88	-88	-88
8146	10	-88	-88	-88
8146	11	 	 	-88
8146	12	 	 	-88
8147	1	-11	-11	-11
8147	2	-11	-11	-11
8147	3	50	-11	-11
8147	4	-11	-11	-11
8147	5	 	 	-11
8147	6	 	 	-11
8147	7	 	 	-11
8147	8	 	 	-11
8147	9	-88	-88	-11
8147	10	-88	-88	-88
8147	11	 	 	-88
8147	12	 	 	-88
8148	1	-11	-11	-11
8148	2	35	30	-11
8148	3	33	-11	-11
8148	4	-11	-11	-11
8148	5	 	 	-11
8148	6	 	 	-11
8148	7	 	 	-11
8148	8	 	 	-11
8148	9	-88	-88	-88
8148	10	-88	-88	-88
8148	11	 	 	-88
8148	12	 	 	-88
8151	1	-11	20	-11
8151	2	-11	-11	-11
8151	3	46	46	-11
8151	4	-11	-11	-11
8151	5	 	 	-11
8151	6	 	 	15
8151	7	 	 	-11
8151	8	 	 	-11
8151	9	-88	-88	-88
8151	10	-88	-88	-88
8151	11	 	 	-88
8151	12	 	 	-88
8152	1	-11	-11	-11
8152	2	-11	-11	-11
8152	3	-11	-11	-11
8152	4	-11	-11	-11
8152	5	 	 	-11
8152	6	 	 	-11
8152	7	 	 	-11
8152	8	 	 	-11
8152	9	-88	-88	-88
8152	10	-88	-88	-88
8152	11	 	 	-88
8152	12	 	 	-88
8160	1	-11	12	-11
8160	2	-11	-11	-11
8160	3	25	-11	10
8160	4	-11	-11	-11
8160	5	 	 	-11
8160	6	 	 	-11
8160	7	 	 	-11
8160	8	 	 	-11
8160	9	-88	-88	-88
8160	10	-88	-88	-88
8160	11	 	 	-88
8160	12	 	 	-88
8161	1	-11	20	-11
8161	2	40	-11	-11
8161	3	40	-11	-11
8161	4	30	30	-11
8161	5	 	 	-11
8161	6	 	 	-11
8161	7	 	 	-11
8161	8	 	 	-11
8161	9	20	20	-11
8161	10	20	20	-11
8161	11	 	 	-88
8161	12	 	 	-88
8162	1	-11	-11	-11
8162	2	-11	-11	-11
8162	3	30	-11	-11
8162	4	-11	-11	-11
8162	5	 	 	-11
8162	6	 	 	-11
8162	7	 	 	-11
8162	8	 	 	-11
8162	9	30	-11	-11
8162	10	-88	-88	-88
8162	11	 	 	-88
8162	12	 	 	-88
8163	1	-11	-11	-11
8163	2	20	-11	-11
8163	3	-11	-11	-11
8163	4	-11	-11	-11
8163	5	 	 	-11
8163	6	 	 	-11
8163	7	 	 	-11
8163	8	 	 	-11
8163	9	-88	-88	-88
8163	10	-88	-88	-88
8163	11	 	 	-88
8163	12	 	 	-88
8166	1	-11	25	-11
8166	2	30	-11	-11
8166	3	45	-11	-11
8166	4	30	30	-11
8166	5	 	 	-11
8166	6	 	 	-11
8166	7	 	 	25
8166	8	 	 	25
8166	9	-88	-88	-88
8166	10	-88	-88	-88
8166	11	 	 	-88
8166	12	 	 	-88
8168	1	-11	20	-11
8168	2	20	-11	-11
8168	3	20	-11	-11
8168	4	-11	-11	-11
8168	5	 	 	-11
8168	6	 	 	-11
8168	7	 	 	-11
8168	8	 	 	-11
8168	9	20	-11	-11
8168	10	-88	-88	-88
8168	11	 	 	-88
8168	12	 	 	-88
8169	1	-11	-11	-11
8169	2	-11	-11	-11
8169	3	-11	-11	-11
8169	4	-11	-11	-11
8169	5	 	 	-11
8169	6	 	 	-11
8169	7	 	 	-11
8169	8	 	 	-11
8169	9	-88	-88	-88
8169	10	-88	-88	-88
8169	11	 	 	-88
8169	12	 	 	-88
8170	1	-11	8	-11
8170	2	-11	-11	-11
8170	3	40	-11	-11
8170	4	-11	-11	-11
8170	5	 	 	-11
8170	6	 	 	-11
8170	7	 	 	-11
8170	8	 	 	-11
8170	9	50	50	-11
8170	10	30	30	-11
8170	11	 	 	-88
8170	12	 	 	-88
8171	1	-11	-11	-11
8171	2	-11	-11	-11
8171	3	50	-11	-11
8171	4	-11	-11	-11
8171	5	 	 	-11
8171	6	 	 	-11
8171	7	 	 	-11
8171	8	 	 	-11
8171	9	20	-11	-11
8171	10	-88	-88	-88
8171	11	 	 	-88
8171	12	 	 	-88
8172	1	-11	-11	-11
8172	2	-11	-11	-11
8172	3	30	-11	-11
8172	4	-11	-11	-11
8172	5	 	 	-11
8172	6	 	 	-11
8172	7	 	 	-11
8172	8	 	 	-11
8172	9	29	-11	-11
8172	10	-88	-88	-88
8172	11	 	 	-88
8172	12	 	 	-88
8175	1	-11	-11	-11
8175	2	-11	-11	-11
8175	3	40	-11	-11
8175	4	-11	-11	-11
8175	5	 	 	-11
8175	6	 	 	-11
8175	7	 	 	-11
8175	8	 	 	-11
8175	9	-88	-88	-88
8175	10	-88	-88	-88
8175	11	 	 	-88
8175	12	 	 	-88
8177	1	-11	40	-11
8177	2	-11	-11	-11
8177	3	40	-11	-11
8177	4	-11	-11	-11
8177	5	 	 	-11
8177	6	 	 	-11
8177	7	 	 	-11
8177	8	 	 	-11
8177	9	-88	-88	-88
8177	10	-88	-88	-88
8177	11	 	 	-88
8177	12	 	 	-88
8180	1	-11	10	-11
8180	2	15	15	-11
8180	3	50	-11	-11
8180	4	20	20	-11
8180	5	 	 	-11
8180	6	 	 	-11
8180	7	 	 	-11
8180	8	 	 	10
8180	9	20	-11	-11
8180	10	-88	-88	-88
8180	11	 	 	-88
8180	12	 	 	-88
8181	1	-11	-11	-11
8181	2	-11	-11	-11
8181	3	35	-11	-11
8181	4	-11	-11	-11
8181	5	 	 	-11
8181	6	 	 	-11
8181	7	 	 	-11
8181	8	 	 	-11
8181	9	-88	-88	-88
8181	10	-88	-88	-88
8181	11	 	 	-88
8181	12	 	 	-88
8182	1	-11	25	-11
8182	2	25	25	-11
8182	3	60	60	-11
8182	4	-11	-11	-11
8182	5	 	 	25
8182	6	 	 	-11
8182	7	 	 	10
8182	8	 	 	10
8182	9	-88	-88	-88
8182	10	-88	-88	-88
8182	11	 	 	-88
8182	12	 	 	-88
8184	1	-11	20	-11
8184	2	-11	-11	-11
8184	3	30	-11	-11
8184	4	-11	-11	-11
8184	5	 	 	-11
8184	6	 	 	-11
8184	7	 	 	-11
8184	8	 	 	-11
8184	9	30	-11	30
8184	10	-88	-88	-88
8184	11	 	 	-88
8184	12	 	 	-88
8185	1	-11	-11	-11
8185	2	56	-11	-11
8185	3	56	-11	-11
8185	4	-11	-11	-11
8185	5	 	 	-11
8185	6	 	 	-11
8185	7	 	 	-11
8185	8	 	 	-11
8185	9	56	-11	-11
8185	10	-88	-88	-88
8185	11	 	 	-88
8185	12	 	 	-88
8186	1	-11	-11	-11
8186	2	-11	-11	-11
8186	3	35	-11	-11
8186	4	-11	-11	-11
8186	5	 	 	-11
8186	6	 	 	-11
8186	7	 	 	-11
8186	8	 	 	-11
8186	9	-88	-88	-88
8186	10	-88	-88	-88
8186	11	 	 	-88
8186	12	 	 	-88
8188	1	-11	25	-11
8188	2	35	-11	-11
8188	3	40	-11	-11
8188	4	-11	-11	-11
8188	5	 	 	-11
8188	6	 	 	-11
8188	7	 	 	-11
8188	8	 	 	-11
8188	9	30	-11	-11
8188	10	40	-11	-11
8188	11	 	 	-88
8188	12	 	 	-88
8189	1	-11	20	-11
8189	2	25	-11	-11
8189	3	30	-11	-11
8189	4	25	25	-11
8189	5	 	 	-11
8189	6	 	 	-11
8189	7	 	 	-11
8189	8	 	 	8
8189	9	-88	-88	-88
8189	10	-88	-88	-88
8189	11	 	 	-88
8189	12	 	 	-88
8192	1	-11	-11	-11
8192	2	-11	-11	-11
8192	3	20	-11	-11
8192	4	20	-11	-11
8192	5	 	 	15
8192	6	 	 	15
8192	7	 	 	25
8192	8	 	 	10
8192	9	-88	-88	-88
8192	10	-88	-88	-88
8192	11	 	 	-88
8192	12	 	 	-88
8193	1	-11	10	-11
8193	2	20	-11	-11
8193	3	40	-11	-11
8193	4	17	-11	-11
8193	5	 	 	10
8193	6	 	 	10
8193	7	 	 	15
8193	8	 	 	10
8193	9	-88	-88	-88
8193	10	-88	-88	-88
8193	11	 	 	-88
8193	12	 	 	-88
8198	1	-11	-11	-11
8198	2	-11	-11	-11
8198	3	20	-11	-11
8198	4	-11	-11	-11
8198	5	 	 	-11
8198	6	 	 	-11
8198	7	 	 	-11
8198	8	 	 	-11
8198	9	-88	-88	-88
8198	10	-88	-88	-88
8198	11	 	 	-88
8198	12	 	 	-88
8199	1	-11	20	-11
8199	2	20	-11	-11
8199	3	30	-11	-11
8199	4	-11	-11	-11
8199	5	 	 	-11
8199	6	 	 	-11
8199	7	 	 	20
8199	8	 	 	-11
8199	9	-11	-11	20
8199	10	30	-11	-11
8199	11	 	 	-88
8199	12	 	 	-88
8201	1	-11	10	-11
8201	2	-11	-11	-11
8201	3	15	-11	-11
8201	4	-11	-11	-11
8201	5	 	 	-11
8201	6	 	 	-11
8201	7	 	 	-11
8201	8	 	 	-11
8201	9	-88	-88	-88
8201	10	-88	-88	-88
8201	11	 	 	-88
8201	12	 	 	-88
8202	1	-11	20	-11
8202	2	30	-11	-11
8202	3	60	-11	-11
8202	4	30	30	-11
8202	5	 	 	-11
8202	6	 	 	-11
8202	7	 	 	-11
8202	8	 	 	-11
8202	9	25	-11	-11
8202	10	-88	-88	-88
8202	11	 	 	-88
8202	12	 	 	-88
8203	1	-11	25	-11
8203	2	-11	-11	-11
8203	3	40	-11	-11
8203	4	-11	-11	-11
8203	5	 	 	-11
8203	6	 	 	-11
8203	7	 	 	-11
8203	8	 	 	-11
8203	9	-88	-88	-88
8203	10	-88	-88	-88
8203	11	 	 	-88
8203	12	 	 	-88
8204	1	11	10	-11
8204	2	20	-11	-11
8204	3	35	-11	-11
8204	4	-11	-11	-11
8204	5	 	 	-11
8204	6	 	 	-11
8204	7	 	 	-11
8204	8	 	 	-11
8204	9	-88	-88	-88
8204	10	-88	-88	-88
8204	11	 	 	-88
8204	12	 	 	-88
8205	1	-11	10	-11
8205	2	-11	-11	-11
8205	3	50	-11	-11
8205	4	-11	-11	-11
8205	5	 	 	-11
8205	6	 	 	-11
8205	7	 	 	-11
8205	8	 	 	-11
8205	9	-88	-88	-88
8205	10	-88	-88	-88
8205	11	 	 	-88
8205	12	 	 	-88
8206	1	-11	10	-11
8206	2	30	-11	-11
8206	3	30	-11	-11
8206	4	-11	-11	-11
8206	5	 	 	-11
8206	6	 	 	-11
8206	7	 	 	-11
8206	8	 	 	-11
8206	9	-88	-88	-88
8206	10	-88	-88	-88
8206	11	 	 	-88
8206	12	 	 	-88
8207	1	-11	15	-11
8207	2	-11	-11	-11
8207	3	30	25	-11
8207	4	-11	-11	-11
8207	5	 	 	-11
8207	6	 	 	-11
8207	7	 	 	-11
8207	8	 	 	-11
8207	9	-88	-88	-88
8207	10	-88	-88	-88
8207	11	 	 	-88
8207	12	 	 	-88
8209	1	-11	-11	-11
8209	2	-11	-11	-11
8209	3	-11	-11	-11
8209	4	-11	-11	-11
8209	5	 	 	-11
8209	6	 	 	-11
8209	7	 	 	-11
8209	8	 	 	-11
8209	9	-88	-88	-88
8209	10	-88	-88	-88
8209	11	 	 	-88
8209	12	 	 	-88
8210	1	-11	-11	-11
8210	2	-11	-11	-11
8210	3	45	-11	-11
8210	4	-11	-11	-11
8210	5	 	 	-11
8210	6	 	 	-11
8210	7	 	 	-11
8210	8	 	 	-11
8210	9	-88	-88	-88
8210	10	-88	-88	-88
8210	11	 	 	-88
8210	12	 	 	-88
8211	1	-11	10	-11
8211	2	20	15	-11
8211	3	25	-11	-11
8211	4	-11	-11	-11
8211	5	 	 	-11
8211	6	 	 	-11
8211	7	 	 	-11
8211	8	 	 	-11
8211	9	-11	-11	5
8211	10	-88	-88	-88
8211	11	 	 	-88
8211	12	 	 	-88
8212	1	-11	10	-11
8212	2	-11	-11	-11
8212	3	30	-11	-11
8212	4	-11	-11	-11
8212	5	 	 	-11
8212	6	 	 	-11
8212	7	 	 	-11
8212	8	 	 	-11
8212	9	-88	-88	-88
8212	10	-88	-88	-88
8212	11	 	 	-88
8212	12	 	 	-88
8213	1	-11	-11	-11
8213	2	-11	-11	-11
8213	3	-11	-11	-11
8213	4	-11	-11	-11
8213	5	 	 	-11
8213	6	 	 	-11
8213	7	 	 	-11
8213	8	 	 	-11
8213	9	-88	-88	-88
8213	10	-88	-88	-88
8213	11	 	 	-88
8213	12	 	 	-88
8215	1	-11	20	-11
8215	2	-11	-11	-11
8215	3	20	-11	-11
8215	4	-11	-11	-11
8215	5	 	 	-11
8215	6	 	 	-11
8215	7	 	 	-11
8215	8	 	 	-11
8215	9	-88	-88	-88
8215	10	-88	-88	-88
8215	11	 	 	-88
8215	12	 	 	-88
8216	1	-11	-25	-11
8216	2	10	15	-11
8216	3	60	-11	-11
8216	4	25	25	-11
8216	5	 	 	-11
8216	6	 	 	-11
8216	7	 	 	-11
8216	8	 	 	-11
8216	9	30	-11	-11
8216	10	50	-11	-11
8216	11	 	 	-88
8216	12	 	 	-88
8217	1	-11	15	-11
8217	2	25	-11	-11
8217	3	40	-11	-11
8217	4	-11	-11	-11
8217	5	 	 	6
8217	6	 	 	5
8217	7	 	 	10
8217	8	 	 	4
8217	9	-88	-88	-88
8217	10	-88	-88	-88
8217	11	 	 	-88
8217	12	 	 	-88
8219	1	-11	30	-11
8219	2	-11	-11	-11
8219	3	60	-11	-11
8219	4	-11	-11	-11
8219	5	 	 	-11
8219	6	 	 	-11
8219	7	 	 	-11
8219	8	 	 	-11
8219	9	-88	-88	-88
8219	10	-88	-88	-88
8219	11	 	 	-88
8219	12	 	 	-88
8220	1	-11	20	-11
8220	2	-11	-11	-11
8220	3	35	-11	-11
8220	4	-11	-11	-11
8220	5	 	 	-11
8220	6	 	 	-11
8220	7	 	 	-11
8220	8	 	 	-11
8220	9	-88	-88	-88
8220	10	-88	-88	-88
8220	11	 	 	-88
8220	12	 	 	-88
8223	1	-11	30	-11
8223	2	-11	-11	-11
8223	3	60	-11	-11
8223	4	-11	-11	-11
8223	5	 	 	-11
8223	6	 	 	-11
8223	7	 	 	-11
8223	8	 	 	-11
8223	9	-88	-88	-88
8223	10	-88	-88	-88
8223	11	 	 	-88
8223	12	 	 	-88
8226	1	-11	30	-11
8226	2	-11	-11	-11
8226	3	60	-11	-11
8226	4	-11	-11	-11
8226	5	 	 	-11
8226	6	 	 	-11
8226	7	 	 	-11
8226	8	 	 	-11
8226	9	-88	-88	-88
8226	10	-88	-88	-88
8226	11	 	 	-88
8226	12	 	 	-88
8227	1	-11	30	-11
8227	2	-11	-11	-11
8227	3	70	-11	-11
8227	4	-11	-11	-11
8227	5	 	 	-11
8227	6	 	 	-11
8227	7	 	 	-11
8227	8	 	 	-11
8227	9	-88	-88	-88
8227	10	-88	-88	-88
8227	11	 	 	-88
8227	12	 	 	-88
8228	1	25	-11	-11
8228	2	40	-11	-11
8228	3	-11	-11	-11
8228	4	-88	-88	-88
8228	5	 	 	-88
8228	6	 	 	-88
8228	7	 	 	-88
8228	8	 	 	-88
8228	9	-88	-88	-88
8228	10	-88	-88	-88
8228	11	 	 	-88
8228	12	 	 	-88
8232	1	-11	10	-11
8232	2	40	-11	-11
8232	3	80	-11	-11
8232	4	-11	-11	-11
8232	5	 	 	-11
8232	6	 	 	-11
8232	7	 	 	-11
8232	8	 	 	-11
8232	9	-88	-88	-88
8232	10	-88	-88	-88
8232	11	 	 	-88
8232	12	 	 	-88
8236	1	-11	-11	-11
8236	2	-11	-11	-11
8236	3	-11	-11	-11
8236	4	-11	-11	-11
8236	5	 	 	-11
8236	6	 	 	-11
8236	7	 	 	-11
8236	8	 	 	-11
8236	9	-88	-88	-88
8236	10	-88	-88	-88
8236	11	 	 	-88
8236	12	 	 	-88
8237	1	15	15	10
8237	2	50	25	15
8237	3	25	15	10
8237	4	-11	-11	-11
8237	5	 	 	-11
8237	6	 	 	-11
8237	7	 	 	-11
8237	8	 	 	-11
8237	9	-88	-88	-88
8237	10	-88	-88	-88
8237	11	 	 	-88
8237	12	 	 	-88
8239	1	-11	20	-11
8239	2	-11	-11	-11
8239	3	30	-11	-11
8239	4	-11	-11	-11
8239	5	 	 	-11
8239	6	 	 	-11
8239	7	 	 	-11
8239	8	 	 	-11
8239	9	-88	-88	-88
8239	10	-88	-88	-88
8239	11	 	 	-88
8239	12	 	 	-88
8248	1	-11	20	-11
8248	2	-11	-11	-11
8248	3	30	-11	-11
8248	4	-11	-11	-11
8248	5	 	 	-11
8248	6	 	 	-11
8248	7	 	 	-11
8248	8	 	 	-11
8248	9	-88	-88	-88
8248	10	-88	-88	88
8248	11	 	 	-88
8248	12	 	 	-88
8250	1	-11	10	-11
8250	2	-11	-11	-11
8250	3	25	-11	-11
8250	4	-11	-11	-11
8250	5	 	 	-11
8250	6	 	 	-11
8250	7	 	 	-11
8250	8	 	 	-11
8250	9	-88	-88	-88
8250	10	-88	-88	-88
8250	11	 	 	-88
8250	12	 	 	-88
8251	1	-11	-11	-11
8251	2	-11	-11	-11
8251	3	-11	-11	-11
8251	4	-11	-11	-11
8251	5	 	 	-11
8251	6	 	 	-11
8251	7	 	 	-11
8251	8	 	 	-11
8251	9	-88	-88	-88
8251	10	-88	-88	-88
8251	11	 	 	-88
8251	12	 	 	-88
8254	1	-11	-11	-11
8254	2	-11	-11	-11
8254	3	50	-11	-11
8254	4	-11	-11	-11
8254	5	 	 	-11
8254	6	 	 	-11
8254	7	 	 	-11
8254	8	 	 	-11
8254	9	35	35	-11
8254	10	35	35	-11
8254	11	 	 	-88
8254	12	 	 	-88
8255	1	-11	40	-11
8255	2	40	40	-11
8255	3	60	-11	-11
8255	4	-88	-88	-88
8255	5	 	 	-11
8255	6	 	 	-11
8255	7	 	 	-11
8255	8	 	 	-11
8255	9	-88	-88	-88
8255	10	-88	-88	-88
8255	11	 	 	-88
8255	12	 	 	-88
8257	1	-88	-88	-88
8257	2	-88	-88	-88
8257	3	50	-11	-11
8257	4	-88	-11	-88
8257	5	 	 	-88
8257	6	 	 	-88
