CHILDCODE	NONFODR4	PURITMR4	SPYRR4	SPNMR4
60022	20	N	 	 
60022	21	Y	1500	1
60022	22	N	 	 
60022	23	N	 	 
60022	24	N	 	 
60022	25	N	 	 
60022	26	N	 	 
60022	27	N	 	 
60022	28	N	 	 
60022	29	N	 	 
60022	30	N	 	 
60022	31	N	 	 
60023	1	Y	5000	 
60023	2	Y	3500	 
60023	3	Y	1800	4
60023	4	N	 	 
60023	5	Y	2000	 
60023	6	Y	400	 
60023	7	Y	200	4
60023	8	N	 	 
60023	9	N	 	 
60023	10	Y	200	4
60023	11	N	 	 
60023	12	N	 	 
60023	13	N	 	 
60023	14	N	 	 
60023	15	N	 	 
60023	16	N	 	 
60023	17	Y	700	2
60023	18	Y	23000	3
60023	19	N	 	 
60023	20	N	 	 
60023	21	Y	1200	1
60023	22	N	 	 
60023	23	N	 	 
60023	24	N	 	 
60023	25	N	 	 
60023	26	Y	4000	1
60023	27	Y	1000	1
60023	28	N	 	 
60023	29	N	 	 
60023	30	N	 	 
60023	31	N	 	 
60024	1	Y	1200	 
60024	2	Y	1320	 
60024	3	N	 	 
60024	4	N	 	 
60024	5	Y	200	 
60024	6	Y	280	 
60024	7	Y	520	1
60024	8	N	 	 
60024	9	N	 	 
60024	10	N	 	 
60024	11	N	 	 
60024	12	N	 	 
60024	13	N	 	 
60024	14	N	 	 
60024	15	Y	120	1
60024	16	Y	320	4
60024	17	Y	900	0
60024	18	Y	2400	0
60024	19	N	 	 
60024	20	N	 	 
60024	21	N	 	 
60024	22	N	 	 
60024	23	N	 	 
60024	24	N	 	 
60024	25	N	 	 
60024	26	N	 	 
60024	27	N	 	 
60024	28	N	 	 
60024	29	N	 	 
60024	30	N	 	 
60024	31	N	 	 
60025	1	Y	2350	 
60025	2	Y	4245	 
60025	3	Y	1200	4
60025	4	Y	1000	77
60025	5	Y	545	 
60025	6	Y	780	 
60025	7	Y	470	4
60025	8	Y	250	77
60025	9	N	 	 
60025	10	N	 	 
60025	11	N	 	 
60025	12	N	 	 
60025	13	N	 	 
60025	14	N	 	 
60025	15	Y	254	2
60025	16	N	 	 
60025	17	Y	680	1
60025	18	Y	5400	1
60025	19	N	 	 
60025	20	Y	350	1
60025	21	Y	1345	1
60025	22	N	 	 
60025	23	N	 	 
60025	24	N	 	 
60025	25	N	 	 
60025	26	N	 	 
60025	27	N	 	 
60025	28	N	 	 
60025	29	N	 	 
60025	30	N	 	 
60025	31	N	 	 
60026	1	Y	500	 
60026	2	Y	500	 
60026	3	N	 	 
60026	4	Y	400	4
60026	5	Y	400	 
60026	6	Y	80	 
60026	7	N	 	 
60026	8	Y	200	88
60026	9	N	 	 
60026	10	N	 	 
60026	11	Y	75	4
60026	12	N	 	 
60026	13	N	 	 
60026	14	N	 	 
60026	15	Y	900	1
60026	16	Y	1200	4
60026	17	N	 	 
60026	18	Y	1200	0
60026	19	N	 	 
60026	20	N	 	 
60026	21	N	 	 
60026	22	N	 	 
60026	23	N	 	 
60026	24	N	 	 
60026	25	N	 	 
60026	26	N	 	 
60026	27	N	 	 
60026	28	N	 	 
60026	29	N	 	 
60026	30	N	 	 
60026	31	N	 	 
60027	1	Y	1000	 
60027	2	Y	2000	 
60027	3	Y	2000	88
60027	4	Y	1500	4
60027	5	Y	150	 
60027	6	Y	300	 
60027	7	Y	200	88
60027	8	Y	500	4
60027	9	Y	500	4
60027	10	N	 	 
60027	11	Y	5000	4
60027	12	N	 	 
60027	13	N	 	 
60027	14	N	 	 
60027	15	Y	2000	3
60027	16	Y	1800	4
60027	17	Y	2000	3
60027	18	Y	3000	3
60027	19	N	 	 
60027	20	N	 	 
60027	21	Y	1440	1
60027	22	N	 	 
60027	23	Y	17000	88
60027	24	N	 	 
60027	25	N	 	 
60027	26	N	 	 
60027	27	N	 	 
60027	28	N	 	 
60027	29	N	 	 
60027	30	N	 	 
60027	31	N	 	 
60028	1	Y	2500	 
60028	2	Y	3000	 
60028	3	N	 	 
60028	4	Y	4000	4
60028	5	Y	200	 
60028	6	Y	150	 
60028	7	N	 	 
60028	8	Y	500	4
60028	9	Y	1500	4
60028	10	N	 	 
60028	11	Y	5000	4
60028	12	N	 	 
60028	13	N	 	 
60028	14	N	 	 
60028	15	Y	3000	4
60028	16	N	 	 
60028	17	Y	750	0
60028	18	Y	2200	0
60028	19	N	 	 
60028	20	N	 	 
60028	21	Y	0	 
60028	22	N	 	 
60028	23	N	 	 
60028	24	N	 	 
60028	25	N	 	 
60028	26	Y	750	1
60028	27	N	 	 
60028	28	N	 	 
60028	29	N	 	 
60028	30	N	 	 
60028	31	N	 	 
60029	1	Y	1200	 
60029	2	Y	2000	 
60029	3	Y	1500	88
60029	4	Y	1000	4
60029	5	Y	140	 
60029	6	Y	90	 
60029	7	Y	120	88
60029	8	Y	100	4
60029	9	Y	3000	3
60029	10	N	 	 
60029	11	Y	14000	4
60029	12	N	 	 
60029	13	N	 	 
60029	14	N	 	 
60029	15	Y	650	3
60029	16	N	 	 
60029	17	Y	600	1
60029	18	Y	3000	1
60029	19	N	 	 
60029	20	N	 	 
60029	21	Y	1320	1
60029	22	N	 	 
60029	23	N	 	 
60029	24	N	 	 
60029	25	N	 	 
60029	26	N	 	 
60029	27	N	 	 
60029	28	N	 	 
60029	29	N	 	 
60029	30	N	 	 
60029	31	N	 	 
60030	1	Y	1500	 
60030	2	Y	1825	 
60030	3	Y	1200	4
60030	4	Y	1000	77
60030	5	Y	200	 
60030	6	Y	245	 
60030	7	Y	432	4
60030	8	Y	345	77
60030	9	N	 	 
60030	10	N	 	 
60030	11	N	 	 
60030	12	N	 	 
60030	13	N	 	 
60030	14	N	 	 
60030	15	Y	532	1
60030	16	N	 	 
60030	17	Y	200	1
60030	18	Y	4570	1
60030	19	N	 	 
60030	20	Y	125	2
60030	21	N	 	 
60030	22	N	 	 
60030	23	N	 	 
60030	24	N	 	 
60030	25	N	 	 
60030	26	N	 	 
60030	27	N	 	 
60030	28	N	 	 
60030	29	N	 	 
60030	30	N	 	 
60030	31	N	 	 
60031	1	Y	2500	 
60031	2	Y	1250	 
60031	3	Y	2800	88
60031	4	Y	1200	4
60031	5	Y	200	 
60031	6	Y	150	 
60031	7	Y	600	88
60031	8	Y	150	4
60031	9	N	 	 
60031	10	Y	2000	88
60031	11	N	 	 
60031	12	Y	2000	0
60031	13	N	 	 
60031	14	N	 	 
60031	15	Y	1200	1
60031	16	Y	4800	0
60031	17	Y	500	1
60031	18	Y	2000	1
60031	19	N	 	 
60031	20	Y	200	1
60031	21	Y	1200	1
60031	22	N	 	 
60031	23	N	 	 
60031	24	N	 	 
60031	25	N	 	 
60031	26	N	 	 
60031	27	N	 	 
60031	28	N	 	 
60031	29	N	 	 
60031	30	N	 	 
60031	31	N	 	 
60032	1	Y	3500	 
60032	2	Y	3000	 
60032	3	N	 	 
60032	4	Y	400	4
60032	5	Y	700	 
60032	6	Y	600	 
60032	7	N	 	 
60032	8	Y	100	4
60032	9	N	 	 
60032	10	N	 	 
60032	11	N	 	 
60032	12	N	 	 
60032	13	N	 	 
60032	14	N	 	 
60032	15	Y	200	4
60032	16	N	 	 
60032	17	Y	250	1
60032	18	Y	2000	1
60032	19	N	 	 
60032	20	N	 	 
60032	21	Y	1200	1
60032	22	N	 	 
60032	23	N	 	 
60032	24	N	 	 
60032	25	N	 	 
60032	26	Y	300	1
60032	27	N	 	 
60032	28	N	 	 
60032	29	N	 	 
60032	30	N	 	 
60032	31	N	 	 
60033	1	Y	1800	 
60033	2	Y	2000	 
60033	3	Y	1700	88
60033	4	Y	1500	4
60033	5	Y	400	 
60033	6	Y	250	 
60033	7	Y	300	88
60033	8	Y	140	4
60033	9	N	 	 
60033	10	N	 	 
60033	11	N	 	 
60033	12	N	 	 
60033	13	N	 	 
60033	14	N	 	 
60033	15	Y	500	3
60033	16	Y	120	0
60033	17	Y	600	1
60033	18	N	 	 
60033	19	N	 	 
60033	20	Y	6000	1
60033	21	Y	1200	1
60033	22	N	 	 
60033	23	N	 	 
60033	24	N	 	 
60033	25	N	 	 
60033	26	Y	400	1
60033	27	N	 	 
60033	28	N	 	 
60033	29	N	 	 
60033	30	N	 	 
60033	31	N	 	 
60034	1	Y	2500	 
60034	2	Y	1200	 
60034	3	N	 	 
60034	4	Y	1500	4
60034	5	Y	650	 
60034	6	Y	200	 
60034	7	N	 	 
60034	8	Y	250	4
60034	9	Y	1500	4
60034	10	N	 	 
60034	11	Y	1200	4
60034	12	N	 	 
60034	13	N	 	 
60034	14	N	 	 
60034	15	Y	1550	4
60034	16	N	 	 
60034	17	Y	1000	1
60034	18	Y	4000	1
60034	19	N	 	 
60034	20	N	 	 
60034	21	Y	300	1
60034	22	N	 	 
60034	23	N	 	 
60034	24	N	 	 
60034	25	N	 	 
60034	26	N	 	 
60034	27	N	 	 
60034	28	N	 	 
60034	29	N	 	 
60034	30	N	 	 
60034	31	N	 	 
60035	1	Y	1320	 
60035	2	Y	1500	 
60035	3	Y	4745	1
60035	4	N	 	 
60035	5	Y	560	 
60035	6	Y	600	 
60035	7	Y	780	2
60035	8	N	 	 
60035	9	N	 	 
60035	10	N	 	 
60035	11	N	 	 
60035	12	N	 	 
60035	13	N	 	 
60035	14	N	 	 
60035	15	Y	350	1
60035	16	N	 	 
60035	17	Y	260	2
60035	18	Y	3500	1
60035	19	N	 	 
60035	20	Y	243	1
60035	21	N	 	 
60035	22	N	 	 
60035	23	N	 	 
60035	24	N	 	 
60035	25	N	 	 
60035	26	N	 	 
60035	27	N	 	 
60035	28	N	 	 
60035	29	N	 	 
60035	30	N	 	 
60035	31	N	 	 
60036	1	Y	1200	 
60036	2	Y	2500	 
60036	3	Y	3000	3
60036	4	N	 	 
60036	5	Y	250	 
60036	6	Y	180	 
60036	7	Y	300	3
60036	8	N	 	 
60036	9	N	 	 
60036	10	Y	2800	3
60036	11	N	 	 
60036	12	Y	14500	3
60036	13	N	 	 
60036	14	N	 	 
60036	15	Y	1200	3
60036	16	Y	7000	2
60036	17	Y	300	1
60036	18	Y	1500	1
60036	19	N	 	 
60036	20	N	 	 
60036	21	Y	2800	1
60036	22	N	 	 
60036	23	Y	20000	4
60036	24	N	 	 
60036	25	N	 	 
60036	26	N	 	 
60036	27	N	 	 
60036	28	N	 	 
60036	29	N	 	 
60036	30	N	 	 
60036	31	N	 	 
60037	1	Y	2600	 
60037	2	Y	3000	 
60037	3	N	 	 
60037	4	Y	3200	1
60037	5	Y	320	 
60037	6	Y	410	 
60037	7	N	 	 
60037	8	Y	140	1
60037	9	N	 	 
60037	10	N	 	 
60037	11	N	 	 
60037	12	N	 	 
60037	13	N	 	 
60037	14	N	 	 
60037	15	Y	60	2
60037	16	N	 	 
60037	17	N	 	 
60037	18	Y	320	0
60037	19	N	 	 
60037	20	N	 	 
60037	21	Y	1200	1
60037	22	N	 	 
60037	23	N	 	 
60037	24	N	 	 
60037	25	N	 	 
60037	26	N	 	 
60037	27	N	 	 
60037	28	N	 	 
60037	29	N	 	 
60037	30	N	 	 
60037	31	N	 	 
60038	1	N	 	 
60038	2	Y	1100	 
60038	3	N	 	 
60038	4	Y	2300	3
60038	5	N	 	 
60038	6	Y	120	 
60038	7	N	 	 
60038	8	Y	210	3
60038	9	N	 	 
60038	10	N	 	 
60038	11	N	 	 
60038	12	N	 	 
60038	13	N	 	 
60038	14	N	 	 
60038	15	N	 	 
60038	16	N	 	 
60038	17	N	 	 
60038	18	Y	430	0
60038	19	N	 	 
60038	20	N	 	 
60038	21	Y	1200	1
60038	22	N	 	 
60038	23	N	 	 
60038	24	N	 	 
60038	25	N	 	 
60038	26	N	 	 
60038	27	N	 	 
60038	28	N	 	 
60038	29	N	 	 
60038	30	N	 	 
60038	31	N	 	 
60039	1	Y	1330	 
60039	2	Y	2500	 
60039	3	Y	4354	2
60039	4	N	 	 
60039	5	Y	342	 
60039	6	Y	435	 
60039	7	N	 	 
60039	8	Y	678	2
60039	9	N	 	 
60039	10	N	 	 
60039	11	N	 	 
60039	12	N	 	 
60039	13	N	 	 
60039	14	N	 	 
60039	15	Y	256	2
60039	16	N	 	 
60039	17	Y	345	1
60039	18	Y	1254	1
60039	19	N	 	 
60039	20	N	 	 
60039	21	Y	1785	1
60039	22	N	 	 
60039	23	N	 	 
60039	24	Y	25000	1
60039	25	N	 	 
60039	26	N	 	 
60039	27	N	 	 
60039	28	N	 	 
60039	29	N	 	 
60039	30	N	 	 
60039	31	N	 	 
60040	1	Y	4200	 
60040	2	Y	5000	 
60040	3	Y	3200	4
60040	4	Y	2400	88
60040	5	Y	1200	 
60040	6	Y	800	 
60040	7	Y	500	4
60040	8	Y	400	88
60040	9	Y	800	88
60040	10	Y	1000	4
60040	11	N	 	 
60040	12	N	 	 
60040	13	N	 	 
60040	14	N	 	 
60040	15	N	 	 
60040	16	N	 	 
60040	17	N	 	 
60040	18	N	 	 
60040	19	N	 	 
60040	20	N	 	 
60040	21	Y	1200	1
60040	22	N	 	 
60040	23	Y	12000	1
60040	24	N	 	 
60040	25	N	 	 
60040	26	N	 	 
60040	27	N	 	 
60040	28	N	 	 
60040	29	N	 	 
60040	30	N	 	 
60040	31	N	 	 
60041	1	Y	500	 
60041	2	Y	700	 
60041	3	Y	1500	2
60041	4	Y	1000	88
60041	5	Y	150	 
60041	6	Y	200	 
60041	7	Y	50	2
60041	8	Y	500	88
60041	9	Y	1000	88
60041	10	N	 	 
60041	11	Y	750	88
60041	12	N	 	 
60041	13	N	 	 
60041	14	N	 	 
60041	15	Y	1000	1
60041	16	N	 	 
60041	17	Y	300	1
60041	18	Y	2500	1
60041	19	Y	800	4
60041	20	N	 	 
60041	21	Y	1440	2
60041	22	N	 	 
60041	23	N	 	 
60041	24	N	 	 
60041	25	N	 	 
60041	26	N	 	 
60041	27	N	 	 
60041	28	N	 	 
60041	29	N	 	 
60041	30	N	 	 
60041	31	N	 	 
60042	1	Y	2000	 
60042	2	Y	1500	 
60042	3	Y	700	4
60042	4	N	 	 
60042	5	Y	350	 
60042	6	Y	400	 
60042	7	Y	300	4
60042	8	N	 	 
60042	9	N	 	 
60042	10	N	 	 
60042	11	N	 	 
60042	12	N	 	 
60042	13	N	 	 
60042	14	N	 	 
60042	15	Y	300	4
60042	16	N	 	 
60042	17	Y	300	0
60042	18	Y	1500	1
60042	19	N	 	 
60042	20	N	 	 
60042	21	Y	1200	1
60042	22	N	 	 
60042	23	N	 	 
60042	24	N	 	 
60042	25	N	 	 
60042	26	N	 	 
60042	27	N	 	 
60042	28	N	 	 
60042	29	N	 	 
60042	30	N	 	 
60042	31	N	 	 
60043	1	Y	800	 
60043	2	Y	1200	 
60043	3	Y	1500	4
60043	4	Y	1000	88
60043	5	Y	150	 
60043	6	Y	60	 
60043	7	Y	150	4
60043	8	Y	150	88
60043	9	N	 	 
60043	10	Y	700	4
60043	11	N	 	 
60043	12	N	 	 
60043	13	N	 	 
60043	14	N	 	 
60043	15	Y	750	3
60043	16	N	 	 
60043	17	Y	1000	3
60043	18	Y	6000	3
60043	19	N	 	 
60043	20	N	 	 
60043	21	N	 	 
60043	22	N	 	 
60043	23	N	 	 
60043	24	N	 	 
60043	25	N	 	 
60043	26	N	 	 
60043	27	N	 	 
60043	28	N	 	 
60043	29	N	 	 
60043	30	N	 	 
60043	31	N	 	 
60044	1	Y	700	 
60044	2	Y	800	 
60044	3	N	 	 
60044	4	Y	1500	2
60044	5	Y	200	 
60044	6	Y	100	 
60044	7	N	 	 
60044	8	Y	600	2
60044	9	N	 	 
60044	10	N	 	 
60044	11	Y	2000	4
60044	12	N	 	 
60044	13	N	 	 
60044	14	N	 	 
60044	15	Y	1000	1
60044	16	N	 	 
60044	17	N	 	 
60044	18	N	 	 
60044	19	N	 	 
60044	20	N	 	 
60044	21	Y	1800	1
60044	22	N	 	 
60044	23	N	 	 
60044	24	N	 	 
60044	25	N	 	 
60044	26	N	 	 
60044	27	N	 	 
60044	28	N	 	 
60044	29	N	 	 
60044	30	N	 	 
60044	31	N	 	 
60045	1	Y	1200	 
60045	2	Y	1500	 
60045	3	Y	2100	3
60045	4	N	 	 
60045	5	Y	140	 
60045	6	Y	180	 
60045	7	Y	280	3
60045	8	N	 	 
60045	9	N	 	 
60045	10	Y	800	2
60045	11	N	 	 
60045	12	Y	6500	3
60045	13	N	 	 
60045	14	N	 	 
60045	15	N	 	 
60045	16	N	 	 
60045	17	N	 	 
60045	18	Y	2400	4
60045	19	N	 	 
60045	20	N	 	 
60045	21	Y	1200	1
60045	22	N	 	 
60045	23	N	 	 
60045	24	N	 	 
60045	25	N	 	 
60045	26	N	 	 
60045	27	N	 	 
60045	28	N	 	 
60045	29	N	 	 
60045	30	N	 	 
60045	31	N	 	 
60046	1	Y	1000	 
60046	2	Y	2000	 
60046	3	Y	1000	4
60046	4	Y	800	88
60046	5	Y	100	 
60046	6	Y	80	 
60046	7	Y	200	4
60046	8	Y	500	88
60046	9	Y	600	88
60046	10	N	 	 
60046	11	Y	4500	88
60046	12	N	 	 
60046	13	N	 	 
60046	14	N	 	 
60046	15	Y	500	1
60046	16	N	 	 
60046	17	Y	600	0
60046	18	Y	2000	1
60046	19	N	 	 
60046	20	N	 	 
60046	21	Y	1320	1
60046	22	N	 	 
60046	23	N	 	 
60046	24	N	 	 
60046	25	N	 	 
60046	26	N	 	 
60046	27	N	 	 
60046	28	N	 	 
60046	29	N	 	 
60046	30	N	 	 
60046	31	N	 	 
60047	1	Y	1000	 
60047	2	Y	1545	 
60047	3	Y	2500	2
60047	4	Y	1250	77
60047	5	Y	250	 
60047	6	Y	345	 
60047	7	Y	445	2
60047	8	Y	285	77
60047	9	N	 	 
60047	10	N	 	 
60047	11	N	 	 
60047	12	N	 	 
60047	13	N	 	 
60047	14	N	 	 
60047	15	Y	350	1
60047	16	N	 	 
60047	17	Y	500	1
60047	18	Y	3758	1
60047	19	N	 	 
60047	20	Y	250	1
60047	21	Y	1440	1
60047	22	N	 	 
60047	23	N	 	 
60047	24	N	 	 
60047	25	N	 	 
60047	26	N	 	 
60047	27	N	 	 
60047	28	N	 	 
60047	29	N	 	 
60047	30	N	 	 
60047	31	N	 	 
60048	1	Y	1500	 
60048	2	Y	2000	 
60048	3	N	 	 
60048	4	Y	3000	3
60048	5	Y	180	 
60048	6	Y	120	 
60048	7	N	 	 
60048	8	Y	240	2
60048	9	N	 	 
60048	10	N	 	 
60048	11	N	 	 
60048	12	N	 	 
60048	13	N	 	 
60048	14	N	 	 
60048	15	Y	350	3
60048	16	N	 	 
60048	17	Y	300	1
60048	18	Y	2000	1
60048	19	N	 	 
60048	20	N	 	 
60048	21	N	 	 
60048	22	N	 	 
60048	23	N	 	 
60048	24	N	 	 
60048	25	N	 	 
60048	26	N	 	 
60048	27	N	 	 
60048	28	N	 	 
60048	29	N	 	 
60048	30	N	 	 
60048	31	N	 	 
60049	1	Y	1500	 
60049	2	Y	2000	 
60049	3	N	 	 
60049	4	Y	2500	2
60049	5	Y	200	 
60049	6	Y	250	 
60049	7	N	 	 
60049	8	Y	450	1
60049	9	N	 	 
60049	10	N	 	 
60049	11	N	 	 
60049	12	N	 	 
60049	13	N	 	 
60049	14	N	 	 
60049	15	Y	150	1
60049	16	N	 	 
60049	17	Y	450	1
60049	18	Y	1500	1
60049	19	N	 	 
60049	20	Y	300	1
60049	21	Y	1440	1
60049	22	N	 	 
60049	23	N	 	 
60049	24	N	 	 
60049	25	N	 	 
60049	26	N	 	 
60049	27	N	 	 
60049	28	N	 	 
60049	29	N	 	 
60049	30	N	 	 
60049	31	N	 	 
60050	1	Y	2000	 
60050	2	Y	5000	 
60050	3	N	 	 
60050	4	Y	3000	3
60050	5	Y	250	 
60050	6	Y	300	 
60050	7	N	 	 
60050	8	Y	240	2
60050	9	Y	3000	2
60050	10	N	 	 
60050	11	Y	12000	3
60050	12	N	 	 
60050	13	N	 	 
60050	14	N	 	 
60050	15	Y	600	3
60050	16	Y	6600	2
60050	17	Y	200	1
60050	18	Y	1500	1
60050	19	N	 	 
60050	20	N	 	 
60050	21	Y	1440	1
60050	22	N	 	 
60050	23	N	 	 
60050	24	N	 	 
60050	25	N	 	 
60050	26	N	 	 
60050	27	N	 	 
60050	28	N	 	 
60050	29	N	 	 
60050	30	N	 	 
60050	31	N	 	 
60051	1	Y	1220	 
60051	2	Y	1430	 
60051	3	N	 	 
60051	4	Y	1100	1
60051	5	Y	200	 
60051	6	Y	150	 
60051	7	N	 	 
60051	8	Y	250	1
60051	9	N	 	 
60051	10	N	 	 
60051	11	N	 	 
60051	12	N	 	 
60051	13	N	 	 
60051	14	Y	1200	2
60051	15	N	 	 
60051	16	Y	650	1
60051	17	N	 	 
60051	18	N	 	 
60051	19	N	 	 
60051	20	N	 	 
60051	21	Y	1200	1
60051	22	N	 	 
60051	23	N	 	 
60051	24	N	 	 
60051	25	N	 	 
60051	26	N	 	 
60051	27	N	 	 
60051	28	N	 	 
60051	29	N	 	 
60051	30	N	 	 
60051	31	N	 	 
60052	1	Y	1310	 
60052	2	Y	1400	 
60052	3	Y	1800	4
60052	4	Y	1200	88
60052	5	Y	300	 
60052	6	Y	400	 
60052	7	N	 	 
60052	8	N	 	 
60052	9	N	 	 
60052	10	N	 	 
60052	11	N	 	 
60052	12	N	 	 
60052	13	Y	1200	2
60052	14	N	 	 
60052	15	Y	80	2
60052	16	N	 	 
60052	17	N	 	 
60052	18	N	 	 
60052	19	N	 	 
60052	20	N	 	 
60052	21	Y	1440	1
60052	22	N	 	 
60052	23	N	 	 
60052	24	N	 	 
60052	25	N	 	 
60052	26	N	 	 
60052	27	N	 	 
60052	28	N	 	 
60052	29	N	 	 
60052	30	N	 	 
60052	31	N	 	 
60053	1	N	 	 
60053	2	Y	500	 
60053	3	Y	600	4
60053	4	Y	1000	88
60053	5	N	 	 
60053	6	Y	80	 
60053	7	Y	50	4
60053	8	Y	120	88
60053	9	N	 	 
60053	10	N	 	 
60053	11	N	 	 
60053	12	N	 	 
60053	13	N	 	 
60053	14	N	 	 
60053	15	Y	1200	1
60053	16	N	 	 
60053	17	Y	300	1
60053	18	Y	1000	1
60053	19	N	 	 
60053	20	N	 	 
60053	21	N	 	 
60053	22	N	 	 
60053	23	N	 	 
60053	24	N	 	 
60053	25	N	 	 
60053	26	Y	400	1
60053	27	N	 	 
60053	28	N	 	 
60053	29	N	 	 
60053	30	N	 	 
60053	31	N	 	 
60054	1	Y	3500	 
60054	2	Y	2000	 
60054	3	Y	2000	4
60054	4	N	 	 
60054	5	Y	700	 
60054	6	Y	200	 
60054	7	Y	600	4
60054	8	N	 	 
60054	9	N	 	 
60054	10	Y	500	4
60054	11	N	 	 
60054	12	Y	7000	4
60054	13	N	 	 
60054	14	Y	1200	4
60054	15	Y	3000	4
60054	16	Y	2220	4
60054	17	Y	2000	0
60054	18	Y	6000	1
60054	19	N	 	 
60054	20	N	 	 
60054	21	Y	1200	1
60054	22	Y	500	4
60054	23	N	 	 
60054	24	N	 	 
60054	25	N	 	 
60054	26	N	 	 
60054	27	N	 	 
60054	28	N	 	 
60054	29	N	 	 
60054	30	N	 	 
60054	31	N	 	 
60055	1	Y	1500	 
60055	2	Y	1700	 
60055	3	Y	2500	4
60055	4	N	 	 
60055	5	Y	235	 
60055	6	Y	350	 
60055	7	Y	445	4
60055	8	N	 	 
60055	9	N	 	 
60055	10	N	 	 
60055	11	N	 	 
60055	12	N	 	 
60055	13	N	 	 
60055	14	N	 	 
60055	15	Y	150	4
60055	16	Y	650	4
60055	17	Y	300	1
60055	18	Y	1500	1
60055	19	N	 	 
60055	20	Y	230	1
60055	21	Y	1440	1
60055	22	N	 	 
60055	23	N	 	 
60055	24	N	 	 
60055	25	N	 	 
60055	26	N	 	 
60055	27	N	 	 
60055	28	N	 	 
60055	29	N	 	 
60055	30	N	 	 
60055	31	N	 	 
60056	1	Y	1000	 
60056	2	Y	1500	 
60056	3	Y	1000	4
60056	4	Y	2000	88
60056	5	Y	200	 
60056	6	Y	210	 
60056	7	Y	250	4
60056	8	N	 	 
60056	9	N	 	 
60056	10	N	 	 
60056	11	N	 	 
60056	12	N	 	 
60056	13	N	 	 
60056	14	N	 	 
60056	15	Y	300	4
60056	16	N	 	 
60056	17	Y	400	1
60056	18	Y	15000	1
60056	19	N	 	 
60056	20	N	 	 
60056	21	Y	1440	2
60056	22	N	 	 
60056	23	N	 	 
60056	24	N	 	 
60056	25	N	 	 
60056	26	Y	1300	1
60056	27	N	 	 
60056	28	N	 	 
60056	29	N	 	 
60056	30	N	 	 
60056	31	N	 	 
60057	1	N	 	 
60057	2	N	 	 
60057	3	N	 	 
60057	4	N	 	 
60057	5	N	 	 
60057	6	N	 	 
60057	7	N	 	 
60057	8	N	 	 
60057	9	N	 	 
60057	10	N	 	 
60057	11	N	 	 
60057	12	N	 	 
60057	13	N	 	 
60057	14	N	 	 
60057	15	N	 	 
60057	16	N	 	 
60057	17	N	 	 
60057	18	N	 	 
60057	19	N	 	 
60057	20	N	 	 
60057	21	N	 	 
60057	22	N	 	 
60057	23	N	 	 
60057	24	N	 	 
60057	25	N	 	 
60057	26	N	 	 
60057	27	N	 	 
60057	28	N	 	 
60057	29	N	 	 
60057	30	N	 	 
60057	31	N	 	 
60058	1	Y	1200	 
60058	2	Y	2645	 
60058	3	Y	1550	4
60058	4	N	 	 
60058	5	Y	125	 
60058	6	Y	545	 
60058	7	Y	625	4
60058	8	N	 	 
60058	9	N	 	 
60058	10	N	 	 
60058	11	N	 	 
60058	12	N	 	 
60058	13	N	 	 
60058	14	N	 	 
60058	15	N	 	 
60058	16	N	 	 
60058	17	Y	535	1
60058	18	Y	3465	1
60058	19	N	 	 
60058	20	Y	245	1
60058	21	Y	1445	1
60058	22	N	 	 
60058	23	N	 	 
60058	24	N	 	 
60058	25	N	 	 
60058	26	N	 	 
60058	27	N	 	 
60058	28	N	 	 
60058	29	N	 	 
60058	30	N	 	 
60058	31	N	 	 
60059	1	Y	500	 
60059	2	Y	2000	 
60059	3	Y	2000	88
60059	4	Y	1000	4
60059	5	Y	150	 
60059	6	Y	100	 
60059	7	Y	150	88
60059	8	Y	120	4
60059	9	Y	1200	4
60059	10	Y	1500	88
60059	11	Y	3000	4
60059	12	N	 	 
60059	13	N	 	 
60059	14	N	 	 
60059	15	Y	1500	1
60059	16	Y	5000	1
60059	17	Y	300	1
60059	18	Y	2000	1
60059	19	N	 	 
60059	20	N	 	 
60059	21	N	 	 
60059	22	N	 	 
60059	23	N	 	 
60059	24	N	 	 
60059	25	N	 	 
60059	26	N	 	 
60059	27	N	 	 
60059	28	N	 	 
60059	29	N	 	 
60059	30	N	 	 
60059	31	N	 	 
60060	1	Y	1000	 
60060	2	Y	1300	 
60060	3	Y	1650	4
60060	4	Y	1130	4
60060	5	Y	120	 
60060	6	Y	80	 
60060	7	Y	210	4
60060	8	Y	120	4
60060	9	N	 	 
60060	10	N	 	 
60060	11	N	 	 
60060	12	N	 	 
60060	13	N	 	 
60060	14	N	 	 
60060	15	N	 	 
60060	16	N	 	 
60060	17	N	 	 
60060	18	Y	600	0
60060	19	N	 	 
60060	20	N	 	 
60060	21	Y	1200	1
60060	22	N	 	 
60060	23	N	 	 
60060	24	N	 	 
60060	25	N	 	 
60060	26	N	 	 
60060	27	N	 	 
60060	28	N	 	 
60060	29	N	 	 
60060	30	N	 	 
60060	31	N	 	 
60061	1	Y	500	 
60061	2	Y	3000	 
60061	3	Y	3500	88
60061	4	Y	2000	4
60061	5	Y	200	 
60061	6	Y	300	 
60061	7	Y	600	88
60061	8	Y	800	4
60061	9	Y	1500	4
60061	10	N	 	 
60061	11	Y	6000	4
60061	12	N	 	 
60061	13	Y	1200	4
60061	14	N	 	 
60061	15	Y	2000	3
60061	16	Y	3600	4
60061	17	N	 	 
