CHILDCODE	TYACIDR4	ACTR4	EARNR4	COSTR4
50022	12	N	 	 
50022	13	N	 	 
50022	14	N	 	 
50022	15	N	 	 
50022	16	Y	3000	2200
50023	1	N	 	 
50023	2	N	 	 
50023	3	N	 	 
50023	4	N	 	 
50023	5	Y	24000	0
50023	6	N	 	 
50023	7	N	 	 
50023	8	Y	11100	0
50023	9	N	 	 
50023	10	N	 	 
50023	11	N	 	 
50023	12	N	 	 
50023	13	N	 	 
50023	14	N	 	 
50023	15	N	 	 
50023	16	Y	33000	20000
50024	1	N	 	 
50024	2	N	 	 
50024	3	N	 	 
50024	4	N	 	 
50024	5	Y	9000	0
50024	6	N	 	 
50024	7	N	 	 
50024	8	Y	7280	0
50024	9	Y	9600	500
50024	10	N	 	 
50024	11	N	 	 
50024	12	N	 	 
50024	13	N	 	 
50024	14	N	 	 
50024	15	N	 	 
50024	16	N	 	 
50025	1	N	 	 
50025	2	N	 	 
50025	3	N	 	 
50025	4	N	 	 
50025	5	N	 	 
50025	6	Y	348000	2400
50025	7	N	 	 
50025	8	N	 	 
50025	9	Y	240000	170000
50025	10	N	 	 
50025	11	N	 	 
50025	12	N	 	 
50025	13	N	 	 
50025	14	Y	120000	90000
50025	15	N	 	 
50025	16	Y	1800	1200
50026	1	N	 	 
50026	2	N	 	 
50026	3	N	 	 
50026	4	N	 	 
50026	5	N	 	 
50026	6	Y	60000	230
50026	7	N	 	 
50026	8	N	 	 
50026	9	N	 	 
50026	10	N	 	 
50026	11	N	 	 
50026	12	N	 	 
50026	13	N	 	 
50026	14	N	 	 
50026	15	N	 	 
50026	16	N	 	 
50027	1	N	 	 
50027	2	N	 	 
50027	3	N	 	 
50027	4	N	 	 
50027	5	Y	21700	0
50027	6	N	 	 
50027	7	N	 	 
50027	8	Y	8000	0
50027	9	N	 	 
50027	10	N	 	 
50027	11	N	 	 
50027	12	N	 	 
50027	13	N	 	 
50027	14	N	 	 
50027	15	N	 	 
50027	16	Y	7480	6500
50028	1	N	 	 
50028	2	N	 	 
50028	3	N	 	 
50028	4	N	 	 
50028	5	Y	8640	120
50028	6	N	 	 
50028	7	Y	28800	1230
50028	8	Y	4200	120
50028	9	N	 	 
50028	10	N	 	 
50028	11	N	 	 
50028	12	N	 	 
50028	13	N	 	 
50028	14	N	 	 
50028	15	N	 	 
50028	16	N	 	 
50029	1	N	 	 
50029	2	N	 	 
50029	3	N	 	 
50029	4	N	 	 
50029	5	N	 	 
50029	6	N	 	 
50029	7	N	 	 
50029	8	N	 	 
50029	9	N	 	 
50029	10	N	 	 
50029	11	N	 	 
50029	12	N	 	 
50029	13	N	 	 
50029	14	N	 	 
50029	15	N	 	 
50029	16	Y	62000	41000
50030	1	N	 	 
50030	2	N	 	 
50030	3	N	 	 
50030	4	N	 	 
50030	5	N	 	 
50030	6	Y	72000	12000
50030	7	N	 	 
50030	8	N	 	 
50030	9	N	 	 
50030	10	N	 	 
50030	11	N	 	 
50030	12	N	 	 
50030	13	Y	20000	2500
50030	14	N	 	 
50030	15	N	 	 
50030	16	Y	5000	0
50031	1	N	 	 
50031	2	Y	20000	5000
50031	3	N	 	 
50031	4	N	 	 
50031	5	Y	15600	0
50031	6	N	 	 
50031	7	N	 	 
50031	8	Y	4200	0
50031	9	N	 	 
50031	10	N	 	 
50031	11	N	 	 
50031	12	N	 	 
50031	13	N	 	 
50031	14	N	 	 
50031	15	N	 	 
50031	16	Y	24000	19000
50032	1	Y	3600	1800
50032	2	N	 	 
50032	3	N	 	 
50032	4	N	 	 
50032	5	Y	12000	450
50032	6	N	 	 
50032	7	N	 	 
50032	8	Y	2040	0
50032	9	N	 	 
50032	10	N	 	 
50032	11	N	 	 
50032	12	N	 	 
50032	13	N	 	 
50032	14	N	 	 
50032	15	N	 	 
50032	16	Y	21000	17000
50033	1	N	 	 
50033	2	N	 	 
50033	3	N	 	 
50033	4	N	 	 
50033	5	Y	8100	360
50033	6	N	 	 
50033	7	Y	30000	230
50033	8	Y	4020	230
50033	9	N	 	 
50033	10	N	 	 
50033	11	N	 	 
50033	12	N	 	 
50033	13	N	 	 
50033	14	N	 	 
50033	15	N	 	 
50033	16	Y	5750	3400
50034	1	N	 	 
50034	2	Y	7000	5000
50034	3	N	 	 
50034	4	N	 	 
50034	5	Y	21600	0
50034	6	N	 	 
50034	7	N	 	 
50034	8	Y	2520	0
50034	9	N	 	 
50034	10	N	 	 
50034	11	N	 	 
50034	12	N	 	 
50034	13	N	 	 
50034	14	N	 	 
50034	15	N	 	 
50034	16	Y	8000	7000
50035	1	N	 	 
50035	2	N	 	 
50035	3	N	 	 
50035	4	N	 	 
50035	5	N	 	 
50035	6	N	 	 
50035	7	N	 	 
50035	8	Y	2400	0
50035	9	Y	6000	850
50035	10	N	 	 
50035	11	N	 	 
50035	12	N	 	 
50035	13	N	 	 
50035	14	N	 	 
50035	15	N	 	 
50035	16	Y	24000	9200
50036	1	N	 	 
50036	2	N	 	 
50036	3	N	 	 
50036	4	N	 	 
50036	5	Y	4500	0
50036	6	N	 	 
50036	7	Y	84000	1200
50036	8	Y	3150	220
50036	9	N	 	 
50036	10	N	 	 
50036	11	N	 	 
50036	12	N	 	 
50036	13	N	 	 
50036	14	N	 	 
50036	15	N	 	 
50036	16	N	 	 
50037	1	N	 	 
50037	2	N	 	 
50037	3	N	 	 
50037	4	N	 	 
50037	5	Y	9600	0
50037	6	Y	37200	0
50037	7	Y	28800	0
50037	8	Y	5800	0
50037	9	N	 	 
50037	10	N	 	 
50037	11	N	 	 
50037	12	N	 	 
50037	13	N	 	 
50037	14	N	 	 
50037	15	N	 	 
50037	16	N	 	 
50038	1	N	 	 
50038	2	N	 	 
50038	3	N	 	 
50038	4	N	 	 
50038	5	Y	14100	0
50038	6	Y	14000	0
50038	7	N	 	 
50038	8	Y	5710	0
50038	9	N	 	 
50038	10	N	 	 
50038	11	N	 	 
50038	12	N	 	 
50038	13	N	 	 
50038	14	N	 	 
50038	15	N	 	 
50038	16	N	 	 
50039	1	N	 	 
50039	2	N	 	 
50039	3	Y	7500	400
50039	4	N	 	 
50039	5	Y	14500	500
50039	6	Y	6000	0
50039	7	N	 	 
50039	8	Y	2650	200
50039	9	N	 	 
50039	10	N	 	 
50039	11	N	 	 
50039	12	N	 	 
50039	13	N	 	 
50039	14	N	 	 
50039	15	N	 	 
50039	16	N	 	 
50040	1	N	 	 
50040	2	N	 	 
50040	3	N	 	 
50040	4	N	 	 
50040	5	Y	9000	120
50040	6	N	 	 
50040	7	N	 	 
50040	8	Y	3630	300
50040	9	N	 	 
50040	10	N	 	 
50040	11	N	 	 
50040	12	N	 	 
50040	13	Y	6340	320
50040	14	N	 	 
50040	15	N	 	 
50040	16	N	 	 
50041	1	N	 	 
50041	2	N	 	 
50041	3	N	 	 
50041	4	N	 	 
50041	5	Y	32400	0
50041	6	N	 	 
50041	7	N	 	 
50041	8	N	 	 
50041	9	N	 	 
50041	10	N	 	 
50041	11	N	 	 
50041	12	N	 	 
50041	13	N	 	 
50041	14	N	 	 
50041	15	N	 	 
50041	16	Y	53000	26000
50042	1	N	 	 
50042	2	N	 	 
50042	3	N	 	 
50042	4	N	 	 
50042	5	N	 	 
50042	6	N	 	 
50042	7	N	 	 
50042	8	N	 	 
50042	9	N	 	 
50042	10	N	 	 
50042	11	N	 	 
50042	12	N	 	 
50042	13	N	 	 
50042	14	N	 	 
50042	15	N	 	 
50042	16	Y	27840	18000
50043	1	N	 	 
50043	2	N	 	 
50043	3	N	 	 
50043	4	N	 	 
50043	5	Y	19850	400
50043	6	N	 	 
50043	7	N	 	 
50043	8	Y	7800	200
50043	9	N	 	 
50043	10	N	 	 
50043	11	N	 	 
50043	12	N	 	 
50043	13	N	 	 
50043	14	N	 	 
50043	15	N	 	 
50043	16	Y	9000	4500
50044	1	N	 	 
50044	2	N	 	 
50044	3	N	 	 
50044	4	N	 	 
50044	5	Y	15700	400
50044	6	N	 	 
50044	7	N	 	 
50044	8	Y	1800	0
50044	9	Y	38200	12500
50044	10	N	 	 
50044	11	N	 	 
50044	12	N	 	 
50044	13	N	 	 
50044	14	N	 	 
50044	15	N	 	 
50044	16	N	 	 
50045	1	N	 	 
50045	2	N	 	 
50045	3	N	 	 
50045	4	N	 	 
50045	5	N	 	 
50045	6	N	 	 
50045	7	Y	6750	230
50045	8	N	 	 
50045	9	N	 	 
50045	10	N	 	 
50045	11	N	 	 
50045	12	N	 	 
50045	13	N	 	 
50045	14	N	 	 
50045	15	Y	240000	48300
50045	16	N	 	 
50046	1	N	 	 
50046	2	N	 	 
50046	3	N	 	 
50046	4	N	 	 
50046	5	Y	4800	0
50046	6	N	 	 
50046	7	N	 	 
50046	8	Y	4400	0
50046	9	N	 	 
50046	10	N	 	 
50046	11	N	 	 
50046	12	N	 	 
50046	13	N	 	 
50046	14	N	 	 
50046	15	N	 	 
50046	16	Y	24000	7500
50047	1	N	 	 
50047	2	N	 	 
50047	3	N	 	 
50047	4	N	 	 
50047	5	Y	31400	0
50047	6	N	 	 
50047	7	N	 	 
50047	8	Y	6800	0
50047	9	N	 	 
50047	10	N	 	 
50047	11	N	 	 
50047	12	N	 	 
50047	13	N	 	 
50047	14	N	 	 
50047	15	N	 	 
50047	16	Y	15840	9500
50048	1	N	 	 
50048	2	N	 	 
50048	3	N	 	 
50048	4	N	 	 
50048	5	Y	38160	0
50048	6	N	 	 
50048	7	N	 	 
50048	8	Y	8640	0
50048	9	N	 	 
50048	10	N	 	 
50048	11	N	 	 
50048	12	N	 	 
50048	13	N	 	 
50048	14	N	 	 
50048	15	N	 	 
50048	16	Y	18020	9500
50049	1	Y	5400	920
50049	2	N	 	 
50049	3	N	 	 
50049	4	N	 	 
50049	5	Y	24000	150
50049	6	N	 	 
50049	7	N	 	 
50049	8	Y	9300	320
50049	9	N	 	 
50049	10	N	 	 
50049	11	N	 	 
50049	12	N	 	 
50049	13	N	 	 
50049	14	N	 	 
50049	15	N	 	 
50049	16	N	 	 
50050	1	N	 	 
50050	2	N	 	 
50050	3	N	 	 
50050	4	N	 	 
50050	5	Y	22000	0
50050	6	N	 	 
50050	7	N	 	 
50050	8	Y	6160	0
50050	9	N	 	 
50050	10	N	 	 
50050	11	N	 	 
50050	12	N	 	 
50050	13	N	 	 
50050	14	N	 	 
50050	15	N	 	 
50050	16	Y	47000	16200
50051	1	N	 	 
50051	2	N	 	 
50051	3	N	 	 
50051	4	N	 	 
50051	5	Y	33600	0
50051	6	N	 	 
50051	7	N	 	 
50051	8	Y	7680	0
50051	9	N	 	 
50051	10	N	 	 
50051	11	N	 	 
50051	12	N	 	 
50051	13	N	 	 
50051	14	N	 	 
50051	15	N	 	 
50051	16	Y	8800	7000
50052	1	N	 	 
50052	2	N	 	 
50052	3	N	 	 
50052	4	N	 	 
50052	5	Y	24000	0
50052	6	N	 	 
50052	7	N	 	 
50052	8	Y	6400	0
50052	9	N	 	 
50052	10	N	 	 
50052	11	N	 	 
50052	12	N	 	 
50052	13	N	 	 
50052	14	Y	6000	1800
50052	15	N	 	 
50052	16	Y	27040	17300
50053	1	Y	12960	5540
50053	2	N	 	 
50053	3	N	 	 
50053	4	N	 	 
50053	5	N	 	 
50053	6	N	 	 
50053	7	Y	64000	12000
50053	8	Y	5100	230
50053	9	N	 	 
50053	10	N	 	 
50053	11	N	 	 
50053	12	N	 	 
50053	13	Y	9600	120
50053	14	N	 	 
50053	15	N	 	 
50053	16	Y	27600	18000
50054	1	N	 	 
50054	2	N	 	 
50054	3	N	 	 
50054	4	N	 	 
50054	5	Y	26400	0
50054	6	N	 	 
50054	7	N	 	 
50054	8	Y	6400	0
50054	9	N	 	 
50054	10	N	 	 
50054	11	N	 	 
50054	12	N	 	 
50054	13	N	 	 
50054	14	N	 	 
50054	15	N	 	 
50054	16	Y	8800	6500
50055	1	N	 	 
50055	2	N	 	 
50055	3	N	 	 
50055	4	N	 	 
50055	5	Y	33600	0
50055	6	N	 	 
50055	7	N	 	 
50055	8	Y	7920	0
50055	9	N	 	 
50055	10	N	 	 
50055	11	N	 	 
50055	12	N	 	 
50055	13	N	 	 
50055	14	Y	4800	0
50055	15	N	 	 
50055	16	Y	6000	3500
50056	1	N	 	 
50056	2	N	 	 
50056	3	N	 	 
50056	4	N	 	 
50056	5	Y	36000	340
50056	6	N	 	 
50056	7	N	 	 
50056	8	Y	5100	50
50056	9	N	 	 
50056	10	N	 	 
50056	11	N	 	 
50056	12	N	 	 
50056	13	N	 	 
50056	14	N	 	 
50056	15	N	 	 
50056	16	N	 	 
50057	1	N	 	 
50057	2	N	 	 
50057	3	N	 	 
50057	4	N	 	 
50057	5	N	 	 
50057	6	N	 	 
50057	7	Y	28800	0
50057	8	Y	3700	0
50057	9	N	 	 
50057	10	N	 	 
50057	11	N	 	 
50057	12	N	 	 
50057	13	N	 	 
50057	14	Y	80000	0
50057	15	N	 	 
50057	16	Y	47400	31000
50058	1	N	 	 
50058	2	N	 	 
50058	3	N	 	 
50058	4	N	 	 
50058	5	Y	30000	0
50058	6	N	 	 
50058	7	N	 	 
50058	8	Y	7200	0
50058	9	N	 	 
50058	10	N	 	 
50058	11	N	 	 
50058	12	N	 	 
50058	13	N	 	 
50058	14	N	 	 
50058	15	N	 	 
50058	16	N	 	 
50059	1	N	 	 
50059	2	N	 	 
50059	3	N	 	 
50059	4	N	 	 
50059	5	N	 	 
50059	6	N	 	 
50059	7	N	 	 
50059	8	N	 	 
50059	9	N	 	 
50059	10	N	 	 
50059	11	N	 	 
50059	12	N	 	 
50059	13	N	 	 
50059	14	N	 	 
50059	15	N	 	 
50059	16	Y	125000	67000
50060	1	N	 	 
50060	2	N	 	 
50060	3	N	 	 
50060	4	N	 	 
50060	5	N	 	 
50060	6	Y	180000	5400
50060	7	N	 	 
50060	8	N	 	 
50060	9	N	 	 
50060	10	N	 	 
50060	11	N	 	 
50060	12	N	 	 
50060	13	N	 	 
50060	14	N	 	 
50060	15	Y	9450	0
50060	16	N	 	 
50061	1	N	 	 
50061	2	N	 	 
50061	3	N	 	 
50061	4	N	 	 
50061	5	Y	12000	0
50061	6	Y	57600	0
50061	7	N	 	 
50061	8	N	 	 
50061	9	N	 	 
50061	10	N	 	 
50061	11	N	 	 
50061	12	N	 	 
50061	13	N	 	 
50061	14	N	 	 
50061	15	N	 	 
50061	16	N	 	 
50064	1	N	 	 
50064	2	N	 	 
50064	3	N	 	 
50064	4	N	 	 
50064	5	N	 	 
50064	6	N	 	 
50064	7	N	 	 
50064	8	N	 	 
50064	9	Y	62000	0
50064	10	N	 	 
50064	11	N	 	 
50064	12	N	 	 
50064	13	N	 	 
50064	14	N	 	 
50064	15	N	 	 
50064	16	N	 	 
50065	1	N	 	 
50065	2	N	 	 
50065	3	N	 	 
50065	4	N	 	 
50065	5	Y	29700	0
50065	6	N	 	 
50065	7	Y	2250	0
50065	8	Y	7680	0
50065	9	N	 	 
50065	10	N	 	 
50065	11	N	 	 
50065	12	N	 	 
50065	13	N	 	 
50065	14	N	 	 
50065	15	N	 	 
50065	16	N	 	 
50066	1	N	 	 
50066	2	N	 	 
50066	3	N	 	 
50066	4	N	 	 
50066	5	N	 	 
50066	6	N	 	 
50066	7	N	 	 
50066	8	N	 	 
50066	9	N	 	 
50066	10	N	 	 
50066	11	N	 	 
50066	12	N	 	 
50066	13	N	 	 
50066	14	N	 	 
50066	15	N	 	 
50066	16	N	 	 
50067	1	N	 	 
50067	2	N	 	 
50067	3	N	 	 
50067	4	N	 	 
50067	5	N	 	 
50067	6	Y	18000	0
50067	7	Y	50400	1800
50067	8	Y	1350	0
50067	9	N	 	 
50067	10	N	 	 
50067	11	N	 	 
50067	12	N	 	 
50067	13	N	 	 
50067	14	N	 	 
50067	15	N	 	 
50067	16	Y	82000	69000
50068	1	N	 	 
50068	2	N	 	 
50068	3	N	 	 
50068	4	N	 	 
50068	5	N	 	 
50068	6	N	 	 
50068	7	N	 	 
50068	8	N	 	 
50068	9	N	 	 
50068	10	N	 	 
50068	11	N	 	 
50068	12	N	 	 
50068	13	N	 	 
50068	14	N	 	 
50068	15	N	 	 
50068	16	Y	10430	5300
50069	1	N	 	 
50069	2	N	 	 
50069	3	N	 	 
50069	4	N	 	 
50069	5	Y	12500	700
50069	6	N	 	 
50069	7	N	 	 
50069	8	Y	4520	0
50069	9	N	 	 
50069	10	N	 	 
50069	11	N	 	 
50069	12	N	 	 
50069	13	N	 	 
50069	14	N	 	 
50069	15	N	 	 
50069	16	Y	79800	42000
50070	1	N	 	 
50070	2	N	 	 
50070	3	N	 	 
50070	4	N	 	 
50070	5	Y	28000	0
50070	6	N	 	 
50070	7	N	 	 
50070	8	Y	6930	0
50070	9	N	 	 
50070	10	N	 	 
50070	11	N	 	 
50070	12	N	 	 
50070	13	N	 	 
50070	14	N	 	 
50070	15	N	 	 
50070	16	Y	9000	5000
50071	1	N	 	 
50071	2	N	 	 
50071	3	N	 	 
50071	4	N	 	 
50071	5	Y	18300	0
50071	6	N	 	 
50071	7	Y	76000	860
50071	8	N	 	 
50071	9	N	 	 
50071	10	N	 	 
50071	11	N	 	 
50071	12	N	 	 
50071	13	N	 	 
50071	14	N	 	 
50071	15	N	 	 
50071	16	N	 	 
50072	1	N	 	 
50072	2	N	 	 
50072	3	N	 	 
50072	4	N	 	 
50072	5	Y	13000	0
50072	6	N	 	 
50072	7	Y	18000	0
50072	8	Y	6140	0
50072	9	N	 	 
50072	10	N	 	 
50072	11	N	 	 
50072	12	N	 	 
50072	13	N	 	 
50072	14	N	 	 
50072	15	N	 	 
50072	16	Y	7850	4900
50073	1	N	 	 
50073	2	N	 	 
50073	3	N	 	 
50073	4	N	 	 
50073	5	N	 	 
50073	6	N	 	 
50073	7	Y	6000	0
50073	8	Y	1800	0
50073	9	N	 	 
50073	10	N	 	 
50073	11	N	 	 
50073	12	N	 	 
50073	13	N	 	 
50073	14	N	 	 
50073	15	N	 	 
50073	16	Y	27600	18000
50074	1	N	 	 
50074	2	N	 	 
50074	3	N	 	 
50074	4	N	 	 
50074	5	N	 	 
50074	6	Y	84000	7200
50074	7	N	 	 
50074	8	N	 	 
50074	9	N	 	 
50074	10	N	 	 
50074	11	N	 	 
50074	12	N	 	 
50074	13	N	 	 
50074	14	N	 	 
50074	15	Y	8000	0
50074	16	N	 	 
50075	1	N	 	 
50075	2	N	 	 
50075	3	N	 	 
50075	4	N	 	 
50075	5	N	 	 
50075	6	Y	60000	9600
50075	7	N	 	 
50075	8	Y	4340	0
50075	9	N	 	 
50075	10	N	 	 
50075	11	N	 	 
50075	12	N	 	 
50075	13	N	 	 
50075	14	N	 	 
50075	15	N	 	 
50075	16	Y	180000	84000
50076	1	N	 	 
50076	2	N	 	 
50076	3	N	 	 
50076	4	N	 	 
50076	5	N	 	 
50076	6	Y	150000	0
50076	7	N	 	 
50076	8	N	 	 
50076	9	N	 	 
50076	10	N	 	 
50076	11	N	 	 
50076	12	N	 	 
50076	13	N	 	 
50076	14	N	 	 
50076	15	N	 	 
50076	16	N	 	 
50077	1	N	 	 
50077	2	N	 	 
50077	3	N	 	 
50077	4	N	 	 
50077	5	N	 	 
50077	6	N	 	 
50077	7	N	 	 
50077	8	Y	4800	0
50077	9	N	 	 
50077	10	N	 	 
50077	11	N	 	 
50077	12	N	 	 
50077	13	Y	50400	4000
50077	14	N	 	 
50077	15	Y	7200	0
50077	16	N	 	 
50078	1	Y	14400	5850
50078	2	N	 	 
50078	3	N	 	 
50078	4	N	 	 
50078	5	N	 	 
50078	6	N	 	 
50078	7	N	 	 
50078	8	N	 	 
50078	9	N	 	 
50078	10	N	 	 
50078	11	N	 	 
50078	12	N	 	 
50078	13	N	 	 
50078	14	N	 	 
50078	15	N	 	 
50078	16	N	 	 
50079	1	Y	2700	500
50079	2	N	 	 
50079	3	N	 	 
50079	4	N	 	 
50079	5	Y	8000	0
50079	6	Y	60000	12000
50079	7	N	 	 
50079	8	Y	2400	0
50079	9	N	 	 
50079	10	N	 	 
50079	11	N	 	 
50079	12	N	 	 
50079	13	N	 	 
50079	14	Y	20000	0
50079	15	N	 	 
50079	16	N	 	 
50080	1	N	 	 
50080	2	N	 	 
50080	3	N	 	 
50080	4	N	 	 
50080	5	N	 	 
50080	6	N	 	 
50080	7	N	 	 
50080	8	Y	5088	120
50080	9	N	 	 
50080	10	N	 	 
50080	11	N	 	 
50080	12	N	 	 
50080	13	N	 	 
50080	14	N	 	 
50080	15	N	 	 
50080	16	Y	67600	31200
50081	1	N	 	 
50081	2	N	 	 
50081	3	N	 	 
50081	4	N	 	 
50081	5	Y	33600	1500
50081	6	N	 	 
50081	7	N	 	 
50081	8	Y	3840	0
50081	9	N	 	 
50081	10	N	 	 
50081	11	N	 	 
50081	12	N	 	 
50081	13	N	 	 
50081	14	N	 	 
50081	15	N	 	 
50081	16	N	 	 
50082	1	N	 	 
50082	2	N	 	 
50082	3	N	 	 
50082	4	N	 	 
50082	5	Y	34000	1200
50082	6	N	 	 
50082	7	N	 	 
50082	8	Y	5060	240
50082	9	N	 	 
50082	10	N	 	 
50082	11	N	 	 
50082	12	N	 	 
50082	13	N	 	 
50082	14	N	 	 
50082	15	N	 	 
50082	16	N	 	 
50083	1	N	 	 
50083	2	N	 	 
50083	3	N	 	 
50083	4	N	 	 
50083	5	Y	9600	0
50083	6	N	 	 
50083	7	Y	38400	5000
50083	8	Y	5400	0
50083	9	N	 	 
50083	10	N	 	 
50083	11	N	 	 
50083	12	N	 	 
50083	13	N	 	 
50083	14	N	 	 
50083	15	N	 	 
50083	16	Y	47000	27000
50084	1	N	 	 
50084	2	N	 	 
50084	3	N	 	 
50084	4	N	 	 
50084	5	N	 	 
50084	6	Y	77000	0
50084	7	N	 	 
50084	8	N	 	 
50084	9	N	 	 
50084	10	N	 	 
50084	11	N	 	 
50084	12	N	 	 
50084	13	N	 	 
50084	14	N	 	 
50084	15	N	 	 
50084	16	Y	20000	17700
50085	1	N	 	 
50085	2	N	 	 
50085	3	N	 	 
50085	4	N	 	 
50085	5	Y	10500	0
50085	6	N	 	 
50085	7	Y	37500	0
50085	8	Y	6650	0
50085	9	N	 	 
50085	10	N	 	 
50085	11	N	 	 
50085	12	N	 	 
50085	13	N	 	 
50085	14	N	 	 
50085	15	N	 	 
50085	16	N	 	 
50086	1	N	 	 
50086	2	N	 	 
50086	3	N	 	 
50086	4	N	 	 
50086	5	Y	18400	0
50086	6	N	 	 
50086	7	N	 	 
50086	8	Y	6720	0
50086	9	N	 	 
50086	10	N	 	 
50086	11	N	 	 
50086	12	N	 	 
50086	13	N	 	 
50086	14	N	 	 
50086	15	N	 	 
50086	16	N	 	 
50087	1	N	 	 
50087	2	N	 	 
50087	3	N	 	 
50087	4	N	 	 
50087	5	Y	8400	0
50087	6	Y	180000	0
50087	7	N	 	 
50087	8	Y	6400	0
50087	9	N	 	 
50087	10	N	 	 
50087	11	N	 	 
50087	12	N	 	 
50087	13	N	 	 
50087	14	N	 	 
50087	15	N	 	 
50087	16	Y	8650	5000
50088	1	N	 	 
50088	2	N	 	 
50088	3	N	 	 
50088	4	N	 	 
50088	5	N	 	 
50088	6	N	 	 
50088	7	Y	288000	12300
50088	8	N	 	 
50088	9	N	 	 
50088	10	N	 	 
50088	11	N	 	 
50088	12	N	 	 
50088	13	N	 	 
50088	14	N	 	 
50088	15	N	 	 
50088	16	N	 	 
50089	1	Y	2700	1000
50089	2	N	 	 
50089	3	N	 	 
50089	4	N	 	 
50089	5	N	 	 
50089	6	N	 	 
50089	7	N	 	 
50089	8	Y	10440	0
50089	9	N	 	 
50089	10	N	 	 
50089	11	N	 	 
50089	12	N	 	 
50089	13	N	 	 
50089	14	N	 	 
50089	15	N	 	 
50089	16	Y	72000	49000
50090	1	Y	15840	12000
50090	2	N	 	 
50090	3	N	 	 
50090	4	N	 	 
50090	5	Y	6000	0
50090	6	N	 	 
50090	7	N	 	 
50090	8	N	 	 
50090	9	Y	72000	48000
50090	10	N	 	 
50090	11	N	 	 
50090	12	N	 	 
50090	13	N	 	 
50090	14	N	 	 
50090	15	N	 	 
50090	16	N	 	 
50091	1	N	 	 
50091	2	N	 	 
50091	3	N	 	 
50091	4	N	 	 
50091	5	N	 	 
50091	6	N	 	 
50091	7	N	 	 
50091	8	N	 	 
50091	9	Y	36000	5800
50091	10	N	 	 
50091	11	N	 	 
50091	12	N	 	 
50091	13	Y	108000	32000
50091	14	N	 	 
50091	15	N	 	 
50091	16	N	 	 
50092	1	N	 	 
50092	2	N	 	 
50092	3	N	 	 
50092	4	N	 	 
50092	5	N	 	 
50092	6	Y	44000	0
50092	7	N	 	 
50092	8	N	 	 
50092	9	N	 	 
50092	10	N	 	 
50092	11	N	 	 
50092	12	N	 	 
50092	13	N	 	 
50092	14	N	 	 
50092	15	N	 	 
50092	16	N	 	 
50093	1	N	 	 
50093	2	N	 	 
50093	3	N	 	 
50093	4	N	 	 
50093	5	Y	36000	0
50093	6	N	 	 
50093	7	N	 	 
50093	8	Y	7950	0
50093	9	N	 	 
50093	10	N	 	 
50093	11	N	 	 
50093	12	N	 	 
50093	13	N	 	 
50093	14	N	 	 
50093	15	N	 	 
50093	16	Y	5850	3000
50094	1	N	 	 
50094	2	N	 	 
50094	3	N	 	 
50094	4	N	 	 
50094	5	N	 	 
50094	6	Y	12000	25000
50094	7	N	 	 
50094	8	N	 	 
50094	9	N	 	 
50094	10	N	 	 
50094	11	N	 	 
50094	12	N	 	 
50094	13	N	 	 
50094	14	N	 	 
50094	15	N	 	 
50094	16	Y	7200	0
50095	1	N	 	 
50095	2	N	 	 
50095	3	N	 	 
50095	4	N	 	 
50095	5	Y	36000	3000
50095	6	N	 	 
50095	7	N	 	 
50095	8	Y	8750	0
50095	9	N	 	 
50095	10	N	 	 
50095	11	N	 	 
50095	12	N	 	 
50095	13	N	 	 
50095	14	N	 	 
50095	15	N	 	 
50095	16	N	 	 
50097	1	N	 	 
50097	2	N	 	 
50097	3	N	 	 
50097	4	N	 	 
50097	5	N	 	 
50097	6	N	 	 
50097	7	Y	15000	3000
50097	8	N	 	 
50097	9	N	 	 
50097	10	N	 	 
50097	11	N	 	 
50097	12	N	 	 
50097	13	Y	43200	3000
50097	14	N	 	 
50097	15	N	 	 
50097	16	N	 	 
50098	1	N	 	 
50098	2	N	 	 
50098	3	N	 	 
50098	4	N	 	 
50098	5	N	 	 
50098	6	N	 	 
50098	7	N	 	 
50098	8	Y	3400	0
50098	9	N	 	 
50098	10	N	 	 
50098	11	N	 	 
50098	12	N	 	 
50098	13	N	 	 
50098	14	N	 	 
50098	15	N	 	 
50098	16	Y	41400	18200
50099	1	Y	14400	5200
50099	2	N	 	 
50099	3	N	 	 
50099	4	N	 	 
50099	5	N	 	 
50099	6	N	 	 
50099	7	N	 	 
50099	8	Y	3200	0
50099	9	N	 	 
50099	10	N	 	 
50099	11	N	 	 
50099	12	N	 	 
50099	13	N	 	 
50099	14	N	 	 
50099	15	N	 	 
50099	16	Y	37400	16600
50100	1	N	 	 
50100	2	N	 	 
50100	3	N	 	 
50100	4	N	 	 
50100	5	N	 	 
50100	6	N	 	 
50100	7	Y	33000	0
50100	8	Y	6720	0
50100	9	N	 	 
50100	10	N	 	 
50100	11	N	 	 
50100	12	N	 	 
50100	13	N	 	 
50100	14	N	 	 
50100	15	N	 	 
50100	16	Y	42000	14500
60001	1	N	 	 
60001	2	N	 	 
60001	3	N	 	 
60001	4	N	 	 
60001	5	N	 	 
60001	6	N	 	 
60001	7	N	 	 
60001	8	Y	6000	0
60001	9	N	 	 
60001	10	N	 	 
60001	11	N	 	 
60001	12	N	 	 
60001	13	N	 	 
60001	14	N	 	 
60001	15	N	 	 
60001	16	Y	92000	49000
60002	1	N	 	 
60002	2	N	 	 
60002	3	N	 	 
60002	4	N	 	 
