CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	PRMCRER4	THSVILR4	CHLBRNR4	LIVHSER4	YRDIEDR4	RWHLIVR4	RSEECHR4	RCHLVER4	RLNLIVR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	STRYRR4	STRMTHR4	AGEGRDR4	GRDRPR4	TYPLSTR4	PERFR4	TYPATDR4	FEESR4	EXTTUTR4	BRDSCHR4	WHSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	WEEKS1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	WEEKS2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	WEEKS3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	OFPEN3R4	IMINC3R4	MEMCNSR4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMSMKR4	MEMTOBR4	MEMALCR4
10014	3	29	33	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	3	2	3	1	1	1	1	 	1	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10014	4	9	13	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	8	1	 	4	3	 	 	 	1	1	5500	0	0	 	9	0	1	0	0	9	3	2	17	0	10	4	6	9	1	1	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10015	0	8	12	 	2	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	4	6	 	 	 	3	1	10000	0	1	5	8	1	2	0	0	9	2	2	17	1	10	4	6	8	1	1	1	1	 	0	15	0	10	3	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10015	1	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	99	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	9	1	1	1	1	0	1	15	0	12	2	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10015	2	37	41	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	99	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10015	3	14	18	 	2	7	7	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10016	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	4	 	 	 	2	3	0	0	0	3	10	0	1	0	0	8	2	3	17	1	10	4	5	8	1	1	1	1	 	0	15	0	8	2	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10016	1	67	71	 	2	6	6	N	 	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10016	2	33	37	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	1	4	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	10	4	6	7	1	1	1	1	 	1	15	0	9	2	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10016	3	29	33	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	99	99	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	6	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10016	4	11	15	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	7	1	 	6	9	 	 	 	3	3	0	0	0	 	9	0	1	0	0	8	2	4	17	1	10	4	5	8	1	1	1	1	 	0	15	0	7	3	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10017	0	8	12	 	2	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	5	1	 	5	2	 	 	 	3	1	5000	1000	0	5	9	0	1	0	0	9	2	3	17	1	10	4	6	9	1	1	1	1	 	0	15	0	3	2	4	1	0	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10017	1	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	12	1	1	1	1	0	1	15	0	12	4	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	1	0	2
10017	2	33	37	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	99	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	4	1	1	1	1	 	0	19	0	6	2	2	9	1	1	1	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10017	3	13	17	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	8	1	 	5	2	 	 	 	3	1	6000	1000	0	 	8	0	2	0	0	9	2	3	17	1	10	4	6	9	1	1	1	1	 	0	15	0	5	3	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10018	0	8	12	 	2	0	0	 	0	 	1	 	 	 	 	 	2	1	 	 	 	 	 	 	1	6	1	 	4	0	 	 	 	2	1	7500	0	0	1	9	0	1	0	0	9	2	3	17	0	10	4	6	9	1	1	1	1	 	0	15	1	12	4	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10018	1	33	37	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	4	6	8	1	1	1	1	 	1	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10018	2	28	32	 	2	1	1	Y	 	1	1	 	 	 	 	 	1	1	98	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10018	3	7	11	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	3	1	 	4	1	 	 	 	1	1	4500	1600	0	 	9	0	1	0	0	9	2	3	17	0	10	4	6	9	1	1	1	1	 	0	15	1	2	4	7	1	0	1	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10019	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	4	8	 	 	 	2	1	8000	0	0	5	8	0	0	0	0	10	2	4	17	1	10	4	6	10	1	1	1	1	 	0	15	0	12	4	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10019	1	62	66	 	2	6	6	N	 	 	1	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	0	0	0	0	0	0	0	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	17	88	10	10	 	1	5	0	0	2
10019	2	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	1	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	8	1	1	1	1	0	1	15	0	12	4	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10019	3	35	39	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	99	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	5	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	9	88	 	2	 	 	1	5	0	0	2
10019	4	12	16	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	9	1	 	5	6	 	 	 	2	1	12000	0	0	 	8	0	0	0	0	10	2	4	17	1	10	4	6	10	1	1	1	1	 	0	15	0	12	4	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10020	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	4	3	 	 	 	2	1	10000	0	0	5	8	0	1	0	0	9	3	3	17	1	10	4	6	8	1	1	1	1	 	0	15	0	5	1	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10020	1	 	73	 	1	5	5	N	 	 	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10020	2	65	69	 	2	5	5	N	 	 	1	 	 	 	 	 	7	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	0	0	0	0	0	0	0	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10020	3	37	41	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	2	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	8	1	1	1	1	0	1	15	0	12	4	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10020	4	28	32	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10020	5	16	20	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	4	3	1	13	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	1	10	4	6	8	1	1	1	1	 	0	15	0	4	3	3	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10020	6	10	14	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	4	3	 	 	 	 	1	7	1	 	4	5	 	 	 	2	1	10000	0	0	 	8	0	1	0	0	9	2	4	17	1	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10021	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	4	 	 	 	2	3	0	1200	0	5	9	0	1	0	0	9	3	2	17	1	10	4	6	9	1	1	1	1	 	0	15	0	5	4	4	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10021	1	31	35	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	98	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	8	4	5	10	1	1	1	1	0	1	15	0	12	4	1	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10021	2	27	31	 	2	1	1	Y	 	2	1	 	 	 	 	 	1	1	98	99	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	5	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10021	3	7	11	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	3	1	 	5	4	 	 	 	3	3	0	160	0	 	9	0	1	0	0	7	3	4	17	1	10	4	6	7	1	1	1	1	 	0	15	0	4	3	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10021	4	3	7	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	2	1	 	5	3	 	 	 	3	3	0	0	0	 	10	0	0	0	0	9	1	4	17	1	10	4	6	7	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10023	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	4	 	 	 	2	1	20000	0	0	5	9	0	0	0	0	9	1	5	17	1	10	4	6	9	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10023	1	57	61	 	2	6	6	N	 	 	1	 	 	 	 	 	3	3	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	8	4	6	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10023	2	32	36	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	1	99	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	8	3	5	6	1	1	1	1	 	1	15	0	9	3	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10023	3	31	35	 	2	1	1	Y	 	1	1	 	 	 	 	 	1	1	98	99	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	11	4	6	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10023	4	4	8	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	3	1	 	5	2	 	 	 	2	1	19000	0	0	 	9	0	0	0	0	8	1	6	17	1	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10024	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	4	2	 	 	 	2	3	0	0	0	1	9	0	2	0	0	9	2	2	17	0	10	4	6	9	1	1	1	1	 	0	15	0	12	4	7	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10024	1	31	35	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	0	12	4	6	13	1	1	1	1	 	1	15	1	12	4	7	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10024	2	10	14	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	1	3	 	 	 	 	1	7	1	 	4	1	 	 	 	3	3	0	0	0	 	9	0	1	0	0	9	2	3	17	0	10	4	6	9	1	1	1	1	 	0	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10024	3	 	48	 	1	 	1	N	 	 	1	 	 	 	 	 	 	1	98	98	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	0	10	3	5	9	1	1	1	1	0	1	19	1	12	4	1	3	1	1	1	1	 	0	19	1	5	2	3	4	1	1	1	1	1	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10025	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	1	 	 	 	2	8	18000	6000	0	5	9	0	1	0	0	8	4	2	17	1	10	4	6	8	1	1	1	1	 	0	15	0	12	4	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10025	1	74	78	 	2	6	6	N	 	 	1	 	 	 	 	 	3	3	99	99	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	0	0	 	0	0	0	0	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	20	27	30	15	15	2	5	0	0	2
10025	2	49	53	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	1	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	4	6	10	1	1	1	1	 	1	15	0	12	4	3	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	88	 	10	 	 	2	5	0	0	2
10025	3	45	49	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10025	4	42	46	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	0	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	27	88	 	3	 	 	1	5	0	0	2
10025	5	26	30	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10025	6	27	31	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10026	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	5	1	 	4	6	 	 	 	3	1	50000	0	1	5	8	0	0	0	0	9	3	4	17	1	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10026	1	59	63	 	2	6	6	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10026	2	34	38	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	98	1	13	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	9	1	1	1	1	0	1	15	0	12	2	3	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10026	3	30	34	 	1	13	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10026	4	27	31	 	2	1	1	Y	 	1	1	 	 	 	 	 	1	1	98	98	1	12	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10026	5	6	10	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	4	2	 	 	 	 	1	5	1	 	5	6	 	 	 	2	1	19000	0	0	 	8	0	1	0	0	9	3	3	17	1	10	4	6	8	1	1	1	1	 	0	15	0	6	2	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10027	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	3	 	 	 	3	1	6000	2000	0	1	9	0	1	0	0	9	2	3	17	1	10	4	6	9	1	1	1	1	 	0	15	0	5	3	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10027	1	36	40	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	99	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	10	1	1	1	1	0	1	15	0	12	4	1	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10027	2	31	35	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10027	3	12	16	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	10	1	 	5	4	 	 	 	1	1	6000	0	0	 	8	0	1	0	0	9	2	4	17	1	10	4	6	9	1	1	1	1	 	0	15	0	6	4	3	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10028	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	3	 	 	 	3	1	17500	0	0	5	9	0	0	0	0	10	1	4	17	1	10	4	5	10	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10028	1	70	74	 	1	6	6	N	 	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10028	2	68	72	 	2	6	6	N	 	 	1	 	 	 	 	 	3	3	99	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	10	2	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
10028	3	40	44	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	2	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	11	4	5	8	1	1	1	1	 	1	15	0	9	3	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
