CHILDCODE	GRPIDR4	HHMEMR4	GROUPR4	LEADMR4	BENFTR41	BENFTR42	BENFTR43
150092	1	2	23	0	3	88	 
150096	1	2	23	0	3	1	2
150098	1	2	33	0	5	88	 
150099	1	2	23	0	1	3	88
150100	1	4	33	0	3	1	2
160001	1	2	23	0	1	3	2
160002	1	4	23	0	1	3	88
160007	1	4	23	1	3	1	88
160009	1	2	23	0	3	88	 
160010	1	2	23	0	3	88	 
160012	1	2	6	0	3	2	88
160013	1	2	23	0	3	1	88
160015	1	2	23	0	3	1	88
160016	1	3	6	0	3	1	5
160017	1	2	6	0	3	5	88
160018	1	4	23	0	3	1	88
160019	1	4	23	1	3	1	88
160020	1	2	6	0	3	88	 
160021	1	6	6	0	3	2	1
160021	2	5	2	0	3	2	88
160022	1	2	6	1	3	88	 
160023	1	3	23	0	3	88	 
160024	1	3	23	0	3	88	 
160025	1	4	6	0	3	4	5
160026	1	2	23	0	3	88	 
160027	1	5	23	0	3	1	88
160028	1	5	23	0	3	1	88
160030	1	2	23	0	3	1	88
160032	1	2	6	1	3	88	 
160033	1	4	33	1	3	4	5
160034	1	2	23	1	3	4	88
160039	1	2	23	0	1	3	4
160040	1	2	23	0	3	88	 
160042	1	2	23	1	3	1	88
160043	1	2	23	0	3	88	 
160045	1	2	6	0	1	4	5
160047	1	2	6	0	3	88	 
160048	1	2	6	0	3	88	 
160051	1	5	6	0	3	88	 
160051	2	3	6	0	88	 	 
160052	1	2	23	0	1	3	88
160053	1	2	23	1	3	4	1
160054	1	2	23	0	1	3	88
160055	1	2	6	0	3	88	 
160056	1	2	23	0	3	88	 
160058	1	 	 	 	 	 	 
160059	1	4	23	1	3	4	88
160060	1	2	6	0	3	88	 
160063	1	3	23	1	3	88	 
160065	1	2	23	0	3	88	 
160066	1	2	23	1	3	1	88
160067	1	1	6	0	3	88	 
160068	1	2	6	0	3	88	 
160069	1	3	6	0	3	1	88
160071	1	2	23	0	1	3	88
160072	1	4	23	0	3	1	88
160075	1	4	6	0	3	88	 
160076	1	5	23	0	3	2	88
160077	1	2	23	1	1	3	88
160078	1	2	23	0	3	88	 
160079	1	4	6	1	3	88	 
160080	1	2	23	0	1	3	88
160081	1	2	6	1	3	88	 
160082	1	2	23	0	3	88	 
160083	1	4	6	0	3	1	5
160086	1	3	23	0	3	1	88
160087	1	2	6	0	3	5	88
160088	1	3	23	1	1	3	88
160090	1	3	23	0	3	88	 
160091	1	2	23	0	3	88	 
160092	1	2	23	0	3	88	 
160093	1	2	33	0	3	1	88
160094	1	2	6	0	3	5	77
160095	1	30	23	1	1	3	88
160096	1	2	23	1	3	1	88
160097	1	3	23	0	1	3	88
160098	1	4	23	0	3	1	88
160099	1	3	6	1	3	88	 
160100	1	2	6	0	3	5	2
170001	1	1	8	0	5	3	88
170001	2	2	6	0	3	4	88
170004	1	2	6	1	3	4	88
170004	2	1	8	0	5	3	88
170007	1	6	23	0	3	88	 
170007	2	2	23	0	3	88	 
170008	1	5	23	0	3	88	 
170009	1	2	6	0	3	4	1
170009	2	1	12	0	3	1	5
170010	1	6	23	0	79	88	 
170011	1	2	6	0	3	88	 
170013	1	2	6	1	3	4	1
170013	2	1	12	0	3	1	5
170015	1	4	6	0	3	4	88
170015	2	3	7	1	7	88	 
170016	1	4	23	0	3	1	5
170017	1	3	6	0	3	4	2
170017	2	6	8	0	3	88	 
170017	3	2	8	0	3	88	 
170019	1	8	23	1	3	1	88
170020	1	5	23	0	3	1	88
170021	1	4	6	0	3	4	88
170021	2	3	8	0	5	88	 
170022	1	8	6	1	4	88	 
170023	1	3	6	0	3	88	 
170024	1	2	23	0	88	 	 
170025	1	3	6	0	3	88	 
170026	1	2	6	0	3	88	 
170027	1	5	23	0	88	 	 
170028	1	1	6	0	3	4	88
170029	1	2	6	0	3	4	88
170030	1	2	23	0	1	3	4
170031	1	2	23	1	3	88	 
170032	1	2	6	0	3	88	 
170033	1	1	2	0	3	1	88
170033	2	2	6	1	3	4	1
170034	1	2	6	0	3	88	 
170035	1	2	6	1	3	88	 
170036	1	4	6	0	3	4	1
170039	1	2	23	0	3	1	88
170040	1	4	23	0	3	4	5
170040	2	2	9	0	1	3	4
170041	1	5	6	0	3	1	88
170042	1	2	23	0	3	88	 
170042	2	4	23	0	3	1	88
170042	3	10	23	1	3	88	 
170043	1	32	23	0	3	1	4
170044	1	4	8	0	5	88	 
170044	2	5	6	0	2	3	88
170045	1	3	23	0	3	88	 
170046	1	4	6	0	3	88	 
170048	1	9	6	0	3	88	 
170050	1	4	6	1	3	4	1
170051	1	2	6	0	3	88	 
170051	2	4	6	0	3	2	88
170051	3	5	6	1	3	2	4
170052	1	4	6	0	4	88	 
170053	1	4	6	0	3	1	88
170053	2	3	12	0	3	5	88
170053	3	3	16	0	4	5	88
170053	4	3	29	1	4	8	5
170054	1	4	6	1	4	88	 
170055	1	4	6	1	3	4	1
170056	1	4	6	0	3	1	88
170057	1	2	6	0	3	77	88
170058	1	3	33	0	88	 	 
170059	1	4	23	0	88	 	 
170060	1	2	6	1	3	4	88
170060	2	1	12	1	3	5	4
170061	1	4	6	0	3	88	 
170062	1	7	23	0	3	1	88
170063	1	4	6	0	3	88	 
170064	1	2	6	0	3	88	 
170065	1	3	23	0	1	3	88
170065	2	2	23	0	1	3	88
170067	1	4	9	0	3	1	88
170068	1	5	6	0	3	4	2
170068	2	4	28	0	5	88	 
170069	1	3	23	1	3	88	 
170070	1	5	23	0	3	88	 
170071	1	2	23	0	3	88	 
170072	1	4	23	1	3	88	 
170073	1	3	6	0	3	4	2
170074	1	6	6	0	3	4	88
170075	1	5	33	0	3	1	2
170075	2	3	23	0	3	1	88
170075	4	7	23	0	4	3	11
170078	1	6	6	0	3	4	2
170079	1	4	6	0	3	88	 
170080	1	4	23	1	3	88	 
170081	1	2	23	0	3	1	88
170082	1	5	6	0	3	88	 
170083	1	2	23	0	1	3	4
170084	1	4	23	0	1	3	4
170086	1	2	23	0	3	1	88
170087	1	3	8	0	3	88	 
170087	2	4	6	0	3	2	88
170088	1	2	6	0	3	4	2
170089	1	2	23	0	1	3	4
170091	1	3	6	0	3	1	88
170092	1	5	6	0	1	3	4
170092	2	4	8	0	4	5	88
170093	1	4	6	1	3	4	5
170094	1	4	6	0	3	1	4
170095	1	3	6	0	3	4	1
170096	1	3	6	0	1	3	4
170097	1	7	6	0	3	88	 
170098	1	2	6	0	3	88	 
170099	1	2	6	0	3	4	1
170100	1	4	6	0	3	88	 
180001	1	2	6	0	3	4	1
180001	2	4	6	0	3	1	4
180001	3	6	6	0	3	4	1
180001	4	8	6	0	3	1	4
180001	5	10	6	0	1	3	4
180001	6	12	6	0	1	3	4
180002	1	5	6	1	3	4	2
180003	1	2	23	0	3	2	88
180003	2	5	23	0	3	1	88
180003	3	6	23	0	3	88	 
180004	1	5	23	0	3	4	5
180004	2	3	23	0	3	4	5
180005	1	2	23	0	3	1	88
180005	2	4	23	0	3	88	 
180007	1	2	18	0	5	88	 
180008	1	4	23	0	3	4	1
180009	1	2	23	0	3	1	88
180010	1	5	6	0	3	88	 
180011	1	4	6	0	3	88	 
180011	2	2	6	0	3	88	 
180012	1	4	6	1	3	4	88
180013	1	2	6	0	3	1	88
180014	1	2	6	0	3	4	88
180015	1	4	6	0	3	2	4
180016	1	2	6	1	3	1	4
180017	1	4	6	1	3	4	2
180018	1	1	8	0	1	88	 
180018	2	2	6	0	3	4	2
180019	1	4	6	0	3	4	1
180020	1	4	23	0	3	2	88
180022	1	2	23	0	3	1	4
180024	1	2	6	1	3	4	2
180025	1	2	6	0	3	4	5
180025	2	4	6	0	3	4	5
180027	1	11	6	1	3	88	 
180030	1	2	23	0	3	2	88
180033	1	2	6	0	3	4	2
180035	1	2	23	0	3	2	88
180039	1	5	6	0	3	88	 
180040	1	3	6	0	3	88	 
180043	1	2	7	1	4	2	88
180044	1	2	6	0	3	88	 
180045	1	6	6	0	3	88	 
180047	1	1	8	0	5	88	 
180047	2	3	6	0	3	4	2
180048	1	13	6	0	3	2	4
180051	1	2	23	0	3	2	88
180053	1	2	23	1	3	2	88
180054	1	2	23	0	2	3	88
180054	2	4	23	0	3	1	88
180056	1	2	23	0	3	2	1
180057	1	4	6	0	3	4	2
180058	1	31	23	1	3	4	1
180059	1	2	6	0	3	4	1
180063	1	29	23	0	3	1	4
180064	1	3	23	0	3	2	88
180067	1	3	6	0	3	2	4
180068	1	8	6	1	3	4	88
180069	1	3	6	0	3	88	 
180070	1	3	6	0	3	88	 
180071	1	4	6	1	3	88	 
180071	2	1	4	1	6	4	88
180071	3	3	8	0	3	88	 
180072	1	3	6	0	3	4	1
180073	1	1	8	0	3	5	88
180073	2	2	6	0	3	4	2
180075	1	2	6	0	3	4	2
180075	2	4	6	0	3	2	4
180076	1	2	23	0	1	3	4
180076	2	4	23	0	3	4	2
180077	1	3	23	0	3	4	2
180079	1	3	23	0	3	2	88
180080	1	2	23	0	3	2	88
180081	1	7	23	0	3	2	88
180081	2	2	23	0	3	88	 
180082	1	4	6	1	3	2	4
180083	1	4	23	0	3	2	88
180085	1	4	6	0	3	4	5
180086	1	2	6	0	3	2	88
180087	1	3	6	1	3	4	2
180088	1	4	6	0	3	2	4
180091	1	3	23	0	1	3	4
180093	1	2	8	0	3	2	5
180093	2	3	11	0	3	4	1
180094	1	1	8	1	10	4	88
180096	1	2	6	1	3	2	4
180096	2	4	6	1	3	2	4
180097	1	4	23	0	3	1	4
180098	1	5	6	0	3	1	88
180098	2	4	8	0	3	4	88
180099	1	5	6	0	3	4	2
180100	1	5	35	0	1	4	8
180100	2	6	6	0	3	4	1
190001	1	2	23	1	2	3	88
190001	2	4	23	0	3	4	88
190002	1	4	23	0	2	3	88
190003	1	3	23	0	3	4	88
190004	1	6	23	1	3	4	88
190007	1	3	6	0	3	4	88
190008	1	4	6	0	3	88	 
190009	1	4	6	0	3	2	88
190010	1	1	8	0	5	88	 
190011	1	2	6	0	3	4	2
190012	1	1	8	1	5	4	88
190014	1	2	23	0	1	3	4
190017	1	6	23	0	3	2	88
190017	2	5	23	0	4	3	88
190018	1	4	6	0	3	4	1
190020	1	4	23	0	3	1	4
190021	1	3	6	1	3	4	88
190022	1	3	23	0	3	1	4
190023	1	4	6	1	3	4	1
190025	1	4	6	1	3	5	1
190026	1	1	8	1	5	2	88
190029	1	3	6	0	3	1	88
190030	1	4	6	0	3	4	2
190030	2	8	6	0	3	4	2
190031	1	3	1	1	3	1	5
190032	1	2	6	1	3	4	1
190033	1	4	23	0	3	4	88
190034	1	3	23	1	4	3	88
190034	2	1	23	0	2	4	88
190035	1	4	6	1	3	1	5
190036	1	4	23	1	3	2	4
190037	1	2	23	1	1	3	4
190037	2	11	23	0	3	4	88
190037	3	18	23	0	3	88	 
190038	1	4	6	0	3	4	1
190039	1	4	6	0	3	4	2
190041	1	2	6	0	3	1	4
190042	1	4	23	0	3	1	4
190042	2	2	33	0	1	3	5
190043	1	4	23	0	3	4	88
190044	1	2	6	0	3	4	1
190045	1	4	6	0	3	4	2
190046	1	3	33	0	1	3	4
190047	1	3	23	0	3	5	88
190049	1	2	6	0	3	1	5
190050	1	4	6	0	3	2	4
190052	1	3	23	0	3	2	5
190053	1	2	6	1	3	2	4
190053	2	1	1	0	4	88	 
190054	1	2	6	0	3	4	88
190055	1	2	23	1	4	1	3
190057	1	3	23	0	3	4	88
190058	1	2	6	0	3	2	4
190058	2	5	6	0	3	4	2
190060	1	4	6	0	3	4	1
190060	2	2	6	0	3	4	5
190062	1	4	6	0	3	1	88
190063	1	6	6	0	3	1	88
190064	1	3	6	1	3	1	5
190064	2	1	6	0	3	4	5
190065	1	4	23	0	3	4	1
190066	1	2	23	0	3	5	2
190067	1	2	6	0	3	1	4
190068	1	3	6	0	2	3	4
190069	1	2	6	0	3	4	1
190070	1	7	6	1	3	1	4
190071	1	1	6	0	3	1	88
190072	1	13	6	0	3	1	88
190073	1	4	6	0	3	1	5
190074	1	4	6	1	3	1	88
190076	1	3	23	0	3	4	1
190076	2	4	23	1	3	5	2
190077	1	4	23	0	3	2	5
190078	1	3	23	1	4	3	88
190078	2	2	23	0	2	3	88
190079	1	6	23	0	3	2	4
190080	1	4	6	1	3	4	1
190081	1	3	23	1	3	4	88
190082	1	7	6	0	3	1	5
190085	1	10	23	0	3	4	88
190086	1	2	23	0	3	2	5
190090	1	3	6	0	3	4	88
190093	1	4	6	0	3	1	4
190093	2	8	6	0	1	3	4
190094	1	4	6	1	3	1	6
190098	1	8	6	1	3	2	4
190098	2	7	1	0	3	4	5
190099	1	3	23	0	3	1	2
200001	1	2	6	0	3	88	 
200003	1	2	9	0	79	88	 
200004	1	2	6	1	3	1	2
200005	1	3	6	0	3	4	5
200006	1	2	6	0	3	88	 
200007	1	2	6	0	3	4	1
200008	1	2	6	0	3	1	88
200009	1	2	6	0	3	88	 
200010	1	1	22	0	7	88	 
200010	2	1	8	0	5	88	 
200011	1	2	9	0	3	88	 
200012	1	1	8	0	5	88	 
200012	2	2	6	0	3	4	88
200014	1	2	9	0	3	88	 
200015	1	4	6	1	3	88	 
200017	1	3	8	0	6	2	5
200018	1	2	33	1	3	88	 
200021	1	1	6	0	3	88	 
200021	2	3	6	0	3	88	 
200022	1	2	6	0	3	88	 
200025	1	2	6	0	3	88	 
200027	1	3	6	1	3	2	1
200028	1	2	6	0	3	88	 
200029	1	4	33	0	2	88	 
200035	1	2	9	1	3	88	 
200039	1	1	8	1	6	4	88
200039	2	1	12	1	1	3	7
200039	3	1	25	1	5	8	88
200039	4	2	6	0	3	4	88
200040	1	1	8	1	5	6	88
200040	2	1	28	1	8	88	 
200040	3	1	28	1	5	88	 
200040	4	2	6	0	3	1	88
200041	1	1	36	1	5	88	 
200042	1	2	6	0	3	4	1
200050	1	5	6	1	3	4	2
200050	2	2	6	0	3	88	 
200051	1	2	6	1	3	4	88
200053	1	2	9	0	1	88	 
200054	1	2	6	1	3	88	 
200058	1	2	6	0	4	88	 
200067	1	1	8	0	5	88	 
200067	2	1	12	0	3	88	 
200067	3	2	6	0	3	88	 
200070	1	1	8	1	1	3	5
200075	1	4	6	0	3	4	5
200079	1	1	22	0	7	2	88
