CHILDCODE	SPPGIDR4	SUPKNDR4	SUPWHOR4	SUPSRTR4	SUPENDR4	SUPFRQR4	SUPRIDR4	SUPEXPR4	SUPIMR401	SUPIMR402
110078	1	5	45	2011	99	6	1	4	4	88
110079	1	5	45	2009	99	3	3	4	3	4
110083	1	6	36	2012	99	3	2	3	1	4
110083	2	19	36	2010	99	6	2	3	1	5
110083	3	19	36	2009	99	6	2	3	7	1
110084	1	5	45	2009	99	6	2	4	4	5
110088	1	5	45	2009	99	8	30	4	7	5
110088	2	19	36	2009	99	6	29	4	2	4
110089	1	6	36	2009	99	3	28	4	5	2
110089	2	5	45	2009	99	4	4	3	4	1
110093	1	3	36	2010	99	6	80	2	4	2
110095	1	5	45	2011	99	8	2	4	4	88
110102	1	5	45	2009	99	8	2	4	5	2
120001	1	5	45	2009	99	8	2	3	1	5
120003	1	5	36	2010	99	6	2	2	1	88
120004	1	5	45	2009	99	6	2	4	4	5
120007	1	1	45	2009	99	6	8	4	1	88
120010	1	5	45	2009	2012	6	3	2	6	5
120011	1	5	45	2009	99	6	6	4	4	88
120012	1	5	36	2009	99	6	6	3	3	5
120014	1	5	36	2009	99	6	3	2	5	1
120016	1	5	45	2009	99	8	2	3	1	5
120016	2	12	50	2009	99	6	80	3	4	5
120018	1	5	45	2009	99	6	4	4	5	4
120020	1	5	45	2009	99	6	2	4	6	5
120020	2	5	45	2009	99	6	4	4	5	6
120023	1	3	36	2009	99	4	80	4	5	4
120025	1	3	36	2010	99	4	80	4	4	5
120026	1	5	45	2009	99	6	4	4	5	6
120027	1	5	45	2009	99	6	2	4	5	4
120029	1	5	36	2009	99	6	5	3	3	6
120030	1	5	45	2009	99	8	2	4	1	5
120031	1	5	45	2009	99	6	3	4	1	88
120032	1	5	45	2009	99	6	2	4	1	88
120033	1	5	45	2009	99	8	2	4	1	4
120033	2	19	36	2009	99	6	4	3	4	1
120035	1	5	45	2009	99	6	5	4	4	88
120035	2	5	50	2012	99	6	5	4	1	88
120036	1	5	36	2009	99	6	3	4	3	1
120037	1	19	36	2009	99	6	3	4	1	3
120043	1	5	45	2009	99	8	5	4	6	1
120043	2	12	50	2009	99	6	0	3	3	4
120045	1	19	36	2009	99	6	1	3	1	4
120046	1	12	50	2009	99	6	80	4	4	5
120047	1	5	45	2009	99	8	2	3	4	3
120047	2	12	50	2009	99	6	80	3	5	6
120047	3	19	36	2009	99	6	1	3	1	5
120048	1	12	50	2009	99	6	80	3	6	5
120048	2	5	45	2009	99	8	5	3	5	4
120048	3	19	36	2009	99	6	3	3	4	1
120049	1	5	45	2009	99	6	2	4	4	6
120049	2	12	50	2009	99	6	80	4	4	6
120050	1	16	50	2009	99	6	80	3	4	1
120050	2	5	45	2009	99	8	2	3	5	4
120051	1	5	45	2009	99	6	4	4	5	6
120051	2	16	50	2009	99	6	80	4	4	6
120052	1	12	50	2009	99	6	80	4	4	88
120053	1	5	45	2009	99	6	80	4	5	7
120053	2	12	50	2009	99	6	80	4	4	6
120054	1	16	50	2009	99	6	80	4	4	1
120055	1	12	50	2009	99	6	80	4	4	88
120055	2	5	45	2009	99	6	3	4	1	88
120056	1	12	50	2009	99	6	80	2	4	6
120056	2	5	45	2009	99	6	9	3	5	1
120056	3	19	36	2009	99	6	80	4	5	1
120057	1	5	45	2009	99	6	7	4	4	6
120057	2	16	50	2009	99	6	80	4	6	4
120058	1	12	50	2009	99	6	0	2	4	6
120059	1	12	50	2009	99	6	80	4	5	4
120060	1	5	45	2010	99	6	80	4	4	5
120060	2	12	50	2009	99	6	80	4	4	5
120061	1	5	45	2009	99	8	80	3	4	1
120061	2	12	50	2009	99	6	80	3	6	4
120062	1	5	45	2009	99	8	4	3	3	4
120062	2	16	50	2009	99	6	80	3	4	5
120063	1	5	45	2009	99	6	2	4	5	6
120063	2	12	50	2009	99	6	80	4	4	6
120064	1	12	50	2009	99	6	0	4	4	6
120065	1	19	36	2009	99	6	2	4	1	4
120066	1	12	50	2009	99	6	80	4	4	88
120068	1	12	50	2009	99	6	80	4	4	6
120068	2	1	45	2009	99	6	2	4	1	88
120069	1	5	45	2009	99	8	4	4	1	4
120069	2	19	36	2009	99	6	3	3	4	1
120070	1	5	45	2009	99	6	4	4	5	4
120070	2	12	50	2009	99	6	0	4	4	6
120071	1	5	45	2009	99	6	2	3	1	4
120072	1	5	45	2011	2013	6	2	4	4	5
120072	2	1	36	2012	99	6	1	4	4	5
120073	1	5	45	2009	99	6	2	4	4	5
120073	2	1	36	2012	99	6	1	4	7	88
120074	1	5	45	2011	99	6	80	4	4	5
120075	1	5	45	2009	99	6	2	3	1	4
120075	2	19	36	2009	99	6	1	3	2	5
120076	1	5	45	2009	99	6	2	4	1	88
120077	1	5	45	2009	99	8	4	3	4	5
120077	2	19	36	2009	99	6	4	4	1	2
120077	3	12	50	2009	99	6	4	3	4	1
120078	1	12	50	2009	99	6	80	4	4	88
120079	1	5	45	2009	99	6	2	4	4	5
120081	1	12	50	2009	99	6	80	4	4	5
120081	2	5	50	2009	99	6	3	4	3	7
120082	1	5	45	2009	99	6	5	4	5	6
120082	2	16	50	2009	99	6	80	4	4	6
120083	1	5	45	2009	99	6	2	4	1	88
120083	2	12	50	2009	99	6	80	4	6	88
120084	1	16	50	2009	99	6	0	3	4	1
120084	2	19	36	2009	99	6	80	3	4	2
120085	1	5	45	2009	99	6	5	4	5	6
120085	2	16	50	2009	99	6	80	4	4	6
120086	1	5	45	2009	99	8	2	3	4	1
120086	2	12	50	2009	99	6	80	4	4	1
120087	1	12	50	2009	99	6	80	4	5	1
120087	2	19	36	2012	99	6	1	3	2	5
120088	1	5	45	2009	99	6	80	4	1	88
120088	2	12	50	2009	99	6	4	4	6	88
120088	3	19	36	2009	99	6	3	3	8	5
120089	1	12	50	2009	99	6	80	4	4	6
120090	1	5	45	2009	99	6	80	4	1	88
120090	2	12	50	2013	99	6	6	4	4	88
120090	3	19	36	2009	99	6	80	3	5	1
120091	1	5	45	2009	99	8	80	4	1	4
120091	2	12	50	2009	99	6	80	3	5	4
120091	3	19	36	2009	99	6	80	3	4	1
120092	1	19	36	2012	2012	6	2	4	5	3
120094	1	12	50	2009	99	6	80	3	4	5
120094	2	19	36	2009	99	6	2	3	4	1
120095	2	19	36	2012	99	6	3	3	1	5
120096	1	12	50	2009	99	6	80	4	5	4
120097	1	5	45	2009	99	8	3	3	4	1
120097	2	12	50	2009	99	6	3	3	5	4
120098	1	12	50	2009	99	6	0	4	4	5
120098	2	1	36	2010	99	6	7	4	4	1
120099	1	5	36	2009	99	6	4	3	1	5
120099	2	19	36	2012	99	6	80	4	5	6
120100	1	19	36	2010	2010	6	2	4	5	4
120100	2	12	50	2009	99	6	0	4	4	5
120100	3	5	45	2009	99	6	2	3	1	3
120101	1	12	50	2009	99	6	80	4	1	4
130002	1	5	45	2012	99	6	4	4	5	4
130003	1	12	50	2009	99	6	80	3	4	1
130003	2	19	36	2009	99	6	3	3	5	2
130005	1	5	45	2009	99	8	3	4	5	2
130005	2	12	50	2009	99	6	80	3	4	5
130005	3	19	36	2009	99	6	2	3	4	2
130006	1	12	50	2010	99	6	0	4	4	5
130010	1	5	45	2009	99	6	2	4	4	1
130010	2	19	36	2009	99	6	1	3	5	2
130010	3	12	50	2009	99	6	80	3	4	1
130011	1	5	36	2009	99	6	2	3	1	3
130011	2	12	50	2012	99	6	80	4	6	5
130012	1	19	36	2012	99	6	2	3	4	1
130012	2	5	36	2011	99	6	3	3	4	1
130013	1	12	50	2009	99	6	80	3	1	4
130013	2	19	36	2009	99	6	4	3	5	4
130015	1	5	45	2013	99	6	7	3	1	88
130016	1	5	45	2009	99	8	4	3	4	1
130018	1	5	45	2009	99	8	2	4	1	4
130018	2	19	36	2009	99	6	1	3	5	1
130020	1	5	45	2009	99	6	2	4	1	88
130021	1	2	50	2009	99	6	80	4	6	5
130021	2	5	36	2011	99	6	4	3	8	1
130022	1	5	45	2009	99	8	4	4	1	4
130023	1	5	36	2009	99	6	4	3	1	3
130024	1	5	45	2009	99	6	80	4	1	88
130024	2	12	50	2009	99	6	80	4	4	88
130025	1	5	45	2011	99	6	2	4	1	88
130026	1	5	45	2009	99	8	2	4	4	1
130026	2	19	36	2009	99	6	1	3	5	2
130028	1	5	45	2009	99	8	2	3	2	5
130028	2	12	50	2009	99	6	80	4	4	5
130029	1	5	45	2009	99	8	2	3	4	1
130029	2	12	50	2009	99	6	80	3	4	2
130031	1	5	45	2009	99	6	2	4	1	3
130032	1	5	36	2009	99	6	2	3	5	3
130032	2	6	50	2009	99	6	1	4	5	1
130032	3	6	36	2009	99	6	1	4	5	88
130033	1	1	36	2011	99	6	1	4	4	5
130034	1	2	50	2009	99	6	80	3	4	6
130036	1	5	45	2009	99	8	1	3	1	4
130036	2	12	50	2009	99	6	0	3	5	4
130037	1	5	45	2009	99	8	3	3	5	1
130037	2	19	36	2009	99	6	2	3	4	2
130037	3	12	50	2009	99	6	80	3	4	1
130038	1	12	50	2010	99	6	0	4	4	5
130040	1	5	45	2009	99	6	3	4	1	4
130040	2	12	50	2009	99	6	0	3	4	1
130040	3	19	36	2009	99	6	2	3	5	2
130041	1	5	45	2009	99	8	2	3	5	1
130041	2	12	50	2009	99	6	80	3	4	1
130041	3	19	36	2009	99	6	1	3	5	2
130042	1	12	50	2010	99	6	0	4	4	5
130043	1	5	45	2009	99	6	3	4	1	88
130045	1	5	45	2009	99	6	6	4	1	88
130045	2	19	36	2009	99	6	5	4	1	4
130046	1	12	50	2010	99	6	80	4	6	5
130046	2	5	45	2009	99	3	3	3	2	3
130049	1	5	45	2009	99	6	5	4	1	88
130050	1	5	45	2009	99	6	2	3	5	2
130050	2	12	50	2009	99	6	2	3	4	1
130050	3	19	36	2009	99	6	1	3	5	1
130051	1	12	50	2010	99	6	80	4	6	3
130051	2	5	36	2010	99	6	2	4	1	4
130052	1	5	45	2009	99	6	5	4	3	4
130052	2	12	50	2009	99	6	80	4	6	4
130053	1	5	45	2009	99	6	4	4	4	5
130053	2	12	50	2010	99	6	80	3	5	4
130054	1	12	50	2010	99	6	5	4	6	5
130055	1	5	45	2012	2013	6	2	4	5	4
130056	1	5	45	2009	99	6	30	4	1	88
130056	2	12	50	2009	99	6	0	4	4	88
130057	1	5	45	2009	99	6	2	3	1	4
130057	2	12	50	2009	99	6	80	3	4	1
130058	1	5	45	2011	99	6	2	4	5	4
130058	2	12	50	2011	99	6	80	4	4	5
130061	1	12	50	2010	99	6	80	4	4	5
130061	2	19	36	2010	99	6	3	4	6	5
130062	1	5	45	2009	99	8	2	3	5	4
130062	2	12	50	2009	99	6	80	3	1	4
130062	3	19	36	2009	99	6	1	3	4	2
130063	1	5	45	2010	99	6	80	1	4	5
130064	1	5	45	2011	99	6	4	3	4	5
130065	1	12	50	2009	99	6	3	4	4	6
130066	1	5	45	2009	99	6	4	4	1	88
130066	2	12	50	2009	99	6	80	4	4	88
130066	3	19	36	2009	99	6	3	4	1	88
130067	1	19	36	2010	99	6	1	3	1	5
130067	2	12	50	2009	99	6	80	3	4	5
130068	1	12	50	2009	99	6	0	3	4	5
130068	2	19	36	2010	99	6	3	3	5	1
130069	1	12	50	2010	99	6	0	4	6	5
130070	1	2	50	2009	99	6	0	4	6	4
130070	2	4	36	2009	99	6	3	3	3	5
130071	1	12	50	2009	99	6	0	4	4	5
130073	1	2	50	2009	99	6	80	4	6	4
130073	2	3	36	2009	99	6	2	4	1	3
130074	1	5	45	2009	99	6	4	4	1	88
130074	2	12	50	2009	99	6	0	5	4	88
130075	1	12	50	2010	99	6	80	4	6	5
130076	1	19	36	2011	99	6	1	4	2	5
130076	2	19	48	2010	99	6	0	3	6	4
130078	1	12	50	2009	99	6	80	3	1	4
130078	2	5	50	2009	99	8	4	3	4	3
130078	3	19	36	2009	99	6	3	3	1	2
130079	1	12	50	2009	99	6	0	4	4	88
130079	2	5	45	2009	99	6	4	4	1	88
130080	1	12	50	2009	99	4	80	2	4	5
130081	1	5	45	2010	99	6	3	3	3	5
130081	2	12	50	2010	99	6	80	3	5	6
130082	1	5	45	2010	99	6	4	3	1	6
130083	1	12	50	2010	99	6	80	4	4	5
130084	1	5	50	2011	99	6	28	4	4	5
130084	2	19	36	2012	99	6	2	3	2	4
130086	1	12	50	2009	99	6	80	4	4	88
130088	1	12	50	2009	99	6	80	4	4	88
130088	2	5	45	2009	99	6	2	4	1	88
130089	1	5	36	2012	99	6	3	3	4	5
130090	1	12	50	2009	99	6	80	3	4	5
130090	2	19	36	2012	99	6	3	4	1	5
130091	1	5	45	2010	99	6	2	4	4	5
130093	1	12	50	2009	99	6	80	3	1	4
130093	2	5	50	2012	99	8	3	3	4	1
130094	1	12	50	2010	99	6	0	4	6	5
130097	1	5	45	2009	99	6	3	4	1	88
130097	2	12	50	2009	99	6	80	4	4	88
130097	3	19	36	2009	99	6	80	4	6	3
130098	1	5	45	2009	99	6	3	4	1	88
130098	2	12	50	2009	99	6	80	4	4	88
130098	3	19	40	2009	99	6	2	5	1	88
130100	1	12	50	2009	99	6	0	4	5	4
140001	1	5	42	2009	99	7	3	4	1	88
140002	1	5	45	2009	99	8	4	4	3	4
140002	2	5	45	2012	99	8	2	3	3	88
140006	1	5	45	2009	99	8	2	4	3	88
140008	1	5	45	2009	99	6	2	4	4	88
140009	1	5	42	2009	99	7	5	4	6	4
140010	1	5	42	2009	99	6	2	4	3	5
140011	1	5	42	2009	99	7	2	4	4	88
140012	1	5	45	2009	99	6	2	4	3	4
140013	1	5	45	2009	99	6	2	3	4	88
140014	1	5	42	2009	99	7	2	4	1	88
140022	1	5	42	2009	99	7	4	77	1	88
140024	1	5	45	2009	99	7	4	4	5	88
140029	1	5	45	2009	99	6	3	3	3	4
140032	1	5	45	2011	99	8	2	3	3	88
140041	1	5	45	2009	99	6	2	3	3	4
140042	1	5	45	2009	99	6	2	3	6	3
140043	1	5	45	2009	99	6	2	4	4	3
140044	1	5	45	2009	99	8	2	3	3	4
140045	1	5	45	2009	2013	8	4	3	3	88
140047	1	5	42	2009	99	7	2	4	4	88
140048	1	5	42	2009	99	7	2	5	4	88
140049	1	5	42	2009	99	7	2	4	6	1
140049	2	19	36	2009	2011	6	2	3	9	88
140050	1	5	42	2009	99	6	2	4	6	88
140051	1	5	45	2012	99	8	4	3	3	88
140056	1	5	45	2009	99	7	4	5	4	88
140058	1	5	45	2009	99	7	2	4	4	88
140059	1	5	45	2009	99	6	2	4	4	88
140060	1	5	45	2009	99	6	2	3	3	4
140064	1	5	45	2009	99	7	4	4	4	88
140065	1	5	45	2009	99	7	6	5	1	88
140067	1	5	45	2009	99	7	2	4	1	88
140068	1	5	45	2009	99	7	2	3	1	88
140071	1	5	45	2009	99	8	2	3	3	88
140081	1	5	45	2009	99	6	3	3	3	4
140092	1	5	45	2009	99	7	2	4	4	88
140093	1	5	45	2009	99	8	2	4	3	88
140094	1	5	45	2009	99	8	2	4	3	9
140097	1	5	45	2009	99	8	4	3	3	2
140099	1	5	45	2009	99	8	2	4	3	4
150001	1	5	42	2009	99	7	4	4	6	88
150001	2	1	36	2011	99	7	3	4	1	5
150002	1	19	36	2011	2012	6	1	4	9	88
150002	2	5	45	2009	99	7	2	4	4	88
150002	3	1	42	2009	99	6	1	5	1	2
150003	1	5	45	2009	99	7	4	4	1	2
150003	2	1	42	2009	99	6	3	4	1	88
150004	1	5	45	2009	99	8	2	3	3	88
150006	1	5	45	2009	99	7	4	4	1	88
150009	1	1	42	2009	99	7	2	4	5	88
150009	2	5	42	2009	99	7	2	3	88	88
150011	1	1	36	2009	99	6	1	4	6	3
150012	1	5	45	2009	99	8	2	3	3	5
150017	1	5	36	2009	99	6	1	3	4	88
150019	1	1	42	2009	99	6	2	4	1	4
150020	1	5	45	2009	99	7	2	4	4	5
150020	2	1	42	2009	99	6	2	5	3	6
150022	1	5	36	2009	99	6	4	4	5	88
150022	2	1	36	2010	99	7	4	3	6	88
150023	1	1	36	2009	99	6	3	4	3	88
150025	1	1	36	2009	99	6	1	4	5	1
150025	2	5	45	2009	99	8	2	3	3	88
150028	1	5	45	2009	99	7	2	3	1	88
150029	1	5	45	2009	99	7	2	4	5	88
150029	2	1	42	2009	99	6	1	4	1	88
150030	1	5	45	2009	99	7	1	4	6	88
150031	1	5	45	2009	99	7	2	4	4	1
150031	2	1	42	2009	99	6	1	4	1	2
150034	1	5	45	2009	99	6	2	4	6	88
150034	2	1	42	2009	99	6	1	4	4	1
150034	3	19	36	2011	99	7	1	4	9	88
150035	1	5	45	2009	99	7	4	4	1	88
150037	1	5	45	2009	99	8	2	3	3	88
150038	1	1	36	2009	99	6	2	3	3	88
150038	2	5	45	2009	99	8	2	3	3	88
150039	1	1	36	2013	99	6	5	3	3	88
150042	1	19	36	2010	99	7	4	5	9	88
150042	2	5	42	2009	99	7	4	4	6	88
150044	1	5	42	2009	99	7	2	2	5	88
150045	1	5	45	2009	99	8	3	3	1	88
150047	1	5	45	2009	99	7	2	4	4	1
150052	1	5	45	2009	99	7	2	4	1	88
150053	1	5	45	2009	99	6	3	4	5	88
150056	1	5	45	2009	99	6	2	3	3	4
150060	1	5	45	2009	99	6	4	3	4	3
150062	1	5	45	2009	99	7	3	4	6	1
150062	2	5	45	2009	99	7	2	4	1	88
150063	1	5	45	2009	99	8	3	3	3	88
150065	1	5	45	2009	99	6	4	3	4	3
150066	1	5	45	2009	99	7	3	4	1	88
150069	1	19	36	2009	2010	7	3	1	5	88
150069	2	5	45	2009	99	4	4	3	4	3
150070	1	5	42	2009	99	7	2	3	4	88
150071	1	5	45	2009	99	7	2	4	1	2
150071	2	1	42	2009	99	6	1	5	1	2
150072	1	5	45	2009	99	5	2	3	3	1
150072	2	3	36	2011	99	5	80	4	1	88
150073	1	5	42	2009	99	7	4	4	7	88
150075	1	19	36	2010	2011	4	2	3	9	88
150076	1	5	45	2009	99	8	2	4	5	88
150078	1	5	42	2009	99	6	2	4	5	88
150084	1	5	45	2009	99	8	4	4	4	88
150085	1	5	45	2009	99	8	2	4	3	88
150088	1	5	45	2009	99	6	2	3	3	4
150089	1	5	45	2009	99	6	2	3	3	4
150089	2	19	36	2010	99	7	1	2	9	88
150091	1	5	45	2009	99	8	2	3	3	88
150092	1	19	36	2011	99	7	2	4	9	88
150093	1	1	36	2009	99	6	4	4	1	8
150093	2	5	45	2009	99	8	4	3	1	88
150096	1	5	45	2009	99	7	2	4	1	88
150096	2	1	42	2009	99	6	1	4	1	2
150096	3	19	36	2010	2011	6	2	3	9	88
150097	1	5	42	2009	99	8	2	3	3	88
150098	1	5	42	2009	99	6	2	4	5	88
150100	1	5	45	2009	99	7	4	4	1	88
150100	2	19	36	2009	2010	6	3	3	9	88
160003	1	5	45	2009	99	8	3	3	3	88
160004	1	1	36	2011	99	6	3	3	7	88
160006	1	3	42	2009	99	7	4	4	6	88
160007	1	5	45	2009	99	8	4	4	7	88
160008	1	1	36	2010	99	6	4	2	3	88
160008	2	5	45	2009	99	8	5	3	7	5
160009	1	5	42	2009	99	6	2	3	88	88
160010	1	5	42	2010	99	7	2	3	4	88
160011	1	1	36	2010	99	6	1	3	1	88
160015	1	5	45	2009	99	8	2	4	5	1
160016	1	5	36	2009	99	6	2	3	4	1
160018	1	5	45	2009	99	8	4	3	1	88
160019	1	5	45	2009	99	8	4	4	1	88
160020	1	1	36	2010	99	6	1	4	3	88
160020	2	5	45	2009	99	8	2	3	5	88
160021	1	5	36	2009	99	6	5	3	4	88
160022	1	5	45	2009	99	8	2	3	3	88
160024	1	1	36	2011	99	8	2	3	88	88
160024	2	5	42	2012	99	7	3	3	5	88
160026	1	5	42	2009	99	6	2	4	88	88
160026	2	1	36	2012	99	8	1	3	5	88
160027	1	5	45	2009	99	8	5	4	6	1
160028	1	5	45	2009	99	8	5	4	3	1
160029	1	5	45	2009	2011	8	2	2	6	8
160030	1	14	36	2009	99	2	80	3	7	88
160031	1	5	45	2009	99	8	4	3	4	88
160033	1	5	45	2009	99	6	4	4	4	88
160034	1	1	36	2009	99	6	80	4	88	88
160034	2	5	45	2009	99	6	2	4	4	88
160035	1	1	36	2009	99	8	1	4	2	88
160037	1	5	36	2009	99	7	12	3	88	88
160040	1	5	45	2009	99	7	2	4	88	88
160042	1	5	45	2009	99	6	2	5	88	88
160043	1	5	45	2009	99	6	2	3	5	88
160046	1	1	36	2010	99	6	4	3	3	88
160046	2	5	45	2009	99	8	5	3	1	88
160047	1	5	42	2010	99	6	80	3	1	4
160048	1	5	42	2009	99	6	1	3	4	88
160050	1	5	42	2010	99	6	2	2	88	88
160050	2	5	45	2009	99	8	2	3	88	88
160051	1	5	36	2009	99	6	80	4	4	1
160053	1	4	36	2009	99	2	80	4	7	4
160055	1	5	36	2012	99	6	2	4	4	1
160056	1	5	45	2009	99	8	2	3	1	88
160059	1	17	36	2010	99	6	80	4	88	88
160059	2	4	36	2009	99	2	80	3	7	6
160060	1	5	42	2010	99	6	80	3	4	88
160063	1	1	36	2009	99	6	3	4	3	88
160063	2	5	45	2009	99	8	3	4	6	88
160066	1	5	45	2009	99	8	2	4	1	8
160072	1	5	45	2009	99	8	4	4	3	8
160073	1	1	36	2009	99	8	4	4	4	88
160073	2	5	42	2010	99	6	4	4	88	88
160074	1	1	36	2010	99	6	5	3	4	6
160074	2	5	42	2009	99	8	6	3	5	88
160074	3	1	36	2010	99	6	6	3	8	88
160075	1	5	42	2009	99	6	1	3	4	88
160076	1	5	45	2009	99	6	5	4	6	88
160076	2	1	36	2012	99	6	4	4	1	88
160077	1	5	45	2009	99	6	2	4	7	88
160078	1	5	42	2011	99	7	2	4	88	88
160079	1	5	45	2009	99	8	4	3	3	88
160080	1	5	45	2009	99	8	2	4	4	1
160081	1	1	36	2010	99	6	1	3	3	88
160081	2	5	45	2009	99	8	2	3	1	88
160082	1	5	42	2011	99	6	2	3	88	88
160086	1	5	45	2009	99	6	3	4	1	88
160090	1	1	36	2012	99	6	3	4	88	88
160093	1	5	45	2009	99	8	2	4	4	1
160096	1	5	45	2009	99	8	2	4	7	88
160097	1	5	45	2009	99	8	3	4	1	3
160098	1	5	45	2009	99	8	4	3	3	1
160099	1	1	36	2010	99	6	2	3	3	88
160099	2	5	45	2009	99	8	3	3	5	88
170001	1	3	36	2010	99	6	80	4	1	88
170004	1	12	36	2011	2013	6	3	4	6	88
170006	1	5	36	2010	2013	6	2	4	5	88
170007	1	5	45	2009	99	5	6	4	4	5
170008	1	1	36	2011	2011	6	4	3	2	88
170009	1	5	45	2012	2012	6	2	4	1	4
170012	1	6	36	2012	2013	3	0	2	5	88
170015	1	3	36	2009	99	5	80	4	5	88
170016	1	3	36	2009	99	5	4	4	5	4
170016	2	5	45	2009	99	6	4	4	4	1
170017	1	1	36	2012	2012	4	2	4	4	1
170017	2	3	36	2010	99	5	80	3	2	4
170019	1	5	45	2009	99	6	8	4	4	1
170019	2	1	36	2010	2010	6	8	4	1	2
170019	3	14	36	2010	99	2	80	4	7	88
170020	1	14	36	2013	99	6	5	4	4	1
170021	1	3	36	2010	2010	5	80	2	2	88
170022	1	4	36	2013	2013	2	7	4	4	2
170023	1	19	36	2010	99	6	3	2	9	88
170024	1	1	36	2010	2010	6	1	4	7	88
170024	2	19	36	2010	2010	6	2	4	77	88
170025	1	12	36	2011	99	1	80	5	1	6
170025	2	5	45	2012	2012	6	3	4	4	1
170026	1	3	36	2009	99	3	80	4	5	77
170028	1	5	45	2011	2011	6	1	2	2	1
170028	2	3	36	2012	99	6	80	4	2	5
170029	1	5	42	2013	2013	6	2	2	1	2
170030	1	14	36	2012	99	6	80	4	1	4
170030	2	5	45	2009	99	6	2	4	4	1
170031	1	1	36	2012	2012	6	90	4	1	88
170032	1	3	36	2009	99	5	80	4	5	2
170033	1	5	45	2013	2013	6	2	2	1	88
170033	2	5	42	2011	2013	6	1	3	2	1
170034	1	3	36	2010	99	6	80	4	2	88
170034	2	5	45	2013	2013	6	2	4	88	88
170035	1	3	36	2009	99	5	80	4	4	5
170036	1	5	45	2012	2012	6	4	4	1	5
170037	1	1	36	2009	2009	6	3	4	2	88
170039	2	3	36	2010	99	5	2	4	4	1
170040	1	14	36	2010	99	3	1	4	4	1
170040	2	5	45	2009	99	6	80	2	79	88
170040	3	19	45	2009	2009	6	4	3	5	88
170041	1	12	36	2013	99	6	0	5	4	2
170043	1	3	36	2009	99	6	32	4	4	2
170044	1	3	36	2010	99	5	80	4	2	4
170045	1	1	36	2010	2010	6	2	4	2	4
170046	1	3	36	2009	99	4	4	3	5	88
170046	2	5	36	2009	2012	6	4	4	4	5
170048	1	3	36	2009	99	5	9	4	5	1
170049	1	14	36	2013	99	5	80	2	2	4
170050	1	3	36	2009	99	6	80	4	1	4
170050	2	5	45	2011	99	6	4	4	2	4
170051	1	5	45	2012	2012	6	80	4	2	88
170051	2	3	36	2010	99	5	80	4	2	4
170052	1	14	36	2010	99	6	80	4	2	4
170053	1	5	45	2012	99	6	80	4	4	3
170053	2	3	36	2010	99	6	80	4	4	1
170054	1	12	36	2012	2013	4	7	4	4	7
170055	1	5	45	2012	2012	6	4	4	1	4
170055	2	3	36	2010	99	6	80	4	4	1
170056	1	5	36	2010	99	6	4	4	1	4
170057	1	4	36	2009	99	2	2	4	4	1
170058	1	1	36	2012	2012	6	90	2	2	4
170060	1	3	36	2009	99	6	80	3	1	4
170061	1	3	36	2009	99	5	4	4	5	88
170061	2	5	36	2012	99	6	4	4	2	88
170062	1	3	36	2010	99	4	80	4	1	5
170062	2	5	45	2009	99	6	7	4	5	88
170063	1	4	36	2009	99	4	80	4	4	1
170064	1	3	36	2009	99	5	2	2	5	88
170064	2	19	36	2012	2012	6	2	4	5	2
170065	1	5	45	2009	99	6	80	4	4	1
170065	2	5	45	2009	99	6	80	4	5	2
170067	1	1	36	2011	2011	6	2	4	2	1
170069	1	1	36	2012	2012	6	90	4	2	88
170070	1	19	36	2012	2012	6	3	4	2	1
170071	1	1	36	2010	2010	6	1	4	2	1
170072	1	19	36	2012	2012	6	3	4	2	1
170073	1	5	50	2013	2013	6	2	4	2	4
170073	2	3	36	2011	99	5	80	3	2	7
170074	1	5	36	2013	99	6	6	3	4	2
170075	2	5	36	2009	99	6	80	5	5	7
170077	1	19	50	2011	2011	6	4	4	2	4
170078	1	19	36	2012	2012	4	90	4	6	88
170078	2	3	36	2010	99	5	80	4	2	4
170079	1	3	36	2009	99	5	4	2	2	88
170079	2	5	36	2009	99	6	4	4	2	88
170080	1	1	36	2012	99	6	90	4	2	1
170080	2	19	36	2011	2011	6	90	3	1	88
170081	1	19	36	2012	2012	6	2	4	2	1
170082	1	5	36	2012	99	6	5	4	4	88
170083	1	14	45	2009	99	6	2	4	4	5
170084	1	5	45	2009	99	6	4	4	5	2
170084	2	3	36	2009	99	5	80	5	5	4
170086	1	3	36	2009	99	6	2	4	5	7
170087	1	5	45	2009	2009	6	4	2	2	4
170087	2	3	36	2012	99	5	80	2	2	88
170088	1	5	45	2012	2012	6	2	4	2	6
170088	2	5	50	2012	2012	6	1	4	2	6
170089	1	5	45	2009	99	6	2	4	1	5
170092	1	5	45	2013	2013	6	5	2	1	6
170093	1	5	45	2012	2012	6	4	4	4	3
170093	2	19	36	2012	2012	6	3	1	2	88
170093	3	3	36	2009	99	6	80	4	4	5
170094	1	5	45	2012	2012	6	4	4	1	7
170094	2	3	36	2009	99	6	80	4	1	4
170095	1	5	45	2012	2012	6	3	4	4	1
170095	2	19	36	2011	2011	6	2	4	1	4
170097	1	5	36	2011	99	6	7	4	2	88
170098	1	3	36	2009	99	4	2	3	2	88
170098	2	5	36	2011	99	6	2	4	4	88
170098	3	19	36	2012	2012	6	2	4	2	88
170099	1	5	45	2012	2012	6	2	4	1	5
170100	1	3	36	2009	99	5	80	4	2	88
