CHILDCODE	SPPGIDR4	SUPKNDR4	SUPWHOR4	SUPSRTR4	SUPENDR4	SUPFRQR4	SUPRIDR4	SUPEXPR4	SUPIMR401	SUPIMR402
170100	2	5	36	2013	99	6	4	4	4	88
180001	1	5	45	2011	99	6	2	3	2	4
180001	2	5	42	2011	99	4	3	4	4	3
180002	1	5	45	2012	2012	6	5	4	2	4
180004	1	3	36	2009	99	6	2	4	4	7
180004	2	5	45	2009	99	6	80	4	4	1
180008	1	3	36	2009	99	6	80	4	4	7
180009	1	1	36	2012	2012	6	2	4	2	1
180010	1	5	36	2011	99	6	5	3	2	88
180011	1	5	36	2013	99	6	4	4	4	88
180012	1	5	36	2009	2009	6	3	3	5	1
180013	1	3	36	2009	99	5	2	4	2	88
180013	2	5	36	2009	99	6	2	4	2	88
180014	1	3	36	2009	99	5	2	4	2	4
180014	2	5	36	2012	99	6	2	3	5	88
180015	1	5	45	2012	2012	6	4	4	2	5
180016	1	5	45	2009	99	6	2	4	5	1
180017	1	5	45	2010	2010	6	4	4	2	4
180018	1	1	50	2013	2013	6	1	4	2	88
180018	2	5	45	2013	2013	6	2	4	6	88
180019	1	5	45	2013	2013	6	4	2	2	5
180019	2	3	36	2009	99	6	80	3	2	1
180019	3	5	42	2012	2012	6	3	4	7	4
180022	1	5	45	2009	99	6	2	4	4	1
180022	2	3	36	2009	99	6	80	4	7	5
180024	1	3	36	2011	99	6	80	4	4	1
180024	2	5	45	2012	99	6	2	4	3	88
180024	3	5	42	2013	2013	6	1	4	1	3
180025	1	5	45	2011	2011	6	80	4	2	4
180025	2	5	36	2011	2011	6	1	4	8	6
180027	1	5	36	2009	99	6	11	3	2	88
180030	1	19	36	2010	2010	6	1	4	2	1
180030	2	19	36	2011	2011	6	1	4	2	5
180031	1	3	36	2010	99	5	80	2	2	88
180031	2	5	50	2013	2013	6	2	4	2	4
180032	1	3	36	2010	99	5	3	4	1	4
180034	1	3	36	2010	99	5	80	4	2	4
180036	1	3	36	2009	99	5	3	3	2	88
180038	1	3	36	2009	99	5	6	4	2	88
180039	1	3	36	2009	99	5	5	3	2	88
180039	2	5	36	2011	99	6	5	3	2	88
180040	1	3	36	2009	99	5	80	3	2	88
180041	1	5	36	2009	99	6	2	4	2	88
180042	1	3	36	2009	99	6	2	4	5	88
180043	1	3	36	2009	99	5	3	3	2	88
180043	2	1	36	2013	2013	6	3	3	2	8
180044	1	5	36	2012	99	6	2	3	5	2
180045	1	3	36	2009	99	5	6	3	2	5
180045	2	5	36	2012	99	6	6	3	2	88
180047	1	3	36	2010	99	5	80	2	2	1
180048	1	5	45	2010	2010	6	13	4	2	4
180049	1	19	50	2013	2013	6	1	4	2	4
180050	1	3	36	2010	99	5	80	3	2	88
180050	2	19	50	2013	2013	6	3	4	2	4
180051	1	1	36	2012	2012	6	1	4	2	1
180051	2	19	36	2011	2011	6	1	4	1	88
180052	1	12	46	2010	99	6	0	4	6	1
180053	1	1	36	2012	2012	6	1	4	1	2
180056	1	3	36	2009	99	6	2	4	4	5
180057	1	19	50	2012	2012	6	3	2	2	88
180058	1	3	36	2009	99	6	80	4	1	5
180059	1	3	36	2010	99	6	80	2	2	5
180059	2	5	45	2012	99	6	2	4	2	3
180059	3	5	42	2012	99	6	1	3	6	8
180060	1	3	36	2010	99	5	1	3	2	1
180061	1	3	36	2009	99	6	2	2	2	5
180062	1	5	42	2011	99	6	3	3	1	3
180065	1	1	36	2012	2012	6	1	4	1	2
180065	2	19	36	2011	2011	6	1	4	2	88
180067	1	3	36	2010	99	5	3	3	2	4
180068	1	3	36	2009	99	5	8	3	2	88
180068	2	5	36	2013	99	6	8	3	4	88
180069	1	3	36	2009	99	5	3	3	2	88
180069	2	5	36	2013	99	6	3	3	2	88
180070	1	4	36	2009	99	5	3	3	5	88
180070	2	5	36	2013	99	6	3	3	4	88
180071	1	3	36	2009	99	8	4	2	2	88
180071	2	5	36	2012	99	6	4	3	2	88
180072	1	4	36	2009	99	5	80	3	4	5
180072	2	5	36	2013	99	6	3	3	5	2
180075	1	5	45	2012	2012	6	2	4	2	4
180075	2	5	45	2013	2013	6	4	4	6	4
180076	1	3	36	2009	99	6	80	4	5	7
180080	1	1	36	2012	2012	6	1	3	1	88
180082	1	5	45	2012	2012	6	4	4	4	2
180082	2	3	36	2010	99	5	80	4	2	6
180082	3	19	42	2013	2013	6	2	3	2	4
180085	1	5	45	2013	2013	6	4	1	5	88
180086	1	3	36	2010	99	5	80	3	2	4
180086	2	5	45	2012	2012	6	2	4	2	1
180087	1	5	45	2013	2013	6	3	4	1	4
180087	2	14	36	2010	99	5	3	4	7	2
180088	1	19	36	2013	99	6	4	2	6	2
180088	2	5	45	2012	2012	6	4	2	2	4
180088	3	3	36	2010	99	5	4	3	2	6
180089	1	3	36	2009	99	6	2	4	2	4
180091	1	3	36	2009	99	6	3	4	4	5
180093	1	3	36	2010	99	6	3	4	4	1
180093	2	5	42	2012	2012	6	2	4	1	5
180093	3	5	45	2013	2013	6	3	4	4	3
180094	1	3	36	2009	99	5	3	2	2	88
180096	1	3	36	2010	99	5	80	3	2	4
180096	2	5	45	2011	2011	6	2	4	2	4
180097	1	3	36	2009	99	6	80	3	4	7
180098	1	3	36	2009	99	5	80	3	2	4
180098	2	5	36	2012	99	6	5	88	5	88
180099	1	19	50	2011	2011	6	3	4	2	4
180099	2	5	45	2012	2012	6	5	3	2	4
180100	1	5	45	2012	2012	6	6	4	4	1
180100	2	5	42	2010	99	4	5	4	6	3
180100	3	3	36	2010	99	6	4	4	2	5
190002	1	1	36	2012	2012	6	80	4	2	7
190003	1	1	36	2011	2011	6	4	4	2	7
190004	1	1	36	2013	2013	6	90	3	2	7
190005	1	3	36	2010	2010	5	80	4	2	4
190006	1	3	36	2009	99	5	80	4	2	1
190006	2	19	36	2009	99	3	12	2	5	88
190007	1	3	36	2009	99	5	3	4	2	88
190007	2	5	36	2009	99	6	3	3	2	4
190008	1	3	36	2009	99	5	80	3	2	1
190008	2	19	36	2009	99	3	0	2	1	2
190009	1	4	36	2010	2010	5	80	4	2	4
190009	2	5	45	2012	2012	6	4	4	2	4
190011	1	5	45	2012	2012	6	2	4	2	4
190011	2	3	36	2010	2010	5	2	4	1	4
190013	1	3	36	2013	99	6	80	2	5	3
190014	1	3	36	2009	2013	6	1	2	2	5
190017	1	1	36	2010	2010	6	90	4	2	7
190018	1	5	36	2013	99	6	4	3	2	88
190020	1	3	36	2009	99	6	80	4	1	4
190021	1	5	36	2009	99	6	3	3	2	88
190021	2	3	36	2009	99	5	3	2	2	5
190022	1	3	36	2009	99	6	80	4	4	1
190023	1	5	36	2009	99	6	4	3	2	88
190025	1	3	36	2009	99	5	4	3	2	4
190025	2	5	36	2009	99	6	4	3	2	88
190026	1	14	36	2010	99	5	80	3	2	4
190026	2	5	45	2012	2012	6	2	4	2	6
190030	1	5	45	2013	2013	6	80	5	2	4
190030	2	3	36	2010	2010	5	80	3	2	88
190031	1	5	45	2012	2012	6	2	2	4	88
190031	2	3	36	2011	99	6	2	3	1	88
190031	3	5	42	2011	2012	6	3	3	1	3
190031	4	1	36	2012	2012	6	3	3	2	4
190031	5	19	36	2012	2012	6	4	1	5	6
190032	1	5	45	2013	99	6	2	4	5	1
190032	2	3	36	2010	99	6	80	4	3	2
190035	1	5	36	2013	99	6	4	3	2	88
190036	1	1	36	2011	2011	6	90	3	2	7
190038	1	3	36	2010	99	6	80	3	2	5
190038	2	1	36	2013	2013	6	3	3	8	3
190038	3	5	42	2010	2013	6	3	3	1	5
190038	4	5	45	2013	2013	6	4	3	1	2
190039	1	3	36	2009	99	5	80	4	2	4
190039	2	5	45	2012	2012	6	4	4	2	4
190041	1	3	36	2010	99	6	2	4	5	3
190041	2	5	45	2012	99	6	2	4	5	1
190042	1	3	36	2009	99	6	80	4	4	5
190044	1	5	45	2012	2012	6	2	3	4	2
190044	2	5	42	2012	2012	6	1	2	2	4
190044	3	3	36	2010	99	6	80	1	2	88
190045	1	5	42	2010	99	6	3	2	2	5
190045	2	5	45	2013	2013	6	4	3	2	6
190046	1	3	36	2009	99	6	2	2	2	5
190049	1	5	36	2009	99	6	2	3	2	88
190049	2	3	36	2009	99	5	2	3	5	2
190050	1	5	45	2013	2013	6	4	4	2	4
190051	2	3	36	2009	99	5	80	3	2	5
190053	1	5	45	2013	2013	6	2	4	2	5
190053	2	3	36	2010	99	4	80	3	2	88
190054	1	3	36	2009	99	6	1	4	4	1
190055	1	3	36	2009	99	6	2	4	4	5
190056	1	3	36	2010	99	5	80	3	2	4
190057	1	1	36	2011	2011	6	1	4	1	2
190058	1	3	36	2010	99	5	80	2	2	6
190058	2	5	45	2012	2012	6	80	4	2	6
190059	1	3	36	2010	99	5	80	4	2	4
190060	1	5	45	2013	2013	6	4	3	4	5
190060	2	1	36	2010	2012	6	4	4	1	7
190060	3	5	42	2010	99	6	3	4	2	4
190063	1	1	36	2013	99	6	5	4	9	88
190063	2	3	36	2009	99	6	5	3	4	6
190063	3	9	36	2010	99	8	9	4	5	88
190064	1	5	36	2009	99	6	3	3	2	1
190065	1	3	36	2009	99	6	3	3	2	7
190067	1	3	36	2009	99	5	80	3	2	88
190068	1	19	50	2013	2013	6	2	4	2	4
190068	2	3	36	2012	99	5	80	2	2	5
190069	1	5	45	2013	2013	6	2	4	2	6
190069	2	5	42	2010	99	6	2	4	1	5
190069	3	1	36	2011	2011	6	1	2	5	88
190070	1	3	36	2009	99	5	80	3	2	88
190070	2	19	36	2009	99	6	7	2	2	1
190071	1	5	36	2009	99	6	1	3	2	88
190072	1	5	36	2013	99	6	13	3	2	88
190072	2	3	36	2009	99	5	80	3	2	88
190073	1	3	36	2009	99	5	3	3	2	88
190073	2	5	36	2012	99	6	4	3	4	2
190074	1	5	36	2010	99	6	4	3	2	88
190074	2	3	36	2009	99	6	80	4	2	88
190074	3	19	36	2013	99	3	5	2	5	88
190075	1	3	36	2009	99	6	80	3	2	3
190076	1	1	36	2011	2011	6	1	4	1	2
190077	1	1	36	2010	2010	6	90	4	1	7
190079	1	1	36	2010	2010	6	90	4	2	1
190080	1	5	36	2012	99	6	4	3	2	5
190082	1	5	42	2009	99	6	2	4	9	1
190083	1	1	36	2011	2011	6	1	4	1	2
190083	2	1	36	2012	2012	6	1	4	7	2
190085	1	1	36	2011	2011	6	9	4	1	7
190085	2	1	36	2012	2012	6	9	4	1	2
190090	1	5	45	2012	2012	6	3	4	2	5
190090	2	3	36	2010	99	6	6	2	2	88
190092	1	3	36	2009	99	5	4	3	2	88
190092	2	19	36	2013	99	6	80	4	2	88
190093	1	5	36	2009	99	6	80	3	2	88
190093	2	3	36	2009	99	5	80	3	2	88
190093	3	19	36	2013	99	6	3	2	1	2
190094	1	3	36	2009	99	5	80	3	4	88
190094	2	5	36	2009	99	6	4	4	2	88
190094	3	19	36	2013	99	6	3	2	4	88
190095	1	3	36	2009	99	6	1	2	4	5
190096	1	3	36	2009	99	6	4	3	5	7
190098	1	5	45	2013	2013	6	8	4	2	5
190098	2	3	36	2010	99	5	80	3	2	5
190099	1	3	36	2009	99	6	2	2	5	2
190100	1	3	36	2010	99	5	80	1	2	88
200001	1	1	42	2012	2013	6	90	4	1	88
200004	1	5	45	2009	99	6	2	3	4	3
200005	1	3	36	2012	99	6	80	2	4	88
200005	2	5	45	2013	99	6	3	4	4	3
200008	1	5	45	2010	99	6	2	4	4	9
200009	1	5	45	2011	99	6	2	3	9	88
200012	1	12	36	2009	99	2	80	3	4	88
200012	2	5	45	2009	99	8	2	4	6	88
200021	1	5	45	2011	99	8	80	4	9	4
200023	1	12	36	2011	2013	6	3	4	4	5
200039	1	5	45	2013	99	6	2	2	4	88
200039	2	15	36	2012	99	1	80	5	8	88
200040	1	5	45	2009	99	6	2	2	9	4
200051	1	12	36	2013	99	1	6	3	6	88
200053	1	5	45	2012	99	4	2	2	7	88
200054	1	5	45	2010	99	8	2	4	4	9
200067	1	5	45	2012	99	3	2	3	77	88
200075	1	5	45	2011	99	3	4	3	9	88
200079	1	5	45	2010	99	8	2	3	4	88
