CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	DSSCR4	NMSCWDR4	LNGINSR4
20086	11	1	4	1	 	 	 	 
20086	12	1	5	1	 	 	 	 
20086	13	1	6	0	3	5	874	72
20087	10	1	3	1	 	 	 	 
20087	11	1	4	1	 	 	 	 
20087	12	1	5	1	 	 	 	 
20087	13	1	6	0	3	5	1317	72
20088	10	1	3	1	 	 	 	 
20088	11	1	4	1	 	 	 	 
20088	12	1	5	0	1	5	1332	75
20088	13	1	6	0	1	5	885	75
20089	10	1	4	1	 	 	 	 
20089	11	1	5	0	3	5	1261	72
20089	12	1	6	1	 	 	 	 
20089	13	1	7	1	 	 	 	 
20090	10	1	5	0	3	5	878	75
20090	11	1	6	1	 	 	 	 
20090	12	1	7	1	 	 	 	 
20090	13	1	8	1	 	 	 	 
20091	10	1	3	 	3	14	1445	72
20091	11	1	4	 	3	14	1445	72
20091	12	1	5	 	3	14	1445	72
20091	13	1	6	 	3	14	1445	72
20092	10	1	3	1	2	5	1975	72
20092	11	1	4	1	2	5	1975	72
20092	12	1	5	1	2	5	1975	72
20092	13	1	6	1	2	5	1975	72
20093	10	1	5	1	 	 	 	 
20093	11	1	6	0	8	5	1579	72
20093	12	1	6	1	 	 	 	 
20093	13	1	7	1	 	 	 	 
20094	10	1	3	1	 	 	 	 
20094	11	1	4	1	 	 	 	 
20094	12	1	5	0	3	5	877	75
20094	13	1	6	1	 	 	 	 
20095	10	1	4	1	 	 	 	 
20095	11	1	5	1	 	 	 	 
20095	12	1	6	1	 	 	 	 
20095	13	1	7	0	3	5	882	75
20096	10	1	4	1	 	 	 	 
20096	11	1	5	0	1	5	338	75
20096	12	1	6	0	3	5	881	75
20096	13	1	7	1	 	 	 	 
20097	10	1	5	0	3	5	878	75
20097	11	1	6	1	 	 	 	 
20097	12	1	7	1	 	 	 	 
20097	13	1	8	1	 	 	 	 
20098	10	1	5	0	3	5	877	75
20098	11	1	6	1	 	 	 	 
20098	12	1	7	0	3	5	863	72
20098	13	1	8	1	 	 	 	 
20099	10	1	3	1	 	 	 	 
20099	11	1	3	1	 	 	 	 
20099	12	1	4	1	 	 	 	 
20099	13	1	5	0	3	5	327	72
20100	10	1	3	 	1	16	2048	75
20100	11	1	4	 	1	16	2048	75
20100	12	1	5	 	1	16	2048	75
20100	13	1	6	 	1	16	2048	75
30001	10	1	3	 	1	1	19	75
30001	11	1	4	 	1	1	896	75
30001	12	1	5	 	1	1	896	75
30001	13	1	6	 	1	1	896	75
30003	10	1	4	 	8	3	1342	75
30003	11	1	5	 	8	3	1342	75
30003	12	1	6	 	8	3	1631	75
30003	13	1	7	 	8	3	1631	75
30004	10	1	4	 	1	1	53	75
30004	11	1	5	 	1	1	53	75
30004	12	1	6	 	1	1	53	75
30004	13	1	7	 	1	1	53	75
30005	10	1	3	 	1	1	1354	72
30005	11	1	4	 	1	1	1354	72
30005	12	1	5	 	1	1	1354	75
30005	13	1	6	 	3	1	2055	72
30006	10	1	5	 	3	1	1695	72
30006	11	1	6	 	3	1	1405	75
30006	12	1	7	 	3	1	1281	75
30006	13	1	8	 	3	1	1281	75
30007	10	1	2	 	3	98	1409	72
30007	11	1	2	 	3	98	1638	72
30007	12	1	3	 	3	98	1638	72
30007	13	1	4	 	3	3	1638	72
30008	10	1	4	 	1	1	10	75
30008	11	1	5	 	1	1	10	75
30008	12	1	6	 	1	1	10	75
30008	13	1	7	 	1	1	10	75
30009	10	1	4	 	1	3	2035	75
30009	11	1	5	 	1	3	2035	75
30009	12	1	6	 	1	3	2035	75
30009	13	1	7	 	1	3	2035	75
30010	10	1	4	 	1	1	53	75
30010	11	1	5	 	1	1	1773	75
30010	12	1	6	 	1	1	1773	75
30010	13	1	7	 	1	1	1773	75
30011	10	1	4	 	8	1	1940	75
30011	11	1	5	 	8	1	1940	75
30011	12	1	6	 	8	1	1940	75
30011	13	1	7	 	8	1	1940	75
30012	10	1	4	 	1	1	19	75
30012	11	1	5	 	1	1	19	75
30012	12	1	6	 	1	1	18	75
30012	13	1	7	 	1	1	19	75
30013	10	1	4	 	8	1	29	75
30013	11	1	5	 	8	1	29	75
30013	12	1	6	 	8	1	29	75
30013	13	1	7	 	8	1	1548	75
30014	10	1	3	 	1	1	22	75
30014	11	1	4	 	1	1	29	75
30014	12	1	5	 	1	1	29	75
30014	13	1	6	 	1	1	29	75
30015	10	1	3	 	3	1	51	75
30015	11	1	4	 	3	1	51	75
30015	12	1	5	 	3	1	51	75
30015	13	1	6	 	8	1	22	75
30016	10	1	5	 	1	1	1943	75
30016	11	1	6	 	1	1	1943	75
30016	12	1	7	 	1	1	1943	75
30016	13	1	8	 	1	1	1943	75
30017	10	1	4	 	8	1	29	75
30017	11	1	5	 	8	1	29	75
30017	12	1	6	 	8	1	29	75
30017	13	1	7	 	8	1	29	75
30018	10	1	4	 	8	1	29	75
30018	11	1	5	 	8	1	29	75
30018	12	1	6	 	8	1	29	75
30018	13	1	7	 	8	1	29	75
30019	10	1	2	 	1	1	51	72
30019	11	0	 	 	 	 	 	 
30019	12	1	3	 	3	1	1767	72
30019	13	1	4	 	3	1	1767	72
30020	10	1	4	 	8	1	29	75
30020	11	1	5	 	8	1	29	75
30020	12	1	6	 	8	1	29	75
30020	13	1	7	 	8	1	29	75
30021	10	1	4	 	1	1	15	75
30021	11	1	5	 	1	1	15	75
30021	12	1	6	 	1	1	15	75
30021	13	1	7	 	1	1	15	75
30022	10	1	4	 	1	1	890	75
30022	11	1	5	 	1	1	890	75
30022	12	1	6	 	1	1	890	75
30022	13	1	7	 	1	1	890	75
30023	10	1	4	 	1	1	890	75
30023	11	1	5	 	1	1	890	75
30023	12	1	6	 	1	1	673	75
30023	13	1	7	 	1	1	673	75
30024	10	1	4	 	1	1	890	75
30024	11	1	5	 	1	1	890	75
30024	12	1	6	 	1	1	890	75
30024	13	1	7	 	1	1	890	75
30026	10	1	4	 	1	1	1645	75
30026	11	1	5	 	1	1	1645	75
30026	12	1	6	 	1	1	1645	75
30026	13	1	7	 	1	1	1645	75
30027	10	1	5	 	8	1	10	75
30027	11	1	6	 	8	1	10	75
30027	12	1	7	 	8	1	10	75
30027	13	1	8	 	8	1	10	75
30028	10	1	5	 	1	1	1881	75
30028	11	1	6	 	1	1	1881	75
30028	12	1	7	 	1	1	1881	75
30028	13	1	8	 	1	1	1881	75
30029	10	1	4	 	1	1	890	75
30029	11	1	5	 	1	1	890	75
30029	12	1	6	 	1	1	890	75
30029	13	1	7	 	1	1	890	75
30030	10	0	 	 	 	 	 	 
30030	11	0	 	 	 	 	 	 
30030	12	0	 	 	 	 	 	 
30030	13	0	 	 	 	 	 	 
30031	10	1	4	 	8	1	18	75
30031	11	1	5	 	8	1	18	75
30031	12	1	6	 	8	1	1545	75
30031	13	1	7	 	8	1	1545	75
30032	10	1	2	 	3	1	1674	72
30032	11	1	3	 	1	1	1674	72
30032	12	1	4	 	3	1	1674	72
30032	13	1	5	 	3	1	1674	72
30033	10	1	4	 	1	1	21	75
30033	11	1	5	 	1	1	21	75
30033	12	1	6	 	1	1	21	75
30033	13	1	7	 	1	1	21	75
30034	10	1	4	 	1	1	21	75
30034	11	1	5	 	1	1	29	75
30034	12	1	6	 	1	1	29	75
30034	13	1	7	 	1	1	29	75
30035	10	88	 	 	 	 	 	 
30035	11	88	 	 	 	 	 	 
30035	12	88	 	 	 	 	 	 
30035	13	88	 	 	 	 	 	 
30036	10	1	3	 	3	1	1765	72
30036	11	1	4	 	3	1	1765	72
30036	12	1	5	 	3	1	1765	72
30036	13	1	6	 	1	1	1798	75
30037	10	1	4	 	8	1	21	75
30037	11	1	5	 	8	1	21	75
30037	12	1	6	 	8	1	21	75
30037	13	1	7	 	8	1	21	75
30038	10	1	5	 	1	1	35	75
30038	11	1	5	 	1	1	35	75
30038	12	1	6	 	1	1	35	75
30038	13	1	7	 	1	1	35	75
30039	10	1	4	 	1	1	21	75
30039	11	1	5	 	1	1	21	75
30039	12	1	6	 	1	1	21	75
30039	13	1	7	 	1	1	21	75
30040	10	1	4	 	3	1	1763	72
30040	11	1	5	 	3	1	1260	72
30040	12	1	6	 	3	1	1260	72
30040	13	1	7	 	3	1	1260	72
30042	10	1	4	 	8	1	35	75
30042	11	1	5	 	8	1	35	75
30042	12	1	6	 	8	1	35	75
30042	13	1	7	 	8	1	35	75
30043	10	1	3	 	1	1	53	75
30043	11	1	4	 	1	1	53	75
30043	12	1	5	 	1	1	53	75
30043	13	1	6	 	1	1	53	75
30045	10	1	4	 	1	1	29	75
30045	11	1	5	 	1	1	29	75
30045	12	1	6	 	1	1	29	75
30045	13	1	7	 	1	1	1773	75
30047	10	1	4	 	1	1	19	75
30047	11	1	5	 	1	1	19	75
30047	12	1	6	 	1	1	19	75
30047	13	1	7	 	1	1	19	75
30048	10	1	3	 	1	1	19	75
30048	11	1	4	 	1	1	19	75
30048	12	1	5	 	1	1	19	75
30048	13	1	6	 	1	1	19	75
30050	10	1	4	 	1	2	1399	75
30050	11	1	5	 	1	2	1399	75
30050	12	1	6	 	1	2	1399	75
30050	13	1	7	 	3	2	1287	75
30051	10	1	4	 	1	1	1278	75
30051	11	1	5	 	1	1	1278	75
30051	12	1	6	 	1	1	1278	75
30051	13	1	7	 	1	1	1278	75
30052	10	1	4	 	1	1	29	75
30052	11	1	5	 	1	1	29	75
30052	12	1	6	 	1	1	29	75
30052	13	1	7	 	1	1	29	75
30053	10	1	5	 	1	1	896	75
30053	11	1	6	 	1	1	896	75
30053	12	1	7	 	1	1	896	75
30053	13	1	8	 	1	1	896	75
30054	10	1	4	 	1	1	896	75
30054	11	1	5	 	1	1	896	75
30054	12	1	6	 	1	3	1942	75
30054	13	1	7	 	1	3	1942	75
30055	10	1	4	 	1	1	2012	75
30055	11	1	5	 	1	1	2012	75
30055	12	1	6	 	1	1	2012	75
30055	13	1	7	 	1	1	2012	75
30056	10	1	3	 	1	1	15	75
30056	11	1	4	 	1	1	15	75
30056	12	1	5	 	1	1	15	75
30056	13	1	6	 	1	1	15	75
30057	10	1	4	 	1	1	10	75
30057	11	1	5	 	1	1	10	75
30057	12	1	6	 	1	1	10	75
30057	13	1	7	 	1	1	10	75
30058	10	1	4	 	3	1	32	75
30058	11	1	5	 	3	1	32	75
30058	12	1	6	 	3	1	32	75
30058	13	1	7	 	3	1	32	75
30059	10	1	4	 	1	2	2029	75
30059	11	1	5	 	1	2	2029	75
30059	12	1	6	 	1	2	2029	75
30059	13	1	7	 	1	2	2029	75
30060	10	1	2	 	8	8	1829	75
30060	11	1	3	 	8	8	1829	75
30060	12	1	4	 	8	1	22	75
30060	13	1	5	 	8	1	22	75
30061	10	1	3	 	8	1	36	75
30061	11	1	4	 	8	1	36	75
30061	12	1	5	 	8	1	36	75
30061	13	1	6	 	8	1	2090	75
30063	10	1	4	 	1	1	40	75
30063	11	1	5	 	1	1	40	75
30063	12	1	6	 	1	1	892	75
30063	13	1	7	 	1	1	892	75
30064	10	1	4	 	1	1	886	75
30064	11	1	5	 	1	1	886	75
30064	12	1	6	 	1	1	886	75
30064	13	1	7	 	1	1	886	75
30065	10	1	4	 	1	1	24	75
30065	11	1	5	 	1	1	24	75
30065	12	1	6	 	1	1	24	75
30065	13	1	7	 	1	1	24	75
30066	10	1	4	 	3	1	1408	72
30066	11	1	5	 	3	1	1408	72
30066	12	1	6	 	3	1	1408	75
30066	13	1	7	 	3	1	1408	72
30067	10	1	4	 	1	1	43	75
30067	11	1	5	 	1	1	2105	75
30067	12	1	6	 	1	1	2105	75
30067	13	1	7	 	1	1	2105	75
30068	10	1	5	 	3	1	1	72
30068	11	1	6	 	3	1	1	72
30068	12	1	7	 	3	1	2134	75
30068	13	1	8	 	3	1	2134	75
30069	10	1	3	 	3	1	2088	72
30069	11	1	4	 	3	1	7	72
30069	12	1	5	 	3	1	7	72
30069	13	1	6	 	3	1	7	72
30070	10	1	2	 	1	2	46	75
30070	11	1	3	 	1	2	1541	75
30070	12	1	4	 	1	2	1541	75
30070	13	1	5	 	1	2	1541	75
30071	10	1	3	 	3	1	1766	72
30071	11	1	4	 	3	1	1766	72
30071	12	1	5	 	3	1	1766	72
30071	13	1	6	 	3	1	1766	72
30072	10	1	4	 	8	1	13	75
30072	11	1	5	 	8	1	13	75
30072	12	1	6	 	3	1	2085	75
30072	13	1	7	 	3	1	1266	75
30073	10	1	4	 	8	1	890	75
30073	11	1	5	 	8	1	890	75
30073	12	1	6	 	8	1	1952	75
30073	13	1	7	 	8	1	1952	75
30074	10	1	4	 	1	9	662	75
30074	11	1	5	 	1	9	662	75
30074	12	1	6	 	1	9	662	75
30074	13	1	7	 	1	9	662	75
30075	10	1	4	 	1	1	896	75
30075	11	1	5	 	1	1	896	75
30075	12	1	6	 	1	1	896	75
30075	13	1	7	 	1	1	896	75
30076	10	1	1	 	1	1	985	75
30076	11	1	1	 	1	1	985	75
30076	12	1	2	 	1	1	985	75
30076	13	1	3	 	1	1	985	75
30078	10	1	4	 	1	1	892	75
30078	11	1	5	 	1	1	892	75
30078	12	1	6	 	1	1	892	75
30078	13	1	7	 	1	1	892	75
30079	10	1	3	 	1	1	24	75
30079	11	1	4	 	1	1	24	75
30079	12	1	5	 	1	1	24	75
30079	13	1	6	 	1	1	24	75
30080	10	1	2	 	1	1	1394	75
30080	11	1	3	 	1	1	19	75
30080	12	1	4	 	1	1	19	75
30080	13	1	5	 	1	1	19	75
30081	10	1	4	 	1	1	2031	75
30081	11	1	5	 	1	1	2031	75
30081	12	1	6	 	1	1	2031	75
30081	13	1	7	 	1	1	2031	75
30082	10	1	4	 	8	1	36	75
30082	11	1	5	 	8	1	36	75
30082	12	1	6	 	8	1	36	75
30082	13	1	7	 	8	1	1547	75
30083	10	1	4	 	3	1	1647	72
30083	11	1	5	 	3	1	1647	72
30083	12	1	6	 	3	1	904	75
30083	13	1	7	 	3	1	904	75
30084	10	1	5	 	1	1	40	75
30084	11	1	6	 	1	1	40	75
30084	12	1	7	 	1	1	40	75
30084	13	1	8	 	1	1	1353	75
30085	10	1	4	 	3	1	907	72
30085	11	1	5	 	3	1	907	72
30085	12	1	6	 	3	1	906	72
30085	13	1	7	 	3	1	906	72
30086	10	1	4	 	1	1	24	75
30086	11	1	5	 	1	1	24	75
30086	12	1	6	 	1	1	24	75
30086	13	1	7	 	3	1	906	75
30087	10	1	4	 	8	1	24	75
30087	11	1	5	 	8	1	24	75
30087	12	1	6	 	8	1	24	75
30087	13	1	7	 	8	1	24	75
30088	10	1	4	 	1	1	903	75
30088	11	1	5	 	1	1	903	75
30088	12	1	6	 	1	1	903	75
30088	13	1	7	 	1	1	903	75
30089	10	1	3	 	1	1	35	75
30089	11	1	4	 	1	1	35	75
30089	12	1	5	 	1	1	35	75
30089	13	1	6	 	1	1	35	75
30090	10	1	4	 	1	1	53	75
30090	11	1	5	 	1	1	53	75
30090	12	1	6	 	1	1	1943	75
30090	13	1	7	 	1	1	1943	75
30091	10	1	4	 	8	1	40	75
30091	11	1	5	 	8	1	40	75
30091	12	1	6	 	8	1	40	75
30091	13	1	7	 	8	1	40	75
30092	10	1	4	 	8	1	35	75
30092	11	1	5	 	8	1	29	75
30092	12	1	6	 	8	1	29	75
30092	13	1	7	 	8	1	29	75
30093	10	1	3	 	1	1	40	75
30093	11	1	4	 	1	1	40	75
30093	12	1	5	 	1	1	1841	75
30093	13	1	6	 	1	1	1841	75
30094	10	1	3	 	8	1	10	75
30094	11	1	4	 	8	1	10	75
30094	12	1	5	 	8	1	10	75
30094	13	1	7	 	8	1	40	75
30095	10	1	4	 	1	1	1335	75
30095	11	1	5	 	1	1	10	75
30095	12	1	6	 	1	1	10	75
30095	13	1	7	 	1	1	10	75
30096	10	1	4	 	1	1	43	75
30096	11	1	5	 	1	1	43	75
30096	12	1	6	 	1	1	1897	75
30096	13	1	7	 	2	1	10	75
30097	10	1	3	 	1	1	893	75
30097	11	1	4	 	1	1	893	75
30097	12	1	5	 	1	1	893	75
30097	13	1	6	 	1	1	1904	75
30098	10	1	4	 	3	1	55	72
30098	11	1	5	 	3	1	55	72
30098	12	1	6	 	3	1	2160	72
30098	13	1	7	 	3	1	2160	72
30099	10	1	4	 	1	3	1960	75
30099	11	1	5	 	1	3	1960	75
30099	12	1	6	 	1	3	1960	75
30099	13	1	7	 	1	3	1960	75
30100	10	1	3	 	1	1	1324	75
30100	11	1	4	 	3	1	1598	72
30100	12	1	5	 	1	1	1324	75
30100	13	1	6	 	1	1	1324	75
40001	10	1	2	 	3	1	912	72
40001	11	1	3	 	3	1	912	72
40001	12	1	4	 	3	1	912	72
40001	13	1	5	 	3	1	912	72
40002	10	1	3	 	3	1	912	72
40002	11	1	4	 	3	1	912	72
40002	12	1	5	 	3	1	912	72
40002	13	1	5	 	3	1	1397	72
40003	10	1	3	 	3	1	909	72
40003	11	1	4	 	3	1	909	72
40003	12	1	5	 	3	1	909	72
40003	13	1	6	 	3	1	909	72
40004	10	1	4	 	3	1	912	72
40004	11	1	5	 	3	1	1397	72
40004	12	1	6	 	3	1	1397	72
40004	13	1	7	 	3	1	1397	72
40005	10	1	2	 	3	1	2322	72
40005	11	1	3	 	3	1	909	72
40005	12	1	4	 	3	1	909	72
40005	13	1	5	 	3	1	909	72
40006	10	1	2	 	3	1	1624	72
40006	11	1	3	 	3	1	1391	72
40006	12	0	 	 	 	 	 	 
40006	13	1	5	 	2	1	1269	72
40007	10	1	1	 	3	1	913	72
40007	11	1	2	 	3	1	913	72
40007	12	1	3	 	3	1	912	72
40007	13	1	4	 	3	1	912	72
40008	10	1	2	 	3	1	913	72
40008	11	1	3	 	3	1	913	72
40008	12	1	4	 	3	1	913	72
40008	13	1	5	 	3	1	913	72
40009	10	1	5	 	3	1	922	72
40009	11	1	6	 	3	1	922	72
40009	12	1	7	 	3	1	922	72
40009	13	1	8	 	3	1	922	72
40010	10	1	2	 	2	1	1664	75
40010	11	1	2	 	2	1	1664	75
40010	12	1	3	 	2	1	1664	75
40010	13	1	4	 	2	1	1664	75
40011	10	1	3	 	3	1	913	72
40011	11	1	3	 	3	1	912	72
40011	12	1	4	 	3	1	912	72
40011	13	1	5	 	3	1	912	72
40012	10	1	4	 	3	1	1453	72
40012	11	1	5	 	3	1	1453	72
40012	12	1	6	 	3	1	921	72
40012	13	1	7	 	3	1	921	72
40013	10	1	3	 	3	1	1453	72
40013	11	1	4	 	3	1	1453	72
40013	12	1	5	 	3	1	921	72
40013	13	1	6	 	3	1	921	72
40014	10	1	2	 	3	1	1391	72
40014	11	1	3	 	3	1	1391	72
40014	12	1	4	 	3	1	1391	72
40014	13	1	5	 	3	1	1391	72
40015	10	1	2	 	3	1	1423	72
40015	11	1	3	 	3	1	1423	72
40015	12	1	4	 	3	1	1423	72
40015	13	1	5	 	3	1	1423	72
40016	10	1	2	 	3	1	1423	72
40016	11	1	3	 	3	1	1423	72
40016	12	1	4	 	3	1	1423	72
40016	13	1	5	 	3	1	1423	72
40017	10	1	3	 	3	1	1670	72
40017	11	1	4	 	3	1	1670	72
40017	12	1	5	 	3	1	1670	72
40017	13	1	4	 	3	1	912	72
40018	10	1	5	 	3	1	1423	72
40018	11	1	6	 	3	13	2216	72
40018	12	1	7	 	3	13	2216	72
40018	13	1	8	 	3	13	2216	72
40019	10	1	6	 	3	1	924	72
40019	11	1	7	 	3	1	924	72
40019	12	1	8	 	3	1	924	72
40019	13	0	 	 	 	 	 	 
40020	10	1	3	 	3	1	1423	72
40020	11	1	4	 	3	1	1423	72
40020	12	1	5	 	3	1	1423	72
40020	13	1	5	 	3	1	1423	72
40021	10	1	5	 	3	1	1682	72
40021	11	1	6	 	3	1	912	72
40021	12	1	7	 	3	1	912	72
40021	13	1	8	 	3	1	912	72
40022	10	1	4	 	3	1	1423	72
40022	11	1	5	 	3	1	1423	72
40022	12	1	6	 	3	1	2180	72
40022	13	1	7	 	3	1	2180	72
40023	10	1	1	 	3	1	1423	72
40023	11	1	2	 	3	1	1423	72
40023	12	1	3	 	3	1	1423	72
40023	13	1	3	 	3	1	1423	72
40024	10	1	4	 	3	1	1423	72
40024	11	1	4	 	3	1	1423	72
40024	12	1	5	 	3	1	1423	72
40024	13	1	6	 	3	1	920	72
40025	10	1	3	 	3	1	299	72
40025	11	1	3	 	3	1	911	72
40025	12	1	4	 	3	1	911	72
40025	13	1	5	 	3	1	911	72
40027	10	1	4	 	3	1	1422	72
40027	11	0	 	 	 	 	 	 
40027	12	0	 	 	 	 	 	 
40027	13	0	 	 	 	 	 	 
40028	10	1	3	 	3	1	299	72
40028	11	1	4	 	3	1	299	72
40028	12	1	5	 	3	1	299	72
40028	13	1	6	 	3	1	909	72
40029	10	1	3	 	3	1	299	72
40029	11	1	4	 	3	1	299	72
40029	12	1	5	 	3	1	299	72
40029	13	1	6	 	3	1	918	72
40030	10	1	2	 	3	1	299	72
40030	11	1	3	 	3	1	299	72
40030	12	1	4	 	3	1	299	72
40030	13	1	5	 	1	1	956	75
40031	10	1	5	 	3	1	940	72
40031	11	1	6	 	8	1	935	72
40031	12	1	7	 	8	1	935	72
40031	13	1	8	 	8	1	77	72
40032	10	1	5	 	3	1	1652	72
40032	11	1	6	 	3	1	1253	75
40032	12	1	7	 	3	1	1253	75
40032	13	1	8	 	3	1	1253	75
40033	10	1	4	 	1	1	300	75
40033	11	1	5	 	1	1	300	75
40033	12	1	6	 	1	1	300	75
40033	13	1	7	 	1	1	300	75
40034	10	1	4	 	3	1	1704	72
40034	11	1	5	 	3	1	1704	72
40034	12	1	6	 	3	1	924	72
40034	13	1	7	 	3	1	924	72
40035	10	1	3	 	1	1	937	75
40035	11	1	4	 	1	1	937	75
40035	12	1	5	 	1	1	937	75
40035	13	1	6	 	1	1	937	75
40036	10	1	1	 	1	1	294	72
40036	11	1	2	 	1	1	294	72
40036	12	1	3	 	1	1	294	72
40036	13	1	3	 	3	1	935	72
40037	10	1	4	 	3	1	910	72
40037	11	1	5	 	3	1	910	72
40037	12	1	6	 	3	1	910	72
40037	13	1	7	 	3	1	910	72
40038	10	1	5	 	3	1	1704	72
40038	11	1	6	 	3	1	910	72
40038	12	1	7	 	3	1	910	72
40038	13	1	8	 	3	1	910	72
40039	10	1	3	 	1	1	300	75
40039	11	1	4	 	1	1	300	75
40039	12	1	5	 	1	1	300	75
40039	13	1	6	 	1	1	300	75
40041	10	1	3	 	3	1	923	72
40041	11	1	4	 	3	1	923	72
40041	12	1	5	 	3	1	923	72
40041	13	1	6	 	3	1	1398	72
40042	10	1	2	 	3	1	1704	72
40042	11	1	3	 	3	1	922	72
40042	12	1	4	 	3	1	922	72
40042	13	1	5	 	3	1	922	72
40043	10	1	3	 	3	1	912	72
40043	11	1	4	 	3	1	912	72
40043	12	1	5	 	3	1	912	72
40043	13	1	6	 	3	1	912	72
40044	10	1	2	 	3	1	2056	72
40044	11	1	3	 	3	1	2056	72
40044	12	1	4	 	3	1	2056	72
40044	13	1	5	 	3	1	2056	72
40045	10	1	4	 	3	1	1754	72
40045	11	1	5	 	3	1	1754	72
40045	12	1	6	 	3	1	1754	72
40045	13	1	7	 	3	1	1754	72
40046	10	1	2	 	3	1	1426	72
40046	11	1	3	 	3	1	1430	72
40046	12	1	4	 	3	1	1430	72
40046	13	1	5	 	3	1	1430	72
40047	10	0	 	 	 	 	 	 
40047	11	0	 	 	 	 	 	 
40047	12	0	 	 	 	 	 	 
40047	13	1	1	 	3	1	923	72
40048	10	1	3	 	3	1	1426	72
40048	11	1	4	 	3	1	1426	72
40048	12	1	5	 	3	1	1426	72
40048	13	1	6	 	3	1	912	72
40049	10	1	4	 	3	1	929	72
40049	11	1	5	 	3	1	929	72
40049	12	1	6	 	3	1	930	72
40049	13	1	7	 	3	1	930	72
40050	10	1	4	 	3	1	929	72
40050	11	1	5	 	3	1	929	72
40050	12	1	6	 	3	1	930	72
40050	13	1	7	 	3	1	930	72
40051	10	1	1	 	3	1	1664	75
40051	11	1	2	 	3	1	1664	75
40051	12	1	3	 	3	1	1664	75
40051	13	1	4	 	3	1	1664	75
40052	10	1	3	 	3	1	929	72
40052	11	1	4	 	3	1	929	72
40052	12	1	5	 	3	1	929	72
40052	13	1	6	 	3	1	909	72
40053	10	1	5	 	3	1	929	72
40053	11	1	6	 	3	1	924	72
40053	12	1	7	 	3	1	924	72
40053	13	1	8	 	3	1	924	72
40054	10	0	 	 	 	 	 	 
40054	11	0	 	 	 	 	 	 
40054	12	0	 	 	 	 	 	 
40054	13	0	 	 	 	 	 	 
40055	10	1	5	 	3	1	1469	72
40055	11	1	6	 	3	1	1469	72
40055	12	1	7	 	3	1	1469	72
40055	13	1	8	 	3	1	1469	72
40056	10	1	5	 	3	1	924	72
40056	11	1	6	 	3	1	924	72
40056	12	1	7	 	3	1	924	72
40056	13	1	8	 	3	1	924	75
40057	10	1	4	 	1	1	1982	75
40057	11	1	5	 	1	1	307	75
40057	12	1	6	 	1	1	307	75
40057	13	1	7	 	1	1	307	75
40058	10	1	3	 	3	1	940	72
40058	11	1	4	 	3	1	940	72
40058	12	1	5	 	3	1	940	72
40058	13	1	6	 	3	1	925	75
40059	10	1	4	 	1	3	1959	75
40059	11	1	5	 	1	3	1959	75
40059	12	1	6	 	1	3	1959	75
40059	13	1	7	 	1	3	1959	75
40060	10	1	3	 	1	1	294	72
40060	11	1	4	 	1	1	294	72
40060	12	1	5	 	1	1	294	72
40060	13	1	6	 	1	1	937	75
40061	10	1	3	 	3	1	940	72
40061	11	1	4	 	3	1	940	72
40061	12	1	5	 	3	1	940	72
40061	13	1	6	 	3	1	940	72
40062	10	1	4	 	1	1	2082	75
40062	11	1	5	 	1	1	2082	75
40062	12	1	6	 	1	1	2082	75
40062	13	1	7	 	1	1	2082	75
40063	10	1	4	 	1	3	1993	75
40063	11	1	5	 	1	3	1993	75
40063	12	1	6	 	1	3	1907	75
40063	13	1	7	 	1	3	1907	75
40064	10	1	3	 	1	1	294	75
40064	11	1	4	 	1	1	294	75
40064	12	1	5	 	1	1	294	75
40064	13	1	6	 	3	1	920	75
40065	10	1	4	 	1	1	300	75
40065	11	1	5	 	1	1	300	75
40065	12	1	6	 	1	1	300	75
40065	13	1	7	 	1	1	300	75
40066	10	1	4	 	1	1	300	75
40066	11	1	5	 	1	1	300	75
40066	12	1	6	 	1	1	300	75
40066	13	1	7	 	1	1	300	75
40067	10	1	3	 	1	1	294	72
40067	11	1	4	 	1	1	294	72
40067	12	1	5	 	1	1	294	72
40067	13	1	6	 	3	1	1504	75
40068	10	1	3	 	8	1	935	72
40068	11	1	4	 	8	1	935	72
40068	12	1	5	 	3	1	1262	75
40068	13	1	6	 	3	1	1262	75
40069	10	1	4	 	3	1	942	72
40069	11	1	5	 	3	1	942	72
40069	12	1	6	 	3	1	909	72
40069	13	1	7	 	3	1	917	72
40070	10	1	3	 	1	1	300	75
40070	11	1	4	 	1	1	300	75
40070	12	1	5	 	1	1	300	75
40070	13	1	6	 	1	1	300	75
40071	10	1	3	 	1	1	1831	75
40071	11	1	4	 	1	1	1831	75
40071	12	1	5	 	1	1	1831	75
40071	13	1	6	 	1	1	1831	75
40073	10	1	3	 	1	1	294	72
40073	11	1	4	 	1	1	294	72
40073	12	1	5	 	1	1	294	72
40073	13	1	6	 	1	1	300	75
40074	10	1	5	 	3	1	920	72
40074	11	1	6	 	1	1	1988	75
40074	12	1	7	 	1	1	1988	75
40074	13	1	8	 	3	1	2151	72
40075	10	1	4	 	1	1	294	75
40075	11	1	5	 	1	1	294	75
40075	12	1	6	 	3	1	939	75
40075	13	1	7	 	3	1	939	72
40076	10	1	3	 	3	1	1498	75
40076	11	1	4	 	3	1	1498	75
40076	12	1	5	 	1	1	1687	72
40076	13	1	5	 	3	1	1687	72
