CHILDCODE	NREGIDR4	MEMREGR4	NEG1DYR4	NEG1WGR4	NEG2DYR4	NEG2WGR4
110014	1	4	0	0	20	2019
110014	2	5	0	0	17	1743
110014	3	6	0	0	18	1827
110014	4	7	0	0	17	1743
110015	1	1	11	1197	11	1118
110015	2	2	12	1240	10	1055
110016	1	1	40	4004	19	2004
110016	2	2	26	2600	9	997
110017	1	2	12	1190	10	886
110017	2	3	15	1148	10	932
110018	1	4	32	2511	0	0
110018	2	3	32	2609	0	0
110019	1	2	14	1355	20	1960
110019	2	3	13	1350	20	1950
110020	1	1	30	3000	7	649
110020	2	2	30	3000	6	649
110021	1	2	22	2200	0	0
110021	2	0	22	2200	0	0
110022	1	1	10	1025	6	611
110022	2	2	11	1040	5	569
110023	1	5	14	1110	10	740
110023	2	6	15	1403	10	614
110024	1	4	23	2365	6	657
110024	2	5	23	2311	6	614
110025	1	2	10	1000	12	1300
110025	2	3	10	1000	12	1300
110025	3	4	10	1200	14	1500
110027	1	5	10	1385	9	962
110027	2	6	10	1311	6	614
110028	1	1	12	1400	16	1828
110028	2	2	12	1360	25	2627
110028	3	3	12	1340	19	2178
110028	4	4	12	1340	25	2728
110029	1	2	12	1209	24	2377
110029	2	3	12	1151	13	1296
110030	1	1	10	1151	20	2096
110030	2	2	10	1109	20	1991
110031	1	1	7	782	7	611
110031	2	3	9	878	8	818
110031	3	4	8	740	6	519
110033	1	1	9	935	16	1643
110033	5	2	13	1295	16	1559
110036	1	1	35	2650	15	1200
110036	2	2	35	2650	15	1200
110037	1	2	5	429	28	2798
110037	2	4	5	387	24	2791
110037	3	5	5	387	23	2714
110038	1	1	48	4000	0	0
110038	2	2	48	4000	0	0
110039	1	6	15	900	60	4059
110039	2	7	15	800	60	3239
110040	1	5	30	3000	23	2300
110040	2	7	28	2800	20	2000
110041	1	6	24	3360	0	0
110041	2	5	32	6400	0	0
110042	1	3	0	0	2759	28
110043	1	2	10	1014	33	3350
110043	2	3	10	1014	33	3350
110044	1	6	23	2571	25	2818
110044	2	7	16	1820	18	2040
110046	1	2	26	1980	10	880
110047	1	3	47	5448	6	784
110047	2	4	37	4229	11	1201
110048	1	4	0	0	22	2239
110048	2	5	0	0	21	2091
110052	1	2	38	2906	15	1576
110052	2	3	21	2208	8	716
110053	1	1	12	1073	6	616
110053	2	2	12	1141	6	616
110054	1	2	0	0	60	6374
110055	1	2	8	800	0	0
110056	1	3	25	2835	8	963
110056	2	4	24	2716	19	2169
110057	1	1	25	2561	15	1067
110057	2	2	10	868	8	992
110058	1	1	34	3568	12	1218
110058	2	2	29	2863	34	3382
110059	1	3	29	3290	10	1167
110059	2	4	27	3005	10	1147
110063	1	1	30	3084	30	3188
110063	2	2	12	829	6	638
110064	1	3	24	2450	12	1183
110064	2	4	23	2324	12	1183
110066	1	2	8	791	0	0
110066	2	3	8	749	0	0
110067	1	2	6	680	0	0
110067	2	3	6	797	0	0
110067	3	4	6	695	0	0
110067	4	5	6	780	0	0
110069	1	3	14	1178	18	800
110070	1	4	10	933	21	1800
110070	2	5	7	591	21	1800
110071	1	2	7	967	0	0
110071	2	3	6	925	0	0
110074	1	3	14	1000	14	1400
110074	2	4	14	1000	14	1400
110075	1	4	20	1600	0	0
110075	2	6	20	1600	0	0
110076	1	1	8	600	0	0
110076	2	2	5	500	0	0
110077	1	4	12	1200	0	0
110077	2	3	12	1200	0	0
110078	1	3	15	1500	0	0
110078	2	5	15	1500	0	0
110079	1	2	12	907	0	0
110079	2	3	12	904	0	0
110080	1	1	12	1400	0	0
110080	2	2	12	1300	0	0
110081	1	2	6	600	0	0
110081	2	3	6	600	0	0
110082	1	2	18	2100	0	0
110083	1	2	12	700	0	0
110083	2	3	12	700	0	0
110086	1	5	12	1200	0	0
110086	2	6	12	1200	0	0
110086	3	10	12	1200	0	0
110087	1	3	20	1400	0	0
110087	2	4	20	1400	0	0
110088	1	30	48	4320	0	0
110089	1	4	8	814	0	0
110089	2	3	8	830	0	0
110093	1	1	12	1220	0	0
110093	2	2	12	1220	0	0
110097	1	5	12	1200	0	0
110097	2	8	12	100	0	0
110100	7	2	15	1500	0	0
110100	8	3	15	1500	0	0
110102	1	2	48	3360	0	0
110103	1	1	12	1080	0	0
110103	2	2	12	1080	0	0
110104	1	3	10	400	0	0
110104	2	4	10	400	0	0
120001	1	2	48	8000	0	0
120007	1	7	35	4777	0	0
120007	2	4	12	1721	0	0
120007	3	8	35	4532	0	0
120009	1	3	60	6200	0	0
120010	1	2	2	276	5	659
120010	2	3	15	2201	36	5002
120012	1	4	24	4492	14	1852
120012	2	6	66	8559	21	2591
120018	1	 	 	 	 	 
120019	1	1	48	4000	0	0
120019	2	2	48	4000	0	0
120021	1	3	73	10347	22	2522
120023	1	4	20	2150	30	3200
120023	2	3	20	2100	30	3150
120025	1	2	27	3949	20	2717
120025	2	3	27	3280	20	2763
120026	1	1	95	13640	21	2424
120027	1	1	0	0	20	2133
120027	2	2	9	1247	0	0
120030	1	1	32	3200	0	0
120030	2	2	32	3200	0	0
120037	1	3	40	3600	0	0
120039	1	6	40	4592	3	321
120040	1	2	44	6455	11	1127
120042	1	2	14	1700	0	0
120043	1	5	48	6000	0	0
120046	1	1	12	1080	14	1260
120046	2	2	12	1080	14	1260
120046	3	3	12	1080	14	1260
120047	1	1	40	6000	0	0
120047	2	1	40	5000	0	0
120048	1	5	48	3500	0	0
120048	2	3	48	3500	0	0
120049	1	1	36	3800	0	0
120049	2	2	36	3800	0	0
120050	1	2	7	530	0	0
120051	1	1	36	3700	0	0
120051	2	2	36	3600	0	0
120051	3	3	36	3600	0	0
120051	4	4	36	3700	0	0
120052	1	1	30	3808	0	0
120052	2	7	48	7350	0	0
120052	3	6	35	3754	0	0
120052	4	3	35	5398	0	0
120052	5	8	35	4254	0	0
120052	6	10	40	5641	0	0
120053	1	1	6	868	0	0
120053	2	2	12	2410	0	0
120053	3	3	12	1619	0	0
120054	1	4	20	2000	10	880
120054	2	6	20	2000	10	880
120054	3	8	20	2000	10	880
120054	4	13	20	2000	10	880
120055	1	1	36	4420	0	0
120055	2	2	36	3960	0	0
120055	3	3	36	3960	0	0
120056	1	6	24	2880	12	1440
120056	2	7	20	2400	12	1440
120056	3	8	24	2880	12	1500
120056	4	9	24	3120	12	1560
120056	5	10	23	2900	12	1620
120057	1	6	30	3200	0	0
120057	2	7	30	3200	0	0
120058	1	1	20	2600	12	1560
120058	2	3	20	2700	12	1620
120058	3	4	20	2400	12	1440
120059	1	3	20	2000	16	1600
120059	2	4	20	2000	16	1600
120060	1	2	20	2000	28	2800
120060	2	3	20	2000	28	2800
120061	1	4	30	3000	0	0
120061	2	5	30	3000	0	0
120061	3	7	3	3000	0	0
120061	4	8	3	3000	0	0
120062	1	4	50	4500	0	0
120062	2	3	50	4500	0	0
120065	1	1	48	5200	0	0
120065	2	2	48	5600	0	0
120065	3	3	56	6100	0	0
120068	1	1	36	4590	0	0
120068	2	2	36	4200	0	0
120070	1	2	15	870	0	0
120070	2	4	15	870	0	0
120072	1	1	0	0	18	1800
120072	2	2	0	0	18	1800
120075	1	1	56	3016	0	0
120075	2	2	24	685	0	0
120075	3	3	56	4943	0	0
120075	4	4	56	4776	0	0
120076	1	2	32	2513	0	0
120076	2	1	32	2680	0	0
120077	1	4	48	5200	0	0
120077	2	3	48	5200	0	0
120081	1	2	18	1929	12	1286
120081	2	3	15	1936	12	1472
120082	1	4	36	4800	0	0
120082	2	5	34	3600	0	0
120083	1	2	36	3960	0	0
120084	1	2	24	3000	0	0
120084	2	3	48	5000	0	0
120084	3	5	48	5000	0	0
120084	4	4	24	3000	0	0
120084	5	6	16	1000	0	0
120085	1	3	44	5463	0	0
120085	2	5	45	5965	0	0
120086	1	1	48	4150	0	0
120086	2	2	48	4000	0	0
120086	3	3	12	1100	0	0
120087	1	2	20	2565	6	494
120087	2	3	20	2495	6	494
120088	1	3	36	4100	0	0
120088	2	4	36	3960	0	0
120088	3	2	12	1320	0	0
120089	1	2	30	3200	0	0
120090	1	1	34	3999	0	0
120090	2	2	33	3857	0	0
120090	3	4	36	4041	0	0
120092	1	1	34	3650	20	3860
120092	2	2	34	3700	20	1450
120094	1	1	32	3168	0	0
120094	2	2	32	3520	0	0
120095	1	3	27	3400	21	2640
120095	2	4	27	3080	21	2400
120096	1	1	20	2500	22	2420
120096	2	2	20	2100	22	2750
120097	1	2	16	750	0	0
120097	2	3	16	750	0	0
120098	1	5	30	3100	24	3050
120098	2	7	30	3150	24	3000
120100	1	1	28	2780	20	2000
120100	2	2	28	2700	20	1900
130002	1	3	0	0	36	3850
130002	2	4	0	0	36	3850
130003	1	3	0	0	40	7000
130004	1	2	0	0	25	2750
130005	1	2	0	0	24	2956
130005	2	3	0	0	24	2956
130009	1	 	 	 	 	 
130010	1	1	0	0	16	1400
130010	2	2	0	0	48	3600
130011	1	1	24	3360	6	936
130011	2	2	30	1674	6	932
130012	1	3	18	1900	27	2800
130012	2	2	18	2000	27	2800
130013	1	4	0	0	35	3429
130013	2	5	0	0	35	3429
130016	1	3	0	0	50	7500
130016	2	4	0	0	50	7500
130021	1	3	30	3600	12	1440
130021	2	4	40	4400	6	660
130034	1	3	0	0	42	5040
130034	2	4	0	0	48	4800
130037	1	2	0	0	32	3000
130037	2	3	0	0	32	3000
130041	1	1	0	0	24	3000
130041	2	2	0	0	24	3000
130042	6	3	0	0	25	2750
130042	7	5	0	0	25	2750
130043	1	3	14	1100	0	0
130049	1	4	30	3600	0	0
130049	2	5	30	3600	0	0
130050	1	1	0	0	32	1600
130050	2	2	0	0	32	1400
130051	1	1	30	3300	12	1320
130051	2	2	40	4200	12	1260
130053	1	2	0	0	32	3250
130053	2	4	0	0	32	3250
130054	1	4	0	0	30	3600
130054	2	3	0	0	30	3600
130055	1	1	20	2200	20	2200
130055	2	2	20	2200	20	2200
130057	1	2	0	0	40	2400
130057	2	1	0	0	40	2600
130060	1	3	12	1000	0	0
130060	2	4	12	1000	0	0
130062	1	1	0	0	16	1500
130062	2	2	0	0	16	1500
130065	1	2	30	3000	0	0
130065	2	3	30	3000	0	0
130066	1	2	24	2600	0	0
130066	2	3	72	7450	0	0
130066	3	4	72	7450	0	0
130067	1	1	45	4600	0	0
130067	2	2	45	4400	0	0
130068	1	4	48	5200	0	0
130070	1	2	24	2640	12	1320
130070	2	3	24	2400	12	1200
130071	1	4	30	3200	0	0
130072	1	13	45	4500	0	0
130072	2	14	18	1920	0	0
130073	1	2	18	1980	0	0
130079	1	3	54	5700	0	0
130080	1	1	36	4320	30	3600
130082	1	3	42	5460	6	780
130082	2	4	42	5040	6	720
130083	1	3	0	0	35	2860
130083	2	4	0	0	35	2860
130086	1	4	70	7313	0	0
130086	2	5	70	7313	0	0
130088	1	1	70	7000	0	0
130088	2	2	30	3000	0	0
130089	1	2	12	1560	24	3120
130089	2	3	12	1320	24	2640
130090	1	5	15	1600	25	2900
130090	2	6	15	1500	25	2600
130092	1	3	36	3500	0	0
130092	2	4	32	3500	0	0
130093	1	2	0	0	24	2000
130093	2	3	0	0	24	2000
130097	1	2	70	7560	0	0
130097	2	3	45	4900	0	0
130098	1	2	74	8100	0	0
130098	2	3	62	6500	0	0
150001	1	4	3	277	0	0
150002	1	1	10	1300	0	0
150002	2	2	10	1300	0	0
150003	1	3	16	2080	0	0
150003	2	4	16	2080	0	0
150007	1	1	20	2000	0	0
150007	2	2	12	1200	0	0
150008	1	4	12	1200	0	0
150009	1	2	5	450	0	0
150009	2	1	6	550	0	0
150012	1	1	15	1000	28	1850
150012	2	2	15	1000	28	1850
150014	1	1	6	350	0	0
150014	2	2	6	350	0	0
150015	1	1	7	500	0	0
150015	2	2	7	500	0	0
150017	1	1	4	240	0	0
150017	2	2	4	240	0	0
150017	3	3	4	240	0	0
150022	1	4	12	1150	0	0
150023	1	2	18	1620	16	1450
150023	2	3	18	1680	12	920
150023	3	4	12	950	6	480
150024	1	2	6	598	13	1284
150024	2	1	6	529	7	621
150028	1	2	12	1080	0	0
150028	2	1	5	450	0	0
150029	1	2	18	1260	0	0
150029	2	1	18	1260	0	0
150031	1	1	18	1980	0	0
150031	2	2	18	1980	0	0
150034	1	1	20	1600	0	0
150034	2	2	20	1600	0	0
150034	3	3	20	1600	0	0
150035	1	3	15	1200	0	0
150035	2	4	15	1200	0	0
150036	1	1	5	300	0	0
150036	2	2	5	300	0	0
150036	3	3	4	250	0	0
150038	1	2	5	420	12	1050
150038	2	1	5	420	6	540
150039	1	2	22	2100	14	1240
150039	2	5	22	2100	14	1240
150040	1	1	72	5760	0	0
150040	2	2	72	5760	0	0
150041	1	3	22	1800	28	2100
150041	2	4	22	1800	28	2200
150043	1	1	10	1000	0	0
150045	1	2	0	0	10	500
150045	2	3	0	0	10	500
150049	1	 	 	 	 	 
150049	2	 	 	 	 	 
150049	3	 	 	 	 	 
150049	4	 	 	 	 	 
150050	1	3	40	4000	0	0
150050	2	4	40	4000	0	0
150053	1	3	6	321	0	0
150053	2	2	6	321	0	0
150058	1	3	40	3200	0	0
150058	2	2	40	3200	0	0
150060	1	3	18	1692	0	0
150060	2	4	18	1692	0	0
150062	1	3	32	2660	0	0
150062	2	2	20	1400	0	0
150063	1	1	0	0	4	200
150063	2	2	0	0	4	200
150066	1	3	24	2880	0	0
150067	1	1	6	600	8	812
150067	2	2	6	600	12	1233
150068	1	2	20	2000	0	0
150068	2	1	20	2000	0	0
150069	1	3	6	720	0	0
150069	2	4	6	720	0	0
150070	1	1	5	512	8	812
150070	2	2	0	0	11	1094
150071	1	2	16	1600	0	0
150072	1	1	10	950	0	0
150072	2	2	10	950	0	0
150073	1	4	18	1763	13	1414
150075	1	1	16	1120	0	0
150075	2	2	16	1120	0	0
150076	1	1	3	241	0	0
150076	2	4	4	301	0	0
150076	3	2	5	459	0	0
150078	1	2	12	967	0	0
150080	1	2	55	4400	0	0
150080	2	1	55	4400	0	0
150082	1	3	12	1123	17	1684
150082	2	2	2	215	0	0
150083	1	3	30	2400	0	0
150083	2	4	30	2400	0	0
150084	1	4	12	180	0	0
150087	1	2	40	4000	0	0
150089	1	1	12	480	0	0
150089	2	2	12	480	0	0
150090	1	2	12	548	0	0
150090	2	6	12	548	0	0
150091	1	2	15	1650	25	2750
150093	1	4	28	2600	25	2200
150093	2	2	28	2600	25	2200
150094	1	2	15	1125	0	0
150096	1	1	30	2100	0	0
150096	2	2	30	2100	0	0
150096	3	3	30	2100	0	0
150097	1	2	15	1250	15	1320
150097	2	1	15	1250	15	1320
150100	1	4	40	3200	0	0
160001	1	2	10	1000	0	0
160008	1	5	0	0	8	350
160008	2	9	0	0	8	350
160009	1	2	15	500	0	0
160013	1	2	10	500	0	0
160028	1	5	0	0	105	17850
160030	1	2	30	3000	0	0
160030	2	4	30	3000	0	0
160031	1	3	8	100	0	0
160031	2	4	8	100	0	0
160033	1	4	10	500	0	0
160033	2	3	10	500	0	0
160035	1	2	5	250	0	0
160046	1	4	12	600	0	0
160046	2	5	12	600	0	0
160048	1	2	10	0	0	0
160050	1	1	5	200	2	0
160050	2	2	5	200	0	0
160059	1	4	24	2400	0	0
160059	2	2	30	3000	0	0
160063	1	1	0	0	5	320
160063	2	2	0	0	12	750
160063	3	3	0	0	12	750
160065	1	2	15	1400	0	0
160065	2	1	17	1500	0	0
160066	1	1	15	1000	0	0
160066	2	2	15	1000	0	0
160067	1	1	7	300	0	0
160067	2	3	7	300	0	0
160068	1	1	4	300	0	0
160068	2	2	4	300	0	0
160073	1	4	60	5700	0	0
160073	2	3	60	5500	0	0
160074	1	2	28	650	16	800
160074	2	5	28	650	16	800
160074	3	6	28	650	16	800
160075	1	1	6	400	0	0
160075	2	4	6	400	0	0
160076	1	4	55	5000	0	0
160076	2	5	55	5000	0	0
160079	1	3	6	180	0	0
160079	2	4	6	180	0	0
160081	1	1	0	0	17	1500
160081	2	2	0	0	17	1500
160087	1	1	75	7500	0	0
160087	2	2	70	7000	0	0
160096	1	2	24	2800	200	24000
170006	1	2	10	1100	0	0
170008	1	5	24	2400	0	0
170008	2	4	24	2400	0	0
170009	1	1	50	6250	45	5400
170009	2	2	45	5400	46	5520
170011	1	1	80	9600	0	0
170011	2	2	80	9600	0	0
170012	1	1	24	2880	0	0
170012	2	5	48	5280	0	0
170013	1	1	50	6000	0	0
170013	2	2	90	10800	0	0
170015	1	3	90	10800	0	0
170015	2	4	113	12430	0	0
170016	1	4	18	1750	0	0
170017	1	3	31	3330	0	0
170019	1	8	45	3800	0	0
170019	2	9	45	4870	30	3200
170019	3	10	45	4800	0	0
170020	1	5	100	6000	0	0
170020	2	2	40	2000	0	0
170021	1	4	60	6296	0	0
170022	1	7	100	13578	50	4192
170026	1	1	7	700	0	0
170026	2	2	24	3000	0	0
170027	1	5	60	2000	0	0
170027	2	4	60	2000	0	0
170028	1	3	80	4800	0	0
170028	2	1	75	4875	0	0
170029	1	2	60	4200	0	0
170030	1	1	39	4800	0	0
170030	2	2	68	6900	0	0
170031	1	1	60	4000	0	0
170031	2	2	60	7000	0	0
170032	1	1	30	3360	6	672
170032	2	2	28	3112	20	2240
170033	1	1	50	6000	0	0
170033	2	2	50	6000	0	0
170034	1	1	55	7700	0	0
170034	2	2	20	2820	0	0
170035	1	1	50	5500	46	5060
170035	2	2	48	5280	0	0
170036	1	3	45	5040	0	0
170036	2	4	42	5040	0	0
170037	1	3	60	3000	0	0
170037	2	4	60	3000	0	0
170038	1	1	72	6480	0	0
170038	2	2	72	6480	0	0
170039	1	2	45	3000	0	0
170039	2	3	60	6000	0	0
170039	3	4	60	6000	0	0
170040	1	4	60	3000	0	0
170040	2	2	60	3000	0	0
170043	1	32	60	7200	0	0
170045	1	3	2	4000	0	0
170046	1	4	10	1200	0	0
170048	1	9	24	2880	0	0
170049	1	2	18	2160	0	0
170049	2	3	18	2160	0	0
170050	1	3	30	3300	0	0
170050	2	4	30	3300	0	0
170051	1	3	30	3600	0	0
170051	2	4	30	3600	0	0
170051	3	5	30	3600	0	0
170052	1	3	42	5665	0	0
170052	2	4	59	7280	0	0
170053	1	2	48	5280	0	0
170053	2	4	40	4400	0	0
170053	3	3	24	2640	0	0
170055	1	3	40	4800	0	0
170055	2	4	40	4800	0	0
170057	1	2	54	5940	0	0
170058	1	2	30	2800	15	1350
170058	2	3	45	2000	0	0
170059	1	4	40	5000	0	0
170059	2	3	40	5000	0	0
170060	1	1	18	2160	0	0
170060	2	2	18	2160	0	0
170061	1	4	36	4320	0	0
170063	1	3	24	2880	0	0
170063	2	4	24	2880	0	0
170064	1	2	54	6480	0	0
170065	1	2	36	4320	0	0
170065	2	3	36	4320	0	0
170067	1	4	52	4000	0	0
170067	2	2	78	6000	0	0
170069	1	2	36	4320	0	0
170069	2	3	36	4320	0	0
170070	1	5	56	5760	0	0
170071	1	2	15	1500	0	0
170072	1	3	12	1500	0	0
170072	2	4	12	1400	0	0
170075	1	3	15	1500	0	0
170078	1	6	25	2625	0	0
170078	2	5	20	2100	0	0
170079	1	4	36	3600	0	0
170080	1	4	48	4800	0	0
170081	1	2	56	6720	0	0
170083	1	2	30	2700	0	0
170084	1	4	100	11000	0	0
170084	2	3	100	11000	0	0
170086	1	2	30	2600	0	0
170087	1	4	15	1620	0	0
170088	1	2	36	3840	0	0
170091	1	3	45	100	0	0
170091	2	6	24	2400	0	0
170093	1	3	15	1800	0	0
170093	2	4	15	1800	0	0
170094	1	3	10	1000	0	0
170094	2	4	10	1000	0	0
170096	1	3	40	4400	0	0
170098	1	2	12	1200	0	0
170100	1	3	12	1200	0	0
170100	2	4	24	2400	0	0
180003	1	2	14	1540	0	0
180003	3	5	14	1540	0	0
180003	4	9	14	1540	0	0
180004	1	2	50	6000	0	0
180004	2	3	50	6000	0	0
180008	1	3	100	12000	0	0
180008	2	4	100	12000	0	0
180009	2	2	48	5280	0	0
180012	1	2	90	9900	0	0
180012	2	3	90	9900	0	0
180012	3	4	90	9900	0	0
180013	1	2	48	5040	0	0
180014	1	2	90	10800	0	0
180019	1	4	30	3300	0	0
180019	2	3	25	2750	0	0
180022	1	1	11	1320	0	0
180022	2	2	8	960	0	0
180024	1	1	7	490	0	0
180024	2	2	60	4200	0	0
180025	1	2	60	7200	0	0
180025	2	3	40	4800	0	0
180025	3	4	80	9600	0	0
180031	1	3	18	2160	0	0
180032	1	4	50	5616	0	0
180032	2	3	12	1347	0	0
180034	1	3	26	2760	0	0
180034	2	8	17	2548	0	0
180036	1	3	48	5760	0	0
180038	1	6	36	4320	0	0
180039	1	5	54	6480	0	0
180040	1	2	48	5760	0	0
180040	2	3	48	5760	0	0
180043	1	3	5	500	0	0
180045	1	6	36	2700	0	0
180048	1	2	50	4000	0	0
180048	2	13	50	4000	0	0
180050	1	4	26	2838	6	656
180050	2	3	6	640	0	0
180051	1	2	48	4800	0	0
180051	2	4	48	4800	0	0
180053	1	2	48	4320	0	0
180053	2	1	72	6480	0	0
180054	1	1	60	6000	12	1200
180054	2	4	60	5400	12	108
180054	3	2	60	5400	12	108
180056	1	2	70	8400	0	0
180058	1	29	25	2500	0	0
180058	2	30	25	2500	0	0
180058	3	31	25	2500	0	0
180059	1	1	45	3150	0	0
180059	2	2	45	3150	0	0
180060	1	1	48	4460	0	0
180061	1	2	60	7200	0	0
180064	1	2	72	8640	0	0
180064	2	3	72	7200	0	0
180065	1	1	72	8640	0	0
180065	2	2	72	7200	0	0
180067	1	3	40	3600	0	0
180068	1	8	30	2700	0	0
180069	1	3	48	3600	0	0
180070	1	3	12	960	0	0
180071	1	4	5	500	0	0
180072	1	3	48	4560	0	0
180072	2	2	48	4560	0	0
180072	3	5	48	4560	0	0
180076	1	2	4	300	0	0
180076	2	4	21	2100	0	0
180077	1	2	24	2400	0	0
180077	2	3	24	2160	0	0
180077	3	7	24	2400	0	0
180079	1	3	72	5760	0	0
180080	1	1	72	6480	0	0
180080	2	2	72	7920	0	0
180081	1	3	72	8640	0	0
180081	2	1	45	5400	0	0
180082	1	2	30	2760	0	0
180082	2	4	40	3640	0	0
180085	1	4	85	8500	0	0
180088	1	4	6	960	0	0
180089	1	2	30	1850	0	0
180091	1	3	36	3282	0	0
180093	1	2	50	5000	0	0
180093	2	3	50	5000	0	0
180094	1	3	4	400	0	0
180096	1	2	15	1425	0	0
180096	2	4	4	380	0	0
180097	1	3	3	280	0	0
180097	2	4	3	280	0	0
180098	1	4	36	3960	0	0
180100	1	3	50	5000	0	0
180100	2	4	50	5000	0	0
180100	3	6	50	5000	0	0
180100	4	10	50	5000	0	0
190002	1	3	24	2880	0	0
190002	2	4	24	2400	0	0
190003	1	2	24	2880	0	0
190003	2	3	24	2400	0	0
190003	3	4	24	2400	0	0
190003	4	5	24	2880	0	0
190003	5	8	24	2400	0	0
190005	1	2	20	1850	0	0
190005	2	1	16	1500	0	0
190005	3	4	20	1850	0	0
190006	1	2	24	2400	0	0
190006	2	3	36	3600	0	0
190006	3	11	30	3000	0	0
190006	4	12	48	4800	0	0
190007	1	2	20	2000	0	0
190007	2	3	20	2000	0	0
190008	1	4	24	2640	0	0
190008	2	3	24	2640	0	0
190009	1	3	10	950	0	0
190009	2	4	10	950	0	0
190011	1	2	35	2250	0	0
190013	1	1	30	2700	0	0
190013	2	2	15	1500	0	0
190013	3	3	15	1500	0	0
190017	1	5	24	2640	0	0
190017	2	6	24	2640	0	0
190020	1	3	24	1440	0	0
190020	2	4	100	6000	0	0
190021	1	2	20	1700	0	0
190021	2	3	20	1700	0	0
190022	1	2	100	5850	0	0
190022	2	3	100	5850	0	0
190025	1	3	15	1125	0	0
190025	2	4	20	1500	0	0
190026	1	1	30	2310	0	0
190026	2	2	30	2310	0	0
190030	1	3	50	3850	0	0
190030	2	4	50	3850	0	0
190031	1	2	25	2250	0	0
190032	1	1	30	2400	0	0
190032	2	2	30	2400	0	0
190033	1	3	48	5760	0	0
190033	2	4	48	4800	0	0
190034	1	2	72	7200	0	0
190034	2	3	72	6480	0	0
190034	3	1	72	6480	0	0
190036	1	3	24	2400	0	0
190036	2	4	24	2160	0	0
190037	1	5	72	8640	0	0
190037	2	11	72	7200	0	0
190038	1	3	50	3500	0	0
190038	2	4	50	3500	0	0
190039	1	3	12	500	0	0
190040	1	10	24	1650	0	0
190041	1	2	60	6000	0	0
190042	1	4	20	950	0	0
190042	2	6	20	950	0	0
190042	3	7	20	930	0	0
190043	1	4	24	2640	0	0
190043	2	3	24	2640	0	0
190043	3	2	24	2640	0	0
190044	1	1	7	700	0	0
190044	2	2	7	700	0	0
190046	1	2	60	6000	0	0
190046	2	3	60	6000	0	0
190046	3	4	60	7500	0	0
190047	1	1	10	1100	0	0
190047	2	3	24	2640	0	0
190049	1	2	20	2000	0	0
190049	2	4	20	2000	0	0
190049	3	6	20	2000	0	0
190051	1	3	20	2000	0	0
190051	2	5	20	2000	0	0
190052	1	2	24	2640	0	0
190052	2	3	24	2640	0	0
190053	1	1	15	1250	0	0
190053	2	2	15	1250	0	0
190054	1	1	60	6250	0	0
190054	2	2	20	2250	0	0
190057	1	3	7	630	0	0
190063	1	5	16	1600	0	0
190063	2	6	14	1400	0	0
190065	1	3	50	5300	0	0
190065	2	4	50	5000	0	0
190066	1	2	24	2640	0	0
190066	2	1	24	2640	0	0
190067	1	1	24	2880	0	0
190067	2	2	24	2880	0	0
190067	3	3	8	960	0	0
190070	1	7	48	4320	0	0
190070	2	12	48	4320	0	0
190072	1	7	48	4320	0	0
190072	2	13	20	1800	0	0
190073	1	3	5	500	0	0
190074	1	3	40	4000	0	0
190074	2	4	40	4000	0	0
190075	1	3	2	200	0	0
190075	2	4	2	200	0	0
190076	1	3	24	2160	0	0
190076	2	2	24	2640	0	0
190076	3	4	24	2160	0	0
190077	1	3	12	1320	0	0
190077	2	4	12	1320	0	0
190078	1	2	24	2160	0	0
190078	2	3	24	2160	0	0
190078	3	1	24	2400	0	0
190083	1	3	48	3840	0	0
190083	2	4	48	3840	0	0
190085	1	9	24	2160	0	0
190085	2	10	24	2160	0	0
190085	3	2	7	420	0	0
190090	1	6	15	900	0	0
190092	1	3	10	1000	0	0
190092	2	4	10	1000	0	0
190093	1	3	20	1700	0	0
190093	2	4	20	1700	0	0
190093	3	8	20	1700	0	0
190094	1	3	10	1000	0	0
190094	2	4	10	1000	0	0
190095	1	1	100	6000	0	0
190096	1	4	10	450	0	0
190098	1	7	45	3150	0	0
190098	2	8	45	3150	0	0
190099	1	2	100	5600	0	0
190099	2	3	100	5600	0	0
190100	1	4	30	1500	0	0
190100	2	7	35	1750	0	0
190100	3	10	35	1750	0	0
200005	1	3	12	1200	0	0
200031	1	2	30	2500	0	0
200050	1	4	32	2880	0	0
200050	2	5	32	2880	0	0
200050	3	2	32	2880	0	0
